Rank	Parametric p-value	FDR	Geom mean of intensities in class 1 (3.75 Gy)	Geom mean of intensities in class 2 (Control)	Fold-change	Unique id	Description	Gene symbol
786	0.0000881	0.0022086	464.4920787	788.3036848	0.5892299	A_23_P17204	Homo sapiens anaphase promoting complex subunit 1 (ANAPC1), mRNA [NM_022662]	ANAPC1
787	0.0000886	0.002217	93.4863495	176.5875128	0.5294052	A_24_P13083	Homo sapiens tetraspanin 18 (TSPAN18), transcript variant 2, mRNA [NM_130783]	TSPAN18
788	0.0000888	0.002217	121.9426015	259.0546374	0.4707216	A_23_P210131	PREDICTED: Homo sapiens similar to ankyrin repeat domain 36 (LOC400987), mRNA [XM_376101]	LOC730995
789	0.000089	0.002217	74.3706335	118.2119611	0.6291295	A_24_P683861	Ig gamma-1 chain C region. [Source:Uniprot/SWISSPROT;Acc:P01857] [ENST00000361266]	ENST00000361266
790	0.000089	0.002217	38.0443303	72.9827022	0.5212787	A_24_P85418	Homo sapiens cDNA clone IMAGE:5310797. [BC041996]	BC041996
791	0.000089	0.002217	1248.92046	873.7694406	1.4293478	A_23_P45294	Homo sapiens chromosome X open reading frame 39 (CXorf39), mRNA [NM_207318]	CXorf39
792	0.0000895	0.0022267	642.6900763	980.5088063	0.6554659	A_32_P144710	Homo sapiens TR4 orphan receptor associated protein TRA16 (TRA16), mRNA [NM_176880]	TRA16
793	0.0000899	0.002231	35.6616314	62.223843	0.5731184	A_24_P276888	Homo sapiens cDNA FLJ14953 fis, clone PLACE3000160. [AK027859]	CENPO
794	0.0000899	0.002231	17.4633701	8.2634217	2.113334	A_23_P108180	Homo sapiens glutamate receptor, ionotropic, N-methyl-D-aspartate 3B (GRIN3B), mRNA [NM_138690]	GRIN3B
795	0.0000905	0.002243	1287.170407	923.7923232	1.3933547	A_24_P73178	Homo sapiens proline rich 13 (PRR13), transcript variant 3, mRNA [NM_001005354]	PRR13
796	0.0000913	0.0022597	16.3333349	33.5173934	0.4873092	A_23_P49878	Homo sapiens family with sequence similarity 64, member A (FAM64A), mRNA [NM_019013]	FAM64A
797	0.0000914	0.0022597	2426.997506	1442.437619	1.6825667	A_23_P19482	Homo sapiens dimethylarginine dimethylaminohydrolase 2 (DDAH2), mRNA [NM_013974]	DDAH2
798	0.0000919	0.0022692	343.1553668	602.6366324	0.5694233	A_24_P942604	Homo sapiens structural maintenance of chromosomes 1A (SMC1A), mRNA [NM_006306]	SMC1A
799	0.0000923	0.0022762	76.143992	113.7626405	0.6693234	A_24_P238046	Homo sapiens cDNA FLJ13314 fis, clone OVARC1001506, highly similar to POLYCYSTIN PRECURSOR. [AK023376]	AK023376
800	0.0000926	0.0022807	33.9546401	58.0396838	0.5850246	A_32_P31666	Transcription initiation protein SPT3 homolog (SPT3-like protein). [Source:Uniprot/SWISSPROT;Acc:O75486] [ENST00000371461]	SUPT3H
801	0.0000929	0.0022824	52.9649806	90.9308625	0.5824753	A_23_P9458	Homo sapiens polymerase (RNA) I polypeptide E, 53kDa (POLR1E), mRNA [NM_022490]	POLR1E
802	0.0000929	0.0022824	34.5199797	63.5146078	0.5434967	A_24_P11462	Homo sapiens arginine decarboxylase (ADC), mRNA [NM_052998]	ADC
803	0.0000941	0.0023086	123.6482829	198.9424761	0.6215278	A_24_P302574	Homo sapiens O-sialoglycoprotein endopeptidase-like 1 (OSGEPL1), mRNA [NM_022353]	OSGEPL1
804	0.0000942	0.0023086	2762.970973	1820.107663	1.5180261	A_23_P119835	Homo sapiens NLR family, CARD domain containing 4 (NLRC4), mRNA [NM_021209]	NLRC4
805	0.0000945	0.0023131	192.6260493	118.0309808	1.6319957	A_24_P89257	Homo sapiens endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 (ERGIC1), transcript variant 1, mRNA [NM_001031711]	ERGIC1
806	0.0000955	0.0023347	205.1449277	355.4327427	0.5771695	A_23_P128663	Homo sapiens spastic ataxia of Charlevoix-Saguenay (sacsin) (SACS), mRNA [NM_014363]	SACS
807	0.0000965	0.0023562	186.0362874	332.6330407	0.5592838	A_23_P153086	Homo sapiens chromosome 18 open reading frame 22 (C18orf22), mRNA [NM_024805]	C18orf22
808	0.0000968	0.0023601	601.7870685	3504.186969	0.1717337	A_23_P357717	Homo sapiens T-cell leukemia/lymphoma 1A (TCL1A), mRNA [NM_021966]	TCL1A
809	0.0000969	0.0023601	28220.33445	15941.73741	1.770217	A_23_P208516	Homo sapiens leukocyte receptor cluster (LRC) member 4 (LENG4), mRNA [NM_024298]	LENG4
810	0.0000972	0.0023645	148.2274946	250.2005582	0.5924347	A_24_P555510	Unknown	A_24_P555510
811	0.0000982	0.0023859	1324.111338	686.0839548	1.9299553	A_24_P450172	Homo sapiens cDNA FLJ37832 fis, clone BRSSN2009630. [AK095151]	AK095151
812	0.0000987	0.0023921	29.5967574	62.7392931	0.471742	A_23_P79482	Homo sapiens chimerin (chimaerin) 1 (CHN1), transcript variant 1, mRNA [NM_001822]	CHN1
813	0.0000987	0.0023921	2036.822562	3087.897808	0.6596146	A_32_P49423	Homo sapiens nucleophosmin (nucleolar phosphoprotein B23, numatrin) (NPM1), transcript variant 3, mRNA [NM_001037738]	NPM1
814	0.0000991	0.0023983	273.825713	440.5406655	0.6215674	A_23_P18304	Homo sapiens ubiquitin-activating enzyme E1-domain containing 1 (UBE1DC1), transcript variant 2, mRNA [NM_198329]	UBE1DC1
815	0.0000992	0.0023983	392.5681762	161.4682696	2.4312404	A_23_P430818	Homo sapiens galectin-related protein (HSPC159), mRNA [NM_014181]	HSPC159
816	0.0000994	0.0024002	13.5374804	29.6733968	0.4562161	A_23_P156390	Homo sapiens janus kinase and microtubule interacting protein 2 (JAKMIP2), mRNA [NM_014790]	JAKMIP2
817	0.0001006	0.0024262	776.5759093	1141.18617	0.6804989	A_23_P352535	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 16B (PPP1R16B), mRNA [NM_015568]	PPP1R16B
818	0.0001008	0.0024281	6470.148956	3956.285942	1.6354098	A_23_P17345	Homo sapiens v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian) (MAFB), mRNA [NM_005461]	MAFB
819	0.0001012	0.0024347	1364.192792	2316.638443	0.5888674	A_24_P128001	Homo sapiens zinc finger protein 395 (ZNF395), mRNA [NM_018660]	ZNF395
820	0.0001019	0.0024486	94.2232373	49.4898348	1.9038907	A_24_P393565	Homo sapiens zinc finger protein (ZNF396) mRNA, complete cds. [AF533251]	ZNF396
821	0.0001023	0.0024552	24.3382923	44.1365601	0.5514316	A_23_P255672	Homo sapiens actin binding LIM protein family, member 2 (ABLIM2), mRNA [NM_032432]	ABLIM2
822	0.0001025	0.002457	1328.836007	2524.007496	0.5264786	A_24_P686992	Ankyrin repeat domain-containing protein 36A. [Source:Uniprot/SWISSPROT;Acc:Q6UX02] [ENST00000288911]	ENST00000288911
823	0.0001028	0.0024576	545.0372092	355.3805802	1.5336719	A_23_P90172	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 15A (PPP1R15A), mRNA [NM_014330]	PPP1R15A
824	0.0001029	0.0024576	731.3356464	391.3220816	1.8688842	A_24_P614362	Homo sapiens family with sequence similarity 13, member A1 opposite strand (FAM13A1OS) on chromosome 4 [NR_002806]	FAM13A1OS
825	0.0001029	0.0024576	116.8035133	188.4851965	0.619696	A_23_P16022	Homo sapiens zinc finger protein 256 (ZNF256), mRNA [NM_005773]	ZNF256
826	0.0001037	0.0024737	17.5792048	34.933648	0.503217	A_24_P942112	Homo sapiens polymerase (RNA) I polypeptide B, 128kDa (POLR1B), mRNA [NM_019014]	POLR1B
827	0.0001041	0.0024803	19597.13163	12265.40799	1.5977562	A_23_P42746	Homo sapiens neutrophil cytosolic factor 1, (chronic granulomatous disease, autosomal 1) (NCF1), mRNA [NM_000265]	NCF1
828	0.0001049	0.0024963	78.837287	42.5829639	1.8513809	A_32_P509964	Homo sapiens unknown mRNA. [AF136408]	AF136408
829	0.0001052	0.0024998	51.4411808	92.6542459	0.5551951	A_32_P122891	Homo sapiens cDNA FLJ34844 fis, clone NT2NE2011154, highly similar to Homo sapiens mRNA for TIP49. [AK092163]	AK092163
830	0.0001053	0.0024998	44.1676764	82.5877889	0.5347967	A_32_P874898	T-cell receptor beta chain C region. [Source:Uniprot/SWISSPROT;Acc:P01850] [ENST00000356506]	ENST00000356506
831	0.0001057	0.0025063	226.0699356	373.2895074	0.6056156	A_23_P14184	Homo sapiens thrombospondin, type I, domain containing 1 (THSD1), transcript variant 1, mRNA [NM_018676]	THSD1
832	0.0001068	0.0025263	32.2910791	15.4086514	2.095646	A_24_P614261	Homo sapiens cDNA FLJ11672 fis, clone HEMBA1004733. [AK021734]	LOC153811
833	0.0001068	0.0025263	580.6044434	945.1072166	0.6143265	A_24_P166663	Homo sapiens cyclin-dependent kinase 6 (CDK6), mRNA [NM_001259]	CDK6
834	0.0001072	0.0025327	76.5890856	125.9908087	0.6078942	A_32_P192823	Homo sapiens phosphoribosyl pyrophosphate synthetase 1-like 1 (PRPS1L1), mRNA [NM_175886]	PRPS1L1
835	0.0001074	0.0025344	207.8574105	344.1971039	0.6038906	A_23_P252857	Homo sapiens brix domain containing 2 (BXDC2), mRNA [NM_018321]	BXDC2
836	0.0001085	0.0025566	1344.587375	701.2147547	1.9175115	A_24_P65597	full-length cDNA clone CS0DM012YB14 of Fetal liver of Homo sapiens (human). [CR616003]	CR616003
837	0.0001086	0.0025566	747.5497336	471.5210363	1.5854006	A_23_P115534	Homo sapiens KIAA0319-like (KIAA0319L), transcript variant 1, mRNA [NM_024874]	KIAA0319L
838	0.0001098	0.0025817	731.6929804	345.1235424	2.12009	A_23_P206501	Homo sapiens secretory protein LOC497190 (LOC497190), mRNA [NM_001011880]	LOC497190
839	0.00011	0.0025826	75.2673428	126.513285	0.5949363	A_32_P169179	Homo sapiens msh homeobox 2 pseudogene (MSX2P) on chromosome 17 [NR_002307]	MSX2P
840	0.0001101	0.0025826	119.6956351	70.6169747	1.6949981	A_23_P160449	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 15B (PPP1R15B), mRNA [NM_032833]	PPP1R15B
841	0.0001104	0.0025866	75.2663928	149.3008849	0.5041256	A_23_P375104	Homo sapiens KIAA1794 (KIAA1794), mRNA [NM_018193]	KIAA1794
842	0.0001125	0.0026311	44.5243567	28.2122502	1.5781923	A_24_P450560	BX100298 NCI_CGAP_Pr22 Homo sapiens cDNA clone IMAGp998I022937, mRNA sequence [BX100298]	BX100298
843	0.0001126	0.0026311	1440.63555	924.5716511	1.5581654	A_24_P239578	Homo sapiens Src-like-adaptor (SLA), transcript variant 1, mRNA [NM_001045556]	SLA
844	0.0001127	0.0026311	170.8411112	274.4406755	0.6225065	A_32_P161554	Q566Q1_HUMAN (Q566Q1) LAMA3 protein (Fragment), partial (5%) [THC2655026]	THC2655026
845	0.0001135	0.0026466	41021.68111	25610.10436	1.6017772	A_23_P137016	Homo sapiens spermidine/spermine N1-acetyltransferase 1 (SAT1), mRNA [NM_002970]	SAT1
846	0.0001144	0.0026605	325.4879072	634.6867989	0.5128323	A_32_P71744	602658119F1 NCI_CGAP_Skn3 Homo sapiens cDNA clone IMAGE:4800772 5, mRNA sequence [BG695979]	BG695979
847	0.0001145	0.0026605	2137.021388	1024.344526	2.086233	A_23_P397391	Homo sapiens free fatty acid receptor 2 (FFAR2), mRNA [NM_005306]	FFAR2
848	0.0001145	0.0026605	2688.33028	1609.475326	1.6703147	A_32_P194779	Homo sapiens mRNA for KIAA1993 protein. [AB082524]	ZBTB34
849	0.000115	0.002665	13.9733833	31.6702653	0.4412146	A_32_P125589	Unknown	THC2649341
850	0.000115	0.002665	86.2060266	48.257267	1.7863843	A_32_P98732	Homo sapiens glial cells missing homolog 1 (Drosophila) (GCM1), mRNA [NM_003643]	GCM1
851	0.0001151	0.002665	5126.2107	3620.728256	1.4157955	A_23_P45475	Homo sapiens galactosidase, alpha (GLA), mRNA [NM_000169]	GLA
852	0.0001159	0.0026804	1247.300017	789.4593703	1.579942	A_23_P93360	Homo sapiens advanced glycosylation end product-specific receptor (AGER), transcript variant 1, mRNA [NM_001136]	AGER
853	0.0001166	0.0026932	131.2429074	197.3900458	0.6648912	A_23_P68547	Homo sapiens MCM8 minichromosome maintenance deficient 8 (S. cerevisiae) (MCM8), transcript variant 2, mRNA [NM_182802]	MCM8
854	0.0001169	0.0026932	100.9690083	267.804674	0.3770248	A_23_P65757	Homo sapiens cyclin B2 (CCNB2), mRNA [NM_004701]	CCNB2
855	0.0001169	0.0026932	98.0416763	58.8794521	1.6651255	A_24_P134568	Homo sapiens retinitis pigmentosa 2 (X-linked recessive) (RP2), mRNA [NM_006915]	RP2
856	0.000117	0.0026932	22.9813514	49.3704753	0.4654877	A_24_P68294	Homo sapiens hypothetical protein FLJ32549, mRNA (cDNA clone MGC:39839 IMAGE:5312126), complete cds. [BC036246]	FLJ32549
857	0.0001179	0.0027107	129.7323762	202.9344664	0.6392821	A_24_P68019	Homo sapiens zinc finger protein 551 (ZNF551), mRNA [NM_138347]	ZNF551
858	0.0001185	0.0027173	360.7440677	226.8291403	1.590378	A_24_P116805	Homo sapiens signal transducer and activator of transcription 3 (acute-phase response factor) (STAT3), transcript variant 3, mRNA [NM_213662]	STAT3
859	0.0001185	0.0027173	2981.440855	1898.989856	1.5700141	A_23_P500614	Homo sapiens tumor necrosis factor receptor superfamily, member 8 (TNFRSF8), transcript variant 1, mRNA [NM_001243]	TNFRSF8
860	0.0001186	0.0027173	193.9381068	414.7822911	0.467566	A_23_P82324	Homo sapiens caspase recruitment domain family, member 11 (CARD11), mRNA [NM_032415]	CARD11
861	0.0001192	0.0027279	194.5344838	77.870475	2.4981803	A_23_P112004	Homo sapiens leucine rich repeat containing 6 (LRRC6), mRNA [NM_012472]	LRRC6
862	0.0001197	0.002733	119.7120642	222.9613207	0.5369185	A_23_P138686	Homo sapiens N-myristoyltransferase 2 (NMT2), mRNA [NM_004808]	NMT2
863	0.0001197	0.002733	457.5042195	296.4010308	1.5435311	A_23_P30223	Homo sapiens steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) (SRD5A1), mRNA [NM_001047]	SRD5A1
864	0.0001202	0.0027412	118.5758923	75.1064427	1.5787712	A_23_P17911	Homo sapiens NFAT activating protein with ITAM motif 1 (NFAM1), mRNA [NM_145912]	NFAM1
865	0.0001206	0.0027472	286.7622979	708.882594	0.4045272	A_24_P45476	Homo sapiens chemokine (C motif) ligand 1 (XCL1), mRNA [NM_002995]	XCL1
866	0.0001211	0.0027554	117.0511971	187.6859502	0.6236546	A_23_P151653	Homo sapiens APEX nuclease (multifunctional DNA repair enzyme) 1 (APEX1), transcript variant 3, mRNA [NM_080649]	APEX1
867	0.0001214	0.002759	99.0752321	156.7659431	0.6319946	A_32_P141938	Unknown	A_32_P141938
868	0.0001229	0.0027899	107.9942423	165.2827343	0.6533909	A_24_P241183	Homo sapiens C-type lectin domain family 2, member D (CLEC2D), transcript variant 1, mRNA [NM_013269]	CLEC2D
869	0.0001239	0.0028061	72.9650859	119.8899357	0.6086006	A_23_P422305	Homo sapiens cDNA FLJ37976 fis, clone CTONG2010148. [AK095295]	SFXN4
870	0.0001239	0.0028061	449.5621227	821.9942912	0.5469164	A_24_P707530	Q6ATL9_ORYSA (Q6ATL9) Expressed protein, partial (13%) [THC2537219]	THC2537219
871	0.0001251	0.00283	149.9986081	266.0303917	0.5638401	A_23_P371215	Homo sapiens inducible T-cell co-stimulator (ICOS), mRNA [NM_012092]	ICOS
872	0.0001257	0.0028394	110.6753229	200.1273182	0.5530246	A_23_P145657	Homo sapiens stromal antigen 3 (STAG3), mRNA [NM_012447]	STAG3
873	0.0001258	0.0028394	106.5251117	170.1758493	0.6259708	A_32_P2161	Homo sapiens cDNA FLJ12978 fis, clone NT2RP2006321. [AK023040]	AK023040
874	0.0001264	0.0028496	2438.73121	4351.669614	0.5604128	A_23_P148308	Homo sapiens RNA binding motif (RNP1, RRM) protein 3 (RBM3), transcript variant 2, mRNA [NM_001017430]	RBM3
875	0.0001267	0.0028499	30.0912526	49.6569289	0.605983	A_32_P91821	Homo sapiens cDNA clone IMAGE:3528660,  WARNING: chimeric clone . [BC013025]	BC013025
876	0.0001267	0.0028499	2522.30742	1738.490765	1.4508604	A_23_P76969	Homo sapiens signal-induced proliferation-associated 1 like 1 (SIPA1L1), mRNA [NM_015556]	SIPA1L1
877	0.0001272	0.0028579	93.4987234	153.4032286	0.6094965	A_32_P101689	Homo sapiens family with sequence similarity 3, member C (FAM3C), transcript variant 1, mRNA [NM_014888]	FAM3C
878	0.0001298	0.002913	113.6362522	194.4370832	0.5844371	A_23_P67725	Homo sapiens lamin B2 (LMNB2), mRNA [NM_032737]	LMNB2
879	0.0001303	0.0029209	225.1262465	364.012674	0.6184572	A_23_P19455	Homo sapiens mediator of DNA damage checkpoint 1 (MDC1), mRNA [NM_014641]	MDC1
880	0.0001313	0.0029399	37.0910479	80.3833079	0.4614272	A_32_P195346	Unknown	THC2607363
881	0.0001315	0.0029411	502.5217362	807.6762784	0.6221821	A_23_P161257	RRP5 protein homolog (Programmed cell death protein 11). [Source:Uniprot/SWISSPROT;Acc:Q14690] [ENST00000369797]	PDCD11
882	0.0001328	0.0029668	55561.65652	38526.17566	1.4421794	A_23_P158725	Homo sapiens solute carrier family 16, member 3 (monocarboxylic acid transporter 4) (SLC16A3), transcript variant 1, mRNA [NM_001042422]	SLC16A3
883	0.0001332	0.0029723	303.2908107	491.0828288	0.617596	A_23_P127079	Homo sapiens peroxisome proliferator-activated receptor gamma, coactivator-related 1 (PPRC1), mRNA [NM_015062]	PPRC1
884	0.0001343	0.0029923	3349.875024	2005.447959	1.6703874	A_23_P27781	Homo sapiens leukocyte immunoglobulin-like receptor pseudogene 2 (LILRP2) on chromosome 19 [NR_003061]	LILRP2
885	0.0001344	0.0029923	324.7674912	451.3521174	0.7195435	A_24_P317835	Homo sapiens inositol polyphosphate-5-phosphatase, 72 kDa (INPP5E), mRNA [NM_019892]	INPP5E
886	0.0001347	0.0029933	34.3754614	96.200353	0.357332	A_24_P327084	Homo sapiens protease, serine, 33 (PRSS33), mRNA [NM_152891]	PRSS33
887	0.0001349	0.0029933	4387.000362	2682.171157	1.6356154	A_23_P51986	Homo sapiens myotubularin related protein 11 (MTMR11), mRNA [NM_181873]	MTMR11
888	0.0001349	0.0029933	25.1587761	60.0600051	0.418894	A_23_P96599	NB thymosin beta (Thymosin-like protein 8). [Source:Uniprot/SWISSPROT;Acc:Q99406] [ENST00000372602]	TMSL8
889	0.0001353	0.0029976	643.3920058	1140.707458	0.5640289	A_23_P100963	Homo sapiens hypothetical protein MGC29671 (MGC29671), mRNA [NM_182538]	MGC29671
890	0.0001355	0.0029976	7580.363579	4747.219692	1.5968007	A_23_P106629	Homo sapiens immunoglobulin superfamily, member 6 (IGSF6), mRNA [NM_005849]	IGSF6
891	0.0001357	0.0029976	268.1148381	161.1425602	1.6638363	A_23_P120812	Homo sapiens immunoglobulin lambda-like polypeptide 1 (IGLL1), transcript variant 1, mRNA [NM_020070]	IGLL1
892	0.0001357	0.0029976	127.9716843	241.8651121	0.5291035	A_23_P254654	Homo sapiens chloride intracellular channel 3 (CLIC3), mRNA [NM_004669]	CLIC3
893	0.0001362	0.003004	45.1516321	80.2947652	0.5623235	A_23_P346337	Homo sapiens sideroflexin 1 (SFXN1), mRNA [NM_022754]	SFXN1
894	0.0001364	0.003004	69743.31835	44584.02081	1.564312	A_32_P167592	similar to Interferon-induced transmembrane protein 3 (Interferon-inducible protein 1-8U) (LOC650205), mRNA [Source:RefSeq_dna;Acc:XR_018421] [ENST00000339867]	ENST00000339867
895	0.0001365	0.003004	384.0919206	594.3142741	0.6462775	A_23_P155477	Homo sapiens chromosome 3 open reading frame 18 (C3orf18), mRNA [NM_016210]	C3orf18
896	0.0001366	0.003004	10282.57306	5570.813436	1.8457938	A_23_P110212	Homo sapiens acyl-CoA synthetase long-chain family member 1 (ACSL1), mRNA [NM_001995]	ACSL1
897	0.000137	0.0030094	773.7593955	1425.079427	0.5429588	A_23_P120227	Homo sapiens limb bud and heart development homolog (mouse) (LBH), mRNA [NM_030915]	LBH
898	0.0001378	0.0030236	2604.454716	1590.014693	1.6380067	A_23_P133133	Homo sapiens alpha-kinase 1 (ALPK1), mRNA [NM_025144]	ALPK1
899	0.0001389	0.0030444	52.0306073	96.6655702	0.5382538	A_24_P55971	Homo sapiens vascular endothelial growth factor B (VEGFB), mRNA [NM_003377]	VEGFB
900	0.0001394	0.0030519	217.3636098	401.87757	0.5408702	A_23_P54622	Homo sapiens kinesin family member 22 (KIF22), mRNA [NM_007317]	KIF22
901	0.0001398	0.0030571	1979.051625	3227.360101	0.6132107	A_23_P251771	Homo sapiens pseudouridylate synthase 1 (PUS1), transcript variant 1, mRNA [NM_025215]	PUS1
902	0.00014	0.0030571	74.9609122	111.8527243	0.6701751	A_32_P542928	Homo sapiens cDNA FLJ16554 fis, clone SPLEN2016135. [AK131429]	ZNF789
903	0.0001401	0.0030571	565.2942013	908.4910364	0.6222342	A_23_P41025	Homo sapiens guanine nucleotide binding protein-like 3 (nucleolar) (GNL3), transcript variant 1, mRNA [NM_014366]	GNL3
904	0.0001412	0.0030777	266.0569509	406.1152868	0.6551267	A_23_P66454	Homo sapiens gasdermin-like (GSDML), transcript variant 1, mRNA [NM_001042471]	GSDML
905	0.0001421	0.0030939	42.8594464	74.783608	0.5731128	A_32_P56320	Z43965 HSC1PE111 normalized infant brain cDNA Homo sapiens cDNA clone c-1pe11, mRNA sequence [Z43965]	THC2722614
906	0.000143	0.00311	41.2639226	67.9182072	0.6075532	A_24_P674924	Unknown	A_24_P674924
907	0.0001434	0.0031153	64.9750511	101.8318073	0.6380624	A_32_P137266	Homo sapiens KIAA1799 protein (KIAA1799), mRNA [NM_032437]	KIAA1799
908	0.0001436	0.0031162	96.0062838	163.63623	0.5867055	A_24_P366315	Homo sapiens kinesin family member 21A (KIF21A), mRNA [NM_017641]	KIF21A
909	0.0001441	0.003122	679.323013	482.4794197	1.4079834	A_32_P84333	Q2IIH7_ANADE (Q2IIH7) PE-PGRS family protein, partial (3%) [THC2582300]	THC2582300
910	0.0001442	0.003122	69.1756858	108.3307567	0.63856	A_23_P78170	Homo sapiens MYB binding protein (P160) 1a (MYBBP1A), mRNA [NM_014520]	MYBBP1A
911	0.0001444	0.003122	54.2901592	123.8605029	0.438317	A_23_P257365	Homo sapiens growth factor independent 1 (GFI1), mRNA [NM_005263]	GFI1
912	0.0001445	0.003122	97.393674	160.7909659	0.6057161	A_24_P25346	Homo sapiens cirrhosis, autosomal recessive 1A (cirhin) (CIRH1A), mRNA [NM_032830]	CIRH1A
913	0.0001455	0.0031329	461.714795	721.8648329	0.6396139	A_23_P384056	Homo sapiens coiled-coil domain containing 14 (CCDC14), mRNA [NM_022757]	CCDC14
914	0.0001455	0.0031329	6338.532624	3845.441368	1.6483238	A_23_P103951	Unknown	A_23_P103951
915	0.0001455	0.0031329	118.2608029	63.5049472	1.8622298	A_24_P346339	Homo sapiens sestrin 1 (SESN1), mRNA [NM_014454]	SESN1
916	0.0001457	0.0031329	90.7781777	175.4705096	0.5173415	A_23_P203115	Homo sapiens transmembrane protein 25 (TMEM25), mRNA [NM_032780]	TMEM25
917	0.0001458	0.0031329	634.5020018	418.999489	1.5143264	A_24_P359856	Homo sapiens histone deacetylase 4 (HDAC4), mRNA [NM_006037]	HDAC4
918	0.0001467	0.0031488	617.8768725	309.7450957	1.9947915	A_32_P163739	Homo sapiens KIAA1257, mRNA (cDNA clone MGC:35174 IMAGE:5170293), complete cds. [BC031632]	KIAA1257
919	0.0001472	0.0031561	2709.685358	1709.94609	1.5846613	A_23_P217258	Homo sapiens cytochrome b-245, beta polypeptide (chronic granulomatous disease) (CYBB), mRNA [NM_000397]	CYBB
920	0.0001474	0.0031569	20.3686107	12.7967093	1.5917069	A_24_P167668	Homo sapiens latent transforming growth factor beta binding protein 2 (LTBP2), mRNA [NM_000428]	LTBP2
921	0.0001481	0.0031659	1797.069382	2718.877849	0.66096	A_24_P925361	Homo sapiens partial mRNA; ID YG39-2B. [AJ227863]	AJ227863
922	0.0001482	0.0031659	2965.831529	1913.742264	1.5497549	A_23_P200056	Homo sapiens NAD kinase (NADK), mRNA [NM_023018]	NADK
923	0.0001483	0.0031659	90.1112463	166.8571081	0.5400504	A_23_P156996	Homo sapiens full length insert cDNA clone ZD81B04. [AF086442]	AF086442
924	0.0001496	0.0031882	172.535435	266.1213736	0.6483336	A_23_P18692	Homo sapiens alcohol dehydrogenase 5 (class III), chi polypeptide (ADH5), mRNA [NM_000671]	ADH5
925	0.0001497	0.0031882	170.6510897	263.2996382	0.648125	A_23_P104025	Homo sapiens chromosome 1 open reading frame 19 (C1orf19), mRNA [NM_052965]	C1orf19
926	0.0001499	0.0031882	253.2100072	441.70704	0.5732533	A_24_P56270	full-length cDNA clone CS0DF019YP13 of Fetal brain of Homo sapiens (human). [CR612226]	CR612226
927	0.0001502	0.0031882	32.5873118	48.5936176	0.6706089	A_24_P215475	Homo sapiens zinc finger protein 10 (ZNF10), mRNA [NM_015394]	ZNF10
928	0.0001504	0.0031882	9926.685292	6277.627567	1.5812797	A_23_P117582	Homo sapiens jun dimerization protein 2 (JDP2), mRNA [NM_130469]	JDP2
929	0.0001505	0.0031882	24.0636166	14.356271	1.6761746	A_24_P5994	Homo sapiens mRNA; cDNA DKFZp686H14196 (from clone DKFZp686H14196). [BX647159]	BX647159
930	0.0001506	0.0031882	9668.708971	6215.409173	1.555603	A_23_P333218	Homo sapiens endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 (ERGIC1), transcript variant 1, mRNA [NM_001031711]	ERGIC1
931	0.0001507	0.0031882	107.6531818	214.0967601	0.5028249	A_24_P368575	Homo sapiens solute carrier family 4, sodium bicarbonate cotransporter, member 7 (SLC4A7), mRNA [NM_003615]	SLC4A7
932	0.0001508	0.0031882	292.2744851	504.7064583	0.579098	A_23_P3111	Homo sapiens acyl-CoA thioesterase 2 (ACOT2), mRNA [NM_006821]	ACOT2
933	0.0001514	0.0031974	45.8696192	17.9180517	2.5599669	A_24_P109071	Homo sapiens kinesin family member 27 (KIF27), mRNA [NM_017576]	KIF27
934	0.0001526	0.0032166	173.3856511	103.5123233	1.6750242	A_23_P3169	Homo sapiens guanosine monophosphate reductase 2 (GMPR2), transcript variant 2, mRNA [NM_001002000]	GMPR2
935	0.0001528	0.0032166	22775.37787	14769.98335	1.5420043	A_24_P187948	Homo sapiens BH3 interacting domain death agonist (BID), transcript variant 1, mRNA [NM_197966]	BID
936	0.0001528	0.0032166	229.4378256	346.156878	0.6628146	A_32_P41021	Homo sapiens additional sex combs like 1 (Drosophila) (ASXL1), mRNA [NM_015338]	ASXL1
937	0.0001537	0.0032308	24.5069079	16.0440513	1.5274763	A_32_P163558	Unknown	A_32_P163558
938	0.0001538	0.0032308	200.9949648	389.035905	0.5166489	A_24_P671842	BC037545 poly(ADP-ribosyl)transferase {Homo sapiens} (exp=-1; wgp=0; cg=0), partial (24%) [THC2762149]	THC2762149
939	0.0001543	0.0032378	653.2409508	409.5054904	1.5951946	A_23_P125117	Homo sapiens kelch domain containing 8B (KLHDC8B), mRNA [NM_173546]	KLHDC8B
940	0.0001546	0.0032407	3798.183233	2294.910351	1.6550465	A_23_P24948	Homo sapiens potassium voltage-gated channel, Isk-related family, member 3 (KCNE3), mRNA [NM_005472]	KCNE3
941	0.0001551	0.0032477	13.6193586	32.2195789	0.4227044	A_32_P152046	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (14%) [THC2729109]	THC2729109
