FDR	Chr	Start	End	Ensembl Id	Gene Biotype	External gene Id	Strand	Start position	End Position	Relative peak position	Distance to TSR	Shortest distance	BL41 CHiP	Blue1 ChIP	CA46 ChIP
5.80674E-06	chr5	149838457	149838757	ENSG00000164587	protein_coding	RPS14	-	149822753	149829319	upstream	-9138	9138	29	10	2
5.80839E-06	chr17	48227276	48227576	ENSG00000108819	processed_transcript	PPP1R9B	-	48211104	48227991	inside	715	415	25	9	1
5.80839E-06	chr14	75643044	75643344	ENSG00000170348	protein_coding	TMED10	-	75598173	75643349	inside	305	5	16	11	5
5.83366E-06	chr9	35116266	35116566	ENSG00000005238	protein_coding	KIAA1539	-	35104109	35115999	upstream	-267	267	15	9	5
5.83458E-06	chr11	71747801	71748101	ENSG00000206783	snRNA	U6	-	71758919	71758997	downstream	11196	10818	34	4	11
5.83596E-06	chr16	4357447	4357747	ENSG00000126603	protein_coding	GLIS2	+	4364762	4389598	upstream	-7315	7015	18	8	3
5.84072E-06	chr7	2749328	2749628	ENSG00000228246	processed_transcript	AC_006028.9	-	2757467	2762622	downstream	13294	7839	6	4	6
5.88467E-06	chr6	56954636	56954936	ENSG00000112200	protein_coding	ZNF451	+	56951642	57035105	inside	2994	2994	19	10	3
5.88505E-06	chr17	42907563	42907863	ENSG00000182963	protein_coding	GJC1	-	42875816	42908179	inside	616	316	26	9	11
5.88973E-06	chr7	99966803	99967103	ENSG00000085514	protein_coding	PILRA	+	99965153	99997719	inside	1650	1650	33	12	7
5.8932E-06	chr21	33104430	33104730	ENSG00000156304	protein_coding	SFRS15	-	33043313	33104388	upstream	-42	42	48	9	5
5.89676E-06	chr9	116102470	116102770	ENSG00000148225	protein_coding	WDR31	-	116077930	116102578	overlapStart	108	108	49	1	5
5.90493E-06	chr20	1373502	1373802	ENSG00000088832	protein_coding	FKBP1A	-	1349622	1373806	inside	304	4	32	14	2
5.90646E-06	chr3	197024867	197025167	ENSG00000227375	processed_transcript	AC_092937.2	+	197025123	197030618	overlapStart	-256	44	22	3	6
5.91783E-06	chrX	38664683	38664983	ENSG00000238123	processed_transcript	RP4-646N3.3	-	38660821	38663136	upstream	-1547	1547	16	5	8
5.91883E-06	chr8	100025324	100025624	ENSG00000132549	protein_coding	VPS13B	+	100025494	100889808	overlapStart	-170	130	16	8	10
5.92508E-06	chr19	7294289	7294589	ENSG00000171105	protein_coding	INSR	-	7112266	7294011	upstream	-278	278	16	14	3
5.92612E-06	chr1	227127557	227127857	ENSG00000228525	pseudogene	RP5-1087E8.2	-	227145770	227145968	downstream	18411	17913	44	10	10
5.93529E-06	chr6	43192364	43192664	ENSG00000245261	processed_transcript	RP3-330M21.5	-	43181539	43191598	upstream	-766	766	21	18	4
5.93529E-06	chr15	64388027	64388327	ENSG00000028528	protein_coding	SNX1	+	64388177	64436433	overlapStart	-150	150	32	4	4
5.94168E-06	chr8	101571623	101571923	ENSG00000186106	protein_coding	ANKRD46	-	101522805	101571987	inside	364	64	18	7	3
5.94542E-06	chr2	234160140	234160440	ENSG00000252010	snoRNA	SCARNA6	+	234184373	234184648	upstream	-24233	23933	20	6	6
5.9466E-06	chr1	153755963	153756263	ENSG00000207039	misc_RNA	Y_RNA	-	153758196	153758297	downstream	2334	1933	18	5	5
5.94852E-06	chr12	76478292	76478592	ENSG00000187109	protein_coding	NAP1L1	-	76438682	76478738	inside	446	146	29	7	4
5.95123E-06	chr8	55014473	55014773	ENSG00000120992	protein_coding	LYPLA1	-	54958939	55014577	overlapStart	104	104	23	10	3
5.95739E-06	chr2	219523478	219523778	ENSG00000074582	protein_coding	BCS1L	+	219523487	219528166	overlapStart	-9	9	15	6	15
5.96196E-06	chr3	49449011	49449311	ENSG00000145022	protein_coding	TCTA	+	49449639	49453908	upstream	-628	328	12	12	6
5.96629E-06	chr9	111881655	111881955	ENSG00000106771	protein_coding	C9orf5	-	111777417	111882225	inside	570	270	21	11	6
5.9682E-06	chr21	32931178	32931478	ENSG00000237594	processed_transcript	AP_000251.2	+	32931537	32932800	upstream	-359	59	21	10	5
5.9682E-06	chr17	47866390	47866690	ENSG00000121104	protein_coding	FAM117A	-	47787694	47866542	overlapStart	152	148	11	3	5
5.9682E-06	chr20	25677259	25677559	ENSG00000130684	protein_coding	ZNF337	-	25654851	25677477	overlapStart	218	82	22	14	9
5.9682E-06	chr6	34204252	34204552	ENSG00000137309	protein_coding	HMGA1	+	34204577	34214008	upstream	-325	25	18	11	5
5.96848E-06	chr2	47212220	47212520	ENSG00000180398	protein_coding	MCFD2	-	47129013	47168994	upstream	-43226	43226	30	6	7
5.97175E-06	chr16	75109104	75109404	ENSG00000247033	lincRNA	AC_099508.1	-	75142499	75144610	downstream	35506	33095	27	35	9
5.97175E-06	chr17	80709753	80710053	ENSG00000141556	protein_coding	TBCD	+	80709940	80901056	overlapStart	-187	113	32	8	3
5.97175E-06	chr17	46985520	46985820	ENSG00000159202	protein_coding	UBE2Z	+	46985731	47008177	overlapStart	-211	89	27	15	4
5.98313E-06	chr13	20865205	20865505	ENSG00000121742	protein_coding	GJB6	-	20796110	20806534	upstream	-58671	58671	32	8	14
5.98932E-06	chr14	24563678	24563978	ENSG00000100889	protein_coding	PCK2	+	24563368	24573339	inside	310	310	25	7	5
6.00917E-06	chr12	50419044	50419344	ENSG00000161800	protein_coding	RACGAP1	-	50382945	50419307	overlapStart	263	37	39	8	7
6.01014E-06	chr14	70081371	70081671	ENSG00000100647	protein_coding	KIAA0247	+	70078310	70181861	inside	3061	3061	33	18	17
6.02093E-06	chr20	30946105	30946405	ENSG00000171456	protein_coding	ASXL1	+	30946153	31027122	overlapStart	-48	48	16	7	8
6.02182E-06	chr12	56435545	56435845	ENSG00000197728	protein_coding	RPS26	+	56435686	56438005	overlapStart	-141	141	44	8	7
6.05098E-06	chr17	37064900	37065200	ENSG00000002834	protein_coding	LASP1	+	37026256	37078023	inside	38644	12823	28	9	7
6.05891E-06	chr8	145149908	145150208	ENSG00000179091	protein_coding	CYC1	+	145149960	145152427	overlapStart	-52	52	49	4	2
6.06108E-06	chr1	44678953	44679253	ENSG00000178028	protein_coding	DMAP1	+	44679127	44686353	overlapStart	-174	126	14	8	4
6.06956E-06	chr8	144623604	144623904	ENSG00000014164	protein_coding	ZC3H3	-	144519825	144623620	overlapStart	16	16	59	7	2
6.07411E-06	chr6	107436845	107437145	ENSG00000178409	protein_coding	BEND3	-	107386386	107436473	upstream	-372	372	23	5	9
6.07854E-06	chr1	185286336	185286636	ENSG00000116679	protein_coding	IVNS1ABP	-	185265520	185286461	overlapStart	125	125	40	12	4
6.1116E-06	chr12	122064275	122064575	ENSG00000182500	protein_coding	ORAI1	+	122064455	122079946	overlapStart	-180	120	14	7	5
6.11475E-06	chr16	639030	639330	ENSG00000197562	protein_coding	RAB40C	+	640089	679272	upstream	-1059	759	18	9	5
6.11963E-06	chr3	50387910	50388210	ENSG00000114395	protein_coding	CYB561D2	+	50388126	50395891	overlapStart	-216	84	18	4	8
6.12272E-06	chr5	131761280	131761580	ENSG00000238160	processed_transcript	AC_116366.5	-	131755108	131762406	inside	1126	826	20	13	12
6.1307E-06	chr2	98612553	98612853	ENSG00000075568	protein_coding	TMEM131	-	98372796	98612354	upstream	-199	199	24	11	8
6.14381E-06	chr19	49622062	49622362	ENSG00000221916	protein_coding	C19orf73	-	49621655	49622397	inside	335	35	15	13	7
6.14546E-06	chr1	15943928	15944228	ENSG00000197312	protein_coding	DDI2	+	15943995	15995539	overlapStart	-67	67	24	6	7
6.14546E-06	chr1	154947218	154947518	ENSG00000173207	protein_coding	CKS1B	+	154947129	154951725	inside	89	89	40	6	9
6.14546E-06	chr13	103249843	103250143	ENSG00000134900	protein_coding	TPP2	+	103249353	103331521	inside	490	490	7	11	3
6.1485E-06	chr11	114270974	114271274	ENSG00000180425	protein_coding	C11orf71	-	114262170	114271139	overlapStart	165	135	21	6	3
6.21197E-06	chr11	10388183	10388483	ENSG00000221574	snRNA	U6atac	-	10420739	10420864	downstream	32681	32256	31	4	13
6.22324E-06	chr20	55926214	55926514	ENSG00000101146	protein_coding	RAE1	+	55926066	55954267	inside	148	148	28	7	11
6.22518E-06	chr14	106267542	106267842	ENSG00000211897	IG_C_gene	IGHG3	-	106230841	106237742	upstream	-29800	29800	26	2	8
6.23674E-06	chr17	55333687	55333987	ENSG00000153944	protein_coding	MSI2	+	55333931	55757299	overlapStart	-244	56	27	8	8
6.24274E-06	chr1	26437834	26438134	ENSG00000175087	protein_coding	PDIK1L	+	26437664	26452034	inside	170	170	22	6	1
6.2588E-06	chr2	198175416	198175716	ENSG00000065413	protein_coding	ANKRD44	-	197831741	198175897	inside	481	181	32	5	4
6.26401E-06	chr5	121297578	121297878	ENSG00000151304	protein_coding	SRFBP1	+	121297656	121411265	overlapStart	-78	78	32	11	6
6.27337E-06	chr1	169763913	169764213	ENSG00000171806	protein_coding	C1orf156	-	169761670	169764107	overlapStart	194	106	45	4	8
6.27337E-06	chr17	34091230	34091530	ENSG00000154768	protein_coding	C17orf50	+	34087916	34092098	inside	3314	568	30	5	2
6.29006E-06	chr5	131802120	131802420	ENSG00000202533	misc_RNA	Y_RNA	+	131803839	131803949	upstream	-1719	1419	18	2	6
6.303E-06	chr3	67704477	67704777	ENSG00000172340	protein_coding	SUCLG2	-	67410884	67705038	inside	561	261	22	15	6
6.303E-06	chr17	27621245	27621545	ENSG00000108256	protein_coding	NUFIP2	-	27582855	27621166	upstream	-79	79	24	10	1
6.31624E-06	chr3	27524677	27524977	ENSG00000033867	protein_coding	SLC4A7	-	27414214	27525911	inside	1234	934	33	12	15
6.32131E-06	chr6	32977010	32977310	ENSG00000204252	protein_coding	HLA-DOA	-	32971955	32977389	inside	379	79	10	6	10
6.32349E-06	chr7	32529719	32530019	ENSG00000106355	protein_coding	LSM5	-	32524951	32534895	inside	5176	4768	40	6	8
6.32985E-06	chr15	42840948	42841248	ENSG00000180979	protein_coding	LRRC57	-	42834720	42841002	overlapStart	54	54	26	6	6
6.33672E-06	chr19	16772401	16772701	ENSG00000072954	protein_coding	TMEM38A	+	16771938	16799814	inside	463	463	28	4	6
6.34119E-06	chr13	98628917	98629217	ENSG00000232217	pseudogene	FTLP8	-	98639204	98639470	downstream	10553	9987	14	15	3
6.36297E-06	chr21	45564247	45564547	ENSG00000160221	protein_coding	C21orf33	+	45553487	45565605	inside	10760	1058	17	12	5
6.36374E-06	chr12	122227906	122228206	ENSG00000139725	protein_coding	RHOF	-	122215662	122231594	inside	3688	3388	8	10	3
6.38139E-06	chr1	228270021	228270321	ENSG00000143761	protein_coding	ARF1	+	228270361	228286910	upstream	-340	40	23	10	2
6.39419E-06	chr7	1552588	1552888	ENSG00000231927	processed_transcript	AC_102953.6	-	1548291	1549063	upstream	-3525	3525	21	16	6
6.40297E-06	chr8	120845020	120845320	ENSG00000064313	protein_coding	TAF2	-	120743015	120845074	overlapStart	54	54	12	8	7
6.4081E-06	chr8	61429875	61430175	ENSG00000104388	protein_coding	RAB2A	+	61429559	61536186	inside	316	316	26	8	2
6.40916E-06	chr19	46144763	46145063	ENSG00000125746	protein_coding	EML2	-	46112660	46142669	upstream	-2094	2094	20	9	11
6.41424E-06	chr9	107753589	107753889	ENSG00000230013	processed_transcript	RP11-217B7.3	-	107753077	107754062	inside	473	173	46	8	6
6.41424E-06	chr11	73472075	73472375	ENSG00000175582	protein_coding	RAB6A	-	73386683	73472166	overlapStart	91	91	43	3	2
6.41544E-06	chr20	16710579	16710879	ENSG00000125870	protein_coding	SNRPB2	+	16710606	16722421	overlapStart	-27	27	24	9	9
6.41826E-06	chr19	39993430	39993730	ENSG00000090932	protein_coding	DLL3	+	39989557	39999118	inside	3873	3873	42	5	5
6.4225E-06	chr1	150039385	150039685	ENSG00000136631	protein_coding	VPS45	+	150039342	150117505	inside	43	43	45	4	7
6.42598E-06	chr17	73975400	73975700	ENSG00000161533	protein_coding	ACOX1	-	73937596	73975444	overlapStart	44	44	26	10	4
6.4324E-06	chr2	237968089	237968389	ENSG00000124835	processed_transcript	AC_105760.3	-	237957242	237964810	upstream	-3279	3279	4	7	12
6.43656E-06	chr20	2853336	2853636	ENSG00000132670	protein_coding	PTPRA	+	2844830	3019320	inside	8506	8506	16	24	16
6.46299E-06	chr8	74888399	74888699	ENSG00000175606	protein_coding	TMEM70	+	74888430	74895011	overlapStart	-31	31	34	7	1
6.47021E-06	chr18	72507785	72508085	ENSG00000215421	protein_coding	ZNF407	+	72342919	72777628	inside	164866	164866	0	18	9
6.50341E-06	chr2	232798810	232799110	ENSG00000163273	protein_coding	NPPC	-	232786530	232791113	upstream	-7697	7697	51	3	8
6.50341E-06	chr7	1609595	1609895	ENSG00000230487	processed_transcript	AC_093734.11	+	1609709	1629262	overlapStart	-114	114	38	11	5
6.50341E-06	chr2	120124307	120124607	ENSG00000186132	protein_coding	C2orf76	-	120059801	120124404	overlapStart	97	97	33	6	4
6.51337E-06	chr17	40074839	40075139	ENSG00000131473	protein_coding	ACLY	-	40023161	40075272	inside	433	133	29	7	7
6.51545E-06	chr15	64444261	64444561	ENSG00000157734	protein_coding	SNX22	+	64443916	64449680	inside	345	345	20	5	0
6.52786E-06	chr11	67351163	67351463	ENSG00000084207	protein_coding	GSTP1	+	67351066	67354131	inside	97	97	27	7	4
6.53143E-06	chr16	2581900	2582200	ENSG00000205923	protein_coding	CEMP1	-	2577081	2581420	upstream	-480	480	20	12	7
6.53161E-06	chr17	65821381	65821681	ENSG00000171634	protein_coding	BPTF	+	65821640	66033571	overlapStart	-259	41	21	8	4
6.55839E-06	chr2	101925320	101925620	ENSG00000163162	protein_coding	RNF149	-	101887681	101925163	upstream	-157	157	18	9	8
6.55908E-06	chr9	100866679	100866979	ENSG00000106785	protein_coding	TRIM14	-	100831557	100881494	inside	14815	14515	12	18	15
6.58801E-06	chr2	173940444	173940744	ENSG00000091436	protein_coding	AC_013461.1	+	173940442	174132738	inside	2	2	29	8	7
6.58801E-06	chr17	55628852	55629152	ENSG00000249750	lincRNA	AC_007431.1	-	55678228	55685773	downstream	56921	49076	28	15	5
6.5995E-06	chr20	37555008	37555308	ENSG00000101447	protein_coding	FAM83D	+	37554955	37581703	inside	53	53	27	3	7
6.61343E-06	chr1	179851802	179852102	ENSG00000143337	protein_coding	TOR1AIP1	+	179851177	179890583	inside	625	625	16	2	14
6.61896E-06	chr19	3557161	3557461	ENSG00000161091	protein_coding	C19orf28	-	3538263	3557571	inside	410	110	19	12	3
6.62196E-06	chr12	57607110	57607410	ENSG00000182379	protein_coding	NXPH4	+	57610578	57620229	upstream	-3468	3168	26	8	6
6.62802E-06	chr3	107843416	107843716	ENSG00000196776	protein_coding	CD47	-	107761941	107809935	upstream	-33481	33481	17	12	21
6.63165E-06	chr12	111844325	111844625	ENSG00000111252	protein_coding	SH2B3	+	111843752	111889426	inside	573	573	19	5	12
6.64891E-06	chr11	70244236	70244536	ENSG00000085733	protein_coding	CTTN	+	70244510	70282690	overlapStart	-274	26	3	6	0
6.65099E-06	chr10	74091575	74091875	ENSG00000148719	protein_coding	DNAJB12	-	74092588	74114988	downstream	23413	713	24	6	4
6.68113E-06	chr6	33378047	33378347	ENSG00000112511	protein_coding	PHF1	+	33378176	33384230	overlapStart	-129	129	26	8	5
6.68229E-06	chr3	32148173	32148473	ENSG00000152642	protein_coding	GPD1L	+	32147181	32210205	inside	992	992	22	11	4
6.6889E-06	chr19	16682931	16683231	ENSG00000127526	protein_coding	SLC35E1	-	16660650	16683193	overlapStart	262	38	31	8	11
6.70616E-06	chr19	38893624	38893924	ENSG00000130244	protein_coding	FAM98C	+	38893775	38899728	overlapStart	-151	149	28	9	2
6.72193E-06	chr20	2854004	2854304	ENSG00000132670	protein_coding	PTPRA	+	2844830	3019320	inside	9174	9174	32	12	5
6.72959E-06	chr1	160759551	160759851	ENSG00000122224	protein_coding	LY9	+	160765896	160798045	upstream	-6345	6045	53	3	8
6.74563E-06	chr13	53226652	53226952	ENSG00000165416	protein_coding	SUGT1	+	53226844	53262433	overlapStart	-192	108	36	10	4
6.75806E-06	chr4	88141399	88141699	ENSG00000145332	protein_coding	KLHL8	-	88081255	88141760	inside	361	61	32	17	7
6.77716E-06	chr9	33263770	33264070	ENSG00000250477	protein_coding	AL161445.1	-	33255217	33264672	inside	902	602	24	15	8
6.79016E-06	chrX	119005648	119005948	ENSG00000125352	protein_coding	RNF113A	-	119004497	119005791	overlapStart	143	143	20	5	5
6.79178E-06	chr5	61602872	61603172	ENSG00000068796	protein_coding	KIF2A	+	61601989	61833076	inside	883	883	7	2	9
6.79359E-06	chr9	138392736	138393036	ENSG00000160345	protein_coding	C9orf116	-	138387027	138393580	inside	844	544	26	3	6
6.79763E-06	chr1	157108207	157108507	ENSG00000117036	protein_coding	ETV3	-	157090983	157108266	overlapStart	59	59	35	5	6
6.80539E-06	chr1	153963126	153963426	ENSG00000177954	protein_coding	RPS27	+	153963235	153964626	overlapStart	-109	109	56	5	16
6.81901E-06	chr1	16563555	16563855	ENSG00000132881	protein_coding	C1orf89	-	16555170	16563495	upstream	-60	60	16	10	5
6.82768E-06	chr11	63705539	63705839	ENSG00000110583	protein_coding	NAA40	+	63706442	63724444	upstream	-903	603	13	7	9
6.83233E-06	chr10	7860229	7860529	ENSG00000165632	protein_coding	TAF3	+	7860467	8058590	overlapStart	-238	62	27	6	7
6.83536E-06	chr20	5099983	5100283	ENSG00000212517	snoRNA	SNORA26	-	5102063	5102185	downstream	2202	1780	45	8	7
6.83861E-06	chr3	47821828	47822128	ENSG00000173473	protein_coding	SMARCC1	-	47626762	47823596	inside	1768	1468	17	4	10
6.83989E-06	chr19	13885153	13885453	ENSG00000104979	protein_coding	C19orf53	+	13885257	13889582	overlapStart	-104	104	25	14	4
6.84003E-06	chr3	47325123	47325423	ENSG00000088727	protein_coding	KIF9	-	47269516	47324941	upstream	-182	182	23	13	8
6.84359E-06	chr10	124739823	124740123	ENSG00000119965	protein_coding	C10orf88	-	124690419	124713919	upstream	-25904	25904	27	13	6
6.84359E-06	chr17	1119782	1120082	ENSG00000235361	processed_transcript	AC_016292.1	+	1085187	1088380	downstream	34595	31402	11	14	23
6.84359E-06	chr3	10157025	10157325	ENSG00000134075	processed_transcript	C3orf10	+	10157276	10168874	overlapStart	-251	49	18	9	4
6.84359E-06	chr14	50329587	50329887	ENSG00000165525	protein_coding	SDCCAG1	-	50249997	50319506	upstream	-10081	10081	17	7	5
6.84637E-06	chr3	44379718	44380018	ENSG00000179152	protein_coding	C3orf23	+	44379611	44450943	inside	107	107	35	9	8
6.86277E-06	chr2	73510640	73510940	ENSG00000246432	lincRNA	AC_010913.1	+	73511662	73518113	upstream	-1022	722	50	11	11
6.88267E-06	chr19	934962	935262	ENSG00000116017	protein_coding	ARID3A	+	926037	972781	inside	8925	8925	24	0	20
6.88449E-06	chr19	1479197	1479497	ENSG00000119559	protein_coding	C19orf25	-	1473203	1479228	overlapStart	31	31	16	9	8
6.89529E-06	chr15	101462894	101463194	ENSG00000247392	lincRNA	AC_015712.2	-	101433945	101459488	upstream	-3406	3406	40	8	3
6.89529E-06	chr3	16306264	16306564	ENSG00000154813	protein_coding	DPH3	-	16299485	16306479	overlapStart	215	85	15	4	4
6.90502E-06	chr1	219347079	219347379	ENSG00000143353	protein_coding	LYPLAL1	+	219347186	219386207	overlapStart	-107	107	38	8	5
6.90994E-06	chr2	220406520	220406820	ENSG00000188760	protein_coding	TMEM198	+	220408385	220415317	upstream	-1865	1565	26	7	10
6.91335E-06	chr12	123356545	123356845	ENSG00000139722	protein_coding	VPS37B	-	123349882	123380712	inside	24167	6663	21	9	10
6.93352E-06	chr16	84538499	84538799	ENSG00000140950	protein_coding	KIAA1609	-	84509966	84538288	upstream	-211	211	40	6	2
6.94489E-06	chr1	40506349	40506649	ENSG00000131236	protein_coding	CAP1	+	40505905	40538321	inside	444	444	28	5	6
6.95593E-06	chr6	31831477	31831777	ENSG00000204386	protein_coding	NEU1	-	31825436	31830683	upstream	-794	794	13	10	7
6.96936E-06	chr17	27181863	27182163	ENSG00000132591	protein_coding	ERAL1	+	27182020	27188085	overlapStart	-157	143	32	5	9
6.9733E-06	chr2	157197940	157198240	ENSG00000153234	protein_coding	NR4A2	-	157180944	157198860	inside	920	620	25	4	8
6.98796E-06	chr11	1332268	1332568	ENSG00000078902	protein_coding	TOLLIP	-	1295601	1330852	upstream	-1416	1416	6	24	2
6.99213E-06	chr17	79153054	79153354	ENSG00000181409	protein_coding	AATK	-	79091095	79139872	upstream	-13182	13182	28	5	10
6.99307E-06	chr5	138677364	138677664	ENSG00000120727	protein_coding	PAIP2	+	138677276	138705406	inside	88	88	19	14	5
6.99633E-06	chr20	44440941	44441241	ENSG00000175063	protein_coding	UBE2C	+	44441215	44445596	overlapStart	-274	26	24	5	8
6.99722E-06	chr19	12792462	12792762	ENSG00000095059	protein_coding	DHPS	-	12786537	12792682	overlapStart	220	80	21	12	5
7.00101E-06	chr12	22778103	22778403	ENSG00000139163	protein_coding	ETNK1	+	22778009	22843608	inside	94	94	15	9	3
7.02361E-06	chr2	37423692	37423992	ENSG00000138068	protein_coding	SULT6B1	-	37394963	37423741	overlapStart	49	49	26	4	5
7.02444E-06	chr22	39264859	39265159	ENSG00000183741	protein_coding	CBX6	-	39257455	39268319	inside	3460	3160	40	13	12
7.02996E-06	chr7	70159376	70159676	ENSG00000236978	pseudogene	RP11-575M4.1	+	70302724	70302999	upstream	-143348	143048	43	1	11
7.04094E-06	chr12	132540306	132540606	ENSG00000208892	snoRNA	SNORA49	+	132515769	132515904	downstream	24537	24402	21	10	6
7.052E-06	chr22	50247842	50248142	ENSG00000100426	protein_coding	ZBED4	+	50247490	50282090	inside	352	352	20	3	5
7.052E-06	chr13	50159471	50159771	ENSG00000136144	protein_coding	RCBTB1	-	50106082	50159719	overlapStart	248	52	17	5	5
7.06394E-06	chr17	76164987	76165287	ENSG00000108639	protein_coding	SYNGR2	+	76164671	76169009	inside	316	316	11	6	4
7.07118E-06	chr7	134671283	134671583	ENSG00000146856	protein_coding	AGBL3	+	134671259	134832715	inside	24	24	37	1	6
7.07118E-06	chr11	62323905	62324205	ENSG00000124942	protein_coding	AHNAK	-	62201016	62314332	upstream	-9573	9573	7	8	7
7.08098E-06	chr3	13503013	13503313	ENSG00000223398	pseudogene	AC_027124.2	-	13501924	13502389	upstream	-624	624	50	0	6
7.08098E-06	chr8	28196609	28196909	ENSG00000168081	protein_coding	PNOC	+	28174649	28200872	inside	21960	3963	35	14	13
7.0884E-06	chr7	8008002	8008302	ENSG00000106415	protein_coding	GLCCI1	+	8008423	8133902	upstream	-421	121	36	4	8
7.0941E-06	chr9	34126288	34126588	ENSG00000198876	protein_coding	DCAF12	-	34086386	34134183	inside	7895	7595	25	7	3
7.09633E-06	chr6	36391112	36391412	ENSG00000112078	protein_coding	KCTD20	+	36410544	36458920	upstream	-19432	19132	29	7	3
7.12061E-06	chr3	158520259	158520559	ENSG00000243675	pseudogene	RP11-379F4.1	+	158481220	158481542	downstream	39039	38717	23	5	10
7.13797E-06	chr8	126442585	126442885	ENSG00000173334	protein_coding	TRIB1	+	126442563	126450642	inside	22	22	21	6	6
7.14706E-06	chr2	33824351	33824651	ENSG00000119812	protein_coding	FAM98A	-	33808725	33824449	overlapStart	98	98	30	13	11
7.14904E-06	chr1	198590425	198590725	ENSG00000081237	protein_coding	PTPRC	+	198607801	198726545	upstream	-17376	17076	40	8	10
7.15471E-06	chr7	4814888	4815188	ENSG00000251104	lincRNA	AC_092610.1	-	4807257	4811074	upstream	-3814	3814	30	5	7
7.1613E-06	chr19	12996077	12996377	ENSG00000105610	protein_coding	KLF1	-	12995236	12998017	inside	1940	841	15	6	11
7.17751E-06	chr17	48255710	48256010	ENSG00000188662	protein_coding	HILS1	-	48248789	48258539	inside	2829	2529	28	5	5
7.19399E-06	chr2	158300396	158300696	ENSG00000216054	miRNA	AC_019201.1	+	158298062	158298151	downstream	2334	2245	25	4	9
7.23253E-06	chr1	46152379	46152679	ENSG00000159596	protein_coding	TMEM69	+	46152886	46160115	upstream	-507	207	25	12	8
7.23629E-06	chr1	21112870	21113170	ENSG00000127483	protein_coding	HP1BP3	-	21069154	21113816	inside	946	646	18	2	5
7.24212E-06	chr17	74264353	74264653	ENSG00000185262	protein_coding	FAM100B	+	74261283	74267375	inside	3070	2722	24	7	6
7.24331E-06	chr11	61197045	61197345	ENSG00000149532	protein_coding	CPSF7	-	61170121	61197453	inside	408	108	21	6	5
7.28686E-06	chr16	84627816	84628116	ENSG00000103187	protein_coding	COTL1	-	84599200	84651683	inside	23867	23567	33	4	9
7.28686E-06	chr2	136288476	136288776	ENSG00000121988	protein_coding	ZRANB3	-	135894486	136288806	inside	330	30	26	10	10
7.29759E-06	chr19	4815756	4816056	ENSG00000127666	protein_coding	TICAM1	-	4815939	4831737	overlapEnd	15981	117	23	21	2
7.31441E-06	chr7	6486941	6487241	ENSG00000164535	protein_coding	DAGLB	-	6448757	6523821	inside	36880	36580	21	5	6
7.31441E-06	chr7	117824042	117824342	ENSG00000128534	protein_coding	LSM8	+	117824086	117832878	overlapStart	-44	44	32	6	3
7.31441E-06	chr14	74485665	74485965	ENSG00000119636	protein_coding	C14orf45	+	74486056	74549566	upstream	-391	91	16	6	7
7.32061E-06	chr9	33297591	33297891	ENSG00000086102	protein_coding	NFX1	+	33290509	33371155	inside	7082	7082	10	4	6
7.325E-06	chr20	18488168	18488468	ENSG00000101310	protein_coding	SEC23B	+	18488137	18542059	inside	31	31	20	11	5
7.32614E-06	chr14	34931215	34931515	ENSG00000165389	protein_coding	C14orf147	-	34901995	34931562	inside	347	47	32	6	8
7.33162E-06	chr20	4793774	4794074	ENSG00000101265	protein_coding	RASSF2	-	4760669	4804291	inside	10517	10217	21	25	6
7.34861E-06	chr19	55896294	55896594	ENSG00000233493	protein_coding	AC_020922.1	-	55895097	55895627	upstream	-667	667	12	10	3
7.36119E-06	chr14	77924165	77924465	ENSG00000100591	protein_coding	AHSA1	+	77924402	77935807	overlapStart	-237	63	15	5	4
7.36661E-06	chr19	13001901	13002201	ENSG00000105607	protein_coding	GCDH	+	13001974	13010782	overlapStart	-73	73	26	7	15
7.37415E-06	chr3	128880171	128880471	ENSG00000240682	protein_coding	ISY1	-	128806418	128880136	upstream	-35	35	17	8	9
7.37425E-06	chr17	78120719	78121019	ENSG00000141543	protein_coding	EIF4A3	-	78109019	78120938	overlapStart	219	81	30	9	8
7.37425E-06	chrX	7065631	7065931	ENSG00000130021	protein_coding	HDHD1A	-	6966961	7066231	inside	600	300	28	6	2
7.37425E-06	chr17	19552038	19552338	ENSG00000251786	misc_RNA	Y_RNA	-	19552807	19552900	downstream	862	469	22	0	10
7.37445E-06	chr16	577432	577732	ENSG00000103326	protein_coding	SOLH	+	577856	604636	upstream	-424	124	42	11	2
7.38875E-06	chr1	35734301	35734601	ENSG00000146463	protein_coding	ZMYM4	+	35734568	35887659	overlapStart	-267	33	22	7	10
7.4419E-06	chr9	86595660	86595960	ENSG00000178966	protein_coding	RMI1	+	86595626	86618985	inside	34	34	29	5	6
7.45776E-06	chr20	32581496	32581796	ENSG00000125970	protein_coding	RALY	+	32581452	32696114	inside	44	44	29	5	7
7.47795E-06	chr17	74381897	74382197	ENSG00000176170	protein_coding	SPHK1	+	74380690	74383941	inside	1207	1207	21	6	9
7.47904E-06	chr6	41286499	41286799	ENSG00000213461	pseudogene	RP13-235E23.1	-	41275904	41276303	upstream	-10196	10196	10	16	2
7.49975E-06	chr5	153418193	153418493	ENSG00000055147	protein_coding	FAM114A2	-	153369688	153418479	overlapStart	286	14	22	6	6
