AffyID	Gene Title	Gene Symbol	Alignments	Length
200975_at	palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile)	PPT1	chr1:40310986-40335504 (-)	24518
204715_at	pannexin 1	PANX1	chr11:93501792-93554778 (+)	52986
210094_s_at	par-3 partitioning defective 3 homolog (C. elegans)	PARD3	chr10:34641197-35144217 (-)	503020
221526_x_at	par-3 partitioning defective 3 homolog (C. elegans)	PARD3	chr10:34438494-35144217 (-)	705723
211907_s_at	par-6 partitioning defective 6 homolog beta (C. elegans)	PARD6B	chr20:48781730-48800432 (+)	18702
218224_at	paraneoplastic antigen MA1	PNMA1	chr14:73248246-73250353 (-)	2107
201876_at	paraoxonase 2	PON2	chr7:94872110-94902231 (-)	30121
210830_s_at	paraoxonase 2	PON2	chr7:94872586-94902224 (-)	29638
218045_x_at	parathymosin	PTMS	chr12:6745823-6750375 (+)	4552
200006_at	Parkinson disease (autosomal recessive, early onset) 7	PARK7	chr1:7945426-7967929 (+)	22503
217890_s_at	parvin, alpha	PARVA	chr11:12355721-12507986 (+)	152265
209337_at	PC4 and SFRS1 interacting protein 1	PSIP1	chr9:15454066-15500982 (-)	46916
212140_at	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)	PDS5A	chr4:39500806-39591743 (-)	90937
213983_s_at	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)	PDS5A	chr4:39575758-39606121 (-)	30363
207956_x_at	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)	PDS5B	chr13:32058684-32248046 (+)	189362
209493_at	PDZ domain containing 2	PDZD2	chr5:31835112-32146793 (+)	311681
213549_at	PDZ domain containing 8	PDZD8	chr10:119029955-119030752 (-)	797
219132_at	pellino homolog 2 (Drosophila)	PELI2	chr14:55654955-55837773 (+)	182818
202336_s_at	peptidylglycine alpha-amidating monooxygenase	PAM	chr5:102229612-102393303 (+)	163691
210335_at	peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor	PAMCI	chr12:84722527-84754214 (-)	31687
201293_x_at	peptidylprolyl isomerase A (cyclophilin A)	PPIA	chr2:129970323-129971050 (+)	727
211378_x_at	peptidylprolyl isomerase A (cyclophilin A)	PPIA	chr7:158233669-158314924 (+)	81255
211765_x_at	peptidylprolyl isomerase A (cyclophilin A)	PPIA	chr21:19151925-19152671 (+)	746
211978_x_at	peptidylprolyl isomerase A (cyclophilin A)	PPIA	chr21:19151925-19152682 (+)	757
212661_x_at	peptidylprolyl isomerase A (cyclophilin A)	PPIA	chr21:19151923-19152671 (+)	748
200967_at	peptidylprolyl isomerase B (cyclophilin B)	PPIB	chr15:62235066-62242256 (-)	7190
200968_s_at	peptidylprolyl isomerase B (cyclophilin B)	PPIB	chr15:62235066-62242256 (-)	7190
204518_s_at	peptidylprolyl isomerase C (cyclophilin C)	PPIC	chr5:122387388-122400300 (-)	12912
213483_at	peptidylprolyl isomerase domain and WD repeat containing 1	PPWD1	chr5:64894869-64919132 (+)	24263
208993_s_at	peptidylprolyl isomerase G (cyclophilin G)	PPIG	chr2:170149124-170202500 (+)	53376
208994_s_at	peptidylprolyl isomerase G (cyclophilin G)	PPIG	chr2:170149124-170202500 (+)	53376
204228_at	peptidylprolyl isomerase H (cyclophilin H)	PPIH	chr1:42896691-42915015 (+)	18324
202174_s_at	pericentriolar material 1	PCM1	chr8:17824635-17929544 (+)	104909
209996_x_at	pericentriolar material 1	PCM1	chr8:17824758-17857687 (+)	32929
209997_x_at	pericentriolar material 1	PCM1	chr8:17824787-17857682 (+)	32895
221045_s_at	period homolog 3 (Drosophila)	PER3	chr1:7767349-7827824 (+)	60475
210139_s_at	peripheral myelin protein 22	PMP22	chr17:15073834-15106550 (-)	32716
208680_at	peroxiredoxin 1	PRDX1	chr1:45749427-45760142 (-)	10715
201923_at	peroxiredoxin 4	PRDX4	chrX:23595565-23614435 (+)	18870
200844_s_at	peroxiredoxin 6	PRDX6	chr1:171713059-171724568 (+)	11509
203244_at	peroxisomal biogenesis factor 5	PEX5	chr12:7234226-7255311 (+)	21085
210296_s_at	peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)	PXMP3	chr8:78057869-78074880 (-)	17011
205246_at	peroxisome biogenesis factor 13	PEX13	chr2:61098360-61129563 (+)	31203
208510_s_at	peroxisome proliferator-activated receptor gamma	PPARG	chr3:12368000-12450644 (+)	82644
217816_s_at	PEST proteolytic signal containing nuclear protein	PCNP	chr3:102775731-102795969 (+)	20238
219126_at	PHD finger protein 10	PHF10	chr6:169845928-169860876 (-)	14948
218517_at	PHD finger protein 17	PHF17	chr4:130011957-130013854 (+)	1897
206567_s_at	PHD finger protein 20	PHF20	chr20:33823372-33950984 (+)	127612
222133_s_at	PHD finger protein 20-like 1	PHF20L1	chr8:133856825-133906767 (+)	49942
217951_s_at	PHD finger protein 3	PHF3	chr6:64414389-64483336 (+)	68947
217952_x_at	PHD finger protein 3	PHF3	chr6:64414389-64483336 (+)	68947
219043_s_at	phosducin-like 3 /// phosducin-like 3 pseudogene /// similar to phosducin-like 3	LOC285359 /// LOC644850 /// PDCL3	chr2:100545870-100559595 (+)	13725
204047_s_at	phosphatase and actin regulator 2	PHACTR2	chr6:144074842-144189317 (+)	114475
204048_s_at	phosphatase and actin regulator 2	PHACTR2	chr6:144074842-144189317 (+)	114475
204053_x_at	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	PTEN	chr10:89613415-89715263 (+)	101848
204054_at	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	PTEN	chr10:89613174-89716111 (+)	102937
217492_s_at	phosphatase and tensin homolog (mutated in multiple advanced cancers 1) /// phosphatase and tensin homolog (mutated in multiple advanced cancers 1), pseudogene 1 /// similar to Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity pr	LOC731292 /// PTEN /// PTENP1	chr10:89614206-89715209 (+)	101003
212230_at	phosphatidic acid phosphatase type 2B	PPAP2B	chr1:56733020-56755266 (-)	22246
218676_s_at	phosphatidylcholine transfer protein	PCTP	chr17:51183448-51209733 (+)	26285
205353_s_at	phosphatidylethanolamine binding protein 1	PEBP1	chr12:117058290-117067756 (+)	9466
211941_s_at	phosphatidylethanolamine binding protein 1	PEBP1	chr12:117058230-117067772 (+)	9542
212506_at	phosphatidylinositol binding clathrin assembly protein	PICALM	chr11:85345868-85347508 (-)	1640
215236_s_at	phosphatidylinositol binding clathrin assembly protein	PICALM	chr11:85346378-85389392 (-)	43014
215832_x_at	phosphatidylinositol binding clathrin assembly protein	PICALM	chr11:85346378-85365374 (-)	18996
205281_s_at	phosphatidylinositol glycan anchor biosynthesis, class A (paroxysmal nocturnal hemoglobinuria)	PIGA	chrX:15247500-15260036 (-)	12536
209998_at	phosphatidylinositol glycan anchor biosynthesis, class O	PIGO	chr9:35078685-35084021 (-)	5336
202522_at	phosphatidylinositol transfer protein, beta	PITPNB	chr22:26577419-26645467 (-)	68048
213111_at	phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III	PIP5K3	chr2:208909845-208931715 (+)	21870
210256_s_at	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	PIP5K1A	chr1:149437674-149486988 (+)	49314
205632_s_at	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	PIP5K1B	chr9:70510435-70813911 (+)	303476
218942_at	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	PIP4K2C	chr12:56279191-56283465 (+)	4274
208591_s_at	phosphodiesterase 3B, cGMP-inhibited	PDE3B	chr11:14622197-14847782 (+)	225585
203708_at	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)	PDE4B	chr1:66570274-66612530 (+)	42256
205872_x_at	phosphodiesterase 4D interacting protein (myomegalin)	PDE4DIP	chr1:143388229-143751301 (-)	363072
212392_s_at	phosphodiesterase 4D interacting protein (myomegalin) /// similar to phosphodiesterase 4D interacting protein isoform 2	LOC652526 /// LOC727927 /// PDE4DIP	chr1:143562783-143642147 (-)	79364
204491_at	phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)	PDE4D	chr5:58301610-59225378 (-)	923768
210837_s_at	phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)	PDE4D	chr5:58305355-58371096 (-)	65741
212521_s_at	phosphodiesterase 8A	PDE8A	chr15:83411299-83483374 (+)	72075
213228_at	phosphodiesterase 8B	PDE8B	chr5:76663010-76758982 (+)	95972
210041_s_at	phosphoglucomutase 3	PGM3	chr6:83935348-83959690 (-)	24342
200737_at	phosphoglycerate kinase 1	PGK1	chrX:77246414-77268417 (+)	22003
200738_s_at	phosphoglycerate kinase 1	PGK1	chrX:77246414-77268417 (+)	22003
217356_s_at	phosphoglycerate kinase 1	PGK1	chrX:77264991-77265491 (+)	500
204369_at	phosphoinositide-3-kinase, catalytic, alpha polypeptide	PIK3CA	chr3:180399295-180435049 (+)	35754
212688_at	phosphoinositide-3-kinase, catalytic, beta polypeptide	PIK3CB	chr3:139855551-139998099 (-)	142548
204484_at	phosphoinositide-3-kinase, class 2, beta polypeptide	PIK3C2B	chr1:202658390-202726097 (-)	67707
212239_at	phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha)	PIK3R1	chr5:67557872-67633403 (+)	75531
212240_s_at	phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha)	PIK3R1	chr5:67557872-67633403 (+)	75531
213309_at	phospholipase C-like 2	PLCL2	chr3:16901455-17107091 (+)	205636
202446_s_at	phospholipid scramblase 1	PLSCR1	chr3:147715656-147745208 (-)	29552
203515_s_at	phosphomevalonate kinase	PMVK	chr1:153163840-153175802 (-)	11962
214753_at	Phosphonoformate immuno-associated protein 5	PFAAP5	chr13:32005652-32007994 (-)	2342
218341_at	phosphopantothenoylcysteine synthetase	PPCS	chr1:42694816-42698672 (+)	3856
200788_s_at	phosphoprotein enriched in astrocytes 15	PEA15	chr1:158441872-158451784 (+)	9912
202529_at	phosphoribosyl pyrophosphate synthetase-associated protein 1	PRPSAP1	chr17:71818609-71861526 (-)	42917
203537_at	phosphoribosyl pyrophosphate synthetase-associated protein 2	PRPSAP2	chr17:18709547-18775305 (+)	65758
201014_s_at	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	PAICS	chr4:56997211-57020585 (+)	23374
202738_s_at	phosphorylase kinase, beta	PHKB	chr16:46052738-46291758 (+)	239020
202990_at	phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)	PYGL	chr14:50441810-50480922 (-)	39112
219093_at	phosphotyrosine interaction domain containing 1	PID1	chr2:229596954-229728926 (-)	131972
210396_s_at	PI-3-kinase-related kinase SMG-1 pseudogene /// bolA homolog 2 (E. coli)	BOLA2 /// LOC440354 /// LOC595101	chr16:29361877-29373384 (-)	11507
200677_at	pituitary tumor-transforming 1 interacting protein	PTTG1IP	chr21:45093940-45118169 (-)	24229
201928_at	plakophilin 4	PKP4	chr2:159021854-159246589 (+)	224735
205871_at	plasminogen-like B2 /// plasminogen-like B1 /// plasminogen-like A1	PLGLA1 /// PLGLB1 /// PLGLB2	chr2:87828724-87838248 (+)	9524
208983_s_at	platelet/endothelial cell adhesion molecule (CD31 antigen)	PECAM1	chr17:59754823-59817655 (-)	62832
200815_s_at	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa	PAFAH1B1	chr17:2443789-2531951 (+)	88162
200816_s_at	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa	PAFAH1B1	chr17:2443685-2535638 (+)	91953
210160_at	platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa	PAFAH1B2	chr11:116520233-116543958 (+)	23725
205463_s_at	platelet-derived growth factor alpha polypeptide	PDGFA	chr7:503424-525572 (-)	22148
216867_s_at	platelet-derived growth factor alpha polypeptide	PDGFA	chr7:504465-525557 (-)	21092
203354_s_at	pleckstrin and Sec7 domain containing 3	PSD3	chr8:18432111-18769709 (-)	337598
201410_at	pleckstrin homology domain containing, family B (evectins) member 2	PLEKHB2	chr2:131579347-131623888 (+)	44541
209209_s_at	pleckstrin homology domain containing, family C (with FERM domain) member 1	PLEKHC1	chr14:52393740-52487387 (-)	93647
209210_s_at	pleckstrin homology domain containing, family C (with FERM domain) member 1	PLEKHC1	chr14:52393740-52487387 (-)	93647
214212_x_at	pleckstrin homology domain containing, family C (with FERM domain) member 1	PLEKHC1	chr14:52429760-52487565 (-)	57805
212542_s_at	pleckstrin homology domain interacting protein	PHIP	chr6:79706984-79783082 (-)	76098
202880_s_at	pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1)	PSCD1	chr17:74181726-74289971 (-)	108245
213241_at	plexin C1	PLXNC1	chr12:93223372-93225575 (+)	2203
201578_at	podocalyxin-like	PODXL	chr7:130835582-130891908 (-)	56326
201939_at	polo-like kinase 2 (Drosophila)	PLK2	chr5:57785570-57791844 (-)	6274
215773_x_at	poly (ADP-ribose) polymerase family, member 2	PARP2	chr14:19881614-19895835 (+)	14221
202239_at	poly (ADP-ribose) polymerase family, member 4	PARP4	chr13:23893069-23984948 (-)	91879
221868_at	poly(A) binding protein interacting protein 2B	PAIP2B	chr2:71263375-71307721 (-)	44346
215157_x_at	poly(A) binding protein, cytoplasmic 1	PABPC1	chr12:62502137-62504153 (+)	2016
201544_x_at	poly(A) binding protein, nuclear 1	PABPN1	chr14:22859236-22865212 (+)	5976
212720_at	poly(A) polymerase alpha	PAPOLA	chr14:96101426-96103201 (+)	1775
222035_s_at	poly(A) polymerase alpha	PAPOLA	chr14:96056144-96067912 (+)	11768
208620_at	poly(rC) binding protein 1	PCBP1	chr2:70168202-70169598 (+)	1396
204031_s_at	poly(rC) binding protein 2	PCBP2	chr12:52134829-52159666 (+)	24837
213263_s_at	poly(rC) binding protein 2	PCBP2	chr12:52160221-52161216 (+)	995
213551_x_at	polycomb group ring finger 2	PCGF2	chr17:34143511-34144405 (-)	894
221118_at	polycystic kidney disease 2-like 2	PKD2L2	chr5:137253056-137304055 (+)	50999
207769_s_at	polyglutamine binding protein 1	PQBP1	chrX:48640479-48645363 (+)	4884
218338_at	polyhomeotic homolog 1 (Drosophila) /// similar to polyhomeotic 1-like	LOC653441 /// PHC1	chr12:8958532-8984156 (+)	25624
218258_at	polymerase (RNA) I polypeptide D, 16kDa	POLR1D	chr13:27094011-27095583 (+)	1572
201803_at	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	POLR2B	chr4:57539865-57592091 (+)	52226
203664_s_at	polymerase (RNA) II (DNA directed) polypeptide D	POLR2D	chr2:128320709-128332167 (-)	11458
209302_at	polymerase (RNA) II (DNA directed) polypeptide H	POLR2H	chr3:185563887-185569025 (+)	5138
208361_s_at	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	POLR3D	chr8:22158592-22164624 (+)	6032
218016_s_at	polymerase (RNA) III (DNA directed) polypeptide E (80kD)	POLR3E	chr16:22216255-22252842 (+)	36587
208789_at	polymerase I and transcript release factor	PTRF	chr17:37807992-37829061 (-)	21069
212178_s_at	POM121 membrane glycoprotein (rat) /// POM121 membrane glycoprotein (rat) pseudogene /// POM121 membrane glycoprotein (rat)-like	LOC100101267 /// LOC729316 /// POM121	chr7:72033595-72056773 (+)	23178
213360_s_at	POM121 membrane glycoprotein (rat) /// POM121 membrane glycoprotein (rat) pseudogene /// POM121 membrane glycoprotein (rat)-like	LOC100101267 /// LOC729316 /// POM121	chr7:72055168-72056773 (+)	1605
205303_at	potassium inwardly-rectifying channel, subfamily J, member 8	KCNJ8	chr12:21809156-21819014 (-)	9858
205304_s_at	potassium inwardly-rectifying channel, subfamily J, member 8	KCNJ8	chr12:21809721-21818947 (-)	9226
203056_s_at	PR domain containing 2, with ZNF domain	PRDM2	chr1:13930108-13987386 (+)	57278
203057_s_at	PR domain containing 2, with ZNF domain	PRDM2	chr1:13930108-13987386 (+)	57278
216433_s_at	PR domain containing 2, with ZNF domain	PRDM2	chr1:13972157-13978747 (+)	6590
218329_at	PR domain containing 4	PRDM4	chr12:106650776-106678506 (-)	27730
201133_s_at	praja 2, RING-H2 motif containing	PJA2	chr5:108698317-108773515 (-)	75198
217738_at	pre-B-cell colony enhancing factor 1	PBEF1	chr10:36850660-36853170 (-)	2510
217739_s_at	pre-B-cell colony enhancing factor 1	PBEF1	chr16:34177776-34178972 (+)	1196
207132_x_at	prefoldin subunit 5	PFDN5	chr12:51975602-51979498 (+)	3896
210908_s_at	prefoldin subunit 5	PFDN5	chr12:51975592-51979497 (+)	3905
219307_at	prenyl (decaprenyl) diphosphate synthase, subunit 2	PDSS2	chr6:107580465-107887442 (-)	306977
203803_at	prenylcysteine oxidase 1	PCYOX1	chr2:70338746-70360620 (+)	21874
207782_s_at	presenilin 1 (Alzheimer disease 3)	PSEN1	chr14:72684480-72755750 (+)	71270
215708_s_at	primase, DNA, polypeptide 2 (58kDa)	PRIM2	chr6:57293213-57408183 (+)	114970
201300_s_at	prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)	PRNP	chr20:4615119-4630233 (+)	15114
215707_s_at	prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)	PRNP	chr20:4627866-4629082 (+)	1216
204839_at	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)	POP5	chr12:119501231-119503567 (-)	2336
219295_s_at	procollagen C-endopeptidase enhancer 2	PCOLCE2	chr3:144019405-144090461 (-)	71056
202733_at	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide II	P4HA2	chr5:131556201-131590458 (-)	34257
204992_s_at	profilin 2	PFN2	chr3:151165383-151171346 (-)	5963
201121_s_at	progesterone receptor membrane component 1	PGRMC1	chrX:118254290-118262456 (+)	8166
213581_at	programmed cell death 2	PDCD2	chr6:170732757-170735634 (-)	2877
202731_at	programmed cell death 4 (neoplastic transformation inhibitor)	PDCD4	chr10:112625712-112647964 (+)	22252
212593_s_at	programmed cell death 4 (neoplastic transformation inhibitor)	PDCD4	chr10:112645708-112649754 (+)	4046
203415_at	programmed cell death 6	PDCD6	chr5:324804-367916 (+)	43112
201600_at	prohibitin 2	PHB2	chr12:6944777-6949976 (-)	5199
205618_at	proline rich Gla (G-carboxyglutamic acid) 1	PRRG1	chrX:37130772-37201463 (+)	70691
209384_at	proline synthetase co-transcribed homolog (bacterial)	PROSC	chr8:37739282-37756441 (+)	17159
221734_at	proline-rich coiled-coil 1	PRRC1	chr5:126881243-126918673 (+)	37430
217779_s_at	proline-rich nuclear receptor coactivator 2	PNRC2	chr1:24160096-24162519 (+)	2423
212216_at	prolyl endopeptidase-like	PREPL	chr2:44399405-44442140 (-)	42735
212217_at	prolyl endopeptidase-like	PREPL	chr2:44399405-44442140 (-)	42735
203860_at	propionyl Coenzyme A carboxylase, alpha polypeptide	PCCA	chr13:99539402-99980687 (+)	441285
205559_s_at	proprotein convertase subtilisin/kexin type 5	PCSK5	chr9:77695910-77998155 (+)	302245
213652_at	proprotein convertase subtilisin/kexin type 5	PCSK5	chr9:77997701-78000625 (+)	2924
200871_s_at	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	PSAP	chr10:73246063-73281092 (-)	35029
204897_at	prostaglandin E receptor 4 (subtype EP4)	PTGER4	chr5:40715795-40729594 (+)	13799
200627_at	prostaglandin E synthase 3 (cytosolic)	PTGES3	chr2:25898740-25900210 (+)	1470
205128_x_at	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	PTGS1	chr9:124173179-124195390 (+)	22211
215813_s_at	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	PTGS1	chr9:124173184-124195278 (+)	22094
204748_at	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	PTGS2	chr1:184907591-184916179 (-)	8588
218957_s_at	proteasomal ATPase-associated factor 1	PAAF1	chr11:73265680-73316427 (+)	50747
204219_s_at	proteasome (prosome, macropain) 26S subunit, ATPase, 1	PSMC1	chr12:18736951-18738519 (+)	1568
201068_s_at	proteasome (prosome, macropain) 26S subunit, ATPase, 2	PSMC2	chr3:133376885-133378340 (+)	1455
209503_s_at	proteasome (prosome, macropain) 26S subunit, ATPase, 5	PSMC5	chr17:59258832-59263111 (+)	4279
201699_at	proteasome (prosome, macropain) 26S subunit, ATPase, 6	PSMC6	chr12:67153777-67155336 (+)	1559
201198_s_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	PSMD1	chr2:231629830-231745785 (+)	115955
201199_s_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	PSMD1	chr2:231629900-231745717 (+)	115817
208776_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	PSMD11	chr17:27795614-27834450 (+)	38836
202352_s_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	PSMD12	chr17:62764494-62793171 (-)	28677
201232_s_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13	PSMD13	chr11:226980-242981 (+)	16001
212296_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	PSMD14	chr2:161872988-161976474 (+)	103486
200830_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	PSMD2	chr3:185499809-185509530 (+)	9721
210460_s_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	PSMD4	chr1:149493868-149506332 (+)	12464
211609_x_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	PSMD4	chr1:149493856-149506489 (+)	12633
202753_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	PSMD6	chr3:63971270-63984160 (-)	12890
200814_at	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	PSME1	chr14:23675219-23678008 (+)	2789
201762_s_at	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	PSME2	chr13:48243232-48244007 (+)	775
200987_x_at	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	PSME3	chr17:38238941-38249303 (+)	10362
209853_s_at	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	PSME3	chr17:38238978-38247278 (+)	8300
212220_at	proteasome (prosome, macropain) activator subunit 4	PSME4	chr2:53944709-54051291 (-)	106582
212222_at	proteasome (prosome, macropain) activator subunit 4	PSME4	chr2:53944709-54051291 (-)	106582
201676_x_at	proteasome (prosome, macropain) subunit, alpha type, 1	PSMA1	chr11:14482998-14498524 (-)	15526
210759_s_at	proteasome (prosome, macropain) subunit, alpha type, 1	PSMA1	chr11:14483185-14621739 (-)	138554
211746_x_at	proteasome (prosome, macropain) subunit, alpha type, 1	PSMA1	chr11:14483000-14498502 (-)	15502
201317_s_at	proteasome (prosome, macropain) subunit, alpha type, 2	PSMA2	chr2:202752262-202753435 (+)	1173
201532_at	proteasome (prosome, macropain) subunit, alpha type, 3	PSMA3	chr14:57784219-57808431 (+)	24212
201274_at	proteasome (prosome, macropain) subunit, alpha type, 5	PSMA5	chr1:109745995-109770496 (-)	24501
208805_at	proteasome (prosome, macropain) subunit, alpha type, 6	PSMA6	chr14:34831382-34856429 (+)	25047
201114_x_at	proteasome (prosome, macropain) subunit, alpha type, 7	PSMA7	chr20:60145185-60151767 (-)	6582
216088_s_at	proteasome (prosome, macropain) subunit, alpha type, 7	PSMA7	chr20:60145307-60151047 (-)	5740
200876_s_at	proteasome (prosome, macropain) subunit, beta type, 1	PSMB1	chr6:170686151-170704267 (-)	18116
200039_s_at	proteasome (prosome, macropain) subunit, beta type, 2	PSMB2	chr1:35841327-35879650 (-)	38323
202243_s_at	proteasome (prosome, macropain) subunit, beta type, 4	PSMB4	chr1:149638664-149641036 (+)	2372
208827_at	proteasome (prosome, macropain) subunit, beta type, 6	PSMB6	chr17:4646428-4648746 (+)	2318
200786_at	proteasome (prosome, macropain) subunit, beta type, 7	PSMB7	chr9:126155565-126217539 (-)	61974
209040_s_at	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)	PSMB8	chr6:32916602-32919779 (-)	3177
204279_at	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	PSMB9	chr6:32929939-32935305 (+)	5366
217769_s_at	proteasome maturation protein	POMP	chr13:28131240-28150335 (+)	19095
208612_at	protein disulfide isomerase family A, member 3	PDIA3	chr1:145116302-145118030 (+)	1728
211048_s_at	protein disulfide isomerase family A, member 4	PDIA4	chr7:148331475-148356668 (-)	25193
207668_x_at	protein disulfide isomerase family A, member 6	PDIA6	chr2:10841454-10870363 (-)	28909
208638_at	protein disulfide isomerase family A, member 6	PDIA6	chr2:10832380-10870421 (-)	38041
208639_x_at	protein disulfide isomerase family A, member 6	PDIA6	chr2:10841437-10870372 (-)	28935
216640_s_at	protein disulfide isomerase family A, member 6	PDIA6	chr2:10841569-10870324 (-)	28755
217862_at	protein inhibitor of activated STAT, 1	PIAS1	chr15:66133625-66271529 (+)	137904
206099_at	protein kinase C, eta	PRKCH	chr14:60858410-61086476 (+)	228066
209678_s_at	protein kinase C, iota	PRKCI	chr3:171422914-171503766 (+)	80852
211084_x_at	protein kinase D3	PRKD3	chr2:37337439-37340276 (-)	2837
212629_s_at	protein kinase N2	PKN2	chr1:88922844-89074193 (+)	151349
209799_at	protein kinase, AMP-activated, alpha 1 catalytic subunit	PRKAA1	chr5:40798588-40834021 (-)	35433
200603_at	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	PRKAR1A	chr17:64020174-64041163 (+)	20989
208694_at	protein kinase, DNA-activated, catalytic polypeptide	PRKDC	chr8:48848221-49035296 (-)	187075
210543_s_at	protein kinase, DNA-activated, catalytic polypeptide	PRKDC	chr8:48848848-49035291 (-)	186443
209139_s_at	protein kinase, interferon-inducible double stranded RNA dependent activator	PRKRA	chr2:179004785-179024099 (-)	19314
201407_s_at	protein phosphatase 1, catalytic subunit, beta isoform	PPP1CB	chr2:28828236-28879307 (+)	51071
201408_at	protein phosphatase 1, catalytic subunit, beta isoform	PPP1CB	chr2:28828236-28879307 (+)	51071
200726_at	protein phosphatase 1, catalytic subunit, gamma isoform	PPP1CC	chr12:109642126-109665050 (-)	22924
201702_s_at	protein phosphatase 1, regulatory (inhibitor) subunit 10	PPP1R10	chr6:30676168-30692999 (-)	16831
201703_s_at	protein phosphatase 1, regulatory (inhibitor) subunit 10	PPP1R10	chr6:30676161-30692987 (-)	16826
202165_at	protein phosphatase 1, regulatory (inhibitor) subunit 2	PPP1R2	chr5:156209883-156213227 (+)	3344
213465_s_at	protein phosphatase 1, regulatory (inhibitor) subunit 7	PPP1R7	chr2:241738575-241755262 (+)	16687
207830_s_at	protein phosphatase 1, regulatory (inhibitor) subunit 8	PPP1R8	chr1:28029935-28050626 (+)	20691
221088_s_at	protein phosphatase 1, regulatory (inhibitor) subunit 9A	PPP1R9A	chr7:94735905-94758168 (+)	22263
203966_s_at	protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform	PPM1A	chr14:59785369-59829789 (+)	44420
209296_at	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	PPM1B	chr2:44281842-44314696 (+)	32854
201375_s_at	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	PPP2CB	chr8:30762707-30789486 (-)	26779
207749_s_at	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	PPP2R3A	chr3:137224350-137347180 (+)	122830
202313_at	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha isoform	PPP2R2A	chr8:26205147-26284527 (+)	79380
