ProbeName	p-value	FCAbsolute	regulation	[Control](raw)	[DMH](raw)	[Control](normalized)	[DMH](normalized)	GenbankAccession	GenomicCoordinates	GeneSymbol	Description	UniGeneID	EntrezGeneID	EnsemblID	TIGRID
A_52_P424650	0.002699147	4.2890034	down	61.037994	29.897308	0.7082818	-1.3923606	AK052336	chr8:46873111-46873170	Sorbs2	Mus musculus 13 days embryo heart cDNA, RIKEN full-length enriched library, clone:D330030I03 product:unclassifiable, full insert sequence. [AK052336]	Mm.447653	234214		TC1616312
A_51_P120717	0.01487638	2.092121	up	686.2181	2946.8809	4.196303	5.261269	NM_010721	chr18:56912871-56912930	Lmnb1	Mus musculus lamin B1 (Lmnb1), mRNA [NM_010721]	Mm.4105	16906	ENSMUST00000025486	TC1576739
A_51_P227739	5.36E-05	8.361302	up	40.437073	681.55835	0.08762423	3.151352	NM_011565	chr7:52487612-52487671	Tead2	Mus musculus TEA domain family member 2 (Tead2), mRNA [NM_011565]	Mm.3019	21677	ENSMUST00000107801	TC1679138
A_52_P70856	0.00077022	3.37625	up	16.565737	113.27063	-1.1994859	0.55593586	NM_001081172	chr4:45298567-45298626	Frmpd1	Mus musculus FERM and PDZ domain containing 1 (Frmpd1), mRNA [NM_001081172]	Mm.24783	666060	ENSMUST00000107804	TC1698882
A_51_P455090	0.05015076	2.430057	down	228.60718	182.39955	2.5300226	1.2490324	AK028683	chr1:67277466-67277525	Cps1	carbamoyl-phosphate synthetase 1 Gene [Source:MGI Symbol;Acc:MGI:891996] [ENSMUST00000027144]	Mm.343942	227231	ENSMUST00000027144	TC1598315
A_52_P368690	0.001036627	2.2724066	up	214.59508	1000.3696	2.5161448	3.7003658	NM_001005421	chr9:44916279-44916338	Amica1	Mus musculus adhesion molecule, interacts with CXADR antigen 1 (Amica1), mRNA [NM_001005421]	Mm.190461	270152	ENSMUST00000050020
A_52_P900433	0.02336803	2.4989011	down	50.03311	40.386326	0.38674703	-0.93454677	AK085234	chr16:78349231-78349290		Mus musculus 13 days embryo stomach cDNA, RIKEN full-length enriched library, clone:D530031N05 product:unclassifiable, full insert sequence. [AK085234]
A_51_P330677	0.02499614	1.9840547	up	70.54368	274.07727	0.8474676	1.8359194	NM_177766	chr8:75006341-75006282	Slc35e1	Mus musculus solute carrier family 35, member E1 (Slc35e1), mRNA [NM_177766]	Mm.291461	270066	ENSMUST00000043238
A_52_P39546	5.99E-05	5.147977	up	110.801506	1177.9905	1.5664767	3.9304821	NM_011565	chr7:52488814-52488873	Tead2	Mus musculus TEA domain family member 2 (Tead2), mRNA [NM_011565]	Mm.3019	21677	ENSMUST00000107801	TC1572516
A_52_P308465	5.45E-06	8.637011	up	24.441393	431.0967	-0.6186345	2.4918976	NM_172775	chr9:109021856-109021915	Plxnb1	Mus musculus plexin B1 (Plxnb1), mRNA [NM_172775]	Mm.53862	235611	ENSMUST00000072093	TC1574752
A_51_P168646	0.004216834	1.8777455	down	166.19878	182.45747	2.1585538	1.2495522	AK149219	chr14:68706866-68706925	Nefl	neurofilament, light polypeptide Gene [Source:MGI Symbol;Acc:MGI:97313] [ENSMUST00000022639]	Mm.1956	18039	ENSMUST00000022639	TC1607814
A_51_P290387	2.08E-05	2.5054643	down	61739.105	50746.094	10.696105	9.371027	NM_027832	chr6:41905943-41906002	Sval1	Mus musculus seminal vesicle antigen-like 1 (Sval1), mRNA [NM_027832]	Mm.96996	71578	ENSMUST00000031898	TC1587908
A_51_P164021	0.003737803	2.6985848	up	30.433805	171.77373	-0.28836283	1.1438402	NM_173762	chr3:134932050-134933662	Cenpe	Mus musculus centromere protein E (Cenpe), mRNA [NM_173762]	Mm.161470	229841	ENSMUST00000062893	TC1624936
A_51_P127195	0.004396413	3.6417634	up	130.47066	919.3724	1.7178384	3.5824757	NM_013538	chr6:124781380-124781439	Cdca3	Mus musculus cell division cycle associated 3 (Cdca3), mRNA [NM_013538]	Mm.285723	14793	ENSMUST00000151674	TC1699096
A_51_P176154	0.092038915	1.8163625	up	56.16789	195.59816	0.47468948	1.3357416	NM_001173460	chr3:15495883-15495824	Sirpb1b	Mus musculus signal-regulatory protein beta 1B (Sirpb1b), mRNA [NM_001173460]	Mm.425126	668101	ENSMUST00000091319	TC1588672
A_52_P596541	0.007005898	1.9980311	up	629.5623	2563.2773	4.051684	5.050263	NM_133950	chr7:53138602-53138661	Kdelr1	Mus musculus KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1 (Kdelr1), mRNA [NM_133950]	Mm.298433	68137	ENSMUST00000107719	TC1575183
A_51_P124485	0.000387897	3.4319808	down	1347.1914	816.89276	5.1862373	3.4071958	AK087204	chr6:4561076-4561135		Mus musculus 0 day neonate lung cDNA, RIKEN full-length enriched library, clone:E030034B13 product:unclassifiable, full insert sequence. [AK087204]	Mm.442443
A_52_P419895	0.000159456	1.9835373	down	79.06608	82.06607	1.0851909	0.09711536		chr5:110657173-110657232		Q8K0H2_MOUSE (Q8K0H2) Chpt1 protein, partial (18%) [TC1644763]				TC1644763
A_52_P332788	0.00345445	4.051646	up	46.37878	363.1316	0.221241	2.2397492	XM_001473420	chr1:85109076-85109017	Gm2397	PREDICTED: Mus musculus similar to SP140 nuclear body protein family member (LOC100039742), mRNA [XM_001473420]	Mm.441462	100039742		TC1631331
A_52_P421234	0.005966634	1.584035	up	796.73944	2611.005	4.423472	5.087076	NM_133832	chr1:16121478-16121537	Rdh10	Mus musculus retinol dehydrogenase 10 (all-trans) (Rdh10), mRNA [NM_133832]	Mm.274376	98711	ENSMUST00000027053	TC1581628
A_51_P513530	0.000298219	4.166317	up	92.6467	801.9761	1.322433	3.3812056	NM_017407	chr11:78135655-78135714	Spag5	Mus musculus sperm associated antigen 5 (Spag5), mRNA [NM_017407]	Mm.24250	54141	ENSMUST00000045026	TC1576510
A_52_P416756	0.00420566	2.4165978	up	238.6133	1187.5946	2.6798484	3.9528258	AK075966	chr17:35134712-35134653	D17H6S56E-5	Mus musculus 13 days embryo liver cDNA, RIKEN full-length enriched library, clone:2510003D08 product:G7e protein, full insert sequence. [AK075966]	Mm.22506	110956		TC1654577
A_51_P307964	5.22E-06	11.990131	up	14.180436	348.2855	-1.403514	2.1802614	NM_010662	chr11:99982530-99982471	Krt13	Mus musculus keratin 13 (Krt13), mRNA [NM_010662]	Mm.4646	16663	ENSMUST00000107412	TC1727877
A_51_P111192	8.12E-06	5.4151106	down	8830.219	3379.2415	7.893326	5.456335	NM_010005	chr15:82233447-82233388	Cyp2d10	Mus musculus cytochrome P450, family 2, subfamily d, polypeptide 10 (Cyp2d10), mRNA [NM_010005]	Mm.174372	13101	ENSMUST00000072776	TC1683249
A_51_P134468	0.000220626	4.283566	up	255.70964	2271.3865	2.7874663	4.8862786	L78788	chr17:35134187-35134128	D17H6S56E-5	Mus musculus solitary LTR, complete sequence; and proviral envelope protein (G7e) mRNA, complete cds. [L78788]	Mm.22506	110956		TC1573043
A_51_P328539	9.00E-05	3.6560965	down	36678.16	20775.217	9.949795	8.079491	NM_007933	chr11:70475929-70475988	Eno3	Mus musculus enolase 3, beta muscle (Eno3), transcript variant 1, mRNA [NM_007933]	Mm.251322	13808	ENSMUST00000108548	TC1575951
A_52_P190745	0.000238119	3.9505646	up	31.658731	255.38396	-0.25442347	1.7276354	NM_026053	chr17:80623990-80624999	Gemin6	Mus musculus gem (nuclear organelle) associated protein 6 (Gemin6), mRNA [NM_026053]	Mm.279985	67242	ENSMUST00000069486	TC1581661
A_51_P147265	0.052526835	1.9975693	up	15.451329	67.888176	-1.2606486	-0.262403	AK040538	chr7:109245017-109245076		transient receptor potential cation channel, subfamily C, member 2 Gene [Source:MGI Symbol;Acc:MGI:109527] [ENSMUST00000094129]	Mm.292904		ENSMUST00000094129
A_51_P250590	0.050060675	3.2175486	down	263.5654	150.76247	2.6553512	0.96938914	AK080963	chr7:117521026-117520967	Sbf2	Mus musculus 4 days neonate male adipose cDNA, RIKEN full-length enriched library, clone:B430219L04 product:hypothetical Gram-positive cocci surface protein anchoring hexapeptide/dDENN domain/uDENN domain/Serine phosphorylation site in HPr protein/DENN (AEX-3) domain containing protein, full insert sequence. [AK080963]	Mm.102970	319934		TC1585534
A_51_P385718	0.009111389	5.013595	up	260.95132	2371.657	2.6241915	4.950037	NM_026862	chr7:25535362-25531261	Cd177	Mus musculus CD177 antigen (Cd177), mRNA [NM_026862]	Mm.292848	68891	ENSMUST00000063956	TC1581398
A_51_P257550	0.000729043	3.1845798	up	1440.3788	9344.938	5.25044	6.921543	NM_010807	chr4:129192947-129193006	Marcksl1	Mus musculus MARCKS-like 1 (Marcksl1), mRNA [NM_010807]	Mm.424974	17357	ENSMUST00000062356	TC1719240
A_52_P185162	0.003098005	6.3446546	down	27477.654	8636.049	9.471326	6.805784	BC037066	chr12:32137633-32137692		solute carrier family 26, member 3 Gene [Source:MGI Symbol;Acc:MGI:107181] [ENSMUST00000110854]	Mm.283281		ENSMUST00000110854	TC1586988
A_52_P202770	0.011971526	1.8794	up	306.07858	1184.4886	3.0390809	3.949353	NM_172301	chr13:101549693-101549634	Ccnb1	Mus musculus cyclin B1 (Ccnb1), mRNA [NM_172301]	Mm.260114	268697	ENSMUST00000072119	NP_054739
A_52_P84015	0.005594281	1.525114	down	36.860184	50.012146	-0.006825765	-0.61574286	AK037762	chr3:95289063-95289122	Arnt	Mus musculus 16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130047M16 product:aryl hydrocarbon receptor nuclear translocator, full insert sequence. [AK037762]		11863		TC1629502
A_51_P396325	0.000769142	2.3790205	down	74.12519	64.81959	1.0036067	-0.24676101	NM_013681	chr6:115224988-115225047	Syn2	Mus musculus synapsin II (Syn2), transcript variant IIb, mRNA [NM_013681]	Mm.441431	20965		TC1586975
A_51_P404846	7.56E-05	3.1200335	up	19.57981	125.897705	-0.9284811	0.7130804	NM_031195	chr8:40693453-40691292	Msr1	Mus musculus macrophage scavenger receptor 1 (Msr1), transcript variant 1, mRNA [NM_031195]	Mm.239291	20288		TC1577205
A_51_P490509	0.000770115	2.2694042	up	120.074425	560.0191	1.6801215	2.862435	NM_009773	chr2:118466830-118466889	Bub1b	Mus musculus budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae) (Bub1b), mRNA [NM_009773]	Mm.29133	12236	ENSMUST00000038341	TC1575535
A_51_P409694	3.56E-05	3.5747037	up	140.55334	1037.6249	1.9206681	3.7584918	NM_019976	chr3:108190946-108191005	Psrc1	Mus musculus proline/serine-rich coiled-coil 1 (Psrc1), mRNA [NM_019976]	Mm.389499	56742	ENSMUST00000102630	TC1576836
A_52_P682341	0.043542467	1.8787181	down	22.417267	24.393364	-0.7525466	-1.6622952	AK082101	chr3:103865009-103864950	Magi3	Mus musculus 0 day neonate cerebellum cDNA, RIKEN full-length enriched library, clone:C230007H05 product:unclassifiable, full insert sequence. [AK082101]	Mm.264849	99470
A_51_P363303	0.00258877	1.9570881	down	155.73083	161.52527	2.0425937	1.073885	NM_027644	chr17:23974047-23973988	Prss41	Mus musculus protease, serine, 41 (Prss41), mRNA [NM_027644]	Mm.328839	71003	ENSMUST00000024926	TC1593641
A_52_P260145	0.001184337	2.0458171	up	8808.985	37443.66	7.8962007	8.928878		chr18:016433207-016433149
A_52_P493112	0.002120207	9.642991	up	31.047098	548.7389	-0.43093696	2.8385437	NM_019976	chr3:108189594-108189653	Psrc1	Mus musculus proline/serine-rich coiled-coil 1 (Psrc1), mRNA [NM_019976]	Mm.389499	56742	ENSMUST00000102630	NP_1284878
A_52_P700056	0.001018904	2.642906	up	434.89413	2337.574	3.5238392	4.9259644	NM_001081957	chr11:83518443-83519627	Gm11428	Mus musculus predicted gene 11428 (Gm11428), mRNA [NM_001081957]	Mm.24097	100034251	ENSMUST00000092836	TC1586122
A_52_P320971	0.001467692	1.5355184	up	288.9424	912.7757	2.9540539	3.5727797	NM_013603	chr8:96677927-96677986	Mt3	Mus musculus metallothionein 3 (Mt3), mRNA [NM_013603]	Mm.2064	17751	ENSMUST00000034211	TC1582090
A_51_P312952	0.07776314	1.5964808	down	72.9638	93.55301	0.9569359	0.2820406	NM_028034	chr7:36278705-36278646	Tdrd12	Mus musculus tudor domain containing 12 (Tdrd12), transcript variant 2, mRNA [NM_028034]	Mm.47904	71981	ENSMUST00000032701	NP_744619
A_51_P195958	0.001890479	2.8536036	up	3361.0164	19418.764	6.468025	7.98081	NM_009344	chr10:110945310-110945369	Phlda1	Mus musculus pleckstrin homology-like domain, family A, member 1 (Phlda1), mRNA [NM_009344]	Mm.3117	21664	ENSMUST00000020424	TC1712193
A_52_P615247	0.002578837	2.0671608	up	202.72595	852.10596	2.4261396	3.4737902	AK087744	chr1_random:751383-751324		RIKEN cDNA A530040E14 gene Gene [Source:MGI Symbol;Acc:MGI:3612703] [ENSMUST00000113384]	Mm.436517		ENSMUST00000111365	TC1581465
A_51_P449777	0.001172213	17.163277	up	59.541946	1855.5397	0.48994526	4.5911984	NM_022995	chr2:173050486-173050427	Pmepa1	Mus musculus prostate transmembrane protein, androgen induced 1 (Pmepa1), mRNA [NM_022995]	Mm.478899	65112	ENSMUST00000109115	TC1597668
A_51_P315530	0.000479372	4.1927495	up	20.282045	170.92139	-0.9111243	1.1567723	NM_016662	chr13:55427426-55427253	Mxd3	Mus musculus Max dimerization protein 3 (Mxd3), mRNA [NM_016662]	Mm.20350	17121	ENSMUST00000021941	TC1582037
A_51_P470630	0.023086075	2.9833412	down	69.94553	46.036804	0.83680314	-0.74012583	NM_029809	chr7:13516229-13516288	2310014L17Rik	Mus musculus RIKEN cDNA 2310014L17 gene (2310014L17Rik), mRNA [NM_029809]	Mm.439896	381845	ENSMUST00000045870	TC1584415
A_51_P202596	2.93E-06	3.1617656	up	53.461376	348.70444	0.5248553	2.1855857	NM_172628	chr18:62175070-62175129	Sh3tc2	Mus musculus SH3 domain and tetratricopeptide repeats 2 (Sh3tc2), mRNA [NM_172628]	Mm.262320	225608	ENSMUST00000051720	TC1579832
A_51_P171215	0.020738162	1.5158651	up	51.161358	160.82843	0.46713796	1.0672793	NM_007950	chr5:91521659-91521720	Ereg	Mus musculus epiregulin (Ereg), mRNA [NM_007950]	Mm.4791	13874	ENSMUST00000031324
A_52_P761812	0.004975157	2.319449	down	173.93489	156.07195	2.224981	1.011199	AK013171	chr2:92147086-92147145	2810427C15Rik	Mus musculus 10, 11 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2810427C15 product:unclassifiable, full insert sequence. [AK013171]		69979		TC1600251
A_51_P222741	0.025529798	6.1473446	up	349.95517	3431.866	2.8618505	5.481814	NM_010381	chr17:34481528-34481469	H2-Ea	Mus musculus histocompatibility 2, class II antigen E alpha (H2-Ea), mRNA [NM_010381]	Mm.15680	14968	ENSMUST00000040306	TC1580387
A_51_P164219	0.020901749	1.7047287	up	529.6766	1831.7363	3.8084507	4.577993	NM_011909	chr6:121220513-121220572	Usp18	Mus musculus ubiquitin specific peptidase 18 (Usp18), mRNA [NM_011909]	Mm.326911	24110	ENSMUST00000032198	TC1579171
A_51_P487162	0.015298032	2.2685664	up	79.35989	366.63916	1.0752972	2.2570782	NM_028002	chr12:32325073-32325014	Dus4l	Mus musculus dihydrouridine synthase 4-like (S. cerevisiae) (Dus4l), mRNA [NM_028002]	Mm.62979	71916	ENSMUST00000020977	TC1586181
A_52_P28806	0.009792153	2.1103685	up	256.21378	1110.4672	2.7794425	3.8569374	NM_008021	chr6:128324783-128324842	Foxm1	Mus musculus forkhead box M1 (Foxm1), mRNA [NM_008021]	Mm.42148	14235	ENSMUST00000073316	TC1577673
A_52_P395242	0.0001342	3.1481009	down	70.60597	46.53478	0.9336249	-0.72085685	AK086722	chr11:110386219-110386278		mitogen-activated protein kinase kinase 6 Gene [Source:MGI Symbol;Acc:MGI:1346870] [ENSMUST00000100260]	Mm.363360		ENSMUST00000100260	TC1595493
A_51_P472217	0.021475397	1.7800479	up	446.29395	1633.0089	3.581189	4.413105	NM_001081085	chr2:25232255-25232314	2010317E24Rik	Mus musculus RIKEN cDNA 2010317E24 gene (2010317E24Rik), mRNA [NM_001081085]	Mm.250293	72080	ENSMUST00000100323	TC1593566
A_52_P383577	0.004908515	1.7661666	up	59.00691	215.66411	0.6711585	1.4917799	NM_031183	chr11:96885862-96885921	Sp6	Mus musculus trans-acting transcription factor 6 (Sp6), mRNA [NM_031183]	Mm.476096	83395	ENSMUST00000107622	TC1584014
A_52_P525317	0.005149981	2.56985	up	55.884563	294.4346	0.5795296	1.9412136	NM_008121	chr3:96857349-96857408	Gja5	Mus musculus gap junction protein, alpha 5 (Gja5), mRNA [NM_008121]	Mm.281816	14613	ENSMUST00000072600	TC1587411
A_51_P123625	0.006263403	2.9553046	up	37.305943	221.13933	-0.037427586	1.5258793	NM_008392	chr14:103452185-103452245	Irg1	Mus musculus immunoresponsive gene 1 (Irg1), mRNA [NM_008392]	Mm.4662	16365	ENSMUST00000022722	TC1582698
A_52_P588580	0.004821022	2.343947	down	106.524666	95.16626	1.5237507	0.29481077	AK079417	chr9:51885640-51885699	9830163H01Rik	Mus musculus adult male bone cDNA, RIKEN full-length enriched library, clone:9830163H01 product:unclassifiable, full insert sequence. [AK079417]	Mm.401801	414109		TC1613986
A_52_P193925	0.003234226	1.9139619	up	905.49664	3572.444	4.6058154	5.5423775	NM_028072	chr2:165899726-165899667	Sulf2	Mus musculus sulfatase 2 (Sulf2), mRNA [NM_028072]	Mm.1011	72043	ENSMUST00000088086	TC1571976
A_51_P481398	0.023698421	1.5121701	up	132.6048	416.34024	1.8404359	2.4370563	NM_010615	chr19:37495755-37495814	Kif11	Mus musculus kinesin family member 11 (Kif11), mRNA [NM_010615]	Mm.42203	16551	ENSMUST00000012587	TC1631864
A_51_P181565	0.04231782	1.6577625	up	320.9573	1080.6031	3.0847435	3.8139808	NM_010415	chr18:36664797-36664738	Hbegf	Mus musculus heparin-binding EGF-like growth factor (Hbegf), mRNA [NM_010415]	Mm.289681	15200	ENSMUST00000025363	TC1579973
A_52_P483104	0.000332346	2.2998056	up	107.038055	506.64688	1.5190679	2.7205799	NM_015763	chr12:16544248-16544189	Lpin1	Mus musculus lipin 1 (Lpin1), transcript variant 2, mRNA [NM_015763]	Mm.153625	14245	ENSMUST00000067124	TC1574621
A_52_P103628	0.002636636	2.0344007	up	19259.559	81112.72	9.022983	10.047586		chr3:93330142-93330203
A_51_P142813	0.052577913	1.7135773	down	225.80489	259.5372	2.5366342	1.7596229	NM_025711	chr13:49662479-49662538	Aspn	Mus musculus asporin (Aspn), transcript variant 1, mRNA [NM_025711]	Mm.383216	66695	ENSMUST00000021820	TC1578719
A_52_P144285	0.005964353	1.5682743	up	65.47419	211.24226	0.81306905	1.4622469	NM_175382	chr1:133430451-133430510	Fam72a	Mus musculus family with sequence similarity 72, member A (Fam72a), mRNA [NM_175382]	Mm.31278	108900	ENSMUST00000068613	TC1585058
A_51_P186735	4.40E-05	4.1891956	down	4190.0317	2070.4607	6.8218474	4.755174	NM_146151	chr4:116476471-116476530	Tesk2	Mus musculus testis-specific kinase 2 (Tesk2), mRNA [NM_146151]	Mm.425201	230661	ENSMUST00000106457	TC1581610
A_51_P111455	0.001507999	4.4636483	up	32.236454	281.65195	-0.2821444	1.876079	NM_027432	chr3:105764537-105764596	Wdr77	Mus musculus WD repeat domain 77 (Wdr77), mRNA [NM_027432]	Mm.5110	70465	ENSMUST00000010278	TC1751816
A_51_P191649	0.000117086	3.280086	up	17.576887	119.97549	-1.0753945	0.6383392	NM_023294	chr17:71861755-71860793	Ndc80	Mus musculus NDC80 homolog, kinetochore complex component (S. cerevisiae) (Ndc80), mRNA [NM_023294]	Mm.225956	67052	ENSMUST00000024851	TC1578485
A_52_P671002	0.004240064	5.0067554	up	21.285698	200.03185	-0.94165945	1.3822165	NM_026021	chr2:24805565-24807049	Zmynd19	Mus musculus zinc finger, MYND domain containing 19 (Zmynd19), mRNA [NM_026021]	Mm.296106	67187	ENSMUST00000028350	TC1583329
A_52_P127465	7.52E-05	2.122647	up	20.98295	92.222725	-0.81913996	0.26672444	NM_023249	chr16:17078030-17078089	Ypel1	Mus musculus yippee-like 1 (Drosophila) (Ypel1), mRNA [NM_023249]	Mm.237941	106369	ENSMUST00000115729	TC1638845
A_52_P26416	0.000822616	4.1228857	up	58.42879	478.04468	0.59698296	2.6406374	AF106279	chr1:154973997-154973938	Lamc2	Mus musculus laminin gamma2 chain mRNA, partial cds. [AF106279]	Mm.329272	16782		NP_162559
A_52_P381484	0.000848082	2.6993673	up	487.34042	2686.242	3.6976597	5.130281	NM_133903	chr5:33556676-33556617	Spon2	Mus musculus spondin 2, extracellular matrix protein (Spon2), mRNA [NM_133903]	Mm.34694	100689	ENSMUST00000046186	NP_730029
A_51_P436652	0.000508104	12.428824	up	44.475815	1077.6025	0.17658074	3.8121986	NM_013654	chr11:81860656-81860715	Ccl7	Mus musculus chemokine (C-C motif) ligand 7 (Ccl7), mRNA [NM_013654]	Mm.341574	20306	ENSMUST00000021011	TC1632498
A_51_P370561	0.006996085	3.4070075	up	220.37195	1435.5873	2.4584708	4.226976	NM_026551	chr11:102855900-102855841	Dcakd	Mus musculus dephospho-CoA kinase domain containing (Dcakd), mRNA [NM_026551]	Mm.277449	68087	ENSMUST00000021313	TC1757386
A_51_P162209	0.012243575	1.8057534	up	110.004234	411.42355	1.5647779	2.4173787	NM_011627	chr9:85738798-85738857	Tpbg	Mus musculus trophoblast glycoprotein (Tpbg), transcript variant 1, mRNA [NM_011627]	Mm.432513	21983	ENSMUST00000006559	TC1591161
A_51_P447835	0.001686503	4.625652	up	59.008076	530.8669	0.58218	2.7918367	NM_013737	chr17:43744314-43748236	Pla2g7	Mus musculus phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) (Pla2g7), mRNA [NM_013737]	Mm.9277	27226	ENSMUST00000024706	TC1575197
A_51_P298802	0.000639104	5.708611	up	29.69737	334.05164	-0.3898765	2.1232631	NM_001002896	chr9:103327283-103327254	Bfsp2	Mus musculus beaded filament structural protein 2, phakinin (Bfsp2), mRNA [NM_001002896]	Mm.335403	107993	ENSMUST00000035165	TC1581862
A_51_P475342	0.000996103	2.2833865	up	33.80554	156.95232	-0.15936677	1.0318084	NM_009601	chr11:69599242-69598674	Chrnb1	Mus musculus cholinergic receptor, nicotinic, beta polypeptide 1 (muscle) (Chrnb1), mRNA [NM_009601]	Mm.86425	11443	ENSMUST00000045971	TC1668336
A_51_P468464	0.002802686	5.7315483	up	63.68869	689.2828	0.6495188	3.1684437	NM_201352	chr7:106609102-106609161	Gdpd5	Mus musculus glycerophosphodiester phosphodiesterase domain containing 5 (Gdpd5), mRNA [NM_201352]	Mm.286317	233552	ENSMUST00000037528	TC1575283
A_52_P658437	7.37E-05	3.9847443	up	39.90633	325.65128	0.0880839	2.082571	NM_001014976	chr15:102153644-102153882	Espl1	Mus musculus extra spindle poles-like 1 (S. cerevisiae) (Espl1), mRNA [NM_001014976]	Mm.288324	105988	ENSMUST00000064924	TC1574950
A_52_P9878	0.00716952	1.696798	up	21.502447	75.16873	-0.794796	-0.03198115	NM_001045484	chr8:72689001-72689060	Mef2b	Mus musculus myocyte enhancer factor 2B (Mef2b), transcript variant 2, mRNA [NM_001045484]	Mm.432505	17259	ENSMUST00000110140	NP_047209
A_51_P464394	2.38E-05	6.342363	down	539.2928	176.3219	3.8660858	1.2010652	NM_031180	chr5:65774926-65774985	Klb	Mus musculus klotho beta (Klb), mRNA [NM_031180]	Mm.45274	83379	ENSMUST00000031096	TC1584780
A_51_P155643	0.000854886	1.9871105	up	10015.323	41396.285	8.082184	9.072856	NM_016740	chr3:93330017-93330076	S100a11	Mus musculus S100 calcium binding protein A11 (calgizzarin) (S100a11), mRNA [NM_016740]	Mm.280038	20195	ENSMUST00000029515	TC1586698
A_51_P232597	6.13E-05	4.6677732	up	19.26942	183.3926	-0.96710175	1.2556328	NM_001033336	chr14:118883574-118883515	Abcc4	Mus musculus ATP-binding cassette, sub-family C (CFTR/MRP), member 4 (Abcc4), transcript variant 1, mRNA [NM_001033336]	Mm.40537	239273	ENSMUST00000036554	TC1581456
A_52_P600417	0.0003522	2.5736623	down	69.95842	55.67993	0.9009482	-0.4628744	NM_026380	chr1:155544697-155544756	Rgs8	Mus musculus regulator of G-protein signaling 8 (Rgs8), mRNA [NM_026380]	Mm.379143	67792	ENSMUST00000041776	TC1652654
A_51_P323579	0.006152173	2.3807187	up	18.420824	90.69354	-1.0154128	0.23598433	NM_023794	chr16:22383465-22383406	Etv5	Mus musculus ets variant gene 5 (Etv5), mRNA [NM_023794]	Mm.155708	104156	ENSMUST00000051229	TC1572047
A_51_P213940	0.00030591	5.780086	up	331.2232	3860.6946	3.11321	5.644301	AF058798		Sfn	Mus musculus 14-3-3 protein sigma mRNA, complete cds. [AF058798]	Mm.44482	55948
A_51_P180629	0.006229689	3.108263	up	49.91506	300.05704	0.33223662	1.9683453	NM_027219	chr15:78680424-78680483	Cdc42ep1	Mus musculus CDC42 effector protein (Rho GTPase binding) 1 (Cdc42ep1), mRNA [NM_027219]	Mm.307488	104445	ENSMUST00000059619	TC1756953
A_51_P127358	0.061547954	2.409117	down	39.22938	32.274235	-0.029391924	-1.2978963	XM_204338	chrX:50994019-50994077	4933416I08Rik	PREDICTED: Mus musculus RIKEN cDNA 4933416I08 gene, transcript variant 1 (4933416I08Rik), mRNA [XM_204338]	Mm.396063	71159		TC1591592
A_52_P263658	0.000109611	2.229744	down	261.04953	241.21336	2.808378	1.6514999	NM_008236	chr4:151536406-151536465	Hes2	Mus musculus hairy and enhancer of split 2 (Drosophila) (Hes2), mRNA [NM_008236]	Mm.57038	15206	ENSMUST00000030782	TC1590569
A_51_P254805	0.002183249	2.3109722	up	70.89666	340.47275	0.9360151	2.144515	NM_008446	chrX:97922085-97922145	Kif4	Mus musculus kinesin family member 4 (Kif4), mRNA [NM_008446]	Mm.383091	16571	ENSMUST00000048962	TC1576875
A_51_P294156	0.002987494	4.447537	up	34.433743	308.5051	-0.1470534	2.005953	NM_197997	chr3:127319616-127319675	4930422G04Rik	Mus musculus RIKEN cDNA 4930422G04 gene (4930422G04Rik), mRNA [NM_197997]	Mm.274884	71643	ENSMUST00000043108	TC1603213
A_52_P229536	0.000477156	2.2227232	up	432.751	1991.7872	3.5395057	4.691834	NM_009851	chr2:102652966-102652907	Cd44	Mus musculus CD44 antigen (Cd44), transcript variant 1, mRNA [NM_009851]	Mm.423621	12505	ENSMUST00000111192	TC1588499
A_52_P56818	0.000712019	3.0201533	down	336.2001	231.83931	3.182511	1.5878893	NM_053242	chr6:15389279-15389338	Foxp2	Mus musculus forkhead box P2 (Foxp2), transcript variant 1, mRNA [NM_053242]	Mm.332919	114142	ENSMUST00000031545	TC1582291
A_52_P125363	7.53E-05	2.7953134	down	707.5842	521.69336	4.2475896	2.7645795	NM_009034	chr9:98410012-98410071	Rbp2	Mus musculus retinol binding protein 2, cellular (Rbp2), mRNA [NM_009034]	Mm.12825	19660	ENSMUST00000035029	TC1580987
A_52_P208763	0.000332294	16.43412	up	25.506126	809.3618	-0.63802767	3.4005947	NM_013654	chr11:81860504-81860563	Ccl7	Mus musculus chemokine (C-C motif) ligand 7 (Ccl7), mRNA [NM_013654]	Mm.341574	20306	ENSMUST00000021011	NP_063488
A_51_P356467	0.01475881	5.7075524	up	166.71588	1575.2816	1.8481088	4.360981	NM_009903	chr5:135421406-135421347	Cldn4	Mus musculus claudin 4 (Cldn4), mRNA [NM_009903]	Mm.7339	12740		TC1578697
A_52_P309657	0.000642623	3.652859	up	78.97743	605.03265	1.0914563	2.9604824		chr4:109046930-109046869
