ID	Gene Symbol	Gene Title	logFC	t	P.Value	adj.P.Val	B	Pathway	go biological process term	go molecular function term	go cellular component term
1552378_s_at	RDH10	retinol dehydrogenase 10 (all-trans)	-1.446091601	-6.302824393	0.001592045	0.020821988	-1.041786155	---	visual perception /// metabolic process /// oxidation reduction	catalytic activity /// retinol dehydrogenase activity /// binding /// oxidoreductase activity	endoplasmic reticulum /// endoplasmic reticulum membrane /// microsome /// membrane /// integral to membrane
202842_s_at	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9	-1.442070156	-9.680390143	0.000223029	0.008349757	1.201088042	---	protein folding	chaperone regulator activity /// chaperone regulator activity /// heat shock protein binding /// unfolded protein binding	nucleus /// nucleolus /// nucleolus /// cytoplasm /// cytoplasm /// endoplasmic reticulum
234963_s_at	FA2H	fatty acid 2-hydroxylase	-1.434948489	-2.597355779	0.049348246	0.159180618	-4.94440275	---	fatty acid biosynthetic process /// transport /// lipid biosynthetic process /// oxidation reduction	iron ion binding /// oxidoreductase activity /// heme binding /// metal ion binding /// transition metal ion binding	endoplasmic reticulum /// endoplasmic reticulum membrane /// microsome /// membrane /// integral to membrane
232281_at	LOC148189	Hypothetical protein LOC148189	-1.433710262	-4.951163025	0.004522456	0.038598607	-2.243829543	---	---	---	---
1569428_at	LOC100129087 /// WIBG	hypothetical protein LOC100129087 /// within bgcn homolog (Drosophila)	-1.42988432	-6.828088154	0.001113155	0.0172822	-0.630267575	---	---	---	---
209850_s_at	CDC42EP2	CDC42 effector protein (Rho GTPase binding) 2	-1.4289073	-4.221445539	0.00869139	0.0578669	-2.993287052	---	actin filament organization /// regulation of cell shape /// regulation of cell shape /// actin cytoskeleton organization and biogenesis /// positive regulation of actin filament polymerization /// positive regulation of pseudopodium formation /// positiv	opioid peptide activity /// Rho GTPase activator activity /// protein binding /// GTP-Rho binding	cytoplasm /// cytoplasm /// cytoskeleton /// plasma membrane /// endomembrane system /// membrane /// membrane
215867_x_at	CA12	carbonic anhydrase XII	-1.427519753	-17.25451763	0.0000141	0.002588061	4.171507445	---	one-carbon compound metabolic process	carbonate dehydratase activity /// carbonate dehydratase activity /// zinc ion binding /// zinc ion binding /// lyase activity /// metal ion binding	membrane /// integral to membrane /// integral to membrane
204039_at	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	-1.42315934	-2.955673068	0.032466948	0.129470504	-4.482765009	---	generation of precursor metabolites and energy /// transcription /// transcription /// transcription /// regulation of transcription, DNA-dependent /// transcription from RNA polymerase II promoter /// cytokine and chemokine mediated signaling pathway ///	DNA binding /// DNA binding /// transcription factor activity /// transcription factor activity /// transcription factor activity /// RNA polymerase II transcription factor activity, enhancer binding /// protein binding /// transcription factor binding //	nucleus /// nucleus
212501_at	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	-1.417822268	-13.4038546	0.0000476	0.004338637	2.903335939	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Circadian_Exercise>Circadian_Exercise</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Ovarian_Infertility_Genes>Ovarian_I	embryonic placenta development /// transcription /// regulation of transcription, DNA-dependent /// transcription from RNA polymerase II promoter /// anti-apoptosis /// induction of apoptosis /// acute-phase response /// inflammatory response /// immune r	DNA binding /// DNA binding /// transcription factor activity /// transcription factor activity /// protein binding /// transcription activator activity /// protein homodimerization activity /// sequence-specific DNA binding /// protein heterodimerization	nucleus /// nucleus /// cytoplasm
206698_at	XK	X-linked Kx blood group (McLeod syndrome)	-1.417510052	-4.862936926	0.004876091	0.040248537	-2.330392881	---	transport /// transport /// amino acid transport	transporter activity /// protein binding	membrane /// integral to membrane /// integral to membrane
201012_at	ANXA1	annexin A1	-1.417320295	-4.01839353	0.010561359	0.065258991	-3.215871364	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Prostaglandin_synthesis_regulation>Prostaglandin_synthesis_regulation</a>	lipid metabolic process /// anti-apoptosis /// cell motion /// inflammatory response /// cell cycle /// signal transduction /// signal transduction /// cell surface receptor linked signal transduction /// peptide cross-linking /// keratinocyte differentia	phospholipase inhibitor activity /// phospholipase inhibitor activity /// receptor binding /// structural molecule activity /// calcium ion binding /// calcium ion binding /// protein binding /// protein binding /// phospholipid binding /// calcium-depend	cornified envelope /// nucleus /// cytoplasm /// cytoplasm /// cilium /// membrane /// basolateral plasma membrane /// sarcolemma /// cell projection
1556110_at	---	---	-1.415183157	-9.240124839	0.000277341	0.009179682	0.955355818	---	---	---	---
228745_at	SGTB	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	-1.41389245	-8.718970669	0.00036349	0.010315033	0.649003103	---	---	binding	---
230641_at	---	---	-1.40847227	-6.746212794	0.001175198	0.017756135	-0.692596496	---	---	---	---
223401_at	C17orf48	chromosome 17 open reading frame 48	-1.408029564	-13.26336933	0.0000501	0.004434451	2.849091669	---	---	hydrolase activity	---
230527_at	---	---	-1.405730149	-15.97496666	0.0000205	0.002947444	3.792074111	---	---	---	---
227467_at	RDH10	retinol dehydrogenase 10 (all-trans)	-1.405568595	-11.1985057	0.000112163	0.006092022	1.968294544	---	visual perception /// metabolic process /// oxidation reduction	catalytic activity /// retinol dehydrogenase activity /// binding /// oxidoreductase activity	endoplasmic reticulum /// endoplasmic reticulum membrane /// microsome /// membrane /// integral to membrane
236402_at	---	---	-1.404385125	-4.536935816	0.006495857	0.047975068	-2.659768849	---	---	---	---
227089_at	---	---	-1.402809107	-7.472875822	0.000739545	0.014306303	-0.161134019	---	---	---	---
225573_at	ACAD11 /// NPHP3	acyl-Coenzyme A dehydrogenase family, member 11 /// nephronophthisis 3 (adolescent)	-1.402395343	-7.742767722	0.000628801	0.01332448	0.024501772	---	metabolic process /// photoreceptor cell maintenance /// maintenance of organ identity	nucleotide binding /// microtubule motor activity /// acyl-CoA dehydrogenase activity /// binding /// protein binding /// electron carrier activity /// oxidoreductase activity /// oxidoreductase activity, acting on the CH-CH group of donors /// nucleoside	peroxisome /// kinesin complex
203343_at	UGDH	UDP-glucose dehydrogenase	-1.399812249	-18.68086898	0.00000962	0.002172833	4.554044103	---	UDP-glucose metabolic process /// glycosaminoglycan biosynthetic process /// UDP-glucuronate biosynthetic process /// metabolic process /// oxidation reduction	catalytic activity /// UDP-glucose 6-dehydrogenase activity /// UDP-glucose 6-dehydrogenase activity /// binding /// electron carrier activity /// oxidoreductase activity /// oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acc	---
1569872_a_at	LOC650392	Hypothetical protein LOC650392	-1.398359075	-9.569741737	0.000235383	0.008535368	1.140402405	---	---	---	---
225527_at	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma	-1.3974388	-27.9829241	0.00000135	0.001177277	6.319347878	---	liver development /// liver development /// transcription /// regulation of transcription, DNA-dependent /// regulation of transcription from RNA polymerase II promoter /// immune response /// immune response /// B cell differentiation /// B cell differen	DNA binding /// DNA binding /// transcription factor activity /// protein binding /// transcription factor binding /// sequence-specific DNA binding /// sequence-specific DNA binding /// protein heterodimerization activity /// protein heterodimerization a	nucleus /// nucleus
229050_s_at	SNHG7	small nucleolar RNA host gene 7 (non-protein coding)	-1.397300399	-20.48979577	0.00000614	0.001665847	4.986551507	---	---	---	---
235740_at	---	---	-1.396757647	-6.305413003	0.001589146	0.020797534	-1.039688413	---	---	---	---
214270_s_at	MAPRE3	microtubule-associated protein, RP/EB family, member 3	-1.396287127	-4.934428814	0.004587161	0.038847589	-2.260165768	---	cell cycle /// cell cycle /// mitosis /// positive regulation of gene-specific transcription /// cell division	small GTPase regulator activity /// protein binding /// microtubule binding /// microtubule binding	cytoplasm /// cytoplasm /// microtubule /// microtubule /// midbody
203629_s_at	COG5	component of oligomeric golgi complex 5	-1.39573346	-9.953179966	0.000195736	0.00780459	1.347746019	---	transport /// intra-Golgi vesicle-mediated transport /// protein transport	protein binding	Golgi membrane /// cytoplasm /// Golgi apparatus /// Golgi apparatus /// membrane /// Golgi transport complex /// Golgi transport complex
218634_at	PHLDA3	pleckstrin homology-like domain, family A, member 3	-1.395358755	-13.82498835	0.000041	0.004042385	3.062096447	---	anatomical structure morphogenesis	protein binding	---
208608_s_at	SNTB1	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)	-1.38932741	-3.753301714	0.013747052	0.076835011	-3.515980674	---	muscle contraction	actin binding /// calcium ion binding /// protein binding /// protein binding /// calmodulin binding	cytoplasm /// cytoskeleton /// dystrophin-associated glycoprotein complex /// membrane /// cell junction
219029_at	C5orf28	chromosome 5 open reading frame 28	-1.389065795	-8.525422742	0.0004034	0.010833612	0.530661065	---	---	---	membrane /// integral to membrane
224568_x_at	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	-1.384409141	-4.849450996	0.004932954	0.04058313	-2.343719789	---	---	binding	---
226490_at	NHSL1	NHS-like 1	-1.381560394	-4.737982178	0.005433875	0.043200769	-2.454851209	---	---	---	---
229132_at	MINA	MYC induced nuclear antigen	-1.38124381	-18.68666596	0.0000096	0.002172833	4.555519705	---	ribosome biogenesis	---	nucleus
244804_at	SQSTM1	Sequestosome 1	-1.377388824	-11.20344035	0.000111929	0.006092022	1.970606034	---	ubiquitin-dependent protein catabolic process /// apoptosis /// response to stress /// immune response /// intracellular signaling cascade /// protein localization /// endosome transport /// cell differentiation /// regulation of I-kappaB kinase/NF-kappaB	protein binding /// protein binding /// zinc ion binding /// protein kinase binding /// protein kinase binding /// receptor tyrosine kinase binding /// SH2 domain binding /// SH2 domain binding /// ubiquitin binding /// ubiquitin binding /// metal ion bin	nucleus /// cytoplasm /// endosome /// late endosome /// cytosol /// cytosol
228825_at	PTGR1	prostaglandin reductase 1	-1.376949061	-7.953254318	0.000555953	0.012478379	0.165189059	---	leukotriene metabolic process /// metabolic process /// oxidation reduction	catalytic activity /// alcohol dehydrogenase activity /// binding /// zinc ion binding /// oxidoreductase activity /// 2-alkenal reductase activity /// 15-oxoprostaglandin 13-oxidase activity	cytoplasm /// cytoplasm
224797_at	ARRDC3	arrestin domain containing 3	-1.371773608	-4.50056806	0.006712894	0.048980277	-2.697462773	---	---	---	---
213802_at	---	---	-1.369770461	-5.245799977	0.003541207	0.033264576	-1.962400876	---	---	---	---
237031_at	---	---	-1.369476267	-12.77651698	0.0000599	0.004643294	2.655906417	---	---	---	---
209410_s_at	GRB10	growth factor receptor-bound protein 10	-1.364943338	-5.360813609	0.003227626	0.03137101	-1.855650394	---	signal transduction /// cell-cell signaling /// insulin receptor signaling pathway	receptor activity /// SH3/SH2 adaptor activity /// protein binding /// protein binding	cytoplasm /// plasma membrane
210716_s_at	CLIP1	CAP-GLY domain containing linker protein 1	-1.364860925	-11.11584999	0.000116173	0.006152068	1.929414072	---	mitosis	nucleic acid binding /// protein binding /// microtubule binding /// zinc ion binding /// protein homodimerization activity /// metal ion binding	kinetochore /// cytoplasm /// endosome /// cytoskeleton /// microtubule /// intermediate filament /// microtubule cytoskeleton
209435_s_at	ARHGEF2	rho/rac guanine nucleotide exchange factor (GEF) 2	-1.357510811	-13.80455267	0.0000413	0.004042385	3.054522689	---	cell morphogenesis /// cell morphogenesis /// intracellular protein transport /// actin filament organization /// actin filament organization /// negative regulation of microtubule depolymerization /// negative regulation of microtubule depolymerization /	guanyl-nucleotide exchange factor activity /// guanyl-nucleotide exchange factor activity /// Rho guanyl-nucleotide exchange factor activity /// Rho guanyl-nucleotide exchange factor activity /// microtubule binding /// microtubule binding /// zinc ion bi	intracellular /// cytoplasm /// microtubule /// microtubule /// microtubule cytoskeleton
204072_s_at	FRY	furry homolog (Drosophila)	-1.351222238	-14.1428264	0.0000368	0.003898397	3.17823545	---	transcription /// regulation of transcription, DNA-dependent	ATP binding	membrane /// integral to membrane
218677_at	S100A14	S100 calcium binding protein A14	-1.343348162	-11.36256368	0.000104684	0.00595211	2.04456262	---	---	calcium ion binding	cytoplasm
201475_x_at	MARS	methionyl-tRNA synthetase	-1.342739969	-21.38852904	0.00000499	0.00160877	5.182274935	---	translation /// tRNA aminoacylation for protein translation /// methionyl-tRNA aminoacylation	tRNA binding /// nucleotide binding /// RNA binding /// aminoacyl-tRNA ligase activity /// methionine-tRNA ligase activity /// methionine-tRNA ligase activity /// protein binding /// ATP binding /// ligase activity	cytoplasm
200843_s_at	EPRS	glutamyl-prolyl-tRNA synthetase	-1.34033772	-34.01677851	0.00000052	0.00080168	7.033468517	---	translation /// tRNA aminoacylation for protein translation /// glutamyl-tRNA aminoacylation /// prolyl-tRNA aminoacylation /// protein complex assembly	nucleotide binding /// catalytic activity /// aminoacyl-tRNA ligase activity /// glutamate-tRNA ligase activity /// proline-tRNA ligase activity /// protein binding /// ATP binding /// ligase activity	soluble fraction /// cytoplasm /// cytoplasm
230053_at	---	---	-1.338946006	-14.7099594	0.0000305	0.003507598	3.37801928	---	---	---	---
214746_s_at	ZNF467	zinc finger protein 467	-1.337432806	-5.190262378	0.003705376	0.034125705	-2.014564265	---	transcription /// regulation of transcription, DNA-dependent	nucleic acid binding /// DNA binding /// zinc ion binding /// metal ion binding	intracellular /// nucleus
209937_at	TM4SF4	transmembrane 4 L six family member 4	-1.336767744	-7.321231087	0.000811932	0.014872443	-0.268128206	---	protein amino acid N-linked glycosylation /// negative regulation of cell proliferation	---	membrane fraction /// integral to plasma membrane /// membrane /// integral to membrane
243724_at	---	---	-1.335989122	-5.908479273	0.002117005	0.024368786	-1.369916857	---	---	---	---
213188_s_at	MINA	MYC induced nuclear antigen	-1.333406007	-10.52759129	0.000150257	0.006966503	1.643512823	---	ribosome biogenesis	---	nucleus
213671_s_at	MARS	methionyl-tRNA synthetase	-1.332440511	-11.88531324	0.0000845	0.005337212	2.279866305	---	translation /// tRNA aminoacylation for protein translation /// methionyl-tRNA aminoacylation	tRNA binding /// nucleotide binding /// RNA binding /// aminoacyl-tRNA ligase activity /// methionine-tRNA ligase activity /// methionine-tRNA ligase activity /// protein binding /// ATP binding /// ligase activity	cytoplasm
221050_s_at	GTPBP2	GTP binding protein 2	-1.330928854	-7.430312471	0.000759058	0.014469072	-0.190965599	---	small GTPase mediated signal transduction	nucleotide binding /// GTPase activity /// GTPase activity /// GTP binding	---
204345_at	COL16A1	collagen, type XVI, alpha 1	-1.324705488	-10.4000013	0.00015916	0.007157541	1.579286464	---	phosphate transport /// cell adhesion /// cell adhesion /// integrin-mediated signaling pathway /// female pregnancy	integrin binding /// structural molecule activity /// protein binding /// protein binding	extracellular region /// proteinaceous extracellular matrix /// collagen type XVI /// cytoplasm
221530_s_at	BHLHB3	basic helix-loop-helix domain containing, class B, 3	-1.32458625	-3.635339771	0.015511573	0.083143799	-3.653002937	---	transcription /// regulation of transcription, DNA-dependent /// regulation of transcription, DNA-dependent /// cell proliferation /// organ morphogenesis /// cell differentiation /// regulation of transcription	DNA binding /// transcription factor activity /// transcription regulator activity	nucleus /// nucleus
219295_s_at	PCOLCE2	procollagen C-endopeptidase enhancer 2	-1.323981909	-12.03970037	0.0000795	0.005236759	2.347203887	---	---	protein binding /// heparin binding	extracellular region
235405_at	GSTA4	glutathione S-transferase A4	-1.323395718	-7.947587001	0.000557778	0.012511061	0.161446625	---	metabolic process	glutathione transferase activity /// glutathione transferase activity /// glutathione transferase activity /// transferase activity	cytoplasm
206295_at	IL18	interleukin 18 (interferon-gamma-inducing factor)	-1.32297615	-5.681030691	0.002512597	0.026956928	-1.567234854	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Hypertrophy_model>Hypertrophy_model</a>	angiogenesis /// response to hypoxia /// immune response /// immune response /// cell-cell signaling /// response to cold /// regulation of cell adhesion /// sleep /// sleep /// chemokine biosynthetic process /// T-helper 1 type immune response /// T-help	signal transducer activity /// cytokine activity /// cytokine activity /// interleukin-1 receptor binding	extracellular region /// extracellular region /// extracellular space
203382_s_at	APOE	apolipoprotein E	-1.322973208	-6.517466223	0.001371534	0.019113503	-0.870238283	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Statin_Pathway_PharmGKB>Statin_Pathway_PharmGKB</a>	response to reactive oxygen species /// negative regulation of endothelial cell proliferation /// triacylglycerol metabolic process /// triacylglycerol metabolic process /// cholesterol catabolic process /// transport /// lipid transport /// cellular calc	beta-amyloid binding /// lipid transporter activity /// protein binding /// phospholipid binding /// lipoprotein binding /// heparin binding /// heparin binding /// lipid binding /// lipid binding /// antioxidant activity /// cholesterol transporter activ	extracellular region /// extracellular region /// cytoplasm /// cytoplasm /// cytoplasm /// Golgi apparatus /// plasma membrane /// dendrite /// extrinsic to external side of plasma membrane /// very-low-density lipoprotein particle /// low-density lipopr
202722_s_at	GFPT1	glutamine-fructose-6-phosphate transaminase 1	-1.321448888	-8.88686834	0.000332636	0.009906591	0.749616102	---	carbohydrate metabolic process /// fructose 6-phosphate metabolic process /// energy reserve metabolic process /// glutamine metabolic process /// metabolic process /// carbohydrate biosynthetic process	glutamine-fructose-6-phosphate transaminase (isomerizing) activity /// glutamine-fructose-6-phosphate transaminase (isomerizing) activity /// sugar binding /// transaminase activity /// transferase activity	cytoplasm
223789_s_at	GTPBP2	GTP binding protein 2	-1.321328584	-3.279022476	0.022638252	0.105334384	-4.079712293	---	small GTPase mediated signal transduction	nucleotide binding /// GTPase activity /// GTPase activity /// GTP binding	---
215011_at	SNHG3	small nucleolar RNA host gene 3 (non-protein coding)	-1.320487098	-7.299785252	0.000822836	0.014996483	-0.283420212	---	---	---	---
226152_at	TTC7B	tetratricopeptide repeat domain 7B	-1.319071564	-2.984167202	0.031430525	0.12723213	-4.446686175	---	---	binding	---
1554462_a_at	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9	-1.317506003	-5.515668966	0.00285551	0.029027878	-1.714584911	---	protein folding	chaperone regulator activity /// chaperone regulator activity /// heat shock protein binding /// unfolded protein binding	nucleus /// nucleolus /// nucleolus /// cytoplasm /// cytoplasm /// endoplasmic reticulum
206028_s_at	MERTK	c-mer proto-oncogene tyrosine kinase	-1.317333712	-6.056859622	0.001898436	0.023028557	-1.244421628	---	protein amino acid phosphorylation /// protein amino acid phosphorylation /// cell surface receptor linked signal transduction /// cell-cell signaling /// visual perception /// response to stimulus	nucleotide binding /// protein kinase activity /// protein tyrosine kinase activity /// transmembrane receptor protein tyrosine kinase activity /// transmembrane receptor protein tyrosine kinase activity /// receptor activity /// ATP binding /// kinase ac	soluble fraction /// integral to plasma membrane /// membrane /// integral to membrane
221027_s_at	PLA2G12A	phospholipase A2, group XIIA	-1.31589048	-5.173248748	0.003757445	0.034447	-2.030625386	---	phospholipid metabolic process /// lipid catabolic process	phospholipase A2 activity /// calcium ion binding /// hydrolase activity /// metal ion binding /// calcium-dependent phospholipase A2 activity	extracellular region /// extracellular region /// cytoplasm
244546_at	CYCS	cytochrome c, somatic	-1.315517394	-3.690247171	0.014659773	0.080046567	-3.588957665	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Apoptosis>Apoptosis</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Apoptosis_GenMAPP>Apoptosis_GenMAPP</a> /// <a target	DNA fragmentation during apoptosis /// transport /// apoptosis /// apoptosis /// caspase activation via cytochrome c /// cellular respiration	protein serine/threonine phosphatase activity /// iron ion binding /// protein binding /// electron carrier activity /// heme binding /// heme binding /// electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrom	protein phosphatase type 2A complex /// nucleus /// mitochondrion /// mitochondrial respiratory chain /// mitochondrial intermembrane space /// mitochondrial matrix /// cytosol /// cytosol
203710_at	ITPR1	inositol 1,4,5-triphosphate receptor, type 1	-1.31400472	-3.820819222	0.012841345	0.073953929	-3.438517037	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Calcium_regulation_in_cardiac_cells>Calcium_regulation_in_cardiac_cells</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:G_	transport /// transport /// ion transport /// calcium ion transport /// calcium ion transport /// signal transduction /// signal transduction /// cell death	receptor activity /// receptor activity /// ion channel activity /// inositol 1,4,5-triphosphate-sensitive calcium-release channel activity /// calcium channel activity /// calcium channel activity /// calcium ion binding /// protein binding /// inositol-	endoplasmic reticulum /// endoplasmic reticulum /// endoplasmic reticulum /// endoplasmic reticulum membrane /// endoplasmic reticulum membrane /// integral to plasma membrane /// membrane /// integral to membrane /// platelet dense tubular network membra
208693_s_at	GARS	glycyl-tRNA synthetase	-1.310471215	-34.54161899	0.000000483	0.00080168	7.085029056	---	translation /// tRNA aminoacylation for protein translation /// glycyl-tRNA aminoacylation /// regulated secretory pathway	nucleotide binding /// aminoacyl-tRNA ligase activity /// glycine-tRNA ligase activity /// glycine-tRNA ligase activity /// protein binding /// ATP binding /// ligase activity	soluble fraction /// cytoplasm /// cytoplasm /// secretory granule
209383_at	DDIT3	DNA-damage-inducible transcript 3	-1.307206658	-5.457283653	0.002989555	0.029914971	-1.767416566	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:mRNA_processing_Reactome>mRNA_processing_Reactome</a>	response to amphetamine /// transcription /// regulation of transcription, DNA-dependent /// regulation of transcription, DNA-dependent /// response to DNA damage stimulus /// response to oxidative stress /// ER overload response /// cell cycle /// cell c	nucleic acid binding /// DNA binding /// DNA binding /// transcription factor activity /// transcription factor activity /// transcription corepressor activity /// RNA binding /// RNA binding /// protein binding /// zinc ion binding /// sequence-specific	intracellular /// nucleus /// nucleus /// cytoplasm
220122_at	MCTP1	multiple C2 domains, transmembrane 1	-1.304879227	-4.756132976	0.005348392	0.042741734	-2.436635884	---	calcium-mediated signaling	calcium ion binding /// calcium ion binding /// calcium-dependent phospholipid binding	membrane fraction /// membrane /// integral to membrane /// integral to membrane
212290_at	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	-1.302864128	-6.729588544	0.001188291	0.017828052	-0.70533162	---	transport /// transport /// amino acid transport	receptor activity /// amino acid transmembrane transporter activity	integral to plasma membrane /// membrane /// integral to membrane
216913_s_at	RRP12	ribosomal RNA processing 12 homolog (S. cerevisiae)	-1.299938147	-10.05851336	0.000186279	0.007615629	1.403280411	---	---	binding	nucleus /// membrane /// integral to membrane /// nuclear membrane
222411_s_at	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)	-1.296897311	-18.00330302	0.0000115	0.00236419	4.377272081	---	cotranslational protein targeting to membrane	receptor activity /// signal sequence binding /// protein binding	endoplasmic reticulum /// translocon complex /// endoplasmic reticulum membrane /// microsome /// membrane /// integral to membrane /// integral to endoplasmic reticulum membrane
224567_x_at	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	-1.295470045	-4.994681177	0.004359131	0.0376431	-2.201526115	---	protein folding /// mitochondrial transport /// response to stress /// response to unfolded protein /// signal transduction /// protein refolding /// positive regulation of nitric oxide biosynthetic process /// positive regulation of nitric oxide biosynth	nucleotide binding /// nucleotide binding /// protein binding /// protein binding /// protein binding /// ATP binding /// ATP binding /// nitric-oxide synthase regulator activity /// nitric-oxide synthase regulator activity /// TPR domain binding /// TPR	cytoplasm /// cytosol /// melanosome
203675_at	NUCB2	nucleobindin 2	-1.291788697	-4.486462365	0.00679934	0.049345444	-2.712135028	---	---	DNA binding /// DNA binding /// calcium ion binding /// calcium ion binding	extracellular region /// extracellular space /// nucleus /// nuclear outer membrane /// cytoplasm /// endoplasmic reticulum /// ER-Golgi intermediate compartment /// cytosol /// plasma membrane /// membrane
210688_s_at	CPT1A	carnitine palmitoyltransferase 1A (liver)	-1.290262581	-3.763223252	0.013609465	0.076416828	-3.504553562	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Fatty_Acid_Degradation>Fatty_Acid_Degradation</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Mitochondrial_fatty_acid_bet	glucose metabolic process /// lipid metabolic process /// fatty acid metabolic process /// fatty acid beta-oxidation /// transport /// eating behavior /// regulation of insulin secretion	carnitine O-palmitoyltransferase activity /// carnitine O-palmitoyltransferase activity /// acyltransferase activity /// transferase activity	mitochondrion /// mitochondrion /// mitochondrial outer membrane /// mitochondrial inner membrane /// microsome /// membrane /// integral to membrane /// outer membrane
235198_at	OSTM1	osteopetrosis associated transmembrane protein 1	-1.288720831	-3.59977593	0.01609356	0.085198836	-3.694731852	---	---	---	membrane /// integral to membrane
224932_at	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	-1.288587089	-11.53890968	0.0000973	0.005755163	2.125231445	---	---	---	mitochondrion
1555962_at	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	-1.287025903	-6.384913793	0.00150308	0.0201728	-0.975609047	---	protein amino acid glycosylation	galactosyltransferase activity /// transferase activity /// transferase activity, transferring glycosyl groups	Golgi membrane /// Golgi apparatus /// membrane /// integral to membrane
205180_s_at	ADAM8	ADAM metallopeptidase domain 8	-1.285060777	-3.196134099	0.02479107	0.111383116	-4.181658169	---	proteolysis /// integrin-mediated signaling pathway /// cell-cell adhesion	metalloendopeptidase activity /// peptidase activity /// metallopeptidase activity /// metallopeptidase activity /// zinc ion binding /// hydrolase activity /// metal ion binding	plasma membrane /// integral to plasma membrane /// membrane /// integral to membrane
203741_s_at	ADCY7	adenylate cyclase 7	-1.284916466	-11.06901497	0.000118521	0.006214004	1.907245973	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Calcium_regulation_in_cardiac_cells>Calcium_regulation_in_cardiac_cells</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:G_	cAMP biosynthetic process /// cAMP biosynthetic process /// signal transduction /// activation of adenylate cyclase activity /// intracellular signaling cascade /// cyclic nucleotide biosynthetic process	magnesium ion binding /// adenylate cyclase activity /// adenylate cyclase activity /// lyase activity /// phosphorus-oxygen lyase activity /// metal ion binding	plasma membrane /// integral to plasma membrane /// membrane /// integral to membrane
202147_s_at	IFRD1	interferon-related developmental regulator 1	-1.283507169	-6.229898514	0.001676347	0.021422272	-1.101178341	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Hypertrophy_model>Hypertrophy_model</a>	multicellular organismal development /// myoblast cell fate determination /// adult somatic muscle development /// cell differentiation /// muscle cell differentiation	binding	nucleus
242786_at	---	---	-1.283357944	-7.904627559	0.000571848	0.012742327	0.132997058	---	---	---	---
214373_at	---	---	-1.281153163	-10.45593236	0.000155182	0.007057083	1.607541704	---	---	---	---
225174_at	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10	-1.281039061	-6.911809027	0.00105369	0.016857481	-0.567200074	---	protein folding /// cell redox homeostasis	heat shock protein binding /// unfolded protein binding	extracellular region /// endoplasmic reticulum /// endoplasmic reticulum lumen
207631_at	NBR2	neighbor of BRCA1 gene 2	-1.28077489	-5.243687401	0.003547293	0.033288232	-1.964377712	---	---	GTP binding	---
228354_at	MORN4	MORN repeat containing 4	-1.279195759	-5.764560354	0.002357939	0.025896066	-1.494061269	---	---	---	---
202920_at	ANK2	ankyrin 2, neuronal	-1.277622649	-4.881563439	0.00479881	0.039854514	-2.312027649	---	signal transduction	protein binding /// protein binding	cytoplasm /// cytoskeleton
213432_at	MUC5B	mucin 5B, oligomeric mucus/gel-forming	-1.277536478	-4.700948215	0.005613291	0.044035618	-2.492162056	---	cell adhesion	extracellular matrix structural constituent /// protein binding /// protease inhibitor activity	extracellular region /// extracellular region /// proteinaceous extracellular matrix
1556267_at	C12orf28	chromosome 12 open reading frame 28	-1.277264983	-20.68631355	0.00000587	0.001656717	5.030368481	---	regulation of transcription	transcription factor activity	extracellular region /// nucleus
