Probe Set ID	Unigene(Avadis)	Gene Title	Gene Symbol	Fold change	p-value
214696_at	Hs.417157	hypothetical protein MGC14376	MGC14376	2.1066647	0.008206526
236729_at	Hs.141125	Caspase 3, apoptosis-related cysteine protease	CASP3	2.106636	0.041822236
237978_at	Hs.134830	Collagen, type VIII, alpha 1	COL8A1	2.1057367	0.007488402
205323_s_at	Hs.471991	metal-regulatory transcription factor 1	MTF1	2.1028905	0.039167337
1555007_s_at	Hs.507125	hypothetical protein MGC33630	MGC33630	2.0961812	0.049547005
224016_at	Hs.397465	homeodomain interacting protein kinase 2	HIPK2	2.095963	0.023274569
238219_at	Hs.112930	hypothetical protein FLJ35821	FLJ35821	2.0949512	0.011492062
244537_at	Hs.50308	Huntingtin interacting protein 2	HIP2	2.094377	0.025456449
205746_s_at	Hs.404914	a disintegrin and metalloproteinase domain 17 (tumor necrosis factor, alpha, converting enzyme)	ADAM17	2.0938723	0.02169362
211434_s_at	Hs.458436	chemokine (C-C motif) receptor-like 2	CCRL2	2.0926359	0.003710031
217721_at	Hs.546680	septin 7 /// similar to bA291L22.2 (similar to CDC10 (cell division cycle 10, S. cerevisiae, homolog)) /// similar to cell division cycle 10 homolog	SEPT7 /// LOC441038 /// LOC442537	2.0905368	0.004530503
232821_at	Hs.447626	chromosome 20 open reading frame 65	C20orf65	2.0900412	0.025310881
204440_at	Hs.484703	CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)	CD83	2.0897522	0.001125253
210809_s_at	Hs.136348	periostin, osteoblast specific factor	POSTN	2.089371	0.042139545
205156_s_at	Hs.274361	amiloride-sensitive cation channel 2, neuronal	ACCN2	2.0881743	0.04401889
229651_at	Hs.21837	seizure related 6 homolog (mouse)	SEZ6	2.0866075	0.004716312
236755_at	Hs.477003	Hypothetical protein FLJ11046	FLJ11046	2.0853589	0.013096011
1553917_at	Hs.173939	phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III	PIP5K3	2.084977	0.016625289
1566219_at		hypothetical protein LOC338651	LOC338651	2.0842164	0.046496928
221684_s_at	Hs.302019	nyctalopin	NYX	2.0829957	0.02746397
237265_at	Hs.213700	hypothetical protein MGC35212	MGC35212	2.0826957	0.019650368
207694_at	Hs.2229	POU domain, class 3, transcription factor 4	POU3F4	2.0820467	0.03008219
1555323_at	Hs.511951	ATP-binding cassette, sub-family B (MDR/TAP), member 9	ABCB9	2.0788953	0.04122769
213450_s_at	Hs.14155	inducible T-cell co-stimulator ligand	ICOSLG	2.0760603	0.002949165
227556_at	Hs.274479	non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)	NME7	2.0710206	0.020023903
228252_at	Hs.112160	chromosome 15 open reading frame 20	C15orf20	2.070337	0.04771333
239078_at	Hs.6236	hypothetical protein FLJ32421	FLJ32421	2.069805	0.031637672
220136_s_at	Hs.415790	crystallin, beta A2	CRYBA2	2.0689185	0.013143444
243845_at	Hs.205173	Preimplantation protein 3	PREI3	2.068661	0.019085424
234739_at	Hs.16019	PTPRF interacting protein, binding protein 2 (liprin beta 2)	PPFIBP2	2.0672164	0.020925445
230516_at	Hs.87385	Chromosome 7 open reading frame 30	C7orf30	2.064841	0.047301676
234936_s_at	Hs.303820	KIAA1345 protein	KIAA1345	2.061603	0.021036219
208564_at	Hs.248139	potassium voltage-gated channel, shaker-related subfamily, member 2	KCNA2	2.0595741	0.029261826
229881_at	Hs.373857	Kruppel-like factor 12	KLF12	2.0577154	0.043667186
205650_s_at	Hs.351593	fibrinogen, A alpha polypeptide	FGA	2.0555208	0.032763124
203315_at	Hs.529244	NCK adaptor protein 2	NCK2	2.0552826	0.015674854
222549_at	Hs.439060	claudin 1	CLDN1	2.05478	0.024459867
230526_at	Hs.16165	Epidermodysplasia verruciformis 1	EVER1	2.0514853	0.018176854
207282_s_at	Hs.2830	myogenin (myogenic factor 4)	MYOG	2.0495303	0.014475776
1563299_at	Hs.129882	Interphotoreceptor matrix proteoglycan 1	IMPG1	2.048872	0.025688482
231515_at	Hs.465475	ATPase, Class II, type 9B	ATP9B	2.0465076	0.008076137
227066_at	Hs.97927	MOB1, Mps One Binder kinase activator-like 2C (yeast)	MOBKL2C	2.046029	0.04532028
211839_s_at	Hs.173894	colony stimulating factor 1 (macrophage)	CSF1	2.0452278	0.008675629
202716_at	Hs.417549	protein tyrosine phosphatase, non-receptor type 1	PTPN1	2.0432212	0.010932588
1564352_at	Hs.517394	cat eye syndrome chromosome region, candidate 3	CECR3	2.0405195	0.025323959
220253_s_at	Hs.301974	low density lipoprotein-related protein 12	LRP12	2.0375082	0.02863205
238621_at	Hs.446867	formin 1	FMN1	2.0371876	0.029258618
208468_at	Hs.187577	SRY (sex determining region Y)-box 21	SOX21	2.0356104	0.0216459
203904_x_at	Hs.527778	kangai 1 (suppression of tumorigenicity 6, prostate; CD82 antigen (R2 leukocyte antigen, antigen detected by monoclonal and antibody IA4))	KAI1	2.0355415	0.026329009
236808_at	Hs.406184	FGFR1 oncogene partner 2	FGFR1OP2	2.0353167	0.027805148
235593_at	Hs.34871	Zinc finger homeobox 1b	ZFHX1B	2.0346396	0.017002385
1560514_at	Hs.134882	hypothetical protein LOC285205	LOC285205	2.0340457	0.016649608
1554919_s_at	Hs.521012	hypothetical protein FLJ21062	FLJ21062	2.0339324	0.0340971
223800_s_at	Hs.469633	LIM and senescent cell antigen-like domains 3	LIMS3	2.032435	0.019520031
220830_at	Hs.272380	interphotoreceptor matrix proteoglycan 2	IMPG2	2.031487	0.041865263
204681_s_at	Hs.174768	Rap guanine nucleotide exchange factor (GEF) 5	RAPGEF5	2.0287178	0.029130347
235131_at	Hs.525389	ras homolog gene family, member J	RHOJ	2.0278552	0.030399146
220570_at	Hs.283091	resistin	RETN	2.027162	0.015485304
209324_s_at	Hs.413297	regulator of G-protein signalling 16	RGS16	2.0259123	0.025339479
231297_at	Hs.465554	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	DOT1L	2.025779	0.03446606
1562729_at	Hs.463412	Sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)	SGCA	2.0254858	0.002582189
227248_at	Hs.272848	hypothetical protein FLJ21019	FLJ21019	2.023158	0.02843143
1560881_a_at	Hs.98186	chromosome 21 open reading frame 22	C21orf22	2.0227833	0.04422754
217020_at	Hs.436538	retinoic acid receptor, beta	RARB	2.022215	0.014243458
241932_at	Hs.508545	Phosphoglycerate dehydrogenase like 1	PHGDHL1	2.0217052	0.000436525
207317_s_at	Hs.57975	calsequestrin 2 (cardiac muscle)	CASQ2	2.0216618	0.03998421
220264_s_at	Hs.512461	G protein-coupled receptor 107	GPR107	2.0216389	0.049347095
204380_s_at	Hs.1420	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	FGFR3	2.0207477	0.00129164
218330_s_at	Hs.502116	neuron navigator 2	NAV2	2.0180976	0.02788489
1562682_at	Hs.512943	hypothetical protein LOC283666	LOC283666	2.0165997	0.016698772
1554520_at	Hs.192155	hypothetical locus LOC283861	LOC283861	2.0155294	0.04103568
239921_at	Hs.491104	similar to matrilin 2 precursor	LOC285929	2.0150976	0.013577191
202240_at	Hs.329989	polo-like kinase 1 (Drosophila)	PLK1	2.01418	0.04320373
232579_at	Hs.308710	KIAA1718 protein	KIAA1718	2.01359	0.039562576
1565579_at	Hs.475401	TatD DNase domain containing 2	TATDN2	2.0115209	0.028122663
207800_at	Hs.532489	A kinase (PRKA) anchor protein 5	AKAP5	2.0113049	0.016770888
219815_at	Hs.44856	galactose-3-O-sulfotransferase 4	GAL3ST4	2.0112386	0.02924771
207453_s_at	Hs.237506	DnaJ (Hsp40) homolog, subfamily B, member 5	DNAJB5	2.0096302	0.00455616
1569468_at	Hs.546677	similar to zinc finger protein 595	LOC441002	2.0081334	0.026566073
204878_s_at	Hs.291623	TAO kinase 2	TAOK2	2.0072985	0.028956674
1563840_at	Hs.459114	elongation factor Tu GTP binding domain containing 1	EFTUD1	2.0065284	0.008213949
231261_at	Hs.324335	chromosome 19 open reading frame 15	C19orf15	2.0034347	0.024184937
233576_at	Hs.147054	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1	HMGCLL1	2.003185	0.025704341
202112_at	Hs.440848	von Willebrand factor	VWF	2.0005493	0.040262286
218431_at	Hs.16157	chromosome 14 open reading frame 133	C14orf133	-2.0009124	0.036804363
235119_at	Hs.527688	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa	TAF3	-2.001216	0.047130812
203482_at	Hs.447458	chromosome 10 open reading frame 6	C10orf6	-2.0013988	0.007808426
1553158_at	Hs.334526	hypothetical protein MGC14126	MGC14126	-2.0032992	0.041411567
243382_at	Hs.371885	hypothetical LOC388952	LOC388952	-2.0056713	0.001680718
1557133_at	Hs.317627	hypothetical protein LOC286411	LOC286411	-2.0074272	0.034391202
1555078_at	Hs.381893	hypothetical protein MGC46336	MGC46336	-2.0091035	0.039051346
235728_at	Hs.48832	hypothetical protein FLJ30726	FLJ30726	-2.0110216	0.013189377
209987_s_at	Hs.524672	achaete-scute complex-like 1 (Drosophila)	ASCL1	-2.014095	0.003516848
1556374_s_at	Hs.510213	Tetratricopeptide repeat domain 7B	TTC7B	-2.014493	0.015630769
202664_at	Hs.128067	Wiskott-Aldrich syndrome protein interacting protein	WASPIP	-2.0192034	0.022314541
219100_at	Hs.134491	oligonucleotide/oligosaccharide-binding fold containing 1	OBFC1	-2.019678	0.048634164
213067_at	Hs.16355	myosin, heavy polypeptide 10, non-muscle	MYH10	-2.020659	0.040512126
229632_s_at	Hs.512627	hypothetical protein FLJ10569	FLJ10569	-2.0212533	0.00015327
206101_at	Hs.117060	extracellular matrix protein 2, female organ and adipocyte specific	ECM2	-2.0241408	0.000147652
219611_s_at	Hs.63795	hypothetical protein DKFZp434L0117	DKFZP434L0117	-2.0265672	0.018288892
229595_at	Hs.517815	coiled-coil-helix-coiled-coil-helix domain containing 4	CHCHD4	-2.0266166	0.019047027
218142_s_at	Hs.18925	cereblon	CRBN	-2.031897	0.018236747
1553764_a_at	Hs.508910	jub, ajuba homolog (Xenopus laevis)	JUB	-2.033221	0.024330117
224825_at	Hs.472852	deoxynucleotidyltransferase, terminal, interacting protein 1	DNTTIP1	-2.0358858	0.005840092
219821_s_at	Hs.484686	glucose-fructose oxidoreductase domain containing 1	GFOD1	-2.0366342	0.010894991
203846_at	Hs.209217	tripartite motif-containing 32	TRIM32	-2.0388799	0.014359051
218263_s_at	Hs.25726	transposon-derived Buster1 transposase-like protein gene	LOC58486	-2.0389166	0.026434489
205063_at	Hs.533862	survival of motor neuron protein interacting protein 1	SIP1	-2.0390577	0.016829036
214806_at	Hs.505202	bicaudal D homolog 1 (Drosophila)	BICD1	-2.0429707	0.018854458
226683_at	Hs.432755	Sorting nexin associated golgi protein 1	SNAG1	-2.04668	0.023173826
236324_at	Hs.501262	Myelin basic protein	MBP	-2.0484135	0.008654064
218869_at	Hs.461571	malonyl-CoA decarboxylase	MLYCD	-2.0514011	0.010080707
212258_s_at	Hs.298990	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	SMARCA2	-2.05209	0.03358312
221763_at	Hs.413416	jumonji domain containing 1C	JMJD1C	-2.0539134	0.024492964
1568639_a_at	Hs.287582	Hypothetical protein LOC90246	LOC90246	-2.0540984	0.029076653
229859_at	Hs.353214	Intercellular adhesion molecule 3	ICAM3	-2.0543337	0.00330444
228340_at	Hs.287362	Transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	TLE3	-2.0558665	0.016862387
219456_s_at	Hs.326822	Ras and Rab interactor 3	RIN3	-2.0603497	0.000762865
212145_at	Hs.482491	mitochondrial ribosomal protein S27	MRPS27	-2.0627575	0.021502778
202190_at	Hs.172865	cleavage stimulation factor, 3 pre-RNA, subunit 1, 50kDa	CSTF1	-2.0628464	0.048354473
221637_s_at	Hs.9061	hypothetical protein MGC2477	MGC2477	-2.0658586	0.01919796
220196_at	Hs.432676	mucin 16	MUC16	-2.067623	0.017022232
218950_at	Hs.25277	centaurin, delta 3	CENTD3	-2.0682566	0.002823881
223356_s_at	Hs.534582	mitochondrial translational initiation factor 3	MTIF3	-2.0706775	0.013410786
214279_s_at	Hs.525205	NDRG family member 2	NDRG2	-2.0735056	0.045503844
209375_at	Hs.475538	xeroderma pigmentosum, complementation group C	XPC	-2.076067	0.003730937
204957_at	Hs.432948	origin recognition complex, subunit 5-like (yeast)	ORC5L	-2.0770082	0.034788016
225313_at	Hs.504920	chromosome 20 open reading frame 177	C20orf177	-2.0791183	0.03823715
1554609_at	Hs.292791	similar to Cytochrome c, somatic	MGC12965	-2.0817647	0.010496464
235343_at	Hs.96885	Hypothetical protein FLJ12505	FLJ12505	-2.0821266	0.02365373
239604_at	Hs.221436	RNA binding motif, single stranded interacting protein	RBMS3	-2.0829532	0.03736102
218697_at	Hs.102929	NCK interacting protein with SH3 domain	NCKIPSD	-2.0839164	0.037845556
221290_s_at	Hs.515016	melanoma associated antigen (mutated) 1	MUM1	-2.0870285	0.010912289
218147_s_at	Hs.297304	glycosyltransferase 8 domain containing 1	GLT8D1	-2.0884187	0.020452524
1559375_s_at	Hs.463074	ATPase, H+ transporting, lysosomal V0 subunit a isoform 1	ATP6V0A1	-2.09277	0.0364364
228168_at	Hs.429	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9) isoform 3	ATP5G3	-2.093912	0.046481997
216987_at	Hs.401013	interferon regulatory factor 4	IRF4	-2.096333	0.00228301
220900_at		hypothetical protein FLJ12078	FLJ12078	-2.0983205	0.04673719
223751_x_at	Hs.120551	toll-like receptor 10	TLR10	-2.09879271	0.003307668
226782_at	Hs.507945	solute carrier family 25, member 30	SLC25A30	-2.0992823	0.020634452
211178_s_at	Hs.129758	proline-serine-threonine phosphatase interacting protein 1	PSTPIP1	-2.105576	0.010586926
206648_at	Hs.546391	zinc finger protein 571	ZNF571	-2.105638	0.025874896
230179_at	Hs.435694	hypothetical protein LOC285812	LOC285812	-2.1058278	0.034835998
43427_at		hypothetical protein LOC283445	LOC283445	-2.107326	0.001523496
229043_at	Hs.514342	PAP associated domain containing 5	PAPD5	-2.109189	0.028698206
204547_at	Hs.484068	RAB40B, member RAS oncogene family	RAB40B	-2.1093597	0.026808508
223580_at	Hs.479856	likely ortholog of mouse gene rich cluster, C9 gene	GRCC9	-2.1112862	0.04184224
223181_at	Hs.532835	chromosome 18 open reading frame 55	C18orf55	-2.113754	0.03261746
205062_x_at	Hs.161000	AT rich interactive domain 4A (RBP1-like)	ARID4A	-2.1148243	0.01325806
223711_s_at	Hs.13645	thymocyte protein thy28	THY28	-2.1178224	0.018975623
218935_at	Hs.368808	EH-domain containing 3	EHD3	-2.1198084	0.002687704
201920_at	Hs.546297	solute carrier family 20 (phosphate transporter), member 1	SLC20A1	-2.1229417	0.040543083
225437_s_at	Hs.520623	chromosome 7 open reading frame 27	C7orf27	-2.1230073	0.041812234
227822_at	Hs.29698	zinc finger protein 605	ZNF605	-2.123068	0.031848878
204216_s_at	Hs.410913	nuclear protein UKp68	FLJ11806	-2.1240778	0.009565877
240593_x_at	Hs.144114	Calcium/calmodulin-dependent protein kinase (CaM kinase) II delta	CAMK2D	-2.1246815	0.017419165
205371_s_at	Hs.270570	dihydrolipoamide branched chain transacylase E2	DBT	-2.125911	0.03441384
220125_at	Hs.112667	dynein, axonemal, intermediate polypeptide 1	DNAI1	-2.1333413	0.028363539
225040_s_at	Hs.282260	ribulose-5-phosphate-3-epimerase	RPE	-2.1347444	0.02149794
1556229_at	Hs.268606	Transient receptor potential cation channel, subfamily V, member 1	TRPV1	-2.1386652	0.041560475
218904_s_at	Hs.532296	chromosome 9 open reading frame 40	C9orf40	-2.1412506	0.047704387
227420_at	Hs.465643	hypothetical protein MGC17791	MGC17791	-2.143899	0.03199395
238454_at	Hs.121283	zinc finger protein 540	ZNF540	-2.1449416	0.01827572
218259_at	Hs.49143	MKL/myocardin-like 2	MKL2	-2.1450634	0.012128322
236379_at	Hs.175437	Erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)	EPB41	-2.1487663	0.004523733
223535_at	Hs.434289	nudix (nucleoside diphosphate linked moiety X)-type motif 12	NUDT12	-2.16342	0.010403154
219008_at	Hs.187823	hypothetical protein FLJ21820	FLJ21820	-2.16489	0.03991644
220351_at	Hs.310512	chemokine (C-C motif) receptor-like 1	CCRL1	-2.1715784	0.002799076
1557984_s_at	Hs.437855	hypothetical protein FLJ21908	FLJ21908	-2.1718817	0.035556242
204902_s_at	Hs.283610	APG4 autophagy 4 homolog B (S. cerevisiae)	APG4B	-2.1753292	0.046133403
219099_at	Hs.504545	chromosome 12 open reading frame 5	C12orf5	-2.1777196	0.033173773
207705_s_at	Hs.472347	KIAA0980 protein	KIAA0980	-2.1789846	0.039473586
219345_at	Hs.13880	CGI-143 protein	CGI-143	-2.179877	0.022975216
213019_at	Hs.167496	RAN binding protein 6	RANBP6	-2.1801429	0.014739113
227572_at	Hs.486434	Ubiquitin specific protease 30	USP30	-2.1820285	0.034409415
221591_s_at	Hs.404323	hypothetical protein FLJ10156	FLJ10156	-2.1879373	0.002475037
227157_at	Hs.351470	hypothetical protein FLJ33167	FLJ33167	-2.189986	0.047325764
205309_at	Hs.123659	sphingomyelin phosphodiesterase, acid-like 3B	SMPDL3B	-2.1914773	0.038630154
243938_x_at	Hs.212360	dynein, axonemal, heavy polypeptide 5	DNAH5	-2.1953516	0.04818082
237468_at	Hs.133421	Leukemia inhibitory factor receptor	LIFR	-2.1972897	0.03046899
229526_at	Hs.503345	aquaporin 11	AQP11	-2.1980677	0.04731283
225424_at	Hs.42586	glycerol-3-phosphate acyltransferase, mitochondrial	GPAM	-2.1991718	0.04780262
219002_at	Hs.529276	hypothetical protein FLJ21901	FLJ21901	-2.202452	0.006101975
216835_s_at	Hs.103854	docking protein 1, 62kDa (downstream of tyrosine kinase 1)	DOK1	-2.2070282	0.007890306
222238_s_at	Hs.520792	polymerase (DNA directed), mu	POLM	-2.2132914	0.003090421
214219_x_at	Hs.95424	mitogen-activated protein kinase kinase kinase kinase 1	MAP4K1	-2.2144084	0.036898598
237503_at	Hs.444536	solute carrier family 5 (iodide transporter), member 8	SLC5A8	-2.2172675	0.034702603
227112_at	Hs.537122	Olfactory receptor, family 6, subfamily M, member 1	OR6M1	-2.2184422	0.014166296
204809_at	Hs.113823	ClpX caseinolytic protease X homolog (E. coli)	CLPX	-2.2209368	0.015671372
203345_s_at	Hs.31016	likely ortholog of mouse metal response element binding transcription factor 2	M96	-2.2212045	0.000739263
213351_s_at	Hs.477547	transmembrane and coiled-coil domains 1	TMCC1	-2.2222252	0.03394227
220661_s_at	Hs.377705	hypothetical protein FLJ20531	FLJ20531	-2.2227576	0.035246305
227798_at	Hs.519005	SMAD, mothers against DPP homolog 1 (Drosophila)	SMAD1	-2.2235184	0.04060966
243109_at	Hs.33368	Multiple C2-domains with two transmembrane regions 2	MCTP2	-2.2238157	0.04391597
227182_at	Hs.88417	sushi domain containing 3	SUSD3	-2.227209	0.041758653
225743_at	Hs.33719	RNA pseudouridylate synthase domain containing 3	RPUSD3	-2.2295663	0.02090854
237674_at	Hs.389438	KIAA0590 gene product	KIAA0590	-2.234184	0.004171651
218130_at	Hs.163113	hypothetical protein MGC4368	MGC4368	-2.2419522	0.017731607
207877_s_at	Hs.497867	nuclear VCP-like	NVL	-2.2437582	0.006378195
207577_at	Hs.483773	5-hydroxytryptamine (serotonin) receptor 4	HTR4	-2.2520347	0.03398696
243029_at	Hs.229335	Kringle containing transmembrane protein 1	KREMEN1	-2.2550118	0.015595238
217564_s_at	Hs.149252	carbamoyl-phosphate synthetase 1, mitochondrial	CPS1	-2.256208	0.034880564
212798_s_at	Hs.157378	ankyrin repeat and MYND domain containing 2	ANKMY2	-2.257094	0.019490022
201789_at	Hs.59719	Dehydrogenase/reductase (SDR family) member 7	DHRS7	-2.2571206	0.000592276
236570_at	Hs.370303	zinc finger protein 366	ZNF366	-2.2574334	0.03493788
216469_at	Hs.452082	similar to PRED65	LOC392345	-2.2589757	0.020315433
235339_at	Hs.446217	SET domain, bifurcated 2	SETDB2	-2.2621522	0.02488403
238682_at	Hs.381181	hypothetical protein FLJ90575	FLJ90575	-2.263194	0.002909937
232725_s_at	Hs.523702	membrane-spanning 4-domains, subfamily A, member 6A	MS4A6A	-2.2669058	0.028868115
225372_at	Hs.310897	PP2135 protein	PP2135	-2.272334	0.014922145
229052_at	Hs.158935	ankyrin repeat domain 23	ANKRD23	-2.2757287	0.014811192
207556_s_at	Hs.502461	diacylglycerol kinase, zeta 104kDa	DGKZ	-2.2771578	0.006382245
202163_s_at	Hs.26703	CCR4-NOT transcription complex, subunit 8	CNOT8	-2.2774615	0.021033658
209348_s_at	Hs.134859	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	MAF	-2.2833328	0.033666447
212319_at	Hs.513861	RUN and TBC1 domain containing 1	RUTBC1	-2.284311	0.037885945
219291_at	Hs.127432	x 009 protein	MDS009	-2.2862465	0.030856516
205140_at	Hs.47122	fucose-1-phosphate guanylyltransferase	FPGT	-2.2940183	0.031204175
205801_s_at	Hs.143674	RAS guanyl releasing protein 3 (calcium and DAG-regulated)	RASGRP3	-2.2964401	0.012541834
219344_at	Hs.438419	solute carrier family 29 (nucleoside transporters), member 3	SLC29A3	-2.2990909	0.003005992
228190_at	Hs.7353	APG4 autophagy 4 homolog C (S. cerevisiae)	APG4C	-2.2991087	0.03292638
225739_at	Hs.406788	RAB11 family interacting protein 4 (class II)	RAB11FIP4	-2.3066063	0.033161357
227678_at	Hs.61188	Ku70-binding protein 3	KUB3	-2.3153405	0.03317494
1569864_at	Hs.154706	serine active site containing 1	SERAC1	-2.3185303	0.000932749
1554438_at	Hs.445885	KIAA1217	KIAA1217	-2.3236625	0.028763147
227811_at	Hs.411081	FGD1 family, member 3	FGD3	-2.3243225	0.034329433
57715_at	Hs.241545	family with sequence similarity 26, member B	FAM26B	-2.3247962	0.002732614
212615_at	Hs.530936	chromodomain helicase DNA binding protein 9	CHD9	-2.3282025	0.023054365
1561225_at	Hs.434365	hypothetical protein LOC338579	LOC338579	-2.33167	0.028686639
1555171_at	Hs.132001	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	ST3GAL3	-2.3320436	0.048915844
239620_at	Hs.435742	hypothetical protein FLJ25439	FLJ25439	-2.33235	0.04541318
204364_s_at	Hs.368884	chromosome 2 open reading frame 23	C2orf23	-2.3337739	0.001864905
232070_at	Hs.449265	Hypothetical protein FLJ90723	FLJ90723	-2.3338726	0.03193051
228536_at	Hs.29645	hypothetical protein BC004337	LOC90826	-2.3429456	0.004720267
1552497_a_at	Hs.492348	SLAM family member 6	SLAMF6	-2.3443112	0.017678188
222799_at	Hs.371722	HSPC049 protein	HSPC049	-2.3504844	0.011335467
209201_x_at	Hs.421986	chemokine (C-X-C motif) receptor 4	CXCR4	-2.3711178	0.01133342
218897_at	Hs.439991	hypothetical protein MGC10993	MGC10993	-2.374174	0.014214871
227612_at	Hs.1701	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)	ELAVL3	-2.374411	0.039811663
242584_at	Hs.440466	hypothetical protein FLJ13305	FLJ13305	-2.3771715	0.0316035
231154_x_at	Hs.127011	tubulointerstitial nephritis antigen	TINAG	-2.3808339	0.038256712
222697_s_at	Hs.477115	abhydrolase domain containing 10	ABHD10	-2.3824368	0.011969077
1553286_at	Hs.47712	zinc finger protein 555	ZNF555	-2.3863595	0.038197834
204759_at	Hs.25447	chromosome condensation 1-like	CHC1L	-2.391843	0.020442812
219539_at	Hs.143818	gem (nuclear organelle) associated protein 6	GEMIN6	-2.4056325	0.000373534
220889_s_at	Hs.463466	carbonic anhydrase X	CA10	-2.4112575	0.004737581
1554706_at	Hs.546529	olfactory receptor, family 2, subfamily L, member 13	OR2L13	-2.4150102	0.045102682
241682_at	Hs.470549	hypothetical protein MGC2610	MGC2610	-2.4158874	0.044162557
218300_at	Hs.460568	hypothetical protein MGC4606	MGC4606	-2.4160683	0.002243758
205782_at	Hs.122006	fibroblast growth factor 7 (keratinocyte growth factor)	FGF7	-2.4192948	0.032437295
219289_at	Hs.313917	hypothetical protein FLJ20718	FLJ20718	-2.4207954	0.022222705
215342_s_at	Hs.495391	RAB GTPase activating protein 1-like	RABGAP1L	-2.42127	0.018406766
53202_at	Hs.214247	chromosome 7 open reading frame 25	C7orf25	-2.4212832	0.04706099
230708_at	Hs.524348	Prickle-like 1 (Drosophila)	PRICKLE1	-2.4322379	0.004878148
227726_at	Hs.513804	ring finger protein 166	RNF166	-2.432604	0.014413808
227647_at	Hs.523899	potassium voltage-gated channel, Isk-related family, member 3	KCNE3	-2.43763	0.02990007
225432_s_at	Hs.488051	CSRP2 binding protein	CSRP2BP	-2.442735	0.010606898
1557566_at		hypothetical protein LOC148987	LOC148987	-2.4489346	0.03480993
226185_at	Hs.444924	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	CDS1	-2.4504416	0.01598484
231504_at	Hs.100743	hypothetical protein BC015395	LOC130940	-2.4520555	0.024468616
1553269_at	Hs.428579	hypothetical protein FLJ90036	FLJ90036	-2.4556015	0.028769502
217259_at	Hs.343873	Myotubularin related protein 7	MTMR7	-2.469067	0.028858388
218414_s_at	Hs.460107	nudE nuclear distribution gene E homolog 1 (A. nidulans)	NDE1	-2.4742324	0.016070955
226820_at	Hs.524248	FLJ25476 protein	FLJ25476	-2.47556	0.00458665
204092_s_at	Hs.250822	serine/threonine kinase 6	STK6	-2.480083	0.04653628
213714_at	Hs.59093	calcium channel, voltage-dependent, beta 2 subunit	CACNB2	-2.4889457	0.043182064
1568658_at	Hs.140617	hypothetical gene supported by AK075484; BC014578	LOC339804	-2.4909008	0.02350168
209441_at	Hs.372688	Rho-related BTB domain containing 2	RHOBTB2	-2.5063865	0.01860812
201286_at	Hs.224607	syndecan 1	SDC1	-2.507099	0.016030822
209724_s_at	Hs.156000	zinc finger protein 161 homolog (mouse)	ZFP161	-2.5161324	0.024391444
209684_at	Hs.472270	Ras and Rab interactor 2	RIN2	-2.5188549	0.019873518
220310_at	Hs.163079	tubulin, alpha-like 3	TUBAL3	-2.5208852	0.03303784
205234_at	Hs.351306	solute carrier family 16 (monocarboxylic acid transporters), member 4	SLC16A4	-2.5270717	0.048833214
220560_at	Hs.272100	chromosome 11 open reading frame 21	C11orf21	-2.5288115	0.02527156
211011_at	Hs.444842	collagen, type XIX, alpha 1	COL19A1	-2.529891	0.03871557
226093_at	Hs.130934	DCP1 decapping enzyme homolog B (S. cerevisiae)	DCP1B	-2.5452971	0.020137984
1562089_at	Hs.38085	similar to RIKEN cDNA 0610008P16 gene	MGC15937	-2.545512	0.035111208
207381_at	Hs.136574	arachidonate 12-lipoxygenase, 12R type	ALOX12B	-2.5475283	0.04773554
214978_s_at	Hs.153648	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	PPFIA4	-2.55013	0.026294852
243495_s_at	Hs.463375	KIAA0924 protein	KIAA0924	-2.5707965	0.002380905
224009_x_at	Hs.179608	dehydrogenase/reductase (SDR family) member 9	DHRS9	-2.5770793	0.04435948
242156_at	Hs.184720	Alstrom syndrome 1	ALMS1	-2.5879602	0.002052892
219713_at	Hs.190207	carbohydrate kinase-like	CARKL	-2.6027827	0.03904907
206393_at	Hs.523403	troponin I, skeletal, fast	TNNI2	-2.624715	0.021270094
231113_at	Hs.213861	Laminin, alpha 4	LAMA4	-2.62867	0.000164817
231962_at	Hs.515048	adaptor-related protein complex 4, beta 1 subunit	AP4B1	-2.6321704	0.007866315
