Order	Parametric p-value	FDR	Geom mean of intensities in class 1 (1.25 Gy)	Geom mean of intensities in class 2 (Control)	Fold-change	Unique id	Description	Gene symbol
306	0.0001126	0.0072099	643.5901283	443.2432127	1.4520022	A_23_P18490	Homo sapiens macrophage erythroblast attacher (MAEA), transcript variant 1, mRNA [NM_001017405]	MAEA
307	0.0001126	0.0072099	137.8259547	87.2215712	1.580182	A_24_P152345	PREDICTED: Homo sapiens similar to Histone H2B 291B (LOC391566), mRNA [XR_018583]	LOC391566
308	0.0001127	0.0072099	83.6623696	150.3166802	0.5565741	A_23_P32793	Homo sapiens clone IM2 3u45 immunoglobulin heavy chain variable region mRNA, partial cds. [DQ926472]	DQ926472
309	0.000114	0.0072694	115.576868	165.4139323	0.698713	A_24_P157720	BQ188033 UI-E-EJ1-aju-o-13-0-UI.r1 UI-E-EJ1 Homo sapiens cDNA clone UI-E-EJ1-aju-o-13-0-UI 5, mRNA sequence [BQ188033]	THC2713715
310	0.0001154	0.0073132	98.9926636	66.886298	1.4800141	A_23_P41697	Homo sapiens fem-1 homolog c (C. elegans) (FEM1C), mRNA [NM_020177]	FEM1C
311	0.0001155	0.0073132	1268.42721	844.9269434	1.5012271	A_23_P110362	Homo sapiens mitogen-activated protein kinase kinase 1 interacting protein 1 (MAP2K1IP1), mRNA [NM_021970]	MAP2K1IP1
312	0.0001158	0.0073132	230.3745484	354.7164313	0.6494612	A_23_P102471	Homo sapiens mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli) (MSH2), mRNA [NM_000251]	MSH2
313	0.0001179	0.0074172	90.3399942	49.3770591	1.8295945	A_23_P149545	Homo sapiens histone cluster 2, H2be (HIST2H2BE), mRNA [NM_003528]	HIST2H2BE
314	0.0001182	0.0074172	144.5195845	99.7048247	1.4494743	A_23_P339554	Homo sapiens male sterility domain containing 2 (MLSTD2), mRNA [NM_032228]	MLSTD2
315	0.0001199	0.0074714	245.5118574	411.4972277	0.5966306	A_23_P370651	Homo sapiens family with sequence similarity 13, member A1 (FAM13A1), transcript variant 1, mRNA [NM_014883]	FAM13A1
316	0.0001202	0.0074714	5937.460677	4512.000567	1.3159264	A_23_P66694	Homo sapiens ecotropic viral integration site 2B (EVI2B), mRNA [NM_006495]	EVI2B
317	0.0001202	0.0074714	4951.38883	3059.888166	1.6181601	A_23_P128447	Homo sapiens leucine-rich repeat kinase 2 (LRRK2), mRNA [NM_198578]	LRRK2
318	0.0001224	0.0075842	1114.082057	807.4056939	1.3798293	A_23_P110345	Homo sapiens cysteine-rich hydrophobic domain 2 (CHIC2), mRNA [NM_012110]	CHIC2
319	0.0001238	0.0076353	129.9784186	66.2672597	1.9614274	A_24_P77008	Homo sapiens prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) (PTGS2), mRNA [NM_000963]	PTGS2
320	0.000124	0.0076353	1660.236881	1153.601773	1.4391768	A_23_P133095	Homo sapiens mRNA for KIAA0313 gene, partial cds. [AB002311]	RAPGEF2
321	0.0001252	0.0076852	72.3532784	43.4690393	1.6644784	A_23_P113283	Homo sapiens zinc finger, matrin type 3 (ZMAT3), transcript variant 1, mRNA [NM_022470]	ZMAT3
322	0.0001262	0.0077225	526.3302048	291.2665295	1.8070398	A_23_P42897	Homo sapiens maltase-glucoamylase (alpha-glucosidase) (MGAM), mRNA [NM_004668]	MGAM
323	0.000127	0.0077474	88.3847041	133.2019636	0.663539	A_23_P31584	Homo sapiens RAB, member RAS oncogene family-like 5 (RABL5), mRNA [NM_022777]	RABL5
324	0.00013	0.0079058	1400.32623	736.613544	1.9010324	A_23_P208747	Homo sapiens peptidoglycan recognition protein 1 (PGLYRP1), mRNA [NM_005091]	PGLYRP1
325	0.0001307	0.0079058	5064.880846	3281.713874	1.5433645	A_23_P39925	Homo sapiens dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive) (DYSF), mRNA [NM_003494]	DYSF
326	0.0001308	0.0079058	926.5843352	580.8551594	1.5952072	A_23_P63816	Homo sapiens nuclear receptor binding factor 2 (NRBF2), mRNA [NM_030759]	NRBF2
327	0.0001325	0.007984	1858.48187	1027.468551	1.8087968	A_24_P260101	Homo sapiens membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase) (MME), transcript variant 2b, mRNA [NM_007289]	MME
328	0.0001335	0.0079954	183.9792089	279.8366568	0.6574521	A_23_P62188	Homo sapiens KIAA1166 (KIAA1166), mRNA [NM_018684]	KIAA1166
329	0.0001335	0.0079954	1186.891136	747.2317009	1.5883843	A_24_P214858	Homo sapiens triggering receptor expressed on myeloid cells-like 2 (TREML2), mRNA [NM_024807]	TREML2
330	0.0001343	0.0080066	478.5458317	320.5286329	1.4929893	A_24_P170025	Unknown	A_24_P170025
331	0.0001345	0.0080066	272.8684199	172.0767676	1.5857366	A_23_P66085	Homo sapiens Nedd4 binding protein 1 (N4BP1), mRNA [NM_153029]	N4BP1
332	0.0001354	0.0080359	1194.193965	1957.204931	0.6101527	A_23_P114057	Homo sapiens sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C (SEMA4C), mRNA [NM_017789]	SEMA4C
333	0.0001385	0.0081952	310.9169462	169.8256242	1.8308011	A_23_P251002	Unknown	A_23_P251002
334	0.0001393	0.0081992	3592.792713	2218.144815	1.6197287	A_23_P163380	Homo sapiens 5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase) (MTHFS), mRNA [NM_006441]	MTHFS
335	0.0001394	0.0081992	152.8163563	294.9176696	0.5181662	A_23_P21393	Unknown	A_23_P21393
336	0.0001408	0.00825	9.2938062	16.1839547	0.5742605	A_24_P418250	Homo sapiens hypothetical protein MGC39606, mRNA (cDNA clone MGC:39606 IMAGE:5260968), complete cds. [BC051704]	ENST00000325900
337	0.0001411	0.00825	201.0758769	133.7066986	1.5038579	A_23_P411188	Homo sapiens cholinergic receptor, nicotinic, alpha 10 (CHRNA10), mRNA [NM_020402]	CHRNA10
338	0.0001431	0.0083292	46.1330093	29.4749159	1.5651617	A_23_P377982	Homo sapiens hypothetical protein FLJ36031 (FLJ36031), mRNA [NM_175884]	FLJ36031
339	0.0001433	0.0083292	123.7964649	88.577792	1.3976016	A_32_P228784	Homo sapiens protein phosphatase 4, regulatory subunit 2 (PPP4R2), mRNA [NM_174907]	PPP4R2
340	0.0001449	0.0083974	2062.531211	3427.4679	0.6017653	A_23_P114299	Homo sapiens chemokine (C-X-C motif) receptor 3 (CXCR3), mRNA [NM_001504]	CXCR3
341	0.0001473	0.0085114	75.7669024	112.1683389	0.6754749	A_24_P303390	Homo sapiens euchromatic histone-lysine N-methyltransferase 2 (EHMT2), transcript variant NG36/G9a-SPI, mRNA [NM_025256]	EHMT2
342	0.000148	0.0085269	222.6428965	125.1571017	1.7789074	A_24_P348265	Homo sapiens Fc fragment of IgA, receptor for (FCAR), transcript variant 10, mRNA [NM_133280]	FCAR
343	0.0001517	0.0087146	89.0061405	126.9543846	0.7010876	A_23_P429184	Homo sapiens glucosamine-phosphate N-acetyltransferase 1 (GNPNAT1), mRNA [NM_198066]	GNPNAT1
344	0.0001531	0.0087694	3127.615441	1932.929157	1.6180704	A_23_P69109	Homo sapiens phospholipid scramblase 1 (PLSCR1), mRNA [NM_021105]	PLSCR1
345	0.0001562	0.0089211	730.3338471	484.338103	1.5079009	A_24_P562242	Unknown	A_24_P562242
346	0.0001567	0.0089237	143.5971708	195.9036372	0.732999	A_32_P155052	Homo sapiens chromosome 18 open reading frame 17, mRNA (cDNA clone IMAGE:5582870), partial cds. [BC032684]	C18orf17
347	0.0001582	0.0089832	2540.211199	1297.169165	1.9582729	A_23_P7144	Homo sapiens chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha) (CXCL1), mRNA [NM_001511]	CXCL1
348	0.0001587	0.0089857	1132.934759	1785.20358	0.634625	A_24_P6725	Ankyrin repeat domain-containing protein 36A. [Source:Uniprot/SWISSPROT;Acc:Q6UX02] [ENST00000288911]	ENST00000288911
349	0.0001592	0.0089882	806.4210981	1536.019997	0.5250069	A_23_P398294	Homo sapiens huntingtin interacting protein 1 related (HIP1R), mRNA [NM_003959]	HIP1R
350	0.0001598	0.0089963	42.9371301	78.4000447	0.5476672	A_32_P119704	Unknown	THC2677229
351	0.0001611	0.0090436	1953.212581	1411.774056	1.3835164	A_23_P113825	Homo sapiens BTB (POZ) domain containing 14A (BTBD14A), mRNA [NM_144653]	BTBD14A
352	0.0001629	0.0091187	86.9278306	62.2522936	1.3963796	A_32_P135558	Homo sapiens chromosome 16 open reading frame 69 (C16orf69), mRNA [NM_153261]	C16orf69
353	0.0001648	0.0091989	278.5103524	401.3205515	0.6939848	A_24_P89891	Homo sapiens TNF receptor-associated factor 1 (TRAF1), mRNA [NM_005658]	TRAF1
354	0.000167	0.0092914	2425.115026	1582.239121	1.5327108	A_23_P250294	Homo sapiens abhydrolase domain containing 5 (ABHD5), mRNA [NM_016006]	ABHD5
355	0.0001674	0.0092914	777.7831507	540.6266722	1.4386696	A_23_P343671	Fos-related antigen 2. [Source:Uniprot/SWISSPROT;Acc:P15408] [ENST00000379616]	FOSL2
356	0.0001687	0.0093373	34951.91212	17113.53623	2.0423548	A_23_P40174	Homo sapiens matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase) (MMP9), mRNA [NM_004994]	MMP9
357	0.0001704	0.0094007	1484.39798	802.8758873	1.8488511	A_23_P209116	Homo sapiens mRNA for leukotriene B4 omega-hydroxylase, complete cds. [AB002454]	CYP4F3
358	0.0001708	0.0094007	12656.73425	8103.525244	1.56188	A_24_P299318	Homo sapiens family with sequence similarity 101, member B (FAM101B), mRNA [NM_182705]	FAM101B
359	0.0001722	0.0094513	239.1672784	422.6628045	0.5658584	A_32_P48615	Unknown	A_32_P48615
360	0.0001777	0.0097261	163.213992	123.4371383	1.3222438	A_23_P71790	Homo sapiens MAM domain containing 4 (MAMDC4), mRNA [NM_206920]	MAMDC4
361	0.000179	0.0097595	569.0746634	328.6626789	1.7314855	A_23_P126266	Homo sapiens H2.0-like homeobox 1 (Drosophila) (HLX1), mRNA [NM_021958]	HLX1
362	0.0001793	0.0097595	463.5230208	684.0668426	0.677599	A_23_P204048	Homo sapiens dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 (DYRK2), transcript variant 2, mRNA [NM_006482]	DYRK2
363	0.0001811	0.0098303	77.7239986	148.8300883	0.5222331	A_23_P369328	Homo sapiens chromosome 10 open reading frame 35 (C10orf35), mRNA [NM_145306]	C10orf35
364	0.0001826	0.0098845	35.3810182	17.2295294	2.0535104	A_32_P198731	Homo sapiens cDNA FLJ39342 fis, clone OCBBF2018873. [AK096661]	DKFZP761M1511
365	0.0001833	0.0098952	4059.436845	2703.834766	1.5013628	A_23_P145238	Homo sapiens histone cluster 1, H2bk (HIST1H2BK), mRNA [NM_080593]	HIST1H2BK
366	0.000191	0.0102547	1763.210566	1156.368693	1.5247823	A_23_P313512	Homo sapiens DCP1 decapping enzyme homolog B (S. cerevisiae) (DCP1B), mRNA [NM_152640]	DCP1B
367	0.000191	0.0102547	127.4722639	82.7265974	1.5408861	A_23_P256821	Homo sapiens complement component (3b/4b) receptor 1 (Knops blood group) (CR1), transcript variant S, mRNA [NM_000651]	CR1
368	0.0001976	0.0105802	141.9117232	233.5523905	0.6076227	A_23_P304991	Homo sapiens holocarboxylase synthetase (biotin-(proprionyl-Coenzyme A-carboxylase (ATP-hydrolysing)) ligase) (HLCS), mRNA [NM_000411]	HLCS
369	0.0002	0.0106797	40.5442791	63.7648408	0.6358407	A_32_P35947	PREDICTED: Homo sapiens similar to ciliary rootlet coiled-coil, rootletin (LOC651758), mRNA [XM_940977]	LOC651758
370	0.0002007	0.0106881	1964.052014	1335.76059	1.4703623	A_24_P322025	Homo sapiens CREB binding protein (Rubinstein-Taybi syndrome) (CREBBP), transcript variant 1, mRNA [NM_004380]	CREBBP
371	0.0002019	0.0107207	2788.035225	1973.529102	1.4127155	A_23_P42178	Homo sapiens histone cluster 1, H2bf (HIST1H2BF), mRNA [NM_003522]	HIST1H2BF
372	0.0002024	0.0107207	9.7694746	16.3465015	0.5976493	A_24_P548953	Homo sapiens similar to FLJ43276 protein (LOC400464), mRNA [NM_001013670]	LOC400464
373	0.0002046	0.0108081	169.6174424	237.6257934	0.7138006	A_24_P731549	Homo sapiens mRNA, clone: TH072F08. [AB188495]	LOC643988
374	0.0002061	0.0108583	116.6034593	170.1758493	0.6851939	A_32_P2161	Homo sapiens cDNA FLJ12978 fis, clone NT2RP2006321. [AK023040]	AK023040
375	0.0002078	0.0108896	819.4410826	569.5322185	1.4387967	A_23_P32217	Homo sapiens topoisomerase I binding, arginine/serine-rich (TOPORS), mRNA [NM_005802]	TOPORS
376	0.0002078	0.0108896	1179.661949	808.2684165	1.4594928	A_24_P39378	Homo sapiens cell cycle progression 1 (CCPG1), transcript variant 2, mRNA [NM_020739]	CCPG1
377	0.0002108	0.0110175	117.152795	226.1598539	0.5180088	A_24_P860662	Ig heavy chain V-I region HG3 precursor. [Source:Uniprot/SWISSPROT;Acc:P01743] [ENST00000379884]	ENST00000379884
378	0.0002139	0.0111379	1139.086022	1601.744815	0.7111532	A_23_P35564	Homo sapiens SEC31 homolog B (S. cerevisiae) (SEC31B), mRNA [NM_015490]	SEC31B
379	0.0002146	0.0111379	127.5194721	77.2622124	1.6504766	A_23_P251316	Homo sapiens catenin (cadherin-associated protein), delta 1 (CTNND1), mRNA [NM_001331]	CTNND1
380	0.0002148	0.0111379	289.1843727	472.2060105	0.6124115	A_23_P129466	Homo sapiens activating transcription factor 7 interacting protein 2 (ATF7IP2), mRNA [NM_024997]	ATF7IP2
381	0.0002163	0.0111725	145.947062	293.805511	0.4967472	A_32_P160615	HUMBCAA Br-cadherin {Homo sapiens} (exp=-1; wgp=0; cg=0), partial (13%) [THC2513403]	THC2513403
382	0.0002166	0.0111725	46.6063419	26.3852479	1.7663788	A_24_P160969	Homo sapiens tumor protein p53 inducible protein 11 (TP53I11), mRNA [NM_001076787]	TP53I11
383	0.0002186	0.0112323	8072.357995	4232.591239	1.9071905	A_23_P127948	Homo sapiens adrenomedullin (ADM), mRNA [NM_001124]	ADM
384	0.0002189	0.0112323	409.871254	189.3174097	2.164995	A_23_P34915	Homo sapiens activating transcription factor 3 (ATF3), transcript variant 4, mRNA [NM_001040619]	ATF3
385	0.0002201	0.0112645	7546.194498	4670.743963	1.6156301	A_32_P47754	Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 14, mRNA (cDNA clone MGC:71510 IMAGE:5297510), complete cds. [BC060766]	SLC2A14
386	0.0002215	0.0113068	17743.27188	12207.707	1.4534484	A_23_P157580	Homo sapiens syndecan binding protein (syntenin) (SDCBP), transcript variant 1, mRNA [NM_005625]	SDCBP
387	0.000223	0.01134	4259.142597	2856.274468	1.4911531	A_32_P66881	Homo sapiens toll-like receptor 4 (TLR4), mRNA [NM_138554]	TLR4
388	0.0002233	0.01134	34.3330464	62.1427956	0.5524864	A_23_P387585	Doublesex- and mab-3-related transcription factor C1. [Source:Uniprot/SWISSPROT;Acc:Q5HYR2] [ENST00000356102]	ENST00000356102
389	0.000225	0.0113969	811.3145184	560.7854515	1.4467467	A_24_P319635	Homo sapiens myeloid cell leukemia sequence 1 (BCL2-related) (MCL1), transcript variant 1, mRNA [NM_021960]	MCL1
390	0.0002259	0.0114132	3250.722171	2023.486857	1.6064953	A_23_P33723	Homo sapiens CD163 molecule (CD163), transcript variant 1, mRNA [NM_004244]	CD163
391	0.0002272	0.0114404	2394.753923	1304.451162	1.8358326	A_24_P382319	Homo sapiens carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein) (CEACAM1), transcript variant 1, mRNA [NM_001712]	CEACAM1
392	0.0002276	0.0114404	201.9477467	335.1715113	0.6025206	A_23_P428248	Homo sapiens tetratricopeptide repeat domain 21A (TTC21A), mRNA [NM_145755]	TTC21A
393	0.0002305	0.0115567	1097.250968	718.2076696	1.5277628	A_23_P402081	Homo sapiens histone cluster 1, H2bn (HIST1H2BN), mRNA [NM_003520]	HIST1H2BN
394	0.0002316	0.0115786	2982.751712	1758.335489	1.6963496	A_24_P172481	Homo sapiens tripartite motif-containing 22 (TRIM22), mRNA [NM_006074]	TRIM22
395	0.0002322	0.0115786	809.729816	1340.61921	0.6039969	A_23_P251881	Homo sapiens natural cytotoxicity triggering receptor 3 (NCR3), mRNA [NM_147130]	NCR3
396	0.0002327	0.0115786	175.5410987	262.0830438	0.6697919	A_23_P27947	Homo sapiens programmed cell death 2-like (PDCD2L), mRNA [NM_032346]	PDCD2L
397	0.0002367	0.0116845	3768.674103	2416.541485	1.5595321	A_23_P109508	Homo sapiens neutrophil cytosolic factor 4, 40kDa (NCF4), transcript variant 1, mRNA [NM_000631]	NCF4
398	0.0002367	0.0116845	2845.959242	4319.470916	0.6588676	A_23_P100730	Homo sapiens src kinase associated phosphoprotein 1 (SKAP1), transcript variant 1, mRNA [NM_003726]	SKAP1
399	0.0002368	0.0116845	8790.700073	5570.813436	1.5779922	A_23_P110212	Homo sapiens acyl-CoA synthetase long-chain family member 1 (ACSL1), mRNA [NM_001995]	ACSL1
400	0.0002372	0.0116845	1295.747058	2038.142242	0.6357491	A_23_P353478	Human clone CIITA-8 MHC class II transactivator CIITA mRNA, complete cds. [U18259]	CIITA
401	0.0002385	0.0117192	5037.349418	8039.666652	0.626562	A_23_P126844	Homo sapiens tumor necrosis factor receptor superfamily, member 25 (TNFRSF25), transcript variant 1, mRNA [NM_148965]	TNFRSF25
402	0.0002413	0.0118273	810.7031484	553.851937	1.4637543	A_23_P503010	Homo sapiens solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 (SLC24A4), transcript variant 1, mRNA [NM_153646]	SLC24A4
403	0.0002444	0.0118757	28.4878576	45.8698234	0.6210588	A_32_P198295	Unknown	THC2694186
404	0.0002445	0.0118757	151.9744913	263.5445496	0.5766558	A_23_P24507	Homo sapiens mRNA; cDNA DKFZp667O0320 (from clone DKFZp667O0320). [AL833655]	AL833655
405	0.0002447	0.0118757	403.7406468	276.6075287	1.4596155	A_24_P910325	PREDICTED: Homo sapiens zinc finger protein 516 (ZNF516), mRNA [XM_496278]	ZNF516
406	0.000245	0.0118757	1003.700925	627.5710294	1.5993423	A_23_P53763	Homo sapiens chromosome 13 open reading frame 18 (C13orf18), mRNA [NM_025113]	C13orf18
407	0.0002453	0.0118757	3125.550607	2193.96913	1.4246101	A_23_P29036	Homo sapiens interferon gamma receptor 2 (interferon gamma transducer 1) (IFNGR2), mRNA [NM_005534]	IFNGR2
408	0.0002479	0.0119369	814.3602867	1467.913536	0.554774	A_24_P925191	Q2M1U4_HUMAN (Q2M1U4) Catalase, partial (31%) [THC2640472]	THC2640472
409	0.0002488	0.0119369	2006.218176	2973.360493	0.6747309	A_23_P200203	Homo sapiens enoyl Coenzyme A hydratase domain containing 2 (ECHDC2), mRNA [NM_018281]	ECHDC2
410	0.0002497	0.0119369	261.6308039	390.1201075	0.6706417	A_23_P16078	Homo sapiens platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa (PAFAH1B3), mRNA [NM_002573]	PAFAH1B3
411	0.00025	0.0119369	60.0097283	89.7716381	0.6684709	A_24_P147910	Homo sapiens septin 9 (SEPT9), mRNA [NM_006640]	38603
412	0.0002501	0.0119369	6526.801345	4215.202215	1.5483958	A_23_P7932	Homo sapiens triggering receptor expressed on myeloid cells-like 2 (TREML2), mRNA [NM_024807]	TREML2
413	0.0002502	0.0119369	76.9816179	118.2119611	0.6512168	A_24_P683861	Ig gamma-1 chain C region. [Source:Uniprot/SWISSPROT;Acc:P01857] [ENST00000361266]	ENST00000361266
414	0.0002512	0.0119411	242.8908437	451.7399286	0.5376785	A_24_P177844	Homo sapiens Immunoglobulin variable region germ-line transcripts (RF.BM, YF.PB2 cell line). [AJ004954]	ENST00000283694
415	0.0002515	0.0119411	119.2429017	212.5088809	0.5611196	A_23_P371076	Krueppel-like factor 12 (Transcriptional repressor AP-2rep). [Source:Uniprot/SWISSPROT;Acc:Q9Y4X4] [ENST00000342812]	ENST00000342812
416	0.0002546	0.0120592	6754.928533	3958.18158	1.7065737	A_23_P17655	Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 15 (KCNJ15), transcript variant 1, mRNA [NM_170736]	KCNJ15
417	0.0002555	0.0120728	407.9966084	568.2483384	0.71799	A_24_P250333	Homo sapiens small nuclear ribonucleoprotein polypeptide A (SNRPA), mRNA [NM_004596]	SNRPA
418	0.0002636	0.0124258	10282.98358	7304.834072	1.4076957	A_23_P214330	Homo sapiens serpin peptidase inhibitor, clade B (ovalbumin), member 1 (SERPINB1), mRNA [NM_030666]	SERPINB1
419	0.000268	0.012573	219.8989566	143.1240016	1.5364226	A_23_P98744	Homo sapiens olfactory receptor, family 52, subfamily K, member 2 (OR52K2), mRNA [NM_001005172]	OR52K2
420	0.000268	0.012573	3751.592082	2192.710077	1.7109385	A_23_P203498	Homo sapiens tripartite motif-containing 22 (TRIM22), mRNA [NM_006074]	TRIM22
421	0.000269	0.0125881	778.0758104	1052.990564	0.73892	A_24_P363087	Homo sapiens hypothetical LOC51149 (LOC51149), transcript variant 3, mRNA [NM_001018062]	LOC51149
422	0.0002696	0.0125881	8532.102727	5027.895358	1.6969531	A_23_P321703	Homo sapiens BCL2-related protein A1 (BCL2A1), mRNA [NM_004049]	BCL2A1
423	0.0002746	0.0127913	329.4050541	456.6418058	0.7213642	A_23_P152807	Homo sapiens radical S-adenosyl methionine domain containing 1 (RSAD1), mRNA [NM_018346]	RSAD1
424	0.0002757	0.0128122	481.556486	354.2884631	1.3592215	A_23_P71430	Homo sapiens ubiquitin-conjugating enzyme E2W (putative) (UBE2W), transcript variant 1, mRNA [NM_001001481]	UBE2W
425	0.0002802	0.0129907	291.0665139	472.3412409	0.6162208	A_24_P942786	Homo sapiens cDNA: FLJ21217 fis, clone COL00536. [AK024870]	AK024870
426	0.000285	0.0131791	399.2698887	274.1057001	1.4566275	A_24_P356601	Homo sapiens hexamethylene bis-acetamide inducible 1 (HEXIM1), mRNA [NM_006460]	HEXIM1
427	0.0002856	0.0131791	68.8781348	125.705067	0.5479344	A_24_P161764	Human (cell line: s6BG8) Ig rearranged H-chain mRNA V-region, partial cds. [L04336]	L04336
428	0.0002863	0.0131805	76.40057	119.8899357	0.6372559	A_23_P422305	Homo sapiens cDNA FLJ37976 fis, clone CTONG2010148. [AK095295]	SFXN4
429	0.0002885	0.0132508	2778.358015	1913.742264	1.4517932	A_23_P200056	Homo sapiens NAD kinase (NADK), mRNA [NM_023018]	NADK
430	0.000295	0.0135179	95.8287663	171.1729865	0.5598358	A_23_P147224	Ig gamma-1 chain C region. [Source:Uniprot/SWISSPROT;Acc:P01857] [ENST00000361266]	ENST00000361266
431	0.0002985	0.013603	693.131834	410.0476362	1.6903691	A_32_P154342	Homo sapiens solute carrier organic anion transporter family, member 4C1 (SLCO4C1), mRNA [NM_180991]	SLCO4C1
432	0.0002987	0.013603	106.4207166	216.7545674	0.4909734	A_32_P48054	Cannabinoid receptor 2 (CB2) (CB-2) (CX5). [Source:Uniprot/SWISSPROT;Acc:P34972] [ENST00000374472]	CNR2
433	0.000299	0.013603	26901.2092	15817.11719	1.7007656	A_23_P213385	Homo sapiens brain abundant, membrane attached signal protein 1 (BASP1), mRNA [NM_006317]	BASP1
434	0.0002998	0.013603	248.6133692	179.3083981	1.3865127	A_23_P345093	Homo sapiens solute carrier family 36 (proton/amino acid symporter), member 4 (SLC36A4), mRNA [NM_152313]	SLC36A4
435	0.000301	0.013603	85.8304085	128.155182	0.6697381	A_24_P606239	Homo sapiens cDNA FLJ31511 fis, clone NT2RI1000035. [AK056073]	AK056073
436	0.000301	0.013603	99.3467065	168.5757983	0.5893296	A_24_P927090	Homo sapiens PRO1995 mRNA, complete cds. [AF116678]	AF116678
437	0.0003071	0.0137659	154.5095036	108.2882224	1.4268357	A_24_P126093	Homo sapiens motile sperm domain containing 2 (MOSPD2), mRNA [NM_152581]	MOSPD2
438	0.0003071	0.0137659	981.5656476	585.3213265	1.6769689	A_24_P53282	Homo sapiens carboxypeptidase D (CPD), mRNA [NM_001304]	CPD
439	0.0003072	0.0137659	741.9657908	1127.32313	0.658166	A_23_P33613	Homo sapiens XTP3-transactivated protein A (XTP3TPA), mRNA [NM_024096]	XTP3TPA
440	0.0003074	0.0137659	62.2990461	30.4508377	2.0458894	A_32_P85405	Q2NY92_XANOM (Q2NY92) Methyltransferase, partial (3%) [THC2714968]	THC2714968
441	0.0003097	0.0138106	7614.765887	5206.038479	1.4626795	A_23_P168882	Homo sapiens tumor protein p53 inducible nuclear protein 1 (TP53INP1), mRNA [NM_033285]	TP53INP1
442	0.0003098	0.0138106	7148.017451	10220.15766	0.6994038	A_23_P76529	Homo sapiens integrin, beta 7 (ITGB7), mRNA [NM_000889]	ITGB7
443	0.0003121	0.0138594	1073.771122	658.7207889	1.6300854	A_23_P90041	Homo sapiens NLR family, pyrin domain containing 12 (NLRP12), transcript variant 1, mRNA [NM_033297]	NLRP12
444	0.0003123	0.0138594	92.7063195	150.0644034	0.6177769	A_23_P376591	Homo sapiens citrate lyase beta like (CLYBL), transcript variant 2, mRNA [NM_206808]	CLYBL
445	0.0003144	0.0139212	693.2533147	980.5088063	0.7070343	A_32_P144710	Homo sapiens TR4 orphan receptor associated protein TRA16 (TRA16), mRNA [NM_176880]	TRA16
446	0.0003224	0.014216	105.3970744	157.8848977	0.6675564	A_24_P365753	Homo sapiens mRNA; cDNA DKFZp686B1195 (from clone DKFZp686B1195). [BX537594]	CXorf42
447	0.0003225	0.014216	1182.505966	775.2524367	1.5253173	A_23_P422083	Homo sapiens transmembrane protein 55A (TMEM55A), mRNA [NM_018710]	TMEM55A
448	0.0003256	0.0142909	808.7078749	461.9996462	1.7504513	A_32_P125808	Unknown	A_32_P125808
449	0.0003263	0.0142909	4607.364093	2954.335303	1.5595265	A_23_P19673	Homo sapiens serum/glucocorticoid regulated kinase (SGK), mRNA [NM_005627]	SGK
450	0.0003265	0.0142909	237.6599258	172.5383706	1.3774323	A_32_P154830	Homo sapiens osteopetrosis associated transmembrane protein 1 (OSTM1), mRNA [NM_014028]	OSTM1
451	0.0003271	0.0142909	103.0239615	141.3528529	0.7288425	A_32_P80901	Homo sapiens cDNA clone IMAGE:4140029, partial cds. [BC068045]	BC068045
452	0.0003297	0.0143626	240.464944	364.6952263	0.6593586	A_23_P404481	Homo sapiens endothelial differentiation, sphingolipid G-protein-coupled receptor, 1 (EDG1), mRNA [NM_001400]	EDG1
453	0.0003302	0.0143626	62.9631433	90.5161581	0.6956011	A_23_P165355	Homo sapiens phenylalanine-tRNA synthetase-like, beta subunit (FARSLB), mRNA [NM_005687]	FARSLB
454	0.000331	0.0143657	2417.360569	1738.490765	1.3904938	A_23_P76969	Homo sapiens signal-induced proliferation-associated 1 like 1 (SIPA1L1), mRNA [NM_015556]	SIPA1L1
455	0.0003321	0.0143818	15658.91029	10710.39269	1.4620295	A_23_P4662	Homo sapiens B-cell CLL/lymphoma 3 (BCL3), mRNA [NM_005178]	BCL3
456	0.0003334	0.0144064	3472.325895	2467.338814	1.4073162	A_23_P132910	Homo sapiens RNA-binding protein (FLJ20273), mRNA [NM_019027]	FLJ20273
457	0.0003379	0.0145355	427.6644621	304.1149611	1.4062592	A_32_P74391	Homo sapiens signal-regulatory protein delta (SIRPD), mRNA [NM_178460]	SIRPD
458	0.000338	0.0145355	12295.70243	8174.015393	1.5042426	A_24_P319364	Homo sapiens F11 receptor (F11R), transcript variant 4, mRNA [NM_144503]	F11R
