ProbeName	p-value	FCAbsolute	regulation	[Control](raw)	[DMH](raw)	[Control](normalized)	[DMH](normalized)	GenbankAccession	GenomicCoordinates	GeneSymbol	Description	UniGeneID	EntrezGeneID	EnsemblID	TIGRID
A_52_P190921	0.000346421	1.9560729	down	409.55014	433.40445	3.4650104	2.4970503	AK032508	chr5:144664680-144664739	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1 Gene [Source:MGI Symbol;Acc:MGI:1353448] [ENSMUST00000100487]	Mm.431968	15467	ENSMUST00000100487	TC1661078
A_51_P298514	0.001850515	1.8361886	down	1091.5782	1239.8025	4.884164	4.0074496	NM_177345	chr2:34480146-34480205	Mapkap1	Mus musculus mitogen-activated protein kinase associated protein 1 (Mapkap1), mRNA [NM_177345]	Mm.270866	227743	ENSMUST00000147337	TC1592313
A_51_P337543	0.001403507	1.621418	down	1441.9093	1849.9098	5.28484	4.587584	NM_033320	chr9:61905316-61905257	Glce	Mus musculus glucuronyl C5-epimerase (Glce), mRNA [NM_033320]	Mm.24411	93683	ENSMUST00000034785	TC1602759
A_51_P283384	0.000922444	2.9927337	down	38.428623	26.45314	0.04646222	-1.5350018	NM_134200	chr17:21451722-21451781	Vmn1r237	Mus musculus vomeronasal 1 receptor 237 (Vmn1r237), mRNA [NM_134200]	Mm.405416	171234	ENSMUST00000077301	NP_496262
A_51_P498922	0.000322266	2.6398835	down	496.40186	392.56152	3.746992	2.3465178	NM_026106	chr5:108707849-108707908	Dr1	Mus musculus up-regulator of transcription 1 (Dr1), mRNA [NM_026106]	Mm.303534	13486	ENSMUST00000031190	TC1572657
A_51_P160625	0.009467782	2.1417189	down	38.37327	36.850204	0.03981304	-1.058956	NM_001004436	chr14:35505435-35505494	Wapal	Mus musculus wings apart-like homolog (Drosophila) (Wapal), mRNA [NM_001004436]	Mm.27957	218914	ENSMUST00000090027	TC1578487
A_52_P421698	0.001416967	2.179742	down	46.40328	43.4879	0.30643716	-0.81772023	NM_027816	chr3:131000827-131000768	Cyp2u1	Mus musculus cytochrome P450, family 2, subfamily u, polypeptide 1 (Cyp2u1), mRNA [NM_027816]	Mm.473179	71519	ENSMUST00000106337	TC1617337
A_52_P31292	0.001693891	3.4938653	down	446.98038	267.03238	3.5768406	1.7720166		chr9:39172649-39172708
A_51_P297346	7.48E-05	3.2236598	down	1094.5775	703.54395	4.8871694	3.1984699	NM_029153	chr13:94973974-94973915	Scamp1	Mus musculus secretory carrier membrane protein 1 (Scamp1), mRNA [NM_029153]	Mm.201455	107767	ENSMUST00000153558	TC1583395
A_51_P521128	0.001533929	2.0258174	down	4498.949	4612.187	6.926891	5.9083867	NM_019825	chr2:155216584-155216525	Ncoa6	Mus musculus nuclear receptor coactivator 6 (Ncoa6), mRNA [NM_019825]	Mm.27592	56406	ENSMUST00000043126	TC1575070
A_51_P154717	0.002839623	2.4007833	down	29.025194	24.810844	-0.37660566	-1.6401109		chr2:086253393-086253335
A_51_P248580	0.000616535	1.8134722	down	3448.7815	3894.1453	6.525396	5.666641	NM_007953	chr19:6985658-6985599	Esrra	Mus musculus estrogen related receptor, alpha (Esrra), mRNA [NM_007953]	Mm.386776	26379	ENSMUST00000113432	TC1579533
A_51_P111210	0.022942193	2.044201	down	3817.466	3844.0813	6.6694446	5.6379075	NM_133786	chr3:68838453-68838512	Smc4	Mus musculus structural maintenance of chromosomes 4 (Smc4), mRNA [NM_133786]	Mm.206841	70099	ENSMUST00000107803	TC1572038
A_51_P445574	0.000335698	2.9031649	down	1436.514	1004.4671	5.2496943	3.7120678	NM_178053	chr11:102010718-102010776	Nags	Mus musculus N-acetylglutamate synthase (Nags), transcript variant 2, mRNA [NM_178053]	Mm.31686	217214	ENSMUST00000055409	NP_437513
A_51_P200838	0.000736152	2.1717038	down	2332.7683	2242.5654	5.978754	4.8599267	NM_144931	chr8:107035067-107035008	Nae1	Mus musculus NEDD8 activating enzyme E1 subunit 1 (Nae1), mRNA [NM_144931]	Mm.237670	234664	ENSMUST00000034349	TC1574799
A_52_P497595	0.00018024	2.3069115	down	165.79695	148.32425	2.1525218	0.94655925	AK131842	chr12:58597862-58597921	Mipol1	mirror-image polydactyly gene 1 homolog (human) Gene [Source:MGI Symbol;Acc:MGI:1920740] [ENSMUST00000130447]	Mm.268180	73490	ENSMUST00000130447	TC1651896
A_52_P1147740	0.007407572	2.9735804	down	1217.517	830.79926	5.007881	3.4356802	AK034071	chr16:78321533-78321592		Mus musculus adult male diencephalon cDNA, RIKEN full-length enriched library, clone:9330154C14 product:unclassifiable, full insert sequence. [AK034071]	Mm.453027			TC1613006
A_51_P219542	6.25E-05	3.0706286	down	2563.5662	1725.611	6.109993	4.491459	NM_019425	chr14:45996223-45996164	Gnpnat1	Mus musculus glucosamine-phosphate N-acetyltransferase 1 (Gnpnat1), mRNA [NM_019425]	Mm.312945	54342		TC1574587
A_51_P328631	0.000129686	11.970473	down	552.68945	96.180695	3.890241	0.30883265	NM_001081137	chr3:72692869-72692810	Sis	Mus musculus sucrase isomaltase (alpha-glucosidase) (Sis), mRNA [NM_001081137]	Mm.261054	69983	ENSMUST00000094190	TC1628303
A_52_P566337	0.030349385	2.479355	down	33.655643	28.749313	-0.15783341	-1.4677984	AK021383	chr1:164643125-164643066	Bat2l2	Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130112L15 product:unclassifiable, full insert sequence. [AK021383]		226562		TC1614094
A_51_P477225	0.04617496	2.4061816	down	82.85032	76.914345	1.160062	-0.106683575	NM_053240	chrX:143887814-143887755	Vmn1r239	Mus musculus vomeronasal 1 receptor 239 (Vmn1r239), mRNA [NM_053240]	Mm.436284	113867	ENSMUST00000089420	TC1600065
A_51_P458474	0.024780514	2.3430812	down	45.19096	40.77493	0.27182326	-0.9565837	NM_025413	chr3:92554244-92554185	Lce1g	Mus musculus late cornified envelope 1G (Lce1g), mRNA [NM_025413]	Mm.158107	66195		TC1587690
A_52_P188139	0.02549849	2.2589488	down	2600.9062	2515.882	6.136219	4.9605675	NM_011305	chr2:27618411-27618470	Rxra	Mus musculus retinoid X receptor alpha (Rxra), mRNA [NM_011305]	Mm.24624	20181	ENSMUST00000077257	TC1598749
A_52_P385736	0.018711302	1.5210214	down	46.590336	63.834534	0.33150753	-0.27353287	NR_027826	chr1:42705170-42705111	2610017I09Rik	Mus musculus RIKEN cDNA 2610017I09 gene (2610017I09Rik), non-coding RNA [NR_027826]	Mm.45203	66297	ENSMUST00000078844	TC1645878
A_51_P138673	0.010266778	1.7181885	down	629.65936	748.71515	4.0582976	3.2774093	NM_175244	chr4:116677624-116677683	Hectd3	Mus musculus HECT domain containing 3 (Hectd3), mRNA [NM_175244]	Mm.251420	76608	ENSMUST00000050067	TC1574085
A_52_P150356	8.91E-05	4.177142	down	1734.0775	862.60333	5.5501137	3.4875975	NM_013760	chr12:45307492-45307433	Dnajb9	Mus musculus DnaJ (Hsp40) homolog, subfamily B, member 9 (Dnajb9), mRNA [NM_013760]	Mm.27432	27362	ENSMUST00000015049	TC1574529
A_51_P286826	0.011862804	1.9249326	down	98.12629	107.173	1.4052476	0.46043968	NM_172568	chr11:105222353-105222294	40612	Mus musculus membrane-associated ring finger (C3HC4) 10 (March10), transcript variant 1, mRNA [NM_172568]	Mm.121570	632687	ENSMUST00000049995	TC1585893
A_52_P420438	0.015274829	1.5462859	down	1981.2687	2652.259	5.7416797	5.1128726	NM_172700	chr4:120732236-120732177	Zmpste24	Mus musculus zinc metallopeptidase, STE24 homolog (S. cerevisiae) (Zmpste24), mRNA [NM_172700]	Mm.34399	230709	ENSMUST00000106269	TC1577999
A_51_P387235	0.001417719	3.0206263	down	3378.9775	2323.6326	6.5098014	4.9149537	NM_021524	chr12:33535475-33535534	Nampt	Mus musculus nicotinamide phosphoribosyltransferase (Nampt), mRNA [NM_021524]	Mm.202727	59027	ENSMUST00000020886	TC1728008
A_51_P453963	0.000450305	3.1484435	down	241.69713	155.37956	2.673317	1.0186782	NM_175417	chr13:41859145-41859086	9530008L14Rik	Mus musculus RIKEN cDNA 9530008L14 gene (9530008L14Rik), transcript variant 1, mRNA [NM_175417]	Mm.25195	109254	ENSMUST00000072012	TC1583078
A_51_P396696	0.00134747	2.0746593	down	30.145395	30.247103	-0.29858747	-1.3514619	NM_198417	chr7:28491136-28491195	C030039L03Rik	Mus musculus RIKEN cDNA C030039L03 gene (C030039L03Rik), transcript variant 2, mRNA [NM_198417]	Mm.145362	112415	ENSMUST00000076421	TC1585719
A_51_P442655	0.000371295	2.0281663	down	1714.7231	1757.4486	5.532318	4.512142	NM_026191	chr11:86583433-86583374	Dhx40	Mus musculus DEAH (Asp-Glu-Ala-His) box polypeptide 40 (Dhx40), mRNA [NM_026191]	Mm.260627	67487	ENSMUST00000081401	TC1575914
A_51_P288891	0.000581859	6.0005646	down	7636.0664	2608.417	7.671308	5.08621	NM_025706	chr10:114636090-114636031	Tbc1d15	Mus musculus TBC1 domain family, member 15 (Tbc1d15), mRNA [NM_025706]	Mm.444918	66687	ENSMUST00000020339	TC1573507
A_52_P330540	0.06478839	1.606078	down	605.14966	784.89624	4.020714	3.3371718	NM_025642	chr16:90719869-90719810	2610039C10Rik	Mus musculus RIKEN cDNA 2610039C10 gene (2610039C10Rik), mRNA [NM_025642]	Mm.180363	66578	ENSMUST00000099554	TC1643352
A_51_P267159	0.055348232	1.7926162	down	27.072899	32.22541	-0.46084848	-1.3029151	AK035942	chr19:4628827-4628886	9030625N01Rik	Mus musculus 16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:9630020A13 product:Ras and a-factor-converting enzyme 1 homolog (S. cerevisiae), full insert sequence. [AK035942]	Mm.297789	74542
A_52_P426682	0.000911732	1.8284718	down	81.79559	92.945496	1.1405224	0.26988396	AK006619	chr16:3895336-3895277		RIKEN cDNA 1700037C18 gene Gene [Source:MGI Symbol;Acc:MGI:1920511] [ENSMUST00000006139]			ENSMUST00000006139	TC1655405
A_52_P134924	0.000567049	3.099709	down	1282.8639	859.4321	5.1147103	3.4825776	NM_027149	chr12:112032937-112032996	Wdr20a	Mus musculus WD repeat domain 20A (Wdr20a), mRNA [NM_027149]	Mm.435546	69641	ENSMUST00000095410	TC1597859
A_51_P199435	0.006559473	1.7000927	down	85.27559	104.63095	1.1988891	0.4332757		chr13:067771955-067771494
A_52_P14778	7.26E-05	2.80134	down	499.49332	370.46472	3.7563725	2.2702553	AK143022	chr9:14506373-14506314		piwi-like homolog 4 (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:3041167] [ENSMUST00000115643]	Mm.334969		ENSMUST00000115643
A_52_P549954	0.000147249	3.3058825	down	105.943306	66.58736	1.5178348	-0.20720069	XM_001477150	chr18:38874202-38874143	Gm3559	PREDICTED: Mus musculus hypothetical protein LOC100041875 (LOC100041875), mRNA [XM_001477150]	Mm.21450	100041875
A_51_P307954	2.11E-06	2.572777	down	29.101831	23.379004	-0.35123792	-1.7145643	NM_010137	chr17:87230808-87230867	Epas1	Mus musculus endothelial PAS domain protein 1 (Epas1), mRNA [NM_010137]	Mm.1415	13819	ENSMUST00000112273	TC1583230
A_52_P493795	0.000114524	2.4779007	down	53.696045	44.89475	0.53490764	-0.77421075	NM_173745	chr11:3797239-3797298	Dusp18	Mus musculus dual specificity phosphatase 18 (Dusp18), mRNA [NM_173745]	Mm.32588	75219	ENSMUST00000109996	TC1673217
A_52_P139488	0.000280292	2.1499107	down	45.912964	44.15272	0.30531454	-0.7989621	NM_027022	chr8:106816646-106816587	Cmtm2a	Mus musculus CKLF-like MARVEL transmembrane domain containing 2A (Cmtm2a), mRNA [NM_027022]	Mm.272746	73381	ENSMUST00000077256	NP_600753
A_51_P151682	0.000103661	4.3590236	down	185.39452	88.1899	2.3174386	0.19343345	NM_008314	chr5:28168974-28169033	Htr5a	Mus musculus 5-hydroxytryptamine (serotonin) receptor 5A (Htr5a), mRNA [NM_008314]	Mm.4835	15563	ENSMUST00000036227	TC1592705
A_51_P276404	0.011093579	2.2050254	down	4265.44	3964.2686	6.8320374	5.691242	NM_009408	chr2:160548090-160548150	Top1	Mus musculus topoisomerase (DNA) I (Top1), mRNA [NM_009408]	Mm.217233	21969	ENSMUST00000017078	TC1609285
A_52_P148184	0.000272627	2.1131208	down	1792.3506	1736.8076	5.5804048	4.5010295	NM_028166	chr7:38981435-38981494	1600014C10Rik	Mus musculus RIKEN cDNA 1600014C10 gene (1600014C10Rik), transcript variant 2, mRNA [NM_028166]	Mm.187554	72244		TC1575436
A_51_P195100	0.003218067	3.244916	down	10668.422	6712.586	8.150745	6.4525642	NM_009190	chr1:108668273-108668214	Vps4b	Mus musculus vacuolar protein sorting 4b (yeast) (Vps4b), mRNA [NM_009190]	Mm.18705	20479	ENSMUST00000094646	TC1572177
A_51_P403760	0.000591541	2.0850904	down	1047.7533	1042.6085	4.8252316	3.7651217	NM_139294	chr6:39553817-39553758	Braf	Mus musculus Braf transforming gene (Braf), mRNA [NM_139294]	Mm.245513	109880
A_51_P331809	0.058690164	2.2140899	down	93.33779	89.09026	1.3004526	0.15373881	NM_013774	chr12:106444697-106444756	Tcl1b4	Mus musculus T-cell leukemia/lymphoma 1B, 4 (Tcl1b4), mRNA [NM_013774]	Mm.103652	27380	ENSMUST00000000718	TC1723321
A_52_P97595	0.065333605	1.9147257	down	26.408823	30.15358	-0.48804078	-1.4251785	AK087659	chr15:7184173-7184114	Egflam	Mus musculus 2 days pregnant adult female oviduct cDNA, RIKEN full-length enriched library, clone:E230037L08 product:Hypothetical EGF-like domain, full insert sequence. [AK087659]	Mm.203208	268780		TC1595295
A_51_P453935	0.036615208	2.13793	down	92.87247	94.46576	1.313116	0.21690147	NM_023363	chr7:48905667-48905726	Zfp788	Mus musculus zinc finger protein 788 (Zfp788), mRNA [NM_023363]	Mm.384626	67607	ENSMUST00000100275	TC1589286
A_52_P295676	0.071123585	1.7275714	down	34.77016	43.74918	-0.090687595	-0.87943286	AK143332	chr2:14884906-14884965	Cacnb2	Mus musculus 2 days pregnant adult female ovary cDNA, RIKEN full-length enriched library, clone:E330008B16 product:calcium channel, voltage-dependent, beta 2 subunit, full insert sequence. [AK143332]	Mm.313930	12296		TC1636857
A_52_P612682	0.003689298	1.9895133	down	96.323814	100.68653	1.3800836	0.38766798	NM_145956	chrX:72698640-72698699	Brcc3	Mus musculus BRCA1/BRCA2-containing complex, subunit 3 (Brcc3), transcript variant 2, mRNA [NM_145956]	Mm.226957	210766	ENSMUST00000114075	TC1608243
A_51_P406414	0.039039258	1.9771395	down	1060.8673	1110.4628	4.7902946	3.80688	NM_010470	chr4:137798749-137798808	Hp1bp3	Mus musculus heterochromatin protein 1, binding protein 3 (Hp1bp3), transcript variant 1, mRNA [NM_010470]	Mm.399941	15441	ENSMUST00000105826	TC1626781
A_51_P112661	7.45E-06	4.3525243	down	158.56012	74.99966	2.0896037	-0.032248657	AK029296	chr3:130812224-130812165		Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4832416C21 product:unclassifiable, full insert sequence. [AK029296]				TC1599012
A_52_P228171	0.022605661	1.9048549	down	369.32657	405.61966	3.3123436	2.3826625	NM_027652	chr5:30594743-30594802	Ept1	Mus musculus ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific) (Ept1), mRNA [NM_027652]	Mm.168854	28042	ENSMUST00000132404	TC1577823
A_51_P511451	4.83E-05	4.2073913	down	85.82922	42.34132	1.2108852	-0.8620408	AK019856	chr8:4162884-4162825	4932443L11Rik	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4932443L11 product:hypothetical protein, full insert sequence. [AK019856]	Mm.437536	78899
A_51_P175424	0.026904494	2.5432541	down	78.33877	67.91412	1.0756043	-0.27107129	NM_011797	chr3:95701918-95701859	Car14	Mus musculus carbonic anhydrase 14 (Car14), mRNA [NM_011797]	Mm.479176	23831	ENSMUST00000036181	TC1582491
A_52_P453778	0.004150713	1.9855385	down	378.86423	395.23035	3.354189	2.3646586	NM_001081269	chr8:26829865-26829924	Whsc1l1	Mus musculus Wolf-Hirschhorn syndrome candidate 1-like 1 (human) (Whsc1l1), transcript variant 2, mRNA [NM_001081269]	Mm.217337	234135	ENSMUST00000142395	TC1708692
A_52_P322535	0.007289694	1.9081265	down	97.454956	107.09557	1.3975383	0.46538147	NM_025479	chr13:17790401-17790460	2810021B07Rik	Mus musculus RIKEN cDNA 2810021B07 gene (2810021B07Rik), mRNA [NM_025479]	Mm.291109	66308	ENSMUST00000049744	TC1578278
A_52_P556355	0.02558515	1.8860407	down	54.698273	60.40501	0.5328617	-0.38249907		chr16:98232726-98232785
A_51_P188111	0.002942959	3.0410497	down	2237.0422	1565.96	5.912806	4.3082366	NM_007945	chr6:137425785-137425766	Eps8	Mus musculus epidermal growth factor receptor pathway substrate 8 (Eps8), mRNA [NM_007945]	Mm.235346	13860	ENSMUST00000111878	TC1576874
A_52_P21486	0.003728667	2.7900565	down	283.374	208.3503	2.9209921	1.4406978	NM_183257	chr7:31707579-31707520	Hamp2	Mus musculus hepcidin antimicrobial peptide 2 (Hamp2), mRNA [NM_183257]	Mm.389860	66438	ENSMUST00000074671	TC1585557
A_52_P137637	0.025389073	1.5122741	down	37.23557	51.34291	0.010104179	-0.58661556	AK054557	chr18:15141364-15141305	Kctd1	Mus musculus 10 days neonate olfactory brain cDNA, RIKEN full-length enriched library, clone:E530017G24 product:weakly similar to CDNA FLJ14995 FIS, CLONE Y79AA1002210, WEAKLY SIMILAR TO TUMOR NECROSIS FACTOR, ALPHA-INDUCED PROTEIN 1 [Homo sapiens], full insert sequence. [AK054557]	Mm.329299	106931		TC1626895
A_52_P417945	0.061025504	1.5774376	down	33.526455	43.730206	-0.16115077	-0.8187337	AK034303	chr8:96953939-96953880	9330175E14Rik	Mus musculus adult male diencephalon cDNA, RIKEN full-length enriched library, clone:9330175E14 product:HYPOTHETICAL 4.5 KDA PROTEIN homolog [Homo sapiens], full insert sequence. [AK034303]	Mm.477140	320377
A_51_P481721	0.000468191	8.966981	down	30094.312	6828.4336	9.638814	6.4741917	NM_016771	chr5:87984717-87984658	Sult1d1	Mus musculus sulfotransferase family 1D, member 1 (Sult1d1), mRNA [NM_016771]	Mm.6824	53315	ENSMUST00000113314	TC1578770
A_51_P243963	0.04638324	1.542858	down	111.50007	144.43852	1.5373015	0.91169626	NM_181315	chrX:160417144-160417085	Car5b	Mus musculus carbonic anhydrase 5b, mitochondrial (Car5b), nuclear gene encoding mitochondrial protein, mRNA [NM_181315]	Mm.180953	56078	ENSMUST00000033739	TC1585387
A_52_P357402	0.002682315	1.5442889	down	1809.605	2427.8896	5.61223	4.985287	NM_019988	chr17:24610622-24610563	Mlst8	Mus musculus MTOR associated protein, LST8 homolog (S. cerevisiae) (Mlst8), mRNA [NM_019988]	Mm.289516	56716	ENSMUST00000070888	TC1652834
A_52_P256492	0.039613973	1.7112279	down	38.12029	46.637005	0.038385075	-0.73664683	NM_001159507	chr6:91727435-91727376	Grip2	Mus musculus glutamate receptor interacting protein 2 (Grip2), mRNA [NM_001159507]	Mm.333264	243547	ENSMUST00000079335	TC1654833
A_51_P156158	0.000230795	1.9860514	down	510.01956	531.4892	3.7778523	2.7879493	NM_133821	chr1:108290330-108290389	Phlpp1	Mus musculus PH domain and leucine rich repeat protein phosphatase 1 (Phlpp1), mRNA [NM_133821]	Mm.24115	98432	ENSMUST00000061047	TC1577447
A_52_P515057	0.001792728	3.5618455	down	30304.572	17516.994	9.66409	7.8314652	NM_172685	chr3:108971266-108971325	Slc25a24	Mus musculus solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24 (Slc25a24), nuclear gene encoding mitochondrial protein, mRNA [NM_172685]	Mm.33574	229731	ENSMUST00000029477	TC1575257
A_51_P152423	0.007922798	1.623453	down	1877.0314	2392.334	5.6631813	4.9641156	NM_177640	chr19:18792610-18792667	D030056L22Rik	Mus musculus RIKEN cDNA D030056L22 gene (D030056L22Rik), mRNA [NM_177640]	Mm.28101	225995	ENSMUST00000055792	TC1577094
A_52_P369946	0.0030354	2.5811102	down	344.61636	274.9061	3.210841	1.8428491	AK135410	chr11:102397713-102397654	Gpatch8	Mus musculus 12 days embryo female mullerian duct includes surrounding region cDNA, RIKEN full-length enriched library, clone:6820415O06 product:hypothetical protein, full insert sequence. [AK135410]	Mm.260282	237943
A_51_P125467	0.015568221	1.5586015	down	4448.484	5908.2173	6.9083533	6.268101	NM_010515	chr17:12875263-12875253	Igf2r	Mus musculus insulin-like growth factor 2 receptor (Igf2r), mRNA [NM_010515]	Mm.26553	16004	ENSMUST00000024599	TC1777311
A_52_P402960	0.005111215	3.021856	down	712.92303	505.1144	4.268349	2.6729143	AK046039	chr1:121549519-121549460	B230337E12Rik	Mus musculus adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230337E12 product:unclassifiable, full insert sequence. [AK046039]	Mm.130344	98262		TC1606487
A_52_P427992	0.001076571	1.8582207	down	5083.845	5678.248	7.1032367	6.209315	AK019399	chr19:5464944-5465003	Fibp	fibroblast growth factor (acidic) intracellular binding protein Gene [Source:MGI Symbol;Acc:MGI:1926233] [ENSMUST00000025847]	Mm.329656	58249	ENSMUST00000025847	TC1589240
A_51_P440954	0.001374094	1.9157928	down	3652.4912	3953.5598	6.626494	5.6885524	AK146526	chr7:151662786-151662727		protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 Gene [Source:MGI Symbol;Acc:MGI:1924750] [ENSMUST00000093967]	Mm.272809		ENSMUST00000093967	TC1600458
A_52_P568781	2.20E-05	3.6532145	down	364.2913	207.11238	3.3008041	1.4316376	NM_153055	chr10:42551846-42551905	Sec63	Mus musculus SEC63-like (S. cerevisiae) (Sec63), mRNA [NM_153055]	Mm.214344	140740	ENSMUST00000019937	TC1597447
A_51_P439403	0.027574986	3.768929	down	378.74454	235.86299	3.3376687	1.423514	NM_011059	chr4:140369221-140369162	Padi1	Mus musculus peptidyl arginine deiminase, type I (Padi1), mRNA [NM_011059]	Mm.479276	18599	ENSMUST00000026378	TC1622065
A_51_P398517	0.002880253	1.7837722	down	8252.974	9487.69	7.780928	6.9459968	NM_021540	chr11:49918077-49918136	Rnf130	Mus musculus ring finger protein 130 (Rnf130), mRNA [NM_021540]	Mm.359004	59044	ENSMUST00000102776	TC1575837
A_51_P278353	0.003840674	1.7815789	down	208.37683	243.01672	2.4899395	1.6567831	AK006745	chr17:26698444-26698386		RIKEN cDNA 1700049J03 gene Gene [Source:MGI Symbol;Acc:MGI:1920615] [ENSMUST00000011196]	Mm.353031		ENSMUST00000011196	TC1668991
A_52_P240864	0.004870435	2.230787	down	4777.6167	4416.1987	7.0050273	5.8474746	NM_028487	chr13:112216590-112216531	Gpbp1	Mus musculus GC-rich promoter binding protein 1 (Gpbp1), transcript variant 2, mRNA [NM_028487]	Mm.57286	73274	ENSMUST00000116379	TC1582826
A_51_P161207	0.006043746	2.7422068	down	34.889797	25.69246	-0.12553358	-1.580871	NM_011265	chr19:27900638-27900579	Rfx3	Mus musculus regulatory factor X, 3 (influences HLA class II expression) (Rfx3), transcript variant 1, mRNA [NM_011265]	Mm.313321	19726	ENSMUST00000112613	TC1589359
A_51_P259638	0.08460014	2.3097646	down	92.29191	75.668785	1.1828061	-0.024939695	AK047380	chr6:50153057-50153116	LOC14210	Mus musculus 10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:B930054E20 product:fibroblast growth factor inducible 15, full insert sequence. [AK047380]	Mm.478422	14210
A_51_P299866	0.005748923	1.6968083	down	1546.4208	1902.9159	5.3798485	4.617025	NM_028011	chr11:90507345-90507286	Tom1l1	Mus musculus target of myb1-like 1 (chicken) (Tom1l1), mRNA [NM_028011]	Mm.167868	71943	ENSMUST00000107868	TC1575337
A_51_P427917	0.07857824	1.6822898	down	46.836105	55.861004	0.2699453	-0.480481	NM_139299	chr13:113313517-113313458	Il31ra	Mus musculus interleukin 31 receptor A (Il31ra), mRNA [NM_139299]	Mm.474047	218624	ENSMUST00000051756	TC1595944
A_51_P424868	0.010051286	1.6046854	down	14135.919	18264.215	8.577164	7.894873	NM_026524	chrX:10296694-10296753	Mid1ip1	Mus musculus Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) (Mid1ip1), transcript variant 2, mRNA [NM_026524]	Mm.29429	68041	ENSMUST00000115524	TC1572600
A_52_P434375	0.00200979	2.8054373	down	106.216064	79.413666	1.5210603	0.03283469	AK163853	chr7:141974695-141974754	Dock1	Mus musculus 16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130086K10 product:dedicator of cyto-kinesis 1, full insert sequence. [AK163853]	Mm.436572	330662		TC1677346
A_52_P136316	0.016379561	1.7404094	down	111.75538	133.75441	1.5884057	0.78897905	AK128954	chr2:156925388-156925329	Samhd1	Mus musculus cDNA fis, clone TRACH3010757, highly similar to Interferon-gamma inducible protein MG11. [AK128954]		56045		TC1588180
A_51_P337662	0.03876206	1.523591	down	2320.8599	3138.1692	5.9624124	5.3549366	NM_172779	chrX:53760732-53760791	Ddx26b	Mus musculus DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B (Ddx26b), mRNA [NM_172779]	Mm.72753	236790	ENSMUST00000142624	NP_921855
A_51_P330044	0.049179297	1.9645588	down	203.68456	215.06616	2.408638	1.4344326	NM_028979	chr4:96235340-96235281	Cyp2j9	Mus musculus cytochrome P450, family 2, subfamily j, polypeptide 9 (Cyp2j9), mRNA [NM_028979]	Mm.458387	74519	ENSMUST00000055693	TC1584746
A_51_P175667	0.002551066	1.7032695	down	41560.297	49662.797	10.108243	9.339936	NM_080420	chr11:87620136-87620077	Lpo	Mus musculus lactoperoxidase (Lpo), mRNA [NM_080420]	Mm.41236	76113	ENSMUST00000103177	TC1577768
A_51_P343252	0.00071954	2.0333877	down	13870.176	14149.695	8.551751	7.527866	NM_009842	chr7:148657237-148657297	Cd151	Mus musculus CD151 antigen (Cd151), transcript variant 1, mRNA [NM_009842]	Mm.30246	12476	ENSMUST00000058746	TC1734907
A_52_P676198	0.008656118	1.7241079	down	511.22473	601.5568	3.7567413	2.9708912	NM_025912	chr2:172178905-172178964	2010011I20Rik	Mus musculus RIKEN cDNA 2010011I20 gene (2010011I20Rik), mRNA [NM_025912]	Mm.30013	67017	ENSMUST00000028995	TC1669193
A_51_P490257	0.001342994	1.6168686	down	1960.4601	2513.2305	5.728395	5.0351925	NM_134099	chr15:3915620-3915561	Fbxo4	Mus musculus F-box protein 4 (Fbxo4), mRNA [NM_134099]	Mm.234191	106052	ENSMUST00000022791	TC1582258
A_52_P124440	0.001867084	2.4474416	down	102.6818	86.69558	1.4664186	0.1751442	AK078326	chr14:87913707-87913766	Tdrd3	Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430599B16 product:unclassifiable, full insert sequence. [AK078326]	Mm.35168	219249		TC1603060
A_52_P450528	0.041480303	4.5372696	down	107.07636	59.831955	1.517157	-0.6646674	AK044415	chr3:37241930-37241871		Putative uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q8C8V2] [ENSMUST00000068009]	Mm.379490		ENSMUST00000068009	TC1592954
A_52_P837066	0.004589836	2.819429	down	67.46988	50.9366	0.8657959	-0.629607	BG229036	chr11:4570924-4570865		ux65e06.x1 Soares_NKWMD_mandible Mus musculus cDNA clone IMAGE:3515219 3. [BG229036]	Mm.449963			TC1665216
A_51_P397394	0.000680604	2.718167	down	1126.2202	857.7886	4.927179	3.4845448	NM_177025	chr2:64927512-64927453	Cobll1	Mus musculus Cobl-like 1 (Cobll1), transcript variant 1, mRNA [NM_177025]	Mm.34159	319876	ENSMUST00000112429	TC1581698
