Entrez gene ID	Gene Symbol	FDR
4779	NFE2L1	0.000238663
4783	NFIL3	0
4799	NFX1	0.000123153
4833	NME4	0.00062435
4852	NPY	0
4856	NOV	0
4907	NT5E	0.002531646
4920	ROR2	0.002834367
4926	NUMA1	0.043157225
4929	NR4A2	0
4942	OAT	0
4952	OCRL	0.000243309
4953	ODC1	0
4958	OMD	0.004957983
5002	SLC22A18	0.018763326
5004	ORM1	0
5023	P2RX1	0.00549542
5046	PCSK6	0.011102719
5050	PAFAH1B3	0.014577259
5066	PAM	0
5087	PBX1	0
5092	PCBD1	0.007846277
5093	PCBP1	0.043320611
5095	PCCA	0.001233397
5100	PCDH8	0.042911877
5118	PCOLCE	0
5121	PCP4	0
5125	PCSK5	0.045735944
5142	PDE4B	0
5144	PDE4D	0.0004561
5151	PDE8A	0.020028209
5161	PDHA2	0.00511745
5162	PDHB	0.007177419
5168	ENPP2	0.017537581
5172	SLC26A4	0.000808898
5176	SERPINF1	0
5179	PENK	0.000124533
5187	PER1	0.000638978
5191	PEX7	0
5203	PFDN4	0.002283105
5204	PFDN5	0
5213	PFKM	0
5216	PFN1	0
5218	CDK14	0
5236	PGM1	0.000132979
5250	SLC25A3	0.001158301
5257	PHKB	0.00356212
5264	PHYH	0.007038835
5266	PI3	0.006904955
5268	SERPINB5	0
5269	SERPINB6	0
5274	SERPINI1	0.044733503
5284	PIGR	0.001324503
5287	PIK3C2B	0.025
5292	PIM1	0
5300	PIN1	0.004713805
5317	PKP1	0.022345593
5320	PLA2G2A	0
5321	PLA2G4A	0
5322	PLA2G5	0.000448934
5325	PLAGL1	0.00044843
5327	PLAT	0.001075269
5348	FXYD1	0
5349	FXYD3	0.000891972
5350	PLN	0
5354	PLP1	0.00088845
5355	PLP2	0.000618557
5357	PLS1	0
5360	PLTP	0
5364	PLXNB1	0.000647948
5376	PMP22	0
5396	PRRX1	0.006910569
5412	UBL3	0.000542888
5423	POLB	0.021343597
5435	POLR2F	0.027142857
5438	POLR2I	0.002285192
5450	POU2AF1	0.000239521
5457	POU4F1	0.00511316
5476	CTSA	0.020897616
5493	PPL	0
5495	PPM1B	0.001416431
5510	PPP1R7	0.004564666
5516	PPP2CB	0.031951872
5532	PPP3CB	0.006541292
5538	PPT1	0
5547	PRCP	0.000346821
5552	SRGN	0.025222146
5558	PRIM2	0
5567	PRKACB	0.000804829
5587	PRKD1	0.006893755
5590	PRKCZ	0.036708034
5598	MAPK7	0.013882702
5602	MAPK10	0.03692107
5610	EIF2AK2	0
5621	PRNP	0
5626	PROP1	0.001234568
5627	PROS1	0.006337449
5641	LGMN	0.002767857
5652	PRSS8	0
5654	HTRA1	0
5655	KLK10	0.008984375
5660	PSAP	0
5684	PSMA3	0.043203574
5687	PSMA6	0.014380531
5691	PSMB3	0.004580153
5692	PSMB4	0.006193229
5694	PSMB6	0.014243542
5696	PSMB8	0.015602322
5698	PSMB9	0
5699	PSMB10	0
5711	PSMD5	0.002274795
5713	PSMD7	0.012021037
5730	PTGDS	0
5732	PTGER2	0.016870944
5740	PTGIS	0.006921824
5742	PTGS1	0.000547645
5743	PTGS2	0
5763	PTMS	0
5764	PTN	0
5783	PTPN13	0
5786	PTPRA	0
5796	PTPRK	0
5799	PTPRN2	0
5824	PEX19	0.000244798
5825	ABCD3	0.027864407
5828	PEX2	0.043121019
5834	PYGB	0
5837	PYGM	0.010526316
5860	QDPR	0
5867	RAB4A	0
5918	RARRES1	0
5919	RARRES2	0
5920	RARRES3	0
5921	RASA1	0
5935	RBM3	0
5947	RBP1	0
5980	REV3L	0
5996	RGS1	0
5997	RGS2	0
6013	RLN1	0
6019	RLN2	0
6038	RNASE4	0
6039	RNASE6	0.007113985
6049	RNF6	0
6050	RNH1	0.000125945
6051	RNPEP	0.000241255
6091	ROBO1	0
6093	ROCK1	0.000450958
6096	RORB	0.000441989
6117	RPA1	0.000623053
6122	RPL3	0
6124	RPL4	0
6133	RPL9	0
6134	RPL10	0
6135	RPL11	0.000123609
6136	RPL12	0
6138	RPL15	0.000238379
6139	RPL17	0
6141	RPL18	0.001235741
6142	RPL18A	0
6158	RPL28	0.035803279
6159	RPL29	0
6160	RPL31	0.000446429
6166	RPL36AL	0
6169	RPL38	0.032221481
6171	RPL41	0
6176	RPLP1	0
6185	RPN2	0.00106383
6187	RPS2	0.000715015
6189	RPS3A	0
6191	RPS4X	0.004123711
6192	RPS4Y1	0
6193	RPS5	0.000616016
6195	RPS6KA1	0.00080402
6203	RPS9	0
6204	RPS10	0
6205	RPS11	0
6206	RPS12	0
6208	RPS14	0
6210	RPS15A	0
6218	RPS17	0.000243902
6223	RPS19	0.001065891
6228	RPS23	0
6236	RRAD	0.000634249
6237	RRAS	0
6273	S100A2	0.000125156
6274	S100A3	0.035239974
6275	S100A4	0.002291476
6281	S100A10	0.00176089
6282	S100A11	0
6283	S100A12	0.035887361
6284	S100A13	0
6286	S100P	0
6293	VPS52	0.01894961
6301	SARS	0
6304	SATB1	0
6309	SC5DL	0
6310	ATXN1	0.011119516
6337	SCNN1A	0
6339	SCNN1D	0.000713558
6347	CCL2	0
6348	CCL3	0
6351	CCL4	0
6352	CCL5	0.00556941
6363	CCL19	0.044571429
6372	CXCL6	0.006464812
6373	CXCL11	0
6376	CX3CL1	0
6387	CXCL12	0.000889328
6388	SDF2	0.000542299
6390	SDHB	0.000636267
6401	SELE	0
6415	SEPW1	0.001782364
6418	SET	0.000129534
6422	SFRP1	0
6427	SRSF2	0
6428	SRSF3	0.005263158
6430	SRSF5	0
6431	SRSF6	0
6447	SCG5	0.025239398
6450	SH3BGR	0
6451	SH3BGRL	0
6477	SIAH1	0
6480	ST6GAL1	0
6500	SKP1	0
6510	SLC1A5	0
6515	SLC2A3	0.029952989
6517	SLC2A4	0
6525	SMTN	0
6558	SLC12A2	0
6565	SLC15A2	0.000123762
6575	SLC20A2	0.016930836
6594	SMARCA1	0
6595	SMARCA2	0.000236967
6604	SMARCD3	0.002982456
6628	SNRPB	0.002910053
6649	SOD3	0.000795229
6652	SORD	0
6653	SORL1	0
6662	SOX9	0
6691	SPINK2	0.008320127
6692	SPINT1	0
6695	SPOCK1	0
6699	SPRR1B	0.010662605
6709	SPTAN1	0
6717	SRI	0
6722	SRF	0.000123916
6726	SRP9	0.000441014
6748	SSR4	0
6760	SS18	0
6764	ST5	0
6767	ST13	0.009776751
6769	STAC	0.009984639
6778	STAT6	0
6810	STX4	0.014348786
6813	STXBP2	0
6814	STXBP3	0.020294944
6820	SULT2B1	0
6827	SUPT4H1	0.040876854
6834	SURF1	0.038896104
6840	SVIL	0
6844	VAMP2	0
6845	VAMP7	0.000443951
6863	TAC1	0.000545256
6867	TACC1	0
6876	TAGLN	0
6890	TAP1	0.00063358
6892	TAPBP	0.00079602
6894	TARBP1	0
6916	TBXAS1	0.008194113
6935	ZEB1	0
6936	C2orf3	0
6943	TCF21	0
6988	TCTA	0
6993	DYNLT1	0.000455581
7001	PRDX2	0.005337781
7009	TMBIM6	0
7018	TF	0.038061158
7025	NR2F1	0.002605571
7026	NR2F2	0.041838046
7031	TFF1	0
7033	TFF3	0
7041	TGFB1I1	0
7045	TGFBI	0.000547046
7047	TGM4	0.013925926
7050	TGIF1	0.000548847
7053	TGM3	0.000626305
7060	THBS4	0.000796813
7072	TIA1	0.042381562
7078	TIMP3	0
7089	TLE2	0.012003001
7094	TLN1	0.041864952
7103	TSPAN8	0.000622407
7107	GPR137B	0.000648649
7108	TM7SF2	0.02329428
7113	TMPRSS2	0
7128	TNFAIP3	0.004962153
7134	TNNC1	0
7162	TPBG	0.032333333
7168	TPM1	0
7169	TPM2	0
7171	TPM4	0
7177	TPSAB1	0
7178	TPT1	0
7205	TRIP6	0
7220	TRPC1	0.014587892
7257	TSNAX	0
7259	TSPYL1	0.042939297
7263	TST	0.01290082
7264	TSTA3	0.002915194
7277	TUBA4A	0
7284	TUFM	0.00045819
7291	TWIST1	0.002907489
7305	TYROBP	0.000238949
7317	UBA1	0.006353135
7318	UBA7	0.000794439
7345	UCHL1	0.008927173
7347	UCHL3	0.002917772
7348	UPK1B	0.016173285
7356	SCGB1A1	0.000981354
7358	UGDH	0.000444939
7380	UPK3A	0
7384	UQCRC1	0
7386	UQCRFS1	0
7389	UROD	0.01318927
7402	UTRN	0.008207171
7411	VBP1	0.000800801
7412	VCAM1	0.001070039
7414	VCL	0
7423	VEGFB	0.049749373
7431	VIM	0
7433	VIPR1	0
7434	VIPR2	0.000240096
7447	VSNL1	0.014380044
7454	WAS	0.043148502
7464	CORO2A	0
7466	WFS1	0.014338235
7494	XBP1	0.002762923
7520	XRCC5	0.004591837
7538	ZFP36	0
7580	ZNF32	0
7582	ZNF33B	0.002205882
7626	ZNF75D	0.000798403
7629	ZNF76	0.000451467
7692	ZNF133	0.02352132
7712	ZNF157	0.038870863
7726	TRIM26	0.000445931
7739	ZNF185	0
7754	ZNF204P	0.000446927
7764	ZNF217	0
7783	ZP2	0.042354447
7798	LUZP1	0.020197044
7802	DNALI1	0
7818	DAP3	0.010053722
7832	BTG2	0
7837	PXDN	0.017406877
7851	MALL	0.032802125
7905	REEP5	0
7941	PLA2G7	0.001239276
7991	TUSC3	0.004273504
8000	PSCA	0
8013	NR4A3	0.009126365
8027	STAM	0
8031	NCOA4	0
8036	SHOC2	0
8073	PTP4A2	0
8082	SSPN	0.010252487
8125	ANP32A	0.010866261
8214	DGCR6	0.006845966
8260	NAA10	0.049780839
8269	TMEM187	0.000125471
8284	KDM5D	0.000619195
8287	USP9Y	0
8323	FZD6	0.042710997
8324	FZD7	0
8337	HIST2H2AA3	0.0008
8340	HIST1H2BL	0.000643087
8342	HIST1H2BM	0.000634921
8349	HIST2H2BE	0
8395	PIP5K1B	0.018460442
8404	SPARCL1	0
8418	CMAH	0.017266187
8425	LTBP4	0
8428	STK24	0.001770736
8470	SORBS2	0
8476	CDC42BPA	0.00647541
8490	RGS5	0.000441501
8501	SLC43A1	0.000243013
8504	PEX3	0
8507	ENC1	0
8512	MBL1P	0.012415856
8519	IFITM1	0
8520	HAT1	0.018963068
8530	CST7	0.01397929
8537	BCAS1	0
8538	BARX2	0.000619835
8542	APOL1	0.000125628
8543	LMO4	0
8546	AP3B1	0
8556	CDC14A	0
8572	PDLIM4	0
8575	PRKRA	0.013968958
8581	LY6D	0.00290493
8604	SLC25A12	0.000238095
8605	PLA2G4C	0
8611	PPAP2A	0
8612	PPAP2C	0.00045403
8613	PPAP2B	0
8622	PDE8B	0
8623	ASMTL	0.001073171
8626	TP63	0
8630	HSD17B6	0
8639	AOC3	0
8653	DDX3Y	0.000127877
8661	EIF3A	0.044409149
8665	EIF3F	0.000242424
8666	EIF3G	0
8671	SLC4A4	0.014701601
8673	VAMP8	0
8678	BECN1	0
8690	JRKL	0.046725441
8705	B3GALT4	0.019249823
8722	CTSF	0
8724	SNX3	0.021398601
8725	C19orf2	0
8743	TNFSF10	0
8754	ADAM9	0.008326725
8761	PABPC4	0.021896792
8763	CD164	0
8764	TNFRSF14	0
8766	RAB11A	0.001597744
8776	MTMR1	0.002760463
8787	RGS9	0.004347826
8796	SCEL	0.038020833
8799	PEX11B	0
8804	CREG1	0.0309699
8826	IQGAP1	0
8842	PROM1	0.000628931
8848	TSC22D1	0
8854	ALDH1A2	0.000130378
8857	FCGBP	0.005342237
8859	STK19	0.045120406
8864	PER2	0
8870	IER3	0
8874	ARHGEF7	0.000640342
8881	CDC16	0.000805639
8883	NAE1	0.002985075
8897	MTMR3	0.028735632
8904	CPNE1	0.000807265
8912	CACNA1H	0.04637224
8933	FAM127A	0.032734531
8939	FUBP3	0.004576271
8992	ATP6V0E1	0
9023	CH25H	0
9071	CLDN10	0.030475553
9073	CLDN8	0.000123001
9092	SART1	0.031997328
9107	MTMR6	0.000801603
9111	NMI	0
9124	PDLIM1	0.005276382
9139	CBFA2T2	0.000709939
9144	SYNGR2	0.003222997
9158	FIBP	0.009520124
9184	BUB3	0.032756325
9201	DCLK1	0.000803213
9202	ZMYM4	0.001071081
9221	NOLC1	0.000712106
9231	DLG5	0
9235	IL32	0
9236	CCPG1	0.000456621
9249	DHRS3	0
9256	BZRAP1	0.000890208
9266	CYTH2	0.041403735
9283	GPR37L1	0.020253165
9294	S1PR2	0.048052764
9314	KLF4	0.000641711
9315	C5orf13	0
9322	TRIP10	0.020309206
9338	TCEAL1	0
9341	VAMP3	0.000126904
9349	RPL23	0.008934169
9353	SLIT2	0.014359352
9354	UBE4A	0.001780694
9358	ITGBL1	0.00991545
9367	RAB9A	0
9375	TM9SF2	0
9377	COX5A	0.000638298
9380	GRHPR	0
9403	39339	0
9410	SNRNP40	0
9413	FAM189A2	0
9415	FADS2	0
9425	CDYL	0.018259629
9445	ITM2B	0
9446	GSTO1	0
9452	ITM2A	0
9453	GGPS1	0.002902375
9455	HOMER2	0.013670134
9459	ARHGEF6	0.00427716
9467	SH3BP5	0.002987698
9473	C1orf38	0.009119252
9475	ROCK2	0.040219496
9482	STX8	0
9506	PAGE4	0
9516	LITAF	0
9518	GDF15	0
9524	TECR	0
9528	TMEM59	0
9532	BAG2	0.001600753
9534	ZNF254	0.027359131
9552	SPAG7	0
9559	VPS26A	0
9580	SOX13	0.025409836
9583	ENTPD4	0
9587	MAD2L1BP	0.011445783
9589	WTAP	0
9592	IER2	0
9636	ISG15	0
9637	FEZ2	0.014369934
9639	ARHGEF10	0
9643	MORF4L2	0.000887574
9647	PPM1F	0.004280822
9652	TTC37	0.0002442
9687	GREB1	0
9705	ST18	0.022020906
9709	HERPUD1	0
9724	UTP14C	0
9728	SECISBP2L	0.008941176
9734	HDAC9	0
9737	GPRASP1	0.003645833
9741	LAPTM4A	0.002117864
9748	SLK	0.000544662
9762	ProSAPiP1	0
9765	ZFYVE16	0.007183212
9766	KIAA0247	0.001074219
9775	EIF4A3	0.002912621
9777	TM9SF4	0.000234742
9778	KIAA0232	0
9802	DAZAP2	0.010917362
9804	TOMM20	0
9805	SCRN1	0
9823	ARMCX2	0
9828	ARHGEF17	0.004584041
9843	HEPH	0.000234192
9848	MFAP3L	0.002688172
9863	MAGI2	0
9867	PJA2	0.002281022
9882	TBC1D4	0.002119816
9903	KLHL21	0
9908	G3BP2	0
9910	RABGAP1L	0.016112717
9914	ATP2C2	0.0096302
9920	KBTBD11	0.011111111
9921	RNF10	0.016810967
9922	IQSEC1	0.002295684
9925	ZBTB5	0.029589778
9934	P2RY14	0.002536232
9936	CD302	0.001848429
9938	ARHGAP25	0
9945	GFPT2	0
9948	WDR1	0.000444444
9961	MVP	0.03384106
9980	DOPEY2	0.006038048
9982	FGFBP1	0
10020	GNE	0
10040	TOM1L1	0.003059441
10079	ATP9A	0
10096	ACTR3	0.002533937
10103	TSPAN1	0
10121	ACTR1A	0.009512761
10128	LRPPRC	0.02237665
10140	TOB1	0.000649351
10158	PDZK1IP1	0
10174	SORBS3	0.029771505
10181	RBM5	0.004048234
10184	LHFPL2	0
10193	RNF41	0
10205	MPZL2	0.015918958
10206	TRIM13	0.00071066
10209	EIF1	0
10221	TRIB1	0
10225	CD96	0.003307224
10231	RCAN2	0
10252	SPRY1	0.01386212
10253	SPRY2	0.002836879
10257	ABCC4	0
10267	RAMP1	0
10270	AKAP8	0.00950541
10278	EFS	0
10280	SIGMAR1	0.002545455
10290	SPEG	0.001156069
10302	SNAPC5	0.036690647
10308	ZNF267	0.00013089
10312	TCIRG1	0.006888169
10346	TRIM22	0.000237248
10351	ABCA8	0.00034642
10379	IRF9	0.000346021
10383	TUBB2C	0
10384	BTN3A3	0
10396	ATP8A1	0.009324009
10398	MYL9	0
10404	PGCP	0
10406	WFDC2	0
10412	NSA2	0.022392211
10426	TUBGCP3	0.000130208
10449	ACAA2	0.000237812
10457	GPNMB	0.022730423
10463	SLC30A9	0
10464	PIBF1	0
10468	FST	0.001779026
10472	ZNF238	0.007252216
10479	SLC9A6	0.020014094
10481	HOXB13	0
10484	SEC23A	0.000623701
10486	CAP2	0.007772436
10488	CREB3	0.004587935
10489	LRRC41	0.003972366
10512	SEMA3C	0
10513	APPBP2	0
10516	FBLN5	0
10519	CIB1	0
10524	KAT5	0.000239808
10537	UBD	0
10542	HBXIP	0.000232019
10550	ARL6IP5	0
10551	AGR2	0
10557	RPP38	0.047705845
10558	SPTLC1	0.010933941
10559	SLC35A1	0.000241838
10561	IFI44	0.008392716
10562	OLFM4	0
10563	CXCL13	0.000233918
10567	RABAC1	0.000644468
10577	NPC2	0.002755556
10587	TXNRD2	0.026430518
10590	SCGN	0.005037783
10594	PRPF8	0.000233645
10602	CDC42EP3	0
10614	HEXIM1	0
10616	RBCK1	0.019787986
10622	POLR3G	0.004120172
10625	IVNS1ABP	0.004560811
10627	MYL12A	0
10632	ATP5L	0.000806452
10638	SPHAR	0.0002331
10663	CXCR6	0.028918919
10670	RRAGA	0.034455446
10695	CNPY3	0.000130548
10724	MGEA5	0.002289377
10730	YME1L1	0
10738	RFPL3	0
10758	TRAF3IP2	0.033377571
10771	ZMYND11	0
10788	IQGAP2	0
10857	PGRMC1	0
10859	LILRB1	0.000131234
10866	HCP5	0.006480722
10873	ME3	0
10875	FGL2	0
10912	GADD45G	0.000127714
10916	MAGED2	0
10924	SMPDL3A	0
10935	PRDX3	0
10939	AFG3L2	0.009567901
10946	SF3A3	0.000979432
10956	OS9	0
10957	PNRC1	0.00933126
10961	ERP29	0.001690141
10965	ACOT2	0.006699346
10971	YWHAQ	0
10974	C10orf116	0
10979	FERMT2	0
11012	KLK11	0
11013	TMSB15A	0
11034	DSTN	0
11036	GTF2A1L	0
11045	UPK1A	0.002527076
11098	PRSS23	0
11142	PKIG	0
11145	PLA2G16	0
11151	CORO1A	0.012471994
11155	LDB3	0.003719723
11168	PSIP1	0.019064493
11170	FAM107A	0
11188	NISCH	0
11197	WIF1	0.000240964
11215	AKAP11	0
11231	SEC63	0
11258	DCTN3	0.00931677
11259	FILIP1L	0
11272	PRR4	0.04665826
11277	TREX1	0.030495979
11315	PARK7	0
11319	ECD	0.000126743
11328	FKBP9	0
11331	PHB2	0
11337	GABARAP	0
11340	EXOSC8	0
22829	NLGN4Y	0.005809129
22832	KIAA1009	0.041237113
22833	KIAA0894	0.010458015
22837	COBLL1	0.011245283
22841	RAB11FIP2	0.000440044
22845	DOLK	0.003565217
22849	CPEB3	0
22858	ICK	0
22862	FNDC3A	0
22864	R3HDM2	0.002685765
22875	ENPP4	0.001153846
22882	ZHX2	0
22883	CLSTN1	0
22891	ZNF365	0.001509434
22897	CEP164	0.008726415
22903	BTBD3	0
22909	FAN1	0
22943	DKK1	0.000127389
22978	NT5C2	0
22981	NINL	0
23015	GOLGA8A	0
23022	PALLD	0
23024	PDZRN3	0
23028	KDM1A	0.013958641
23032	USP33	0
23042	PDXDC1	0.000447928
23048	FNBP1	0.007189015
23052	ENDOD1	0.000241546
23053	KIAA0913	0.03810143
23063	WAPAL	0.000123305
23078	KIAA0564	0.039248705
23086	EXPH5	0.005267559
23090	ZNF423	0.02077193
23107	MRPS27	0.029467296
23118	TAB2	0
23126	POGZ	0.002758007
23142	DCUN1D4	0
23150	FRMD4B	0.033972241
23158	TBC1D9	0.030201342
23160	WDR43	0.000132802
23167	EFR3A	0.000636943
23168	RTF1	0.000130039
23171	GPD1L	0
23173	METAP1	0
23179	RGL1	0.011738149
23185	LARP4B	0
23189	KANK1	0
23200	ATP11B	0.000232288
23213	SULF1	0
23231	SEL1L3	0.00023753
23236	PLCB1	0
23242	COBL	0.009560524
23244	PDS5A	0.000549451
23245	ASTN2	0
23259	DDHD2	0
23263	MCF2L	0.000645856
23266	LPHN2	0.003642671
23268	DNMBP	0.013392857
23269	MGA	0.002538531
23301	EHBP1	0.000457666
23303	KIF13B	0
23310	NCAPD3	0
23316	CUX2	0
23321	TRIM2	0
23324	MAN2B2	0
23327	NEDD4L	0
23331	TTC28	0.002603232
23335	WDR7	0
23336	SYNM	0
23338	PHF15	0.000345622
23341	DNAJC16	0.000126103
23345	SYNE1	0
23350	SR140	0.0001287
23352	UBR4	0
23359	FAM189A1	0.001072125
23369	PUM2	0
23376	KIAA0776	0.0001321
23382	AHCYL2	0.00124283
23385	NCSTN	0.03696219
23394	ADNP	0.008740157
23396	PIP5K1C	0.023347107
23398	PPWD1	0
23421	ITGB3BP	0.04233483
23443	SLC35A3	0
23452	ANGPTL2	0
23474	ETHE1	0
23479	ISCU	0
23492	CBX7	0
23498	HAAO	0.039223301
23499	MACF1	0
23506	KIAA0240	0.017642857
23508	TTC9	0.009846154
23564	DDAH2	0
23595	ORC3	0.010199387
23635	SSBP2	0.001769088
23637	RABGAP1	0.000131062
23641	LDOC1	0
23645	PPP1R15A	0
23646	PLD3	0.039105058
23647	ARFIP2	0
23650	TRIM29	0
23658	LSM5	0.015881073
23673	STX12	0.012686567
23705	CADM1	0.000714286
23741	EID1	0.027241848
23760	PITPNB	0.001939058
23764	MAFF	0
23768	FLRT2	0
23779	ARHGAP8	0
25800	SLC39A6	0
25802	LMOD1	0
25805	BAMBI	0.019263456
25814	ATXN10	0
25833	POU2F3	0.046691871
25840	METTL7A	0.001240458
25843	MOBKL3	0.000630915
25844	YIPF3	0
25849	PARM1	0
25854	FAM149A	0.035433071
25864	ABHD14A	0.008386076
25878	MXRA5	0
25891	PAMR1	0
25907	TMEM158	0.000126582
25915	NDUFAF3	0.021632938
25932	CLIC4	0
25937	WWTR1	0
25945	PVRL3	0
25949	SYF2	0.006115702
25957	SFRS18	0
25963	TMEM87A	0
25966	C2CD2	0.000239234
25976	TIPARP	0
25999	CLIP3	0.000627615
26002	MOXD1	0
26009	ZZZ3	0.006899351
26020	LRP10	0.000458716
26036	ZNF451	0
26040	SETBP1	0.008753943
26046	LTN1	0
26047	CNTNAP2	0
26050	SLITRK5	0.004572396
26057	ANKRD17	0
26065	LSM14A	0.002115915
26098	C10orf137	0
26112	CCDC69	0.0089914
26123	TCTN3	0.035994764
26128	KIAA1279	0
26136	TES	0.022268615
26137	ZBTB20	0.00013245
26175	C14orf109	0
26191	PTPN22	0.032311792
26211	OR2F1	0.008220271
26227	PHGDH	0.001759259
26268	FBXO9	0
26509	MYOF	0
26751	SH3YL1	0
26872	STEAP1	0
26953	RANBP6	0.008747045
27020	NPTN	0
27074	LAMP3	0.001236917
27163	NAAA	0.000347625
27232	GNMT	0.043356643
27235	COQ2	0.000240674
27250	PDCD4	0.04317602
27293	SMPDL3B	0.022790055
27295	PDLIM3	0
27316	RBMX	0
27335	EIF3K	0
27350	APOBEC3C	0
28902	IGKV1D-13	0.047073631
28908	IGKV4-1	0.023505155
28951	TRIB2	0.000621762
29760	BLNK	0
29899	GPSM2	0.02275242
29969	MDFIC	0.005877483
29970	SCHIP1	0
30851	TAX1BP3	0
30968	STOML2	0.003722944
50628	GEMIN4	0.003062117
50717	DCAF8	0
50853	VILL	0.009498069
50858	TTTY1	0.017253774
50859	SPOCK3	0.000240385
51029	PPPDE1	0
51031	GLOD4	0
51050	PI15	0.034825543
51097	SCCPDH	0
51100	SH3GLB1	0.001765799
51109	RDH11	0
51172	NAGPA	0.008213716
51232	CRIM1	0.000235849
51316	PLAC8	0.009527498
51347	TAOK3	0.006470106
51421	AMOTL2	0
51454	GULP1	0.000130719
51493	C22orf28	0
51567	TDP2	0.000235018
51573	GDE1	0.006916192
51574	LARP7	0.00404475
51585	PCF11	0.007618284
51599	LSR	0.000545852
51606	ATP6V1H	0
51614	ERGIC3	0
51669	TMEM66	0
51706	CYB5R1	0
51741	WWOX	0
54103	PION	0
54363	HAO1	0.00106486
54432	YIPF1	0
54453	RIN2	0
54462	FAM190B	0
54578	UGT1A6	0.012134831
54587	MXRA8	0.010798479
54658	UGT1A1	0.032712766
54659	UGT1A3	0.041811175
54838	C10orf26	0
54898	ELOVL2	0.008233413
55187	VPS13D	0.000235294
55233	MOBKL1B	0.011052233
55786	ZNF415	0.039521345
55823	VPS11	0.017915774
55830	GLT8D1	0.007315113
55888	ZNF167	0.006688418
55905	RNF114	0.00372617
56255	TMX4	0.000629591
56267	CCBL2	0
56271	BEX4	0
57134	MAN1C1	0.033994709
57178	ZMIZ1	0.000643777
57188	ADAMTSL3	0.000711382
57205	ATP10D	0
57326	PBXIP1	0
57460	PPM1H	0
57509	MTUS1	0.017668097
57515	SERINC1	0.001246405
57804	POLD4	0.000982318
58500	ZNF250	0.022714681
60436	TGIF2	0
60489	APOBEC3G	0.008876669
64112	MOAP1	0
64582	GPR135	0.03269103
64595	TTTY15	0.034934211
64844	39147	0
65110	UPF3A	0.000132626
66008	TRAK2	0.005271967
79026	AHNAK	0
79424	CYP3A5P2	0.014568082
79602	ADIPOR2	0.000615385
79912	PYROXD1	0.005730897
79921	TCEAL4	0.000630252
80055	PGAP1	0.004637437
80208	SPG11	0
80303	EFHD1	0.002680965
81550	TDRD3	0
81563	C1orf21	0.002839397
83604	TMEM47	0
83752	LONP2	0.000129702
83988	NCALD	0.000236407
83989	FAM172A	0.000125313
84159	ARID5B	0
84162	KIAA1109	0
84909	C9orf3	0
84981	C17orf91	0
85453	TSPYL5	0
89845	ABCC10	0.029514825
89927	C16orf45	0
89944	GLB1L2	0
90627	STARD13	0
91543	RSAD2	0.000442478
91851	CHRDL1	0
92689	FAM114A1	0
92856	IMP4	0.00063762
93436	ARMC6	0.02960969
103910	MYL12B	0.000457143
112611	RWDD2A	0.007544141
113146	AHNAK2	0
115207	KCTD12	0.000628272
116039	OSR2	0
116832	RPL39L	0.01038961
125144	NCRNA00188	0
126393	HSPB6	0.008445146
130074	FAM168B	0.026957114
140609	NEK7	0.00070922
150094	SIK1	0
151011	39334	0
152559	PAQR3	0.024742975
157567	ANKRD46	0.034848485
157680	VPS13B	0
158427	TSTD2	0.001762523
158471	PRUNE2	0
162427	FAM134C	0.00012837
166647	GPR125	0
171220	DSTNP2	0
196740	C10orf72	0
200576	PIKFYVE	0.000122699
201725	C4orf46	0.014505495
203069	R3HCC1	0
203197	C9orf91	0.012012012
219654	ZCCHC24	0
220594	LOC220594	0.022774327
220988	HNRNPA3	0.028300609
221061	FAM171A1	0.047358491
221154	EFHA1	0
221960	C7orf28B	0.017062635
221981	THSD7A	0.008869702
253190	SERHL2	0.000620476
253725	FAM21C	0
253959	RALGAPA1	0
259230	SGMS1	0
283450	C12orf51	0.000128866
284119	PTRF	0
285596	FAM153A	0.000443459
374291	NDUFS7	0
375056	MIA3	0
439921	MXRA7	0.000631579
445347	TARP	0
643733	LOC643733	0.048901444
652147	LOC652147	0.00061665
727830	FAM75A3	0.035348226
727851	RGPD8	0.000126422
728441	GGT2	0
728661	SLC35E2B	0
728689	EIF3CL	0.007240547
730101	LOC730101	0.006491372
100037417	DDTL	0
100126583	LOC100126583	0.001774043
100128836	LOC100128836	0.000451977
100130449	PP14571	0.000344432
100133273	RPL21P80	0
