ID	Gene Symbol	Gene Title	logFC	t	P.Value	adj.P.Val	B	Pathway	go biological process term	go molecular function term	go cellular component term
229569_at	---	---	1.541046532	4.553371347	0.006400463	0.047612923	-2.642797422	---	---	---	---
37005_at	NBL1	neuroblastoma, suppression of tumorigenicity 1	1.54002042	3.919178254	0.011642077	0.06938162	-3.326925605	---	cell cycle /// negative regulation of cell cycle	---	extracellular region
201663_s_at	SMC4	structural maintenance of chromosomes 4	1.538168772	8.552703421	0.000397469	0.010733878	0.5474974	---	mitotic sister chromatid segregation /// cell cycle /// mitosis /// mitotic chromosome condensation /// mitotic chromosome condensation /// chromosome organization and biogenesis /// cell division	nucleotide binding /// protein binding /// ATP binding /// ATP binding /// protein heterodimerization activity	condensin complex /// nucleus /// nucleus /// chromosome /// cytoplasm
202718_at	IGFBP2	insulin-like growth factor binding protein 2, 36kDa	1.532785108	6.226628193	0.001680249	0.021422272	-1.103855167	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Smooth_muscle_contraction>Smooth_muscle_contraction</a>	regulation of cell growth /// signal transduction	insulin-like growth factor binding /// growth factor binding /// insulin-like growth factor I binding /// insulin-like growth factor II binding	extracellular region /// extracellular space
206560_s_at	MIA	melanoma inhibitory activity	1.532186552	4.719491121	0.005522606	0.043632976	-2.473456105	---	cell-matrix adhesion /// cell proliferation /// extracellular matrix organization and biogenesis	growth factor activity	extracellular region /// extracellular space
236196_at	---	---	1.531909223	7.937859992	0.000560927	0.01256507	0.155017554	---	---	---	---
208223_s_at	ACVR1B	activin A receptor, type IB	1.531533251	4.771504671	0.005277225	0.042382867	-2.421246033	---	G1/S transition of mitotic cell cycle /// in utero embryonic development /// hair follicle development /// protein amino acid phosphorylation /// protein amino acid phosphorylation /// induction of apoptosis /// signal transduction /// transmembrane recep	nucleotide binding /// magnesium ion binding /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine kinase activity /// transmembrane receptor protein serine/threonine kinase activity /// transmembrane recept	integral to plasma membrane /// cell surface /// membrane /// integral to membrane
210307_s_at	KLHL25	kelch-like 25 (Drosophila)	1.531115296	8.963726572	0.00031956	0.009748455	0.795055746	---	---	protein binding	cytoplasm
201105_at	LGALS1	lectin, galactoside-binding, soluble, 1	1.530455763	8.87540074	0.000334641	0.009918811	0.742803341	---	apoptosis /// regulation of apoptosis /// positive regulation of I-kappaB kinase/NF-kappaB cascade /// myoblast differentiation	signal transducer activity /// protein binding /// sugar binding	extracellular space /// intracellular /// cytoplasm
215779_s_at	HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI	histone cluster 1, H2bc /// histone cluster 1, H2be /// histone cluster 1, H2bf /// histone cluster 1, H2bg /// histone cluster 1, H2bi	1.530409694	3.468348499	0.018472082	0.092859061	-3.850612787	---	nucleosome assembly /// nucleosome assembly /// defense response to bacterium	DNA binding /// DNA binding /// protein binding	nucleosome /// nucleosome /// nucleus /// chromosome
222777_s_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1	1.530227944	7.442772557	0.000753283	0.014424322	-0.182216659	---	transcription /// regulation of transcription, DNA-dependent /// anatomical structure morphogenesis /// chromatin modification	DNA binding /// protein binding /// methyltransferase activity /// zinc ion binding /// transferase activity /// histone-lysine N-methyltransferase activity /// metal ion binding	nucleus /// cytoplasm
37577_at	ARHGAP19	Rho GTPase activating protein 19	1.52342101	6.950709486	0.001027347	0.016686583	-0.53812231	---	signal transduction	GTPase activator activity	intracellular /// nucleus
234992_x_at	ECT2	epithelial cell transforming sequence 2 oncogene	1.523056177	3.941644989	0.011386585	0.06853021	-3.301645437	---	intracellular signaling cascade /// regulation of Rho protein signal transduction /// positive regulation of I-kappaB kinase/NF-kappaB cascade	signal transducer activity /// guanyl-nucleotide exchange factor activity /// Rho guanyl-nucleotide exchange factor activity /// protein binding	intracellular
236957_at	CDCA2	cell division cycle associated 2	1.522770856	3.087148612	0.027983037	0.11928068	-4.317169057	---	cell cycle /// mitosis /// cell division	---	nucleus
226857_at	ARHGEF19	Rho guanine nucleotide exchange factor (GEF) 19	1.52141632	21.05236336	0.00000539	0.00164247	5.110448098	---	regulation of Rho protein signal transduction	guanyl-nucleotide exchange factor activity /// Rho guanyl-nucleotide exchange factor activity	intracellular
37590_g_at	---	---	1.516579575	8.390081587	0.00043443	0.011213799	0.446363061	---	---	---	---
201194_at	SEPW1	selenoprotein W, 1	1.516005518	8.099460153	0.000511234	0.012076143	0.260884534	---	cell redox homeostasis	selenium binding	cytoplasm /// cytoplasm
236016_at	---	---	1.51387342	2.659662596	0.045819475	0.154102046	-4.863183181	---	---	---	---
230300_at	---	---	1.513084384	3.511323019	0.017652704	0.090239132	-3.799354372	---	---	---	---
210567_s_at	SKP2	S-phase kinase-associated protein 2 (p45)	1.51244111	4.55528597	0.006389456	0.047551922	-2.640822932	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Cell_cycle_KEGG>Cell_cycle_KEGG</a>	G1/S transition of mitotic cell cycle /// cell proliferation	protein binding /// protein binding /// kinase activity	---
238846_at	TNFRSF11A	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	1.510295289	14.11638812	0.0000371	0.003921313	3.168691965	---	ossification /// signal transduction /// cell-cell signaling /// multicellular organismal development /// sensory perception of sound /// positive regulation of cell proliferation /// lymph node development	receptor activity /// receptor activity /// protein binding /// protein binding	membrane /// integral to membrane
239680_at	---	---	1.510019264	8.988268955	0.000315515	0.009662484	0.809485097	---	---	---	---
218457_s_at	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	1.508184487	5.114109824	0.00394524	0.035430544	-2.086751832	---	DNA methylation /// DNA methylation /// DNA methylation	DNA binding /// DNA binding /// DNA (cytosine-5-)-methyltransferase activity /// DNA (cytosine-5-)-methyltransferase activity /// DNA (cytosine-5-)-methyltransferase activity /// protein binding /// methyltransferase activity /// zinc ion binding /// tran	euchromatin /// nucleus /// nucleus /// nucleus /// cytoplasm /// cytoplasm /// nuclear matrix
203210_s_at	RFC5	replication factor C (activator 1) 5, 36.5kDa	1.506780332	7.068538701	0.000952194	0.016207227	-0.450908122	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:DNA_replication_Reactome>DNA_replication_Reactome</a>	DNA replication /// DNA replication /// DNA replication /// DNA repair /// nucleotide-excision repair, DNA gap filling	nucleotide binding /// DNA binding /// DNA clamp loader activity /// protein binding /// ATP binding /// nucleoside-triphosphatase activity /// enzyme binding	nucleus /// nucleoplasm /// DNA replication factor C complex /// DNA replication factor C complex
222077_s_at	RACGAP1	Rac GTPase activating protein 1	1.504159446	6.883144136	0.001073616	0.017034592	-0.588718357	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:S1P_Signaling>S1P_Signaling</a>	cytokinesis /// cytokinesis, contractile ring formation /// transport /// ion transport /// cell cycle /// cytokinesis, initiation of separation /// signal transduction /// intracellular signaling cascade /// multicellular organismal development /// sperm	GTPase activator activity /// GTPase activator activity /// protein binding /// protein C-terminus binding /// zinc ion binding /// diacylglycerol binding /// alpha-tubulin binding /// gamma-tubulin binding /// metal ion binding /// beta-tubulin binding	acrosome /// intracellular /// nucleus /// nucleus /// cytoplasm /// spindle /// microtubule
203560_at	GGH	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	1.503209307	8.952499936	0.000321431	0.009771919	0.788442272	---	glutamine metabolic process	catalytic activity /// exopeptidase activity /// hydrolase activity	extracellular region /// lysosome /// melanosome
223570_at	MCM10	minichromosome maintenance complex component 10	1.499420569	5.829207033	0.002245915	0.025237445	-1.437997585	---	DNA replication /// DNA replication	protein binding /// zinc ion binding /// metal ion binding	nucleus /// nucleus /// nucleoplasm
216860_s_at	GDF11	growth differentiation factor 11	1.498501234	4.864945184	0.00486769	0.040199817	-2.328410472	---	skeletal development /// ureteric bud development /// nervous system development /// mesoderm development /// negative regulation of cell proliferation /// organ morphogenesis /// pancreas development /// growth /// negative regulation of cell differentia	cytokine activity /// cytokine activity /// protein binding /// growth factor activity	extracellular region /// extracellular space
226630_at	C14orf106	chromosome 14 open reading frame 106	1.498288381	5.575149491	0.002726167	0.028390914	-1.661197558	---	---	DNA binding	nucleus
242056_at	TRIM45	tripartite motif-containing 45	1.496729577	4.379126702	0.00750134	0.05269128	-2.824743618	---	---	protein binding /// zinc ion binding /// metal ion binding	intracellular /// nucleus /// cytoplasm
227212_s_at	PHF19	PHD finger protein 19	1.495402136	10.02851259	0.000188916	0.00769515	1.387524224	---	transcription /// regulation of transcription, DNA-dependent	nucleic acid binding /// protein binding /// zinc ion binding /// metal ion binding	nucleus
219048_at	PIGN	phosphatidylinositol glycan anchor biosynthesis, class N	1.493866313	11.99855314	0.0000808	0.005236759	2.329350285	---	GPI anchor biosynthetic process /// metabolic process /// preassembly of GPI anchor in ER membrane	catalytic activity /// transferase activity /// phosphotransferase activity, for other substituted phosphate groups	endoplasmic reticulum /// endoplasmic reticulum membrane /// endoplasmic reticulum membrane /// membrane /// integral to membrane
213309_at	PLCL2	phospholipase C-like 2	1.491287444	4.77962393	0.005240082	0.042124489	-2.41313066	---	lipid metabolic process /// signal transduction /// intracellular signaling cascade	phosphoinositide phospholipase C activity /// phospholipase C activity /// signal transducer activity /// calcium ion binding	cytoplasm
242300_at	---	---	1.489662842	6.28908462	0.001607537	0.02088094	-1.052932478	---	---	---	---
219543_at	PBLD	phenazine biosynthesis-like protein domain containing	1.488791009	9.605635409	0.000231288	0.008483563	1.160165731	---	biosynthetic process	catalytic activity /// isomerase activity	---
228754_at	SLC6A6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	1.487874578	9.739452786	0.000216753	0.00828206	1.233194703	---	amino acid metabolic process /// transport /// transport /// neurotransmitter transport /// taurine transport	neurotransmitter:sodium symporter activity /// taurine:sodium symporter activity /// taurine:sodium symporter activity /// symporter activity	integral to plasma membrane /// membrane /// integral to membrane /// integral to membrane
221618_s_at	LOC728198 /// TAF9B	similar to transcription associated factor TAFII31L /// TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa	1.487858892	4.454056886	0.007002893	0.050278187	-2.745952954	---	transcription /// transcription initiation /// regulation of transcription, DNA-dependent	DNA binding	nucleus /// transcription factor TFIID complex
226625_at	TGFBR3	transforming growth factor, beta receptor III	1.487528303	12.31995656	0.0000712	0.004945762	2.467040779	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:TGF_Beta_Signaling_Pathway>TGF_Beta_Signaling_Pathway</a>	signal transduction /// transforming growth factor beta receptor signaling pathway /// multicellular organismal development	receptor activity /// glycosaminoglycan binding	extracellular region /// plasma membrane /// membrane /// integral to membrane /// integral to membrane
201044_x_at	DUSP1	dual specificity phosphatase 1	1.486098194	5.203526904	0.003665368	0.033906079	-2.002068827	---	protein amino acid dephosphorylation /// response to stress /// response to oxidative stress /// cell cycle /// intracellular signaling cascade /// dephosphorylation	phosphoprotein phosphatase activity /// protein tyrosine phosphatase activity /// non-membrane spanning protein tyrosine phosphatase activity /// protein binding /// protein tyrosine/serine/threonine phosphatase activity /// hydrolase activity /// phospha	---
203968_s_at	CDC6	cell division cycle 6 homolog (S. cerevisiae)	1.485828005	4.729035663	0.005476596	0.043414699	-2.463846732	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Cell_cycle_KEGG>Cell_cycle_KEGG</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:DNA_replication_Reactome>DNA_replication_	DNA replication checkpoint /// regulation of cyclin-dependent protein kinase activity /// DNA replication /// cell cycle /// mitosis /// traversing start control point of mitotic cell cycle /// negative regulation of DNA replication /// negative regulatio	nucleotide binding /// nucleotide binding /// chromatin binding /// protein binding /// ATP binding /// nucleoside-triphosphatase activity	nucleus /// nucleus /// nucleoplasm /// cytoplasm /// cytoplasm /// spindle /// cytosol
213500_at	---	---	1.485143767	7.413165701	0.000767092	0.014526852	-0.203027037	---	---	---	---
214426_x_at	CHAF1A	chromatin assembly factor 1, subunit A (p150)	1.483289635	4.031131396	0.010431187	0.064638047	-3.201723051	---	DNA replication /// DNA repair /// DNA replication-dependent nucleosome assembly /// transcription /// regulation of transcription, DNA-dependent /// protein complex assembly /// response to DNA damage stimulus /// cell cycle	chromatin binding /// protein binding /// unfolded protein binding	nucleus /// chromatin assembly complex
202688_at	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	1.482258004	5.966249132	0.002028546	0.023806432	-1.320759501	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Apoptosis>Apoptosis</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Apoptosis_GenMAPP>Apoptosis_GenMAPP</a>	apoptosis /// induction of apoptosis /// immune response /// signal transduction /// cell-cell signaling /// activation of pro-apoptotic gene products /// positive regulation of I-kappaB kinase/NF-kappaB cascade	receptor binding /// cytokine activity /// tumor necrosis factor receptor binding /// protein binding /// zinc ion binding /// metal ion binding	extracellular region /// extracellular space /// soluble fraction /// integral to plasma membrane /// membrane /// integral to membrane
209398_at	HIST1H1C	histone cluster 1, H1c	1.480239617	9.767318718	0.000213865	0.008190976	1.248274238	---	nucleosome assembly /// nucleosome assembly /// nucleosome positioning	DNA binding /// DNA binding /// protein binding	nucleosome /// nucleosome /// nucleus /// chromosome
224715_at	WDR34	WD repeat domain 34	1.477821502	6.806407806	0.001129197	0.017411627	-0.646708926	---	---	---	---
202897_at	SIRPA	signal-regulatory protein alpha	1.477118634	10.957293	0.000124356	0.006324468	1.85395929	---	cell adhesion	receptor activity	plasma membrane /// plasma membrane /// membrane /// membrane /// integral to membrane
218493_at	C16orf33	chromosome 16 open reading frame 33	1.476461529	8.298494476	0.00045705	0.011516969	0.38857728	---	mRNA processing /// protein modification process /// RNA splicing /// RNA splicing	---	nucleus /// spliceosome /// U12-dependent spliceosome
228772_at	HNMT	histamine N-methyltransferase	1.476456945	4.852978177	0.004918007	0.040495895	-2.34023175	---	respiratory gaseous exchange	methyltransferase activity /// transferase activity /// histamine N-methyltransferase activity	cytoplasm
219588_s_at	NCAPG2	non-SMC condensin II complex, subunit G2	1.475025513	7.641092735	0.000668036	0.013729519	-0.044726538	---	cell cycle /// mitosis /// mitotic chromosome condensation /// cell division	binding	nucleus
228453_at	KIAA1632	KIAA1632	1.47464987	2.768739909	0.040294246	0.144743252	-4.721885291	---	---	---	---
219000_s_at	DSCC1	defective in sister chromatid cohesion 1 homolog (S. cerevisiae)	1.474088349	8.434959216	0.000423835	0.011043183	0.474458744	---	DNA replication /// cell cycle	DNA binding	nucleus
230964_at	FREM2	FRAS1 related extracellular matrix protein 2	1.472812384	7.491522319	0.000731184	0.014233938	-0.14811363	---	cell communication /// cell adhesion /// homophilic cell adhesion /// multicellular organismal development	calcium ion binding /// protein binding /// metal ion binding	plasma membrane /// membrane /// integral to membrane
204441_s_at	POLA2	polymerase (DNA directed), alpha 2 (70kD subunit)	1.46926609	4.483429352	0.006818097	0.049407511	-2.715293683	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:DNA_replication_Reactome>DNA_replication_Reactome</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:G1_to_S_cell_cycle_React	protein import into nucleus, translocation /// DNA replication /// DNA replication	DNA binding /// DNA-directed DNA polymerase activity /// protein binding /// protein binding /// protein heterodimerization activity	nucleus /// nucleus /// nucleoplasm /// alpha DNA polymerase:primase complex
207838_x_at	PBXIP1	pre-B-cell leukemia homeobox interacting protein 1	1.468263007	8.119484673	0.000505448	0.011996258	0.273864717	---	multicellular organismal development /// negative regulation of transcription /// cell differentiation	transcription corepressor activity	nucleus /// nucleus /// cytoplasm /// cytosol /// cytoskeleton /// microtubule
222449_at	PMEPA1	prostate transmembrane protein, androgen induced 1	1.468043039	6.674083576	0.001233278	0.0180781	-0.748048298	---	androgen receptor signaling pathway	---	plasma membrane /// membrane /// integral to membrane /// integral to membrane
218418_s_at	KANK2	KN motif and ankyrin repeat domains 2	1.467341212	9.112761476	0.000295911	0.00943463	0.882086856	---	---	---	---
212259_s_at	PBXIP1	pre-B-cell leukemia homeobox interacting protein 1	1.466239573	6.658731477	0.001246076	0.018156495	-0.759917046	---	multicellular organismal development /// negative regulation of transcription /// cell differentiation	DNA binding /// transcription corepressor activity	nucleus /// nucleus /// cytoplasm /// cytosol /// cytoskeleton /// microtubule
223447_at	REG4	regenerating islet-derived family, member 4	1.464763899	3.652256577	0.015243228	0.082225604	-3.633221502	---	---	binding /// sugar binding	extracellular region
222889_at	DCLRE1B	DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)	1.464435426	6.681470656	0.001227176	0.018067529	-0.742345655	---	DNA repair /// response to DNA damage stimulus	hydrolase activity	nucleus
242787_at	---	---	1.459955525	4.653853877	0.005851536	0.045083034	-2.539891456	---	---	---	---
201841_s_at	HSPB1	heat shock 27kDa protein 1	1.459276804	4.888817895	0.0047691	0.039723358	-2.304887998	---	regulation of translational initiation /// anti-apoptosis /// cell motion /// response to stress /// response to unfolded protein	protein binding /// identical protein binding	nucleus /// cytoplasm /// cytoplasm /// cytoskeleton /// cell surface
201774_s_at	NCAPD2	non-SMC condensin I complex, subunit D2	1.45764514	13.96018007	0.0000392	0.00397545	3.111873832	---	cell cycle /// mitosis /// mitotic chromosome condensation /// mitotic chromosome condensation /// chromosome condensation /// cell division	binding /// histone binding	condensed chromosome /// condensed chromosome /// condensin core heterodimer /// nucleus /// nucleus /// cytoplasm /// cytoplasm /// pronucleus
218399_s_at	CDCA4	cell division cycle associated 4	1.457440151	5.76636721	0.002354719	0.025890194	-1.492487609	---	---	---	nucleus
238472_at	FBXO9	F-box protein 9	1.456067506	5.654211796	0.002564769	0.027303199	-1.59090619	---	protein ubiquitination	ubiquitin-protein ligase activity	ubiquitin ligase complex
1559399_s_at	ZCCHC10	zinc finger, CCHC domain containing 10	1.455654238	6.290922991	0.001605454	0.02088094	-1.05143994	---	---	nucleic acid binding /// zinc ion binding /// metal ion binding	---
228774_at	CEP78	centrosomal protein 78kDa	1.455476886	11.06834839	0.000118555	0.006214004	1.906929743	---	---	---	centrosome
238529_at	LOC730631	Hypothetical LOC730631	1.455413799	10.15885368	0.000177773	0.007475293	1.45562951	---	---	---	---
228603_at	---	---	1.454651275	11.98118665	0.0000814	0.005252329	2.321794806	---	---	---	---
216247_at	RPS20	ribosomal protein S20	1.454069799	4.082002119	0.009929498	0.062750429	-3.145467335	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Mus_musculus:mRNA_processing_binding_Reactome>mRNA_processing_binding_Reactome</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Ribosoma	translation /// translation /// translation /// translational elongation	RNA binding /// structural constituent of ribosome /// structural constituent of ribosome /// structural constituent of ribosome /// protein binding	intracellular /// cytosol /// ribosome /// small ribosomal subunit /// cytosolic small ribosomal subunit /// ribonucleoprotein complex
227081_at	DNALI1	dynein, axonemal, light intermediate chain 1	1.451404122	2.90884735	0.034254408	0.133129985	-4.542275161	---	cell motion /// single fertilization	motor activity /// microtubule motor activity	axonemal dynein complex /// axoneme /// dynein complex
210983_s_at	MCM7	minichromosome maintenance complex component 7	1.450776868	5.421522462	0.003075316	0.030529763	-1.799987197	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Cell_cycle_KEGG>Cell_cycle_KEGG</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:DNA_replication_Reactome>DNA_replication_	DNA replication /// DNA replication /// DNA replication /// DNA replication initiation /// transcription /// regulation of transcription, DNA-dependent /// response to DNA damage stimulus /// cell cycle /// regulation of phosphorylation	nucleotide binding /// DNA binding /// DNA binding /// protein binding /// ATP binding /// nucleoside-triphosphatase activity	chromatin /// nucleus /// nucleoplasm /// MCM complex
213062_at	NTAN1	N-terminal asparagine amidase	1.449450487	8.509633732	0.00040688	0.010868907	0.520893164	---	---	hydrolase activity	cytoplasm
216262_s_at	TGIF2	TGFB-induced factor homeobox 2	1.447635381	8.927799304	0.000325595	0.009826732	0.773862754	---	transcription /// regulation of transcription, DNA-dependent /// regulation of transcription, DNA-dependent /// regulation of transcription	DNA binding /// transcription factor activity /// transcription factor activity /// sequence-specific DNA binding	nucleus /// nucleus
229256_at	PGM2L1	phosphoglucomutase 2-like 1	1.447104388	3.017179692	0.030275913	0.124770335	-4.405015953	---	carbohydrate metabolic process /// glucose metabolic process	transferase activity /// isomerase activity /// intramolecular transferase activity, phosphotransferases /// glucose-1,6-bisphosphate synthase activity	---
241763_s_at	FBXO32	F-box protein 32	1.44638537	5.24669595	0.003538629	0.033258799	-1.961562649	---	---	protein binding	---
228868_x_at	CDT1	Chromatin licensing and DNA replication factor 1	1.445864495	5.90555859	0.002121597	0.024382896	-1.37241229	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:DNA_replication_Reactome>DNA_replication_Reactome</a>	DNA replication checkpoint /// DNA replication checkpoint /// DNA replication /// cell cycle /// regulation of S phase of mitotic cell cycle /// regulation of DNA replication initiation /// regulation of DNA replication initiation	DNA binding /// DNA binding /// protein binding /// protein binding	nucleus /// nucleus /// nucleoplasm /// replication fork /// replication fork
205394_at	CHEK1	CHK1 checkpoint homolog (S. pombe)	1.438731827	8.000781922	0.000540923	0.012312256	0.196476474	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Cell_cycle_KEGG>Cell_cycle_KEGG</a>	DNA damage checkpoint /// DNA damage checkpoint /// regulation of cyclin-dependent protein kinase activity /// G2/M transition of mitotic cell cycle /// DNA replication /// DNA repair /// protein amino acid phosphorylation /// response to DNA damage stimu	nucleotide binding /// protein kinase activity /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine kinase activity /// protein binding /// protein binding /// ATP binding /// kinase activity /// transferas	condensed nuclear chromosome /// nucleus /// nucleoplasm /// replication fork /// cytoplasm
215285_s_at	PHTF1	putative homeodomain transcription factor 1	1.437356345	6.275667902	0.001622838	0.021000851	-1.063836202	---	transcription /// regulation of transcription, DNA-dependent	DNA binding /// transcription factor activity	nucleus
201477_s_at	RRM1	ribonucleotide reductase M1	1.436397642	11.21596447	0.000111337	0.006086192	1.976467694	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Nucleotide_Metabolism>Nucleotide_Metabolism</a>	DNA replication /// DNA replication /// oxidation reduction	nucleotide binding /// catalytic activity /// ribonucleoside-diphosphate reductase activity /// ribonucleoside-diphosphate reductase activity /// protein binding /// ATP binding /// oxidoreductase activity	cytoplasm /// cytosol /// ribonucleoside-diphosphate reductase complex /// ribonucleoside-diphosphate reductase complex
201341_at	ENC1	ectodermal-neural cortex (with BTB-like domain)	1.43584509	8.071901126	0.000519326	0.012110855	0.242970952	---	multicellular organismal development /// multicellular organismal development /// nervous system development	actin binding /// protein binding	nucleus /// nucleus /// cytoplasm /// cytoskeleton /// nuclear matrix
231016_s_at	ARNT	Aryl hydrocarbon receptor nuclear translocator	1.435190885	2.653425263	0.046159872	0.154486523	-4.871298099	---	response to hypoxia /// positive regulation of endothelial cell proliferation /// transcription /// transcription, DNA-dependent /// regulation of transcription, DNA-dependent /// signal transduction /// positive regulation vascular endothelial growth fac	DNA binding /// transcription factor activity /// transcription factor activity /// RNA polymerase II transcription factor activity, enhancer binding /// transcription coactivator activity /// signal transducer activity /// receptor activity /// aryl hydr	nucleus /// nucleus /// nucleus
204954_s_at	DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	1.432415135	7.3899216	0.000778145	0.014621562	-0.219417765	---	protein amino acid phosphorylation /// protein amino acid phosphorylation /// protein amino acid phosphorylation /// positive regulation of transcription, DNA-dependent	nucleotide binding /// transcription coactivator activity /// protein kinase activity /// protein kinase activity /// protein kinase activity /// protein serine/threonine kinase activity /// protein tyrosine kinase activity /// protein binding /// ATP bin	nucleus /// nucleus
226471_at	GGT7	gamma-glutamyltransferase 7	1.429998457	6.848680113	0.001098167	0.017171299	-0.614693452	---	glutathione biosynthetic process	gamma-glutamyltransferase activity /// acyltransferase activity /// transferase activity	membrane /// integral to membrane
232304_at	PELI1	Pellino homolog 1 (Drosophila)	1.427721616	5.685908679	0.002503243	0.026890617	-1.562938682	---	---	---	---
217856_at	RBM8A	RNA binding motif protein 8A	1.426721269	7.370933458	0.000787315	0.014677487	-0.232841918	---	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay /// nuclear mRNA splicing, via spliceosome /// RNA processing /// mRNA processing /// transport /// RNA splicing /// mRNA transport	nucleotide binding /// nucleic acid binding /// RNA binding /// RNA binding /// mRNA binding /// protein binding	nucleus /// nucleus /// spliceosome /// cytoplasm /// cytoplasm
212614_at	ARID5B	AT rich interactive domain 5B (MRF1-like)	1.424928647	10.2980586	0.000166729	0.00724922	1.527378103	---	transcription /// regulation of transcription, DNA-dependent	DNA binding	intracellular /// nucleus
208955_at	DUT	deoxyuridine triphosphatase	1.422041616	6.008856794	0.001966094	0.02349196	-1.28474775	---	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process /// DNA replication /// nucleotide metabolic process /// dUTP metabolic process	magnesium ion binding /// dUTP diphosphatase activity /// dUTP diphosphatase activity /// dUTP diphosphatase activity /// hydrolase activity	nucleus /// nucleus /// mitochondrion /// mitochondrion /// cytosol
213644_at	CCDC46	coiled-coil domain containing 46	1.419325113	3.950146936	0.011291593	0.068109859	-3.292099078	---	---	---	---
220295_x_at	DEPDC1	DEP domain containing 1	1.418902543	3.68579405	0.014726821	0.080270201	-3.59413465	---	signal transduction /// intracellular signaling cascade	GTPase activator activity	intracellular
213822_s_at	UBE3B	ubiquitin protein ligase E3B	1.417558748	4.437862191	0.007107274	0.050797074	-2.762911566	---	protein modification process	ubiquitin-protein ligase activity /// ligase activity	intracellular
211419_s_at	CHN2	chimerin (chimaerin) 2	1.414670681	3.003415992	0.030751407	0.125796822	-4.422372186	---	signal transduction /// intracellular signaling cascade	SH3/SH2 adaptor activity /// GTPase activator activity /// GTPase activator activity /// protein binding /// zinc ion binding /// diacylglycerol binding /// metal ion binding	intracellular /// membrane
213568_at	OSR2	odd-skipped related 2 (Drosophila)	1.413613521	3.778362535	0.013402559	0.075734895	-3.487146138	---	positive regulation of cell proliferation /// embryonic skeletal morphogenesis	nucleic acid binding /// zinc ion binding /// metal ion binding	intracellular /// nucleus
211597_s_at	HOPX	HOP homeobox	1.41343627	3.031403158	0.029793199	0.123638603	-4.387105845	---	trophectodermal cell differentiation /// transcription /// regulation of transcription, DNA-dependent /// multicellular organismal development /// regulation of transcription /// negative regulation of cell differentiation	DNA binding /// transcription factor activity /// sequence-specific DNA binding	nucleus /// nucleus
1557049_at	LOC149478	Hypothetical protein LOC149478	1.412858709	5.518856326	0.002848398	0.028972963	-1.711712965	---	---	protein binding	---
204033_at	TRIP13	thyroid hormone receptor interactor 13	1.408509963	5.931832329	0.002080708	0.024142201	-1.349999291	---	transcription from RNA polymerase II promoter	nucleotide binding /// transcription cofactor activity /// protein binding /// ATP binding /// ATP binding /// nucleoside-triphosphatase activity /// identical protein binding	nucleus
229370_at	---	---	1.404780234	3.51341827	0.017613829	0.09010836	-3.796862365	---	---	---	---
220494_s_at	---	---	1.40292662	6.142411651	0.00178455	0.022252383	-1.17318903	---	---	---	---
232095_at	---	---	1.402857516	3.709628705	0.014372012	0.079113528	-3.566461108	---	---	---	---
