Gene Symbol	Quies-Cycl	Quies-Diff	Cycl-Diff	Log2Fold Quies-Cycl	Log2Fold Quies-Diff	Log2Fold Cycl-Diff	Gene.Title
GLA	-1	0	0	-1.073968965	-0.957116848	0.116852117	galactosidase, alpha
HSPA12A	0	1	0	0.294878003	1.634791742	1.339913739	heat shock 70kDa protein 12A
FBXL2	0	1	0	0.662925714	1.151991666	0.489065952	F-box and leucine-rich repeat protein 2
SHMT2	0	-1	0	-1.869376923	-2.273190839	-0.403813917	serine hydroxymethyltransferase 2 (mitochondrial)
OPRS1	0	-1	0	-1.324996001	-2.377072479	-1.052076479	opioid receptor, sigma 1
ARSF	0	-1	0	-1.043989646	-1.975099838	-0.931110192	arylsulfatase F
PROSC	0	-1	0	-1.479690934	-2.160825501	-0.681134567	proline synthetase co-transcribed homolog (bacterial)
TNPO3	0	-1	0	-0.926615907	-1.570830153	-0.644214246	transportin 3
KRT6A /// KRT6B /// KRT6C	0	-1	0	-1.559643311	-2.258973424	-0.699330113	keratin 6A /// keratin 6B /// keratin 6C
MEF2A	0	1	0	0.530565686	1.557349276	1.026783589	myocyte enhancer factor 2A
ALDOA	0	-1	0	-1.064655937	-1.631445699	-0.566789762	aldolase A, fructose-bisphosphate
GATAD1	0	-1	0	-0.630337489	-1.226587996	-0.596250507	GATA zinc finger domain containing 1
SMARCA4	0	-1	0	-0.432198768	-1.005138217	-0.572939449	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
ASAHL	0	-1	0	-0.233898522	-1.210718754	-0.976820232	N-acylsphingosine amidohydrolase (acid ceramidase)-like
TOX3	0	1	0	1.078094819	1.850150434	0.772055615	TOX high mobility group box family member 3
PA2G4	0	-1	0	-0.705866072	-1.595516683	-0.889650612	proliferation-associated 2G4, 38kDa
RIMBP2	0	1	1	0.358445726	1.800478008	1.442032282	RIMS binding protein 2
	0	1	0	1.072341361	1.779880977	0.707539616	MRNA; cDNA DKFZp564G1162 (from clone DKFZp564G1162)
TRRAP	0	-1	0	-1.010960171	-1.229396686	-0.218436515	transformation/transcription domain-associated protein
SNHG3	0	-1	-1	-0.631163949	-1.781621004	-1.150457055	small nucleolar RNA host gene (non-protein coding) 3
DST	0	1	0	0.840085947	1.828774095	0.988688148	dystonin
RNF126	0	-1	0	-0.79069396	-1.546480361	-0.755786401	ring finger protein 126
FBXL18	0	-1	0	-0.61127882	-1.209180379	-0.597901559	F-box and leucine-rich repeat protein 18
SENP3	0	-1	0	-0.919148952	-1.541524599	-0.622375647	SUMO1/sentrin/SMT3 specific peptidase 3
TTC28	0	1	0	0.619149467	1.512777944	0.893628477	tetratricopeptide repeat domain 28
DAPK2	0	1	0	0.48785954	1.29353174	0.8056722	death-associated protein kinase 2
DLST /// DLSTP	0	-1	0	-0.884889659	-1.337333545	-0.452443886	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) /// dihydrolipoamide S-succinyltransferase pseudogene (E2 component of 2-oxo-glutarate complex)
LOC730092	0	1	0	0.692666354	1.19799144	0.505325086	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene
LOC81691	-1	-1	0	-1.328930983	-1.489247561	-0.160316579	exonuclease NEF-sp
NHLH2	0	1	1	0.205686508	1.333810487	1.12812398	nescient helix loop helix 2
GJB3	-1	-1	0	-1.257054595	-1.778690479	-0.521635884	gap junction protein, beta 3, 31kDa
TADA3L	0	-1	0	-1.424870302	-1.570560102	-0.1456898	transcriptional adaptor 3 (NGG1 homolog, yeast)-like
	0	1	0	0.834694086	1.39158967	0.556895584	MRNA; cDNA DKFZp586N2020 (from clone DKFZp586N2020)
CDC2L1 /// CDC2L2	0	-1	0	-1.076620333	-1.375311355	-0.298691022	cell division cycle 2-like 1 (PITSLRE proteins) /// cell division cycle 2-like 2 (PITSLRE proteins)
CCDC88C	0	-1	0	-0.675553296	-1.226931419	-0.551378124	coiled-coil domain containing 88C
BTG3	0	0	-1	0.396039809	-0.736222012	-1.132261821	BTG family, member 3
ABCA12	0	-1	0	-1.303315053	-2.986319194	-1.683004141	ATP-binding cassette, sub-family A (ABC1), member 12
LAMB4	0	1	1	1.022613312	3.128125444	2.105512132	laminin, beta 4
GPLD1	0	0	-1	0.731730416	-0.362994106	-1.094724521	glycosylphosphatidylinositol specific phospholipase D1
ASCC2	0	-1	0	-0.977618651	-1.767904422	-0.790285771	activating signal cointegrator 1 complex subunit 2
SMARCA4	0	-1	0	-1.323011661	-2.205304337	-0.882292676	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
ATP2B1	0	1	0	0.721350326	1.254874201	0.533523875	ATPase, Ca++ transporting, plasma membrane 1
PLD1	0	-1	-1	-0.767411206	-2.800157954	-2.032746748	phospholipase D1, phosphatidylcholine-specific
PLD1	0	-1	-1	-0.207455545	-1.438165671	-1.230710125	phospholipase D1, phosphatidylcholine-specific
TSC2	0	-1	0	-1.489681134	-1.951164432	-0.461483298	tuberous sclerosis 2
GORASP1	0	-1	0	-0.659962509	-1.023560945	-0.363598436	golgi reassembly stacking protein 1, 65kDa
DNAJC11	0	-1	0	-1.214093661	-1.611627608	-0.397533947	DnaJ (Hsp40) homolog, subfamily C, member 11
DUOX1	0	-1	0	-1.545914802	-2.06836515	-0.522450348	dual oxidase 1
PLXNB1	0	-1	0	-1.750142496	-2.154358739	-0.404216242	plexin B1
PTGS1	-1	-1	-1	-2.568103017	-5.151511741	-2.583408724	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
GM2A	0	-1	0	-0.893747801	-1.892124839	-0.998377037	GM2 ganglioside activator
GTSE1	-1	-1	0	-1.552418079	-1.930030267	-0.377612188	G-2 and S-phase expressed 1
OAZ1	0	-1	0	-1.739579975	-2.527990886	-0.788410911	ornithine decarboxylase antizyme 1
GK3P	0	-1	0	-0.255713665	-1.304483058	-1.048769393	glycerol kinase 3 pseudogene
TNC	0	1	1	0.762253047	1.879445172	1.117192125	Tenascin C (hexabrachion)
POLE	-1	-1	0	-1.585626224	-1.587364171	-0.001737947	polymerase (DNA directed), epsilon
HCRP1	-1	-1	0	-1.330701161	-1.303529829	0.027171332	hepatocellular carcinoma-related HCRP1
SPTLC2	0	-1	0	-0.802293302	-1.869063081	-1.066769779	serine palmitoyltransferase, long chain base subunit 2
GCN1L1	-1	-1	0	-1.703117272	-2.046846585	-0.343729313	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)
MCM5	-1	-1	0	-1.700667076	-1.496369227	0.204297849	minichromosome maintenance complex component 5
PTBP1	-1	-1	0	-1.656102648	-1.709777546	-0.053674898	polypyrimidine tract binding protein 1
AKR7A3	0	-1	0	-0.855765992	-1.077443264	-0.221677272	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)
LTB4R	0	-1	0	-1.697251964	-2.960775488	-1.263523524	leukotriene B4 receptor
PRSS1 /// PRSS2 /// PRSS3 /// TRY6	0	-1	0	-0.331669244	-1.276104666	-0.944435422	protease, serine, 1 (trypsin 1) /// protease, serine, 2 (trypsin 2) /// protease, serine, 3 (mesotrypsin) /// trypsinogen C
AKR1C1	0	-1	0	-1.167772735	-1.802862165	-0.635089429	aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)
FARSA	0	-1	0	-1.794533427	-2.494481684	-0.699948257	phenylalanyl-tRNA synthetase, alpha subunit
CYP51A1	0	-1	0	-0.590374511	-1.195432032	-0.605057521	cytochrome P450, family 51, subfamily A, polypeptide 1
SLC6A2	0	1	0	0.286447276	1.178838594	0.892391319	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
ARHGEF10	0	1	1	0.08483161	1.653202666	1.568371056	Rho guanine nucleotide exchange factor (GEF) 10
LAMB4	0	0	1	-0.347208781	1.052807468	1.400016249	laminin, beta 4
LAD1	0	-1	0	-1.415232701	-2.808462224	-1.393229522	ladinin 1
ADA	0	-1	0	-0.856204591	-1.135700308	-0.279495717	adenosine deaminase
	0	-1	0	-0.519596864	-1.157924952	-0.638328088	CDNA: FLJ23492 fis, clone LNG01731
MORC2	0	-1	0	-1.71618364	-2.084468172	-0.368284533	MORC family CW-type zinc finger 2
ST14	0	-1	0	-2.747271859	-3.419707087	-0.672435228	suppression of tumorigenicity 14 (colon carcinoma)
DST	0	1	1	0.076617934	1.280285925	1.203667991	dystonin
LMNB2	-1	-1	0	-2.486937392	-2.51012822	-0.023190828	lamin B2
CXCR4	0	-1	0	-0.593225003	-2.413996958	-1.820771954	chemokine (C-X-C motif) receptor 4
NF2	0	-1	-1	-0.36506378	-1.44932421	-1.084260431	neurofibromin 2 (bilateral acoustic neuroma)
LOC442240 /// ZNF259	0	-1	0	-1.015917801	-1.564033938	-0.548116137	zinc finger protein 259 /// similar to zinc finger protein 259
BCR	0	-1	0	-1.2959535	-1.656788749	-0.360835249	breakpoint cluster region
ENO1	0	-1	0	-2.240064249	-2.837033306	-0.596969056	enolase 1, (alpha)
KLK13	0	-1	0	-1.059707148	-1.59712583	-0.537418682	kallikrein-related peptidase 13
PGK1	-1	-1	0	-1.617061464	-2.122181201	-0.505119737	phosphoglycerate kinase 1
ZHX3	0	-1	0	-0.503648967	-1.058073332	-0.554424365	zinc fingers and homeoboxes 3
HIRA	0	-1	0	-1.003556821	-1.406592389	-0.403035568	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)
LOC400963 /// LOC440589 /// LOC441013 /// LOC645173 /// LOC646294 /// LOC650901 /// LOC729274 /// RPS2	0	-1	0	-1.069084963	-1.498570016	-0.429485053	ribosomal protein S2 /// hypothetical gene supported by AB082925; BC019021; NM_002952 /// similar to ribosomal protein S2 /// hypothetical LOC645173
LIMK2	0	-1	0	-0.398752286	-1.041280903	-0.642528617	LIM domain kinase 2
NEBL	0	-1	0	-0.3473051	-1.438823726	-1.091518627	nebulette
	0	1	0	0.685291723	1.022124792	0.336833068	Transcribed locus
C18orf24	-1	-1	0	-1.089651823	-1.399432644	-0.30978082	chromosome 18 open reading frame 24
SMARCA2	0	1	0	0.524733559	1.011422924	0.486689365	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
DDX56	0	-1	0	-0.968598169	-1.544302331	-0.575704162	DEAD (Asp-Glu-Ala-Asp) box polypeptide 56
HN1	0	-1	0	-0.789463035	-1.189262229	-0.399799194	hematological and neurological expressed 1
PIGT	0	-1	0	-1.287699266	-1.639326833	-0.351627568	phosphatidylinositol glycan anchor biosynthesis, class T
RDH11	0	-1	0	-0.610196727	-1.426077662	-0.815880935	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
GPS1	0	-1	0	-1.901377257	-2.43414292	-0.532765663	G protein pathway suppressor 1
YPEL5	0	1	0	0.611336775	1.023271162	0.411934387	yippee-like 5 (Drosophila)
YKT6	0	-1	0	-1.054757792	-1.656316938	-0.601559146	YKT6 v-SNARE homolog (S. cerevisiae)
YKT6	0	-1	0	-0.601632559	-1.278583563	-0.676951004	YKT6 v-SNARE homolog (S. cerevisiae)
PRMT5	-1	-1	0	-1.623961129	-1.892337151	-0.268376022	protein arginine methyltransferase 5
GALNT2	0	-1	0	-1.141546119	-1.550041055	-0.408494937	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)
ALDH18A1	0	-1	0	-0.907912112	-1.043824457	-0.135912346	aldehyde dehydrogenase 18 family, member A1
ILF3	0	-1	0	-2.240402503	-2.649335852	-0.40893335	interleukin enhancer binding factor 3, 90kDa
POLDIP2	0	-1	0	-0.350569067	-1.083335499	-0.732766432	polymerase (DNA-directed), delta interacting protein 2
MAPKAP1	0	-1	0	-1.147597815	-1.489231092	-0.341633277	mitogen-activated protein kinase associated protein 1
WBP11	0	-1	0	-0.781415542	-1.094835978	-0.313420436	WW domain binding protein 11
USP39	-1	-1	0	-1.061939242	-1.038868433	0.023070809	ubiquitin specific peptidase 39
NSFL1C	0	-1	0	-1.696238727	-2.473982777	-0.777744049	NSFL1 (p97) cofactor (p47)
C20orf24	0	-1	0	-0.73901272	-1.033707594	-0.294694874	chromosome 20 open reading frame 24
EVL	0	-1	0	-0.248835848	-1.141497688	-0.89266184	Enah/Vasp-like
DDX41	0	-1	0	-0.839987972	-1.238968657	-0.398980685	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41
QARS	0	-1	0	-0.9345738	-1.000900119	-0.066326319	glutaminyl-tRNA synthetase
CDC42BPB	0	-1	0	-0.587715944	-1.571519696	-0.983803753	CDC42 binding protein kinase beta (DMPK-like)
TNS3	0	1	1	0.167890558	3.425122217	3.257231659	tensin 3
POLR2E	0	-1	0	-1.149499703	-1.817557385	-0.668057682	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa
LOC732160 /// NDUFA10	0	-1	0	-0.821987222	-1.133976815	-0.311989593	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa /// similar to NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa precursor
PREB	0	-1	0	-1.337439261	-1.853877327	-0.516438066	prolactin regulatory element binding
MIF	0	-1	0	-0.600818112	-1.118072695	-0.517254583	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
GTF3C5	0	-1	0	-0.554260653	-1.179047869	-0.624787217	general transcription factor IIIC, polypeptide 5, 63kDa
C16orf58	0	-1	0	-0.773364925	-1.168439133	-0.395074208	chromosome 16 open reading frame 58
FLJ20254	0	-1	0	-0.732873831	-1.246637859	-0.513764028	hypothetical protein FLJ20254
DSG2	0	1	0	0.471149658	1.565594069	1.094444411	Desmoglein 2
BAG3	0	-1	0	-0.947209412	-1.221389418	-0.274180006	BCL2-associated athanogene 3
DUS1L	0	-1	0	-1.082715517	-1.82502811	-0.742312593	dihydrouridine synthase 1-like (S. cerevisiae)
TOLLIP	0	-1	0	-1.115588239	-1.930140964	-0.814552725	toll interacting protein
MRPS7	0	-1	0	-0.878336109	-1.451311486	-0.572975377	mitochondrial ribosomal protein S7
ARHGAP5	0	1	0	0.749108661	1.148112289	0.399003628	Rho GTPase activating protein 5
SAE1	0	-1	0	-1.136999589	-1.507494562	-0.370494974	SUMO1 activating enzyme subunit 1
TSSC1	0	-1	0	-1.215724165	-1.521645995	-0.30592183	tumor suppressing subtransferable candidate 1
DCXR	0	-1	0	-0.746341297	-1.635505928	-0.88916463	dicarbonyl/L-xylulose reductase
MAT2B	0	1	0	0.163611209	1.174937188	1.011325979	methionine adenosyltransferase II, beta
SQRDL	-1	-1	0	-1.121859418	-1.120304932	0.001554486	sulfide quinone reductase-like (yeast)
MRPS2	0	-1	0	-1.950585574	-2.449395208	-0.498809634	mitochondrial ribosomal protein S2
CXCL14	0	1	0	0.598490776	1.691585084	1.093094308	chemokine (C-X-C motif) ligand 14
ZNF22	0	1	0	0.823815443	1.485315462	0.66150002	zinc finger protein 22 (KOX 15)
PRC1	0	-1	0	-1.835312444	-2.07280769	-0.237495245	protein regulator of cytokinesis 1
ELOVL1	-1	-1	0	-1.333744481	-2.250496522	-0.916752041	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1
SNN	0	-1	0	-0.218970401	-1.011628364	-0.792657963	stannin
NT5DC2	0	-1	0	-1.391408589	-2.800046903	-1.408638314	5-nucleotidase domain containing 2
ATP13A1	0	-1	0	-2.207050514	-2.290241346	-0.083190831	ATPase type 13A1
CXXC1	0	-1	0	-1.294074696	-1.824184162	-0.530109465	CXXC finger 1 (PHD domain)
GMPPA	-1	-1	0	-1.51809964	-1.883320272	-0.365220631	GDP-mannose pyrophosphorylase A
TMEM48	-1	-1	0	-1.489284271	-1.348641653	0.140642619	transmembrane protein 48
FAM96B	0	-1	0	-0.67607846	-1.107435164	-0.431356703	family with sequence similarity 96, member B
C20orf27	0	-1	0	-0.538704427	-1.308557151	-0.769852724	chromosome 20 open reading frame 27
PTGES2	0	-1	0	-0.5542165	-1.274163878	-0.719947379	prostaglandin E synthase 2
ANKRD10	0	1	0	0.267420525	1.136563467	0.869142942	ankyrin repeat domain 10
C20orf169-DBNDD2 /// DBNDD2	0	-1	-1	-0.217790514	-1.419718226	-1.201927713	dysbindin (dystrobrevin binding protein 1) domain containing 2 /// C20orf169-DBNDD2 readthrough transcript
MRPL4	0	-1	0	-1.481172612	-1.943580611	-0.462407998	mitochondrial ribosomal protein L4
MRPS34	0	-1	0	-0.598522959	-1.287446703	-0.688923744	mitochondrial ribosomal protein S34
TMEM2	0	1	0	0.47646587	1.01919909	0.542733219	transmembrane protein 2
ASF1B	-1	-1	0	-1.661225321	-1.868200792	-0.206975471	ASF1 anti-silencing function 1 homolog B (S. cerevisiae)
HMOX2	0	-1	0	-1.14179729	-1.668440053	-0.526642763	heme oxygenase (decycling) 2
GPR172A	0	-1	0	-0.900921535	-1.445948675	-0.54502714	G protein-coupled receptor 172A
CARS2	0	-1	0	-0.866651359	-1.135776334	-0.269124975	cysteinyl-tRNA synthetase 2, mitochondrial (putative)
TSR1	0	-1	0	-0.883841057	-1.534711789	-0.650870732	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)
CLN6	0	-1	0	-1.266323649	-1.545375098	-0.279051449	ceroid-lipofuscinosis, neuronal 6, late infantile, variant
VAC14	0	-1	0	-1.044914483	-1.629080927	-0.584166445	Vac14 homolog (S. cerevisiae)
ISOC1	0	1	0	0.320925809	1.107368873	0.786443064	isochorismatase domain containing 1
C10orf57	0	-1	0	-0.718219173	-1.824574816	-1.106355643	chromosome 10 open reading frame 57
CLDN1	0	-1	-1	0.00781257	-1.506458091	-1.514270661	claudin 1
RAB25	0	-1	-1	-0.67826491	-2.105255861	-1.426990951	RAB25, member RAS oncogene family
TIMM13	0	-1	0	-1.008527449	-1.433799266	-0.425271817	translocase of inner mitochondrial membrane 13 homolog (yeast)
NOL6	0	-1	0	-0.996277969	-1.366861832	-0.370583863	nucleolar protein family 6 (RNA-associated)
C12orf44	0	-1	0	-1.251987654	-1.759302176	-0.507314522	chromosome 12 open reading frame 44
POGK	-1	-1	0	-1.357320448	-1.249879966	0.107440481	pogo transposable element with KRAB domain
NAGK	0	-1	0	-1.117707369	-2.169453467	-1.051746098	N-acetylglucosamine kinase
C19orf58	0	-1	0	-0.473816822	-1.029506089	-0.555689267	chromosome 19 open reading frame 58
AP1M2	0	-1	0	-0.910596785	-1.584321815	-0.67372503	adaptor-related protein complex 1, mu 2 subunit
RMND5B	0	-1	0	-0.583027447	-1.278028676	-0.695001229	required for meiotic nuclear division 5 homolog B (S. cerevisiae)
CINP	0	-1	0	-0.878615086	-1.005478201	-0.126863115	cyclin-dependent kinase 2-interacting protein
SLC25A10	0	-1	0	-1.147606316	-2.027880042	-0.880273726	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10
EDEM2	0	-1	0	-0.89494386	-1.121153568	-0.226209708	ER degradation enhancer, mannosidase alpha-like 2
PLEKHJ1	0	-1	0	-0.563179124	-1.218698126	-0.655519002	pleckstrin homology domain containing, family J member 1
IPO4	0	-1	0	-0.925578705	-1.41026283	-0.484684125	importin 4
TACC3	0	-1	0	-1.310566077	-2.225352181	-0.914786104	transforming, acidic coiled-coil containing protein 3
CDK5RAP1	-1	-1	0	-1.037016087	-1.050485453	-0.013469365	CDK5 regulatory subunit associated protein 1
COQ4	0	-1	0	-1.282781814	-2.087641312	-0.804859499	coenzyme Q4 homolog (S. cerevisiae)
USP21	-1	-1	0	-1.074009498	-1.135501173	-0.061491675	ubiquitin specific peptidase 21
CARHSP1	0	-1	0	-0.539506349	-1.251213983	-0.711707634	calcium regulated heat stable protein 1, 24kDa
VPS13C	0	1	0	0.728743195	1.430948229	0.702205034	vacuolar protein sorting 13 homolog C (S. cerevisiae)
CDCA4	-1	0	0	-1.024445568	-0.842433512	0.182012056	cell division cycle associated 4
MBIP	0	1	0	0.712808265	1.051478922	0.338670657	MAP3K12 binding inhibitory protein 1
AACS	0	-1	0	-0.763122357	-1.307063397	-0.54394104	acetoacetyl-CoA synthetase
LZTFL1	0	1	0	0.673666661	1.206382848	0.532716188	leucine zipper transcription factor-like 1
DAZAP1	0	-1	0	-1.050806991	-1.875686957	-0.824879965	DAZ associated protein 1
FLJ22662	0	-1	0	-1.265594791	-2.279884658	-1.014289867	hypothetical protein FLJ22662
HTF9C	0	-1	0	-0.563629653	-1.103398774	-0.539769121	HpaII tiny fragments locus 9C
EXOSC5	0	-1	0	-1.236585886	-1.887459212	-0.650873326	exosome component 5
C8orf55	0	-1	0	-1.39317652	-2.148613347	-0.755436826	chromosome 8 open reading frame 55
TRPS1	1	0	0	1.258072953	0.817688355	-0.440384598	trichorhinophalangeal syndrome I
FAHD2A	0	-1	0	-1.473334538	-1.954452357	-0.481117819	fumarylacetoacetate hydrolase domain containing 2A
FAM134B	0	1	0	0.521365	2.243536611	1.722171611	family with sequence similarity 134, member B
C5orf5	0	1	0	0.60965772	1.439574015	0.829916295	chromosome 5 open reading frame 5
FAM134B	0	1	1	0.925877856	3.330216147	2.404338291	family with sequence similarity 134, member B
ANAPC2	0	-1	0	-0.585353511	-1.26223619	-0.67688268	anaphase promoting complex subunit 2
DPP3	0	-1	0	-0.524635248	-1.120656427	-0.596021179	dipeptidyl-peptidase 3
HECA	0	1	0	0.236418402	1.036652582	0.80023418	headcase homolog (Drosophila)
SUV39H1	-1	-1	0	-1.061112816	-1.376562025	-0.315449209	suppressor of variegation 3-9 homolog 1 (Drosophila)
DRAM	0	1	1	0.168112429	2.746162686	2.578050257	damage-regulated autophagy modulator
MGC3032	0	1	1	0.347663448	1.476081108	1.12841766	hypothetical protein MGC3032
LARP6	0	1	0	0.302495391	1.057299763	0.754804372	La ribonucleoprotein domain family, member 6
RAPGEFL1	0	-1	0	-0.761433379	-1.404434768	-0.643001389	Rap guanine nucleotide exchange factor (GEF)-like 1
MECR	0	-1	0	-0.840398557	-1.485062304	-0.644663747	mitochondrial trans-2-enoyl-CoA reductase
PUS1	0	-1	0	-1.430253465	-1.872262855	-0.44200939	pseudouridylate synthase 1
ATG7	0	-1	0	-1.215779287	-1.386229086	-0.1704498	ATG7 autophagy related 7 homolog (S. cerevisiae)
S100A14	0	-1	0	-0.270656178	-1.132861568	-0.862205389	S100 calcium binding protein A14
VPS28	0	-1	0	-1.073158721	-1.734974186	-0.661815465	vacuolar protein sorting 28 homolog (S. cerevisiae)
ARMCX1	0	1	0	0.424536872	1.113650007	0.689113135	armadillo repeat containing, X-linked 1
RAB7L1	0	-1	0	-0.896679983	-1.135344501	-0.238664518	RAB7, member RAS oncogene family-like 1
PRR14	0	-1	0	-1.002691483	-1.444312957	-0.441621475	proline rich 14
LEPREL1	0	0	1	-0.615730733	0.51863019	1.134360923	leprecan-like 1
PDGFC	0	1	1	1.116190227	2.90304381	1.786853583	platelet derived growth factor C
FLJ10815	-1	-1	0	-1.557804346	-1.6379592	-0.080154854	amino acid transporter
CENPM	-1	-1	0	-1.84356579	-1.951509452	-0.107943662	centromere protein M
MGC4172	0	-1	0	-0.959526378	-1.987818828	-1.02829245	short-chain dehydrogenase/reductase
RRP1	0	-1	0	-0.495742728	-1.193907524	-0.698164796	ribosomal RNA processing 1 homolog (S. cerevisiae)
ANKRA2	0	1	0	0.647024274	1.152692205	0.505667931	ankyrin repeat, family A (RFXANK-like), 2
TMEM39B	0	-1	0	-1.345844891	-1.319499213	0.026345678	transmembrane protein 39B
DCPS	-1	-1	0	-1.341937905	-1.618610759	-0.276672854	decapping enzyme, scavenger
TMEM62	0	-1	0	-0.776005091	-1.119985422	-0.343980331	transmembrane protein 62
REEP4	0	-1	0	-0.886363614	-1.470684829	-0.584321216	receptor accessory protein 4
HOOK2	0	-1	0	-0.7300441	-1.20409172	-0.47404762	hook homolog 2 (Drosophila)
BSPRY	0	-1	0	-0.233052755	-1.653312272	-1.420259516	B-box and SPRY domain containing
ATPBD1B	0	-1	0	-0.704943698	-1.248034879	-0.543091181	ATP binding domain 1 family, member B
TMEM16A	0	-1	0	-1.21346266	-2.612427377	-1.398964717	transmembrane protein 16A
ZC3H12A	0	-1	0	-1.581493088	-2.324147846	-0.742654757	zinc finger CCCH-type containing 12A
SH3GLB2	0	-1	0	-0.740998977	-1.979600976	-1.238601999	SH3-domain GRB2-like endophilin B2
DEPDC6	0	1	0	0.817393168	1.446726386	0.629333218	DEP domain containing 6
NOC4L	0	-1	0	-0.64514847	-1.064475871	-0.419327402	nucleolar complex associated 4 homolog (S. cerevisiae)
TNS1	0	0	1	-0.504513554	1.157037978	1.661551532	tensin 1
FOSL2	0	-1	-1	-0.658730197	-1.756635672	-1.097905475	FOS-like antigen 2
TMEM177	-1	-1	0	-1.453442032	-1.905633886	-0.452191854	transmembrane protein 177
OBFC2B	0	-1	0	-0.644036636	-1.30021533	-0.656178694	oligonucleotide/oligosaccharide-binding fold containing 2B
ASPSCR1	0	-1	0	-1.198234844	-2.184360547	-0.986125703	alveolar soft part sarcoma chromosome region, candidate 1
NF2	0	-1	0	-1.288807201	-1.435235419	-0.146428218	neurofibromin 2 (bilateral acoustic neuroma)
LETM1	0	-1	0	-0.768288639	-1.267735792	-0.499447153	leucine zipper-EF-hand containing transmembrane protein 1
QRSL1	0	-1	0	-0.516643424	-1.159985814	-0.64334239	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
TMPRSS4	0	-1	0	-1.085586366	-2.08968481	-1.004098444	transmembrane protease, serine 4
PNKP	0	-1	0	-1.553553508	-2.050532317	-0.49697881	polynucleotide kinase 3-phosphatase
KRT23	0	0	-1	0.221556144	-0.94146922	-1.163025364	keratin 23 (histone deacetylase inducible)
SOBP	1	1	0	1.100239841	1.024028425	-0.076211416	sine oculis binding protein homolog (Drosophila)
COL5A3	0	-1	0	-0.409918151	-1.511564019	-1.101645867	collagen, type V, alpha 3
FHOD3	0	1	0	0.487513386	2.123891293	1.636377906	formin homology 2 domain containing 3
C1orf106	0	-1	0	-1.182491185	-1.193152851	-0.010661666	chromosome 1 open reading frame 106
RASAL2	0	-1	0	-0.773749404	-1.172233085	-0.398483681	RAS protein activator like 2
C5orf23	0	1	1	-0.140717992	1.937548498	2.078266489	chromosome 5 open reading frame 23
PPCDC	-1	-1	0	-1.270064022	-1.584472119	-0.314408096	phosphopantothenoylcysteine decarboxylase
AMDHD2	0	-1	0	-0.589132821	-1.254936806	-0.665803985	amidohydrolase domain containing 2
ASPN	0	1	1	0.736758917	3.192786086	2.456027168	asporin
RPP25	0	-1	0	-0.594027574	-1.052811916	-0.458784342	ribonuclease P/MRP 25kDa subunit
MACROD1	0	-1	0	-0.814084411	-2.132720486	-1.318636075	MACRO domain containing 1
FBXL6	0	-1	0	-1.176197661	-2.160103916	-0.983906255	F-box and leucine-rich repeat protein 6
SCUBE2	0	1	1	-0.369377225	2.059468922	2.428846147	signal peptide, CUB domain, EGF-like 2
C14orf122	0	-1	0	-0.828069461	-1.239474573	-0.411405112	chromosome 14 open reading frame 122
FLJ22222	0	-1	0	-0.848591331	-1.654874938	-0.806283607	hypothetical protein FLJ22222
MOBKL2B	0	0	1	-0.208982599	0.822124792	1.03110739	MOB1, Mps One Binder kinase activator-like 2B (yeast)
GLTP	0	-1	0	-1.841689516	-3.430552465	-1.588862949	glycolipid transfer protein
DOCK10	0	1	1	-0.037802388	1.387303479	1.425105866	dedicator of cytokinesis 10
ECHDC3	0	-1	0	-0.837196426	-1.149556444	-0.312360018	enoyl Coenzyme A hydratase domain containing 3
PDGFD	1	1	0	1.894388756	2.589078814	0.694690058	platelet derived growth factor D
ZBTB10	0	1	0	1.020786381	1.27218925	0.251402869	zinc finger and BTB domain containing 10
LRRC49	0	1	0	0.594443906	1.041160911	0.446717005	leucine rich repeat containing 49
