Rank	ProbeID	M	A	t	P.Value	Fold_Change	Representative_Public_ID	Gene_Title	Gene_Symbol	Entrez_gene	Chromosome location	Ensembl	Genome.Version
261	1458020_at	-0.278757414	2.200524591	-2.912904987	0.016704209	-1.213149555	BB386261	Reelin	Reln	19699	chr5 A3-B1|5 8.0 cM		Feb. 2006 (NCBI Build 36)
262	1445056_at	-0.311938406	2.5089312	-2.912777005	0.016707741	-1.241374491	AV380845	RIKEN cDNA 9230102K24 gene	9230102K24Rik	109335	chr10 D1		Feb. 2006 (NCBI Build 36)
263	1442504_at	0.377535214	2.391323717	2.912562241	0.016713669	1.299120464	BG076175	DNA segment, Chr 18, ERATO Doi 653, expressed	D18Ertd653e	52662	chr18 E2|18 17.0 cM		Feb. 2006 (NCBI Build 36)
264	1451913_a_at	-0.447452215	2.285020366	-2.91216419	0.016724663	-1.363629973	BC019785	hypoxia up-regulated 1	Hyou1	12282	chr9 B	ENSMUSG00000032115	Feb. 2006 (NCBI Build 36)
265	1442764_at	-0.285164577	3.120196719	-2.906948832	0.016869384	-1.218549263	BE456272	suppressor of variegation 4-20 homolog 1 (Drosophila)	Suv420h1	225888	chr19 A		Feb. 2006 (NCBI Build 36)
266	1424048_a_at	-0.538788507	6.676499145	-2.906691036	0.01687657	-1.452752067	BC024618	cytochrome b5 reductase 1	Cyb5r1	72017	chr1 E4	ENSMUSG00000026456	Feb. 2006 (NCBI Build 36)
267	1415885_at	-0.389829974	10.64779278	-2.905245879	0.016916915	-1.310238979	NM_007694	chromogranin B	Chgb	12653	chr2 F-G|2 75.6 cM	ENSMUSG00000027350	Feb. 2006 (NCBI Build 36)
268	1445205_at	0.479248016	5.246159486	2.904243388	0.016944959	1.394016866	BM122392	Transcribed locus					Feb. 2006 (NCBI Build 36)
269	1460713_at	-0.303824406	4.884471948	-2.903231407	0.016973317	-1.234412355	BE949497	cDNA sequence BC048355	BC048355	381101	chr17 C	ENSMUSG00000040658	Feb. 2006 (NCBI Build 36)
270	1449386_at	0.36593931	2.644322722	2.90297844	0.016980414	1.288720416	NM_013786	hydroxysteroid (17-beta) dehydrogenase 6	Hsd17b6	27400	chr10 D3		Feb. 2006 (NCBI Build 36)
271	1438888_at	0.557137292	3.148283278	2.902390488	0.016996919	1.471346757	BM239632	germ cell-less homolog 1 (Drosophila)	Gmcl1	23885	chr6 D1|6 47.3 cM	ENSMUSG00000001157	Feb. 2006 (NCBI Build 36)
272	1449023_a_at	-0.338315356	7.045902653	-2.901319658	0.017027021	-1.264279424	NM_007970	enhancer of zeste homolog 1 (Drosophila)	Ezh1	14055	chr11 C-D|11 62.0 cM		Feb. 2006 (NCBI Build 36)
273	1435908_at	0.279594421	4.747454425	2.899118095	0.017089081	1.213853591	BE949064	neurexin II	Nrxn2	18190	chr19 A		Feb. 2006 (NCBI Build 36)
274	1434773_a_at	0.627908811	9.106946984	2.898603868	0.01710361	1.545323421	BM207588	solute carrier family 2 (facilitated glucose transporter), member 1	Slc2a1	20525	chr4 D2.1|4 52.0 cM	ENSMUSG00000028645	Feb. 2006 (NCBI Build 36)
275	1459573_at	0.381595284	3.358751842	2.89777228	0.017127132	1.302781632	BM218875	brix domain containing 5	Bxdc5	70285	chr3 H3		Feb. 2006 (NCBI Build 36)
276	1443688_at	-0.414217571	2.927094759	-2.895756174	0.017184296	-1.332575774	BB710844	cDNA sequence BC050092	BC050092	235048	chr9 A3		Feb. 2006 (NCBI Build 36)
277	1456892_at	0.405063027	3.695640308	2.891818933	0.017296492	1.324146757	BB442855	RIKEN cDNA D030036P13 gene	D030036P13Rik	320105			Feb. 2006 (NCBI Build 36)
278	1431372_at	0.304856435	3.240342658	2.887758647	0.017412976	1.235295705	AK014004	serine/arginine-rich protein specific kinase 2	Srpk2	20817	chr5 A3|5 9.0 cM		Feb. 2006 (NCBI Build 36)
279	1447043_at	0.414606864	2.640431899	2.887099809	0.017431953	1.332935401	BB386653	V-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	Erbb4	13869	chr1 C3|1 35.1 cM		Feb. 2006 (NCBI Build 36)
280	1446578_at	-0.301632275	2.660876605	-2.886217315	0.017457404	-1.232538127	AV279797						Feb. 2006 (NCBI Build 36)
281	1459731_at	0.256248556	2.349235227	2.884823926	0.017497667	1.194368942	BE996194						Feb. 2006 (NCBI Build 36)
282	1456640_at	0.400514939	2.965131123	2.884802337	0.017498292	1.319978965	AW910872	SH3 domain containing ring finger 2	Sh3rf2	269016	chr18 B3	ENSMUSG00000057719	Feb. 2006 (NCBI Build 36)
283	1417169_at	0.37038588	7.719405552	2.878181742	0.017690902	1.292698544	AI553394	ubiquitin specific peptidase 2	Usp2	53376	chr9 B		Feb. 2006 (NCBI Build 36)
284	1441899_x_at	0.246843726	10.15130027	2.875887823	0.017758141	1.186608256	BB335613	Brevican	Bcan	12032	chr3 F1|3 42.7 cM		Feb. 2006 (NCBI Build 36)
285	1422789_at	-0.656477096	4.381073398	-2.873998983	0.017813701	-1.576228941	NM_009022	aldehyde dehydrogenase family 1, subfamily A2	Aldh1a2	19378	chr9 D|9 42.0 cM	ENSMUSG00000013584	Feb. 2006 (NCBI Build 36)
286	1447342_at	0.50947121	2.522136941	2.872626493	0.017854184	1.423528335	BB751335						Feb. 2006 (NCBI Build 36)
287	1456404_at	0.417105375	2.944330209	2.86791355	0.017993912	1.335245827	BB475194	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	Adamts5	23794	chr16 C3.3|16 62.0 cM		Feb. 2006 (NCBI Build 36)
288	1425376_at	-0.431138389	3.111827017	-2.866875468	0.018024838	-1.348297059	BC015253	arachidonate 8-lipoxygenase	Alox8	11688	chr11 B4	ENSMUSG00000020891	Feb. 2006 (NCBI Build 36)
289	1443088_at	0.753969358	3.418248075	2.863490981	0.018126043	1.686426401	BB420529	RIKEN cDNA 9930031P18 gene	9930031P18Rik	319589			Feb. 2006 (NCBI Build 36)
290	1460466_at	-0.482372999	6.321523382	-2.862443234	0.018157491	-1.397039681	BB824055	RIKEN cDNA 1700047I17 gene /// similar to signal recognition particle 54	1700047I17Rik /// LOC665155	665155 /// 73385	chr12 C1	ENSMUSG00000073083 /// ENSMUSG00000034953	Feb. 2006 (NCBI Build 36)
291	1434963_at	-0.37745323	5.710682506	-2.861701202	0.018179796	-1.299046641	BM114601	suppressor of Ty 3 homolog (S. cerevisiae)	Supt3h	109115	chr17 B3	ENSMUSG00000038954	Feb. 2006 (NCBI Build 36)
292	1443099_at	0.359863069	2.572759259	2.860098629	0.018228064	1.283304089	BB013571	CDNA sequence BC087945	BC087945	432940	chr15 B1		Feb. 2006 (NCBI Build 36)
293	1456668_at	0.382324812	2.510670074	2.858717649	0.018269762	1.303440576	BB554044	Zinc finger, CCHC domain containing 11	Zcchc11	230594	chr4 C7		Feb. 2006 (NCBI Build 36)
294	1458123_at	0.615458934	3.02153043	2.857853725	0.018295898	1.532045277	BB124953	RIKEN cDNA 9630002A11 gene	9630002A11Rik	319588			Feb. 2006 (NCBI Build 36)
295	1417970_at	-0.27244144	6.389351065	-2.856134488	0.018348021	-1.207850117	NM_026536	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s	Atp5s	68055	chr12 C3	ENSMUSG00000054894	Feb. 2006 (NCBI Build 36)
296	1444932_at	-0.284041848	3.18078214	-2.854340312	0.018402578	-1.217601337	BG074235						Feb. 2006 (NCBI Build 36)
297	1444334_at	-0.330073848	3.989083721	-2.85423138	0.018405895	-1.25707772	BM933859						Feb. 2006 (NCBI Build 36)
298	1452356_at	-0.310263947	4.910922496	-2.852095642	0.018471065	-1.23993453	BG065062	IQ motif containing C	Iqcc	230767	chr4 D2.2	ENSMUSG00000040795	Feb. 2006 (NCBI Build 36)
299	1434784_s_at	-0.322744303	7.166268113	-2.847214432	0.018620892	-1.250707391	BM222050	transmembrane protein 106C	Tmem106c	380967	chr15 F1|15 55.8 cM	ENSMUSG00000052369	Feb. 2006 (NCBI Build 36)
300	1430520_at	-0.544800326	5.481677465	-2.846736277	0.018635636	-1.458818425	AW548480	copine VIII	Cpne8	66871	chr15 F1	ENSMUSG00000052560	Feb. 2006 (NCBI Build 36)
301	1425887_at	-0.819847597	5.524842805	-2.845538637	0.018672615	-1.765219509	BC027071	RIKEN cDNA 4930511J11 gene	4930511J11Rik	74720	chr16 A3	ENSMUSG00000022715	Feb. 2006 (NCBI Build 36)
302	1444095_a_at	-0.282065981	2.108351568	-2.845298426	0.018680041	-1.215934892	BE986579						Feb. 2006 (NCBI Build 36)
303	1431807_at	-0.28976912	2.685194772	-2.840827888	0.018818794	-1.22244463	AK015338	F-box and WD-40 domain protein 8	Fbxw8	231672	chr5 F	ENSMUSG00000029360	Feb. 2006 (NCBI Build 36)
304	1459560_at	0.319747865	2.648904899	2.83973972	0.018852726	1.248112401	BM116703	RIKEN cDNA 4921517N04 gene	4921517N04Rik	76857	chr2 A3	ENSMUSG00000026771	Feb. 2006 (NCBI Build 36)
305	1442630_at	-0.292925813	2.394522741	-2.838665419	0.018886286	-1.225122332	BG070556	Transcribed locus					Feb. 2006 (NCBI Build 36)
306	1438303_at	-0.888506605	4.533640725	-2.838503316	0.018891355	-1.851258815	AV246759	transforming growth factor, beta 2	Tgfb2	21808	chr1 H5|1 101.5 cM		Feb. 2006 (NCBI Build 36)
307	1430047_at	0.474258866	2.555914943	2.838224226	0.018900086	1.389204381	AK012253	BRCT domain containing 1	Brctd1	72573	chr13 C1		Feb. 2006 (NCBI Build 36)
308	1433490_s_at	0.389094709	7.725280175	2.837604228	0.018919497	1.30957139	BE951907	erythrocyte protein band 4.1-like 2	Epb4.1l2	13822	chr10 A4|10 18.0 cM	ENSMUSG00000019978	Feb. 2006 (NCBI Build 36)
309	1459285_at	-0.308551855	2.931330538	-2.832805144	0.01907043	-1.238463934	BB554612						Feb. 2006 (NCBI Build 36)
310	1459269_at	0.582973308	2.616722417	2.829897084	0.019162484	1.49793322	BB356493	RIKEN cDNA 2310014G06 gene	2310014G06Rik	654795	chr14 C1		Feb. 2006 (NCBI Build 36)
311	1448756_at	-0.820288649	3.66924297	-2.827922732	0.019225239	-1.765759244	NM_009114	S100 calcium binding protein A9 (calgranulin B)	S100a9	20202	chr3 F1-F2|3 43.6 cM	ENSMUSG00000056071	Feb. 2006 (NCBI Build 36)
312	1418203_at	0.416957185	3.214666162	2.826029812	0.019285602	1.33510868	NM_021451	phorbol-12-myristate-13-acetate-induced protein 1	Pmaip1	58801	chr18 E1	ENSMUSG00000024521	Feb. 2006 (NCBI Build 36)
313	1434569_at	-0.273999993	6.893336022	-2.825566987	0.01930039	-1.20915567	BB428484	expressed sequence AA474455	AA474455	231151	chr5 B3		Feb. 2006 (NCBI Build 36)
314	1438325_at	0.302012697	3.972449919	2.82482978	0.019323969	1.232863175	AI647591	ecotropic viral integration site 1	Evi1	14013	chr3 A3|3 14.4 cM	ENSMUSG00000027684	Feb. 2006 (NCBI Build 36)
315	1459349_at	0.34681454	2.785474704	2.824803837	0.019324799	1.271749511	BB278527	RIKEN cDNA A930011G23 gene	A930011G23Rik	319818	chr5 E3-E4	ENSMUSG00000056908	Feb. 2006 (NCBI Build 36)
316	1424754_at	-0.386255746	3.364286417	-2.824752148	0.019326454	-1.306996924	BC024402	membrane-spanning 4-domains, subfamily A, member 7	Ms4a7	109225	chr19 A	ENSMUSG00000024672	Feb. 2006 (NCBI Build 36)
317	1419403_at	-0.282767261	4.108730748	-2.819325172	0.019500957	-1.21652609	NM_133214	cDNA sequence BC017612	BC017612	170748	chr9 A2	ENSMUSG00000058173	Feb. 2006 (NCBI Build 36)
318	1448947_at	-0.397841031	5.152065688	-2.817826877	0.019549416	-1.317534766	NM_025615	RIKEN cDNA 2810004N23 gene	2810004N23Rik	66523	chr8 E2	ENSMUSG00000031984	Feb. 2006 (NCBI Build 36)
319	1451047_at	0.2791471	8.164240606	2.815948131	0.019610352	1.213477282	BI966443	integral membrane protein 2A	Itm2a	16431	chrX A2-A3	ENSMUSG00000031239	Feb. 2006 (NCBI Build 36)
320	1419292_at	-0.39998735	5.573455195	-2.812962168	0.019707597	-1.319496341	NM_030127	HtrA serine peptidase 3	Htra3	78558	chr5 B1	ENSMUSG00000029096	Feb. 2006 (NCBI Build 36)
321	1445459_at	-0.476114776	3.191650042	-2.812659784	0.019717472	-1.39099263	BB023293	somatostatin receptor 5	Sstr5	20609	chr17 A3.3|17 13.0 cM	ENSMUSG00000050824	Feb. 2006 (NCBI Build 36)
322	1434859_at	-0.345568055	5.499373091	-2.810419964	0.019790776	-1.270651197	BB127793	uridine monophosphate synthetase	Umps	22247	chr16 B3		Feb. 2006 (NCBI Build 36)
323	1446130_at	0.448593571	3.257274998	2.806213942	0.019929177	1.364709205	AW557530	PCTAIRE-motif protein kinase 2	Pctk2	237459	chr10 C2		Feb. 2006 (NCBI Build 36)
324	1424755_at	0.50667999	4.413910862	2.804701389	0.019979188	1.42077686	BB320674	huntingtin interacting protein 1	Hip1	215114	chr5 F-G2|5 75.0 cM	ENSMUSG00000039959	Feb. 2006 (NCBI Build 36)
325	1425210_s_at	-0.28165769	3.571587666	-2.804384457	0.019989683	-1.215590825	AI465811	zinc finger protein 84	Zfp84	74352	chr7 B1|7 9.0 cM	ENSMUSG00000046185	Feb. 2006 (NCBI Build 36)
326	1435264_at	0.515665479	3.897042677	2.804301412	0.019992434	1.429653451	BB811788	elastin microfibril interfacer 2	Emilin2	246707	chr17 E1.3	ENSMUSG00000024053	Feb. 2006 (NCBI Build 36)
327	1457557_at	0.837397085	3.853817053	2.804297139	0.019992575	1.78682344	BB378962	RIKEN cDNA A330076H08 gene	A330076H08Rik	320026			Feb. 2006 (NCBI Build 36)
328	1444432_at	0.419385135	2.330139521	2.803800684	0.020009029	1.337357462	BB532898	RIKEN cDNA D330040H18 gene	D330040H18Rik	320847			Feb. 2006 (NCBI Build 36)
329	1442917_at	0.697704649	4.706209334	2.800902098	0.02010537	1.621922234	BM195384	Adult male vesicular gland cDNA, RIKEN full-length enriched library, clone:G630023F10 product:unclassifiable, full insert sequence					Feb. 2006 (NCBI Build 36)
330	1433023_at	0.29766329	3.117961059	2.799716525	0.02014491	1.229151962	AK010109	RIKEN cDNA 2310068G24 gene	2310068G24Rik	70185			Feb. 2006 (NCBI Build 36)
331	1420526_at	0.290179722	3.333007113	2.799069608	0.020166519	1.222792596	NM_028523	discoidin, CUB and LCCL domain containing 2	Dcbld2	73379	chr16 C1.2	ENSMUSG00000035107	Feb. 2006 (NCBI Build 36)
332	1426235_a_at	0.265534621	8.267850204	2.797709561	0.020212025	1.202081424	AI391218	glutamate-ammonia ligase (glutamine synthetase)	Glul	14645		ENSMUSG00000026473	Feb. 2006 (NCBI Build 36)
333	1424122_s_at	-0.273506095	7.606323367	-2.797623414	0.020214911	-1.208741794	AB076722	COMM domain containing 1	Commd1	17846	chr11 A3.2|11 12.0 cM	ENSMUSG00000051355	Feb. 2006 (NCBI Build 36)
334	1441567_at	0.328510313	2.828686108	2.796555301	0.020250727	1.255716087	BM118375	Myosin IXa	Myo9a	270163	chr9 B		Feb. 2006 (NCBI Build 36)
335	1443891_at	0.348174885	4.127249511	2.796492357	0.02025284	1.272949234	BB131341	RAD51-like 3 (S. cerevisiae)	Rad51l3	19364	chr11 C|11 48.5 cM	ENSMUSG00000018841	Feb. 2006 (NCBI Build 36)
336	1444387_at	0.381651364	4.438234917	2.795292862	0.020293143	1.302832274	BB409982	N-myristoyltransferase 2	Nmt2	18108	chr2 A1		Feb. 2006 (NCBI Build 36)
337	1418546_a_at	-0.280212074	6.255598077	-2.791779025	0.020411676	-1.214373382	NM_029682	Stam binding protein like 1	Stambpl1	76630	chr19 C1	ENSMUSG00000024776	Feb. 2006 (NCBI Build 36)
338	1432377_x_at	-0.350223063	3.137673927	-2.790420769	0.020457682	-1.27475771	AK003320	shroom family member 3	Shroom3	27428	chr5 E3|5 52.0 cM		Feb. 2006 (NCBI Build 36)
339	1428067_at	-0.247559402	3.861427434	-2.790420404	0.020457694	-1.187197041	AK014511	RAS-like, family 12	Rasl12	70784	chr9 C	ENSMUSG00000041696	Feb. 2006 (NCBI Build 36)
340	1432057_a_at	-0.582440801	4.950297891	-2.790186516	0.020465627	-1.497380426	AK018310	PR domain containing 5	Prdm5	70779	chr6 C1	ENSMUSG00000029913	Feb. 2006 (NCBI Build 36)
341	1444784_at	-0.384530355	3.13817202	-2.787034544	0.020572837	-1.305434756	AI481318	RIKEN cDNA 4930564K09 gene	4930564K09Rik	78212			Feb. 2006 (NCBI Build 36)
342	1423545_a_at	-0.270630335	7.185613725	-2.786454262	0.020592637	-1.206334779	BB633247	zinc finger protein 207	Zfp207	22680	chr11 B5	ENSMUSG00000017421	Feb. 2006 (NCBI Build 36)
343	1423466_at	-0.249385579	2.276104542	-2.785444912	0.020627122	-1.188700759	BB204380	chemokine (C-C motif) receptor 7	Ccr7	12775	chr11 D	ENSMUSG00000037944	Feb. 2006 (NCBI Build 36)
344	1454492_at	-0.275838846	2.142505263	-2.781802871	0.020752044	-1.210697837	AK018425	RIKEN cDNA 8430418B16 gene	8430418B16Rik	71491			Feb. 2006 (NCBI Build 36)
345	1456402_at	0.498241852	2.191998505	2.781682564	0.020756183	1.412491173	BB130348	RIKEN cDNA A330076H08 gene	A330076H08Rik	320026			Feb. 2006 (NCBI Build 36)
346	1434978_at	-0.29977657	5.275292793	-2.780699366	0.020790045	-1.230953761	BM120298	RIKEN cDNA 4933403F05 gene	4933403F05Rik	108654	chr18 E2	ENSMUSG00000038121	Feb. 2006 (NCBI Build 36)
347	1426223_at	-0.516100334	6.824219985	-2.776930685	0.020920359	-1.43008444	BC020021	RIKEN cDNA 2810439F02 gene	2810439F02Rik	72747	chr18 A2	ENSMUSG00000024424	Feb. 2006 (NCBI Build 36)
348	1425886_at	-0.258258279	2.528428446	-2.776269914	0.020943292	-1.196033898	AY049085	FEV (ETS oncogene family)	Fev	260298	chr1 C3	ENSMUSG00000055197	Feb. 2006 (NCBI Build 36)
349	1457177_at	0.336594637	2.540446746	2.775749877	0.020961359	1.262772403	BB050663	RAR-related orphan receptor alpha	Rora	19883	chr9 C|9 36.0 cM		Feb. 2006 (NCBI Build 36)
350	1450154_at	0.270291335	2.448644565	2.77460379	0.021001231	1.206051351	NM_016770	folate hydrolase	Folh1	53320	chr7 D1-D2	ENSMUSG00000001773	Feb. 2006 (NCBI Build 36)
351	1442589_at	0.303697538	2.269056241	2.774028495	0.021021275	1.234303807	BE980162	Transient receptor potential cation channel, subfamily C, member 5	Trpc5	22067	chrX F2|X 63.0 cM		Feb. 2006 (NCBI Build 36)
352	1440954_at	0.445442331	3.569668227	2.771397868	0.021113174	1.36173156	BM114723	Pre B-cell leukemia transcription factor 1	Pbx1	18514	chr1 H2.3|1 88.1 cM		Feb. 2006 (NCBI Build 36)
353	1443597_at	0.23444539	2.128089464	2.770588738	0.021141522	1.17645439	BB463128	cofactor required for Sp1 transcriptional activation, subunit 2	Crsp2	26896	chrX A1.1	ENSMUSG00000064127	Feb. 2006 (NCBI Build 36)
354	1455287_at	0.263846772	3.522812387	2.769952664	0.021163834	1.200675898	BM238926	cyclin-dependent kinase 6	Cdk6	12571	chr5 A2-A3|5 1.0 cM		Feb. 2006 (NCBI Build 36)
355	1436398_at	0.347307929	2.896583946	2.769648144	0.021174524	1.272184513	BB033554						Feb. 2006 (NCBI Build 36)
356	1443131_at	0.257882731	2.167776811	2.767196212	0.0212608	1.195722599	BB129908	RAN, member RAS oncogene family	Ran	19384	chr5 G1.3		Feb. 2006 (NCBI Build 36)
357	1438814_at	0.376035118	3.463150283	2.766871463	0.021272254	1.297770357	BG075307						Feb. 2006 (NCBI Build 36)
358	1460072_at	-0.358814316	3.511535003	-2.766291447	0.021292726	-1.282371543	BM507022	Transcribed locus					Feb. 2006 (NCBI Build 36)
359	1425405_a_at	-0.320318031	4.266952438	-2.766079357	0.021300217	-1.248605764	AF291876	adenosine deaminase, RNA-specific	Adar	56417	chr3 F2	ENSMUSG00000027951	Feb. 2006 (NCBI Build 36)
360	1456861_at	0.309696976	2.36366441	2.765969152	0.021304111	1.239447339	BB830168	Activated spleen cDNA, RIKEN full-length enriched library, clone:F830206P12 product:hypothetical Cytochrome c  heme-binding site containing protein, full insert sequence					Feb. 2006 (NCBI Build 36)
361	1425985_s_at	0.269718909	3.917978449	2.760050416	0.021514275	1.205572914	AB049755	mannan-binding lectin serine peptidase 1	Masp1	17174	chr16 B2-B3		Feb. 2006 (NCBI Build 36)
362	1456647_a_at	-0.285580156	2.335579033	-2.758314219	0.021576322	-1.218900326	AI646535	eyes absent 4 homolog (Drosophila)	Eya4	14051	chr10 A3|10 18.0 cM	ENSMUSG00000010461	Feb. 2006 (NCBI Build 36)
363	1424634_at	-0.324050946	7.940859806	-2.754993698	0.021695492	-1.251840664	BC011290	transcription elongation factor A (SII)-like 1	Tceal1	237052	chrX F1	ENSMUSG00000049536	Feb. 2006 (NCBI Build 36)
364	1429447_at	-0.633104813	6.034306437	-2.754384944	0.021717412	-1.550899083	AK003753	Ellis van Creveld syndrome 2 homolog (human)	Evc2	68525	chr5 B3	ENSMUSG00000050248	Feb. 2006 (NCBI Build 36)
365	1454142_a_at	-0.448799063	4.205315673	-2.754224233	0.021723203	-1.364903602	AK011891	PWP1 homolog (S. cerevisiae)	Pwp1	103136	chr10 C1	ENSMUSG00000001785	Feb. 2006 (NCBI Build 36)
366	1430190_at	-0.373054035	3.757130851	-2.753894001	0.021735106	-1.295091504	AK006668	RIKEN cDNA 1700041C02 gene	1700041C02Rik	73332	chr4 D2.1	ENSMUSG00000028637	Feb. 2006 (NCBI Build 36)
367	1415823_at	0.368029789	8.392518503	2.753332157	0.021755373	1.290589139	BG060909	stearoyl-Coenzyme A desaturase 2	Scd2	20250	chr19 C3|19 43.0 cM	ENSMUSG00000025203	Feb. 2006 (NCBI Build 36)
368	1417811_at	-0.314196849	4.911537314	-2.752889476	0.021771356	-1.243319302	NM_133221	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6	Slc24a6	170756	chr5 F	ENSMUSG00000032754	Feb. 2006 (NCBI Build 36)
369	1425515_at	0.517976131	4.7408946	2.750382163	0.021862102	1.43194505	M60651	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	Pik3r1	18708	chr13 D1|13 50.0 cM	ENSMUSG00000041417	Feb. 2006 (NCBI Build 36)
370	1444184_at	0.319644874	3.771928431	2.750148133	0.021870592	1.248023305	AI042789	alkB, alkylation repair homolog 3 (E. coli)	Alkbh3	69113	chr2 E1		Feb. 2006 (NCBI Build 36)
371	1453880_s_at	0.26026715	2.291080206	2.749863539	0.02188092	1.197700468	AK015391	RIKEN cDNA 1700041C02 gene	1700041C02Rik	73332	chr4 D2.1	ENSMUSG00000028637	Feb. 2006 (NCBI Build 36)
372	1428014_at	-0.386885565	3.308476304	-2.749230306	0.021903919	-1.307567627	BC028550	histone cluster 1, H4h	Hist1h4h	69386	chr13 A2-A3	ENSMUSG00000060981	Feb. 2006 (NCBI Build 36)
373	1424245_at	0.421966776	3.43656011	2.748109621	0.021944682	1.339752749	BC015290	carboxylesterase 2 /// similar to carboxylesterase 2	Ces2 /// LOC667754	234671 /// 667754	chr8 D3	ENSMUSG00000031884	Feb. 2006 (NCBI Build 36)
374	1450088_a_at	0.707347017	7.961370061	2.746067188	0.022019169	1.632798788	NM_008614	myelin-associated oligodendrocytic basic protein	Mobp	17433	chr9 F4|9 69.0 cM	ENSMUSG00000032517	Feb. 2006 (NCBI Build 36)
375	1416811_s_at	0.543022553	4.540087908	2.743680268	0.022106544	1.45702189	NM_007796	cytotoxic T lymphocyte-associated protein 2 alpha /// cytotoxic T lymphocyte-associated protein 2 beta	Ctla2a /// Ctla2b	13024 /// 13025	chr13 B2|13 36.0 cM /// chr12 C1|13	ENSMUSG00000074874 /// ENSMUSG00000044258	Feb. 2006 (NCBI Build 36)
376	1425047_a_at	-0.373831863	3.089959703	-2.741620425	0.022182228	-1.295789941	BC027204	RIKEN cDNA 4921517L17 gene	4921517L17Rik	70873	chr2 H2	ENSMUSG00000038085	Feb. 2006 (NCBI Build 36)
377	1442622_at	0.752024089	4.487460749	2.737788309	0.022323728	1.684154027	BB165231	Spermatid perinuclear RNA binding protein	Strbp	20744	chr2 C1		Feb. 2006 (NCBI Build 36)
378	1426918_at	0.431246028	5.391544614	2.735779181	0.022398278	1.34839766	BM120341	integrin beta 1 (fibronectin receptor beta)	Itgb1	16412	chr8 E2		Feb. 2006 (NCBI Build 36)
379	1436789_at	-0.55081375	3.887659562	-2.735119286	0.022422819	-1.464911745	BM120177	cyclin J-like	Ccnjl	380694	chr11 B1.1		Feb. 2006 (NCBI Build 36)
380	1453498_x_at	-0.237966685	2.38225503	-2.733737201	0.022474305	-1.179329359	AK003108	STEAP family member 3	Steap3	68428	chr1 E2	ENSMUSG00000026389	Feb. 2006 (NCBI Build 36)
381	1460097_at	0.737608439	3.333944066	2.733663697	0.022477047	1.667409476	BB392770						Feb. 2006 (NCBI Build 36)
382	1445420_at	1.051300279	3.255039347	2.73303655	0.022500452	2.072396826	BM238940	Myocyte enhancer factor 2C	Mef2c	17260	chr13 C3|13 45.0 cM		Feb. 2006 (NCBI Build 36)
383	1432749_at	-0.458612258	3.742933735	-2.731216547	0.022568515	-1.374219308	BB541886	Crystallin, gamma A	Cryga	12964	chr1 C2|1 32.0 cM		Feb. 2006 (NCBI Build 36)
384	1423708_a_at	-0.275696502	7.254001432	-2.730850352	0.022582234	-1.210578389	BC016428	phenylalanine-tRNA synthetase-like, beta subunit	Farslb	23874	chr1 C4	ENSMUSG00000026245	Feb. 2006 (NCBI Build 36)
385	1458644_at	0.313214591	2.518998363	2.728510581	0.022670094	1.242473078	AI661708	expressed sequence AI661708 /// coiled-coil domain containing 62	AI661708 /// Ccdc62	100717 /// 208908	chr5 F		Feb. 2006 (NCBI Build 36)
386	1459237_at	0.439088447	2.430142471	2.728335309	0.02267669	1.355747441	BB046098	Activating transcription factor 2	Atf2	11909	chr2 C3		Feb. 2006 (NCBI Build 36)
387	1422499_at	0.237796755	4.927358054	2.728016252	0.022688701	1.179190458	AV114522	LIM domain and actin binding 1	Lima1	65970	chr15 F1|15 60.4 cM		Feb. 2006 (NCBI Build 36)
388	1431338_at	0.481079961	3.268223142	2.726656008	0.02273998	1.395788123	AK014376	CASK interacting protein 1	Caskin1	268932	chr17 A3.3		Feb. 2006 (NCBI Build 36)
389	1458891_at	0.420205267	3.211802416	2.725326955	0.022790196	1.338117929	BB320973	GTPase activating RANGAP domain-like 3	Garnl3	99326	chr2 B		Feb. 2006 (NCBI Build 36)
390	1456802_at	-0.272397681	2.133219778	-2.723693462	0.022852069	-1.207813481	AV045338	ring finger protein 133	Rnf133	386611	chr6 A3.1	ENSMUSG00000051956	Feb. 2006 (NCBI Build 36)
391	1439621_at	-0.358017688	3.13120946	-2.722813806	0.022885459	-1.281663638	BE943696	17 days embryo kidney cDNA, RIKEN full-length enriched library, clone:I920178P20 product:unclassifiable, full insert sequence					Feb. 2006 (NCBI Build 36)
392	1450002_at	0.270634667	3.257183547	2.722165538	0.022910097	1.2063384	NM_008178	genomic screened homeo box 1	Gsh1	14842	chr5 G3|5 41.0 cM	ENSMUSG00000053129	Feb. 2006 (NCBI Build 36)
393	1429627_at	-0.252999301	6.905090789	-2.722046526	0.022914623	-1.191681997	AW540521	peptidylprolyl isomerase (cyclophilin)-like 3	Ppil3	70225	chr1 C2		Feb. 2006 (NCBI Build 36)
