Ensembl ID	Fold Change	Gene Name	Gene Symbol
ENSG00000080603	1.229935075	Helicase SRCAP (EC 3.6.1.-) (Snf2-related CBP activator) (Domino homolog 2) [Source:UniProtKB/Swiss-Prot;Acc:Q6ZRS2]	SRCAP
ENSG00000159335	1.229618731	Parathymosin [Source:UniProtKB/Swiss-Prot;Acc:P20962]	PTMS
ENSG00000101109	1.229567519	Serine/threonine-protein kinase 4 (EC 2.7.11.1) (STE20-like kinase MST1) (MST-1) (Mammalian STE20-like protein kinase 1) (Serine/threonine-protein kinase Krs-2) [Source:UniProtKB/Swiss-Prot;Acc:Q13043]	STK4
ENSG00000162783	1.229372405	Immediate early response gene 5 protein [Source:UniProtKB/Swiss-Prot;Acc:Q5VY09]	IER5
ENSG00000171405	1.229298305	G antigen family D member 5 (Protein XAGE-5)(Cancer/testis antigen 12.5)(CT12.5) [Source:UniProtKB/Swiss-Prot;Acc:Q8WWM1]	XAGE5
ENSG00000078725	1.229278267	Deleted in bladder cancer protein 1 Precursor (Protein FAM5A) [Source:UniProtKB/Swiss-Prot;Acc:O60477]	DBC1
ENSG00000085276	1.229004631	Ecotropic virus integration site 1 protein homolog (EVI-1) [Source:UniProtKB/Swiss-Prot;Acc:Q03112]	EVI1
ENSG00000104883	1.228935879	Peroxisomal membrane protein 11C (Peroxin-11C)(Peroxisomal biogenesis factor 11C)(PEX11gamma)(Pex11pgamma) [Source:UniProtKB/Swiss-Prot;Acc:Q96HA9]	PEX11G
ENSG00000198513	1.22888114	Atlastin-1 (Guanine nucleotide-binding protein 3) (GTP-binding protein 3) (GBP-3) (Brain-specific GTP-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8WXF7]	SPG3A
ENSG00000105261	1.228681328	Putative transcription factor Ovo-like 2-like [Source:UniProtKB/Swiss-Prot;Acc:O00110]	LOC 728361
ENSG00000112309	1.228671571	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 2) (UDP-glucuronosyltransferase-S) (Glucuronosyltransferase-S) (GlcAT-S) [Source:UniProtKB/Swiss-Prot;Acc:Q9NPZ5]	B3GAT2
ENSG00000105928	1.228639338	Non-syndromic hearing impairment protein 5 (Inversely correlated with estrogen receptor expression 1) (ICERE-1) [Source:UniProtKB/Swiss-Prot;Acc:O60443]	DFNA5
ENSG00000182586	1.228529521	Uncharacterized protein C21orf89  [Source:UniProtKB/Swiss-Prot;Acc:P59042]	C21orf89
ENSG00000180061	1.228445502	Uncharacterized protein ENSP00000320757 [Source:UniProtKB/TrEMBL;Acc:A6NC51]	LOC284417
ENSG00000158604	1.228426997	Transmembrane emp24 domain-containing protein 4 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q7Z7H5]	TMED4
ENSG00000198324	1.228362297	Protein FAM109A  [Source:UniProtKB/Swiss-Prot;Acc:Q8N4B1]	FAM109A
ENSG00000100583	1.228195841	SAM domain-containing protein C14orf174 [Source:UniProtKB/Swiss-Prot;Acc:Q9P1V8]	C14orf174
ENSG00000188549	1.228145599	Uncharacterized protein C15orf52  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZUT6]	C15orf52
ENSG00000178804	1.227985903	Histone H1oo (Oocyte-specific histone H1) (Oocyte-specific linker histone H1) (osH1) [Source:UniProtKB/Swiss-Prot;Acc:Q8IZA3]	H1FOO
ENSG00000107186	1.227931852	Multiple PDZ domain protein (Multi-PDZ domain protein 1) [Source:UniProtKB/Swiss-Prot;Acc:O75970]	MPDZ
ENSG00000146267	1.22787906	Uncharacterized protein C6orf168 [Source:UniProtKB/Swiss-Prot;Acc:Q5TGI0]	C6orf168
ENSG00000112599	1.22766553	Guanylyl cyclase-activating protein 2 (GCAP 2) (Guanylate cyclase activator 1B) [Source:UniProtKB/Swiss-Prot;Acc:Q9UMX6]	GUCA1B
ENSG00000154767	1.227657162	DNA-repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125) [Source:UniProtKB/Swiss-Prot;Acc:Q01831]	XPC
ENSG00000203864	1.227541255	Putative uncharacterized protein C1orf137 [Source:UniProtKB/Swiss-Prot;Acc:Q5JT78]	C1orf137
ENSG00000183760	1.227472124	Iron/zinc purple acid phosphatase-like protein Precursor  (EC 3.1.3.2) [Source:UniProtKB/Swiss-Prot;Acc:Q6ZNF0]	PALP
ENSG00000149488	1.227460076	Transmembrane channel-like protein 2 (Transmembrane cochlear-expressed protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q8TDI7]	TMC2
ENSG00000052749	1.227144265	RRP12-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q5JTH9]	RRP12
ENSG00000188740	1.227100183	Neuroblastoma breakpoint family member 5 [Source:UniProtKB/Swiss-Prot;Acc:Q86XG9]	NBPF5
ENSG00000177202	1.226645131	Sperm acrosome membrane-associated protein 4 Precursor  (Sperm acrosomal membrane-associated protein 14) [Source:UniProtKB/Swiss-Prot;Acc:Q8TDM5]	SPACA4
ENSG00000184371	1.226576672	Macrophage colony-stimulating factor 1 Precursor  (CSF-1) (MCSF) (M-CSF) (Lanimostim)[Processed macrophage colony-stimulating factor 1] [Source:UniProtKB/Swiss-Prot;Acc:P09603]	CSF1
ENSG00000205443	1.226457891		ENSG00000205443
ENSG00000126368	1.226359018	Nuclear receptor subfamily 1 group D member 1 (V-erbA-related protein EAR-1) (Rev-erbA-alpha) [Source:UniProtKB/Swiss-Prot;Acc:P20393]	NR1D1
ENSG00000148357	1.226138255	Hemicentin-2. Fragment  [Source:UniProtKB/TrEMBL;Acc:Q8NDA2]	HMCN2
ENSG00000178035	1.226130322	Inosine-5-monophosphate dehydrogenase 2 (EC 1.1.1.205) (IMP dehydrogenase 2) (IMPDH-II) (IMPD 2) [Source:UniProtKB/Swiss-Prot;Acc:P12268]	IMPDH2
ENSG00000160191	1.22572121	High affinity cGMP-specific 3,5-cyclic phosphodiesterase 9A (EC 3.1.4.35) [Source:UniProtKB/Swiss-Prot;Acc:O76083]	PDE9A
ENSG00000125910	1.225239505	Sphingosine 1-phosphate receptor 4 (S1P receptor 4) (S1P4) (Sphingosine 1-phosphate receptor Edg-6) (S1P receptor Edg-6) (Endothelial differentiation G-protein coupled receptor 6) [Source:UniProtKB/Swiss-Prot;Acc:O95977]	S1PR4
ENSG00000204157	1.225188293	Uncharacterized protein LOC388610 [Source:UniProtKB/Swiss-Prot;Acc:Q6NT89]	LOC388610
ENSG00000186010	1.224984117	YjeF N-terminal domain-containing protein 3 (YjeF_N3)(hYjeF_N3) [Source:UniProtKB/Swiss-Prot;Acc:A6XGL0]	ENSG00000186010
ENSG00000011105	1.224949918	Tetraspanin-9 (Tspan-9)(Tetraspan NET-5) [Source:UniProtKB/Swiss-Prot;Acc:O75954]	TSPAN9
ENSG00000106266	1.224917485	Sorting nexin-8 [Source:UniProtKB/Swiss-Prot;Acc:Q9Y5X2]	SNX8
ENSG00000132623	1.224827636	Ankyrin repeat domain-containing protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9NU02]	ANKRD5
ENSG00000167165	1.224451764	UDP-glucuronosyltransferase 1-8 Precursor  (EC 2.4.1.17) (UDP-glucuronosyltransferase 1A8) (UDPGT) (UGT18) (UGT1-08) (UGT1.8) (UGT-1H) (UGT1H) [Source:UniProtKB/Swiss-Prot;Acc:Q9HAW9]	UGT1A8
ENSG00000132975	1.224429109	Probable G-protein coupled receptor 12 [Source:UniProtKB/Swiss-Prot;Acc:P47775]	GPR12
ENSG00000108848	1.224072514	Cisplatin resistance-associated overexpressed protein (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1) (Luc7A) [Source:UniProtKB/Swiss-Prot;Acc:O95232]	CROP
ENSG00000100603	1.223064309	SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein) (Nuclear receptor coactivator NCoA-62) [Source:UniProtKB/Swiss-Prot;Acc:Q13573]	SNW1
ENSG00000156110	1.222797224	Adenosine kinase (EC 2.7.1.20) (AK) (Adenosine 5-phosphotransferase) [Source:UniProtKB/Swiss-Prot;Acc:P55263]	ADK
ENSG00000026025	1.2223211	Vimentin [Source:UniProtKB/Swiss-Prot;Acc:P08670]	VIM
ENSG00000183475	1.222190607	Ankyrin repeat and SOCS box protein 7 (ASB-7) [Source:UniProtKB/Swiss-Prot;Acc:Q9H672]	ASB7
ENSG00000157654	1.222122125	Paralemmin-2  [Source:UniProtKB/Swiss-Prot;Acc:Q8IXS6]	PALM2
ENSG00000146282	1.222055324	Probable arginyl-tRNA synthetase, mitochondrial Precursor  (EC 6.1.1.19) (Arginine--tRNA ligase) (ArgRS) (Arginyl-tRNA synthetase-like) [Source:UniProtKB/Swiss-Prot;Acc:Q5T160]	RARS2
ENSG00000183077	1.222038821	Probable arylformamidase (EC 3.5.1.9) (Kynurenine formamidase) (KF) [Source:UniProtKB/Swiss-Prot;Acc:Q63HM1]	AFMID
ENSG00000162174	1.221999764	L-asparaginase (EC 3.5.1.1) (L-asparagine amidohydrolase) (Asparaginase-like protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q7L266]	ASRGL1
ENSG00000110931	1.2216987	Calcium/calmodulin-dependent protein kinase kinase 2 (EC 2.7.11.17) (Calcium/calmodulin-dependent protein kinase kinase beta) (CaM-kinase kinase beta) (CaM-KK beta) (CaMKK beta) [Source:UniProtKB/Swiss-Prot;Acc:Q96RR4]	CAMKK2
ENSG00000105664	1.22169269	Cartilage oligomeric matrix protein Precursor (COMP) [Source:UniProtKB/Swiss-Prot;Acc:P49747]	COMP
ENSG00000011021	1.221654834	Chloride channel protein 6 (ClC-6) [Source:UniProtKB/Swiss-Prot;Acc:P51797]	CLCN6
ENSG00000185262	1.221625254	Protein FAM100B [Source:UniProtKB/Swiss-Prot;Acc:Q8IYN6]	FAM100B
ENSG00000173338	1.221571534	Potassium channel subfamily K member 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9Y2U2]	KCNK7
ENSG00000122133	1.221408235	Glycodelin (GD) (Pregnancy-associated endometrial alpha-2 globulin) (PAEG) (PEG) (Placental protein 14) (PP14) (Progesterone-associated endometrial protein) [Source:UniProtKB/Swiss-Prot;Acc:P09466]	PAEP
ENSG00000160293	1.221116422	Guanine nucleotide exchange factor VAV2 (VAV-2) [Source:UniProtKB/Swiss-Prot;Acc:P52735]	VAV2
ENSG00000167984	1.220761704	Protein NLRC3 (Nucleotide-binding oligomerization domain protein 3) (Caterpiller protein 16.2) (CLR16.2) (CARD15-like protein) [Source:UniProtKB/Swiss-Prot;Acc:Q7RTR2]	NLRC3
ENSG00000138083	1.220713526	Homeobox protein SIX3 (Sine oculis homeobox homolog 3) [Source:UniProtKB/Swiss-Prot;Acc:O95343]	SIX3
ENSG00000006704	1.22066244	General transcription factor II-I repeat domain-containing protein 1 (GTF2I repeat domain-containing protein 1) (Muscle TFII-I repeat domain-containing protein 1) (General transcription factor III) [Source:UniProtKB/Swiss-Prot;Acc:Q9UHL9]	GTF2IRD1
ENSG00000157653	1.22064177	Uncharacterized protein C9orf43 [Source:UniProtKB/Swiss-Prot;Acc:Q8TAL5]	C9orf43
ENSG00000108474	1.220119203	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase (EC 3.5.1.89) (Phosphatidylinositol-glycan biosynthesis class L protein) (PIG-L) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y2B2]	PIGL
ENSG00000112818	1.220059952	Meprin A subunit alpha Precursor  (EC 3.4.24.18) (Endopeptidase-2) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit alpha) (PABA peptide hydrolase) (PPH alpha) [Source:UniProtKB/Swiss-Prot;Acc:Q16819]	MEP1A
ENSG00000050030	1.219859242	Uncharacterized protein KIAA2022 [Source:UniProtKB/Swiss-Prot;Acc:Q5QGS0]	KIAA2022
ENSG00000137571	1.219830147	Solute carrier organic anion transporter family member 5A1 (Solute carrier family 21 member 15) (Organic anion transporter polypeptide-related protein 4) (OATP-RP4) (OATPRP4) [Source:UniProtKB/Swiss-Prot;Acc:Q9H2Y9]	SLCO5A1
ENSG00000146111	1.219295802		ENSG00000146111
ENSG00000089050	1.219122468	Retinoblastoma-binding protein 9 (RBBP-9) (Retinoblastoma-binding protein 10) (RBBP-10) (B5T overexpressed gene protein) (Bog protein) [Source:UniProtKB/Swiss-Prot;Acc:O75884]	RBBP9
ENSG00000198249	1.218899322	Keratin-associated protein 3-1 (Keratin-associated protein 3.1) (High sulfur keratin-associated protein 3.1). [Source:Uniprot/SWISSPROT;Acc:Q9BYR8]	KRTAP3-1
ENSG00000129925	1.218863348	Transmembrane protein 8 Precursor  (Protein M83) (Transmembrane protein 6) [Source:UniProtKB/Swiss-Prot;Acc:Q9HCN3]	TMEM8
ENSG00000165502	1.218847729	60S ribosomal protein L36a-like  [Source:UniProtKB/Swiss-Prot;Acc:Q969Q0]	RPL36AL
ENSG00000108641	1.218834266	B9 domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9UPM9]	B9D1
ENSG00000173820	1.21882701		ENSG00000173820
ENSG00000154655	1.218718414	Lethal(3)malignant brain tumor-like 4 protein (L(3)mbt-like 4 protein) (H-l(3)mbt-like protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8NA19]	L3MBTL4
ENSG00000008283	1.218621717	Cytochrome b561 (Cytochrome b-561) [Source:UniProtKB/Swiss-Prot;Acc:P49447]	CYB561
ENSG00000145545	1.218266226	3-oxo-5-alpha-steroid 4-dehydrogenase 1 (EC 1.3.99.5) (Steroid 5-alpha-reductase 1) (S5AR) (SR type 1) [Source:UniProtKB/Swiss-Prot;Acc:P18405]	SRD5A1
ENSG00000166377	1.218235054	Probable phospholipid-transporting ATPase IIB (EC 3.6.3.1) [Source:UniProtKB/Swiss-Prot;Acc:O43861]	ATP9B
ENSG00000197615	1.218055887	Putative uncharacterized protein C8orf49. [Source:Uniprot/SWISSPROT;Acc:Q96NF6]	C8orf49
ENSG00000086991	1.217674629	NADPH oxidase 4 (EC 1.6.3.-) (Kidney superoxide-producing NADPH oxidase) (KOX-1) (Renal NAD(P)H-oxidase) [Source:UniProtKB/Swiss-Prot;Acc:Q9NPH5]	NOX4
ENSG00000147586	1.217199332	28S ribosomal protein S28, mitochondrial (S28mt) (MRP-S28) (MRP-S35) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y2Q9]	MRPS28
ENSG00000131386	1.217130359	Polypeptide N-acetylgalactosaminyltransferase-like protein 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase-like protein 2) (pp-GaNTase-like protein 2) (GalNAc-T-like protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q8N3T1]	GALNTL2
ENSG00000175334	1.217045483	Barrier-to-autointegration factor (Breakpoint cluster region protein 1) [Source:UniProtKB/Swiss-Prot;Acc:O75531]	BANF1
ENSG00000143217	1.216243064	Poliovirus receptor-related protein 4 Precursor  (Nectin-4) (Ig superfamily receptor LNIR)[Processed poliovirus receptor-related protein 4] [Source:UniProtKB/Swiss-Prot;Acc:Q96NY8]	PVRL4
ENSG00000186975	1.216218976	Keratin-associated protein 13-3 [Source:UniProtKB/Swiss-Prot;Acc:Q3SY46]	KRTAP13-3
ENSG00000128016	1.216212179	Tristetraproline (TTP) (Zinc finger protein 36 homolog) (Zfp-36) (Protein TIS11A) (TIS11) (Growth factor-inducible nuclear protein NUP475) [Source:UniProtKB/Swiss-Prot;Acc:P26651]	ZFP36
ENSG00000013573	1.216163593	Probable ATP-dependent RNA helicase DDX11 (EC 3.6.1.-) (DEAD/H box protein 11) (CHL1-related protein 1) (hCHLR1) (Keratinocyte growth factor-regulated gene 2 protein) (KRG-2) [Source:UniProtKB/Swiss-Prot;Acc:Q96FC9]	DDX11
ENSG00000162688	1.215720173	Glycogen debranching enzyme[4-alpha-glucanotransferase][Amylo-alpha-1,6-glucosidase] (EC 2.4.1.25) (Glycogen debrancher) (Oligo-1,4-1,4-glucantransferase) [Source:UniProtKB/Swiss-Prot;Acc:P35573]	AGL
ENSG00000171160	1.215365341	MORN repeat-containing protein 4 (Protein 44050) [Source:UniProtKB/Swiss-Prot;Acc:Q8NDC4]	MORN4
ENSG00000142627	1.215092764	Ephrin type-A receptor 2 Precursor  (EC 2.7.10.1) (Tyrosine-protein kinase receptor ECK) (Epithelial cell kinase) [Source:UniProtKB/Swiss-Prot;Acc:P29317]	EPHA2
ENSG00000073578	1.215068962	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial Precursor  (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp) [Source:UniProtKB/Swiss-Prot;Acc:P31040]	SDHA
ENSG00000198835	1.214962944	Gap junction gamma-2 protein (Gap junction alpha-12 protein) (Connexin-47) (Cx47) (Connexin-46.6) (Cx46.6) [Source:UniProtKB/Swiss-Prot;Acc:Q5T442]	GJC2
ENSG00000187809	1.214928383	Tetratricopeptide repeat protein GNN (TPR repeat protein GNN) (Grp94-neighboring nucleotidase) [Source:UniProtKB/Swiss-Prot;Acc:Q6P2S7]	ENSG00000187809
ENSG00000207709	1.214889503	hsa-mir-197 [Source:miRBase;Acc:MI0000239]	hsa-mir-197
ENSG00000094804	1.214636449	Cell division control protein 6 homolog (CDC6-related protein) (p62(cdc6)) (HsCDC6) (HsCDC18) [Source:UniProtKB/Swiss-Prot;Acc:Q99741]	CDC6
ENSG00000185684	1.21438356	EP400 N-terminal-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZTU2]	EP400NL
ENSG00000142444	1.214323397	Uncharacterized protein C19orf52 [Source:UniProtKB/Swiss-Prot;Acc:Q9BSF4]	C19orf52
ENSG00000153207	1.214228481	AT-hook-containing transcription factor 1 (Embryonic large molecule derived from yolk sac) [Source:UniProtKB/Swiss-Prot;Acc:Q8WYP5]	AHCTF1
ENSG00000142661	1.213826287	Myomesin-3 (Myomesin family member 3) [Source:UniProtKB/Swiss-Prot;Acc:Q5VTT5]	MYOM3
ENSG00000008710	1.213808672	Polycystin-1 Precursor  (Autosomal dominant polycystic kidney disease protein 1) [Source:UniProtKB/Swiss-Prot;Acc:P98161]	PKD1
ENSG00000130772	1.213668112	Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18)(p28b) [Source:UniProtKB/Swiss-Prot;Acc:Q9BUE0]	MED18
ENSG00000102678	1.213483149	Glia-activating factor Precursor  (GAF) (Fibroblast growth factor 9) (FGF-9) (HBGF-9) [Source:UniProtKB/Swiss-Prot;Acc:P31371]	FGF9
ENSG00000198643	1.213224798	Protein FAM3D Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q96BQ1]	FAM3D
ENSG00000070047	1.212790685	RING and PHD-finger domain-containing protein KIAA1542  [Source:UniProtKB/Swiss-Prot;Acc:Q9P1Y6]	PHRF1
ENSG00000126231	1.212632307	Vitamin K-dependent protein Z Precursor  [Source:UniProtKB/Swiss-Prot;Acc:P22891]	PROZ
ENSG00000176998	1.212514366		ENSG00000176998
ENSG00000142959	1.21208009	Bestrophin-4 (Vitelliform macular dystrophy 2-like protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q8NFU0]	BEST4
ENSG00000184701	1.212014656	Acidic leucine-rich nuclear phosphoprotein 32 family member C (Phosphoprotein 32-related protein 1)(Tumorigenic protein pp32r1) [Source:UniProtKB/Swiss-Prot;Acc:O43423]	ANP32C
ENSG00000170959	1.211990431	Doublecortin domain-containing protein 5  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZRR9]	DCDC5
ENSG00000167880	1.211913657	Envoplakin (210 kDa paraneoplastic pemphigus antigen) (210 kDa cornified envelope precursor protein) (p210) [Source:UniProtKB/Swiss-Prot;Acc:Q92817]	EVPL
ENSG00000171824	1.211484789	Exosome component 10 (Polymyositis/scleroderma autoantigen 2) (Autoantigen PM/Scl 2) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) [Source:UniProtKB/Swiss-Prot;Acc:Q01780]	EXOSC10
ENSG00000167505	1.211336622	CDNA FLJ30679 fis, clone FCBBF2000105. [Source:Uniprot/SPTREMBL;Acc:Q96NK6]	FLJ30679
ENSG00000129195	1.211207832	Protein FAM64A [Source:UniProtKB/Swiss-Prot;Acc:Q9BSJ6]	FAM64A
ENSG00000104998	1.210831151	Interleukin-27 receptor subunit alpha Precursor  (IL-27R-alpha) (WSX-1) (Type I T-cell cytokine receptor) (TCCR) (Protein CRL1) [Source:UniProtKB/Swiss-Prot;Acc:Q6UWB1]	IL27RA
ENSG00000206437	1.21018701	Lymphotoxin-beta (LT-beta) (Tumor necrosis factor C) (TNF-C) (Tumor necrosis factor ligand superfamily member 3) [Source:UniProtKB/Swiss-Prot;Acc:Q06643]	LTB
ENSG00000188910	1.210167986	Gap junction beta-3 protein (Connexin-31) (Cx31) [Source:UniProtKB/Swiss-Prot;Acc:O75712]	GJB3
ENSG00000166840	1.210075534	Glycine N-acyltransferase-like protein 1 (EC 2.3.1.13) (Acyl-CoA:glycine N-acyltransferase-like protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q969I3]	GLYATL1
ENSG00000122691	1.209466824	Twist-related protein 1 (H-twist) [Source:UniProtKB/Swiss-Prot;Acc:Q15672]	TWIST1
ENSG00000198366	1.209281287	Histone H3.1 (H3/a) (H3/b) (H3/c) (H3/d) (H3/f) (H3/h) (H3/i) (H3/j) (H3/k) (H3/l) [Source:UniProtKB/Swiss-Prot;Acc:P68431]	HIST1H3A
ENSG00000169184	1.208938816	Probable tumor suppressor protein MN1 [Source:UniProtKB/Swiss-Prot;Acc:Q10571]	MN1
ENSG00000132781	1.208907213	A/G-specific adenine DNA glycosylase (EC 3.2.2.-)(MutY homolog)(hMYH) [Source:UniProtKB/Swiss-Prot;Acc:Q9UIF7]	MUTYH
ENSG00000176876	1.208729354	Peroxisomal membrane protein 2 (22 kDa peroxisomal membrane protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9NR77]	PXMP2
ENSG00000102007	1.208626235	Proteolipid protein 2 (Intestinal membrane A4 protein)(Differentiation-dependent protein A4) [Source:UniProtKB/Swiss-Prot;Acc:Q04941]	PLP2
ENSG00000134369	1.208303713	Neuron navigator 1 (Steerin-1)(Pore membrane and/or filament-interacting-like protein 3)(Unc-53 homolog 1)(unc53H1) [Source:UniProtKB/Swiss-Prot;Acc:Q8NEY1]	NAV1
ENSG00000142632	1.208276074	Rho guanine nucleotide exchange factor 19 [Source:UniProtKB/Swiss-Prot;Acc:Q8IW93]	ARHGEF19
ENSG00000204016	1.207648709		ENSG00000204016
ENSG00000159184	1.206918067	Homeobox protein Hox-B13 [Source:UniProtKB/Swiss-Prot;Acc:Q92826]	HOXB13
ENSG00000185674	1.206582315	Lysozyme g-like protein 2 Precursor (EC 3.2.1.-) [Source:UniProtKB/Swiss-Prot;Acc:Q86SG7]	LYG2
ENSG00000084070	1.205586973	Stromal membrane-associated protein 2 (Stromal membrane-associated protein 1-like) [Source:UniProtKB/Swiss-Prot;Acc:Q8WU79]	SMAP2
ENSG00000187545	1.205558585	PRAME family member 10 [Source:UniProtKB/Swiss-Prot;Acc:O60809]	PRAMEF10
ENSG00000186675	1.20517306	Melanoma-associated antigen E2 (MAGE-E2 antigen) (Hepatocellular carcinoma-associated protein 3) [Source:UniProtKB/Swiss-Prot;Acc:Q8TD90]	MAGEE2
ENSG00000188171	0.845946224	Zinc finger protein 626 [Source:UniProtKB/Swiss-Prot;Acc:Q68DY1]	ZNF626
ENSG00000104147	0.845572349	Opa-interacting protein 5 (Cancer/testis antigen 86)(CT86) [Source:UniProtKB/Swiss-Prot;Acc:O43482]	OIP5
ENSG00000154608	0.84554454	Cep170-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q96L14]	CEP170L
ENSG00000143106	0.845385219	Proteasome subunit alpha type-5 (EC 3.4.25.1)(Proteasome zeta chain)(Macropain zeta chain)(Multicatalytic endopeptidase complex zeta chain) [Source:UniProtKB/Swiss-Prot;Acc:P28066]	PSMA5
ENSG00000184132	0.843339893		ENSG00000184132
ENSG00000100883	0.842922747	Signal recognition particle 54 kDa protein (SRP54) [Source:UniProtKB/Swiss-Prot;Acc:P61011]	SRP54
ENSG00000132530	0.842113839	XIAP-associated factor 1 (BIRC4-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:Q6GPH4]	XAF1
ENSG00000177275	0.842025662	Olfactory receptor 2AJ1 [Source:UniProtKB/Swiss-Prot;Acc:Q8NGZ0]	OR2AJ1
ENSG00000100226	0.841347455	GTP-binding protein 1 (G-protein 1) (GP-1) (GP1) [Source:UniProtKB/Swiss-Prot;Acc:O00178]	GTPBP1
ENSG00000188850	0.840474511		ENSG00000188850
ENSG00000198305	0.840366814	Putative WBSCR19-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q3ZCS2]	LOC100132585
ENSG00000005882	0.840346843	[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 2, mitochondrial Precursor  (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 2) [Source:UniProtKB/Swiss-Prot;Acc:Q15119]	PDK2
ENSG00000205981	0.840333726	Mitochondrial import inner membrane translocase subunit TIM14 (DnaJ homolog subfamily C member 19) [Source:UniProtKB/Swiss-Prot;Acc:Q96DA6]	DNAJC19
ENSG00000136891	0.840145389	Testis-expressed sequence 10 protein [Source:UniProtKB/Swiss-Prot;Acc:Q9NXF1]	TEX10
ENSG00000168505	0.840123046	Homeobox protein GBX-2 (Gastrulation and brain-specific homeobox protein 2) [Source:UniProtKB/Swiss-Prot;Acc:P52951]	GBX2
ENSG00000197650	0.840076688		ENSG00000197650
ENSG00000198799	0.839932785	Leucine-rich repeats and immunoglobulin-like domains protein 2 Precursor  (LIG-2) [Source:UniProtKB/Swiss-Prot;Acc:O94898]	LRIG2
ENSG00000184207	0.839769505	Phosphoglycolate phosphatase (PGPase)(PGP)(EC 3.1.3.18) [Source:UniProtKB/Swiss-Prot;Acc:A6NDG6]	PGP
ENSG00000175161	0.839637273	Cell adhesion molecule 2 Precursor  (Immunoglobulin superfamily member 4D) (Nectin-like protein 3) [Source:UniProtKB/Swiss-Prot;Acc:Q8N3J6]	CADM2
ENSG00000171634	0.839399674	Nucleosome-remodeling factor subunit BPTF (Bromodomain and PHD finger-containing transcription factor) (Fetal Alzheimer antigen) (Fetal Alz-50 clone 1 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q12830]	BPTF
ENSG00000089902	0.839233536	REST corepressor 1 (Protein CoREST) [Source:UniProtKB/Swiss-Prot;Acc:Q9UKL0]	RCOR1
ENSG00000159210	0.839211265	Vacuolar-sorting protein SNF8 (ELL-associated protein of 30 kDa) [Source:UniProtKB/Swiss-Prot;Acc:Q96H20]	SNF8
ENSG00000125899	0.839177008	Putative uncharacterized protein C20orf187 [Source:UniProtKB/Swiss-Prot;Acc:Q9UGB4]	C20orf187
ENSG00000100522	0.839001509	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine transacetylase) (Phosphoglucosamine acetylase) [Source:UniProtKB/Swiss-Prot;Acc:Q96EK6]	GNPNAT1
ENSG00000149970	0.838992634	Connector enhancer of kinase suppressor of ras 2 (Connector enhancer of KSR2) (CNK2) [Source:UniProtKB/Swiss-Prot;Acc:Q8WXI2]	CNKSR2
ENSG00000080007	0.838846174	Probable ATP-dependent RNA helicase DDX43 (EC 3.6.1.-) (DEAD box protein 43) (DEAD box protein HAGE) (Helical antigen) (Cancer/testis antigen 13) (CT13) [Source:UniProtKB/Swiss-Prot;Acc:Q9NXZ2]	DDX43
ENSG00000075035	0.83861232	WSC domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q2TBF2]	WSCD2
