GeneID	Gene Symbol	Name
121053	MGC40397	Hypothetical protein MGC40397
644	BLVRA	Biliverdin reductase A
6139	RPL17	Ribosomal protein L17
3315	HSPB1	Heat shock 27kDa protein 1
8754	ADAM9	A disintegrin and metalloproteinase domain 9 (meltrin gamma)
10473	HMGN4	High mobility group nucleosomal binding domain 4
7325	UBE2E2	Ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)
11342	RNF13	Ring finger protein 13
9991	ROD1	ROD1 regulator of differentiation 1 (S. pombe)
51451	LCMT1	Leucine carboxyl methyltransferase 1
978	CDA	Cytidine deaminase
26128	KIAA1279	KIAA1279
23271	KIAA1078	KIAA1078 protein
4318	MMP9	Matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)
4486	MST1R	Macrophage stimulating 1 receptor (c-met-related tyrosine kinase)
147463	ANKRD29	Ankyrin repeat domain 29
7128	TNFAIP3	Tumor necrosis factor, alpha-induced protein 3
1936	EEF1D	Eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)
4179	MCP	Membrane cofactor protein (CD46, trophoblast-lymphocyte cross-reactive antigen)
6134	RPL10	Ribosomal protein L10
84313	MGC10540	Hypothetical protein MGC10540
10487	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)
55283	MCOLN3	Mucolipin 3
3726	JUNB	Jun B proto-oncogene
718	C3	Complement component 3
50618	ITSN2	Intersectin 2
10158	MAP17	Membrane-associated protein 17
58472	SQRDL	Sulfide quinone reductase-like (yeast)
5205	ATP8B1	ATPase, Class I, type 8B, member 1
63027	C6orf85	Chromosome 6 open reading frame 85
3892	KRTHB6	Keratin, hair, basic, 6 (monilethrix)
2224	FDPS	Farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)
83640	C6orf119	Chromosome 6 open reading frame 119
153129	FLJ90709	Hypothetical protein FLJ90709
10644	IMP-2	IGF-II mRNA-binding protein 2
51629	CGI-69	CGI-69 protein
11321	XAB1	XPA binding protein 1
84978	MGC14161	Hypothetical protein MGC14161
10096	ACTR3	ARP3 actin-related protein 3 homolog (yeast)
9412	SURB7	SRB7 suppressor of RNA polymerase B homolog (yeast)
7136	TNNI2	Troponin I, skeletal, fast
1437	CSF2	Colony stimulating factor 2 (granulocyte-macrophage)
23259	DDHD2	DDHD domain containing 2
10803	CCR9	Chemokine (C-C motif) receptor 9
2582	GALE	UDP-galactose-4-epimerase
10904	BLCAP	Bladder cancer associated protein
80097	FLJ14346	Hypothetical protein FLJ14346
10787	NCKAP1	NCK-associated protein 1
5362	PLXNA2	Plexin A2
144501	LOC144501	Hypothetical protein LOC144501
4507	MTAP	Methylthioadenosine phosphorylase
3052	HCCS	Holocytochrome c synthase (cytochrome c heme-lyase)
6520	SLC3A2	Solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2
4140	MARK3	MAP/microtubule affinity-regulating kinase 3
92400	RBM18	RNA binding motif protein 18
64834	ELOVL1	Elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1
51249	LOC51249	Hypothetical protein LOC51249
93273	LEMD1	LEM domain containing 1
1318	SLC31A2	Solute carrier family 31 (copper transporters), member 2
56300	IL1F9	Interleukin 1 family, member 9
83607	MGC4268	Hypothetical protein MGC4268
57162	PELI1	Pellino homolog 1 (Drosophila)
2313	FLI1	Friend leukemia virus integration 1
96610	LOC96610	Hypothetical protein similar to KIAA0187 gene product
1739	DLG1	Discs, large homolog 1 (Drosophila)
112464	PRKCDBP	Protein kinase C, delta binding protein
59347	FKSG2	Apoptosis inhibitor
3423	IDS	Iduronate 2-sulfatase (Hunter syndrome)
7264	TSTA3	Tissue specific transplantation antigen P35B
55731	FLJ10700	Hypothetical protein FLJ10700
2717	GLA	Galactosidase, alpha
9547	CXCL14	Chemokine (C-X-C motif) ligand 14
57619	ShrmL	Shroom-related protein
113235	MGC9564	Similar to RIKEN cDNA 1110002C08 gene
92689	LOC92689	Hypothetical protein BC001096
51271	UBAP1	Ubiquitin associated protein 1
28952	CXorf37	Chromosome X open reading frame 37
51493	HSPC117	Hypothetical protein HSPC117
65124	C2orf26	Chromosome 2 open reading frame 26
56990	CDC42SE2	CDC42 small effector 2
1843	DUSP1	Dual specificity phosphatase 1
11021	RAB35	RAB35, member RAS oncogene family
125476	C18orf37	Chromosome 18 open reading frame 37
6416	MAP2K4	Mitogen-activated protein kinase kinase 4
84684	INSM2	Insulinoma-associated 2
28514	DLL1	Delta-like 1 (Drosophila)
55144	LRRC5	Leucine rich repeat containing 5
11006	LILRB4	Leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4
23250	ATP11A	ATPase, Class VI, type 11A
149421	FLJ32206	Hypothetical protein FLJ32206
80223	RAB11FIP1	RAB11 family interacting protein 1 (class I)
51714	SELT	Selenoprotein T
113878	DTX2	Deltex homolog 2 (Drosophila)
80124	VCIP135	Valosin-containing protein (p97)/p47 complex-interacting protein p135
10637	LEFTY1	Left-right determination factor 1
6652	SORD	Sorbitol dehydrogenase
8372	HYAL3	Hyaluronoglucosaminidase 3
55969	C20orf24	Chromosome 20 open reading frame 24
147179	WIRE	WIRE protein
54407	SLC38A2	Solute carrier family 38, member 2
64221	ROBO3	Roundabout, axon guidance receptor, homolog 3 (Drosophila)
5525	PPP2R5A	Protein phosphatase 2, regulatory subunit B (B56), alpha isoform
5277	PIGA	Phosphatidylinositol glycan, class A (paroxysmal nocturnal hemoglobinuria)
2961	GTF2E2	General transcription factor IIE, polypeptide 2, beta 34kDa
1500	CTNND1	Catenin (cadherin-associated protein), delta 1
51167	NCB5OR	NADPH cytochrome B5 oxidoreductase
4000	LMNA	Lamin A/C
8870	IER3	Immediate early response 3
1265	CNN2	Calponin 2
280664	WFDC10B	WAP four-disulfide core domain 10B
8649	MAP2K1IP1	Mitogen-activated protein kinase kinase 1 interacting protein 1
29842	TFCP2L1	Transcription factor CP2-like 1
154091	SLC2A12	Solute carrier family 2 (facilitated glucose transporter), member 12
