Ref Seq	Gene Symbol	Regulation	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_assignment
NM_031465	C12orf32	down	3401197	-0.155579305	8.71036035	-2.487769418	0.017740827	0.628756464	-3.375846488	NM_031465 // C12orf32 // chromosome 12 open reading frame 32 // 12p13.33 // 83695 /// ENST00000303648 // C12orf32 // chromosome 12 open reading frame 32 // 12p13.33 // 83695 /// BC005106 // C12orf32 // chromosome 12 open reading frame 32 // 12p13.33 // 83695
NM_015313	ARHGEF12	down	3352503	-0.166767009	10.07835704	-2.487466264	0.017753636	0.628756464	-3.376473153	NM_015313 // ARHGEF12 // Rho guanine nucleotide exchange factor (GEF) 12 // 11q23.3 // 23365 /// ENST00000397843 // ARHGEF12 // Rho guanine nucleotide exchange factor (GEF) 12 // 11q23.3 // 23365 /// AF180681 // ARHGEF12 // Rho guanine nucleotide exchange factor (GEF) 12 // 11q23.3 // 23365 /// ENST00000356641 // ARHGEF12 // Rho guanine nucleotide exchange factor (GEF) 12 // 11q23.3 // 23365
NM_001258	CDK3	up	3735364	0.210776084	6.657495212	2.486718828	0.017785253	0.628756464	-3.378017993	NM_001258 // CDK3 // cyclin-dependent kinase 3 // 17q22-qter // 1018 /// ENST00000293215 // CDK3 // cyclin-dependent kinase 3 // 17q22-qter // 1018 /// BC128406 // CDK3 // cyclin-dependent kinase 3 // 17q22-qter // 1018
NM_021961	TEAD1	down	3320944	-0.204570752	10.17704099	-2.486706449	0.017785777	0.628756464	-3.378043575	NM_021961 // TEAD1 // TEA domain family member 1 (SV40 transcriptional enhancer factor) // 11p15.2 // 7003 /// ENST00000361985 // TEAD1 // TEA domain family member 1 (SV40 transcriptional enhancer factor) // 11p15.2 // 7003 /// ENST00000361905 // TEAD1 // TEA domain family member 1 (SV40 transcriptional enhancer factor) // 11p15.2 // 7003 /// BC115398 // TEAD1 // TEA domain family member 1 (SV40 transcriptional enhancer factor) // 11p15.2 // 7003 /// ENST00000334310 // TEAD1 // TEA domain family member 1 (SV40 transcriptional enhancer factor) // 11p15.2 // 7003
NM_017852	NLRP2	up	3841901	0.357215732	7.498518394	2.486017141	0.017814982	0.628756464	-3.379467986	NM_017852 // NLRP2 // NLR family, pyrin domain containing 2 // 19q13.42 // 55655 /// ENST00000391722 // NLRP2 // NLR family, pyrin domain containing 2 // 19q13.42 // 55655 /// ENST00000263437 // NLRP2 // NLR family, pyrin domain containing 2 // 19q13.42 // 55655 /// BC039269 // NLRP2 // NLR family, pyrin domain containing 2 // 19q13.42 // 55655 /// ENST00000339757 // NLRP2 // NLR family, pyrin domain containing 2 // 19q13.42 // 55655 /// ENST00000391721 // NLRP2 // NLR family, pyrin domain containing 2 // 19q13.42 // 55655
NM_033046	RTKN	up	2560076	0.149253933	7.612821542	2.485794838	0.01782441	0.628756464	-3.379927302	NM_033046 // RTKN // rhotekin // 2p13.1 // 6242 /// NM_001015055 // RTKN // rhotekin // 2p13.1 // 6242 /// NM_001015056 // RTKN // rhotekin // 2p13.1 // 6242 /// ENST00000305557 // RTKN // rhotekin // 2p13.1 // 6242 /// ENST00000272430 // RTKN // rhotekin // 2p13.1 // 6242 /// ENST00000393983 // RTKN // rhotekin // 2p13.1 // 6242 /// ENST00000233330 // RTKN // rhotekin // 2p13.1 // 6242 /// BC017727 // RTKN // rhotekin // 2p13.1 // 6242
NM_001300	KLF6	down	3274361	-0.205219382	10.32825367	-2.483392833	0.017926572	0.628756464	-3.384888465	NM_001300 // KLF6 // Kruppel-like factor 6 // 10p15 // 1316 /// ENST00000173785 // KLF6 // Kruppel-like factor 6 // 10p15 // 1316 /// U51869 // KLF6 // Kruppel-like factor 6 // 10p15 // 1316 /// ENST00000380946 // KLF6 // Kruppel-like factor 6 // 10p15 // 1316 /// ENST00000322510 // KLF6 // Kruppel-like factor 6 // 10p15 // 1316
NM_032458	PHF6	down	3991650	-0.273139031	8.417480209	-2.482908775	0.017947224	0.628756464	-3.385887853	NM_032458 // PHF6 // PHD finger protein 6 // Xq26.3 // 84295 /// NM_001015877 // PHF6 // PHD finger protein 6 // Xq26.3 // 84295 /// NM_032335 // PHF6 // PHD finger protein 6 // Xq26.3 // 84295 /// ENST00000332070 // PHF6 // PHD finger protein 6 // Xq26.3 // 84295 /// ENST00000370803 // PHF6 // PHD finger protein 6 // Xq26.3 // 84295 /// ENST00000370800 // PHF6 // PHD finger protein 6 // Xq26.3 // 84295 /// AY157622 // PHF6 // PHD finger protein 6 // Xq26.3 // 84295 /// ENST00000394292 // PHF6 // PHD finger protein 6 // Xq26.3 // 84295 /// ENST00000370799 // PHF6 // PHD finger protein 6 // Xq26.3 // 84295
NM_032151	PCBD2	down	2829589	-0.184442353	7.296906363	-2.482901569	0.017947532	0.628756464	-3.385902729	NM_032151 // PCBD2 // pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 // 5q31.1 // 84105 /// ENST00000254908 // PCBD2 // pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 // 5q31.1 // 84105 /// ENST00000398833 // PCBD2 // pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 // 5q31.1 // 84105 /// AK098495 // PCBD2 // pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 // 5q31.1 // 84105
NM_007375	TARDBP	down	2320048	-0.201200746	9.698393466	-2.482190092	0.017977927	0.628756464	-3.3873714	NM_007375 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000240185 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// BC095435 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435 /// ENST00000315091 // TARDBP // TAR DNA binding protein // 1p36.22 // 23435
NM_018993	RIN2	down	3878836	-0.155623114	9.176332281	-2.481790149	0.017995034	0.628756464	-3.388196858	NM_018993 // RIN2 // Ras and Rab interactor 2 // 20p11.22 // 54453 /// ENST00000255006 // RIN2 // Ras and Rab interactor 2 // 20p11.22 // 54453 /// AK094884 // RIN2 // Ras and Rab interactor 2 // 20p11.22 // 54453
NR_015341	LRRC37B2	down	3716579	-0.248297642	8.297717006	-2.481137891	0.018022964	0.628756464	-3.389542882	NR_015341 // LRRC37B2 // leucine rich repeat containing 37, member B2 // 17q11.2 // 147172 /// ENST00000398849 // LRRC37B2 // leucine rich repeat containing 37, member B2 // 17q11.2 // 147172 /// ENST00000398851 // LRRC37B2 // leucine rich repeat containing 37, member B2 // 17q11.2 // 147172 /// AK124759 // LRRC37B2 // leucine rich repeat containing 37, member B2 // 17q11.2 // 147172 /// X99659 // SH3GLP1 // SH3-domain GRB2-like pseudogene 1 // 17q11.2 // 6458 /// AK125981 // LOC645435 // hypothetical protein LOC645435 // 17q11.2 // 645435
NM_001032283	TMPO	down	3427767	-0.466211939	9.644099938	-2.47966189	0.018086316	0.628756464	-3.392587918	NM_001032283 // TMPO // thymopoietin // 12q22 // 7112 /// NM_001032284 // TMPO // thymopoietin // 12q22 // 7112 /// NM_003276 // TMPO // thymopoietin // 12q22 // 7112 /// ENST00000261210 // TMPO // thymopoietin // 12q22 // 7112 /// ENST00000393053 // TMPO // thymopoietin // 12q22 // 7112 /// ENST00000266732 // TMPO // thymopoietin // 12q22 // 7112 /// ENST00000343315 // TMPO // thymopoietin // 12q22 // 7112 /// AB209297 // TMPO // thymopoietin // 12q22 // 7112
NM_013388	PREB	up	2545509	0.145571834	9.513531634	2.477148772	0.018194649	0.628756464	-3.39776969	NM_013388 // PREB // prolactin regulatory element binding // 2p23.3 // 10113 /// ENST00000260643 // PREB // prolactin regulatory element binding // 2p23.3 // 10113 /// BC041032 // PREB // prolactin regulatory element binding // 2p23.3 // 10113
NM_017495	RBM38	up	3890597	0.18015186	7.639145112	2.477148171	0.018194675	0.628756464	-3.397770928	NM_017495 // RBM38 // RNA binding motif protein 38 // 20q13.31 // 55544 /// NM_183425 // RBM38 // RNA binding motif protein 38 // 20q13.31 // 55544 /// ENST00000356208 // RBM38 // RNA binding motif protein 38 // 20q13.31 // 55544 /// AF432218 // RBM38 // RNA binding motif protein 38 // 20q13.31 // 55544 /// ENST00000342690 // RBM38 // RNA binding motif protein 38 // 20q13.31 // 55544 /// ENST00000344785 // RBM38 // RNA binding motif protein 38 // 20q13.31 // 55544
NM_012325	MAPRE1	down	3882069	-0.189982001	11.59766576	-2.476110146	0.018239594	0.628756464	-3.399910166	NM_012325 // MAPRE1 // microtubule-associated protein, RP/EB family, member 1 // 20q11.1-q11.23 // 22919 /// ENST00000375571 // MAPRE1 // microtubule-associated protein, RP/EB family, member 1 // 20q11.1-q11.23 // 22919 /// BC106068 // MAPRE1 // microtubule-associated protein, RP/EB family, member 1 // 20q11.1-q11.23 // 22919
NM_001800	CDKN2D	down	3850445	-0.212085988	8.035234186	-2.475049863	0.018285581	0.628756464	-3.402094637	NM_001800 // CDKN2D // cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4) // 19p13 // 1032 /// NM_079421 // CDKN2D // cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4) // 19p13 // 1032 /// ENST00000393599 // CDKN2D // cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4) // 19p13 // 1032 /// ENST00000335766 // CDKN2D // cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4) // 19p13 // 1032 /// U40343 // CDKN2D // cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4) // 19p13 // 1032
NM_006785	MALT1	down	3790259	-0.227843918	8.948934924	-2.474908168	0.018291734	0.628756464	-3.402386518	NM_006785 // MALT1 // mucosa associated lymphoid tissue lymphoma translocation gene 1 // 18q21 // 10892 /// NM_173844 // MALT1 // mucosa associated lymphoid tissue lymphoma translocation gene 1 // 18q21 // 10892 /// ENST00000348428 // MALT1 // mucosa associated lymphoid tissue lymphoma translocation gene 1 // 18q21 // 10892 /// ENST00000345724 // MALT1 // mucosa associated lymphoid tissue lymphoma translocation gene 1 // 18q21 // 10892 /// AK291386 // MALT1 // mucosa associated lymphoid tissue lymphoma translocation gene 1 // 18q21 // 10892
NM_001003690	MAD2L1BP	down	2908144	-0.147818735	8.92126819	-2.474817549	0.018295671	0.628756464	-3.40257318	NM_001003690 // MAD2L1BP // MAD2L1 binding protein // 6p21.1 // 9587 /// NM_014628 // MAD2L1BP // MAD2L1 binding protein // 6p21.1 // 9587 /// ENST00000372171 // MAD2L1BP // MAD2L1 binding protein // 6p21.1 // 9587 /// BC002904 // MAD2L1BP // MAD2L1 binding protein // 6p21.1 // 9587 /// ENST00000372173 // MAD2L1BP // MAD2L1 binding protein // 6p21.1 // 9587
NM_003069	SMARCA1	down	4021149	-0.249599767	9.786637001	-2.474309054	0.018317774	0.628756464	-3.403620522	NM_003069 // SMARCA1 // SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 // Xq25 // 6594 /// NM_139035 // SMARCA1 // SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 // Xq25 // 6594 /// ENST00000371122 // SMARCA1 // SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 // Xq25 // 6594 /// ENST00000371121 // SMARCA1 // SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 // Xq25 // 6594 /// ENST00000371123 // SMARCA1 // SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 // Xq25 // 6594 /// BC117447 // SMARCA1 // SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 // Xq25 // 6594
NM_003029	SHC1	up	2436985	0.111544714	10.60564421	2.473663606	0.018345865	0.628756464	-3.40494973	NM_003029 // SHC1 // SHC (Src homology 2 domain containing) transforming protein 1 // 1q21 // 6464 /// NM_183001 // SHC1 // SHC (Src homology 2 domain containing) transforming protein 1 // 1q21 // 6464 /// ENST00000368445 // SHC1 // SHC (Src homology 2 domain containing) transforming protein 1 // 1q21 // 6464 /// ENST00000392494 // SHC1 // SHC (Src homology 2 domain containing) transforming protein 1 // 1q21 // 6464 /// ENST00000368453 // SHC1 // SHC (Src homology 2 domain containing) transforming protein 1 // 1q21 // 6464 /// U73377 // SHC1 // SHC (Src homology 2 domain containing) transforming protein 1 // 1q21 // 6464 /// ENST00000368447 // SHC1 // SHC (Src homology 2 domain containing) transforming protein 1 // 1q21 // 6464 /// ENST00000368443 // SHC1 // SHC (Src homology 2 domain containing) transforming protein 1 // 1q21 // 6464 /// ENST00000368450 // SHC1 // SHC (Src homology 2 domain containing) transforming protein 1 // 1q21 // 6464 /// ENST00000368441 // SHC1 // SHC (Src homology 2 domain containing) transforming protein 1 // 1q21 // 6464 /// ENST00000368449 // SHC1 // SHC (Src homology 2 domain containing) transforming protein 1 // 1q21 // 6464
NM_005840	SPRY3	up	4032725	0.151166134	5.58685115	2.472468525	0.018397982	0.628756464	-3.407410199	NM_005840 // SPRY3 // sprouty homolog 3 (Drosophila) // Xq28 and Yq12 // 10251 /// ENST00000302805 // SPRY3 // sprouty homolog 3 (Drosophila) // Xq28 and Yq12 // 10251 /// ENST00000369437 // SPRY3 // sprouty homolog 3 (Drosophila) // Xq28 and Yq12 // 10251 /// AK289543 // SPRY3 // sprouty homolog 3 (Drosophila) // Xq28 and Yq12 // 10251
NM_025194	ITPKC	up	3833728	0.15693604	7.079513709	2.472129904	0.018412773	0.628756464	-3.408107214	NM_025194 // ITPKC // inositol 1,4,5-trisphosphate 3-kinase C // 19q13.1 // 80271 /// ENST00000263370 // ITPKC // inositol 1,4,5-trisphosphate 3-kinase C // 19q13.1 // 80271 /// BC060788 // ITPKC // inositol 1,4,5-trisphosphate 3-kinase C // 19q13.1 // 80271
NM_003916	AP1S2	down	4000704	-0.169892801	8.305171723	-2.471696385	0.018431726	0.628756464	-3.408999469	NM_003916 // AP1S2 // adaptor-related protein complex 1, sigma 2 subunit // Xp22.2 // 8905 /// ENST00000329235 // AP1S2 // adaptor-related protein complex 1, sigma 2 subunit // Xp22.2 // 8905 /// AF251295 // AP1S2 // adaptor-related protein complex 1, sigma 2 subunit // Xp22.2 // 8905 /// ENST00000340245 // AP1S2 // adaptor-related protein complex 1, sigma 2 subunit // Xp22.2 // 8905
NM_016030	TTC15	up	2467691	0.127400448	8.067151467	2.470846327	0.01846894	0.628756464	-3.41074872	NM_016030 // TTC15 // tetratricopeptide repeat domain 15 // 2p25.3 // 51112 /// ENST00000324266 // TTC15 // tetratricopeptide repeat domain 15 // 2p25.3 // 51112 /// ENST00000382110 // TTC15 // tetratricopeptide repeat domain 15 // 2p25.3 // 51112 /// BC014164 // TTC15 // tetratricopeptide repeat domain 15 // 2p25.3 // 51112 /// ENST00000304601 // TTC15 // tetratricopeptide repeat domain 15 // 2p25.3 // 51112
NM_006195	PBX3	down	3189311	-0.336760194	9.08926199	-2.470111281	0.018501175	0.628756464	-3.412260964	NM_006195 // PBX3 // pre-B-cell leukemia homeobox 3 // 9q33-q34 // 5090 /// ENST00000373489 // PBX3 // pre-B-cell leukemia homeobox 3 // 9q33-q34 // 5090 /// BC094883 // PBX3 // pre-B-cell leukemia homeobox 3 // 9q33-q34 // 5090 /// ENST00000373487 // PBX3 // pre-B-cell leukemia homeobox 3 // 9q33-q34 // 5090 /// ENST00000342287 // PBX3 // pre-B-cell leukemia homeobox 3 // 9q33-q34 // 5090 /// ENST00000373483 // PBX3 // pre-B-cell leukemia homeobox 3 // 9q33-q34 // 5090 /// ENST00000373482 // PBX3 // pre-B-cell leukemia homeobox 3 // 9q33-q34 // 5090 /// ENST00000373492 // PBX3 // pre-B-cell leukemia homeobox 3 // 9q33-q34 // 5090
NM_006509	RELB	up	3835966	0.257079771	7.975089707	2.469856432	0.018512363	0.628756464	-3.412785204	NM_006509 // RELB // v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian) // 19q13.32 // 5971 /// ENST00000221452 // RELB // v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian) // 19q13.32 // 5971 /// BC028013 // RELB // v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian) // 19q13.32 // 5971
#VALUE!	#VALUE!	up	3153400	0.196486819	4.812831154	2.4698351	0.0185133	0.628756464	-3.412829083	---
NM_001098801	C18orf19	down	3800070	-0.251358816	7.745173784	-2.469715836	0.018518538	0.628756464	-3.413074403	NM_001098801 // C18orf19 // chromosome 18 open reading frame 19 // 18p11.21 // 125228 /// NM_152352 // C18orf19 // chromosome 18 open reading frame 19 // 18p11.21 // 125228 /// ENST00000322247 // C18orf19 // chromosome 18 open reading frame 19 // 18p11.21 // 125228 /// AK055618 // C18orf19 // chromosome 18 open reading frame 19 // 18p11.21 // 125228
NM_005470	ABI1	down	3282016	-0.225438957	9.922164823	-2.467645227	0.018609697	0.630706905	-3.417332222	NM_005470 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// NM_001012750 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// NM_001012752 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// NM_001012751 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// ENST00000376142 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// ENST00000376139 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// ENST00000376140 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// ENST00000376138 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// AF006516 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// ENST00000376134 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// ENST00000359188 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// ENST00000376137 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// ENST00000376166 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// ENST00000376135 // ABI1 // abl-interactor 1 // 10p11.2 // 10006 /// ENST00000346832 // ABI1 // abl-interactor 1 // 10p11.2 // 10006
NM_012250	RRAS2	down	3363868	-0.18722296	10.25100957	-2.466720659	0.018650533	0.630947879	-3.419232627	NM_012250 // RRAS2 // related RAS viral (r-ras) oncogene homolog 2 // 11p15.2 // 22800 /// NM_001102669 // RRAS2 // related RAS viral (r-ras) oncogene homolog 2 // 11p15.2 // 22800 /// ENST00000256196 // RRAS2 // related RAS viral (r-ras) oncogene homolog 2 // 11p15.2 // 22800 /// BC013106 // RRAS2 // related RAS viral (r-ras) oncogene homolog 2 // 11p15.2 // 22800
NM_019612	IRGC	up	3835178	0.263108767	6.540609971	2.463549044	0.018791239	0.631661001	-3.425747991	NM_019612 // IRGC // immunity-related GTPase family, cinema // 19q13.31 // 56269 /// ENST00000244314 // IRGC // immunity-related GTPase family, cinema // 19q13.31 // 56269 /// BC066939 // IRGC // immunity-related GTPase family, cinema // 19q13.31 // 56269
NM_004454	ETV5	down	2709132	-0.203267079	8.70515579	-2.463490682	0.018793837	0.631661001	-3.425867829	NM_004454 // ETV5 // ets variant gene 5 (ets-related molecule) // 3q28 // 2119 /// ENST00000306376 // ETV5 // ets variant gene 5 (ets-related molecule) // 3q28 // 2119 /// BC007333 // ETV5 // ets variant gene 5 (ets-related molecule) // 3q28 // 2119
NM_001038707	CDC42SE1	up	2434776	0.147568572	7.949119469	2.463185859	0.018807413	0.631661001	-3.426493702	NM_001038707 // CDC42SE1 // CDC42 small effector 1 // 1q21.2 // 56882 /// NM_020239 // CDC42SE1 // CDC42 small effector 1 // 1q21.2 // 56882 /// ENST00000354908 // CDC42SE1 // CDC42 small effector 1 // 1q21.2 // 56882 /// ENST00000357235 // CDC42SE1 // CDC42 small effector 1 // 1q21.2 // 56882 /// AF286592 // CDC42SE1 // CDC42 small effector 1 // 1q21.2 // 56882
#VALUE!	#VALUE!	up	3401080	0.235257161	7.415461871	2.462504507	0.018837791	0.631661001	-3.427892489	---
NM_018139	C14orf104	down	3563372	-0.288743566	6.932672568	-2.462118264	0.018855031	0.631661001	-3.42868531	NM_018139 // C14orf104 // chromosome 14 open reading frame 104 // 14q22.1 // 55172 /// NM_001083908 // C14orf104 // chromosome 14 open reading frame 104 // 14q22.1 // 55172 /// ENST00000298292 // C14orf104 // chromosome 14 open reading frame 104 // 14q22.1 // 55172 /// BC011400 // C14orf104 // chromosome 14 open reading frame 104 // 14q22.1 // 55172
NM_000222	KIT	down	2727587	-0.322361109	8.311297294	-2.460449582	0.018929679	0.631661001	-3.432109537	NM_000222 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// NM_001093772 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// ENST00000288135 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// BC071593 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815
NM_022060	ABHD4	up	3528759	0.205424798	9.480621778	2.460245095	0.018938845	0.631661001	-3.432529045	NM_022060 // ABHD4 // abhydrolase domain containing 4 // 14q11.2 // 63874 /// ENST00000216327 // ABHD4 // abhydrolase domain containing 4 // 14q11.2 // 63874 /// BC024779 // ABHD4 // abhydrolase domain containing 4 // 14q11.2 // 63874
NM_152557	ZNF746	up	3078520	0.132134126	9.117018083	2.460180826	0.018941727	0.631661001	-3.432660888	NM_152557 // ZNF746 // zinc finger protein 746 // 7q36.1 // 155061 /// ENST00000340622 // ZNF746 // zinc finger protein 746 // 7q36.1 // 155061 /// BC068505 // ZNF746 // zinc finger protein 746 // 7q36.1 // 155061
NM_013240	N6AMT1	down	3927903	-0.275801764	8.0860905	-2.457968221	0.01904118	0.63384768	-3.437198455	NM_013240 // N6AMT1 // N-6 adenine-specific DNA methyltransferase 1 (putative) // 21q21.3 // 29104 /// NM_182749 // N6AMT1 // N-6 adenine-specific DNA methyltransferase 1 (putative) // 21q21.3 // 29104 /// ENST00000303775 // N6AMT1 // N-6 adenine-specific DNA methyltransferase 1 (putative) // 21q21.3 // 29104 /// ENST00000351429 // N6AMT1 // N-6 adenine-specific DNA methyltransferase 1 (putative) // 21q21.3 // 29104 /// AF139682 // N6AMT1 // N-6 adenine-specific DNA methyltransferase 1 (putative) // 21q21.3 // 29104
NM_002351	SH2D1A	up	3989826	0.17468078	4.730298927	2.455321557	0.019160769	0.636695678	-3.442622469	NM_002351 // SH2D1A // SH2 domain protein 1A, Duncans disease (lymphoproliferative syndrome) // Xq25-q26 // 4068 /// NM_001114937 // SH2D1A // SH2 domain protein 1A, Duncans disease (lymphoproliferative syndrome) // Xq25-q26 // 4068 /// ENST00000371139 // SH2D1A // SH2 domain protein 1A, Duncans disease (lymphoproliferative syndrome) // Xq25-q26 // 4068 /// AF072930 // SH2D1A // SH2 domain protein 1A, Duncans disease (lymphoproliferative syndrome) // Xq25-q26 // 4068 /// ENST00000394476 // SH2D1A // SH2 domain protein 1A, Duncans disease (lymphoproliferative syndrome) // Xq25-q26 // 4068
NM_001079519	C14orf24	down	3532353	-0.370255918	8.553539078	-2.453970149	0.019222096	0.637601006	-3.445390453	NM_001079519 // C14orf24 // chromosome 14 open reading frame 24 // 14q13.2 // 283635 /// NM_173607 // C14orf24 // chromosome 14 open reading frame 24 // 14q13.2 // 283635 /// ENST00000396472 // C14orf24 // chromosome 14 open reading frame 24 // 14q13.2 // 283635 /// ENST00000280987 // C14orf24 // chromosome 14 open reading frame 24 // 14q13.2 // 283635 /// ENST00000382406 // C14orf24 // chromosome 14 open reading frame 24 // 14q13.2 // 283635 /// BX640884 // C14orf24 // chromosome 14 open reading frame 24 // 14q13.2 // 283635 /// BC037797 // PPP2R3C // protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma // 14q13.2 // 55012
NM_015942	MTERFD1	down	3145586	-0.294730644	6.96767577	-2.452853095	0.019272923	0.637945679	-3.447677631	NM_015942 // MTERFD1 // MTERF domain containing 1 // 8q22.1 // 51001 /// ENST00000287025 // MTERFD1 // MTERF domain containing 1 // 8q22.1 // 51001 /// BC012995 // MTERFD1 // MTERF domain containing 1 // 8q22.1 // 51001
BC032303	KIAA1598	down	3308489	-0.234486215	7.120517821	-2.451826073	0.019319761	0.637945679	-3.449779831	BC032303 // KIAA1598 // KIAA1598 // 10q25.3 // 57698 /// EF055487 // KIAA1598 // KIAA1598 // 10q25.3 // 57698 /// BC022348 // KIAA1598 // KIAA1598 // 10q25.3 // 57698 /// ENST00000392903 // KIAA1598 // KIAA1598 // 10q25.3 // 57698 /// ENST00000260777 // KIAA1598 // KIAA1598 // 10q25.3 // 57698 /// ENST00000355371 // KIAA1598 // KIAA1598 // 10q25.3 // 57698 /// AK091578 // KIAA1598 // KIAA1598 // 10q25.3 // 57698 /// AK091381 // KIAA1598 // KIAA1598 // 10q25.3 // 57698 /// AK091410 // KIAA1598 // KIAA1598 // 10q25.3 // 57698 /// AL157479 // KIAA1598 // KIAA1598 // 10q25.3 // 57698 /// BX537593 // KIAA1598 // KIAA1598 // 10q25.3 // 57698
BC113564	C17orf44	up	3744300	0.197198276	5.656812299	2.450955804	0.019359531	0.637945679	-3.451560695	BC113564 // C17orf44 // chromosome 17 open reading frame 44 // 17p13.1 // 284029 /// ENST00000315707 // C17orf44 // chromosome 17 open reading frame 44 // 17p13.1 // 284029 /// AK092109 // C17orf44 // chromosome 17 open reading frame 44 // 17p13.1 // 284029 /// BC063002 // C17orf44 // chromosome 17 open reading frame 44 // 17p13.1 // 284029
NM_014725	STARD8	down	3980078	-0.160201447	7.136462943	-2.45046171	0.019382144	0.637945679	-3.452571584	NM_014725 // STARD8 // StAR-related lipid transfer (START) domain containing 8 // Xq13.1 // 9754 /// ENST00000396025 // STARD8 // StAR-related lipid transfer (START) domain containing 8 // Xq13.1 // 9754 /// ENST00000252336 // STARD8 // StAR-related lipid transfer (START) domain containing 8 // Xq13.1 // 9754 /// ENST00000374597 // STARD8 // StAR-related lipid transfer (START) domain containing 8 // Xq13.1 // 9754 /// BC035587 // STARD8 // StAR-related lipid transfer (START) domain containing 8 // Xq13.1 // 9754 /// ENST00000374599 // STARD8 // StAR-related lipid transfer (START) domain containing 8 // Xq13.1 // 9754
NM_003196	TCEA3	up	2401347	0.22697319	8.20723891	2.449398988	0.019430863	0.637945679	-3.454745376	NM_003196 // TCEA3 // transcription elongation factor A (SII), 3 // 1p36.12 // 6920 /// ENST00000374602 // TCEA3 // transcription elongation factor A (SII), 3 // 1p36.12 // 6920 /// ENST00000374601 // TCEA3 // transcription elongation factor A (SII), 3 // 1p36.12 // 6920 /// AK290272 // TCEA3 // transcription elongation factor A (SII), 3 // 1p36.12 // 6920
NM_021005	NR2F2	down	3610110	-0.17217137	10.19413583	-2.449263376	0.019437088	0.637945679	-3.455022721	NM_021005 // NR2F2 // nuclear receptor subfamily 2, group F, member 2 // 15q26 // 7026 /// ENST00000394166 // NR2F2 // nuclear receptor subfamily 2, group F, member 2 // 15q26 // 7026 /// ENST00000332894 // NR2F2 // nuclear receptor subfamily 2, group F, member 2 // 15q26 // 7026 /// BC042897 // NR2F2 // nuclear receptor subfamily 2, group F, member 2 // 15q26 // 7026 /// ENST00000394171 // NR2F2 // nuclear receptor subfamily 2, group F, member 2 // 15q26 // 7026
