Rank	Accession No.	Title	Symbol	Mean fold change	P Value	q-Value
565	NM_004750.2	Cytokine receptor-like factor 1	CRLF1	-7.1	0.0000556	0.0016366
566	NM_004932.2	Cadherin 6, type 2, K-cadherin	CDH6	-7.2	0.00000771	0.0004791
567	NM_001450.3	Four and a half LIM domains 2 , transcript variant 1	FHL2	-7.2	0.0000598	0.0017209
568	NM_001001991.1	Regeneration associated muscle protease , transcript variant 2	DKFZP586H2123	-7.2	0.0029204	0.0204303
569	NM_007115.2	Tumor necrosis factor, alpha-induced protein 6	TNFAIP6	-7.2	0.0003898	0.005441
570	NM_000093.2	Collagen, type V, alpha 1	COL5A1	-7.3	0.0004329	0.0058322
571	NM_078467.1	Cyclin-dependent kinase inhibitor 1A  , transcript variant 2	CDKN1A	-7.3	0.0000624	0.0017715
572	NM_080489.2	Syndecan binding protein  2 , transcript variant 1	SDCBP2	-7.3	0.000148	0.0029966
573	NM_003236.1	Transforming growth factor, alpha	TGFA	-7.5	0.0000834	0.0020922
574	NM_001017402.1	Laminin, beta 3 , transcript variant 2	LAMB3	-7.5	0.0001397	0.0028943
575	NM_144617.1	Heat shock protein, alpha-crystallin-related, B6	HSPB6	-7.5	0.001047	0.0104751
576	NM_002276.3	Keratin 19	KRT19	-7.5	0.0042028	0.0259309
577	NM_001018008.1	Tropomyosin 1  , transcript variant 6	TPM1	-7.5	0.00000011	0.0000359
578	NM_000584.2	Interleukin 8	IL8	-7.6	0.0004049	0.0055887
579	NM_133436.1	Asparagine synthetase , transcript variant 1	ASNS	-7.7	0.0002515	0.0041752
580	XM_927536.1	PREDICTED:  aldehyde dehydrogenase 1 family, member L2	ALDH1L2	-7.9	0.0002102	0.0037317
581	XM_938715.1	PREDICTED:  hyaluronan synthase 2	HAS2	-8	8.77E-08	0.0000309
582	NM_019102.2	Homeobox A5	HOXA5	-8.1	0.0002766	0.004379
583	NM_020169.2	Latexin	LXN	-8.1	0.0007868	0.0086466
584	NM_004460.2	Fibroblast activation protein, alpha	FAP	-8.2	0.0003194	0.0047992
585	NM_006952.3	Uroplakin 1B	UPK1B	-8.5	0.00000152	0.0001907
586	XM_934895.1	PREDICTED:  similar to keratin 17, transcript variant 3	LOC440421	-8.6	0.0007718	0.0085572
587	NM_000089.3	Collagen, type I, alpha 2	COL1A2	-8.6	0.0004721	0.0061894
588	NM_173213.1	Keratin 23  , transcript variant 2	KRT23	-8.6	0.000298	0.0045896
589	NM_198541.1	Insulin growth factor-like family member 1	IGFL1	-8.6	0.003671	0.0237885
590	NM_002317.3	Lysyl oxidase	LOX	-8.9	0.0006502	0.0076889
591	XM_937100.1	PREDICTED:  keratin associated protein 2-1, transcript variant 3	KRTAP2-1	-8.9	0.0007688	0.008545
592	NM_001958.2	Eukaryotic translation elongation factor 1 alpha 2	EEF1A2	-9	0.0003719	0.005281
593	NM_001008397.1	Similar to RIKEN cdna 2310016C16	LOC493869	-9	0.000016	0.0007535
594	NM_002627.3	Phosphofructokinase, platelet	PFKP	-9.1	0.0000389	0.0013148
595	NM_080927.3	Discoidin, CUB and LCCL domain containing 2	DCBLD2	-9.2	0.000000222	0.0000578
596	NM_002203.2	Integrin, alpha 2	ITGA2	-9.4	0.00000376	0.0003281
597	NM_000930.2	Plasminogen activator, tissue , transcript variant 1	PLAT	-9.4	0.0008494	0.0090865
598	NM_001458.2	Filamin C, gamma	FLNC	-9.6	0.0001259	0.0027372
599	NM_020404.2	CD248 antigen, endosialin	CD248	-9.6	0.0013704	0.0125108
600	NM_002773.2	Protease, serine, 8	PRSS8	-9.7	0.0002667	0.004316
601	NM_003012.3	Secreted frizzled-related protein 1	SFRP1	-10.1	0.0000218	0.0009277
602	NM_003714.2	Stanniocalcin 2	STC2	-10.2	0.0000975	0.002323
603	NM_004472.1	Forkhead box D1	FOXD1	-10.3	0.0002074	0.0037001
604	NM_006528.2	Tissue factor pathway inhibitor 2	TFPI2	-10.4	0.0023226	0.0176485
605	NM_018891.1	Laminin, gamma 2 , transcript variant 2	LAMC2	-10.7	0.0001193	0.0026583
606	NM_006086.2	Tubulin, beta 3	TUBB3	-10.7	0.0008731	0.009251
607	NM_016307.3	Paired related homeobox 2	PRRX2	-10.7	0.00000559	0.0003956
608	NM_013451.2	Fer-1-like 3, myoferlin  , transcript variant 1	FER1L3	-10.8	0.0000482	0.0014937
609	NM_023938.4	Chromosome 1 open reading frame 116	C1ORF116	-11	0.000048	0.0014913
610	NM_001031692.1	Leucine rich repeat containing 17 , transcript variant 1	LRRC17	-11	0.00000273	0.000289
611	NM_025257.1	Solute carrier family 44, member 4 , transcript variant 1	SLC44A4	-11	0.0000094	0.0005581
612	NM_001018021.1	Mucin 1, transmembrane , transcript variant 4	MUC1	-11.6	0.0013054	0.0121424
613	NM_002581.3	Pregnancy-associated plasma protein A, pappalysin 1	PAPPA	-11.7	0.00000694	0.0004563
614	NM_014391.2	Ankyrin repeat domain 1	ANKRD1	-12.9	0.0008332	0.0089906
615	NM_002994.3	Chemokine  ligand 5	CXCL5	-12.9	0.0006304	0.0075582
616	NM_001878.2	Cellular retinoic acid binding protein 2	CRABP2	-13.1	0.00000636	0.0004406
617	NM_002658.2	Plasminogen activator, urokinase	PLAU	-13.2	0.0001394	0.0028923
618	NM_052913.2	Kiaa1913	KIAA1913	-14.2	0.00000168	0.0002046
619	NM_005139.1	Annexin A3	ANXA3	-14.4	0.0000357	0.0012559
620	NM_000600.1	Interleukin 6	IL6	-14.4	0.0001666	0.0032325
621	NM_000710.2	Bradykinin receptor B1	BDKRB1	-14.8	0.000000424	0.0000879
622	NM_013372.5	Gremlin 1, cysteine knot superfamily, homolog	GREM1	-14.8	0.0000201	0.0008751
623	NM_020387.1	RAB25, member RAS oncogene family	RAB25	-15	0.0000938	0.0022678
624	NM_005564.2	Lipocalin 2	LCN2	-15.4	0.0000981	0.0023276
625	NM_002704.2	Pro-platelet basic protein  ligand 7)	PPBP	-15.5	0.0023362	0.0177152
626	NM_001993.2	Coagulation factor III	F3	-16.9	0.00000127	0.0001705
627	NM_003979.3	G protein-coupled receptor, family C, group 5, member A	GPRC5A	-17.1	0.00000316	0.0002997
628	NM_005613.3	Regulator of G-protein signalling 4	RGS4	-17.4	0.000000919	0.0001403
629	NM_182507.1	Hypothetical protein LOC144501	LOC144501	-17.6	0.0000609	0.0017439
630	NM_006818.3	Myeloid/lymphoid or mixed-lineage leukemia ; translocated to, 11	MLLT11	-18	0.000000148	0.000045
631	NM_014070.1	Chromosome 6 open reading frame 15	C6ORF15	-18.3	0.0036805	0.0238085
632	NM_002852.2	Pentraxin-related gene, rapidly induced by IL-1 beta	PTX3	-18.6	0.0000823	0.0020704
633	NM_005556.3	Keratin 7	KRT7	-20.4	0.0000915	0.0022323
634	NM_153360.1	Hypothetical protein FLJ90166	FLJ90166	-21.4	0.000000217	0.0000578
635	NM_002178.2	Insulin-like growth factor binding protein 6	IGFBP6	-21.5	0.00000899	0.0005419
636	NM_002421.2	Matrix metallopeptidase 1	MMP1	-21.6	0.0004068	0.0056122
637	NM_002483.3	Carcinoembryonic antigen-related cell adhesion molecule 6	CEACAM6	-22	0.0000534	0.0016035
638	NM_001323.2	Cystatin E/M	CST6	-23.8	0.00000864	0.0005246
639	NM_000422.1	Keratin 17	KRT17	-24.2	0.0002633	0.0042746
640	NM_007281.1	Scrapie responsive protein 1	SCRG1	-25.2	0.0000231	0.0009596
641	NM_004598.2	Sparc/osteonectin, cwcv and kazal-like domains proteoglycan	SPOCK	-26.3	0.000000241	0.00006
642	NM_004181.3	Ubiquitin carboxyl-terminal esterase L1	UCHL1	-26.5	0.0000971	0.0023172
643	NM_153370.2	Peptidase inhibitor 16	PI16	-30.9	0.00000276	0.0002901
644	NM_003480.2	Microfibrillar associated protein 5	MFAP5	-34.9	1E-10	0.00000029
645	NM_002575.1	Serpin peptidase inhibitor, clade B , member 2	SERPINB2	-40.6	0.00000155	0.0001939
646	NM_000693.1	Aldehyde dehydrogenase 1 family, member A3	ALDH1A3	-59.3	7.36E-08	0.0000283
