hg18.refGene.name	chrom	strand	start	end	gene symbol	E3Diff	E6Diff	E9Diff	E12Diff	E24Diff	E48Diff	?with RNAPII peaks +/- 1Kb around TSS
NM_002901	chr11	+	32069052	32083847	RCN1	0.5592	0.1368	0.4352	0.1583	0.2014	-0.0535	Yes
NM_006509	chr19	+	50196551	50233292	RELB	0.1735	0.5818	0.2936	-0.3732	-0.6657	-1.6288	Yes
NM_173828	chr5	+	140996700	141000815	RELL2	0.3164	0.2348	0.4903	-0.0575	-0.1628	-0.532	Yes
NM_032918	chr12	-	15151983	15265571	RERG	0.7466	0.7725	1.3494	1.9072	1.4447	1.626	Yes
NM_005612	chr4	+	57468798	57493097	REST	0.2509	0.071	0.8384	0.1318	0.0321	-0.0396	Yes
NM_020975	chr10	+	42892522	42945803	RET	0.4487	0.4116	0.9276	1.1874	1.3263	1.7446	Yes
NM_017819	chr3	+	102763401	102767779	RG9MTD1	0.7329	0.8304	0.3693	0.6592	0.9001	0.1106	Yes
NM_024599	chr17	-	71978569	72009103	RHBDF2	-0.258	0.9038	0.4105	0.4948	0.1021	-0.7496	Yes
NM_014578	chr11	+	66580864	66596063	RHOD	0.2626	0.5453	0.2523	0.0742	0.0559	-0.055	Yes
NM_019034	chr12	-	120700042	120715977	RHOF	0.4112	0.5532	0.4404	0.232	0.2958	0.1759	Yes
NM_015653	chr22	+	44188237	44206957	RIBC2	0.3673	0.6935	0.3247	0.2132	0.4433	0.7541	Yes
NM_031480	chr6	+	7335060	7363269	RIOK1	0.3334	0.0704	0.4384	0.6618	0.7859	0.0364	Yes
NM_001009994	chr6	+	84619703	84623953	RIPPLY2	0.4435	0.248	0.1023	0.187	-0.0607	-0.2978	No
NM_006911	chr9	-	5324968	5329873	RLN1	0.2753	0.4484	0.1851	0.1184	0.0193	0.3245	No
NM_005059	chr9	-	5289867	5294580	RLN2	0.4852	0.9748	0.9662	1.3313	1.1755	1.693	Yes
NM_006397	chr19	+	12778427	12785462	RNASEH2A	0.2752	0.3462	0.2381	-0.0466	0.3417	0.9379	Yes
NM_194460	chr19	-	598525	614227	RNF126	0.2686	0.5302	0.2417	0.185	0.0774	-0.1163	Yes
NM_016271	chr18	+	27925834	27965522	RNF138	0.2123	0.3998	0.3287	0.5262	0.5549	0.2959	Yes
NM_174903	chr16	+	1956875	1958977	RNF151	0.1597	0.3307	0.3408	0.0932	-0.1753	-0.0001	Yes
NM_018146	chr17	+	632262	642491	RNMTL1	0.4484	0.3786	0.3924	-0.0886	0.0533	0.0084	Yes
NM_000999	chr17	+	69711389	69717614	RPL38	0.216	0.5585	0.0753	-0.0962	0.4827	0.2544	Yes
NM_017793	chr15	-	73034495	73036828	RPP25	0.6662	0.6007	0.43	0.3884	0.1366	-0.2667	Yes
NM_183005	chr10	+	15179187	15186262	RPP38	0.3149	0.209	0.2834	-0.0854	0.2107	0.194	Yes
NM_006638	chr6	-	4940278	4949270	RPP40	0.6848	0.2442	0.6572	0.7124	0.7131	0.578	Yes
NM_058192	chr16	-	774974	778384	RPUSD1	0.2739	0.4252	0.1895	0.1749	0.0571	-0.1907	Yes
NM_152260	chr15	+	38648828	38653953	RPUSD2	0.4785	0.4741	0.1553	-0.0564	0.2284	-0.2479	Yes
NM_003683	chr21	+	44033845	44048411	RRP1	0.4566	0.2798	0.2402	-0.0653	-0.0073	0.0183	Yes
NM_016052	chr1	+	216525251	216577948	RRP15	0.364	0.3604	0.1289	0.6188	0.5577	0.0049	Yes
NM_004704	chr3	-	51942485	51950962	RRP9	0.1235	1.0247	0.7019	0.587	0.354	-0.2496	Yes
NM_015169	chr8	+	67503816	67505522	RRS1	0.5439	0.1966	0.6128	0.5219	0.7461	0.3347	Yes
NM_015659	chr16	-	11835555	11852943	RSL1D1	0.2971	-0.0332	0.5537	0.2707	0.2011	0.3168	Yes
NM_032784	chr6	+	127481740	127559877	RSPO3	0.0163	0.4888	0.2887	-0.0121	0.0903	0.044	No
NM_014806	chr9	+	35480006	35551894	RUSC2	0.4355	0.3726	-0.0142	0.193	0.2473	-0.1451	Yes
NM_013299	chr11	+	64564951	64568876	SAC3D1	0.2335	0.4542	0.4465	0.4093	0.3412	0.1151	Yes
NM_006455	chr17	-	37211730	37221977	SC65	0.0933	0.6354	0.5528	-0.2169	-0.1533	-0.1105	Yes
NM_153334	chr22	-	19108874	19122146	SCARF2	0.2079	0.318	0.3086	-0.036	-0.0654	-0.1789	Yes
NM_000336	chr16	+	23221091	23300121	SCNN1B	0.1893	0.4315	0.5384	0.2104	-0.1599	0.146	Yes
NM_005138	chr22	-	49308862	49310900	SCO2	0.5604	0.7256	0.3471	-0.0555	0.0279	-0.316	Yes
NM_022044	chr22	+	20326541	20328588	SDF2L1	0.107	0.4128	0.2727	0.1267	0.3743	0.225	Yes
NM_015490	chr10	-	102236392	102269585	SEC31B	0.5833	0.3659	0.0175	0.0177	0.232	0.1566	No
NM_004636	chr3	+	50280043	50289576	SEMA3B	0.2548	0.4294	0.1557	0.0687	0.3014	0.239	Yes
NM_006379	chr7	-	80209789	80386603	SEMA3C	0.2716	0.2941	0.4918	0.8921	1.2676	1.0744	Yes
NM_001085	chr14	+	94148466	94160143	SERPINA3	0.1481	0.8416	0.1432	-0.2099	0.2305	-0.2776	No
NM_175739	chr14	-	93998810	94012423	SERPINA9	0.1502	0.4364	0.2271	-0.0101	-0.3455	-0.1139	No
NM_002615	chr17	+	1612008	1627618	SERPINF1	0.2999	0.2276	0.4934	0.1868	0.4284	0.6291	No
NM_178858	chr10	+	104464287	104488936	SFXN2	0.099	0.4953	1.1136	1.2534	2.1383	3.1854	Yes
NM_213649	chr10	-	120890414	120915194	SFXN4	-0.0334	0.5625	0.4182	0.2396	0.2211	0.2387	Yes
NM_001033578	chr8	+	67787444	67936811	SGK3	0.5137	0.2899	1.1488	1.7344	1.6592	1.3508	Yes
NM_001040	chr17	+	7474177	7477425	SHBG	0.3438	0.2285	0.3323	-0.0283	0.2025	0.0328	No
NM_000193	chr7	-	155288318	155297728	SHH	-0.0044	0.4818	0.5049	0.9498	0.7922	1.228	No
NM_005067	chr3	-	151941599	151963953	SIAH2	0.8312	0.0121	0.4424	0.8689	0.7395	0.9588	Yes
NM_213602	chr18	+	41659542	41676519	SIGLEC15	0.9574	0.4382	0.7804	0.6596	0.7144	1.0239	No
NM_052931	chr1	-	158721443	158759666	SLAMF6	0.5123	-0.0449	0.3521	0.1583	-0.2127	-0.075	No
NM_033438	chr1	-	158187907	158190668	SLAMF9	0.1697	0.2619	0.3657	0.2043	0.0881	0.0482	No
NM_024628	chr3	-	126284169	126414299	SLC12A8	0.1807	0.7801	0.3215	0.3581	-0.021	0.0823	Yes
NM_013356	chr22	-	36804089	36809116	SLC16A8	0.5375	0.1045	0.2859	-0.1097	0.1559	0.2766	No
NM_194255	chr21	-	45759056	45786779	SLC19A1	0.1765	0.4959	0.2757	0.3555	0.2934	-0.0299	Yes
NM_006996	chr1	-	167699772	167721832	SLC19A2	0.6272	0.1327	0.2656	0.5919	0.7437	0.7083	Yes
NM_005628	chr19	-	51969981	51983682	SLC1A5	0.1534	0.533	0.4293	0.5682	0.3085	0.2333	Yes
NM_153378	chr11	+	64114857	64126396	SLC22A12	0.9056	0.2373	0.6799	0.0149	-0.1789	-0.1353	No
NM_003059	chr5	+	131658043	131707798	SLC22A4	0.4897	0.4696	0.4228	0.9862	0.5916	0.8565	Yes
NM_003060	chr5	+	131733299	131759205	SLC22A5	0.8634	0.5158	0.5851	0.5766	0.4974	0.4888	Yes
NM_012140	chr17	+	77289775	77298447	SLC25A10	0.2094	0.442	0.1927	0.0968	0.2563	0.1099	Yes
NM_001126122	chr17	-	70780655	70797125	SLC25A19	0.8083	0.8729	0.6771	0.6094	0.6741	0.8012	Yes
NM_024698	chr11	-	780474	786221	SLC25A22	0.1017	0.6116	0.1061	0.7832	0.444	-0.2087	No
NM_013386	chr1	-	108478969	108544497	SLC25A24	0.6985	0.1016	0.0602	0.2736	0.4156	0.4889	Yes
NM_001077241	chr11	-	64899238	64906718	SLC25A45	0.2237	0.3926	0.1796	-0.058	-0.2802	0.2052	Yes
NM_005094	chr9	+	130142660	130163323	SLC27A4	0.2748	0.6861	0.3135	0.4183	0.1591	-0.0131	Yes
NM_004955	chr6	+	44295219	44309866	SLC29A1	0.3493	0.7914	0.9735	0.8663	0.9228	0.6038	Yes
NM_006516	chr1	-	43163632	43197434	SLC2A1	0.2621	0.4317	0.1087	0.1913	-0.1942	0.2092	Yes
NM_001012664	chr11	+	62380093	62412929	SLC3A2	0.1028	0.5515	0.3959	0.2974	-0.0988	-0.5362	Yes
NM_018242	chr17	+	19377758	19422938	SLC47A1	0.3166	1.0431	0.9677	0.5759	0.3995	0.6415	Yes
NM_003486	chr16	-	86421129	86460601	SLC7A5	0.7429	0.9827	0.8036	1.0012	0.6979	-0.4467	Yes
NM_004252	chr17	+	70256357	70277093	SLC9A3R1	0.3988	0.6206	0.4136	0.3118	0.4887	0.6395	Yes
NM_016354	chr20	+	60744241	60774092	SLCO4A1	0.1162	0.3985	0.2858	0.246	0.2404	0.0328	Yes
NM_030958	chr8	-	70747123	70909853	SLCO5A1	0.237	0.3917	0.1847	0.0382	-0.2337	0.4644	No
NM_020427	chr8	-	143819363	143820831	SLURP1	0.461	0.3461	0.0036	0.0348	-0.1299	-0.2066	Yes
NM_006685	chr4	+	71283383	71290550	SMR3B	0.5098	0.1533	0.1359	0.0012	-0.5129	0.0668	No
NM_198501	chr17	+	4434024	4458363	SMTNL2	2.6328	0.5994	0.2107	0.6376	0.6812	1.0912	Yes
NM_006062	chr2	+	73294873	73307863	SMYD5	0.2125	0.8414	0.6258	0.2536	0.0177	-0.1222	Yes
NM_005985	chr20	+	48032933	48038827	SNAI1	0.2996	0.6089	0.0647	0.2891	-0.2344	0.1511	Yes
NM_003083	chr19	+	7891228	7894134	SNAPC2	0.148	0.6407	0.1301	-0.2997	0.039	-0.2399	Yes
NR_002910	chr20	-	36487256	36487392	SNORA71B	0.2475	0.3666	0.2317	0.1668	-0.0656	0.2295	Yes
NM_006944	chr2	+	234624084	234650515	SPP2	0.5208	0.1263	0.2531	0.1215	-0.0833	0.0033	No
NM_003132	chr1	-	11037235	11042678	SRM	0.3895	0.61	0.5396	0.461	0.5175	-0.0674	Yes
NM_021203	chr3	+	135007366	135022213	SRPRB	0.2439	0.3386	0.2758	0.1855	0.1163	0.167	Yes
NM_003142	chr2	+	170363634	170376821	SSB	0.2494	0.3443	0.3159	0.3706	0.7975	-0.3543	Yes
NM_032627	chr19	+	18391135	18406459	SSBP4	0.2523	0.4335	0.159	-0.0443	0.1204	-0.2739	Yes
NM_006396	chr11	+	65094518	65095815	SSSCA1	0.2498	0.6599	0.2883	0.0065	0.0432	-0.0637	Yes
NM_003714	chr5	-	172674331	172689112	STC2	1.2141	0.8106	1.4317	1.4869	1.0897	0.7263	Yes
NM_003764	chr6	+	144513346	144554769	STX11	0.8737	-0.0845	0.2505	0.1127	0.1788	0.1091	Yes
NM_177973	chr19	+	53747240	53794496	SULT2B1	0.4819	0.8073	-0.1994	-0.4903	-0.4698	-0.5474	Yes
NM_004711	chr22	+	38075899	38111539	SYNGR1	0.4305	0.2868	0.1321	-0.3535	-0.2538	-0.0577	Yes
NM_177963	chr11	+	66547466	66574906	SYT12	0.2986	0.4567	0.2119	0.1898	-0.1964	-0.2168	Yes
NM_138780	chrX	+	37750778	37873016	SYTL5	0.0267	1.0525	1.2029	1.5369	1.8607	2.3362	No
NM_003967	chr6	-	132951423	132952570	TAAR5	0.054	0.451	0.4767	0.0459	-0.0189	-0.0582	No
NM_005640	chr18	+	22060406	22225647	TAF4B	0.1144	0.324	0.5313	0.7347	0.3124	0.1892	Yes
NM_018009	chr12	+	6431437	6441749	TAPBPL	0.3634	0.2993	0.1447	-0.3483	-0.5216	-0.5786	Yes
NM_181313	chrX	+	153293070	153303255	TAZ	0.2282	0.4444	0.1652	0.1092	0.0408	0.0623	Yes
NM_006453	chr16	+	1962064	1968752	TBL3	0.2112	0.8368	0.2858	0.0736	0.0264	-0.5015	Yes
NM_030900	chr7	-	45106223	45117842	TBRG4	0.1807	0.4731	0.2113	0.2463	0.1596	-0.0033	Yes
NM_016111	chr16	+	1483352	1500460	TELO2	0.2525	0.5927	0.2735	0.2663	0.372	0.1324	Yes
NM_003223	chr16	-	4247188	4263002	TFAP4	0.513	0.8376	0.0078	0.3944	0.4442	0.3333	Yes
NM_003225	chr21	-	42655459	42659713	TFF1	0.5537	0.6792	1.3788	1.3983	1.7363	2.4061	Yes
NM_003226	chr21	-	42605231	42608775	TFF3	0.4149	0.5195	0.5613	0.2937	0.864	1.728	Yes
NM_003236	chr2	-	70527924	70634613	TGFA	0.914	0.2523	0.2958	0.5677	0.0415	0.4649	Yes
NM_004613	chr20	-	36190277	36227114	TGM2	0.3112	0.4527	0.2629	0.4168	-0.1025	-0.719	No
NM_000360	chr11	-	2141734	2149611	TH	0.2278	0.4568	0.5764	0.4012	0.7293	0.8721	No
NM_015963	chr2	-	242172492	242225328	THAP4	0.2253	0.6224	0.2968	0.1166	0.0268	-0.0529	No
NM_030573	chr22	-	19684060	19686404	THAP7	0.3708	0.6522	0.4312	0.1517	0.2719	-0.0605	Yes
NM_052864	chr4	-	113416230	113426508	TIFA	0.3741	0.1509	0.4514	0.483	0.4647	1.132	Yes
NM_032862	chr8	+	144751363	144753627	TIGD5	0.461	0.8093	0.0227	0.1828	-0.1307	-0.3982	Yes
NM_012460	chr14	-	57945122	57963985	TIMM9	0.0138	0.3095	0.4786	0.2492	0.3339	0.0996	Yes
NM_003256	chr3	-	12169567	12175647	TIMP4	0.4922	0.2974	0.2259	0.4229	-0.1799	0.3011	No
NM_015508	chr3	+	157875072	157907228	TIPARP	0.503	0.1633	0.6661	0.6874	0.552	0.9551	Yes
NM_017858	chr15	-	64416061	64436108	TIPIN	0.5585	0.6467	0.6206	0.7034	1.0742	1.1113	Yes
NM_003258	chr17	-	73681754	73694880	TK1	0.3235	0.3623	0.1469	0.0571	0.2948	0.8353	Yes
NM_017728	chr17	+	70284216	70347517	TMEM104	0.4865	0.5465	0.2032	-0.1987	0.4552	-0.4291	Yes
NM_001080825	chr12	+	120635040	120704355	TMEM120B	0.4411	0.7603	0.8752	0.1975	0.3779	-0.0002	Yes
NM_016464	chr11	+	60886431	60893254	TMEM138	0.0608	0.5238	0.3755	0.164	0.2151	0.1423	Yes
NM_032227	chrX	+	109133017	109303430	TMEM164	0.241	1.0942	1.3857	1.6621	1.7137	2.4117	Yes
NM_024789	chr10	+	104211159	104226792	TMEM180	-0.0495	0.5775	0.36	0.5017	0.5483	0.3427	Yes
NM_178545	chr1	-	1838888	1840600	TMEM52	0.2827	0.8796	0.3452	0.7664	0.7939	0.1418	Yes
NM_001008495	chr8	-	91703398	91727309	TMEM64	0.2997	0.3255	0.7683	0.9864	1.2866	1.4657	Yes
NM_024022	chr21	-	42665064	42689269	TMPRSS3	0.6658	0.5879	0.3974	0.6592	0.7993	0.7055	No
NM_006114	chr19	+	50086316	50098786	TOMM40	0.0954	0.3739	0.3786	0.338	0.4643	0.1711	Yes
NM_003287	chr6	+	125516577	125626343	TPD52L1	0.3543	0.3163	0.9482	0.9739	1.2725	1.59	Yes
NM_025204	chr22	+	48966486	48980154	TRABD	0.1222	0.4454	0.3311	0.1189	0.0883	-0.1449	Yes
NM_024807	chr6	-	41265529	41276903	TREML2	0.1783	0.5725	0.101	0.0245	0.0711	-0.1573	No
NM_080701	chrX	-	152363371	152365139	TREX2	0.326	0.3079	0.2059	0.2514	0.4217	0.2448	Yes
NM_017722	chr19	-	13076713	13088463	TRMT1	0.0969	0.6031	0.4099	0.2699	0.2079	-0.2261	Yes
NR_003255	chrX	+	72928764	72965791	TSIX	0.5733	0.1026	0.4987	-0.1944	-0.0692	0.0645	No
NM_015516	chr11	+	76171932	76186846	TSKU	0.6327	0.4834	0.3241	0.4861	0.2861	-0.5105	Yes
NM_013270	chr3	-	46728609	46734377	TSP50	0.378	0.4883	0.1698	0.0138	0.1492	0.1654	No
NR_002781	chr20	-	30240609	30241824	TSPYL3	0.3505	0.3127	0.1671	0.1246	-0.0637	0.1593	Yes
NM_144965	chr9	+	129518178	129533700	TTC16	0.392	0.3575	0.0641	0.0548	-0.1248	0.0703	Yes
NM_138376	chr14	-	19827140	19843993	TTC5	0.2098	0.5802	0.1009	0.0421	0.1796	0.4134	Yes
NM_194252	chr9	-	123791010	123895706	TTLL11	0.2258	0.1992	0.3857	0.0708	0.0465	-0.1316	Yes
NM_080386	chr2	+	131950135	131956977	TUBA3D	0.4496	0.2086	0.2092	0.1516	0.2519	0.0938	No
NM_172367	chr17	+	1129706	1151031	TUSC5	0.1256	0.5463	0.3492	-0.1775	-0.1047	0.2179	No
NM_144987	chr19	-	40925267	40928176	U2AF1L4	0.2577	0.3178	0.2849	-0.1373	-0.19	-0.1183	Yes
NM_013319	chr1	+	11255841	11271077	UBIAD1	0.2598	0.352	0.1806	0.2264	0.2218	-0.0275	Yes
NM_024954	chr10	+	99248757	99320950	UBTD1	0.7798	0.3571	-0.1071	0.1952	-0.4497	-0.9013	Yes
NM_017518	chrX	-	152366317	152389797	UCHL5IP	0.1591	0.4671	0.5182	0.3811	0.6847	0.6691	Yes
NM_012474	chr1	+	164063513	164143963	UCK2	0.1432	0.5676	0.574	0.5261	0.574	0.8428	Yes
NM_003358	chr9	+	113699026	113735254	UGCG	0.4373	0.3279	0.7075	0.9046	1.0373	0.989	Yes
NM_019075	chr2	+	234209861	234346690	UGT1A10	0.4479	0.3706	0.0384	0.0898	0.0211	0.0112	No
NM_001099436	chr15	-	72915511	72922605	ULK3	0.2397	0.3063	0.2856	0.1202	-0.0774	0.0037	Yes
NM_080911	chr12	+	108019797	108033181	UNG	0.0376	0.2802	0.5091	0.6521	0.5826	0.8232	Yes
NM_020718	chr16	-	22980228	23068092	USP31	0.4145	0.2327	0.517	0.8924	0.5223	-0.0677	Yes
NM_032175	chr5	+	72897353	72913550	UTP15	0.2476	0.3136	0.3541	0.3933	0.3383	0.0436	Yes
NM_014503	chr12	+	100198035	100304528	UTP20	0.2881	0.1384	0.6877	0.9413	0.3688	0.3357	Yes
NM_138440	chr16	+	4361849	4373530	VASN	0.9843	-0.1337	0.1196	-0.3118	-0.2945	-0.4205	Yes
NM_003384	chr14	+	96333436	96417704	VRK1	0.3932	0.1159	0.4222	0.5002	0.5086	1.1776	Yes
NM_080607	chr20	+	35964912	36007161	VSTM2L	0.4576	0.4295	0.1796	-0.2558	-0.1948	-0.5697	No
NM_018256	chr2	-	203453568	203485194	WDR12	0.4641	0.4654	0.5801	0.6036	0.7167	0.9107	Yes
NM_006784	chr1	+	118273894	118304572	WDR3	0.826	-0.0421	0.5582	0.6578	0.5035	0.4409	Yes
NM_015131	chr2	+	28971036	29024584	WDR43	0.6139	0.7441	0.9375	0.7044	1.0466	0.0509	Yes
NM_005452	chr6	-	33354862	33364969	WDR46	-0.0306	0.5717	0.386	0.2213	0.201	-0.1313	No
NM_018093	chr11	-	62356959	62364204	WDR74	0.4768	0.7869	0.4083	0.4348	0.2784	-0.2021	Yes
NM_017818	chr1	-	3537191	3556531	WDR8	0.4207	0.1911	0.3748	0.2529	0.3828	0.7158	Yes
NM_152348	chr17	+	1566566	1588643	WDR81	0.3088	0.413	0.2289	-0.2176	-0.0742	-0.0957	Yes
NM_080666	chr14	-	63133509	63178344	WDR89	0.207	0.3624	0.2698	0.3779	0.3347	-0.0553	Yes
NM_003881	chr20	+	42777298	42789866	WISP2	0.1827	0.409	0.4824	0.3649	0.712	1.2121	Yes
NM_000553	chr8	+	31010319	31150819	WRN	0.4188	-0.0349	0.4305	0.1408	-0.054	0.0122	Yes
NM_001079539	chr22	-	27520547	27526560	XBP1	1.2377	1.2529	1.2335	1.2995	1.5794	2.2257	Yes
NM_005431	chr7	-	151974519	152004183	XRCC2	0.4588	0.4293	0.0982	0.062	0.5622	-0.0226	Yes
NM_005432	chr14	-	103233706	103251576	XRCC3	0.1176	0.3936	0.4687	0.531	0.6569	0.864	Yes
NM_024640	chr1	-	38041200	38046452	YRDC	0.4583	0.3871	0.5483	0.3642	0.2847	0.1819	Yes
NM_138462	chr9	-	139596351	139604758	ZMYND19	0.3805	0.4697	0.3751	0.2983	0.2147	-0.2223	Yes
NM_001099639	chr19	+	41397343	41421515	ZNF146	0.0642	0.3874	0.357	0.6448	0.7988	-0.71	Yes
NM_001099283	chr10	-	43371798	43390072	ZNF239	0.6308	0.0923	0.388	0.6311	0.4614	0.6603	Yes
NM_153695	chr9	-	98188047	98220490	ZNF367	0.6592	0.1974	0.3507	0.8076	1.2909	1.2675	Yes
NM_001001668	chr19	+	61770701	61786074	ZNF470	0.1522	0.5384	0.1504	0.0234	-0.1273	-0.0988	No
NM_145312	chr10	+	43421860	43433357	ZNF485	0.3276	0.3285	0.2532	0.096	0.1906	0.0982	Yes
NM_153034	chr10	+	47975094	47993874	ZNF488	0.8298	0.2441	0.8014	0.2438	0.8907	0.8815	Yes
NM_145806	chr10	+	134972412	134976656	ZNF511	0.1692	0.3731	0.2607	0.118	0.2093	0.4028	Yes
NM_014643	chr18	-	72200606	72304043	ZNF516	0.5961	0.2086	0.2185	0.5281	0.6208	0.7544	No
NM_133444	chr19	+	47416331	47424193	ZNF526	0.4781	0.435	0.043	0.2859	-0.023	-0.4862	Yes
NM_173480	chr19	+	2851895	2869467	ZNF57	0.8925	-0.1473	0.0989	0.2987	0.1698	0.2651	Yes
NM_016535	chr19	+	60846797	60848801	ZNF581	0.1588	0.5555	0.2994	-0.0828	-0.488	-0.4666	Yes
NM_015871	chr1	+	26368974	26369951	ZNF593	0.4583	0.6133	0.4665	0.0948	-0.2343	-0.3842	Yes
NM_025040	chr19	-	57208389	57223492	ZNF614	0.3719	0.2456	0.4177	0.1704	0.2325	-0.0529	Yes
NM_015911	chr1	+	43084866	43090733	ZNF691	0.4509	0.6014	0.4484	-0.7022	-0.4189	-0.4174	Yes
NM_025069	chr8	+	37672458	37675554	ZNF703	0.959	1.0381	1.0564	0.9544	0.8298	0.8449	Yes
NM_014205	chr11	-	64640450	64641746	ZNHIT2	0.3571	0.5109	0.1732	-0.0969	-0.0618	-0.3109	Yes
NM_170783	chr6	+	30137014	30140665	ZNRD1	0.1968	0.5312	0.2323	0.1548	-0.0669	0.2177	No
NM_032173	chr22	+	27609889	27783475	ZNRF3	0.0953	0.2298	0.7899	0.6564	0.7811	0.5051	Yes
