Gene set	Gene class	Symbol	ID_Type	EntrezGeneID	Gene Name	TU Coordinates	ER? Binding Sites Coordinates in 10 kb from primary gene	ER? Binding Sites Coordinates in 10 kb from primary genes
3	Multiple_ERbeta_sites	ARRB1	Symbol	408	arrestin, beta 1	chr11:74654129-74740521	chr11:74677786-74677966; chr11:74722426-74722711; chr11:74731454-74732101; chr11:74738133-74738434; chr11:74739791-74740066;	chr11:74714392-74714766; chr11:74722502-74722782; chr11:74723190-74723503; chr11:74731379-74732027; chr11:74738134-74738527; chr11:74739859-74740103; chr11:74740188-74740366;
3	Multiple_ERbeta_sites	IFT122	Symbol	55764	intraflagellar transport 122 homolog (Chlamydomonas)	chr3:130641657-130721880		chr3:130687099-130687719; chr3:130696226-130696521; chr3:130700768-130701006; chr3:130707978-130708249; chr3:130709143-130709438; chr3:130714253-130714523;
3	Multiple_ERbeta_sites	RUSC2	Symbol	9853	RUN and SH3 domain containing 2	chr9:35480006-35551894		chr9:35507661-35507843; chr9:35507884-35508549; chr9:35517754-35517865;
3	Multiple_ERbeta_sites	SC65	Symbol	10609	synaptonemal complex protein SC65	chr17:37211730-37221977		chr17:37202986-37203333; chr17:37205827-37205932; chr17:37210577-37210817; chr17:37211233-37211515;
3	Multiple_ERbeta_sites	RASA3	Symbol	22821	RAS p21 protein activator 3	chr13:113765295-113916197		chr13:113815914-113816161; chr13:113819577-113819756; chr13:113849056-113849242;
3	Multiple_ERbeta_sites	TFAP2C	Symbol	7022	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	chr20:54637764-54647745		chr20:54637698-54638061; chr20:54638757-54639144; chr20:54639438-54639562;
3	Multiple_ERbeta_sites	C14orf43	Symbol	91748	chromosome 14 open reading frame 43	chr14:73251577-73296754		chr14:73289088-73289261; chr14:73289290-73289458; chr14:73291840-73292288; chr14:73292995-73293319; chr14:73294364-73294554; chr14:73300071-73300165;
3	Multiple_ERbeta_sites	GALNTL1	Symbol	57452	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1	chr14:68796667-68890936		chr14:68871752-68871992; chr14:68894090-68894389;
3	Multiple_ERbeta_sites	RP1-21O18.1	Symbol	23254	kazrin	chr1:14797800-15317131	chr1:15176394-15176701; chr1:15224642-15224864;	chr1:15176442-15176656; chr1:15216388-15216599; chr1:15289613-15289795;
3	Multiple_ERbeta_sites	AKAP1	Symbol	8165	A kinase (PRKA) anchor protein 1	chr17:52517551-52553709		chr17:52517945-52518365; chr17:52529161-52529477;
3	Multiple_ERbeta_sites	KCNMA1	Symbol	3778	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	chr10:78299367-79067583	chr10:78403670-78403971; chr10:78663225-78663390; chr10:78663394-78663729; chr10:78717583-78717817; chr10:78822636-78823036; chr10:78839853-78840273; chr10:78845161-78845312; chr10:78846128-78846446; chr10:78846588-78846868; chr10:78847275-78847446; chr10	chr10:78403847-78404030; chr10:78593949-78594149; chr10:78624997-78625142; chr10:78663473-78663634; chr10:78717556-78717881; chr10:78822621-78822993; chr10:78839168-78839323; chr10:78839822-78840273; chr10:78843797-78843952; chr10:78846102-78846308; chr10
3	Multiple_ERbeta_sites	ABHD2	Symbol	11057	abhydrolase domain containing 2	chr15:87432384-87546595	chr15:87453188-87453461; chr15:87459756-87460037; chr15:87460075-87460235; chr15:87465777-87465927; chr15:87474105-87474256; chr15:87483558-87483829;	chr15:87453221-87453454; chr15:87459746-87460219; chr15:87465674-87465975; chr15:87483551-87484013;
3	Multiple_ERbeta_sites	PIP4K2A	Symbol	5305	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	chr10:22863772-23043509	chr10:22912611-22913054; chr10:22961929-22962290; chr10:22962479-22962646; chr10:23001724-23001901; chr10:23010666-23010897; chr10:23012216-23012672;	chr10:22866756-22866914; chr10:22912585-22913109; chr10:22949311-22949466; chr10:22961980-22962158; chr10:22962482-22962635; chr10:23010692-23010947; chr10:23012191-23012558;
3	Multiple_ERbeta_sites	WBP4	Symbol	11193	WW domain binding protein 4 (formin binding protein 21)	chr13:40533696-40556139		chr13:40524667-40524811; chr13:40532297-40532624; chr13:40533461-40533669;
3	Multiple_ERbeta_sites	C10orf58	Symbol	84293	chromosome 10 open reading frame 58	chr10:82158221-82182732	chr10:82161152-82161391; chr10:82179364-82179581; chr10:82186221-82186433;	chr10:82158019-82158298; chr10:82161095-82161393; chr10:82186095-82186607; chr10:82187258-82187422;
3	Multiple_ERbeta_sites	PDLIM1	Symbol	9124	PDZ and LIM domain 1	chr10:96987319-97040771		chr10:97014106-97014275; chr10:97023089-97023565; chr10:97040684-97040881;
3	Multiple_ERbeta_sites	RAB15	Symbol	376267	RAB15, member RAS onocogene family	chr14:64482284-64508628		chr14:64475062-64475279; chr14:64497366-64497634; chr14:64497653-64497816; chr14:64497827-64498039; chr14:64503377-64503783;
3	Multiple_ERbeta_sites	SASH1	Symbol	23328	SAM and SH3 domain containing 1	chr6:148705421-148914877		chr6:148708182-148708354; chr6:148745975-148746110; chr6:148768830-148769121; chr6:148808040-148808220;
3	Multiple_ERbeta_sites	BDKRB2	Symbol	624	bradykinin receptor B2	chr14:95740887-95780419		chr14:95731474-95731917; chr14:95760583-95760745;
3	Multiple_ERbeta_sites	FXYD3	Symbol	5349	FXYD domain containing ion transport regulator 3	chr19:40298571-40304409		chr19:40293720-40293842; chr19:40298360-40298627;
3	Multiple_ERbeta_sites	ATP6V1C2	Symbol	245973	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2	chr2:10779225-10842687		chr2:10815025-10815505; chr2:10816597-10816870; chr2:10817007-10817249; chr2:10831412-10831660; chr2:10831664-10831828; chr2:10831899-10832226;
3	Multiple_ERbeta_sites	GREB1L	Symbol	80000	growth regulation by estrogen in breast cancer-like	chr18:17076200-17356787	chr18:17124795-17124972; chr18:17164014-17164453;	chr18:17164026-17164407;
3	Multiple_ERbeta_sites	ENTPD3	Symbol	956	ectonucleoside triphosphate diphosphohydrolase 3	chr3:40403676-40445114		chr3:40412886-40413156; chr3:40434569-40434955;
3	Multiple_ERbeta_sites	INSIG2	Symbol	51141	insulin induced gene 2	chr2:118562519-118584067	chr2:118552964-118553119; chr2:118554678-118554888;	chr2:118554601-118554939;
3	Multiple_ERbeta_sites	BCL9L	Symbol	283149	B-cell CLL/lymphoma 9-like	chr11:118272060-118286823		chr11:118287172-118287333; chr11:118287872-118288034; chr11:118292676-118293130; chr11:118295660-118296030;
3	Multiple_ERbeta_sites	BCAM	Symbol	4059	basal cell adhesion molecule (Lutheran blood group)	chr19:50004177-50015450	chr19:50002275-50002446;	chr19:49998886-49999065; chr19:50003184-50003378; chr19:50003938-50004039;
3	Multiple_ERbeta_sites	RPL13	Symbol	6137	ribosomal protein L13	chr16:88154590-88157349		chr16:88146773-88146985; chr16:88153752-88153924; chr16:88159512-88159772;
3	Multiple_ERbeta_sites	MCCC2	Symbol	64087	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	chr5:70918870-70990286	chr5:70909420-70909679; chr5:70933330-70933547; chr5:70962997-70963147;	chr5:70909395-70909683; chr5:70962974-70963141;
3	Multiple_ERbeta_sites	CD9	Symbol	928	CD9 molecule	chr12:6179815-6217688	chr12:6214929-6215077; chr12:6216941-6217244;	chr12:6195569-6195690; chr12:6216977-6217280;
3	Multiple_ERbeta_sites	ANKRD23	Symbol	200539	ankyrin repeat domain 23	chr2:96867377-96873485		chr2:96862327-96862567; chr2:96872146-96872328;
3	Multiple_ERbeta_sites	SPTBN2	Symbol	6712	spectrin, beta, non-erythrocytic 2	chr11:66209296-66245446		chr11:66233842-66234101; chr11:66242771-66242949;
3	Multiple_ERbeta_sites	KCNK1	Symbol	3775	potassium channel, subfamily K, member 1	chr1:231816372-231874881		chr1:231817424-231817595; chr1:231817645-231817826; chr1:231838485-231838738;
3	Multiple_ERbeta_sites	AKR1C2	Symbol	1646	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)	chr10:5021964-5050207	chr10:5032736-5032881; chr10:5041468-5041671;	chr10:5041501-5041665;
3	Multiple_ERbeta_sites	WWC3	Symbol	55841	WWC family member 3	chrX:9943794-10072518		chrX:9961284-9961471; chrX:9980336-9980541; chrX:10017093-10017419; chrX:10018487-10018671; chrX:10029111-10029717;
3	Multiple_ERbeta_sites	DDX47	Symbol	51202	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	chr12:12857546-12874182		chr12:12847398-12847563; chr12:12864027-12864450;
3	Multiple_ERbeta_sites	MYH9	Symbol	4627	myosin, heavy chain 9, non-muscle	chr22:35007269-35114009		chr22:35087184-35087345; chr22:35089641-35089760; chr22:35094702-35094954;
3	Multiple_ERbeta_sites	CD82	Symbol	3732	CD82 molecule	chr11:44543716-44597891		chr11:44555470-44555668; chr11:44562979-44563211; chr11:44567568-44567817;
3	Multiple_ERbeta_sites	KANK1	Symbol	23189	KN motif and ankyrin repeat domains 1	chr9:494702-736103	chr9:485774-486077; chr9:737138-737287;	chr9:485962-486044;
3	Multiple_ERbeta_sites	SLC19A1	Symbol	6573	solute carrier family 19 (folate transporter), member 1	chr21:45759056-45786779		chr21:45757745-45758112; chr21:45760080-45760273;
3	Multiple_ERbeta_sites	HK1	Symbol	3098	hexokinase 1	chr10:70699761-70831643		chr10:70744844-70745301; chr10:70746005-70746198; chr10:70748297-70748662; chr10:70749166-70749475; chr10:70762674-70763025; chr10:70763091-70763382; chr10:70790523-70790716; chr10:70814434-70814604;
3	Multiple_ERbeta_sites	SMARCA2	Symbol	6595	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	chr9:2005341-2183623		chr9:2011818-2012153; chr9:2017672-2017964;
3	Multiple_ERbeta_sites	PPFIBP2	Symbol	8495	PTPRF interacting protein, binding protein 2 (liprin beta 2)	chr11:7491576-7631567	chr11:7517246-7517474; chr11:7575515-7575728;	chr11:7550149-7550459; chr11:7578179-7578285;
3	Multiple_ERbeta_sites	RPL23AP42	Symbol	647099	ribosomal protein L23a pseudogene 42	chr17:24071127-24075501		chr17:24077095-24077286; chr17:24079117-24079279;
3	Multiple_ERbeta_sites	LDHD	Symbol	197257	lactate dehydrogenase D	chr16:73703258-73708166		chr16:73702571-73702766; chr16:73707809-73708206;
3	Multiple_ERbeta_sites	MITF	Symbol	4286	microphthalmia-associated transcription factor	chr3:69871322-70100177		chr3:69939506-69939644; chr3:70001025-70001211; chr3:70032303-70032391;
3	Multiple_ERbeta_sites	MYPN	Symbol	84665	myopalladin	chr10:69539255-69641779		chr10:69583356-69583572; chr10:69638322-69638501;
3	Multiple_ERbeta_sites	PITPNC1	Symbol	26207	phosphatidylinositol transfer protein, cytoplasmic 1	chr17:62804385-63120109	chr17:62803838-62804022; chr17:62804460-62804703; chr17:62838051-62838254; chr17:62894161-62894420; chr17:62916725-62916916; chr17:62917565-62917762; chr17:62917769-62918096;	chr17:62803862-62803994; chr17:62817278-62817449; chr17:62894200-62894534; chr17:62917554-62918075;
3	Multiple_ERbeta_sites	SEPT9	Symbol	10801	septin 9	chr17:72789086-73008273	chr17:72791069-72791260; chr17:72793879-72794423; chr17:72794643-72794951; chr17:72795164-72795624; chr17:72795633-72795795; chr17:72796583-72796737; chr17:72836577-72836834;	chr17:72790934-72791266; chr17:72793800-72794244; chr17:72794274-72794444; chr17:72794654-72795026; chr17:72795208-72795426; chr17:72795451-72795826; chr17:72796490-72796754; chr17:72809665-72809813; chr17:72862413-72862585; chr17:72893966-72894181;
3	Multiple_ERbeta_sites	SLC37A3	Symbol	84255	solute carrier family 37 (glycerol-3-phosphate transporter), member 3	chr7:139680020-139744780		chr7:139742839-139743071; chr7:139744546-139744739;
3	Multiple_ERbeta_sites	C20orf3	Symbol	57136	chromosome 20 open reading frame 3	chr20:24891579-24921425		chr20:24919684-24919865; chr20:24929019-24929265;
3	Multiple_ERbeta_sites	LCP1	Symbol	3936	lymphocyte cytosolic protein 1 (L-plastin)	chr13:45598059-45654460	chr13:45592341-45592795; chr13:45594026-45594172; chr13:45607355-45607641; chr13:45615384-45615662;	chr13:45592350-45592822; chr13:45607440-45607701;
3	Multiple_ERbeta_sites	TRAK1	Symbol	22906	trafficking protein, kinesin binding 1	chr3:42107749-42229113	chr3:42147030-42147228; chr3:42176658-42176840;	chr3:42146977-42147223; chr3:42147305-42147431;
3	Multiple_ERbeta_sites	ILMN_1661799	PROBE_ID		Orphan_Probe	chr12:51745455-51903261		chr12:51759519-51759700; chr12:51838077-51838359;
3	Multiple_ERbeta_sites	SHANK2	Symbol	22941	SH3 and multiple ankyrin repeat domains 2	chr11:69991609-70185593	chr11:70020847-70021066; chr11:70091495-70091723;	chr11:70091523-70091700;
3	Multiple_ERbeta_sites	CDH1	Symbol	999	cadherin 1, type 1, E-cadherin (epithelial)	chr16:67328696-67426945	chr16:67329624-67329754; chr16:67336257-67336630; chr16:67337042-67337382;	chr16:67336212-67336624; chr16:67337070-67337276;
3	Multiple_ERbeta_sites	CCPG1	Symbol	9236	cell cycle progression 1	chr15:53434729-53487834	chr15:53437148-53437347;	chr15:53438029-53438197;
3	Multiple_ERbeta_sites	ATXN1	Symbol	6310	ataxin 1	chr6:16407321-16869700		chr6:16791921-16792177; chr6:16807769-16807898; chr6:16874388-16874756; chr6:16876416-16876548; chr6:16877409-16877623;
3	Multiple_ERbeta_sites	HIPK2	Symbol	28996	homeodomain interacting protein kinase 2	chr7:138896855-139124065	chr7:138979162-138979320; chr7:139088227-139088378; chr7:139117382-139117543;	chr7:138933974-138934145; chr7:138979149-138979436; chr7:139072949-139073111; chr7:139117369-139117590; chr7:139118281-139118399;
3	Multiple_ERbeta_sites	LRRC8D	Symbol	55144	leucine rich repeat containing 8 family, member D	chr1:90059160-90174575		chr1:90128388-90128491; chr1:90181031-90181150;
3	Multiple_ERbeta_sites	TCF12	Symbol	6938	transcription factor 12	chr15:54998124-55368006	chr15:55048175-55048326;	chr15:55013042-55013120;
3	Multiple_ERbeta_sites	S1PR3	Symbol	1903	sphingosine-1-phosphate receptor 3	chr9:90796181-90809745		chr9:90803831-90803998; chr9:90805955-90806357;
3	Multiple_ERbeta_sites	IER3	Symbol	8870	immediate early response 3	chr6:30818954-30820306		chr6:30825302-30825541; chr6:30827205-30827677;
3	Multiple_ERbeta_sites	PPAP2B	Symbol	8613	phosphatidic acid phosphatase type 2B	chr1:56733020-56817845		chr1:56786213-56786397; chr1:56807896-56808071;
3	Multiple_ERbeta_sites	TGFB2	Symbol	7042	transforming growth factor, beta 2	chr1:216586013-216684582	chr1:216607062-216607281;	chr1:216603260-216603454;
3	Multiple_ERbeta_sites	OPA3	Symbol	80207	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)	chr19:50722864-50779962		chr19:50763019-50763291; chr19:50772452-50772725; chr19:50772747-50773135; chr19:50779769-50780032;
3	Multiple_ERbeta_sites	NPAS3	Symbol	64067	neuronal PAS domain protein 3	chr14:32478209-33343133		chr14:33205325-33205486; chr14:33320323-33320618;
3	Multiple_ERbeta_sites	C3orf59	Symbol	151963	chromosome 3 open reading frame 59	chr3:193997300-194118644		chr3:194019415-194019715; chr3:194052483-194052679;
3	Multiple_ERbeta_sites	ILMN_1657996	PROBE_ID		Orphan_Probe	chr6:30752672-30924298		chr6:30825302-30825541; chr6:30827205-30827677;
3	Multiple_ERbeta_sites	ESR2	Symbol	2100	estrogen receptor 2 (ER beta)	chr14:63763503-63830881		chr14:63769568-63769826; chr14:63771400-63771689; chr14:63785972-63786183; chr14:63793658-63793869; chr14:63796777-63797330; chr14:63805225-63805415; chr14:63816411-63816655; chr14:63819055-63819328;
3	Multiple_ERbeta_sites	GTF2IRD1	Symbol	9569	GTF2I repeat domain containing 1	chr7:73506055-73654848	chr7:73530311-73530501; chr7:73633764-73634021; chr7:73634125-73634513; chr7:73658898-73659093;	chr7:73633795-73633930; chr7:73634152-73634627; chr7:73639597-73639895; chr7:73658842-73659079;
3	Multiple_ERbeta_sites	NOTCH3	Symbol	4854	Notch homolog 3 (Drosophila)	chr19:15131443-15172792	chr19:15133513-15133644;	chr19:15167425-15167643; chr19:15167921-15168090;
3	Multiple_ERbeta_sites	RALGDS	Symbol	5900	ral guanine nucleotide dissociation stimulator	chr9:134962927-134986382		chr9:134968874-134969035; chr9:134979696-134979926;
3	Multiple_ERbeta_sites	CTNND2	Symbol	1501	catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)	chr5:11024951-11957110	chr5:11614629-11614852;	chr5:11655505-11655692;
3	Multiple_ERbeta_sites	ARHGEF16	Symbol	27237	Rho guanine exchange factor (GEF) 16	chr1:3361006-3387537		chr1:3359854-3360076; chr1:3388790-3389068;
3	Multiple_ERbeta_sites	TLN2	Symbol	83660	talin 2	chr15:60726801-60923882		chr15:60861713-60861930; chr15:60911544-60911781; chr15:60911803-60912076; chr15:60912562-60912685; chr15:60924764-60924990;
3	Multiple_ERbeta_sites	VAV2	Symbol	7410	vav 2 guanine nucleotide exchange factor	chr9:135616837-135847267	chr9:135718281-135718441; chr9:135728215-135728586; chr9:135747383-135747753; chr9:135848311-135848492;	chr9:135728156-135728506; chr9:135728953-135729189; chr9:135729373-135729616; chr9:135737020-135737219; chr9:135747427-135747719; chr9:135847133-135847351;
3	Multiple_ERbeta_sites	B3GALT4	Symbol	8705	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	chr6:33352894-33354580		chr6:33352694-33352843; chr6:33355793-33356254;
3	Multiple_ERbeta_sites	DIP2C	Symbol	22982	DIP2 disco-interacting protein 2 homolog C (Drosophila)	chr10:310131-725608		chr10:427232-427380; chr10:472201-472429; chr10:547126-547309; chr10:556477-556656; chr10:569181-569389; chr10:725412-725593;
3	Multiple_ERbeta_sites	CAMK2G	Symbol	818	calcium/calmodulin-dependent protein kinase II gamma	chr10:75242264-75304344		chr10:75249238-75249576; chr10:75249821-75249983; chr10:75249990-75250126; chr10:75281141-75281283; chr10:75306130-75306534;
3	Multiple_ERbeta_sites	KEAP1	Symbol	9817	kelch-like ECH-associated protein 1	chr19:10457795-10474481		chr19:10458290-10458623; chr19:10473615-10474010; chr19:10474203-10474395; chr19:10474404-10474571; chr19:10477396-10477501;
3	Multiple_ERbeta_sites	OGFR	Symbol	11054	opioid growth factor receptor	chr20:60906621-60915797	chr20:60921237-60921404;	chr20:60922178-60922395;
3	Multiple_ERbeta_sites	SOX13	Symbol	9580	SRY (sex determining region Y)-box 13	chr1:202308868-202363494		chr1:202338625-202338811; chr1:202339711-202340193; chr1:202340216-202340335; chr1:202340382-202340672; chr1:202365974-202366244; chr1:202366985-202367268;
3	Multiple_ERbeta_sites	NBEA	Symbol	26960	neurobeachin	chr13:34414455-35144873	chr13:34405549-34405670; chr13:34584817-34584982;	chr13:34405533-34405697; chr13:35102837-35102991;
3	Multiple_ERbeta_sites	GRB10	Symbol	2887	growth factor receptor-bound protein 10	chr7:50625253-50740492	chr7:50620551-50620661;	chr7:50721034-50721239;
