gene_assignment	Gene Symbol	RefSeq	p-value(Dose)	p-value(Scan Date)	alt-splicing(Dose)	step-up(altsplice-dose)	Mean(0)	LSMean(0)	Mean(10)	LSMean(10)	p-value(0 vs. 10)	Ratio(0 vs. 10)	Fold-Change(0 vs. 10)	Fold-Change(0 vs. 10) (Description)
NM_016936 // UBN1 // ubinuclein 1 // 16p13.3 // 29855 /// NM_001079514 // UBN1 /	UBN1	NM_016936	0.256307	0.163259	6.09584E-05	0.004745086	8.81834	8.83706	8.71939	8.74449	0.312805	1.06627	1.06627	0 up vs 10
NM_014902 // DLGAP4 // discs, large (Drosophila) homolog-associated protein 4 //	DLGAP4	NM_014902	0.576909	0.508602	6.10257E-05	0.004745086	9.42382	9.41506	9.45763	9.45219	0.563759	0.974592	-1.02607	0 down vs 10
NM_012319 // SLC39A6 // solute carrier family 39 (zinc transporter), member 6 //	SLC39A6	NM_012319	0.160483	0.728567	6.12657E-05	0.004747039	11.0164	11.0361	10.7981	10.7966	0.148141	1.18057	1.18057	0 up vs 10
NM_032830 // CIRH1A // cirrhosis, autosomal recessive 1A (cirhin) // 16q22.1 //	CIRH1A	NM_032830	0.29755	0.0449458	6.54114E-05	0.005041931	11.0236	10.9871	10.9035	10.8506	0.266462	1.09926	1.09926	0 up vs 10
NM_004667 // HERC2 // hect domain and RLD 2 // 15q13 // 8924 /// NM_001024682 //	HERC2	NM_004667	0.652776	0.400439	6.84117E-05	0.005249776	9.19232	9.1652	9.1464	9.14273	0.83482	1.0157	1.0157	0 up vs 10
NM_024057 // NUP37 // nucleoporin 37kDa // 12q23.2 // 79023 /// ENST00000251074	NUP37	NM_024057	0.0318613	0.00549792	6.93551E-05	0.005279597	9.23292	9.14707	8.9534	8.8979	0.0617939	1.18852	1.18852	0 up vs 10
NM_133631 // ROBO1 // roundabout, axon guidance receptor, homolog 1 (Drosophila)	ROBO1	NM_133631	0.822689	0.00162568	6.94303E-05	0.005279597	9.29278	9.33583	9.30479	9.34342	0.893749	0.994757	-1.00527	0 down vs 10
NM_012090 // MACF1 // microtubule-actin crosslinking factor 1 // 1p32-p31 // 234	MACF1	NM_012090	0.492754	0.785964	7.06702E-05	0.005354905	9.90445	9.90427	9.80723	9.82087	0.577272	1.05951	1.05951	0 up vs 10
NM_181672 // OGT // O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-ace	OGT	NM_181672	0.0965012	0.100151	7.14166E-05	0.005374232	9.78636	9.84376	9.524	9.55818	0.0892761	1.2189	1.2189	0 up vs 10
NM_020918 // GPAM // glycerol-3-phosphate acyltransferase, mitochondrial // 10q2	GPAM	NM_020918	0.247626	0.00272797	7.15601E-05	0.005374232	8.15017	8.05653	7.99963	7.9173	0.309056	1.10132	1.10132	0 up vs 10
NM_002811 // PSMD7 // proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	PSMD7	NM_002811	0.0258903	0.0367224	7.21418E-05	0.005374232	10.9399	10.9155	10.7108	10.6607	0.0209587	1.19316	1.19316	0 up vs 10
NM_032380 // GFM2 // G elongation factor, mitochondrial 2 // 5q13 // 84340 /// N	GFM2	NM_032380	0.590609	0.00391782	7.21744E-05	0.005374232	8.77391	8.73625	8.73674	8.68372	0.476361	1.03708	1.03708	0 up vs 10
NM_003223 // TFAP4 // transcription factor AP-4 (activating enhancer binding pro	TFAP4	NM_003223	0.510094	0.942921	7.35522E-05	0.005414856	7.64005	7.62881	7.53237	7.54769	0.637793	1.05784	1.05784	0 up vs 10
NM_006386 // DDX17 // DEAD (Asp-Glu-Ala-Asp) box polypeptide 17 // 22q13.1 // 10	DDX17	NM_006386	0.000906208	0.53485	7.38185E-05	0.005414856	11.6717	11.6684	11.4763	11.4704	0.00122451	1.14715	1.14715	0 up vs 10
NM_016734 // PAX5 // paired box 5 // 9p13 // 5079 /// ENST00000358127 // PAX5 //	PAX5	NM_016734	0.708411	0.370861	7.39047E-05	0.005414856	6.68914	6.70684	6.64857	6.66586	0.721657	1.02881	1.02881	0 up vs 10
NM_006901 // MYO9A // myosin IXA // 15q22-q23 // 4649 /// ENST00000356056 // MYO	MYO9A	NM_006901	0.0937582	0.202083	7.40041E-05	0.005414856	8.75766	8.70837	8.44504	8.41316	0.129638	1.22707	1.22707	0 up vs 10
NM_016320 // NUP98 // nucleoporin 98kDa // 11p15.5 // 4928 /// NM_139132 // NUP9	NUP98	NM_016320	0.0254779	0.249	7.57306E-05	0.005507215	10.1769	10.1554	9.95266	9.93768	0.036972	1.16287	1.16287	0 up vs 10
NM_016507 // CRKRS // Cdc2-related kinase, arginine/serine-rich // 17q12 // 5175	CRKRS	NM_016507	0.271446	0.781318	7.59474E-05	0.005507215	9.28201	9.28409	9.19697	9.18754	0.24138	1.06922	1.06922	0 up vs 10
NM_003870 // IQGAP1 // IQ motif containing GTPase activating protein 1 // 15q26.	IQGAP1	NM_003870	0.101405	0.416902	7.81462E-05	0.005643133	11.4987	11.5125	11.3782	11.3842	0.100397	1.09302	1.09302	0 up vs 10
NM_144982 // CCDC131 // coiled-coil domain containing 131 // 12q21.1 // 196441 /	CCDC131	NM_144982	0.0202965	0.462611	7.89768E-05	0.005682289	9.35699	9.3717	8.97114	8.99365	0.0288347	1.29958	1.29958	0 up vs 10
NM_018230 // NUP133 // nucleoporin 133kDa // 1q42.13 // 55746 /// ENST0000026139	NUP133	NM_018230	0.367177	0.23518	7.93004E-05	0.005682289	9.08092	9.07186	8.93495	8.87487	0.2578	1.1463	1.1463	0 up vs 10
NM_012188 // FOXI1 // forkhead box I1 // 5q34 // 2299 /// NM_144769 // FOXI1 //	FOXI1	NM_012188	0.928658	0.527619	7.99492E-05	0.005692374	6.96671	6.94864	6.98626	6.95503	0.97798	0.995581	-1.00444	0 down vs 10
NM_001717 // BNC1 // basonuclin 1 // 15q25.2 // 646 /// ENST00000345382 // BNC1	BNC1	NM_001717	0.254411	0.390361	8.00651E-05	0.005692374	8.0093	7.93921	7.69643	7.68453	0.37453	1.19307	1.19307	0 up vs 10
NM_020374 // C12orf4 // chromosome 12 open reading frame 4 // 12p13.3 // 57102 /	C12orf4	NM_020374	0.0218533	0.030669	8.27104E-05	0.005843266	9.31837	9.26766	8.92417	8.84593	0.0210155	1.33953	1.33953	0 up vs 10
NM_005848 // DENND4A // DENN/MADD domain containing 4A // 15q22.31 // 10260 ///	DENND4A	NM_005848	0.194029	0.349268	8.28786E-05	0.005843266	8.78436	8.81458	8.52197	8.55701	0.226275	1.19546	1.19546	0 up vs 10
NM_001128620 // PAK1 // p21 protein (Cdc42/Rac)-activated kinase 1 // 11q13-q14	PAK1	NM_001128620	0.196544	0.613388	8.35581E-05	0.005865867	9.38743	9.3882	9.17807	9.14953	0.168077	1.17991	1.17991	0 up vs 10
NM_032160 // DSEL // dermatan sulfate epimerase-like // 18q22.1 // 92126 /// ENS	DSEL	NM_032160	0.307681	0.55001	8.39036E-05	0.005865867	10.9258	10.975	10.6384	10.6476	0.275268	1.2548	1.2548	0 up vs 10
NM_020821 // VPS13C // vacuolar protein sorting 13 homolog C (S. cerevisiae) //	VPS13C	NM_020821	0.360696	0.242771	0.000086755	0.00604415	9.59047	9.64855	9.34459	9.39936	0.381467	1.18855	1.18855	0 up vs 10
NM_207325 // DPY19L3 // dpy-19-like 3 (C. elegans) // 19q13.11 // 147991 /// ENS	DPY19L3	NM_207325	0.193747	0.0553916	9.04233E-05	0.006265193	8.38174	8.30831	8.09537	8.01024	0.201423	1.2295	1.2295	0 up vs 10
NM_017599 // VEZT // vezatin, adherens junctions transmembrane protein // 12q22	VEZT	NM_017599	0.177844	0.710337	9.07249E-05	0.006265193	9.3064	9.30249	9.0747	9.05712	0.178462	1.1854	1.1854	0 up vs 10
NM_005056 // JARID1A // jumonji, AT rich interactive domain 1A // 12p11 // 5927	JARID1A	NM_005056	0.417588	0.521772	9.19582E-05	0.006329673	9.80919	9.81762	9.70362	9.72447	0.497606	1.0667	1.0667	0 up vs 10
NM_000175 // GPI // glucose phosphate isomerase // 19q13.1 // 2821 /// ENST00000	GPI	NM_000175	0.138962	0.00169184	9.69946E-05	0.006642446	11.5494	11.5823	11.4849	11.5141	0.140376	1.04842	1.04842	0 up vs 10
NM_018128 // TSR1 // TSR1, 20S rRNA accumulation, homolog (S. cerevisiae) // 17p	TSR1	NM_018128	0.15885	0.0240216	9.76054E-05	0.006642446	9.5663	9.54519	9.48074	9.4485	0.136115	1.06931	1.06931	0 up vs 10
NM_133368 // RSPRY1 // ring finger and SPRY domain containing 1 // 16q13 // 8997	RSPRY1	NM_133368	0.0611646	0.697399	9.76899E-05	0.006642446	10.3376	10.3384	10.1298	10.1152	0.0585188	1.1673	1.1673	0 up vs 10
NM_014711 // CP110 // CP110 protein // 16p12.3 // 9738 /// ENST00000396212 // CP	CP110	NM_014711	0.396023	0.0411923	0.000103007	0.006975796	7.37797	7.30698	7.20534	7.1133	0.370432	1.14368	1.14368	0 up vs 10
NM_015138 // RTF1 // Rtf1, Paf1/RNA polymerase II complex component, homolog (S.	RTF1	NM_015138	0.231079	0.799054	0.000105323	0.007104278	9.65296	9.671	9.53906	9.52924	0.166053	1.10325	1.10325	0 up vs 10
NM_006644 // HSPH1 // heat shock 105kDa/110kDa protein 1 // 13q12.3 // 10808 ///	HSPH1	NM_006644	0.135855	0.158927	0.000105727	0.007104278	10.4471	10.4114	10.1826	10.1305	0.135456	1.21494	1.21494	0 up vs 10
NM_006052 // DSCR3 // Down syndrome critical region gene 3 // 21q22.2 // 10311 /	DSCR3	NM_006052	0.276139	0.566343	0.000108834	0.007263381	10.8723	10.9147	10.6714	10.6655	0.208019	1.18857	1.18857	0 up vs 10
NM_016545 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// ENST00000	IER5	NM_016545	0.000626523	0.929971	0.000108936	0.007263381	9.57302	9.57753	10.1507	10.1498	0.00099638	0.672569	-1.48684	0 down vs 10
NM_017666 // ZNF280C // zinc finger protein 280C // Xq25 // 55609 /// ENST000003	ZNF280C	NM_017666	0.0771646	0.165172	0.000109732	0.007288315	7.76796	7.72647	7.54388	7.52539	0.12571	1.14956	1.14956	0 up vs 10
NM_003257 // TJP1 // tight junction protein 1 (zona occludens 1) // 15q13 // 708	TJP1	NM_003257	0.070583	0.249061	0.00011253	0.00744552	9.85152	9.83112	9.6208	9.59218	0.0763162	1.18013	1.18013	0 up vs 10
NM_001076786 // QSER1 // glutamine and serine rich 1 // 11p13 // 79832 /// ENST0	QSER1	NM_001076786	0.0326862	0.0743535	0.000113542	0.007483805	8.4892	8.42399	8.11765	8.07772	0.0539542	1.27127	1.27127	0 up vs 10
NM_052937 // PCMTD1 // protein-L-isoaspartate (D-aspartate) O-methyltransferase	PCMTD1	NM_052937	0.397927	0.300183	0.000114343	0.007507944	9.55972	9.66822	9.20424	9.25141	0.352196	1.33497	1.33497	0 up vs 10
NM_002498 // NEK3 // NIMA (never in mitosis gene a)-related kinase 3 // 13q14.13	NEK3	NM_002498	0.0715154	0.0206515	0.000117583	0.007691443	7.91252	7.84762	7.6293	7.55682	0.0794577	1.22332	1.22332	0 up vs 10
NM_015635 // GAPVD1 // GTPase activating protein and VPS9 domains 1 // 9q33.3 //	GAPVD1	NM_015635	0.103927	0.378867	0.000118338	0.007711619	9.60739	9.59354	9.40817	9.38598	0.109322	1.15473	1.15473	0 up vs 10
NM_080599 // UPF2 // UPF2 regulator of nonsense transcripts homolog (yeast) // 1	UPF2	NM_080599	0.0953805	0.19666	0.000122093	0.007896784	8.71411	8.68695	8.39292	8.33508	0.0864966	1.27621	1.27621	0 up vs 10
NM_005231 // CTTN // cortactin // 11q13 // 2017 /// NM_138565 // CTTN // cortact	CTTN	NM_005231	0.563045	0.570101	0.000122094	0.007896784	11.8016	11.8178	11.7349	11.7419	0.53548	1.05404	1.05404	0 up vs 10
NM_005766 // FARP1 // FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (cho	FARP1	NM_005766	0.124025	0.00910047	0.00012325	0.007906516	10.6256	10.6851	10.466	10.5164	0.12508	1.12404	1.12404	0 up vs 10
NM_014290 // TDRD7 // tudor domain containing 7 // 9q22.33 // 23424 /// ENST0000	TDRD7	NM_014290	0.0839525	0.326874	0.00012361	0.007906516	8.60179	8.57747	8.34703	8.32327	0.100884	1.19268	1.19268	0 up vs 10
NM_018386 // PCID2 // PCI domain containing 2 // 13q34 // 55795 /// ENST00000246	PCID2	NM_018386	0.0292145	0.2625	0.000123618	0.007906516	9.57362	9.56065	9.38357	9.36554	0.0334816	1.14481	1.14481	0 up vs 10
NM_006390 // IPO8 // importin 8 // 12p11.21 // 10526 /// ENST00000256079 // IPO8	IPO8	NM_006390	0.195582	0.0270281	0.000124076	0.007906526	9.71955	9.65417	9.48255	9.38986	0.175613	1.20106	1.20106	0 up vs 10
NM_017905 // TMCO3 // transmembrane and coiled-coil domains 3 // 13q34 // 55002	TMCO3	NM_017905	0.38153	0.499192	0.00012666	0.008041513	10.9602	10.9702	10.8795	10.8913	0.418504	1.05617	1.05617	0 up vs 10
NM_014976 // PDCD11 // programmed cell death 11 // 10q24.33 // 22984 /// ENST000	PDCD11	NM_014976	0.894832	0.669359	0.000134157	0.008479142	8.43944	8.43071	8.42729	8.42207	0.929442	1.006	1.006	0 up vs 10
NM_018121 // FAM178A // family with sequence similarity 178, member A // 10q24.3	FAM178A	NM_018121	0.115071	0.0522376	0.000134535	0.008479142	8.68394	8.62927	8.44329	8.38892	0.134907	1.18128	1.18128	0 up vs 10
NM_022079 // HERC4 // hect domain and RLD 4 // 10q21.3 // 26091 /// NM_015601 //	HERC4	NM_022079	0.0208402	0.000104759	0.000137314	0.00862282	11.6434	11.525	11.3414	11.2096	0.0223499	1.24439	1.24439	0 up vs 10
NM_017988 // SCYL2 // SCY1-like 2 (S. cerevisiae) // 12q23.1 // 55681 /// ENST00	SCYL2	NM_017988	0.0458759	0.380666	0.000142134	0.00889316	10.1262	10.1124	9.70778	9.66263	0.0435777	1.36587	1.36587	0 up vs 10
NM_018052 // VAC14 // Vac14 homolog (S. cerevisiae) // 16q22.1 // 55697 /// ENST	VAC14	NM_018052	0.500078	0.0144816	0.000143921	0.008972461	9.83875	9.92358	9.73726	9.80666	0.464928	1.08442	1.08442	0 up vs 10
NM_004272 // HOMER1 // homer homolog 1 (Drosophila) // 5q14.2 // 9456 /// ENST00	HOMER1	NM_004272	0.0641151	0.0863831	0.00014854	0.009227112	6.92117	6.86837	6.62645	6.58417	0.0873487	1.21773	1.21773	0 up vs 10
NM_019008 // SMCR7L // Smith-Magenis syndrome chromosome region, candidate 7-lik	SMCR7L	NM_019008	0.44251	0.0193135	0.000151602	0.009353939	8.74095	8.79226	8.67399	8.70647	0.357261	1.06127	1.06127	0 up vs 10
NM_002945 // RPA1 // replication protein A1, 70kDa // 17p13.3 // 6117 /// ENST00	RPA1	NM_002945	0.559654	0.0992322	0.000151665	0.009353939	10.6326	10.5995	10.5534	10.5015	0.497887	1.07029	1.07029	0 up vs 10
NM_030962 // SBF2 // SET binding factor 2 // 11p15.4 // 81846 /// ENST0000025619	SBF2	NM_030962	0.110919	0.0354296	0.00015335	0.009424203	9.91108	9.98666	9.63055	9.6937	0.115772	1.22515	1.22515	0 up vs 10
NM_004294 // MTRF1 // mitochondrial translational release factor 1 // 13q14.1-q1	MTRF1	NM_004294	0.363983	0.343118	0.000165417	0.01012974	6.78289	6.73638	6.60113	6.58038	0.458942	1.1142	1.1142	0 up vs 10
NM_003478 // CUL5 // cullin 5 // 11q22-q23 // 8065 /// ENST00000299351 // CUL5 /	CUL5	NM_003478	0.0705855	0.893212	0.000170477	0.01040271	9.23576	9.23761	8.87625	8.86585	0.0766926	1.29393	1.29393	0 up vs 10
NM_000153 // GALC // galactosylceramidase // 14q31 // 2581 /// NM_001037525 // G	GALC	NM_000153	0.369324	0.144651	0.000173071	0.01052381	8.59373	8.64713	8.44694	8.48125	0.340303	1.12185	1.12185	0 up vs 10
NM_014686 // KIAA0355 // KIAA0355 // 19q13.11 // 9710 /// ENST00000299505 // KIA	KIAA0355	NM_014686	0.448292	0.343685	0.000174738	0.0105879	8.77407	8.70889	8.55634	8.52447	0.542405	1.13636	1.13636	0 up vs 10
NM_001273 // CHD4 // chromodomain helicase DNA binding protein 4 // 12p13 // 110	CHD4	NM_001273	0.0384312	0.120442	0.000176854	0.01067864	10.6631	10.6974	10.4801	10.4916	0.0303165	1.15328	1.15328	0 up vs 10
NM_177439 // FTSJ1 // FtsJ homolog 1 (E. coli) // Xp11.23 // 24140 /// NM_012280	FTSJ1	NM_177439	0.921716	0.0473502	0.000177641	0.01068879	9.74018	9.70824	9.72979	9.67828	0.789758	1.02098	1.02098	0 up vs 10
NM_005388 // PDCL // phosducin-like // 9q12-q13 // 5082 /// ENST00000259467 // P	PDCL	NM_005388	0.967913	0.402334	0.000188494	0.01130244	8.95969	8.94952	8.96268	8.95043	0.990726	0.999366	-1.00063	0 down vs 10
NM_032424 // KIAA1826 // KIAA1826 // 11q22 // 84437 /// ENST00000301919 // KIAA1	KIAA1826	NM_032424	0.148012	0.513249	0.000189945	0.01134793	9.86689	9.895	9.56663	9.58419	0.156899	1.24041	1.24041	0 up vs 10
NM_148172 // PEMT // phosphatidylethanolamine N-methyltransferase // 17p11.2 //	PEMT	NM_148172	0.267623	0.0242079	0.000191213	0.01134793	9.11184	9.1434	9.18413	9.21107	0.324202	0.954178	-1.04802	0 down vs 10
NM_174942 // GAS2L3 // growth arrest-specific 2 like 3 // 12q23.1 // 283431 ///	GAS2L3	NM_174942	0.0535452	0.223439	0.000191224	0.01134793	9.61251	9.45738	8.56702	8.50446	0.0887633	1.93578	1.93578	0 up vs 10
NM_006154 // NEDD4 // neural precursor cell expressed, developmentally down-regu	NEDD4	NM_006154	0.16765	0.33929	0.000196249	0.01160625	9.17066	9.13679	8.82954	8.78232	0.175558	1.27851	1.27851	0 up vs 10
NM_013235 // RNASEN // ribonuclease type III, nuclear // 5p13.3 // 29102 /// NM_	RNASEN	NM_013235	0.257785	0.00010826	0.000199169	0.01173041	9.11911	9.04232	9.03526	8.95195	0.250723	1.06464	1.06464	0 up vs 10
NM_001001974 // PLEKHA1 // pleckstrin homology domain containing, family A (phos	PLEKHA1	NM_001001974	0.204388	0.124839	0.000199707	0.01173041	9.4814	9.53832	9.23203	9.28414	0.221049	1.19265	1.19265	0 up vs 10
NM_018494 // LRDD // leucine-rich repeats and death domain containing // 11p15.5	LRDD	NM_018494	0.00750911	0.0714159	0.000201548	0.01179841	7.93561	7.97588	8.39292	8.44896	0.00858811	0.720424	-1.38807	0 down vs 10
NM_001065 // TNFRSF1A // tumor necrosis factor receptor superfamily, member 1A /	TNFRSF1A	NM_001065	0.611338	0.00708835	0.000205622	0.0119468	10.1694	10.208	10.1402	10.1695	0.528708	1.02705	1.02705	0 up vs 10
NM_020750 // XPO5 // exportin 5 // 6p21.1 // 57510 /// ENST00000398799 // XPO5 /	XPO5	NM_020750	0.705685	0.880097	0.000205841	0.0119468	9.15879	9.16985	9.12597	9.11953	0.586843	1.03549	1.03549	0 up vs 10
NM_033360 // KRAS // v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog // 12p	KRAS	NM_033360	0.0602454	0.361399	0.000206817	0.0119468	9.18293	9.14959	8.85208	8.83306	0.0846651	1.24533	1.24533	0 up vs 10
NM_138793 // CANT1 // calcium activated nucleotidase 1 // 17q25.3 // 124583 ///	CANT1	NM_138793	0.0729067	0.165256	0.00020685	0.0119468	8.99421	8.98055	8.86797	8.84843	0.0761514	1.0959	1.0959	0 up vs 10
NM_001127 // AP1B1 // adaptor-related protein complex 1, beta 1 subunit // 22q12	AP1B1	NM_001127	0.530658	0.00153419	0.000214226	0.01226525	9.80227	9.76687	9.83185	9.7954	0.567909	0.980421	-1.01997	0 down vs 10
NM_031940 // TM2D2 // TM2 domain containing 2 // 8p11.23 // 83877 /// NM_0010243	TM2D2	NM_031940	0.0767944	0.717922	0.000215308	0.01226525	9.24857	9.23804	8.83153	8.81455	0.0880468	1.34117	1.34117	0 up vs 10
NM_017879 // ZNF416 // zinc finger protein 416 // 19q13.4 // 55659 /// ENST00000	ZNF416	NM_017879	0.0427267	0.0908684	0.000215425	0.01226525	8.34247	8.389	8.15298	8.16024	0.0250387	1.17183	1.17183	0 up vs 10
NM_001530 // HIF1A // hypoxia-inducible factor 1, alpha subunit (basic helix-loo	HIF1A	NM_001530	0.00776542	0.616068	0.000215454	0.01226525	12.7152	12.7361	12.447	12.4406	0.00630465	1.22727	1.22727	0 up vs 10
NM_014503 // UTP20 // UTP20, small subunit (SSU) processome component, homolog (	UTP20	NM_014503	0.109942	0.304454	0.000215915	0.01226525	8.17883	8.14287	7.90954	7.88703	0.146674	1.19403	1.19403	0 up vs 10
NM_033116 // NEK9 // NIMA (never in mitosis gene a)- related kinase 9 // 14q24.3	NEK9	NM_033116	0.592635	0.00931841	0.000220542	0.01248702	10.2405	10.3116	10.1795	10.2364	0.534735	1.05352	1.05352	0 up vs 10
NM_005065 // SEL1L // sel-1 suppressor of lin-12-like (C. elegans) // 14q24.3-q3	SEL1L	NM_005065	0.395833	0.872725	0.000222371	0.01254943	10.5946	10.6061	10.4594	10.4567	0.37729	1.10913	1.10913	0 up vs 10
NM_005121 // MED13 // mediator complex subunit 13 // 17q22-q23 // 9969 /// ENST0	MED13	NM_005121	0.115295	0.930795	0.000234651	0.01319931	10.1545	10.1494	9.95131	9.95273	0.146164	1.14608	1.14608	0 up vs 10
NM_004447 // EPS8 // epidermal growth factor receptor pathway substrate 8 // 12q	EPS8	NM_004447	0.155795	0.0126662	0.000236454	0.01321805	11.3506	11.2882	11.1489	11.0685	0.146199	1.16447	1.16447	0 up vs 10
NM_030780 // SLC25A32 // solute carrier family 25, member 32 // 8q22.3 // 81034	SLC25A32	NM_030780	0.0282518	0.00803252	0.000236515	0.01321805	11.0093	11.0708	10.7413	10.8028	0.0361808	1.20406	1.20406	0 up vs 10
NM_002687 // PNN // pinin, desmosome associated protein // 14q21.1 // 5411 /// E	PNN	NM_002687	0.0525243	0.0119302	0.00024553	0.01367761	7.96766	7.99824	7.80165	7.85363	0.0999982	1.10543	1.10543	0 up vs 10
NM_015686 // FAM155B // family with sequence similarity 155, member B // Xq13.1	FAM155B	NM_015686	0.412581	0.526124	0.000249334	0.01384485	7.10228	7.1091	7.2294	7.25708	0.370336	0.902508	-1.10802	0 down vs 10
NM_005049 // PWP2 // PWP2 periodic tryptophan protein homolog (yeast) // 21q22.3	PWP2	NM_005049	0.267943	0.477644	0.000254161	0.01406765	8.0978	8.10317	8.19085	8.20612	0.249266	0.931131	-1.07396	0 down vs 10
NM_012448 // STAT5B // signal transducer and activator of transcription 5B // 17	STAT5B	NM_012448	0.0537767	0.000163478	0.000257296	0.01415959	8.43931	8.51818	8.31312	8.35851	0.0266711	1.11704	1.11704	0 up vs 10
NM_001039697 // SNAPC3 // small nuclear RNA activating complex, polypeptide 3, 5	SNAPC3	NM_001039697	0.0525563	0.700625	0.000257462	0.01415959	9.67218	9.66656	9.39289	9.38094	0.0598748	1.21893	1.21893	0 up vs 10
NM_014992 // DAAM1 // dishevelled associated activator of morphogenesis 1 // 14q	DAAM1	NM_014992	0.459127	0.0497045	0.000261401	0.01433058	7.64046	7.7403	7.4348	7.54798	0.512497	1.1426	1.1426	0 up vs 10
NM_016570 // ERGIC2 // ERGIC and golgi 2 // 12p11.22 // 51290 /// ENST0000036015	ERGIC2	NM_016570	0.18169	0.110916	0.000263305	0.01438928	10.2675	10.2259	9.97033	9.88366	0.150516	1.26768	1.26768	0 up vs 10
NM_002890 // RASA1 // RAS p21 protein activator (GTPase activating protein) 1 //	RASA1	NM_002890	0.407997	0.00750886	0.000270249	0.01471475	10.3484	10.2747	10.2344	10.1489	0.389941	1.09113	1.09113	0 up vs 10
NM_012071 // COMMD3 // COMM domain containing 3 // 10pter-q22.1 // 23412 /// ENS	COMMD3	NM_012071	0.113527	0.369564	0.000271	0.01471475	8.78245	8.83335	8.45374	8.46546	0.0974168	1.29046	1.29046	0 up vs 10
NM_173694 // ATP11C // ATPase, class VI, type 11C // Xq27.1 // 286410 /// NM_001	ATP11C	NM_173694	0.0442041	0.0174423	0.000272403	0.01471475	9.88844	9.81937	9.54035	9.45645	0.04718	1.28603	1.28603	0 up vs 10
NM_004229 // MED14 // mediator complex subunit 14 // Xp11.4-p11.2 // 9282 /// EN	MED14	NM_004229	0.154442	0.261991	0.000272669	0.01471475	9.44135	9.41219	9.30955	9.30284	0.254893	1.07874	1.07874	0 up vs 10
NM_015113 // ZZEF1 // zinc finger, ZZ-type with EF-hand domain 1 // 17p13.2 // 2	ZZEF1	NM_015113	0.344686	0.778723	0.000274677	0.01477694	9.08934	9.09269	8.98331	8.99084	0.389963	1.07315	1.07315	0 up vs 10
NM_006767 // LZTR1 // leucine-zipper-like transcription regulator 1 // 22q11.21|	LZTR1	NM_006767	0.915808	0.150197	0.000277413	0.01487778	9.8396	9.8685	9.85184	9.88552	0.889745	0.98827	-1.01187	0 down vs 10
NM_014649 // SAFB2 // scaffold attachment factor B2 // 19p13.3 // 9667 /// ENST0	SAFB2	NM_014649	0.799139	0.031092	0.00028292	0.01512615	8.48027	8.49604	8.49571	8.5331	0.567678	0.974633	-1.02603	0 down vs 10
NM_004698 // PRPF3 // PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae)	PRPF3	NM_004698	0.28651	0.00153951	0.000292238	0.01557611	9.68515	9.6388	9.61084	9.55339	0.250674	1.06099	1.06099	0 up vs 10
NM_145729 // MRPL24 // mitochondrial ribosomal protein L24 // 1q21-q22 // 79590	MRPL24	NM_145729	0.132939	0.000472064	0.000293759	0.015609	10.0837	10.0396	9.96215	9.8675	0.0548784	1.12668	1.12668	0 up vs 10
NM_003338 // UBE2D1 // ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast	UBE2D1	NM_003338	0.295205	0.443551	0.000297962	0.01578212	9.88416	9.94011	9.54928	9.57871	0.287362	1.28468	1.28468	0 up vs 10
NM_144658 // DOCK11 // dedicator of cytokinesis 11 // Xq24 // 139818 /// ENST000	DOCK11	NM_144658	0.223261	0.512141	0.000298845	0.01578212	8.89058	8.92593	8.55229	8.57934	0.238133	1.27156	1.27156	0 up vs 10
NM_017943 // FBXO34 // F-box protein 34 // 14q22.3 // 55030 /// ENST00000313833	FBXO34	NM_017943	0.00720146	0.1322	0.000302425	0.01586916	8.88339	8.89401	8.63645	8.66765	0.0152722	1.16988	1.16988	0 up vs 10
NM_153705 // KDELC2 // KDEL (Lys-Asp-Glu-Leu) containing 2 // 11q22.3 // 143888	KDELC2	NM_153705	0.105376	0.00643666	0.000302961	0.01586916	10.2672	10.2349	10.1156	10.0429	0.0601272	1.14234	1.14234	0 up vs 10
NM_006260 // DNAJC3 // DnaJ (Hsp40) homolog, subfamily C, member 3 // 13q32 // 5	DNAJC3	NM_006260	0.236277	0.788271	0.00030325	0.01586916	10.2748	10.2752	10.0584	10.0412	0.227913	1.1761	1.1761	0 up vs 10
NM_001651 // AQP5 // aquaporin 5 // 12q13 // 362 /// ENST00000293599 // AQP5 //	AQP5	NM_001651	0.178447	0.23102	0.000305177	0.01587739	7.23178	7.23799	7.41581	7.46687	0.12117	0.853296	-1.17193	0 down vs 10
NM_015447 // CAMSAP1 // calmodulin regulated spectrin-associated protein 1 // 9q	CAMSAP1	NM_015447	0.0211642	0.20802	0.000305246	0.01587739	8.96357	8.94325	8.74832	8.7316	0.0295324	1.15801	1.15801	0 up vs 10
