FeatureNumber	ProbeUID	AgilentProbeID	GeneSymbol	SystematicName	Description	logFoldChange	AverageExpression	t.statistic	p.value	adjusted.p.value
34371	31481	A_23_P128734	ERH	NM_004450	Homo sapiens enhancer of rudimentary homolog (Drosophila) (ERH), mRNA [NM_004450]	0.311821966	13.02526989	4.268854629	0.000356951	0.008975428
21333	19581	A_32_P68076	AK123310	AK123310	Homo sapiens cDNA FLJ41316 fis, clone BRAMY2043314. [AK123310]	0.221941418	8.501314386	4.266017002	0.000359355	0.008993777
34906	31995	A_23_P63929	BRWD2	NM_018117	Homo sapiens bromodomain and WD repeat domain containing 2 (BRWD2), mRNA [NM_018117]	0.27334332	10.26032854	4.262121658	0.000362683	0.009052053
9974	9075	A_23_P403521	C7orf36	NM_020192	Homo sapiens chromosome 7 open reading frame 36 (C7orf36), mRNA [NM_020192]	0.191305623	8.998405341	4.259619308	0.000364836	0.009081038
4906	4403	A_24_P105283	SFPQ	NM_005066	Homo sapiens splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated) (SFPQ), mRNA [NM_005066]	0.246240584	10.00115468	4.256879992	0.000367208	0.009104248
16160	14780	A_24_P203630	ENST00000377003	ENST00000377003	Homo sapiens mRNA; cDNA DKFZp667P0924 (from clone DKFZp667P0924). [AL832836]	0.4775322	10.9231386	4.253576607	0.00037009	0.009136297
6375	5887	A_24_P724153	AA714537	AA714537	nw20g12.s1 NCI_CGAP_GCB0 Homo sapiens cDNA clone IMAGE:1241062 3 similar to gb:M84711 40S RIBOSOMAL PROTEIN S3A (HUMAN);, mRNA sequence [AA714537]	0.625725938	8.741725689	4.249998948	0.000373236	0.009205581
25829	23614	A_32_P34064	A_32_P34064	A_32_P34064	Unknown	0.379733258	8.245587154	4.248361229	0.000374685	0.009216852
16436	14969	A_24_P583330	THC2314058	THC2314058	Unknown	0.42048499	8.73648354	4.248329676	0.000374713	0.009216852
41174	37692	A_24_P67552	A_24_P67552	A_24_P67552	Unknown	0.470940227	10.43580356	4.246599615	0.00037625	0.009229533
11827	10751	A_23_P203829	ZNF10	NM_015394	Homo sapiens zinc finger protein 10 (ZNF10), mRNA [NM_015394]	0.301423416	9.330776127	4.240023129	0.000382151	0.009321463
24087	21987	A_24_P505790	ZNF704	NM_001033723	Homo sapiens zinc finger protein 704 (ZNF704), mRNA [NM_001033723]	0.488835495	9.477625489	4.240708406	0.000381532	0.009321463
15315	14011	A_32_P153892	ENST00000298453	ENST00000298453	Homo sapiens mRNA; cDNA DKFZp586K1924 (from clone DKFZp586K1924); partial cds. [AL117661]	0.498065216	10.47681186	4.23974213	0.000382405	0.009321463
23092	21090	A_23_P392529	C21orf81	NM_153750	Homo sapiens chromosome 21 open reading frame 81 (C21orf81), mRNA [NM_153750]	0.728042491	9.774655392	4.240909724	0.00038135	0.009321463
4531	4022	A_24_P247536	MGC40405	NM_152789	Homo sapiens hypothetical protein MGC40405 (MGC40405), transcript variant 1, mRNA [NM_152789]	0.401100858	8.492585821	4.238047724	0.000383941	0.009328633
31560	28834	A_32_P64038	LOC400590	BC062632	Homo sapiens hypothetical LOC400590, mRNA (cDNA clone MGC:70830 IMAGE:5248762), complete cds. [BC062632]	0.519521359	10.78364362	4.238753624	0.0003833	0.009328633
45160	41000	A_23_P155463	LRRC2	NM_024512	Homo sapiens leucine rich repeat containing 2 (LRRC2), mRNA [NM_024512]	2.280370253	9.99035549	4.23721177	0.000384701	0.009328633
40820	37364	A_24_P932736	THC2340803	THC2340803	Q6DD14 (Q6DD14) MGC80451 protein, partial (40%) [THC2340803]	2.367827887	10.27894364	4.238065654	0.000383925	0.009328633
16315	14904	A_23_P137786	ADAMTSL4	AK023606	Homo sapiens cDNA FLJ13544 fis, clone PLACE1006815. [AK023606]	0.402846227	9.066870993	4.231854224	0.000389609	0.009395687
40507	37100	A_24_P360601	NOL8	NM_017948	Homo sapiens nucleolar protein 8 (NOL8), mRNA [NM_017948]	0.384500122	10.98198111	4.227340726	0.000393793	0.009469484
22110	20225	A_32_P166356	THC2350463	THC2350463	Unknown	0.397704613	10.39925679	4.225486516	0.000395524	0.009479298
16215	14876	A_23_P62684	AF217973	AF217973	Homo sapiens clone PP1345 unknown mRNA. [AF217973]	0.255761083	9.494343677	4.224443541	0.000396502	0.009489612
28704	26251	A_23_P13998	GOLGA2L1	NM_017600	Homo sapiens golgi autoantigen, golgin subfamily a, 2-like 1 (GOLGA2L1), mRNA [NM_017600]	0.479190691	9.812663957	4.223907528	0.000397005	0.009489612
19618	18008	A_24_P829789	THC2433033	THC2433033	PSA7_HUMAN (O14818) Proteasome subunit alpha type 7  (Proteasome subunit RC6-1) (Proteasome subunit XAPC7) , partial (22%) [THC2433033]	0.376473054	7.428514088	4.221704172	0.00039908	0.009508363
18537	16955	A_32_P91633	AA725389	AA725389	ai17f05.s1 Soares_parathyroid_tumor_NbHPA Homo sapiens cDNA clone 1343073 3 similar to TR:P79324 P79324 RIBOSOMAL PROTEIN L15 ;, mRNA sequence [AA725389]	0.427801414	9.177172951	4.221585319	0.000399193	0.009508363
28796	26417	A_32_P53976	A_32_P53976	A_32_P53976	Unknown	0.499703813	9.288202096	4.219888604	0.000400799	0.009513179
36812	33605	A_23_P255591	ZNF268	X78926	H.sapiens HZF3 mRNA for zinc finger protein. [X78926]	0.264100577	10.86846885	4.215433548	0.000405046	0.009564969
30555	27912	A_32_P1701	POLA	NM_016937	Homo sapiens polymerase (DNA directed), alpha (POLA), mRNA [NM_016937]	0.301025248	10.69027086	4.215379832	0.000405098	0.009564969
35617	32522	A_24_P778906	LOC401131	XR_000987	PREDICTED: Homo sapiens hypothetical LOC401131, transcript variant 1 (LOC401131), misc RNA [XR_000987]	0.339629862	7.440964019	4.213783176	0.000406631	0.009592822
9405	8653	A_32_P235568	AK125221	AK125221	Homo sapiens cDNA FLJ43231 fis, clone HCHON2001519. [AK125221]	0.327535787	9.200104413	4.210395409	0.000409904	0.009637652
31877	29105	A_32_P162095	THC2381061	THC2381061	Unknown	0.330316612	10.16240496	4.209663529	0.000410615	0.009637652
22566	20598	A_32_P63166	W45382	W45382	W45382 zc80e10.s1 Pancreatic Islet Homo sapiens cDNA clone IMAGE:328650 3 similar to gb:D13748 EUKARYOTIC INITIATION FACTOR 4A-I (HUMAN);, mRNA sequence [W45382]	0.358596576	7.895970919	4.209612029	0.000410665	0.009637652
42730	39139	A_24_P398370	A_24_P398370	A_24_P398370	Unknown	0.661412906	9.185070459	4.209803432	0.000410479	0.009637652
43140	39407	A_24_P598516	AK021595	AK021595	Homo sapiens cDNA FLJ11533 fis, clone HEMBA1002678. [AK021595]	0.296492508	9.793306974	4.208169433	0.000412069	0.009653892
8472	7713	A_24_P347447	DAAM1	NM_014992	Homo sapiens dishevelled associated activator of morphogenesis 1 (DAAM1), mRNA [NM_014992]	0.284006011	10.76496202	4.207363268	0.000412856	0.009655637
8415	7763	A_23_P357794	MTBP	NM_022045	Homo sapiens Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) binding protein, 104kDa (MTBP), mRNA [NM_022045]	0.330650934	7.539540307	4.204436876	0.000415725	0.009680972
13827	12711	A_24_P418908	AK021798	AK021798	Homo sapiens cDNA FLJ11736 fis, clone HEMBA1005468. [AK021798]	0.584972266	9.57459954	4.204521821	0.000415642	0.009680972
22850	20958	A_32_P134698	ENST00000320205	ENST00000320205	Unknown	0.631253873	10.81204767	4.204543296	0.000415621	0.009680972
2980	2528	A_24_P136711	BC030757	BC030757	Homo sapiens cDNA clone IMAGE:4797534. [BC030757]	0.334006891	10.27871134	4.196967415	0.000423139	0.009761372
24359	22328	A_23_P152570	THC2408471	THC2408471	Unknown	1.398726891	11.51451903	4.197360281	0.000422746	0.009761372
20313	18642	A_32_P95082	C9orf39	AK098502	Homo sapiens cDNA FLJ25636 fis, clone STM04338. [AK098502]	0.446052318	8.047907002	4.193196465	0.000426932	0.009815952
15701	14404	A_32_P104469	BF378046	BF378046	BF378046 RC1-TN0151-270900-013-b06 TN0151 Homo sapiens cDNA, mRNA sequence [BF378046]	0.266543281	7.061915134	4.188746557	0.000431452	0.009877481
13312	12225	A_32_P20294	AA230176	AA230176	AA230176 nc38f09.s1 NCI_CGAP_Pr2 Homo sapiens cDNA clone IMAGE:1010441 similar to TR:E236305 E236305 MRNA ;, mRNA sequence [AA230176]	0.353005546	9.970656038	4.188052169	0.000432162	0.009885377
20477	18783	A_23_P18055	C3orf51	U88965	Human PO42 gene, complete cds. [U88965]	0.359258504	8.106501126	4.186131384	0.000434131	0.009916775
16758	15254	A_32_P83795	A_32_P83795	A_32_P83795	Unknown	0.366872657	9.283486339	4.185999648	0.000434266	0.009916775
1566	1331	A_23_P162378	CCDC41	NM_016122	Homo sapiens coiled-coil domain containing 41 (CCDC41), transcript variant 1, mRNA [NM_016122]	0.298877483	10.02564156	4.182264983	0.000438121	0.009946132
31926	29192	A_24_P161293	ENST00000369334	ENST00000369334	Unknown	0.336582531	14.21116562	4.181214766	0.000439211	0.009946132
17190	15732	A_32_P156062	THC2290704	THC2290704	Unknown	0.374238393	7.877972297	4.180531008	0.000439923	0.009946132
