Gene ID	Gene Name	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value(%)
AW465964	Bos taurus similar to Homo sapiens enabled homolog (Drosophila) (ENAH), transcript variant 2	4.245446651	1841.184997	433.6846386	2.640880652	0.543804214
XM_592031	Bos taurus similar to Homo sapiens erythroblast membrane-associated protein (Scianna blood group) (ERMAP), transcript variant 2	4.243453271	5.634919513	1.327908935	1.659344363	0.543804214
XM_589186	Bos taurus similar to Homo sapiens folate receptor 2 (fetal) (FOLR2)	4.234305955	5.566689971	1.314664087	1.766638194	0.543804214
XM_866711	Bos taurus similar to Homo sapiens nuclear receptor co-repressor 1 (NCOR1)	4.234097963	2962.876584	699.7657139	1.322489942	0.543804214
XM_870844	Bos taurus similar to Homo sapiens chromosome 16 open reading frame 34 (C16orf34)	4.2332931	1446.304482	341.6499752	1.664479873	0.543804214
XM_611742	Bos taurus similar to Homo sapiens UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14) (GALNT14)	4.229815979	33.50780397	7.921811288	2.413126776	0.543804214
BI849774	Bos taurus similar to Homo sapiens myelin protein zero (Charcot-Marie-Tooth neuropathy 1B) (MPZ)	4.228867584	1785.032139	422.1064158	2.739931986	0.543804214
BE666542	Bos taurus similar to Homo sapiens pellino homolog 1 (Drosophila) (PELI1)	4.227972131	1341.948072	317.3975681	2.296335586	0.543804214
XM_880960	Bos taurus similar to Homo sapiens nuclear cap binding protein subunit 1, 80kDa (NCBP1)	4.227443382	591.1357431	139.8329178	1.66342703	0.543804214
NM_001038681	Bos taurus similar to DNA-repair protein complementing XP-A cells (Xeroderma pigmentosum group A complementing protein) (MGC134264)	4.222162159	37.64546644	8.916158363	1.587320702	0.543804214
XM_616436	PREDICTED: Bos taurus similar to zinc finger, DHHC domain containing 2 (LOC536310)	4.214542907	108.193065	25.67136398	3.061985366	0.543804214
CB460922	Unidentified transcripts on BTA20 position 11993906-11994943	4.214128641	2149.516797	510.0738444	1.735596682	0.543804214
XM_588495	Bos taurus similar to Homo sapiens myeloperoxidase (MPO), nuclear gene encoding mitochondrial protein	4.214112006	25.24457467	5.990484978	2.094328862	0.543804214
XM_589976	Bos taurus similar to Homo sapiens WW domain containing E3 ubiquitin protein ligase 2 (WWP2), transcript variant 1	4.212053186	437.6888095	103.91341	1.702165889	0.543804214
XM_581047	Bos taurus similar to Homo sapiens KIAA0802 (KIAA0802)	4.211834743	22.07036183	5.240082571	2.89256916	0.543804214
CB441968	Bos taurus similar to Homo sapiens solute carrier family 20 (phosphate transporter), member 2 (SLC20A2)	4.210233165	3487.757214	828.4000142	1.862807378	0.543804214
XM_593936	Bos taurus similar to Homo sapiens Fanconi anemia, complementation group D2 (FANCD2), transcript variant 1	4.210202997	767.6351717	182.3273539	2.435552877	0.543804214
XM_593131	Bos taurus similar to Homo sapiens guanine nucleotide binding protein (G protein) alpha 12 (GNA12)	4.209552783	1312.087277	311.6927961	1.665457351	0.543804214
BF606553	Unidentified transcripts on BTA5 position 63288557-63288980	4.204500711	580.1163802	137.9750939	1.238935176	0.543804214
XM_863834	Bos taurus similar to Homo sapiens 2-oxoglutarate and iron-dependent oxygenase domain containing 1 (OGFOD1)	4.20391436	707.6361649	168.3279211	1.361083461	0.543804214
XM_876103	Bos taurus similar to Homo sapiens DiGeorge syndrome critical region gene 8 (DGCR8)	4.202823061	1216.008576	289.3313751	1.300796979	0.543804214
XM_598276	Bos taurus similar to Homo sapiens DEAH (Asp-Glu-Ala-His) box polypeptide 38 (DHX38)	4.202532488	716.2521539	170.4334603	1.504779683	0.543804214
XM_870671	Bos taurus similar to Homo sapiens nuclear prelamin A recognition factor (NARF), transcript variant 1	4.202334761	1337.161162	318.1948222	1.602397552	0.543804214
NM_001015672	Bos taurus hypothetical protein FLJ20152 (FLJ20152)	4.197496091	17177.7727	4092.385634	1.978660907	0.543804214
XM_598811	PREDICTED: Bos taurus similar to LPS-induced TN factor (LOC520564)	4.191976733	179.8730211	42.90887868	2.190004545	0.543804214
NM_001034406	Bos taurus similar to Homo sapiens zinc finger CCCH-type containing 14 (ZC3H14), transcript variant 1	4.188867496	802.3858755	191.551983	1.398760978	0.543804214
XM_588240	Bos taurus similar to Homo sapiens membrane protein, palmitoylated 1, 55kDa (MPP1)	4.185062108	2031.624188	485.4466041	1.448328171	0.543804214
XM_602213	PREDICTED: Bos taurus similar to Serine/threonine-protein kinase VRK2 (Vaccinia-related kinase 2) (LOC523902)	4.180764983	253.6048634	60.65991857	2.432217656	0.543804214
CB429605	Bos taurus similar to Homo sapiens CASK interacting protein 1 (CASKIN1)	4.180746742	26.18747446	6.263827033	1.695435825	0.543804214
BE684870	Bos taurus similar to Homo sapiens fatty acid binding protein 7, brain (FABP7)	4.176803861	508.8351256	121.8240412	4.746574285	0.543804214
XM_608720	PREDICTED: Bos taurus similar to TFIIA-alpha and beta-like factor (General transcription factor II A, 1-like factor) (LOC530255), partial mRNA.	4.172382671	108.7572345	26.0659779	7.348761489	0.543804214
CB419186	Bos taurus similar to Homo sapiens zinc finger protein 271 (ZNF271)	4.165896259	71.55592063	17.17659687	2.271331081	0.543804214
XM_590156	Bos taurus similar to Homo sapiens transmembrane channel-like 4 (TMC4)	4.164712831	516.2152822	123.9497903	1.812633044	0.543804214
AV590162	Bos taurus similar to Homo sapiens BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase) (BAP1)	4.162768364	4366.069924	1048.838067	1.335440676	0.543804214
XM_867304	PREDICTED: Bos taurus phospholipase C, delta 1, transcript variant 2 (PLCD1)	4.156594238	2527.72944	608.1251368	2.147736128	0.543804214
AW267045	Unidentified transcripts on BTA8 position 7986798-7988107	4.155502535	88.86069539	21.38386264	2.650067046	0.543804214
XM_870681	PREDICTED: Bos taurus similar to [Pyruvate dehydrogenase [lipoamide]] kinase isozyme 3, mitochondrial precursor (Pyruvate dehydrogenase kinase isoform 3) (LOC533234)	4.155082459	8.812832669	2.120976601	2.14549455	0.543804214
CB468608	Bos taurus similar to Homo sapiens brain and acute leukemia, cytoplasmic (BAALC), transcript variant 1	4.152385039	61.62199393	14.84014448	2.925845438	0.543804214
XM_869163	Bos taurus similar to Homo sapiens leucine rich repeat (in FLII) interacting protein 1 (LRRFIP1)	4.149384758	50.17595516	12.09238431	2.154922782	0.543804214
NM_001035489	Bos taurus similar to Homo sapiens mitochondrial ribosomal protein L38 (MRPL38), nuclear gene encoding mitochondrial protein	4.145924187	6070.394024	1464.183557	1.693998622	0.543804214
XM_600004	PREDICTED: Bos taurus similar to ring finger protein 30 (predicted) (LOC521737)	4.145721865	27.89612324	6.728894062	5.347527264	0.543804214
XM_600888	PREDICTED: Bos taurus similar to melanoma antigen, family B, 3 (LOC522603)	4.144514054	5.647760622	1.362707557	1.685152992	0.543804214
XM_866902	Bos taurus similar to Homo sapiens olfactory receptor, family 5, subfamily AN, member 1 (OR5AN1)	4.140923905	9.596102052	2.317381886	2.488813047	0.543804214
XM_871154	PREDICTED: Bos taurus similar to IQ motif containing E (LOC618833)	4.140900114	1179.208397	284.7710315	1.696943319	0.543804214
XM_614388	Bos taurus similar to Homo sapiens poly(A) binding protein, cytoplasmic 4 (inducible form) (PABPC4)	4.140791117	15174.44968	3664.625731	1.412599483	0.543804214
XM_594140	Bos taurus similar to Homo sapiens family with sequence similarity 64, member A (FAM64A)	4.139735511	5.971405527	1.442460638	1.849194483	0.543804214
XM_609433	Bos taurus similar to Homo sapiens chemokine (C-C motif) receptor 9 (CCR9), transcript variant A	4.137588483	19.37332349	4.682274123	3.6017715	0.543804214
XM_613052	Bos taurus similar to PREDICTED: Homo sapiens carbonic anhydrase VB-like, transcript variant 1 (CA5BL)	4.136264046	18.85934232	4.559511218	1.919900526	0.543804214
XM_866378	Bos taurus similar to Homo sapiens KIAA0460 (KIAA0460)	4.135774891	753.2475276	182.1297211	1.362342967	0.543804214
XM_608532	Bos taurus similar to Homo sapiens G protein-coupled receptor 149 (GPR149)	4.135178344	5.879842514	1.421907842	1.875947766	0.543804214
NM_176630	Bos taurus pregnancy-associated glycoprotein 21 (PAG21)	4.127100171	7.374150651	1.786763186	1.893198023	0.543804214
EE959589	Unidentified transcripts on BTA18 position 1827975-1828299	4.124408596	498.3483432	120.8290429	1.743547374	0.543804214
NM_001015630	Bos taurus glutathione synthetase (GSS)	4.123408787	804.8855229	195.1990609	1.671730758	0.543804214
NM_001034036	Bos taurus peroxisome proliferative activated receptor, alpha isoform 1 (PPARA)	4.122412875	125.8243051	30.52200469	2.467602718	0.543804214
XM_865999	Bos taurus similar to Homo sapiens polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa (POLR2I)	4.118387954	9520.63365	2311.737931	1.773144584	0.543804214
XM_869161	Bos taurus similar to Homo sapiens 5,3-nucleotidase, mitochondrial (NT5M), nuclear gene encoding mitochondrial protein	4.117863147	14180.4663	3443.646813	2.0519103	0.543804214
BE681696	Bos taurus similar to Homo sapiens protein kinase (cAMP-dependent, catalytic) inhibitor beta (PKIB), transcript variant 3	4.113750044	344.7348401	83.80062873	4.35337195	0.543804214
BM106843	Bos taurus similar to Homo sapiens pleckstrin homology, Sec7 and coiled-coil domains 2 (cytohesin-2) (PSCD2), transcript variant 1	4.112212168	1286.827006	312.9281644	1.639435769	0.543804214
XM_605463	Bos taurus similar to Homo sapiens enamelin (ENAM)	4.108196722	36.97083211	8.999284749	3.44606283	0.586823208
XM_613666	Bos taurus similar to Homo sapiens metallophosphoesterase domain containing 2 (MPPED2)	4.104848648	219.42398	53.45482839	3.021931529	0.586823208
XM_589381	Bos taurus similar to Homo sapiens tripartite motif-containing 16 (TRIM16)	4.099170659	1620.058286	395.2161109	2.846165638	0.586823208
NM_174800	Bos taurus similar to Homo sapiens craniofacial development protein 1 (CFDP1)	4.095895809	2024.036942	494.1622142	1.284109936	0.586823208
XM_582633	Bos taurus similar to Homo sapiens dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis) (DACT1)	4.092900952	26.65002502	6.511280222	3.376635511	0.586823208
NM_174175	Bos taurus seryl-tRNA synthetase (SARS)	4.091699215	2197.780664	537.131531	1.661297	0.586823208
XM_605851	Bos taurus similar to Homo sapiens rapamycin-insensitive companion of mTOR (RICTOR)	4.087033852	6.191698928	1.514961499	1.664111502	0.586823208
NM_173996	Bos taurus chondroitin sulfate proteoglycan BEHAB/brevican (BCAN)	4.08681262	6.511980995	1.593413156	1.687302721	0.586823208
XM_864684	Bos taurus similar to Homo sapiens monooxygenase, DBH-like 1 (MOXD1), transcript variant 1	4.08618929	34.27056231	8.386924804	2.888480488	0.586823208
BI848789	Bos taurus similar to PREDICTED: Homo sapiens hypothetical cardiac/skeletal muscle-expressed ORF (LOC92235)	4.08412917	22381.29126	5480.064495	1.361929886	0.586823208
NM_173998	Bos taurus adaptor-related protein complex 3, delta 1 subunit (AP3D1)	4.081925683	3438.443746	842.3582429	1.30361298	0.586823208
XM_866023	Bos taurus similar to Homo sapiens chromosome 11 open reading frame 52 (C11orf52)	4.079019849	30257.41726	7417.815647	6.157953697	0.586823208
XM_587514	Bos taurus similar to Homo sapiens SP140 nuclear body protein (SP140), transcript variant 1	4.07483596	70.53633336	17.31022649	2.279594937	0.586823208
XM_868133	Bos taurus similar to Homo sapiens stoned B/TFIIA-alpha/beta-like factor (SALF)	4.070627298	78.33971159	19.24512019	3.090670221	0.586823208
NM_001035478	Bos taurus similar to Homo sapiens single-stranded DNA binding protein 2 (SSBP2)	4.068936712	571.1571508	140.370124	1.319923868	0.586823208
NM_001013595	Bos taurus crystallin, gamma C (CRYGC)	4.068118512	12.55511445	3.086221411	2.108886125	0.586823208
XM_866216	PREDICTED: Bos taurus similar to Leukosialin precursor (Leucocyte sialoglycoprotein) (Sialophorin) (CD43 antigen) (Galactoglycoprotein) (GALGP) (LOC614645)	4.06542915	7.291300645	1.793488553	1.647841386	0.586823208
XM_876563	Bos taurus similar to Homo sapiens Histidine acid phosphatase domain containing 2A (HISPPD2A), transcript variant 2	4.059832677	3054.569491	752.3880255	1.463254408	0.586823208
XM_589604	PREDICTED: Bos taurus similar to PAS domain containing serine/threonine-protein kinase (PAS-kinase) (PASKIN) (hPASK) (LOC512154)	4.056335965	220.3404949	54.32008019	1.809225569	0.586823208
XM_587676	PREDICTED: Bos taurus similar to gap junction protein, alpha 5 (LOC539491)	4.052862685	65.38916941	16.13406979	3.456910128	0.586823208
XM_600149	PREDICTED: Bos taurus similar to ADAM metallopeptidase domain 20 preproprotein (LOC521877)	4.052255319	9.172026198	2.263437389	2.02587351	0.586823208
BM288041	Bos taurus similar to Homo sapiens zinc finger protein 503 (ZNF503)	4.049423687	819.5776899	202.3936622	2.117619314	0.586823208
AV594534	Bos taurus similar to Homo sapiens UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2) (GALNT2)	4.046770536	255.6117492	63.16437932	1.335643203	0.586823208
XM_870778	PREDICTED: Bos taurus similar to zinc finger protein 251 (LOC618446)	4.039378971	13.03322096	3.226540777	1.775319484	0.586823208
CB458268	Bos taurus similar to PREDICTED: Homo sapiens SH3 and multiple ankyrin repeat domains 3 (SHANK3)	4.036823307	4.579340554	1.134392121	1.66695525	0.586823208
AW336618	Bos taurus similar to Homo sapiens SH3 and cysteine rich domain 2 (STAC2)	4.032420111	127.8381646	31.70259078	3.126783011	0.586823208
XM_589325	Bos taurus similar to Homo sapiens insulin induced gene 1 (INSIG1), transcript variant 1	4.03169723	890.6156209	220.9033988	4.007935387	0.586823208
XM_864771	PREDICTED: Bos taurus similar to Platelet basic protein precursor (PBP) (Small inducible cytokine B7) (CXCL7) (Leukocyte-derived growth factor) (LDGF) (Macrophage-derived growth factor) (MDGF) (LOC613723)	4.029560754	3.145052604	0.780495145	1.393378409	0.586823208
XM_603382	Bos taurus similar to Homo sapiens sarcosine dehydrogenase (SARDH)	4.025620521	29.25422239	7.267009456	2.01969957	0.586823208
XM_592730	Bos taurus similar to PREDICTED: Homo sapiens similar to peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor (LOC644943)	4.023683309	79.94364357	19.86827427	2.476119154	0.586823208
BM254386	Bos taurus similar to Homo sapiens KIAA1328 (KIAA1328)	4.022861561	92.00631478	22.87086279	2.645807348	0.586823208
CB443254	Bos taurus similar to Homo sapiens syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2) (SNTB2), transcript variant 2	4.022567666	3833.330005	952.9560031	1.477312984	0.586823208
XM_617825	Bos taurus similar to Homo sapiens hypothetical protein FLJ38725 (FLJ38725)	4.021747886	16.61732534	4.131866494	2.034057211	0.586823208
CB459009	Bos taurus similar to Homo sapiens adenosylmethionine decarboxylase 1 (AMD1), transcript variant 1	4.021369005	382.3268731	95.0738101	1.814629286	0.586823208
XM_873953	PREDICTED: Bos taurus similar to Transcription factor Dp-1 (E2F dimerization partner 1) (DRTF1-polypeptide-1), transcript variant 2 (LOC534579)	4.018164093	514.1090879	127.946265	2.304407301	0.586823208
NM_001015661	Bos taurus similar to Homo sapiens RNA binding motif and ELMO/CED-12 domain 1 (RBED1)	4.015559103	1954.098622	486.6317672	1.482920744	0.586823208
AW426151	Bos taurus similar to Homo sapiens mindbomb homolog 1 (Drosophila) (MIB1)	4.010822448	585.4529515	145.9683043	2.073289315	0.586823208
XM_582195	Bos taurus similar to Homo sapiens ubiquitin specific peptidase 20 (USP20), transcript variant 2	4.007820325	2957.97054	738.049688	1.967874856	0.586823208
XM_604484	Bos taurus similar to Homo sapiens YY1 associated protein 1 (YY1AP1), transcript variant 4	4.006784071	31.98778924	7.983407308	2.205899017	0.586823208
XM_870955	Bos taurus similar to PREDICTED: Homo sapiens fatso, transcript variant 1 (FTO)	4.005843166	507.1366171	126.5992192	1.80139109	0.586823208
NM_174675	Bos taurus GABA(A) receptor-associated protein-like 2 (GABARAPL2)	4.005201748	11709.90614	2923.67448	1.506893803	0.586823208
XM_586471	Bos taurus similar to Homo sapiens cofilin 2 (muscle) (CFL2), transcript variant 1	4.003692228	16887.09577	4217.880598	1.472941351	0.586823208
XM_588719	PREDICTED: Bos taurus similar to heat shock transcription factor 2 binding protein (LOC511393), partial mRNA.	4.003575353	149.9269579	37.44826678	2.367535423	0.586823208
XM_591367	Bos taurus similar to Homo sapiens hypothetical protein FLJ35848 (FLJ35848)	3.998656536	6.856361032	1.714666156	1.879680465	0.586823208
BI680570	Unidentified transcripts on BTA12 position 17639433-17640119	3.997657483	83.42851038	20.8693493	3.742582599	0.586823208
XM_582492	Bos taurus similar to Homo sapiens nuclear factor, interleukin 3 regulated (NFIL3)	3.997187094	1014.829319	253.8858689	2.237593062	0.586823208
XM_585591	Bos taurus similar to Homo sapiens olfactory receptor, family 2, subfamily L, member 8 (OR2L8)	3.994127705	11.11733451	2.783419892	2.434056589	0.586823208
XM_866342	Bos taurus similar to Homo sapiens Rho GTPase activating protein 24 (ARHGAP24)	3.992774189	2719.58077	681.1256137	2.372164591	0.586823208
NM_001038217	Bos taurus similar to Homo sapiens chromosome 9 open reading frame 32 (C9orf32)	3.9885725	8279.277928	2075.749639	1.490682059	0.586823208
XM_863957	Bos taurus similar to Homo sapiens kinesin family member 27 (KIF27)	3.988253451	18.68532837	4.685090503	1.82349975	0.586823208
XM_595913	PREDICTED: Bos taurus similar to preferentially expressed antigen in melanoma (LOC517737)	3.987922956	2.161948005	0.542123815	1.302683245	0.586823208
XM_588353	Bos taurus similar to Homo sapiens cytokine receptor-like factor 1 (CRLF1)	3.985696152	447.4609739	112.266705	3.095036946	0.586823208
XM_867671	Bos taurus similar to Homo sapiens family with sequence similarity 119, member A (FAM119A)	3.982400706	129.6986346	32.56795189	2.33416107	0.586823208
XM_872706	Bos taurus similar to Homo sapiens zinc finger RNA binding protein (ZFR)	3.979799321	910.4779086	228.7748289	1.436592215	0.586823208
EE902441	Unidentified transcripts on BTA22 position 12147514-12148130	3.977161739	196.5754243	49.42605736	1.483730134	0.586823208
CA035726	Unidentified transcripts on BTA20 position 32693042-32694202	3.973052646	824.9226603	207.629431	2.101932845	0.586823208
BE476425	Bos taurus similar to Homo sapiens RAN binding protein 10 (RANBP10)	3.971519104	2002.43001	504.1975016	1.378219826	0.586823208
XM_594532	PREDICTED: Bos taurus similar to Intestinal alkaline phosphatase precursor (IAP) (LOC516379)	3.970762772	7.989547106	2.012093788	1.803936064	0.586823208
XM_586866	Bos taurus similar to Homo sapiens phosphatidylserine synthase 1 (PTDSS1)	3.968980766	8104.032276	2041.842164	1.81779976	0.586823208
XM_866348	PREDICTED: Bos taurus similar to interferon stimulated exonuclease gene 20kDa-like 1 (LOC614749)	3.968749131	26.00757809	6.553091977	2.472838598	0.586823208
XM_617854	PREDICTED: Bos taurus similar to Calcium/calmodulin-dependent protein kinase type IV (CAM kinase-GR) (CaMK IV) (LOC537677), partial mRNA.	3.961350777	973.3894409	245.7215975	1.746871414	0.586823208
XM_868370	Bos taurus similar to Homo sapiens chromosome 3 open reading frame 54 (C3orf54)	3.960900166	115.3343785	29.11822406	1.993473456	0.586823208
XM_583247	PREDICTED: Bos taurus similar to Ras-related GTP binding B long isoform (LOC506754)	3.960050866	284.5291017	71.84986037	2.322338137	0.586823208
XM_590663	PREDICTED: Bos taurus similar to nuclear transport factor 2-like export factor 2 (LOC513043)	3.955866075	39.68267788	10.03135018	2.561737843	0.586823208
AU098098	Bos taurus similar to Homo sapiens ubiquitin-conjugating enzyme E2Z (putative) (UBE2Z)	3.955692465	2012.721115	508.8163786	1.761087845	0.586823208
AW480836	Bos taurus similar to Homo sapiens BTB (POZ) domain containing 14B (BTBD14B)	3.955080445	5934.786007	1500.547483	1.624465031	0.586823208
XM_867703	Bos taurus similar to Homo sapiens protein kinase (cAMP-dependent, catalytic) inhibitor beta (PKIB), transcript variant 1	3.953255205	254.1572699	64.29063057	3.047438147	0.586823208
XM_592972	Bos taurus similar to Homo sapiens neighbor of BRCA1 gene 1 (NBR1), transcript variant 1	3.95264105	267.7894808	67.74950658	1.901288675	0.586823208
XM_581056	Bos taurus similar to Homo sapiens CDV3 homolog (mouse) (CDV3)	3.952524987	10325.47073	2612.373296	1.290071793	0.586823208
XM_596897	PREDICTED: Bos taurus similar to zinc finger and SCAN domain containing 5 (LOC518698)	3.951153372	20.74307549	5.249878589	2.202606986	0.586823208
CB421006	Bos taurus similar to Homo sapiens synaptogyrin 1 (SYNGR1), transcript variant 1a	3.949273986	245.6777654	62.20833658	1.783117114	0.586823208
BF261241	Bos taurus similar to Homo sapiens pyruvate dehydrogenase kinase, isozyme 1 (PDK1), nuclear gene encoding mitochondrial protein	3.944316683	1113.566445	282.3217644	1.703906888	0.586823208
BE667837	Bos taurus similar to Homo sapiens nucleoporin like 1 (NUPL1), transcript variant 1	3.941471142	1381.906949	350.6068926	1.46488534	0.586823208
XM_597805	Bos taurus similar to Homo sapiens dynein, axonemal, heavy polypeptide 9 (DNAH9), transcript variant 2	3.936825137	332.0335515	84.34043676	8.906385305	0.586823208
BI347319	Bos taurus similar to Homo sapiens vaccinia related kinase 2 (VRK2)	3.93582622	550.7547099	139.933696	2.115051721	0.586823208
XM_593670	Bos taurus similar to Homo sapiens tight junction associated protein 1 (peripheral) (TJAP1)	3.933599714	2285.504195	581.0210396	1.397255697	0.586823208
NM_174037	Bos taurus delta-like homolog (Drosophila) (DLK1)	3.932496113	29722.44167	7558.161741	1.606620688	0.586823208
XM_867492	PREDICTED: Bos taurus similar to Prolyl 4-hydroxylase alpha-1 subunit precursor (4-PH alpha-1) (Procollagen-proline,2-oxoglutarate-4-dioxygenase alpha-1 subunit) (LOC534946)	3.930682968	67.11199899	17.07387737	2.329688453	0.586823208
NM_001024482	Bos taurus Abl-philin 2 isoform 2 (ZDHHC16)	3.929968915	861.3387807	219.1719067	1.330420031	0.586823208
NM_174746	Bos taurus acetyl-Coenzyme A synthetase 2 (AMP forming)-like (ACAS2L)	3.92713504	28033.1747	7138.327156	4.305113098	0.586823208
XM_605604	Bos taurus similar to Homo sapiens phospholipase A2, group XIIA (PLA2G12A)	3.926364805	2035.642695	518.4548039	1.452814533	0.586823208
XM_590781	Bos taurus similar to Homo sapiens exocyst complex component 3 (EXOC3)	3.92620324	735.250048	187.2674447	1.172101702	0.586823208
CB167096	Bos taurus similar to Homo sapiens TYRO3 protein tyrosine kinase (TYRO3)	3.922555672	373.3732456	95.1862196	1.963513433	0.586823208
BI680981	Bos taurus similar to Homo sapiens DIRAS family, GTP-binding RAS-like 1 (DIRAS1)	3.922052927	1403.256893	357.7863223	2.251784493	0.586823208
BM429308	Bos taurus similar to Homo sapiens transducin (beta)-like 1X-linked receptor 1 (TBL1XR1)	3.92202866	83.68237486	21.33650264	1.531931314	0.586823208
AW653589	Bos taurus similar to Homo sapiens protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), gamma isoform (PPP2R2C), transcript variant 2	3.920795118	992.6351072	253.1718892	2.924664021	0.586823208
AV606837	Bos taurus similar to PREDICTED: Homo sapiens similar to MEGF10 protein (LOC652819)	3.92059653	35.56491732	9.071302553	1.995277692	0.586823208
NM_174444	Bos taurus prostaglandin I2 (prostacyclin) synthase (PTGIS)	3.918137258	16272.47462	4153.115001	4.087567364	0.586823208
BI849640	Bos taurus similar to Homo sapiens DIX domain containing 1 (DIXDC1), transcript variant 2	3.916491079	2306.810507	588.9993008	2.117107721	0.586823208
XM_867943	Bos taurus similar to Homo sapiens round spermatid basic protein 1 (RSBN1)	3.912532242	107.7222965	27.53262843	1.937193971	0.586823208
XM_587041	PREDICTED: Bos taurus similar to retinol binding protein 5, cellular (LOC539418)	3.910506317	8.453341049	2.161699883	1.865119809	0.586823208
XM_603416	PREDICTED: Bos taurus similar to ATP-binding cassette, sub-family A member 3 (LOC525073)	3.907195162	11.71859723	2.999235191	2.036922338	0.586823208
BI849341	Unidentified transcripts	3.901982301	156.4969127	40.10702781	1.597662498	0.586823208
XM_866141	PREDICTED: Bos taurus similar to Alstrom syndrome 1 (LOC614587)	3.901514148	9.728302615	2.493468496	2.397127935	0.586823208
XM_592386	Bos taurus similar to Homo sapiens nardilysin (N-arginine dibasic convertase) (NRD1)	3.90142771	2665.45031	683.1986925	1.388978048	0.586823208
XM_588369	Bos taurus similar to Homo sapiens CDC42 effector protein (Rho GTPase binding) 1 (CDC42EP1), transcript variant 2	3.900282562	14079.52112	3609.872078	1.810746057	0.586823208
BM429288	Bos taurus similar to Homo sapiens neuroligin 2 (NLGN2)	3.899470465	226.0916305	57.98008538	2.228798117	0.586823208
XM_864218	Bos taurus similar to Homo sapiens chromosome 8 open reading frame 70 (C8orf70)	3.895254965	189.0378742	48.53029543	3.157489472	0.586823208
XM_605438	Bos taurus similar to Homo sapiens cell death-inducing DFFA-like effector a (CIDEA), transcript variant 1	3.894375913	1213.73985	311.6647898	2.509377973	0.586823208
AV664629	Unidentified transcripts	3.894332162	346.4253785	88.95629959	1.939103246	0.586823208
XM_867978	Bos taurus similar to Homo sapiens chromosome 9 open reading frame 16 (C9orf16)	3.891966288	5112.052449	1313.488368	2.659304014	0.697678075
XM_587722	Bos taurus similar to Homo sapiens exportin 1 (CRM1 homolog, yeast) (XPO1)	3.890556597	644.4177027	165.6363779	1.416152482	0.697678075
XM_613956	PREDICTED: Bos taurus similar to serine/threonine kinase 35 (LOC540979)	3.887745902	113.2014622	29.11750539	2.583661146	0.697678075
NM_001015667	Bos taurus F-box protein 8 (FBXO8)	3.884956906	285.9497166	73.6043471	1.513649827	0.697678075
AW314401	Bos taurus similar to Homo sapiens exostoses (multiple)-like 1 (EXTL1)	3.883934966	8412.871883	2166.069194	2.005140567	0.697678075
NM_001015531	Bos taurus ribosomal protein S5 (RPS5)	3.881372199	32771.20862	8443.20177	1.374447634	0.697678075
XM_869762	PREDICTED: Bos taurus similar to transcript expressed during hematopoiesis 2 (LOC617490)	3.879046692	3352.044468	864.1413042	1.508491912	0.697678075
XM_617837	PREDICTED: Bos taurus similar to Glycine receptor alpha-2 chain precursor (LOC537660)	3.878643244	7.815055638	2.014894164	2.071708171	0.697678075
XM_587139	Bos taurus similar to Homo sapiens TGFB-induced factor (TALE family homeobox) (TGIF), transcript variant 4	3.875527646	240.0455827	61.93881316	2.223548702	0.697678075
NM_001013583	Bos taurus carboxyl ester lipase (CEL)	3.874899318	40.67878008	10.49802246	2.913138469	0.697678075
XM_606035	Bos taurus similar to Homo sapiens transient receptor potential cation channel, subfamily M, member 1 (TRPM1)	3.872603679	5.938454768	1.533452752	1.8966874	0.697678075
XM_590294	Bos taurus similar to Homo sapiens mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase (MGAT2), transcript variant 1	3.87192708	803.1432788	207.4272738	1.782237623	0.697678075
XM_611822	Bos taurus similar to Homo sapiens chromodomain helicase DNA binding protein 3 (CHD3), transcript variant 3	3.871465285	55.78776104	14.40998613	1.823364079	0.697678075
XM_870970	Bos taurus similar to Homo sapiens tripartite motif-containing 47 (TRIM47)	3.870937349	593.449844	153.3090801	3.718859771	0.697678075
XM_593641	Bos taurus similar to PREDICTED: Homo sapiens zinc finger protein 697 (ZNF697)	3.870336563	21.93496564	5.667456894	1.727387606	0.697678075
XM_870981	Bos taurus similar to Homo sapiens KIAA0649 (KIAA0649)	3.870026009	378.8342553	97.88933057	1.550030857	0.697678075
CB452229	Bos taurus similar to Homo sapiens pleckstrin homology-like domain, family A, member 3 (PHLDA3)	3.866318117	20563.46335	5318.616505	2.199551906	0.697678075
NM_174077	Bos taurus glutathione peroxidase 3 (plasma) (GPX3)	3.865325342	454.9260764	117.6941231	3.882294074	0.697678075
