Ensembl ID	Fold Change	Gene Name	Gene Symbol
ENSG00000203767	1.253208842	D4S2463 homeobox-like Fragment  [Source:UniProtKB/TrEMBL;Acc:Q13060]	ENSG00000203767
ENSG00000163067	1.253163951	Zinc finger protein 2 (Zinc finger protein 2.2) (Zinc finger protein 661) [Source:UniProtKB/Swiss-Prot;Acc:Q9BSG1]	ZNF2
ENSG00000198868	1.253125533	NADH-ubiquinone oxidoreductase chain 4L (EC 1.6.5.3) (NADH dehydrogenase subunit 4L) [Source:UniProtKB/Swiss-Prot;Acc:P03901]	MT-ND4L
ENSG00000175701	1.252802245	Uncharacterized protein LOC205251 [Source:UniProtKB/Swiss-Prot;Acc:Q8NCU8]	LOC205251
ENSG00000131584	1.252772426	Centaurin-beta-5 (Cnt-b5) [Source:UniProtKB/Swiss-Prot;Acc:Q96P50]	CENTB5
ENSG00000197615	1.25259723	Putative uncharacterized protein C8orf49. [Source:Uniprot/SWISSPROT;Acc:Q96NF6]	C8orf49
ENSG00000198583	1.252444127		ENSG00000198583
ENSG00000189150	1.252271985	CDNA FLJ44898 fis, clone BRAMY3002508. [Source:Uniprot/SPTREMBL;Acc:Q6ZT74]	FLJ44898
ENSG00000164649	1.252259113	Cell division cycle-associated 7-like protein (Protein JPO2) (Transcription factor RAM2) [Source:UniProtKB/Swiss-Prot;Acc:Q96GN5]	CDCA7L
ENSG00000187699	1.252132048	Putative uncharacterized protein MGC13057 (cDNA, FLJ93930) [Source:UniProtKB/TrEMBL;Acc:Q53TC7]	MGC13057
ENSG00000137824	1.252124015	Protein FAM82C (Protein tyrosine phosphatase-interacting protein 51) (TCPTP-interacting protein 51) (Cerebral protein 10) [Source:UniProtKB/Swiss-Prot;Acc:Q96TC7]	FAM82C
ENSG00000048740	1.251657957	CUG-BP- and ETR-3-like factor 2 (CELF-2) (Bruno-like protein 3) (RNA-binding protein BRUNOL-3) (CUG triplet repeat RNA-binding protein 2) (CUG-BP2) [Source:UniProtKB/Swiss-Prot;Acc:O95319]	CUGBP2
ENSG00000129586	1.251603062		ZBED5
ENSG00000108106	1.251521699	Ubiquitin-conjugating enzyme E2 S (EC 6.3.2.19) (Ubiquitin-protein ligase S) (Ubiquitin carrier protein S) (Ubiquitin-conjugating enzyme E2-24 kDa) (E2-EPF5) [Source:UniProtKB/Swiss-Prot;Acc:Q16763]	UBE2S
ENSG00000155313	1.251484125	Ubiquitin carboxyl-terminal hydrolase 25 (EC 3.1.2.15) (Ubiquitin thioesterase 25) (Ubiquitin-specific-processing protease 25) (Deubiquitinating enzyme 25) (USP on chromosome 21) [Source:UniProtKB/Swiss-Prot;Acc:Q9UHP3]	USP25
ENSG00000038945	1.251095241	Macrophage scavenger receptor types I and II (Macrophage acetylated LDL receptor I and II) (Scavenger receptor class A member 1) (CD204 antigen) [Source:UniProtKB/Swiss-Prot;Acc:P21757]	MSR1
ENSG00000161270	1.250697312	Nephrin Precursor  (Renal glomerulus-specific cell adhesion receptor) [Source:UniProtKB/Swiss-Prot;Acc:O60500]	NPHS1
ENSG00000160801	1.250608945	Parathyroid hormone/parathyroid hormone-related peptide receptor Precursor  (PTH/PTHrP type I receptor) (PTH/PTHr receptor) [Source:UniProtKB/Swiss-Prot;Acc:Q03431]	PTHR1
ENSG00000161647	1.250581379	MAGUK p55 subfamily member 3 (Protein MPP3) (Discs large homolog 3) [Source:UniProtKB/Swiss-Prot;Acc:Q13368]	MPP3
ENSG00000137809	1.250382781	Integrin alpha-11 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9UKX5]	ITGA11
ENSG00000173020	1.25031964	Beta-adrenergic receptor kinase 1 (EC 2.7.11.15) (Beta-ARK-1) (G-protein coupled receptor kinase 2) [Source:UniProtKB/Swiss-Prot;Acc:P25098]	ADRBK1
ENSG00000161973	1.250242271	Coiled-coil domain-containing protein 42A [Source:UniProtKB/Swiss-Prot;Acc:Q96M95]	CCDC42
ENSG00000186009	1.249880642	Potassium-transporting ATPase subunit beta (Proton pump beta chain) (Gastric H(+)/K(+) ATPase subunit beta) [Source:UniProtKB/Swiss-Prot;Acc:P51164]	ATP4B
ENSG00000129493	1.249623868	HEAT repeat-containing protein 5A [Source:UniProtKB/Swiss-Prot;Acc:Q86XA9]	HEATR5A
ENSG00000119574	1.249522108	Zinc finger and BTB domain-containing protein 45 (Zinc finger protein 499) [Source:UniProtKB/Swiss-Prot;Acc:Q96K62]	ZBTB45
ENSG00000094804	1.249470798	Cell division control protein 6 homolog (CDC6-related protein) (p62(cdc6)) (HsCDC6) (HsCDC18) [Source:UniProtKB/Swiss-Prot;Acc:Q99741]	CDC6
ENSG00000126005	1.24920352	Eukaryotic translation initiation factor 6 (eIF-6) (B4 integrin interactor) (CAB) (p27(BBP)) (B(2)GCN homolog) [Source:UniProtKB/Swiss-Prot;Acc:P56537]	ITGB4BP
ENSG00000139160	1.24909845	UPF0516 protein [Source:UniProtKB/Swiss-Prot;Acc:Q8IXQ9]	C12orf72
ENSG00000159399	1.249059774	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Muscle form hexokinase) [Source:UniProtKB/Swiss-Prot;Acc:P52789]	HK2
ENSG00000122085	1.249031757	mTERF domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q7Z6M4]	MTERFD2
ENSG00000094631	1.248959083	Histone deacetylase 6 (EC 3.5.1.98) (HD6) [Source:UniProtKB/Swiss-Prot;Acc:Q9UBN7]	HDAC6
ENSG00000185485	1.248864417	Uncharacterized protein ENSP00000347017 Fragment  [Source:UniProtKB/TrEMBL;Acc:A6NKT8]	LOC100134108
ENSG00000077984	1.248740432	Cystatin-F Precursor  (Leukocystatin) (Cystatin-7) (Cystatin-like metastasis-associated protein) (CMAP) [Source:UniProtKB/Swiss-Prot;Acc:O76096]	CST7
ENSG00000136213	1.248657401	Carbohydrate sulfotransferase 12 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 2) (Chondroitin 4-sulfotransferase 2) (C4ST2) (C4ST-2) (Sulfotransferase Hlo) [Source:UniProtKB/Swiss-Prot;Acc:Q9NRB3]	CHST12
ENSG00000160991	1.248611295	Protein orai-2 (Transmembrane protein 142B) (CAP-binding protein complex-interacting protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q96SN7]	ORAI2
ENSG00000101474	1.248393827	Adipocyte plasma membrane-associated protein (BSCv protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9HDC9]	C20orf3
ENSG00000106245	1.248258951	Protein BUD31 homolog (Protein G10 homolog) (EDG-2) [Source:UniProtKB/Swiss-Prot;Acc:P41223]	BUD31
ENSG00000177519	1.248210816	Protein reprimo [Source:UniProtKB/Swiss-Prot;Acc:Q9NS64]	RPRM
ENSG00000154723	1.248183466	ATP synthase-coupling factor 6, mitochondrial Precursor  (ATPase subunit F6) [Source:UniProtKB/Swiss-Prot;Acc:P18859]	ATP5J
ENSG00000121075	1.248182309	T-box transcription factor TBX4 (T-box protein 4) [Source:UniProtKB/Swiss-Prot;Acc:P57082]	TBX4
ENSG00000186160	1.24815058	Cytochrome P450 4Z1 (EC 1.14.14.1) (CYPIVZ1) [Source:UniProtKB/Swiss-Prot;Acc:Q86W10]	CYP4Z1
ENSG00000005379	1.248072832	Peripheral-type benzodiazepine receptor-associated protein 1 (PRAX-1) (Peripheral benzodiazepine receptor-interacting protein) (PBR-IP) (RIMS-binding protein 1) (RIM-BP1) [Source:UniProtKB/Swiss-Prot;Acc:O95153]	BZRAP1
ENSG00000179823	1.247694664	LOC152217 protein (Hypothetical protein DKFZp762I1415). [Source:Uniprot/SPTREMBL;Acc:Q6P6A7]	LOC152217
ENSG00000072858	1.24764998	SID1 transmembrane family member 1 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9NXL6]	SIDT1
ENSG00000197670	1.247344194	cDNA FLJ14031 fis, clone HEMBA1004335 [Source:UniProtKB/TrEMBL;Acc:Q9H800]	FLJ14031
ENSG00000086991	1.247232518	NADPH oxidase 4 (EC 1.6.3.-) (Kidney superoxide-producing NADPH oxidase) (KOX-1) (Renal NAD(P)H-oxidase) [Source:UniProtKB/Swiss-Prot;Acc:Q9NPH5]	NOX4
ENSG00000156966	1.246842478	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 (EC 2.4.1.-) (Beta-1,3-N-acetylglucosaminyltransferase-7) (Beta3Gn-T7) (BGnT-7) [Source:UniProtKB/Swiss-Prot;Acc:Q8NFL0]	B3GNT7
ENSG00000136628	1.246751647	Bifunctional aminoacyl-tRNA synthetase[Glutamyl-tRNA synthetase] (EC 6.1.1.17) (Proliferation-inducing gene 32 protein) (Glutamate--tRNA ligase) [Source:UniProtKB/Swiss-Prot;Acc:P07814]	EPRS
ENSG00000151023	1.246744026	Enkurin [Source:UniProtKB/Swiss-Prot;Acc:Q8TC29]	C10orf63
ENSG00000161509	1.246577317	Glutamate [NMDA] receptor subunit epsilon-3 Precursor  (N-methyl D-aspartate receptor subtype 2C) (NMDAR2C) (NR2C) [Source:UniProtKB/Swiss-Prot;Acc:Q14957]	GRIN2C
ENSG00000170790	1.246509154	Olfactory receptor 10A2 (Olfactory receptor OR11-86) (HP4) [Source:UniProtKB/Swiss-Prot;Acc:Q9H208]	OR10A2
ENSG00000204838	1.246284691	MGC21881 protein Fragment  [Source:UniProtKB/TrEMBL;Acc:Q8WUP8]	MGC21881
ENSG00000159335	1.246161202	Parathymosin [Source:UniProtKB/Swiss-Prot;Acc:P20962]	PTMS
ENSG00000143575	1.246054494	HCLS1-associated protein X-1 (HS1-associating protein X-1) (HAX-1) (HS1-binding protein 1) [Source:UniProtKB/Swiss-Prot;Acc:O00165]	HAX1
ENSG00000156110	1.246039547	Adenosine kinase (EC 2.7.1.20) (AK) (Adenosine 5-phosphotransferase) [Source:UniProtKB/Swiss-Prot;Acc:P55263]	ADK
ENSG00000197664	1.245787268		ENSG00000197664
ENSG00000183605	1.245527795	Sideroflexin-4 (Breast cancer resistance marker 1) [Source:UniProtKB/Swiss-Prot;Acc:Q6P4A7]	SFXN4
ENSG00000174151	1.245474108	Cytochrome b561 domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8N8Q1]	CYB561D1
ENSG00000211450	1.24540137	Selenoprotein H (SelH) [Source:UniProtKB/Swiss-Prot;Acc:Q8IZQ5]	C11orf31
ENSG00000179751	1.245298666	Syncollin Precursor  (Insulin synthesis-associated protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q0VAF6]	SYCN
ENSG00000105499	1.245163606	Cytosolic phospholipase A2 gamma Precursor  (EC 3.1.1.4) (cPLA2-gamma) (Phospholipase A2 group IVC) [Source:UniProtKB/Swiss-Prot;Acc:Q9UP65]	PLA2G4C
ENSG00000167968	1.24510081	Deoxyribonuclease I-like 2 Precursor  (EC 3.1.21.-) (DNase I-like 2) (DNase I homolog protein DHP1) [Source:UniProtKB/Swiss-Prot;Acc:Q92874]	DNASE1L2
ENSG00000175487	1.244882683	Putative uncharacterized protein LOC65996 [Source:UniProtKB/Swiss-Prot;Acc:Q0VDF0]	LOC65996
ENSG00000187559	1.244713416	Forkhead box protein D4-like 3 (FOXD4-like 3) [Source:UniProtKB/Swiss-Prot;Acc:Q6VB84]	FOXD4L3
ENSG00000104812	1.24469926	Glycogen [starch] synthase, muscle (EC 2.4.1.11) [Source:UniProtKB/Swiss-Prot;Acc:P13807]	GYS1
ENSG00000100242	1.244629575	Protein unc-84 homolog B (Sad1/unc-84 protein-like 2) (Rab5-interacting protein) (Rab5IP) [Source:UniProtKB/Swiss-Prot;Acc:Q9UH99]	UNC84B
ENSG00000109046	1.244355569	WD repeat and SOCS box-containing protein 1 (WSB-1) (SOCS box-containing WD protein SWiP-1) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y6I7]	WSB1
ENSG00000139641	1.244184091	Extended-synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein) (Protein FAM62A) [Source:UniProtKB/Swiss-Prot;Acc:Q9BSJ8]	FAM62A
ENSG00000178130	1.244089963	Protein FAM27L [Source:UniProtKB/Swiss-Prot;Acc:Q8N5T8]	FAM27L
ENSG00000171824	1.243803614	Exosome component 10 (Polymyositis/scleroderma autoantigen 2) (Autoantigen PM/Scl 2) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) [Source:UniProtKB/Swiss-Prot;Acc:Q01780]	EXOSC10
ENSG00000189437	1.243787463	plexin A4 isoform 3  [Source:RefSeq_peptide;Acc:NP_001099013]	PLXNA4
ENSG00000128918	1.243752701	Retinal dehydrogenase 2 (EC 1.2.1.36) (RALDH 2) (RalDH2) (Aldehyde dehydrogenase family 1 member A2) (Retinaldehyde-specific dehydrogenase type 2) (RALDH(II)) [Source:UniProtKB/Swiss-Prot;Acc:O94788]	ALDH1A2
ENSG00000106536	1.243735835	POU domain, class 6, transcription factor 2 (Retina-derived POU domain factor 1) (RPF-1) [Source:UniProtKB/Swiss-Prot;Acc:P78424]	POU6F2
ENSG00000184990	1.243402928	Apoptosis regulatory protein Siva (CD27-binding protein) (CD27BP) [Source:UniProtKB/Swiss-Prot;Acc:O15304]	SIVA1
ENSG00000198005	1.243031593		ENSG00000198005
ENSG00000079435	1.242909847	Hormone-sensitive lipase (EC 3.1.1.79) (HSL) [Source:UniProtKB/Swiss-Prot;Acc:Q05469]	LIPE
ENSG00000158220	1.242872724	Extended synaptotagmin-3 (E-Syt3) (Chr3syt) (Protein FAM62C) [Source:UniProtKB/Swiss-Prot;Acc:A0FGR9]	FAM62C
ENSG00000095139	1.242843716	Coatomer subunit delta (Delta-coat protein) (Delta-COP) (Archain) [Source:UniProtKB/Swiss-Prot;Acc:P48444]	ARCN1
ENSG00000182870	1.24257763	Polypeptide N-acetylgalactosaminyltransferase 9 (EC 2.4.1.41) (Polypeptide GalNAc transferase 9) (pp-GaNTase 9) (GalNAc-T9) (Protein-UDP acetylgalactosaminyltransferase 9) [Source:UniProtKB/Swiss-Prot;Acc:Q9HCQ5]	GALNT9
ENSG00000137394	1.242548354	Tripartite motif-containing protein 10 (RING finger protein 9) (B30-RING finger protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9UDY6]	TRIM10
ENSG00000076984	1.24244364	Dual specificity mitogen-activated protein kinase kinase 7 (EC 2.7.12.2) (MAP kinase kinase 7) (MAPKK 7) (MAPK/ERK kinase 7) (JNK-activating kinase 2) (c-Jun N-terminal kinase kinase 2) [Source:UniProtKB/Swiss-Prot;Acc:O14733]	MAP2K7
ENSG00000136997	1.242395975	Myc proto-oncogene protein (c-Myc) (Transcription factor p64) [Source:UniProtKB/Swiss-Prot;Acc:P01106]	MYC
ENSG00000142627	1.242311115	Ephrin type-A receptor 2 Precursor  (EC 2.7.10.1) (Tyrosine-protein kinase receptor ECK) (Epithelial cell kinase) [Source:UniProtKB/Swiss-Prot;Acc:P29317]	EPHA2
ENSG00000168488	1.242279358	Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8WWM7]	ATXN2L
ENSG00000105426	1.24174898	Receptor-type tyrosine-protein phosphatase S Precursor  (EC 3.1.3.48) (R-PTP-S) (Protein-tyrosine phosphatase sigma) (R-PTP-sigma) [Source:UniProtKB/Swiss-Prot;Acc:Q13332]	PTPRS
ENSG00000133027	1.241323311	Phosphatidylethanolamine N-methyltransferase (EC 2.1.1.17) (PEAMT) (PEMT) (PEMT2) [Source:UniProtKB/Swiss-Prot;Acc:Q9UBM1]	PEMT
ENSG00000178726	1.241228928	Thrombomodulin Precursor  (TM) (Fetomodulin) (CD141 antigen) [Source:UniProtKB/Swiss-Prot;Acc:P07204]	THBD
ENSG00000130810	1.241030579	Suppressor of SWI4 1 homolog (Ssf-1) (Peter Pan homolog) [Source:UniProtKB/Swiss-Prot;Acc:Q9NQ55]	PPAN
ENSG00000143217	1.240916767	Poliovirus receptor-related protein 4 Precursor  (Nectin-4) (Ig superfamily receptor LNIR)[Processed poliovirus receptor-related protein 4] [Source:UniProtKB/Swiss-Prot;Acc:Q96NY8]	PVRL4
ENSG00000124635	1.240914865	Histone H2B type 1-J (H2B.r) (H2B/r) (H2B.1) [Source:UniProtKB/Swiss-Prot;Acc:P06899]	HIST1H2BJ
ENSG00000010278	1.240886024	CD9 antigen (p24) (Leukocyte antigen MIC3) (Motility-related protein) (MRP-1) (Tetraspanin-29) (Tspan-29) (5H9 antigen) [Source:UniProtKB/Swiss-Prot;Acc:P21926]	CD9
ENSG00000134668	1.240628433	SPOC domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q6ZMY3]	SPOCD1
ENSG00000159079	1.240559449	Uncharacterized protein C21orf59 [Source:UniProtKB/Swiss-Prot;Acc:P57076]	C21orf59
ENSG00000188338	1.240484885	Sodium-coupled neutral amino acid transporter 3 (Na(+)-coupled neutral amino acid transporter 3) (System N amino acid transporter 1) (N-system amino acid transporter 1) [Source:UniProtKB/Swiss-Prot;Acc:Q99624]	SLC38A3
ENSG00000131165	1.240410591	Charged multivesicular body protein 1a (Chromatin-modifying protein 1a) (CHMP1a) (Vacuolar protein-sorting-associated protein 46-1) (Vps46-1) (hVps46-1) [Source:UniProtKB/Swiss-Prot;Acc:Q9HD42]	CHMP1A
ENSG00000130348	1.240339871	Glutamyl-tRNA(Gln) amidotransferase subunit A homolog (EC 6.3.5.-) (Glutaminyl-tRNA synthase-like protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9H0R6]	QRSL1
ENSG00000196290	1.240163998	NIF3-like protein 1 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 1 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9GZT8]	NIF3L1
ENSG00000196109	1.239993324	Zinc finger protein 676 [Source:UniProtKB/Swiss-Prot;Acc:Q8N7Q3]	ZNF676
ENSG00000196932	1.239865915	Transmembrane protein 26 [Source:UniProtKB/Swiss-Prot;Acc:Q6ZUK4]	TMEM26
ENSG00000187650	1.239823793	Vimentin-type intermediate filament-associated coiled-coil protein [Source:UniProtKB/Swiss-Prot;Acc:Q2NL98]	VMAC
ENSG00000138430	1.239823585	Obg-like ATPase 1 (EC 3.6.3.-) (GTP-binding protein 9) [Source:UniProtKB/Swiss-Prot;Acc:Q9NTK5]	OLA1
ENSG00000182107	1.239774243	Cell cycle control protein 50B (Transmembrane protein 30B) [Source:UniProtKB/Swiss-Prot;Acc:Q3MIR4]	TMEM30B
ENSG00000204950	1.239595895	Uncharacterized protein ENSP00000367315 Fragment  [Source:UniProtKB/TrEMBL;Acc:A6NIK2]	LOC390205
ENSG00000176876	1.239591844	Peroxisomal membrane protein 2 (22 kDa peroxisomal membrane protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9NR77]	PXMP2
ENSG00000179639	1.239551101	High affinity immunoglobulin epsilon receptor subunit alpha Precursor  (IgE Fc receptor subunit alpha) (Fc-epsilon RI-alpha) (FcERI) [Source:UniProtKB/Swiss-Prot;Acc:P12319]	FCER1A
ENSG00000168906	1.239159877	S-adenosylmethionine synthetase isoform type-2 (EC 2.5.1.6) (AdoMet synthetase 2) (Methionine adenosyltransferase 2) (Methionine adenosyltransferase II) (MAT-II) [Source:UniProtKB/Swiss-Prot;Acc:P31153]	MAT2A
ENSG00000134202	1.239154969	Glutathione S-transferase Mu 3 (EC 2.5.1.18) (GSTM3-3) (GST class-mu 3) (hGSTM3-3) [Source:UniProtKB/Swiss-Prot;Acc:P21266]	GSTM3
ENSG00000142684	1.2390708	Zinc finger protein 593 (Zinc finger protein T86) [Source:UniProtKB/Swiss-Prot;Acc:O00488]	ZNF593
ENSG00000154222	1.238975794	Coiled-coil and C2 domain-containing protein 1B [Source:UniProtKB/Swiss-Prot;Acc:Q5T0F9]	CC2D1B
ENSG00000156381	1.238647967	Ankyrin repeat domain-containing protein 9 [Source:UniProtKB/Swiss-Prot;Acc:Q96BM1]	ANKRD9
ENSG00000164853	1.238482424	Homeobox protein unc-4 homolog (Homeobox protein Uncx4.1) [Source:UniProtKB/Swiss-Prot;Acc:A6NJT0]	UNCX
ENSG00000170324	1.238369234	FERM and PDZ domain-containing protein 2 (PDZ domain-containing protein 5C) (PDZ domain-containing protein 4) [Source:UniProtKB/Swiss-Prot;Acc:Q68DX3]	FRMPD2
ENSG00000180660	1.23819396	Protein mab-21-like 1 [Source:UniProtKB/Swiss-Prot;Acc:Q13394]	MAB21L1
ENSG00000110324	1.238167924	Interleukin-10 receptor alpha chain Precursor  (IL-10R-A) (IL-10R1) (CDw210a antigen) [Source:UniProtKB/Swiss-Prot;Acc:Q13651]	IL10RA
ENSG00000184113	1.237994832	Claudin-5 (Transmembrane protein deleted in VCFS) (TMDVCF) [Source:UniProtKB/Swiss-Prot;Acc:O00501]	CLDN5
ENSG00000188782	1.237949147	Cation channel sperm-associated protein 4 (CatSper4) [Source:UniProtKB/Swiss-Prot;Acc:Q7RTX7]	CATSPER4
ENSG00000178035	1.237681561	Inosine-5-monophosphate dehydrogenase 2 (EC 1.1.1.205) (IMP dehydrogenase 2) (IMPDH-II) (IMPD 2) [Source:UniProtKB/Swiss-Prot;Acc:P12268]	IMPDH2
ENSG00000143748	1.237398848	Nuclear valosin-containing protein-like (Nuclear VCP-like protein) (NVLp) [Source:UniProtKB/Swiss-Prot;Acc:O15381]	NVL
ENSG00000151276	1.237349627	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (BAI1-associated protein 1) (BAP-1) (Membrane-associated guanylate kinase inverted 1) (MAGI-1) [Source:UniProtKB/Swiss-Prot;Acc:Q96QZ7]	MAGI1
ENSG00000205143	1.237298549	AT-rich interactive domain-containing protein 3C (ARID domain-containing protein 3C) [Source:UniProtKB/Swiss-Prot;Acc:A6NKF2]	ARID3C
ENSG00000166428	1.237282203	Phospholipase D4 (EC 3.1.4.4) (PLD 4) (Choline phosphatase 4) (Phosphatidylcholine-hydrolyzing phospholipase D4) [Source:UniProtKB/Swiss-Prot;Acc:Q96BZ4]	PLD4
ENSG00000101158	1.237265637	Negative elongation factor C/D (NELF-C/D) (TH1-like protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8IXH7]	TH1L
ENSG00000204960	1.237115374	Hypothetical gene supported by AY166699 [Source:UniProtKB/TrEMBL;Acc:A4D250]	BLACE
ENSG00000178863	1.237040945		ENSG00000178863
ENSG00000156860	1.236984568	Probable fibrosin-1 long transcript protein [Source:UniProtKB/Swiss-Prot;Acc:Q9HAH7]	FBRS
ENSG00000171121	1.236923827	Calcium-activated potassium channel subunit beta-3 (Calcium-activated potassium channel, subfamily M subunit beta-3) (Maxi K channel subunit beta-3) (BK channel subunit beta-3) (BKbeta3) [Source:UniProtKB/Swiss-Prot;Acc:Q9NPA1]	KCNMB3
ENSG00000065534	1.236859665	Myosin light chain kinase, smooth muscle (EC 2.7.11.18) (MLCK) (Telokin) (Kinase-related protein) (KRP) [Source:UniProtKB/Swiss-Prot;Acc:Q15746]	MYLK
ENSG00000198178	1.236839873	C-type lectin domain family 4 member C (C-type lectin superfamily member 7) (Blood dendritic cell antigen 2 protein) (BDCA-2) (Dendritic lectin) (CD303 antigen) [Source:UniProtKB/Swiss-Prot;Acc:Q8WTT0]	CLEC4C
ENSG00000164657	1.236587442		ENSG00000164657
ENSG00000133112	1.236190478	Translationally-controlled tumor protein (TCTP) (p23) (Histamine-releasing factor) (HRF) (Fortilin) [Source:UniProtKB/Swiss-Prot;Acc:P13693]	TPT1
ENSG00000117266	1.236156156	Serine/threonine-protein kinase PCTAIRE-3 (EC 2.7.11.22) (PCTAIRE-motif protein kinase 3) [Source:UniProtKB/Swiss-Prot;Acc:Q07002]	PCTK3
ENSG00000008197	1.236151991	Transcription factor AP-2 delta (AP2-delta) (Activating enhancer-binding protein 2 delta) (Transcription factor AP-2 beta-like 1) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z6R9]	TFAP2D
ENSG00000161905	1.236059789	Arachidonate 15-lipoxygenase (EC 1.13.11.33) (Arachidonate omega-6 lipoxygenase) (15-LOX) [Source:UniProtKB/Swiss-Prot;Acc:P16050]	ALOX15
ENSG00000102699	1.235900468	Poly [ADP-ribose] polymerase 4 (EC 2.4.2.30) (PARP-4) (Vault poly(ADP-ribose) polymerase) (VPARP) (193 kDa vault protein) (PARP-related/IalphaI-related H5/proline-rich) (PH5P) [Source:UniProtKB/Swiss-Prot;Acc:Q9UKK3]	PARP4
ENSG00000187626	1.23554503	Zinc finger protein with KRAB and SCAN domains 4 (Zinc finger protein 307) (P373c6.1) [Source:UniProtKB/Swiss-Prot;Acc:Q969J2]	ZKSCAN4
ENSG00000165644	1.235451984	Catechol-O-methyltransferase domain-containing protein 1 (EC 2.1.1.-) [Source:UniProtKB/Swiss-Prot;Acc:Q86VU5]	COMTD1
ENSG00000135437	1.235410178	11-cis retinol dehydrogenase (EC 1.1.1.105) (11-cis RDH) [Source:UniProtKB/Swiss-Prot;Acc:Q92781]	RDH5
ENSG00000188483	1.235131119	Immediate early response gene 5-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q5T953]	IER5L
ENSG00000060709	1.234889806	RIMS-binding protein 2 (RIM-BP2) [Source:UniProtKB/Swiss-Prot;Acc:O15034]	RIMBP2
ENSG00000205412	1.234764639		ENSG00000205412
ENSG00000198249	1.234715768	Keratin-associated protein 3-1 (Keratin-associated protein 3.1) (High sulfur keratin-associated protein 3.1). [Source:Uniprot/SWISSPROT;Acc:Q9BYR8]	KRTAP3-1
ENSG00000149177	1.234641706	Receptor-type tyrosine-protein phosphatase eta (EC 3.1.3.48) (Protein-tyrosine phosphatase eta) (R-PTP-eta) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) [Source:UniProtKB/Swiss-Prot;Acc:Q12913]	PTPRJ
ENSG00000101096	1.234624434	Nuclear factor of activated T-cells, cytoplasmic 2 (T-cell transcription factor NFAT1) (NFAT pre-existing subunit) (NF-ATp) [Source:UniProtKB/Swiss-Prot;Acc:Q13469]	NFATC2
ENSG00000183172	1.234261404	UPF0466 protein C22orf32, mitochondrial Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9H4I9]	C22orf32
ENSG00000141505	1.234121661	Asialoglycoprotein receptor 1 (ASGP-R 1) (ASGPR 1) (Hepatic lectin H1) [Source:UniProtKB/Swiss-Prot;Acc:P07306]	ASGR1
ENSG00000128692	1.233920012	Eukaryotic translation initiation factor 2 subunit 2-like protein [Source:UniProtKB/Swiss-Prot;Acc:A6NK07]	AC_007405.6
ENSG00000148734	1.233861807	Neuropeptide FF receptor 1 (G-protein coupled receptor 147) (RFamide-related peptide receptor OT7T022) [Source:UniProtKB/Swiss-Prot;Acc:Q9GZQ6]	NPFFR1
ENSG00000181016	1.233801881	Coiled-coil domain-containing transmembrane protein C7orf53 [Source:UniProtKB/Swiss-Prot;Acc:Q8N8F7]	C7orf53
ENSG00000187866	1.233777362	Protein FAM122A [Source:UniProtKB/Swiss-Prot;Acc:Q96E09]	FAM122A
ENSG00000168061	1.233755403	SAC3 domain-containing protein 1 (SAC3 homology domain-containing protein 1) [Source:UniProtKB/Swiss-Prot;Acc:A6NKF1]	SAC3D1
ENSG00000183072	1.233548588	Homeobox protein Nkx-2.5 (Homeobox protein NK-2 homolog E) (Cardiac-specific homeobox) (Homeobox protein CSX) [Source:UniProtKB/Swiss-Prot;Acc:P52952]	NKX2-5
ENSG00000198727	1.233448372	Cytochrome b (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit) (Cytochrome b-c1 complex subunit 3) (Complex III subunit 3) (Complex III subunit III) [Source:UniProtKB/Swiss-Prot;Acc:P00156]	MT-CYB
