hg18.refGene.name	chrom	strand	start	end	gene symbol	E3Diff	E6Diff	E9Diff	E12Diff	E24Diff	E48Diff	?with RNAPII peaks +/- 1Kb around TSS
NM_001002295	chr10	+	8136672	8157170	GATA3	-0.4503	-0.453	-0.2546	-0.3162	-0.3055	-0.0362	Yes
NM_005257	chr18	+	18003413	18036225	GATA6	-0.7355	-0.7252	-0.1351	-0.4175	-0.3246	-0.4142	Yes
NM_021167	chr7	+	91914700	91926678	GATAD1	-0.2865	-0.4435	-0.1304	-0.0194	-0.0796	-0.0162	Yes
NM_001483	chr7	+	55999789	56035365	GBAS	0.0749	-0.7418	-0.2982	-0.1848	-0.0983	0.4897	Yes
NM_000158	chr3	-	81621539	81893640	GBE1	-0.2456	-0.4752	-0.2131	-0.0291	0.1923	0.0164	Yes
NM_004193	chr10	+	103995298	104132639	GBF1	-0.2521	-0.4871	-0.4375	0.0424	-0.1585	0.1927	Yes
NM_002056	chr2	-	69400408	69467886	GFPT1	-0.5942	-0.7529	0.0983	0.0011	0.1639	0.5386	Yes
NM_014394	chr10	+	85889164	85903291	GHITM	-0.3186	-0.4966	-0.2021	-0.1276	-0.0032	0.5268	Yes
NM_012201	chr16	-	73038828	73198543	GLG1	-0.5704	-0.7445	-0.2798	-0.3562	-0.251	-0.1874	Yes
NM_016433	chr12	-	108773130	108802676	GLTP	-0.2354	-0.564	-0.3285	-0.367	-0.6051	-0.1159	Yes
NM_012084	chrX	+	120009142	120011477	GLUD2	-0.4954	-0.2748	-0.1818	0.2037	0.005	0.4166	Yes
NM_178439	chr2	+	69910321	69960231	GMCL1	-0.4363	-0.1856	-0.2483	0.1623	0.377	-0.2289	Yes
NM_024482	chr1	+	28867830	28913974	GMEB1	-0.1943	-0.7611	0.0666	0.0221	0.2689	0.1121	Yes
NM_001002001	chr14	+	23771487	23778287	GMPR2	-0.2796	-0.6611	-0.2452	-0.3718	-0.1688	0.3824	Yes
NM_002074	chr1	-	1706588	1812355	GNB1	-0.2914	-0.5903	-0.1137	-0.1685	-0.1335	-0.0349	Yes
NM_001017998	chr9	+	113463681	113472347	GNG10	-0.0293	-0.4619	-0.3011	0.0938	0.0297	-0.1085	Yes
NM_024312	chr12	-	100663407	100748763	GNPTAB	-0.1646	-0.5726	-0.2783	-0.0352	0.1749	0.0385	Yes
NM_002076	chr12	-	63393488	63439493	GNS	-0.5745	-1.0559	-0.303	-0.4436	-0.3422	0.0509	Yes
NM_002077	chr9	-	126680394	126743207	GOLGA1	-0.2622	-0.5078	-0.2777	-0.1555	-0.1643	0.0909	Yes
NM_004486	chr9	-	130057928	130078089	GOLGA2	-0.4313	-0.347	-0.2385	-0.2463	-0.0883	-0.1174	Yes
NM_022130	chr5	-	32160580	32210182	GOLPH3	-0.1632	-0.4206	-0.3274	-0.0401	-0.2845	0.0584	Yes
NM_018178	chr1	-	148885324	148936296	GOLPH3L	-0.6658	-0.4664	-0.2735	-0.4035	-0.2125	0.4223	Yes
NM_001002909	chr17	-	39828175	39936328	GPATCH8	-0.278	-0.4801	-0.117	0.1724	0.1334	0.0442	Yes
NM_001448	chrX	-	132262729	132376871	GPC4	-0.0986	-0.751	-0.0024	-0.2594	-0.2719	-0.5076	Yes
NM_001005340	chr7	+	23252840	23281254	GPNMB	-0.3346	-0.448	-0.4295	-0.3669	-0.5017	-0.4166	No
NM_198827	chr12	+	130004404	130191961	GPR133	-0.2903	-0.3816	-0.4198	-0.1324	-0.2974	-0.1375	No
NM_003272	chr1	+	234372454	234438831	GPR137B	-0.8586	-0.4867	-0.4916	-0.6672	-0.7537	-0.3214	Yes
NM_014373	chr3	+	171238428	171285875	GPR160	-0.0138	-0.4243	-0.5139	-0.368	-0.651	-0.8486	Yes
NM_005302	chr7	-	124173349	124192917	GPR37	-0.4204	-0.2906	-0.1638	-0.2443	-0.4481	-0.4699	No
NM_138437	chrX	+	101853995	101859317	GPRASP2	-1.2034	-0.9331	-0.002	-0.1288	0.217	0.8957	Yes
NM_013296	chr1	+	109221125	109274567	GPSM2	-0.3748	-0.5155	-0.1207	0.0017	0.6336	0.8175	Yes
NM_023927	chr5	+	125786767	125857750	GRAMD3	-0.8345	-0.3151	-0.2986	-0.3098	-0.385	-0.3164	Yes
NM_004490	chr2	-	165057568	165186606	GRB14	-0.0995	-1.3057	-0.8633	-0.8669	-0.3248	-0.8176	Yes
NM_005310	chr17	+	35147712	35157064	GRB7	-0.7378	-0.6576	-0.4686	-0.0984	-0.7335	-0.9691	Yes
NM_024915	chr8	+	102573843	102751128	GRHL2	-0.4855	-0.7205	-0.523	-0.3832	0.214	0.5256	Yes
NM_198173	chr1	+	24518467	24554395	GRHL3	-1.9042	-1.5494	-1.6047	-2.0319	-2.0189	-2.9981	No
NM_004491	chr19	+	52113772	52200173	GRLF1	-0.368	-0.5864	-0.1072	0.0427	-0.0786	-0.1964	No
NM_024719	chr13	-	113026505	113066464	GRTP1	-0.2642	-0.3917	-0.323	-0.148	-0.0279	0.4917	Yes
NM_000637	chr8	-	30655976	30704985	GSR	-0.4097	-0.3791	-0.0576	-0.1396	0.1614	0.155	Yes
NM_000849	chr1	-	110078076	110085183	GSTM3	-0.061	-0.453	-0.2831	-0.3407	-0.4669	-0.6695	Yes
NM_147148	chr1	+	110000220	110009646	GSTM4	-0.0181	-0.2781	-0.5026	-0.5099	-0.6904	-1.2268	Yes
NM_002095	chr8	-	30555572	30635280	GTF2E2	-0.2299	-0.3807	-0.3391	-0.0286	0.0689	0.2309	Yes
NM_001518	chr7	+	73709965	73812958	GTF2I	-0.3987	-0.6008	-0.2358	-0.2794	-0.0356	0.0818	Yes
NM_001079855	chrX	+	2756862	2810861	GYG2	-0.2858	-0.5648	-0.2301	-0.3041	-0.4082	-0.0176	No
NM_005318	chr22	+	36531059	36533389	H1F0	-0.2525	-0.6209	-0.5856	-0.286	-0.0581	0.3286	Yes
NM_138635	chr7	-	44833012	44854250	H2AFV	-0.2464	-0.5886	-0.1134	-0.0555	0.3775	0.6755	Yes
NM_000182	chr2	-	26267007	26321098	HADHA	-0.3084	-0.2861	-0.2432	-0.2607	-0.0968	0.4296	Yes
NM_012208	chr5	+	140051201	140059074	HARS2	-0.1839	-0.4793	-0.255	-0.3041	-0.2232	0.1736	Yes
NM_012257	chr7	+	106596695	106630210	HBP1	-0.1942	-0.4144	-0.1907	-0.1932	-0.098	0.1055	Yes
NM_012080	chrX	-	6976960	7076231	HDHD1A	-0.2516	-0.5667	0.0105	-0.1606	-0.0329	0.2907	Yes
NM_032124	chr18	-	42887778	42930869	HDHD2	0.0277	-0.915	-0.0208	-0.2106	0.0755	0.242	Yes
NM_015473	chr14	-	30830744	30927932	HEATR5A	-0.2601	-0.6453	-0.595	-0.1641	-0.2343	0.0956	No
NM_015987	chr12	-	13019065	13044488	HEBP1	-0.1532	-0.3959	-0.2408	-0.3501	-0.3233	0.2674	Yes
NM_014320	chr6	+	138767028	138776275	HEBP2	-0.2849	-0.4824	-0.2653	-0.3918	-0.2175	0.3493	Yes
NM_014606	chr4	+	89732669	89848709	HERC3	-0.5172	-0.1179	-0.2063	-0.1076	-0.1357	-0.1881	Yes
NM_001010989	chr16	+	55523248	55535294	HERPUD1	-0.2716	-0.5415	-0.2778	-0.2721	-0.4336	-0.03	Yes
NM_022373	chr7	-	35638794	35701297	HERPUD2	-0.5309	-0.5316	-0.0436	-0.0993	-0.0716	0.1754	Yes
NM_005524	chr3	+	195336627	195339090	HES1	-0.5249	-0.3585	-0.1628	-0.437	-0.703	-0.9542	Yes
NM_000521	chr5	+	74016724	74052869	HEXB	-0.4929	-0.5111	-0.0537	-0.0316	0.2484	0.1755	Yes
NM_001040708	chr8	-	80838799	80842653	HEY1	-0.8268	-1.1689	-0.6107	-0.4431	-0.557	-0.5643	Yes
NM_001122834	chr1	+	208568228	208916255	HHAT	-0.7174	-0.2549	0.1252	-0.278	-0.0039	0.1114	Yes
NM_002729	chr10	+	94439660	94445388	HHEX	-0.1479	-0.643	-0.0948	-0.0585	-0.4255	-0.2776	Yes
NM_152740	chr7	-	27531585	27669127	HIBADH	-0.4903	-0.3718	-0.0086	-0.1556	-0.0261	0.3493	Yes
NM_017902	chr10	+	102285630	102303671	HIF1AN	-0.4129	-0.4029	-0.2885	-0.1606	-0.2458	-0.0538	Yes
NM_005338	chr7	-	75001344	75206215	HIP1	-0.4854	-0.7547	-0.052	0.2298	0.1243	0.6051	Yes
NM_198268	chr1	+	114273518	114321945	HIPK1	-0.5323	-0.3323	-0.0409	0.1983	0.4681	0.1865	Yes
NM_003512	chr6	+	26232351	26232897	HIST1H2AC	-0.3258	-0.7628	-0.7084	-0.9205	-1.0781	-0.0317	Yes
NM_021052	chr6	+	26325126	26325690	HIST1H2AE	0.09	-0.5157	-0.5989	-0.3832	-1.1395	-0.2481	Yes
NM_021064	chr6	+	27208795	27209292	HIST1H2AG	-0.426	-0.5585	-0.1422	-0.5089	-0.6876	-0.0126	Yes
NM_003518	chr6	-	26324407	26324851	HIST1H2BG	-0.6258	-1.0122	-0.3818	-0.7533	-0.4266	0.3083	Yes
NM_003536	chr6	+	27885820	27886293	HIST1H3H	-0.0948	-0.4238	-0.432	-0.6205	-1.093	0.1785	Yes
NM_003528	chr1	-	148122633	148124856	HIST2H2BE	-0.225	-0.3797	-0.4992	-0.5841	-0.988	-0.072	Yes
NM_031935	chr1	+	183970305	184426708	HMCN1	-0.5722	-0.4227	-0.2402	-0.1247	0.2015	0.225	Yes
NM_018200	chr15	+	75500297	75565000	HMG20A	-0.63	-1.2143	-0.3212	-0.239	-0.027	0.493	Yes
NM_005342	chrX	+	149902420	149909906	HMGB3	-0.2932	-0.6312	-0.2149	-0.0545	0.27	0.2864	Yes
NM_000859	chr5	+	74668748	74693680	HMGCR	-0.5304	-0.7701	-0.0231	-0.072	0.1613	0.8296	Yes
NM_001098272	chr5	-	43325249	43349352	HMGCS1	0.0675	-0.5732	-0.4048	0.0625	0.0351	0.2032	Yes
NM_006353	chr6	+	26646550	26655143	HMGN4	-0.2112	-0.7911	-0.0799	-0.185	0.1262	0.4105	Yes
NM_020834	chr14	-	22812683	22825149	HOMEZ	-0.4615	-0.2255	-0.1183	-0.2701	-0.1847	0.0383	Yes
NM_019102	chr7	-	27147520	27149812	HOXA5	-0.2506	-0.4346	-0.1387	-0.3733	0.1992	-0.3286	Yes
NM_017409	chr12	+	52665212	52670329	HOXC10	-0.3169	-0.1857	-0.3283	-0.4323	-0.0487	0.4716	Yes
NM_014212	chr12	+	52653176	52656470	HOXC11	-0.1371	-0.6865	0.0135	0.1618	-0.245	-0.0837	Yes
NM_017410	chr12	+	52618842	52626595	HOXC13	-0.5073	-0.5203	-0.7285	-0.8548	-0.85	-1.248	Yes
NM_153693	chr12	+	52696908	52710874	HOXC6	-0.3279	-0.8716	-0.4845	-0.6211	0.3144	0.4026	Yes
NM_006897	chr12	+	52680143	52683387	HOXC9	-0.9774	-0.2996	-0.2475	0.1733	0.4772	0.2678	Yes
NM_016287	chr1	-	20941757	20985768	HP1BP3	-0.0201	-0.5333	-0.2916	-0.1613	0.1096	0.154	Yes
NM_032383	chr3	+	150330060	150373995	HPS3	-0.3954	-0.4724	-0.3597	-0.2585	-0.0026	-0.2928	Yes
NM_181507	chr11	-	18256792	18300297	HPS5	-0.4838	-0.849	0.0355	0.1036	0.461	0.842	Yes
NM_016245	chr4	-	88476714	88531479	HSD17B11	-0.2957	-0.9515	-0.2424	-0.2273	-0.6186	-0.3112	Yes
NM_005346	chr6	+	31903490	31906010	HSPA1B	-0.8956	-0.4195	-0.3601	-0.0265	-0.0186	-0.0508	No
NM_014500	chrX	+	135407336	135422167	HTATSF1	-0.1527	-0.5217	-0.2192	0.3537	0.3191	0.2292	Yes
NM_002775	chr10	+	124211030	124264414	HTRA1	-0.4227	-0.7178	0.1744	0.2543	-0.1012	-0.1016	No
NM_181353	chr20	+	29656752	29657974	ID1	-0.7185	-0.3258	-0.4623	-0.902	-1.0685	-1.1565	Yes
NM_002166	chr2	+	8739563	8742034	ID2	-0.8075	-0.3057	-0.4866	-0.5227	-0.7181	-0.3259	Yes
NM_002167	chr1	-	23756995	23758909	ID3	-0.5347	-0.084	-0.4813	-1.1037	-0.717	-0.67	Yes
NM_001546	chr6	+	19945595	19948894	ID4	-0.5709	-0.3497	-0.1723	-0.3034	-0.2631	-0.11	Yes
NM_005532	chr14	+	93646831	93652786	IFI27	-0.3577	-0.3041	-0.534	-1.0811	-0.4508	-1.144	No
NM_005533	chr17	+	38412294	38420001	IFI35	0.0653	-0.3854	-0.5162	-0.2864	-0.3762	-0.7089	Yes
NM_174887	chr17	-	23679479	23686622	IFT20	-0.2492	-0.3762	-0.7685	-0.7923	-0.6446	-0.2528	Yes
NM_001551	chrX	+	69270042	69302898	IGBP1	-0.1908	-0.5684	-0.3505	-0.6421	-0.4897	-0.0009	No
NM_000876	chr6	+	160310120	160447573	IGF2R	-1.014	-0.5313	-0.3414	-0.1111	-0.0706	-0.0193	Yes
NM_000598	chr7	-	45918368	45927396	IGFBP3	-0.6365	-1.0658	-0.9391	-1.1465	-1.5381	-1.9143	Yes
NM_198541	chr19	+	51424848	51426340	IGFL1	-0.4203	-0.119	-0.2995	-0.2554	-0.2796	0.1728	No
NM_000628	chr21	+	33560541	33591390	IL10RB	-0.2541	-0.8024	-0.6682	-0.6586	-0.6532	0.2953	Yes
NM_001560	chrX	+	117745586	117812524	IL13RA1	-0.4749	-0.8908	-0.298	-0.325	-0.2184	-0.0949	Yes
NM_000877	chr2	+	102136833	102162766	IL1R1	-0.2449	-0.9587	-0.7903	-1.1912	-1.3683	-1.5134	No
NM_005536	chr8	-	82731705	82761144	IMPA1	-0.28	-0.7745	-0.4014	0.2311	0.08	0.1224	Yes
NM_032727	chr10	+	105026909	105040096	INA	-0.5307	-0.2989	-0.1582	-0.209	-0.399	-0.1676	No
NM_005539	chr10	+	134201342	134446974	INPP5A	-0.3478	-0.6665	-0.2471	-0.1974	-0.2301	-0.1062	Yes
NM_003870	chr15	+	88732476	88846479	IQGAP1	-0.3301	-0.5396	-0.1573	-0.2607	0.0119	0.0416	Yes
NM_002199	chr4	-	185545869	185632720	IRF2	-0.374	-0.6006	-0.469	-0.1136	-0.1819	0.2964	Yes
NM_006147	chr1	-	208027884	208046102	IRF6	-0.342	-0.2696	-0.213	-0.3168	-0.3698	-0.0619	Yes
NM_005853	chr16	+	53522611	53525896	IRX5	-0.4458	-0.857	-0.1095	-0.0688	0.1642	0.2537	Yes
NM_014301	chr12	+	107480423	107487289	ISCU	-0.2125	-0.5652	-0.2183	-0.3273	-0.1812	0.0084	Yes
NM_030790	chr16	-	45746798	46052516	ITFG1	-0.171	-0.5622	-0.0989	-0.1975	0.2041	-0.0896	Yes
NM_001005731	chr17	+	71229110	71265494	ITGB4	-0.2652	-0.2071	-0.3378	-0.1295	-0.3066	-0.2977	Yes
NM_000888	chr2	-	160666478	160764836	ITGB6	-0.0769	-0.4164	-0.4106	-0.4328	-0.5525	-2.1922	No
NM_021999	chr13	+	47705274	47734233	ITM2B	-0.2285	-0.6049	-0.2592	-0.3065	-0.2452	0.0038	Yes
NM_006618	chr1	-	200963154	201044172	JARID1B	-0.483	-0.6666	-0.3051	-0.4527	-0.4529	-0.1493	Yes
NM_130469	chr14	+	74964812	75009155	JDP2	-0.2394	-0.4264	-0.3198	-0.6601	-0.9357	-1.0431	Yes
NM_018433	chr2	+	86521781	86573349	JMJD1A	-0.5251	-0.3035	-0.0298	-0.1541	-0.2726	-0.1229	Yes
NM_016604	chr5	+	137716183	137800615	JMJD1B	-0.8519	-0.9042	-0.2371	-0.2737	9.00E-04	0.1	Yes
NM_014663	chr1	+	43888383	43943776	JMJD2A	-0.5539	-0.4164	-0.5246	-0.1628	-0.5644	0.058	Yes
NM_032876	chr14	-	22510249	22521688	JUB	-0.9442	-0.4721	-0.2385	-0.401	-0.3206	-0.5159	Yes
NM_018095	chr11	-	47550325	47557143	KBTBD4	-0.4919	-0.1204	-0.225	-0.3212	-0.22	0.2464	Yes
NM_032138	chr13	-	40663710	40666702	KBTBD7	-0.7296	-0.3446	-0.1977	-0.2327	0.044	0.428	Yes
NM_002239	chr2	+	155263338	155421260	KCNJ3	-0.267	-0.4077	-0.1688	-0.1589	-0.1709	-0.093	No
NM_004982	chr12	-	21809155	21819014	KCNJ8	-1.2605	-1.1462	-0.5997	-0.7066	-0.7661	-0.0506	No
NM_002245	chr1	+	231816372	231874881	KCNK1	-0.4955	-0.225	-0.1376	-0.1628	0.1755	0.3792	Yes
NM_031954	chr12	-	108370842	108399538	KCTD10	-0.3296	-0.5731	-0.2554	-0.4541	-0.2893	-0.1589	Yes
NM_001029859	chr11	-	77559945	77577312	KCTD21	-0.2487	-0.4323	-0.5396	-0.4315	-0.8035	-0.4054	Yes
NM_016121	chr1	+	213807357	213861772	KCTD3	-0.4062	-0.3873	-0.199	0.2906	0.1492	-0.1232	Yes
NM_014846	chr8	-	126105684	126173243	KIAA0196	-0.397	-0.5712	-0.0888	-0.1624	-0.1292	-0.0222	Yes
NM_015349	chr6	+	42896771	42944274	KIAA0240	-0.4262	-0.4079	-0.2539	0.1024	-0.0452	0.2384	No
NM_014734	chr14	+	69148062	69251612	KIAA0247	-0.5981	-0.6564	-0.2666	-0.3584	-0.358	-0.3479	Yes
NM_024874	chr1	-	35671678	35795624	KIAA0319L	-0.1582	-0.58	-0.2678	-0.2956	-0.6629	-0.0772	Yes
NM_015299	chr14	+	23968980	23980387	KIAA0323	-0.6473	-0.4731	-0.3502	-0.5642	-0.4193	-0.311	Yes
NM_014686	chr19	+	39437295	39538311	KIAA0355	-0.3614	-1.0942	0.1084	-0.5328	-0.1857	-0.0772	Yes
NM_014647	chr16	-	15595744	15644510	KIAA0430	-0.3289	-0.4959	-0.2691	-0.1757	0.0918	-0.0739	Yes
NM_014774	chr1	-	46913417	46957323	KIAA0494	-0.1697	-0.416	-0.2057	-0.1339	0.0145	-0.027	Yes
NM_014732	chr16	+	83618910	83685329	KIAA0513	-0.645	-0.7563	-0.606	-0.6943	-1.0697	-0.9476	Yes
NM_014802	chr12	-	22492784	22588719	KIAA0528	-0.2036	-0.6463	-0.1708	0.1553	0.43	0.1963	Yes
NM_015323	chr6	+	97076422	97109872	KIAA0776	-0.17	-0.4222	-0.259	-0.0762	0.0857	-0.2687	Yes
NM_015210	chr18	+	8707368	8822775	KIAA0802	-0.7064	-0.0783	-0.0418	0.1264	0.0023	-0.3186	No
NM_014924	chr14	-	54902862	54948329	KIAA0831	-0.7686	-1.0056	-0.3103	-0.2044	-0.0739	-0.0876	Yes
NM_014949	chr1	-	154149459	154170812	KIAA0907	-0.7449	-0.1793	-0.1394	0.103	0.068	0.1829	Yes
NM_015196	chr4	+	154606947	154777312	KIAA0922	-0.3017	-0.5085	-0.1483	-0.3472	-0.1891	-0.3155	Yes
NM_015634	chr10	+	70418498	70446742	KIAA1279	-0.3705	-0.4851	-0.214	-0.1333	0.3409	0.5427	Yes
NM_019600	chr15	-	50660809	50758112	KIAA1370	-0.6203	-0.9571	-0.6551	-0.6881	0.1601	-0.5917	Yes
NM_020888	chr1	+	32980098	33013158	KIAA1522	-0.1801	-0.3313	-0.4162	-0.2901	-0.5635	-0.8243	No
NM_020910	chr7	-	138166666	138255110	KIAA1549	-0.462	-0.1715	-0.2143	-0.0618	-0.1785	-0.1544	No
NM_001127211	chr10	-	118634295	118755078	KIAA1598	-0.5794	-0.9644	-0.3124	-0.5591	-0.1463	-0.0534	Yes
NR_021487	chr7	+	1576234	1595785	KIAA1908	-0.1249	-0.2723	-0.6806	-0.6285	-0.6783	-0.3618	Yes
NM_015074	chr1	+	10193350	10364248	KIF1B	-0.231	-0.5338	-0.1242	-0.0134	0.255	0.1343	Yes
NM_005733	chr5	+	137542315	137551302	KIF20A	-0.1346	-0.4616	-0.3164	-0.1703	0.6043	1.7747	Yes
NM_004798	chr20	+	30329127	30386472	KIF3B	-0.3778	-0.6073	-0.1112	-0.2168	-0.1606	0.1388	Yes
NM_012310	chrX	+	69426619	69557461	KIF4A	0.0694	-0.6463	-0.3084	-0.0637	0.5086	1.5591	Yes
NM_003994	chr12	-	87410697	87498369	KITLG	-0.2552	-0.4152	-0.1808	-0.3048	0.1714	-0.3684	Yes
NM_182923	chr14	+	103165277	103237641	KLC1	-0.523	-0.4264	-0.3294	-0.0562	0.1608	0.3748	Yes
NM_016531	chr4	+	38342184	38379524	KLF3	-0.5572	-0.577	-0.1279	-0.0612	-0.0662	0.0914	Yes
NM_001730	chr13	+	72531142	72549677	KLF5	-0.7899	-0.6646	-0.4745	-0.3402	-0.2781	-0.6254	Yes
NM_001300	chr10	-	3808188	3817473	KLF6	-0.435	-0.4405	-0.2943	-0.2682	-0.3028	-0.4418	Yes
NM_014315	chr14	+	49304536	49319606	KLHDC2	-0.0526	-0.4178	-0.3642	-0.4062	-0.2834	-0.0327	Yes
NM_173546	chr3	+	49184071	49188923	KLHDC8B	-0.1888	-0.491	-0.5996	-0.6215	-0.6004	-0.556	Yes
NM_021633	chr1	-	201126852	201162994	KLHL12	-0.4926	-0.6255	-0.1173	-0.1993	0.0815	0.1998	Yes
NM_012316	chr1	+	32346230	32414755	KPNA6	-0.2785	-0.5174	-0.0636	-0.1651	-0.0929	0.3382	Yes
NM_003937	chr2	+	143351664	143516355	KYNU	-0.2487	-0.5705	-0.3829	-0.3273	-0.1578	-0.1565	Yes
NM_024003	chrX	-	152780167	152794593	L1CAM	-0.2582	-0.1679	-0.4704	-0.185	-0.8607	-1.5528	No
NM_032857	chr15	+	61201084	61221313	LACTB	-0.3107	-0.6952	-0.4048	-0.3345	0.2435	-0.2052	Yes
NM_005560	chr20	-	60317515	60375763	LAMA5	-0.4191	-0.3073	-0.0804	0.0016	-0.3318	-0.3423	Yes
NM_002292	chr3	-	49133550	49145603	LAMB2	-0.4234	-0.1336	-0.482	-0.3815	-0.9268	-0.6397	Yes
NM_002293	chr1	+	181259217	181381350	LAMC1	-0.4267	-0.4786	-0.1981	-0.1285	-0.1156	-0.5182	Yes
NM_002294	chrX	-	119444030	119487232	LAMP2	-0.1095	-0.5652	-0.1462	-0.2241	-0.177	0.086	Yes
NM_018357	chr15	-	68910942	68933552	LARP6	-0.3316	-0.4419	-0.3693	-0.5904	-0.7844	-0.8722	Yes
NM_014572	chr13	-	20445175	20533722	LATS2	-0.5318	-0.4935	-0.3173	-0.0392	0.0226	-0.1174	Yes
NM_017526	chr1	+	65658906	65670839	LEPROT	-0.215	-0.467	-0.2465	-0.2999	-0.3518	-0.2618	Yes
NM_001024668	chr12	+	49728350	49740474	LETMD1	-0.4033	-0.4839	-0.3699	-0.3721	-0.5956	-0.0881	Yes
NM_201545	chr1	+	234748187	234779619	LGALS8	-0.1975	-0.5702	-0.2995	-0.3681	-0.4414	-0.3623	No
NM_018176	chr4	-	24609568	24641512	LGI2	-0.4943	-0.1713	-0.2854	-0.1932	0.0199	-0.2172	No
NM_005779	chr5	-	77816793	77980404	LHFPL2	-0.6815	-1.0045	-0.233	-0.4489	-0.6423	-1.1105	Yes
NM_004789	chr9	+	125813709	125835263	LHX2	-0.3373	-0.4351	-0.3323	-0.3135	-0.0861	-0.2607	Yes
NM_001113546	chr12	-	48855829	48963620	LIMA1	-0.1722	-0.8285	-0.7182	-0.6444	-0.6096	-0.8707	Yes
NM_005569	chr22	+	29938249	30006066	LIMK2	-0.461	-0.6138	-0.0903	-0.3105	-0.1841	-0.4134	Yes
NM_004664	chr12	-	79715301	79855825	LIN7A	-0.1724	-0.4932	-0.134	-0.7159	-0.3241	-0.6634	No
NM_139248	chr3	-	186708263	186753063	LIPH	-0.3725	-0.4425	-0.4844	-0.3183	-0.3552	-0.2855	No
NM_004862	chr16	-	11549082	11587730	LITAF	-0.1406	-0.4484	-0.2176	-0.3792	-0.268	-0.3151	Yes
NM_018368	chr6	-	70442469	70563609	LMBRD1	-0.2818	-0.994	-0.3444	-0.4439	-0.4174	-0.2686	Yes
NM_001080434	chr19	-	53680339	53708258	LMTK3	-1.2268	-0.2579	-0.3062	-0.3781	-1.1403	-0.8162	Yes
NM_005575	chr5	+	96297101	96390871	LNPEP	-0.3606	-0.2696	-0.2814	-0.0421	0.3163	-0.1663	Yes
NM_001126328	chr4	-	54021193	54152481	LNX1	-0.5583	-0.74	-0.6092	-0.4661	-0.365	0.1979	Yes
NM_001083612	chr15	+	76586960	76616770	LOC123688	-0.4984	-0.5707	-0.1157	-0.2265	-0.0839	0.0604	Yes
NR_002809	chr12	-	120717557	120725773	LOC338799	-0.2268	-0.271	-0.3282	0.0461	-0.1481	0.2144	Yes
NM_001008737	chr3	-	10023101	10027779	LOC401052	-0.1939	-0.553	-0.2809	-0.3109	-0.4085	-0.0456	Yes
NM_181334	chr22	+	43477045	43637326	LOC553158	-0.4333	-0.3785	-0.0524	0.049	-0.1498	-0.11	Yes
NR_003713	chr5	-	1650671	1687120	LOC728613	-0.4329	-0.8432	-0.2918	-0.3173	0.0952	0.4531	Yes
NM_014646	chr18	-	2906991	3001945	LPIN2	-0.3855	-0.9573	-0.2573	0.0381	-0.267	-0.1868	Yes
NM_006726	chr4	-	151405045	152156329	LRBA	-0.3203	-0.5708	-0.4733	-0.0827	-0.0938	-0.2764	Yes
NM_014045	chr14	+	22410799	22417131	LRP10	-0.6388	-0.651	-0.341	-0.3577	-0.6384	-0.3426	Yes
NM_032832	chr6	-	150181586	150227173	LRP11	-0.3971	-0.8874	-0.5131	-0.058	0.105	-0.1132	Yes
NM_052940	chr1	+	54184624	54206427	LRRC42	-0.231	-0.1182	-0.5212	0.1477	0.0744	0.5204	Yes
NM_001005373	chr9	+	129253612	129305599	LRSAM1	-0.505	-0.4561	-0.257	-0.064	-0.4106	-0.1889	Yes
NM_001114093	chr19	+	39355191	39412260	LSM14A	-0.1696	-0.6657	-0.1436	-0.0211	0.1673	-0.2839	Yes
NM_206943	chr2	+	33025895	33478079	LTBP1	-0.411	-0.5411	-0.1666	0.1525	0.1973	0.0665	Yes
NM_020169	chr3	-	159866896	159873176	LXN	-0.1166	-0.5687	-0.5572	-0.5767	-0.7831	-1.7689	Yes
NM_001111097	chr8	+	56954939	57086494	LYN	-0.8134	-1.1102	-0.4512	-0.4604	-0.3237	0.2415	Yes
NM_001077427	chr2	-	133118806	133145540	LYPD1	-0.4073	-0.4536	-0.2591	-0.6371	-0.8805	-1.1554	Yes
NM_014400	chr19	-	48656785	48661671	LYPD3	-0.3074	-0.4135	-0.3857	-0.5478	-0.5079	0.0008	Yes
NM_198273	chr5	-	89847200	89861157	LYSMD3	-0.3632	-0.2926	-0.3781	-0.4178	0.424	-0.194	Yes
NM_052886	chr8	+	120289790	120327095	MAL2	-0.0878	-0.5751	-0.3835	-0.0263	-0.0704	-0.6908	Yes
NR_002819	chr11	+	65021808	65030513	MALAT1	-0.4513	-0.8655	-0.5596	0.3005	0.3685	-0.517	Yes
NM_005434	chr2	-	110198743	110231432	MALL	-0.2194	-0.1919	-0.4112	-0.775	-1.3662	-2.4105	Yes
NM_014757	chr5	+	179092456	179136891	MAML1	-0.3399	-0.3789	-0.2606	-0.1024	-0.0102	-0.1366	Yes
NM_002372	chr5	+	109053054	109231328	MAN2A1	-0.3786	-0.4543	-0.1666	0.2624	0.0279	-0.5289	Yes
NM_015274	chr4	+	6627802	6675089	MAN2B2	-0.2899	-0.5129	-0.0849	-0.5002	-0.282	-0.0642	Yes
NM_018050	chr12	-	12373484	12394436	MANSC1	-0.4179	-0.6495	-0.2233	-0.6561	-0.3605	-0.1284	Yes
NM_001039538	chr2	+	209997015	210307079	MAP2	-0.0357	-0.6257	-0.4572	-0.1905	-0.632	-0.4673	Yes
