Location	Fold Change	ProbeSet ID	UniGene ID	Gene Symbol	Gene Name
Cytoplasm	2.2	218085_at	Hs.635313	CHMP5	chromatin modifying protein 5
Cytoplasm	2.2	222203_s_at	Hs.120319	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)
Cytoplasm	2.2	209146_at	Hs.105269	SC4MOL	sterol-C4-methyl oxidase-like
Cytoplasm	2.2	201765_s_at	Hs.604479	HEXA	hexosaminidase A (alpha polypeptide)
Cytoplasm	2.1	222427_s_at	Hs.432674	LARS	leucyl-tRNA synthetase
Cytoplasm	2.1	203093_s_at	Hs.465784	TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)
Cytoplasm	2.1	204549_at	Hs.321045	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon
Cytoplasm	2.1	209063_x_at	Hs.482038	PAIP1	poly(A) binding protein interacting protein 1
Cytoplasm	2.1	208726_s_at	Hs.429180	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa
Cytoplasm	2.1	223295_s_at	Hs.16803	LUC7L	LUC7-like (S. cerevisiae)
Cytoplasm	2.1	218669_at	Hs.119889	RAP2C	RAP2C, member of RAS oncogene family
Cytoplasm	2.1	223046_at	Hs.444450	EGLN1	egl nine homolog 1 (C. elegans)
Cytoplasm	2.1	202651_at	Hs.654626	LPGAT1	lysophosphatidylglycerol acyltransferase 1
Cytoplasm	2.1	201738_at	Hs.315230	EIF1B	eukaryotic translation initiation factor 1B
Cytoplasm	2.1	204059_s_at	Hs.21160	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic
Cytoplasm	2.1	208985_s_at	Hs.404056	EIF3J	eukaryotic translation initiation factor 3, subunit J
Cytoplasm	2.1	203657_s_at	Hs.11590	CTSF	cathepsin F
Nucleus	82.5	219209_at	Hs.163173	IFIH1	interferon induced with helicase C domain 1
Nucleus	38.3	228617_at	Hs.441975	XAF1	XIAP associated factor 1
Nucleus	30.3	206133_at	Hs.441975	XAF1	XIAP associated factor 1
Nucleus	28	39549_at	Hs.156832	NPAS2	neuronal PAS domain protein 2
Nucleus	27.2	236313_at	Hs.72901	CDKN2B	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)
Nucleus	26.1	202643_s_at	Hs.211600	TNFAIP3	tumor necrosis factor, alpha-induced protein 3
Nucleus	23	1554966_a_at	Hs.104672	FILIP1L	filamin A interacting protein 1-like
Nucleus	19.6	203927_at	Hs.458276	NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon
Nucleus	19	204702_s_at	Hs.404741	NFE2L3	nuclear factor (erythroid-derived 2)-like 3
Nucleus	16.8	202724_s_at	Hs.370666	FOXO1	forkhead box O1
Nucleus	14.2	213462_at	Hs.156832	NPAS2	neuronal PAS domain protein 2
Nucleus	12.7	218543_s_at	Hs.12646	PARP12	poly (ADP-ribose) polymerase family, member 12
Nucleus	11.7	204135_at	Hs.104672	FILIP1L	filamin A interacting protein 1-like
Nucleus	11.6	202843_at	Hs.6790	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9
Nucleus	9.7	230636_s_at	Hs.150557	KLF9	Kruppel-like factor 9
Nucleus	9.2	227020_at	Hs.463613	YPEL2	yippee-like 2 (Drosophila)
Nucleus	9.1	202644_s_at	Hs.211600	TNFAIP3	tumor necrosis factor, alpha-induced protein 3
Nucleus	8.7	210285_x_at	Hs.446091	WTAP	Wilms tumor 1 associated protein
Nucleus	8.2	1552487_a_at	Hs.459153	BNC1	basonuclin 1
Nucleus	8	202980_s_at	Hs.295923	SIAH1	seven in absentia homolog 1 (Drosophila)
Nucleus	8	221530_s_at	Hs.177841	BHLHE41	basic helix-loop-helix family, member e41
Nucleus	7.9	209417_s_at	Hs.632258	IFI35	interferon-induced protein 35
Nucleus	7.8	218145_at	Hs.516826	TRIB3	tribbles homolog 3 (Drosophila)
Nucleus	7.7	224848_at	Hs.119882	CDK6	cyclin-dependent kinase 6
Nucleus	7.7	209230_s_at	Hs.513463	NUPR1	nuclear protein 1
Nucleus	7.5	1554462_a_at	Hs.6790	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9
Nucleus	7.4	207196_s_at	Hs.543850	TNIP1	TNFAIP3 interacting protein 1
Nucleus	7.1	220658_s_at	Hs.434269	ARNTL2	aryl hydrocarbon receptor nuclear translocator-like 2
Nucleus	7	205528_s_at	Hs.368431	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
Nucleus	7	204203_at	Hs.429666	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma
Nucleus	6.8	204341_at	Hs.123534	TRIM16	tripartite motif-containing 16
Nucleus	6.7	216125_s_at	Hs.709269	RANBP9	RAN binding protein 9
Nucleus	6.6	203137_at	Hs.446091	WTAP	Wilms tumor 1 associated protein
Nucleus	6.1	225344_at	Hs.171426	NCOA7	nuclear receptor coactivator 7
Nucleus	6.1	205529_s_at	Hs.368431	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
Nucleus	5.8	207039_at	Hs.512599	CDKN2A	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)
Nucleus	5.8	236471_at	Hs.404741	NFE2L3	nuclear factor (erythroid-derived 2)-like 3
Nucleus	5.7	39548_at	Hs.156832	NPAS2	neuronal PAS domain protein 2
Nucleus	5.7	218486_at	Hs.12229	KLF11	Kruppel-like factor 11
Nucleus	5.7	224847_at	Hs.119882	CDK6	cyclin-dependent kinase 6
Nucleus	5.4	224204_x_at	Hs.434269	ARNTL2	aryl hydrocarbon receptor nuclear translocator-like 2
Nucleus	5.2	223650_s_at	Hs.449628	NRBF2	nuclear receptor binding factor 2
Nucleus	5	202842_s_at	Hs.6790	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9
Nucleus	5	209706_at	Hs.55999	NKX3-1	NK3 homeobox 1
Nucleus	4.8	222636_at	Hs.434075	MED28	mediator complex subunit 28
Nucleus	4.8	224851_at	Hs.119882	CDK6	cyclin-dependent kinase 6
Nucleus	4.8	205063_at	Hs.708127	SIP1	survival of motor neuron protein interacting protein 1
Nucleus	4.7	219540_at	Hs.460645	ZNF267	zinc finger protein 267
Nucleus	4.6	203377_s_at	Hs.428147	CDC40	cell division cycle 40 homolog (S. cerevisiae)
Nucleus	4.6	210218_s_at	Hs.369056	SP100	SP100 nuclear antigen
Nucleus	4.5	221803_s_at	Hs.449628	NRBF2	nuclear receptor binding factor 2
Nucleus	4.4	204523_at	Hs.181552	ZNF140	zinc finger protein 140
Nucleus	4.3	209969_s_at	Hs.642990	STAT1	signal transducer and activator of transcription 1, 91kDa
Nucleus	4.3	201780_s_at	Hs.12333	RNF13	ring finger protein 13
Nucleus	4.1	225768_at	Hs.37288	NR1D2	nuclear receptor subfamily 1, group D, member 2
Nucleus	4.1	229711_s_at	Hs.484551	MDM2	Mdm2 p53 binding protein homolog (mouse)
Nucleus	4	214697_s_at	Hs.269988	ROD1	ROD1 regulator of differentiation 1 (S. pombe)
Nucleus	4	203010_at	Hs.437058	STAT5A	signal transducer and activator of transcription 5A
Nucleus	4	202531_at	Hs.436061	IRF1	interferon regulatory factor 1
Nucleus	4	202583_s_at	Hs.709269	RANBP9	RAN binding protein 9
Nucleus	4	217915_s_at	Hs.274772	RSL24D1	ribosomal L24 domain containing 1
Nucleus	3.9	225527_at	Hs.429666	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma
Nucleus	3.7	209581_at	Hs.502775	PLA2G16	phospholipase A2, group XVI
Nucleus	3.7	203543_s_at	Hs.150557	KLF9	Kruppel-like factor 9
Nucleus	3.6	213698_at	Hs.533986	ZMYM6	zinc finger, MYM-type 6
Nucleus	3.6	227155_at	Hs.436792	LMO4	LIM domain only 4
Nucleus	3.6	226682_at	Hs.560343	RORA	RAR-related orphan receptor A
Nucleus	3.6	203743_s_at	Hs.584809	TDG	thymine-DNA glycosylase
Nucleus	3.6	219924_s_at	Hs.675613	ZMYM6	zinc finger, MYM-type 6
Nucleus	3.5	201866_s_at	Hs.122926	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
Nucleus	3.5	224618_at	Hs.269988	ROD1	ROD1 regulator of differentiation 1 (S. pombe)
Nucleus	3.4	225133_at	Hs.298658	KLF3	Kruppel-like factor 3 (basic)
Nucleus	3.3	230440_at	Hs.54925	ZNF469	zinc finger protein 469
Nucleus	3.3	225160_x_at	Hs.484551	MDM2	Mdm2 p53 binding protein homolog (mouse)
Nucleus	3.3	219885_at	Hs.663548	SLFN12	schlafen family member 12
Nucleus	3.3	229317_at	Hs.182971	KPNA5	karyopherin alpha 5 (importin alpha 6)
Nucleus	3.3	235450_at	Hs.536850	FBXL4	F-box and leucine-rich repeat protein 4
Nucleus	3.2	202863_at	Hs.369056	SP100	SP100 nuclear antigen
Nucleus	3.2	202864_s_at	Hs.369056	SP100	SP100 nuclear antigen
Nucleus	3.2	235020_at	Hs.369519	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa
Nucleus	3.2	216262_s_at	Hs.632264	TGIF2	TGFB-induced factor homeobox 2
Nucleus	3.2	204005_s_at	Hs.643130	PAWR	PRKC, apoptosis, WT1, regulator
Nucleus	3.1	207079_s_at	Hs.497353	MED6	mediator complex subunit 6
Nucleus	3.1	209272_at	Hs.570078	NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)
Nucleus	3.1	226275_at	Hs.468908	MXD1	MAX dimerization protein 1
Nucleus	3.1	216693_x_at	Hs.513954	HDGFRP3	hepatoma-derived growth factor, related protein 3
Nucleus	3.1	201779_s_at	Hs.12333	RNF13	ring finger protein 13
Nucleus	3.1	223586_at		ARNTL2	aryl hydrocarbon receptor nuclear translocator-like 2
Nucleus	3.1	224833_at	Hs.369438	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)
Nucleus	3.1	202820_at	Hs.171189	AHR	aryl hydrocarbon receptor
Nucleus	3	209526_s_at	Hs.513954	HDGFRP3	hepatoma-derived growth factor, related protein 3
Nucleus	3	222465_at	Hs.274772	RSL24D1	ribosomal L24 domain containing 1
Nucleus	3	201200_at	Hs.5710	CREG1	cellular repressor of E1A-stimulated genes 1
Nucleus	3	203347_s_at	Hs.31016	MTF2	metal response element binding transcription factor 2
Nucleus	3	214698_at	Hs.269988	ROD1	ROD1 regulator of differentiation 1 (S. pombe)
Nucleus	3	212749_s_at	Hs.48297	RCHY1	ring finger and CHY zinc finger domain containing 1
Nucleus	3	202364_at	Hs.501023	MXI1	MAX interactor 1
Nucleus	2.9	1554627_a_at	Hs.500007	ASCC1	activating signal cointegrator 1 complex subunit 1
Nucleus	2.9	217542_at	Hs.484551	MDM2	Mdm2 p53 binding protein homolog (mouse)
Nucleus	2.9	201263_at	Hs.481860	TARS	threonyl-tRNA synthetase
Nucleus	2.9	207030_s_at	Hs.530904	CSRP2	cysteine and glycine-rich protein 2
Nucleus	2.9	203725_at	Hs.80409	GADD45A	growth arrest and DNA-damage-inducible, alpha
Nucleus	2.9	223342_at	Hs.512592	RRM2B	ribonucleotide reductase M2 B (TP53 inducible)
Nucleus	2.9	206383_s_at	Hs.303676	G3BP2	GTPase activating protein (SH3 domain) binding protein 2
Nucleus	2.8	203026_at	Hs.161276	ZBTB5	zinc finger and BTB domain containing 5
Nucleus	2.8	208840_s_at	Hs.303676	G3BP2	GTPase activating protein (SH3 domain) binding protein 2
Nucleus	2.8	221903_s_at	Hs.578973	CYLD	cylindromatosis (turban tumor syndrome)
Nucleus	2.8	224387_at	Hs.631856	COMMD5	COMM domain containing 5
Nucleus	2.7	225419_at	Hs.654989	C7ORF11	chromosome 7 open reading frame 11
Nucleus	2.7	212636_at	Hs.510324	QKI	quaking homolog, KH domain RNA binding (mouse)
Nucleus	2.7	1553113_s_at	Hs.382306	CDK8	cyclin-dependent kinase 8
Nucleus	2.7	209704_at	Hs.31016	MTF2	metal response element binding transcription factor 2
Nucleus	2.7	210320_s_at	Hs.590937	DDX52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
Nucleus	2.7	229838_at	Hs.654599	NUCB2	nucleobindin 2
Nucleus	2.7	218499_at	Hs.444247		serine/threonine protein kinase MST4
Nucleus	2.7	228736_at	Hs.480101	HELQ	helicase, POLQ-like
Nucleus	2.6	218572_at	Hs.279761	CHMP4A	chromatin modifying protein 4A
Nucleus	2.6	209524_at	Hs.513954	HDGFRP3	hepatoma-derived growth factor, related protein 3
Nucleus	2.6	227766_at	Hs.166091	LIG4	ligase IV, DNA, ATP-dependent
Nucleus	2.6	212160_at	Hs.85951	XPOT	exportin, tRNA (nuclear export receptor for tRNAs)
Nucleus	2.6	225912_at	Hs.700624	TP53INP1	tumor protein p53 inducible nuclear protein 1
Nucleus	2.6	202480_s_at	Hs.517342	DEDD	death effector domain containing
Nucleus	2.6	221586_s_at	Hs.445758	E2F5	E2F transcription factor 5, p130-binding
Nucleus	2.6	222623_s_at	Hs.632578	ZNF639	zinc finger protein 639
Nucleus	2.6	200779_at	Hs.496487	ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)
Nucleus	2.6	48825_at	Hs.524210	ING4	inhibitor of growth family, member 4
Nucleus	2.6	224617_at	Hs.269988	ROD1	ROD1 regulator of differentiation 1 (S. pombe)
Nucleus	2.6	223085_at	Hs.292882	RNF19A	ring finger protein 19A
Nucleus	2.6	223268_at	Hs.8360	C11ORF54	chromosome 11 open reading frame 54
Nucleus	2.6	201473_at	Hs.25292	JUNB	jun B proto-oncogene
Nucleus	2.5	209644_x_at	Hs.512599	CDKN2A	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)
Nucleus	2.5	204435_at	Hs.714851	NUPL1	nucleoporin like 1
Nucleus	2.5	202981_x_at	Hs.295923	SIAH1	seven in absentia homolog 1 (Drosophila)
Nucleus	2.5	224642_at	Hs.277533	FYTTD1	forty-two-three domain containing 1
Nucleus	2.5	203919_at	Hs.505004	TCEA2	transcription elongation factor A (SII), 2
Nucleus	2.5	205548_s_at	Hs.473420	BTG3	BTG family, member 3
Nucleus	2.5	203675_at	Hs.654599	NUCB2	nucleobindin 2
Nucleus	2.5	209339_at	Hs.477959	SIAH2	seven in absentia homolog 2 (Drosophila)
Nucleus	2.5	229630_s_at	Hs.446091	WTAP	Wilms tumor 1 associated protein
Nucleus	2.5	204236_at	Hs.504281	FLI1	Friend leukemia virus integration 1
Nucleus	2.5	227798_at	Hs.604588	SMAD1	SMAD family member 1
Nucleus	2.5	202164_s_at	Hs.26703	CNOT8	CCR4-NOT transcription complex, subunit 8
Nucleus	2.4	208762_at	Hs.81424	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)
Nucleus	2.4	1558700_s_at	Hs.18103	ZNF260	zinc finger protein 260
Nucleus	2.4	202163_s_at	Hs.26703	CNOT8	CCR4-NOT transcription complex, subunit 8
Nucleus	2.4	206245_s_at	Hs.497183	IVNS1ABP	influenza virus NS1A binding protein
Nucleus	2.4	209748_at	Hs.468091	SPAST	spastin
Nucleus	2.4	212919_at	Hs.443875	DCP2	DCP2 decapping enzyme homolog (S. cerevisiae)
Nucleus	2.4	209448_at	Hs.90753	HTATIP2	HIV-1 Tat interactive protein 2, 30kDa
Nucleus	2.4	212855_at	Hs.605388	DCUN1D4	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)
Nucleus	2.4	203313_s_at	Hs.373550	TGIF1	TGFB-induced factor homeobox 1
Nucleus	2.4	217741_s_at	Hs.406096	ZFAND5	zinc finger, AN1-type domain 5
Nucleus	2.4	202582_s_at	Hs.709269	RANBP9	RAN binding protein 9
Nucleus	2.4	225539_at	Hs.434947	ZNF295	zinc finger protein 295
Nucleus	2.3	212200_at	Hs.654628	ANKLE2	ankyrin repeat and LEM domain containing 2
Nucleus	2.3	222815_at	Hs.653288	RLIM	ring finger protein, LIM domain interacting
Nucleus	2.3	219351_at	Hs.446620	ZNF547	zinc finger protein 547
Nucleus	2.3	201746_at	Hs.654481	TP53	tumor protein p53
Nucleus	2.3	204831_at	Hs.382306	CDK8	cyclin-dependent kinase 8
Nucleus	2.3	1558254_s_at	Hs.285197	SRPK2	SFRS protein kinase 2
Nucleus	2.3	209674_at	Hs.151573	CRY1	cryptochrome 1 (photolyase-like)
Nucleus	2.3	219336_s_at	Hs.500007	ASCC1	activating signal cointegrator 1 complex subunit 1
Nucleus	2.3	210993_s_at	Hs.604588	SMAD1	SMAD family member 1
Nucleus	2.3	209586_s_at	Hs.78524	PRUNE	prune homolog (Drosophila)
Nucleus	2.3	213134_x_at	Hs.473420	BTG3	BTG family, member 3
Nucleus	2.3	228992_at	Hs.434075	MED28	mediator complex subunit 28
Nucleus	2.3	214714_at	Hs.386324	ZNF394	zinc finger protein 394
Nucleus	2.3	226012_at	Hs.335003	ANKRD11	ankyrin repeat domain 11
Nucleus	2.3	1554036_at	Hs.409876	ZBTB24 (includes E zinc finger and BTB domain containing 24
Nucleus	2.3	213743_at	Hs.591241	CCNT2	cyclin T2
Nucleus	2.3	202149_at	Hs.699288	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
Nucleus	2.3	209205_s_at	Hs.436792	LMO4	LIM domain only 4
Nucleus	2.3	216241_s_at	Hs.491745	TCEA1	transcription elongation factor A (SII), 1
Nucleus	2.3	201701_s_at	Hs.507910	PGRMC2	progesterone receptor membrane component 2
Nucleus	2.2	218544_s_at	Hs.194121	RCL1	RNA terminal phosphate cyclase-like 1
Nucleus	2.2	235192_at	Hs.440263	TP53RK (includes	ETP53 regulating kinase
Nucleus	2.2	203098_at	Hs.269092	CDYL	chromodomain protein, Y-like
Nucleus	2.2	209432_s_at	Hs.522110	CREB3	cAMP responsive element binding protein 3
Nucleus	2.2	203077_s_at	Hs.12253	SMAD2	SMAD family member 2
Nucleus	2.2	226952_at	Hs.474479	EAF1	ELL associated factor 1
Nucleus	2.2	207338_s_at	Hs.632222	ZNF200	zinc finger protein 200
Nucleus	2.2	1555420_a_at	Hs.471221	KLF7	Kruppel-like factor 7 (ubiquitous)
Nucleus	2.2	226066_at	Hs.166017	MITF	microphthalmia-associated transcription factor
Nucleus	2.2	205080_at	Hs.654490	RARB	retinoic acid receptor, beta
Nucleus	2.2	204205_at	Hs.660143	APOBEC3G	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G
Nucleus	2.1	203376_at	Hs.428147	CDC40	cell division cycle 40 homolog (S. cerevisiae)
Nucleus	2.1	221598_s_at	Hs.374262	MED27	mediator complex subunit 27
Nucleus	2.1	207180_s_at	Hs.90753	HTATIP2	HIV-1 Tat interactive protein 2, 30kDa
Nucleus	2.1	235200_at	Hs.371107	ZNF561	zinc finger protein 561
Nucleus	2.1	202769_at	Hs.13291	CCNG2	cyclin G2
Nucleus	2	219131_at	Hs.522933	UBIAD1	UbiA prenyltransferase domain containing 1
Unknown	135.8	227236_at	Hs.310458	TSPAN2	tetraspanin 2
Unknown	111.8	227233_at	Hs.310458	TSPAN2	tetraspanin 2
Unknown	62.3	37512_at	Hs.524513	HSD17B6	hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse)
Unknown	57.4	225817_at	Hs.148989	CGNL1	cingulin-like 1
Unknown	51.2	205700_at	Hs.524513	HSD17B6	hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse)
Unknown	48.2	214606_at	Hs.310458	TSPAN2	tetraspanin 2
Unknown	37.8	236738_at	Hs.710781	LOC401097	Similar to LOC166075
Unknown	33.4	235276_at	Hs.546467	EPSTI1	epithelial stromal interaction 1 (breast)
Unknown	33	213524_s_at	Hs.432132	G0S2	G0/G1switch 2
Unknown	32.7	237016_at	Hs.520101	TMEM217 (includes	transmembrane protein 217
Unknown	28.9	217966_s_at	Hs.518662	FAM129A	family with sequence similarity 129, member A
Unknown	26.3	219270_at	Hs.155569	CHAC1	ChaC, cation transport regulator homolog 1 (E. coli)
Unknown	25.4	229872_s_at		LOC100132999	hypothetical protein LOC100132999
Unknown	20.1	205047_s_at	Hs.489207	ASNS	asparagine synthetase
Unknown	19.8	213142_x_at	Hs.186649	PION	pigeon homolog (Drosophila)
Unknown	19	217967_s_at	Hs.518662	FAM129A	family with sequence similarity 129, member A
Unknown	18.7	227609_at	Hs.546467	EPSTI1	epithelial stromal interaction 1 (breast)
Unknown	18.5	226533_at	Hs.72325	HINT3	histidine triad nucleotide binding protein 3
Unknown	18.2	228697_at	Hs.72325	HINT3	histidine triad nucleotide binding protein 3
Unknown	16	243894_at	Hs.577463	SLC41A2	solute carrier family 41, member 2
Unknown	15.9	227099_s_at	Hs.714890	LOC387763	hypothetical protein LOC387763
Unknown	14.2	228438_at	Hs.710132	LOC100132891	hypothetical protein LOC100132891
Unknown	13.8	218627_at	Hs.525634	DRAM (includes	EGdamage-regulated autophagy modulator
Unknown	13.5	226117_at	Hs.310640	TIFA	TRAF-interacting protein with forkhead-associated domain
Unknown	11.1	229669_at		LOC440416	hypothetical gene supported by BC072410
Unknown	10.8	205194_at	Hs.512656	PSPH	phosphoserine phosphatase
Unknown	10.1	212327_at	Hs.335163	LIMCH1	LIM and calponin homology domains 1
Unknown	9.9	238865_at	Hs.49889	PABPC4L (includes	poly(A) binding protein, cytoplasmic 4-like
Unknown	9.3	223627_at	Hs.104744	MEX3B	mex-3 homolog B (C. elegans)
Unknown	8.9	219093_at	Hs.409352	PID1 (includes EG:	5phosphotyrosine interaction domain containing 1
Unknown	8.7	229429_x_at	Hs.645966	FAM91A2	family with sequence similarity 91, member A2
Unknown	8.7	226158_at	Hs.407709	KLHL24	kelch-like 24 (Drosophila)
Unknown	8.5	223595_at	Hs.44004	TMEM133	transmembrane protein 133
Unknown	8.1	227657_at	Hs.659104	RNF150	ring finger protein 150
Unknown	8.1	1553106_at	Hs.406549	C5ORF24	chromosome 5 open reading frame 24
Unknown	7.6	205299_s_at	Hs.373938	BTN2A2	butyrophilin, subfamily 2, member A2
Unknown	7.3	226225_at	Hs.593171	MCC	mutated in colorectal cancers
Unknown	7.3	219959_at	Hs.405028	MOCOS	molybdenum cofactor sulfurase
Unknown	6.8	235542_at	Hs.516107	TET3	tet oncogene family member 3
Unknown	6.7	1568609_s_at	Hs.713362	FLJ39739	hypothetical FLJ39739
Unknown	6.7	212328_at	Hs.335163	LIMCH1	LIM and calponin homology domains 1
Unknown	6.5	235228_at	Hs.117136	CCDC85A	coiled-coil domain containing 85A
Unknown	6.5	1560916_a_at	Hs.408623	DPY19L1	dpy-19-like 1 (C. elegans)
Unknown	6.4	242418_at	Hs.655680	C2ORF27	chromosome 2 open reading frame 27
Unknown	6.3	219602_s_at	Hs.585839	FAM38B	family with sequence similarity 38, member B
Unknown	5.8	219023_at	Hs.435991	C4ORF16	chromosome 4 open reading frame 16
Unknown	5.7	223194_s_at	Hs.713588	SLC22A23	solute carrier family 22, member 23
Unknown	5.6	226188_at	Hs.372208	HSPC159	galectin-related protein
Unknown	5.5	242477_at	Hs.563630	TTC39B	tetratricopeptide repeat domain 39B
Unknown	5.5	226135_at	Hs.700656	UHRF1BP1	UHRF1 binding protein 1
Unknown	5.4	225003_at	Hs.8036	TMEM205	transmembrane protein 205
Unknown	5.4	222752_s_at	Hs.445386	TMEM206	transmembrane protein 206
Unknown	5.3	232893_at	Hs.294103	LMBRD2	LMBR1 domain containing 2
Unknown	5.2	232080_at	Hs.654742	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
Unknown	5.2	222001_x_at	Hs.645966	FAM91A2	family with sequence similarity 91, member A2
Unknown	5.1	219338_s_at	Hs.12692	LRRC49	leucine rich repeat containing 49
Unknown	5.1	1568592_at	Hs.489254	TRIM69	tripartite motif-containing 69
Unknown	5.1	232183_at	Hs.154706	SERAC1	serine active site containing 1
Unknown	5.1	242029_at	Hs.159430	FNDC3B	fibronectin type III domain containing 3B
Unknown	4.9	1555870_at	Hs.515688	RNF207	ring finger protein 207
Unknown	4.8	213555_at	Hs.709686	RWDD2A	RWD domain containing 2A
Unknown	4.7	219166_at	Hs.231761	C14ORF104	chromosome 14 open reading frame 104
Unknown	4.7	221756_at	Hs.26670	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
Unknown	4.7	238647_at	Hs.82098	C14ORF28	chromosome 14 open reading frame 28
Unknown	4.6	220244_at	Hs.591661	LOH3CR2A	loss of heterozygosity, 3, chromosomal region 2, gene A
Unknown	4.6	243042_at	Hs.632419	FAM73A	family with sequence similarity 73, member A
Unknown	4.6	38241_at	Hs.167741	BTN3A3	butyrophilin, subfamily 3, member A3
Unknown	4.5	228328_at	Hs.653206	KLHL28	kelch-like 28 (Drosophila)
Unknown	4.5	226001_at	Hs.272251	KLHL5	kelch-like 5 (Drosophila)
Unknown	4.5	227334_at	Hs.657355	USP54	ubiquitin specific peptidase 54
Unknown	4.4	204821_at	Hs.167741	BTN3A3	butyrophilin, subfamily 3, member A3
Unknown	4.4	235181_at	Hs.204619	C2ORF60	chromosome 2 open reading frame 60
Unknown	4.4	226259_at	Hs.655657	EXOC6	exocyst complex component 6
Unknown	4.4	205298_s_at	Hs.373938	BTN2A2	butyrophilin, subfamily 2, member A2
Unknown	4.3	222156_x_at	Hs.285051	CCPG1	cell cycle progression 1
Unknown	4.3	32541_at	Hs.655661	PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform
Unknown	4.3	231202_at	Hs.42572	ALDH1L2	aldehyde dehydrogenase 1 family, member L2
Unknown	4.3	220987_s_at	Hs.131180	NUAK2	NUAK family, SNF1-like kinase, 2
Unknown	4.2	231899_at	Hs.376289	ZC3H12C	zinc finger CCCH-type containing 12C
Unknown	4.2	228937_at	Hs.210586	C13ORF31	chromosome 13 open reading frame 31
Unknown	4.1	229678_at	Hs.380738	LOC728431	hypothetical LOC728431
Unknown	4	228153_at	Hs.148741	RNF144B	ring finger protein 144B
Unknown	4	222408_s_at	Hs.515890	YPEL5	yippee-like 5 (Drosophila)
Unknown	4	233732_at	Hs.561708	LOC401320	hypothetical LOC401320
Unknown	3.9	225603_s_at	Hs.440643	C8ORF83	chromosome 8 open reading frame 83
Unknown	3.9	1569129_s_at	Hs.518099	C3ORF38	chromosome 3 open reading frame 38
Unknown	3.9	1555872_a_at	Hs.380240	MGC21881	hypothetical locus MGC21881
Unknown	3.9	227272_at	Hs.32433	C15ORF52	chromosome 15 open reading frame 52
Unknown	3.9	226748_at	Hs.631693	LYSMD2	LysM, putative peptidoglycan-binding, domain containing 2
Unknown	3.9	217436_x_at	Hs.181244	HLA-J	major histocompatibility complex, class I, J (pseudogene)
Unknown	3.8	227247_at	Hs.233495	PLEKHA8	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8
Unknown	3.8	220329_s_at	Hs.486835	RMND1	required for meiotic nuclear division 1 homolog (S. cerevisiae)
Unknown	3.7	224739_at	Hs.530381	PIM3	pim-3 oncogene
Unknown	3.7	225819_at	Hs.436410	TBRG1 (includes	EGtransforming growth factor beta regulator 1
Unknown	3.7	213392_at	Hs.460217	IQCK	IQ motif containing K
Unknown	3.7	228149_at	Hs.489734	C7ORF60	chromosome 7 open reading frame 60
Unknown	3.6	226925_at	Hs.657887	ACPL2	acid phosphatase-like 2
Unknown	3.6	227256_at	Hs.183817	USP31	ubiquitin specific peptidase 31
Unknown	3.6	228482_at	Hs.164595	CDRT4	CMT1A duplicated region transcript 4
Unknown	3.6	224735_at	Hs.22546	CYBASC3	cytochrome b, ascorbate dependent 3
Unknown	3.6	1557458_s_at	Hs.521482	SHB	Src homology 2 domain containing adaptor protein B
Unknown	3.6	221511_x_at	Hs.285051	CCPG1	cell cycle progression 1
