ID	Name	Symbol	Accession	UniGene	Gene	Ensembl	aveA	P400vsEGFP.M	P400vsEGFP.AdjP	P400vsEGFP.FDR	P400vsEGFP.B	Description	Coordinates	A	D	C	B
A_51_P431329	carbonic anhydrase 3	Car3	NM_007606	Mm.300	12350	ENSMUST00000029076	7.324	0.862	0.258	0	3.865	Mus musculus carbonic anhydrase 3 (Car3), mRNA [NM_007606]	chr3:14893376-14893435	0.723	-0.838	0.906	-0.982
A_52_P134598	sex comb on midleg-like 2 (Drosophila)	Scml2	AK031490	Mm.159173	107815	ENSMUST00000019101	7.839	0.862	0.262	0	3.847	Mus musculus 13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030439N15 product:similar to TRANSCRIPTIONAL REPRESSOR SCML2 [Mus musculus], full insert sequence [AK031490]	chrX:156032007-156032066	0.761	-1.015	0.863	-0.808
A_52_P923956			AK085397	Mm.153974	NA		6.2	0.862	1	0.002	0.419	Mus musculus 0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630021L23 product:unclassifiable, full insert sequence. [AK085397]	chr3:62540216-62540275	0.59	-1.198	0.906	-0.753
A_52_P521770	plexin A4	Plxna4	XM_984204	Mm.242174	243743		7.017	0.86	1	0.001	2.106	PREDICTED: Mus musculus plexin A4, transcript variant 2 (Plxna4), mRNA [XM_984204]	chr6:32080530-32080471	0.726	-1.06	0.965	-0.69
A_52_P631098	CCR4-NOT transcription complex, subunit 3	Cnot3	NM_146176	Mm.358731	232791	ENSMUST00000038913	10.776	0.86	1	0.001	1.423	Mus musculus CCR4-NOT transcription complex, subunit 3 (Cnot3), mRNA [NM_146176]	chr7:3268367-3268426	0.932	-0.582	1.083	-0.842
A_52_P66130	myosin Vb	Myo5b	NM_201600	Mm.260098	17919		6.748	0.859	0.404	0.001	3.365	Mus musculus myosin Vb (Myo5b), mRNA [NM_201600]	chr18:75166608-75166667	0.786	-0.923	1.006	-0.721
A_52_P368532	sprouty homolog 2 (Drosophila)	Spry2	BG961926	Mm.89982	24064		11.702	0.859	0.814	0.001	2.575	602826618F1 NCI_CGAP_Co24 Mus musculus cDNA clone IMAGE:4981204 5, mRNA sequence [BG961926]	chr14:100321913-100321854	0.658	-0.815	0.932	-1.032
A_51_P318755	transmembrane channel-like gene family 5	Tmc5	NM_028930	Mm.11068	74424	ENSMUST00000057320	8.292	0.859	1	0.001	1.879	Mus musculus transmembrane channel-like gene family 5 (Tmc5), mRNA [NM_028930]	chr7:114597394-114597453	0.604	-0.929	0.848	-1.054
A_52_P331901	Trp53 regulating kinase	Trp53rk	NM_023815	Mm.330796	76367	ENSMUST00000051923	9.887	0.858	0.256	0	3.873	Mus musculus Trp53 regulating kinase (Trp53rk), mRNA [NM_023815]	chr2:166536390-166536449	0.956	-0.723	0.935	-0.818
A_52_P60074	myosin, light polypeptide kinase 2, skeletal muscle	Mylk2	AK079396	Mm.250604	228785	ENSMUST00000028970	7.082	0.858	0.533	0.001	3.053	Mus musculus adult male bone cDNA, RIKEN full-length enriched library, clone:9830004H17 product:myosin-light-chain kinase (EC 2.7.1.117), skeletal muscle homolog [Rattus norvegicus], full insert sequence [AK079396]	chr2:152663821-152663880	1.043	-0.876	0.71	-0.802
A_52_P229052	transmembrane protein with EGF-like and two follistatin-like domains 2	Tmeff2	NM_019790	Mm.245154	56363	ENSMUST00000081851	7.846	0.858	0.672	0.001	2.79	Mus musculus transmembrane protein with EGF-like and two follistatin-like domains 2 (Tmeff2), mRNA [NM_019790]	chr1:51415381-51415440	0.636	-0.961	0.95	-0.888
A_51_P370163	Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	Ctr9	NM_009431	Mm.255858	22083	ENSMUST00000005749	12.057	0.858	1	0.002	1.267	Mus musculus Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) (Ctr9), mRNA [NM_009431]	chr7:106971651-106971710	0.769	-0.756	1.182	-0.726
A_52_P525107	procollagen, type I, alpha 1	Col1a1	NM_007742	Mm.277735	12842	ENSMUST00000001547	8.674	0.858	1	0.002	1.003	Mus musculus procollagen, type I, alpha 1 (Col1a1), mRNA [NM_007742]	chr11:95060800-95060859	0.531	-1.053	0.882	-0.968
A_52_P336958	RIKEN cDNA 9430020K01 gene	9430020K01Rik	AK154331	Mm.33179	240185		10.176	0.858	1	0.002	0.849	Mus musculus NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630021E02 product:unclassifiable, full insert sequence. [AK154331]	chr18:4848690-4848749	0.516	-0.999	0.884	-1.031
A_52_P432969	protocadherin 19	Pcdh19	XM_205287	Mm.39738	279653	ENSMUST00000060309	7.163	0.857	0.305	0	3.678	PREDICTED: Mus musculus protocadherin 19 (Pcdh19), mRNA [XM_205287]	chrX:128307089-128307030	0.971	-0.933	0.803	-0.72
A_51_P505882			AK052121	Mm.153974	NA		6.259	0.856	0.114	0	4.761	Mus musculus 12 days embryo eyeball cDNA, RIKEN full-length enriched library, clone:D230048G05 product:unclassifiable, full insert sequence. [AK052121]	chr3:62574793-62574852	0.804	-0.953	0.861	-0.808
A_51_P278868	histocompatibility 2, class II, locus Mb1	H2-DMb1	NM_010387	Mm.195060	14999		8.41	0.855	0.361	0	3.488	Mus musculus histocompatibility 2, class II, locus Mb1 (H2-DMb1), mRNA [NM_010387]	chr17:32236685-32236744	1.039	-0.791	0.803	-0.786
A_52_P405708			AK048768	Mm.167882	NA		6.288	0.855	1	0.002	0.965	Mus musculus 0 day neonate cerebellum cDNA, RIKEN full-length enriched library, clone:C230056E17 product:unclassifiable, full insert sequence [AK048768]	chr18:71648079-71648020	0.549	-1.043	1.018	-0.808
A_52_P24280	abhydrolase domain containing 2	Abhd2	NM_018811	Mm.365490	54608	ENSMUST00000037315	7.953	0.854	0.365	0	3.476	Mus musculus abhydrolase domain containing 2 (Abhd2), mRNA [NM_018811]	chr7:75228609-75228668	0.735	-0.966	0.956	-0.762
A_51_P270436	DNA segment, Chr 5, ERATO Doi 40, expressed	D5Ertd40e	NM_001010825	Mm.21926	231630	ENSMUST00000065698	7.942	0.853	1	0.001	2.263	Mus musculus DNA segment, Chr 5, ERATO Doi 40, expressed (D5Ertd40e), mRNA [NM_001010825]	chr5:112961816-112961875	0.666	-0.95	1.039	-0.757
A_52_P596592	peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor	Pamci	NM_146240	Mm.282672	237504	ENSMUST00000055355	6.938	0.852	1	0.001	1.952	Mus musculus peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor (Pamci), mRNA [NM_146240]	chr10:102032361-102032420	0.625	-0.824	0.886	-1.073
A_52_P605556	RIKEN cDNA 4930519N16 gene	4930519N16Rik	NM_029173	Mm.179243	75124	ENSMUST00000021828	7.577	0.851	0.223	0	4.026	Mus musculus RIKEN cDNA 4930519N16 gene (4930519N16Rik), mRNA [NM_029173]	chr13:50206643-50206702	0.809	-0.953	0.91	-0.731
A_51_P140347	solute carrier family 4, sodium bicarbonate cotransporter, member 9	Slc4a9	NM_172830	Mm.135463	240215	ENSMUST00000074298	8.821	0.85	0.204	0	4.124	Mus musculus solute carrier family 4, sodium bicarbonate cotransporter, member 9 (Slc4a9), mRNA [NM_172830]	chr18:36915952-36916011	0.774	-0.851	0.985	-0.791
A_52_P170711	carnitine deficiency-associated gene expressed in ventricle 3	Cdv3	NM_175833	Mm.390244	321022	ENSMUST00000072249	11.687	0.85	0.458	0.001	3.223	Mus musculus carnitine deficiency-associated gene expressed in ventricle 3 (Cdv3), transcript variant CDV3B, mRNA [NM_175833]	chr9:103074050-103073991	0.703	-0.797	1.013	-0.888
A_51_P256384	ATPase, Ca++ transporting, plasma membrane 2	Atp2b2	NM_009723	Mm.321755	11941	ENSMUST00000101044	7.578	0.85	1	0.001	2.031	Mus musculus ATPase, Ca++ transporting, plasma membrane 2 (Atp2b2), transcript variant 1, mRNA [NM_009723]	chr6:113909342-113909283	0.718	-0.682	0.939	-1.06
A_51_P159284	BUD13 homolog (yeast)	Bud13	NM_146000	Mm.32648	215051	ENSMUST00000074957	10.585	0.85	1	0.003	0.181	Mus musculus BUD13 homolog (yeast) (Bud13), mRNA [NM_146000]	chr9:46256736-46256795	0.746	-0.603	1.225	-0.826
A_52_P122664	nuclear receptor subfamily 6, group A, member 1	Nr6a1	NM_010264	Mm.242728	14536	ENSMUST00000076275	9.875	0.849	0.677	0.001	2.783	Mus musculus nuclear receptor subfamily 6, group A, member 1 (Nr6a1), mRNA [NM_010264]	chr2:38731238-38731179	0.655	-0.849	1.018	-0.875
A_51_P128621	expressed sequence C87414	C87414	BC080704	Mm.7786	381654	ENSMUST00000097490	6.2	0.849	1	0.003	0.174	Mus musculus expressed sequence C87414, mRNA (cDNA clone MGC:91124 IMAGE:30476802), complete cds. [BC080704]	chr5:75570177-75570118	0.639	-1.234	0.809	-0.712
A_52_P5263			NAP115274-1		NA		10.287	0.848	0.445	0.001	3.254		chr6:100828524-100828465	0.724	-0.753	0.994	-0.921
A_51_P432180	solute carrier family 16 (monocarboxylic acid transporters), member 6	Slc16a6	NM_134038	Mm.265874	104681	ENSMUST00000070152	11.741	0.848	1	0.001	2.342	Mus musculus solute carrier family 16 (monocarboxylic acid transporters), member 6 (Slc16a6), transcript variant 2, mRNA [NM_134038]	chr11:109561844-109561785	1.048	-0.828	0.642	-0.876
A_52_P498241	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	Cdkn2b	NM_007670	Mm.423094	12579	ENSMUST00000097981	9.308	0.848	1	0.001	2.185	Mus musculus cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4) (Cdkn2b), mRNA [NM_007670]		0.754	-1.073	0.886	-0.677
A_51_P471659	arachidonate lipoxygenase, epidermal	Alox12e	NM_145684	Mm.274093	11685	ENSMUST00000019051	6.996	0.847	0.556	0.001	3.004	Mus musculus arachidonate lipoxygenase, epidermal (Alox12e), mRNA [NM_145684]	chr11:70397288-70397229	0.969	-0.962	0.766	-0.691
A_52_P62444	synapsin II	Syn2	AK029181	Mm.275845	20965		6.62	0.847	0.671	0.001	2.793	Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4831410C22 product:synapsin II, full insert sequence. [AK029181]	chr6:115301986-115302045	0.63	-0.95	0.932	-0.874
A_52_P537545	sphingomyelin phosphodiesterase 3, neutral	Smpd3	NM_021491	Mm.23298	58994	ENSMUST00000067512	6.568	0.847	0.848	0.001	2.528	Mus musculus sphingomyelin phosphodiesterase 3, neutral (Smpd3), mRNA [NM_021491]	chr8:104851804-104851745	0.657	-1.031	0.904	-0.795
A_51_P457244	X-linked lymphocyte-regulated 4B	Xlr4b	NM_021365	Mm.104764	27083	ENSMUST00000069103	11.095	0.847	0.855	0.001	2.519	Mus musculus X-linked lymphocyte-regulated 4B (Xlr4b), mRNA [NM_021365]	chrX:68609046-68609105	0.629	-0.981	0.949	-0.829
A_51_P258125	bromodomain, testis-specific	Brdt	NM_054054	Mm.182836	114642	ENSMUST00000031215	6.862	0.847	1	0.003	0.128	Mus musculus bromodomain, testis-specific (Brdt), mRNA [NM_054054]	chr5:106555259-106555318	1.151	-0.938	0.781	-0.516
A_51_P189442	alcohol dehydrogenase 4 (class II), pi polypeptide	Adh4	NM_011996	Mm.158750	26876		6.728	0.845	1	0.001	2.148	Mus musculus alcohol dehydrogenase 4 (class II), pi polypeptide (Adh4), mRNA [NM_011996]	chr3:138239296-138239356	1.013	-0.711	0.679	-0.976
A_52_P627631			ENSMUST00000033495	Mm.347478	NA	ENSMUST00000033495	10.586	0.844	0.286	0	3.749	Mus musculus proviral integration site 2, mRNA (cDNA clone MGC:37188 IMAGE:4954711), complete cds. [BC027376]	chrX:6316235-6316288	0.807	-0.77	1.006	-0.792
A_51_P466371	phosphatidylinositol transfer protein, alpha	Pitpna	NM_008850	Mm.3128	18738	ENSMUST00000017925	9.87	0.844	1	0.001	1.777	Mus musculus phosphatidylinositol transfer protein, alpha (Pitpna), mRNA [NM_008850]	chr11:75710133-75710192	0.864	-0.994	0.572	-0.947
A_52_P157408	ornithine decarboxylase antizyme 2	Oaz2	NM_010952	Mm.116749	18247	ENSMUST00000046490	11.453	0.844	1	0.002	1.071	Mus musculus ornithine decarboxylase antizyme 2 (Oaz2), mRNA [NM_010952]	chr9:65719384-65719443	0.723	-0.825	1.161	-0.668
A_51_P263302	ring finger protein 24	Rnf24	NM_178607	Mm.101264	51902	ENSMUST00000059372	8.807	0.843	1	0.001	1.393	Mus musculus ring finger protein 24 (Rnf24), mRNA [NM_178607]	chr2:131039597-131039538	0.591	-0.986	0.76	-1.033
A_51_P349495	membrane bound O-acyltransferase domain containing 1	Mboat1	NM_153546	Mm.89682	218121	ENSMUST00000047311	9.175	0.842	0.209	0	4.094	Mus musculus membrane bound O-acyltransferase domain containing 1 (Mboat1), mRNA [NM_153546]	chr13:29611931-29611990	0.898	-0.843	0.709	-0.918
A_51_P294535	unc-5 homolog B (C. elegans)	Unc5b	NM_029770	Mm.290433	107449	ENSMUST00000077925	8.609	0.841	1	0.002	0.972	Mus musculus unc-5 homolog B (C. elegans) (Unc5b), mRNA [NM_029770]	chr10:60282867-60282808	1.067	-0.627	0.999	-0.671
A_52_P343455	tumor necrosis factor receptor superfamily, member 13b	Tnfrsf13b	AK004668	Mm.265915	57916	ENSMUST00000010286	6.965	0.841	1	0.003	0.258	Mus musculus adult male lung cDNA, RIKEN full-length enriched library, clone:1200009E08 product:tumor necrosis factor receptor superfamily, member 13b TACI protein, full insert sequence. [AK004668]	chr11:61230555-61230614	0.499	-0.8	0.964	-1.101
A_51_P146802	Rho-related BTB domain containing 1	Rhobtb1	BC099973	Mm.26659	69288	ENSMUST00000020101	7.467	0.84	0.291	0	3.73	Mus musculus Rho-related BTB domain containing 1, mRNA (cDNA clone MGC:107538 IMAGE:6432524), complete cds. [BC099973]	chr10:68893243-68893302	0.827	-0.772	0.764	-0.998
A_51_P361150	Purkinje cell protein 4-like 1	Pcp4l1	AK002772	Mm.273087	66425		7.751	0.84	0.41	0.001	3.346	Mus musculus adult male kidney cDNA, RIKEN full-length enriched library, clone:0610037I05 product:hypothetical protein, full insert sequence. [AK002772]	chr1:171143599-171143540	0.667	-0.874	0.857	-0.962
A_51_P315344	RIKEN cDNA A830058L05 gene	A830058L05Rik	NM_172486	Mm.33443	210503	ENSMUST00000056107	8.142	0.84	1	0.002	1.313	Mus musculus RIKEN cDNA A830058L05 gene (A830058L05Rik), mRNA [NM_172486]	chr17:19577668-19577727	0.897	-1.082	0.582	-0.798
A_51_P240801	RIKEN cDNA 2610307O08 gene	2610307O08Rik	BC046640	Mm.45995	72512	ENSMUST00000025207	7.857	0.839	0.11	0	4.802	Mus musculus RIKEN cDNA 2610307O08 gene, mRNA (cDNA clone MGC:49267 IMAGE:5067343), complete cds. [BC046640]	chr18:36110198-36110139	0.837	-0.758	0.902	-0.859
A_52_P339606	carnitine deficiency-associated gene expressed in ventricle 3	Cdv3	NM_175833	Mm.390244	321022	ENSMUST00000072249	11.297	0.839	0.26	0	3.855	Mus musculus carnitine deficiency-associated gene expressed in ventricle 3 (Cdv3), transcript variant CDV3B, mRNA [NM_175833]	chr9:103074052-103073993	0.707	-0.808	0.914	-0.928
A_51_P181297	serine (or cysteine) peptidase inhibitor, clade B, member 1a	Serpinb1a	NM_025429	Mm.20144	66222	ENSMUST00000076352	10.878	0.838	1	0.001	2.008	Mus musculus serine (or cysteine) peptidase inhibitor, clade B, member 1a (Serpinb1a), mRNA [NM_025429]	chr13:32208459-32208400	0.624	-0.812	1.056	-0.861
A_52_P325574	sorting nexin 5	Snx5	NM_024225	Mm.273379	69178	ENSMUST00000028909	14.208	0.837	0.307	0	3.669	Mus musculus sorting nexin 5 (Snx5), mRNA [NM_024225]	chr2:143991571-143991512	0.712	-0.784	0.956	-0.898
A_51_P259555	G patch domain containing 3	Gpatc3	NM_172876	Mm.40110	242691	ENSMUST00000030662	9.48	0.835	0.149	0	4.468	Mus musculus G patch domain containing 3 (Gpatc3), mRNA [NM_172876]	chr4:132962191-132962250	0.85	-0.921	0.738	-0.832
A_51_P139108	carboxypeptidase X 1 (M14 family)	Cpxm1	NM_019696	Mm.112701	56264	ENSMUST00000028897	10.358	0.834	1	0.001	2.004	Mus musculus carboxypeptidase X 1 (M14 family) (Cpxm1), mRNA [NM_019696]	chr2:130131787-130131728	0.896	-1.049	0.744	-0.646
A_52_P388187	olfactory receptor 890	Olfr890	NM_146481	Mm.377521	258474	ENSMUST00000079804	6.995	0.834	1	0.002	0.75	Mus musculus olfactory receptor 890 (Olfr890), mRNA [NM_146481]	chr9:38073026-38073085	0.536	-0.772	1.061	-0.965
A_51_P101929	lectin, galactose binding, soluble 3	Lgals3	NM_010705	Mm.248615	16854	ENSMUST00000051592	12.369	0.834	1	0.002	0.591	Mus musculus lectin, galactose binding, soluble 3 (Lgals3), mRNA [NM_010705]	chr14:42712515-42713331	1.012	-0.977	0.488	-0.859
A_52_P81630	RIKEN cDNA 2810001G20 gene	2810001G20Rik	AK012631	Mm.124828	66456		9.752	0.834	1	0.002	0.442	Mus musculus 10, 11 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2810001G20 product:unclassifiable, full insert sequence [AK012631]	chr11:64164292-64164351	0.48	-1.052	0.883	-0.923
A_51_P496720	DNA (cytosine-5-)-methyltransferase 3-like	Dnmt3l	NM_019448	Mm.13433	54427	ENSMUST00000000746	15.075	0.833	0.242	0	3.935	Mus musculus DNA (cytosine-5-)-methyltransferase 3-like (Dnmt3l), mRNA [NM_019448]	chr10:77717971-77718030	0.816	-0.973	0.747	-0.794
A_51_P136521	Ly6/Plaur domain containing 2	Lypd2	BC099511	Mm.306880	68311	ENSMUST00000023260	7.966	0.832	0.14	0	4.542	Mus musculus Ly6/Plaur domain containing 2, mRNA (cDNA clone MGC:117783 IMAGE:30845404), complete cds. [BC099511]	chr15:74812863-74812804	0.913	-0.8	0.864	-0.752
A_51_P150120	microsomal glutathione S-transferase 2	Mgst2	NM_174995	Mm.24679	211666		6.738	0.832	0.48	0.001	3.17	Mus musculus microsomal glutathione S-transferase 2 (Mgst2), mRNA [NM_174995]	chr3:51807146-51807205	1.023	-0.796	0.747	-0.764
A_52_P476754	RIKEN cDNA 2810457I06 gene	2810457I06Rik	NM_176860	Mm.133615	72828	ENSMUST00000044155	7.88	0.831	0.079	0	5.166	Mus musculus RIKEN cDNA 2810457I06 gene (2810457I06Rik), mRNA [NM_176860]	chr9:40944474-40944415	0.825	-0.795	0.829	-0.874
A_52_P139629	profilin family, member 4	Pfn4	NM_028376	Mm.251575	382562	ENSMUST00000095879	7.101	0.831	0.11	0	4.806	Mus musculus profilin family, member 4 (Pfn4), mRNA [NM_028376]	chr12:4709859-4710808	0.756	-0.838	0.837	-0.895
A_51_P273513	zinc fingers and homeoboxes 3	Zhx3	NM_177263	Mm.389359	320799		7.32	0.831	0.112	0	4.788	Mus musculus zinc fingers and homeoboxes 3 (Zhx3), mRNA [NM_177263]	chr2:160512256-160512197	0.77	-0.907	0.808	-0.84
A_52_P6092	RIKEN cDNA D330050I23 gene	D330050I23Rik	NM_207269	Mm.230853	399603		8.292	0.831	0.631	0.001	2.862	Mus musculus RIKEN cDNA D330050I23 gene (D330050I23Rik), mRNA [NM_207269]	chr15:60886910-60886851	0.821	-0.801	1.02	-0.681
A_52_P173352	RIKEN cDNA 4930408F14 gene	4930408F14Rik	AK015110	Mm.307966	74851		6.313	0.831	1	0.001	1.401	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930408F14 product:hypothetical Spindlin [AK015110]	chrX:68562626-68562567	0.565	-1.053	0.863	-0.843
A_52_P141608	RIKEN cDNA E030010A14 gene	E030010A14Rik	NM_183160	Mm.391170	226040	ENSMUST00000057243	7.026	0.83	0.149	0	4.471	Mus musculus RIKEN cDNA E030010A14 gene (E030010A14Rik), mRNA [NM_183160]	chr19:24377950-24378009	0.868	-0.721	0.854	-0.877
A_52_P401059			TC1487745		NA		8.22	0.83	0.286	0	3.749	Q8R4C3 (Q8R4C3) Csr1, partial (37%) [TC1487745]	chr17:83070930-83070871	0.842	-0.932	0.861	-0.684
A_52_P510119	phosphoglucomutase 2-like 1	Pgm2l1	NM_027629	Mm.57225	70974	ENSMUST00000084935	7.882	0.83	0.968	0.001	2.379	Mus musculus phosphoglucomutase 2-like 1 (Pgm2l1), mRNA [NM_027629]	chr7:96320403-96320462	0.657	-0.855	0.771	-1.036
A_52_P243553	polyhomeotic-like 1 (Drosophila)	Phc1	NM_007905	Mm.6822	13619	ENSMUST00000081849	13.974	0.83	1	0.002	1.24	Mus musculus polyhomeotic-like 1 (Drosophila) (Phc1), mRNA [NM_007905]	chr6:122344433-122344374	0.644	-1.08	0.921	-0.675
A_51_P487178	multiple EGF-like-domains 11	Megf11	NM_172522	Mm.127721	214058	ENSMUST00000093829	7.752	0.83	1	0.002	0.946	Mus musculus multiple EGF-like-domains 11 (Megf11), mRNA [NM_172522]	chr9:64730203-64730262	0.859	-0.877	1.058	-0.526
A_51_P231946	RIKEN cDNA 1700029P11 gene	1700029P11Rik	NM_025503	Mm.54292	66346	ENSMUST00000074608	12.854	0.829	1	0.003	0.253	Mus musculus RIKEN cDNA 1700029P11 gene (1700029P11Rik), mRNA [NM_025503]	chr15:82065871-82065930	0.687	-1.112	0.553	-0.963
A_52_P111031	protocadherin 17	Pcdh17	NM_001013753	Mm.153643	219228	ENSMUST00000071370	6.295	0.828	1	0.001	2.263	Mus musculus protocadherin 17 (Pcdh17), mRNA [NM_001013753]	chr14:79210409-79210468	0.679	-0.813	1.059	-0.76
A_52_P221675	Unknown (protein for IMAGE:30033377)	LOC384077	XM_987884	Mm.332031	384077	ENSMUST00000035757	6.248	0.828	1	0.001	1.491	PREDICTED: Mus musculus Unknown (protein for IMAGE:30033377), transcript variant 3 (LOC384077), mRNA [XM_987884]	chr4:143685173-143685114	0.56	-1.002	0.943	-0.808
A_52_P402897	cadherin 4	Cdh4	AK038529	Mm.392073	12561		7.207	0.828	1	0.001	1.481	Mus musculus adult male hypothalamus cDNA, RIKEN full-length enriched library, clone:A230026A20 product:unclassifiable, full insert sequence [AK038529]	chr2:180400026-180400085	0.8	-0.798	1.094	-0.619
A_52_P187058	neuronal pentraxin 2	Nptx2	NM_016789	Mm.10099	53324		9.513	0.828	1	0.003	0.078	Mus musculus neuronal pentraxin 2 (Nptx2), mRNA [NM_016789]	chr5:143585185-143585244	0.851	-0.834	1.134	-0.492
A_51_P458428	proviral integration site 2	Pim2	NM_138606	Mm.347478	18715	ENSMUST00000033495	10.581	0.827	0.213	0	4.078	Mus musculus proviral integration site 2 (Pim2), transcript variant 1, mRNA [NM_138606]	chrX:6316238-6316298	0.798	-0.726	0.941	-0.841
A_52_P330956	FK506 binding protein 6	Fkbp6	NM_033571	Mm.26037	94244	ENSMUST00000044972	9.728	0.827	0.487	0.001	3.153	Mus musculus FK506 binding protein 6 (Fkbp6), mRNA [NM_033571]	chr5:134310799-134308970	0.868	-0.656	0.961	-0.824
A_51_P124606	N-acetyltransferase 2 (arylamine N-acetyltransferase)	Nat2	NM_010874	Mm.4695	17961	ENSMUST00000093470	8.037	0.827	1	0.001	2.256	Mus musculus N-acetyltransferase 2 (arylamine N-acetyltransferase) (Nat2), mRNA [NM_010874]	chr8:65956688-65956747	0.622	-0.968	0.949	-0.768
A_51_P381988	H6 homeo box 1	Hmx1	NM_010445	Mm.358606	15371	ENSMUST00000087674	7.386	0.827	1	0.002	0.615	Mus musculus H6 homeo box 1 (Hmx1), mRNA [NM_010445]	chr5:34455141-34455200	0.514	-0.921	0.802	-1.072
A_52_P625315	RIKEN cDNA 1700018B24 gene	1700018B24Rik	NM_025493	Mm.46124	66332	ENSMUST00000036023	6.677	0.826	1	0.003	0.158	Mus musculus RIKEN cDNA 1700018B24 gene (1700018B24Rik), mRNA [NM_025493]	chr3:48733772-48733713	1.117	-0.727	0.521	-0.937
A_51_P501248	sphingosine kinase 1	Sphk1	NM_025367	Mm.20944	20698	ENSMUST00000100201	8.346	0.825	0.632	0.001	2.861	Mus musculus sphingosine kinase 1 (Sphk1), transcript variant 2, mRNA [NM_025367]	chr11:116645639-116645698	0.927	-0.873	0.62	-0.881
A_51_P485756	neurotensin	Nts	NM_024435	Mm.64201	67405	ENSMUST00000020040	6.256	0.824	0.177	0	4.281	Mus musculus neurotensin (Nts), mRNA [NM_024435]	chr10:101969037-101968978	0.772	-0.943	0.791	-0.789
A_52_P612058	cell division cycle associated 2	Cdca2	AK031083	Mm.33831	108912		10.714	0.824	0.747	0.001	2.673	Mus musculus 13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930403H17 product:hypothetical protein, full insert sequence. [AK031083]	chr14:62557977-62557918	0.795	-0.74	1.038	-0.723
A_52_P18775	RIKEN cDNA 2810410C14 gene	2810410C14Rik	NM_175471	Mm.44608	230582	ENSMUST00000030364	9.129	0.824	0.761	0.001	2.651	Mus musculus RIKEN cDNA 2810410C14 gene (2810410C14Rik), mRNA [NM_175471]	chr4:106461174-106461233	0.981	-0.86	0.627	-0.83
A_52_P219741	RIKEN cDNA 2410141K09 gene	2410141K09Rik	NM_183119	Mm.183391	76803	ENSMUST00000099417	11.805	0.823	1	0.001	1.665	Mus musculus RIKEN cDNA 2410141K09 gene (2410141K09Rik), mRNA [NM_183119]	chr13:063795561-063795310	0.671	-1.093	0.735	-0.792
A_51_P358012	serine (or cysteine) peptidase inhibitor, clade A, member 3M	Serpina3m	NM_009253	Mm.422816	20717	ENSMUST00000055089	7.472	0.82	0.136	0	4.572	Mus musculus serine (or cysteine) peptidase inhibitor, clade A, member 3M (Serpina3m), mRNA [NM_009253]	chr12:101888454-101888512	0.73	-0.822	0.878	-0.852
A_51_P401628	G patch domain containing 2	Gpatc2	AK017975	Mm.138321	67769	ENSMUST00000044812	8.277	0.82	1	0.001	1.663	Mus musculus adult male thymus cDNA, RIKEN full-length enriched library, clone:5830436K05 product:hypothetical protein, full insert sequence. [AK017975]	chr1:186759188-186759374	0.542	-0.934	0.897	-0.906
A_52_P536494	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)	Mycn	NM_008709	Mm.16469	18109	ENSMUST00000043396	13.632	0.82	1	0.001	1.442	Mus musculus v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian) (Mycn), mRNA [NM_008709]	chr12:12999137-12999078	0.61	-0.884	1.06	-0.726
A_51_P365378	vitelliform macular dystrophy 2-like protein 1	Vmd2l1	NM_145388	Mm.215154	212989	ENSMUST00000059072	8.375	0.819	0.504	0.001	3.115	Mus musculus vitelliform macular dystrophy 2-like protein 1 (Vmd2l1), mRNA [NM_145388]	chr8:83595694-83595635	0.677	-0.984	0.823	-0.791
A_51_P126365	granzyme N	Gzmn	NM_153052	Mm.207063	245839	ENSMUST00000015587	6.189	0.819	0.558	0.001	3.002	Mus musculus granzyme N (Gzmn), mRNA [NM_153052]	chr14:51033370-51033311	0.748	-0.984	0.686	-0.857
A_51_P422636	TATA box binding protein-like 1	Tbpl1	NM_011603	Mm.86670	237336	ENSMUST00000092668	9.3	0.818	0.187	0	4.22	Mus musculus TATA box binding protein-like 1 (Tbpl1), mRNA [NM_011603]	chr10:22468775-22468716	0.776	-0.936	0.799	-0.76
A_51_P371331	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	Mpp5	NM_019579	Mm.313594	56217	ENSMUST00000021533	9.127	0.818	1	0.003	0.136	Mus musculus membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) (Mpp5), mRNA [NM_019579]	chr12:76796304-76796363	0.689	-0.536	1.113	-0.934
