FeatureID	Gene Symbol	Gene name	Gene Index U Cluster	RefSeq Acc	GenBank Acc	MGI	NSC	ESC	MAPC	K-means clustering	K-means clustering (similarity)
Z00030869-1	Tcra,Tcrav3S9,A430107P09Rik,Trav16	Mus musculus T-cell receptor alpha chain (TCRA) mRNA, partial cds.	U185350	XM_111561.3	AB183189	MGI:98553	3.1418	3.146	3.7394	3	0.070606872
Z00004717-1	9130005N14Rik	RIKEN cDNA 9130005N14 gene	U005623	NM_026667.2	AK004436		2.8742	3.014	3.4717	3	0.116077918
Z00003105-1	Zcwcc2	zinc finger, CW-type with coiled-coil domain 2	U039735	NM_029413.1	AK017472		2.968	2.7878	3.3849	3	0.110949373
Z00007186-1	Crtap	cartilage associated protein	U031394	NM_019922.1	AJ006469	MGI:1891221	3.1564	3.3432	3.7508	3	0.148937436
Z00050332-1	Fgb	fibrinogen, B beta polypeptide	U024198	NM_181849.1	AF413205		2.1681	2.2896	2.7623	3	0.103903965
Z00045485-1	Adamts15	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 15	U030640	XM_134720.6	BC009667		2.8833	2.8449	3.4391	3	0.052200639
Z00018184-1	Gpx3	glutathione peroxidase 3	U012621	NM_008161.1	AK002219	MGI:105102	2.6902	2.7666	3.2837	3	0.078796224
Z00040557-1	Myh1	myosin, heavy polypeptide 1, skeletal muscle, adult	U123650	XM_354615.2	AJ002522	MGI:1339711	2.0089	2.0417	2.6023	3	0.06604919
Z00039446-1	2010310D06Rik	RIKEN cDNA 2010310D06 gene	U006158	XM_284126.3	AK028121	MGI:2686991	2.9355	2.9702	3.5273	3	0.065236511
Z00006715-1	Ai505034	Mus musculus expressed sequence AI505034 (AI505034), mRNA	U002251	NM_207206.1	BC046276		3.5103	3.5898	4.1004	3	0.079096566
Z00062078-1	5133401H06Rik	RIKEN cDNA 5133401H06 gene	U256874		AK041477		3.0625	3.0052	3.5952	3	0.046599734
Z00036952-1	Rnase6	ribonuclease, RNase A family, 6	U015582	NM_030098.1	AK020595		2.2403	2.2885	2.8271	3	0.065202844
Z00005995-1	Tram1	translocating chain-associating membrane protein 1	U021129	NM_028173.1	AK007839	MGI:1919515	3.7019	3.618	4.2045	3	0.050181855
Z00017930-1	P4Ha1	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide	U011546	NM_011030.1	AK030574	MGI:97463	3.8078	3.5546	4.139	3	0.168485126
Z00063539-1	4930480K15Rik	RIKEN cDNA 4930480K15 gene	U018340		AK005881		1.7289	1.7995	2.3122	3	0.072558041
Z00034749-1	0610033H09Rik	RIKEN cDNA 0610033H09 gene	U005220	NM_025338.1	AK002737	MGI:1913327	4.9792	5.0468	5.5615	3	0.07078854
Z00061891-1	9030605E16Rik	RIKEN cDNA 9030605E16 gene	U020252	NM_029417.1	AK014817		3.3589	3.3312	3.9133	3	0.045703378
Z00025295-1	Av071179	expressed sequence AV071179	U005626	NM_031180.1	AF165170	MGI:1932466	3.3177	3.3271	3.8978	3	0.056432875
Z00007308-1	Fkbp10	FK506 binding protein 10	U013338	NM_010221.1	AK019446	MGI:104769	3.5055	3.6436	4.0849	3	0.114222533
Z00016513-1	Mkiaa1314	Mus musculus mRNA for mKIAA1314 protein.	U038023	NM_172964.1			2.09	2.1685	2.6687	3	0.075375638
Z00010086-1	3110002H16Rik	RIKEN cDNA 3110002H16 gene	U018421	NM_029623.1	AF003352		3.2684	3.5142	3.847	3	0.195913773
Z00034540-1	Exosc5	exosome component 5	U241988	NM_138586.1	AK006475	MGI:107889	4.0948	4.2055	4.6727	3	0.095197129
Z00003224-1	37502	septin 4	U013140	NM_011129.1	AB078010	MGI:1270156	2.8214	2.5701	3.1469	3	0.16871882
Z00022126-1	Car12	carbonic anyhydrase 12	U010658	NM_178396.3	AK009873		2.7148	2.5374	3.1141	3	0.110689247
Z00034606-1	Kdelr2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	U006405	NM_025841.1	AJ278133		3.588	3.3733	3.9493	3	0.139894161
Z00044356-1	2310047C17Rik	Mus musculus RIKEN cDNA 2310047C17 gene (2310047C17Rik), mRNA	U019139	NM_175108.2	AK009866		2.6442	2.8732	3.2199	3	0.183316256
Z00030587-1	Gpx2	glutathione peroxidase 2	U034092	NM_030677.1	BC010823	MGI:106609	3.0062	3.1243	3.5818	3	0.100125565
Z00056696-1	P4Hb	prolyl 4-hydroxylase, beta polypeptide	U033720	NM_011032.1	AK177965	MGI:97464	3.5057	3.5412	4.0813	3	0.055793422
Z00032338-1	8430419K02Rik	RIKEN cDNA 8430419K02 gene	U032544		AK018427		2.0462	1.9089	2.4844	3	0.080654227
Z00059330-1	Olfr228	olfactory receptor 228	U067999	NM_146405.1		MGI:3030062	1.0781	0.9744	1.5498	3	0.057493752
Z00027252-1	Loc433493,Loc381400	PREDICTED: Mus musculus similar to KIAA1512 protein (LOC433493), mRNA	U002705	XM_355358.2	AK028586		2.7967	2.6096	3.1844	3	0.118502065
Z00024850-1	Pip5K1A	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha	U038927	NM_008846.1	AF048695	MGI:107930	3.074	2.9753	3.5501	3	0.054288844
Z00034127-1	Fvt1	follicular lymphoma variant translocation 1	U021661	XM_203753.3	AK018155		3.3478	3.47	3.9216	3	0.10296759
Z00063122-1	Myo5B	myosin Vb	U018896	NM_201600.1	AK033484		2.5652	2.5175	3.0913	3	0.035141361
Z00055356-1	C730034F03Rik	RIKEN cDNA C730034F03 gene	U016563	NM_176900.3	AK053866		3.2479	3.2468	3.8198	3	0.051509241
Z00000376-1	Il17R	interleukin 17 receptor	U007342	NM_008359.1	AK010040	MGI:107399	2.5224	2.6157	3.0932	3	0.083087838
Z00040239-1	Rdh10	retinol dehydrogenase 10 (all-trans)	U042148	NM_133832.2	AF456767	MGI:1924238	3.1782	3.2114	3.7481	3	0.052135398
Z00008774-1	Ptpn21	protein tyrosine phosphatase, non-receptor type 21	U034250	NM_011877.1	AK013777	MGI:1344406	2.5039	2.5591	3.0736	3	0.060650752
Z00026000-1	C630005D06Rik	RIKEN cDNA C630005D06 gene	U013534	XM_112560.4	AK040894		2.9633	3.0981	3.5326	3	0.112204721
Z00062196-1	Creb3L2	cAMP responsive element binding protein 3-like 2	U027172	NM_178661.2	AK028024	MGI:2442695	4.1265	3.9141	4.482	3	0.139895218
Z00039632-1	Gpr77	G protein-coupled receptor 77	U028180	NM_176912.2	AK007461	MGI:2442013	2.3665	2.5997	2.934	3	0.188275517
Z00057305-1	Cklfsf4	chemokine-like factor super family 4	U041094	NM_153582.3	AF479815		3.4213	3.6637	3.9881	3	0.195714553
Z00022487-1	Eva1	epithelial V-like antigen 1	U010406	NM_007962.2	AF030454	MGI:1289160	2.8277	2.9894	3.393	3	0.132872184
Z00046867-1	Cd8A	CD8 antigen, alpha chain	U007018	XM_132621.4	AJ131778	MGI:88346	2.6305	2.6179	3.182	3	0.037851538
Z00008523-1	2310057M21Rik	RIKEN cDNA 2310057M21 gene	U029341	NM_026655.2	AK019097		2.9811	3.1314	3.5446	3	0.124396404
Z00025276-1	Tpm3	tropomyosin 3, gamma	U003484	NM_022314.2	AF317223	MGI:1890149	2.7369	2.638	3.2014	3	0.053389055
Z00034685-1	Nfxl1	nuclear transcription factor, X-box binding-like 1	U097192	XM_355673.2	AK005913	MGI:1923646	3.4707	3.338	3.9007	3	0.07837728
Z00006676-1	Tpm4	tropomyosin 4	U009481	NM_001001491.1	AK049383		3.6048	3.565	4.1274	3	0.027171229
Z00023662-1	Arl6Ip5	ADP-ribosylation factor-like 6 interacting protein 5	U007211	NM_022992.1	AF133912	MGI:1929501	3.3828	3.4629	3.9448	3	0.073612422
Z00006163-1	C1Galt1	core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase	U006531	NM_052993.2	AF157962	MGI:2151071	2.5633	2.8001	3.1247	3	0.192528855
Z00026820-1	4930552P12Rik	RIKEN cDNA 4930552P12 gene	U163199	XM_488878.1	AK011373		2.9948	2.9345	3.4957	3	0.030200688
Z00036108-1	Fkbp9	FK506 binding protein 9	U006916	NM_012056.1	AF090334	MGI:1350921	4.7059	4.8049	5.266	3	0.086574865
Z00052760-1	Tax1Bp3	Tax1 (human T-cell leukemia virus type I) binding protein 3	U012897	NM_029564.1	AK004963	MGI:1923531	3.5792	3.5637	4.1229	3	0.03237361
Z00048978-1	5830431A10Rik	RIKEN cDNA 5830431A10 gene	U034624		AK017957		1.9281	2.1048	2.4865	3	0.145667859
Z00062794-1	1700019B21Rik	RIKEN cDNA 1700019B21 gene	U039420		BC052024		2.1718	2.3701	2.7293	3	0.162870615
Z00004749-1	Wdr1	WD repeat domain 1	U026139	NM_011715.1	AF020055	MGI:1337100	3.9528	4.1363	4.51	3	0.151251073
Z00024077-1	Syne1	synaptic nuclear envelope 1	U031496	NM_022027.1	AF281869	MGI:1927152	2.1278	2.1617	2.6841	3	0.046118707
Z00060384-1	Derl1	Der1-like domain family, member 1	U036193	NM_024207.2	AK007435	MGI:1915069	3.8913	4.0224	4.4472	3	0.110733659
Z00001236-1	Arhgap1	Rho GTPase activating protein 1	U002127	NM_146124.2	AK046291	MGI:2445003	4.135	4.3165	4.6896	3	0.150222881
Z00030440-1	Paox	polyamine oxidase (exo-N4-amino)	U008916	NM_153783.2	AF226656	MGI:1916983	3.9226	4.1594	4.4771	3	0.19426158
Z00025221-1	Sele	selectin, endothelial cell	U001013	NM_011345.1	BC038687	MGI:98278	1.1753	1.0716	1.625	3	0.057454966
Z00009797-1	Bag5	BCL2-associated athanogene 5	U034376	NM_027404.1	AK005534		3.3608	3.1457	3.6989	3	0.146086418
Z00019744-1	Man1A2	mannosidase, alpha, class 1A, member 2	U024428	NM_010763.1	AK013515	MGI:104676	3.7034	3.7741	4.2544	3	0.066604243
Z00011034-1	Myd88	myeloid differentiation primary response gene 88	U031427	NM_010851.2	AK090107		3.1924	3.3428	3.7426	3	0.126644035
Z00030561-1	Plscr2	phospholipid scramblase 2	U010854	NM_008880.2	AF015790	MGI:1270860	3.8087	3.8132	4.3582	3	0.034633429
Z00016887-1	Sel1H	Sel1 (suppressor of lin-12) 1 homolog (C. elegans)	U034232	NM_011344.1	AF063095		3.506	3.5664	4.0553	3	0.059520178
Z00010353-1	D8Bwg1414E	DNA segment, Chr 8, Brigham & Womens Genetics 1414 expressed	U030271	NM_025781.1	AK007926		2.8673	3.0813	3.4159	3	0.177553273
Z00022408-1	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	U011296	NM_010828.1	AK177398	MGI:1306784	3.6369	3.7466	4.1845	3	0.095485757
Z00058681-1	3732412D22Rik	RIKEN cDNA 3732412D22 gene	U042642	NM_001001980.1	AK019457		3.2797	3.0371	3.5812	3	0.171383487
Z00034237-1	Sall1	sal-like 1 (Drosophila)	U030082	NM_021390.2	AB051409	MGI:1889585	3.5222	3.7295	4.0659	3	0.173507431
Z00023518-1	Pyy	peptide YY	U033467	NM_145435.1	AK188703		2.3585	2.3568	2.9002	3	0.029015948
Z00035586-1	Dap	death-associated protein	U087654	NM_146057.1	AK014991		4.2612	4.4523	4.8043	3	0.160662506
Z00005968-1	Rpn1	ribophorin I	U007145	NM_133933.2	AK029923	MGI:98084	4.8297	4.8025	5.3456	3	0.014217528
Z00001281-1	Calr	calreticulin	U030041	NM_007591.2	AK075605	MGI:88252	3.7031	3.8493	4.2457	3	0.124947652
Z00019642-1	Etv6	ets variant gene 6 (TEL oncogene)	U042770	NM_007961.2	AK035231	MGI:109336	3.0356	3.2722	3.5782	3	0.19743046
Z00016352-1	Slco2A1	solute carrier organic anion transporter family, member 2a1	U010940	NM_033314.1	AF323958	MGI:1346021	2.6617	2.7279	3.204	3	0.063423089
Z00023195-1	Bag2	Bcl2-associated athanogene 2	U021210	NM_145392.1	AK083600		3.597	3.5551	4.0973	3	0.014934369
Z00020673-1	Txndc11	thioredoxin domain containing 11	U036791	NM_029582.1	AK013044	MGI:1923620	3.7718	3.7698	4.3113	3	0.027492565
Z00031385-1	Loc331243	PREDICTED: Mus musculus similar to hypothetical protein A430089I19 (LOC331243), mRNA	U259147	XM_285618.3			2.6321	2.7769	3.1726	3	0.124325436
Z00035443-1	Mbp	myelin basic protein	U018952	NM_010777.1	AK002947	MGI:96925	2.2871	2.1345	2.6745	3	0.09962442
Z00049371-1	4930447F04Rik	RIKEN cDNA 4930447F04 gene	U039426	XM_135902.1	AK039763		2.2024	2.0512	2.5909	3	0.09858643
Z00047420-1	Olfr1221	olfactory receptor 1221	U022961	NM_146902.1		MGI:3031055	3.8228	3.8664	4.361	3	0.047501225
Z00038137-1	Slc27A3	solute carrier family 27 (fatty acid transporter), member 3	U024297	XM_130954.4	AF072758	MGI:1347358	3.4222	3.346	3.8831	3	0.038892857
Z00010017-1	Edem1	ER degradation enhancer, mannosidase alpha-like 1	U007252	NM_138677.1	AB042828		3.638	3.8187	4.1747	3	0.154078724
Z00040583-1	1110021J02Rik	RIKEN cDNA 1110021J02 gene	U037633		AK003900		3.4876	3.2693	3.8057	3	0.15434702
Z00005354-1	Aqp8	aquaporin 8	U008743	NM_007474.1	AF018952		3.6	3.5835	4.1195	3	0.013455482
Z00010796-1	Kctd10	potassium channel tetramerisation domain containing 10	U026601	NM_026145.2	AK028657		2.5433	2.7581	3.0791	3	0.181872549
Z00031898-1	Speer1-Ps1	Mus musculus spermatogenesis associated glutamate (E)-rich protein 1, pseudogene 1 (Speer1-ps1) on chromosome 5	U088228	NR_001586.1	AK014925	MGI:1918146	2.3173	2.3838	2.8523	3	0.064173103
Z00023078-1	Srprb	signal recognition particle receptor, B subunit	U031256	NM_009275.3	AK004854		3.1293	3.112	3.6464	3	0.011728761
Z00025832-1	Krt2-6A	keratin complex 2, basic, gene 6a	U226204	NM_008476.3	AK009394	MGI:1100845	3.6816	3.6735	4.2064	3	0.017255781
Z00045130-1	Myd116	myeloid differentiation primary response gene 116	U028534	NM_008654.1	AK079339		3.0573	3.1683	3.5902	3	0.099250385
Z00005107-1	Mrg2	myeloid ecotropic viral integration site-related gene 2	U007703		AF503502	MGI:108519	2.4662	2.2986	2.8312	3	0.11441474
Z00064395-1	Senp5	SUMO/sentrin specific protease 5	U036971	NM_177103.2	AK028177		2.5397	2.4876	3.0202	3	0.020835915
Z00024358-1	Capn6	calpain 6	U039757	NM_007603.2	BC052167		2.0733	2.0554	2.5878	3	0.009831264
Z00001979-1	Hspa5	heat shock 70kD protein 5 (glucose-regulated protein)	U042281	NM_022310.2	AJ002387	MGI:95835	4.6385	4.8508	5.1705	3	0.181039037
Z00062771-1	Lip1	lysosomal acid lipase 1	U038982	NM_021460.1	AK088659	MGI:96789	3.2427	3.3296	3.774	3	0.080540294
Z00023600-1	Rbmy1A1	RNA binding motif protein, Y chromosome, family 1, member A1	U175420	NM_011253.1	AK016258	MGI:104732	2.5959	2.687	3.126	3	0.084108054
Z00038929-1	1200009F10Rik	RIKEN cDNA 1200009F10 gene	U011889	NM_026166.1	AK004404		3.5884	3.6558	4.1182	3	0.065582122
Z00035349-1	0610039A15Rik	RIKEN cDNA 0610039A15 gene	U027734	NM_175101.2	AK020058		3.3387	3.2101	3.7396	3	0.083766072
Z00000686-1	C630002B14Rik	RIKEN cDNA C630002B14 gene	U306185	NM_175331.2	AK083091		3.9383	3.9342	4.4634	3	0.018211766
Z00035442-1	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	U031617	NM_008813.2	AF339910	MGI:97370	3.2463	3.3325	3.7754	3	0.080452439
Z00061384-1	Bc016198	cDNA sequence BC016198	U009323	NM_203507.2	AK004597		2.9208	3.021	3.4493	3	0.091712866
Z00000650-1	Bc003251	cDNA sequence BC003251	U012658	NM_024480.2	AK086088		3.4466	3.4972	3.9746	3	0.052934055
Z00045358-1	Rpl4	ribosomal protein L4	U010610	NM_024212.2	AJ844648		2.6914	2.852	3.2189	3	0.140588473
Z00015865-1	Plod1	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	U025778	NM_011122.1	AF046782	MGI:99907	3.3854	3.3619	3.8888	3	0.002247743
Z00007580-1	Frk	fyn-related kinase	U011399	NM_010237.2	AK028855	MGI:103265	2.3477	2.3498	2.872	3	0.020101943
Z00006229-1	Tcfl4	transcription factor-like 4	U013356	NM_011550.2	AF213670	MGI:108398	2.6444	2.7539	3.1686	3	0.100315757
Z00054644-1	Akr1B8	aldo-keto reductase family 1, member B8	U089644	NM_008012.1	AK207771	MGI:107673	2.0669	2.2777	2.5907	3	0.182536005
Z00036407-1	Erp29	endoplasmic reticulum protein 29	U026681	NM_026129.2	AK004795	MGI:1914647	5.031	4.8144	5.3379	3	0.157980992
Z00001278-1	Golt1B	golgi transport 1 homolog B (S. cerevisiae)	U042775	NM_025872.3	AK009991		3.257	3.3468	3.7792	3	0.085031616
Z00057044-1	H2-Ke2	H2-K region expressed gene 2	U037696	NM_010385.1	AK010679	MGI:95908	4.0142	4.1352	4.5361	3	0.110281944
Z00024487-1	Mitf	microphthalmia-associated transcription factor	U007215	NM_008601.1	AB009397	MGI:104554	2.975	3.0699	3.4969	3	0.089216471
Z00013243-1	Txndc5	thioredoxin domain containing 5	U034699	NM_145367.2	AK181697	MGI:2145316	3.723	3.8017	4.2424	3	0.076887013
Z00018376-1	0610040B21Rik	RIKEN cDNA 0610040B21 gene	U004630	NM_025334.2	AK002862		4.096	3.9251	4.4439	3	0.122642705
Z00058003-1	Cit	citron	U040645	NM_007708.1	AF070066	MGI:105313	2.9519	2.8626	3.3807	3	0.056405089
Z00037790-1	5730510P18Rik	RIKEN cDNA 5730510P18 gene	U013770		BC021595		2.3263	2.3734	2.8443	3	0.051972398
Z00044041-1	1700081D17Rik	RIKEN cDNA 1700081D17 gene	U015812	XM_127741.4	AK006750		1.2912	1.4392	1.8089	3	0.133560096
Z00035070-1	2310008M10Rik	RIKEN cDNA 2310008M10 gene	U024646	NM_025509.2	AK009237		4.5154	4.4075	4.9248	3	0.071919612
Z00058001-1	Tcirg1	T-cell, immune regulator 1	U108131	NM_016921.2	AB022322	MGI:1350931	3.5218	3.7354	4.0391	3	0.187111843
Z00032601-1	Loc214321	PREDICTED: Mus musculus similar to ADAM4b (LOC214321), mRNA	U044497	XM_146967.4			1.4536	1.4054	1.9217	3	0.024063523
Z00001455-1	Cables2	Cdk5 and Abl enzyme substrate 2	U023759	NM_145851.1	AK050121	MGI:2182335	3.1132	2.9416	3.4568	3	0.124785563
Z00051088-1	Plekhh2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	U018287	NM_177606.2	AK029252		2.2172	2.0041	2.5186	3	0.158942139
Z00023585-1	Slc30A1	solute carrier family 30 (zinc transporter), member 1	U257054	NM_009579.2	AK190696	MGI:1345281	3.0773	3.2859	3.5912	3	0.184285297
Z00026761-1	D230037D09Rik	RIKEN cDNA D230037D09 gene	U014306	NM_177140.2	AK032513		3.4299	3.5046	3.9437	3	0.075332942
Z00006186-1	Ext1	exostoses (multiple) 1	U036169	NM_010162.1	BC004741		3.357	3.3019	3.8151	3	0.031286632
Z00056515-1	Oit3	oncoprotein induced transcript 3	U031810	NM_010959.1	AF356506	MGI:1201782	2.6468	2.532	3.045	3	0.079536371
Z00010876-1	Bb128963	expressed sequence BB128963	U063227	NM_172742.1	AK028584		3.0095	2.999	3.5099	3	0.010667294
Z00026097-1	C130089K02Rik	RIKEN cDNA C130089K02 gene	U024036		AK038829		3.1543	2.99	3.5008	3	0.120829319
Z00050776-1	Tnfrsf19L	tumor necrosis factor receptor superfamily, member 19-like	U028918	NM_177073.3	AK042363		2.8879	2.8142	3.3236	3	0.048194694
Z00031409-1	4933409K07Rik	RIKEN cDNA 4933409K07 gene	U263943	NM_178649.2	AK041157		2.7363	2.861	3.2449	3	0.117840878
Z00049034-1	Hsdl1	hydroxysteroid dehydrogenase like 1	U030313	NM_175185.2	AK012496		3.3461	3.2526	3.7612	3	0.064491566
Z00047838-1	Abhd7	abhydrolase domain containing 7	U005928	NM_001001804.1		MGI:2686228	2.5935	2.4545	2.9629	3	0.10139494
Z00029501-1	Pycard	PYD and CARD domain containing	U008826		AK080825	MGI:1931465	2.6856	2.5262	3.0336	3	0.118440233
Z00001079-1	Pdia4	protein disulfide isomerase associated 4	U027263	NM_009787.1	AK028292	MGI:104864	3.4251	3.6142	3.932	3	0.17104083
Z00037322-1	1810036H07Rik	RIKEN cDNA 1810036H07 gene	U007131	NM_025467.1	AK007451		2.7134	2.7012	3.208	3	0.012415629
Z00011241-1	5730409F24Rik	RIKEN cDNA 5730409F24 gene	U019165	NM_181403.2	AK030717		3.9424	3.8219	4.3286	3	0.087246254
Z00038728-1	Lrrc28	leucine rich repeat containing 28	U028687	NM_175124.3	AK004904		3.3514	3.2804	3.787	3	0.047634574
Z00018517-1	5730405M13Rik	RIKEN cDNA 5730405M13 gene	U006181	NM_025671.1	AK004916		3.1671	3.2162	3.6715	3	0.057755175
Z00034944-1	1500041J02Rik	RIKEN cDNA 1500041J02 gene	U000278	NM_026424.2	AK002294		3.2533	3.3949	3.7574	3	0.133365756
Z00022666-1	Pcbd1	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1	U011560	NM_025273.1	AK007401	MGI:94873	3.6573	3.6188	4.1221	3	0.025484838
Z00034521-1	Neu1	neuraminidase 1	U017876	NM_010893.2	AK077444	MGI:97305	3.6324	3.5061	4.0091	3	0.093814649
Z00036717-1	9530090G24Rik	RIKEN cDNA 9530090G24 gene	U023540	NM_145537.1	AK029164		3.8351	3.8222	4.3251	3	0.014995693
Z00058139-1	Myl6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	U032359	NM_010860.2	AK180086	MGI:109318	3.8849	4.0548	4.3872	3	0.157189773
Z00024063-1	Ins1	insulin I	U019565	NM_008386.2	AK007345	MGI:96572	2.9267	2.8063	3.3083	3	0.089585145
Z00033832-1	Ppp1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2	U036964	NM_025800.1	AK002671		3.4233	3.305	3.8067	3	0.088055764
Z00060542-1	Loc436241	PREDICTED: Mus musculus similar to DnaJ (Hsp40) homolog, subfamily B, member 9; microvascular endothelial differentiation gene 1; DNA j protein b9; microvascular endothelial differentiation gene (LOC436241), mRNA	U051260	XM_488392.1			2.3993	2.5571	2.901	3	0.147552717
Z00056647-1	E130113K08Rik	RIKEN cDNA E130113K08 gene	U305195	NM_001005341.2	AB098741		2.8139	2.88	3.3154	3	0.072762158
Z00031110-1	Ap1G1	adaptor protein complex AP-1, gamma 1 subunit	U042928	NM_009677.3	AK028360	MGI:101919	2.3892	2.5623	2.8907	3	0.16012606
Z00000670-1	Nagk	N-acetylglucosamine kinase	U007088	NM_019542.1	AJ242909	MGI:1860418	3.1091	3.1459	3.6101	3	0.049041166
Z00019732-1	Mgst3	microsomal glutathione S-transferase 3	U022017	NM_025569.1	AK003246	MGI:1913697	3.163	3.2998	3.6639	3	0.130731242
Z00032148-1	C530043A13Rik	RIKEN cDNA C530043A13 gene	U021469	NM_176897.2	BC048494		1.7161	1.7423	2.216	3	0.040838695
Z00033280-1	Loc240219	PREDICTED: Mus musculus similar to glutamine synthetase (LOC240219), mRNA	U148781	XM_140284.2			2.755	2.7652	3.2547	3	0.027861368
Z00017663-1	E130016I23Rik	RIKEN cDNA E130016I23 gene	U015964	NM_021434.2	AB041545		3.6839	3.6757	4.1753	3	0.017497191
Z00054471-1	Adh7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	U003908	NM_009626.2	AF331802	MGI:87926	2.3443	2.4609	2.8428	3	0.115228119
Z00025988-1	Rps6Ka4	ribosomal protein S6 kinase, polypeptide 4	U038659	NM_019924.1	AF074714	MGI:1930076	3.2977	3.4939	3.796	3	0.180300414
Z00005860-1	Pdcd6Ip	programmed cell death 6 interacting protein	U031387	NM_011052.1	AF119955	MGI:1333753	4.2243	4.3829	4.7225	3	0.149643404
Z00036138-1	Nt5C3	5-nucleotidase, cytosolic III	U027357	NM_026004.1	AK011525	MGI:1927186	3.6541	3.4577	3.9558	3	0.152966113
Z00049915-1	Smyd5	SET and MYND domain containing 5	U042751	NM_144918.1	AK185293	MGI:108048	2.8513	3.0442	3.3488	3	0.177938949
Z00035982-1	Gorasp2	golgi reassembly stacking protein 2	U001887	NM_027352.2	AK002515	MGI:2135962	3.0181	3.0323	3.5145	3	0.032607147
Z00055984-1	Cyp4A14	cytochrome P450, family 4, subfamily a, polypeptide 14	U025396	NM_007822.1	AK098088		3.7079	3.7639	4.2033	3	0.067107896
Z00005951-1	Dpagt1	dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	U010381	NM_007875.2	AK008246	MGI:1196396	3.1414	2.9733	3.4676	3	0.131994778
Z00036747-1	Cltb	clathrin, light polypeptide (Lcb)	U014869	NM_028870.1	AK009844		3.449	3.5978	3.9429	3	0.143467195
Z00060808-1	Hspa2	heat shock protein 2	U142424	NM_001002012.1	AK204828	MGI:96243	2.9859	3.0659	3.4786	3	0.08788354
Z00027806-1	2510049J12Rik	RIKEN cDNA 2510049J12 gene	U041046	XM_132808.1	AK011120		2.4898	2.4979	2.9822	3	0.029702222
Z00010392-1	Cln8	ceroid-lipofuscinosis, neuronal 8	U042886	NM_012000.2	AF125307		3.2484	3.3151	3.7408	3	0.07718772
Z00045860-1	Bc087945	cDNA sequence BC087945	U036050	XM_484453.1	BC028541		3.7362	3.921	4.2277	3	0.173881973
Z00040616-1	2310042L06Rik	RIKEN cDNA 2310042L06 gene	U016477	NM_172428.1	AK009756		3.3561	3.198	3.6893	3	0.125523189
Z00047973-1	1110014C03Rik	RIKEN cDNA 1110014C03 gene	U034185	NM_026775.2	AK003676		4.6193	4.7099	5.1104	3	0.097246523
Z00020229-1	Mllt2H	homolog of human MLLT2 unidentified gene	U235721		AK030884		3.7866	3.9298	4.2769	3	0.140476384
Z00008274-1	Capn7	calpain 7	U043389	NM_009796.1	AB028640	MGI:1338030	4.1142	4.0158	4.506	3	0.078801141
Z00036584-1	Rere	arginine glutamic acid dipeptide (RE) repeats	U005140	XM_204015.3	AK004046	MGI:2683486	2.186	2.3344	2.676	3	0.144849758
Z00012824-1	Fndc3B	fibronectin type III domain containing 3B	U023900	NM_173182.1	AB098596	MGI:1919257	3.8177	3.8834	4.3075	3	0.077592788
Z00025274-1	Dusp3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	U033461	NM_028207.1	AF280809	MGI:1919599	2.7764	2.6236	3.1125	3	0.122568181
Z00038724-1	E330021D16Rik	RIKEN cDNA E330021D16 gene	U027968	NM_175527.2	AJ459262		2.9777	2.9692	3.4577	3	0.025287873
Z00023590-1	Psmd9	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	U006162	NM_026000.1	AK002280	MGI:1914401	3.5766	3.5872	4.0648	3	0.034039563
Z00047207-1	1700055N04Rik	Mus musculus RIKEN cDNA 1700055N04 gene (1700055N04Rik), mRNA	U128223	NM_028545.1	AK006803		1.1326	1.1497	1.6196	3	0.039864212
Z00003113-1	B230120H23Rik	RIKEN cDNA B230120H23 gene	U001910	NM_023057.1	AB049731	MGI:2443258	2.4392	2.3227	2.8091	3	0.095204891
Z00023276-1	Psors1C2	psoriasis susceptibility 1 candidate 2 (human)	U017908	NM_020576.1	AF159091	MGI:1930025	3.4606	3.4887	3.9468	3	0.04906092
Z00038878-1	Slc35B3	solute carrier family 35, member B3	U034702	NM_134060.2	AK076592	MGI:1913978	3.5283	3.432	3.9171	3	0.080317161
