Affymetrix ID	Symbol	Description	cluster
95041_at	1110007C 05Rik	RIKEN cDNA 1110007C05 gene	8
95117_at	Igf2r	insulin-like growth factor 2 receptor	8
95345_at	Tpbg	trophoblast glycoprotein	8
95466_at	Cotl1	coactosin-like 1 (Dictyostelium)	8
95518_at	1810015C 04Rik	RIKEN cDNA 1810015C04 gene	8
95619_at	1700040I0 3Rik	RIKEN cDNA 1700040I03 gene	8
95661_at	Cd9	CD9 antigen	8
95749_at	Armet	arginine-rich, mutated in early stage tumors	8
96089_at	4931406C 07Rik	RIKEN cDNA 4931406C07 gene	8
96090_g_at	4931406C 07Rik	RIKEN cDNA 4931406C07 gene	8
96091_at	4931406C 07Rik	RIKEN cDNA 4931406C07 gene	8
96605_at	0610011I0 4Rik	RIKEN cDNA 0610011I04 gene	8
96724_r_at	Ssx2ip	synovial sarcoma, X breakpoint 2 interacting protein	8
97409_at	Ifi1	interferon inducible protein 1	8
97415_at	Rab3d	RAB3D, member RAS oncogene family	8
97509_f_at	Fgfr1	fibroblast growth factor receptor 1	8
97525_at	Gyk	glycerol kinase	8
97689_at	F3	coagulation factor III	8
97770_s_at	D6Wsu17 6e	DNA segment, Chr 6, Wayne State University 176, expressed	8
97924_at	Gne	glucosamine	8
98071_f_at	Dck	deoxycytidine kinase	8
98122_at	Lmo4	LIM domain only 4	8
98151_s_at	Catns	catenin src	8
98436_s_at	Casp3	caspase 3, apoptosis related cysteine protease	8
98596_s_at	Siat9	sialyltransferase 9 (CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase)	8
98989_at	Dhcr7	7-dehydrocholesterol reductase	8
99481_at	Atp1a2	ATPase, Na+/K+ transporting, alpha 2 polypeptide	8
	Tfrc	transferrin receptor /// transferrin receptor	8
100024_at	Shrm	shroom	9
100155_at	Ddr1	discoidin domain receptor family, member 1	9
100283_at	Sox10	SRY-box containing gene 10	9
100313_at	Itga8	integrin alpha 8	9
100428_at	Lamc2	laminin, gamma 2	9
100481_at	Col11a1	procollagen, type XI, alpha 1	9
100923_at	Myo10	myosin X	9
101446_at	Tpd52l1	tumor protein D52-like 1	9
101453_at	Mia	melanoma inhibitory activity	9
101502_at	Tgif	TG interacting factor	9
101522_at	Tm4sf1	transmembrane 4 superfamily member 1	9
101551_s_at	Tes	testis derived transcript	9
101560_at	Emb	embigin	9
101637_at	Ceacam10	CEA-related cell adhesion molecule 10	9
101845_s_at	Csprs	component of Sp100-rs	9
101908_s_at	Ceacam2	CEA-related cell adhesion molecule 2	9
102001_at	Rrm2	ribonucleotide reductase M2	9
102053_at	Plscr2	phospholipid scramblase 2	9
102064_at	Casp1	caspase 1	9
102070_at	Col9a3	procollagen, type IX, alpha 3	9
102198_at	Kcnn4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	9
102243_at	Ehf	ets homologous factor	9
102335_at	Kcnk1	potassium channel, subfamily K, member 1	9
102338_at	Pde9a	phosphodiesterase 9A	9
102371_at	Nr4a1	nuclear receptor subfamily 4, group A, member 1	9
102381_at	Acsl4	acyl-CoA synthetase long-chain family member 4	9
102410_at	Hs3st1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	9
102411_at	Zfp239	zinc finger protein 239	9
102804_at	Ceacam2	CEA-related cell adhesion molecule 2	9
102805_at	Ceacam1	CEA-related cell adhesion molecule 1	9
102806_g_at	Ceacam1	CEA-related cell adhesion molecule 1	9
102856_at	Sox10	SRY-box containing gene 10	9
102887_at	Tnfrsf11b	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	9
102918_at	Muc1	mucin 1, transmembrane	9
102936_at	B4galt6	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6	9
102979_at	---	MRNA similar to SHB (Src homology 2 domain containing) adaptor protein B (cDNA clone MGC:30399 IMAGE:4488005), complete cds	9
102993_at	Ggta1	glycoprotein galactosyltransferase alpha 1, 3	9
103051_at	Expi	extracellular proteinase inhibitor	9
103059_at	Fxyd3	FXYD domain-containing ion transport regulator 3	9
103061_at	Gad1	glutamic acid decarboxylase 1	9
103088_at	Chl1	cell adhesion molecule with homology to L1CAM	9
103283_at	Elf5	E74-like factor 5	9
103305_at	Itgb4	integrin beta 4	9
103443_at	Aim1	absent in melanoma 1	9
103506_f_at	Dsc2	desmocollin 2	9
103549_at	Nes	nestin	9
103570_at	C1qtnf3	C1q and tumor necrosis factor related protein 3	9
103676_at	C1qtnf1	C1q and tumor necrosis factor related protein 1	9
103721_at	Npnt	nephronectin	9
103766_at	Sema5a	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	9
103812_at	Clca1	chloride channel calcium activated 1	9
103905_at	Car12	carbonic anyhydrase 12	9
104017_at	Acsl4	acyl-CoA synthetase long-chain family member 4	9
104063_at	Srcasm	Src activating and signaling molecule	9
104099_at	Pglyrp1	peptidoglycan recognition protein 1	9
104121_at	Jup	junction plakoglobin	9
104174_at	Enpp1	ectonucleotide pyrophosphatase/phosphodi esterase 1	9
104198_at	E030027H 19Rik	RIKEN cDNA E030027H19 gene	9
104207_at	6330505N 24Rik	RIKEN cDNA 6330505N24 gene	9
104467_at	Cpd	carboxypeptidase D	9
104480_at	Dsg2	desmoglein 2	9
104483_at	Col9a1	procollagen, type IX, alpha 1	9
104643_at	BC037006	cDNA sequence BC037006	9
104697_at	Rhoj	ras homolog gene family, member J	9
104716_at	Rbp1	retinol binding protein 1, cellular	9
104747_at	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	9
160249_at	Tpd52	tumor protein D52	9
160469_at	Thbs1	thrombospondin 1	9
160546_at	Aldo3	aldolase 3, C isoform	9
160564_at	Lcn2	lipocalin 2	9
160565_at	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous	9
160622_at	BC011209	cDNA sequence BC011209	9
160639_at	Hpn	hepsin	9
160695_i_at	Homer2	homer homolog 2 (Drosophila)	9
160702_at	2210008M 09Rik	RIKEN cDNA 2210008M09 gene	9
160806_at	Stk39	serine/threonine kinase 39, STE20/SPS1 homolog (yeast)	9
160819_at	Ndrg4	N-myc downstream regulated gene 4	9
160829_at	Phlda1	pleckstrin homology-like domain, family A, member 1	9
160977_at	Arhgef5	Rho guanine nucleotide exchange factor (GEF) 5	9
160979_at	D7Wsu87 e	DNA segment, Chr 7, Wayne State University 87, expressed	9
161075_at	D9Ertd280 e	DNA segment, Chr 9, ERATO Doi 280, expressed	9
161227_r_at	1700051C 09Rik	RIKEN cDNA 1700051C09 gene	9
161825_f_at	Ceacam10	CEA-related cell adhesion molecule 10	9
162475_f_at	Pglyrp1	peptidoglycan recognition protein 1	9
92275_at	Tcfap2c	transcription factor AP-2, gamma	9
92335_at	Ltbp2	latent transforming growth factor beta binding protein 2	9
92440_at	Irf6	interferon regulatory factor 6	9
92488_at	Casp12	caspase 12	9
92554_at	Ctbp2	C-terminal binding protein 2	9
92778_i_at	---	---	9
92851_at	Cp	ceruloplasmin	9
92871_at	Sel1h	Sel1 (suppressor of lin-12) 1 homolog (C. elegans)	9
92880_at	Mfge8	milk fat globule-EGF factor 8 protein	9
92927_at	Etv1	ets variant gene 1	9
92931_at	Dll1	delta-like 1 (Drosophila)	9
93097_at	Arg1	arginase 1, liver	9
93220_at	Col4a5	procollagen, type IV, alpha 5	9
93285_at	Dusp6	dual specificity phosphatase 6	9
93298_at	Papss1	3-phosphoadenosine 5-phosphosulfate synthase 1	9
93390_g_at	Prom1	prominin 1	9
93612_at	Mmp15	matrix metalloproteinase 15	9
93689_at	Emid1	EMI domain containing 1	9
93716_at	Trim46	tripartite motif protein 46	9
93753_at	Litaf	LPS-induced TN factor	9
93785_at	Folr1	folate receptor 1 (adult)	9
93797_g_at	Atp1a1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	9
93974_at	1300002F 13Rik	RIKEN cDNA 1300002F13 gene	9
93975_at	1300002F 13Rik	RIKEN cDNA 1300002F13 gene	9
94125_at	Eva	epithelial V-like antigen	9
94181_at	Scrg1	scrapie responsive gene 1	9
94232_at	Ccnd1	cyclin D1	9
94322_at	Sqle	squalene epoxidase	9
94384_at	Ier3	immediate early response 3	9
94423_at	BC004728	cDNA sequence BC004728	9
94493_at	Cldn3	claudin 3	9
94545_at	Rtn1	reticulon 1	9
94713_at	Myo7a	myosin VIIa	9
95022_at	Akap12	A kinase (PRKA) anchor protein (gravin) 12	9
95348_at	Cxcl1	chemokine (C-X-C motif) ligand 1	9
95349_g_at	Cxcl1	chemokine (C-X-C motif) ligand 1	9
95364_at	Gna14	guanine nucleotide binding protein, alpha 14	9
95465_s_at	Pr1	protein distantly related to to the gamma subunit family	9
95541_at	D6Wsu17 6e	DNA segment, Chr 6, Wayne State University 176, expressed	9
95637_at	Flnb	filamin, beta	9
95671_at	Hey1	hairy/enhancer-of-split related with YRPW motif 1	9
95733_at	Slc29a1	solute carrier family 29 (nucleoside transporters), member 1	9
96123_at	Lbp	lipopolysaccharide binding protein	9
96343_at	Actn4	actinin alpha 4	9
96518_at	BC037006	cDNA sequence BC037006	9
96764_at	AW11192 2	expressed sequence AW111922	9
96771_at	Erbb3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	9
97206_at	Spint1	serine protease inhibitor, Kunitz type 1	9
97413_at	1600029D 21Rik	RIKEN cDNA 1600029D21 gene	9
97442_at	Slc39a8	solute carrier family 39 (metal ion transporter), member 8	9
97487_at	Serpine2	serine (or cysteine) proteinase inhibitor, clade E, member 2	9
97519_at	Spp1	secreted phosphoprotein 1	9
97546_at	Cldn1	claudin 1	9
97768_at	Dsc2	desmocollin 2	9
97811_at	Arfgap3	ADP-ribosylation factor GTPase activating protein 3	9
97933_at	2300006M 17Rik	RIKEN cDNA 2300006M17 gene	9
97964_at	Fkbp11	FK506 binding protein 11	9
97970_at	Mfi2	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	9
97997_at	Sfrp1	secreted frizzled-related sequence protein 1	9
98088_at	Cd14	CD14 antigen	9
98319_at	Dsg2	desmoglein 2	9
98324_at	Foxa3	forkhead box A3	9
98485_at	Rhpn2	rhophilin, Rho GTPase binding protein 2	9
98593_at	Cmas	cytidine monophospho-N-acetylneuraminic acid synthetase	9
99011_at	Galnt3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransfer ase 3	9
99034_at	Irx3	Iroquois related homeobox 3 (Drosophila)	9
99065_at	Csnk	casein kappa	9
99452_at	Lisch7	liver-specific bHLH-Zip transcription factor	9
99460_at	Sema3b	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	9
99475_at	Socs2	suppressor of cytokine signaling 2	9
99561_f_at	Cldn7	claudin 7	9
99582_at	Tacstd1	tumor-associated calcium signal transducer 1	9
99642_i_at	Cpe	carboxypeptidase E	9
99643_f_at	Cpe	carboxypeptidase E	9
99810_at	Gpx2	glutathione peroxidase 2	9
99816_at	Hspa2	heat shock protein 2	9
99844_at	Fzd9	frizzled homolog 9 (Drosophila)	9
99926_at	Pigr	polymeric immunoglobulin receptor	9
99952_at	Chi3l1	chitinase 3-like 1	9
