FeatureID	Gene Symbol	Gene name	Gene Index U Cluster	RefSeq Acc	GenBank Acc	MGI	NSC	ESC	MAPC	K-means clustering	K-means clustering (similarity)
Z00015586-1	Nte	neuropathy target esterase	U009024	NM_015801.1	AF173829	MGI:1354723	2.4785	2.9657	2.9436	2	0.042848315
Z00032009-1	Rpl38	ribosomal protein L38	U013522	NM_023372.1	AB037665		2.863	3.3501	3.2067	2	0.108473403
Z00057514-1	Tex10,2810462N03Rik	testis expressed gene 10	U043843	XM_485378.1	AK013375	MGI:1344413	3.7297	4.214	4.0554	2	0.120361692
Z00015633-1	Sall4	sal-like 4 (Drosophila)	U023697	NM_175303.2	AF285588	MGI:2139360	2.1568	2.532	2.6407	2	0.070556978
Z00048022-1	2810013M15Rik	Mus musculus RIKEN cDNA 2810013M15 gene (2810013M15Rik), mRNA	U012926	NM_026197.1	AK011780		3.812	4.2946	4.1228	2	0.13084338
Z00017593-1	Arid5B	AT rich interactive domain 5B (Mrf1 like)	U031895	NM_023598.1	AF169968	MGI:2175912	3.8558	4.3355	4.2856	2	0.045872673
Z00036495-1	Hic2	hypermethylated in cancer 2	U043499	NM_178922.2	AF117382	MGI:1929869	3.7705	4.2485	4.224	2	0.036883798
Z00002762-1	Hs6St1	heparan sulfate 6-O-sulfotransferase 1	U000154	NM_015818.1	AB024566	MGI:1354958	4.1072	4.4569	4.5829	2	0.084127662
Z00001343-1	Tle3	transducin-like enhancer of split 3, homolog of Drosophila E(spl)	U010593	NM_009389.1	AK011812	MGI:104634	3.2946	3.6659	3.7701	2	0.067654909
Z00008622-1	Mdm2	transformed mouse 3T3 cell double minute 2	U162215	NM_010786.2	AK004719	MGI:96952	3.1201	3.5933	3.4757	2	0.090502362
Z00036488-1	Pwp2H	PWP2 (periodic tryptophan protein) homolog, yeast	U031968	NM_029546.1	AB041855	MGI:1341200	3.9578	4.431	4.3997	2	0.035729543
Z00009117-1	Actr2	Mus musculus ARP2 actin-related protein 2 homolog (yeast) (Actr2), mRNA	U032550	NM_146243.1	AK014618	MGI:1913963	3.0661	3.5066	3.5377	2	0.025719596
Z00002439-1	Cecr2	cat eye syndrome chromosome region, candidate 2 homolog (human)	U007344	XM_204234.3	AK011799		2.5058	2.9771	2.8522	2	0.096358438
Z00031421-1	C920008G01Rik	RIKEN cDNA C920008G01 gene	U020759	NM_177247.2	AK050592		1.0136	1.4848	1.3541	2	0.100860808
Z00050247-1	Aw209491	expressed sequence AW209491	U014563	NM_134067.2	AK030506		2.5652	2.9589	3.0351	2	0.047568684
Z00037504-1	Hspa1A	Mus musculus heat shock protein 1A (Hspa1a), mRNA	U058632	NM_010478.1	BC032044	MGI:96244	2.8346	3.3033	3.2081	2	0.074082228
Z00054848-1	Loc434308	PREDICTED: Mus musculus similar to hypothetical protein FLJ25801 (LOC434308), mRNA	U042899	XM_486101.1	BC050214		2.5281	2.9966	2.9861	2	0.029646916
Z00057812-1	Loc434684	PREDICTED: Mus musculus LOC434684 (LOC434684), mRNA	U204609	XM_486551.1			1.3556	1.6828	1.8235	2	0.097111278
Z00005200-1	Tcf3	transcription factor 3	U027481	NM_009332.1	AF057691		3.9593	4.4071	4.4263	2	0.022686625
Z00005774-1	Wdr3	WD repeat domain 3	U024425	NM_175552.3	AK043557		3.3834	3.8504	3.8468	2	0.02923774
Z00009679-1	D330037H05Rik	RIKEN cDNA D330037H05 gene	U016658	XM_128090.6	AK010113		3.4154	3.8766	3.8817	2	0.026815709
Z00000359-1	Nadk	NAD kinase	U005209	NM_138671.1	AK180033		3.6749	4.0197	4.1403	2	0.081759377
Z00009583-1	B230104P22Rik	RIKEN cDNA B230104P22 gene	U032073	NM_001004363.1	AB182364		3.0983	3.5634	3.4771	2	0.067750825
Z00024740-1	Nola2	nucleolar protein family A, member 2	U012572	NM_026631.1	AK007340	MGI:1098547	2.8233	3.1601	3.2872	2	0.087241686
Z00030614-1	4930500O09Rik	RIKEN cDNA 4930500O09 gene	U025228	XM_131470.2	AK015673		1.3515	1.8153	1.7059	2	0.085576261
Z00035228-1	Ppan	peter pan homolog (Drosophila)	U010128	NM_145610.1	AK039027	MGI:2178445	4.1054	4.5595	4.5689	2	0.022639143
Z00031595-1	9530048O09Rik	RIKEN cDNA 9530048O09 gene	U004706	XM_358611.2	AK007470		2.7386	3.1315	3.2019	2	0.043531649
Z00054110-1	1600002K03Rik	RIKEN cDNA 1600002K03 gene	U011742	NM_027207.1	AK005397		3.1267	3.5205	3.5891	2	0.042260901
Z00034070-1	Mrps18B	mitochondrial ribosomal protein S18B	U037761	NM_025878.1	AB049954		4.0197	4.4821	4.3836	2	0.077363676
Z00064681-1	Cald1	caldesmon 1	U042728	NM_145575.1	AF439859		4.11	4.5688	4.5459	2	0.02613875
Z00034770-1	Slc38A5	solute carrier family 38, member 5	U019681	NM_172479.1	AK054485	MGI:2148066	2.2855	2.7147	2.7428	2	0.016807626
Z00006437-1	Nol1	nucleolar protein 1	U007411	NM_138747.1	AK079914	MGI:107891	4.3245	4.7655	4.7789	2	0.013936306
Z00006300-1	Ris2	retroviral integration site 2	U009914	NM_026014.3	AB086655	MGI:1914427	4.5688	5.0037	5.0221	2	0.012565816
Z00034348-1	Bc027231	cDNA sequence BC027231	U043530	NM_145972.1	BC050980		3.0652	3.4309	3.5179	2	0.058019545
Z00035308-1	Senp2	SUMO/sentrin specific protease 2	U043508	NM_029457.2	AF368904	MGI:1923076	3.2716	3.6149	3.7236	2	0.075641194
Z00051478-1	Klhdc4	kelch domain containing 4	U030344	NM_145605.1	AK089954		3.693	4.1439	4.1228	2	0.022546151
Z00015719-1	Eaf1	ELL associated factor 1	U015466	NM_028932.2	AK016628		3.4576	3.8817	3.9082	2	0.013436707
Z00016569-1	5730405K23Rik,4921511H13Rik	RIKEN cDNA 5730405K23 gene	U037290	XM_128377.5	AK017495		3.2179	3.6678	3.6043	2	0.052293859
Z00035536-1	Tmem39A	transmembrane protein 39a	U017102	NM_026407.2	AK011646		3.4044	3.7426	3.8538	2	0.078457633
Z00003956-1	Dicer1	Dicer1, Dcr-1 homolog (Drosophila)	U034309	NM_148948.1	AB081470	MGI:2177178	3.1549	3.5077	3.6032	2	0.066091944
Z00012117-1	2610511O17Rik	RIKEN cDNA 2610511O17 gene	U040827	NM_152817.2	AK012131		3.2244	3.672	3.5416	2	0.106237401
Z00015766-1	3830408P06Rik	RIKEN cDNA 3830408P06 gene	U032108	XM_125867.5	AB052760		3.5632	4.0108	3.9765	2	0.03057456
Z00018775-1	Zfp185	zinc finger protein 185	U019930	NM_009549.2	AK014497	MGI:108095	2.578	3.0241	2.9458	2	0.064752039
Z00038617-1	Rbm19	RNA binding motif protein 19	U042684	NM_028762.1	AK004657		3.9024	4.2365	4.3485	2	0.080191985
Z00046418-1	Spg3A	spastic paraplegia 3A homolog (human)	U060812		AK046919	MGI:1921241	3.9132	4.3577	4.2326	2	0.102914073
Z00007503-1	Grtp1	GH regulated TBC protein 1	U029597	NM_025768.1	AF329833	MGI:1914040	3.3945	3.7161	3.8389	2	0.089575161
Z00001120-1	Thop1	thimet oligopeptidase 1	U011773	NM_022653.2	AF314187	MGI:1354165	2.9735	3.32	3.4162	2	0.068518318
Z00034498-1	Nolc1	nucleolar and coiled-body phosphoprotein 1	U019518	NM_053086.1	AK014336	MGI:1918019	3.6978	4.1157	4.1397	2	0.0106972
Z00006968-1	Ostf1	osteoclast stimulating factor 1	U038898	NM_017375.1	AK002899	MGI:700012	3.6431	4.0784	4.0849	2	0.006340523
Z00001019-1	Ai429152	expressed sequence AI429152	U023087	NM_153126.1	AK036294		3.2305	3.5851	3.6722	2	0.061463681
Z00006246-1	Nubp2	nucleotide binding protein 2	U037539	NM_011956.2	AF114169	MGI:1347072	2.9242	3.3058	3.3655	2	0.039311944
Z00026599-1	Cd3Z	CD3 antigen, zeta polypeptide	U001038	NM_031162.1	AK016078	MGI:88334	1.3504	1.6722	1.7915	2	0.087933259
Z00015649-1	Nt5C2L1	5-nucleotidase, cytosolic II-like 1	U031683	NM_176968.2	AK049656		2.7716	3.0954	3.2123	2	0.086126358
Z00012675-1	Gga2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	U029209	NM_028758.1	AK004632		3.8279	4.2263	4.2682	2	0.025200729
Z00004944-1	Aw555814	expressed sequence AW555814	U021640	NM_173760.3	AK052286		3.2931	3.7318	3.6961	2	0.032645976
Z00031190-1	V1Rc16	vomeronasal 1 receptor, C16	U027359	NM_134171.1			1.2146	1.5903	1.6513	2	0.042047909
Z00001002-1	Ruvbl1	RuvB-like protein 1	U007148	NM_019685.1	AF100694	MGI:1928760	3.859	4.2953	4.1711	2	0.104970264
Z00009329-1	Tarbp2	TAR (HIV) RNA binding protein 2	U016723	NM_009319.1	AK185093	MGI:103027	3.9952	4.4297	4.3776	2	0.046944568
Z00033988-1	Loc434811,Loc434903	PREDICTED: Mus musculus similar to melanoma antigen, family B, 4; melanoma-associated antigen B4 (LOC434811), mRNA	U128154	XM_486725.1			1.3423	1.6772	1.7758	2	0.074060684
Z00035401-1	Pprc1	peroxisome proliferative activated receptor, gamma, coactivator-related 1	U019517	XM_358330.2	AK044522		3.8506	4.2836	4.1893	2	0.081805247
Z00019591-1	Timp2	tissue inhibitor of metalloproteinase 2	U033681	NM_011594.2	AK032818	MGI:98753	2.9227	3.3542	3.3183	2	0.03478166
Z00037692-1	9230117N10Rik	RIKEN cDNA 9230117N10 gene	U019359	NM_133775.1	AK020353	MGI:1924375	2.7745	3.1444	3.2046	2	0.044248835
Z00011266-1	2310075G12Rik	RIKEN cDNA 2310075G12 gene	U033626	NM_027162.3	AK003708		4.0555	4.4317	4.4849	2	0.038894733
Z00005781-1	Slc20A1	solute carrier family 20, member 1	U002456	NM_015747.1	AK003059	MGI:108392	3.273	3.7023	3.593	2	0.09545727
Z00010042-1	Cd320	CD320 antigen	U017830	NM_019421.2	AK021187	MGI:1860083	3.1959	3.5092	3.623	2	0.08926996
Z00025562-1	Degs1	degenerative spermatocyte homolog 1 (Drosophila)	U022161	NM_007853.2	AF466376	MGI:1097711	4.1263	4.4646	4.5517	2	0.068341039
Z00034779-1	2310057D15Rik	RIKEN cDNA 2310057D15 gene	U005857	NM_026421.1	AK009954		2.9728	3.2998	3.3973	2	0.077218467
Z00015625-1	Takrp	T-cell activation kelch repeat protein	U042760	NM_001008785.1	AB093302		2.405	2.7222	2.8287	2	0.084911665
Z00010949-1	1700027M01Rik	Mus musculus RIKEN cDNA 1700027M01 gene (1700027M01Rik), mRNA	U025731	NM_023544.2	AK006435		3.225	3.5675	3.6485	2	0.064324844
Z00055730-1	2810430M08Rik	RIKEN cDNA 2810430M08 gene	U022181	NM_026041.1	AK007616		4.074	4.497	4.4509	2	0.046477813
Z00015577-1	Taf4B	TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor	U018443	XM_128905.3	AK012135	MGI:2152345	2.2015	2.6243	2.6213	2	0.011614982
Z00025763-1	Map1Lc3B	microtubule-associated protein 1 light chain 3 beta	U009899	NM_026160.1	AF165227	MGI:1914693	4.2922	4.7137	4.6539	2	0.058318079
Z00035832-1	Usp15	ubiquitin specific protease 15	U032311	NM_027604.2	AF468037	MGI:101857	3.519	3.9404	3.8549	2	0.07931643
Z00020218-1	Gabpa	GA repeat binding protein, alpha	U043544	NM_008065.2	AK003693		3.3889	3.8088	3.7891	2	0.026545135
Z00006849-1	Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2	U001295	NM_010892.1	AF007247		3.2955	3.7065	3.7148	2	0.013011041
Z00022733-1	Rad51	RAD51 homolog (S. cerevisiae)	U002303	NM_011234.2	AK011242	MGI:97890	3.7705	4.1851	4.1381	2	0.051279829
Z00011123-1	Gtf2H1	general transcription factor II H, polypeptide 1	U008109	NM_008186.2	AJ002366	MGI:1277216	3.6406	4.055	4.0326	2	0.031763425
Z00064340-1	Gtpbp4	GTP binding protein 4	U034498	NM_027000.2	AF325354	MGI:1916487	2.9481	3.3472	3.3625	2	0.020365791
Z00014327-1	Lpp	LIM domain containing preferred translocation partner in lipoma	U016966	NM_178665.3	AK028084		4.1164	4.5304	4.5044	2	0.034830867
Z00034650-1	D16Ertd472E	DNA segment, Chr 16, ERATO Doi 472, expressed	U037228	NM_025967.2	AK005829		2.965	3.2898	3.3768	2	0.075328834
Z00036525-1	Impact	imprinted and ancient	U018431	NM_008378.1	AK088434		3.7353	4.1466	4.1168	2	0.039391951
Z00009029-1	Denr	density-regulated protein	U006175	NM_026603.1	AK010394		3.033	3.4224	3.4441	2	0.0267392
Z00056298-1	Bc030335	cDNA sequence BC030335	U029187	NM_173408.1	AK029043		3.3666	3.771	3.777	2	0.019442118
Z00036521-1	Fnta	farnesyltransferase, CAAX box, alpha	U029676	NM_008033.2	AK010744	MGI:104683	4.2647	4.6738	4.6076	2	0.069603917
Z00055963-1	Exosc3	exosome component 3	U025020	NM_025513.1	AK006281		3.7908	4.1974	4.1552	2	0.05188502
Z00004904-1	Ncl	nucleolin	U021557	NM_010880.2	AF318184	MGI:97286	3.6145	4.0209	3.9503	2	0.074570806
Z00005506-1	D8Ertd233E	DNA segment, Chr 8, ERATO Doi 233, expressed	U030416	NM_172762.2	AK011158		4.1047	4.4342	4.511	2	0.070453929
Z00019646-1	Taf7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor	U039700	NM_028958.2	AF285574	MGI:1921719	2.0946	2.4537	2.5006	2	0.047860042
Z00056968-1	D16Bwg1547E	DNA segment, Chr 16, Brigham & Womens Genetics 1547 expressed	U036960	NM_178069.2	AK030940		3.9728	4.3785	4.3018	2	0.079836175
Z00054612-1	D5Ertd708E	DNA segment, Chr 5, ERATO Doi 708, expressed	U006138	NM_024216.1	AK016996		3.3036	3.6697	3.709	2	0.042786647
Z00030599-1	Grwd1	Mus musculus glutamate-rich WD repeat containing 1 (Grwd1), mRNA	U092601	NM_153419.1	AB001539	MGI:2141989	3.9211	4.3265	4.3074	2	0.034930777
Z00036417-1	Nol8	nucleolar protein 8	U014831	XM_484255.1	AK014994	MGI:1918180	2.3079	2.713	2.6911	2	0.037206761
Z00023342-1	Atic	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	U000416	NM_026195.1	AK010449		3.1109	3.4894	3.5148	2	0.034577942
Z00000245-1	Pvrl2	poliovirus receptor-related 2	U028239	NM_008990.2	AK075815	MGI:97822	3.3787	3.7819	3.7434	2	0.0510441
Z00036351-1	Tiam1	T-cell lymphoma invasion and metastasis 1	U037282	NM_009384.1	AK015851		3.3832	3.7435	3.7851	2	0.046889458
Z00030550-1	Abtb1	ankyrin repeat and  BTB (POZ) domain containing 1	U027597	NM_030251.1	AB053477	MGI:1933148	3.6318	4.0327	3.9945	2	0.052244529
Z00022099-1	Rnf6	ring finger protein (C3H2C3 type) 6	U026954	NM_028774.1	AK004745		2.8416	3.1911	3.2413	2	0.05456948
Z00023230-1	Chtf18	CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)	U137329	NM_145409.1	AK052673		3.6958	4.0946	4.0332	2	0.071535483
Z00008048-1	Prkcd	protein kinase C, delta	U035358	NM_011103.1	AB011812	MGI:97598	2.8451	3.2044	3.2437	2	0.04767051
Z00034588-1	Aw550801	expressed sequence AW550801	U012932	NM_177325.2	AK129350		3.8027	4.1929	4.201	2	0.030073888
Z00024968-1	Ahsg	alpha-2-HS-glycoprotein	U016951	NM_013465.1	BC012678	MGI:107189	2.4946	2.8365	2.892	2	0.059997199
Z00009885-1	Zfp622	zinc finger protein 622	U212026	NM_144523.2	AK031232	MGI:1289282	4.3444	4.7194	4.7401	2	0.03825088
Z00009573-1	Gtf3C4	general transcription factor IIIC, polypeptide 4	U022453	NM_172977.1	AK030351		2.0189	2.4128	2.4114	2	0.03177684
Z00039323-1	A930008A22Rik	RIKEN cDNA A930008A22 gene	U030737	NM_172768.1	AK020827		2.7419	3.1338	3.0958	2	0.057945061
Z00043846-1	9530002K18Rik	RIKEN cDNA 9530002K18 gene	U038387	NM_183123.1	AK007985		1.5334	1.8665	1.9236	2	0.066131128
Z00040161-1	2610002D18Rik	RIKEN cDNA 2610002D18 gene	U004939	XM_131720.3	AK011279		3.8368	4.1903	4.2264	2	0.05226124
Z00025577-1	Gadd45B	growth arrest and DNA-damage-inducible 45 beta	U011769	NM_008655.1	AK010420	MGI:107776	3.3802	3.7695	3.7428	2	0.05158249
Z00011664-1	Itgb4Bp	integrin beta 4 binding protein	U023542	NM_010579.1	AF047046	MGI:1196288	3.6832	4.0301	4.0724	2	0.056611365
Z00010918-1	2610020N02Rik	RIKEN cDNA 2610020N02 gene	U031547	NM_181470.2	AK011491		3.9393	4.2711	4.3255	2	0.067058975
Z00004896-1	Rcl1	RNA terminal phosphate cyclase-like 1	U019342	NM_021525.2	AJ276895	MGI:1913275	3.5107	3.8963	3.8954	2	0.038137398
Z00036900-1	Rshl3	radial spokehead-like 3	U011392	XM_137041.4	AK038980		1.684	2.0686	2.0323	2	0.061703613
Z00058283-1	Grik3,Ftl1	glutamate receptor, ionotropic, kainate 3	U087135	NM_008049.1	AF245444	MGI:95589	4.6775	5.0341	5.0621	2	0.051185836
Z00034463-1	Ddx51	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	U042673	NM_027156.2	AK010015		3.4776	3.8551	3.8618	2	0.041039559
Z00010670-1	D19Ertd678E	DNA segment, Chr 19, ERATO Doi 678, expressed	U038815	NM_023731.1	AB041663		3.4508	3.7991	3.8348	2	0.056289217
Z00023421-1	Clec2H	C-type lectin domain family 2, member h	U007447	NM_053165.1	AF350410	MGI:2136934	1.542	1.9252	1.9063	2	0.050775638
Z00017971-1	2810422B04Rik	RIKEN cDNA 2810422B04 gene	U043849	NM_027275.2	AK011665		4.0017	4.3842	4.329	2	0.076974119
Z00054208-1	2810421I24Rik	RIKEN cDNA 2810421I24 gene	U000371	NM_172422.1	AK013125		2.9504	3.3329	3.3215	2	0.046589917
Z00050592-1	Tsen54	tRNA splicing endonuclease 54 homolog (SEN54, S. cerevisiae)	U013546	XM_203352.3	AK002758		3.9409	4.3119	4.323	2	0.044546474
Z00007066-1	Ccnd3	cyclin D3	U018061	NM_007632.1	AK020317		3.6339	3.9588	4.0132	2	0.072053752
Z00039143-1	9130008F23Rik	RIKEN cDNA 9130008F23 gene	U037812	NM_027834.1	AK018601		2.7421	3.1212	3.1122	2	0.047824021
Z00035588-1	Bc053440	cDNA sequence BC053440	U009388	XM_134209.5	BC027148	MGI:2682306	3.6349	4.013	4.0112	2	0.044639265
Z00007532-1	Hrb	HIV-1 Rev binding protein	U000500	NM_010472.1	AF057287	MGI:1333754	3.5858	3.9431	3.9623	2	0.052899842
Z00000382-1	Mybbp1A	MYB binding protein (P160) 1a	U012882	NM_016776.2	AK083908	MGI:106181	3.8611	4.2371	4.2101	2	0.061487224
Z00006258-1	Eif2B3	eukaryotic translation initiation factor 2B, subunit 3	U004704	XM_131572.5	AK004460		3.416	3.7917	3.7739	2	0.055781491
Z00047318-1	Fbxo31	F-box only protein 31	U067620	NM_133765.2	AB041586	MGI:1354708	3.6334	4.0072	3.9976	2	0.052351401
Z00000558-1	Map2K3	Mus musculus mitogen activated protein kinase kinase 3 (Map2k3), mRNA	U012710	NM_008928.1	AK008141	MGI:1346868	3.1003	3.4737	3.447	2	0.063229421
Z00015469-1	Samhd1	SAM domain and HD domain, 1	U023575	NM_018851.2	AK054490		2.9563	3.3283	3.2835	2	0.076610365
Z00017457-1	Zfp655	zinc finger protein 655	U102696	NM_028298.2	AK012336		2.556	2.9266	2.9243	2	0.050940293
Z00030588-1	5430402E10Rik	RIKEN cDNA 5430402E10 gene	U019973	XM_135943.2	AK031937		1.1977	1.5676	1.5416	2	0.065407836
Z00000806-1	E2F4	E2F transcription factor 4	U046903	NM_148952.1	AK008398		3.4222	3.7703	3.7904	2	0.060064946
Z00005249-1	Cdyl	chromodomain protein, Y chromosome-like	U014726	NM_009881.1	AF081260		2.0334	2.4001	2.3959	2	0.055065924
Z00019273-1	1110014K08Rik	RIKEN cDNA 1110014K08 gene	U013570	NM_176902.2	AK003706		4.7287	5.095	5.04	2	0.087864982
Z00033805-1	G3Bp	Ras-GTPase-activating protein SH3-domain binding protein	U012634	NM_013716.1	AB001927	MGI:1351465	3.5833	3.948	3.8969	2	0.086229585
Z00057719-1	Chc1	chromosome condensation 1	U025596	NM_133878.1	AK004322	MGI:1913989	4.4771	4.841	4.8222	2	0.065527021
Z00006204-1	Nup160	nucleoporin 160	U042327	NM_021512.1	AF104415	MGI:1926227	3.9166	4.2793	4.2686	2	0.061776904
Z00031127-1	Zfp259	zinc finger protein 259	U010437	NM_011752.1	AB041612	MGI:1330262	4.1604	4.4948	4.5229	2	0.068811587
Z00035659-1	Dut	deoxyuridine triphosphatase	U002407	NM_023595.3	AF004565	MGI:1346051	4.6911	5.0284	5.0514	2	0.067910311
Z00013172-1	Wee1	wee 1 homolog (S. pombe)	U008626	NM_009516.2	AK011212		3.4686	3.8253	3.8287	2	0.059468358
Z00019109-1	Eif5B	eukaryotic translation initiation factor 5B	U043897		AK003934	MGI:2441772	3.1316	3.4899	3.4915	2	0.058996278
Z00035797-1	2010305C02Rik	RIKEN cDNA 2010305C02 gene	U012948	NM_027249.2	AK008522		2.4391	2.7975	2.7781	2	0.070179932
Z00012592-1	Taf5L	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor	U030386	NM_133966.1	AK003477		3.3132	3.6265	3.6712	2	0.081916795
Z00034168-1	0610009K11Rik	RIKEN cDNA 0610009K11 gene	U005000	NM_026689.3	AK002416		3.1483	3.5058	3.4851	2	0.071657139
Z00026978-1	Eif4Ebp2	eukaryotic translation initiation factor 4E binding protein 2	U187664		AK012709	MGI:109198	4.2375	4.5699	4.5944	2	0.071419723
Z00019410-1	Mpp1	membrane protein, palmitoylated	U039477	NM_008621.2	AJ627041	MGI:105941	3.3764	3.7332	3.7319	2	0.061603065
Z00064043-1	Fau	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)	U038704	NM_007990.1	AF147745	MGI:102547	3.2299	3.5493	3.5844	2	0.079049347
Z00019480-1	Nup50	nucleoporin 50	U043466	NM_016714.2	AF229256	MGI:1351502	3.9069	4.2377	4.2611	2	0.073041725
Z00024006-1	Chordc1	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	U042952	NM_025844.1	AK003259	MGI:1914167	3.4864	3.8293	3.8402	2	0.067559634
Z00004930-1	Seh1L	SEH1-like (S. cerevisiae	U043680	NM_028112.1	AK011330	MGI:1919374	3.414	3.7638	3.7331	2	0.083724217
Z00011952-1	2510049I19Rik	RIKEN cDNA 2510049I19 gene	U162826	NM_026455.2	AB041658		3.8006	4.1489	4.1127	2	0.088331412
Z00013213-1	1110061O04Rik	RIKEN cDNA 1110061O04 gene	U007264	NM_026849.1	AK004345		3.5596	3.9077	3.9066	2	0.068566512
Z00018716-1	Rnf12	ring finger protein 12	U039604	NM_011276.3	AF069992	MGI:1342291	4.1294	4.4764	4.4579	2	0.078630462
Z00034039-1	Umps	uridine monophosphate synthetase	U041191	NM_009471.1	AK007077		3.6959	4.0246	4.0414	2	0.076932285
Z00006683-1	C330023M02Rik	RIKEN cDNA C330023M02 gene	U006121	NM_172722.2	AK041906		4.0019	4.3452	4.3146	2	0.088682033
Z00013376-1	Bysl	bystin-like	U037885	NM_016859.2	AF007802	MGI:1858419	3.1314	3.4483	3.4746	2	0.083396319
Z00059232-1	2610012O22Rik	RIKEN cDNA 2610012O22 gene	U025701	NM_023536.1	AJ250192		3.5552	3.8969	3.8854	2	0.079002285
Z00041186-1	Trip3	thyroid hormone receptor interactor 3	U033212	NM_001005223.1	AK002888		3.6739	3.9911	4.015	2	0.083892288
Z00009469-1	Ai326906	expressed sequence AI326906	U026563	NM_153570.2	AK052601		3.697	4.0347	4.0214	2	0.083170039
Z00057081-1	Lrpprc	leucine-rich PPR-motif containing	U038114	NM_028233.1	AB027124	MGI:1919666	2.9392	3.2751	3.2621	2	0.084454142
Z00006188-1	Phf16	PHD finger protein 16	U043749	NM_199317.1	AK077755	MGI:2148019	3.2859	3.6131	3.6154	2	0.084006277
Z00022929-1	Ifrd2	interferon-related developmental regulator 2	U010999	NM_025903.1	AK002702	MGI:1316708	4.2395	4.5672	4.5613	2	0.087445916
Z00010059-1	2410075D05Rik	RIKEN cDNA 2410075D05 gene	U031646	NM_028604.1	AF532979		3.1701	3.4911	3.4895	2	0.090835546
Z00024859-1	Trpc6	transient receptor potential cation channel, subfamily C, member 6	U010030	NM_013838.1	AF057748	MGI:109523	1.9783	2.2924	2.2901	2	0.096775799
Z00012644-1	Mphosph10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	U028672	NM_026483.1	AK008785		3.4319	3.7427	3.7425	2	0.098498342
