ID	SYMBOL	DESCRIPTION	UNIGENE (189)	IMAGE ID	GENBANK	Fold Change	localfdr(%)
HSI023A09	ChGn	Chondroitin beta1,4 N-acetylgalactosaminyltransferase	Hs.387794	143112	BX104931	1.35	0.00
HSI143F02	RNF12	Ring finger protein 12	Hs.550150	221703	BX116090	1.35	0.00
HSI032D11	CFL2	Cofilin 2 (muscle)	Hs.180141	51965	BX096630	1.35	0.00
HSI031D04	GLS	Glutaminase	Hs.116448	49600	BX100990	1.34	0.00
HSI108C09	PLXDC2	Plexin domain containing 2	Hs.498939	366180	BX091405	1.34	0.00
HSI125E07	EST	Transcribed locus	Hs.356079	133462	BX099575	1.34	0.00
HSI032A08	HIVEP2	Human immunodeficiency virus type I enhancer binding protein 2	Hs.510172	51049	BX100491	1.34	0.00
HSI146B05	EST	Transcribed locus	Hs.117898	243731	BX105385	1.34	0.00
HSI052E04	TTRAP	TRAF and TNF receptor associated protein	Hs.403010	291732	BX115672	1.34	0.00
HSI182B08	PELO	Pelota homolog (Drosophila)	Hs.519304	212078	BX101369	1.34	0.00
HSI100E12	ARHGEF3	Rho guanine nucleotide exchange factor (GEF) 3	Hs.476402	293745	BX111634	1.34	0.00
HSI151D12	EST	Transcribed locus		276477		1.34	0.00
HSI049B01	GNG11	Guanine nucleotide binding protein (G protein), gamma 11	Hs.83381	270602	BX110899	1.34	0.00
HSI046G02	NR3C1	Nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	Hs.122926	249969	BX112894	1.34	0.00
HSI134G03	PGAM2	Phosphoglycerate mutase 2 (muscle)	Hs.413238	173637	BX114492	1.34	0.15
HSI022G07	RNF141	Ring finger protein 141	Hs.44685	140367	BX090220	1.34	0.00
HSI044G03	FCGR2B	Fc fragment of IgG, low affinity IIc, receptor for (CD32)	Hs.492655	241436	BX118947	1.34	0.00
HSI014C05	AFF1	DDHD domain containing 2	Hs.480190	34086	BX114799	1.34	0.00
HSI065D10	LRMP	Lymphoid-restricted membrane protein	Hs.124922	417502	BX107542	1.34	0.00
HSI172F06	EST	Transcribed locus	Hs.552985	1557406	BX111386	1.34	0.17
HSI026C04	KLF4	Kruppel-like factor 4 (gut)	Hs.376206	151883	BX090290	1.34	0.00
HSI177H03	LOC388620	Similar to implantation-associated protein	Hs.527515	1754935	BX100385	1.34	0.00
HSI029F11	GPBP1	GC-rich promoter binding protein 1	Hs.444279	47672	BX096015	1.34	0.00
HSI010C11	ATP6V1B2	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2	Hs.295917	129661	BX089208	1.34	0.00
HSI014E02	ENC1	Ectodermal-neural cortex (with BTB-like domain)	Hs.104925	35298	BX116607	1.34	0.00
HSI012E05	EGLN1	Egl nine homolog 1 (C. elegans)	Hs.444450	32144	BX107159	1.34	0.00
HSI037D09	ITSN1	Intersectin 1 (SH3 domain protein)	Hs.160324	195301	BX117538	1.34	0.00
HSI026E04	ELN	Elastin (supravalvular aortic stenosis, Williams-Beuren syndrome)	Hs.252418	152625	BX102001	1.34	0.24
HSI052D08	ELMO1	Engulfment and cell motility 1	Hs.304578	287753	BX095012	1.34	0.00
HSI181A04	ICAM2	Intercellular adhesion molecule 2	Hs.431460	130201	R21535	1.34	0.00
HSI183A01	TP53BP2	Tumor protein p53 binding protein, 2	Hs.523968	212198	H69077	1.34	0.00
HSI036E03	SETX	Senataxin	Hs.460317	193452	BX105099	1.34	0.00
HSI029G03	ABCA5	ATP-binding cassette, sub-family A (ABC1), member 5	Hs.421474	48518	BX089812	1.34	0.00
HSI078E12	ABI1	Abl-interactor 1	Hs.508148	786177	BX094377	1.33	0.00
HSI031E04	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	Hs.410406	49761	BX092533	1.33	0.00
HSI021G06	ASAM	Adipocyte-specific adhesion molecule	Hs.504187	139689	BX090712	1.33	0.00
HSI007E12	hfl-B5	Dendritic cell protein	Hs.502244	124733	BX092945	1.33	0.78
HSI020E02	FLJ20152	Hypothetical protein FLJ20152	Hs.481704	135078	BX097075	1.33	0.00
HSI030E12	TRPC1	Transient receptor potential cation channel, subfamily C, member 1	Hs.250687	46242	BX093058	1.33	0.00
HSI149F06	TSPAN9	Hypothetical protein FLJ11155	Hs.546563	263172	BX096328	1.33	0.53
HSI153A03	LOC441434	LOC441434	Hs.351215	281111	BX094066	1.33	0.00
HSI033H08	NECAP2	NECAP endocytosis associated 2	Hs.437385	172028	BX117720	1.33	0.00
HSI108E02	ACYP2	Acylphosphatase 2, muscle type	Hs.516173	392123	BX104017	1.33	0.00
HSI128B07	PTAFR	Platelet-activating factor receptor	Hs.77542	145797	BX093319	1.33	0.00
HSI169C09	EST	Transcribed locus	Hs.171348	1391298	BX088796	1.33	0.00
HSI016A05	RPL15	Ribosomal protein L15	Hs.381219	39688	BX091027	1.33	0.00
HSI154E02	EST	Transcribed locus		292312		1.33	0.00
HSI025A08	CCNT2	Cyclin T2	Hs.292754	147646	BX115614	1.33	0.00
HSI121B06	XRRA1	X-ray radiation resistance associated 1	Hs.370145	27795	BX117452	1.33	0.00
HSI150E02	BNC2	Basonuclin 2	Hs.435309	269733	BX097723	1.33	0.00
HSI033F08	KIAA1718	KIAA1718 protein	Hs.308710	173182	BX110196	1.33	0.00
HSI021D07	OLR1	Oxidised low density lipoprotein (lectin-like) receptor 1	Hs.412484	135699	BX114403	1.33	0.00
HSI157C10	GTF2H2	General transcription factor IIH, polypeptide 2, 44kDa	Hs.398348	305677	BX091389	1.33	0.00
HSI061F06	WDR53	WD repeat domain 53	Hs.385865	344962	BX103020	1.33	0.00
HSI051E02	SUHW4	Suppressor of hairy wing homolog 4 (Drosophila)	Hs.511477	281828	BX119020	1.33	0.00
HSI028D07	GLT8D1	Glycosyltransferase 8 domain containing 1	Hs.297304	43707	BX100472	1.33	0.00
HSI044H09	GPATC2	G patch domain containing 2	Hs.420757	243932	BX107475	1.33	0.00
HSI050H04	DOCK4	Dedicator of cytokinesis 4	Hs.118140	278067	BX106018	1.33	0.00
HSI013G11	BM88	BM88 antigen	Hs.22140	31724	BX115459	1.33	0.00
HSI048H06	WASL	Wiskott-Aldrich syndrome-like	Hs.143728	268294	BX108524	1.33	0.00
HSI056A07	DNAPTP6	DNA polymerase-transactivated protein 6	Hs.120323	307192	BX111744	1.33	0.61
HSI143G02	ATXN1	Ataxin 1	Hs.434961	220532	BX099762	1.33	0.00
HSI063F11	PTPNS1	Protein tyrosine phosphatase, non-receptor type substrate 1	Hs.128846	361912	BX093760	1.33	0.00
HSI077H10	CLEC4A	C-type lectin domain family 4, member A	Hs.504657	774261	BX106333	1.33	0.00
HSI031C06	KIAA1109	KIAA1109	Hs.408142	49270	BX116614	1.33	0.00
HSI030F01	UBE1C	Ubiquitin-activating enzyme E1C (UBA3 homolog, yeast)	Hs.154320	46327	BX113832	1.33	0.00
HSI001G03	CHST1	Carbohydrate (keratan sulfate Gal-6) sulfotransferase 1	Hs.104576	53039	R15740	1.33	0.00
HSI063H02	C1QTNF3	C1q and tumor necrosis factor related protein 3	Hs.171929	364703	BX089776	1.33	0.30
HSI011D03	EST	Transcribed locus	Hs.587239	27443	CR743520	1.33	0.00
HSI074A03	SMAD4	SMAD, mothers against DPP homolog 4 (Drosophila)	Hs.75862	754136	BX093211	1.33	0.00
HSI019A03	ZDHHC17	Zinc finger, DHHC-type containing 17	Hs.4014	41870	BX095622	1.33	0.00
HSI017B07	IQGAP1	IQ motif containing GTPase activating protein 1	Hs.430551	41500	BX093886	1.32	0.00
HSI116B08	PPIG	Peptidylprolyl isomerase G (cyclophilin G)	Hs.470544	121661	BX109711	1.32	0.00
HSI169B09	PAPOLA	Poly(A) polymerase alpha	Hs.253726	1252120	BX096448	1.32	0.00
HSI046F11	CGGBP1	CGG triplet repeat binding protein 1	Hs.444818	252272	CR741248	1.32	0.00
HSI123E03	RSPO2	SPDS3 (SPERMIDINE SYNTHASE 3)	Hs.444834	39516	CR740250	1.32	0.00
HSI032A12	TXNRD1	Thioredoxin reductase 1	Hs.567352	49442	BX106393	1.32	0.00
HSI033C10	EST	Transcribed locus	Hs.574407	51587	BX111965	1.32	0.00
HSI129B11	CD47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	Hs.446414	149895	BX094398	1.32	0.00
HSI082B03	PPP2CB	Protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	Hs.491440	823876	BX090795	1.32	0.00
HSI022D04	NCOA3	Nuclear receptor coactivator 3	Hs.382168	139467	BX094220	1.32	0.00
HSI022C03	KIAA1946	KIAA1946	Hs.28872	137541	BX118874	1.32	0.46
HSI127E01	SLC30A7	Solute carrier family 30 (zinc transporter), member 7	Hs.533903	143640	BX113439	1.32	0.00
HSI056H10	EDG1	Endothelial differentiation, sphingolipid G-protein-coupled receptor, 1	Hs.154210	307325	BX104139	1.32	0.00
HSI045C08	KIAA0143	KIAA0143 protein	Hs.204564	247955	BX106631	1.32	0.00
HSI020D01	SEC24D	SEC24 related gene family, member D (S. cerevisiae)	Hs.189641	133098	BX104187	1.32	0.00
HSI001H10	TCF12	Transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	Hs.511504	53051	BX093940	1.32	0.00
HSI181D03	SERPINB3	Serpin peptidase inhibitor, clade B (ovalbumin), member 3	Hs.227948	727147	AA398883	1.32	0.00
HSI075C10	CXCR4	Chemokine (C-X-C motif) receptor 4	Hs.421986	753931	BX089192	1.32	0.30
HSI064G01	FOXP1	Forkhead box P1	Hs.431498	377028	BX112714	1.32	0.00
HSI039B03	PLCG2	Phospholipase C, gamma 2 (phosphatidylinositol-specific)	Hs.413111	201467	BX090348	1.32	0.00
HSI024A05	BNIP2	BCL2/adenovirus E1B 19kDa interacting protein 2	Hs.283454	146213	BX102000	1.32	0.00
HSI015C12	CTNNAL1	Catenin (cadherin-associated protein), alpha-like 1	Hs.58488	36498	BX100018	1.32	0.00
HSI098C03	C10orf97	Chromosome 10 open reading frame 97	Hs.158870	36678	BX097166	1.32	0.00
HSI006E02	ELK3	ELK3, ETS-domain protein (SRF accessory protein 2)	Hs.46523	122282	BX110517	1.32	0.00
HSI100A05	CLEC2B	C-type lectin domain family 2, member B	Hs.85201	47481	BX119769	1.32	0.00
HSI001F01	CDC42SE2	CDC42 small effector 2	Hs.508829	22209	BX107990	1.32	0.00
HSI045C06	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	Hs.405410	246475	BX110892	1.32	0.00
HSI065G09	TLR2	Toll-like receptor 2	Hs.519033	429126	BX095256	1.32	0.00
HSI075A06	PHLDB2	Pleckstrin homology-like domain, family B, member 2	Hs.477114	753907	BX106580	1.32	0.00
HSI005G09	IDI2	Isopentenyl-diphosphate delta isomerase 2	Hs.9270	120910	BX094981	1.32	0.00
HSI123G06	RP3-477H23.1	KIAA1043 protein	Hs.387856	41340	BX110718	1.32	0.00
HSI044C05	LAMP2	Lysosomal-associated membrane protein 2	Hs.496684	234547	BX113463	1.32	0.00
HSI033C09	TRAF3IP2	TRAF3 interacting protein 2	Hs.486228	51133	H19336	1.32	0.00
HSI152B03	PSMA3	Proteasome (prosome, macropain) subunit, alpha type, 3	Hs.558799	277637	BX090451	1.32	0.00
HSI010F05	ACAA2	Acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	Hs.200136	28580	BX110454	1.32	0.00
HSI024G08	C19orf2	Chromosome 19 open reading frame 2	Hs.466391	149201	BX119895	1.32	0.00
HSI082E03	TLK1	Tousled-like kinase 1	Hs.470586	825383	BX117955	1.31	0.00
HSI057C10	CBFB	Core-binding factor, beta subunit	Hs.460988	322494	BX097758	1.31	0.00
HSI091B07	SLC35A5	Solute carrier family 35, member A5	Hs.237480	1839589	BX092640	1.31	0.00
HSI154D01	EST	Transcribed locus	Hs.560510	288821	BX105598	1.31	0.00
HSI098A03	EST	Transcribed locus	Hs.443200	23136	BX095628	1.31	0.00
HSI034D01	ZCCHC14	Zinc finger, CCHC domain containing 14	Hs.156231	52751	BX113834	1.31	0.00
HSI057E05	C9orf5	Chromosome 9 open reading frame 5	Hs.308074	322567	BX115058	1.31	0.00
HSI050D05	PPP1CC	Protein phosphatase 1, catalytic subunit, gamma isoform	Hs.79081	279216	BX100010	1.31	0.00
HSI029C04	PFAAP5	Hypothetical gene CG012	Hs.507680	43905	BX108408	1.31	0.00
HSI153F12	EST	Transcribed locus	Hs.6217	289530	BX091022	1.31	0.00
HSI040D06	ATP11B	ATPase, Class VI, type 11B	Hs.478429	208582	BX099431	1.31	0.00
HSI128G10	EST	Transcribed locus	Hs.571942	150135	BX107721	1.31	0.00
HSI070D08	ATP9A	ATPase, Class II, type 9A	Hs.368002	724469	AA250764	1.31	0.00
HSI025A10	PLEKHF2	Pleckstrin homology domain containing, family F (with FYVE domain) member 2	Hs.29724	150003	BX119661	1.31	0.00
HSI049E02	ZFP106	Zinc finger protein 106 homolog (mouse)	Hs.511143	271982	BX117002	1.31	0.00
HSI117F03	EST	Transcribed locus	Hs.444593	123722	BX094335	1.31	0.00
HSI030F08	C17orf27	Chromosome 17 open reading frame 27	Hs.195642	46772	BX115069	1.31	0.00
HSI030D12	SON	SON DNA binding protein	Hs.517262	47174	CR742384	1.31	0.00
HSI033C11	CREG1	Cellular repressor of E1A-stimulated genes 1	Hs.5710	52549	BX105268	1.31	0.00
HSI048A05	MAP3K7IP2	Mitogen-activated protein kinase kinase kinase 7 interacting protein 2	Hs.269775	260227	BX093382	1.31	0.00
HSI087G08	FLJ40411	FLJ40411 protein	Hs.585145	1650040	BX103157	1.31	0.00
HSI051A09	BRWD2	Bromodomain and WD repeat domain containing 2	Hs.144447	278582	BX096678	1.31	0.00
HSI098D11	ERG	V-ets erythroblastosis virus E26 oncogene like (avian)	Hs.473819	123755	BX115313	1.31	0.00
HSI098G10	GOLPH3	Golgi phosphoprotein 3 (coat-protein)	Hs.408909	197077	BX091187	1.31	0.00
HSI023E05	KIAA0831	KIAA0831	Hs.414809	142927	BX100584	1.31	0.00
HSI082A10	DHX29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	Hs.444208	823672	BX105147	1.31	0.00
HSI051C11	BTG1	B-cell translocation gene 1, anti-proliferative	Hs.255935	281858	BX115018	1.31	0.00
HSI023A06	RECK	Reversion-inducing-cysteine-rich protein with kazal motifs	Hs.388918	145098	BX110380	1.31	0.00
HSI051D09	SLC8A3	Solute carrier family 8 (sodium-calcium exchanger), member 3	Hs.337696	282749	BX098112	1.31	0.00
HSI132D06	LKAP	Limkain b1	Hs.173524	46209	BX093887	1.31	0.00
HSI059F10	TXNDC4	Thioredoxin domain containing 4 (endoplasmic reticulum)	Hs.154023	321614	BX117215	1.31	0.00
HSI153D10	TMEM32	Transmembrane protein 32	Hs.110702	282438	BX100080	1.31	0.00
HSI082B09	PDHB	Pyruvate dehydrogenase (lipoamide) beta	Hs.161357	815049	BX113325	1.31	0.00
HSI084C06	MGC48628	Similar to KIAA1680 protein	Hs.405538	1394268	BX119437	1.31	0.00
HSI031B02	MYRIP	Myosin VIIA and Rab interacting protein	Hs.371395	50781	BX107004	1.31	0.00
HSI048G03	RP5-1022P6.2	Hypothetical protein KIAA1434	Hs.472044	270086	BX091262	1.31	0.00
HSI018A10	STXBP3	Syntaxin binding protein 3	Hs.530436	42858	BX105547	1.30	0.00
HSI055B05	SESN1	Sestrin 1	Hs.59554	297832	BX110933	1.30	0.00
HSI074H03	SNCAIP	Synuclein, alpha interacting protein (synphilin)	Hs.426463	753791	BX117120	1.30	0.00
HSI150H02	PGS1	Phosphatidylglycerophosphate synthase 1	Hs.584838	272264	BX115081	1.30	0.00
HSI165H04	CFLAR	CASP8 and FADD-like apoptosis regulator	Hs.390736	767782	BX119078	1.30	0.00
HSI143A09	REV3L	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)	Hs.232021	219942	BX111222	1.30	0.00
HSI036A06	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10	Hs.98594	187919	H44629	1.30	0.00
HSI036E11	ARHGAP17	Rho GTPase activating protein 17	Hs.373793	194618	BX104405	1.30	0.00
HSI054A10	BTK	Bruton agammaglobulinemia tyrosine kinase	Hs.159494	295208	BX097544	1.30	0.00
HSI131D01	MGC61598	Similar to ankyrin-repeat protein Nrarp	Hs.535075	162715	BX089916	1.30	0.00
HSI098H10	SLC25A27	Solute carrier family 25, member 27	Hs.40510	243244	BX100761	1.30	0.00
HSI050C12	BCCIP	BRCA2 and CDKN1A interacting protein	Hs.370292	277519	BX101041	1.30	0.00
HSI112F10	EST	Transcribed locus	Hs.571199	108843	BX103444	1.30	0.00
HSI108E11	GPR177	G protein-coupled receptor 177	Hs.479491	382649	BX108832	1.30	0.00
HSI013G12	RABGEF1	RAB guanine nucleotide exchange factor (GEF) 1	Hs.530053	31730	BX101615	1.30	0.00
HSI052E11	MORC3	MORC family CW-type zinc finger 3	Hs.421150	289143	BX100458	1.30	0.00
HSI018F03	VAMP2	Vesicle-associated membrane protein 2 (synaptobrevin 2)	Hs.25348	42798	BX117489	1.30	0.00
HSI028B08	APOL2	Apolipoprotein L, 2	Hs.474740	160279	BX115911	1.30	0.18
HSI045A10	STAG1	Stromal antigen 1	Hs.412586	243572	BX117851	1.30	0.00
HSI022A02	ZNF302	Zinc finger protein 302	Hs.436350	141393	BX101758	1.30	0.82
HSI020F03	C9orf72	Chromosome 9 open reading frame 72	Hs.493639	135498	BX107169	1.30	0.00
HSI085A03	CTLA4	Cytotoxic T-lymphocyte-associated protein 4	Hs.247824	1471441	AI733018	1.30	0.00
HSI017C10	TJP1	Tight junction protein 1 (zona occludens 1)	Hs.510833	41141	BX094642	1.30	0.00
HSI031B06	SYT11	Synaptotagmin XI	Hs.32984	49367	BX109446	1.30	0.00
HSI038E05	STK10	Serine/threonine kinase 10	Hs.519756	200793	BX092144	1.30	0.00
HSI166F09	LOC400043	Hypothetical gene supported by BC009385	Hs.19193	796495	BX094287	1.30	0.00
HSI129F06	ABCA10	ATP-binding cassette, sub-family A (ABC1), member 10	Hs.25377	152375	BX110437	1.30	0.20
HSI097C08	F2RL3	Coagulation factor II (thrombin) receptor-like 3	Hs.137574	2391725	AI739295	1.30	0.00
HSI057G09	HEBP1	Heme binding protein 1	Hs.294133	309210	BX104418	1.30	0.65
HSI018A09	SOAT1	Sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1	Hs.496383	130109	BX097099	1.30	0.00
HSI003E06	RAP1A	RAP1A, member of RAS oncogene family	Hs.190334	25134	BX108177	1.30	0.00
HSI032A06	TMED2	Transmembrane emp24 domain trafficking protein 2	Hs.75914	49339	BX113833	1.30	0.00
HSI070D10	NUP54	Nucleoporin 54kDa	Hs.430435	725761	BX091745	1.30	0.00
HSI086H04	CERKL	Ceramide kinase-like	Hs.440955	1623769	BX102612	1.30	0.00
HSI060D03	TDO2	Tryptophan 2,3-dioxygenase	Hs.183671	327488	BX113653	1.30	0.00
HSI059C08	CCDC46	Coiled-coil domain containing 46	Hs.408676	323807	BX097629	1.29	0.00
HSI016C06	COL4A3BP	Collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	Hs.270437	38903	BX099026	1.29	0.00
HSI116H04	LPIN2	Lipin 2	Hs.132342	123813	BX115417	1.29	0.00
HSI022E01	FAM44A	Family with sequence similarity 44, member A	Hs.106204	138704	BX102627	1.29	0.00
HSI018F12	PTPRK	Protein tyrosine phosphatase, receptor type, K	Hs.155919	42062	BX098620	1.29	0.13
HSI040F07	SLC31A2	Solute carrier family 31 (copper transporters), member 2	Hs.24030	207516	BX095395	1.29	0.00
HSI121H03	OACT2	O-acyltransferase (membrane bound) domain containing 2	Hs.467634	31494	BX095727	1.29	0.00
HSI012G05	GCK	Glucokinase (hexokinase 4, maturity onset diabetes of the young 2)	Hs.1270	30981	BX108401	1.29	0.00
HSI097F07	STARD9	START domain containing 9	Hs.122061	29247	BX093327	1.29	0.00
HSI129C06	STAM2	Signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	Hs.17200	149985	BX103522	1.29	0.00
HSI173A01	NOD3	NOD3 protein	Hs.128357	1573685	BX104692	1.29	0.00
HSI052G09	ANKRD10	Ankyrin repeat domain 10	Hs.525163	292337	BX107788	1.29	0.00
HSI036H04	TACC1	Transforming, acidic coiled-coil containing protein 1	Hs.279245	193182	BX110977	1.29	0.00
HSI160E04	EST	Transcribed locus	Hs.516646	727139	BX099143	1.29	0.00
HSI023H02	MATR3	Matrin 3	Hs.268939	142263	BX103676	1.29	0.00
HSI024F10	USP9X	Ubiquitin specific peptidase 9, X-linked	Hs.77578	147052	BX093192	1.29	0.00
HSI044B01	MAN1C1	Mannosidase, alpha, class 1C, member 1	Hs.197043	233880	BX093467	1.29	0.00
HSI018C09	SNAPC3	Small nuclear RNA activating complex, polypeptide 3, 50kDa	Hs.546299	41694	BX119762	1.29	0.00
HSI172E05	NRP1	Neuropilin 1	Hs.131704	1552688	BX094348	1.29	0.00
HSI031H11	SPIN	Spindlin	Hs.146804	49552	BX104249	1.29	0.00
HSI017G01	NCOA4	Nuclear receptor coactivator 4	Hs.522932	41773	BX092668	1.29	0.00
HSI017E09	KIAA0644	KIAA0644 gene product	Hs.21572	41539	BX094991	1.29	0.00
HSI146H05	FGD5	FYVE, RhoGEF and PH domain containing 5	Hs.412406	245147	BX113762	1.29	0.00
HSI018C07	RAB2	RAB2, member RAS oncogene family	Hs.369017	37649	BX107576	1.29	0.00
HSI036D07	SENP6	SUMO1/sentrin specific peptidase 6	Hs.485784	190201	BX117537	1.29	0.00
HSI062A09	PCDH18	Protocadherin 18	Hs.518989	345447	BX101089	1.29	0.00
HSI003E05	YPEL5	Yippee-like 5 (Drosophila)	Hs.515890	24500	BX109807	1.29	0.00
HSI064B09	FGF7	Fibroblast growth factor 7 (keratinocyte growth factor)	Hs.567268	365515	BX094084	1.29	0.00
HSI121C09	ARHGAP26	Rho GTPase activating protein 26	Hs.293593	30036	BX101469	1.29	0.00
HSI079C05	AMY2B	Amylase, alpha 2B; pancreatic	Hs.484588	788552	BX114324	1.29	0.00
HSI107H04	ZNF434	Zinc finger protein 434	Hs.123295	1336690	BX110521	1.29	0.00
HSI022A06	GOLT1B	Golgi transport 1 homolog B (S. cerevisiae)	Hs.62275	139341	BX102764	1.29	0.00
HSI019D08	TPST1	Tyrosylprotein sulfotransferase 1	Hs.421194	134130	BX098054	1.29	0.00
HSI018E09	C8orf57	Chromosome 8 open reading frame 57	Hs.492187	42895	BX102726	1.29	0.00
HSI044F10	VAMP3	Vesicle-associated membrane protein 3 (cellubrevin)	Hs.66708	241884	BX117244	1.29	0.00
HSI050G11	FAT4	FAT tumor suppressor homolog 4 (Drosophila)	Hs.269121	278925	BX117858	1.29	0.00
HSI100D05	NRP1	Neuropilin 1	Hs.131704	42613	BX098289	1.28	0.00
HSI094G09	CHFR	Checkpoint with forkhead and ring finger domains	Hs.507336	489826	AA099835	1.28	0.00
HSI037E01	KIAA0372	KIAA0372	Hs.482868	196844	BX101844	1.28	0.00
HSI053H08	CREB3L2	CAMP responsive element binding protein 3-like 2	Hs.490273	297158	BX096377	1.28	0.00
HSI107D02	UNQ6975	NGNL6975	Hs.468368	1892310	BX114197	1.28	0.00
HSI020E03	PPFIA1	Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	Hs.530749	138153	BX093006	1.28	0.00
HSI022D11	FLJ34077	Weakly similar to zinc finger protein 195	Hs.538374	141597	BX094546	1.28	0.17
HSI160D04	CCDC64	Coiled-coil domain containing 64	Hs.369763	726398	BX102169	1.28	0.00
HSI157G10	CAPN7	Calpain 7	Hs.7145	321523	BX095412	1.28	0.00
HSI158G03	FLJ38991	Mitochondrial COX18	Hs.356697	344372	BX112420	1.28	0.00
HSI131B07	EST	Transcribed locus	Hs.499901	156892	BX095000	1.28	0.00
HSI019F02	CLTA	Clathrin, light polypeptide (Lca)	Hs.522114	132398	BX107238	1.28	0.00
HSI160B02	IL15	Interleukin 15	Hs.168132	1584260	BX116580	1.28	0.00
HSI132D11	EPIM	Hypothetical gene supported by AK090616	Hs.437585	45906	BX113421	1.28	0.00
HSI014A03	KIAA0494	KIAA0494	Hs.100874	34288	BX092887	1.28	0.00
HSI029D03	BCLAF1	BCL2-associated transcription factor 1	Hs.486542	163024	BX092546	1.28	0.00
HSI002E01	NOTCH2	Notch homolog 2 (Drosophila)	Hs.584781	23249	R39199	1.28	0.00
HSI148E03	C3orf58	Chromosome 3 open reading frame 58	Hs.288954	258776	BX109931	1.28	0.00
HSI012B08	PUM2	Pumilio homolog 2 (Drosophila)	Hs.467824	31883	BX094307	1.28	0.61
HSI047A02	RNF146	Ring finger protein 146	Hs.267120	256590	BX108795	1.28	0.59
HSI075C01	USP25	Ubiquitin specific peptidase 25	Hs.473370	754333	BX107303	1.28	0.00
HSI101A08	FLJ34922	Likely ortholog of mouse schlafen 8/9	Hs.462829	203768	BX094814	1.28	0.00
HSI100G08	GOLPH3	Golgi phosphoprotein 3 (coat-protein)	Hs.408909	197077	BX091187	1.28	0.00
HSI045A01	KDELC1	KDEL (Lys-Asp-Glu-Leu) containing 1	Hs.408629	243878	BX098759	1.28	0.00
HSI015D01	CPE	Carboxypeptidase E	Hs.75360	36500	BX115789	1.28	0.00
HSI044H05	PAPSS1	3-phosphoadenosine 5-phosphosulfate synthase 1	Hs.368610	243852	BX105207	1.28	0.00
HSI151B03	ATP6V1C1	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1	Hs.86905	270561	BX091643	1.28	0.00
HSI149H05	SGCD	Sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)	Hs.387207	265651	BX110483	1.28	0.00
HSI096H03	RAB20	RAB20, member RAS oncogene family	Hs.508720	2365504	BX116686	1.28	0.00
HSI061B05	LAS1L	LAS1-like (S. cerevisiae)	Hs.522675	327307	BX096385	1.28	0.00
HSI040H03	UQCRC2	Ubiquinol-cytochrome c reductase core protein II	Hs.528803	211482	BX115928	1.28	0.00
HSI160D06	PRICKLE2	Prickle-like 2 (Drosophila)	Hs.148105	727085	BX107253	1.28	0.00
HSI046G11	SLK	STE20-like kinase (yeast)	Hs.500972	248195	BX095435	1.28	0.00
HSI022E07	BRP44L	Brain protein 44-like	Hs.172755	139930	BX102662	1.28	0.00
HSI019C09	ATP6V1A	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	Hs.477155	131291	BX096973	1.28	0.00
HSI049A12	CCNDBP1	Cyclin D-type binding-protein 1	Hs.36794	269301	BX106335	1.28	0.00
HSI151G06	EST	Transcribed locus	Hs.22247	276571	BX107867	1.28	0.00
HSI049A01	SLC44A1	Solute carrier family 44, member 1	Hs.494700	266292	BX090382	1.28	0.00
HSI118E04	EST	Transcribed locus	Hs.438384	127063	BX100971	1.28	0.00
HSI043A01	TBC1D1	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1	Hs.176503	1660572	BX103968	1.28	0.00
HSI097G10	KCNK2	Potassium channel, subfamily K, member 2	Hs.497745	41905	BX096018	1.27	0.00
HSI061A05	CSRP3	Cysteine and glycine-rich protein 3 (cardiac LIM protein)	Hs.83577	342614	BX110942	1.27	0.00
HSI032D01	HADHB	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	Hs.515848	52048	BX103995	1.27	0.00
HSI125E09	ADAM12	ADAM metallopeptidase domain 12 (meltrin alpha)	Hs.386283	137162	BX098527	1.27	0.00
