Probe set	UG	Symbol	Title	Fold Increase	P-value	Adj. P-value
96070_at	Mm.2647	Pfn1	Profilin 1	1.70	<0.0001	0.011
161465_r_at	Mm.295762	Zfp94	Zinc finger protein 94	1.70	<0.0001	0.008
161941_r_at	Mm.250703	Centg3	Centaurin, gamma 3	1.70	0.0025	0.056
96261_at	Mm.305990	2310028O11Rik	RIKEN cDNA 2310028O11 gene	1.70	0.0117	0.118
160136_r_at	Mm.26017	Tloc1	Translocation protein 1	1.69	0.0124	0.067
94259_at	Mm.305816	MGI:1929282	Telomerase binding protein, p23	1.69	0.0425	0.220
101094_at	Mm.347915	MGI:1930666	Hypoxia induced gene 1	1.69	0.0332	0.195
99644_at	Mm.43636	Zfp289	Zinc finger protein 289	1.69	0.0394	0.209
102206_at	Mm.10025	Fkbpl	FK506 binding protein-like	1.68	0.0041	0.070
160346_at	Mm.193395	Dalrd3	DALR anticodon binding domain containing 3	1.68	0.0459	0.195
97226_at	Mm.370185	Gna12	Guanine nucleotide binding protein, alpha 12	1.67	0.0205	0.012
92832_at	Mm.130	Socs1	Suppressor of cytokine signaling 1	1.67	<0.0001	0.009
102231_at	Mm.10353	Creb3l1	CAMP responsive element binding protein 3-like 1	1.67	<0.0001	0.011
162493_r_at	Unknown	Unknown	Unknown	1.67	0.0012	0.027
162104_f_at	Unknown	Unknown	Unknown	1.67	0.0089	0.015
96959_at	Mm.371667	Ube2n	Ubiquitin-conjugating enzyme E2N	1.67	0.0213	0.157
99590_at	Mm.42767	Rps17	Ribosomal protein S17	1.66	0.0268	0.176
161220_f_at	Mm.66356	Ubn1	Ubinuclein 1	1.66	0.0246	0.169
94706_s_at	Mm.250185	Eya1	Eyes absent 1 homolog (Drosophila)	1.66	0.0002	0.015
99100_at	Mm.249934	Stat3	Signal transducer and activator of transcription 3	1.66	0.0192	0.137
161668_f_at	Mm.3863	Por	P450 (cytochrome) oxidoreductase	1.65	0.0002	0.017
96575_at	Mm.30066	Rpl8	Ribosomal protein L8	1.65	0.0028	0.060
92816_r_at	Mm.279821	Eif4a1	Eukaryotic translation initiation factor 4A1	1.65	0.0380	0.177
104609_at	Mm.347805	1110031M08Rik	RIKEN cDNA 1110031M08 gene	1.64	0.0187	0.080
101476_at	Mm.7723	Pabpn1	Poly(A) binding protein, nuclear 1	1.64	0.0261	0.164
96624_r_at	Unknown	Unknown	Unknown	1.64	0.0022	0.009
94862_i_at	Mm.23693	Dncl2a	Dynein, cytoplasmic, light chain 2A	1.64	0.0208	0.145
100686_at	Mm.328846	Rps2	Ribosomal protein S2	1.63	0.0212	0.159
99498_at	Unknown	Unknown	Unknown	1.63	0.0414	0.219
95359_at	Mm.2180	Hspcb	Heat shock protein 1, beta	1.63	0.0038	0.070
160421_r_at	Mm.34374	Ctrb1	Chymotrypsinogen B1	1.63	0.0112	0.119
101723_r_at	Mm.117450	Adam28	A disintegrin and metalloprotease domain 28	1.63	0.0274	0.162
161614_r_at	Mm.246377	Tubb2	Tubulin, beta 2	1.63	0.0047	0.036
161898_i_at	Mm.280943	Mtx1	Metaxin 1	1.62	0.0198	0.135
161693_r_at	Mm.259326	D1Ertd161e	DNA segment, Chr 1, ERATO Doi 161, expressed	1.62	0.0023	0.055
160700_i_at	Mm.23662	Sema6c	Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	1.62	0.0061	0.081
162067_at	Mm.276338	Rbm14	RNA binding motif protein 14	1.62	0.0076	0.098
92867_at	Mm.259103	Phc2	Polyhomeotic-like 2 (Drosophila)	1.62	0.0036	0.068
161698_f_at	Mm.266716	BC019977	CDNA sequence BC019977	1.62	0.0365	0.188
161950_at	Mm.284505	Sfrs14	Splicing factor, arginine/serine-rich 14	1.61	0.0437	0.117
102765_at	Mm.12973	Cops7b	COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana)	1.61	0.0005	0.021
97659_r_at	Unknown	Unknown	Unknown	1.61	0.0031	0.063
160569_at	Mm.300697	2310008M10Rik	RIKEN cDNA 2310008M10 gene	1.61	0.0123	0.097
161933_r_at	Mm.3935	Ddx24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	1.61	0.0009	0.018
160697_at	Mm.331907	C77080	Expressed sequence C77080	1.61	0.0143	0.108
96418_r_at	Unknown	Unknown	Unknown	1.60	0.0043	0.075
100432_f_at	Mm.329100	Mdfi	MyoD family inhibitor	1.60	0.0049	0.082
162426_f_at	Mm.201455	Scamp1	Secretory carrier membrane protein 1	1.60	0.0103	0.116
94775_at	Mm.16745	Oxt	Oxytocin	1.60	<0.0001	0.014
103514_at	Mm.200792	Tnfrsf21	Tumor necrosis factor receptor superfamily, member 21	1.60	0.0053	0.057
160939_at	Mm.9474	Twist2	Twist homolog 2 (Drosophila)	1.59	0.0004	0.029
97984_i_at	Mm.278357	Kns2	Kinesin 2	1.59	0.0194	0.040
161561_r_at	Mm.260271	Surf5	Surfeit gene 5	1.59	0.0128	0.126
101642_at	Unknown	Unknown	Unknown	1.59	0.0054	0.085
102731_g_at	Mm.14437	H2-M3	Histocompatibility 2, M region locus 3	1.59	0.0124	0.120
101212_at	Mm.371579	Rps7	Ribosomal protein S7	1.58	0.0073	0.073
161201_r_at	Mm.4312	Slc9a1	Solute carrier family 9 (sodium/hydrogen exchanger), member 1	1.58	0.0019	0.053
160535_at	Mm.6743	Nfe2l1	Nuclear factor, erythroid derived 2,-like 1	1.58	0.0065	0.070
162039_f_at	Mm.286069	Scamp2	Secretory carrier membrane protein 2	1.57	0.0243	0.135
93783_at	Mm.2131	Ela1	Elastase 1, pancreatic	1.57	0.0345	0.201
161995_r_at	Mm.230169	Got2	Glutamate oxaloacetate transaminase 2, mitochondrial	1.57	0.0003	0.024
92363_at	Mm.39728	Celsr2	Cadherin EGF LAG seven-pass G-type receptor 2	1.57	0.0094	0.088
94258_at	Mm.2241	Arhgdib	Rho, GDP dissociation inhibitor (GDI) beta	1.57	0.0485	0.235
93730_at	Mm.288212	Rps15a	Ribosomal protein S15a	1.57	0.0486	0.237
161601_i_at	Mm.128580	Dnmt1	DNA methyltransferase (cytosine-5) 1	1.57	0.0010	0.036
96048_at	Mm.143977	Hrsp12	Heat-responsive protein 12	1.57	0.0029	0.064
101783_i_at	Unknown	Unknown	Unknown	1.56	0.0232	0.135
96891_at	Mm.263913	Anp32b	Acidic nuclear phosphoprotein 32 family, member B	1.56	0.0221	0.156
93027_r_at	Mm.14798	Unknown	CDNA, clone:Y0G0102M06, strand:minus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000065685, based on BLAT search	1.56	0.0016	0.051
103888_at	Mm.323997	Rbpms	RNA binding protein gene with multiple splicing	1.56	0.0047	0.048
162477_r_at	Mm.850	Srp14	Signal recognition particle 14	1.56	0.0170	0.142
161324_r_at	Mm.371547	Atp5g1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1	1.56	0.0002	0.019
162338_r_at	Unknown	Unknown	Unknown	1.55	0.0040	0.076
161408_r_at	Unknown	Unknown	Unknown	1.55	0.0037	0.059
98331_at	Mm.249555	Col3a1	Procollagen, type III, alpha 1	1.55	0.0239	0.124
98861_at	Mm.326614	Unknown	Transcribed locus	1.55	0.0019	0.025
161557_at	Mm.246750	Mnat1	Menage a trois 1	1.55	0.0042	0.075
94863_r_at	Mm.23693	Dncl2a	Dynein, cytoplasmic, light chain 2A	1.55	0.0061	0.092
94001_at	Mm.119162	Elavl1	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	1.54	0.0364	0.208
101927_at	Mm.306163	Prkar1b	Protein kinase, cAMP dependent regulatory, type I beta	1.54	0.0067	0.097
162134_r_at	Mm.188105	2300006M17Rik	RIKEN cDNA 2300006M17 gene	1.54	0.0222	0.158
162496_r_at	Mm.17851	Ndufa3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3	1.54	0.0067	0.081
100050_at	Mm.444	Idb1	Inhibitor of DNA binding 1	1.54	0.0406	0.204
95340_at	Mm.2064	Mt3	Metallothionein 3	1.53	0.0018	0.051
102977_at	Mm.315593	a	Nonagouti	1.53	0.0095	0.100
160331_at	Mm.262184	Zfp67	Zinc finger protein 67	1.53	0.0002	0.012
162388_r_at	Mm.143889	Adam5	A disintegrin and metalloprotease domain 5	1.53	0.0008	0.025
103931_at	Mm.2514	Grca	Gene rich cluster, A gene	1.53	0.0183	0.152
161380_f_at	Mm.29274	1700093E07Rik	RIKEN cDNA 1700093E07 gene	1.53	0.0005	0.031
102946_r_at	Unknown	Unknown	Unknown	1.53	0.0045	0.079
161050_at	Mm.292000	Unknown	10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:6530415D11 product:unknown EST, full insert sequence	1.53	0.0183	0.151
96664_at	Mm.27372	Huwe1	HECT, UBA and WWE domain containing 1	1.53	0.0231	0.151
102310_at	Mm.12895	Ccl22	Chemokine (C-C motif) ligand 22	1.52	0.0018	0.038
161755_at	Mm.154570	Erp29	Endoplasmic reticulum protein 29	1.52	0.0093	0.108
161842_r_at	Mm.5025	Etv4	Ets variant gene 4 (E1A enhancer binding protein, E1AF)	1.52	0.0005	0.027
160544_at	Mm.741	Fabp5	Fatty acid binding protein 5, epidermal	1.52	0.0179	0.149
92395_r_at	Mm.4068	Crebl1	CAMP responsive element binding protein-like 1	1.51	0.0080	0.094
96632_at	Mm.27218	Morf4l2	Mortality factor 4 like 2	1.51	0.0144	0.136
95939_i_at	Mm.266485	BC052328	CDNA sequence BC052328	1.51	0.0173	0.142
160254_at	Mm.352698	Ifitm7	Interferon induced transmembrane protein 7	1.51	0.0010	0.042
161953_at	Mm.286317	BC024955	CDNA sequence BC024955	1.51	0.0154	0.135
103700_r_at	Unknown	Unknown	Unknown	1.51	0.0201	0.152
93670_at	Mm.8068	Erf	Ets2 repressor factor	1.51	0.0299	0.115
161106_r_at	Unknown	Unknown	Unknown	1.49	0.0136	0.125
161633_r_at	Unknown	Unknown	Unknown	1.49	0.0035	0.075
95485_at	Mm.260164	Hadhsc	L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain	1.49	0.0135	0.090
100128_at	Mm.281367	Cdc2a	Cell division cycle 2 homolog A (S. pombe)	1.49	<0.0001	0.013
95215_f_at	Mm.331	Ubc	Ubiquitin C	1.49	0.0361	0.204
93314_g_at	Mm.18494	Map2k3	Mitogen activated protein kinase kinase 3	1.49	0.0015	0.042
100496_at	Mm.5121	Pam	Peptidylglycine alpha-amidating monooxygenase	1.49	0.0082	0.099
102228_at	Mm.10280	Lat	Linker for activation of T cells	1.49	0.0118	0.096
161193_r_at	Unknown	Unknown	Unknown	1.49	0.0150	0.139
161442_at	Mm.1237	Pmp22	Peripheral myelin protein	1.48	0.0039	0.066
101738_at	Mm.57061	Lhb	Luteinizing hormone beta	1.48	0.0014	0.017
101763_at	Mm.57095	Gpr50	G-protein-coupled receptor 50	1.48	0.0021	0.050
104548_at	Mm.334344	Phlda2	Pleckstrin homology-like domain, family A, member 2	1.48	0.0348	0.178
162089_r_at	Mm.208601	Tln1	Talin 1	1.48	0.0005	0.035
96130_at	Mm.281011	Slk	STE20-like kinase (yeast)	1.48	0.0085	0.113
162364_f_at	Mm.10600	Glud1	Glutamate dehydrogenase 1	1.47	0.0185	0.132
100302_at	Mm.86646	Maff	V-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)	1.47	0.0058	0.085
162110_f_at	Mm.263185	Vps45	Vacuolar protein sorting 45 (yeast)	1.47	0.0216	0.124
100344_at	Unknown	Unknown	Unknown	1.47	0.0005	0.035
161397_r_at	Mm.23894	Dhodh	Dihydroorotate dehydrogenase	1.47	0.0012	0.051
161469_r_at	Mm.18759	Acads	Acyl-Coenzyme A dehydrogenase, short chain	1.47	0.0290	0.182
102294_at	Unknown	Unknown	Unknown	1.47	<0.0001	0.008
98786_at	Mm.4721	Gpr3	G-protein coupled receptor 3	1.47	<0.0001	0.014
97914_at	Mm.209419	Hspa9a	Heat shock protein, A	1.47	0.0417	0.224
160093_r_at	Mm.16925	MGI:1925112	Thymocyte protein thy28	1.46	0.0033	0.046
162469_r_at	Mm.29196	Cyc1	Cytochrome c-1	1.46	0.0013	0.031
162239_at	Unknown	Unknown	Unknown	1.46	0.0056	0.093
104585_at	Mm.260076	Crb3	Crumbs homolog 3 (Drosophila)	1.46	0.0080	0.085
95469_at	Mm.282679	Btd	Biotinidase	1.46	0.0035	0.067
160508_at	Mm.46395	Psca	Prostate stem cell antigen	1.46	0.0247	0.150
96288_at	Mm.29889	1190002C06Rik	RIKEN cDNA 1190002C06 gene	1.46	0.0301	0.132
97054_at	Mm.330501	Mapkbp1	Mitogen activated protein kinase binding protein 1	1.45	0.0012	0.046
96148_at	Mm.28232	Senp6	SUMO/sentrin specific protease 6	1.45	0.0168	0.019
162317_r_at	Unknown	Unknown	Unknown	1.45	0.0025	0.042
161712_r_at	Mm.159777	Bnip2	BCL2/adenovirus E1B 19kDa-interacting protein 1, NIP2	1.45	0.0059	0.055
160676_at	Unknown	Unknown	Unknown	1.45	0.0111	0.125
92466_at	Mm.330607	Plcb1	Phospholipase C, beta 1	1.45	0.0361	0.212
162191_at	Mm.22479	Krt1-18	Keratin complex 1, acidic, gene 18	1.45	0.0084	0.113
161943_at	Mm.340214	Hs3st3a1	Heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1	1.45	0.0234	0.175
99428_at	Mm.184441	Igll1	Immunoglobulin lambda-like polypeptide 1	1.45	0.0253	0.157
161484_r_at	Mm.5510	Trim47	Tripartite motif protein 47	1.45	0.0010	0.047
94829_at	Mm.194225	1110020A09Rik	RIKEN cDNA 1110020A09 gene	1.45	0.0055	0.096
162441_i_at	Unknown	Unknown	Unknown	1.45	0.0106	0.072
161771_r_at	Mm.2514	Grca	Gene rich cluster, A gene	1.44	0.0013	0.037
100434_s_at	Mm.329100	Mdfi	MyoD family inhibitor	1.44	0.0049	0.092
101408_at	Mm.7329	Gamt	Guanidinoacetate methyltransferase	1.44	0.0074	0.101
162335_at	Mm.154915	Rps29	Ribosomal protein S29	1.44	0.0093	0.085
98027_at	Mm.269384	Col9a2	Procollagen, type IX, alpha 2	1.44	0.0121	0.118
97901_at	Mm.2845	Ubtf	Upstream binding transcription factor, RNA polymerase I	1.44	0.0044	0.071
162497_r_at	Mm.1104	Ube1x	Ubiquitin-activating enzyme E1, Chr X	1.44	0.0183	0.147
162380_r_at	Mm.116833	Aak1	AP2 associated kinase 1	1.43	0.0063	0.102
162236_f_at	Mm.42956	Nelf	Nasal embryonic LHRH factor	1.43	0.0034	0.077
162489_i_at	Mm.166524	Ddx47	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	1.43	0.0202	0.120
161871_f_at	Mm.2965	Rho	Rhodopsin	1.43	0.0216	0.160
161512_r_at	Mm.27155	Dgcr6	DiGeorge syndrome critical region gene 6	1.43	0.0286	0.188
101189_at	Mm.358579	Bid3	BH3 interacting (with BCL2 family) domain, apoptosis agonist	1.43	0.0005	0.039
101748_at	Unknown	Bdkrb1	Bradykinin receptor, beta 1	1.43	0.0011	0.051
161563_r_at	Unknown	Unknown	Unknown	1.43	0.0038	0.049
161621_r_at	Mm.10160	Cggbp1	CGG triplet repeat binding protein 1	1.43	0.0055	0.059
97747_r_at	Mm.354929	Hoxa4	Homeo box A4	1.43	0.0238	0.162
160070_at	Mm.212333	Pnliprp2	Pancreatic lipase-related protein 2	1.43	0.0253	0.180
94827_at	Mm.22742	Fxyd2	FXYD domain-containing ion transport regulator 2	1.43	0.0366	0.143
99477_at	Mm.234342	Gng12	Guanine nucleotide binding protein (G protein), gamma 12	1.42	0.0024	0.052
160599_r_at	Unknown	Unknown	Unknown	1.42	0.0116	0.132
101011_at	Mm.296985	Cct4	Chaperonin subunit 4 (delta)	1.42	0.0272	0.178
101810_at	Mm.57155	Fshr	Follicle stimulating hormone receptor	1.42	0.0021	0.064
97151_at	Mm.35009	Gpr27	G protein-coupled receptor 27	1.42	0.0021	0.065
161568_f_at	Mm.28587	Map3k4	Mitogen activated protein kinase kinase kinase 4	1.42	0.0042	0.053
97986_at	Mm.298775	Entpd2	Ectonucleoside triphosphate diphosphohydrolase 2	1.42	0.0136	0.123
100631_r_at	Mm.282351	Gstm5	Glutathione S-transferase, mu 5	1.42	0.0026	0.050
161008_at	Mm.227325	AI428936	Expressed sequence AI428936	1.42	0.0026	0.055
161176_r_at	Mm.295284	Stom	Stomatin	1.42	0.0073	0.110
95912_at	Mm.31512	Rnf2	Ring finger protein 2	1.42	0.0115	0.131
102636_at	Mm.271648	Klc2	Kinesin light chain 2	1.42	0.0311	0.180
99557_at	Mm.42956	Nelf	Nasal embryonic LHRH factor	1.41	0.0079	0.050
161222_r_at	Mm.290341	B230114J08Rik	RIKEN cDNA B230114J08 gene	1.41	0.0041	0.088
100354_at	Mm.88761	Tbx15	T-box 15	1.41	0.0311	0.201
95027_at	Mm.27510	Usp21	Ubiquitin specific protease 21	1.41	0.0360	0.184
96214_at	Mm.362023	Unknown	Transcribed locus, moderately similar to XP_489337.1 LOC434712 [Mus musculus]	1.41	0.0497	0.247
92901_at	Mm.103336	Rara	Retinoic acid receptor, alpha	1.41	0.0013	0.052
97145_at	Mm.279865	Spfh1	SPFH domain family, member 1	1.41	0.0115	0.133
92656_at	Mm.161119	Zbtb12	Zinc finger and BTB domain containing 12	1.41	0.0345	0.152
100139_at	Mm.4881	Pcsk1n	Proprotein convertase subtilisin/kexin type 1 inhibitor	1.41	0.0018	0.061
162476_r_at	Unknown	Unknown	Unknown	1.41	0.0257	0.152
100452_at	Mm.4847	Klf1	Kruppel-like factor 1 (erythroid)	1.40	0.0201	0.159
100028_r_at	Mm.184172	Pex14	Peroxisomal biogenesis factor 14	1.40	0.0065	0.087
160969_at	Mm.24214	Foxk1	Forkhead box K1	1.40	0.0088	0.037
100289_at	Mm.331159	Efna3	Ephrin A3	1.40	0.0224	0.175
100005_at	Mm.373546	Traf4	Tnf receptor associated factor 4	1.40	0.0065	0.077
93682_at	Mm.25785	Ldb2	LIM domain binding 2	1.40	0.0408	0.188
102798_at	Mm.1408	Adm	Adrenomedullin	1.40	0.0058	0.104
93224_at	Mm.360485	Unknown	Similar to T cell receptor V alpha 8.5	1.40	0.0086	0.107
161576_f_at	Mm.20488	MGI:1923551	FLN29 gene product	1.40	0.0367	0.219
101198_at	Mm.5195	Cplx1	Complexin 1	1.40	0.0010	0.053
96994_at	Mm.57250	Hic1	Hypermethylated in cancer 1	1.40	0.0041	0.090
161163_at	Mm.5159	Apbb2	Amyloid beta (A4) precursor protein-binding, family B, member 2	1.40	0.0184	0.146
94696_at	Mm.1337	Ccr4	Chemokine (C-C motif) receptor 4	1.40	0.0314	0.184
94917_at	Mm.251174	Fbxo8	F-box only protein 8	1.40	0.0356	0.124
160448_at	Mm.38173	6030457N17Rik	RIKEN cDNA 6030457N17 gene	1.39	0.0119	0.134
161740_r_at	Mm.828	Rag1	Recombination activating gene 1	1.39	0.0122	0.133
102620_at	Mm.20437	Dnajb5	DnaJ (Hsp40) homolog, subfamily B, member 5	1.39	0.0031	0.078
161687_r_at	Mm.29744	Slc29a1	Solute carrier family 29 (nucleoside transporters), member 1	1.39	0.0035	0.074
102840_at	Mm.319117	Ptpn12	Protein tyrosine phosphatase, non-receptor type 12	1.39	0.0190	0.158
92284_r_at	Mm.276360	Il4	Interleukin 4	1.39	<0.0001	0.022
94373_at	Mm.285167	Dolpp1	Dolichyl pyrophosphate phosphatase 1	1.39	0.0140	0.118
96503_at	Mm.25292	Krt2-16	Keratin complex 2, basic, gene 16	1.39	0.0337	0.150
96308_r_at	Mm.291750	Unknown	Similar to 60S ribosomal protein L34	1.39	0.0025	0.055
98469_at	Mm.3488	Aurkb	Aurora kinase B	1.39	0.0027	0.060
101793_at	Mm.150	Fcgr1	Fc receptor, IgG, high affinity I	1.39	0.0186	0.059
162278_r_at	Mm.207996	Tap1	Transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	1.39	0.0430	0.230
94449_at	Mm.247203	Pcdhgb1	Protocadherin gamma subfamily B, 1	1.39	0.0212	0.139
98045_s_at	Mm.240830	Dab2	Disabled homolog 2 (Drosophila)	1.39	0.0302	0.199
101618_r_at	Mm.365003	Unknown	P53-variant (p53)	1.38	0.0013	0.060
162256_r_at	Mm.276109	Cwf19l1	CWF19-like 1, cell cycle control (S. pombe)	1.38	0.0021	0.070
104274_at	Mm.38390	Cpne3	Copine III	1.38	0.0079	0.101
94222_at	Mm.233799	Igfbp4	Insulin-like growth factor binding protein 4	1.38	0.0335	0.142
97002_f_at	Mm.246534	Olfr29-ps1	Olfactory receptor 29, pseudogene 1	1.38	0.0408	0.173
101784_f_at	Unknown	Unknown	Unknown	1.38	0.0029	0.062
161618_r_at	Unknown	Unknown	Unknown	1.38	0.0139	0.147
100049_at	Mm.4438	Hmga1	High mobility group AT-hook 1	1.38	0.0075	0.104
103540_at	Mm.276391	1810021B22Rik	RIKEN cDNA 1810021B22 gene	1.38	0.0094	0.125
161094_r_at	Mm.286317	BC024955	CDNA sequence BC024955	1.38	0.0100	0.123
160518_at	Mm.241604	Rer1	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	1.38	0.0305	0.178
101078_at	Mm.726	Bsg	Basigin	1.38	0.0482	0.224
104617_at	Mm.200459	0610005C13Rik	RIKEN cDNA 0610005C13 gene	1.37	0.0002	0.037
103456_at	Mm.274463	Ece1	Endothelin converting enzyme 1	1.37	0.0057	0.094
161769_r_at	Mm.140243	Bphl	Biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)	1.37	0.0085	0.112
161761_r_at	Unknown	Unknown	Unknown	1.37	0.0359	0.197
162432_f_at	Mm.208030	Mogat2	Monoacylglycerol O-acyltransferase 2	1.37	0.0005	0.049
101342_at	Mm.254017	Notch2	Notch gene homolog 2 (Drosophila)	1.37	0.0398	0.188
103374_at	Mm.18589	Zcchc3	Zinc finger, CCHC domain containing 3	1.37	0.0035	0.068
103817_at	Mm.20904	Crtap	Cartilage associated protein	1.37	0.0063	0.110
99430_at	Mm.57149	Galr2	Galanin receptor 2	1.37	0.0111	0.131
101665_at	Mm.31387	Nr5a1	Nuclear receptor subfamily 5, group A, member 1	1.37	0.0171	0.154
104496_i_at	Unknown	Klk8	Kallikrein 8	1.37	0.0380	0.052
95553_at	Mm.202337	Ppat	Phosphoribosyl pyrophosphate amidotransferase	1.37	0.0042	0.047
102151_at	Mm.46797	Adrb1	Adrenergic receptor, beta 1	1.37	0.0073	0.118
97052_at	Mm.22339	Vwf	Von Willebrand factor homolog	1.37	0.0117	0.130
102755_at	Mm.247426	Itlna	Intelectin a	1.36	0.0003	0.042
161508_at	Unknown	Unknown	Unknown	1.36	0.0005	0.046
93944_r_at	Mm.370171	Zfp36l2	Zinc finger protein 36, C3H type-like 2	1.36	0.0001	0.036
162102_r_at	Mm.5048	Mcm5	Minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	1.36	0.0066	0.108
162433_f_at	Unknown	Unknown	Unknown	1.36	0.0394	0.166
161737_at	Mm.1654	6230425C22Rik	RIKEN cDNA 6230425C22 gene	1.36	0.0069	0.095
102989_at	Mm.1536	Mt4	Metallothionein 4	1.36	0.0144	0.145
101534_at	Mm.206798	Tnp2	Transition protein 2	1.36	0.0229	0.177
94240_i_at	Mm.296790	LOC240367	Similar to ribosomal protein	1.36	0.0061	0.043
161280_r_at	Mm.317280	Pelo	Pelota homolog (Drosophila)	1.36	0.0119	0.136
95631_at	Mm.41998	Ppp4c	Protein phosphatase 4, catalytic subunit	1.36	0.0121	0.108
94423_at	Mm.26282	BC004728	CDNA sequence BC004728	1.36	0.0002	0.025
99114_r_at	Mm.400	Cox6b1	Cytochrome c oxidase, subunit VIb polypeptide 1	1.36	0.0006	0.048
101350_g_at	Mm.16525	Plk1	Polo-like kinase 1 (Drosophila)	1.36	0.0017	0.068
92996_at	Mm.279103	Sox17	SRY-box containing gene 17	1.36	0.0027	0.080
98846_f_at	Mm.302844	Psg17	Pregnancy specific glycoprotein 17	1.36	0.0041	0.095
161378_r_at	Mm.4509	Runx2	Runt related transcription factor 2	1.36	0.0237	0.165
102327_at	Mm.67281	Aoc3	Amine oxidase, copper containing 3	1.36	0.0314	0.203
102241_f_at	Mm.139815	Tcf7l2	Transcription factor 7-like 2, T-cell specific, HMG-box	1.36	0.0131	0.146
101290_at	Mm.358309	Gnrh2	Gonadotropin releasing hormone 2	1.36	0.0152	0.152
102202_s_at	Mm.999	Mpv17	Mpv17 transgene, kidney disease mutant	1.36	0.0294	0.197
161965_r_at	Mm.21772	Smarcd2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	1.35	<0.0001	0.021
162093_at	Mm.145488	Yars	Tyrosyl-tRNA synthetase	1.35	0.0309	0.184
99998_at	Mm.347482	Ptger1	Prostaglandin E receptor 1 (subtype EP1)	1.35	0.0027	0.070
160368_at	Mm.292016	Sfrs7	Splicing factor, arginine/serine-rich 7	1.35	0.0159	0.157
104637_at	Unknown	Unknown	Unknown	1.35	0.0164	0.157
98998_r_at	Mm.37952	Krt1-24	Keratin complex 1, acidic, gene 24	1.35	0.0252	0.188
100023_at	Mm.4594	Mybl2	Myeloblastosis oncogene-like 2	1.35	0.0290	0.121
161144_r_at	Mm.299742	Gdf3	Growth differentiation factor 3	1.35	0.0294	0.167
161803_r_at	Unknown	Unknown	Unknown	1.35	0.0001	0.030
161138_r_at	Mm.3820	Cmas	Cytidine monophospho-N-acetylneuraminic acid synthetase	1.35	0.0103	0.117
97702_at	Unknown	Unknown	Unknown	1.35	0.0125	0.145
161051_at	Mm.137268	Hes5	Hairy and enhancer of split 5 (Drosophila)	1.35	0.0162	0.156
101872_at	Mm.371562	Gsta2	Glutathione S-transferase, alpha 2 (Yc2)	1.35	0.0363	0.169
161231_r_at	Mm.3057	Reln	Reelin	1.35	0.0022	0.078
93465_at	Mm.6922	9130211I03Rik	RIKEN cDNA 9130211I03 gene	1.35	0.0163	0.150
104401_at	Mm.349546	6430526N21Rik	RIKEN cDNA 6430526N21 gene	1.35	0.0193	0.031
162084_i_at	Unknown	Unknown	Unknown	1.34	0.0038	0.087
101806_at	Unknown	Galr3	Galanin receptor 3	1.34	0.0072	0.121
103291_at	Mm.326653	Magea2	Melanoma antigen, family A, 2	1.34	0.0172	0.165
160139_at	Mm.21549	Hspb8	Heat shock 27kDa protein 8	1.34	0.0208	0.165
101652_i_at	Unknown	H2-D4	Histocompatibility 2, D region locus 4	1.34	0.0275	0.152
95807_at	Unknown	Unknown	Unknown	1.34	0.0329	0.165
92677_s_at	Mm.4509	Runx2	Runt related transcription factor 2	1.34	0.0007	0.056
160120_i_at	Mm.20190	Pla2g1b	Phospholipase A2, group IB, pancreas	1.34	0.0319	0.212
104440_at	Mm.29286	Ybx2	Y box protein 2	1.34	0.0336	0.195
161492_i_at	Mm.196933	Mgat1	Mannoside acetylglucosaminyltransferase 1	1.34	0.0339	0.148
94903_at	Mm.296043	Tmed7	Transmembrane emp24 protein transport domain containing 7	1.34	0.0136	0.150
100143_at	Mm.282303	Zyx	Zyxin	1.34	0.0343	0.204
93651_r_at	Unknown	Prp2	Proline rich protein 2	1.34	<0.0001	0.026
92700_at	Mm.4598	Bcan	Brevican	1.34	0.0050	0.100
101387_at	Mm.7165	Acy1	Aminoacylase 1	1.34	0.0007	0.050
160748_at	Mm.27656	Asb6	Ankyrin repeat and SOCS box-containing protein 6	1.34	0.0071	0.061
161383_r_at	Mm.28081	Tead1	TEA domain family member 1	1.34	0.0083	0.088
98044_at	Mm.240830	Dab2	Disabled homolog 2 (Drosophila)	1.34	0.0009	0.053
