Probe set	UG	Symbol	Title	Fold Increase	P-value	Adj. P-value
96270_at	Mm.29852	D11Bwg0434e	DNA segment, Chr 11, Brigham & Womens Genetics 0434 expressed	1.83	0.0111	0.083
103205_at	Mm.271689	Tcirg1	T-cell, immune regulator 1	1.82	0.0326	0.188
161890_f_at	Mm.2553	Pap	Pancreatitis-associated protein	1.82	0.0005	0.026
94953_at	Mm.273804	Racgap1	Rac GTPase-activating protein 1	1.82	0.0260	0.169
160282_at	Mm.318331	4931406I20Rik	RIKEN cDNA 4931406I20 gene	1.82	0.0048	0.074
100920_at	Unknown	Unknown	Unknown	1.81	0.0118	0.115
104341_at	Mm.370264	2310014H01Rik	RIKEN cDNA 2310014H01 gene	1.81	0.0046	0.031
161329_f_at	Unknown	Unknown	Unknown	1.81	0.0196	0.092
92624_r_at	Mm.1121	Lor	Loricrin	1.81	0.0024	0.051
96873_at	Mm.50424	Tax1bp1	Tax1 (human T-cell leukemia virus type I) binding protein 1	1.81	0.0003	0.020
161311_at	Unknown	Unknown	Unknown	1.80	0.0014	0.031
104514_at	Mm.358592	Epn1	Epsin 1	1.80	0.0149	0.128
160747_at	Mm.286753	Rgs3	Regulator of G-protein signaling 3	1.80	0.0464	0.227
101546_at	Mm.8856	Neu1	Neuraminidase 1	1.79	0.0250	0.167
94164_at	Mm.260838	St8sia1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	1.79	0.0332	0.189
98344_f_at	Mm.352231	Hpcal1	Hippocalcin-like 1	1.79	0.0010	0.031
102744_at	Mm.362067	Unknown	T-cell receptor active gamma-chain mRNA from CTL-DFL12 cell line	1.78	0.0028	0.045
161912_r_at	Unknown	Unknown	Unknown	1.78	0.0379	0.198
92462_at	Mm.260036	38601	Septin 6	1.77	<0.0001	0.010
102811_at	Mm.309395	Ext1	Exostoses (multiple) 1	1.77	0.0164	0.127
97114_at	Mm.277498	Psap	Prosaposin	1.77	0.0249	0.162
93081_at	Mm.270186	Rbbp7	Retinoblastoma binding protein 7	1.76	0.0151	0.112
95607_at	Mm.265546	Stard3	START domain containing 3	1.76	0.0274	0.118
161027_f_at	Mm.323554	AA960558	Expressed sequence AA960558	1.76	0.0392	0.178
94290_at	Mm.148007	Akt1s1	AKT1 substrate 1 (proline-rich)	1.75	0.0285	0.120
100733_at	Mm.252255	Psma2	Proteasome (prosome, macropain) subunit, alpha type 2	1.75	0.0311	0.178
96483_at	Unknown	Unknown	Unknown	1.75	<0.0001	0.010
162473_r_at	Mm.29415	Ndufb2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2	1.75	0.0106	0.109
161860_f_at	Mm.45683	1500034E06Rik	RIKEN cDNA 1500034E06 gene	1.75	0.0074	0.075
98078_at	Mm.337825	MGI:2385110	Anterior pharynx defective 1a homolog (C. elegans)	1.74	0.0098	0.105
101016_at	Mm.371546	Arf1	ADP-ribosylation factor 1	1.74	0.0164	0.118
96320_at	Mm.294759	2310044H10Rik	RIKEN cDNA 2310044H10 gene	1.74	0.0023	0.052
101756_f_at	Mm.57085	Sprr2k	Small proline-rich protein 2K	1.74	0.0129	0.120
160778_at	Mm.209150	4732477C12Rik	RIKEN cDNA 4732477C12 gene	1.73	<0.0001	0.009
104641_f_at	Mm.352231	2410018L13Rik	RIKEN cDNA 2410018L13 gene	1.73	0.0001	0.011
99617_at	Mm.173119	Sec24c	SEC24 related gene family, member C (S. cerevisiae)	1.73	0.0390	0.206
96082_at	Mm.26614	Mrpl30	Mitochondrial ribosomal protein L30	1.73	0.0490	0.227
94110_f_at	Mm.334577	D10627	CDNA sequence D10627	1.72	0.0167	0.120
161894_r_at	Unknown	Unknown	Unknown	1.72	0.0032	0.052
161750_f_at	Unknown	Unknown	Unknown	1.71	0.0017	0.035
101948_at	Mm.172674	Lamb1-1	Laminin B1 subunit 1	1.71	0.0259	0.172
101298_g_at	Mm.130953	Ptprc	Protein tyrosine phosphatase, receptor type, C	1.71	0.0274	0.176
95021_at	Mm.251655	9430010O03Rik	RIKEN cDNA 9430010O03 gene	1.70	0.0001	0.014
161481_f_at	Mm.21795	Bnip1	BCL2/adenovirus E1B 19kDa-interacting protein 1, NIP1	1.70	0.0021	0.043
92843_r_at	Unknown	Unknown	Unknown	1.70	0.0139	0.121
97703_at	Unknown	Unknown	Unknown	1.69	0.0006	0.029
98039_at	Mm.34002	2410015M20Rik	RIKEN cDNA 2410015M20 gene	1.69	0.0441	0.095
162105_r_at	Mm.5066	Zfp93	Zinc finger protein 93	1.68	<0.0001	0.006
160243_r_at	Mm.259720	Myh8	Myosin, heavy polypeptide 8, skeletal muscle, perinatal	1.68	<0.0001	0.004
95078_at	Mm.330492	1200015F23Rik	RIKEN cDNA 1200015F23 gene	1.68	0.0181	0.130
100109_s_at	Mm.4646	Krt1-13	Keratin complex 1, acidic, gene 13	1.68	0.0001	0.014
94819_f_at	Mm.250419	Ccni	Cyclin I	1.67	0.0199	0.145
94749_f_at	Mm.247428	AF067061	CDNA sequence AF067061	1.67	0.0013	0.042
97208_at	Mm.27706	Ash2l	Ash2 (absent, small, or homeotic)-like (Drosophila)	1.67	0.0048	0.076
162094_f_at	Unknown	Unknown	Unknown	1.67	0.0141	0.080
102754_at	Mm.290908	Birc6	Baculoviral IAP repeat-containing 6	1.67	0.0347	0.197
92878_at	Mm.249586	Commd3	COMM domain containing 3	1.67	0.0026	0.038
160601_at	Unknown	Unknown	Unknown	1.66	<0.0001	0.007
161480_i_at	Mm.3158	Rplp1	Ribosomal protein, large, P1	1.66	0.0047	0.065
104352_at	Mm.253518	Brd4	Bromodomain containing 4	1.66	0.0405	0.155
161240_f_at	Unknown	Unknown	Unknown	1.66	0.0268	0.176
160909_at	Mm.331191	Sprr1a	Small proline-rich protein 1A	1.66	0.0015	0.042
103035_at	Mm.207996	Tap1	Transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	1.65	0.0441	0.044
162137_f_at	Mm.3264	Txk	TXK tyrosine kinase	1.65	0.0007	0.029
100027_s_at	Mm.184172	Pex14	Peroxisomal biogenesis factor 14	1.65	0.0203	0.152
104653_at	Mm.260376	Rab8b	RAB8B, member RAS oncogene family	1.64	0.0452	0.224
93901_at	Mm.218381	Hps1	Hermansky-Pudlak syndrome 1 homolog (human)	1.63	0.0177	0.097
104276_at	Mm.22213	Glipr2	GLI pathogenesis-related 2	1.63	0.0490	0.235
101661_r_at	Unknown	Unknown	Unknown	1.63	0.0007	0.026
103504_at	Mm.194071	Ssbp2	Single-stranded DNA binding protein 2	1.63	0.0312	0.188
101693_f_at	Mm.297637	LOC223262	Similar to small zinc finger-like protein	1.62	0.0005	0.029
92995_at	Mm.27005	Vsnl1	Visinin-like 1	1.62	0.0005	0.016
96218_at	Mm.151174	Fntb	Farnesyltransferase, CAAX box, beta	1.62	0.0179	0.146
96963_s_at	Mm.359121	LOC384419	Similar to anti-dsRNA (RDV-RNA) antibody	1.62	0.0028	0.058
103236_at	Mm.20343	Ring1	Ring finger protein 1	1.62	0.0420	0.198
100589_at	Unknown	Unknown	Unknown	1.62	0.0031	0.037
94303_at	Mm.150231	Hnrpd	Heterogeneous nuclear ribonucleoprotein D	1.61	0.0167	0.106
92503_at	Mm.42201	Hus1	Hus1 homolog (S. pombe)	1.60	0.0106	0.118
98445_at	Mm.251331	Gga1	Golgi associated, gamma adaptin ear containing, ARF binding protein 1	1.60	0.0054	0.067
97739_at	Mm.243950	B230113M03Rik	RIKEN cDNA B230113M03 gene	1.59	0.0035	0.066
100711_at	Mm.336955	Rpl10a	Ribosomal protein L10A	1.58	0.0088	0.108
96262_at	Mm.29829	Rab5c	RAB5C, member RAS oncogene family	1.58	0.0361	0.198
102120_f_at	Mm.352231	2410018L13Rik	RIKEN cDNA 2410018L13 gene	1.58	0.0096	0.112
161242_f_at	Mm.281900	Usp39	Ubiquitin specific protease 39	1.58	0.0225	0.161
160772_i_at	Mm.28200	D11Ertd730e	DNA segment, Chr 11, ERATO Doi 730, expressed	1.56	0.0331	0.197
96957_at	Mm.30217	Cib1	Calcium and integrin binding 1 (calmyrin)	1.56	0.0069	0.062
96757_at	Mm.268691	D10Jhu81e	DNA segment, Chr 10, Johns Hopkins University 81 expressed	1.56	0.0231	0.130
95149_at	Mm.29473	Copz1	Coatomer protein complex, subunit zeta 1	1.55	0.0356	0.120
160589_at	Mm.11815	Ppig	Peptidyl-prolyl isomerase G (cyclophilin G)	1.55	0.0046	0.082
100326_f_at	Mm.358615	Klra3	Killer cell lectin-like receptor, subfamily A, member 3	1.55	0.0220	0.162
160478_r_at	Mm.104368	Rpl32	Ribosomal protein L32	1.55	0.0108	0.092
161819_f_at	Mm.271868	Laptm5	Lysosomal-associated protein transmembrane 5	1.55	0.0111	0.121
93958_at	Mm.228903	Rnf14	Ring finger protein 14	1.54	0.0047	0.082
92201_at	Mm.354735	Zbtb16	Zinc finger and BTB domain containing 16	1.54	0.0005	0.017
97521_at	Unknown	Unknown	Unknown	1.54	0.0308	0.183
92868_at	Unknown	Unknown	Unknown	1.53	0.0231	0.152
161082_r_at	Mm.38347	1500005I02Rik	RIKEN cDNA 1500005I02 gene	1.53	0.0209	0.121
94432_at	Mm.149029	St6gal1	Beta galactoside alpha 2,6 sialyltransferase 1	1.53	0.0156	0.135
93864_s_at	Mm.87759	Enah	Enabled homolog (Drosophila)	1.53	0.0009	0.042
162389_at	Mm.5750	D14Ertd209e	DNA segment, Chr 14, ERATO Doi 209, expressed	1.53	0.0013	0.049
97395_at	Mm.358657	Prp19	PRP19/PSO4 homolog (S. cerevisiae)	1.51	0.0146	0.121
161386_f_at	Mm.251255	Ddx1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	1.50	0.0144	0.066
93547_at	Mm.2018	Cbfb	Core binding factor beta	1.50	0.0435	0.169
101555_at	Mm.292510	Rac1	RAS-related C3 botulinum substrate 1	1.49	0.0160	0.104
95734_at	Unknown	Unknown	Unknown	1.49	0.0012	0.041
162483_f_at	Unknown	Unknown	Unknown	1.49	0.0001	0.015
101732_at	Unknown	Phxr5	Per-hexamer repeat gene 5	1.49	0.0116	0.126
100526_f_at	Mm.5168	Adam3	A disintegrin and metalloprotease domain 3 (cyritestin)	1.49	0.0010	0.026
97311_at	Mm.28077	6720456B07Rik	RIKEN cDNA 6720456B07 gene	1.48	0.0160	0.126
93951_at	Mm.9392	Golga3	Golgi autoantigen, golgin subfamily a, 3	1.48	0.0173	0.151
161223_r_at	Mm.28095	Flnb	Filamin, beta	1.48	0.0357	0.154
161570_r_at	Mm.244512	4921531G14Rik	RIKEN cDNA 4921531G14 gene	1.48	0.0197	0.155
103096_at	Mm.17519	Zfp259	Zinc finger protein 259	1.48	0.0045	0.082
103070_at	Unknown	Unknown	Unknown	1.47	0.0336	0.169
96576_at	Unknown	Unknown	Unknown	1.47	0.0009	0.033
92272_at	Mm.124373	Rbm16	RNA binding motif protein 16	1.46	0.0232	0.167
93282_at	Unknown	Unknown	Unknown	1.46	0.0004	0.035
95398_at	Mm.371726	E130014H08Rik	RIKEN cDNA E130014H08 gene	1.46	0.0012	0.051
93413_at	Mm.6402	Terf2	Telomeric repeat binding factor 2	1.45	0.0363	0.214
98502_at	Mm.306818	Dusp19	Dual specificity phosphatase 19	1.45	0.0045	0.079
99839_at	Mm.6227	Gabrr2	Gamma-aminobutyric acid (GABA-C) receptor, subunit rho 2	1.45	0.0407	0.215
100127_at	Mm.4757	Crabp2	Cellular retinoic acid binding protein II	1.45	0.0169	0.151
98519_r_at	Mm.35806	2300002G24Rik	RIKEN cDNA 2300002G24 gene	1.45	0.0191	0.147
161189_r_at	Mm.4351	Avpr1a	Arginine vasopressin receptor 1A	1.45	0.0211	0.146
162158_r_at	Mm.356689	Acox1	Acyl-Coenzyme A oxidase 1, palmitoyl	1.45	0.0312	0.108
102431_at	Mm.1287	Mapt	Microtubule-associated protein tau	1.45	0.0105	0.123
98766_at	Mm.371596	Sh3bp5	SH3-domain binding protein 5 (BTK-associated)	1.45	0.0202	0.165
98291_at	Mm.347395	B3galt6	UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6	1.44	0.0394	0.108
96280_at	Mm.29867	Ndufa2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2	1.44	0.0050	0.089
160527_at	Mm.233470	Igfbp7	Insulin-like growth factor binding protein 7	1.44	0.0018	0.060
103255_at	Mm.196445	Traf5	Tnf receptor-associated factor 5	1.44	0.0078	0.085
97571_r_at	Mm.12810	Tnfrsf8	Tumor necrosis factor receptor superfamily, member 8	1.44	0.0044	0.087
160115_at	Mm.19169	Txnl1	Thioredoxin-like 1	1.43	0.0197	0.159
98956_at	Mm.28765	Tram1	Translocating chain-associating membrane protein 1	1.43	0.0167	0.144
102801_at	Mm.213026	Bglap2	Bone gamma-carboxyglutamate protein 2	1.43	0.0005	0.039
102398_at	Mm.1243	Rxrb	Retinoid X receptor beta	1.42	0.0365	0.172
102553_at	Mm.333142	Unknown	Similar to [Human Ig rearranged gamma chain mRNA, V-J-C region and complete cds.], gene product	1.42	0.0006	0.033
95540_r_at	Mm.295031	Ddx27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	1.42	0.0134	0.139
101470_at	Unknown	BC028975	CDNA sequence BC028975	1.41	0.0020	0.066
160937_at	Mm.9114	Crym	Crystallin, mu	1.41	0.0090	0.114
98282_at	Mm.42044	Icos	Inducible T-cell co-stimulator	1.41	0.0157	0.145
101130_at	Mm.277792	Col1a2	Procollagen, type I, alpha 2	1.41	0.0346	0.205
93251_at	Mm.293716	Nipsnap1	4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans)	1.41	0.0047	0.083
97931_i_at	Mm.30246	Cd151	CD151 antigen	1.41	0.0154	0.120
161794_i_at	Mm.246388	D16Bwg1494e	DNA segment, Chr 16, Brigham & Womens Genetics 1494 expressed	1.40	<0.0001	0.021
99187_f_at	Mm.41890	2010315L10Rik	RIKEN cDNA 2010315L10 gene	1.40	0.0176	0.159
161121_f_at	Mm.6523	S100a13	S100 calcium binding protein A13	1.40	0.0252	0.106
102227_g_at	Mm.10233	Cpxm2	Carboxypeptidase X 2 (M14 family)	1.40	0.0100	0.116
161785_f_at	Mm.61193	D5Wsu46e	DNA segment, Chr 5, Wayne State University 46, expressed	1.40	0.0296	0.125
160867_at	Mm.4146	Pdgfrb	Platelet derived growth factor receptor, beta polypeptide	1.40	0.0164	0.108
100580_at	Unknown	Unknown	Unknown	1.39	0.0001	0.030
92193_r_at	Mm.3401	Pcsk5	Proprotein convertase subtilisin/kexin type 5	1.39	0.0119	0.123
100379_f_at	Unknown	Unknown	Unknown	1.39	0.0219	0.091
101842_g_at	Mm.8534	Egfr	Epidermal growth factor receptor	1.39	0.0001	0.029
100333_at	Mm.148800	Saa1	Serum amyloid A 1	1.39	0.0038	0.074
96269_at	Mm.29847	Idi1	Isopentenyl-diphosphate delta isomerase	1.39	<0.0001	0.019
101984_at	Mm.217759	Atox1	ATX1 (antioxidant protein 1) homolog 1 (yeast)	1.39	0.0089	0.123
94150_at	Mm.1276	Sag	Retinal S-antigen	1.39	0.0200	0.169
94202_at	Mm.123831	Tcrb-V8.2	T-cell receptor beta, variable 8.2	1.39	0.0040	0.086
98342_at	Mm.100113	Rpl10	Ribosomal protein 10	1.38	0.0150	0.145
99801_at	Mm.57195	Nodal	Nodal	1.38	0.0080	0.106
162196_f_at	Mm.142717	Cuzd1	CUB and zona pellucida-like domains 1	1.38	0.0002	0.035
96790_f_at	Mm.29098	Galm	Galactose mutarotase	1.38	0.0081	0.058
160352_at	Mm.286394	Pcbp4	Poly(rC) binding protein 4	1.38	0.0370	0.132
162328_f_at	Mm.25292	Krt2-16	Keratin complex 2, basic, gene 16	1.38	0.0049	0.090
162257_i_at	Unknown	Unknown	Unknown	1.38	0.0286	0.178
93103_at	Mm.16563	Ldh3	Lactate dehydrogenase 3, C chain, sperm specific	1.37	0.0014	0.060
93078_at	Mm.263124	Ly6a	Lymphocyte antigen 6 complex, locus A	1.37	0.0194	0.152
160105_r_at	Mm.331447	Pigk	Phosphatidylinositol glycan, class K	1.37	0.0328	0.157
102926_at	Mm.16520	Gfra3	Glial cell line derived neurotrophic factor family receptor alpha 3	1.37	0.0014	0.059
101300_at	Mm.329041	H2-M2	Histocompatibility 2, M region locus 2	1.37	0.0144	0.150
93927_f_at	Unknown	Igh	Immunoglobulin heavy chain complex	1.37	0.0085	0.121
102208_at	Mm.212742	St3gal6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	1.37	0.0234	0.176
162417_at	Mm.24937	1500001M20Rik	RIKEN cDNA 1500001M20 gene	1.37	0.0399	0.217
101075_f_at	Mm.7244	Agr2	Anterior gradient 2 (Xenopus laevis)	1.37	0.0003	0.041
99627_r_at	Mm.321123	Unknown	CDNA clone IMAGE:5148189, partial cds	1.37	0.0142	0.118
102633_at	Mm.130599	Grap2	GRB2-related adaptor protein 2	1.37	0.0219	0.177
102718_at	Mm.14302	Ccr5	Chemokine (C-C motif) receptor 5	1.36	0.0037	0.087
162242_at	Unknown	Unknown	Unknown	1.36	0.0068	0.106
101201_r_at	Unknown	Unknown	Unknown	1.36	0.0076	0.108
94049_at	Mm.329582	Bhmt	Betaine-homocysteine methyltransferase	1.36	0.0010	0.038
94105_at	Mm.1022	Cdc42	Cell division cycle 42 homolog (S. cerevisiae)	1.36	0.0333	0.203
98423_at	Mm.34118	Gjb2	Gap junction membrane channel protein beta 2	1.36	0.0310	0.194
161226_f_at	Unknown	Unknown	Unknown	1.36	0.0013	0.062
104148_at	Mm.22183	H6pd	Hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	1.36	0.0240	0.177
160226_at	Mm.122466	Gfm1	G elongation factor 1	1.36	0.0369	0.221
162107_r_at	Mm.8245	Timp1	Tissue inhibitor of metalloproteinase 1	1.36	0.0428	0.236
160781_r_at	Mm.262094	Unc93b1	Unc-93 homolog B1 (C. elegans)	1.36	0.0459	0.245
94698_at	Mm.258908	Fli1	Friend leukemia integration 1	1.35	0.0001	0.037
95935_at	Mm.24803	Slc26a2	Solute carrier family 26 (sulfate transporter), member 2	1.35	0.0133	0.148
102168_at	Unknown	Olfr92	Olfactory receptor 92	1.35	0.0484	0.231
103867_at	Unknown	Unknown	Unknown	1.35	0.0491	0.192
93417_at	Mm.644	Mef2b	Myocyte enhancer factor 2B	1.35	0.0343	0.188
94628_r_at	Mm.8025	Abpa	Androgen binding protein alpha	1.35	0.0009	0.053
162015_f_at	Mm.316438	Ckmt2	Creatine kinase, mitochondrial 2	1.35	0.0042	0.096
102307_at	Mm.12871	Dcx	Doublecortin	1.35	0.0102	0.123
94268_f_at	Mm.370232	Ubl5	Ubiquitin-like 5	1.35	0.0136	0.108
104370_s_at	Mm.302399	Krt2-6a	Keratin complex 2, basic, gene 6a	1.35	0.0214	0.178
160926_r_at	Unknown	Unknown	Unknown	1.35	0.0234	0.178
92846_at	Mm.249225	M6pr	Mannose-6-phosphate receptor, cation dependent	1.35	0.0013	0.052
94774_at	Mm.218770	Ifi202b	Interferon activated gene 202B	1.34	0.0054	0.087
162082_r_at	Unknown	Unknown	Unknown	1.34	0.0106	0.137
103810_at	Mm.20894	Trp63	Transformation related protein 63	1.34	0.0111	0.142
161423_r_at	Unknown	Unknown	Unknown	1.34	0.0157	0.161
161374_f_at	Mm.202257	BC019806	CDNA sequence BC019806	1.34	0.0446	0.241
93720_at	Mm.8684	Agpat1	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)	1.34	0.0187	0.170
99402_at	Mm.57008	Art2b	ADP-ribosyltransferase 2b	1.34	0.0201	0.169
162333_r_at	Mm.371583	Slpi	Secretory leukocyte protease inhibitor	1.33	0.0379	0.229
162329_r_at	Mm.371583	Slpi	Secretory leukocyte protease inhibitor	1.33	0.0141	0.152
161104_at	Mm.346842	9430099J10Rik	RIKEN cDNA 9430099J10 gene	1.33	0.0008	0.049
161599_i_at	Mm.4283	Bop1	Block of proliferation 1	1.33	0.0104	0.140
161713_f_at	Mm.331442	Ptgfr	Prostaglandin F receptor	1.32	0.0232	0.188
160906_i_at	Unknown	E430003D02Rik	RIKEN cDNA E430003D02 gene	1.32	0.0057	0.116
93308_s_at	Mm.1845	Pcx	Pyruvate carboxylase	1.32	0.0310	0.197
161259_f_at	Mm.73172	Serpina5	Serine (or cysteine) proteinase inhibitor, clade A, member 5	1.32	0.0037	0.100
93218_at	Mm.334144	Swap70	SWAP complex protein	1.32	0.0089	0.133
162064_at	Mm.3794	Plk4	Polo-like kinase 4 (Drosophila)	1.32	0.0244	0.178
103245_at	Mm.20435	Cst8	Cystatin 8 (cystatin-related epididymal spermatogenic)	1.32	0.0032	0.078
98860_at	Mm.5129	Sts	Steroid sulfatase	1.32	0.0476	0.249
99818_at	Mm.5791	C79122	Expressed sequence C79122	1.32	0.0015	0.072
98808_at	Mm.4814	Neurod2	Neurogenic differentiation 2	1.32	0.0199	0.131
102839_at	Mm.14627	Plscr1	Phospholipid scramblase 1	1.32	0.0019	0.081
92739_at	Unknown	Ivl	Involucrin	1.32	0.0159	0.160
98947_at	Mm.28721	Brd3	Bromodomain containing 3	1.32	0.0073	0.121
98001_at	Mm.3181	Arhgef1	Rho guanine nucleotide exchange factor (GEF) 1	1.32	0.0182	0.169
95343_at	Mm.20854	Padi1	Peptidyl arginine deiminase, type I	1.31	0.0072	0.113
161999_at	Mm.256910	Usp10	Ubiquitin specific protease 10	1.31	0.0154	0.165
96961_at	Mm.2418	Rnf110	Ring finger protein 110	1.31	0.0148	0.078
92271_at	Mm.3608	Pax6	Paired box gene 6	1.31	0.0261	0.201
92413_at	Unknown	Unknown	Unknown	1.31	0.0103	0.145
101229_at	Mm.5692	C78228	Expressed sequence C78228	1.30	0.0034	0.100
104280_at	Mm.282800	Sncg	Synuclein, gamma	1.30	0.0205	0.184
93630_at	Mm.29495	Cugbp1	CUG triplet repeat, RNA binding protein 1	1.30	0.0097	0.135
97658_f_at	Mm.46269	Ins1	Insulin I	1.30	0.0002	0.042
100350_at	Mm.103861	Unknown	Transcribed locus, moderately similar to NP_795929.1 RIKEN cDNA 8030475D13 gene [Mus musculus]	1.30	0.0056	0.121
162472_f_at	Mm.4767	Gast	Gastrin	1.29	0.0014	0.074
103472_at	Mm.271088	BC053393	CDNA sequence BC053393	1.29	0.0184	0.168
95125_f_at	Mm.29405	Rbx1	Ring-box 1	1.29	0.0064	0.118
101029_f_at	Mm.360115	Actc1	Actin, alpha, cardiac	1.29	0.0223	0.194
100913_at	Mm.222956	BC026682	CDNA sequence BC026682	1.29	0.0063	0.125
94180_s_at	Mm.320593	Dach1	Dachshund 1 (Drosophila)	1.29	0.0087	0.132
102031_at	Mm.10152	Rnaseh1	Ribonuclease H1	1.29	0.0002	0.053
101331_f_at	Mm.359121	LOC384419	Similar to anti-dsRNA (RDV-RNA) antibody	1.29	0.0038	0.108
92740_at	Unknown	LOC380797	Similar to immunoglobulin delta-chain	1.29	0.0167	0.176
161902_f_at	Mm.354720	Gnao1	Guanine nucleotide binding protein, alpha o	1.29	0.0010	0.078
104489_at	Mm.30228	Sntb2	Syntrophin, basic 2	1.29	0.0068	0.132
103072_at	Mm.140811	Hsd3b1	Hydroxysteroid dehydrogenase-1, delta<5>-3-beta	1.29	0.0169	0.176
99939_at	Mm.236017	Cel	Carboxyl ester lipase	1.28	0.0046	0.117
99328_at	Mm.5194	Dlx3	Distal-less homeobox 3	1.28	0.0363	0.223
95305_at	Mm.319006	A630098A13Rik	RIKEN cDNA A630098A13 gene	1.28	0.0399	0.232
161072_at	Mm.6047	Nanog	Nanog homeobox	1.28	0.0006	0.068
160087_at	Unknown	Unknown	Unknown	1.28	0.0223	0.197
98889_at	Mm.28540	Aof2	Amine oxidase (flavin containing) domain 2	1.28	0.0098	0.148
161448_f_at	Unknown	Unknown	Unknown	1.28	0.0370	0.135
102917_at	Mm.249560	C2ta	Class II transactivator	1.28	0.0277	0.214
162014_i_at	Mm.371656	Tax1bp3	Tax1 (human T-cell leukemia virus type I) binding protein 3	1.28	0.0327	0.193
92606_at	Mm.10865	Uox	Urate oxidase	1.28	0.0030	0.087
94193_at	Mm.12955	Kcna7	Potassium voltage-gated channel, shaker-related subfamily, member 7	1.28	0.0047	0.120
162467_r_at	Mm.53259	2700078K21Rik	RIKEN cDNA 2700078K21 gene	1.28	0.0430	0.248
100536_at	Mm.40461	Mobp	Myelin-associated oligodendrocytic basic protein	1.28	0.0024	0.092
97697_at	Mm.282053	Rpl7	Ribosomal protein L7	1.28	0.0205	0.163
103973_at	Mm.153837	Kcnj1	Potassium inwardly-rectifying channel, subfamily J, member 1	1.28	0.0073	0.119
161932_r_at	Unknown	Unknown	Unknown	1.28	0.0234	0.185
100469_at	Unknown	Unknown	Unknown	1.27	0.0060	0.130
99346_at	Unknown	Unknown	Unknown	1.27	0.0220	0.184
98348_at	Mm.243722	Fzd3	Frizzled homolog 3 (Drosophila)	1.27	0.0384	0.235
93863_f_at	Unknown	Defcr6	Defensin related cryptdin 6	1.27	0.0043	0.100
93185_at	Mm.325639	LOC239691	Similar to SARG904	1.27	0.0041	0.108
161449_f_at	Mm.276109	Cwf19l1	CWF19-like 1, cell cycle control (S. pombe)	1.27	0.0145	0.172
101306_f_at	Unknown	Unknown	Unknown	1.27	0.0187	0.176
93383_at	Mm.6200	Col7a1	Procollagen, type VII, alpha 1	1.27	0.0131	0.167
92881_at	Mm.14526	Mylpf	Myosin light chain, phosphorylatable, fast skeletal muscle	1.27	0.0335	0.231
94633_at	Mm.45494	Gcg	Glucagon	1.27	0.0037	0.050
101792_at	Unknown	Unknown	Unknown	1.27	0.0081	0.145
99545_at	Mm.42257	Tekt1	Tektin 1	1.27	0.0102	0.156
95909_at	Mm.287210	BC057079	CDNA sequence BC057079	1.27	0.0008	0.068
98799_g_at	Mm.268079	Cspg3	Chondroitin sulfate proteoglycan 3	1.27	0.0497	0.269
103274_at	Unknown	Unknown	Unknown	1.26	0.0085	0.145
100620_at	Mm.6584	Hpd	4-hydroxyphenylpyruvic acid dioxygenase	1.26	0.0125	0.167
100888_at	Mm.121920	Sorl1	Sortilin-related receptor, LDLR class A repeats-containing	1.26	0.0234	0.201
100406_at	Mm.4654	Ptpn5	Protein tyrosine phosphatase, non-receptor type 5	1.26	0.0088	0.151
95077_at	Mm.277831	Rabggtb	RAB geranylgeranyl transferase, b subunit	1.26	0.0041	0.106
103062_at	Mm.1664	Rab33b	RAB33B, member of RAS oncogene family	1.26	0.0166	0.178
101837_g_at	Mm.249695	Ppm1b	Protein phosphatase 1B, magnesium dependent, beta isoform	1.26	0.0259	0.176
100727_at	Mm.300263	Rpl28	Ribosomal protein L28	1.26	0.0342	0.237
100366_at	Mm.88829	Casp9	Caspase 9	1.26	0.0016	0.096
93605_r_at	Mm.234832	Igsf4a	Immunoglobulin superfamily, member 4A	1.26	0.0170	0.184
99416_at	Unknown	Unknown	Unknown	1.26	0.0370	0.227
161942_f_at	Mm.276109	Cwf19l1	CWF19-like 1, cell cycle control (S. pombe)	1.26	0.0095	0.145
102233_at	Mm.274099	4833442J19Rik	RIKEN cDNA 4833442J19 gene	1.26	0.0340	0.167
99504_at	Mm.252110	St8sia3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	1.25	0.0043	0.118
93403_at	Mm.6306	Atp2a3	ATPase, Ca++ transporting, ubiquitous	1.25	0.0100	0.157
98976_at	Mm.36742	Adamdec1	ADAM-like, decysin 1	1.25	0.0259	0.197
98829_at	Mm.4970	Kcnj12	Potassium inwardly-rectifying channel, subfamily J, member 12	1.25	0.0061	0.138
