ID	Name	Symbol	Accession	UniGene	Gene	Ensembl	aveA	P400vsEGFP.M	P400vsEGFP.AdjP	P400vsEGFP.FDR	P400vsEGFP.B	Description	Coordinates	A	D	C	B
A_51_P215849	interleukin 17B	Il17b	NM_019508	Mm.59313	56069	ENSMUST00000025471	6.864	-0.611	1	0.002	0.333	Mus musculus interleukin 17B (Il17b), mRNA [NM_019508]	chr18:62079767-62079826	-0.602	0.509	-0.843	0.49
A_51_P194377	poly(rC) binding protein 4	Pcbp4	NM_021567	Mm.286394	59092	ENSMUST00000024260	12.706	-0.61	0.481	0.001	3.167	Mus musculus poly(rC) binding protein 4 (Pcbp4), mRNA [NM_021567]	chr9:106193257-106193316	-0.611	0.653	-0.593	0.582
A_51_P327322	centromere protein K	Cenpk	NM_021790	Mm.281498	60411	ENSMUST00000099187	10.787	-0.61	0.914	0.001	2.443	Mus musculus centromere protein K (Cenpk), transcript variant 1, mRNA [NM_021790]	chr13:101387080-101387139	-0.6	0.623	-0.699	0.519
A_51_P450296	THAP domain containing, apoptosis associated protein 3	Thap3	NM_175152	Mm.226820	69876	ENSMUST00000036680	9.199	-0.61	1	0.002	0.823	Mus musculus THAP domain containing, apoptosis associated protein 3 (Thap3), mRNA [NM_175152]	chr4:150972573-150972514	-0.53	0.82	-0.565	0.524
A_51_P290191	macrophage stimulating 1 (hepatocyte growth factor-like)	Mst1	NM_008243	Mm.8369	15235	ENSMUST00000035211	8.741	-0.609	1	0.001	2.172	Mus musculus macrophage stimulating 1 (hepatocyte growth factor-like) (Mst1), mRNA [NM_008243]	chr9:107814457-107814516	-0.483	0.633	-0.676	0.645
A_52_P4666	centromere protein K	Cenpk	NM_021790	Mm.281498	60411	ENSMUST00000099187	10.259	-0.609	1	0.001	1.912	Mus musculus centromere protein K (Cenpk), transcript variant 1, mRNA [NM_021790]	chr13:101380142-101380493	-0.498	0.665	-0.712	0.563
A_51_P144349	deltex 4 homolog (Drosophila)	Dtx4	NM_172442	Mm.247695	207521	ENSMUST00000045521	8.523	-0.609	1	0.002	0.866	Mus musculus deltex 4 homolog (Drosophila) (Dtx4), mRNA [NM_172442]	chr19:12146627-12146568	-0.753	0.44	-0.556	0.688
A_52_P186962	RIKEN cDNA A630054L15 gene	A630054L15Rik	NM_145969	Mm.260512	211922		7.438	-0.608	0.605	0.001	2.91	Mus musculus RIKEN cDNA A630054L15 gene (A630054L15Rik), mRNA [NM_145969]	chr14:24018983-24019042	-0.592	0.592	-0.569	0.678
A_51_P147056	ubiquitin-like 4	Ubl4	BF138649	Mm.3979	27643		7.618	-0.608	1	0.001	1.317	601781827F1 NCI_CGAP_Lu30 Mus musculus cDNA clone IMAGE:4009735 5. [BF138649]	chrX:069752703-069752644	-0.57	0.501	-0.781	0.579
A_51_P498152	spermidine/spermine N1-acetyl transferase 2	Sat2	BC061227	Mm.340410	69215	ENSMUST00000092969	8.813	-0.607	1	0.001	2.31	Mus musculus spermidine/spermine N1-acetyl transferase 2, mRNA (cDNA clone MGC:74376 IMAGE:30312881), complete cds. [BC061227]	chr11:69705381-69705440	-0.516	0.702	-0.579	0.632
A_52_P25008	AT rich interactive domain 2 (Arid-rfx like)	Arid2	AK043864	Mm.17166	77044		9.119	-0.607	1	0.002	0.658	Mus musculus 10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830043E05 product:unclassifiable, full insert sequence. [AK043864]	chr15:96405798-96405857	-0.396	0.726	-0.622	0.686
A_52_P466701	RIKEN cDNA 1810014F10 gene	1810014F10Rik	NM_026928	Mm.41915	69064	ENSMUST00000026539	9.281	-0.606	0.976	0.001	2.369	Mus musculus RIKEN cDNA 1810014F10 gene (1810014F10Rik), mRNA [NM_026928]	chr7:136513480-136513421	-0.622	0.693	-0.598	0.51
A_51_P143468	kelch-like 26 (Drosophila)	Klhl26	NM_178771	Mm.187090	234378		9.627	-0.606	1	0.001	2.177	Mus musculus kelch-like 26 (Drosophila) (Klhl26), transcript variant 2, mRNA [NM_178771]	chr8:68905450-68905391	-0.665	0.492	-0.593	0.675
A_51_P331507	isocitrate dehydrogenase 2 (NADP+), mitochondrial	Idh2	NM_173011	Mm.246432	269951	ENSMUST00000061676	11.101	-0.605	0.469	0.001	3.195	Mus musculus isocitrate dehydrogenase 2 (NADP+), mitochondrial (Idh2), mRNA [NM_173011]	chr7:75965552-75965493	-0.633	0.583	-0.587	0.616
A_51_P296448	caspase 2	Casp2	NM_007610	Mm.3921	12366	ENSMUST00000031895	12.227	-0.605	1	0.001	1.539	Mus musculus caspase 2 (Casp2), mRNA [NM_007610]	chr6:42225350-42225409	-0.746	0.594	-0.605	0.476
A_52_P342159	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	Nfatc4	NM_023699	Mm.27908	73181	ENSMUST00000024179	10.917	-0.604	0.456	0.001	3.228	Mus musculus nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4 (Nfatc4), mRNA [NM_023699]	chr14:50701058-50701117	-0.596	0.583	-0.623	0.611
A_52_P681513	RIKEN cDNA 8430406H22 gene	8430406H22Rik	AK018386	Mm.340315	71495		8.228	-0.604	0.623	0.001	2.877	Mus musculus 16 days embryo lung cDNA, RIKEN full-length enriched library, clone:8430406H22 product:unclassifiable, full insert sequence. [AK018386]	chr11:72691532-72691591	-0.665	0.552	-0.586	0.613
A_52_P118495	RIKEN cDNA 9430079B08 gene	9430079B08Rik	AK035049	Mm.171079	320481		8.026	-0.602	1	0.001	2.255	Mus musculus 12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430079B08 product:unclassifiable, full insert sequence [AK035049]	chr1:106620973-106620914	-0.72	0.562	-0.571	0.555
A_51_P295701	solute carrier family 39 (metal ion transporter), member 13	Slc39a13	NM_026721	Mm.192375	68427	ENSMUST00000073575	8.959	-0.602	1	0.001	1.857	Mus musculus solute carrier family 39 (metal ion transporter), member 13 (Slc39a13), mRNA [NM_026721]	chr2:90912754-90912695	-0.565	0.51	-0.735	0.596
A_52_P322096	RIKEN cDNA 4930424G05 gene	4930424G05Rik	NM_026251	Mm.150462	67578	ENSMUST00000028665	10.375	-0.602	1	0.001	1.661	Mus musculus RIKEN cDNA 4930424G05 gene (4930424G05Rik), mRNA [NM_026251]	chr2:121861280-121861221	-0.623	0.498	-0.738	0.549
A_51_P214343	selenophosphate synthetase 1	Sephs1	NM_175400	Mm.34329	109079	ENSMUST00000027973	9.17	-0.602	1	0.001	1.448	Mus musculus selenophosphate synthetase 1 (Sephs1), mRNA [NM_175400]	chr2:4825265-4825324	-0.745	0.637	-0.536	0.491
A_52_P87713	tissue inhibitor of metalloproteinase 1	Timp1	NM_011593	Mm.8245	21857	ENSMUST00000009530	12.27	-0.601	1	0.003	0.182	Mus musculus tissue inhibitor of metalloproteinase 1 (Timp1), mRNA [NM_011593]	chrX:19307699-19307758	-0.557	0.578	-0.83	0.44
A_52_P74096			TC1445297		NA		6.604	-0.601	1	0.003	0.051	Q99JF8 (Q99JF8) Lens epithelium-derived growth factor a, partial (22%) [TC1445297]	chr4:82867079-82867020	-0.754	0.359	-0.664	0.629
A_51_P325254	RIKEN cDNA 1700052N19 gene	1700052N19Rik	AK134431	Mm.346733	73419		9.483	-0.599	1	0.001	2.269	Mus musculus 13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030488D03 product:hypothetical protein, full insert sequence. [AK134431]	chr10:5907475-5907416	-0.536	0.542	-0.699	0.621
A_52_P450918	RAB3A interacting protein (rabin3)-like 1	Rab3il1	NM_144538	Mm.281969	74760	ENSMUST00000025565	7.823	-0.599	1	0.001	1.684	Mus musculus RAB3A interacting protein (rabin3)-like 1 (Rab3il1), mRNA [NM_144538]	chr19:9714888-9714947	-0.51	0.737	-0.612	0.536
A_52_P166952	protein phosphatase 2, regulatory subunit B (B56), gamma isoform	Ppp2r5c	AK047089	Mm.240396	26931		10.207	-0.599	1	0.003	0.257	Mus musculus 10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:B930018J08 product:protein phosphatase 2, regulatory subunit B (B56), gamma isoform, full insert sequence. [AK047089]	chr12:108089162-108089221	-0.563	0.8	-0.413	0.618
A_52_P598309	RIKEN cDNA 1500012F01 gene	1500012F01Rik	AK005231	Mm.391959	68949	ENSMUST00000099074	13.211	-0.598	1	0.001	1.623	Mus musculus adult male cerebellum cDNA, RIKEN full-length enriched library, clone:1500012F01 product:hypothetical protein, full insert sequence. [AK005231]	chr2:166804347-166805837	-0.446	0.636	-0.682	0.628
A_52_P500387	cDNA sequence BC050188	BC050188	BC050188	Mm.64542	244448		8.745	-0.598	1	0.001	1.435	ENSMUST00000059692 [BC050188]	chr8:41921958-41921899	-0.748	0.553	-0.486	0.604
A_51_P509997	cytochrome c oxidase, subunit VI a, polypeptide 2	Cox6a2	NM_009943	Mm.43824	12862	ENSMUST00000033049	8.01	-0.598	1	0.002	1.267	Mus musculus cytochrome c oxidase, subunit VI a, polypeptide 2 (Cox6a2), mRNA [NM_009943]	chr7:124302263-124302204	-0.588	0.452	-0.741	0.612
A_52_P512994	kinesin family member 13A	Kif13a	NM_010617	Mm.342703	16553	ENSMUST00000056978	7.491	-0.598	1	0.002	0.989	Mus musculus kinesin family member 13A (Kif13a), mRNA [NM_010617]	chr13:46234393-46234334	-0.783	0.536	-0.582	0.489
A_51_P451482	annexin A9	Anxa9	NM_023628	Mm.218844	71790	ENSMUST00000015846	6.843	-0.598	1	0.002	0.899	Mus musculus annexin A9 (Anxa9), mRNA [NM_023628]	chr3:95170390-95170331	-0.419	0.742	-0.612	0.617
A_52_P138822	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	B3gnt2	NM_016888	Mm.258094	53625	ENSMUST00000055549	11.048	-0.597	0.604	0.001	2.911	Mus musculus UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 (B3gnt2), mRNA [NM_016888]	chr11:22787280-22787221	-0.613	0.641	-0.544	0.59
A_52_P545451	splicing factor, arginine/serine-rich 3 (SRp20)	Sfrs3	AK141440	Mm.6787	20383		7.259	-0.596	1	0.001	1.631	Mus musculus 12 days embryo spinal cord cDNA, RIKEN full-length enriched library, clone:C530016D07 product:splicing factor, arginine [AK141440]	chr17:27228314-27228373	-0.705	0.457	-0.609	0.614
A_51_P121466	mitogen-activated protein kinase kinase kinase 7 interacting protein 1	Map3k7ip1	NM_025609	Mm.288245	66513	ENSMUST00000023050	10.695	-0.596	1	0.002	0.743	Mus musculus mitogen-activated protein kinase kinase kinase 7 interacting protein 1 (Map3k7ip1), mRNA [NM_025609]	chr15:80246090-80246149	-0.41	0.571	-0.687	0.715
A_52_P561627	hypothetical protein A430085C19	A430085C19	AK040305	Mm.244352	328986		7.261	-0.595	1	0.001	2.254	Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430085C19 product:unclassifiable, full insert sequence. [AK040305]	chr18:70925061-70925120	-0.553	0.705	-0.585	0.539
A_52_P590318	CWF19-like 2, cell cycle control (S. pombe)	Cwf19l2	AK014327	Mm.245482	244672		7.448	-0.595	1	0.002	1.234	Mus musculus 14, 17 days embryo head cDNA, RIKEN full-length enriched library, clone:3230401L03 product:CWF19-like 2, cell cycle control (S. pombe), full insert sequence. [AK014327]	chr9:3324056-3324115	-0.654	0.44	-0.714	0.573
A_51_P493915	renal tumor antigen	Rage	NM_011973	Mm.140948	26448	ENSMUST00000021701	10.75	-0.595	1	0.002	0.376	Mus musculus renal tumor antigen (Rage), mRNA [NM_011973]	chr12:108326468-108326326	-0.424	0.735	-0.507	0.713
A_51_P369690	UBX domain containing 5	Ubxd5	NM_026257	Mm.282029	67586	ENSMUST00000053403	7.555	-0.594	1	0.001	1.331	Mus musculus UBX domain containing 5 (Ubxd5), mRNA [NM_026257]	chr4:133502338-133503311	-0.456	0.722	-0.642	0.557
A_52_P111715	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6	Galnt6	NM_172451	Mm.22969	207839	ENSMUST00000052069	9.455	-0.594	1	0.002	0.827	Mus musculus UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (Galnt6), mRNA [NM_172451]	chr15:100677491-100677432	-0.611	0.553	-0.446	0.768
A_51_P478930			AK080016	Mm.347816	NA		10.874	-0.594	1	0.002	0.734	Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530047H08 product:unclassifiable, full insert sequence. [AK080016]	chr3:133276179-133276120	-0.46	0.559	-0.788	0.57
A_51_P518548	GLI-Kruppel family member GLI1	Gli1	NM_010296	Mm.391450	14632	ENSMUST00000026474	7.323	-0.594	1	0.003	0.044	Mus musculus GLI-Kruppel family member GLI1 (Gli1), mRNA [NM_010296]	chr10:126832390-126832331	-0.476	0.427	-0.76	0.714
A_51_P383218	transmembrane protein 161A	Tmem161a	NM_145597	Mm.23488	234371		7.891	-0.592	1	0.001	1.735	Mus musculus transmembrane protein 161A (Tmem161a), mRNA [NM_145597]	chr8:68638792-68638851	-0.464	0.606	-0.599	0.699
A_51_P171200	golgi phosphoprotein 2	Golph2	NM_027307	Mm.171335	105348	ENSMUST00000095739	12.814	-0.59	1	0.001	1.682	Mus musculus golgi phosphoprotein 2 (Golph2), transcript variant 1, mRNA [NM_027307]	chr13:58743589-58743530	-0.482	0.703	-0.541	0.635
A_52_P489240	REX2, RNA exonuclease 2 homolog (S. cerevisiae)	Rexo2	AK090202	Mm.21911	104444		6.738	-0.59	1	0.001	1.681	Mus musculus 11 days embryo spinal cord cDNA, RIKEN full-length enriched library, clone:G630016I10 product:SIMILAR TO SMALL FRAGMENT NUCLEASE homolog [Homo sapiens], full insert sequence. [AK090202]	chr9:48435576-48435517	-0.651	0.691	-0.482	0.534
A_51_P502422	thioesterase superfamily member 2	Them2	NM_025790	Mm.2125	66834	ENSMUST00000006900	13.271	-0.59	1	0.002	0.656	Mus musculus thioesterase superfamily member 2 (Them2), mRNA [NM_025790]	chr13:24183830-24183771	-0.552	0.798	-0.507	0.506
A_51_P237512	RIKEN cDNA 1110001A07 gene	1110001A07Rik	NM_025377	Mm.45008	66140	ENSMUST00000020794	8.218	-0.589	1	0.001	1.416	Mus musculus RIKEN cDNA 1110001A07 gene (1110001A07Rik), mRNA [NM_025377]	chr11:87192225-87192284	-0.577	0.743	-0.497	0.536
A_52_P152847	inhibin beta-B	Inhbb	NM_008381	Mm.3092	16324	ENSMUST00000038765	7.692	-0.589	1	0.001	1.402	Mus musculus inhibin beta-B (Inhbb), mRNA [NM_008381]	chr1:119278418-119278359	-0.678	0.436	-0.587	0.653
A_51_P184928	interferon induced transmembrane protein 7	Ifitm7	NM_028968	Mm.352698	74482	ENSMUST00000090305	13.23	-0.589	1	0.002	0.823	Mus musculus interferon induced transmembrane protein 7 (Ifitm7), mRNA [NM_028968]	chr16:13530220-13530161	-0.609	0.577	-0.747	0.424
A_51_P172727	RIKEN cDNA 5730419I09 gene	5730419I09Rik	NM_029081	Mm.130260	74741	ENSMUST00000070301	11.412	-0.589	1	0.002	0.615	Mus musculus RIKEN cDNA 5730419I09 gene (5730419I09Rik), mRNA [NM_029081]	chr6:143102692-143102633	-0.597	0.613	-0.743	0.402
A_52_P185568	WD repeat domain 76	Wdr76	BC094676	Mm.293284	241627	ENSMUST00000028676	9.729	-0.589	1	0.002	0.527	Mus musculus WD repeat domain 76, mRNA (cDNA clone MGC:102269 IMAGE:30615673), complete cds. [BC094676]	chr2:121285585-121285644	-0.433	0.778	-0.54	0.606
A_51_P366811	apolipoprotein D	Apod	NM_007470	Mm.2082	11815	ENSMUST00000023207	7.891	-0.588	1	0.002	1.117	Mus musculus apolipoprotein D (Apod), mRNA [NM_007470]	chr16:30977873-30974888	-0.426	0.571	-0.69	0.667
A_51_P379409	CUE domain containing 1	Cuedc1	NM_198013	Mm.374846	103841	ENSMUST00000018522	7.399	-0.587	0.908	0.001	2.451	Mus musculus CUE domain containing 1 (Cuedc1), mRNA [NM_198013]	chr11:88257926-88257985	-0.591	0.638	-0.62	0.5
A_52_P179333	ring finger protein 170	Rnf170	NM_029965	Mm.291906	77733	ENSMUST00000058336	7.233	-0.587	1	0.001	2.247	Mus musculus ring finger protein 170 (Rnf170), mRNA [NM_029965]	chr8:24895502-24895561	-0.61	0.489	-0.659	0.588
A_51_P190425	DNA2 DNA replication helicase 2-like (yeast)	Dna2l	AK129051	Mm.21492	327762		10.276	-0.587	1	0.002	0.588	Mus musculus mRNA for mKIAA0083 protein [AK129051]	chr10:62492663-62492722	-0.601	0.434	-0.772	0.542
A_51_P451986			ENSMUST00000070860	Mm.40537	NA	ENSMUST00000070860	7.083	-0.587	1	0.003	0.128	Mus musculus 10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830021K08 product:hypothetical protein, full insert sequence. [AK043702]	chr14:113110114-113110173	-0.37	0.626	-0.755	0.598
A_52_P602463			NAP045151-1		NA		7.275	-0.585	1	0.001	2.087		chr17:67549934-67549875	-0.695	0.586	-0.533	0.527
A_51_P493919	renal tumor antigen	Rage	NM_011973	Mm.140948	26448	ENSMUST00000021701	11.406	-0.584	1	0.001	1.472	Mus musculus renal tumor antigen (Rage), mRNA [NM_011973]	chr12:108326365-108326306	-0.495	0.658	-0.494	0.688
A_51_P263290	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9	Galnt9	NM_198306	Mm.275748	231605		6.948	-0.584	1	0.002	0.766	Mus musculus UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9 (Galnt9), mRNA [NM_198306]	chr5:109787190-109787249	-0.427	0.641	-0.536	0.734
A_51_P421300			ENSMUST00000026541	Mm.44241	NA	ENSMUST00000026541	7.219	-0.583	1	0.002	0.9	Mus musculus adult male brain cDNA, RIKEN full-length enriched library, clone:0710001P07 product:D1 DOPAMINE RECEPTOR-INTERACTING PROTEIN CALCYON homolog [Mus musculus], full insert sequence. [AK002979]	chr7:136483730-136483674	-0.4	0.687	-0.638	0.606
A_51_P271591	ADP-ribosylation factor-like 10	Arl10	AK090305	Mm.24593	56795		9.59	-0.582	1	0.001	1.988	Mus musculus 8 days neonate male testis cDNA, RIKEN full-length enriched library, clone:G630043P18 product:unclassifiable, full insert sequence. [AK090305]	chr13:53666933-53666992	-0.654	0.52	-0.649	0.505
A_52_P1034794	RIKEN cDNA 5430434G16 gene	5430434G16Rik	AK017390	Mm.5181	71385		6.936	-0.582	1	0.001	1.735	Mus musculus 6 days neonate head cDNA, RIKEN full-length enriched library, clone:5430434G16 product:unclassifiable, full insert sequence. [AK017390]	chr15:36360850-36360791	-0.512	0.713	-0.582	0.523
A_52_P342303	gene model 1967, (NCBI)	Gm1967	NM_001033452	Mm.9889	381411	ENSMUST00000099690	10.228	-0.582	1	0.001	1.667	Mus musculus gene model 1967, (NCBI) (Gm1967), mRNA [NM_001033452]	chr2:93706240-93706181	-0.598	0.647	-0.444	0.64
A_51_P338615	ADP-ribosylarginine hydrolase	Adprh	NM_007414	Mm.20047	11544	ENSMUST00000002923	11.404	-0.582	1	0.001	1.373	Mus musculus ADP-ribosylarginine hydrolase (Adprh), mRNA [NM_007414]	chr16:38154515-38153313	-0.691	0.652	-0.52	0.465
A_52_P677092	pleckstrin homology domain interacting protein	Phip	XM_358384	Mm.221688	83946		8.379	-0.582	1	0.002	1.181	PREDICTED: Mus musculus pleckstrin homology domain interacting protein, transcript variant 1 (Phip), mRNA [XM_358384]	chr9:82965161-82965102	-0.66	0.641	-0.616	0.412
A_52_P632567	core-binding factor, runt domain, alpha subunit 2, translocated to, 2 homolog (human)	Cbfa2t2h	NM_172860		12396	ENSMUST00000045270	12.624	-0.582	1	0.003	0.185	Mus musculus core-binding factor, runt domain, alpha subunit 2, translocated to, 2 homolog (human) (Cbfa2t2h), mRNA [NM_172860]	chr2:154280050-154280109	-0.354	0.653	-0.623	0.699
A_51_P451516	DNA segment, Chr 10, ERATO Doi 610, expressed	D10Ertd610e	NM_028027	Mm.272230	52666	ENSMUST00000019611	13.053	-0.581	1	0.002	0.693	Mus musculus DNA segment, Chr 10, ERATO Doi 610, expressed (D10Ertd610e), mRNA [NM_028027]	chr10:126680165-126680106	-0.545	0.424	-0.745	0.608
A_51_P142334	inositol polyphosphate phosphatase-like 1	Inppl1	NM_010567	Mm.5028	16332	ENSMUST00000035836	11.729	-0.581	1	0.002	0.545	Mus musculus inositol polyphosphate phosphatase-like 1 (Inppl1), mRNA [NM_010567]	chr7:97869134-97869075	-0.508	0.451	-0.592	0.773
A_51_P362202	MOB1, Mps One Binder kinase activator-like 2C (yeast)	Mobkl2c	NM_175308		100465	ENSMUST00000030477	7.493	-0.58	1	0.001	2.061	Mus musculus MOB1, Mps One Binder kinase activator-like 2C (yeast) (Mobkl2c), mRNA [NM_175308]	chr4:115212093-115212152	-0.616	0.505	-0.67	0.53
A_51_P368074	phosphoglucomutase 2	Pgm2	NM_028132	Mm.217764	72157	ENSMUST00000084392	13.311	-0.58	1	0.002	0.731	Mus musculus phosphoglucomutase 2 (Pgm2), mRNA [NM_028132]	chr4:99363586-99363645	-0.519	0.467	-0.769	0.565
A_51_P338886	OCIA domain containing 2	Ociad2	NM_026950	Mm.274892	433904	ENSMUST00000031039	9.991	-0.579	1	0.001	1.417	Mus musculus OCIA domain containing 2 (Ociad2), mRNA [NM_026950]	chr5:72701151-72701092	-0.532	0.657	-0.671	0.455
A_52_P644114	coiled-coil domain containing 18	Ccdc18	NM_028481	Mm.253272	73254	ENSMUST00000047677	9.703	-0.578	1	0.001	2.07	Mus musculus coiled-coil domain containing 18 (Ccdc18), mRNA [NM_028481]	chr5:107409885-107409944	-0.64	0.469	-0.602	0.603
A_51_P395111	expressed in non-metastatic cells 3	Nme3	NM_019730	Mm.430765	79059	ENSMUST00000024978	11.59	-0.578	1	0.001	1.461	Mus musculus expressed in non-metastatic cells 3 (Nme3), mRNA [NM_019730]	chr17:23080433-23080492	-0.516	0.684	-0.643	0.47
A_51_P308948	RIKEN cDNA 1500001M20 gene	1500001M20Rik	NM_026894	Mm.24937	68971	ENSMUST00000032461	12.958	-0.578	1	0.002	0.392	Mus musculus RIKEN cDNA 1500001M20 gene (1500001M20Rik), mRNA [NM_026894]	chr6:115030094-115030035	-0.41	0.566	-0.765	0.573
A_52_P464315	protective protein for beta-galactosidase	Ppgb	NM_008906	Mm.359633	19025	ENSMUST00000017904	11.923	-0.575	1	0.002	0.554	Mus musculus protective protein for beta-galactosidase (Ppgb), transcript variant 1, mRNA [NM_008906]	chr2:164579542-164579601	-0.392	0.698	-0.66	0.552
A_51_P108131	zinc finger and BTB domain containing 4	Zbtb4	AK147212	Mm.33277	75580	ENSMUST00000100979	7.616	-0.573	1	0.001	2.243	Mus musculus 16 days embryo whole body cDNA, RIKEN full-length enriched library, clone:M421004K18 product:KAISO-like zinc finger protein 1 homolog [Homo sapiens], full insert sequence. [AK147212]	chr11:69863427-69863486	-0.477	0.598	-0.611	0.604
A_52_P515370	Ras-like without CAAX 1	Rit1	AK168254	Mm.4009	19769	ENSMUST00000029692	7.238	-0.572	0.826	0.001	2.558	Mus musculus TIB-55 BB88 cDNA, RIKEN full-length enriched library, clone:I730071O05 product:Ras-like without CAAX 1, full insert sequence [AK168254]	chr3:88844628-88844687	-0.509	0.616	-0.571	0.593
A_51_P285844	upstream transcription factor 2	Usf2	NM_011680	Mm.322453	22282	ENSMUST00000058860	9.95	-0.572	0.952	0.001	2.398	Mus musculus upstream transcription factor 2 (Usf2), mRNA [NM_011680]	chr7:27886793-27886649	-0.507	0.546	-0.62	0.616
A_51_P461364	glutathione peroxidase 7	Gpx7	NM_024198	Mm.20164	67305	ENSMUST00000097926	10.594	-0.572	1	0.002	0.757	Mus musculus glutathione peroxidase 7 (Gpx7), mRNA [NM_024198]	chr4:107777196-107777137	-0.458	0.567	-0.751	0.512
A_52_P469249			ENSMUST00000074789		NA	ENSMUST00000074789	13.994	-0.571	1	0.002	1.049		chr4:118363721-118363780	-0.61	0.405	-0.671	0.596
A_52_P598971	chromodomain helicase DNA binding protein 9	Chd9	NM_177224	Mm.100615	109151	ENSMUST00000048665	9.763	-0.57	1	0.003	0.168	Mus musculus chromodomain helicase DNA binding protein 9 (Chd9), mRNA [NM_177224]	chr8:89646304-89646363	-0.713	0.528	-0.663	0.377
A_52_P391718	ribosomal protein L22	Rpl22	NM_009079	Mm.307846	19934		13.305	-0.569	1	0.001	2.167	Mus musculus ribosomal protein L22 (Rpl22), mRNA [NM_009079]	chr4:151323445-151323504	-0.616	0.495	-0.534	0.632
A_51_P500152	expressed sequence AI450540	AI450540	NM_145505	Mm.358870	226252	ENSMUST00000036407	9.828	-0.568	1	0.001	1.768	Mus musculus expressed sequence AI450540 (AI450540), mRNA [NM_145505]	chr19:57305292-57305351	-0.446	0.584	-0.609	0.631
A_51_P216758	RIKEN cDNA 4930511A21 gene	4930511A21Rik	NM_021529	Mm.362136	59032	ENSMUST00000021410	12.553	-0.568	1	0.002	1.184	Mus musculus RIKEN cDNA 4930511A21 gene (4930511A21Rik), mRNA [NM_021529]	chr12:53207640-53207581	-0.727	0.525	-0.528	0.489
A_52_P548940	tripartite motif protein 11	Trim11	NM_053168	Mm.248049	94091	ENSMUST00000093061	9.383	-0.568	1	0.002	0.831	Mus musculus tripartite motif protein 11 (Trim11), mRNA [NM_053168]	chr11:59072094-59072153	-0.464	0.499	-0.57	0.74
A_51_P254471	baculoviral IAP repeat-containing 2	Birc2	NM_007465	Mm.335659	11797	ENSMUST00000074246	11.107	-0.568	1	0.002	0.555	Mus musculus baculoviral IAP repeat-containing 2 (Birc2), mRNA [NM_007465]	chr9:7850009-7849950	-0.715	0.545	-0.616	0.397
A_52_P109304	transducin (beta)-like 2	Tbl2	NM_013763	Mm.36746	27368	ENSMUST00000005508	10.085	-0.567	1	0.003	0.115	Mus musculus transducin (beta)-like 2 (Tbl2), mRNA [NM_013763]	chr5:134133502-134133561	-0.426	0.449	-0.72	0.672
A_51_P362818	NACHT, leucine rich repeat and PYD containing 6	Nalp6	BC031139	Mm.386833	101613	ENSMUST00000048331	6.966	-0.566	1	0.001	1.727	Mus musculus NACHT, leucine rich repeat and PYD containing 6, mRNA (cDNA clone MGC:37241 IMAGE:4972485), complete cds. [BC031139]	chr7:137345388-137345447	-0.485	0.608	-0.663	0.508
A_52_P435561	ATPase family, AAA domain containing 4	Atad4	NM_146026	Mm.342551	217138	ENSMUST00000054311	7.413	-0.566	1	0.001	1.63	Mus musculus ATPase family, AAA domain containing 4 (Atad4), mRNA [NM_146026]	chr11:97043969-97044028	-0.632	0.603	-0.595	0.435
A_51_P265093	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	Aasdhppt	AK144671	Mm.33970	67618	ENSMUST00000051589	9.775	-0.565	1	0.001	1.814	Mus musculus lung RCB-0558 LLC cDNA, RIKEN full-length enriched library, clone:G730021M24 product:aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase, full insert sequence [AK144671]	chr9:4209496-4209437	-0.511	0.57	-0.503	0.676
A_52_P141715	dystrobrevin alpha	Dtna	NM_207650	Mm.94371	13527	ENSMUST00000025156	6.461	-0.564	1	0.001	2.032	Mus musculus dystrobrevin alpha (Dtna), transcript variant 1, mRNA [NM_207650]	chr18:24030943-24031603	-0.467	0.623	-0.565	0.602
A_51_P268053	mitogen-activated protein kinase kinase kinase kinase 4	Map4k4	NM_008696	Mm.19073	26921	ENSMUST00000088000	11.024	-0.564	1	0.001	1.807	Mus musculus mitogen-activated protein kinase kinase kinase kinase 4 (Map4k4), mRNA [NM_008696]	chr1:40262932-40262991	-0.551	0.456	-0.63	0.618
