CloneID	UGCluster	Name	Symbol	Redundant (Y=1, N=0)	CSR. Activated=2, Quiescent=-2, cell cycle=0
782737	In multiple clusters			0	-2
785819	Hs.268016	Sapiens cDNA: FLJ21243 fis, clone COL01164.		0	-2
786573	In multiple clusters			0	-2
788217	Hs.34359	Homo sapiens transcribed sequences		0	-2
795427	Hs.356688	Sapiens cDNA FLJ37527 fis, clone BRCAN2011946.		0	-2
810133	Hs.10362	Sapiens cDNA: FLJ20944 fis, clone ADSE01780.		0	-2
810326	In multiple clusters			0	-2
810486	Hs.356618	Sapiens cDNA clone IMAGE:4822701, partial cds		0	-2
810859	In multiple clusters			0	-2
811751	Hs.293782	Sapiens, clone MGC:27375 IMAGE:4688423, mRNA, complete cds		0	-2
811837	In multiple clusters			0	-2
81417	In multiple clusters			0	-2
824111	Hs.420569	Homo sapiens transcribed sequence with moderate similarity to protein sp:Q99576 (H.sapiens) GILZ_HUMAN Glucocorticoid-induced leucine zipper protein (Delta sleep-inducing peptide immunoreactor) (DSIP-immunoreactive peptide) (DIP protein) (hDIP) (TSC-22-like protein) (TSC-22R)		0	-2
824150	Hs.439107	Sapiens, clone IMAGE:5288451, mRNA		0	-2
82434	In multiple clusters			0	-2
854122	Hs.349326	Sapiens cDNA FLJ30677 fis, clone FCBBF2000087.		0	-2
855808	Hs.443798	Homo sapiens transcribed sequences		0	-2
866276	Hs.442762	Homo sapiens transcribed sequences		0	-2
898133	Hs.351108	Homo sapiens transcribed sequences		0	-2
951007	Hs.112862	Homo sapiens transcribed sequences		0	-2
