Affy ID	Gene Symbol	Gene name	Cellular location	Family	UniGene ID	RefSeq Transcript ID	MSC	MAPC- 1	MAPC-2	ESC
1415907_at	Ccnd3	cyclin D3	Nucleus	other	Mm.246520	NM_007632	450.9	1587.1	1344.1	590.4
1455020_at	Snx25	sorting nexin 25			Mm.267258	NM_207213	230.0	469.2	695.3	92.4
1419197_x_at	Hamp2	hepcidin antimicrobial peptide	Extracellular Space	other	Mm.23995	NM_032541	10.7	29.7	61.6	6.6
1436715_s_at	Cdipt	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	Cytoplasm	enzyme	Mm.28219	NM_026638 /// NM_138754	1295.7	3425.4	3854.4	1481.9
1436640_x_at	Agpat4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	Cytoplasm	enzyme	Mm.258300	NM_026644	1905.3	4524.7	4812.1	996.0
1449202_at	Sema4g	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G			Mm.34404	NM_011976	20.2	82.3	127.7	35.1
1454729_at	Mgc3040	transmembrane protein 108			Mm.32665	NM_178638	13.0	75.0	68.7	21.5
1449139_at	Dc2	DC2 protein			Mm.300697	NM_025509	904.5	4119.2	2687.8	1400.2
1455971_at	2810032e02rik	RIKEN cDNA 2810032E02 gene			Mm.320384	XM_484396	11.5	41.4	52.9	9.7
1417169_at	Usp2	ubiquitin specific peptidase 2			Mm.272770	NM_016808 /// NM_198091 /// NM_198092	45.8	90.4	232.6	59.0
1420892_at	Wnt7b	wingless-type MMTV integration site family, member 7B	Extracellular Space	other	Mm.306946	NM_009528	22.4	148.1	168.2	57.6
1428657_at	B930013m22rik	ras responsive element binding protein 1			Mm.383451	NM_001013392	170.5	432.8	426.3	95.7
1448704_s_at	Sels	selenoprotein S	Plasma Membrane	other	Mm.22362	NM_024439	2039.6	5185.4	4671.0	1311.8
1422824_s_at	Eps8	epidermal growth factor receptor pathway substrate 8	Plasma Membrane	peptidase	Mm.235346	NM_007945	760.0	1683.0	1998.0	299.7
1448268_at	Tmed9	transmembrane emp24 protein transport domain containing 9			Mm.45233	NM_026211	535.0	1283.5	1316.8	406.6
1451634_at	2810051f02rik	RIKEN cDNA 2810051F02 gene			---	---	45.9	116.0	142.0	19.1
1448782_at	Txndc11	thioredoxin domain containing 11			Mm.291015	NM_029582 /// NM_134105	201.7	522.9	479.8	88.5
1434458_at	Fst	follistatin	Extracellular Space	other	Mm.4913	NM_008046	397.7	1384.2	554.9	239.5
1429238_a_at	Flj13491	hypothetical protein FLJ13491	Unknown	other	Mm.7050	NM_025671	81.1	178.8	246.4	59.9
1437991_x_at	Rusc1	RUN and SH3 domain containing 1			Mm.27687	NM_028188	176.2	400.5	525.0	186.0
1455899_x_at	Socs3	suppressor of cytokine signaling 3	Cytoplasm	other	Mm.3468	NM_007707	659.2	3197.8	2372.4	1162.2
1438055_at	Rarres1	retinoic acid receptor responder (tazarotene induced) 1	Plasma Membrane	other	Mm.38002	XM_130987	8.9	34.4	45.8	5.3
1429678_at	Flj39370	hypothetical protein FLJ39370			Mm.317049	NM_027482	58.3	248.1	205.7	87.5
1441484_at	Tcf2	transcription factor 2, hepatic; LF-B3; variant hepatic nuclear factor	Nucleus	transcription regulator	Mm.7226	NM_009330	22.4	68.5	75.7	22.1
1420336_at	Thsd6	thrombospondin, type I, domain containing 6			Mm.268527	NM_025629	27.4	93.0	73.4	15.7
1452273_at	Aa409316	expressed sequence AA409316			Mm.267178	NM_134087	46.0	122.2	144.6	48.8
1455609_at	C030025p15rik	RIKEN cDNA C030025P15 gene			Mm.101432	---	155.3	552.4	211.9	122.4
1436250_at	C20orf46	chromosome 20 open reading frame 46			Mm.103494	XM_130642	13.9	59.7	49.1	15.3
1426254_at	Bbp	TM2 domain containing 1			Mm.331719	NM_053157	139.1	432.5	395.2	169.7
1425804_at	Hmx2	homeobox (H6 family) 2			Mm.303357	NM_145998	3.3	43.3	21.6	5.9
1435551_at	Fhod3 (Hgnc:26178)	formin homology 2 domain containing 3			Mm.329322	NM_175276	114.4	365.9	203.5	73.8
1452411_at	Lrrc1	leucine rich repeat containing 1	Cytoplasm	other	Mm.28534	NM_172528	93.3	449.6	454.2	186.4
1424213_at	Tere1	UbiA prenyltransferase domain containing 1			Mm.292503	NM_027873	205.3	515.4	475.1	162.7
1426623_a_at	Arhgap17	Rho GTPase activating protein 17			Mm.193021	NM_144529	159.0	662.2	527.2	248.6
1429539_at	Bcl2l13	BCL2-like 13 (apoptosis facilitator)	Cytoplasm	other	Mm.27990	NM_153516	119.5	354.7	398.8	154.8
1437025_at	Cd28	CD28 antigen (Tp44)	Plasma Membrane	other	Mm.255003	NM_007642	3.5	28.2	25.2	3.4
1427974_s_at	Cacna1d	calcium channel, voltage-dependent, L type, alpha 1D subunit	Plasma Membrane	ion channel	Mm.9772	NM_028981	3.1	44.7	44.0	11.2
1436456_at	Flj90709	hypothetical protein FLJ90709			Mm.259799	NM_178746	37.5	113.6	127.4	44.2
1425348_a_at	Srprb	signal recognition particle receptor, B subunit			Mm.273053	NM_009275	584.7	1562.5	1170.5	302.1
1450140_a_at	Cdkn2a	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)	Nucleus	transcription regulator	Mm.4733	NM_009877	28.5	92.4	100.7	34.0
1416677_at	Apoh	apolipoprotein H (beta-2-glycoprotein I)	Extracellular Space	transporter	Mm.2266	NM_013475	35.8	80.7	120.2	13.6
1454844_at	Gpr24	G protein-coupled receptor 24	Plasma Membrane	G-protein coupled receptor	Mm.323523	NM_145132	31.6	100.9	80.5	28.4
1416397_at	Mesdc1	mesoderm development candidate 1			Mm.272998	NM_030705	33.6	83.1	107.5	33.4
1418401_a_at	Dusp16	dual specificity phosphatase 16	Nucleus	phosphatase	Mm.3994	NM_130447 /// NM_181320	536.7	1011.6	1477.9	407.7
1454906_at	Rarb	retinoic acid receptor, beta	Nucleus	ligand-dependent nuclear receptor	Mm.259318	NM_011243	18.7	63.3	58.6	7.6
1426968_a_at	Rdh10	retinol dehydrogenase 10 (all-trans)	Unknown	enzyme	Mm.274376	NM_133832	220.5	600.0	439.6	192.4
1417946_at	Abhd3	abhydrolase domain containing 3			Mm.273108	NM_134130	33.5	75.0	113.4	14.5
1418616_at	Mafk	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	Nucleus	transcription regulator	Mm.157313	NM_010757	170.2	320.9	485.3	94.1
1453069_at	Pik3cb	phosphoinositide-3-kinase, catalytic, beta polypeptide	Cytoplasm	kinase	Mm.213128	NM_029094	110.1	574.7	479.3	225.4
1439568_at	Greb1	GREB1 protein	Cytoplasm	other	Mm.218957	NM_015764	9.6	57.4	122.6	31.9
1423960_at	C3f	putative protein similar to nessy (Drosophila)	Plasma Membrane	other	Mm.273915	NM_145130	723.8	1508.0	1791.5	302.5
1443526_at	Phf21a	PHD finger protein 21A			Mm.330408	NM_138755	44.2	141.8	93.3	37.1
1451046_at	Zfpm1	zinc finger protein, multitype 1	Nucleus	transcription regulator	Mm.3105	NM_009569	64.0	163.7	159.4	32.2
1422489_at	Gcs1	glucosidase I	Cytoplasm	enzyme	Mm.28188	NM_020619	634.8	1618.3	1264.0	506.8
1429101_at	Gja5	gap junction protein, alpha 5, 40kDa (connexin 40)	Plasma Membrane	transporter	Mm.281816	NM_008121	18.8	50.7	69.2	8.9
1431566_at	9030622o22rik	RIKEN cDNA 9030622O22 gene			---	---	6.9	38.8	51.5	12.2
1420690_at	Fgf10	fibroblast growth factor 10	Extracellular Space	growth factor	Mm.317323	NM_008002	5.7	30.1	33.0	6.2
1455067_at	Psd4	pleckstrin and Sec7 domain containing 4			Mm.28319	NM_177611	18.5	86.5	47.5	22.2
1428834_at	Dusp4	dual specificity phosphatase 4	Nucleus	phosphatase	Mm.170276	NM_176933	106.9	355.3	777.3	247.7
1450107_a_at	Renbp	renin binding protein	Unknown	enzyme	Mm.236969	NM_023132	112.4	478.2	561.1	226.8
1450371_at	Tshb	thyroid stimulating hormone, beta	Extracellular Space	other	Mm.110730	NM_009432	12.8	27.4	67.3	13.4
1443289_at	Pde4d	phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)	Cytoplasm	enzyme	Mm.373622	NM_011056	14.2	79.2	24.2	15.4
1433934_at	Sec24a	SEC24 related gene family, member A (S. cerevisiae)			Mm.33878	NM_175255	557.4	1071.5	1427.3	421.8
1422497_at	Slc30a5	solute carrier family 30 (zinc transporter), member 5	Plasma Membrane	transporter	Mm.278878	NM_022885	879.5	2016.9	1995.9	900.2
1424806_s_at	Flj20254	hypothetical protein FLJ20254			Mm.205169	NM_144525	363.2	877.6	761.7	176.7
1443880_at	Kiaa0352	zinc finger and BTB domain containing 39			Mm.27258	NM_198035	28.5	85.6	110.2	36.5
1416457_at	Ddah2	dimethylarginine dimethylaminohydrolase 2			Mm.1457	NM_016765	405.3	885.1	1029.6	428.7
1424297_at	Znf282	zinc finger protein 282			Mm.275552	NM_146175	57.0	147.2	137.6	44.2
1426500_at	Icmt	isoprenylcysteine carboxyl methyltransferase	Cytoplasm	enzyme	Mm.277464	NM_133788	167.6	496.8	515.1	223.2
1460113_at	B930093h17rik	RIKEN cDNA B930093H17 gene			---	---	17.0	51.3	57.9	11.1
1429888_a_at	Hspb2	heat shock 27kDa protein 2	Cytoplasm	other	Mm.1980	NM_024441	36.0	106.4	85.8	24.6
1427707_a_at	Sil	SCL/TAL1 interrupting locus			---	---	103.0	346.3	339.0	148.9
1429735_at	1110003f05rik	RIKEN cDNA 1110003F05 gene			---	---	43.0	110.2	112.7	35.7
1437013_x_at	Atp6v0b	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit c	Cytoplasm	transporter	Mm.207052	NM_033617	1428.7	2156.8	4082.2	1029.8
1437615_s_at	Vps37c	vacuolar protein sorting 37C (yeast)			Mm.19091	NM_181403	722.9	1356.6	1801.2	327.5
1418672_at	Akr1c13	aldo-keto reductase family 1, member C13	Unknown	enzyme	---	NM_013778	1.5	72.8	60.9	22.9
1439030_at	Gmppb	GDP-mannose pyrophosphorylase B	Unknown	enzyme	Mm.22554	NM_177910	533.4	1400.2	934.9	343.0
1428587_at	Tmem41b	transmembrane protein 41B			Mm.379395	NM_153525	229.4	695.2	700.6	315.8
1417394_at	Klf4	Kruppel-like factor 4 (gut)	Nucleus	transcription regulator	Mm.4325	NM_010637	1620.0	3491.7	3512.6	1123.5
1417590_at	Cyp27a1	cytochrome P450, family 27, subfamily A, polypeptide 1	Cytoplasm	enzyme	Mm.85083	NM_024264	55.2	109.7	162.1	17.7
1419129_at	Slc22a13	solute carrier family 22 (organic cation transporter), member 13			Mm.38775	NM_133980	9.8	49.5	35.7	11.8
1424670_s_at	Zfyve21	zinc finger, FYVE domain containing 21			Mm.373570	NM_026752	957.8	1881.3	2264.0	568.6
1448242_at	Sec61a1	Sec61 alpha 1 subunit (S. cerevisiae)	Cytoplasm	transporter	Mm.28375	NM_016906	2125.2	4899.2	4246.4	1428.3
1419154_at	Tmprss2	transmembrane protease, serine 2	Plasma Membrane	peptidase	Mm.276145	NM_015775	6.5	31.0	108.1	24.5
1434526_at	Abhd7	abhydrolase domain containing 7			Mm.332550	NM_001001804	5.9	35.4	42.0	10.1
1450691_at	Caskin2	CASK interacting protein 2			Mm.383737	NM_080643	73.4	172.4	175.9	61.6
1453453_at	1700080o16rik	RIKEN cDNA 1700080O16 gene			Mm.159154	XM_135858	6.7	24.3	48.1	9.0
1419403_at	Fn5	FN5 protein			Mm.86572	NM_133214	76.0	250.8	196.7	96.7
1436509_at	Kiaa0152	KIAA0152			Mm.153963	NM_175403	1120.5	2428.4	2382.0	766.4
1440936_at	Serac1	serine active site containing 1			Mm.5548	NM_177311	52.4	145.5	192.4	71.4
1435160_at	Ahsa2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)			Mm.13148	NM_172391	1101.1	2170.2	2551.9	1097.4
1453355_at	Wnk2	WNK lysine deficient protein kinase 2	Unknown	kinase	Mm.342723	XM_127323	13.9	58.6	105.9	30.7
1429556_at	2610024b07rik	RIKEN cDNA 2610024B07 gene			Mm.24685	---	600.5	1249.7	1322.8	531.9
1426978_at	Klhl2	kelch-like 2, Mayven (Drosophila)			Mm.350347	NM_178633	358.1	802.9	1201.2	466.3
1455564_at	Bcr	breakpoint cluster region	Cytoplasm	kinase	Mm.333722	XM_125706	144.5	302.9	341.1	135.2
1449045_at	Afg3l1	AFG3 ATPase family gene 3-like 1 (yeast)			Mm.287475	NM_054070	442.0	1094.5	951.4	476.7
1423770_at	Ever1	transmembrane channel-like 6	Unknown	transporter	Mm.286963	NM_145439 /// NM_181321	107.3	273.8	212.5	66.1
1432885_at	4632432e15rik	RIKEN cDNA 4632432E15 gene			---	---	12.7	35.8	54.9	13.5
1416600_a_at	Dscr1	Down syndrome critical region gene 1	Nucleus	transcription regulator	Mm.265744	NM_019466	693.8	1225.4	1720.3	493.5
1416497_at	Pdia4	protein disulfide isomerase family A, member 4	Cytoplasm	enzyme	Mm.2442	NM_009787	557.5	1197.6	1173.7	464.3
1454837_at	Cln6	ceroid-lipofuscinosis, neuronal 6, late infantile, variant			---	---	100.6	242.6	212.0	77.3
1459984_at	Mia3	melanoma inhibitory activity 3			Mm.41152	NM_177389	189.5	457.3	369.9	130.0
1441866_s_at	Ptdss1	phosphatidylserine synthase 1			Mm.281464	NM_008959	852.3	1770.4	1827.7	701.9
1415673_at	Psph	phosphoserine phosphatase	Unknown	phosphatase	Mm.271784	NM_133900	699.4	1286.1	1668.1	579.6
1416873_a_at	Cdk2	cyclin-dependent kinase 2	Nucleus	kinase	Mm.111326	NM_016756 /// NM_183417	474.9	1321.3	1563.3	684.8
1447724_x_at	D630048p19rik	optic atrophy 3 (human)			Mm.239583	NM_207525	111.4	312.7	598.7	211.1
1438646_x_at	Mgc33867	KIAA2013			Mm.183076	NM_029841	273.6	572.6	700.6	298.1
1450745_at	C1galt1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	Unknown	enzyme	Mm.102752	NM_052993	190.5	531.1	484.4	236.2
1420435_at	1700011a15rik	RIKEN cDNA 1700011A15 gene			Mm.158111	NM_025487	20.5	72.1	53.1	22.1
1451071_a_at	Atp1a1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	Plasma Membrane	transporter	Mm.280103	NM_144900	359.1	1478.8	1842.1	792.1
1441413_at	Cat	catalase	Cytoplasm	enzyme	Mm.4215	NM_009804	32.6	76.6	91.9	32.5
1416387_at	Pip5k2c	phosphatidylinositol-4-phosphate 5-kinase, type II, gamma	Cytoplasm	kinase	Mm.22682	NM_054097	237.4	437.4	578.2	231.7
1455887_at	Alg8	asparagine-linked glycosylation 8 homolog (yeast, alpha-1,3-glucosyltransferase)			Mm.279683	NM_199035	361.8	921.7	607.5	248.6
1418724_at	If	I factor (complement)	Extracellular Space	peptidase	Mm.117180	NM_007686	12.2	26.2	97.8	22.1
1430336_at	Gucy2g	guanylate cyclase 2g	Cytoplasm	enzyme	Mm.159051	XM_129326	7.0	42.4	38.5	11.6
1428228_at	Pgm3	phosphoglucomutase 3	Unknown	enzyme	Mm.245500	NM_028352	408.0	1058.4	737.9	428.7
1435319_at	Ihpk2	inositol hexaphosphate kinase 2	Cytoplasm	kinase	Mm.276336	NM_029634	60.6	144.3	137.4	48.5
1444482_at	A130078k24rik	RIKEN cDNA A130078K24 gene			---	---	2.7	42.3	32.5	10.2
1443556_at	Mgc5242	hypothetical protein MGC5242			Mm.248440	NM_197986	3.5	40.9	31.9	9.7
1427929_a_at	Pdxk	pyridoxal (pyridoxine, vitamin B6) kinase	Cytoplasm	kinase	Mm.206159	NM_172134	293.8	623.3	614.8	241.3
1443969_at	Irs2	insulin receptor substrate 2	Cytoplasm	other	Mm.247438	XM_357863	40.2	95.7	101.9	37.3
1448106_at	Necap1	NECAP endocytosis associated 1			Mm.288114	NM_026267	628.4	1248.3	1352.9	510.0
1428736_at	Ns3tp2	GRAM domain containing 3			Mm.24356	NM_026240	165.2	450.4	311.8	179.0
1417764_at	Ssr1	signal sequence receptor, alpha (translocon-associated protein alpha)			Mm.138725	NM_025965	635.1	1078.1	1542.5	326.9
1449379_at	Kdr	kinase insert domain receptor (a type III receptor tyrosine kinase)	Plasma Membrane	kinase	Mm.378947	NM_010612	18.3	54.5	88.6	27.2
1460583_at	Golt1b	golgi transport 1 homolog B (S. cerevisiae)			Mm.3676	NM_025872	226.4	467.8	483.2	181.5
1453915_a_at	Slc37a3	solute carrier family 37 (glycerol-3-phosphate transporter), member 3			Mm.277527	NM_028123	295.9	583.9	648.2	283.9
1425241_a_at	Wsb1	WD repeat and SOCS box-containing 1	Unknown	other	Mm.307022	NM_019653	885.6	1811.1	2191.4	980.3
1460364_at	Gtf2ird1	GTF2I repeat domain containing 1	Nucleus	transcription regulator	---	---	47.8	110.4	140.8	54.0
1446319_at	Asb7	ankyrin repeat and SOCS box-containing 7			Mm.34785	NM_080443 /// NM_178236	23.9	112.7	71.9	37.6
1454785_at	Dusp11	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)	Nucleus	phosphatase	Mm.24007	NM_028099	500.0	1065.3	976.0	385.4
1429648_at	Slc35a3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3			Mm.190758	NM_144902	591.7	1125.5	1281.6	546.7
1426374_at	Loc56181	family with sequence similarity 54, member B			Mm.30153	NM_029759	414.0	906.2	782.4	409.5
