Probe Set ID	Cluster Figure 1	Gene Symbol	Gene Name	RefSeq Transcript ID	Chrom . Loc.
207809_s_at	Luminal / ER	ATP6AP1	ATPase, H+ transporting, lysosomal accessory protein 1	NM_001183	Xq28
204911_s_at	Luminal / ER	TRIM3	tripartite motif-containing 3	NM_006458 /// NM_033278	11p15.5
44654_at	Luminal / ER	G6PC3	glucose 6 phosphatase, catalytic, 3	NM_138387	17q21.31
232269_x_at	Luminal / ER	METRN	meteorin, glial cell differentiation regulator	NM_024042	16p13.3
219051_x_at	Luminal / ER	METRN	meteorin, glial cell differentiation regulator	NM_024042	16p13.3
219562_at	Luminal / ER	RAB26	RAB26, member RAS oncogene family	NM_014353	16p13.3
200961_at	Luminal / ER	SEPHS2	selenophosphate synthetase 2	NM_012248	16p11.2
211421_s_at	Luminal / ER	RET	Ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)	NM_020630 /// NM_020975	10q11.2
205879_x_at	Luminal / ER	RET	ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)	NM_020630 /// NM_020975	10q11.2
242968_at	8p11
222544_s_at	8p11	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	NM_017778 /// NM_023034	8p11.2
214545_s_at	8p11	PROSC	proline synthetase co-transcribed homolog (bacterial)	NM_007198	8p11.2
209385_s_at	8p11	PROSC	proline synthetase co-transcribed homolog (bacterial)	NM_007198	8p11.2
203534_at	8p11	LSM1	LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)	NM_014462	8p11.2
228189_at	8p11	BAG4	BCL2-associated athanogene 4	NM_004874	8p12
225177_at	8p11	RAB11FIP1	RAB11 family interacting protein 1 (class I)	NM_001002233 /// NM_001002814 /// NM_025151	8p11.22
219681_s_at	8p11	RAB11FIP1	RAB11 family interacting protein 1 (class I)	NM_001002233 /// NM_001002814 /// NM_025151	8p11.22
226150_at	8p11	HTPAP	HTPAP protein	NM_032483	8p12
223569_at	8p11	HTPAP	HTPAP protein	NM_032483	8p12
223568_s_at	8p11	HTPAP	HTPAP protein	NM_032483	8p12
226384_at	8p11	HTPAP	HTPAP protein	NM_032483	8p12
231069_at	8p11		Transcribed locus, moderately similar to NP_775735.1 l(3)mbt-like 4 (Drosophila) [Homo sapiens]
218955_at	8p11	BRF2	BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like	NM_018310	8p12
209517_s_at	8p11	ASH2L	ash2 (absent, small, or homeotic)-like (Drosophila)	NM_004674	8p11.2
209384_at	8p11	PROSC	proline synthetase co-transcribed homolog (bacterial)	NM_007198	8p11.2
221543_s_at	8p11	SPFH2	SPFH domain family, member 2	NM_001003790 /// NM_001003791 /// NM_007175	8p11.2
221542_s_at	8p11	SPFH2	SPFH domain family, member 2	NM_001003790 /// NM_001003791 /// NM_007175	8p11.2
212690_at	8p11	DDHD2	DDHD domain containing 2	NM_015214	8p12
238496_at	8p11	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	NM_017778 /// NM_023034	8p11.2
224076_s_at	8p11	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	NM_017778 /// NM_023034	8p11.2
218173_s_at	8p11	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	NM_017778 /// NM_023034	8p11.2
225318_at	8p11	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	NM_017778 /// NM_023034	8p11.2
222759_at	11q13	SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	NM_016028 /// NM_017635	11q13.2
52164_at	11q13	C11orf24	chromosome 11 open reading frame 24	NM_022338	11q13
204266_s_at	11q13	CHKA	choline kinase alpha	NM_001277 /// NM_212469	11q13.2
204233_s_at	11q13	CHKA	choline kinase alpha	NM_001277 /// NM_212469	11q13.2
225224_at	11q13	C20orf112	chromosome 20 open reading frame 112	NM_080616	20q11.1-q11.23
208714_at	11q13	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa	NM_007103	11q13
232510_s_at	11q13	DPP3	dipeptidylpeptidase 3	NM_005700 /// NM_130443	11q12-q13.1
218567_x_at	11q13	DPP3	dipeptidylpeptidase 3	NM_005700 /// NM_130443	11q12-q13.1
238642_at	11q13
208987_s_at	11q13	FBXL11	F-box and leucine-rich repeat protein 11	NM_012308	11q13.2
200997_at	11q13	RBM4	RNA binding motif protein 4	NM_002896	11q13
208712_at	11q13	CCND1	cyclin D1 (PRAD1: parathyroid adenomatosis 1)	NM_053056	11q13
208711_s_at	11q13	CCND1	cyclin D1 (PRAD1: parathyroid adenomatosis 1)	NM_053056	11q13
214074_s_at	11q13	CTTN	cortactin	NM_005231 /// NM_138565	11q13
210235_s_at	11q13	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	NM_003626 /// NM_177423	11q13.3
202066_at	11q13	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	NM_003626 /// NM_177423	11q13.3
202535_at	11q13	FADD	Fas (TNFRSF6)-associated via death domain	NM_003824	11q13.3
242990_at	11q13	PPFIA1	Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	NM_003626 /// NM_177423	11q13.3
203633_at	11q13
238593_at	11q13	FLJ22531	hypothetical protein FLJ22531	NM_024650	11q13.2
217928_s_at	11q13	C11orf23	chromosome 11 open reading frame 23	NM_018312	11q13
222467_s_at	11q13	C11orf23	chromosome 11 open reading frame 23	NM_018312	11q13
222566_at	11q13	SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	NM_016028 /// NM_017635	11q13.2
227979_at	11q13		Full length insert cDNA clone YX44E03
213718_at	11q13	RBM4	RNA binding motif protein 4	NM_002896	11q13
208988_at	11q13	FBXL11	F-box and leucine-rich repeat protein 11	NM_012308	11q13.2
232312_at	11q13	C11orf23	chromosome 11 open reading frame 23	NM_018312	11q13
228105_at	11q13	C11orf23	Chromosome 11 open reading frame 23	NM_018312	11q13
218242_s_at	11q13	SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	NM_016028 /// NM_017635	11q13.2
232946_s_at	11q13	NADSYN1	NAD synthetase 1	NM_018161	11q13.4
218840_s_at	11q13	NADSYN1	NAD synthetase 1	NM_018161	11q13.4
218531_at	11q13	FLJ21749	hypothetical protein FLJ21749	NM_025124	11q13.2
202996_at	11q13	POLD4	polymerase (DNA-directed), delta 4	NM_021173	11q13
218471_s_at	11q13	BBS1	Bardet-Biedl syndrome 1	NM_024649	11q13.1
201059_at	11q13	CTTN	cortactin	NM_005231 /// NM_138565	11q13
219241_x_at	11q13	SSH3	slingshot homolog 3 (Drosophila)	NM_017857 /// NM_018276	11q13.2
51192_at	11q13	SSH3	slingshot homolog 3 (Drosophila)	NM_017857 /// NM_018276	11q13.2
219919_s_at	11q13	SSH3	slingshot homolog 3 (Drosophila)	NM_017857 /// NM_018276	11q13.2
64486_at	11q13	CORO1B	coronin, actin binding protein, 1B	NM_020441	11q13.2
203826_s_at	11q13	PITPNM1	phosphatidylinositol transfer protein, membrane-associated 1	NM_004910	11q13
203252_at	11q13	CDK2AP2	CDK2-associated protein 2	NM_005851	11q13
200846_s_at	11q13	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isoform	NM_001008709 /// NM_002708 /// NM_206873	11q13
204828_at	11q13	RAD9A	RAD9 homolog A (S. pombe)	NM_004584	11q13.1-q13.2
208989_s_at	11q13	FBXL11	F-box and leucine-rich repeat protein 11	NM_012308	11q13.2
204922_at	11q13	FLJ22531	hypothetical protein FLJ22531	NM_024650	11q13.2
203190_at	11q13	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)	NM_002496	11q13
203189_s_at	11q13	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)	NM_002496	11q13
1556385_at	11q13	CLC	Cardiotrophin-like cytokine factor 1	NM_013246	11q13.3
209143_s_at	11q13	CLNS1A /// C3orf4	chloride channel, nucleotide-sensitive, 1A /// chromosome 3 open reading frame 4	NM_001293 /// NM_019895	11q13.5-q14 /// 3p11-q11
242492_at	11q13
235381_at	11q13	HBXAP	Hepatitis B virus x associated protein	NM_016578	11q13.5
222540_s_at	11q13	HBXAP	hepatitis B virus x associated protein	NM_016578	11q13.5
225169_at	11q13	MGC16733	hypothetical gene MGC16733 similar to CG12113	NM_033547	11q13.5
222541_at	11q13	HBXAP	hepatitis B virus x associated protein	NM_016578	11q13.5
218166_s_at	11q13	HBXAP	hepatitis B virus x associated protein	NM_016578	11q13.5
215786_at	11q13	HBXAP	Hepatitis B virus x associated protein	NM_016578	11q13.5
229885_at	11q13		Transcribed locus
203853_s_at	11q13	GAB2	GRB2-associated binding protein 2	NM_012296 /// NM_080491	11q14.1
1566959_at	11q13	GAB2	GRB2-associated binding protein 2	NM_012296 /// NM_080491	11q14.1
230100_x_at	11q13	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)	NM_002576	11q13-q14
226507_at	11q13	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)	NM_002576	11q13-q14
1569040_s_at	Immune		Homo sapiens, clone IMAGE:5167446, mRNA
1556183_at	Immune		Homo sapiens, clone IMAGE:5167446, mRNA
222435_s_at	Immune	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	NM_016021	6q15
217823_s_at	Immune	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	NM_016021	6q15
223068_at	Immune	EML4	echinoderm microtubule associated protein like 4	NM_019063	2p22-p21
218603_at	Immune	HECA	headcase homolog (Drosophila)	NM_016217	6q23-q24
201795_at	Immune	LBR	lamin B receptor	NM_002296 /// NM_194442	1q42.1
213136_at	Immune	PTPN2	protein tyrosine phosphatase, non-receptor type 2	NM_002828 /// NM_080422 /// NM_080423	18p11.3-p11.2
226452_at	Immune	PDK1	pyruvate dehydrogenase kinase, isoenzyme 1	NM_002610	2q31.1
211284_s_at	Immune	GRN	granulin	NM_001012479 /// NM_002087	17q21.32
216041_x_at	Immune	GRN	granulin	NM_001012479 /// NM_002087	17q21.32
200678_x_at	Immune	GRN	granulin	NM_001012479 /// NM_002087	17q21.32
1555565_s_at	Immune	TAPBP	TAP binding protein (tapasin)	NM_003190 /// NM_172208 /// NM_172209	6p21.3
202153_s_at	Immune	NUP62	nucleoporin 62kDa	NM_012346 /// NM_016553 /// NM_153718 /// NM_153719	19q13.33
200634_at	Immune	PFN1	profilin 1	NM_005022	17p13.3
36564_at	Immune	IBRDC3	IBR domain containing 3	NM_153341	1p35.1
213038_at	Immune	IBRDC3	IBR domain containing 3	NM_153341	1p35.1
221269_s_at	Immune	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3 /// SH3 domain binding glutamic acid-rich protein like 3	NM_031286	1p35-p34.3
217992_s_at	Immune	EFHD2	EF hand domain family, member D2	NM_024329	1p36.21
200039_s_at	Immune	PSMB2	proteasome (prosome, macropain) subunit, beta type, 2 /// proteasome (prosome, macropain) subunit, beta type, 2	NM_002794	1p34.2
200661_at	Immune	PPGB	protective protein for beta-galactosidase (galactosialidosis)	NM_000308	20q13.1
38269_at	Immune	PRKD2	protein kinase D2	NM_016457	19q13.3
202621_at	Immune	IRF3	interferon regulatory factor 3	NM_001571	19q13.3-q13.4
204999_s_at	Immune	ATF5	activating transcription factor 5	NM_012068	19q13.3
204998_s_at	Immune	ATF5	activating transcription factor 5	NM_012068	19q13.3
236167_at	Immune		Transcribed locus
205590_at	Immune	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	NM_005739	15q15
242907_at	Immune	GBP2	guanylate binding protein 2, interferon-inducible	NM_004120	1p22.2
202748_at	Immune	GBP2	guanylate binding protein 2, interferon-inducible /// guanylate binding protein 2, interferon-inducible	NM_004120	1p22.2
213537_at	Immune	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	NM_033554	6p21.3
211990_at	Immune	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	NM_033554	6p21.3
221491_x_at	Immune	HLA-DRB1	major histocompatibility complex, class II, DR beta 1 /// major histocompatibility complex, class II, DR beta 1	/// NM_002124	6p21.3
234792_x_at	Immune	MGC27165	hypothetical protein MGC27165		14q32.33
1561937_x_at	Immune		Rheumatoid arthritis synovium immunoglobulin heavy chain variable region
217320_at	Immune		IgM rheumatoid factor RF-DI1, variable heavy chain
213620_s_at	Immune	ICAM2	intercellular adhesion molecule 2	NM_000873	17q23-q25
204683_at	Immune	ICAM2	intercellular adhesion molecule 2	NM_000873	17q23-q25
214439_x_at	Immune	BIN1	bridging integrator 1	NM_004305 /// NM_139343 /// NM_139344 /// NM_139345 /// NM_139346 /// NM_139347 /// NM_139348 /// NM_139349 /// NM_139350 /// NM_139351	2q14
210201_x_at	Immune	BIN1	bridging integrator 1	NM_004305 /// NM_139343 /// NM_139344 /// NM_139345 /// NM_139346 /// NM_139347 /// NM_139348 /// NM_139349 /// NM_139350 /// NM_139351	2q14
219566_at	Immune	PLEKHF1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	NM_024310	19q12
213553_x_at	Immune	APOC1	apolipoprotein C-I	NM_001645	19q13.2
204416_x_at	Immune	APOC1	apolipoprotein C-I	NM_001645	19q13.2
35820_at	Immune	GM2A	GM2 ganglioside activator	NM_000405	5q31.3-q33.1
212737_at	Immune	GM2A	GM2 ganglioside activator	NM_000405	5q31.3-q33.1
202295_s_at	Immune	CTSH	cathepsin H	NM_004390 /// NM_148979	15q24-q25
200701_at	Immune	NPC2	Niemann-Pick disease, type C2	NM_006432	14q24.3
218627_at	Immune	FLJ11259	hypothetical protein FLJ11259	NM_018370	12q23.3
213275_x_at	Immune	CTSB	Cathepsin B	NM_001908 /// NM_147780 /// NM_147781 /// NM_147782 /// NM_147783	8p22
227961_at	Immune	CTSB	Cathepsin B	NM_001908 /// NM_147780 /// NM_147781 /// NM_147782 /// NM_147783	8p22
213274_s_at	Immune	CTSB	cathepsin B	NM_001908 /// NM_147780 /// NM_147781 /// NM_147782 /// NM_147783	8p22
200839_s_at	Immune	CTSB	cathepsin B	NM_001908 /// NM_147780 /// NM_147781 /// NM_147782 /// NM_147783	8p22
200838_at	Immune	CTSB	cathepsin B	NM_001908 /// NM_147780 /// NM_147781 /// NM_147782 /// NM_147783	8p22
217865_at	Immune	RNF130	ring finger protein 130	NM_018434	5q35.3
201785_at	Immune	RNASE1	ribonuclease, RNase A family, 1 (pancreatic)	NM_002933 /// NM_198232 /// NM_198234 /// NM_198235	14q11.2
200669_s_at	Immune	UBE2D3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	NM_003340 /// NM_181886 /// NM_181887 /// NM_181888 /// NM_181889 /// NM_181890 /// NM_181891 /// NM_181892 /// NM_181893	4q24
200668_s_at	Immune	UBE2D3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	NM_003340 /// NM_181886 /// NM_181887 /// NM_181888 /// NM_181889 /// NM_181890 /// NM_181891 /// NM_181892 /// NM_181893	4q24
211963_s_at	Immune	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	NM_005717	1q25.3
1555797_a_at	Immune	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	NM_005717	1q25.3
201426_s_at	Immune	VIM	vimentin	NM_003380	10p13
202207_at	Immune	ARL7	ADP-ribosylation factor-like 7	NM_005737	2q37.1
202206_at	Immune	ARL7	ADP-ribosylation factor-like 7	NM_005737	2q37.1
201141_at	Immune	GPNMB	glycoprotein (transmembrane) nmb	NM_001005340 /// NM_002510	7p15
201212_at	Immune	LGMN	legumain	NM_001008530 /// NM_005606	14q32.1
203028_s_at	Immune	CYBA	cytochrome b-245, alpha polypeptide	NM_000101	16q24
213187_x_at	Immune	FTL	ferritin, light polypeptide	NM_000146	19q13.3-q13.4
212788_x_at	Immune	FTL	ferritin, light polypeptide	NM_000146	19q13.3-q13.4
200871_s_at	Immune	PSAP	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	NM_002778	10q21-q22
200866_s_at	Immune	PSAP	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	NM_002778	10q21-q22
217767_at	Immune	C3	complement component 3	NM_000064	19p13.3-p13.2
203729_at	Immune	EMP3	epithelial membrane protein 3	NM_001425	19q13.3
200986_at	Immune	SERPING1	serine (or cysteine) proteinase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)	NM_000062	11q12-q13.1
216231_s_at	Immune	B2M	beta-2-microglobulin	NM_004048	15q21-q22.2
201891_s_at	Immune	B2M	beta-2-microglobulin	NM_004048	15q21-q22.2
200904_at	Immune	HLA-E	major histocompatibility complex, class I, E	NM_005516	6p21.3
212067_s_at	Immune	C1R	complement component 1, r subcomponent	NM_001733	12p13
208747_s_at	Immune	C1S	complement component 1, s subcomponent	NM_001734 /// NM_201442	12p13
1555229_a_at	Immune	C1S	complement component 1, s subcomponent	NM_001734 /// NM_201442	12p13
218217_at	Immune	SCPEP1	serine carboxypeptidase 1	NM_021626	17q23.2
201089_at	Immune	ATP6V1B2	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B, isoform 2	NM_001693	8p22-p21
204787_at	Immune	VSIG4	V-set and immunoglobulin domain containing 4	NM_007268	Xq12-q13.3
215049_x_at	Immune	CD163	CD163 antigen	NM_004244 /// NM_203416	12p13.3
203645_s_at	Immune	CD163	CD163 antigen	NM_004244 /// NM_203416	12p13.3
219607_s_at	Immune	MS4A4A	membrane-spanning 4-domains, subfamily A, member 4	NM_024021 /// NM_148975	11q12
211395_x_at	Immune	FCGR2C	Fc fragment of IgG, low affinity IIc, receptor for (CD32)	NM_001005410 /// NM_001005411 /// NM_001005412 /// NM_201563	1q23.3
203561_at	Immune	FCGR2A	Fc fragment of IgG, low affinity IIa, receptor (CD32)	NM_021642	1q23
201743_at	Immune	CD14	CD14 antigen /// CD14 antigen	NM_000591	5q22-q32|5q31.1
212658_at	Immune	LHFPL2	lipoma HMGIC fusion partner-like 2	NM_005779	5q14.1
204006_s_at	Immune	FCGR3A /// FCGR3B	Fc fragment of IgG, low affinity IIIa, receptor (CD16a) /// Fc fragment of IgG, low affinity IIIb, receptor (CD16b)	NM_000569 /// NM_000570	1q23
208146_s_at	Immune	CPVL	carboxypeptidase, vitellogenic-like /// carboxypeptidase, vitellogenic-like	NM_019029 /// NM_031311	7p15-p14
218854_at	Immune	SART2	squamous cell carcinoma antigen recognized by T cells 2	NM_013352	6q22
225032_at	Immune	FNDC3B	fibronectin type III domain containing 3B	NM_022763	3q26.31
222692_s_at	Immune	FNDC3B	fibronectin type III domain containing 3B	NM_022763	3q26.31
216598_s_at	Immune	CCL2	chemokine (C-C motif) ligand 2	NM_002982	17q11.2-q21.1
214038_at	Immune	CCL8	chemokine (C-C motif) ligand 8	NM_005623	17q11.2
202087_s_at	Immune	CTSL	cathepsin L	NM_001912 /// NM_145918	9q21-q22
203381_s_at	Immune	APOE	apolipoprotein E	NM_000041	19q13.2
212884_x_at	Immune	APOE	Apolipoprotein E	NM_000041	19q13.2
203382_s_at	Immune	APOE	apolipoprotein E	NM_000041	19q13.2
205992_s_at	Immune	IL15	interleukin 15	NM_000585 /// NM_172174 /// NM_172175	4q31
219806_s_at	Immune	FN5	FN5 protein	NM_020179	11q13.3-q23.3
202074_s_at	Immune	OPTN	optineurin	NM_001008211 /// NM_001008212 /// NM_001008213 /// NM_021980	10p13
202073_at	Immune	OPTN	optineurin	NM_001008211 /// NM_001008212 /// NM_001008213 /// NM_021980	10p13
32128_at	Immune	CCL18	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	NM_002988	17q11.2
209924_at	Immune	CCL18	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	NM_002988	17q11.2
221724_s_at	Immune	CLEC4A	C-type lectin domain family 4, member A	NM_016184 /// NM_194447 /// NM_194448 /// NM_194450	12p13
206407_s_at	Immune	CCL13	chemokine (C-C motif) ligand 13	NM_005408	17q11.2
225647_s_at	Immune	CTSC	cathepsin C	NM_001814 /// NM_148170	11q14.1-q14.3
201487_at	Immune	CTSC	cathepsin C	NM_001814 /// NM_148170	11q14.1-q14.3
225646_at	Immune	CTSC	cathepsin C	NM_001814 /// NM_148170	11q14.1-q14.3
226811_at	Immune	FAM46C	family with sequence similarity 46, member C	NM_017709	1p12
223565_at	Immune	PACAP	proapoptotic caspase adaptor protein	NM_016459	5q23-5q31
221286_s_at	Immune	PACAP	proapoptotic caspase adaptor protein	NM_016459	5q23-5q31
219117_s_at	Immune	FKBP11	FK506 binding protein 11, 19 kDa	NM_016594	12q13.12
204949_at	Immune	ICAM3	intercellular adhesion molecule 3	NM_002162	19p13.3-p13.2
209374_s_at	Immune	IGHM	immunoglobulin heavy constant mu		14q32.33
216853_x_at	Immune	IGLJ3	Immunoglobulin lambda joining 3		22q11.1-q11.2
216365_x_at	Immune		Clone bsmneg3-t5 nonfunctional immunoglobulin light chain (IGL) mRNA, partial sequence
234884_x_at	Immune
234366_x_at	Immune	IGLC2	Immunoglobulin lambda variable 3-21		22q11.2
213502_x_at	Immune	LOC91316	similar to bK246H3.1 (immunoglobulin lambda-like polypeptide 1, pre-B-cell specific)	XM_498877	22q11.23
211633_x_at	Immune	IGHG1	Immunoglobulin heavy constant gamma 1 (G1m marker) /// Immunoglobulin heavy constant gamma 1 (G1m marker)		14q32.33
214916_x_at	Immune	IGH@ /// IGHA1 /// IGHA2 /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// MGC27165 /// LOC390714	immunoglobulin heavy locus /// immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant alpha 2 (A2m marker) /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 2 (G2m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker) /// immunoglobulin heavy constant mu /// hypothetical protein MGC27165 /// similar to Ig heavy chain V-III region VH26 precursor	/// XM_372632	14q32.33 /// 16p11.2
214768_x_at	Immune	IGKV1-5	immunoglobulin kappa variable 1-5		2p12
217258_x_at	Immune		IgG to Puumala virus G2, light chain variable region
217227_x_at	Immune		Hepatitis B surface antigen antibody variable domain
224342_x_at	Immune		Ig rearranged lambda-chain gene V-Jl2/l3-region /// Ig rearranged lambda-chain gene V-Jl2/l3-region
217179_x_at	Immune		Ig rearranged lambda-chain gene V-Jl2/l3-region
216491_x_at	Immune	IGHM	immunoglobulin heavy constant mu		14q32.33
211637_x_at	Immune		Immunoglobulin heavy chain V region (Humha448) /// Immunoglobulin heavy chain V region (Humha448)
211639_x_at	Immune		Ig heavy chain V-region (VH-MAR) /// Ig heavy chain V-region (VH-MAR)
217281_x_at	Immune		IgM rheumatoid factor RF-TT9, variable heavy chain
216557_x_at	Immune	IGHA1 /// IGHG1 /// IGHG3	immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker)		14q32.33
216542_x_at	Immune	IGHG1 /// MGC27165	immunoglobulin heavy constant gamma 1 (G1m marker) /// hypothetical protein MGC27165		14q32.33
211641_x_at	Immune		Immunoglobulin heavy chain VH3 (H11) /// Immunoglobulin heavy chain VH3 (H11)
214973_x_at	Immune	IGHD	immunoglobulin heavy constant delta		14q32.33
217235_x_at	Immune	IGLC2	Immunoglobulin lambda variable 3-21		22q11.2
217148_x_at	Immune	IGLV2-14	immunoglobulin lambda variable 2-14		22q11.2
216984_x_at	Immune	IGLC2	Immunoglobulin lambda variable 3-21		22q11.2
211868_x_at	Immune	IGHA1 /// IGHG1 /// IGHG3	immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker)		14q32.33
215176_x_at	Immune		HRV Fab 027-VL
211645_x_at	Immune	IGKC	Immunoglobulin kappa constant /// Immunoglobulin kappa constant /// Cationic anti-DNA autoantibody /// Cationic anti-DNA autoantibody		2p12
217480_x_at	Immune	LOC339562	similar to Ig kappa chain	XM_291643	2p11.1
217378_x_at	Immune	LOC391427	similar to Ig kappa chain precursor V region (orphon V108) - human  (fragment)	XM_372952	2q13
216401_x_at	Immune
216207_x_at	Immune	IGKV1D-13	immunoglobulin kappa variable 1D-13		2p12
216576_x_at	Immune		HRV Fab 027-VL
217157_x_at	Immune		Immunoglobulin light chain
216510_x_at	Immune	IGHG1 /// IGHM /// LOC390714	immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant mu /// similar to Ig heavy chain V-III region VH26 precursor	/// XM_372632	14q32.33 /// 16p11.2
211908_x_at	Immune		IgM VDJ-region /// IgM VDJ-region
211650_x_at	Immune		IgM VDJ-region /// IgM VDJ-region
211881_x_at	Immune	IGLJ3	immunoglobulin lambda joining 3		22q11.1-q11.2
211798_x_at	Immune	IGLJ3	immunoglobulin lambda joining 3		22q11.1-q11.2
234764_x_at	Immune	IGLC2	Ig lambda chain V-region (VL-AIG) /// Immunoglobulin lambda variable 3-21		22q11.2
211644_x_at	Immune	IGKC /// IGHG3 /// IGKV1-5	Anti-rabies virus immunoglobulin rearranged kappa chain V-region /// Anti-rabies virus immunoglobulin rearranged kappa chain V-region /// HRV Fab 027-VL /// HRV Fab 027-VL /// HRV Fab 026-VL /// HRV Fab 026-VL /// Antibody light chain variable region to HIV-1 gp120 (339bp) /// Antibody light chain variable region to HIV-1 gp120 (339bp) /// Clone 125f12 anti-tetanus toxoid immunoglobulin light chain variable region (IGL@) mRNA, partial cds /// Clone 125f12 anti-tetanus toxoid immunoglobulin light chain variable region (IGL@) mRNA, partial cds /// Immunoglobulin kappa constant /// Immunoglobulin kappa constant /// Clone JLCD5 immunoglobulin kappa chain (IgK) mRNA, VKIII-JK1 region, partial cds. /// Clone JLCD5 immunoglobulin kappa chain (IgK) mRNA, VKIII-JK1 region, partial cds. /// Ig germline kappa-chain gene Vk3 region, 13k11 and 13k12 /// Ig germline kappa-chain gene Vk3 region, 13k11 and 13k12 /// Ig germline kappa-chain gene Vk3 region, 13k04 /// Ig germline kappa-chain gene Vk3 region, 13k04 /// Clone 136d09 anti-tetanus toxoid immunoglobulin light chain variable region (IGL@) mRNA, partial cds /// Clone 136d09 anti-tetanus toxoid immunoglobulin light chain variable region (IGL@) mRNA, partial cds /// Immunoglobulin heavy constant mu /// Immunoglobulin heavy constant mu /// Immunoglobulin kappa light chain VJ region (ID KPOLYC13) /// Immunoglobulin kappa light chain VJ region (ID KPOLYC13) /// Immunoglobulin kappa light chain VJ region (ID POM015) /// Immunoglobulin kappa light chain VJ region (ID POM015) /// Immunoglobulin kappa variable 1-5 /// Immunoglobulin kappa variable 1-5		2p12 /// 14q32.33
211643_x_at	Immune		Anti-rabies virus immunoglobulin rearranged kappa chain V-region /// Anti-rabies virus immunoglobulin rearranged kappa chain V-region
214777_at	Immune		Anti-HIV-1 gp120 V3 loop antibody DO142-10 light chain variable region
214836_x_at	Immune		HRV Fab N8-VL
214669_x_at	Immune	IGKC	Immunoglobulin kappa constant		2p12
221651_x_at	Immune	IGKC /// IGKV1-5	immunoglobulin kappa constant /// immunoglobulin kappa variable 1-5		2p12
224795_x_at	Immune	IGKC /// IGKV1-5	immunoglobulin kappa constant /// immunoglobulin kappa variable 1-5		2p12
221671_x_at	Immune	IGKC /// IGKV1-5	immunoglobulin kappa constant /// immunoglobulin kappa variable 1-5		2p12
209138_x_at	Immune	IGLC2	Immunoglobulin lambda variable 3-21		22q11.2
