Chromosome	TCM score	Gene Symbol	Title	ProbeSet Affymetrix HG-U133A&B	Cytoband	Position (kb)
11	5.572	SF3B2	splicing factor 3b, subunit 2, 145kDa /// splicing factor 3b, subunit 2, 145kDa	200619_at	11q13.1	65606
11	4.449	KLC2	likely ortholog of kinesin light chain 2	218906_x_at	11q13.2	65810
11	4.68	RAB1B	RAB1B, member RAS oncogene family /// RAB1B, member RAS oncogene family	220964_s_at	11q13.2	65819
11	5.364	YIF1	Yip1 interacting factor homolog (S. cerevisiae)	202418_at	11q13.2	65827
11	4.117	BRMS1	breast cancer metastasis suppressor 1	215631_s_at	11q13.2	65880
11	3.46	DPP3	dipeptidylpeptidase 3	232510_s_at	11q13.2	66047
11	3.897	BBS1	Bardet-Biedl syndrome 1	218471_s_at	11q13.2	66075
11	4.48	CCS	copper chaperone for superoxide dismutase	203522_at	11q13.2	66143
11	4.116	RBM4	RNA binding motif protein 4	200997_at	11q13.2	66186
11	4.138	MGC10871	hypothetical protein similar to RNA-binding protein lark	227979_at	11q13.2	66210
11	3.75	SPTBN2	spectrin, beta, non-erythrocytic 2	231311_at	11q13.2	66225
11	4.761	FLJ22531	hypothetical protein FLJ22531	238593_at	11q13.2	66291
11	3.542	MGC3103	hypothetical protein MGC3103	219491_at	11q13.2	66402
11	3.973	ARHD	ras homolog gene family, member D	31846_at	11q13.2	66614
11	4.39	FBXL11	F-box and leucine-rich repeat protein 11	208988_at	11q13.2	66800
11	3.881	LOC338692	hypothetical protein LOC338692	238642_at	11q13.2	66835
11	4.933	SSH-3	slingshot 3	51192_at	11q13.2	66854
11	4.104	POLD4	polymerase (DNA-directed), delta 4	202996_at	11q13.2	66894
11	5.023	RAD9A	RAD9 homolog A (S. pombe)	204828_at	11q13.2	66940
11	6.017	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isoform	200846_s_at	11q13.2	66941
11	4.378	RPS6KB2	ribosomal protein S6 kinase, 70kDa, polypeptide 2	203777_s_at	11q13.2	66977
11	3.768	PTPRCAP	protein tyrosine phosphatase, receptor type, C-associated protein	204960_at	11q13.2	66978
11	5.534	CORO1B	coronin, actin binding protein, 1B	64486_at	11q13.2	66980
11	5.295	FLJ21749	hypothetical protein FLJ21749	218531_at	11q13.2	67007
11	5.478	AIP	aryl hydrocarbon receptor interacting protein	201782_s_at	11q13.2	67032
11	6.456	DOC-1R	tumor suppressor deleted in oral cancer-related 1	203252_at	11q13.2	67049
11	5.178	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa	208714_at	11q13.2	67154
11	4.942	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)	203190_at	11q13.2	67575
11	3.553	CGI-85	CGI-85 protein	242646_at	11q13.2	67731
11	3.676	C11orf24	chromosome 11 open reading frame 24	52164_at	11q13.2	67804
11	3.701	CCND1	cyclin D1 (PRAD1: parathyroid adenomatosis 1)	208712_at	11q13.3	69241
11	3.915	FADD	Fas (TNFRSF6)-associated via death domain	202535_at	11q13.3	69779
11	3.82	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	202066_at	11q13.3	69956
11	3.589	EMS1	ems1 sequence (mammary tumor and squamous cell carcinoma-associated (p80/85 src substrate)	201059_at	11q13.3	70008
11	3.546	SHANK2	SH3 and multiple ankyrin repeat domains 2	213308_at	11q13.3	70041
11	3.876	FLJ20625	hypothetical protein FLJ20625	223009_at	11q13.4	71534
11	3.559	MRPL48	mitochondrial ribosomal protein L48	218281_at	11q13.4	73282
11	4.042	FLJ11848	hypothetical protein FLJ11848	218957_s_at	11q13.4	73356
11	4.363	PME-1	protein phosphatase methylesterase-1	49077_at	11q13.4	73691
11	3.502	POLD3	polymerase (DNA-directed), delta 3, accessory subunit	212836_at	11q13.4	74079
11	3.726	PRKRIR	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	209323_at	11q13.5	75787
11	4.187	PHCA	phytoceramidase, alkaline	222688_at	11q13.5	76459
11	5.948	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)	226507_at	11q13.5	76759
11	4.656	AQP11	aquaporin 11	229526_at	11q13.5	77027
11	5.405	CLNS1A	chloride channel, nucleotide-sensitive, 1A	209143_s_at	11q13.5	77053
11	6.061	HBXAP	hepatitis B virus x associated protein	235381_at	11q13.5	77099
11	5.316	PTD015	PTD015 protein	221599_at	11q13.5	77279
11	6.482	MGC16733	hypothetical gene MGC16733 similar to CG12113	225169_at	11q13.5	77316
11	4.365	NDUFC2	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa	229477_at	11q14.1	77505
11	6.254	ALG8	asparagine-linked glycosylation 8 homolog (yeast, alpha-1,3-glucosyltransferase)	203545_at	11q14.1	77538
11	6.404	LOC283219	hypothetical protein LOC283219	229873_at	11q14.1	77608
11	4.84	USP35	ubiquitin specific protease 35	229198_at	11q14.1	77651
11	4.602	GAB2	GRB2-associated binding protein 2	203853_s_at	11q14.1	77652
11	5.786	FLJ23441	hypothetical protein FLJ23441	219217_at	11q14.1	77873
11	3.57	PRCP	prolylcarboxypeptidase (angiotensinase C)	201494_at	11q14.1	82261
11	4.727	MDS025	hypothetical protein MDS025	218288_s_at	11q14.1	82698
11	4.951	HT007	uncharacterized hypothalamus protein HT007	221622_s_at	11q14.1	85071
11	3.956	DKFZp586C1924	hypothetical protein DKFZp586C1924	223334_at	11q14.1	85091
11	4.13	ZF	HCF-binding transcription factor Zhangfei	225594_at	11q14.1	85097
11	3.472	PICALM	phosphatidylinositol binding clathrin assembly protein	212506_at	11q14.2	85395
11	3.901	MGC5306	hypothetical protein MGC5306	218750_at	11q21	93151
11	3.413	PANX1	pannexin 1	227107_at	11q21	93606
11	3.644	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	242456_at	11q21	93838
11	3.577	FGIF	fetal globin-inducing factor	219069_at	11q21	93920
11	3.527	FUT4	fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)	209892_at	11q21	93970
11	4.499	SRP46	Splicing factor, arginine/serine-rich, 46kD	228760_at	11q21	94492
11	3.577	KIAA0830	KIAA0830 protein	212573_at	11q21	94553
11	3.746	MGC33371	hypothetical protein MGC33371	226753_at	11q21	95190
11	3.846	KIAA0092	translokin	203494_s_at	11q21	95253
11	3.798	MTMR2	myotubularin related protein 2	203211_s_at	11q21	95255
11	4.506	MAML2	mastermind-like 2 (Drosophila)	235457_at	11q21	95398
11	3.832	FLJ32810	hypothetical protein FLJ32810	230047_at	11q22.1	100397
11	4.03	AD031	AD031 protein	223595_at	11q22.1	100401
11	3.727	YAP1	Yes-associated protein 1, 65kDa	224895_at	11q22.1	101640
11	4.019	PORIMIN	pro-oncosis receptor inducing membrane injury gene	211967_at	11q22.1	101804
11	3.588	MMP3	matrix metalloproteinase 3 (stromelysin 1, progelatinase)	205828_at	11q22.2	102244
11	4.052	KIAA1826	KIAA1826 protein	227418_at	11q22.3	105416
11	4.307	FLJ32343	hypothetical protein FLJ32343	228916_at	11q22.3	106734
11	3.975	LOC91801	hypothetical protein BC015183	235713_at	11q22.3	106912
11	5.602	CUL5	cullin 5	203531_at	11q22.3	107515
11	4.581	ACAT1	acetyl-Coenzyme A acetyltransferase 1 (acetoacetyl Coenzyme A thiolase)	205412_at	11q22.3	107550
11	5.726	NPAT	nuclear protein, ataxia-telangiectasia locus	209798_at	11q22.3	107565
11	4.421	MGC33424	hypothetical protein MGC33424	225128_at	11q22.3	107880
11	3.782	DDX10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	204977_at	11q22.3	108348
11	4.207	RDX	radixin	212397_at	11q22.3	109637
11	3.784	FDX1	ferredoxin 1	239161_at	11q22.3	109872
11	4.616	SDHD	succinate dehydrogenase complex, subunit D, integral membrane protein	202026_at	11q23.1	111503
11	4.393	ZW10	ZW10 homolog, centromere/kinetochore protein (Drosophila)	204812_at	11q23.2	113141
11	4.123	USP28	ubiquitin specific protease 28	231837_at	11q23.2	113206
11	3.474	DKFZP566E144	small fragment nuclease	218194_at	11q23.2	113858
11	4.019	MGC13125	hypothetical protein MGC13125 /// hypothetical protein MGC13125	224504_s_at	11q23.3	116156
11	3.701	AMICA	adhesion molecule AMICA	228094_at	11q23.3	117602
11	3.558	DLNB14	similar to DLNB14	227208_at	11q23.3	118423
11	4.793	RPS25	ribosomal protein S25	200091_s_at	11q23.3	118424
11	5.446	TRAPPC4	trafficking protein particle complex 4	217958_at	11q23.3	118431
11	4.748	SLC37A4	solute carrier family 37 (glycerol-6-phosphate transporter), member 4	202830_s_at	11q23.3	118432
11	4.608	HYOU1	hypoxia up-regulated 1	200825_s_at	11q23.3	118452
11	3.603	VPS11	vacuolar protein sorting 11 (yeast)	203292_s_at	11q23.3	118489
11	4.509	HMBS	hydroxymethylbilane synthase	203040_s_at	11q23.3	118501
11	3.549	H2AFX	H2A histone family, member X	205436_s_at	11q23.3	118502
11	5.495	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	209509_s_at	11q23.3	118504
11	3.426	KIAA0285	KIAA0285 gene product	204757_s_at	11q23.3	118524
11	3.778	MIZF	MBD2 (methyl-CpG-binding protein)-interacting zinc finger protein	206495_s_at	11q23.3	118542
11	3.528	ZNF202	zinc finger protein 202	204327_s_at	11q24.1	123133
11	4.446	LOH11CR2A	loss of heterozygosity, 11, chromosomal region 2, gene A	205011_at	11q24.1	123554
11	4.463	TBRG1	likely ortholog of mouse transforming growth factor beta regulated gene 1	226318_at	11q24.2	124031
11	3.971	CSE-C	cytosolic sialic acid 9-O-acetylesterase homolog /// cytosolic sialic acid 9-O-acetylesterase homolog	224391_s_at	11q24.2	124043
11	4.109	FLJ23342	hypothetical protein FLJ23342	221208_s_at	11q24.2	124174
11	3.553	FLJ13215	hypothetical protein FLJ13215	220466_at	11q24.2	124395
11	3.518	EI24	etoposide induced 2.4 mRNA	216396_s_at	11q24.2	124991
11	4.093	ITM1	integral membrane protein 1 /// integral membrane protein 1	202223_at	11q24.2	125026
11	4.471	FKSG32	hypothetical protein FKSG32 /// hypothetical protein FKSG32	221277_s_at	11q24.2	125301
12	3.604	DCP1B	decapping enzyme hDcp1b	226093_at	12p13.33	1925
12	3.668	MDS028	uncharacterized hematopoietic stem/progenitor cells protein MDS028	226295_at	12p13.33	2803
12	5.041	GAPD	glyceraldehyde-3-phosphate dehydrogenase	212581_x_at	12p13.31	6517
12	5.765	NOL1	nucleolar protein 1, 120kDa	214427_at	12p13.31	6536
12	4.474	CHD4	chromodomain helicase DNA binding protein 4	201184_s_at	12p13.31	6549
12	3.508	GPR92	G protein-coupled receptor 92	231788_at	12p13.31	6599
12	5.181	ZNF384	zinc finger protein 384	212369_at	12p13.31	6646
12	4.212	COPS7A	COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis)	209029_at	12p13.31	6710
12	6.072	MLF2	myeloid leukemia factor 2	200948_at	12p13.31	6727
12	3.73	PTMS	parathymosin	218045_x_at	12p13.31	6749
12	4.873	CDCA3	cell division cycle associated 3	223307_at	12p13.31	6828
12	5.476	USP5	ubiquitin specific protease 5 (isopeptidase T)	206031_s_at	12p13.31	6845
12	6.429	TPI1	triosephosphate isomerase 1	200822_x_at	12p13.31	6849
12	4.038	GRCC9	likely ortholog of mouse gene rich cluster, C9 gene	223580_at	12p13.31	6850
12	4.316	REA	repressor of estrogen receptor activity	201600_at	12p13.31	6944
12	3.442	SLC2A14	solute carrier family 2 (facilitated glucose transporter), member 14	222088_s_at	12p13.31	7856
12	4.266	CD69	CD69 antigen (p60, early T-cell activation antigen)	209795_at	12p13.31	9796
12	4.161	CLECSF12	C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 12 /// C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 12	221698_s_at	12p13.2	10160
12	3.626	KLRD1	killer cell lectin-like receptor subfamily D, member 1	207795_s_at	12p13.2	10351
12	3.725	HEBP1	heme binding protein 1	218450_at	12p13.1	13019
12	3.547	KIAA1467	KIAA1467 protein	213234_at	12p13.1	13127
12	3.558	WBP11	WW domain binding protein 11	217822_at	12p12.3	14830
12	3.647	FLJ10637	hypothetical protein FLJ10637	221652_s_at	12p11.23	26949
12	3.418	TM7SF3	transmembrane 7 superfamily member 3	226478_at	12p11.23	27015
12	5.007	SURB7	SRB7 suppressor of RNA polymerase B homolog (yeast)	209362_at	12p11.23	27073
12	3.44	STK38L	serine/threonine kinase 38 like	212572_at	12p11.23	27368
12	4.355	MRPS35	mitochondrial ribosomal protein S35	217942_at	12p11.22	27799
12	4.65	KIAA1340	KIAA1340 protein	225732_at	12p11.22	27846
12	3.603	IPO8	importin 8	225528_at	12p11.21	30673
12	3.864	PTK9	PTK9 protein tyrosine kinase 9 /// PTK9 protein tyrosine kinase 9	201745_at	12q12	42473
12	3.838	DKFZp313M0720	hypothetical protein DKFZp313M0720	224906_at	12q12	44111
12	3.586	SFRS2IP	splicing factor, arginine/serine-rich 2, interacting protein	225336_at	12q12	44599
12	3.771	SLC38A1	solute carrier family 38, member 1	224579_at	12q13.11	44863
12	3.457	AMIGO2	amphoterin induced gene 2	222108_at	12q13.11	45756
12	3.794	FLJ21908	hypothetical protein FLJ21908	218842_at	12q13.11	46343
12	3.382	FLJ20489	hypothetical protein FLJ20489	48106_at	12q13.11	46461
12	3.755	ADCY6	adenylate cyclase 6	209195_s_at	12q13.11	47446
12	3.649	K-ALPHA-1	tubulin, alpha, ubiquitous /// tubulin, alpha, ubiquitous	211058_x_at	12q13.12	47807
12	3.739	MCRS1	microspherule protein 1	202556_s_at	12q13.12	48238
12	3.409	LOC113251	c-Mpl binding protein	212714_at	12q13.12	49159
12	3.707	HCCR1	cervical cancer 1 protooncogene	242424_at	12q13.12	49735
12	4.172	DAZAP2	DAZ associated protein 2	212595_s_at	12q13.13	49922
12	3.568	GALNT6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	228303_at	12q13.13	50032
12	3.718	RARG	retinoic acid receptor, gamma	204189_at	12q13.13	51890
12	4.97	MGC11308	hypothetical protein MGC11308	212861_at	12q13.13	51933
12	4.678	PFDN5	prefoldin 5	210908_s_at	12q13.13	51975
12	4.514	C12orf10	chromosome 12 open reading frame 10	218220_at	12q13.13	51986
12	4.032	SP1	Sp1 transcription factor	224754_at	12q13.13	52095
12	4.14	DKFZP564J157	DKFZp564J157 protein	217794_at	12q13.13	52126
12	3.631	ATF7	activating transcription factor 7	228829_at	12q13.13	52222
12	3.882	HOXC11	homeo box C11	206745_at	12q13.13	52655
12	4.948	HOXC10	homeo box C10	218959_at	12q13.13	52669
12	4.314	HOXC9	homeo box C9	231936_at	12q13.13	52682
12	4.069	HOXC8	homeo box C8	221350_at	12q13.13	52689
12	4.374	HOXC6	homeo box C6	206194_at	12q13.13	52735
12	3.564	ORMDL2	ORM1-like 2 (S. cerevisiae)	218556_at	12q13.2	54498
12	4.083	DNAJ	DnaJ protein	223420_at	12q13.2	54501
12	4.403	PYM	PYM protein	242304_at	12q13.2	54593
12	3.501	CDK2	cyclin-dependent kinase 2	204252_at	12q13.2	54652
12	3.914	RAB5B	RAB5B, member RAS oncogene family	201276_at	12q13.2	54674
12	4.516	SUOX	sulfite oxidase	204067_at	12q13.2	54685
12	4.766	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	226213_at	12q13.2	54783
12	3.853	PA2G4	proliferation-associated 2G4, 38kDa	214794_at	12q13.2	54793
12	3.794	RPL41	ribosomal protein L41	201492_s_at	12q13.2	54797
12	3.862	FLJ14451	hypothetical protein FLJ14451	227430_at	12q13.2	54802
12	3.426	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	201321_s_at	12q13.2	54843
12	4.893	RNF41	ring finger protein 41	201962_s_at	12q13.2	54884
12	4.981	MGC2731	hypothetical protein MGC2731	218903_s_at	12q13.3	54909
12	3.465	SLC39A5	solute carrier family 39 (metal ion transporter), member 5	228257_at	12q13.3	54917
12	3.754	CS	citrate synthase	208660_at	12q13.3	54951
12	4.085	TMEM4	transmembrane protein 4	202857_at	12q13.3	54990
12	3.484	TMEM5	transmembrane protein 5	204807_at	12q14.2	62489
12	3.832	FLJ32549	hypothetical protein FLJ32549	235026_at	12q14.2	62872
12	3.565	XPOT	exportin, tRNA (nuclear export receptor for tRNAs)	212160_at	12q14.2	63128
12	3.854	TBK1	TANK-binding kinase 1	218520_at	12q14.2	63181
12	3.914	GNS	glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	212334_at	12q14.3	63393
12	3.558	MGC14817	hypothetical protein MGC14817 /// hypothetical protein MGC14817	224446_at	12q14.3	64803
12	3.903	CGI-119	CGI-119 protein	223892_s_at	12q14.3	64818
12	3.849	RAP1B	RAP1B, member of RAS oncogene family	200833_s_at	12q15	67339
12	4	NUP107	nuclear pore complex protein	218768_at	12q15	67415
12	3.508	SLC35E3	solute carrier family 35, member E2	218988_at	12q15	67445
12	3.795	CPSF6	cleavage and polyadenylation specific factor 6, 68kDa	226934_at	12q15	67953
12	4.027	GAS41	glioma-amplified sequence-41	218911_at	12q15	68070
12	4.021	FRS2	fibroblast growth factor receptor substrate 2	226045_at	12q15	68259
12	3.587	CCT2	chaperonin containing TCP1, subunit 2 (beta)	201947_s_at	12q15	68278
12	3.833	RAB3IP	RAB3A interacting protein (rabin3)	223471_at	12q15	68481
12	4.995	CNOT2	CCR4-NOT transcription complex, subunit 2	217798_at	12q15	69034
12	3.662	HRB2	HIV-1 rev binding protein 2	203202_at	12q21.1	74178
12	3.665	DCN	decorin	209335_at	12q21.33	90041
12	3.426	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	212751_at	12q22	92304
12	3.907	MRPL42	mitochondrial ribosomal protein L42	222466_s_at	12q22	92398
12	4.096	DAP13	13kDa differentiation-associated protein	223244_s_at	12q22	93867
12	3.608	FGD6	FYVE, RhoGEF and PH domain containing 6	226799_at	12q22	93973
12	4.545	VEZATIN	transmembrane protein vezatin	223089_at	12q22	94198
12	4.283	SNRPF	small nuclear ribonucleoprotein polypeptide F	203832_at	12q23.1	94755
12	4.47	LTA4H	leukotriene A4 hydrolase	208771_s_at	12q23.1	94897
12	3.969	PCTK2	PCTAIRE protein kinase 2	221918_at	12q23.1	95174
12	4.046	NEDD1	neural precursor cell expressed, developmentally down-regulated 1	234984_at	12q23.1	95849
12	3.508	KIAA0701	KIAA0701 protein	213118_at	12q23.1	98933
12	3.696	CKAP4	cytoskeleton-associated protein 4	200999_s_at	12q23.3	105134
12	3.64	MGC17943	hypothetical protein MGC17943	224759_s_at	12q23.3	105869
12	3.408	SART3	squamous cell carcinoma antigen recognised by T cells 3	200069_at	12q23.3	107418
12	3.829	NIFU	nitrogen fixation cluster-like	209075_s_at	12q23.3	107465
12	3.713	FLJ14721	hypothetical protein FLJ14721	226487_at	12q24.11	108670
12	5.115	GLTP	glycolipid transfer protein	226177_at	12q24.11	108751
12	4.866	MGC10854	hypothetical protein MGC10854	223455_at	12q24.11	108818
12	4.642	GIT2	G protein-coupled receptor kinase-interactor 2	225558_at	12q24.11	108830
12	4.064	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	209186_at	12q24.11	109247
12	4.412	ARPC3	actin related protein 2/3 complex, subunit 3, 21kDa	208736_at	12q24.11	109284
12	3.545	MGC14560	protein x 0004	218461_at	12q24.11	109302
12	4.748	VPS29	vacuolar protein sorting 29 (yeast)	223026_s_at	12q24.11	109341
12	4.611	TA-PP2C	T-cell activation protein phosphatase 2C	225213_at	12q24.11	109383
12	4.376	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isoform	200726_at	12q24.11	109569
12	3.383	FLJ39616	apoptosis-related protein PNAS-1	219817_at	12q24.12	110689
12	3.965	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	212871_at	12q24.12	110735
12	4.262	LOC89894	hypothetical protein BC000282	227172_at	12q24.12	110781
12	4.178	C12orf8	chromosome 12 open reading frame 8	201216_at	12q24.13	110871
12	4.189	FLJ13089	hypothetical protein FLJ13089	225888_at	12q24.13	110876
12	4.647	FLN29	FLN29 gene product	35254_at	12q24.13	111002
12	3.528	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	212610_at	12q24.13	111359
12	4.536	OAS1	2,5-oligoadenylate synthetase 1, 40/46kDa	202869_at	12q24.13	111769
12	4.669	OAS3	2-5-oligoadenylate synthetase 3, 100kDa	218400_at	12q24.13	111822
12	3.674	OAS2	2-5-oligoadenylate synthetase 2, 69/71kDa	204972_at	12q24.13	111860
12	3.669	BRAP	BRCA1 associated protein	227853_at	12q24.13	112240
12	4.216	FBXO21	F-box only protein 21	212231_at	12q24.22	115993
12	3.997	RFC5	replication factor C (activator 1) 5, 36.5kDa	203209_at	12q24.23	116881
12	4.142	WSB2	WD repeat and SOCS box containing protein 2	201760_s_at	12q24.23	116882
12	4.572	PBP	prostatic binding protein	211941_s_at	12q24.23	116989
12	4.027	SDS3	likely ortholog of mouse Sds3	224974_at	12q24.23	117267
12	3.785	CIT	citron (rho-interacting, serine/threonine kinase 21)	212801_at	12q24.23	118535
12	3.885	RAB35	RAB35, member RAS oncogene family	225620_at	12q24.23	118945
12	5.787	COX6A1	cytochrome c oxidase subunit VIa polypeptide 1	200925_at	12q24.31	119287
12	5.174	HSPC132	hypothetical protein HSPC132	218403_at	12q24.31	119293
12	5.053	SFRS9	splicing factor, arginine/serine-rich 9	200044_at	12q24.31	119311
12	4.189	DNCL1	dynein, cytoplasmic, light polypeptide 1	200703_at	12q24.31	119346
12	4.183	MGC4767	hypothetical protein MGC4767	223114_at	12q24.31	119353
12	3.795	POP5	RNase MRP/RNase P protein-like	204839_at	12q24.31	119428
12	5.128	SPPL3	signal peptide peptidase 3	224639_at	12q24.31	119613
12	3.743	FLJ12448	hypothetical protein FLJ12448	219022_at	12q24.31	119853
12	3.952	RNF34	ring finger protein 34	219035_s_at	12q24.31	120273
12	4.107	FLJ14466	hypothetical protein FLJ14466	226531_at	12q24.31	120477
12	4.593	PSMD9	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	207805_s_at	12q24.31	120739
12	5.138	DIABLO	diablo homolog (Drosophila)	219350_s_at	12q24.31	121129
12	5.097	RSN	restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)	201975_at	12q24.31	121193
12	4.943	DKFZp434E2220	hypothetical protein DKFZp434E2220	218478_s_at	12q24.31	121394
12	5.336	FLJ11021	similar to splicing factor, arginine/serine-rich 4	202302_s_at	12q24.31	121427
12	4.191	KNTC1	kinetochore associated 1	206316_s_at	12q24.31	121542
12	5.127	DENR	density-regulated protein	221509_at	12q24.31	121692
12	4.748	HIP1R	huntingtin interacting protein-1-related	38340_at	12q24.31	121784
12	3.397	MPHOSPH9	M-phase phosphoprotein 9	221965_at	12q24.31	122074
12	3.602	SET07	PR/SET domain containing protein 07	225094_at	12q24.31	122330
12	4.415	DDX55	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55	231843_at	12q24.31	122457
12	4.51	EIF2B1	eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa	201632_at	12q24.31	122458
12	5.223	DKFZp761B128	hypothetical protein DKFZp761B128	224593_at	12q24.31	122852
12	3.589	PUS1	pseudouridylate synthase 1	218670_at	12q24.33	130920
12	3.462	MGC3162	hypothetical protein MGC3162	218860_at	12q24.33	131130
12	3.835	KIAA1545	KIAA1545 protein	225703_at	12q24.33	131399
13	4.098	XPO4	exportin 4	222649_at	13q12.11	19151
13	3.567	SAP18	sin3-associated polypeptide, 18kDa	208740_at	13q12.11	19519
13	4.443	FLJ34588	Smhs2 homolog (rat)	212410_at	13q12.11	19864
13	3.412	MIPEP	mitochondrial intermediate peptidase	204305_at	13q12.12	22102
13	3.585	MTMR6	myotubularin related protein 6	214429_at	13q12.13	23619
13	3.811	NUPL1	nucleoporin like 1	204435_at	13q12.13	23707
13	4.552	USP12	ubiquitin specific protease 12	213327_s_at	13q12.13	25438
13	3.829	GTF3A	general transcription factor IIIA	238880_at	13q12.2	25804
13	4.813	PDZRN1	PDZ domain containing ring finger 1	227569_at	13q12.2	25918
13	3.962	MGC9850	hypothetical protein MGC9850	224874_at	13q12.2	26038
13	5.31	PAN3	PABP1-dependent poly A-specific ribonuclease subunit PAN3	225563_at	13q12.2	26666
13	3.486	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	212290_at	13q12.3	27884
13	4.034	D13S106E	highly charged protein	204190_at	13q12.3	29031
13	3.431	APRIN	androgen-induced proliferation inhibitor	229704_at	13q13.1	31147
13	3.764	SPG20	spastic paraplegia 20, spartin (Troyer syndrome)	236600_at	13q13.3	34673
13	3.815	OIP2	Opa-interacting protein 2	215136_s_at	13q13.3	35379
13	4.17	BM-002	hypothetical protein BM-002	218050_at	13q13.3	36734
13	5.765	FLJ12661	hypothetical protein FLJ12661	225887_at	13q13.3	37382
13	5.794	COG6	component of oligomeric golgi complex 6	225769_at	13q14.11	38124
13	3.731	MRPS31	mitochondrial ribosomal protein S31	212603_at	13q14.11	39101
13	5.202	SLC25A15	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15	218653_at	13q14.11	39183
13	3.992	ELF1	E74-like factor 1 (ets domain transcription factor)	212420_at	13q14.11	39321
13	4.544	WBP4	WW domain binding protein 4 (formin binding protein 21)	203599_s_at	13q14.11	39455
13	4.855	KBTBD6	kelch repeat and BTB (POZ) domain containing 6	226479_at	13q14.11	39499
13	5.666	KBTBD7	kelch repeat and BTB (POZ) domain containing 7	223412_at	13q14.11	39563
13	4.177	MTRF1	mitochondrial translational release factor 1	219822_at	13q14.11	39589
13	4.788	FLJ22054	hypothetical protein FLJ22054	219378_at	13q14.11	39748
13	4.399	KIAA0564	KIAA0564 protein	212946_at	13q14.11	39938
13	5.836	AKAP11	A kinase (PRKA) anchor protein 11	203156_at	13q14.11	40694
13	3.619	FLJ38725	hypothetical protein FLJ38725	228937_at	13q14.11	42265
13	3.514	KIAA0853	KIAA0853	227536_at	13q14.13	44326
13	3.894	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit	202930_s_at	13q14.2	46314
13	4.535	ITM2B	integral membrane protein 2B	217732_s_at	13q14.2	46628
13	4.522	RB1	retinoblastoma 1 (including osteosarcoma)	203132_at	13q14.2	46853
13	4.495	CHC1L	chromosome condensation 1-like	204759_at	13q14.2	46861
13	4.421	KIAA0970	KIAA0970 protein	202304_at	13q14.2	47581
13	4.214	FLJ12577	hypothetical protein FLJ12577	225915_at	13q14.2	47680
13	3.828	SETDB2	SET domain, bifurcated 2	235339_at	13q14.2	47860
13	3.966	PHF11	PHD finger protein 11	221816_s_at	13q14.2	47898
13	4.736	RCBTB1	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1	218352_at	13q14.2	47904
13	3.95	EBRP	emopamil binding related protein, delta8-delta7 sterol isomerase related protein	223306_at	13q14.2	48032
13	3.751	KPNA3	karyopherin alpha 3 (importin alpha 4)	221502_at	13q14.2	48071
13	4.412	RFP2	ret finger protein 2	229943_at	13q14.2	48386
13	4.106	KCNRG	potassium channel regulator	230192_at	13q14.2	48390
13	4.42	DDX26	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26	218819_at	13q14.3	49737
13	3.576	NEK3	NIMA (never in mitosis gene a)-related kinase 3	213116_at	13q14.3	50504
