Probe set ID	Symbol	Description	RefSeq Transcript ID	Cytoband	Status
212099_at	RHOB	ras homolog gene family, member B	AI263909	chr2p24	Underexpressed in H/TCRBCL
202034_x_at	RB1CC1	RB1-inducible coiled-coil 1	NM_014781	chr8p22-q21.13	Underexpressed in H/TCRBCL
214581_x_at	TNFRSF21	tumor necrosis factor receptor superfamily, member 21	BE568134	chr6p21.1-12.2	Underexpressed in H/TCRBCL
214835_s_at	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	AF131748	chr3p14.3	Underexpressed in H/TCRBCL
212698_s_at	40422	septin 10	BF966021	chr2q13	Underexpressed in H/TCRBCL
202334_s_at	UBE2B	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	AI768723	chr5q23-q31	Underexpressed in H/TCRBCL
218323_at	RHOT1	ras homolog gene family, member T1	NM_018307	chr17q12	Underexpressed in H/TCRBCL
201606_s_at	PWP1	nuclear phosphoprotein similar to S. cerevisiae PWP1	BE796924	chr12q24.11	Underexpressed in H/TCRBCL
221029_s_at	WNT5B	wingless-type MMTV integration site family, member 5B /// wingless-type MMTV integration site family, member 5B /// wingless-type MMTV integration site family, member 5B	NM_030775	chr12p13.3	Underexpressed in H/TCRBCL
222258_s_at	SH3BP4	SH3-domain binding protein 4 /// SH3-domain binding protein 4	AF015043	chr2q37.1-q37.2	Underexpressed in H/TCRBCL
202850_at	ABCD3	ATP-binding cassette, sub-family D (ALD), member 3 /// ATP-binding cassette, sub-family D (ALD), member 3	NM_002858	chr1p22-p21	Underexpressed in H/TCRBCL
218689_at	FANCF	Fanconi anemia, complementation group F /// Fanconi anemia, complementation group F	NM_022725	chr11p15	Underexpressed in H/TCRBCL
213995_at	ATP5S	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s (factor B)	AW195882	chr14q22.1	Underexpressed in H/TCRBCL
213429_at	---	MRNA; cDNA DKFZp564B222 (from clone DKFZp564B222)	AW025579	chr---	Underexpressed in H/TCRBCL
219493_at	SHCBP1	likely ortholog of mouse Shc SH2-domain binding protein 1	NM_024745	chr16q11.2	Underexpressed in H/TCRBCL
201939_at	PLK2	polo-like kinase 2 (Drosophila) /// polo-like kinase 2 (Drosophila)	NM_006622	chr5q12.1-q13.2	Underexpressed in H/TCRBCL
209628_at	NXT2	nuclear transport factor 2-like export factor 2	AK023289	chrxq23	Underexpressed in H/TCRBCL
202133_at	TAZ	transcriptional co-activator with PDZ-binding motif (TAZ)	BF674349	chr3q23-q24	Underexpressed in H/TCRBCL
215947_s_at	FLJ14668	hypothetical protein FLJ14668	AF090094	chr2p13.3	Underexpressed in H/TCRBCL
201409_s_at	PPP1CB	protein phosphatase 1, catalytic subunit, beta isoform	NM_002709	chr2p23	Underexpressed in H/TCRBCL
200951_s_at	CCND2	cyclin D2	AW026491	chr12p13	Underexpressed in H/TCRBCL
204449_at	PDCL	phosducin-like /// phosducin-like	NM_005388	chr9q12-q13	Underexpressed in H/TCRBCL
221898_at	T1A-2	lung type-I cell membrane-associated glycoprotein	AU154455	chr1p36	Underexpressed in H/TCRBCL
209609_s_at	MRPL9	mitochondrial ribosomal protein L9	BC004517	chr1q21	Underexpressed in H/TCRBCL
221652_s_at	FLJ10637	hypothetical protein FLJ10637	AF274950	chr12p12.1	Underexpressed in H/TCRBCL
205202_at	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase /// protein-L-isoaspartate (D-aspartate) O-methyltransferase	NM_005389	chr6q24-q25	Underexpressed in H/TCRBCL
209662_at	CETN3	centrin, EF-hand protein, 3 (CDC31 homolog, yeast) /// centrin, EF-hand protein, 3 (CDC31 homolog, yeast)	BC005383	chr5q14.3	Underexpressed in H/TCRBCL
212824_at	FUBP3	far upstream element (FUSE) binding protein 3	U69127	chr9q34.2	Underexpressed in H/TCRBCL
202170_s_at	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AF151057	chr11q22	Underexpressed in H/TCRBCL
203245_s_at	TUSC4	tumor suppressor candidate 4 /// tumor suppressor candidate 4	BC002791	chr3p21.3	Underexpressed in H/TCRBCL
217408_at	MRPS18B	mitochondrial ribosomal protein S18B	AL050361	chr6p21.3	Underexpressed in H/TCRBCL
203177_x_at	TFAM	transcription factor A, mitochondrial	NM_003201	chr10q21	Underexpressed in H/TCRBCL
218253_s_at	LGTN	ligatin /// ligatin	NM_006893	chr1q31-q32	Underexpressed in H/TCRBCL
202749_at	WRB	tryptophan rich basic protein /// tryptophan rich basic protein	NM_004627	chr21q22.3	Underexpressed in H/TCRBCL
53071_s_at	FLJ22222	hypothetical protein FLJ22222	AI885411	chr17q25.3	Underexpressed in H/TCRBCL
212731_at	LOC157567	hypothetical protein LOC157567	U79297	chr8q22.3	Underexpressed in H/TCRBCL
204140_at	TPST1	tyrosylprotein sulfotransferase 1 /// tyrosylprotein sulfotransferase 1	NM_003596	chr7q11.21	Underexpressed in H/TCRBCL
219299_at	FLJ20772	hypothetical protein FLJ20772	NM_017956	chr8q24.13	Underexpressed in H/TCRBCL
217863_at	PIAS1	protein inhibitor of activated STAT, 1	AI348378	chr15q	Underexpressed in H/TCRBCL
218138_at	MKKS	McKusick-Kaufman syndrome /// McKusick-Kaufman syndrome	NM_018848	chr20p12	Underexpressed in H/TCRBCL
216693_x_at	HDGFRP3	hepatoma-derived growth factor, related protein 3	AL133102	chr15q11.2	Underexpressed in H/TCRBCL
203817_at	GUCY1B3	guanylate cyclase 1, soluble, beta 3	W93728	chr4q31.3-q33	Underexpressed in H/TCRBCL
209094_at	DDAH1	dimethylarginine dimethylaminohydrolase 1	AL078459	chr1p22	Underexpressed in H/TCRBCL
201437_s_at	EIF4E	eukaryotic translation initiation factor 4E	NM_001968	chr4q21-q25	Underexpressed in H/TCRBCL
208939_at	SEPHS1	selenophosphate synthetase 1	AV682679	chr10p14	Underexpressed in H/TCRBCL
210607_at	FLT3LG	fms-related tyrosine kinase 3 ligand /// fms-related tyrosine kinase 3 ligand	U03858	chr19q13.3	Underexpressed in H/TCRBCL
209550_at	NDN	necdin homolog (mouse) /// necdin homolog (mouse)	U35139	chr15q11.2-q12	Underexpressed in H/TCRBCL
202325_s_at	ATP5J	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6 /// ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	NM_001685	chr21q21.1	Underexpressed in H/TCRBCL
218487_at	ALAD	aminolevulinate, delta-, dehydratase /// aminolevulinate, delta-, dehydratase	BC000977	chr9q34	Underexpressed in H/TCRBCL
203077_s_at	SMAD2	SMAD, mothers against DPP homolog 2 (Drosophila)	NM_005901	chr18q21.1	Underexpressed in H/TCRBCL
212920_at	---	Transcribed sequence with weak  similarity to protein ref:NP-060312.1 (H.sapiens)  hypothetical protein FLJ20489 [Homo sapiens]	AV682285	chr---	Underexpressed in H/TCRBCL
219074_at	FLJ10846	hypothetical protein FLJ10846	NM_018241	chr4q31.22	Underexpressed in H/TCRBCL
200749_at	RAN	RAN, member RAS oncogene family	BF112006	chr12q24.3	Underexpressed in H/TCRBCL
219083_at	FLJ10539	hypothetical protein FLJ10539	NM_018130	chr3p14.2	Underexpressed in H/TCRBCL
208706_s_at	EIF5	eukaryotic translation initiation factor 5 /// eukaryotic translation initiation factor 5	AK026933	chr14q32.33	Underexpressed in H/TCRBCL
221598_s_at	CRSP8	cofactor required for Sp1 transcriptional activation, subunit 8, 34kDa	BC002878	chr9q34.1-q34.3	Underexpressed in H/TCRBCL
202012_s_at	EXT2	exostoses (multiple) 2	AA196245	chr11p12-p11	Underexpressed in H/TCRBCL
206833_s_at	ACYP2	acylphosphatase 2, muscle type /// acylphosphatase 2, muscle type	NM_001108	chr2p16.2	Underexpressed in H/TCRBCL
212183_at	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	AW511135	chr12q21	Underexpressed in H/TCRBCL
207845_s_at	ANAPC10	anaphase promoting complex subunit 10 /// anaphase promoting complex subunit 10	NM_014885	chr4q31	Underexpressed in H/TCRBCL
214429_at	MTMR6	myotubularin related protein 6	U47635	chr13q12	Underexpressed in H/TCRBCL
212918_at	FLJ22028	hypothetical protein FLJ22028	AI962943	chr12p12.3	Underexpressed in H/TCRBCL
219440_at	RAI2	retinoic acid induced 2 /// retinoic acid induced 2	NM_021785	chrxp22	Underexpressed in H/TCRBCL
203501_at	PGCP	plasma glutamate carboxypeptidase /// plasma glutamate carboxypeptidase	NM_006102	chr8q22.2	Underexpressed in H/TCRBCL
219662_at	MGC5509	hypothetical protein MGC5509	NM_024093	chr2q12.2	Underexpressed in H/TCRBCL
209944_at	ZNF410	zinc finger protein 410 /// zinc finger protein 410	BC000330	chr14q24.3	Underexpressed in H/TCRBCL
203810_at	DNAJB4	DnaJ (Hsp40) homolog, subfamily B, member 4	BG252490	chr1p31.1	Underexpressed in H/TCRBCL
206932_at	CH25H	cholesterol 25-hydroxylase /// cholesterol 25-hydroxylase	NM_003956	chr10q23	Underexpressed in H/TCRBCL
218923_at	CTBS	chitobiase, di-N-acetyl-	AW304174	chr1p22	Underexpressed in H/TCRBCL
204354_at	POT1	protection of telomeres 1	NM_015450	chr7q31.33	Underexpressed in H/TCRBCL
214724_at	DIXDC1	DIX domain containing 1	AF070621	chr11q23.2	Underexpressed in H/TCRBCL
218605_at	TFB2M	transcription factor B2, mitochondrial	NM_022366	chr1q44	Underexpressed in H/TCRBCL
201416_at	SOX4	SRY (sex determining region Y)-box 4	BG528420	chr6p22.3	Underexpressed in H/TCRBCL
217879_at	CDC27	cell division cycle 27	AL566824	chr17q12-17q23.2	Underexpressed in H/TCRBCL
218656_s_at	LHFP	lipoma HMGIC fusion partner /// lipoma HMGIC fusion partner	NM_005780	chr13q12	Underexpressed in H/TCRBCL
203414_at	MMD	monocyte to macrophage differentiation-associated /// monocyte to macrophage differentiation-associated	NM_012329	chr17q	Underexpressed in H/TCRBCL
218573_at	MAGEH1	melanoma antigen, family H, 1	NM_014061	chrxp11.22	Underexpressed in H/TCRBCL
221381_s_at	MORF4	mortality factor 4 /// mortality factor 4	NM_006792	chr4q33-q34.1	Underexpressed in H/TCRBCL
204141_at	TUBB	tubulin, beta polypeptide	NM_001069	chr6p25	Underexpressed in H/TCRBCL
201962_s_at	RNF41	ring finger protein 41	NM_005785	chr12q13.13	Underexpressed in H/TCRBCL
202165_at	PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2	BF966540	chr3q29	Underexpressed in H/TCRBCL
207943_x_at	PLAGL1	pleiomorphic adenoma gene-like 1	NM_006718	chr6q24-q25	Underexpressed in H/TCRBCL
219213_at	JAM2	junctional adhesion molecule 2 /// junctional adhesion molecule 2	NM_021219	chr21q21.2	Underexpressed in H/TCRBCL
218289_s_at	UBE1DC1	ubiquitin-activating enzyme E1-domain containing 1	NM_024818	chr3q22.1	Underexpressed in H/TCRBCL
207480_s_at	MEIS2	Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse) /// Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse)	NM_020149	chr15q13.3	Underexpressed in H/TCRBCL
212936_at	DKFZP564D172	hypothetical protein DKFZp564D172	AI927701	chr5q15	Underexpressed in H/TCRBCL
218597_s_at	C10orf70	chromosome 10 open reading frame 70	NM_018464	chr10q21.3	Underexpressed in H/TCRBCL
41329_at	PACE-1	ezrin-binding partner PACE-1	AI458463	chr1q23.3	Underexpressed in H/TCRBCL
211615_s_at	LRPPRC	leucine-rich PPR-motif containing /// leucine-rich PPR-motif containing	M92439	chr2p22.1	Underexpressed in H/TCRBCL
213129_s_at	GCSH	glycine cleavage system protein H (aminomethyl carrier)	AI970157	chr16q23.2	Underexpressed in H/TCRBCL
215716_s_at	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1	L14561	chr12q21.3	Underexpressed in H/TCRBCL
213010_at	PRKCDBP	protein kinase C, delta binding protein	AI088622	chr11p15.4	Underexpressed in H/TCRBCL
213754_s_at	TRIM26	tripartite motif-containing 26	AW613203	chr6p21.3	Underexpressed in H/TCRBCL
210664_s_at	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	AF021834	chr2q31-q32.1	Underexpressed in H/TCRBCL
209340_at	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1 /// UDP-N-acteylglucosamine pyrophosphorylase 1	S73498	chr1q23.2	Underexpressed in H/TCRBCL
203196_at	ABCC4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	AI948503	chr13q32	Underexpressed in H/TCRBCL
203323_at	CAV2	caveolin 2	BF197655	chr7q31.1	Underexpressed in H/TCRBCL
201326_at	CCT6A	chaperonin containing TCP1, subunit 6A (zeta 1)	BE737030	chr7p11.2	Underexpressed in H/TCRBCL
202557_at	STCH	stress 70 protein chaperone, microsome-associated, 60kDa	AI718418	chr21q11	Underexpressed in H/TCRBCL
204009_s_at	KRAS2	v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog	W80678	chr12p12.1	Underexpressed in H/TCRBCL
214020_x_at	ITGB5	integrin, beta 5	BE138575	chr3q21.2	Underexpressed in H/TCRBCL
201486_at	RCN2	reticulocalbin 2, EF-hand calcium binding domain /// reticulocalbin 2, EF-hand calcium binding domain	NM_002902	chr15q23	Underexpressed in H/TCRBCL
218886_at	PAK1IP1	PAK1 interacting protein 1	NM_017906	chr6p24.1	Underexpressed in H/TCRBCL
213227_at	PGRMC2	progesterone receptor membrane component 2	BE879873	chr4q26	Underexpressed in H/TCRBCL
46323_at	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	AL120741	chr17q25.3	Underexpressed in H/TCRBCL
209686_at	S100B	S100 calcium binding protein, beta (neural) /// S100 calcium binding protein, beta (neural)	BC001766	chr21q22.3	Underexpressed in H/TCRBCL
218534_s_at	VG5Q	angiogenic factor VG5Q	NM_018046	chr5q14.1	Underexpressed in H/TCRBCL
200602_at	APP	amyloid beta (A4) precursor protein (protease nexin-II, Alzheimer disease) /// amyloid beta (A4) precursor protein (protease nexin-II, Alzheimer disease)	NM_000484	chr21q21.3	Underexpressed in H/TCRBCL
204085_s_at	CLN5	ceroid-lipofuscinosis, neuronal 5	NM_006493	chr13q21.1-q32	Underexpressed in H/TCRBCL
214039_s_at	LAPTM4B	lysosomal associated protein transmembrane 4 beta	T15777	chr8q22.1	Underexpressed in H/TCRBCL
203324_s_at	CAV2	caveolin 2	NM_001233	chr7q31.1	Underexpressed in H/TCRBCL
201569_s_at	CGI-51	CGI-51 protein	NM_015380	chr22q13.31	Underexpressed in H/TCRBCL
204037_at	EDG2	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2	BF055366	chr9q32	Underexpressed in H/TCRBCL
201658_at	ARL1	ADP-ribosylation factor-like 1	AU151560	chr12q23.3	Underexpressed in H/TCRBCL
206102_at	KIAA0186	KIAA0186 gene product	NM_021067	chr20p11.21	Underexpressed in H/TCRBCL
212604_at	MRPS31	mitochondrial ribosomal protein S31	AI937794	chr13q13.3	Underexpressed in H/TCRBCL
219060_at	FLJ10204	hypothetical protein FLJ10204	NM_018024	chr8q24.13	Underexpressed in H/TCRBCL
218570_at	KBTBD4	kelch repeat and BTB (POZ) domain containing 4	NM_018095	chr11p11.2	Underexpressed in H/TCRBCL
213374_x_at	HIBCH	3-hydroxyisobutyryl-Coenzyme A hydrolase	AW000964	chr2q32.3	Underexpressed in H/TCRBCL
203538_at	CAMLG	calcium modulating ligand /// calcium modulating ligand	NM_001745	chr5q23	Underexpressed in H/TCRBCL
219979_s_at	HSPC138	hypothetical protein HSPC138	NM_016401	chr11q14.1	Underexpressed in H/TCRBCL
219553_at	NME7	non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase) /// non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)	NM_013330	chr1q24	Underexpressed in H/TCRBCL
202351_at	ITGAV	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	AI093579	chr2q31-q32	Underexpressed in H/TCRBCL
219741_x_at	ZNF552	zinc finger protein 552	NM_024762	chr19q13.43	Underexpressed in H/TCRBCL
208670_s_at	CRI1	CREBBP/EP300 inhibitor 1	AF274951	chr15q21.1-q21.2	Underexpressed in H/TCRBCL
202565_s_at	SVIL	supervillin /// supervillin	NM_003174	chr10p11.2	Underexpressed in H/TCRBCL
203058_s_at	PAPSS2	3-phosphoadenosine 5-phosphosulfate synthase 2	AW299958	chr10q23-q24	Underexpressed in H/TCRBCL
213397_x_at	RNASE4	ribonuclease, RNase A family, 4	AI761728	chr14q11.1	Underexpressed in H/TCRBCL
213287_s_at	KRT10	keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)	X14487	chr17q21	Underexpressed in H/TCRBCL
203581_at	RAB4A	RAB4A, member RAS oncogene family /// RAB4A, member RAS oncogene family	BC002438	chr1q42-q43	Underexpressed in H/TCRBCL
203006_at	INPP5A	inositol polyphosphate-5-phosphatase, 40kDa /// inositol polyphosphate-5-phosphatase, 40kDa	NM_005539	chr10q26.3	Underexpressed in H/TCRBCL
219913_s_at	CRNKL1	Crn, crooked neck-like 1 (Drosophila)	NM_016652	chr20p11.2	Underexpressed in H/TCRBCL
201177_s_at	UBA2	SUMO-1 activating enzyme subunit 2 /// SUMO-1 activating enzyme subunit 2	NM_005499	chr19q12	Underexpressed in H/TCRBCL
209751_s_at	SEDLP	spondyloepiphyseal dysplasia, late, pseudogene	AF291676	chr19q13.4	Underexpressed in H/TCRBCL
201304_at	NDUFA5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa /// NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa	NM_005000	chr7q32	Underexpressed in H/TCRBCL
203335_at	PHYH	phytanoyl-CoA hydroxylase (Refsum disease) /// phytanoyl-CoA hydroxylase (Refsum disease)	NM_006214	chr10pter-p11.2	Underexpressed in H/TCRBCL
202933_s_at	YES1	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 /// v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1	NM_005433	chr18p11.31-p11.21	Underexpressed in H/TCRBCL
215034_s_at	TM4SF1	transmembrane 4 superfamily member 1	AI189753	chr3q21-q25	Underexpressed in H/TCRBCL
202346_at	HIP2	huntingtin interacting protein 2 /// huntingtin interacting protein 2	NM_005339	chr4p14	Underexpressed in H/TCRBCL
210293_s_at	SEC23B	Sec23 homolog B (S. cerevisiae) /// Sec23 homolog B (S. cerevisiae)	BC005032	chr20p11.23	Underexpressed in H/TCRBCL
213423_x_at	TUSC3	tumor suppressor candidate 3	AI884858	chr8p22	Underexpressed in H/TCRBCL
214214_s_at	C1QBP	complement component 1, q subcomponent binding protein	AU151801	chr17p13.3	Underexpressed in H/TCRBCL
32032_at	DGCR14	DiGeorge syndrome critical region gene 14	L77566	chr22q11.21	Underexpressed in H/TCRBCL
46167_at	TTC4	tetratricopeptide repeat domain 4	W22690	chr1p31.3	Underexpressed in H/TCRBCL
215054_at	EPOR	erythropoietin receptor	H16758	chr19p13.3-p13.2	Underexpressed in H/TCRBCL
218057_x_at	NOC4	neighbor of COX4 /// neighbor of COX4	NM_006067	chr16q24	Underexpressed in H/TCRBCL
206858_s_at	HOXC6	homeo box C6 /// homeo box C6	NM_004503	chr12q13.3	Underexpressed in H/TCRBCL
205771_s_at	AKAP7	A kinase (PRKA) anchor protein 7	AL137063	chr6q23	Underexpressed in H/TCRBCL
217525_at	UNQ564	MVAL564	AW305097	chr11p15.4	Underexpressed in H/TCRBCL
209228_x_at	TUSC3	tumor suppressor candidate 3	U42349	chr8p22	Underexpressed in H/TCRBCL
209513_s_at	C9orf99	chromosome 9 open reading frame 99	BC004331	chr9q33.1	Underexpressed in H/TCRBCL
214658_at	CGI-109	CGI-109 protein	BG286537	chr5q23.1	Underexpressed in H/TCRBCL
214801_at	---	CDNA FLJ11392 fis, clone HEMBA1000575	W88821	chr---	Underexpressed in H/TCRBCL
209388_at	PAPOLA	poly(A) polymerase alpha	BC000927	chr14q32.31	Underexpressed in H/TCRBCL
207002_s_at	PLAGL1	pleiomorphic adenoma gene-like 1 /// pleiomorphic adenoma gene-like 1	NM_002656	chr6q24-q25	Underexpressed in H/TCRBCL
209487_at	RBPMS	RNA binding protein with multiple splicing /// RNA binding protein with multiple splicing	D84109	chr8p12-p11	Underexpressed in H/TCRBCL
209524_at	HDGFRP3	hepatoma-derived growth factor, related protein 3	AK001280	chr15q11.2	Underexpressed in H/TCRBCL
59644_at	BMP2K	BMP2 inducible kinase	AI735391	chr4q21.23	Underexpressed in H/TCRBCL
207996_s_at	C18orf1	chromosome 18 open reading frame 1	NM_004338	chr18p11.2	Underexpressed in H/TCRBCL
217868_s_at	DREV1	DORA reverse strand protein 1	NM_016025	chr16p13-p12	Underexpressed in H/TCRBCL
209118_s_at	TUBA3	tubulin, alpha 3 /// tubulin, alpha 3	AF141347	chr12q12-12q14.3	Underexpressed in H/TCRBCL
210733_at	TRAM1	translocation associated membrane protein 1	AF130055	chr8q13.2	Underexpressed in H/TCRBCL
210466_s_at	PAI-RBP1	PAI-1 mRNA-binding protein	BC002488	chr1p31-p22	Underexpressed in H/TCRBCL
209707_at	PIGK	phosphatidylinositol glycan, class K	AF022913	chr1p31.1	Underexpressed in H/TCRBCL
207513_s_at	ZNF189	zinc finger protein 189 /// zinc finger protein 189	NM_003452	chr9q22-q31	Underexpressed in H/TCRBCL
202666_s_at	BAF53A	BAF53 /// BAF53	NM_004301	chr3q27.1	Underexpressed in H/TCRBCL
219077_s_at	WWOX	WW domain containing oxidoreductase /// WW domain containing oxidoreductase	NM_016373	chr16q23.3-q24.1	Underexpressed in H/TCRBCL
221931_s_at	SEC13L	sec13-like protein	AV701173	chr18p11.21	Underexpressed in H/TCRBCL
201323_at	EBNA1BP2	EBNA1 binding protein 2 /// EBNA1 binding protein 2	NM_006824	chr1p35-p33	Underexpressed in H/TCRBCL
218277_s_at	DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40	NM_024612	chr17q23.2	Underexpressed in H/TCRBCL
219670_at	FLJ11588	hypothetical protein FLJ11588	NM_024603	chr1p33	Underexpressed in H/TCRBCL
203787_at	SSBP2	single-stranded DNA binding protein 2 /// single-stranded DNA binding protein 2	NM_012446	chr5q14.1	Underexpressed in H/TCRBCL
205091_x_at	RECQL	RecQ protein-like (DNA helicase Q1-like)	NM_002907	chr12p12	Underexpressed in H/TCRBCL
209387_s_at	TM4SF1	transmembrane 4 superfamily member 1	M90657	chr3q21-q25	Underexpressed in H/TCRBCL
203002_at	AMOTL2	angiomotin like 2 /// angiomotin like 2	NM_016201	chr3q21-q22	Underexpressed in H/TCRBCL
218989_x_at	SLC30A5	solute carrier family 30 (zinc transporter), member 5	NM_022902	chr5q12.1	Underexpressed in H/TCRBCL
221568_s_at	LIN7C	lin-7 homolog C (C. elegans)	AF090900	chr11p14	Underexpressed in H/TCRBCL
212499_s_at	C14orf32	chromosome 14 open reading frame 32	AK025580	chr14q22.2	Underexpressed in H/TCRBCL
203493_s_at	KIAA0092	translokin	AL525206	chr11q21	Underexpressed in H/TCRBCL
202371_at	FLJ21174	hypothetical protein FLJ21174	NM_024863	chrxq22.2	Underexpressed in H/TCRBCL
212294_at	GNG12	guanine nucleotide binding protein (G protein), gamma 12	BG111761	chr1p31.2	Underexpressed in H/TCRBCL
202418_at	YIF1	Yip1 interacting factor homolog (S. cerevisiae) /// Yip1 interacting factor homolog (S. cerevisiae)	NM_020470	chr11q13	Underexpressed in H/TCRBCL
219134_at	ELTD1	EGF, latrophilin and seven transmembrane domain containing 1 /// EGF, latrophilin and seven transmembrane domain containing 1	NM_022159	chr1p33-p32	Underexpressed in H/TCRBCL
204566_at	PPM1D	protein phosphatase 1D magnesium-dependent, delta isoform /// protein phosphatase 1D magnesium-dependent, delta isoform	NM_003620	chr17q23.3	Underexpressed in H/TCRBCL
218158_s_at	APPL	adaptor protein containing pH domain, PTB domain and leucine zipper motif 1 /// adaptor protein containing pH domain, PTB domain and leucine zipper motif 1	NM_012096	chr3p21.1-p14.3	Underexpressed in H/TCRBCL
204271_s_at	EDNRB	endothelin receptor type B /// endothelin receptor type B	M74921	chr13q22	Underexpressed in H/TCRBCL
208674_x_at	DDOST	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	BC002594	chr1p36.1	Underexpressed in H/TCRBCL
218842_at	FLJ21908	hypothetical protein FLJ21908	NM_024604	chr12q13.11	Underexpressed in H/TCRBCL
212872_s_at	USP49	ubiquitin specific protease 49	AK023092	chr6p21.1	Underexpressed in H/TCRBCL
209678_s_at	PRKCI	protein kinase C, iota /// protein kinase C, iota	L18964	chr3q26.3	Underexpressed in H/TCRBCL
205541_s_at	GSPT2	G1 to S phase transition 2	NM_018094	chrxp11.23-p11.21	Underexpressed in H/TCRBCL
208127_s_at	SOCS5	suppressor of cytokine signaling 5	NM_014011	chr2p21	Underexpressed in H/TCRBCL
203339_at	SLC25A12	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	AI887457	chr2q24	Underexpressed in H/TCRBCL
202393_s_at	TIEG	TGFB inducible early growth response /// TGFB inducible early growth response	NM_005655	chr8q22.2	Underexpressed in H/TCRBCL
214259_s_at	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	AI144075	chr1p35.1-p36.23	Underexpressed in H/TCRBCL
212244_at	GRINL1A	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A	AL050091	chr15q22.1	Underexpressed in H/TCRBCL
209871_s_at	APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like) /// amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like)	AB014719	chr15q11-q12	Underexpressed in H/TCRBCL
212685_s_at	TBL2	transducin (beta)-like 2	AI608789	chr7q11.23	Underexpressed in H/TCRBCL
212653_s_at	NACSIN	NPF/calponin-like protein	AB020710	chr2p15	Underexpressed in H/TCRBCL
222379_at	KCNE4	potassium voltage-gated channel, Isk-related family, member 4	AI002715	chr2q36.3	Underexpressed in H/TCRBCL
209512_at	C9orf99	chromosome 9 open reading frame 99	BC004331	chr9q33.1	Underexpressed in H/TCRBCL
218694_at	ARMCX1	armadillo repeat containing, X-linked 1	NM_016608	chrxq21.33-q22.2	Underexpressed in H/TCRBCL
213258_at	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	BF511231	chr2q31-q32.1	Underexpressed in H/TCRBCL
212364_at	MYO1B	myosin IB	BF432550	chr2q12-q34	Underexpressed in H/TCRBCL
218363_at	C14orf114	chromosome 14 open reading frame 114	NM_018199	chr14q24.1	Underexpressed in H/TCRBCL
218901_at	PLSCR4	phospholipid scramblase 4 /// phospholipid scramblase 4	NM_020353	chr3q24	Underexpressed in H/TCRBCL
203208_s_at	CHPPR	likely ortholog of chicken chondrocyte protein with a poly-proline region	NM_014637	chr8q12.3	Underexpressed in H/TCRBCL
218150_at	ARL5	ADP-ribosylation factor-like 5 /// ADP-ribosylation factor-like 5	NM_012097	chr2q24.1	Underexpressed in H/TCRBCL
203373_at	SOCS2	suppressor of cytokine signaling 2 /// suppressor of cytokine signaling 2	NM_003877	chr12q	Underexpressed in H/TCRBCL
219149_x_at	DBR1	debranching enzyme homolog 1 (S. cerevisiae) /// debranching enzyme homolog 1 (S. cerevisiae)	NM_016216	chr3q22.3	Underexpressed in H/TCRBCL
219006_at	C6orf66	chromosome 6 open reading frame 66	NM_014165	chr6q16.3	Underexpressed in H/TCRBCL
204731_at	TGFBR3	transforming growth factor, beta receptor III (betaglycan, 300kDa) /// transforming growth factor, beta receptor III (betaglycan, 300kDa)	NM_003243	chr1p33-p32	Underexpressed in H/TCRBCL
