Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
92401_at	Mm.4088	Ltc4s	leukotriene C4 synthase	-10.77	-3.43	0.23	0	-4.16	-2.7	PP PPP
93078_at	Mm.263124	Ly6a	lymphocyte antigen 6 complex, locus A	2.37	1.25	0.21	0.01	0.58	1.91	PP PPP
101487_f_at	Mm.788	Ly6e	lymphocyte antigen 6 complex, locus E	2.39	1.26	0.11	0	0.89	1.62	PP PPP
162057_f_at	Mm.209935	Lyric-pending	lyric	1.76	0.81	0.04	0	0.67	0.95	PP PPP
100611_at	Mm.45436	Lyzs	lysozyme	-8.16	-3.03	0.11	0	-3.37	-2.69	PP PPP
101753_s_at	Mm.177539	Lzp-s	P lysozyme structural	-9.44	-3.24	0.13	0	-3.65	-2.83	PP PPP
98402_at	Mm.3350	Macf1	microtubule-actin crosslinking factor 1	1.76	0.81	0.1	0	0.5	1.13	PP PPP
99632_at	Mm.43444	Mad2l1	MAD2 (mitotic arrest deficient, homolog)-like 1 (yeast)	6.12	2.61	0.15	0	2.13	3.1	PP PPA
102983_at	Mm.15185	Madh1	MAD homolog 1 (Drosophila)	2.58	1.37	0.14	0	0.92	1.82	PP PPA
102984_g_at	Mm.15185	Madh1	MAD homolog 1 (Drosophila)	2.73	1.45	0.07	0	1.24	1.66	PP PPP
104536_at	Mm.2334	Madh2	MAD homolog 2 (Drosophila)	-1.72	-0.78	0.07	0	-1	-0.56	PP PPP
102919_at	Mm.162	Mafk	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)	-1.49	-0.58	0.1	0.01	-0.89	-0.27	PP PPP
96703_at	Mm.27578	Maged1	melanoma antigen, family D, 1	1.54	0.63	0.1	0.01	0.3	0.96	PP PPP
160579_at	Mm.117294	Man1a	mannosidase 1, alpha	-1.83	-0.87	0.16	0.01	-1.39	-0.35	PP PPP
104628_at	Mm.2433	Man2a1	mannosidase 2, alpha 1	-1.66	-0.73	0.12	0.01	-1.1	-0.36	PP PPP
160287_at	Mm.28357	Map1lc3	microtubule-associated protein 1 light chain 3	-1.57	-0.65	0.11	0.01	-0.98	-0.31	PP PPP
160288_at	Mm.28357	Map1lc3	microtubule-associated protein 1 light chain 3	-2.17	-1.11	0.12	0	-1.5	-0.73	PP PPP
103416_at	Mm.18856	Mapk6	mitogen-activated protein kinase 6	-1.67	-0.74	0.09	0	-1.02	-0.47	PP PPP
96767_at	Mm.66056	Mbc2	membrane bound C2 domain containing protein	-2.5	-1.32	0.13	0	-1.74	-0.91	PP PPP
96354_at	Mm.141993	Mbnl	muscleblind-like (Drosophila)	2.09	1.07	0.12	0	0.69	1.44	PP PPP
93093_at	Mm.1639	Mcl1	myeloid cell leukemia sequence 1	-2.11	-1.08	0.14	0	-1.51	-0.65	PP PPP
93112_at	Mm.16711	Mcm2	minichromosome maintenance deficient 2 mitotin (S. cerevisiae)	2.03	1.02	0.09	0	0.73	1.31	PP PPP
100062_at	Mm.4502	Mcm3	minichromosome maintenance deficient 3 (S. cerevisiae)	3.27	1.71	0.15	0	1.24	2.18	PP PPA
160496_s_at	Mm.4502	Mcm3	minichromosome maintenance deficient 3 (S. cerevisiae)	3.08	1.62	0.1	0	1.3	1.94	PP PPP
93041_at	Mm.1500	Mcm4	minichromosome maintenance deficient 4 homolog (S. cerevisiae)	1.97	0.98	0.17	0.01	0.44	1.53	PP PPP
100156_at	Mm.5048	Mcm5	minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	3.62	1.86	0.14	0	1.41	2.3	PP PPP
93356_at	Mm.18923	Mcm7	minichromosome maintenance deficient 7 (S. cerevisiae)	2.09	1.07	0.16	0.01	0.56	1.57	PP PPP
93339_at	Mm.18706	Mdm4	transformed mouse 3T3 cell double minute 4	4.16	2.06	0.17	0	1.5	2.61	PP PPA
104590_at	Mm.259194	Mef2c	myocyte enhancer factor 2C	1.54	0.63	0.08	0.01	0.36	0.9	PP PPA
104592_i_at	Mm.259194	Mef2c	myocyte enhancer factor 2C	1.87	0.9	0.1	0	0.6	1.21	PP PPA
97282_at	Mm.268613	Mela	melanoma antigen	85.57	6.42	0.19	0	5.81	7.03	PP PPP
96087_at	Mm.2672	Mgat1	mannoside acetylglucosaminyltransferase 1	-1.69	-0.76	0.08	0	-1.02	-0.49	PP PPP
103641_at	Mm.20377	MGC29254	hypothetical protein MGC29254	1.84	0.88	0.16	0.01	0.37	1.4	PP PPP
101523_at	Mm.213045	MGC37309	hypothetical protein MGC37309	1.54	0.62	0.09	0.01	0.35	0.9	PP PPP
99457_at	Mm.4078	Mki67	antigen identified by monoclonal antibody Ki 67	9.18	3.2	0.22	0	2.51	3.88	PP PPA
101007_at	Mm.42126	Mknk2	MAP kinase-interacting serine/threonine kinase 2	-2.22	-1.15	0.13	0	-1.56	-0.74	PP PPP
97203_at	Mm.2769	Mlp	MARCKS-like protein	1.74	0.8	0.09	0	0.5	1.1	PP PPA
95338_s_at	Mm.2055	Mmp12	matrix metalloproteinase 12	-4.2	-2.07	0.11	0	-2.41	-1.73	PP PPP
95339_r_at	Mm.2055	Mmp12	matrix metalloproteinase 12	-3.07	-1.62	0.08	0	-1.88	-1.36	PP PPP
92300_at	Mm.3759	Mnt	max binding protein	-1.53	-0.61	0.1	0.01	-0.92	-0.3	PP PPP
99071_at	Mm.3999	Mpeg1	macrophage expressed gene 1	-3.24	-1.7	0.22	0	-2.39	-1.01	PP PPP
97803_at	Mm.2814	Mpp1	membrane protein, palmitoylated	-4.21	-2.08	0.14	0	-2.53	-1.62	PP PPP
94792_at	Mm.1227	Msr1	macrophage scavenger receptor 1	-1.63	-0.7	0.14	0.01	-1.14	-0.27	PP PPP
100046_at	Mm.443	Mthfd2	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	3.43	1.78	0.17	0	1.23	2.33	PP PPP
104427_at	Mm.200250	Mtmr13	myotubularin related protein 13	2	1	0.09	0	0.72	1.28	PP PPP
160626_at	Mm.18535	Myef2	myelin basic protein expression factor 2, repressor	1.71	0.77	0.11	0.01	0.44	1.11	PP PPA
100923_at	Mm.60590	Myo10	myosin X	2.9	1.54	0.11	0	1.19	1.88	PP PPA
101708_at	Mm.271061	Myo1f	myosin IF	-1.93	-0.95	0.14	0.01	-1.4	-0.5	PP PPP
94060_at	Mm.226873	Myo1h	myosin 1H	-1.94	-0.96	0.17	0.01	-1.5	-0.41	PP PPP
98571_s_at	Mm.3746	Naca	nascent polypeptide-associated complex alpha polypeptide	1.59	0.67	0.11	0.01	0.32	1.02	PP PPP
97385_at	Mm.190650	Nagk	N-acetylglucosamine kinase	-1.83	-0.87	0.16	0.01	-1.39	-0.36	PP PPP
98587_at	Mm.3797	Nap1l1	nucleosome assembly protein 1-like 1	1.54	0.62	0.1	0.01	0.29	0.95	PP PPP
95070_at	Mm.29192	Nars	asparaginyl-tRNA synthetase	2.02	1.02	0.1	0	0.68	1.35	PP PPA
103491_at	Mm.34977	Nav1	neuron navigator 1	1.7	0.77	0.15	0.01	0.3	1.24	PP PPP
97763_at	Mm.4149	Ncf1	neutrophil cytosolic factor 1	-3.65	-1.87	0.14	0	-2.3	-1.43	PP PPP
103662_at	Mm.2068	Ncf4	neutrophil cytosolic factor 4	-1.79	-0.84	0.11	0	-1.18	-0.5	PP PPP
100144_at	Mm.270297	Ncl	nucleolin	2.55	1.35	0.06	0	1.16	1.54	PP PPP
94910_at	Mm.24105	Nde1	nuclear distribution gene E homolog 1 (A nidulans)	1.57	0.66	0.11	0.01	0.31	1	PP PPP
93025_at	Mm.102496	Ndfip1	Nedd4 family interacting protein 1	-1.74	-0.8	0.11	0.01	-1.14	-0.45	PP PPP
160464_s_at	Mm.4063	Ndr1	N-myc downstream regulated 1	5.13	2.36	0.2	0	1.72	3	PP PPP
96596_at	Mm.30837	Ndrl	N-myc downstream regulated-like	5.06	2.34	0.16	0	1.81	2.86	PP PPP
96909_at	Mm.3014	Ndufab1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1	1.68	0.75	0.1	0.01	0.43	1.07	PP PPP
93519_s_at	Mm.196	Nedd8	neural precursor cell expressed, developmentally down-regulated gene 8	-1.75	-0.81	0.11	0	-1.15	-0.47	PP PPP
103549_at	Mm.23742	Nes	nestin	3.99	2	0.19	0	1.39	2.6	PP PPP
92562_at	Mm.1025	Nfe2l2	nuclear, factor, erythroid derived 2, like 2	-1.68	-0.75	0.11	0.01	-1.11	-0.39	PP PPP
101554_at	Mm.170515	Nfkbia	nuclear factor of kappa light chain gene enhancer in B-cells inhibitor, alpha	-1.87	-0.9	0.11	0	-1.27	-0.54	PP PPP
93318_at	Mm.18503	Ninj1	ninjurin 1	-2.35	-1.23	0.12	0	-1.61	-0.86	PP PPP
94236_at	Mm.22330	Nisch	nischarin	1.59	0.67	0.07	0	0.43	0.9	PP PPP
92625_at	Mm.1125	Nme2	expressed in non-metastatic cells 2, protein	-2.24	-1.17	0.1	0	-1.47	-0.86	PP PPP
96641_at	Mm.195392	Noc4	neighbor of Cox4	-1.79	-0.84	0.11	0	-1.2	-0.49	PP PPP
95109_at	Mm.29363	Nol5a	nucleolar protein 5A	1.65	0.73	0.12	0.01	0.35	1.11	PP PPA
97250_at	Mm.27858	Nola3	nucleolar protein family A, member 3	1.61	0.69	0.08	0	0.45	0.93	PP PPP
93830_at	Mm.21559	Nono	non-POU-domain-containing, octamer binding protein	2.3	1.2	0.12	0	0.81	1.58	PP PPP
93831_at	Mm.21559	Nono	non-POU-domain-containing, octamer binding protein	2.04	1.03	0.15	0.01	0.54	1.52	PP PPA
99564_at	Mm.42196	Np95	nuclear protein 95	2.29	1.19	0.18	0.01	0.61	1.78	PP PPP
98114_at	Mm.3484	Npc1	Niemann Pick type C1	-2.36	-1.24	0.15	0	-1.73	-0.76	PP PPP
160344_at	Mm.29454	Npc2	Niemann Pick type C2	-2.25	-1.17	0.16	0.01	-1.67	-0.67	PP PPP
101634_at	Mm.6343	Npm1	nucleophosmin 1	2.77	1.47	0.09	0	1.19	1.75	PP PPP
161090_i_at	Mm.218639	Npn3	neoplastic progression 3	-2.51	-1.33	0.11	0	-1.67	-0.98	PP PPP
103235_at	Mm.154796	Npy	neuropeptide Y	-3.18	-1.67	0.24	0.01	-2.43	-0.91	PP PPP
94362_at	Mm.256975	Nras	neuroblastoma ras oncogene	-1.81	-0.86	0.07	0	-1.09	-0.62	PP PPP
103654_at	Mm.20450	Nsbp1	nucleosome binding protein 1	1.65	0.73	0.09	0	0.45	1	PP PPP
98146_at	Mm.35698	Nup88	nucleoporin 88	1.57	0.65	0.08	0	0.4	0.9	PP PPP
100570_at	Mm.5856	Nyren18-pending	NY-REN-18 antigen	-1.4	-0.48	0.06	0	-0.67	-0.29	PP PPP
93600_at	Mm.4756	Obrgrp	leptin receptor gene-related protein	-1.95	-0.96	0.19	0.01	-1.56	-0.36	PP PPP
96879_at	Mm.30074	Ogdh	oxoglutarate dehydrogenase (lipoamide)	-1.68	-0.75	0.13	0.01	-1.15	-0.34	PP PPP
95712_at	Mm.29709	Orc6l	origin recognition complex, subunit 6-like (S. cerevisiae)	1.59	0.67	0.12	0.01	0.28	1.05	PP PPP
95586_at	Mm.27861	P2rx4	purinergic receptor P2X, ligand-gated ion channel 4	-3.77	-1.92	0.19	0	-2.51	-1.33	PP PPP
100720_at	Mm.2642	Pabpc1	poly A binding protein, cytoplasmic 1	2.23	1.16	0.09	0	0.88	1.44	PP PPP
98454_at	Mm.34650	Palm	paralemmin	-1.82	-0.86	0.18	0.02	-1.42	-0.3	PP PPP
95491_at	Mm.2507	Park7	Parkinson disease (autosomal recessive, early onset) 7	2.33	1.22	0.09	0	0.92	1.52	PP PPP
92621_at	Mm.111	Pcbp2	poly(rC) binding protein 2	2.72	1.44	0.13	0	1.02	1.86	PP PPP
101065_at	Mm.7141	Pcna	proliferating cell nuclear antigen	3.13	1.65	0.12	0	1.25	2.04	PP PPP
96128_at	Mm.28130	Pctk3	PCTAIRE-motif protein kinase 3	3.13	1.65	0.15	0	1.17	2.13	PP PPP
98102_at	Mm.34775	Pdha1	pyruvate dehydrogenase E1 alpha 1	-1.53	-0.61	0.11	0.01	-0.95	-0.27	PP PPP
92810_at	Mm.12775	Pdk3	pyruvate dehydrogenase kinase, isoenzyme 3	1.55	0.63	0.07	0	0.39	0.86	PP PPA
100554_at	Mm.5567	Pdlim1	PDZ and LIM domain 1 (elfin)	-2.78	-1.47	0.19	0	-2.07	-0.88	PP PPP
100548_at	Mm.544	Pea15	phosphoprotein enriched in astrocytes 15	1.7	0.76	0.11	0.01	0.41	1.12	PP PPP
101468_at	Mm.8308	Pfc	properdin factor, complement	-2.23	-1.16	0.18	0.01	-1.72	-0.59	PP PPP
97833_at	Mm.108076	Pfkp	phosphofructokinase, platelet	3.74	1.9	0.13	0	1.48	2.33	PP PPP
97834_g_at	Mm.108076	Pfkp	phosphofructokinase, platelet	3.82	1.94	0.11	0	1.59	2.28	PP PPA
160091_at	Mm.16783	Pgam1	phosphoglycerate mutase 1	1.63	0.71	0.09	0	0.42	1	PP PPP
93039_at	Mm.14894	Pgcp-pending	plasma glutamate carboxypeptidase	1.63	0.7	0.13	0.01	0.28	1.13	PP PPA
93346_at	Mm.188	Pgk1	phosphoglycerate kinase 1	5.52	2.46	0.12	0	2.07	2.86	PP PPP
104208_at	Mm.5718	Pik4ca	phosphatidylinositol 4-kinase, catalytic, alpha polypeptide	-1.89	-0.92	0.18	0.01	-1.48	-0.35	PP PPP
100328_s_at	Mm.87801	Pira3	paired-Ig-like receptor A3	-6.46	-2.69	0.21	0	-3.38	-2.01	PP PPP
98003_at	Mm.3189	Pirb	paired-Ig-like receptor B	-3.73	-1.9	0.3	0.01	-2.86	-0.93	PP PPP
162032_f_at	Mm.216135	Pkm2	pyruvate kinase, muscle	1.84	0.88	0.11	0	0.54	1.22	PP PPP
96066_s_at	Mm.216135	Pkm2	pyruvate kinase, muscle	3.55	1.83	0.08	0	1.59	2.07	PP PPP
96187_at	Mm.260938	Pkp4	plakophilin 4	2.15	1.1	0.11	0	0.74	1.47	PP PPA
99513_at	Mm.4186	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)	3.11	1.64	0.18	0	1.08	2.19	PP PPA
97772_at	Mm.4183	Plau	plasminogen activator, urokinase	2.08	1.06	0.13	0	0.65	1.47	PP PPA
102663_at	Mm.1359	Plaur	urokinase plasminogen activator receptor	-1.65	-0.72	0.14	0.01	-1.16	-0.28	PP PPP
100607_at	Mm.6483	Pld3	phospholipase D3	-6.32	-2.66	0.22	0	-3.36	-1.96	PP PPP
93099_f_at	Mm.16525	Plk	polo-like kinase (Drosophila)	1.84	0.88	0.15	0.01	0.39	1.37	PP PPA
160742_at	Mm.251003	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	-2.59	-1.37	0.11	0	-1.71	-1.03	PP PPP
95009_at	Mm.251003	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	-1.68	-0.75	0.12	0.01	-1.13	-0.37	PP PPP
103207_at	Mm.1923	Pola1	polymerase (DNA directed), alpha 1	1.94	0.95	0.11	0	0.61	1.3	PP PPA
98006_at	Mm.209931	Pola2	polymerase (DNA directed), alpha 2	1.66	0.73	0.11	0.01	0.39	1.06	PP PPP
103057_at	Mm.16549	Pold1	polymerase (DNA directed), delta 1, catalytic subunit	1.9	0.93	0.14	0.01	0.47	1.39	PP PPP
104378_at	Mm.271145	Pon2	paraoxonase 2	-1.91	-0.94	0.14	0.01	-1.4	-0.48	PP PPP
99019_at	Mm.3863	Por	P450 (cytochrome) oxidoreductase	-2.51	-1.33	0.19	0.01	-1.93	-0.73	PP PPP
101482_at	Mm.7793	Ppp1cc	protein phosphatase 1, catalytic subunit, gamma isoform	1.71	0.77	0.13	0.01	0.37	1.17	PP PPP
95032_at	Mm.227274	Prc1	protein regulator of cytokinesis 1	3.44	1.78	0.19	0	1.19	2.37	PP PPA
93495_at	Mm.19127	Prdx4	peroxiredoxin 4	2.44	1.29	0.11	0	0.94	1.64	PP PPP
94085_at	Mm.22194	Prg	proteoglycan, secretory granule	-2.45	-1.3	0.25	0.01	-2.09	-0.5	PP PPP
95549_at	Mm.27705	Prim2	DNA primase, p58 subunit	1.73	0.79	0.16	0.02	0.27	1.31	PP PPA
104531_at	Mm.2314	Prkcd	protein kinase C, delta	-1.58	-0.66	0.07	0	-0.89	-0.44	PP PPP
160698_s_at	Mm.2314	Prkcd	protein kinase C, delta	-1.41	-0.5	0.06	0	-0.7	-0.3	PP PPP
98018_at	Mm.3243	Procr	protein C receptor, endothelial	2.06	1.04	0.15	0.01	0.57	1.51	PP PPA
104728_at	Mm.24611	Pros1	protein S (alpha)	-2.13	-1.09	0.23	0.02	-1.81	-0.36	PP PPP
95507_at	Mm.27454	Prps1	phosphoribosyl pyrophosphate synthetase 1	1.81	0.85	0.1	0	0.53	1.18	PP PPA
161476_at	Mm.233010	Psap	prosaposin	-2.47	-1.3	0.14	0	-1.73	-0.87	PP PPP
97114_at	Mm.233010	Psap	prosaposin	-5.2	-2.38	0.15	0	-2.86	-1.9	PP PPP
96295_at	Mm.29902	Psat1	phosphoserine aminotransferase 1	5.77	2.53	0.15	0	2.05	3.01	PP PPA
104256_at	Mm.123225	Pscdbp	pleckstrin homology, Sec7 and coiled-coil domains, binding protein	2.01	1	0.17	0.01	0.47	1.53	PP PPP
104257_g_at	Mm.123225	Pscdbp	pleckstrin homology, Sec7 and coiled-coil domains, binding protein	2.22	1.15	0.2	0.01	0.52	1.77	PP PPP
101931_at	Mm.9440	Ptdss1	phosphatidylserine synthase 1	-1.62	-0.7	0.1	0.01	-1.01	-0.38	PP PPP
160614_at	Mm.245395	Pten	phosphatase and tensin homolog	1.67	0.74	0.12	0.01	0.35	1.12	PP PPA
104538_at	Mm.2339	Ptgis	prostaglandin I2 (prostacyclin) synthase	-1.67	-0.74	0.14	0.01	-1.2	-0.28	PP PPP
161694_f_at	Mm.2792	Ptgs1	prostaglandin-endoperoxide synthase 1	1.96	0.97	0.17	0.01	0.43	1.51	PP PPA
95597_at	Mm.2792	Ptgs1	prostaglandin-endoperoxide synthase 1	5.57	2.48	0.15	0	2.01	2.94	PP PPA
94020_at	Mm.21852	Ptk9l	PTK9 protein typrotein tyrosine kinase 9-like (A6-related protein)	1.46	0.54	0.09	0.01	0.26	0.82	PP PPP
100718_at	Mm.19187	Ptma	prothymosin alpha	2.94	1.55	0.08	0	1.31	1.8	PP PPP
94929_at	Mm.2668	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	-2.59	-1.37	0.11	0	-1.73	-1.02	PP PPP
100976_at	Mm.6678	Ptpn9	protein tyrosine phosphatase, non-receptor type 9	1.67	0.74	0.07	0	0.52	0.95	PP PPP
101048_at	Mm.143846	Ptprc	protein tyrosine phosphatase, receptor type, C	1.5	0.59	0.09	0.01	0.3	0.88	PP PPP
101298_g_at	Mm.143846	Ptprc	protein tyrosine phosphatase, receptor type, C	1.64	0.71	0.11	0.01	0.38	1.05	PP PPP
101932_at	Mm.945	Ptpre	protein tyrosine phosphatase, receptor type, E	-1.76	-0.82	0.08	0	-1.08	-0.55	PP PPP
101027_s_at	Mm.6856	Pttg1	pituitary tumor-transforming 1	1.91	0.94	0.08	0	0.67	1.21	PP PPP
103398_at	Mm.18714	Pxn	paxillin	-1.8	-0.85	0.09	0	-1.14	-0.55	PP PPP
95096_at	Mm.2655	Qk	quaking	1.63	0.71	0.07	0	0.48	0.93	PP PPP
92882_at	Mm.14530	Rab1	RAB1, member RAS oncogene family	-1.6	-0.68	0.1	0.01	-1	-0.37	PP PPP
97415_at	Mm.260157	Rab3d	RAB3D, member RAS oncogene family	-1.63	-0.7	0.12	0.01	-1.09	-0.31	PP PPP
95785_s_at	Mm.4268	Rab7	RAB7, member RAS oncogene family	-1.87	-0.9	0.13	0.01	-1.3	-0.5	PP PPP
99587_at	Mm.4268	Rab7	RAB7, member RAS oncogene family	-2	-1	0.11	0	-1.34	-0.67	PP PPP
95516_at	Mm.25306	Rab9	RAB9, member RAS oncogene family	-1.49	-0.58	0.09	0.01	-0.85	-0.31	PP PPP
103579_at	Mm.1972	Rac2	RAS-related C3 botulinum substrate 2	1.56	0.64	0.1	0.01	0.33	0.94	PP PPP
94953_at	Mm.27141	Racgap1	Rac GTPase-activating protein 1	2.72	1.44	0.22	0.01	0.76	2.13	PP PPA
94768_at	Mm.182628	Rad21	RAD21 homolog (S. pombe)	4.1	2.04	0.1	0	1.72	2.35	PP PPP
100459_at	Mm.4888	Rad50	RAD50 homolog (S. cerevisiae)	1.63	0.7	0.11	0.01	0.35	1.06	PP PPA
102649_s_at	Mm.87808	Raet1c	retinoic acid early transcript gamma	2.12	1.08	0.18	0.01	0.52	1.64	PP PPP
98602_at	Mm.3833	Rangap1	RAN GTPase activating protein 1	1.68	0.74	0.1	0.01	0.42	1.07	PP PPP
98603_s_at	Mm.3833	Rangap1	RAN GTPase activating protein 1	1.68	0.75	0.08	0	0.49	1	PP PPP
102028_at	Mm.248291	Rassf5	Ras association (RalGDS/AF-6) domain family 5	1.62	0.69	0.12	0.01	0.32	1.07	PP PPP
92647_at	Mm.12145	Rbbp4	retinoblastoma binding protein 4	1.69	0.76	0.1	0	0.45	1.06	PP PPP
93081_at	Mm.270186	Rbbp7	retinoblastoma binding protein 7	3.09	1.63	0.13	0	1.2	2.06	PP PPP
104476_at	Mm.2994	Rbl1	retinoblastoma-like 1 (p107)	2.34	1.23	0.1	0	0.9	1.55	PP PPA
160192_at	Mm.24718	Rbmxrt	RNA binding motif protein, X chromosome retrogene	1.84	0.88	0.15	0.01	0.4	1.36	PP PPA
92610_at	Mm.138450	Rdbp	RD RNA-binding protein	1.63	0.71	0.08	0	0.46	0.96	PP PPP
101056_at	Mm.7051	Rdx	radixin	1.63	0.7	0.12	0.01	0.33	1.08	PP PPA
160633_at	Mm.1886	Refbp1	RNA and export factor binding protein 1	1.61	0.69	0.12	0.01	0.32	1.06	PP PPP
96154_at	Mm.28280	Renbp	renin binding protein	-1.93	-0.95	0.08	0	-1.2	-0.7	PP PPP
102370_at	Mm.254439	retsdr2-pending	retinal short-chain dehydrogenase/reductase 2	-3.49	-1.8	0.15	0	-2.28	-1.32	PP PPP
95612_at	Mm.27997	Rfc5	replication factor C (activator 1) 5	1.78	0.83	0.12	0.01	0.44	1.23	PP PPP
94899_at	Mm.2402	Rhoip3-pending	Rho interacting protein 3	1.94	0.96	0.06	0	0.78	1.13	PP PPP
160827_at	Mm.3069	Rin2	Ras and Rab interactor 2	-1.56	-0.64	0.09	0.01	-0.94	-0.34	PP PPP
161787_f_at	Mm.21873	Ris2	retroviral integration site 2	1.66	0.73	0.09	0	0.44	1.02	PP PPP
94024_at	Mm.21873	Ris2	retroviral integration site 2	1.62	0.69	0.1	0.01	0.37	1.02	PP PPP
96038_at	Mm.175173	Rnase4	ribonuclease, RNase A family 4	2.5	1.32	0.18	0.01	0.76	1.89	PP PPP
100621_at	Mm.6586	Rnh1	ribonuclease/angiogenin inhibitor 1	-4.44	-2.15	0.07	0	-2.36	-1.94	PP PPP
161983_f_at	Mm.6586	Rnh1	ribonuclease/angiogenin inhibitor 1	-2.13	-1.09	0.21	0.01	-1.78	-0.41	PP PPP
93819_at	Mm.21507	Rnp24-pending	coated vesicle membrane protein	-1.76	-0.81	0.1	0	-1.14	-0.49	PP PPP
160324_at	Mm.29073	Rpa3	replication protein A3	2.48	1.31	0.12	0	0.93	1.69	PP PPA
161327_f_at	Mm.268885	Rpl10a	ribosomal protein L10A	1.59	0.67	0.11	0.01	0.31	1.02	PP PPP
100711_at	Mm.268885	Rpl10a	ribosomal protein L10A	2.14	1.1	0.12	0	0.71	1.49	PP PPP
102109_at	Mm.42578	Rpl13	ribosomal protein L13	1.97	0.98	0.05	0	0.81	1.15	PP PPP
92834_at	Mm.180458	Rpl13a	ribosomal protein L13a	2.3	1.2	0.13	0	0.8	1.6	PP PPP
160476_f_at	Mm.41923	Rpl18	ribosomal protein L18	1.89	0.92	0.07	0	0.69	1.14	PP PPP
97483_at	Mm.30806	Rpl19	ribosomal protein L19	1.86	0.9	0.13	0.01	0.48	1.32	PP PPP
96290_f_at	Mm.29896	Rpl21	ribosomal protein L21	1.66	0.73	0.08	0	0.48	0.99	PP PPP
161127_i_at	Mm.107869	Rpl24	ribosomal protein L24	1.71	0.77	0.11	0.01	0.44	1.11	PP PPP
100729_at	Mm.3229	Rpl26	ribosomal protein L26	1.66	0.73	0.09	0	0.44	1.03	PP PPP
101573_f_at	Mm.142380	Rpl27a	ribosomal protein L27a	2.16	1.11	0.09	0	0.82	1.4	PP PPP
101680_at	Mm.142380	Rpl27a	ribosomal protein L27a	2.73	1.45	0.08	0	1.19	1.7	PP PPP
100727_at	Mm.3111	Rpl28	ribosomal protein L28	2.52	1.34	0.13	0	0.94	1.73	PP PPP
100734_at	Mm.3486	Rpl3	ribosomal protein L3	2.05	1.03	0.08	0	0.76	1.3	PP PPP
98119_at	Mm.3487	Rpl30	ribosomal protein L30	2.41	1.27	0.08	0	1	1.54	PP PPP
92628_at	Mm.11376	Rpl36	ribosomal protein L36	2.34	1.22	0.13	0	0.8	1.65	PP PPP
92577_f_at	Mm.10474	Rpl37	ribosomal protein L37	2.77	1.47	0.06	0	1.27	1.68	PP PPP
93822_at	Mm.21529	Rpl37a	ribosomal protein L37a	1.48	0.57	0.07	0	0.34	0.79	PP PPP
160081_at	Mm.14838	Rpl44	ribosomal protein L44	2.17	1.12	0.14	0	0.68	1.55	PP PPP
101129_at	Mm.4419	Rpl5	ribosomal protein L5	1.96	0.97	0.05	0	0.82	1.12	PP PPP
96962_at	Mm.588	Rpl6	ribosomal protein L6	1.88	0.91	0.14	0.01	0.47	1.36	PP PPP
97695_s_at	Mm.37835	Rpl7	ribosomal protein L7	2.34	1.23	0.05	0	1.06	1.39	PP PPP
97696_r_at	Mm.37835	Rpl7	ribosomal protein L7	1.42	0.5	0.05	0	0.33	0.67	PP PPP
98168_at	Mm.725	Rpl7a	ribosomal protein L7a	1.84	0.88	0.11	0	0.54	1.22	PP PPP
96575_at	Mm.30066	Rpl8	ribosomal protein L8	1.84	0.88	0.1	0	0.57	1.19	PP PPP
98085_f_at	Mm.3458	Rpo1-1	RNA polymerase 1-1	1.55	0.63	0.1	0.01	0.33	0.94	PP PPP
97647_at	Mm.702	Rps16	ribosomal protein S16	2.5	1.32	0.11	0	0.96	1.68	PP PPP
99590_at	Mm.42767	Rps17	ribosomal protein S17	1.59	0.67	0.11	0.01	0.31	1.02	PP PPP
98333_at	Mm.42790	Rps18	ribosomal protein S18	2.36	1.24	0.1	0	0.91	1.56	PP PPP
94068_at	Mm.103634	Rps19	ribosomal protein S19	1.94	0.95	0.12	0	0.58	1.33	PP PPP
100686_at	Mm.1129	Rps2	ribosomal protein S2	1.77	0.82	0.08	0	0.58	1.06	PP PPP
96358_at	Mm.30011	Rps23	ribosomal protein S23	1.45	0.54	0.08	0.01	0.28	0.79	PP PPP
98564_f_at	Mm.372	Rps26	ribosomal protein S26	1.8	0.85	0.09	0	0.56	1.14	PP PPP
96300_f_at	Mm.270283	Rps27	ribosomal protein S27	1.91	0.94	0.11	0	0.59	1.29	PP PPP
93030_at	Mm.180003	Rps27a	ribosomal protein S27a	1.96	0.97	0.1	0	0.65	1.29	PP PPP
100758_at	Mm.200920	Rps28	ribosomal protein S28	1.51	0.59	0.09	0.01	0.31	0.87	PP PPP
101137_at	Mm.268870	Rps3	ribosomal protein S3	2.1	1.07	0.06	0	0.87	1.27	PP PPP
