Clone ID	GenBank	UniGene	Symbol	Name	Entrez	Log Fold Change (BCR/ABL Positive/Negative)	q-value
1456937	AA863449	Hs.1154	OVGP1	Oviductal glycoprotein 1, 120kDa (mucin 9, oviductin)	5016	-0.66209459	0.08942669
767176	AA424562	Hs.54673	TNFSF13	Tumor necrosis factor (ligand) superfamily, member 12	8741	0.79068363	0.08942669
343538	W69134	Hs.510396	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)	64919	-0.68248007	0.08942669
593183	AA159620	Hs.5509	EVI2B	Ecotropic viral integration site 2B	2124	0.68763118	0.08942669
395440	AA757429	Hs.431417	AANAT	Arylalkylamine N-acetyltransferase	15	-1.43861684	0.08942669
897504	AA496924	Hs.113874	NF1	Neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)	4763	0.67036563	0.08942669
123724	R01167	Hs.16179	TNFAIP8L2	Tumor necrosis factor, alpha-induced protein 8-like 2	79626	0.93706087	0.08942669
241530	H84480	Hs.171596	EPHA2	EPH receptor B2	1969	0.7351669	0.08942669
855624	AA664101	Hs.76392	ALDH1A1	Aldehyde dehydrogenase 1 family, member A1	216	1.13586646	0.08942669
731240	AA416817	Hs.434255	PSD3	Pleckstrin and Sec7 domain containing 3	23362	0.91411763	0.08942669
740117	AA477347	Hs.166120	IRF7	Interferon regulatory factor 7	3665	0.72836256	0.08942669
824913	AA489023	Hs.434250	FLJ40629	Hypothetical protein FLJ40629	150468	-0.77499206	0.08942669
866633	AA679150	Hs.244590	BTBD3	BTB (POZ) domain containing 3	22903	0.76349768	0.08942669
26487	R12854	Hs.64064	KCNH3	Potassium voltage-gated channel, subfamily H (eag-related), member 3	23416	-1.22351313	0.08942669
502446	AA156796	Hs.120323	DNAPTP6	DNA polymerase-transactivated protein 6	26010	1.7289527	0.08942669
1468764	AA889055	Hs.571466	CSMD1	CUB and Sushi multiple domains 1	64478	-1.2559192	0.08942669
235180	H78670	Hs.388584	SDCCAG1	Serologically defined colon cancer antigen 1	9147	-1.42561205	0.08942669
449037	AA777396	Hs.517419	KLHL22	Kelch-like 22 (Drosophila)	84861	-1.8850236	0.08942669
37820	R59359	Hs.368264	PPP2R5C	Protein phosphatase 2, regulatory subunit B (B56), gamma isoform	5527	-0.93302292	0.08942669
433198	AA680150	Hs.572234	NA	Transcribed locus		0.83784876	0.08942669
431231	AA682527	Hs.381870	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2	30008	0.72241828	0.08942669
1049301	AA620764	Hs.133982	ERN1	Endoplasmic reticulum to nucleus signalling 1	2081	0.73455353	0.08942669
244354	NA	NA	NA	NA	NA	-0.99688289	0.08942669
449270	NA	NA	NA	NA	NA	-1.7458507	0.08942669
241043	H91303	Hs.523789	NA	Full-length cDNA clone CS0DI085YB07 of Placenta Cot 25-normalized of Homo sapiens (human)	NA	0.92728137	0.08942669
1551151	AA933641	Hs.187624	FLJ20674	Hypothetical protein FLJ20674	54621	0.92187496	0.08942669
1899334	AI289185	Hs.435579	BRDG1	BCR downstream signaling 1	26228	1.00214627	0.08942669
274512	R85279	Hs.483906	NS4ATP2	Hypothetical protein LOC56757	79685	1.05814588	0.08942669
1662493	AI084509	Hs.134830	COL8A1	Collagen, type VIII, alpha 1	1295	-0.56239863	0.08942669
1898089	AI306471	Hs.151334	NA	Transcribed locus	NA	0.77815877	0.08942669
1656136	AI034168	NA	NA	NA	NA	-1.14937504	0.08942669
1854408	AI242105	Hs.12	CEACAM4	Carcinoembryonic antigen-related cell adhesion molecule 4	1089	0.94674087	0.08942669
2420963	AI815229	Hs.584968	LILRB3	Leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	11025	0.57252777	0.08942669
2541203	AW028368	Hs.513797	SLC7A5	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	8140	-0.80926862	0.08942669
731095	AA421171	Hs.234545	CDCA1	Cell division cycle associated 1	83540	-0.62824327	0.08942669
418185	W90522	Hs.444229	ARHGAP24	Rho GTPase activating protein 24	83478	1.2867182	0.08942669
138337	R68091	Hs.110489	KIAA1571	KIAA1571 protein	57683	-0.63200982	0.08942669
195162	R91953	Hs.514941	MOV10	Mov10, Moloney leukemia virus 10, homolog (mouse)	4343	0.63344591	0.09689099
971199	AA774941	Hs.410969	NTRK3	Neurotrophic tyrosine kinase, receptor, type 3	4916	-1.6123213	0.09689099
1500631	AA886286	Hs.505777	DDIT3	DNA-damage-inducible transcript 3	1649	-1.85319566	0.09689099
51070	H17115	Hs.556063	GATS	Opposite strand transcription unit to STAG3	352954	0.85686797	0.09689099
126341	R06438	Hs.477375	MYLK	Myosin, light polypeptide kinase	4638	0.85586644	0.09689099
755037	AA411323	Hs.496646	IL13RA1	Interleukin 13 receptor, alpha 1	3597	0.9637838	0.09689099
594120	AA169469	Hs.8364	PDK4	Pyruvate dehydrogenase kinase, isozyme 4	5166	0.69102938	0.09689099
447509	AA702254	Hs.351874	HLA-DOA	Major histocompatibility complex, class II, DO alpha	3111	0.71682036	0.09689099
1420370	AA857035	Hs.515785	BLVRB	Biliverdin reductase B (flavin reductase (NADPH))	645	-1.64387904	0.09689099
201819	H48233	Hs.5298	ADIPOR1	Adiponectin receptor 1	51094	-0.9198887	0.09689099
79254	T58146	Hs.520017	HCP5	HLA complex P5	10866	0.900779	0.09689099
239611	H79533	Hs.117848	HBE1	Hemoglobin, epsilon 1	3046	-1.47492826	0.09689099
714106	AA284668	Hs.77274	PLAU	Plasminogen activator, urokinase	5328	0.56564382	0.09689099
261519	H98636	Hs.472860	CD40	CD40 antigen (TNF receptor superfamily member 5)	958	0.70327505	0.09689099
182390	AI668624	Hs.436191	NA	Full length insert cDNA YO61A08	NA	-0.68608911	0.09689099
780937	AA429657	Hs.32984	SYT11	Synaptotagmin XI	23208	0.70941178	0.09689099
786069	AA448660	Hs.504003	BACE1	Beta-site APP-cleaving enzyme 1	23621	0.7311288	0.09689099
236124	AI820828	Hs.449585	IGLC2	Immunoglobulin lambda joining 3	3538	-1.09416529	0.09689099
1011676	AA229851	Hs.492599	EIF3S3	Eukaryotic translation initiation factor 3, subunit 3 gamma, 40kDa	8667	0.9982264	0.09689099
244686	N54297	Hs.114191	ZCCHC2	Zinc finger, CCHC domain containing 2	54877	-0.62246424	0.09689099
263769	H99694	Hs.21374	NA	Transcribed locus	NA	-1.13740203	0.09689099
786672	AA451891	Hs.174768	RAPGEF5	Rap guanine nucleotide exchange factor (GEF) 5	9771	0.78499206	0.09689099
773286	AA425299	Hs.396783	SLC9A3R1	Solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	9368	0.54071543	0.09689099
502518	AA156802	Hs.439726	LAMB2	Laminin, beta 2 (laminin S)	3913	0.99861676	0.09689099
121114	T96381	Hs.302145	HBG2	Myosin, light polypeptide 4, alkali; atrial, embryonic	3048	-1.5829729	0.09689099
1636166	AI016027	Hs.517622	UNC84B	Unc-84 homolog B (C. elegans)	25777	0.6449493	0.09689099
854592	AA669142	Hs.517499	GRAP2	GRB2-related adaptor protein 2	9402	-0.81030204	0.09689099
431832	AA678044	Hs.397729	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	3157	0.86878794	0.09689099
1291956	AA707453	Hs.433146	FLJ43855	Similar to sodium- and chloride-dependent creatine transporter	386757	-1.04255965	0.09689099
745363	AA625672	Hs.237396	LOC388279	Hypothetical gene supported by AF275804	388279	-0.9452623	0.09689099
897807	AA598531	Hs.465221	FECH	Ferrochelatase (protoporphyria)	2235	-1.1606554	0.09689099
1466438	AA885491	Hs.371856	ZC3H7A	Zinc finger CCCH-type containing 7A	29066	0.84999994	0.09689099
280831	N50684	Hs.558670	DGKH	Diacylglycerol kinase, eta	160851	0.69236885	0.09689099
234183	H70631	Hs.122514	SLC25A37	Solute carrier family 25, member 37	51312	-1.52667727	0.09689099
884720	AA629559	Hs.408385	PAQR9	Progestin and adipoQ receptor family member IX	344838	-0.84135136	0.09689099
429387	AA007394	Hs.584746	CHN2	Chimerin (chimaerin) 2	1124	-0.98117652	0.09689099
141758	R69602	Hs.191591	NA	HSPC324	NA	1.26980936	0.09689099
1893864	AI280269	NA	NA	NA	NA	-0.55184418	0.09689099
1656025	AI168608	Hs.146949	NA	Transcribed locus	NA	-1.19410173	0.09689099
1657642	AI040063	Hs.132005	NA	Transcribed locus	NA	0.69251196	0.09689099
2490680	AI972955	Hs.534032	TARP	TCR gamma alternate reading frame protein	445347	1.09065187	0.09689099
2569769	AW084638	Hs.155097	CA2	Carbonic anhydrase II	760	-1.60979326	0.09689099
1554564	AA931050	Hs.339809	CPNE2	Copine II	221184	0.79796494	0.09689099
243370	N38967	Hs.34341	CD58	CD58 antigen, (lymphocyte function-associated antigen 3)	965	0.63297383	0.09689099
