Affy-ID	gene	chromosomal locus	expression with respect to all cases	expression with respect to cases with +11 and normal
203683_s_at	VEGFB	11q13	present at least in one case	present at least in one case
223371_s_at	DNAJC4	11q13	present at least in one case	present at least in one case
210130_s_at	TM7SF2	11q13	present at least in one case	present at least in one case
209038_s_at	EHD1	11q13	present at least in one case	present at least in one case
214368_at	RASGRP2	11q13	present at least in one case	present at least in one case
212009_s_at	STIP1	11q13	present at least in one case	present at least in one case
219883_at	KCNK4	11q13	present at least in one case	present at least in one case
214310_s_at	ZFPL1	11q13	present at least in one case	present at least in one case
230489_at	CD5	11q13	present at least in one case	present at least in one case
206580_s_at	EFEMP2	11q13	present at least in one case	present at least in one case
202996_at	POLD4	11q13	present at least in one case	present at least in one case
223828_s_at	LGALS12	11q13	present at least in one case	present at least in one case
206371_at	FOLR3	11q13	present at least in one case	present at least in one case
206781_at	DNAJC4	11q13	present at least in one case	present at least in one case
1487_at	ESRRA	11q13	present at least in one case	present at least in one case
201059_at	EMS1	11q13	present at least in one case	present at least in one case
213330_s_at	STIP1	11q13	present at least in one case	present at least in one case
228444_at	ARRB1	11q13	present at least in one case	present at least in one case
209428_s_at	ZFPL1	11q13	present at least in one case	present at least in one case
205333_s_at	RCE1	11q13	present at least in one case	present at least in one case
209497_s_at	MGC10871	11q13	present at least in one case	present at least in one case
213919_at	DNAJC4	11q13	present at least in one case	present at least in one case
232169_x_at	NDUFS8	11q13	present at least in one case	present at least in one case
203252_at	DOC-1R	11q13	present at least in one case	present at least in one case
219025_at	TEM1	11q13	present at least in one case	present at least in one case
203657_s_at	CTSF	11q13	present at least in one case	present at least in one case
209878_s_at	RELA	11q13	present at least in one case	present at least in one case
203189_s_at	NDUFS8	11q13	present at least in one case	present at least in one case
213718_at	MGC10871	11q13	present at least in one case	present at least in one case
52164_at	C11orf24	11q13	present at least in one case	present at least in one case
222221_x_at	EHD1	11q13	present at least in one case	present at least in one case
203522_at	CCS	11q13	present at least in one case	present at least in one case
232012_at	CAPN1	11q13	present at least in one case	present at least in one case
213958_at	CD6	11q13	present at least in one case	present at least in one case
209037_s_at	EHD1	11q13	present at least in one case	present at least in one case
222868_s_at	IL18BP	11q13	present at least in one case	present at least in one case
206782_s_at	DNAJC4	11q13	present at least in one case	present at least in one case
222756_s_at	ARRB1	11q13	present at least in one case	present at least in one case
211004_s_at	ALDH3B1	11q13	present at least in one case	present at least in one case
204420_at	FOSL1	11q13	present at least in one case	present at least in one case
203378_at	PCF11	11q13	present at least in one case	present at least in one case
202564_x_at	ARL2	11q13	present at least in one case	present at least in one case
218641_at	MGC3032	11q13	present at least in one case	present at least in one case
222912_at	ARRB1	11q13	present at least in one case	present at least in one case
205640_at	ALDH3B1	11q13	present at least in one case	present at least in one case
200752_s_at	CAPN1	11q13	present at least in one case	present at least in one case
202116_at	REQ	11q13	present at least in one case	present at least in one case
204164_at	SIPA1	11q13	present at least in one case	present at least in one case
218463_s_at	MUS81	11q13	present at least in one case	present at least in one case
202645_s_at	MEN1	11q13	present at least in one case	present at least in one case
212680_x_at	PPP1R14B	11q13	present at least in one case	present at least in one case
202418_at	YIF1P	11q13	present at least in one case	present at least in one case
225090_at	HRD1	11q13	present at least in one case	present at least in one case
200747_s_at	NUMA1	11q13	present at least in one case	present at least in one case
217928_s_at	C11orf23	11q13	present at least in one case	present at least in one case
228622_s_at	DNAJC4	11q13	present at least in one case	present at least in one case
208112_x_at	EHD1	11q13	present at least in one case	present at least in one case
203190_at	NDUFS8	11q13	present at least in one case	present at least in one case
38447_at	ADRBK1	11q13	present at least in one case	present at least in one case
201401_s_at	ADRBK1	11q13	present at least in one case	present at least in one case
200924_s_at	SLC3A2	11q13	present at least in one case	present at least in one case
222994_at	PRDX5	11q13	present at least in one case	present at least in one case
214369_s_at	RASGRP2	11q13	present at least in one case	present at least in one case
208714_at	NDUFV1	11q13	present at least in one case	present at least in one case
209039_x_at	EHD1	11q13	present at least in one case	present at least in one case
200846_s_at	PPP1CA	11q13	present at least in one case	present at least in one case
222467_s_at	C11orf23	11q13	present at least in one case	present at least in one case
208206_s_at	RASGRP2	11q13	present at least in one case	present at least in one case
201717_at	MRPL49	11q13	present at least in one case	present at least in one case
224564_s_at	RTN3	11q13	present at least in one case	present at least in one case
219549_s_at	RTN3	11q13	present at least in one case	present at least in one case
200997_at	RBM4	11q13	present at least in one case	present at least in one case
208997_s_at	UCP2	11q13	present at least in one case	present at least in one case
201783_s_at	RELA	11q13	present at least in one case	present at least in one case
200824_at	GSTP1	11q13	present at least in one case	present at least in one case
208313_s_at	SF1	11q13	present at least in one case	present at least in one case
214211_at	VMD2	11q13	present at least in one case	present at least in one case
208998_at	UCP2	11q13	present at least in one case	present at least in one case
200748_s_at	FTH1	11q13	present at least in one case	present at least in one case
200021_at - HG-U133B	CFL1	11q13	present at least in one case	present at least in one case
200021_at - HG-U133A	CFL1	11q13	present at least in one case	present at least in one case
200019_s_at - HG-U133B	FAU	11q13	present at least in one case	present at least in one case
200019_s_at - HG-U133A	FAU	11q13	present at least in one case	present at least in one case
204922_at	FLJ22531	11q13.1	absent in all cases	absent in all cases
207743_at	PRO1880	11q13.1	absent in all cases	absent in all cases
207745_at	CABP2	11q13.1	absent in all cases	absent in all cases
213308_at	SHANK2	11q13.1	absent in all cases	absent in all cases
215830_at	SHANK2	11q13.1	absent in all cases	absent in all cases
218906_x_at	KLC2	11q13.1	absent in all cases	absent in all cases
219887_at	FLJ10786	11q13.1	absent in all cases	absent in all cases
222053_at	FLJ11136	11q13.1	absent in all cases	absent in all cases
222643_s_at	BBS1	11q13.1	absent in all cases	absent in all cases
223761_at	FGF19	11q13.1	absent in all cases	absent in all cases
227727_at	MGC21621	11q13.1	absent in all cases	absent in all cases
229142_s_at	BBS1	11q13.1	absent in all cases	absent in all cases
231194_at	FLJ30934	11q13.1	absent in all cases	absent in all cases
232091_s_at	LOC254359	11q13.1	absent in all cases	absent in all cases
233018_at	FLJ21749	11q13.1	absent in all cases	absent in all cases
235614_at	MGC33486	11q13.1	absent in all cases	absent in all cases
237230_at	GPHA2	11q13.1	absent in all cases	absent in all cases
228676_at	ORAOV1	11q13.1	present at least in one case	absent in all cases
215829_at	SHANK2	11q13.1	present at least in one case	absent in all cases
243681_at	SHANK2	11q13.1	present at least in one case	present at least in one case
224139_at	LOC220070	11q13.1	present at least in one case	present at least in one case
228072_at	SYT12	11q13.1	present at least in one case	present at least in one case
218804_at	FLJ10261	11q13.1	present at least in one case	present at least in one case
220557_s_at	PACS1	11q13.1	present at least in one case	present at least in one case
231978_at	TPC2	11q13.1	present at least in one case	present at least in one case
215695_s_at	PACS1	11q13.1	present at least in one case	present at least in one case
214240_at	GAL	11q13.1	present at least in one case	present at least in one case
235431_s_at	MGC35521	11q13.1	present at least in one case	present at least in one case
228203_at	B3GNT6	11q13.1	present at least in one case	present at least in one case
221754_s_at	CORO1B	11q13.1	present at least in one case	present at least in one case
219919_s_at	SSH-3	11q13.1	present at least in one case	present at least in one case
227549_x_at	LOC254359	11q13.1	present at least in one case	present at least in one case
239635_at	MGC15912	11q13.1	present at least in one case	present at least in one case
231625_at	SLC22A9	11q13.1	present at least in one case	present at least in one case
202065_s_at	PPFIA1	11q13.1	present at least in one case	present at least in one case
219491_at	MGC3103	11q13.1	present at least in one case	present at least in one case
204266_s_at	CHK	11q13.1	present at least in one case	present at least in one case
207466_at	GAL	11q13.1	present at least in one case	present at least in one case
210236_at	PPFIA1	11q13.1	present at least in one case	present at least in one case
203114_at	SSSCA1	11q13.1	present at least in one case	present at least in one case
223682_s_at	MGC11102	11q13.1	present at least in one case	present at least in one case
230481_at	ACY-3	11q13.1	present at least in one case	present at least in one case
205955_at	FLJ11136	11q13.1	present at least in one case	present at least in one case
213307_at	SHANK2	11q13.1	present at least in one case	present at least in one case
244214_at	MGC35521	11q13.1	present at least in one case	present at least in one case
204178_s_at	RBM14	11q13.1	present at least in one case	present at least in one case
210235_s_at	PPFIA1	11q13.1	present at least in one case	present at least in one case
205211_s_at	RIN1	11q13.1	present at least in one case	present at least in one case
208987_s_at	FBXL11	11q13.1	present at least in one case	present at least in one case
229251_s_at	TPC2	11q13.1	present at least in one case	present at least in one case
203777_s_at	RPS6KB2	11q13.1	present at least in one case	present at least in one case
231858_x_at	LOC91056	11q13.1	present at least in one case	present at least in one case
204233_s_at	CHK	11q13.1	present at least in one case	present at least in one case
221534_at	P5326	11q13.1	present at least in one case	present at least in one case
203188_at	B3GNT6	11q13.1	present at least in one case	present at least in one case
229250_at	TPC2	11q13.1	present at least in one case	present at least in one case
221755_at	DKFZp762C186	11q13.1	present at least in one case	present at least in one case
239377_at	MGC11102	11q13.1	present at least in one case	present at least in one case
218531_at	FLJ21749	11q13.1	present at least in one case	present at least in one case
219241_x_at	SSH-3	11q13.1	present at least in one case	present at least in one case
202066_at	PPFIA1	11q13.1	present at least in one case	present at least in one case
51192_at	SSH-3	11q13.1	present at least in one case	present at least in one case
208989_s_at	FBXL11	11q13.1	present at least in one case	present at least in one case
91703_at	DKFZp762C186	11q13.1	present at least in one case	present at least in one case
218471_s_at	BBS1	11q13.1	present at least in one case	present at least in one case
224658_x_at	PACS1	11q13.1	present at least in one case	present at least in one case
208988_at	FBXL11	11q13.1	present at least in one case	present at least in one case
200051_at - HG-U133B	SART1	11q13.1	present at least in one case	present at least in one case
200051_at - HG-U133A	SART1	11q13.1	present at least in one case	present at least in one case
223305_at	MGC	11q13.1	present at least in one case	present at least in one case
210125_s_at	BANF1	11q13.1	present at least in one case	present at least in one case
64486_at	CORO1B	11q13.1	present at least in one case	present at least in one case
200619_at	SF3B2	11q13.1	present at least in one case	present at least in one case
214450_at	CTSW	11q13.1	present at least in one case	present at least in one case
202041_s_at	FIBP	11q13.1	present at least in one case	present at least in one case
226453_at	FLJ20974	11q13.1	present at least in one case	present at least in one case
202306_at	POLR2G	11q13.1	present at least in one case	present at least in one case
210343_s_at	SLC22A6	11q13.1-q13.2	absent in all cases	absent in all cases
216599_x_at	SLC22A6	11q13.1-q13.2	absent in all cases	absent in all cases
210687_at	CPT1A	11q13.1-q13.2	present at least in one case	present at least in one case
203634_s_at	CPT1A	11q13.1-q13.2	present at least in one case	present at least in one case
210688_s_at	CPT1A	11q13.1-q13.2	present at least in one case	present at least in one case
204828_at	RAD9	11q13.1-q13.2	present at least in one case	present at least in one case
203633_at	CPT1A	11q13.1-q13.2	present at least in one case	present at least in one case
203391_at	FKBP2	11q13.1-q13.3	present at least in one case	present at least in one case
203652_at	MAP3K11	11q13.1-q13.3	present at least in one case	present at least in one case
204134_at	PDE2A	11q13.2	absent in all cases	absent in all cases
224510_s_at	SKD3	11q13.2	absent in all cases	absent in all cases
231452_at	HRLP5	11q13.2	absent in all cases	absent in all cases
220353_at	FLJ10661	11q13.2	present at least in one case	present at least in one case
222566_at	CGI-85	11q13.2	present at least in one case	present at least in one case
203756_at	P164RHOGEF	11q13.2	present at least in one case	present at least in one case
226717_at	LOC220074	11q13.2	present at least in one case	present at least in one case
36612_at	KIAA0280	11q13.2	present at least in one case	present at least in one case
231050_at	HRLP5	11q13.2	present at least in one case	present at least in one case
231302_at	KIAA0769	11q13.2	present at least in one case	present at least in one case
221845_s_at	SKD3	11q13.2	present at least in one case	present at least in one case
219021_at	FLJ11099	11q13.2	present at least in one case	present at least in one case
212357_at	KIAA0280	11q13.2	present at least in one case	present at least in one case
218242_s_at	CGI-85	11q13.2	present at least in one case	present at least in one case
227060_at	TNFRSF19L	11q13.2	present at least in one case	present at least in one case
212516_at	CENTD2	11q13.2	present at least in one case	present at least in one case
218840_s_at	FLJ10631	11q13.2	present at least in one case	present at least in one case
203620_s_at	KIAA0769	11q13.2	present at least in one case	present at least in one case
34206_at	CENTD2	11q13.2	present at least in one case	present at least in one case
222759_at	CGI-85	11q13.2	present at least in one case	present at least in one case
204218_at	DKFZP564M082	11q13.2	present at least in one case	present at least in one case
225883_at	FLJ00012	11q13.2	present at least in one case	present at least in one case
223009_at	FLJ20625	11q13.2	present at least in one case	present at least in one case
238246_at	MTL5	11q13.2-q13.3	absent in all cases	absent in all cases
219786_at	MTL5	11q13.2-q13.3	present at least in one case	present at least in one case
215980_s_at	IGHMBP2	11q13.2-q13.4	present at least in one case	present at least in one case
31861_at	IGHMBP2	11q13.2-q13.4	present at least in one case	present at least in one case
201790_s_at	DHCR7	11q13.2-q13.5	present at least in one case	present at least in one case
201791_s_at	DHCR7	11q13.2-q13.5	present at least in one case	present at least in one case
201045_s_at	RAB6A	11q13.3	absent in all cases	absent in all cases
207491_at	FLJ22644	11q13.3	absent in all cases	absent in all cases
213273_at	DKFZP564O0423	11q13.3	absent in all cases	absent in all cases
218245_at	E2IG4	11q13.3	absent in all cases	absent in all cases
219545_at	MGC2376	11q13.3	absent in all cases	absent in all cases
220583_at	FLJ22596	11q13.3	absent in all cases	absent in all cases
230557_at	FLJ00225	11q13.3	absent in all cases	absent in all cases
231321_s_at	PHCA	11q13.3	absent in all cases	absent in all cases
232428_at	LOC220021	11q13.3	absent in all cases	absent in all cases
237666_at	FLJ00225	11q13.3	absent in all cases	absent in all cases
224327_s_at	DGAT2	11q13.3	present at least in one case	absent in all cases
220268_at	PTD015	11q13.3	present at least in one case	present at least in one case
229873_at	LOC283219	11q13.3	present at least in one case	present at least in one case
219012_s_at	C11ORF30	11q13.3	present at least in one case	present at least in one case
213343_s_at	PP1665	11q13.3	present at least in one case	present at least in one case
231708_at	DKFZP586P0123	11q13.3	present at least in one case	present at least in one case
223818_s_at	HBXAP	11q13.3	present at least in one case	present at least in one case
226064_s_at	DGAT2	11q13.3	present at least in one case	present at least in one case
201048_x_at	RAB6A	11q13.3	present at least in one case	present at least in one case
235149_at	FLJ32029	11q13.3	present at least in one case	present at least in one case
229198_at	KIAA1372	11q13.3	present at least in one case	present at least in one case
230936_at	TSARG3	11q13.3	present at least in one case	present at least in one case
222807_at	C11ORF30	11q13.3	present at least in one case	present at least in one case
219500_at	CLC	11q13.3	present at least in one case	present at least in one case
58916_at	MGC2376	11q13.3	present at least in one case	present at least in one case
217841_s_at	PME-1	11q13.3	present at least in one case	present at least in one case
242847_at	C11ORF30	11q13.3	present at least in one case	present at least in one case
218166_s_at	HBXAP	11q13.3	present at least in one case	present at least in one case
204960_at	PTPRCAP	11q13.3	present at least in one case	present at least in one case
222687_s_at	PHCA	11q13.3	present at least in one case	present at least in one case
218957_s_at	FLJ11848	11q13.3	present at least in one case	present at least in one case
221599_at	PTD015	11q13.3	present at least in one case	present at least in one case
221600_s_at	PTD015	11q13.3	present at least in one case	present at least in one case
222541_at	HBXAP	11q13.3	present at least in one case	present at least in one case
222806_s_at	C11ORF30	11q13.3	present at least in one case	present at least in one case
222688_at	PHCA	11q13.3	present at least in one case	present at least in one case
213199_at	DKFZP586P0123	11q13.3	present at least in one case	present at least in one case
32502_at	PP1665	11q13.3	present at least in one case	present at least in one case
222689_at	PHCA	11q13.3	present at least in one case	present at least in one case
238417_at	FLJ32029	11q13.3	present at least in one case	present at least in one case
202535_at	FADD	11q13.3	present at least in one case	present at least in one case
233193_x_at	MGC16733	11q13.3	present at least in one case	present at least in one case
229256_at	FLJ32029	11q13.3	present at least in one case	present at least in one case
229553_at	FLJ32029	11q13.3	present at least in one case	present at least in one case
36552_at	DKFZP586P0123	11q13.3	present at least in one case	present at least in one case
220647_s_at	E2IG2	11q13.3	present at least in one case	present at least in one case
203258_at	DRAP1	11q13.3	present at least in one case	present at least in one case
222521_x_at	NDUFC2	11q13.3	present at least in one case	present at least in one case
206936_x_at	NDUFC2	11q13.3	present at least in one case	present at least in one case
225169_at	MGC16733	11q13.3	present at least in one case	present at least in one case
219217_at	FLJ23441	11q13.3	present at least in one case	present at least in one case
226739_at	FLJ00225	11q13.3	present at least in one case	present at least in one case
219162_s_at	MRPL11	11q13.3	present at least in one case	present at least in one case
218281_at	MRPL48	11q13.3	present at least in one case	present at least in one case
222540_s_at	HBXAP	11q13.3	present at least in one case	present at least in one case
49077_at	PME-1	11q13.3	present at least in one case	present at least in one case
201782_s_at	AIP	11q13.3	present at least in one case	present at least in one case
203853_s_at	GAB2	11q13.3	present at least in one case	present at least in one case
201239_s_at	KIAA0102	11q13.3	present at least in one case	present at least in one case
201047_x_at	RAB6A	11q13.3	present at least in one case	present at least in one case
218101_s_at	NDUFC2	11q13.3	present at least in one case	present at least in one case
201240_s_at	KIAA0102	11q13.3	present at least in one case	present at least in one case
214609_at	PHOX2A	11q13.3-q13.4	present at least in one case	present at least in one case
229619_at	FOLR2	11q13.3-q13.5	absent in all cases	absent in all cases
239194_at	RPS3	11q13.3-q13.5	absent in all cases	absent in all cases
204829_s_at	FOLR2	11q13.3-q13.5	present at least in one case	present at least in one case
208692_at	RPS3	11q13.3-q13.5	present at least in one case	present at least in one case
204437_s_at	FOLR1	11q13.3-q14.1	absent in all cases	absent in all cases
219806_s_at	FN5	11q13.3-q23.3	present at least in one case	present at least in one case
229591_at	LRP5	11q13.4	absent in all cases	absent in all cases
209468_at	LRP5	11q13.4	present at least in one case	present at least in one case
204476_s_at	PC	11q13.4-q13.5	absent in all cases	absent in all cases
204158_s_at	TCIRG1	11q13.4-q13.5	present at least in one case	present at least in one case
206737_at	WNT11	11q13.5	absent in all cases	absent in all cases
208373_s_at	P2RY6	11q13.5	absent in all cases	absent in all cases
211103_at	MYO7A	11q13.5	absent in all cases	absent in all cases
214517_at	KRN1	11q13.5	absent in all cases	absent in all cases
216082_at	NEU3	11q13.5	absent in all cases	absent in all cases
216083_s_at	NEU3	11q13.5	absent in all cases	absent in all cases
221361_at	OMP	11q13.5	absent in all cases	absent in all cases
222577_at	MDS025	11q13.5	absent in all cases	absent in all cases
228973_at	FLJ37266	11q13.5	absent in all cases	absent in all cases
230994_at	MGC33846	11q13.5	absent in all cases	absent in all cases
211104_s_at	MYO7A	11q13.5	present at least in one case	present at least in one case
207714_s_at	SERPINH2	11q13.5	present at least in one case	present at least in one case
229476_s_at	THRSP	11q13.5	present at least in one case	present at least in one case
231128_at	MGC33846	11q13.5	present at least in one case	present at least in one case
231430_at	MGC33846	11q13.5	present at least in one case	present at least in one case
208189_s_at	MYO7A	11q13.5	present at least in one case	present at least in one case
220572_at	DKFZp547G183	11q13.5	present at least in one case	present at least in one case
206948_at	NEU3	11q13.5	present at least in one case	present at least in one case
229477_at	THRSP	11q13.5	present at least in one case	present at least in one case
33197_at	MYO7A	11q13.5	present at least in one case	present at least in one case
228281_at	FLJ25416	11q13.5	present at least in one case	present at least in one case
203241_at	UVRAG	11q13.5	present at least in one case	present at least in one case
218288_s_at	MDS025	11q13.5	present at least in one case	present at least in one case
209323_at	PRKRIR	11q13.5	present at least in one case	present at least in one case
203835_at	GARP	11q13.5-q14	present at least in one case	present at least in one case
209143_s_at	CLNS1A	11q13.5-q14	present at least in one case	present at least in one case
229046_s_at	PLEKHB1	11q13.5-q14.1	absent in all cases	absent in all cases
229047_at	PLEKHB1	11q13.5-q14.1	present at least in one case	present at least in one case
209504_s_at	PLEKHB1	11q13.5-q14.1	present at least in one case	present at least in one case
206277_at	P2RY2	11q13.5-q14.1	present at least in one case	present at least in one case
215631_s_at	BRMS1	11q13-q13.2	present at least in one case	present at least in one case
222923_s_at	KCNE3	11q13-q14	absent in all cases	absent in all cases
222922_at	KCNE3	11q13-q14	present at least in one case	present at least in one case
206891_at	ACTN3	11q13-q14	present at least in one case	present at least in one case
209615_s_at	PAK1	11q13-q14	present at least in one case	present at least in one case
230100_x_at	PAK1	11q13-q14	present at least in one case	present at least in one case
227647_at	KCNE3	11q13-q14	present at least in one case	present at least in one case
226507_at	PAK1	11q13-q14	present at least in one case	present at least in one case
218925_s_at	FLJ23499	11q13-q22	present at least in one case	present at least in one case
231538_at	FLJ23499	11q13-q22	present at least in one case	present at least in one case
231530_s_at	FLJ23499	11q13-q22	present at least in one case	present at least in one case
222785_x_at	FLJ23499	11q13-q22	present at least in one case	present at least in one case
202977_s_at	ZF	11q14	absent in all cases	absent in all cases
213777_s_at	ZF	11q14	absent in all cases	absent in all cases
223987_at	DKFZP586N2124	11q14	absent in all cases	absent in all cases
239816_at	POLD3	11q14	present at least in one case	present at least in one case
220613_s_at	SYTL2	11q14	present at least in one case	present at least in one case
213580_at	ZF	11q14	present at least in one case	present at least in one case
231588_at	PRCP	11q14	present at least in one case	present at least in one case
226292_at	CAPN5	11q14	present at least in one case	present at least in one case
225496_s_at	SYTL2	11q14	present at least in one case	present at least in one case
213584_s_at	ZF	11q14	present at least in one case	present at least in one case
203134_at	PICALM	11q14	present at least in one case	present at least in one case
205166_at	CAPN5	11q14	present at least in one case	present at least in one case
219412_at	RAB38	11q14	present at least in one case	present at least in one case
223115_at	CRSP6	11q14	present at least in one case	present at least in one case
232914_s_at	SYTL2	11q14	present at least in one case	present at least in one case
202979_s_at	ZF	11q14	present at least in one case	present at least in one case
212836_at	POLD3	11q14	present at least in one case	present at least in one case
202978_s_at	ZF	11q14	present at least in one case	present at least in one case
212511_at	PICALM	11q14	present at least in one case	present at least in one case
215832_x_at	PICALM	11q14	present at least in one case	present at least in one case
221517_s_at	CRSP6	11q14	present at least in one case	present at least in one case
212506_at	PICALM	11q14	present at least in one case	present at least in one case
201494_at	PRCP	11q14	present at least in one case	present at least in one case
207235_s_at	GRM5	11q14.1	absent in all cases	absent in all cases
220389_at	FLJ23514	11q14.1	present at least in one case	absent in all cases
237160_at	MGC34732	11q14.1	present at least in one case	present at least in one case
226279_at	SPUVE	11q14.1	present at least in one case	present at least in one case
202458_at	SPUVE	11q14.1	present at least in one case	present at least in one case
222209_s_at	FLJ22104	11q14.1	present at least in one case	present at least in one case
219979_s_at	HSPC138	11q14.1	present at least in one case	present at least in one case
230326_s_at	HSPC138	11q14.1	present at least in one case	present at least in one case
221622_s_at	HT007	11q14.1	present at least in one case	present at least in one case
223334_at	DKFZp586C1924	11q14.1	present at least in one case	present at least in one case
225646_at	CTSC	11q14.1-q14.3	present at least in one case	present at least in one case
225647_s_at	CTSC	11q14.1-q14.3	present at least in one case	present at least in one case
201487_at	CTSC	11q14.1-q14.3	present at least in one case	present at least in one case
224337_s_at	FZD4	11q14.2	absent in all cases	absent in all cases
229441_at	FZD4	11q14.2	absent in all cases	absent in all cases
211303_x_at	PSMAL / GCP	11q14.2	present at least in one case	absent in all cases
218665_at	FZD4	11q14.2	present at least in one case	present at least in one case
218566_s_at	CHORDC1	11q14.2	present at least in one case	present at least in one case
222743_s_at	FLJ20010	11q14.2-q14.3	present at least in one case	present at least in one case
218789_s_at	FLJ20010	11q14.2-q14.3	present at least in one case	present at least in one case
219773_at	NOX4	11q14.2-q21	present at least in one case	present at least in one case
210656_at	EED	11q14.2-q22.3	present at least in one case	present at least in one case
209572_s_at	EED	11q14.2-q22.3	present at least in one case	present at least in one case
209885_at	ARHD	11q14.3	absent in all cases	absent in all cases
215018_at	KIAA1731	11q14.3	absent in all cases	absent in all cases
225459_at	AMOTL1	11q14.3	absent in all cases	absent in all cases
235277_at	AMOTL1	11q14.3	absent in all cases	absent in all cases
31846_at	ARHD	11q14.3	absent in all cases	absent in all cases
228840_at	AMOTL1	11q14.3	present at least in one case	present at least in one case
225450_at	AMOTL1	11q14.3	present at least in one case	present at least in one case
229851_s_at	PTD012	11q14.3	present at least in one case	present at least in one case
229878_at	KIAA1731	11q14.3	present at least in one case	present at least in one case
223268_at	PTD012	11q14.3	present at least in one case	present at least in one case
204715_at	PANX1	11q14.3	present at least in one case	present at least in one case
218750_at	MGC5306	11q14.3	present at least in one case	present at least in one case
234978_at	FLJ38932	11q14.3	present at least in one case	present at least in one case
229871_at	MGC5306	11q14.3	present at least in one case	present at least in one case
219069_at	FLJ20189	11q14.3	present at least in one case	present at least in one case
222728_s_at	MGC5306	11q14.3	present at least in one case	present at least in one case
221580_s_at	MGC5306	11q14.3	present at least in one case	present at least in one case
222161_at	NAALAD2	11q14.3-q21	present at least in one case	present at least in one case
206630_at	TYR	11q14-q21	present at least in one case	present at least in one case
242788_at	FLJ10251	11q21	absent in all cases	absent in all cases
222953_at	GPR72	11q21	present at least in one case	absent in all cases
241015_at	MGC29667	11q21	present at least in one case	present at least in one case
220693_at	HSPC048	11q21	present at least in one case	present at least in one case
220278_at	FLJ10251	11q21	present at least in one case	present at least in one case
206253_at	DLG2	11q21	present at least in one case	present at least in one case
242456_at	MRE11A	11q21	present at least in one case	present at least in one case
211334_at	MRE11A	11q21	present at least in one case	present at least in one case
242906_at	MGC29667	11q21	present at least in one case	present at least in one case
206734_at	JRKL	11q21	present at least in one case	present at least in one case
235684_s_at	MGC29667	11q21	present at least in one case	present at least in one case
212570_at	KIAA0830	11q21	present at least in one case	present at least in one case
232048_at	MGC33371	11q21	present at least in one case	present at least in one case
235683_at	MGC29667	11q21	present at least in one case	present at least in one case
223301_s_at	FLJ23518	11q21	present at least in one case	present at least in one case
205395_s_at	MRE11A	11q21	present at least in one case	present at least in one case
203491_s_at	KIAA0092	11q21	present at least in one case	present at least in one case
223300_s_at	FLJ23518	11q21	present at least in one case	present at least in one case
212573_at	KIAA0830	11q21	present at least in one case	present at least in one case
203493_s_at	KIAA0092	11q21	present at least in one case	present at least in one case
209862_s_at	KIAA0092	11q21	present at least in one case	present at least in one case
203492_x_at	KIAA0092	11q21	present at least in one case	present at least in one case
230480_at	HIWI2	11q21	present at least in one case	present at least in one case
209893_s_at	FUT4	11q21	present at least in one case	present at least in one case
203494_s_at	KIAA0092	11q21	present at least in one case	present at least in one case
223067_at	HSPC148	11q21	present at least in one case	present at least in one case
209892_at	FUT4	11q21	present at least in one case	present at least in one case
206528_at	TRPC6	11q21-q22	absent in all cases	absent in all cases
206927_s_at	GUCY1A2	11q21-q22	absent in all cases	absent in all cases
208516_at	MTNR1B	11q21-q22	absent in all cases	absent in all cases
231733_at	ICEBERG	11q21-q22	absent in all cases	absent in all cases
217287_s_at	TRPC6	11q21-q22	present at least in one case	present at least in one case
204259_at	MMP7	11q21-q22	present at least in one case	present at least in one case
207452_s_at	CNTN5	11q21-q22.2	present at least in one case	present at least in one case
208464_at	GRIA4	11q22	absent in all cases	absent in all cases
221438_s_at	TEX12	11q22	absent in all cases	absent in all cases
224313_at	AASDHPPT	11q22	absent in all cases	absent in all cases
229471_s_at	SRP46	11q22	absent in all cases	absent in all cases
223799_at	KIAA1826	11q22	present at least in one case	present at least in one case
214649_s_at	MTMR2	11q22	present at least in one case	present at least in one case
239161_at	FDX1	11q22	present at least in one case	present at least in one case
203212_s_at	MTMR2	11q22	present at least in one case	present at least in one case
203211_s_at	MTMR2	11q22	present at least in one case	present at least in one case
227418_at	KIAA1826	11q22	present at least in one case	present at least in one case
210538_s_at	BIRC3	11q22	present at least in one case	present at least in one case
213152_s_at	SRP46	11q22	present at least in one case	present at least in one case
203646_at	FDX1	11q22	present at least in one case	present at least in one case
202170_s_at	AASDHPPT	11q22	present at least in one case	present at least in one case
202169_s_at	AASDHPPT	11q22	present at least in one case	present at least in one case
214789_x_at	SRP46	11q22	present at least in one case	present at least in one case
203647_s_at	FDX1	11q22	present at least in one case	present at least in one case
202076_at	BIRC2	11q22	present at least in one case	present at least in one case
224463_s_at	MGC13040	11q22.1	absent in all cases	absent in all cases
241198_s_at	MGC13040	11q22.1	absent in all cases	absent in all cases
232166_at	KIAA1377	11q22.1	present at least in one case	present at least in one case
223595_at	AD031	11q22.1	present at least in one case	present at least in one case
211967_at	PORIMIN	11q22.1	present at least in one case	present at least in one case
219469_at	FLJ11756	11q22.2	present at least in one case	present at least in one case
223151_at	MGC2714	11q22.2	present at least in one case	present at least in one case
207500_at	CASP5	11q22.2-q22.3	present at least in one case	present at least in one case
213596_at	CASP4	11q22.2-q22.3	present at least in one case	present at least in one case
