Affy ID	Experiment	Control	T score	P value	fold change	annotation
222910_s_at	48.9225	106.345	-1.476177	0.157177	0.521045	Consensus includes gb:W38416 /FEA=EST /DB_XREF=gi:1320017 /DB_XREF=est:zc77h12.s1 /CLONE=IMAGE:328391 /UG=Hs.46780 PXR2b protein /FL=gb:AB032593.1 gb:NM_016559.1
218723_s_at	2079.69125	3024.88375	-8.406823	0	0.652345	gb:NM_014059.1 /DB_XREF=gi:7662650 /GEN=RGC32 /FEA=FLmRNA /CNT=118 /TID=Hs.76640.0 /TIER=FL+Stack /STK=20 /UG=Hs.76640 /LL=28984 /DEF=Homo sapiens RGC32 protein (RGC32), mRNA. /PROD=RGC32 protein /FL=gb:AF036549.1 gb:NM_014059.1
209189_at	1011.2925	542.235	3.057856	0.006775	1.830062	gb:BC004490.1 /DB_XREF=gi:13325363 /FEA=FLmRNA /CNT=139 /TID=Hs.25647.0 /TIER=FL /STK=0 /UG=Hs.25647 /LL=2353 /UG_GENE=FOS /DEF=Homo sapiens, v-fos FBJ murine osteosarcoma viral oncogene homolog, clone MGC:11074, mRNA, complete cds. /PROD=v-fos FBJ murine osteosarcoma viral oncogenehomolog /FL=gb:NM_005252.2 gb:BC004490.1
231786_at	14.8025	20.6775	-1.520245	0.145821	0.455394	Consensus includes gb:BG289306 /FEA=EST /DB_XREF=gi:13045016 /DB_XREF=est:602387423F1 /CLONE=IMAGE:4516421 /UG=Hs.249195 homeo box A13 /FL=gb:NM_000522.1
205125_at	8209.005	11918.46	-4.705831	0.000176	0.68626	gb:NM_006225.1 /DB_XREF=gi:5453909 /GEN=PLCD1 /FEA=FLmRNA /CNT=53 /TID=Hs.80776.0 /TIER=FL+Stack /STK=31 /UG=Hs.80776 /LL=5333 /DEF=Homo sapiens phospholipase C, delta 1 (PLCD1), mRNA. /PROD=phospholipase C, delta 1 /FL=gb:NM_006225.1 gb:U09117.1
231801_at	294.68875	98.0325	1.007625	0.326989	1.409698	Consensus includes gb:AL035682 /DEF=Human DNA sequence from clone 1009H6 on chromosome 20 Contains NFATC2 (nuclear factor of activated T-cells, cytoplasmic 2) gene, ESTs, STSs and GSSs /FEA=mRNA_1 /DB_XREF=gi:5596686 /UG=Hs.248037 nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 /FL=gb:NM_012340.1 gb:U43341.1
200878_at	12609.7225	7109.0275	5.192388	0.000061	1.671878	gb:AF052094.1 /DB_XREF=gi:3360400 /FEA=FLmRNA /CNT=412 /TID=Hs.8136.0 /TIER=Stack /STK=168 /UG=Hs.8136 /LL=2034 /UG_GENE=EPAS1 /UG_TITLE=endothelial PAS domain protein 1 /DEF=Homo sapiens clone 23698 mRNA sequence. /FL=gb:U51626.1 gb:U81984.1 gb:NM_001430.1
204345_at	175.6925	303.07375	-1.513563	0.147498	0.676405	gb:NM_001856.1 /DB_XREF=gi:11386158 /GEN=COL16A1 /FEA=FLmRNA /CNT=73 /TID=Hs.26208.0 /TIER=FL /STK=0 /UG=Hs.26208 /LL=1307 /DEF=Homo sapiens collagen, type XVI, alpha 1 (COL16A1), mRNA. /PROD=collagen, type XVI, alpha 1 /FL=gb:NM_001856.1 gb:M92642.1
220480_at	41.8825	28.91625	-0.999404	0.330846	0.693112	gb:NM_021973.1 /DB_XREF=gi:12545383 /GEN=HAND2 /FEA=FLmRNA /CNT=7 /TID=Hs.36029.0 /TIER=FL /STK=0 /UG=Hs.36029 /LL=9464 /DEF=Homo sapiens heart and neural crest derivatives expressed 2 (HAND2), mRNA. /PROD=basic helix-loop-helix transcription factorHAND2 /FL=gb:NM_021973.1
204904_at	67.57625	114.3875	-1.9763	0.06365	0.433143	gb:NM_002060.1 /DB_XREF=gi:4504002 /GEN=GJA4 /FEA=FLmRNA /CNT=64 /TID=Hs.296310.0 /TIER=FL+Stack /STK=31 /UG=Hs.296310 /LL=2701 /DEF=Homo sapiens gap junction protein, alpha 4, 37kD (connexin 37) (GJA4), mRNA. /PROD=connexin 37 /FL=gb:NM_002060.1 gb:AF180815.1 gb:AF181620.1 gb:M96789.2
217820_s_at	404.9275	557.55125	-1.619024	0.12283	0.687016	gb:NM_018212.1 /DB_XREF=gi:8922657 /GEN=FLJ10773 /FEA=FLmRNA /CNT=265 /TID=Hs.14838.0 /TIER=FL+Stack /STK=65 /UG=Hs.14838 /LL=55740 /DEF=Homo sapiens hypothetical protein FLJ10773 (FLJ10773), mRNA. /PROD=hypothetical protein FLJ10773 /FL=gb:NM_018212.1
222433_at	415.67625	625.02875	-2.183758	0.042459	0.674569	Consensus includes gb:AK025108.1 /DEF=Homo sapiens cDNA: FLJ21455 fis, clone COL04696. /FEA=mRNA /DB_XREF=gi:10437557 /UG=Hs.14838 hypothetical protein FLJ10773 /FL=gb:NM_018212.1
200771_at	648.285	463.43125	3.492906	0.002597	1.64056	gb:NM_002293.2 /DB_XREF=gi:9845497 /GEN=LAMC1 /FEA=FLmRNA /CNT=343 /TID=Hs.214982.0 /TIER=FL+Stack /STK=108 /UG=Hs.214982 /LL=3915 /DEF=Homo sapiens laminin, gamma 1 (formerly LAMB2) (LAMC1), mRNA. /PROD=laminin, gamma 1 precursor /FL=gb:NM_002293.2 gb:J03202.1
219928_s_at	177.09125	83.555	1.866296	0.078379	1.680602	gb:NM_012189.1 /DB_XREF=gi:6912377 /GEN=FSP-2 /FEA=FLmRNA /CNT=21 /TID=Hs.314452.0 /TIER=FL+Stack /STK=10 /UG=Hs.314452 /LL=26256 /DEF=Homo sapiens fibrousheathin II (FSP-2), mRNA. /PROD=fibrousheathin II /FL=gb:NM_012189.1 gb:AF088868.1
221324_at	199.67875	214.885	-1.25796	0.224481	0.660862	gb:NM_019599.1 /DB_XREF=gi:9625042 /GEN=TAS2R1 /FEA=FLmRNA /CNT=3 /TID=Hs.168278.0 /TIER=FL /STK=0 /UG=Hs.168278 /LL=50834 /DEF=Homo sapiens taste receptor, type 2, member 1 (TAS2R1), mRNA. /PROD=taste receptor T2R1 /FL=gb:NM_019599.1
221801_x_at	24.98875	113.9625	-2.380663	0.028536	0.343403	gb:AL566528 /DB_XREF=gi:12918975 /DB_XREF=AL566528 /CLONE=CS0DF020YI15 (3 prime) /FEA=FLmRNA /CNT=134 /TID=Hs.211584.0 /TIER=ConsEnd /STK=1 /UG=Hs.211584 /LL=4747 /UG_GENE=NEFL /UG_TITLE=neurofilament, light polypeptide (68kD) /FL=gb:NM_006158.1
221805_at	70.1375	40.86125	1.614506	0.12381	1.902577	gb:AL537457 /DB_XREF=gi:12800950 /DB_XREF=AL537457 /CLONE=CS0DF025YH07 (3 prime) /FEA=FLmRNA /CNT=134 /TID=Hs.211584.0 /TIER=Stack /STK=35 /UG=Hs.211584 /LL=4747 /UG_GENE=NEFL /UG_TITLE=neurofilament, light polypeptide (68kD) /FL=gb:NM_006158.1
204469_at	129.69875	235.6375	-2.672987	0.015516	0.585994	gb:NM_002851.1 /DB_XREF=gi:4506328 /GEN=PTPRZ1 /FEA=FLmRNA /CNT=88 /TID=Hs.78867.0 /TIER=FL+Stack /STK=39 /UG=Hs.78867 /LL=5803 /DEF=Homo sapiens protein tyrosine phosphatase, receptor-type, Z polypeptide 1 (PTPRZ1), mRNA. /PROD=protein tyrosine phosphatase, receptor-type, Zpolypeptide 1 /FL=gb:M93426.1 gb:NM_002851.1
205507_at	501.14375	732.815	-2.675929	0.015419	0.672255	gb:NM_014958.1 /DB_XREF=gi:7662377 /GEN=KIAA0915 /FEA=FLmRNA /CNT=36 /TID=Hs.16714.0 /TIER=FL+Stack /STK=15 /UG=Hs.16714 /LL=22899 /DEF=Homo sapiens KIAA0915 protein (KIAA0915), mRNA. /PROD=KIAA0915 protein /FL=gb:NM_014958.1 gb:AB020722.1
201464_x_at	8730.4625	4967.995	5.755905	0.000019	1.743417	gb:BG491844 /DB_XREF=gi:13453356 /DB_XREF=602535931T1 /CLONE=IMAGE:4684998 /FEA=FLmRNA /CNT=376 /TID=Hs.78465.0 /TIER=Stack /STK=10 /UG=Hs.78465 /LL=3725 /UG_GENE=JUN /UG_TITLE=v-jun avian sarcoma virus 17 oncogene homolog /FL=gb:NM_002228.2 gb:BC002646.1
201465_s_at	1479.8775	747.3075	3.04913	0.006906	1.935696	gb:BC002646.1 /DB_XREF=gi:12803622 /FEA=FLmRNA /CNT=376 /TID=Hs.78465.0 /TIER=FL+Stack /STK=49 /UG=Hs.78465 /LL=3725 /UG_GENE=JUN /DEF=Homo sapiens, v-jun avian sarcoma virus 17 oncogene homolog, clone MGC:3338, mRNA, complete cds. /PROD=v-jun avian sarcoma virus 17 oncogene homolog /FL=gb:NM_002228.2 gb:BC002646.1
201466_s_at	2346.8725	1117.43375	5.651108	0.000023	2.205005	gb:NM_002228.2 /DB_XREF=gi:7710122 /GEN=JUN /FEA=FLmRNA /CNT=376 /TID=Hs.78465.0 /TIER=FL+Stack /STK=45 /UG=Hs.78465 /LL=3725 /DEF=Homo sapiens v-jun avian sarcoma virus 17 oncogene homolog (JUN), mRNA. /PROD=v-jun avian sarcoma virus 17 oncogene homolog /FL=gb:NM_002228.2 gb:BC002646.1
206529_x_at	238.44625	118.87875	5.669875	0.000022	2.110888	gb:NM_000441.1 /DB_XREF=gi:4505696 /GEN=SLC26A4 /FEA=FLmRNA /CNT=12 /TID=Hs.159275.0 /TIER=FL /STK=0 /UG=Hs.159275 /LL=5172 /DEF=Homo sapiens Pendred syndrome (SLC26A4), mRNA. /PROD=pendrin /FL=gb:NM_000441.1 gb:AF030880.1
209034_at	7921.0375	4931.0325	1.806418	0.087602	1.523044	gb:AF279899.1 /DB_XREF=gi:12751123 /FEA=FLmRNA /CNT=194 /TID=Hs.75969.0 /TIER=FL /STK=0 /UG=Hs.75969 /LL=10957 /UG_GENE=B4-2 /DEF=Homo sapiens PNAS-145 mRNA, complete cds. /PROD=PNAS-145 /FL=gb:U03105.1 gb:NM_006813.1 gb:AF279899.1
207109_at	27.4875	34.22375	-2.052509	0.054952	0.344153	gb:NM_014352.1 /DB_XREF=gi:7657408 /GEN=OCT11 /FEA=FLmRNA /CNT=11 /TID=Hs.227115.0 /TIER=FL /STK=0 /UG=Hs.227115 /LL=25833 /DEF=Homo sapiens POU transcription factor (OCT11), mRNA. /PROD=POU transcription factor /FL=gb:NM_014352.1 gb:AF133895.1 gb:AF162278.1
220338_at	311.985	156.015	2.361835	0.029656	1.882549	gb:NM_018037.1 /DB_XREF=gi:8922306 /GEN=FLJ10244 /FEA=FLmRNA /CNT=10 /TID=Hs.274419.0 /TIER=FL /STK=1 /UG=Hs.274419 /LL=55103 /DEF=Homo sapiens hypothetical protein FLJ10244 (FLJ10244), mRNA. /PROD=hypothetical protein FLJ10244 /FL=gb:NM_018037.1
221456_at	29.6975	22.58	-0.705542	0.489504	0.678223	gb:NM_016943.1 /DB_XREF=gi:8394397 /GEN=TAS2R3 /FEA=FLmRNA /CNT=2 /TID=Hs.272386.0 /TIER=FL /STK=0 /UG=Hs.272386 /LL=50831 /DEF=Homo sapiens taste receptor, type 2, member 3 (TAS2R3), mRNA. /PROD=taste receptor T2R3 /FL=gb:NM_016943.1
205069_s_at	148.4175	255.08	-1.965286	0.065005	0.610098	gb:NM_015071.1 /DB_XREF=gi:7662207 /GEN=KIAA0621 /FEA=FLmRNA /CNT=47 /TID=Hs.132942.0 /TIER=FL /STK=0 /UG=Hs.132942 /LL=23092 /DEF=Homo sapiens GTPase regulator associated with the focal adhesion kinase pp125(FAK); KIAA0621 protein (KIAA0621), mRNA. /PROD=GTPase regulator associated with the focaladhesion kinase pp125(FAK); KIAA0621 protein /FL=gb:NM_015071.1 gb:AF141884.1
205295_at	156.9925	296.9925	-3.577636	0.002152	0.546646	gb:NM_001825.1 /DB_XREF=gi:4502854 /GEN=CKMT2 /FEA=FLmRNA /CNT=72 /TID=Hs.80691.0 /TIER=FL+Stack /STK=38 /UG=Hs.80691 /LL=1160 /DEF=Homo sapiens creatine kinase, mitochondrial 2 (sarcomeric) (CKMT2), nuclear gene encoding mitochondrial protein, mRNA. /PROD=sarcomeric mitochondrial creatine kinaseprecursor /FL=gb:J05401.1 gb:NM_001825.1
206824_at	42.65875	68.415	-2.2927	0.034128	0.61971	gb:NM_016280.1 /DB_XREF=gi:7706474 /GEN=LOC51716 /FEA=FLmRNA /CNT=12 /TID=Hs.278997.0 /TIER=FL /STK=0 /UG=Hs.278997 /LL=51716 /DEF=Homo sapiens carboxylesterase-related protein (LOC51716), mRNA. /PROD=carboxylesterase-related protein /FL=gb:NM_016280.1 gb:AF106005.1
219294_at	2759.71	4345.075	-4.107029	0.000662	0.613244	gb:NM_018132.1 /DB_XREF=gi:8922503 /GEN=FLJ10545 /FEA=FLmRNA /CNT=44 /TID=Hs.88663.0 /TIER=FL+Stack /STK=10 /UG=Hs.88663 /LL=55166 /DEF=Homo sapiens hypothetical protein FLJ10545 (FLJ10545), mRNA. /PROD=hypothetical protein FLJ10545 /FL=gb:NM_018132.1
206825_at	580.4575	532.5325	1.711713	0.104125	1.503573	gb:NM_000916.2 /DB_XREF=gi:12707575 /GEN=OXTR /FEA=FLmRNA /CNT=20 /TID=Hs.2820.0 /TIER=FL /STK=0 /UG=Hs.2820 /LL=5021 /DEF=Homo sapiens oxytocin receptor (OXTR), mRNA. /PROD=oxytocin receptor /FL=gb:NM_000916.2
204753_s_at	37.665	45.0925	-1.675477	0.111125	0.517763	gb:AI810712 /DB_XREF=gi:5397278 /DB_XREF=tt86f08.x1 /CLONE=IMAGE:2248455 /FEA=FLmRNA /CNT=96 /TID=Hs.250692.0 /TIER=Stack /STK=13 /UG=Hs.250692 /LL=3131 /UG_GENE=HLF /UG_TITLE=hepatic leukemia factor /FL=gb:NM_002126.1 gb:M95585.1
219895_at	74.5225	14.6875	3.572644	0.002176	5.812982	gb:NM_017938.1 /DB_XREF=gi:8923642 /GEN=FLJ20716 /FEA=FLmRNA /CNT=17 /TID=Hs.144517.0 /TIER=FL+Stack /STK=9 /UG=Hs.144517 /LL=55026 /DEF=Homo sapiens hypothetical protein FLJ20716 (FLJ20716), mRNA. /PROD=hypothetical protein FLJ20716 /FL=gb:NM_017938.1
207849_at	40.4475	74.26	-1.014081	0.323982	0.624092	gb:NM_000586.1 /DB_XREF=gi:10835148 /GEN=IL2 /FEA=FLmRNA /CNT=11 /TID=Hs.89679.0 /TIER=FL /STK=0 /UG=Hs.89679 /LL=3558 /DEF=Homo sapiens interleukin 2 (IL2), mRNA. /PROD=interleukin 2 /FL=gb:S77834.1 gb:NM_000586.1 gb:U25676.1
206071_s_at	35.8875	77.5225	-1.760975	0.095221	0.467513	gb:NM_005233.1 /DB_XREF=gi:4885210 /GEN=EPHA3 /FEA=FLmRNA /CNT=20 /TID=Hs.123642.0 /TIER=FL /STK=0 /UG=Hs.123642 /LL=2042 /DEF=Homo sapiens EphA3 (EPHA3), mRNA. /PROD=EphA3 /FL=gb:NM_005233.1 gb:M83941.1 gb:AF213459.1
218750_at	2551.94875	4832.25	-6.539589	0.000004	0.538182	gb:NM_024116.1 /DB_XREF=gi:13129135 /GEN=MGC5306 /FEA=FLmRNA /CNT=65 /TID=Hs.301732.0 /TIER=FL /STK=0 /UG=Hs.301732 /LL=79101 /DEF=Homo sapiens hypothetical protein MGC5306 (MGC5306), mRNA. /PROD=hypothetical protein MGC5306 /FL=gb:NM_024116.1 gb:AF275800.1
204304_s_at	146.9675	85.0175	1.3522	0.193057	1.51181	gb:NM_006017.1 /DB_XREF=gi:5174386 /GEN=PROML1 /FEA=FLmRNA /CNT=64 /TID=Hs.112360.0 /TIER=FL+Stack /STK=27 /UG=Hs.112360 /LL=8842 /DEF=Homo sapiens prominin (mouse)-like 1 (PROML1), mRNA. /PROD=prominin (mouse)-like 1 /FL=gb:NM_006017.1 gb:AF027208.1
208508_s_at	67.025	31.92875	1.509596	0.148501	1.648717	gb:NM_030905.1 /DB_XREF=gi:13624330 /GEN=OR2J2 /FEA=FLmRNA /CNT=1 /TID=HsAffx.900161.1101 /TIER=FL /STK=0 /DEF=Homo sapiens olfactory receptor, family 2, subfamily J, member 2 (OR2J2), mRNA. /PROD=olfactory receptor, family 2, subfamily J,member 2 /FL=gb:NM_030905.1
206022_at	79.33875	132.6525	-1.449706	0.164341	0.689904	gb:NM_000266.1 /DB_XREF=gi:4557788 /GEN=NDP /FEA=FLmRNA /CNT=28 /TID=Hs.2839.0 /TIER=FL /STK=0 /UG=Hs.2839 /LL=4693 /DEF=Homo sapiens Norrie disease (pseudoglioma) (NDP), mRNA. /PROD=Norrie disease protein /FL=gb:NM_000266.1
219993_at	113.75375	197.05375	-1.547054	0.139252	0.695524	gb:NM_022454.1 /DB_XREF=gi:11967990 /GEN=FLJ22252 /FEA=FLmRNA /CNT=25 /TID=Hs.97984.0 /TIER=FL+Stack /STK=9 /UG=Hs.97984 /LL=64321 /DEF=Homo sapiens hypothetical protein FLJ22252 similar to SRY-box containing gene 17 (FLJ22252), mRNA. /PROD=hypothetical protein FLJ22252 similar to SRY-boxcontaining gene 17 /FL=gb:NM_022454.1
208048_at	69.725	180.3975	-1.934533	0.068924	0.565468	gb:NM_015727.1 /DB_XREF=gi:7669545 /GEN=TACR1 /FEA=FLmRNA /CNT=2 /TID=Hs.1080.0 /TIER=FL /STK=0 /UG=Hs.1080 /LL=6869 /DEF=Homo sapiens tachykinin receptor 1 (TACR1), transcript variant short, mRNA. /PROD=tachykinin receptor 1, isoform short /FL=gb:M84426.1 gb:NM_015727.1
1553641_a_at	125.00875	226.4075	-1.647962	0.116705	0.567799	gb:NM_052933.1 /DB_XREF=gi:16418410 /TID=Hs2.145223.1 /CNT=8 /FEA=FLmRNA /TIER=FL /STK=1 /LL=114960 /UG_GENE=TSGA13 /UG=Hs.145223 /UG_TITLE=testis specific, 13 /DEF=Homo sapiens testis specific, 13 (TSGA13), mRNA. /FL=gb:NM_052933.1 gb:AF294347.1
205481_at	232.08	358.07875	-3.480267	0.002671	0.646551	gb:NM_000674.1 /DB_XREF=gi:4501946 /GEN=ADORA1 /FEA=FLmRNA /CNT=38 /TID=Hs.77867.0 /TIER=FL+Stack /STK=11 /UG=Hs.77867 /LL=134 /DEF=Homo sapiens adenosine A1 receptor (ADORA1), mRNA. /PROD=adenosine A1 receptor /FL=gb:AB004662.1 gb:L22214.1 gb:S56143.1 gb:NM_000674.1
204395_s_at	219.975	459.0275	-1.848524	0.081023	0.573739	gb:AI338653 /DB_XREF=gi:4075580 /DB_XREF=qt52e03.x1 /CLONE=IMAGE:1951612 /FEA=FLmRNA /CNT=85 /TID=Hs.211569.0 /TIER=Stack /STK=26 /UG=Hs.211569 /LL=2869 /UG_GENE=GPRK5 /UG_TITLE=G protein-coupled receptor kinase 5 /FL=gb:L15388.1 gb:NM_005308.1
219701_at	421.63375	208.7775	3.150402	0.005533	1.782276	gb:NM_014548.1 /DB_XREF=gi:7657646 /GEN=TMOD2 /FEA=FLmRNA /CNT=21 /TID=Hs.125864.0 /TIER=FL /STK=0 /UG=Hs.125864 /LL=29767 /DEF=Homo sapiens tropomodulin 2 (neuronal) (TMOD2), mRNA. /PROD=tropomodulin 2 (neuronal) /FL=gb:AF177169.1 gb:NM_014548.1
210515_at	331.54125	541.745	-3.77691	0.001381	0.599645	gb:M57732.1 /DB_XREF=gi:184264 /GEN=TCF1 /FEA=FLmRNA /CNT=7 /TID=Hs.73888.0 /TIER=FL /STK=2 /UG=Hs.73888 /LL=6927 /DEF=Human hepatic nuclear factor 1 (TCF1) mRNA, complete cds, clones HCL10, HCL12, HCL17, and HCL20. /PROD=hepatic nuclear factor 1 /FL=gb:NM_000545.1 gb:M57732.1
220112_at	1529.85125	1036.6	2.201002	0.041027	1.548825	gb:NM_024669.1 /DB_XREF=gi:13375927 /GEN=FLJ11795 /FEA=FLmRNA /CNT=19 /TID=Hs.84560.0 /TIER=FL /STK=3 /UG=Hs.84560 /LL=79722 /DEF=Homo sapiens hypothetical protein FLJ11795 (FLJ11795), mRNA. /PROD=hypothetical protein FLJ11795 /FL=gb:NM_024669.1
202287_s_at	78.66	213.36875	-2.271114	0.035648	0.440207	gb:NM_002353.1 /DB_XREF=gi:4505056 /GEN=TACSTD2 /FEA=FLmRNA /CNT=188 /TID=Hs.23582.0 /TIER=FL /STK=0 /UG=Hs.23582 /LL=4070 /DEF=Homo sapiens tumor-associated calcium signal transducer 2 (TACSTD2), mRNA. /PROD=tumor-associated calcium signal transducer 2precursor /FL=gb:NM_002353.1
206601_s_at	23.0975	41.3625	-0.911658	0.373997	0.635672	gb:BC005124.1 /DB_XREF=gi:13477300 /FEA=FLmRNA /CNT=20 /TID=Hs.93574.0 /TIER=FL /STK=0 /UG=Hs.93574 /LL=3232 /UG_GENE=HOXD3 /DEF=Homo sapiens, homeo box D3, clone MGC:10470, mRNA, complete cds. /PROD=homeo box D3 /FL=gb:BC005124.1 gb:NM_006898.2
206602_s_at	36.78625	36.48	-0.951474	0.353966	0.662297	gb:NM_006898.2 /DB_XREF=gi:6325468 /GEN=HOXD3 /FEA=FLmRNA /CNT=20 /TID=Hs.93574.0 /TIER=FL+Stack /STK=8 /UG=Hs.93574 /LL=3232 /DEF=Homo sapiens homeo box D3 (HOXD3), mRNA. /PROD=homeo box D3 /FL=gb:BC005124.1 gb:NM_006898.2
208252_s_at	174.4225	439.3225	-2.855934	0.010497	0.345147	gb:NM_004273.1 /DB_XREF=gi:4757985 /GEN=CHST3 /FEA=FLmRNA /CNT=2 /TID=Hs.158304.0 /TIER=FL /STK=0 /UG=Hs.158304 /LL=9469 /DEF=Homo sapiens carbohydrate (chondroitin 6keratan) sulfotransferase 3 (CHST3), mRNA. /PROD=carbohydrate (chondroitin 6keratan)sulfotransferase 3 /FL=gb:AB012192.1 gb:NM_004273.1
208131_s_at	45.3075	120.3	-2.936293	0.008825	0.402371	gb:NM_000961.1 /DB_XREF=gi:13699858 /GEN=PTGIS /FEA=FLmRNA /CNT=1 /TID=HsAffx.900194.78 /TIER=FL /STK=0 /DEF=Homo sapiens prostaglandin I2 (prostacyclin) synthase (PTGIS), mRNA. /PROD=prostaglandin I2 (prostacyclin) synthase /FL=gb:NM_000961.1
202321_at	2902.8075	1819.86	7.974648	0	1.615965	gb:AW299507 /DB_XREF=gi:6709184 /DB_XREF=xs40e12.x1 /CLONE=IMAGE:2772142 /FEA=FLmRNA /CNT=191 /TID=Hs.55498.0 /TIER=ConsEnd /STK=5 /UG=Hs.55498 /LL=9453 /UG_GENE=GGPS1 /UG_TITLE=geranylgeranyl diphosphate synthase 1 /FL=gb:AB019036.1 gb:NM_004837.1 gb:BC005252.1 gb:AF057698.1 gb:AB016043.1 gb:AB017971.1 gb:AF125394.1
203381_s_at	24273.3725	39605.4725	-6.121933	0.000009	0.622278	gb:N33009 /DB_XREF=gi:1153408 /DB_XREF=yy31f09.s1 /CLONE=IMAGE:272873 /FEA=FLmRNA /CNT=183 /TID=Hs.169401.0 /TIER=Stack /STK=42 /UG=Hs.169401 /LL=348 /UG_GENE=APOE /UG_TITLE=apolipoprotein E /FL=gb:K00396.1 gb:M12529.1 gb:BC003557.1 gb:NM_000041.1
203382_s_at	10943.9975	19327.685	-5.538452	0.000029	0.569701	gb:NM_000041.1 /DB_XREF=gi:4557324 /GEN=APOE /FEA=FLmRNA /CNT=183 /TID=Hs.169401.0 /TIER=FL+Stack /STK=54 /UG=Hs.169401 /LL=348 /DEF=Homo sapiens apolipoprotein E (APOE), mRNA. /PROD=apolipoprotein E /FL=gb:K00396.1 gb:M12529.1 gb:BC003557.1 gb:NM_000041.1
201436_at	6243.3825	8773.91	-5.234962	0.000056	0.675047	gb:AI742789 /DB_XREF=gi:5111077 /DB_XREF=wg46c05.x1 /CLONE=IMAGE:2368136 /FEA=FLmRNA /CNT=277 /TID=Hs.79306.0 /TIER=Stack /STK=18 /UG=Hs.79306 /LL=1977 /UG_GENE=EIF4E /UG_TITLE=eukaryotic translation initiation factor 4E /FL=gb:M15353.1 gb:NM_001968.1
205248_at	465.605	156.7175	4.552514	0.000247	2.46513	gb:NM_005128.1 /DB_XREF=gi:4826652 /GEN=C21ORF5 /FEA=FLmRNA /CNT=48 /TID=Hs.129781.0 /TIER=FL /STK=0 /UG=Hs.129781 /LL=9980 /DEF=Homo sapiens chromosome 21 open reading frame 5 (C21ORF5), mRNA. /PROD=chromosome 21 open reading frame 5 /FL=gb:NM_005128.1
205945_at	268.51375	85.8475	2.456422	0.024417	2.024332	gb:NM_000565.1 /DB_XREF=gi:4504672 /GEN=IL6R /FEA=FLmRNA /CNT=29 /TID=Hs.193400.0 /TIER=FL /STK=2 /UG=Hs.193400 /LL=3570 /DEF=Homo sapiens interleukin 6 receptor (IL6R), mRNA. /PROD=interleukin 6 receptor /FL=gb:NM_000565.1
203238_s_at	246.2125	129.1625	1.671304	0.111956	1.536358	gb:NM_000435.1 /DB_XREF=gi:4557798 /GEN=NOTCH3 /FEA=FLmRNA /CNT=145 /TID=Hs.8546.0 /TIER=FL+Stack /STK=81 /UG=Hs.8546 /LL=4854 /DEF=Homo sapiens Notch (Drosophila) homolog 3 (NOTCH3), mRNA. /PROD=Notch (Drosophila) homolog 3 /FL=gb:U97669.1 gb:NM_000435.1
209757_s_at	51.1475	51.29	1.372035	0.186911	2.154773	gb:BC002712.1 /DB_XREF=gi:12803748 /FEA=FLmRNA /CNT=126 /TID=Hs.25960.1 /TIER=FL+Stack /STK=33 /UG=Hs.25960 /LL=4613 /UG_GENE=MYCN /DEF=Homo sapiens, v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived, clone MGC:3962, mRNA, complete cds. /PROD=v-myc avian myelocytomatosis viral relatedoncogene, neuroblastoma derived /FL=gb:BC002712.1 gb:NM_005378.1
204279_at	1947.33375	682.41625	5.989732	0.000012	2.613814	gb:NM_002800.1 /DB_XREF=gi:4506204 /GEN=PSMB9 /FEA=FLmRNA /CNT=70 /TID=Hs.9280.0 /TIER=FL /STK=1 /UG=Hs.9280 /LL=5698 /DEF=Homo sapiens proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional protease 2) (PSMB9), mRNA. /PROD=proteasome (prosome, macropain) subunit, betatype, 9 (large multifunctional protease 2) /FL=gb:U01025.1 gb:NM_002800.1
208812_x_at	325.25	244.39625	1.248264	0.227928	1.429002	gb:BC004489.1 /DB_XREF=gi:13325360 /FEA=FLmRNA /CNT=490 /TID=Hs.277477.0 /TIER=FL+Stack /STK=335 /UG=Hs.277477 /LL=3107 /UG_GENE=HLA-C /DEF=Homo sapiens, major histocompatibility complex, class I, C, clone MGC:11039, mRNA, complete cds. /PROD=major histocompatibility complex, class I, C /FL=gb:U41420.1 gb:U09853.1 gb:U41386.1 gb:U57028.1 gb:M26430.1 gb:M84173.1 gb:M84174.1 gb:M26429.1 gb:M84171.1 gb:M84172.1 gb:M26431.1 gb:L38251.1 gb:BC004489.1 gb:M99390.1 gb:M99389.1 gb:U06696.1 gb:U06695.1 gb:D31817.1 gb:BC002463.1 gb:AF168611.1 gb:NM_002117.1 gb:D83031.1 gb:D50854.1 gb:U06487.1 gb:D50852.1 gb:D50853.1 gb:M28160.1 gb:D49552.1 gb:D49819.1 gb:D38526.1 gb:M99388.1 gb:D64145.1 gb:M24097.1
206332_s_at	2334.0225	1061.52625	4.501747	0.000276	1.916363	gb:NM_005531.1 /DB_XREF=gi:5031778 /GEN=IFI16 /FEA=FLmRNA /CNT=16 /TID=Hs.155530.0 /TIER=FL /STK=0 /UG=Hs.155530 /LL=3428 /DEF=Homo sapiens interferon, gamma-inducible protein 16 (IFI16), mRNA. /PROD=interferon, gamma-inducible protein 16 /FL=gb:M63838.1 gb:NM_005531.1
