Target ID	UniGene ID	GenBank ID	Entrez ID	t-test	fold change (clear cell/nose)
SH2B2		3610390	10603	0.001116228	2.161680465
STIL		6220050	6491	0.008189645	2.16112486
SNRPA		5310195	6626	0.000303799	2.159662957
	Hs.522924	150392	0	1.43E-06	2.159251898
CLN3		6580682	1201	0.002754075	2.159120275
C16ORF35		4150563	8131	2.48E-05	2.158531875
SIGIRR		5860373	59307	0.002708482	2.157427477
RPS21		2690338	6227	0.00496357	2.157353629
GALE		6980162	2582	0.007695755	2.157211741
DKC1		6980327	1736	0.000411832	2.156640678
SUPV3L1		5870040	6832	6.86E-06	2.15628774
C7ORF11		1470390	136647	0.000420762	2.155983695
LOC650298		670010	650298	2.98E-05	2.155668111
LOC201164		1980474	201164	0.004354502	2.154882569
RMI1		770286	80010	0.000704784	2.154505766
WDR57		1690348	9410	1.94E-05	2.153659898
	Hs.529743	160706	0	0.001792017	2.152598532
SOCS3		4230102	9021	0.000439037	2.1502334
NDUFB11		5550377	54539	3.52E-06	2.149332873
C19ORF21		5670341	126353	0.000666483	2.148142374
C18ORF17		3310142	125488	0.005619883	2.146144308
PTPDC1		3520220	138639	0.002933911	2.146128696
C9ORF45		1050050	0	0.000750762	2.14557644
GSG2		2900692	83903	0.002150205	2.14243675
FKBP1A		270292	2280	0.000996284	2.139075445
TLE1		4610543	7088	0.006244774	2.138709504
HCN3		6480674	57657	9.23E-07	2.138265125
ZCCHC14		2710402	23174	0.000721896	2.137645661
NR2C2AP		3060563	126382	0.000266945	2.13761682
LOC652226		1570307	652226	0.002837034	2.1359346
DHX9		3930689	1660	6.44E-07	2.134915339
DHX9		2900379	1660	2.71E-06	2.134456281
COQ10A		2630008	93058	0.000501458	2.132455763
PPP1CA		3990368	5499	1.66E-06	2.132262828
DNA2		6380452	1763	1.44E-07	2.132119776
LBR		4880224	3930	0.002440278	2.132006924
TSKU		830201	25987	0.004275905	2.131345327
ANKMY1		2760102	51281	0.000394551	2.128431928
PXMP2		5820324	5827	0.000175353	2.128149945
SEPX1		1440243	51734	0.000776944	2.127632072
MANEAL		4880008	149175	0.004130855	2.127265114
NR2F6		1010692	2063	0.003191768	2.126078769
METTL9		6620196	51108	0.001371702	2.125401964
OCEL1		3460253	79629	0.001247337	2.125288399
FADS1		2360020	3992	0.006389014	2.12492375
XPR1		5290246	9213	0.000704043	2.123863811
GPR19		6200072	2842	0.00041887	2.122822556
MRPS31		630403	10240	0.000221623	2.122635763
GNA13		3800730	10672	0.001210757	2.122321718
PSCD3		2750603	9265	0.001103863	2.121623468
CMTM7		4290403	112616	0.002388065	2.120960783
REPIN1		2940646	29803	0.000216301	2.120843788
C6ORF130		780187	221443	2.44E-05	2.119568004
WNT7B		1070563	7477	0.002255733	2.118079576
NECAB3		50521	63941	0.000382533	2.117893063
ARFGAP1		5900445	55738	0.000124431	2.117820458
CLN3		520630	1201	0.002595517	2.11763023
MAP3K14		6400369	9020	1.95E-08	2.115979437
ITCH		7560538	83737	0.000759242	2.115223084
MGC3731		4390446	79159	1.95E-05	2.115044758
ZBTB10		2370131	65986	0.002610064	2.11440326
MTERFD1		5050037	51001	0.000596198	2.111773969
SEH1L		580196	81929	0.000301599	2.111394285
PRCC		6520156	5546	0.000115671	2.111119959
LSM8		770593	51691	2.27E-05	2.111064969
PCBP2		6480411	5094	1.73E-05	2.110975426
ERP29		4120333	10961	0.00122521	2.109997547
SIVA		5550673	10572	4.23E-05	2.10974065
SH2D3A		5490452	10045	0.00577553	2.109503698
ZCCHC3		1820195	85364	0.000440644	2.107832022
USP11		1440040	8237	0.001641354	2.106598996
C12ORF32		3180553	83695	0.000725755	2.106311757
RPL12		7550458	6136	1.66E-05	2.106297484
MTIF2		2230403	4528	0.000240198	2.106156721
LRRC45		1500048	201255	0.000327816	2.105950187
NIPSNAP1		5490131	8508	0.001774684	2.105353057
SNORD31		6660010	0	8.61E-06	2.10245987
MYC		5420095	4609	0.000107987	2.102409331
ARL4A		1010161	10124	0.005974516	2.10127861
FLVCR1		6960754	28982	0.000875482	2.101091439
ILF2		5690437	3608	0.000214259	2.100483287
PIGC		580601	5279	0.000323609	2.100343077
RCE1		3520288	9986	2.89E-08	2.100210837
UCHL5IP		1090370	55559	0.001002964	2.098815287
TRAPPC6A		6860072	79090	4.43E-05	2.098315996
EZH2		1710368	2146	1.54E-05	2.097096455
BAT3		5340382	7917	0.000167697	2.09692581
ARFGEF2		3610554	10564	0.000880537	2.096461222
RNPS1		2630022	10921	0.000191619	2.09598674
DVL2		7570059	1856	0.002265261	2.095300657
MTX1		2750551	4580	1.01E-05	2.094306671
YIPF6		770142	286451	1.71E-06	2.093996399
LOC652595		730689	652595	0.000466223	2.093101993
CDKAL1		2230020	54901	0.001642305	2.092628749
TMEM48		4200601	55706	0.002534471	2.092216438
NXT1		4780398	29107	0.000223643	2.091963718
	Hs.335413	2030242	0	0.002463623	2.09053192
ARHGAP19		6110332	84986	0.000706898	2.089482073
AFG3L1		60609	172	0.000906235	2.08928049
HLTF		4480520	6596	0.002098061	2.08923482
RILPL2		1660286	196383	0.004948677	2.088969029
RGS14		360670	10636	0.00330897	2.088661089
AGBL5		6620403	60509	0.000344453	2.087106593
MYST3		3930195	7994	0.000602544	2.085546503
TIMM44		7550402	10469	3.82E-05	2.085097463
C20ORF72		5960736	92667	1.38E-06	2.084724133
PEMT		1780411	10400	0.002049188	2.083235073
C1ORF35		5820500	79169	3.30E-05	2.083234472
ITGB1BP1		3870647	9270	0.003193126	2.081297579
ZCCHC9		940338	84240	0.006555509	2.078259838
PLEKHB2		7040301	55041	0.000327955	2.077769975
PUS1		60092	80324	0.000101562	2.077650439
CBX4		3830170	8535	0.00190008	2.076021138
SOCS4		1300349	122809	0.001333769	2.075838859
ANAPC1		730647	64682	0.000156922	2.075106701
LOC650339		2120215	650339	0.001002026	2.07509005
NEK2		1570309	4751	0.006332949	2.0743323
MVK		6620768	4598	0.001793058	2.073095955
SEC14L1		1770044	6397	5.18E-05	2.072383995
C11ORF71		1230543	54494	0.000307801	2.071892175
PIGC		4070136	5279	0.000272345	2.071798118
PUM2		4250563	23369	0.000164037	2.071675972
ACACA		2190414	31	0.004254496	2.071254817
CCDC47		1850367	57003	3.13E-06	2.070266459
DDX55		5960672	57696	7.47E-05	2.070104337
DFFA		50224	1676	0.009671247	2.070056242
RECQL4		4250437	9401	7.96E-05	2.0696876
PLK1		5130128	5347	0.001333503	2.069469931
SHMT1		3420433	6470	0.003078117	2.069002942
LOC153684		5820482	0	0.000278279	2.068612276
COQ5		7570500	84274	4.48E-07	2.068349175
TTC31		5690156	64427	2.71E-07	2.068085959
DNM2		6560292	1785	1.91E-05	2.067730086
TSSC1		5700722	7260	7.06E-05	2.067489039
MRPS26		3310445	64949	0.000197888	2.06713693
LOC389791		2940192	389791	0.001435577	2.065588499
WIBG		2510204	84305	0.000296888	2.064992093
ALS2CR13		3120292	150864	0.000202577	2.064417104
TMEM5		5690358	10329	0.003401748	2.063762797
PUS1		6100735	80324	1.60E-05	2.062915516
WDR62		3710026	284403	0.001934665	2.061744289
CORO1B		5310170	57175	0.000131836	2.060697741
PCNXL3		580273	399909	3.76E-05	2.060577981
GPSN2		2370259	9524	5.04E-06	2.059013684
LOC650909		5420521	650909	2.50E-06	2.057731089
DIAPH1		2600131	1729	0.000155416	2.056001616
SLC2A8		5870326	29988	0.001661742	2.055880503
LOC92497		4540017	92497	5.46E-05	2.05510799
TOP1MT		5870390	116447	0.000232165	2.053544878
MRPL33		5570494	9553	0.001256148	2.052736214
PHACTR4		1940064	65979	0.006512404	2.052037654
SDCCAG3		60706	10807	0.00086598	2.050837987
ZNF74		2710093	7625	0.003004558	2.049466808
PDSS1		3120086	23590	0.003417043	2.04825528
DYRK2		2100743	8445	0.009219791	2.047745469
NUBP1		4220026	4682	0.000380029	2.046660354
C15ORF42		5270402	90381	0.001318796	2.046191698
ZNF280B		2750044	140883	0.000735709	2.04560594
PRPF4		6100441	9128	0.00391314	2.045243821
EXOSC5		2810241	56915	0.00021528	2.044859929
TULP3		6840014	7289	1.71E-05	2.044057678
C17ORF61		2340521	254863	0.000558692	2.043713147
C17ORF49		2570035	124944	0.00024352	2.043555002
BRP44		5550612	25874	0.001328385	2.042688394
RNMT		4850176	8731	0.000106656	2.042639611
SELI		4280370	85465	9.38E-05	2.042449719
FDX1L		5090053	112812	0.000470819	2.039798039
CSE1L		7000634	1434	0.002627968	2.039577538
FGFR1		6450471	2260	1.04E-05	2.039091961
COG5		1430577	10466	0.004875834	2.038704372
FBXL6		1580215	26233	0.000173917	2.037925344
C16ORF53		4230066	79447	7.12E-05	2.037770919
C9ORF75		1440050	286262	0.00054606	2.036548503
NUP37		3890544	79023	0.000218483	2.036517774
FAM39DP		1580053	0	0.00427366	2.036223772
C16ORF75		4540072	116028	0.000877694	2.036080521
GLIS3		1500095	169792	0.004115326	2.034567134
CYP27B1		2900725	1594	0.000678445	2.034000983
FAM89A		4040242	375061	0.008883515	2.033959736
C1ORF164		4540328	55182	7.60E-07	2.033559122
NOB1		1430544	28987	2.71E-05	2.031354996
7-Mar		780544	10299	0.00066802	2.031054878
FA2H		1190524	79152	0.007349737	2.030193485
TTLL12		1430053	23170	0.007014036	2.030098218
	Hs.352818	3610376	0	1.05E-05	2.030097516
BCL2L1		4290411	598	0.007401963	2.029766374
SERBP1		4210754	26135	6.01E-05	2.028797119
OXA1L		6900402	5018	0.000496592	2.027697044
UQCRC1		1170600	7384	2.70E-07	2.027599775
XRN2		2570671	22803	1.29E-05	2.02714717
TCTEX1D2		1580021	255758	0.000179751	2.026717949
EDC3		7000500	80153	2.80E-05	2.026366313
CHST6		20445	4166	0.006812946	2.025901956
PASK		4150100	23178	0.000775095	2.024575711
C14ORF93		4610484	60686	0.0051809	2.024446355
FAM58A		1940228	92002	7.81E-05	2.02276857
ALG10B		1110241	144245	3.28E-05	2.022446806
C14ORF105		5340070	55195	0.002591561	2.021496071
C8ORF34		4590632	116328	0.000382174	2.020438362
FBXL6		1470092	26233	0.000296928	2.019797363
NUP214		4850164	8021	8.83E-05	2.019784592
CCDC12		1090468	151903	2.62E-06	2.019347069
CYB561		130086	1534	0.00378976	2.018759934
IDH3B		3290246	3420	0.000214841	2.017739869
SFT2D3		5420544	84826	0.001409392	2.017529603
CD2BP2		2490066	10421	0.001228773	2.01712706
ATHL1		3310278	80162	0.003928155	2.017120723
C20ORF117		290132	140710	0.000261846	2.016961299
LOC389641		670494	389641	0.000971746	2.016943861
RFC4		2030315	5984	0.003290893	2.01663367
SNRPA1		5080605	6627	0.003596449	2.016507033
PCGF1		5260386	84759	1.29E-05	2.016287971
TMEM39B		1570066	55116	6.09E-07	2.014939649
ATP5SL		1990274	55101	0.000847874	2.014876814
GART		20544	2618	0.001125626	2.012598437
DAP3		3180215	7818	9.12E-06	2.01233
NT5C3		3940520	51251	0.000527338	2.011724514
NEK8		1090286	284086	0.000207939	2.010829185
RUVBL2		4780537	10856	0.004220668	2.010224815
IFT52		3420270	51098	0.000424306	2.009648686
MED25		1500470	81857	0.000823597	2.008377446
FAM89A		650730	375061	0.005008931	2.007959896
MVD		1440020	4597	0.001685481	2.007270303
EIF1		3710544	10209	0.003113382	2.006283133
MRPS30		7200670	10884	1.76E-05	2.005600398
BOLA2		60148	552900	0.003599588	2.005551595
DPM3		2850520	54344	0.001513026	2.005241477
CNOT1		6520382	23019	5.07E-05	2.005033693
IQSEC1		4890743	9922	0.008102456	2.004749234
MXD3		2970121	83463	8.23E-06	2.004410082
PPM1B		6280138	5495	0.002723978	2.004116711
FLJ45244		6330653	400242	0.004014633	2.004010869
LIG3		3460431	3980	1.03E-06	2.004001152
AHCTF1		6040747	25909	0.00022218	2.003706455
MACROD1		2370279	28992	0.007732674	2.002797462
BIRC5		7550626	332	0.000361887	2.000935786
RAD51C		5910215	5889	0.000702442	2.000767033
COX11		2630411	1353	0.000233307	2.000416469
STRN4		1770048	29888	9.10E-05	2.000257808
