ProbeID	Gene Symbol	Gene Description	GenBank	GO	EntrezID	RefSeq	Cluster	p-value	log2(Moil_3h/DMSO)	log2(Moil_6h/DMSO)	log2(Moil_12h/DMSO)	log2(Moil_24h/DMSO)	log2(Moil_48h/DMSO)
scl21103.16.1_274-S	NA	NA	XM_130106	NA	NA	NA	4	0.015978859	-0.000423447	-0.031546791	0.140452679	-0.088532952	0.519972109
scl22550.10.1_73-S	Adh7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	NM_009626	GO:0004022; GO:0004024; GO:0004745; GO:0006069; GO:0006118; GO:0008270; GO:0016491; GO:0046872	11529	NM_009626; NM_009626; NP_033756	4	0.004579933	-0.231986729	-0.019460587	-0.182684596	-0.014293691	0.149498645
scl22623.8.1_50-S	Casp6	caspase 6	NM_009811	GO:0005515; GO:0006508; GO:0006915; GO:0006917; GO:0006917; GO:0008233; GO:0008234; GO:0016787; GO:0030693; GO:0042981	12368	NM_009811; NM_009811; NP_033941	4	0.004434001	-0.056362423	-0.203295505	-0.115538803	-0.033891318	0.407282619
scl22964.1.162_62-S	Ube2q1	ubiquitin-conjugating enzyme E2Q (putative) 1	NM_027315	GO:0000166; GO:0004840; GO:0004842; GO:0005524; GO:0006464; GO:0006512; GO:0016740; GO:0016874	70093	NM_027315; NM_027315; NP_081591	4	0.03634469	-0.477106427	-0.194696934	-0.449759686	0.447335263	0.595293506
scl23214.8.1_66-S	Mgst2	microsomal glutathione S-transferase 2	NM_174995	GO:0006691; GO:0008047; GO:0016021; GO:0016740	211666	NM_174995; NM_174995; NP_778160	4	0.03404686	-0.100644687	-0.05986021	0.050391379	0.003788964	0.326637458
scl24417.1.36_21-S	Dctn3	dynactin 3	NM_016890	GO:0000910; GO:0003674; GO:0005515; GO:0005869; GO:0005869; GO:0005875; GO:0007017; GO:0007049; GO:0007067; GO:0048471; GO:0051301	53598	NM_016890; NM_016890; NP_058586	4	0.043759858	-0.121683343	0.124081378	-0.049884582	-0.193268931	0.30737878
scl24791.10_1-S	Ddost	dolichyl-di-phosphooligosaccharide-protein glycotransferase	NM_007838	GO:0004579; GO:0004579; GO:0005615; GO:0005783; GO:0005789; GO:0008250; GO:0016020; GO:0016021; GO:0016740; GO:0018279; GO:0018279	13200	NM_007838; NM_007838; NP_031864	4	0.034678475	-0.103831004	-0.219618765	-0.184741833	-0.128842178	0.151315968
scl25338.24.1_67-S	Jmjd2c	jumonji domain containing 2C	NM_144787	GO:0003676; GO:0003677; GO:0005506; GO:0005515; GO:0005634; GO:0006350; GO:0006355; GO:0008270; GO:0016491; GO:0016568; GO:0016702; GO:0046872	76804	NM_144787; NM_144787; NP_659036	4	0.019914555	-0.459079296	-0.431870724	-0.109758781	-0.088108163	0.049520087
scl25485.5.1_26-S	D4Wsu132e	DNA segment, Chr 4, Wayne State University 132, expressed	NM_138590	GO:0003676; GO:0008270	28027	NM_138590; NM_138590; NP_613056	4	0.03875011	-0.185968527	0.137189383	-0.236956218	0.132610138	0.513025464
scl25869.12_138-S	Hrbl	HIV-1 Rev binding protein-like	NM_178162	GO:0008270; GO:0043087; GO:0046872	231801	NM_145566; NM_145566; NP_663541; NM_178162; NP_835456	4	0.041032998	-0.218697045	-0.087782244	-0.088033381	-0.193710105	0.291384379
scl26165.4.1_68-S	AA407659	expressed sequence AA407659	NM_175352	NA	106840	NM_175352; NM_175352; NP_780561	4	0.031539427	-0.131861156	-0.50594754	-0.628553115	-0.147226946	0.537470746
scl26367.12.1_1-S	Scarb2	scavenger receptor class B, member 2	NM_007644	GO:0004872; GO:0005764; GO:0005886; GO:0007155; GO:0016020; GO:0016021	12492	NM_007644; NM_007644; NP_031670	4	0.039067372	-0.123845091	0.18492348	-0.097037443	0.117761461	0.420038282
scl26736.8.4_34-S	Ppm1g	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	NM_008014	GO:0000287; GO:0003824; GO:0004721; GO:0004722; GO:0005634; GO:0006470; GO:0007049; GO:0007050; GO:0008287; GO:0016787; GO:0030145; GO:0046872	14208	NM_008014; NM_008014; NP_032040	4	0.027694925	-0.198185354	-0.087188146	-0.246626781	0.052499254	0.213591286
scl26966.2.1_90-S	NA	NA	NA	NA	NA	NA	4	0.033666762	0.796167125	-0.194279804	-0.782405892	0.548121328	2.906890596
scl27049.4_88-S	Chst12	carbohydrate sulfotransferase 12	NM_021528	GO:0005975; GO:0016020; GO:0016021; GO:0016740; GO:0030173; GO:0030208; GO:0047756; GO:0047756; GO:0050656	59031	NM_021528; NM_021528; NP_067503	4	0.04151802	0.013622481	-0.653617192	-0.238240004	-0.572353286	0.474788026
scl27086.5.1_36-S	Zscan21	zinc finger and SCAN domain containing 21	NM_011757	GO:0003676; GO:0003677; GO:0003700; GO:0005622; GO:0005634; GO:0006350; GO:0006355; GO:0007275; GO:0007283; GO:0008270; GO:0030154; GO:0046872; GO:0048477	22697	NM_001044703; NM_001044703; NP_001038168; NM_001044704; NP_001038169; NM_001044705; NP_001038170; NM_011757; NP_035887	4	0.039279332	-0.545040731	-0.250782773	-0.085880041	0.2992281	0.55342509
scl27411.14_7-S	Tfip11	tuftelin interacting protein 11	NM_018783	GO:0001503; GO:0003676; GO:0005515; GO:0005578; GO:0005578; GO:0005622; GO:0005634; GO:0005634; GO:0005681; GO:0005737; GO:0006397; GO:0008380; GO:0016607; GO:0030154; GO:0030198; GO:0045045	54723	NM_018783; NM_018783; NP_061253	4	0.038000617	-0.113791537	0.201863841	-0.20387792	-0.023138797	0.417715337
scl28768.18.1930_9-S	Sfxn5	sideroflexin 5	NM_178639	GO:0005506; GO:0005739; GO:0005739; GO:0005743; GO:0006810; GO:0006811; GO:0006812; GO:0006826; GO:0008324; GO:0016020; GO:0016021	94282	XM_978603; XM_978603; XP_983697; NM_178639; NP_848754	4	0.032143336	-0.004289484	0.145310002	-0.591673689	0.149251458	0.67991643
scl28780.8_93-S	Cyp26b1	cytochrome P450, family 26, subfamily b, polypeptide 1	NM_175475	GO:0004497; GO:0005506; GO:0005792; GO:0006118; GO:0009954; GO:0016020; GO:0016491; GO:0020037; GO:0030326; GO:0042573; GO:0046872; GO:0048384	232174	NM_175475; NM_175475; NP_780684	4	0.004254142	0.358158946	0.027575567	0.047232435	-0.190550428	0.480669837
scl29614.24_170-S	Atg7	autophagy-related 7 (yeast)	NM_028835	GO:0003824; GO:0004839; GO:0005515; GO:0006497; GO:0006497; GO:0006512; GO:0006810; GO:0006914; GO:0015031; GO:0031401; GO:0031401	74244	NM_028835; NM_028835; NP_083111	4	0.007443585	-0.449328782	-0.460466768	-0.104595826	0.543678368	0.952373273
scl29635.14.1_23-S	Brpf1	bromodomain and PHD finger containing, 1	NM_030178	GO:0003676; GO:0003677; GO:0005515; GO:0005622; GO:0005634; GO:0006118; GO:0006355; GO:0008270; GO:0009055; GO:0020037; GO:0046872	78783	NM_030178; NM_030178; NP_084454	4	0.01237018	-0.149827095	-0.386622143	-0.579005059	-0.264039761	0.270091221
scl29713.3_34-S	Arl6ip5	ADP-ribosylation factor-like 6 interacting protein 5	NM_022992	GO:0005515; GO:0005783; GO:0015813; GO:0016020; GO:0016021	65106	NM_022992; NM_022992; NP_075368	4	0.047269592	-0.259251931	-0.292398565	-0.278725802	-0.270072963	0.251723242
scl29854.5.1_26-S	Aup1	ancient ubiquitous protein	NM_007517	GO:0008152; GO:0008415; GO:0016021	11993	NM_007517; NM_007517; NP_031543	4	0.037769754	-0.0677172	-0.068716632	0.024409527	0.024751235	0.316339621
scl31677.12.1_25-S	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B	NM_009046	GO:0000074; GO:0003677; GO:0003700; GO:0005622; GO:0005634; GO:0006350; GO:0006355; GO:0009987; GO:0019882; GO:0042088; GO:0043011; GO:0045063; GO:0045449	19698	NM_009046; NM_009046; NP_033072	4	0.015052317	-1.070101734	-0.543343581	-0.129270469	-0.119326166	0.526760759
scl32691.14.1_24-S	Tead2	TEA domain family member 2	NM_011565	GO:0003677; GO:0003700; GO:0005634; GO:0005667; GO:0006350; GO:0006355; GO:0016563; GO:0045944	21677	XM_001002282; XM_001002282; XP_001002282; NM_011565; NP_035695	4	0.015738364	-0.089106657	-0.045527902	0.023382254	0.098484265	0.247204431
scl33659.17.1_21-S	Mcm5	minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	NM_008566	GO:0000166; GO:0003677; GO:0005524; GO:0005634; GO:0006260; GO:0006270; GO:0006350; GO:0006355; GO:0008094; GO:0051301	17218	NM_008566; NM_008566; NP_032592	4	0.014616618	0.034515152	0.103210155	-0.104975991	-0.155715831	0.309442493
scl33701.2.1_102-S	Mrpl34	mitochondrial ribosomal protein L34	NM_053162	GO:0003674; GO:0003735; GO:0005622; GO:0005739; GO:0005762; GO:0005840; GO:0006412; GO:0030529	94065	NM_053162; NM_053162; NP_444392	4	0.035111829	-0.12129677	0.146135678	0.153678782	-0.17741728	0.358675005
scl34047.9.1_55-S	Upf3a	UPF3 regulator of nonsense transcripts homolog A (yeast)	XM_356061	GO:0000166; GO:0000184; GO:0003723; GO:0003729; GO:0005634; GO:0006986	67031	XM_356061; XM_356061; XP_356061; XM_907935; XP_913028; XM_978843; XP_983937; NM_025924; NP_080200	4	0.03931398	-0.212974881	0.012754808	-0.165893329	-0.056679561	0.176310659
scl35070.6.62_8-S	2410022L05Rik	RIKEN cDNA 2410022L05 gene	NM_025556	NA	66423	XM_980275; XM_980275; XP_985369; XM_980316; XP_985410; NM_025556; NP_079832	4	0.017230116	-0.353091294	-0.041734842	0.016468581	0.055283642	0.323998632
scl35279.4.1_14-S	Crtap	cartilage associated protein	NM_019922	GO:0005488; GO:0005578; GO:0005615	56693	XM_980814; XM_980814; XP_985908; NM_019922; NP_064306	4	0.01795788	-0.111123423	-0.284115771	-0.150774957	-0.054102091	0.259221791
scl36342.8.1_2-S	Slc25a38	solute carrier family 25, member 38	NM_144793	GO:0005488; GO:0005743; GO:0006810; GO:0016020; GO:0016021	208638	XM_993613; XM_993613; XP_998707; XM_993631; XP_998725; XM_993653; XP_998747; XM_993672; XP_998766; NM_144793; NP_659042	4	0.022703113	-0.412434107	-0.029154067	-0.148464518	-0.112613163	0.418092
scl36347.8_506-S	Endogl1	endonuclease G-like 1	NM_172456	GO:0003676; GO:0004519	208194	NM_172456; NM_172456; NP_766044	4	0.025276063	0.052551203	-0.036317886	-0.172940331	0.075480538	0.292236367
scl36516.9.290_30-S	Twf2	twinfilin, actin-binding protein, homolog 2 (Drosophila)	NM_011876	GO:0003779; GO:0005080; GO:0005524; GO:0005622; GO:0005737; GO:0005856; GO:0007242	23999	NM_011876; NM_011876; NP_036006	4	0.028420415	-0.145070568	0.090112948	0.048829211	-0.233655515	0.353012716
scl36799.4_9-S	2810417H13Rik	RIKEN cDNA 2810417H13 gene	NM_026515	GO:0005634; GO:0005739	68026	XM_001004053; XM_001004053; XP_001004053; XM_001004056; XP_001004056; NM_026515; NP_080791	4	0.000434702	-0.002208151	0.171134089	-0.173897878	-0.233568392	0.483756856
scl37216.34.1_23-S	Smarca4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	NM_011417	GO:0000122; GO:0000166; GO:0000792; GO:0001832; GO:0001835; GO:0003677; GO:0003682; GO:0004386; GO:0005515; GO:0005524; GO:0005634; GO:0006334; GO:0006346; GO:0006350; GO:0006355; GO:0007403; GO:0008026; GO:0008134; GO:0016514; GO:0016568; GO:0016787; GO:	20586	NM_011417; NM_011417; NP_035547	4	0.016686435	-0.120794368	0.020898754	-0.079266421	0.255503872	0.407986453
scl37704.3.1_30-S	Mrpl54	mitochondrial ribosomal protein L54	NM_025317	GO:0003674; GO:0005575; GO:0008150	66047	NM_025317; NM_025317; NP_079593	4	0.008608665	-0.238865238	0.030446476	-0.354145178	-0.164237792	0.19164591
scl38447.1_216-S	Bbs10	Bardet-Biedl syndrome 10 (human)	XM_125817	GO:0000166; GO:0005515; GO:0005524; GO:0006457; GO:0044267	71769	XM_125817; XM_125817; XP_125817; XM_917804; XP_922897; XM_981575; XP_986669	4	0.030015088	0.250150052	0.018972593	-0.060081423	0.018109061	0.342176934
scl38454.14_295-S	E2f7	E2F transcription factor 7	NM_178609	GO:0000074; GO:0003677; GO:0003700; GO:0005634; GO:0005667; GO:0006350; GO:0006355; GO:0007049; GO:0008285; GO:0016564; GO:0045449	52679	NM_178609; NM_178609; NP_848724	4	0.001336431	0.083545891	0.277438069	-0.386906817	1.16978798	1.512626919
scl38688.8.1_12-S	Ndufs7	NADH dehydrogenase (ubiquinone) Fe-S protein 7	NM_029272	GO:0003954; GO:0005506; GO:0005615; GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0008150; GO:0016491; GO:0046872; GO:0051536; GO:0051539	75406	NM_029272; NM_029272; NP_083548	4	0.01171739	-0.083430053	0.001319978	-0.014552249	-0.110420241	0.282854837
scl39318.8_348-S	Wbp2	WW domain binding protein 2	NM_016852	GO:0005515; GO:0005575; GO:0008150	22378	NM_016852; NM_016852; NP_058548	4	0.03511249	-0.079788343	-0.013801042	-0.107838987	-0.084415176	0.307059571
scl39621.9_11-S	NA	NA	XM_354640	NA	NA	NA	4	0.017897097	-0.018716835	0.381794341	-0.360916874	0.135308212	1.010576606
scl40009.3.137_12-S	NA	NA	NA	NA	NA	NA	4	0.024124977	-0.154888029	-0.046917894	-0.009001403	-0.11077878	0.293428137
scl40027.11.1_8-S	Wdr79	WD repeat domain 79	NM_144824	NA	216853	NM_144824; NM_144824; NP_659073	4	0.031664132	-0.108909385	-0.359594732	0.168421327	0.121825448	0.731600976
scl40460.6_595-S	Otx1	orthodenticle homolog 1 (Drosophila)	NM_011023	GO:0003677; GO:0003700; GO:0005515; GO:0005634; GO:0006355; GO:0006357; GO:0007275; GO:0009952; GO:0030528; GO:0030900; GO:0030901; GO:0043565; GO:0045449	18423	NM_011023; NM_011023; NP_035153	4	0.014971012	-0.293889162	-0.034792976	-0.050929018	-0.119286873	0.266876401
scl40863.8.1_1-S	BC030867	cDNA sequence BC030867	NM_153544	NA	217216	NM_153544; NM_153544; NP_705772	4	0.014521204	-0.104548343	-0.412547054	0.117214835	-0.109959544	0.430315403
scl42643.14_408-S	NA	NA	XM_126847	NA	NA	NA	4	0.043191371	-0.664119535	0.096213995	-0.539562516	-0.737181109	0.252920563
scl43334.10.1_0-S	Rnaseh1	ribonuclease H1	NM_011275	GO:0000287; GO:0003676; GO:0004518; GO:0004519; GO:0004523; GO:0004523; GO:0005615; GO:0005739; GO:0006401; GO:0016787; GO:0046872	19819	NM_011275; NM_011275; NP_035405	4	0.007284292	-0.062341057	-0.030449519	-0.23140901	-0.234106091	0.172930762
scl43665.9.1_3-S	Aggf1	angiogenic factor with G patch and FHA domains 1	NM_025630	GO:0001525; GO:0001570; GO:0001938; GO:0003676; GO:0005515; GO:0005576; GO:0005622; GO:0005737; GO:0006396; GO:0007155; GO:0007275; GO:0030154; GO:0043499; GO:0045766; GO:0048471	66549	NM_025630; NM_025630; NP_079906	4	0.035878237	-0.585630721	-0.016764812	-0.060299293	-0.263205325	0.362480423
scl44090.4_104-S	Nrn1	neuritin 1	NM_153529	GO:0007409; GO:0016020; GO:0048503	68404	NM_153529; NM_153529; NP_705757	4	0.009975788	-0.24603365	0.041939144	0.034507321	-0.115774682	0.245125801
scl44784.10.1_138-S	Fbxw17	F-box and WD-40 domain protein 17	NM_175401	GO:0003735; GO:0005622; GO:0005840; GO:0006412	109082	NM_175401; NM_175401; NP_780610	4	0.014190199	0.040907783	0.027325008	-0.025405702	-0.226596054	0.386718596
scl46405.2_247-S	Socs4	suppressor of cytokine signaling 4	NM_080843	GO:0001558; GO:0007242; GO:0009968	67296	NM_080843; NM_080843; NP_543119	4	0.042599435	0.175765116	-0.0231868	0.005281931	0.416479218	0.867531892
scl46487.4_247-S	Btd	biotinidase	NM_025295	GO:0005730; GO:0006807; GO:0016787; GO:0016810; GO:0016811; GO:0043204; GO:0045177	26363	NM_025295; NM_025295; NP_079571	4	0.009982598	-0.490726149	-0.520560231	-0.153423347	-0.594752539	0.788210978
scl46891.13_423-S	Ttll12	tubulin tyrosine ligase-like family, member 12	NM_183017	GO:0004835; GO:0006464; GO:0016874	223723	NM_183017; NM_183017; NP_898838	4	0.025965869	0.136844905	-0.09424954	-0.218278774	-0.22144053	0.348715348
scl47073.5.231_36-S	Ly6c	lymphocyte antigen 6 complex, locus C	NM_010741	GO:0005615; GO:0006952; GO:0009897; GO:0016020; GO:0048503	17067	NM_010741; NM_010741; NP_034871	4	0.023384272	-0.284039699	-0.262128199	-0.032345586	-0.432285201	0.179431997
scl47441.30_193-S	Nckap1l	NCK associated protein 1 like	NM_153505	NA	105855	NM_153505; NM_153505; NP_705725	4	0.047883543	0.048946052	0.28013276	-0.117360325	-0.094283665	0.283605042
scl47673.9_482-S	Pnpla3	patatin-like phospholipase domain containing 3	NM_054088	GO:0003674; GO:0003824; GO:0004623; GO:0004806; GO:0004806; GO:0008150; GO:0008415; GO:0016020; GO:0016021; GO:0016042; GO:0016740; GO:0016787; GO:0019432; GO:0019433; GO:0051264; GO:0051265	116939	NM_054088; NM_054088; NP_473429	4	0.012388647	-0.773390832	-0.057293708	-0.43109196	0.202254894	0.980045037
scl47694.7_354-S	Ccdc134	coiled-coil domain containing 134	NM_172428	NA	76457	NM_172428; NM_172428; NP_766016	4	0.041502099	-0.101416465	0.190198451	-0.062300401	-0.065026662	0.365481327
scl48137.14.1_1-S	Oxct1	3-oxoacid CoA transferase 1	NM_024188	GO:0005615; GO:0005739; GO:0005739; GO:0006104; GO:0008152; GO:0008260; GO:0008260; GO:0008410; GO:0016740; GO:0046950	67041	NM_024188; NM_024188; NP_077150	4	0.018491753	0.186005878	-0.035901731	-0.16723654	-0.059687768	0.299308797
scl48912.5_69-S	N6amt1	N-6 adenine-specific DNA methyltransferase 1 (putative)	NM_026366	GO:0008168; GO:0016740	67768	NM_026366; NM_026366; NP_080642	4	0.020481346	-0.170512919	0.052550332	-0.069729125	0.002750424	0.37540817
scl49860.21_42-S	Ptk7	PTK7 protein tyrosine kinase 7	NM_175168	GO:0001843; GO:0001843; GO:0004672; GO:0004713; GO:0004714; GO:0004872; GO:0005021; GO:0005515; GO:0005524; GO:0005886; GO:0006468; GO:0007155; GO:0007165; GO:0016020; GO:0016021; GO:0016301; GO:0045198	71461	NM_175168; NM_175168; NP_780377	4	0.00624494	-0.314634393	-0.290889968	-0.184639291	-0.103261832	0.223586926
scl49975.4.297_19-S	Tubb5	tubulin, beta 5	NM_011655	GO:0000166; GO:0003924; GO:0005198; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0007018; GO:0042288; GO:0043234; GO:0045298; GO:0051227; GO:0051258	22154	NM_011655; NM_011655; NP_035785	4	0.038311743	-0.121619701	-0.212612373	-0.039854176	-0.350086016	0.330534982
scl50105.6_4-S	Ppil1	peptidylprolyl isomerase (cyclophilin)-like 1	NM_026845	GO:0003755; GO:0005328; GO:0005681; GO:0005887; GO:0006397; GO:0006457; GO:0006810; GO:0006836; GO:0008380; GO:0016020; GO:0016021; GO:0016853	68816	XM_994453; XM_994453; XP_999547; XM_994476; XP_999570; NM_026845; NP_081121	4	0.001184842	-0.042168328	-0.049602567	-0.082350457	-0.156488273	0.20323939
scl51078.17.1_59-S	Riok2	RIO kinase 2 (yeast)	NM_025934	GO:0000166; GO:0003677; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0006350; GO:0006355; GO:0006468; GO:0016301; GO:0016740	67045	NM_025934; NM_025934; NP_080210	4	0.017139589	-0.350789535	-0.612167669	0.196428818	-0.793480066	2.374230617
scl51583.7.1_258-S	NA	NA	XM_203706	NA	NA	NA	4	0.018729254	-0.365477027	0.265450804	-0.170702022	-1.794563544	3.806655317
scl51985.8_140-S	Commd10	COMM domain containing 10	NM_178377	GO:0003674; GO:0005575; GO:0008150	69456	NM_178377; NM_178377; NP_848464	4	0.02515526	-0.075695558	-0.138807228	-0.074539614	0.079513052	0.295863675
scl52007.15.1_20-S	Dcp2	DCP2 decapping enzyme homolog (S. cerevisiae)	XM_140308	GO:0000184; GO:0003723; GO:0005634; GO:0016787; GO:0030145; GO:0046872	70640	XM_140308; XM_140308; XP_140308; XM_975674; XP_980768; XM_989918; XP_995012	4	0.032792447	-0.113407109	-0.199068428	-0.010108041	-0.734468513	2.380243551
scl52826.3.1_11-S	Mrpl11	mitochondrial ribosomal protein L11	NM_025553	GO:0003723; GO:0003735; GO:0005622; GO:0005739; GO:0005762; GO:0005840; GO:0006412; GO:0030529	66419	NM_025553; NM_025553; NP_079829	4	0.01352941	-0.054428622	0.237048746	-0.097678148	-0.183414244	0.314262126
scl52902.14.1_38-S	Stip1	stress-induced phosphoprotein 1	NM_016737	GO:0005488; GO:0005634; GO:0005794; GO:0006950	20867	NM_016737; NM_016737; NP_058017	4	0.036635296	0.203338366	0.02212226	-0.097454046	-0.102314362	0.316774568
scl53034.9_68-S	Casp7	caspase 7	NM_007611	GO:0001836; GO:0005515; GO:0006508; GO:0006915; GO:0006917; GO:0006917; GO:0006917; GO:0007507; GO:0008233; GO:0008234; GO:0009411; GO:0016787; GO:0030693; GO:0030693; GO:0042981	12369	NM_007611; NM_007611; NP_031637	4	0.040725205	-0.779615931	0.033681435	-0.140080387	-0.414943338	0.70365728
scl53990.4_167-S	Snx12	sorting nexin 12	NM_018875	GO:0005515; GO:0006810; GO:0007154; GO:0015031; GO:0035091	55988	XM_983086; XM_983086; XP_988180; NM_018875; NP_061363	4	0.009281189	-0.186652626	-0.05702705	0.156531583	0.046589288	3.121015401
GI_38090905-S	NA	NA	XM_354575	NA	NA	NA	5	0.038729232	-0.245628521	0.108206808	-0.475487366	-3.679479413	-2.704962288
2284-S	Cwf19l2	CWF19-like 2, cell cycle control (S. pombe)	AK031423	GO:0003674; GO:0005575; GO:0008150	244672	XM_001002837; XM_001002837; XP_001002837; XM_001002845; XP_001002845; XM_001002849; XP_001002849; XM_001002858; XP_001002858; NM_027545; NP_081821	5	0.030050613	0.522585121	0.415483294	0.198957876	-0.378118844	0.170350834
995-S	Camk2d	calcium/calmodulin-dependent protein kinase II, delta	AK020214	GO:0000082; GO:0000166; GO:0004674; GO:0005524; GO:0005954; GO:0006816; GO:0016301; GO:0016740; GO:0046777	108058	NM_001025438; NM_001025438; NP_001020609; NM_001025439; NP_001020610; NM_023813; NP_076302	5	0.014788791	0.218491065	0.251103385	0.058480033	-0.595865882	0.491489064
1299-S	NA	NA	AK079205	NA	NA	NA	5	0.013901543	-0.141213585	0.426409906	0.348956105	-0.246650231	0.218094359
2358-S	Ankrd52	ankyrin repeat domain 52	AK035533	GO:0003677; GO:0003700; GO:0006355	237615	NM_172790; NM_172790; NP_766378	5	0.033668107	0.563325261	0.517883755	1.229251306	-0.656730139	0.220478339
966-S	Camk2d	calcium/calmodulin-dependent protein kinase II, delta	AK042722	GO:0000082; GO:0000166; GO:0004674; GO:0005524; GO:0005954; GO:0006816; GO:0016301; GO:0016740; GO:0046777	108058	NM_001025438; NM_001025438; NP_001020609; NM_001025439; NP_001020610; NM_023813; NP_076302	5	0.038514178	0.225127431	0.178616921	0.054234383	-0.273368241	0.208576492
2379-S	Rai14	retinoic acid induced 14	AK090343	GO:0003677; GO:0003700; GO:0005515; GO:0005739; GO:0005856; GO:0006355	75646	NM_030690; NM_030690; NP_109615	5	0.035627549	-0.195106614	0.346246386	-0.002178328	-0.538727062	0.051253682
scl000096.1_251-S	1600012H06Rik	RIKEN cDNA 1600012H06 gene	NM_026451	NA	67912	NM_026451; NM_026451; NP_080727	5	0.01640886	-0.024660256	0.165765508	0.187790648	-0.415938039	-0.180915329
scl0001069.1_12-S	NA	NA	NA	NA	NA	NA	5	0.033552726	-0.208709338	0.388428255	0.36533325	-0.302837979	0.095172136
scl0001383.1_41-S	Stx8	syntaxin 8	NM_018768	GO:0006810; GO:0006886; GO:0008565; GO:0016020; GO:0016021	55943	XM_001002438; XM_001002438; XP_001002438; XM_001002450; XP_001002450; XM_001002459; XP_001002459; XM_001002469; XP_001002469; XM_001002481; XP_001002481; XM_001002490; XP_001002490; XM_001002498; XP_001002498; NM_018768; NP_061238	5	0.034896596	-0.034256848	0.125131375	0.140933678	-0.255249287	-0.015951736
scl0002222.1_6-S	Lims2	LIM and senescent cell antigen like domains 2	NM_144862	GO:0003674; GO:0005925; GO:0008150; GO:0008270; GO:0046872	225341	NM_144862; NM_144862; NP_659111	5	0.046085145	0.269017222	-0.178585816	0.368032786	-1.248083384	0.211619216
scl0002259.1_36-S	D030070L09Rik	RIKEN cDNA D030070L09 gene	NM_172625	NA	225280	XM_981589; XM_981589; XP_986683; NM_172625; NP_766213	5	0.040815928	0.055542668	-0.001129582	0.094578882	-0.309625335	-0.154104336
scl0003351.1_17-S	Mkks	McKusick-Kaufman syndrome protein	NM_021527	GO:0000166; GO:0005515; GO:0005524; GO:0005622; GO:0006457; GO:0007286; GO:0007608; GO:0009296; GO:0035058; GO:0035058; GO:0035176; GO:0044267; GO:0045494; GO:0050910; GO:0051082	59030	NM_021527; NM_021527; NP_067502	5	0.036521693	-0.135273441	0.214536514	-0.002516577	-0.196029622	0.203127776
scl0003628.1_0-S	Ndufs4	NADH dehydrogenase (ubiquinone) Fe-S protein 4	NM_010887	GO:0001932; GO:0003954; GO:0005739; GO:0005747; GO:0006118; GO:0008137; GO:0016491; GO:0016651	17993	NM_010887; NM_010887; NP_035017	5	0.040549276	-0.182299433	0.143969059	-0.088865302	-0.274165436	0.169193617
scl0003651.1_17-S	NA	NA	XM_356680	NA	NA	NA	5	0.00064229	0.049905223	4.316327992	0.834413934	-0.828196692	-0.013666614
scl0004012.1_75-S	Ppp1cb	protein phosphatase 1, catalytic subunit, beta isoform	NM_172707	GO:0000163; GO:0000910; GO:0004721; GO:0005506; GO:0005515; GO:0005975; GO:0005977; GO:0006470; GO:0007049; GO:0016787; GO:0016787; GO:0030145; GO:0046872; GO:0051301	19046	XM_986410; XM_986410; XP_991504; NM_172707; NP_766295	5	0.001107175	-1.920949939	-0.866215342	0.770427651	-3.752210885	0.399207439
scl0004032.1_617-S	Zfp655	zinc finger protein 655	BC061032	GO:0003676; GO:0005622; GO:0006355; GO:0008270; GO:0046872	72611	NM_028298; NM_028298; NP_082574	5	0.029227511	0.115220845	0.264085219	0.35798636	-0.176105736	-0.116838553
scl000468.1_25-S	Mrpl43	mitochondrial ribosomal protein L43	NM_053164	GO:0003674; GO:0005739; GO:0005762; GO:0006412; GO:0030529	94067	NM_053164; NM_053164; NP_444394	5	0.020788586	-0.035159381	-0.090988872	0.088474043	-0.3692871	0.174867556
scl0019046.2_75-S	Ppp1cb	protein phosphatase 1, catalytic subunit, beta isoform	NM_172707	GO:0000163; GO:0000910; GO:0004721; GO:0005506; GO:0005515; GO:0005975; GO:0005977; GO:0006470; GO:0007049; GO:0016787; GO:0016787; GO:0030145; GO:0046872; GO:0051301	19046	XM_986410; XM_986410; XP_991504; NM_172707; NP_766295	5	0.025462812	-0.333180722	-0.238587464	0.422010268	-2.598953707	-1.877443751
scl00207686.1_130-S	A330021E22Rik	RIKEN cDNA A330021E22 gene	NM_172447	NA	207686	NM_172447; NM_172447; NP_766035	5	0.042167379	-0.009703837	0.255032304	0.197245686	-0.19983588	0.005860649
scl0022171.1_150-S	Tyms	thymidylate synthase	NM_021288	GO:0004799; GO:0006231; GO:0008168; GO:0009165; GO:0016740	22171	NM_021288; NM_021288; NP_067263	5	0.003832328	0.003744924	0.240925215	0.41087474	-3.369374538	0
