RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_002267	Homo sapiens karyopherin alpha 3 (importin alpha 4) (KPNA3), mRNA.	3839	KPNA3	karyopherin alpha 3 (importin alpha 4)	IPOA4|SRP1|SRP1gamma|SRP4|hSRP1	13	0.955	0.000669	4
NM_004528	Homo sapiens microsomal glutathione S-transferase 3 (MGST3), mRNA.	4259	MGST3	microsomal glutathione S-transferase 3	GST-III	1	0.955	0.000472	4
NM_016237	Homo sapiens anaphase promoting complex subunit 5 (ANAPC5), mRNA.	51433	ANAPC5	anaphase promoting complex subunit 5	APC5	12	0.955	0.0000969	4
NM_005102	Homo sapiens fasciculation and elongation protein zeta 2 (zygin II) (FEZ2), transcript variant 1, mRNA.	9637	FEZ2	fasciculation and elongation protein zeta 2 (zygin II)	HUM3CL|MGC117372	2	0.954	0.00000623	4
NM_176795	Homo sapiens v-Ha-ras Harvey rat sarcoma viral oncogene homolog (HRAS), transcript variant 2, mRNA.	3265	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|K-RAS|N-RAS|RASH1	11	0.954	0.000502	4
NM_001029	Homo sapiens ribosomal protein S26 (RPS26), mRNA.	6231	RPS26	ribosomal protein S26	MGC104292	12	0.954	0.000899	4
NM_003193	Homo sapiens tubulin folding cofactor E (TBCE), transcript variant 2, mRNA.	6905	TBCE	tubulin folding cofactor E	HRD|KCS|KCS1|pac2	1	0.954	0.000235	4
NM_024108	Homo sapiens trafficking protein particle complex 6A (TRAPPC6A), mRNA.	79090	TRAPPC6A	trafficking protein particle complex 6A	HSPC289|MGC2650|TRS33	19	0.954	0.000000818	4
NM_002533	Homo sapiens nuclear VCP-like (NVL), transcript variant 1, mRNA.	4931	NVL	nuclear VCP-like	-	1	0.954	0.000307	4
NM_206840	Homo sapiens nuclear VCP-like (NVL), transcript variant 2, mRNA.	4931	NVL	nuclear VCP-like	-	1	0.954	0.000307	4
NM_006462	Homo sapiens RanBP-type and C3HC4-type zinc finger containing 1 (RBCK1), transcript variant 1, mRNA.	10616	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1	C20orf18|HOIL1|RBCK2|RNF54|UBCE7IP3|XAP3|XAP4|ZRANB4	20	0.953	0.00042	4
NM_005745	Homo sapiens B-cell receptor-associated protein 31 (BCAP31), mRNA.	10134	BCAP31	B-cell receptor-associated protein 31	6C6-AG|BAP31|CDM|DXS1357E	X	0.953	0.000333	4
NM_005225	Homo sapiens E2F transcription factor 1 (E2F1), mRNA.	1869	E2F1	E2F transcription factor 1	E2F-1|RBAP1|RBBP3|RBP3	20	0.953	0.00000151	4
NM_001281	Homo sapiens tubulin folding cofactor B (TBCB), mRNA.	1155	TBCB	tubulin folding cofactor B	CG22|CKAP1|CKAPI|MGC14625	19	0.953	0.000355	4
NM_024650	Homo sapiens chromosome 11 open reading frame 80 (C11orf80), mRNA.	79703	C11orf80	chromosome 11 open reading frame 80	FLJ22531	11	0.953	0.00000182	4
NM_003130	Homo sapiens sorcin (SRI), transcript variant 1, mRNA.	6717	SRI	sorcin	FLJ26259|SCN	7	0.953	0.000239	4
NM_198901	Homo sapiens sorcin (SRI), transcript variant 2, mRNA.	6717	SRI	sorcin	FLJ26259|SCN	7	0.953	0.000239	4
NM_001014763	Homo sapiens electron-transfer-flavoprotein, beta polypeptide (ETFB), transcript variant 2, mRNA.	2109	ETFB	electron-transfer-flavoprotein, beta polypeptide	FP585|MADD	19	0.952	0.00000558	4
NM_001985	Homo sapiens electron-transfer-flavoprotein, beta polypeptide (ETFB), transcript variant 1, mRNA.	2109	ETFB	electron-transfer-flavoprotein, beta polypeptide	FP585|MADD	19	0.952	0.00000558	4
NM_020216	Homo sapiens arginyl aminopeptidase (aminopeptidase B) (RNPEP), mRNA.	6051	RNPEP	arginyl aminopeptidase (aminopeptidase B)	DKFZp547H084	1	0.952	0.0000347	4
NM_004153	Homo sapiens origin recognition complex, subunit 1-like (yeast) (ORC1L), mRNA.	4998	ORC1L	origin recognition complex, subunit 1-like (yeast)	HSORC1|ORC1|PARC1	1	0.952	0.00000554	4
NM_007349	Homo sapiens PAX interacting (with transcription-activation domain) protein 1 (PAXIP1), mRNA.	22976	PAXIP1	PAX interacting (with transcription-activation domain) protein 1	CAGF28|CAGF29|FLJ41049|PACIP1|PAXIP1L|PTIP|TNRC2	7	0.952	0.00000725	4
NM_004045	Homo sapiens ATX1 antioxidant protein 1 homolog (yeast) (ATOX1), mRNA.	475	ATOX1	ATX1 antioxidant protein 1 homolog (yeast)	ATX1|HAH1|MGC138453|MGC138455	5	0.952	0.000244	4
NM_014755	Homo sapiens SERTA domain containing 2 (SERTAD2), mRNA.	9792	SERTAD2	SERTA domain containing 2	MGC126688|MGC126690|Sei-2|TRIP-Br2	2	0.951	0.000267	4
NM_006297	Homo sapiens X-ray repair complementing defective repair in Chinese hamster cells 1 (XRCC1), mRNA.	7515	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	RCC	19	0.951	0.0000166	4
NM_014604	Homo sapiens Tax1 (human T-cell leukemia virus type I) binding protein 3 (TAX1BP3), mRNA.	30851	TAX1BP3	Tax1 (human T-cell leukemia virus type I) binding protein 3	TIP-1	17	0.951	0.000109	4
NM_003899	Homo sapiens Rho guanine nucleotide exchange factor (GEF) 7 (ARHGEF7), transcript variant 1, mRNA.	8874	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	BETA-PIX|COOL1|DKFZp686C12170|DKFZp761K1021|KIAA0142|KIAA0412|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	13	0.951	0.0000152	4
NM_001015881	Homo sapiens TSC22 domain family, member 3 (TSC22D3), transcript variant 3, mRNA.	1831	TSC22D3	TSC22 domain family, member 3	DIP|DKFZp313A1123|DSIPI|GILZ|TSC-22R|hDIP	X	0.951	0.000581	4
NM_005186	Homo sapiens calpain 1, (mu/I) large subunit (CAPN1), mRNA.	823	CAPN1	calpain 1, (mu/I) large subunit	CANP|CANP1|CANPL1|muCANP|muCL	11	0.951	0.000544	4
NM_006112	Homo sapiens peptidylprolyl isomerase E (cyclophilin E) (PPIE), transcript variant 1, mRNA.	10450	PPIE	peptidylprolyl isomerase E (cyclophilin E)	CYP-33|MGC111222|MGC3736	1	0.951	0.0000112	4
NM_203457	Homo sapiens peptidylprolyl isomerase E (cyclophilin E) (PPIE), transcript variant 3, mRNA.	10450	PPIE	peptidylprolyl isomerase E (cyclophilin E)	CYP-33|MGC111222|MGC3736	1	0.951	0.0000112	4
NM_001896	Homo sapiens casein kinase 2, alpha prime polypeptide (CSNK2A2), mRNA.	1459	CSNK2A2	casein kinase 2, alpha prime polypeptide	CK2A2|CSNK2A1|FLJ43934	16	0.951	0.000323	4
NM_002070	Homo sapiens guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 (GNAI2), mRNA.	2771	GNAI2	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	GIP|GNAI2B|H_LUCA15.1|H_LUCA16.1	3	0.95	0.000000289	4
NM_021953	Homo sapiens forkhead box M1 (FOXM1), transcript variant 2, mRNA.	2305	FOXM1	forkhead box M1	FKHL16|FOXM1B|HFH-11|HFH11|HNF-3|INS-1|MPHOSPH2|MPP-2|MPP2|PIG29|TGT3|TRIDENT	12	0.95	0.0000607	4
NM_202002	Homo sapiens forkhead box M1 (FOXM1), transcript variant 1, mRNA.	2305	FOXM1	forkhead box M1	FKHL16|FOXM1B|HFH-11|HFH11|HNF-3|INS-1|MPHOSPH2|MPP-2|MPP2|PIG29|TGT3|TRIDENT	12	0.95	0.0000607	4
NM_202003	Homo sapiens forkhead box M1 (FOXM1), transcript variant 3, mRNA.	2305	FOXM1	forkhead box M1	FKHL16|FOXM1B|HFH-11|HFH11|HNF-3|INS-1|MPHOSPH2|MPP-2|MPP2|PIG29|TGT3|TRIDENT	12	0.95	0.0000607	4
NM_007229	Homo sapiens protein kinase C and casein kinase substrate in neurons 2 (PACSIN2), mRNA.	11252	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	SDPII	22	0.95	0.000463	4
NM_015356	Homo sapiens scribbled homolog (Drosophila) (SCRIB), transcript variant 2, mRNA.	23513	SCRIB	scribbled homolog (Drosophila)	CRIB1|SCRB1|SCRIB1|Vartul	8	0.95	0.00000289	4
NM_182706	Homo sapiens scribbled homolog (Drosophila) (SCRIB), transcript variant 1, mRNA.	23513	SCRIB	scribbled homolog (Drosophila)	CRIB1|SCRB1|SCRIB1|Vartul	8	0.95	0.00000289	4
NM_020312	Homo sapiens coenzyme Q9 homolog (S. cerevisiae) (COQ9), mRNA.	57017	COQ9	coenzyme Q9 homolog (S. cerevisiae)	C16orf49|DKFZp434K046	16	0.949	0.00000317	4
XM_938245							0.949	0.0000477	4
NM_006899	Homo sapiens isocitrate dehydrogenase 3 (NAD+) beta (IDH3B), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	3420	IDH3B	isocitrate dehydrogenase 3 (NAD+) beta	FLJ11043|H-IDHB|MGC903|RP46	20	0.949	0.000461	4
NM_174856	Homo sapiens isocitrate dehydrogenase 3 (NAD+) beta (IDH3B), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA.	3420	IDH3B	isocitrate dehydrogenase 3 (NAD+) beta	FLJ11043|H-IDHB|MGC903|RP46	20	0.949	0.000461	4
NM_005056	Homo sapiens jumonji, AT rich interactive domain 1A (JARID1A), transcript variant 2, mRNA.	5927	JARID1A	jumonji, AT rich interactive domain 1A	KDM5A|RBBP2|RBP2	12	0.949	0.000259	4
NM_001930	Homo sapiens deoxyhypusine synthase (DHPS), transcript variant 1, mRNA.	1725	DHPS	deoxyhypusine synthase	MIG13	19	0.949	0.00000431	4
NM_013406	Homo sapiens deoxyhypusine synthase (DHPS), transcript variant 2, mRNA.	1725	DHPS	deoxyhypusine synthase	MIG13	19	0.949	0.00000431	4
NM_013407	Homo sapiens deoxyhypusine synthase (DHPS), transcript variant 3, mRNA.	1725	DHPS	deoxyhypusine synthase	MIG13	19	0.949	0.00000431	4
NM_015002	Homo sapiens F-box protein 21 (FBXO21), transcript variant 2, mRNA.	23014	FBXO21	F-box protein 21	DKFZp434G058|FBX21|FLJ90233|KIAA0875|MGC26682	12	0.949	0.0000932	4
NM_033624	Homo sapiens F-box protein 21 (FBXO21), transcript variant 1, mRNA.	23014	FBXO21	F-box protein 21	DKFZp434G058|FBX21|FLJ90233|KIAA0875|MGC26682	12	0.949	0.0000932	4
NM_016292	Homo sapiens TNF receptor-associated protein 1 (TRAP1), mRNA.	10131	TRAP1	TNF receptor-associated protein 1	HSP75|HSP90L	16	0.949	0.000281	4
NM_001382	Homo sapiens dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase) (DPAGT1), mRNA.	1798	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	ALG7|CDG-Ij|D11S366|DGPT|DPAGT|DPAGT2|G1PT|GPT|UAGT|UGAT	11	0.949	0.0000586	4
NM_203316		1798	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	ALG7|CDG-Ij|D11S366|DGPT|DPAGT|DPAGT2|G1PT|GPT|UAGT|UGAT	11	0.949	0.0000586	4
NM_002452	Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 1 (NUDT1), transcript variant 1, mRNA.	4521	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	MTH1	7	0.949	0.000347	4
NM_198948	Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 1 (NUDT1), transcript variant 2A, mRNA.	4521	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	MTH1	7	0.949	0.000347	4
NM_198949	Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 1 (NUDT1), transcript variant 2B, mRNA.	4521	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	MTH1	7	0.949	0.000347	4
NM_198950	Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 1 (NUDT1), transcript variant 3A, mRNA.	4521	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	MTH1	7	0.949	0.000347	4
NM_198952	Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 1 (NUDT1), transcript variant 3B, mRNA.	4521	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	MTH1	7	0.949	0.000347	4
NM_198953	Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 1 (NUDT1), transcript variant 4A, mRNA.	4521	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	MTH1	7	0.949	0.000347	4
NM_198954	Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 1 (NUDT1), transcript variant 4B, mRNA.	4521	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	MTH1	7	0.949	0.000347	4
NM_012200	Homo sapiens beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) (B3GAT3), mRNA.	26229	B3GAT3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	GLCATI|GlcAT-I	11	0.949	0.000703	4
NM_006014	Homo sapiens L antigen family, member 3 (LAGE3), mRNA.	8270	LAGE3	L antigen family, member 3	CVG5|DXS9879E|DXS9951E|ESO3|ITBA2	X	0.948	0.0000414	4
NM_182498	Homo sapiens zinc finger protein 428 (ZNF428), mRNA.	126299	ZNF428	zinc finger protein 428	C19orf37|MGC51082|Zfp428	19	0.948	0.000913	4
NM_006114	Homo sapiens translocase of outer mitochondrial membrane 40 homolog (yeast) (TOMM40), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA.	10452	TOMM40	translocase of outer mitochondrial membrane 40 homolog (yeast)	C19orf1|D19S1177E|PER-EC1|PEREC1|TOM40	19	0.948	0.0000735	4
NM_002412	Homo sapiens O-6-methylguanine-DNA methyltransferase (MGMT), mRNA.	4255	MGMT	O-6-methylguanine-DNA methyltransferase	-	10	0.948	0.00000523	4
NM_005641	Homo sapiens TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa (TAF6), transcript variant 1, mRNA.	6878	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	DKFZp781E21155|MGC:8964|TAF2E|TAFII70|TAFII80|TAFII85	7	0.948	0.000384	4
NM_139122	Homo sapiens TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa (TAF6), transcript variant 3, mRNA.	6878	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	DKFZp781E21155|MGC:8964|TAF2E|TAFII70|TAFII80|TAFII85	7	0.948	0.000384	4
NM_139123	Homo sapiens TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa (TAF6), transcript variant 4, mRNA.	6878	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	DKFZp781E21155|MGC:8964|TAF2E|TAFII70|TAFII80|TAFII85	7	0.948	0.000384	4
NM_139315	Homo sapiens TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa (TAF6), transcript variant 2, mRNA.	6878	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	DKFZp781E21155|MGC:8964|TAF2E|TAFII70|TAFII80|TAFII85	7	0.948	0.000384	4
NM_014623	Homo sapiens male-enhanced antigen 1 (MEA1), mRNA.	4201	MEA1	male-enhanced antigen 1	HYS|MEA	6	0.947	0.000219	4
NM_002230	Homo sapiens junction plakoglobin (JUP), transcript variant 1, mRNA.	3728	JUP	junction plakoglobin	ARVD12|CTNNG|DP3|DPIII|PDGB|PKGB	17	0.947	0.000791	4
NM_021991	Homo sapiens junction plakoglobin (JUP), transcript variant 2, mRNA.	3728	JUP	junction plakoglobin	ARVD12|CTNNG|DP3|DPIII|PDGB|PKGB	17	0.947	0.000791	4
NM_203456	Homo sapiens peptidylprolyl isomerase E (cyclophilin E) (PPIE), transcript variant 2, mRNA.	10450	PPIE	peptidylprolyl isomerase E (cyclophilin E)	CYP-33|MGC111222|MGC3736	1	0.947	0.0000161	4
NM_003707	Homo sapiens RuvB-like 1 (E. coli) (RUVBL1), mRNA.	8607	RUVBL1	RuvB-like 1 (E. coli)	ECP54|INO80H|NMP238|PONTIN|Pontin52|RVB1|TIH1|TIP49|TIP49A	3	0.947	0.00000452	4
NM_003135	Homo sapiens signal recognition particle 19kDa (SRP19), mRNA.	6728	SRP19	signal recognition particle 19kDa	-	5	0.947	0.000471	4
NM_138763	Homo sapiens BCL2-associated X protein (BAX), transcript variant delta, mRNA.	581	BAX	BCL2-associated X protein	BCL2L4	19	0.947	0.000151	4
NM_014260	Homo sapiens prefoldin subunit 6 (PFDN6), mRNA.	10471	PFDN6	prefoldin subunit 6	H2-KE2|HKE2|KE-2|MGC70744|PFD6	6	0.947	0.000485	4
NM_002488	Homo sapiens NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa (NDUFA2), mRNA.	4695	NDUFA2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa	B8|CD14	5	0.947	0.00000064	4
NM_007234	Homo sapiens dynactin 3 (p22) (DCTN3), transcript variant 1, mRNA.	11258	DCTN3	dynactin 3 (p22)	DCTN-22|DCTN22|MGC111190	9	0.947	0.000368	4
NM_000709	Homo sapiens branched chain keto acid dehydrogenase E1, alpha polypeptide (BCKDHA), mRNA.	593	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide	BCKDE1A|FLJ45695|MSU|MSUD1|OVD1A	19	0.947	0.0000403	4
NM_024112	Homo sapiens chromosome 9 open reading frame 16 (C9orf16), mRNA.	79095	C9orf16	chromosome 9 open reading frame 16	EST00098|FLJ12823|MGC4639	9	0.947	0.0000437	4
NM_020831	Homo sapiens megakaryoblastic leukemia (translocation) 1 (MKL1), mRNA.	57591	MKL1	megakaryoblastic leukemia (translocation) 1	BSAC|MAL|MRTF-A	22	0.947	0.0000233	4
NM_013299	Homo sapiens SAC3 domain containing 1 (SAC3D1), mRNA.	29901	SAC3D1	SAC3 domain containing 1	HSU79266|SHD1	11	0.946	0.0000483	4
NM_018453	Homo sapiens E2F-associated phosphoprotein (EAPP), mRNA.	55837	EAPP	E2F-associated phosphoprotein	BM036|C14orf11|FLJ20578|MGC4957	14	0.946	0.000236	4
NM_000400	Homo sapiens excision repair cross-complementing rodent repair deficiency, complementation group 2 (ERCC2), transcript variant 1, mRNA.	2068	ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2	COFS2|EM9|MGC102762|MGC126218|MGC126219|TTD|XPD	19	0.946	0.0000313	4
NM_004260	Homo sapiens RecQ protein-like 4 (RECQL4), mRNA.	9401	RECQL4	RecQ protein-like 4	RECQ4	8	0.946	0.000508	4
NM_033356	Homo sapiens caspase 8, apoptosis-related cysteine peptidase (CASP8), transcript variant C, mRNA.	841	CASP8	caspase 8, apoptosis-related cysteine peptidase	ALPS2B|CAP4|FLICE|FLJ17672|MACH|MCH5|MGC78473	2	0.946	0.000733	4
NM_033355	Homo sapiens caspase 8, apoptosis-related cysteine peptidase (CASP8), transcript variant B, mRNA.	841	CASP8	caspase 8, apoptosis-related cysteine peptidase	ALPS2B|CAP4|FLICE|FLJ17672|MACH|MCH5|MGC78473	2	0.946	0.000703	4
NM_004394	Homo sapiens death-associated protein (DAP), mRNA.	1611	DAP	death-associated protein	MGC99796	5	0.946	0.00049	4
NM_003400	Homo sapiens exportin 1 (CRM1 homolog, yeast) (XPO1), mRNA.	7514	XPO1	exportin 1 (CRM1 homolog, yeast)	CRM1|DKFZp686B1823	2	0.945	0.0000417	4
XM_945623							0.945	0.000275	4
NM_006927	Homo sapiens ST3 beta-galactoside alpha-2,3-sialyltransferase 2 (ST3GAL2), mRNA.	6483	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	Gal-NAc6S|SIAT4B|ST3GALII|ST3GalA.2	16	0.945	0.000465	4
NM_004275	Homo sapiens mediator complex subunit 20 (MED20), mRNA.	9477	MED20	mediator complex subunit 20	DKFZp586D2223|MGC29869|PRO0213|TRFP	6	0.945	0.0000935	4
NM_012080	Homo sapiens haloacid dehalogenase-like hydrolase domain containing 1A (HDHD1A), transcript variant 2, mRNA.	8226	HDHD1A	haloacid dehalogenase-like hydrolase domain containing 1A	DXF68S1E|FAM16AX|GS1	X	0.945	0.00000959	4
NM_174855	Homo sapiens isocitrate dehydrogenase 3 (NAD+) beta (IDH3B), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	3420	IDH3B	isocitrate dehydrogenase 3 (NAD+) beta	FLJ11043|H-IDHB|MGC903|RP46	20	0.945	0.000707	4
NM_005730	Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 (CTDSP2), mRNA.	10106	CTDSP2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	OS4|PSR2|SCP2	12	0.945	3.53E-08	4
NM_004622	Homo sapiens translin (TSN), mRNA.	7247	TSN	translin	BCLF-1|REHF-1|TRSLN	2	0.945	0.000791	4
NM_000398	Homo sapiens cytochrome b5 reductase 3 (CYB5R3), transcript variant 1, mRNA.	1727	CYB5R3	cytochrome b5 reductase 3	B5R|DIA1	22	0.945	0.0000269	4
NM_007326	Homo sapiens cytochrome b5 reductase 3 (CYB5R3), transcript variant 2, mRNA.	1727	CYB5R3	cytochrome b5 reductase 3	B5R|DIA1	22	0.945	0.0000269	4
NM_001315	Homo sapiens mitogen-activated protein kinase 14 (MAPK14), transcript variant 1, mRNA.	1432	MAPK14	mitogen-activated protein kinase 14	CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA	6	0.945	0.00000272	4
NM_007367	Homo sapiens RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse)) (RALY), transcript variant 2, mRNA.	22913	RALY	RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))	HNRPCL2|MGC117312|P542	20	0.944	0.000178	4
NM_016732	Homo sapiens RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse)) (RALY), transcript variant 1, mRNA.	22913	RALY	RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))	HNRPCL2|MGC117312|P542	20	0.944	0.000178	4
NM_004671	Homo sapiens protein inhibitor of activated STAT, 2 (PIAS2), transcript variant beta, mRNA.	9063	PIAS2	protein inhibitor of activated STAT, 2	MGC102682|MIZ1|PIASX|PIASX-ALPHA|PIASX-BETA|SIZ2|ZMIZ4|miz	18	0.944	0.00028	4
NM_004146	Homo sapiens NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa (NDUFB7), nuclear gene encoding mitochondrial protein, mRNA.	4713	NDUFB7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa	B18|CI-B18|MGC2480	19	0.944	0.000305	4
NM_006234	Homo sapiens polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa (POLR2J), mRNA.	5439	POLR2J	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa	MGC71910|POLR2J1|RPB11|RPB11A|RPB11m|hRPB14	7	0.944	0.000194	4
NM_002623	Homo sapiens prefoldin subunit 4 (PFDN4), mRNA.	5203	PFDN4	prefoldin subunit 4	C1|PFD4	20	0.944	0.000388	4
NM_002951	Homo sapiens ribophorin II (RPN2), transcript variant 1, mRNA.	6185	RPN2	ribophorin II	RIBIIR|RPN-II|RPNII|SWP1	20	0.944	0.0000903	4
NM_152132	Homo sapiens proteasome (prosome, macropain) subunit, alpha type, 3 (PSMA3), transcript variant 2, mRNA.	5684	PSMA3	proteasome (prosome, macropain) subunit, alpha type, 3	HC8|MGC12306|MGC32631|PSC3	14	0.943	0.000742	4
NM_007274	Homo sapiens acyl-CoA thioesterase 7 (ACOT7), transcript variant hBACHa, mRNA.	11332	ACOT7	acyl-CoA thioesterase 7	ACH1|ACT|BACH|CTE-II|LACH|LACH1|MGC1126|hBACH	1	0.943	0.0000455	4
NM_181862							0.943	0.0000455	4
NM_181863							0.943	0.0000455	4
NM_181864	Homo sapiens acyl-CoA thioesterase 7 (ACOT7), transcript variant hBACHb, mRNA.	11332	ACOT7	acyl-CoA thioesterase 7	ACH1|ACT|BACH|CTE-II|LACH|LACH1|MGC1126|hBACH	1	0.943	0.0000455	4
NM_181865	Homo sapiens acyl-CoA thioesterase 7 (ACOT7), transcript variant hBACHc, mRNA.	11332	ACOT7	acyl-CoA thioesterase 7	ACH1|ACT|BACH|CTE-II|LACH|LACH1|MGC1126|hBACH	1	0.943	0.0000455	4
NM_181866	Homo sapiens acyl-CoA thioesterase 7 (ACOT7), transcript variant hBACHd, mRNA.	11332	ACOT7	acyl-CoA thioesterase 7	ACH1|ACT|BACH|CTE-II|LACH|LACH1|MGC1126|hBACH	1	0.943	0.0000455	4
NM_006349	Homo sapiens zinc finger, HIT type 1 (ZNHIT1), mRNA.	10467	ZNHIT1	zinc finger, HIT type 1	CG1I|ZNFN4A1	7	0.943	0.00000891	4
NM_002752	Homo sapiens mitogen-activated protein kinase 9 (MAPK9), transcript variant JNK2-a2, mRNA.	5601	MAPK9	mitogen-activated protein kinase 9	JNK-55|JNK2|JNK2A|JNK2ALPHA|JNK2B|JNK2BETA|PRKM9|SAPK|p54a|p54aSAPK	5	0.943	0.00023	4
NM_139068	Homo sapiens mitogen-activated protein kinase 9 (MAPK9), transcript variant JNK2-a1, mRNA.	5601	MAPK9	mitogen-activated protein kinase 9	JNK-55|JNK2|JNK2A|JNK2ALPHA|JNK2B|JNK2BETA|PRKM9|SAPK|p54a|p54aSAPK	5	0.943	0.00023	4
NM_139069	Homo sapiens mitogen-activated protein kinase 9 (MAPK9), transcript variant JNK2-b1, mRNA.	5601	MAPK9	mitogen-activated protein kinase 9	JNK-55|JNK2|JNK2A|JNK2ALPHA|JNK2B|JNK2BETA|PRKM9|SAPK|p54a|p54aSAPK	5	0.943	0.00023	4
NM_139070	Homo sapiens mitogen-activated protein kinase 9 (MAPK9), transcript variant JNK2-b2, mRNA.	5601	MAPK9	mitogen-activated protein kinase 9	JNK-55|JNK2|JNK2A|JNK2ALPHA|JNK2B|JNK2BETA|PRKM9|SAPK|p54a|p54aSAPK	5	0.943	0.00023	4
NM_000319	Homo sapiens peroxisomal biogenesis factor 5 (PEX5), transcript variant 2, mRNA.	5830	PEX5	peroxisomal biogenesis factor 5	FLJ50634|FLJ50721|FLJ51948|PTS1-BP|PTS1R|PXR1	12	0.943	0.00000283	4
NM_001024843	Homo sapiens trinucleotide repeat containing 6B (TNRC6B), transcript variant 2, mRNA.	23112	TNRC6B	trinucleotide repeat containing 6B	KIAA1093	22	0.943	0.000535	4
NM_015088	Homo sapiens trinucleotide repeat containing 6B (TNRC6B), transcript variant 1, mRNA.	23112	TNRC6B	trinucleotide repeat containing 6B	KIAA1093	22	0.943	0.000535	4
NM_024348	Homo sapiens dynactin 3 (p22) (DCTN3), transcript variant 2, mRNA.	11258	DCTN3	dynactin 3 (p22)	DCTN-22|DCTN22|MGC111190	9	0.943	0.00034	4
NM_003756	Homo sapiens eukaryotic translation initiation factor 3, subunit H (EIF3H), mRNA.	8667	EIF3H	eukaryotic translation initiation factor 3, subunit H	EIF3S3|MGC102958|eIF3-gamma|eIF3-p40	8	0.942	0.000258	4
