Affymetrix ID	Symbol	Gene Name	Fold difference	P.Value
1448162_at	Vcam1	vascular cell adhesion molecule 1	2.4	0.001462997
1426528_at	Nrp2	neuropilin 2	2.4	1.03E-05
1451506_at	Mef2c	myocyte enhancer factor 2C	2.4	0.001176706
1426388_s_at	Ryk	receptor-like tyrosine kinase	2.4	0.001073493
1445882_at	---	---	2.4	0.038093559
1420582_at	Cd209e	Cd209e antigen	2.4	0.00227107
1436590_at	Ppp1r3b	protein phosphatase 1, regulatory (inhibitor) subunit 3B	2.4	0.002304688
1416051_at	C2	complement component 2 (within H-2S)	2.4	0.006792137
1426830_a_at	Ahcyl1	S-adenosylhomocysteine hydrolase-like 1	2.4	3.50E-06
1438705_at	---	---	2.4	0.002375269
1428785_at	Amotl1	angiomotin-like 1	2.4	0.000134109
1433868_at	Btbd3	BTB (POZ) domain containing 3	2.4	0.001603836
1460695_a_at	2300006M17Rik	RIKEN cDNA 2300006M17 gene	2.4	0.003383841
1425218_a_at	Scgb3a2	secretoglobin, family 3A, member 2	2.4	0.001566183
1424380_at	BC026744	cDNA sequence BC026744	2.4	8.73E-05
1419652_s_at	2610200G18Rik	RIKEN cDNA 2610200G18 gene	2.4	0.000561301
1418206_at	Sdf2l1	stromal cell-derived factor 2-like 1	2.4	0.016622196
1421001_a_at	Car6	carbonic anhydrase 6	2.4	0.003613857
1422445_at	Itga6	integrin alpha 6	2.3	0.031797949
1455049_at	Igsf3	immunoglobulin superfamily, member 3	2.3	0.000459878
1418736_at	B3galt3	UDP-Gal	2.3	4.23E-05
1424608_a_at	---	---	2.3	0.000293665
1451382_at	1810008K03Rik	RIKEN cDNA 1810008K03 gene	2.3	0.005989667
1455347_at	AW540478	expressed sequence AW540478	2.3	0.000734473
1456665_at	Eya4	eyes absent 4 homolog (Drosophila)	2.3	0.03833248
1448894_at	Akr1b8	aldo-keto reductase family 1, member B8	2.3	0.008603389
1436323_at	2810001A02Rik	RIKEN cDNA 2810001A02 gene	2.3	0.00041582
1428859_at	Paox	polyamine oxidase	2.3	0.000739113
1459888_at	---	---	2.3	0.005458778
1417783_at	Als2	amyotrophic lateral sclerosis 2 (juvenile) homolog (human)	2.3	0.00082442
1417632_at	Atp6v0a1	ATPase, H+ transporting, lysosomal V0 subunit a isoform 1	2.3	0.006921998
1417706_at	Naglu	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)	2.3	0.001284393
1429219_at	1200009F10Rik	RIKEN cDNA 1200009F10 gene	2.3	0.002685407
1423721_at	Tpm1	tropomyosin 1, alpha	2.3	0.00050546
1428973_s_at	0610012D17Rik	RIKEN cDNA 0610012D17 gene	2.3	0.002176102
1421847_at	Wsb2	WD repeat and SOCS box-containing 2	2.3	0.000298938
1430726_at	5133400D11Rik	RIKEN cDNA 5133400D11 gene	2.3	2.13E-05
1427228_at	2410003B16Rik	RIKEN cDNA 2410003B16 gene	2.3	0.029781637
1457108_at	---	---	2.3	0.017689742
1419814_s_at	S100a1	S100 calcium binding protein A1	2.3	2.93E-06
1434193_at	9330177P20Rik	RIKEN cDNA 9330177P20 gene	2.3	0.000468325
1424965_at	Lpxn	leupaxin	2.3	0.001246795
1419197_x_at	Hamp	hepcidin antimicrobial peptide	2.3	0.007532242
1419573_a_at	Lgals1	lectin, galactose binding, soluble 1	2.3	4.67E-06
1416590_a_at	Rab34	RAB34, member of RAS oncogene family	2.3	0.002769886
1451049_at	Bcap31	B-cell receptor-associated protein 31	2.3	8.68E-06
1433428_x_at	Tgm2	transglutaminase 2, C polypeptide	2.3	0.001515566
1435069_at	BC064078	cDNA sequence BC064078	2.3	0.012013216
1433670_at	Emp2	epithelial membrane protein 2	2.3	0.003386112
1416654_at	Slc31a2	solute carrier family 31, member 2	2.3	0.000194466
1435485_at	C230096C10Rik	RIKEN cDNA C230096C10 gene	2.3	0.000416107
1428140_at	Oxct1	3-oxoacid CoA transferase 1	2.3	0.000350928
1417421_at	S100a1	S100 calcium binding protein A1	2.3	0.000211431
1418648_at	Egln3	EGL nine homolog 3 (C. elegans)	2.3	0.000283299
1448656_at	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	2.3	0.025464513
1417825_at	Esd	esterase D/formylglutathione hydrolase	2.3	1.78E-05
1428972_at	0610012D17Rik	RIKEN cDNA 0610012D17 gene	2.3	0.030200991
1416996_at	Tbc1d8	TBC1 domain family, member 8	2.3	0.043183857
1419681_a_at	Prok2	prokineticin 2	2.3	0.001003585
1429570_at	9130019I15Rik	RIKEN cDNA 9130019I15 gene	2.3	0.000805749
1424650_at	Pdir	protein disulfide isomerase-related	2.2	0.000274038
1419403_at	BC017612	cDNA sequence BC017612	2.2	0.0056827
1436092_at	---	---	2.2	0.000939702
1426123_a_at	Rrbp1	ribosome binding protein 1	2.2	5.00E-05
1426543_x_at	2310067E08Rik	RIKEN cDNA 2310067E08 gene	2.2	0.003370516
1455900_x_at	Tgm2	transglutaminase 2, C polypeptide	2.2	0.004621951
1438435_at	---	---	2.2	0.00176446
1452182_at	Galnt2	UDP-N-acetyl-alpha-D-galactosamine	2.2	0.002934882
1449221_a_at	Rrbp1	ribosome binding protein 1	2.2	6.13E-05
1453416_at	Gas2l3	growth arrest-specific 2 like 3	2.2	7.80E-05
1453228_at	Stx11	syntaxin 11	2.2	0.039999619
1451791_at	Tfpi	tissue factor pathway inhibitor	2.2	0.022679761
1437277_x_at	Tgm2	transglutaminase 2, C polypeptide	2.2	0.002755419
1426300_at	Alcam	activated leukocyte cell adhesion molecule	2.2	0.000851866
1424775_at	Oas1g	2-5 oligoadenylate synthetase 1G	2.2	0.006105311
1456225_x_at	Trib3	tribbles homolog 3 (Drosophila)	2.2	0.026706133
1448559_at	Flot1	flotillin 1	2.2	0.000778713
1456483_at	Zfp9	zinc finger protein 9	2.2	0.014639443
1416052_at	Prps1	phosphoribosyl pyrophosphate synthetase 1	2.2	0.004167463
1439060_s_at	6330406P08Rik	RIKEN cDNA 6330406P08 gene	2.2	2.43E-05
1436178_at	Leprel1	leprecan-like 1	2.2	0.007562142
1437419_at	Bmp2k	BMP2 inducible kinase	2.2	0.001459305
1420591_at	Gpr84	G protein-coupled receptor 84	2.2	0.010190467
1424373_at	Armcx3	armadillo repeat containing, X-linked 3	2.2	3.23E-05
1418637_at	Etv3	ets variant gene 3	2.2	0.005258851
1456288_at	Slfn5	schlafen 5	2.2	0.031005045
1460415_a_at	Tnfrsf5	tumor necrosis factor receptor superfamily, member 5	2.2	2.93E-05
1422415_at	Ang2	angiogenin, ribonuclease A family, member 2	2.2	0.00308259
1451924_a_at	Edn1	endothelin 1	2.2	0.001139069
1444537_at	AI429363	expressed sequence AI429363	2.2	0.023081704
1417002_at	0610012G03Rik	RIKEN cDNA 0610012G03 gene	2.2	2.48E-05
1426655_a_at	4930504E06Rik	RIKEN cDNA 4930504E06 gene	2.2	0.00028241
1427974_s_at	Chdh	choline dehydrogenase	2.2	1.87E-05
1460600_at	---	hypothetical LOC245350	2.2	0.011957932
1433748_at	Ccs	copper chaperone for superoxide dismutase	2.2	0.047715712
1424265_at	Npl	N-acetylneuraminate pyruvate lyase	2.2	0.002278441
1457691_at	---	---	2.2	0.002824835
1449151_at	Pctk3	PCTAIRE-motif protein kinase 3	2.2	0.029159773
1456874_at	Flrt2	fibronectin leucine rich transmembrane protein 2	2.2	0.004012572
1450860_at	Lap3	leucine aminopeptidase 3	2.2	0.000108363
1425248_a_at	Tyro3	TYRO3 protein tyrosine kinase 3	2.1	0.004231399
1448957_at	Rbpsuh	recombining binding protein suppressor of hairless (Drosophila)	2.1	0.0006646
1457202_at	---	---	2.1	0.024414473
1421917_at	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	2.1	0.016388552
1423885_at	Lamc1	laminin, gamma 1	2.1	3.57E-05
1455538_at	6330403M23Rik	RIKEN cDNA 6330403M23 gene	2.1	6.62E-05
1450040_at	Timp2	tissue inhibitor of metalloproteinase 2	2.1	0.007709794
1417040_a_at	Bok	Bcl-2-related ovarian killer protein	2.1	0.002069032
1420760_s_at	Ndrg1	N-myc downstream regulated gene 1	2.1	0.046787188
1446179_at	---	---	2.1	0.00282149
1416665_at	Coq7	demethyl-Q 7	2.1	0.000465545
1433711_s_at	Sesn1	sestrin 1	2.1	0.001950392
1416653_at	Stxbp3	syntaxin binding protein 3	2.1	0.000450654
1440132_s_at	Prkar1b	protein kinase, cAMP dependent regulatory, type I beta	2.1	0.026257219
1434196_at	Dnaja4	DnaJ (Hsp40) homolog, subfamily A, member 4	2.1	0.043694194
1457266_at	---	---	2.1	8.17E-06
1418455_at	Copz2	coatomer protein complex, subunit zeta 2	2.1	8.34E-05
1435903_at	B230315M08Rik	RIKEN cDNA B230315M08 gene	2.1	0.000250693
1434674_at	Lyst	lysosomal trafficking regulator	2.1	0.000168311
1418324_at	Fem1b	feminization 1 homolog b (C. elegans)	2.1	0.001429422
1452784_at	Itgav	integrin alpha V	2.1	0.002430989
1454906_at	Rarb	retinoic acid receptor, beta	2.1	0.014536756
1437458_x_at	Clu	clusterin	2.1	0.043316839
1426812_a_at	9130404D14Rik	RIKEN cDNA 9130404D14 gene	2.1	0.008018637
1427121_at	Fbxo4	F-box only protein 4	2.1	0.028244007
1435349_at	Nrp2	neuropilin 2	2.1	0.003068602
1417607_at	Cox6a2	cytochrome c oxidase, subunit VI a, polypeptide 2	2.1	0.001159338
1453128_at	Xlkd1	extra cellular link domain-containing 1	2.1	0.002625082
1416108_a_at	1200002G13Rik	RIKEN cDNA 1200002G13 gene	2.1	0.000241676
1455090_at	Angptl2	angiopoietin-like 2	2.1	0.00146511
1417594_at	Gkap1	G kinase anchoring protein 1	2.1	0.030707018
1435580_at	C230081A13Rik	RIKEN cDNA C230081A13 gene	2.1	0.001763459
1416298_at	Mmp9	matrix metalloproteinase 9	2.1	0.000185401
1452761_a_at	Rbms3	RNA binding motif, single stranded interacting protein	2.1	0.001603865
1417401_at	Rai14	retinoic acid induced 14	2.1	0.001565489
1416344_at	Lamp2	lysosomal membrane glycoprotein 2	2.1	0.0004536
1417627_a_at	Limk1	LIM-domain containing, protein kinase	2.1	0.000574556
1443122_at	---	---	2.1	0.007050708
1432073_at	1700113I22Rik	RIKEN cDNA 1700113I22 gene	2.1	0.025505515
1428395_at	Smurf1	SMAD specific E3 ubiquitin protein ligase 1	2.1	0.005962369
1423161_s_at	Spred1	sprouty protein with EVH-1 domain 1, related sequence	2.1	0.022036733
1434264_at	Ank2	ankyrin 2, brain	2.1	0.027759807
1421307_at	Car13	carbonic anhydrase 13	2.1	0.000781701
1423677_at	Fkbp9	FK506 binding protein 9	2.1	0.00102498
1426542_at	2310067E08Rik	RIKEN cDNA 2310067E08 gene	2.1	0.001806046
1435128_at	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	2.1	0.003857885
1438488_at	Esd	esterase D/formylglutathione hydrolase	2.1	0.005606483
1415826_at	Atp6v1h	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	2.1	0.002313474
1450882_s_at	Tm7sf1	transmembrane 7 superfamily member 1	2.1	0.0012211
1417639_at	Slc22a4	solute carrier family 22 (organic cation transporter), member 4	2.1	0.001551783
1423296_at	Psmd8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	2.1	0.048107504
1449059_a_at	Oxct1	3-oxoacid CoA transferase 1	2.0	0.001259641
1418509_at	Cbr2	carbonyl reductase 2	2.0	0.032901017
1456022_at	B230339E18Rik	RIKEN cDNA B230339E18 gene	2.0	8.57E-05
1417195_at	Cldn22	claudin 22	2.0	0.005697158
1438031_at	---	---	2.0	0.032541764
1422449_s_at	Rcn2	reticulocalbin 2	2.0	0.000218733
1455450_at	Ptpn3	protein tyrosine phosphatase, non-receptor type 3	2.0	0.020074044
1429775_a_at	Tm7sf1	transmembrane 7 superfamily member 1	2.0	0.011334085
1436336_at	2210013M04Rik	RIKEN cDNA 2210013M04 gene	2.0	0.000939889
1418238_at	Ivd	isovaleryl coenzyme A dehydrogenase	2.0	0.004118403
1449585_at	Il1rap	interleukin 1 receptor accessory protein	2.0	0.037199926
1451475_at	Plxnd1	plexin D1	2.0	0.014184293
1416497_at	Cai	calcium binding protein, intestinal	2.0	0.006437227
1428387_at	Utp14b	UTP14, U3 small nucleolar ribonucleoprotein, homolog B (yeast)	2.0	0.038913838
1421065_at	Jak2	Janus kinase 2	2.0	0.003009078
1448361_at	Ttc3	tetratricopeptide repeat domain 3	2.0	0.000431969
1425133_s_at	Rab3il1	RAB3A interacting protein (rabin3)-like 1	2.0	0.00482847
1415977_at	Isyna1	myo-inositol 1-phosphate synthase A1	2.0	0.002948605
1423520_at	Lmnb1	lamin B1	2.0	0.009517167
1420548_a_at	2310008H09Rik	RIKEN cDNA 2310008H09 gene	2.0	0.004142511
1450634_at	Atp6v1a1	ATPase, H+ transporting, V1 subunit A, isoform 1	2.0	0.001061192
1423228_at	B4galt6	UDP-Gal	2.0	0.014995547
1425026_at	2010005O13Rik	RIKEN cDNA 2010005O13 gene	2.0	0.014900279
1428195_at	4631427C17Rik	RIKEN cDNA 4631427C17 gene	2.0	0.000164582
1421059_a_at	Alg2	asparagine-linked glycosylation 2 homolog (yeast, alpha-1,3-mannosyltransferase)	2.0	0.006051598
1434354_at	Maob	monoamine oxidase B	2.0	0.007610508
1424904_at	1300010F03Rik	RIKEN cDNA 1300010F03 gene	2.0	0.000229569
1417679_at	Gfi1	growth factor independent 1	2.0	0.007953506
1421014_a_at	Clybl	citrate lyase beta like	2.0	0.001801289
1426785_s_at	Mgll	monoglyceride lipase	2.0	0.032446178
1458082_at	---	---	2.0	0.000981327
1450387_s_at	Ak4	adenylate kinase 4	2.0	0.001324053
1460682_s_at	Ceacam2	CEA-related cell adhesion molecule 2	2.0	0.000456251
1430802_at	H2-Q8	histocompatibility 2, Q region locus 8	2.0	0.003239816
1418067_at	Cfl2	cofilin 2, muscle	2.0	0.019477746
1417903_at	Dfna5h	deafness, autosomal dominant 5 homolog (human)	2.0	0.013330069
1451867_x_at	Arhgap6	Rho GTPase activating protein 6	2.0	0.002152424
1436339_at	1810058I24Rik	RIKEN cDNA 1810058I24 gene	2.0	0.000440729
1416695_at	Bzrp	benzodiazepine receptor, peripheral	2.0	0.006671762
1418547_at	Tfpi2	tissue factor pathway inhibitor 2	2.0	0.015351266
1451462_a_at	Ifnar2	interferon (alpha and beta) receptor 2	2.0	0.000306038
1426540_at	2310067E08Rik	RIKEN cDNA 2310067E08 gene	2.0	0.000501054
1441975_at	Acpp	acid phosphatase, prostate	2.0	0.035204347
1435680_a_at	Dpp7	dipeptidylpeptidase 7	2.0	0.014755187
1424276_at	Snx16	sorting nexin 16	1.9	0.03834903
1425917_at	H28	histocompatibility 28	1.9	0.001013394
1420407_at	Ltb4r1	leukotriene B4 receptor 1	1.9	0.001003638
1416022_at	Fabp5	fatty acid binding protein 5, epidermal	1.9	0.037318904
1454896_at	Rbpsuh	recombining binding protein suppressor of hairless (Drosophila)	1.9	0.000470948
1432339_at	4933432I03Rik	RIKEN cDNA 4933432I03 gene	1.9	0.004123387
1418902_at	3110023E09Rik	RIKEN cDNA 3110023E09 gene	1.9	0.001559961
1455849_at	Nav1	neuron navigator 1	1.9	0.003922257
1416183_a_at	Ldh2	lactate dehydrogenase 2, B chain	1.9	0.000800544
1430031_at	Ipmk	inositol polyphosphate multikinase	1.9	0.007538959
1417100_at	425O18-1	hypothetical protein 425O18-1	1.9	0.04402847
1445292_at	B230315M08Rik	RIKEN cDNA B230315M08 gene	1.9	0.04432077
1425789_s_at	Anxa8	annexin A8	1.9	0.012142577
1435750_at	Gchfr	GTP cyclohydrolase I feedback regulator	1.9	0.014055887
1452042_a_at	5730537D05Rik	RIKEN cDNA 5730537D05 gene	1.9	0.00038185
1450907_at	5730406I15Rik	RIKEN cDNA 5730406I15 gene	1.9	0.002624656
1451627_a_at	Slc1a2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	1.9	0.017982524
1428058_at	2310047C17Rik	RIKEN cDNA 2310047C17 gene	1.9	0.031782581
1460276_a_at	Tpra40	transmembrane domain protein regulated in adipocytes	1.9	0.001569297
1455376_at	1300010F03Rik	RIKEN cDNA 1300010F03 gene	1.9	0.000483875
1419595_a_at	Ggh	gamma-glutamyl hydrolase	1.9	0.001878619
1436479_a_at	Dpp7	dipeptidylpeptidase 7	1.9	0.003915961
1450702_at	Hfe	hemochromatosis	1.9	0.000213008
1449623_at	Txnrd3	thioredoxin reductase 3	1.9	0.003817364
1429400_at	Clcn5	chloride channel 5	1.9	0.000474154
1424049_at	A930011F22Rik	RIKEN cDNA A930011F22 gene	1.9	0.02610746
1419712_at	Il3ra	interleukin 3 receptor, alpha chain	1.9	0.019792533
1425154_a_at	Csf1	colony stimulating factor 1 (macrophage)	1.9	0.001190173
1417430_at	Cdr2	cerebellar degeneration-related 2	1.9	0.010601203
1434152_at	2210421G13Rik	RIKEN cDNA 2210421G13 gene	1.9	0.013579133
1417196_s_at	Cldn22	claudin 22	1.9	0.045157836
1451648_a_at	Folr2	folate receptor 2 (fetal)	1.9	0.0100125
1437435_at	1700061G19Rik	RIKEN cDNA 1700061G19 gene	1.9	0.028032272
1421066_at	Jak2	Janus kinase 2	1.9	0.000675878
1455247_at	Amotl1	angiomotin-like 1	1.9	0.003549979
1440451_at	---	---	1.9	0.003341621
1417426_at	Prg1	proteoglycan 1, secretory granule	1.9	0.001249536
1424392_at	Adhfe1	alcohol dehydrogenase, iron containing, 1	1.9	0.005018249
1437874_s_at	A930009M04Rik	RIKEN cDNA A930009M04 gene	1.9	0.00035723
1422101_at	Tnfrsf23	tumor necrosis factor receptor superfamily, member 23	1.9	0.000666777
1427878_at	0610010O12Rik	RIKEN cDNA 0610010O12 gene	1.9	0.001264577
1423468_at	1010001D01Rik	RIKEN cDNA 1010001D01 gene	1.9	0.00100284
1422811_at	Slc27a1	solute carrier family 27 (fatty acid transporter), member 1	1.9	0.019873317
1418114_at	Rbpsuh	recombining binding protein suppressor of hairless (Drosophila)	1.9	0.031042077
1428433_at	1110014O20Rik	RIKEN cDNA 1110014O20 gene	1.9	0.000638841
1425576_at	Ahcyl1	S-adenosylhomocysteine hydrolase-like 1	1.9	0.002521526
1454161_s_at	0610007P14Rik	RIKEN cDNA 0610007P14 gene	1.9	0.000112834
1428097_at	2510009E07Rik	RIKEN cDNA 2510009E07 gene	1.9	0.001310027
1443163_at	Slc39a2	solute carrier family 39 (zinc transporter), member 2	1.9	0.032473989
1426348_at	Col4a1	procollagen, type IV, alpha 1	1.9	0.004935333
1419322_at	Fgd6	FYVE, RhoGEF and PH domain containing 6	1.9	0.006088283
1441912_x_at	C2	complement component 2 (within H-2S)	1.9	0.001642905
1445365_at	Ms4a7	membrane-spanning 4-domains, subfamily A, member 7	1.9	0.008582824
1429065_at	1700023M03Rik	RIKEN cDNA 1700023M03 gene	1.9	0.0415202
1425340_a_at	Ptpra	protein tyrosine phosphatase, receptor type, A	1.9	0.016511712
1418738_at	Scn1b	sodium channel, voltage-gated, type I, beta polypeptide	1.9	0.047579893
1417128_at	2810052M02Rik	RIKEN cDNA 2810052M02 gene	1.9	0.000891537
1425140_at	Lactb2	lactamase, beta 2	1.9	0.002705209
1422260_x_at	Ccr5	chemokine (C-C motif) receptor 5	1.9	0.04877137
1417873_at	2310058A11Rik	RIKEN cDNA 2310058A11 gene	1.9	0.006039073
1438194_at	Slc1a2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	1.9	0.000716742
1416528_at	Sh3bgrl3	SH3 domain binding glutamic acid-rich protein-like 3	1.8	0.000162004
1424309_a_at	Mocs2	molybdenum cofactor synthesis 2	1.8	0.007748504
1429646_at	1700112C13Rik	RIKEN cDNA 1700112C13 gene	1.8	0.026251382
1428306_at	Ddit4	DNA-damage-inducible transcript 4	1.8	0.011132692
1421061_at	Guca1a	guanylate cyclase activator 1a (retina)	1.8	0.001527346
1419124_at	2210010L05Rik	RIKEN cDNA 2210010L05 gene	1.8	0.011274487
1444559_at	---	---	1.8	0.005294044
1415870_at	Calu	calumenin	1.8	0.000682579
1441843_s_at	5230400M03Rik	RIKEN cDNA 5230400M03 gene	1.8	0.015001489
1436865_at	Slc26a11	solute carrier family 26, member 11	1.8	0.011029225
1455570_x_at	Cnn3	calponin 3, acidic	1.8	0.003069584
1449107_at	Nudt4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	1.8	0.003701067
1426750_at	Flnb	filamin, beta	1.8	0.01853562
1427305_at	Piga	phosphatidylinositol glycan, class A	1.8	0.010395002
1460465_at	A930038C07Rik	RIKEN cDNA A930038C07 gene	1.8	0.001921694
1422508_at	Atp6v1a1	ATPase, H+ transporting, V1 subunit A, isoform 1	1.8	0.000876213
1429206_at	Rhobtb1	Rho-related BTB domain containing 1	1.8	0.005898895
1453103_at	Ablim1	actin-binding LIM protein 1	1.8	0.03618779
1450913_at	B4galt6	UDP-Gal	1.8	0.020485944
1435218_at	Rasgef1a	RasGEF domain family, member 1A	1.8	0.002172046
1418465_at	Ncf4	neutrophil cytosolic factor 4	1.8	0.0012337
1435029_at	---	---	1.8	0.046202943
1431028_a_at	Pank1	pantothenate kinase 1	1.8	0.000545814
1433799_at	Rdh13	retinol dehydrogenase 13 (all-trans and 9-cis)	1.8	0.027345488
1436844_at	---	---	1.8	0.013923072
1453470_a_at	Gna13	guanine nucleotide binding protein, alpha 13	1.8	0.002166144
1415850_at	Rasa3	RAS p21 protein activator 3	1.8	0.005693866
1418076_at	St14	suppression of tumorigenicity 14 (colon carcinoma)	1.8	0.001434253
1448353_x_at	Rpn1	ribophorin I	1.8	0.019938587
1450981_at	Cnn2	calponin 2	1.8	0.045558342
1420631_a_at	Blcap	bladder cancer associated protein homolog (human)	1.8	0.011500094
1455487_at	2600014M03Rik	RIKEN cDNA 2600014M03 gene	1.8	0.00351648
1430295_at	Gna13	guanine nucleotide binding protein, alpha 13	1.8	0.014398269
1439787_at	Dnajb9	DnaJ (Hsp40) homolog, subfamily B, member 9	1.8	0.028851675
1449267_at	3110023E09Rik	RIKEN cDNA 3110023E09 gene	1.8	0.002706466
1438504_x_at	Tm7sf3	transmembrane 7 superfamily member 3	1.8	0.009920624
1456251_x_at	Bzrp	benzodiazepine receptor, peripheral	1.8	0.014359081
1417622_at	Slc12a2	solute carrier family 12, member 2	1.8	0.012964475
1438948_x_at	Bzrp	benzodiazepine receptor, peripheral	1.8	0.00354972
1449481_at	Slc25a13	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13	1.8	0.029592501
1437304_at	Cblb	Casitas B-lineage lymphoma b	1.8	0.006858358
1449954_at	Hyal1	hyaluronidase 1	1.8	0.000417769
1433555_at	Eaf1	ELL associated factor 1	1.8	0.006471101
1450644_at	Zfp36l1	zinc finger protein 36, C3H type-like 1	1.8	0.046700859
1455439_a_at	Lgals1	lectin, galactose binding, soluble 1	1.8	0.002609766
1416470_a_at	Rpn1	ribophorin I	1.8	0.027581201
1450694_at	Fkbp2	FK506 binding protein 2	1.8	0.011002186
1443100_at	---	gene model 1581, (NCBI)	1.8	0.016874246
1450014_at	Cldn1	claudin 1	1.8	0.009362775
1418449_at	Lad1	ladinin	1.8	0.003861459
1448950_at	Il1r1	interleukin 1 receptor, type I	1.8	0.036848842
1449026_at	Ifnar1	interferon (alpha and beta) receptor 1	1.8	0.012733326
1419023_x_at	Eno1	enolase 1, alpha non-neuron	1.8	0.019179569
1450454_at	Tor3a	torsin family 3, member A	1.8	0.003875988
1432164_a_at	5730591C18Rik	RIKEN cDNA 5730591C18 gene	1.8	0.000561099
1456309_x_at	Lasp1	LIM and SH3 protein 1	1.7	0.003519839
1456857_at	1500011B03Rik	RIKEN cDNA 1500011B03 gene	1.7	0.008076233
1416627_at	Spint1	serine protease inhibitor, Kunitz type 1	1.7	0.029183723
1451753_at	Plxna2	plexin A2	1.7	0.023353066
1416205_at	Glb1	galactosidase, beta 1	1.7	0.006656724
1448548_at	Tulp4	tubby like protein 4	1.7	0.001251804
1434348_at	Fez2	fasciculation and elongation protein zeta 2 (zygin II)	1.7	0.008896277
1424674_at	Slc39a6	solute carrier family 39 (metal ion transporter), member 6	1.7	0.019728452
1426220_at	4930471M23Rik	RIKEN cDNA 4930471M23 gene	1.7	0.017708632
1448551_a_at	Trim2	tripartite motif protein 2	1.7	0.011210883
1423164_at	Tm7sf1	transmembrane 7 superfamily member 1	1.7	0.020758086
1435141_at	2010005O13Rik	RIKEN cDNA 2010005O13 gene	1.7	0.035354997
1416903_at	Nucb1	nucleobindin 1	1.7	0.003574869
1417220_at	Fah	fumarylacetoacetate hydrolase	1.7	0.006056574
1423780_at	Hibadh	3-hydroxyisobutyrate dehydrogenase	1.7	0.005452726
1428141_at	Gga2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	1.7	0.040888775
1422549_at	Arl2	ADP-ribosylation factor-like 2	1.7	0.003150392
1436070_at	---	---	1.7	0.010307558
1424859_at	Homer3	homer homolog 3 (Drosophila)	1.7	0.010133027
1436203_a_at	1110059G02Rik	RIKEN cDNA 1110059G02 gene	1.7	0.025350241
1418911_s_at	Acsl4	acyl-CoA synthetase long-chain family member 4	1.7	0.002565951
1426886_at	Cln5	ceroid-lipofuscinosis, neuronal 5	1.7	0.037572451
1435386_at	Vwf	Von Willebrand factor homolog	1.7	0.002763964
1437087_at	---	---	1.7	0.00204763
1425985_s_at	Masp1	mannan-binding lectin serine protease 1	1.7	0.003591269
1427404_x_at	Eno1	enolase 1, alpha non-neuron	1.7	0.030337433
1452213_at	Tex2	testis expressed gene 2	1.7	0.007980981
1426459_s_at	AW549877	expressed sequence AW549877	1.7	0.00557459
1451790_a_at	Tfpi	tissue factor pathway inhibitor	1.7	0.041889998
1424863_a_at	Hipk2	homeodomain interacting protein kinase 2	1.7	0.024983965
1455518_at	---	---	1.7	0.003046223
1434021_at	C230096C10Rik	RIKEN cDNA C230096C10 gene	1.7	0.018264322
1435967_s_at	Hibadh	3-hydroxyisobutyrate dehydrogenase	1.7	0.01225621
1460681_at	Ceacam2	CEA-related cell adhesion molecule 2	1.7	0.019971612
1451668_at	C530043G21Rik	RIKEN cDNA C530043G21 gene	1.7	0.00261982
1428129_at	Lman1	lectin, mannose-binding, 1	1.7	0.004974152
1424366_at	Tmem15	transmembrane protein 15	1.7	0.001286105
1435003_at	Pik4ca	phosphatidylinositol 4-kinase, catalytic, alpha polypeptide	1.7	0.003537799
1438943_x_at	Rpn1	ribophorin I	1.7	0.043463426
1454614_at	1810013D10Rik	RIKEN cDNA 1810013D10 gene	1.7	0.035893001
1422507_at	Cstb	cystatin B	1.7	0.000322547
1451269_at	2700099C19Rik	RIKEN cDNA 2700099C19 gene	1.7	0.004045094
1429259_a_at	1810014B01Rik	RIKEN cDNA 1810014B01 gene	1.7	0.025380251
1452626_a_at	1810014F10Rik	RIKEN cDNA 1810014F10 gene	1.7	0.040134849
1435142_at	2010005O13Rik	RIKEN cDNA 2010005O13 gene	1.7	0.005568977
1452889_at	2310007H09Rik	RIKEN cDNA 2310007H09 gene	1.7	0.009834362
1441305_at	---	---	1.7	0.011667535
1422593_at	Ap3s1	adaptor-related protein complex 3, sigma 1 subunit	1.7	0.004282407
1428164_at	Nudt9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	1.7	0.002356866
1423115_at	Siat7f	sialytransferase 7 ((alpha-N-acetylneuraminyl 2,3-betagalactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialytransferase) F	1.7	0.02643372
1439257_x_at	Rpn1	ribophorin I	1.7	0.017602011
1455898_x_at	Slc2a3	solute carrier family 2 (facilitated glucose transporter), member 3	1.7	0.024659247
1437559_at	D13Bwg1146e	DNA segment, Chr 13, Brigham & Womens Genetics 1146 expressed	1.7	0.031690285
