Probe Set ID	UniGene ID	Gene Title	Gene Symbol	Tstat	pval	FDR	Chromosomal Location
217288_at	Hs.204907	hypothetical protein FLJ13236	FLJ13236	4.41912126	0.0005031661	0.023594932	chr12q13.12
218298_s_at	Hs.285673	chromosome 14 open reading frame 159	C14orf159	4.417817612	0.0010921810	0.035246192	chr14q32.12
220691_at	Hs.278928	PRO0097 protein	PRO0097	4.417493764	0.0005665114	0.024989134	chr10q11.23
207927_at	Hs.73739	5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled)	HTR7	4.416914557	0.0005079092	0.023670512	chr10q21-q24
208457_at	Hs.113882	gamma-aminobutyric acid (GABA) A receptor, delta	GABRD	4.415301105	0.0009228751	0.032081786	chr1p36.3
216300_x_at	Hs.361071	retinoic acid receptor, alpha	RARA	4.415091655	0.0006022714	0.02575895	chr17q21
215332_s_at	Hs.405667	CD8 antigen, beta polypeptide 1 (p37)	CD8B1	4.414537016	0.0005375487	0.02419838	chr2p12
213712_at	Hs.246107	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2	ELOVL2	4.414515144	0.0010796246	0.035068913	chr6p24.1
210499_s_at	Hs.30570	polyglutamine binding protein 1	PQBP1	4.414499055	0.0006629467	0.027155222	chrxp11.23
235751_s_at	Hs.122561	secretory protein LOC284013	LOC284013	4.411862794	0.0005290047	0.042826712	chr17p13.2
202105_at	Hs.3631	immunoglobulin (CD79A) binding protein 1	IGBP1	4.410471149	0.0008469146	0.030785968	chrxq13.1-q13.3
216331_at	Hs.74369	integrin, alpha 7	ITGA7	4.409686634	0.0006697119	0.0272321	chr12q13
218500_at	Hs.25237	mesenchymal stem cell protein DSCD75	LOC51337	4.409207716	0.0017615804	0.04522269	chr8q24.3
213910_at	Hs.435795	insulin-like growth factor binding protein 7	IGFBP7	4.408620108	0.0006756069	0.027329679	chr4q12
220137_at	Hs.333157	hypothetical protein FLJ20674	FLJ20674	4.407055472	0.0005674506	0.024989134	chr12q24.23
232843_s_at	Hs.528687	dedicator of cytokinesis 8	DOCK8	4.405821462	0.0006734756	0.046496511	chr9p24.3
222696_at	Hs.127337	axin 2 (conductin, axil)	AXIN2	4.405244569	0.0005115085	0.042135808	chr17q23-q24
242984_at	Hs.145599	muskelin 1, intracellular mediator containing kelch motifs	MKLN1	4.404892988	0.0007005913	0.047221858	chr7q32
222274_at	Hs.386693	hypothetical protein FLJ31568	FLJ31568	4.399624556	0.0006158736	0.026189907	chr22q11.23
217555_at	Hs.211602	SMC1 structural maintenance of chromosomes 1-like 1 (yeast)	SMC1L1	4.397354869	0.0015113538	0.042096871	chrxp11.22-p11.21
221729_at	Hs.283393	collagen, type V, alpha 2	COL5A2	4.379654243	0.0005607878	0.024989134	chr2q14-q32
207272_at	Hs.271079	zinc finger protein 80 (pT17)	ZNF80	4.377008837	0.0013372793	0.039111854	chr3p12-qter
210713_at	Hs.66392	intersectin 1 (SH3 domain protein)	ITSN1	4.37253364	0.0009444413	0.032577378	chr21q22.1-q22.2
52975_at	Hs.438972	chromosome 9 open reading frame 28	C9orf28	4.37212355	0.0005485896	0.024645611	chr9q33.3
225196_s_at	Hs.18946	mitochondrial ribosomal protein S26	MRPS26	4.370264355	0.0005494307	0.043809359	chr20p13
207300_s_at	Hs.36989	coagulation factor VII (serum prothrombin conversion accelerator)	F7	4.363392903	0.0007364264	0.028292739	chr13q34
226676_at	Hs.280305	zinc finger protein 521	ZNF521	4.362653946	0.0006070573	0.044932266	chr18q11.2
210684_s_at	Hs.23731	discs, large homolog 4 (Drosophila)	DLG4	4.361651351	0.0006853931	0.027468733	chr17p13.1
229271_x_at	Hs.439168	collagen, type XI, alpha 1	COL11A1	4.359486796	0.0007024511	0.047221858	chr1p21
201641_at	Hs.118110	bone marrow stromal cell antigen 2	BST2	4.358361966	0.0007983697	0.029849115	chr19p13.2
209364_at	Hs.76366	BCL2-antagonist of cell death	BAD	4.358348505	0.0006247995	0.026418229	chr11q13.1
204891_s_at	Hs.1765	lymphocyte-specific protein tyrosine kinase	LCK	4.354390941	0.0006658252	0.027173228	chr1p34.3
230692_at	---	hypothetical protein LOC157503	LOC157503	4.353722548	0.0006096111	0.044932266	chr8q11.23
232486_at	Hs.97860	leucine rich repeat and fibronectin type III domain containing 1	LRFN1	4.351967407	0.0006937799	0.047179116	chr19q13.2
218494_s_at	Hs.254837	SLC2A4 regulator	SLC2A4RG	4.351306501	0.0005912679	0.025483989	chr20q13.33
202274_at	Hs.403989	actin, gamma 2, smooth muscle, enteric	ACTG2	4.342526588	0.0007135496	0.02784593	chr2p13.1
235863_at	Hs.511803	homolog of mouse skeletal muscle sarcoplasmic reticulum protein JP-45	FLJ32416	4.341588428	0.0005824941	0.04492646	chr19p13.3
221888_at	Hs.269592	putative NFkB activating protein	FLJ20241	4.339797173	0.0011568462	0.036307049	chr19p13.12
228277_at	Hs.152149	F-box and leucine-rich repeat protein 19	FBXL19	4.337383625	0.0005861743	0.04492646	chr16p11.2
212670_at	Hs.252418	elastin (supravalvular aortic stenosis, Williams-Beuren syndrome)	ELN	4.333681218	0.0014402109	0.040716827	chr7q11.23
208386_x_at	Hs.339396	DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)	DMC1	4.331093976	0.0006785535	0.02739168	chr22q13.1
220634_at	Hs.143907	T-box 4	TBX4	4.329405165	0.0006685441	0.0272321	chr17q21-q22
218870_at	Hs.433597	Rho GTPase activating protein 15	ARHGAP15	4.327638355	0.0010998618	0.035314439	chr2q22.3
213171_s_at	Hs.212581	matrix metalloproteinase 24 (membrane-inserted)	MMP24	4.32546927	0.0019313452	0.04708552	chr20q11.2
202465_at	Hs.202097	procollagen C-endopeptidase enhancer	PCOLCE	4.324214972	0.0007109135	0.027791727	chr7q22
208902_s_at	Hs.322473	FLJ46061 protein	FLJ46061	4.321956219	0.0014417396	0.040716827	chr19p13.3
207342_at	Hs.93909	cyclic nucleotide gated channel beta 1	CNGB1	4.321350535	0.0007178106	0.027963241	chr16q13
204303_s_at	Hs.64096	KIAA0427	KIAA0427	4.314710344	0.0006870447	0.027485487	chr18q21.1
219145_at	Hs.94229	latrophilin 1	LPHN1	4.314332214	0.0007031293	0.027535728	chr19p13.2
201253_s_at	Hs.121549	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	CDIPT	4.311851247	0.0009506893	0.032662439	chr16p11.2
210659_at	Hs.159553	chemokine-like receptor 1	CMKLR1	4.303955885	0.0016375664	0.043858043	chr12q24.1
244509_at	Hs.127196	G protein-coupled receptor 155	GPR155	4.300940087	0.0006927128	0.047179116	chr2q31.1
242229_at	Hs.324271	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	NAPE-PLD	4.299039885	0.0007367428	0.048358087	chr7q22.1
214617_at	Hs.2200	perforin 1 (pore forming protein)	PRF1	4.294397518	0.0009001474	0.031578746	chr10q22
213269_at	Hs.25275	zinc finger protein 248	ZNF248	4.29202774	0.0016623413	0.044039758	chr10p11.2
209148_at	Hs.388034	retinoid X receptor, beta	RXRB	4.291557623	0.0013716235	0.039641877	chr6p21.3
208002_s_at	Hs.435092	brain acyl-CoA hydrolase	BACH	4.289351857	0.0006945420	0.027535728	chr1p36.31-p36.11
210549_s_at	Hs.169191	chemokine (C-C motif) ligand 23	CCL23	4.287262865	0.0020687002	0.048471973	chr17q12
219358_s_at	Hs.415471	centaurin, alpha 2	CENTA2	4.283324944	0.0006826083	0.027435534	chr17q11.2
209830_s_at	Hs.440896	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulator 2	SLC9A3R2	4.275931186	0.0006814308	0.027435534	chr16p13.3
205933_at	Hs.201369	SET binding protein 1	SETBP1	4.264783711	0.0008439854	0.030729619	chr18q21.1
212414_s_at	Hs.90998	septin 6	SEPT6	4.263251831	0.0006957427	0.027535728	chrxq24
206357_at	Hs.531252	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)	OPA3	4.260554036	0.0006913747	0.027535728	chr19q13.32
202563_at	Hs.15106	chromosome 14 open reading frame 1	C14orf1	4.257758784	0.0008993409	0.031578746	chr14q24.3
238757_at	Hs.437571	Dbf4-related factor 1	DRF1	4.255942213	0.0006962725	0.047206856	chr17q21.31
204416_x_at	Hs.268571	apolipoprotein C-I	APOC1	4.251000762	0.0008768386	0.031196643	chr19q13.2
205194_at	Hs.512656	phosphoserine phosphatase	PSPH	4.250006156	0.0006998875	0.027535728	chr7p15.2-p15.1
215575_at	Hs.502577	phosphodiesterase 4D interacting protein (myomegalin)	PDE4DIP	4.24798454	0.0008203353	0.030200223	chr1q12
207495_at	Hs.306899	RAB28, member RAS oncogene family	RAB28	4.247678005	0.0007237127	0.028143963	chr4p15.33
214559_at	Hs.121478	dopamine receptor D3	DRD3	4.245648471	0.0020293088	0.047800305	chr3q13.3
219626_at	Hs.446275	hypothetical protein FLJ12649	FLJ12649	4.245249395	0.0009735868	0.033094236	chrxq26.3
210463_x_at	Hs.411456	hypothetical protein FLJ20244	FLJ20244	4.236762627	0.0012294994	0.037512636	chr19p13.13
217042_at	---	DKFZP564M1462 protein	DKFZP564M1462	4.234384828	0.0007290902	0.028160936	chr14q23.3
240392_at	Hs.306227	caspase recruitment domain family, member 14	CARD14	4.234177082	0.0007300560	0.048257365	chr17q25
201505_at	Hs.122645	laminin, beta 1	LAMB1	4.232543075	0.0007698609	0.029075951	chr7q22
219093_at	Hs.424598	hypothetical protein FLJ20701	FLJ20701	4.229849821	0.0009614105	0.032860739	chr2q36.3
207857_at	---	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2	LILRA2	4.220397442	0.0011319437	0.03577745	chr19q13.4
214463_x_at	Hs.278483	histone 1, H4j	HIST1H4J	4.219555149	0.0009983808	0.033605619	chr6p22-p21.3
221713_s_at	Hs.203013	hypothetical protein FLJ12748 /// hypothetical protein FLJ12748	FLJ12748	4.21950562	0.0014868753	0.041728014	chr3q27.1
206279_at	Hs.183165	protein kinase, Y-linked	PRKY	4.217545822	0.0015332558	0.042349631	chryp11.2
203521_s_at	Hs.147868	zinc finger protein 318	ZNF318	4.215533127	0.0009334550	0.032298412	chr6pter-p12.1
204225_at	Hs.222874	histone deacetylase 4	HDAC4	4.211716998	0.0007596384	0.028836495	chr2q37.2
37566_at	Hs.7989	KIAA1045	KIAA1045	4.206687727	0.0007634455	0.02888261	chr9p13.2
203489_at	Hs.112058	CD27-binding (Siva) protein	SIVA	4.203737208	0.0008100796	0.030085008	chr14q32.33
213888_s_at	Hs.147434	TRAF3-interacting Jun N-terminal kinase (JNK)-activating modulator	T3JAM	4.203287212	0.0008144705	0.030147585	chr1q32.3-q41
204044_at	Hs.335116	quinolinate phosphoribosyltransferase (nicotinate-nucleotide pyrophosphorylase (carboxylating))	QPRT	4.197676393	0.0011661497	0.036496228	chr16p11.2
219495_s_at	Hs.130683	zinc finger protein 180 (HHZ168)	ZNF180	4.189804501	0.0018105670	0.045826692	chr19q13.2
213616_at	Hs.22981	chromosome 18 open reading frame 10	C18orf10	4.187369353	0.0008703650	0.031080679	chr18q12.2
211259_s_at	Hs.170195	bone morphogenetic protein 7 (osteogenic protein 1)	BMP7	4.186983161	0.0008865853	0.031271749	chr20q13
219332_at	Hs.376617	MICAL-like 2	MICAL-L2	4.185036492	0.0008053680	0.030010059	chr7p22.3
204966_at	Hs.200586	brain-specific angiogenesis inhibitor 2	BAI2	4.179006404	0.0011068509	0.035385881	chr1p35
206504_at	Hs.89663	cytochrome P450, family 24, subfamily A, polypeptide 1	CYP24A1	4.17355269	0.0011939038	0.036949666	chr20q13
219167_at	Hs.27018	RAS-like, family 12	RASL12	4.17231136	0.0019022022	0.046595869	chr15q11.2-q22.33
205449_at	Hs.23642	protein predicted by clone 23627	HSU79266	4.168836083	0.0008309873	0.030405402	chr11q13.1
212128_s_at	Hs.76111	dystroglycan 1 (dystrophin-associated glycoprotein 1)	DAG1	4.167031687	0.0008541182	0.030820561	chr3p21
214393_at	---	hypothetical protein LOC284062	LOC284062	4.156179559	0.0015818235	0.043057202	chr17q21.31
205364_at	Hs.9795	acyl-Coenzyme A oxidase 2, branched chain	ACOX2	4.149471817	0.0009499365	0.032662439	chr3p14.3
210657_s_at	Hs.287518	peanut-like 2 (Drosophila)	PNUTL2	4.145237381	0.0010126568	0.033881429	chr17q22-q23
221902_at	Hs.7967	G protein-coupled receptor 153	GPR153	4.144980521	0.0020992434	0.048879248	chr1p36.31
206631_at	Hs.2090	prostaglandin E receptor 2 (subtype EP2), 53kDa	PTGER2	4.144955993	0.0010616717	0.034637234	chr14q22
205774_at	Hs.1321	coagulation factor XII (Hageman factor)	F12	4.142637175	0.0011814287	0.036713713	chr5q33-qter
206515_at	Hs.106242	cytochrome P450, family 4, subfamily F, polypeptide 3	CYP4F3	4.140067176	0.0010264523	0.034137966	chr19p13.2
204521_at	Hs.150555	protein predicted by clone 23733	HSU79274	4.134228915	0.0014123459	0.040193237	chr12q24.11
220727_at	Hs.365690	potassium channel, subfamily K, member 10	KCNK10	4.133605934	0.0008931804	0.031441924	chr14q31
211521_s_at	Hs.7189	pleckstrin homology, Sec7 and coiled-coil domains 4	PSCD4	4.132807835	0.0012685013	0.037940958	chr22q12.3-q13.1
45714_at	Hs.423103	host cell factor C1 regulator 1 (XPO1 dependant)	HCFC1R1	4.130402294	0.0017203630	0.044627297	chr16p13.3
214765_s_at	Hs.264330	N-acylsphingosine amidohydrolase (acid ceramidase)-like	ASAHL	4.124281358	0.0011626592	0.036438166	chr4q21.1
218656_s_at	Hs.93765	lipoma HMGIC fusion partner	LHFP	4.121647545	0.0009691936	0.033072805	chr13q12
218378_s_at	Hs.406395	PRKR interacting protein 1 (IL11 inducible)	PRKRIP1	4.121242626	0.0009803688	0.033199936	chr7q22.1
220224_at	Hs.193640	hydroxyacid oxidase (glycolate oxidase) 1	HAO1	4.119332021	0.0010101097	0.033881429	chr20p12
217254_s_at	Hs.2303	erythropoietin	EPO	4.118970767	0.0009158589	0.03188763	chr7q22
203388_at	Hs.435811	arrestin, beta 2	ARRB2	4.118947974	0.0009293558	0.032206586	chr17p13
211054_at	Hs.150744	inversin /// inversin	INVS	4.11725869	0.0018567624	0.046180099	chr9q31
220129_at	Hs.130546	hypothetical protein FLJ20449	FLJ20449	4.115247865	0.0009767122	0.033126449	chr13q13.3
217040_x_at	Hs.95582	SRY (sex determining region Y)-box 15	SOX15	4.111160807	0.0009372758	0.032380334	chr17p13
201655_s_at	Hs.211573	heparan sulfate proteoglycan 2 (perlecan)	HSPG2	4.107872562	0.0011038823	0.035341679	chr1p36.1-p35
208146_s_at	Hs.95594	carboxypeptidase, vitellogenic-like /// carboxypeptidase, vitellogenic-like	CPVL	4.102450985	0.0011277598	0.035698827	chr7p15-p14
220847_x_at	Hs.274445	zinc finger protein 221	ZNF221	4.101659071	0.0014679415	0.041300681	chr19q13.2
209795_at	Hs.82401	CD69 antigen (p60, early T-cell activation antigen)	CD69	4.101191506	0.0013802048	0.039684758	chr12p13-p12
202991_at	Hs.77628	START domain containing 3	STARD3	4.097594943	0.0010567683	0.034621822	chr17q11-q12
202712_s_at	Hs.153998	creatine kinase, mitochondrial 1 (ubiquitous)	CKMT1	4.092438493	0.0010680620	0.034794773	chr15q15
204169_at	Hs.317095	IMP (inosine monophosphate) dehydrogenase 1	IMPDH1	4.092388931	0.0011266361	0.035698827	chr7q31.3-q32
219563_at	Hs.41502	chromosome 14 open reading frame 139	C14orf139	4.091614671	0.0011127406	0.035421712	chr14q32.13
219146_at	Hs.94891	hypothetical protein FLJ22729	FLJ22729	4.090720979	0.0015814269	0.043057202	chr17q11.2
204172_at	Hs.89866	coproporphyrinogen oxidase	CPOX	4.09071173	0.0010162634	0.033900295	chr3q12
204518_s_at	Hs.110364	peptidylprolyl isomerase C (cyclophilin C)	PPIC	4.090107583	0.0009891670	0.033384731	chr5q23.2
219653_at	Hs.105379	chromosome 20 open reading frame 40	C20orf40	4.089986485	0.0009742772	0.033094236	chr20q13.33
221909_at	Hs.347310	hypothetical protein FLJ14627	FLJ14627	4.088240326	0.0011532341	0.036244733	chr12q24.22
220219_s_at	Hs.378860	FLJ34306 protein /// KIAA0563 gene product /// hypothetical protein FLJ10120	FLJ34306 /// KIAA0563 /// FLJ10120	4.085803574	0.0021615976	0.049656576	chr17q24.2 /// chr17q21.31
204396_s_at	Hs.211569	G protein-coupled receptor kinase 5	GRK5	4.077104333	0.0017591288	0.045211841	chr10q24-qter
221221_s_at	Hs.434434	kelch-like 3 (Drosophila)	KLHL3	4.07657078	0.0018690134	0.046377756	chr5q31
213986_s_at	Hs.380962	chromosome 19 open reading frame 6	C19orf6	4.074610937	0.0011355281	0.035839904	chr19p13.3
216120_s_at	Hs.89512	ATPase, Ca++ transporting, plasma membrane 2	ATP2B2	4.073195002	0.0011821379	0.036713713	chr3p25.3
210185_at	Hs.635	calcium channel, voltage-dependent, beta 1 subunit	CACNB1	4.072381687	0.0021560215	0.049630813	chr17q21-q22
200649_at	Hs.172609	nucleobindin 1	NUCB1	4.070673448	0.0019510052	0.047270488	chr19q13.2-q13.4
206283_s_at	Hs.73828	T-cell acute lymphocytic leukemia 1	TAL1	4.067453964	0.0010891129	0.03522595	chr1p32
220912_at	---	hypothetical protein FLJ11827	FLJ11827	4.059871995	0.0012616720	0.037910681	chr3q22.3
214438_at	Hs.74870	H2.0-like homeo box 1 (Drosophila)	HLX1	4.058605604	0.0010578568	0.034621822	chr1q41-q42.1
218980_at	Hs.444746	formin homology 2 domain containing 3	FHOD3	4.058090796	0.0018118438	0.045826692	chr18q12
200793_s_at	Hs.300463	aconitase 2, mitochondrial	ACO2	4.056027253	0.0010512932	0.03460261	chr22q13.2-q13.31
218759_at	Hs.118640	dishevelled, dsh homolog 2 (Drosophila)	DVL2	4.055042282	0.0016293429	0.043742949	chr17p13.2
204867_at	Hs.245644	GTP cyclohydrolase I feedback regulator	GCHFR	4.054825733	0.0012655780	0.037925532	chr15q15
205440_s_at	Hs.519057	neuropeptide Y receptor Y1	NPY1R	4.045146554	0.0012330919	0.037512636	chr4q31.3-q32
201288_at	Hs.292738	Rho GDP dissociation inhibitor (GDI) beta	ARHGDIB	4.044655764	0.0013426909	0.039212558	chr12p12.3
202630_at	Hs.84084	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	APPBP2	4.04184945	0.0012711886	0.037970369	chr17q21-q23
215878_at	Hs.287797	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	ITGB1	4.040144621	0.0016742482	0.044214246	chr10p11.2
213299_at	Hs.104640	zinc finger and BTB domain containing 7	ZBTB7	4.03738831	0.0011094658	0.035418663	chr19p13.3
215985_at	Hs.153618	HLA complex group 8	HLA8	4.021778284	0.0013266590	0.039103098	---
208668_x_at	Hs.181163	high-mobility group nucleosomal binding domain 2	HMGN2	4.021326128	0.0011162727	0.035483458	chr1p36.1
203205_at	Hs.155983	jumonji domain containing 2A	JMJD2A	4.013243606	0.0016423651	0.04388108	chr1p34.2-p34.1
210555_s_at	Hs.172674	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	NFATC3	4.01014297	0.0011903439	0.036890728	chr16q22.2
203342_at	Hs.19105	translocase of inner mitochondrial membrane 17 homolog B (yeast)	TIMM17B	3.99676491	0.0012333645	0.037512636	chrxp11.23
221636_s_at	Hs.4932	hypothetical protein FLJ20605	FLJ20605	3.992021761	0.0013911440	0.039844296	chr1q41
205206_at	Hs.380850	Kallmann syndrome 1 sequence	KAL1	3.987706436	0.0017554032	0.045211841	chrxp22.32
203163_at	Hs.275675	katanin p80 (WD repeat containing) subunit B 1	KATNB1	3.985461503	0.0013373709	0.039111854	chr16q13
57715_at	Hs.241545	family with sequence similarity 26, member B	FAM26B	3.98486044	0.0021496703	0.049587064	chr10pter-q26.12
214475_x_at	Hs.439343	calpain 3, (p94)	CAPN3	3.973721849	0.0012742826	0.038011834	chr15q15.1-q21.1
50314_i_at	Hs.274422	chromosome 20 open reading frame 27	C20orf27	3.973109327	0.0012982693	0.03846986	chr20p13
211160_x_at	Hs.119000	actinin, alpha 1	ACTN1	3.967048854	0.0012466723	0.037846865	chr14q24
208255_s_at	Hs.173464	FK506 binding protein 8, 38kDa	FKBP8	3.966110739	0.0021066328	0.049000103	chr19p12
221209_s_at	Hs.41119	otoraplin	OTOR	3.965969352	0.0015780332	0.043057202	chr20p12.1-p11.23
201885_s_at	Hs.274464	diaphorase (NADH) (cytochrome b-5 reductase)	DIA1	3.962801343	0.0012662835	0.037925532	chr22q13.2-q13.31
209093_s_at	Hs.282997	glucosidase, beta; acid (includes glucosylceramidase)	GBA	3.960577354	0.0012623850	0.037910681	chr1q21
220639_at	Hs.156652	hypothetical protein FLJ22800	FLJ22800	3.95991991	0.0012785227	0.038017461	chr2q36.3
211917_s_at	Hs.212892	prolactin receptor /// prolactin receptor	PRLR	3.959667027	0.0015913270	0.043152341	chr5p14-p13
209213_at	Hs.88778	carbonyl reductase 1	CBR1	3.958822943	0.0012608774	0.037910681	chr21q22.13
202785_at	Hs.19561	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa	NDUFA7	3.958121818	0.0013374874	0.039111854	chr19p13.2
203981_s_at	Hs.94395	ATP-binding cassette, sub-family D (ALD), member 4	ABCD4	3.945034655	0.0019787760	0.047270488	chr14q24.3
211040_x_at	Hs.122552	G-2 and S-phase expressed 1 /// G-2 and S-phase expressed 1	GTSE1	3.943601976	0.0016078823	0.043365561	chr22q13.2-q13.3
215368_at	Hs.386131	nebulin	NEB	3.942126682	0.0014935002	0.041781424	chr2q22
221023_s_at	Hs.436680	potassium voltage-gated channel, subfamily H (eag-related), member 6 /// potassium voltage-gated channel, subfamily H (eag-related), member 6	KCNH6	3.933221299	0.0013698444	0.039641877	chr17q23.3
202920_at	Hs.409783	ankyrin 2, neuronal	ANK2	3.932278089	0.0015902969	0.043152341	chr4q25-q27
218493_at	Hs.15277	chromosome 16 open reading frame 33	C16orf33	3.931879187	0.0015576103	0.042902634	chr16p13.3
203697_at	Hs.128453	frizzled-related protein	FRZB	3.931874217	0.0013745934	0.039665564	chr2qter
209506_s_at	Hs.361748	nuclear receptor subfamily 2, group F, member 1	NR2F1	3.931718035	0.0013760033	0.039665564	chr5q14
205880_at	Hs.2891	protein kinase C, mu	PRKCM	3.926584929	0.0017761912	0.045454342	chr14q11
209790_s_at	Hs.3280	caspase 6, apoptosis-related cysteine protease	CASP6	3.924184654	0.0014071970	0.040097916	chr4q25
205296_at	Hs.87	retinoblastoma-like 1 (p107)	RBL1	3.917492643	0.0021466249	0.049587064	chr20q11.2
208258_s_at	Hs.322852	growth arrest-specific 2 like 1	GAS2L1	3.915575878	0.0016766610	0.044214246	chr22q12.2
204774_at	Hs.70499	ecotropic viral integration site 2A	EVI2A	3.90967267	0.0014048775	0.040083078	chr17q11.2
204826_at	Hs.1973	cyclin F	CCNF	3.899604437	0.0014256935	0.040469716	chr16p13.3
221522_at	Hs.59236	ankyrin repeat domain 27 (VPS9 domain)	ANKRD27	3.899035477	0.0039317458	0.04672589	chr19q13.11
202809_s_at	Hs.105894	hypothetical protein FLJ21919	FLJ21919	3.898984149	0.0017403271	0.044955726	chr1q21.3
218328_at	Hs.20159	coenzyme Q4 homolog (yeast)	COQ4	3.897161515	0.0016549531	0.044039758	chr9q34.11
203655_at	Hs.98493	X-ray repair complementing defective repair in Chinese hamster cells 1	XRCC1	3.886643793	0.0015801456	0.043057202	chr19q13.2
203859_s_at	Hs.78482	paralemmin	PALM	3.882784007	0.0018876473	0.046595869	chr19p13.3
217077_s_at	Hs.198612	G protein-coupled receptor 51	GPR51	3.882612263	0.0018569030	0.046180099	chr9q22.1-q22.3
211230_s_at	Hs.426967	phosphoinositide-3-kinase, catalytic, delta polypeptide	PIK3CD	3.874207059	0.0014986328	0.041847161	chr1p36.2
204192_at	Hs.166556	CD37 antigen	CD37	3.873742022	0.0019679171	0.047270488	chr19p13-q13.4
219708_at	Hs.16614	5,3-nucleotidase, mitochondrial	NT5M	3.872629059	0.0017001356	0.044345283	chr17p11.2
212380_at	Hs.202331	KIAA0082	KIAA0082	3.870279463	0.0015211288	0.042263482	chr6p21.2
205583_s_at	Hs.169078	chromosome X open reading frame 45	CXorf45	3.868657716	0.0015297862	0.042345621	chrxq23
219230_at	Hs.173233	hypothetical protein FLJ10970	FLJ10970	3.868521589	0.0018930598	0.046595869	chr17q23.1
203625_x_at	Hs.23348	S-phase kinase-associated protein 2 (p45)	SKP2	3.86705881	0.0016787750	0.044217665	chr5p13
204578_at	Hs.156814	KIAA0377 gene product	KIAA0377	3.86681768	0.0018464151	0.046176955	chr15q15.3
205244_s_at	Hs.202494	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	SLC13A3	3.861026801	0.0017859600	0.045638243	chr20q12-q13.1
202617_s_at	Hs.3239	methyl CpG binding protein 2 (Rett syndrome)	MECP2	3.858838424	0.0018345772	0.045984121	chrxq28
212134_at	Hs.149653	pleckstrin homology-like domain, family B, member 1	PHLDB1	3.855903098	0.0020226978	0.047745524	chr11q23.3
205221_at	Hs.116992	homogentisate 1,2-dioxygenase (homogentisate oxidase)	HGD	3.855739473	0.0016611197	0.044039758	chr3q21-q23
211164_at	Hs.123642	EphA3	EPHA3	3.850227285	0.0017581406	0.045211841	chr3p11.2
202090_s_at	Hs.8372	ubiquinol-cytochrome c reductase (6.4kD) subunit	UQCR	3.848956762	0.0016931304	0.044345283	chr19p13.3
214597_at	Hs.184841	somatostatin receptor 2	SSTR2	3.845102213	0.0016473797	0.043912652	chr17q24
221933_at	Hs.21107	neuroligin 4, X-linked	NLGN4X	3.842844371	0.0020169228	0.047710287	chrxp22.32-p22.31
213887_s_at	Hs.24301	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	POLR2E	3.837032217	0.0020986827	0.048879248	chr19p13.3
209593_s_at	Hs.252682	torsin family 1, member B (torsin B)	TOR1B	3.835803229	0.0017006890	0.044345283	chr9q34
207957_s_at	Hs.349845	protein kinase C, beta 1	PRKCB1	3.834826335	0.0020263251	0.047780532	chr16p11.2
214898_x_at	Hs.489354	mucin 3B	MUC3B	3.832025114	0.0016336256	0.043805148	chr7q22
218308_at	Hs.104019	transforming, acidic coiled-coil containing protein 3	TACC3	3.831618063	0.0016403796	0.043880647	chr4p16.3
208132_x_at	Hs.436093	HLA-B associated transcript 2	BAT2	3.829625282	0.0019469492	0.047270488	chr6p21.3
217246_s_at	---	diaphanous homolog 2 (Drosophila)	DIAPH2	3.820526619	0.0019949232	0.047441701	chrxq22
219295_s_at	Hs.8944	procollagen C-endopeptidase enhancer 2	PCOLCE2	3.820052611	0.0017014004	0.044345283	chr3q21-q24
211412_at	Hs.397050	peptidyl arginine deiminase, type IV	PADI4	3.819253726	0.0019627321	0.047270488	chr1p36.13
41160_at	Hs.178728	methyl-CpG binding domain protein 3	MBD3	3.818105057	0.0019496123	0.047270488	chr19p13.3
204223_at	Hs.76494	proline arginine-rich end leucine-rich repeat protein	PRELP	3.815991772	0.0017043301	0.04436634	chr1q32
219577_s_at	Hs.134514	ATP-binding cassette, sub-family A (ABC1), member 7	ABCA7	3.815242734	0.0018499785	0.046180099	chr19p13.3
206399_x_at	Hs.400460	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	CACNA1A	3.813430062	0.0017095623	0.044398807	chr19p13.2-p13.1
213990_s_at	Hs.32539	p21(CDKN1A)-activated kinase 7	PAK7	3.812283263	0.0017367743	0.044955726	chr20p12
206418_at	Hs.132370	NADPH oxidase 1	NOX1	3.805256359	0.0018213253	0.045910173	chrxq22
