Affymetrix ID	Symbol	Gene Name	Fold difference	P.Value
1460681_at	Ceacam2	CEA-related cell adhesion molecule 2	2.5	2.85E-05
1426772_x_at	Tcrb-J	T-cell receptor beta, joining region	2.5	0.014809723
1418989_at	Ctse	cathepsin E	2.5	0.005015604
1415802_at	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	2.5	0.000491663
1420896_at	Snap23	synaptosomal-associated protein 23	2.4	0.003810242
1439205_at	Nfatc2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	2.4	8.38E-05
1418174_at	Dbp	D site albumin promoter binding protein	2.4	5.45E-05
1435580_at	C230081A13Rik	RIKEN cDNA C230081A13 gene	2.4	0.000187898
1419074_at	2510006C20Rik	RIKEN cDNA 2510006C20 gene	2.4	0.002119835
1455683_a_at	Tbc1d8	TBC1 domain family, member 8	2.4	0.001039185
1425145_at	Il1rl1	interleukin 1 receptor-like 1	2.4	0.004757516
1449084_s_at	Sh3d19	SH3 domain protein D19	2.4	0.001265117
1453573_at	Hist1h3d	histone1, H3d	2.4	0.002873802
1451160_s_at	D7Ertd458e	DNA segment, Chr 7, ERATO Doi 458, expressed	2.4	0.008749554
1438011_at	Pcyt1a	phosphate cytidylyltransferase 1, choline, alpha isoform	2.4	0.002089896
1460695_a_at	2300006M17Rik	RIKEN cDNA 2300006M17 gene	2.4	0.002445655
1424775_at	Oas1g	2-5 oligoadenylate synthetase 1G	2.4	0.00170927
1434424_at	9630055N22Rik	RIKEN cDNA 9630055N22 gene	2.4	4.22E-05
1421845_at	Golph3	golgi phosphoprotein 3	2.4	0.002503626
1460555_at	---	---	2.4	0.017126399
1455804_x_at	Oxct1	3-oxoacid CoA transferase 1	2.4	0.005245651
1451276_at	---	---	2.4	1.14E-05
1453287_at	5730557B15Rik	RIKEN cDNA 5730557B15 gene	2.4	0.007745883
1428623_at	Plxna1	plexin A1	2.4	0.003044636
1425396_a_at	Lck	lymphocyte protein tyrosine kinase	2.4	0.002992677
1437025_at	Cd28	CD28 antigen	2.4	0.002280118
1416811_s_at	Ctla2a	cytotoxic T lymphocyte-associated protein 2 alpha	2.4	0.027851436
1426880_at	BC026657	cDNA sequence BC026657	2.4	0.000134774
1456333_a_at	Arhgap6	Rho GTPase activating protein 6	2.4	0.008297547
1434387_at	AI429612	expressed sequence AI429612	2.4	4.97E-06
1445882_at	---	---	2.4	0.035958016
1429183_at	Pkp2	plakophilin 2	2.4	8.77E-06
1416132_at	C920006C10Rik	RIKEN cDNA C920006C10 gene	2.4	0.049143906
1420401_a_at	Ramp3	receptor (calcitonin) activity modifying protein 3	2.4	0.001904378
1454667_at	Snx8	sorting nexin 8	2.4	0.008767037
1453119_at	4933428L19Rik	RIKEN cDNA 4933428L19 gene	2.4	0.026642169
1418943_at	B230120H23Rik	RIKEN cDNA B230120H23 gene	2.4	0.000813503
1433454_at	AW539457	expressed sequence AW539457	2.4	0.001543373
1426755_at	Ckap4	cytoskeleton-associated protein 4	2.4	0.032716593
1456041_at	Snx16	sorting nexin 16	2.4	0.013005782
1455898_x_at	Slc2a3	solute carrier family 2 (facilitated glucose transporter), member 3	2.4	4.30E-05
1453071_s_at	2010004J24Rik	RIKEN cDNA 2010004J24 gene	2.4	0.001033175
1457779_at	1110046J04Rik	RIKEN cDNA 1110046J04 gene	2.3	0.003317643
1433720_s_at	Ndg2	Nur77 downstream gene 2	2.3	0.000222739
1435396_at	---	---	2.3	0.000416297
1417676_a_at	Ptpro	protein tyrosine phosphatase, receptor type, O	2.3	0.001952432
1458184_at	---	---	2.3	0.040052983
1444559_at	---	---	2.3	0.000100743
1453365_at	8430421H08Rik	RIKEN cDNA 8430421H08 gene	2.3	0.027463387
1419595_a_at	Ggh	gamma-glutamyl hydrolase	2.3	8.24E-05
1424380_at	BC026744	cDNA sequence BC026744	2.3	0.000108182
1437616_x_at	Zdhhc14	zinc finger, DHHC domain containing 14	2.3	0.016630073
1456500_at	4632417K02	hypothetical protein 4632417K02	2.3	0.002261117
1438031_at	---	---	2.3	0.00497562
1423571_at	Edg1	endothelial differentiation sphingolipid G-protein-coupled receptor 1	2.3	9.29E-05
1452352_at	Tpbpb	trophoblast specific protein beta	2.3	0.030885962
1451340_at	Arid5a	AT rich interactive domain 5A (Mrf1 like)	2.3	0.006178906
1429891_at	1700028N11Rik	RIKEN cDNA 1700028N11 gene	2.3	0.004332294
1450016_at	Ccng1	cyclin G1	2.3	0.000215326
1451828_a_at	Acsl4	acyl-CoA synthetase long-chain family member 4	2.3	0.001102793
1428737_s_at	9130427A09Rik	RIKEN cDNA 9130427A09 gene	2.3	1.45E-05
1449273_at	Cyfip2	cytoplasmic FMR1 interacting protein 2	2.3	0.032360961
1454811_a_at	Tde2	tumor differentially expressed 2	2.3	0.00100917
1434303_at	---	---	2.3	0.000321926
1431771_a_at	Irak1bp1	interleukin-1 receptor-associated kinase 1 binding protein 1	2.3	0.007594489
1435959_at	Arhgap15	Rho GTPase activating protein 15	2.3	0.007626455
1449453_at	Bst1	bone marrow stromal cell antigen 1	2.3	0.000166539
1417128_at	2810052M02Rik	RIKEN cDNA 2810052M02 gene	2.3	2.60E-05
1423878_at	Gypc	glycophorin C	2.3	0.03451951
1439189_at	D630023B12Rik	RIKEN cDNA D630023B12 gene	2.3	0.01845616
1428973_s_at	0610012D17Rik	RIKEN cDNA 0610012D17 gene	2.3	0.002292418
1460444_at	Arrb1	arrestin, beta 1	2.3	0.007778519
1451570_a_at	6720467C03Rik	RIKEN cDNA 6720467C03 gene	2.3	0.004525019
1420928_at	St6gal1	beta galactoside alpha 2,6 sialyltransferase 1	2.3	0.026547113
1460717_at	Tspyl1	testis-specific protein, Y-encoded-like 1	2.3	0.000396351
1453076_at	9130211I03Rik	RIKEN cDNA 9130211I03 gene	2.3	0.048597385
1433796_at	2310067E08Rik	RIKEN cDNA 2310067E08 gene	2.3	0.002945861
1438666_at	AI194318	expressed sequence AI194318	2.3	0.000710407
1423308_at	Tgoln1	trans-golgi network protein	2.3	0.025789734
1418346_at	Insl6	insulin-like 6	2.3	7.08E-05
1455316_x_at	---	---	2.3	0.000180236
1428736_at	9130427A09Rik	RIKEN cDNA 9130427A09 gene	2.2	0.004795697
1431030_a_at	Rnf14	ring finger protein 14	2.2	0.005863829
1435092_at	Arl4	ADP-ribosylation factor-like 4	2.2	0.019002815
1434403_at	Spred2	sprouty protein with EVH-1 domain 2, related sequence	2.2	0.000187632
1437069_at	---	---	2.2	0.018623963
1417505_s_at	Il11ra1	interleukin 11 receptor, alpha chain 1	2.2	0.016295002
AFFX-MURINE_b1_at	---	---	2.2	0.002734397
1434348_at	Fez2	fasciculation and elongation protein zeta 2 (zygin II)	2.2	9.60E-05
1425140_at	Lactb2	lactamase, beta 2	2.2	0.000120286
1435490_at	Hk3	hexokinase 3	2.2	0.003586237
1437067_at	Phtf2	putative homeodomain transcription factor 2	2.2	0.004339519
1449473_s_at	Tnfrsf5	tumor necrosis factor receptor superfamily, member 5	2.2	0.019883684
1452432_at	Tfpi	tissue factor pathway inhibitor	2.2	0.000237241
1435661_at	---	gene model 972, (NCBI)	2.2	0.02601641
1455333_at	Tens1	tensin-like SH2 domain containing 1	2.2	0.000507431
1436999_at	AL024069	expressed sequence AL024069	2.2	0.000741212
1448592_at	Crtap	cartilage associated protein	2.2	0.000200301
1451832_at	Cklf	chemokine-like factor	2.2	0.000455126
1453416_at	Gas2l3	growth arrest-specific 2 like 3	2.2	9.17E-05
1454670_at	Rere	arginine glutamic acid dipeptide (RE) repeats	2.2	0.000469604
1429259_a_at	1810014B01Rik	RIKEN cDNA 1810014B01 gene	2.2	0.000152171
1424173_at	2810475A17Rik	RIKEN cDNA 2810475A17 gene	2.2	0.001068936
1434537_at	Slco3a1	solute carrier organic anion transporter family, member 3a1	2.2	0.010357138
1415826_at	Atp6v1h	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	2.2	0.000904756
1426113_x_at	Tcra	T-cell receptor alpha chain	2.2	0.000411685
1450652_at	Ctsk	cathepsin K	2.2	0.001209494
1429100_at	2010109K11Rik	RIKEN cDNA 2010109K11 gene	2.2	0.00975714
1445292_at	B230315M08Rik	RIKEN cDNA B230315M08 gene	2.2	0.006114096
1422811_at	Slc27a1	solute carrier family 27 (fatty acid transporter), member 1	2.2	0.001906382
1434509_at	Rapgef6	Rap guanine nucleotide exchange factor (GEF) 6	2.2	0.000888942
1417706_at	Naglu	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)	2.2	0.002966893
1417607_at	Cox6a2	cytochrome c oxidase, subunit VI a, polypeptide 2	2.2	0.000670676
1428937_at	2810442I22Rik	RIKEN cDNA 2810442I22 gene	2.2	0.00359033
1451382_at	1810008K03Rik	RIKEN cDNA 1810008K03 gene	2.2	0.016685591
1415965_at	Scd1	stearoyl-Coenzyme A desaturase 1	2.2	0.013212125
1425435_at	Msr1	macrophage scavenger receptor 1	2.2	0.003796498
1421456_at	P2ry1	purinergic receptor P2Y, G-protein coupled 1	2.2	0.008953668
1438702_at	Flrt2	fibronectin leucine rich transmembrane protein 2	2.2	0.019612251
1452492_a_at	Slc37a2	solute carrier family 37 (glycerol-3-phosphate transporter), member 2	2.2	0.000548371
1417305_at	Apeg1	aortic preferentially expressed gene 1	2.2	8.85E-05
1440879_at	Abca9	ATP-binding cassette transporter sub-family A member 9	2.2	0.006534854
1425298_a_at	Birc1a	baculoviral IAP repeat-containing 1a	2.1	0.000201738
1426183_a_at	Cd209d	CD209d antigen	2.1	0.012179961
1450634_at	Atp6v1a1	ATPase, H+ transporting, V1 subunit A, isoform 1	2.1	0.000346506
1435386_at	Vwf	Von Willebrand factor homolog	2.1	3.63E-05
1435663_at	Esr1	estrogen receptor 1 (alpha)	2.1	1.91E-05
1416529_at	Emp1	epithelial membrane protein 1	2.1	0.016252356
1448184_at	Fkbp1a	FK506 binding protein 1a	2.1	1.76E-05
1436336_at	2210013M04Rik	RIKEN cDNA 2210013M04 gene	2.1	0.000402053
1421173_at	Irf4	interferon regulatory factor 4	2.1	0.017663091
1424876_s_at	Spg20	spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)	2.1	0.001905351
1428988_at	Abcc3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	2.1	0.001986024
1448842_at	Cdo1	cysteine dioxygenase 1, cytosolic	2.1	0.011856046
1421237_at	Tmpo	thymopoietin	2.1	0.049745812
1425893_a_at	Fhit	fragile histidine triad gene	2.1	8.08E-05
1450454_at	Tor3a	torsin family 3, member A	2.1	0.000107225
1417777_at	Ltb4dh	leukotriene B4 12-hydroxydehydrogenase	2.1	0.001384992
1437244_at	Gas2l3	growth arrest-specific 2 like 3	2.1	0.012426853
1422549_at	Arl2	ADP-ribosylation factor-like 2	2.1	5.35E-05
1453949_s_at	Lypla1	lysophospholipase 1	2.1	0.001618457
1417389_at	Gpc1	glypican 1	2.1	0.0080303
1460411_s_at	AW548124	expressed sequence AW548124	2.1	0.011633438
1426387_x_at	---	---	2.1	0.007702842
1455652_at	Kif3a	kinesin family member 3A	2.1	0.011550542
1418203_at	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	2.1	0.028922999
1438606_a_at	Clic4	chloride intracellular channel 4 (mitochondrial)	2.1	0.000212858
1460241_a_at	Siat9	sialyltransferase 9 (CMP-NeuAc	2.1	0.000704975
1418231_at	Lims1	LIM and senescent cell antigen-like domains 1	2.1	0.000301009
1431980_a_at	As3mt	arsenic (+3 oxidation state) methyltransferase	2.1	8.25E-05
1416036_at	Fkbp1a	FK506 binding protein 1a	2.1	0.001196788
1432269_a_at	Sh3kbp1	SH3-domain kinase binding protein 1	2.1	0.023095608
1431429_a_at	Arl4	ADP-ribosylation factor-like 4	2.1	4.94E-05
1449553_at	2610200G18Rik	RIKEN cDNA 2610200G18 gene	2.1	0.000173189
1432262_at	4930504E06Rik	RIKEN cDNA 4930504E06 gene	2.1	0.00058781
1423393_at	Clic4	chloride intracellular channel 4 (mitochondrial)	2.1	0.000389501
1450141_at	Abcg3	ATP-binding cassette, sub-family G (WHITE), member 3	2.1	0.005629489
1453957_a_at	Igf2bp3	insulin-like growth factor 2, binding protein 3	2.1	0.002128027
1419544_at	Atp6v1c1	ATPase, H+ transporting, V1 subunit C, isoform 1	2.1	0.000230873
1442075_at	Enpp6	ectonucleotide pyrophosphatase/phosphodiesterase 6	2.1	0.005085498
1426830_a_at	Ahcyl1	S-adenosylhomocysteine hydrolase-like 1	2.1	2.98E-05
1421491_a_at	4930579A11Rik	RIKEN cDNA 4930579A11 gene	2.1	0.001651203
1453145_at	4933439C20Rik	RIKEN cDNA 4933439C20 gene	2.1	0.004041664
1438169_a_at	Frmd4b	FERM domain containing 4B	2.1	0.000729012
1423240_at	Src	Rous sarcoma oncogene	2.1	0.000650632
1450913_at	B4galt6	UDP-Gal	2.1	0.002210418
1460227_at	Timp1	tissue inhibitor of metalloproteinase 1	2.1	0.000648244
1421211_a_at	C2ta	class II transactivator	2.1	0.006374295
1452288_at	BB128963	expressed sequence BB128963	2.1	0.002977054
1434855_at	5730457F11Rik	RIKEN cDNA 5730457F11 gene	2	0.000986394
1457915_at	4833442J19Rik	RIKEN cDNA 4833442J19 gene	2	0.007301447
1426750_at	Flnb	filamin, beta	2	0.002458588
1422772_at	C1galt1	core 1 UDP-galactose	2	0.000597296
1435793_at	4632417K02	hypothetical protein 4632417K02	2	0.007711816
1451462_a_at	Ifnar2	interferon (alpha and beta) receptor 2	2	0.000147495
1448560_at	Bid	BH3 interacting domain death agonist	2	0.000987833
1434129_s_at	Lhfpl2	lipoma HMGIC fusion partner-like 2	2	0.003344935
1460314_s_at	Hist2h3c1	histone 2, H3c1	2	0.00839823
1425736_at	Cd37	CD37 antigen	2	0.022608723
1457664_x_at	C2	complement component 2 (within H-2S)	2	0.000468619
1425226_x_at	Tcrb-J	T-cell receptor beta, joining region	2	0.019892844
1444189_at	---	---	2	0.01110323
1449928_at	Tcte1l	t-complex-associated-testis-expressed 1-like	2	0.029917192
1417208_at	Amacr	alpha-methylacyl-CoA racemase	2	0.047056262
1416796_at	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	2	4.37E-05
1424276_at	Snx16	sorting nexin 16	2	0.019756656
1417622_at	Slc12a2	solute carrier family 12, member 2	2	0.001043478
1452703_at	4631427C17Rik	RIKEN cDNA 4631427C17 gene	2	0.000609451
1418322_at	Crem	cAMP responsive element modulator	2	0.00027038
1416296_at	Il2rg	interleukin 2 receptor, gamma chain	2	0.011316267
1454850_at	1810062O14Rik	RIKEN cDNA 1810062O14 gene	2	0.001218002
1436590_at	Ppp1r3b	protein phosphatase 1, regulatory (inhibitor) subunit 3B	2	0.025289309
1452440_at	Tnfsf12	tumor necrosis factor (ligand) superfamily, member 12	2	0.000390286
1440938_at	---	---	2	0.040422578
1420979_at	Pak1	p21 (CDKN1A)-activated kinase 1	2	0.001730101
1435394_s_at	Rhoc	ras homolog gene family, member C	2	0.000246403
1447946_at	AW046396	expressed sequence AW046396	2	0.011710292
1415784_at	Vps35	vacuolar protein sorting 35	2	0.006435135
1456632_at	D930021L15Rik	RIKEN cDNA D930021L15 gene	2	0.002587013
1434943_at	BC023055	cDNA sequence BC023055	2	0.00492221
1449556_at	H2-T23	histocompatibility 2, T region locus 23	2	0.03761355
1421931_at	Icos	inducible T-cell co-stimulator	2	0.02370107
1419665_a_at	Nupr1	nuclear protein 1	2	0.025065282
1417639_at	Slc22a4	solute carrier family 22 (organic cation transporter), member 4	2	0.002479921
1450241_a_at	Evi2a	ecotropic viral integration site 2a	2	0.004680942
1418715_at	Pank1	pantothenate kinase 1	2	0.013503598
1427655_a_at	A630038E17Rik	RIKEN cDNA A630038E17 gene	2	0.037590966
1425227_a_at	Atp6v0a1	ATPase, H+ transporting, lysosomal V0 subunit a isoform 1	2	0.024003751
1453818_a_at	2410011O22Rik	RIKEN cDNA 2410011O22 gene	2	0.03280515
1427359_at	A630082K20Rik	RIKEN cDNA A630082K20 gene	2	0.000223132
1450918_s_at	Src	Rous sarcoma oncogene	2	0.042372132
1422537_a_at	Idb2	inhibitor of DNA binding 2	2	0.001289396
1418582_at	Cbfa2t3h	core-binding factor, runt domain, alpha subunit 2, translocated to, 3 homolog (human)	2	0.002381655
1438165_x_at	Vat1	vesicle amine transport protein 1 homolog (T californica)	2	0.00046038
1451012_a_at	Csda	cold shock domain protein A	2	0.003332295
1421605_a_at	Aqp9	aquaporin 9	2	0.035883108
1419406_a_at	Bcl11a	B-cell CLL/lymphoma 11A (zinc finger protein)	2	0.039580384
1424029_at	D10Bwg0791e	DNA segment, Chr 10, Brigham & Womens Genetics 0791 expressed	2	0.002064287
1450377_at	Thbs1	thrombospondin 1	2	0.024273077
1423606_at	Postn	periostin, osteoblast specific factor	2	0.006969223
1453470_a_at	Gna13	guanine nucleotide binding protein, alpha 13	2	0.000343273
1418067_at	Cfl2	cofilin 2, muscle	2	0.018216565
1419078_at	Nin	ninein	2	0.002656144
1457780_at	Stx11	syntaxin 11	2	0.000973737
1435326_at	AW112037	expressed sequence AW112037	2	0.000113984
1422303_a_at	Tnfrsf18	tumor necrosis factor receptor superfamily, member 18	2	0.003051273
1459868_x_at	---	---	2	0.001508366
1429065_at	1700023M03Rik	RIKEN cDNA 1700023M03 gene	2	0.016237121
1426459_s_at	AW549877	expressed sequence AW549877	2	0.000299507
1448886_at	Gata3	GATA binding protein 3	2	0.001633983
1434929_at	BC035044	cDNA sequence BC035044	2	0.010536879
1424581_at	Stac2	SH3 and cysteine rich domain 2	2	0.004652752
1455504_a_at	Mkrn1	makorin, ring finger protein, 1	2	0.000147692
1418781_at	1110028N05Rik	RIKEN cDNA 1110028N05 gene	2	0.001477069
1423223_a_at	Prdx6	peroxiredoxin 6	2	0.034693746
1419666_x_at	Nupr1	nuclear protein 1	2	0.003162345
1458365_at	AI467484	expressed sequence AI467484	2	0.009049779
1422612_at	Hk2	hexokinase 2	2	0.019487423
1449481_at	Slc25a13	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13	2	0.00458986
1431145_a_at	Cuedc2	CUE domain containing 2	1.9	0.000864018
1448388_a_at	1110002B05Rik	RIKEN cDNA 1110002B05 gene	1.9	0.000423525
1418171_at	3930402F23Rik	RIKEN cDNA 3930402F23 gene	1.9	0.003160629
1457266_at	---	---	1.9	3.70E-05
1435485_at	C230096C10Rik	RIKEN cDNA C230096C10 gene	1.9	0.004690141
1432164_a_at	5730591C18Rik	RIKEN cDNA 5730591C18 gene	1.9	7.01E-05
1448793_a_at	Sdc4	syndecan 4	1.9	0.006534703
1429197_s_at	9630005B12Rik	RIKEN cDNA 9630005B12 gene	1.9	0.032658204
1455849_at	Nav1	neuron navigator 1	1.9	0.004006419
1427981_a_at	Csad	cysteine sulfinic acid decarboxylase	1.9	0.012611317
1429244_at	H2-Eb1	histocompatibility 2, class II antigen E beta	1.9	0.015529308
1460180_at	Hexb	hexosaminidase B	1.9	0.003138609
1421059_a_at	Alg2	asparagine-linked glycosylation 2 homolog (yeast, alpha-1,3-mannosyltransferase)	1.9	0.010618372
1454991_at	---	---	1.9	0.006446957
1418075_at	Siat7d	sialyltransferase 7 ((alpha-N-acetylneuraminyl 2,3-betagalactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialyltransferase) D	1.9	0.000995685
1449925_at	Cxcr3	chemokine (C-X-C motif) receptor 3	1.9	0.022257267
1416407_at	Pea15	phosphoprotein enriched in astrocytes 15	1.9	0.011854179
1455000_at	Gpr68	G protein-coupled receptor 68	1.9	0.028173843
1460204_at	Tec	cytoplasmic tyrosine kinase, Dscr28C related (Drosophila)	1.9	0.013940775
1427974_s_at	Chdh	choline dehydrogenase	1.9	0.000163532
1418030_at	Slco3a1	solute carrier organic anion transporter family, member 3a1	1.9	0.021694412
1436322_a_at	2810001A02Rik	RIKEN cDNA 2810001A02 gene	1.9	0.014877749
1418432_at	Cab39	calcium binding protein 39	1.9	0.040026551
1436598_at	Icos	inducible T-cell co-stimulator	1.9	0.000117607
1452338_s_at	Itsn1	intersectin 1 (SH3 domain protein 1A)	1.9	0.001312378
1416419_s_at	Gabarapl1	gamma-aminobutyric acid (GABA(A)) receptor-associated protein-like 1	1.9	0.006043026
1438658_a_at	Edg3	endothelial differentiation, sphingolipid G-protein-coupled receptor, 3	1.9	0.01090681
1424655_at	Acp2	acid phosphatase 2, lysosomal	1.9	0.034663789
1422508_at	Atp6v1a1	ATPase, H+ transporting, V1 subunit A, isoform 1	1.9	0.000389913
1435128_at	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	1.9	0.017593596
1451437_at	5033406L14Rik	RIKEN cDNA 5033406L14 gene	1.9	0.000732383
1426696_at	Lrpap1	low density lipoprotein receptor-related protein associated protein 1	1.9	0.003239445
1452202_at	Pde2a	phosphodiesterase 2A, cGMP-stimulated	1.9	0.002352456
1456196_x_at	Fkbp1a	FK506 binding protein 1a	1.9	0.000544086
1417179_at	Tm4sf9	transmembrane 4 superfamily member 9	1.9	0.001024636
1438530_at	Tfpi	tissue factor pathway inhibitor	1.9	0.00803278
1428516_a_at	2310045B01Rik	RIKEN cDNA 2310045B01 gene	1.9	0.02645624
1423228_at	B4galt6	UDP-Gal	1.9	0.041479438
1455731_at	Slc29a3	solute carrier family 29 (nucleoside transporters), member 3	1.9	0.000923587
1448552_s_at	2310028N02Rik	RIKEN cDNA 2310028N02 gene	1.9	0.008484001
1426600_at	Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1	1.9	0.049981707
1424914_at	2310044G17Rik	RIKEN cDNA 2310044G17 gene	1.9	0.041318417
1435327_at	AW112037	expressed sequence AW112037	1.9	0.009056475
1451755_a_at	Apobec1	apolipoprotein B editing complex 1	1.9	0.012314936
1426356_at	6330578E17Rik	RIKEN cDNA 6330578E17 gene	1.9	0.000343657
1420475_at	Mtpn	myotrophin	1.9	0.000448072
1451174_at	E430025L02Rik	RIKEN cDNA E430025L02 gene	1.9	0.000729954
1437435_at	1700061G19Rik	RIKEN cDNA 1700061G19 gene	1.9	0.042480451
1449590_a_at	Mras	muscle and microspikes RAS	1.9	0.023112757
1460591_at	Esr1	estrogen receptor 1 (alpha)	1.9	0.011172678
1430295_at	Gna13	guanine nucleotide binding protein, alpha 13	1.9	0.006570706
1424965_at	Lpxn	leupaxin	1.9	0.033534572
1437908_a_at	1200007D18Rik	RIKEN cDNA 1200007D18 gene	1.9	0.026228364
1434754_at	Garnl4	GTPase activating RANGAP domain-like 4	1.9	0.007661732
1422875_at	Cd84	CD84 antigen	1.9	0.003927694
1417590_at	Cyp27a1	cytochrome P450, family 27, subfamily a, polypeptide 1	1.8	0.040448993
1454931_at	Cri2	CREBBP/EP300 inhibitory protein 2	1.8	0.037692076
1437974_a_at	Hk1	hexokinase 1	1.8	0.009598816
1417929_at	Slc7a8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	1.8	0.041973916
1416930_at	Ly6d	lymphocyte antigen 6 complex, locus D	1.8	0.046064001
1427929_a_at	Pdxk	pyridoxal (pyridoxine, vitamin B6) kinase	1.8	0.000418586
1449041_a_at	Trip6	thyroid hormone receptor interactor 6	1.8	0.048693803
1439755_at	Sipa1l1	signal-induced proliferation-associated 1 like 1	1.8	0.040778359
1420888_at	Bcl2l1	Bcl2-like 1	1.8	0.001888621
1458541_at	Dctn4	dynactin 4	1.8	0.002325346
1451950_a_at	Cd80	CD80 antigen	1.8	0.022901057
1419192_at	Il4i1	interleukin 4 induced 1	1.8	0.000529438
1428301_at	2610042L04Rik	RIKEN cDNA 2610042L04 gene	1.8	0.004132288
1418736_at	B3galt3	UDP-Gal	1.8	0.002557395
1417143_at	Edg2	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2	1.8	0.008460264
1435002_at	1810022O10Rik	RIKEN cDNA 1810022O10 gene	1.8	0.020652756
1452181_at	Ckap4	cytoskeleton-associated protein 4	1.8	0.0069892
1451814_a_at	Htatip2	HIV-1 tat interactive protein 2, homolog (human)	1.8	0.020205016
1438761_a_at	---	similar to Odc protein	1.8	0.002365318
1433951_at	Arl5	ADP-ribosylation factor-like 5	1.8	0.008660447
1455680_at	9630025H16Rik	RIKEN cDNA 9630025H16 gene	1.8	0.025786608
1435800_a_at	Csda	cold shock domain protein A	1.8	0.00103021
1434193_at	9330177P20Rik	RIKEN cDNA 9330177P20 gene	1.8	0.018936955
1451083_s_at	Aars	alanyl-tRNA synthetase	1.8	0.000417151
1436941_at	---	---	1.8	0.007038785
1439069_a_at	---	---	1.8	0.043196245
1447707_s_at	Pde2a	phosphodiesterase 2A, cGMP-stimulated	1.8	0.002342225
1437637_at	Phtf2	putative homeodomain transcription factor 2	1.8	0.006230203
1417346_at	Pycard	PYD and CARD domain containing	1.8	0.023768446
1417825_at	Esd	esterase D/formylglutathione hydrolase	1.8	0.000810958
1419573_a_at	Lgals1	lectin, galactose binding, soluble 1	1.8	0.000264218
1459897_a_at	Sbsn	suprabasin	1.8	0.028962846
1423237_at	Galnt1	UDP-N-acetyl-alpha-D-galactosamine	1.8	0.003156223
1451493_at	Ndfip1	Nedd4 family interacting protein 1	1.8	0.001080727
1423955_a_at	Lass2	longevity assurance homolog 2 (S. cerevisiae)	1.8	0.000505845
1437419_at	Bmp2k	BMP2 inducible kinase	1.8	0.042873568
1452969_at	2810442I22Rik	RIKEN cDNA 2810442I22 gene	1.8	0.004120658
1438759_x_at	AL024210	expressed sequence AL024210	1.8	0.004329088
1422868_s_at	Gda	guanine deaminase	1.8	0.013955901
1417392_a_at	Slc7a7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	1.8	0.020493559
1424966_at	9030407H20Rik	RIKEN cDNA 9030407H20 gene	1.8	0.020085905
1456617_a_at	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)	1.8	0.005849438
1421307_at	Car13	carbonic anhydrase 13	1.8	0.011594654
1436890_at	Uap1l1	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1	1.8	0.048848841
1448117_at	Kitl	kit ligand	1.8	0.005968046
1418902_at	3110023E09Rik	RIKEN cDNA 3110023E09 gene	1.8	0.007328627
1416774_at	Wee1	wee 1 homolog (S. pombe)	1.8	0.001097035
1417002_at	0610012G03Rik	RIKEN cDNA 0610012G03 gene	1.8	0.000966726
1450213_at	Pde7b	phosphodiesterase 7B	1.8	0.037610529
1435357_at	D4Wsu53e	DNA segment, Chr 4, Wayne State University 53, expressed	1.8	0.004953034
1433531_at	Acsl4	acyl-CoA synthetase long-chain family member 4	1.8	0.02097064
1426542_at	2310067E08Rik	RIKEN cDNA 2310067E08 gene	1.8	0.029023751
1435885_s_at	Itsn1	intersectin 1 (SH3 domain protein 1A)	1.8	0.000577995
1419030_at	Ero1l	ERO1-like (S. cerevisiae)	1.8	0.035253016
1432384_a_at	1600013P15Rik	RIKEN cDNA 1600013P15 gene	1.8	0.013936297
1448511_at	Ptprcap	protein tyrosine phosphatase, receptor type, C polypeptide-associated protein	1.8	0.036137463
1420407_at	Ltb4r1	leukotriene B4 receptor 1	1.8	0.005980746
1449818_at	Abcb4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	1.8	0.029951405
1420788_at	Klrg1	killer cell lectin-like receptor subfamily G, member 1	1.8	0.003953322
1450941_at	Sdcbp	syndecan binding protein	1.8	0.011232543
1455487_at	2600014M03Rik	RIKEN cDNA 2600014M03 gene	1.8	0.004386271
1451747_a_at	Apg12l	autophagy 12-like (S. cerevisiae)	1.8	0.017703347
1422645_at	Hfe	hemochromatosis	1.8	0.019077825
1452000_s_at	Sars1	seryl-aminoacyl-tRNA synthetase 1	1.8	0.000582448
1450104_at	Adam10	a disintegrin and metalloprotease domain 10	1.8	0.01933425
