RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_001244	Homo sapiens tumor necrosis factor (ligand) superfamily, member 8 (TNFSF8), mRNA.	944	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8	CD153|CD30L|CD30LG|MGC138144	9	0.545	0.00000081	2
NM_014707	Homo sapiens histone deacetylase 9 (HDAC9), transcript variant 3, mRNA.	9734	HDAC9	histone deacetylase 9	DKFZp779K1053|HD7|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|KIAA0744|MITR	7	0.539	0.000000132	2
NM_182948	Homo sapiens protein kinase, cAMP-dependent, catalytic, beta (PRKACB), transcript variant 1, mRNA.	5567	PRKACB	protein kinase, cAMP-dependent, catalytic, beta	DKFZp781I2452|MGC41879|MGC9320|PKACB	1	0.535	0.00027	2
NM_002731	Homo sapiens protein kinase, cAMP-dependent, catalytic, beta (PRKACB), transcript variant 2, mRNA.	5567	PRKACB	protein kinase, cAMP-dependent, catalytic, beta	DKFZp781I2452|MGC41879|MGC9320|PKACB	1	0.535	0.00027	2
NM_053001	Homo sapiens odd-skipped related 2 (Drosophila) (OSR2), mRNA.	116039	OSR2	odd-skipped related 2 (Drosophila)	FLJ90037	8	0.507	0.000000782	2
XM_943532							0.474	0.0000142	2
XM_943525							0.474	0.0000142	2
XM_943520							0.474	0.0000142	2
XM_938064							0.474	0.0000142	2
XM_933462							0.474	0.0000142	2
XM_933459							0.474	0.0000142	2
XM_933458							0.474	0.0000142	2
XM_034274							0.474	0.0000142	2
NM_015567	Homo sapiens SLIT and NTRK-like family, member 5 (SLITRK5), mRNA.	26050	SLITRK5	SLIT and NTRK-like family, member 5	FLJ58374|KIAA0918|LRRC11|bA364G4.2	13	0.332	3.96E-09	2
NM_170782	Homo sapiens potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 (KCNN3), transcript variant 2, mRNA.	3782	KCNN3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	KCa2.3|SK3|SKCA3|hSK3	1	0.283	2.37E-08	2
NM_002249	Homo sapiens potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 (KCNN3), transcript variant 1, mRNA.	3782	KCNN3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	KCa2.3|SK3|SKCA3|hSK3	1	0.283	2.37E-08	2
NM_005382	Homo sapiens neurofilament, medium polypeptide (NEFM), transcript variant 1, mRNA.	4741	NEFM	neurofilament, medium polypeptide	NEF3|NF-M|NFM	8	254.484	8.98E-08	3
NM_001779	Homo sapiens CD58 molecule (CD58), mRNA.	965	CD58	CD58 molecule	FLJ23181|FLJ43722|LFA-3|LFA3	1	8.17	0.000000134	3
NM_003152	Homo sapiens signal transducer and activator of transcription 5A (STAT5A), mRNA.	6776	STAT5A	signal transducer and activator of transcription 5A	MGF|STAT5	17	4.897	0.00000274	3
NM_006602	Homo sapiens transcription factor-like 5 (basic helix-loop-helix) (TCFL5), mRNA.	10732	TCFL5	transcription factor-like 5 (basic helix-loop-helix)	CHA|E2BP-1|Figlb|MGC46135	20	3.255	0.00000508	3
NM_000594	Homo sapiens tumor necrosis factor (TNF superfamily, member 2) (TNF), mRNA.	7124	TNF	tumor necrosis factor (TNF superfamily, member 2)	DIF|TNF-alpha|TNFA|TNFSF2	6	3.13	0.0000321	3
NM_015675	Homo sapiens growth arrest and DNA-damage-inducible, beta (GADD45B), mRNA.	4616	GADD45B	growth arrest and DNA-damage-inducible, beta	DKFZp566B133|GADD45BETA|MYD118	19	2.763	0.0000426	3
NM_004049	Homo sapiens BCL2-related protein A1 (BCL2A1), transcript variant 1, mRNA.	597	BCL2A1	BCL2-related protein A1	ACC-1|ACC-2|BCL2L5|BFL1|GRS|HBPA1	15	1.864	0.0000337	3
NM_005512	Homo sapiens leucine rich repeat containing 32 (LRRC32), transcript variant 1, mRNA.	2615	LRRC32	leucine rich repeat containing 32	D11S833E|GARP	11	1.803	0.00000458	3
NM_001252	Homo sapiens CD70 molecule (CD70), mRNA.	970	CD70	CD70 molecule	CD27L|CD27LG|TNFSF7	19	1.678	0.00000688	3
NM_002664	Homo sapiens pleckstrin (PLEK), mRNA.	5341	PLEK	pleckstrin	FLJ27168|P47	2	1.552	0.000109	3
XM_944876							1.529	0.000102	3
NM_004926	Homo sapiens zinc finger protein 36, C3H type-like 1 (ZFP36L1), mRNA.	677	ZFP36L1	zinc finger protein 36, C3H type-like 1	BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1	14	1.501	0.00000225	3
XM_940876							1.481	0.000131	3
XM_944860							1.481	0.000131	3
XM_944864							1.481	0.000131	3
XM_944868							1.481	0.000131	3
XM_944872							1.481	0.000131	3
XM_944880							1.481	0.000131	3
XM_944881							1.481	0.000131	3
NM_000593	Homo sapiens transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) (TAP1), mRNA.	6890	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	ABC17|ABCB2|APT1|D6S114E|FLJ26666|FLJ41500|PSF1|RING4|TAP10102N|TAP1N	6	1.481	0.000197	3
NM_014345	Homo sapiens zinc finger protein 318 (ZNF318), mRNA.	24149	ZNF318	zinc finger protein 318	FLJ21852|HRIHFB2436|TZF|ZFP318	6	1.437	0.000111	3
XM_944858							1.432	0.00064	3
XM_944878							1.432	0.00064	3
NM_000201	Homo sapiens intercellular adhesion molecule 1 (ICAM1), mRNA.	3383	ICAM1	intercellular adhesion molecule 1	BB2|CD54|P3.58	19	1.431	0.00000104	3
NM_006290	Homo sapiens tumor necrosis factor, alpha-induced protein 3 (TNFAIP3), mRNA.	7128	TNFAIP3	tumor necrosis factor, alpha-induced protein 3	A20|MGC104522|MGC138687|MGC138688|OTUD7C|TNFA1P2	6	1.368	0.000023	3
NM_003879	Homo sapiens CASP8 and FADD-like apoptosis regulator (CFLAR), transcript variant 1, mRNA.	8837	CFLAR	CASP8 and FADD-like apoptosis regulator	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	2	1.35	0.000456	3
NM_018950	Homo sapiens major histocompatibility complex, class I, F (HLA-F), transcript variant 2, mRNA.	3134	HLA-F	major histocompatibility complex, class I, F	CDA12|HLA-5.4|HLA-CDA12|HLAF	6	1.333	0.000838	3
NM_004103	Homo sapiens PTK2B protein tyrosine kinase 2 beta (PTK2B), transcript variant 2, mRNA.	2185	PTK2B	PTK2B protein tyrosine kinase 2 beta	CADTK|CAKB|FADK2|FAK2|FRNK|PKB|PTK|PYK2|RAFTK	8	1.29	0.00000124	3
NM_173174	Homo sapiens PTK2B protein tyrosine kinase 2 beta (PTK2B), transcript variant 1, mRNA.	2185	PTK2B	PTK2B protein tyrosine kinase 2 beta	CADTK|CAKB|FADK2|FAK2|FRNK|PKB|PTK|PYK2|RAFTK	8	1.29	0.00000124	3
NM_173175	Homo sapiens PTK2B protein tyrosine kinase 2 beta (PTK2B), transcript variant 4, mRNA.	2185	PTK2B	PTK2B protein tyrosine kinase 2 beta	CADTK|CAKB|FADK2|FAK2|FRNK|PKB|PTK|PYK2|RAFTK	8	1.29	0.00000124	3
NM_173176	Homo sapiens PTK2B protein tyrosine kinase 2 beta (PTK2B), transcript variant 3, mRNA.	2185	PTK2B	PTK2B protein tyrosine kinase 2 beta	CADTK|CAKB|FADK2|FAK2|FRNK|PKB|PTK|PYK2|RAFTK	8	1.29	0.00000124	3
NM_018990	Homo sapiens SAM and SH3 domain containing 3 (SASH3), mRNA.	54440	SASH3	SAM and SH3 domain containing 3	753P9|CXorf9|HACS2|SH3D6C|SLY	X	1.266	0.00000972	3
NM_003326	Homo sapiens tumor necrosis factor (ligand) superfamily, member 4 (TNFSF4), mRNA.	7292	TNFSF4	tumor necrosis factor (ligand) superfamily, member 4	CD134L|CD252|GP34|OX-40L|OX4OL|TXGP1	1	1.258	4.07E-09	3
NM_004556	Homo sapiens nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon (NFKBIE), mRNA.	4794	NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	IKBE	6	1.25	0.000000295	3
NM_004462	Homo sapiens farnesyl-diphosphate farnesyltransferase 1 (FDFT1), mRNA.	2222	FDFT1	farnesyl-diphosphate farnesyltransferase 1	DGPT|ERG9|SQS|SS	8	1.239	0.000156	3
NM_003768	Homo sapiens phosphoprotein enriched in astrocytes 15 (PEA15), mRNA.	8682	PEA15	phosphoprotein enriched in astrocytes 15	HMAT1|HUMMAT1H|MAT1|MAT1H|PEA-15|PED	1	1.23	0.0000267	3
NM_005067	Homo sapiens seven in absentia homolog 2 (Drosophila) (SIAH2), mRNA.	6478	SIAH2	seven in absentia homolog 2 (Drosophila)	hSiah2	3	1.23	0.0000134	3
NM_006885	Homo sapiens zinc finger homeobox 3 (ZFHX3), mRNA.	463	ZFHX3	zinc finger homeobox 3	ATBF1|ATBT	16	1.224	0.0000051	3
NM_005923	Homo sapiens mitogen-activated protein kinase kinase kinase 5 (MAP3K5), mRNA.	4217	MAP3K5	mitogen-activated protein kinase kinase kinase 5	ASK1|MAPKKK5|MEKK5	6	1.221	0.000108	3
NM_170672	Homo sapiens RAS guanyl releasing protein 3 (calcium and DAG-regulated) (RASGRP3), mRNA.	25780	RASGRP3	RAS guanyl releasing protein 3 (calcium and DAG-regulated)	GRP3|KIAA0846	2	1.217	0.000998	3
NM_015458	Homo sapiens myotubularin related protein 9 (MTMR9), mRNA.	66036	MTMR9	myotubularin related protein 9	C8orf9|DKFZp434K171|LIP-STYX|MGC126672|MTMR8	8	1.217	0.000402	3
NM_003498	Homo sapiens stannin (SNN), mRNA.	8303	SNN	stannin	-	16	1.205	0.000105	3
NM_002229	Homo sapiens jun B proto-oncogene (JUNB), mRNA.	3726	JUNB	jun B proto-oncogene	AP-1	19	1.199	0.0000367	3
NM_000389	Homo sapiens cyclin-dependent kinase inhibitor 1A (p21, Cip1) (CDKN1A), transcript variant 1, mRNA.	1026	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	6	1.195	0.000726	3
NM_078467	Homo sapiens cyclin-dependent kinase inhibitor 1A (p21, Cip1) (CDKN1A), transcript variant 2, mRNA.	1026	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	6	1.195	0.000726	3
NM_014330	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 15A (PPP1R15A), mRNA.	23645	PPP1R15A	protein phosphatase 1, regulatory (inhibitor) subunit 15A	GADD34	19	1.186	0.000181	3
NM_003131	Homo sapiens serum response factor (c-fos serum response element-binding transcription factor) (SRF), mRNA.	6722	SRF	serum response factor (c-fos serum response element-binding transcription factor)	MCM1	6	1.173	0.00000138	3
NM_003407	Homo sapiens zinc finger protein 36, C3H type, homolog (mouse) (ZFP36), mRNA.	7538	ZFP36	zinc finger protein 36, C3H type, homolog (mouse)	G0S24|GOS24|NUP475|RNF162A|TIS11|TTP	19	1.169	0.000648	3
NM_004762	Homo sapiens cytohesin 1 (CYTH1), transcript variant 1, mRNA.	9267	CYTH1	cytohesin 1	B2-1|CYTOHESIN-1|D17S811E|FLJ34050|FLJ41900|PSCD1|SEC7	17	1.169	0.000719	3
NM_017456	Homo sapiens cytohesin 1 (CYTH1), transcript variant 2, mRNA.	9267	CYTH1	cytohesin 1	B2-1|CYTOHESIN-1|D17S811E|FLJ34050|FLJ41900|PSCD1|SEC7	17	1.169	0.000719	3
NM_006795	Homo sapiens EH-domain containing 1 (EHD1), mRNA.	10938	EHD1	EH-domain containing 1	FLJ42622|FLJ44618|H-PAST|HPAST1|PAST|PAST1	11	1.167	0.00000772	3
NM_000434	Homo sapiens sialidase 1 (lysosomal sialidase) (NEU1), mRNA.	4758	NEU1	sialidase 1 (lysosomal sialidase)	FLJ93471|NANH|NEU|SIAL1	6	1.153	0.0000276	3
NM_172390	Homo sapiens nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1 (NFATC1), transcript variant 1, mRNA.	4772	NFATC1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	MGC138448|NF-ATC|NFAT2|NFATc	18	1.148	0.000057	3
NM_000876	Homo sapiens insulin-like growth factor 2 receptor (IGF2R), mRNA.	3482	IGF2R	insulin-like growth factor 2 receptor	CD222|CIMPR|M6P-R|MPR1|MPRI	6	1.134	0.000314	3
NM_005112	Homo sapiens WD repeat domain 1 (WDR1), transcript variant 2, mRNA.	9948	WDR1	WD repeat domain 1	AIP1|NORI-1	4	1.134	0.00000284	3
NM_017491	Homo sapiens WD repeat domain 1 (WDR1), transcript variant 1, mRNA.	9948	WDR1	WD repeat domain 1	AIP1|NORI-1	4	1.134	0.00000284	3
NM_001007231	Homo sapiens Rho GTPase activating protein 25 (ARHGAP25), transcript variant 1, mRNA.	9938	ARHGAP25	Rho GTPase activating protein 25	KAIA0053	2	1.128	0.000159	3
NM_014882	Homo sapiens Rho GTPase activating protein 25 (ARHGAP25), transcript variant 2, mRNA.	9938	ARHGAP25	Rho GTPase activating protein 25	KAIA0053	2	1.128	0.000159	3
NM_001954	Homo sapiens discoidin domain receptor tyrosine kinase 1 (DDR1), transcript variant 2, mRNA.	780	DDR1	discoidin domain receptor tyrosine kinase 1	CAK|CD167|DDR|EDDR1|MCK10|NEP|NTRK4|PTK3|PTK3A|RTK6|TRKE	6	1.127	0.000843	3
NM_013993	Homo sapiens discoidin domain receptor tyrosine kinase 1 (DDR1), transcript variant 1, mRNA.	780	DDR1	discoidin domain receptor tyrosine kinase 1	CAK|CD167|DDR|EDDR1|MCK10|NEP|NTRK4|PTK3|PTK3A|RTK6|TRKE	6	1.127	0.000843	3
NM_013994	Homo sapiens discoidin domain receptor tyrosine kinase 1 (DDR1), transcript variant 3, mRNA.	780	DDR1	discoidin domain receptor tyrosine kinase 1	CAK|CD167|DDR|EDDR1|MCK10|NEP|NTRK4|PTK3|PTK3A|RTK6|TRKE	6	1.127	0.000843	3
NM_004480	Homo sapiens fucosyltransferase 8 (alpha (1,6) fucosyltransferase) (FUT8), transcript variant 4, mRNA.	2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	MGC26465	14	1.125	0.000918	3
NM_178154	Homo sapiens fucosyltransferase 8 (alpha (1,6) fucosyltransferase) (FUT8), transcript variant 2, mRNA.	2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	MGC26465	14	1.125	0.000918	3
NM_178155	Homo sapiens fucosyltransferase 8 (alpha (1,6) fucosyltransferase) (FUT8), transcript variant 1, mRNA.	2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	MGC26465	14	1.125	0.000918	3
NM_178156	Homo sapiens fucosyltransferase 8 (alpha (1,6) fucosyltransferase) (FUT8), transcript variant 3, mRNA.	2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	MGC26465	14	1.125	0.000918	3
NM_178157	Homo sapiens fucosyltransferase 8 (alpha (1,6) fucosyltransferase) (FUT8), transcript variant 5, mRNA.	2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	MGC26465	14	1.125	0.000918	3
NM_004073	Homo sapiens polo-like kinase 3 (Drosophila) (PLK3), mRNA.	1263	PLK3	polo-like kinase 3 (Drosophila)	CNK|FNK|PRK	1	1.118	0.000103	3
NM_001192	Homo sapiens tumor necrosis factor receptor superfamily, member 17 (TNFRSF17), mRNA.	608	TNFRSF17	tumor necrosis factor receptor superfamily, member 17	BCM|BCMA|CD269	16	1.117	0.0000308	3
NM_013449	Homo sapiens bromodomain adjacent to zinc finger domain, 2A (BAZ2A), mRNA.	11176	BAZ2A	bromodomain adjacent to zinc finger domain, 2A	DKFZp781B109|FLJ13768|FLJ13780|FLJ45876|KIAA0314|TIP5|WALp3	12	1.113	0.000215	3
NM_003784	Homo sapiens serpin peptidase inhibitor, clade B (ovalbumin), member 7 (SERPINB7), transcript variant 1, mRNA.	8710	SERPINB7	serpin peptidase inhibitor, clade B (ovalbumin), member 7	DKFZp686D06190|MEGSIN|MGC120014|MGC120015	18	1.112	0.000545	3
NM_019005	Homo sapiens hypothetical protein FLJ20323 (FLJ20323), mRNA.	54468	MIOS	missing oocyte, meiosis regulator, homolog (Drosophila)	FLJ20323	7	1.105	0.000735	3
XM_166213							1.104	0.0000335	3
XM_937661							1.104	0.0000335	3
NM_006684	Homo sapiens complement factor H-related 4 (CFHR4), mRNA.	10877	CFHR4	complement factor H-related 4	CFHL4|FHR-4|FHR4|RP4-608O15.2	1	1.104	0.000271	3
NM_005187	Homo sapiens core-binding factor, runt domain, alpha subunit 2; translocated to, 3 (CBFA2T3), transcript variant 1, mRNA.	863	CBFA2T3	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	ETO2|MTG16|MTGR2|ZMYND4	16	1.102	0.00000113	3
NM_175931	Homo sapiens core-binding factor, runt domain, alpha subunit 2; translocated to, 3 (CBFA2T3), transcript variant 2, mRNA.	863	CBFA2T3	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	ETO2|MTG16|MTGR2|ZMYND4	16	1.102	0.00000113	3
XM_043272							1.099	0.000000268	3
XM_933967							1.099	0.000000268	3
XM_941783							1.099	0.000000268	3
XM_945439							1.099	0.000000268	3
NM_001005335	Homo sapiens heterogeneous nuclear ribonucleoprotein L (HNRNPL), transcript variant 2, mRNA.	3191	HNRNPL	heterogeneous nuclear ribonucleoprotein L	FLJ35509|HNRPL|P/OKcl.14|hnRNP-L	19	1.096	0.000504	3
NM_001533	Homo sapiens heterogeneous nuclear ribonucleoprotein L (HNRNPL), transcript variant 1, mRNA.	3191	HNRNPL	heterogeneous nuclear ribonucleoprotein L	FLJ35509|HNRPL|P/OKcl.14|hnRNP-L	19	1.096	0.000504	3
NM_004892	Homo sapiens SEC22 vesicle trafficking protein homolog B (S. cerevisiae) (SEC22B), mRNA.	9554	SEC22B	SEC22 vesicle trafficking protein homolog B (S. cerevisiae)	ERS-24|SEC22L1	1	1.096	0.00000189	3
NM_000226	Homo sapiens keratin 9 (KRT9), mRNA.	3857	KRT9	keratin 9	CK-9|EPPK|K9	17	1.091	0.000353	3
NM_002636	Homo sapiens PHD finger protein 1 (PHF1), transcript variant 1, mRNA.	5252	PHF1	PHD finger protein 1	MTF2L2|PCL1|PHF2	6	1.088	0.000225	3
NM_024165	Homo sapiens PHD finger protein 1 (PHF1), transcript variant 2, mRNA.	5252	PHF1	PHD finger protein 1	MTF2L2|PCL1|PHF2	6	1.088	0.000225	3
NM_000229	Homo sapiens lecithin-cholesterol acyltransferase (LCAT), mRNA.	3931	LCAT	lecithin-cholesterol acyltransferase	-	16	1.088	0.000807	3
NM_001665	Homo sapiens ras homolog gene family, member G (rho G) (RHOG), mRNA.	391	RHOG	ras homolog gene family, member G (rho G)	ARHG|MGC125835|MGC125836	11	1.087	0.000127	3
NM_003900	Homo sapiens sequestosome 1 (SQSTM1), mRNA.	8878	SQSTM1	sequestosome 1	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	5	1.086	0.00000282	3
NM_018243	Homo sapiens septin 11 (SEPT11), mRNA.	55752	SEPT11	septin 11	-	4	1.083	0.000336	3
NM_001001716	Homo sapiens nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta (NFKBIB), transcript variant 2, mRNA.	4793	NFKBIB	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	IKBB|TRIP9	19	1.082	0.000768	3
NM_002503	Homo sapiens nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta (NFKBIB), transcript variant 1, mRNA.	4793	NFKBIB	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	IKBB|TRIP9	19	1.082	0.000768	3
NM_002990	Homo sapiens chemokine (C-C motif) ligand 22 (CCL22), mRNA.	6367	CCL22	chemokine (C-C motif) ligand 22	A-152E5.1|ABCD-1|DC/B-CK|MDC|MGC34554|SCYA22|STCP-1	16	1.081	0.000683	3
NM_012345	Homo sapiens nuclear fragile X mental retardation protein interacting protein 1 (NUFIP1), mRNA.	26747	NUFIP1	nuclear fragile X mental retardation protein interacting protein 1	NUFIP|bA540M5.1	13	1.079	0.000668	3
NM_033375	Homo sapiens myosin IC (MYO1C), transcript variant 3, mRNA.	4641	MYO1C	myosin IC	FLJ23903|MMI-beta|MMIb|NMI|myr2	17	1.078	0.0000376	3
NM_001014437	Homo sapiens cysteinyl-tRNA synthetase (CARS), transcript variant 3, mRNA.	833	CARS	cysteinyl-tRNA synthetase	CARS1|CYSRS|MGC:11246	11	1.075	0.000936	3
NM_001014438	Homo sapiens cysteinyl-tRNA synthetase (CARS), transcript variant 4, mRNA.	833	CARS	cysteinyl-tRNA synthetase	CARS1|CYSRS|MGC:11246	11	1.075	0.000936	3
NM_001751	Homo sapiens cysteinyl-tRNA synthetase (CARS), transcript variant 2, mRNA.	833	CARS	cysteinyl-tRNA synthetase	CARS1|CYSRS|MGC:11246	11	1.075	0.000936	3
NM_153341	Homo sapiens ring finger protein 19B (RNF19B), transcript variant 1, mRNA.	127544	RNF19B	ring finger protein 19B	FLJ90005|IBRDC3|NKLAM	1	1.075	0.0000987	3
NM_014869	Homo sapiens IQ motif and Sec7 domain 1 (IQSEC1), transcript variant 2, mRNA.	9922	IQSEC1	IQ motif and Sec7 domain 1	ARFGEP100|KIAA0763	3	1.074	0.00017	3
NM_033227	Homo sapiens tripartite motif-containing 23 (TRIM23), transcript variant beta, mRNA.	373	TRIM23	tripartite motif-containing 23	ARD1|ARFD1|RNF46	5	1.074	0.00037	3
NM_033228	Homo sapiens tripartite motif-containing 23 (TRIM23), transcript variant gamma, mRNA.	373	TRIM23	tripartite motif-containing 23	ARD1|ARFD1|RNF46	5	1.074	0.00037	3
NM_012402	Homo sapiens ADP-ribosylation factor interacting protein 2 (ARFIP2), mRNA.	23647	ARFIP2	ADP-ribosylation factor interacting protein 2	POR1	11	1.074	0.000524	3
NM_003741	Homo sapiens chordin (CHRD), mRNA.	8646	CHRD	chordin	MGC133038	3	1.074	0.00034	3
NM_177978							1.074	0.00034	3
NM_177979							1.074	0.00034	3
NM_000611	Homo sapiens CD59 molecule, complement regulatory protein (CD59), transcript variant 2, mRNA.	966	CD59	CD59 molecule, complement regulatory protein	16.3A5|1F5|EJ16|EJ30|EL32|FLJ38134|FLJ92039|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MGC2354|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20	11	1.073	0.000166	3
NM_203329	Homo sapiens CD59 molecule, complement regulatory protein (CD59), transcript variant 3, mRNA.	966	CD59	CD59 molecule, complement regulatory protein	16.3A5|1F5|EJ16|EJ30|EL32|FLJ38134|FLJ92039|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MGC2354|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20	11	1.073	0.000166	3
NM_203330	Homo sapiens CD59 molecule, complement regulatory protein (CD59), transcript variant 1, mRNA.	966	CD59	CD59 molecule, complement regulatory protein	16.3A5|1F5|EJ16|EJ30|EL32|FLJ38134|FLJ92039|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MGC2354|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20	11	1.073	0.000166	3
NM_203331	Homo sapiens CD59 molecule, complement regulatory protein (CD59), transcript variant 4, mRNA.	966	CD59	CD59 molecule, complement regulatory protein	16.3A5|1F5|EJ16|EJ30|EL32|FLJ38134|FLJ92039|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MGC2354|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20	11	1.073	0.000166	3
NM_004099	Homo sapiens stomatin (STOM), transcript variant 1, mRNA.	2040	STOM	stomatin	BND7|EPB7|EPB72	9	1.071	0.000132	3
NM_198194	Homo sapiens stomatin (STOM), transcript variant 2, mRNA.	2040	STOM	stomatin	BND7|EPB7|EPB72	9	1.071	0.000132	3
NM_001286	Homo sapiens chloride channel 6 (CLCN6), transcript variant ClC-6a, mRNA.	1185	CLCN6	chloride channel 6	CLC-6|KIAA0046	1	1.069	0.000193	3
NM_021735	Homo sapiens chloride channel 6 (CLCN6), transcript variant ClC-6b, mRNA.	1185	CLCN6	chloride channel 6	CLC-6|KIAA0046	1	1.069	0.000193	3
NM_021736	Homo sapiens chloride channel 6 (CLCN6), transcript variant ClC-6c, mRNA.	1185	CLCN6	chloride channel 6	CLC-6|KIAA0046	1	1.069	0.000193	3
NM_021737	Homo sapiens chloride channel 6 (CLCN6), transcript variant ClC-6d, mRNA.	1185	CLCN6	chloride channel 6	CLC-6|KIAA0046	1	1.069	0.000193	3
NM_030574							1.067	0.000392	3
NM_181900	Homo sapiens StAR-related lipid transfer (START) domain containing 5 (STARD5), mRNA.	80765	STARD5	StAR-related lipid transfer (START) domain containing 5	MGC10327	15	1.067	0.000392	3
NM_001046	Homo sapiens solute carrier family 12 (sodium/potassium/chloride transporters), member 2 (SLC12A2), mRNA.	6558	SLC12A2	solute carrier family 12 (sodium/potassium/chloride transporters), member 2	BSC|BSC2|MGC104233|NKCC1	5	1.066	0.000852	3
NM_002127	Homo sapiens major histocompatibility complex, class I, G (HLA-G), mRNA.	3135	HLA-G	major histocompatibility complex, class I, G	MHC-G	6	1.064	0.0000108	3
NM_016457	Homo sapiens protein kinase D2 (PRKD2), transcript variant 1, mRNA.	25865	PRKD2	protein kinase D2	HSPC187|PKD2	19	1.063	0.000523	3
NM_001296	Homo sapiens chemokine binding protein 2 (CCBP2), mRNA.	1238	CCBP2	chemokine binding protein 2	CCR10|CCR9|CMKBR9|D6|MGC126678|MGC138250|hD6	3	1.063	0.0000849	3
NM_032924	Homo sapiens zinc finger protein 3 (ZNF3), transcript variant 2, mRNA.	7551	ZNF3	zinc finger protein 3	A8-51|FLJ20216|HF.12|KOX25|PP838|Zfp113	7	1.062	0.000265	3
NM_000544	Homo sapiens transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) (TAP2), transcript variant 1, mRNA.	6891	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	ABC18|ABCB3|APT2|D6S217E|PSF2|RING11	6	1.062	0.0000413	3
NM_006262	Homo sapiens peripherin (PRPH), mRNA.	5630	PRPH	peripherin	NEF4|PRPH1	12	1.06	0.000447	3
NM_004759	Homo sapiens mitogen-activated protein kinase-activated protein kinase 2 (MAPKAPK2), transcript variant 1, mRNA.	9261	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	MK2	1	1.058	0.0000333	3
NM_016391	Homo sapiens NOP16 nucleolar protein homolog (yeast) (NOP16), mRNA.	51491	NOP16	NOP16 nucleolar protein homolog (yeast)	HSPC111|HSPC185	5	1.058	0.000125	3
NM_001025160	Homo sapiens CD97 molecule (CD97), transcript variant 3, mRNA.	976	CD97	CD97 molecule	TM7LN1	19	1.056	0.000112	3
NM_001784	Homo sapiens CD97 molecule (CD97), transcript variant 2, mRNA.	976	CD97	CD97 molecule	TM7LN1	19	1.056	0.000112	3
NM_078481	Homo sapiens CD97 molecule (CD97), transcript variant 1, mRNA.	976	CD97	CD97 molecule	TM7LN1	19	1.056	0.000112	3
NM_014569	Homo sapiens zinc finger with KRAB and SCAN domains 5 (ZKSCAN5), transcript variant 1, mRNA.	23660	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	FLJ39233|KIAA1015|MGC33710|ZFP95	7	1.055	0.000443	3
