rank	accession	p-value	gene description
182	218627_at	0.009	gb:NM_018370.1 /DEF=Homo sapiens hypothetical protein FLJ11259 (FLJ11259), mRNA. /FEA=mRNA /GEN=FLJ11259 /PROD=hypothetical protein FLJ11259 /DB_XREF=gi:8922957 /UG=Hs.184465 hypothetical protein FLJ11259 /FL=gb:NM_018370.1
183	201875_s_at	0.009	gb:NM_024569.1 /DEF=Homo sapiens hypothetical protein FLJ21047 (FLJ21047), mRNA. /FEA=mRNA /GEN=FLJ21047 /PROD=hypothetical protein FLJ21047 /DB_XREF=gi:13375739 /UG=Hs.14891 hypothetical protein FLJ21047 /FL=gb:NM_024569.1
184	209185_s_at	0.009	gb:AF073310.1 /DEF=Homo sapiens insulin receptor substrate-2 (IRS2) mRNA, complete cds.  /FEA=mRNA /GEN=IRS2 /PROD=insulin receptor substrate-2 /DB_XREF=gi:4511968 /UG=Hs.143648 insulin receptor substrate 2 /FL=gb:NM_003749.1 gb:AF073310.1
185	209481_at	0.009	gb:AF226044.1 /DEF=Homo sapiens HSNFRK (HSNFRK) mRNA, complete cds. /FEA=mRNA /GEN=HSNFRK /PROD=HSNFRK /DB_XREF=gi:9295326 /UG=Hs.79025 KIAA0096 protein /FL=gb:AF226044.1
186	212845_at	0.009	Consensus includes gb:AB028976.1 /DEF=Homo sapiens mRNA for KIAA1053 protein, partial cds. /FEA=mRNA /GEN=KIAA1053 /PROD=KIAA1053 protein /DB_XREF=gi:5689442 /UG=Hs.173571 KIAA1053 protein
187	212977_at	0.009	Consensus includes gb:AI817041 /FEA=EST /DB_XREF=gi:5436120 /DB_XREF=est:wj76c06.x1 /CLONE=IMAGE:2408746 /UG=Hs.23016 G protein-coupled receptor
188	220968_s_at	0.009	gb:NM_031285.1 /DEF=Homo sapiens hypothetical protein PP1057 (PP1057), mRNA. /FEA=mRNA /GEN=PP1057 /PROD=hypothetical protein PP1057 /DB_XREF=gi:13775195 /FL=gb:NM_031285.1
189	202780_at	0.009	gb:NM_000436.1 /DEF=Homo sapiens 3-oxoacid CoA transferase (OXCT), nuclear gene encoding mitochondrial protein, mRNA.  /FEA=mRNA /GEN=OXCT /PROD=3-oxoacid CoA transferase precursor /DB_XREF=gi:4557816 /UG=Hs.177584 3-oxoacid CoA transferase /FL=gb:U62961.1 gb:NM_000436.1
190	213360_s_at	0.009	Consensus includes gb:AA514622 /FEA=EST /DB_XREF=gi:2254222 /DB_XREF=est:nf55c12.s1 /CLONE=IMAGE:923830 /UG=Hs.295112 KIAA0618 gene product
191	200783_s_at	0.009	gb:NM_005563.2 /DEF=Homo sapiens leukemia-associated phosphoprotein p18 (stathmin) (LAP18), mRNA.  /FEA=mRNA /GEN=LAP18 /PROD=leukemia-associated phosphoprotein p18 /DB_XREF=gi:13518023 /UG=Hs.81915 leukemia-associated phosphoprotein p18 (stathmin) /FL=gb:NM_005563.2 gb:J04991.1
192	201846_s_at	0.009	gb:NM_012234.1 /DEF=Homo sapiens RING1 and YY1 binding protein (RYBP), mRNA. /FEA=mRNA /GEN=RYBP /PROD=RING1 and YY1 binding protein /DB_XREF=gi:6912639 /UG=Hs.7910 RING1 and YY1 binding protein /FL=gb:AF179286.1 gb:AB029551.1 gb:NM_012234.1
193	203464_s_at	0.009	gb:NM_014964.1 /DEF=Homo sapiens KIAA1065 protein (KIAA1065), mRNA. /FEA=mRNA /GEN=KIAA1065 /PROD=KIAA1065 protein /DB_XREF=gi:7662467 /UG=Hs.7407 KIAA1065 protein /FL=gb:AF062085.1 gb:AB028988.1 gb:NM_014964.1
194	204082_at	0.009	gb:NM_006195.1 /DEF=Homo sapiens pre-B-cell leukemia transcription factor 3 (PBX3), mRNA.  /FEA=mRNA /GEN=PBX3 /PROD=pre-B-cell leukemia transcription factor 3 /DB_XREF=gi:5453851 /UG=Hs.294101 pre-B-cell leukemia transcription factor 3 /FL=gb:NM_006195.1
195	208456_s_at	0.009	gb:NM_012250.1 /DEF=Homo sapiens oncogene TC21 (TC21), mRNA. /FEA=CDS /GEN=TC21 /PROD=oncogene TC21 /DB_XREF=gi:6912697 /UG=Hs.206097 oncogene TC21 /FL=gb:M31468.1 gb:NM_012250.1
196	215250_at	0.009	Consensus includes gb:AU147317 /FEA=EST /DB_XREF=gi:11008838 /DB_XREF=est:AU147317 /CLONE=MAMMA1000340 /UG=Hs.287491 Homo sapiens cDNA FLJ12140 fis, clone MAMMA1000340
197	218971_s_at	0.009	gb:NM_014149.1 /DEF=Homo sapiens HSPC049 protein (HSPC049), mRNA. /FEA=mRNA /GEN=HSPC049 /PROD=HSPC049 protein /DB_XREF=gi:7661753 /UG=Hs.172622 HSPC049 protein /FL=gb:AF161534.1 gb:NM_014149.1
198	221246_x_at	0.009	gb:NM_018274.2 /DEF=Homo sapiens tensin (TNS), mRNA. /FEA=mRNA /GEN=TNS /PROD=7145 /DB_XREF=gi:13775159 /FL=gb:NM_018274.2
199	206284_x_at	0.009	gb:NM_001834.1 /DEF=Homo sapiens clathrin, light polypeptide (Lcb) (CLTB), transcript variant nonbrain, mRNA.  /FEA=mRNA /GEN=CLTB /PROD=clathrin, light polypeptide B (Lcb) isoform a /DB_XREF=gi:4502900 /UG=Hs.73919 clathrin, light polypeptide (Lcb) /FL=gb:M20470.1 gb:NM_001834.1
200	212787_at	0.009	Consensus includes gb:AI952986 /FEA=EST /DB_XREF=gi:5745296 /DB_XREF=est:wp98b10.x1 /CLONE=IMAGE:2469787 /UG=Hs.159471 ZAP3 protein
201	220260_at	0.009	gb:NM_018317.1 /DEF=Homo sapiens hypothetical protein FLJ11082 (FLJ11082), mRNA. /FEA=mRNA /GEN=FLJ11082 /PROD=hypothetical protein FLJ11082 /DB_XREF=gi:8922855 /UG=Hs.31792 hypothetical protein FLJ11082 /FL=gb:NM_018317.1
202	212159_x_at	0.009	Consensus includes gb:AI125280 /FEA=EST /DB_XREF=gi:3593794 /DB_XREF=est:qd92c05.x1 /CLONE=IMAGE:1736936 /UG=Hs.19121 adaptor-related protein complex 2, alpha 2 subunit
203	218557_at	0.009	gb:NM_020202.1 /DEF=Homo sapiens Nit protein 2 (NIT2), mRNA. /FEA=mRNA /GEN=NIT2 /PROD=Nit protein 2 /DB_XREF=gi:9910459 /UG=Hs.15627 Nit protein 2 /FL=gb:AF260334.1 gb:AF284574.1 gb:NM_020202.1
204	220035_at	0.009	gb:NM_024923.1 /DEF=Homo sapiens hypothetical protein FLJ22389 (FLJ22389), mRNA. /FEA=mRNA /GEN=FLJ22389 /PROD=hypothetical protein FLJ22389 /DB_XREF=gi:13376397 /UG=Hs.270404 hypothetical protein FLJ22389 /FL=gb:NM_024923.1
205	210650_s_at	0.009	gb:BC001304.1 /DEF=Homo sapiens, Similar to aczonin, clone MGC:5486, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to aczonin /DB_XREF=gi:12654916 /UG=Hs.12376 piccolo (presynaptic cytomatrix protein) /FL=gb:BC001304.1
206	200850_s_at	0.01	gb:NM_006621.1 /DEF=Homo sapiens S-adenosylhomocysteine hydrolase-like 1 (AHCYL1), mRNA.  /FEA=mRNA /GEN=AHCYL1 /PROD=S-adenosylhomocysteine hydrolase-like 1 /DB_XREF=gi:5729723 /UG=Hs.4113 S-adenosylhomocysteine hydrolase-like 1 /FL=gb:U82761.1 gb:NM_006621.1
207	201577_at	0.01	gb:NM_000269.1 /DEF=Homo sapiens non-metastatic cells 1, protein (NM23A) expressed in (NME1), mRNA.  /FEA=mRNA /GEN=NME1 /PROD=non-metastatic cells 1 protein /DB_XREF=gi:4557796 /UG=Hs.118638 non-metastatic cells 1, protein (NM23A) expressed in /FL=gb:BC000293.1 gb:NM_000269.1
208	215308_at	0.01	Consensus includes gb:AF052148.1 /DEF=Homo sapiens clone 24507 mRNA sequence. /FEA=mRNA /DB_XREF=gi:3360458 /UG=Hs.169744 Homo sapiens clone 24507 mRNA sequence
209	212769_at	0.01	Consensus includes gb:AI567426 /FEA=EST /DB_XREF=gi:4525878 /DB_XREF=est:tn38b04.x1 /CLONE=IMAGE:2169871 /UG=Hs.31305 KIAA1547 protein
210	213793_s_at	0.01	Consensus includes gb:BE550452 /FEA=EST /DB_XREF=gi:9792144 /DB_XREF=est:7a25f02.x1 /CLONE=IMAGE:3219771 /UG=Hs.9192 Homer, neuronal immediate early gene, 1B
211	209209_s_at	0.01	Consensus includes gb:AW469573 /FEA=EST /DB_XREF=gi:7039679 /DB_XREF=est:hd29e09.x1 /CLONE=IMAGE:2910952 /UG=Hs.75260 mitogen inducible 2 /FL=gb:Z24725.1
212	204175_at	0.01	gb:NM_015871.1 /DEF=Homo sapiens zinc finger protein (LOC51042), mRNA. /FEA=mRNA /GEN=LOC51042 /PROD=zinc finger protein /DB_XREF=gi:7705661 /UG=Hs.102419 zinc finger protein /FL=gb:BC002580.1 gb:D45213.1 gb:NM_015871.1
213	210678_s_at	0.01	gb:U56418.1 /DEF=Human lysophosphatidic acid acyltransferase-beta mRNA, complete cds.  /FEA=mRNA /PROD=lysophosphatidic acid acyltransferase-beta /DB_XREF=gi:2155239 /UG=Hs.209119 1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) /FL=gb:U56418.1
214	204937_s_at	0.01	gb:NM_016325.1 /DEF=Homo sapiens zinc finger protein 274 (ZNF274), mRNA. /FEA=mRNA /GEN=ZNF274 /PROD=KRAB zinc finger protein HFB101L /DB_XREF=gi:7706506 /UG=Hs.83761 zinc finger protein 274 /FL=gb:AB029150.1 gb:NM_016325.1
215	205289_at	0.01	Consensus includes gb:AA583044 /FEA=EST /DB_XREF=gi:2360404 /DB_XREF=est:nn80f11.s1 /CLONE=IMAGE:1090221 /UG=Hs.73853 bone morphogenetic protein 2 /FL=gb:NM_001200.1
216	218392_x_at	0.01	gb:NM_022754.1 /DEF=Homo sapiens hypothetical protein FLJ12876 (FLJ12876), mRNA. /FEA=mRNA /GEN=FLJ12876 /PROD=hypothetical protein FLJ12876 /DB_XREF=gi:12232420 /UG=Hs.16131 hypothetical protein FLJ12876 /FL=gb:NM_022754.1
217	202843_at	0.01	gb:NM_012328.1 /DEF=Homo sapiens microvascular endothelial differentiation gene 1 (MDG1), mRNA.  /FEA=mRNA /GEN=MDG1 /PROD=microvascular endothelial differentiation gene1 /DB_XREF=gi:9558754 /UG=Hs.6790 DnaJ (Hsp40) homolog, subfamily B, member 9 /FL=gb:AF083247.1 gb:AL080081.1 gb:AB026908.1 gb:NM_012328.1
218	203186_s_at	0.01	gb:NM_002961.2 /DEF=Homo sapiens S100 calcium-binding protein A4 (calcium protein, calvasculin, metastasin, murine placental homolog) (S100A4), transcript variant 1, mRNA.  /FEA=mRNA /GEN=S100A4 /PROD=S100 calcium-binding protein A4 /DB_XREF=gi:9845514 /UG=Hs.81256 S100 calcium-binding protein A4 (calcium protein, calvasculin, metastasin, murine placental homolog) /FL=gb:NM_002961.2 gb:NM_019554.1
219	203767_s_at	0.01	Consensus includes gb:AI122754 /FEA=EST /DB_XREF=gi:3538520 /DB_XREF=est:qa48e01.x1 /CLONE=IMAGE:1690008 /UG=Hs.79876 steroid sulfatase (microsomal), arylsulfatase C, isozyme S /FL=gb:NM_000351.2 gb:M16505.1 gb:J04964.1
220	204081_at	0.01	gb:NM_006176.1 /DEF=Homo sapiens neurogranin (protein kinase C substrate, RC3) (NRGN), mRNA.  /FEA=mRNA /GEN=NRGN /PROD=neurogranin /DB_XREF=gi:5453799 /UG=Hs.26944 neurogranin (protein kinase C substrate, RC3) /FL=gb:BC002835.1 gb:U89165.1 gb:NM_006176.1
221	204378_at	0.01	gb:NM_003657.1 /DEF=Homo sapiens breast carcinoma amplified sequence 1 (BCAS1), mRNA. /FEA=mRNA /GEN=BCAS1 /PROD=breast carcinoma amplified sequence 1 /DB_XREF=gi:4502372 /UG=Hs.129057 breast carcinoma amplified sequence 1 /FL=gb:AF041260.1 gb:NM_003657.1
222	208033_s_at	0.01	gb:NM_006885.1 /DEF=Homo sapiens AT-binding transcription factor 1 (ATBF1), mRNA. /FEA=mRNA /GEN=ATBF1 /PROD=AT-binding transcription factor 1 /DB_XREF=gi:5901893 /UG=Hs.101842 AT-binding transcription factor 1 /FL=gb:D10250.1 gb:NM_006885.1
223	209167_at	0.01	Consensus includes gb:AI419030 /FEA=EST /DB_XREF=gi:4264961 /DB_XREF=est:tf53b01.x1 /CLONE=IMAGE:2102953 /UG=Hs.5422 glycoprotein M6B /FL=gb:AF016004.1
224	209669_s_at	0.01	gb:BC003049.1 /DEF=Homo sapiens, Similar to DKFZP564M2423 protein, clone MGC:684, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to DKFZP564M2423 protein /DB_XREF=gi:12804376 /UG=Hs.324067 Homo sapiens, Similar to DKFZP564M2423 protein, clone MGC:684, mRNA, complete cds /FL=gb:BC003049.1
225	215028_at	0.01	Consensus includes gb:AB002438.1 /DEF=Homo sapiens mRNA from chromosome 5q21-22, clone:FBR89. /FEA=mRNA /DB_XREF=gi:2943813 /UG=Hs.29596 Homo sapiens mRNA from chromosome 5q21-22, clone:FBR89
226	218831_s_at	0.01	gb:NM_004107.1 /DEF=Homo sapiens Fc fragment of IgG, receptor, transporter, alpha (FCGRT), mRNA.  /FEA=mRNA /GEN=FCGRT /PROD=Fc fragment of IgG, receptor, transporter,alpha /DB_XREF=gi:4758345 /UG=Hs.111903 Fc fragment of IgG, receptor, transporter, alpha /FL=gb:NM_004107.1 gb:U12255.1
227	209184_s_at	0.01	Consensus includes gb:BF700086 /FEA=EST /DB_XREF=gi:11985494 /DB_XREF=est:602127569F1 /CLONE=IMAGE:4284401 /UG=Hs.143648 insulin receptor substrate 2 /FL=gb:NM_003749.1 gb:AF073310.1
228	219145_at	0.01	gb:NM_024679.1 /DEF=Homo sapiens hypothetical protein FLJ11939 (FLJ11939), mRNA. /FEA=mRNA /GEN=FLJ11939 /PROD=hypothetical protein FLJ11939 /DB_XREF=gi:13375947 /UG=Hs.94229 hypothetical protein FLJ11939 /FL=gb:NM_024679.1
229	207610_s_at	0.01	gb:NM_013447.1 /DEF=Homo sapiens egf-like module containing, mucin-like, hormone receptor-like sequence 2 (EMR2), mRNA.  /FEA=mRNA /GEN=EMR2 /PROD=egf-like module containing, mucin-like, hormonereceptor-like sequence 2 /DB_XREF=gi:7305024 /UG=Hs.137354 egf-like module containing, mucin-like, hormone receptor-like sequence 2 /FL=gb:AF114491.1 gb:NM_013447.1
230	210638_s_at	0.01	gb:AF176704.1 /DEF=Homo sapiens F-box protein FBX9 mRNA, complete cds. /FEA=mRNA /PROD=F-box protein FBX9 /DB_XREF=gi:6103646 /UG=Hs.11050 F-box only protein 9 /FL=gb:AF176704.1
231	202918_s_at	0.01	gb:AF151853.1 /DEF=Homo sapiens CGI-95 protein mRNA, complete cds. /FEA=mRNA /PROD=CGI-95 protein /DB_XREF=gi:4929658 /UG=Hs.107942 DKFZP564M112 protein /FL=gb:AB015441.1 gb:BC005237.1 gb:AF151853.1 gb:AL080070.1 gb:NM_015387.1
232	210873_x_at	0.01	gb:U03891.2 /DEF=Homo sapiens phorbolin I mRNA, complete cds. /FEA=mRNA /PROD=phorbolin I /DB_XREF=gi:4895107 /UG=Hs.226307 phorbolin (similar to apolipoprotein B mRNA editing protein) /FL=gb:U03891.2
233	213394_at	0.01	Consensus includes gb:AI674759 /FEA=EST /DB_XREF=gi:4875239 /DB_XREF=est:wd20b03.x1 /CLONE=IMAGE:2328653 /UG=Hs.259729 KIAA0596 protein
234	218092_s_at	0.011	gb:NM_004504.2 /DEF=Homo sapiens HIV-1 Rev binding protein (HRB), mRNA. /FEA=mRNA /GEN=HRB /PROD=HIV-1 Rev binding protein /DB_XREF=gi:7262381 /UG=Hs.171545 HIV-1 Rev binding protein /FL=gb:NM_004504.2
235	212912_at	0.011	Consensus includes gb:AI992251 /FEA=EST /DB_XREF=gi:5839156 /DB_XREF=est:ws41d12.x1 /CLONE=IMAGE:2499767 /UG=Hs.184581 ESTs
236	207966_s_at	0.011	gb:NM_012201.1 /DEF=Homo sapiens Golgi apparatus protein 1 (GLG1), mRNA. /FEA=mRNA /GEN=GLG1 /PROD=Golgi apparatus protein 1 /DB_XREF=gi:6912389 /UG=Hs.78979 Golgi apparatus protein 1 /FL=gb:U28811.1 gb:U64791.1 gb:NM_012201.1
237	205252_at	0.011	gb:NM_003450.1 /DEF=Homo sapiens zinc finger protein 174 (ZNF174), mRNA. /FEA=mRNA /GEN=ZNF174 /PROD=zinc finger protein 174 /DB_XREF=gi:4508006 /UG=Hs.155204 zinc finger protein 174 /FL=gb:U31248.1 gb:NM_003450.1
238	211779_x_at	0.011	gb:BC006155.1 /DEF=Homo sapiens, clone MGC:13188, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:13188) /DB_XREF=gi:13544040 /FL=gb:BC006155.1
239	213301_x_at	0.011	Consensus includes gb:AL538264 /FEA=EST /DB_XREF=gi:12801757 /DB_XREF=est:AL538264 /CLONE=CS0DF027YG21 (3 prime) /UG=Hs.183858 transcriptional intermediary factor 1
240	213258_at	0.011	Consensus includes gb:BF511231 /FEA=EST /DB_XREF=gi:11594529 /DB_XREF=est:UI-H-BI4-aoi-g-11-0-UI.s1 /CLONE=IMAGE:3085244 /UG=Hs.288582 ESTs, Weakly similar to ubiquitous TPR motif, Y isoform H.sapiens
241	217724_at	0.011	Consensus includes gb:AF131807.1 /DEF=Homo sapiens clone 25076 mRNA sequence. /FEA=mRNA /DB_XREF=gi:4406639 /UG=Hs.165998 PAI-1 mRNA-binding protein /FL=gb:AL080119.1 gb:NM_015640.1
242	202517_at	0.011	gb:NM_001313.1 /DEF=Homo sapiens collapsin response mediator protein 1 (CRMP1), mRNA. /FEA=mRNA /GEN=CRMP1 /PROD=collapsin response mediator protein 1 /DB_XREF=gi:4503050 /UG=Hs.155392 collapsin response mediator protein 1 /FL=gb:BC000252.1 gb:D78012.1 gb:NM_001313.1 gb:U17278.1
243	206539_s_at	0.011	gb:NM_023944.1 /DEF=Homo sapiens cytochrome P450 isoform 4F12 (CYP4F12), mRNA. /FEA=mRNA /GEN=CYP4F12 /PROD=cytochrome P450 isoform 4F12 /DB_XREF=gi:13184045 /UG=Hs.180570 cytochrome P450 isoform 4F12 /FL=gb:AB035130.1 gb:AB035131.1 gb:AY008841.1 gb:NM_023944.1
244	213993_at	0.011	Consensus includes gb:AI885290 /FEA=EST /DB_XREF=gi:5590454 /DB_XREF=est:wl92a04.x1 /CLONE=IMAGE:2432334 /UG=Hs.5378 spondin 1, (f-spondin) extracellular matrix protein
245	219119_at	0.011	gb:NM_016200.1 /DEF=Homo sapiens U6 snRNA-associated Sm-like protein LSm8 (LOC51691), mRNA.  /FEA=mRNA /GEN=LOC51691 /PROD=U6 snRNA-associated Sm-like protein LSm8 /DB_XREF=gi:7706424 /UG=Hs.241578 U6 snRNA-associated Sm-like protein LSm8 /FL=gb:BC002742.1 gb:AF182294.1 gb:NM_016200.1
246	201874_at	0.011	Consensus includes gb:BF978611 /FEA=EST /DB_XREF=gi:12345826 /DB_XREF=est:602149061F1 /CLONE=IMAGE:4307822 /UG=Hs.14891 hypothetical protein FLJ21047 /FL=gb:NM_024569.1
247	209035_at	0.012	gb:M69148.1 /DEF=Human midkine mRNA, complete cds. /FEA=mRNA /GEN=hMK-1 /PROD=midkine /DB_XREF=gi:182650 /UG=Hs.82045 midkine (neurite growth-promoting factor 2) /FL=gb:M69148.1 gb:NM_002391.1
248	205263_at	0.012	gb:AF082283.1 /DEF=Homo sapiens CARD-containing apoptotic signaling protein (BCL10) mRNA, complete cds.  /FEA=mRNA /GEN=BCL10 /PROD=CARD-containing apoptotic signaling protein /DB_XREF=gi:4092066 /UG=Hs.193516 B-cell CLLlymphoma 10 /FL=gb:AF082283.1 gb:AF057700.1 gb:AF100338.1 gb:NM_003921.1 gb:AF127386.1 gb:AF134395.1 gb:AF105066.1
249	211367_s_at	0.012	gb:U13699.1 /DEF=Human interleukin 1-beta converting enzyme isoform delta (IL1BCE) mRNA, complete cds.  /FEA=mRNA /GEN=IL1BCE /PROD=Interleukin 1-beta converting enzyme isoformdelta /DB_XREF=gi:717043 /UG=Hs.2490 caspase 1, apoptosis-related cysteine protease (interleukin 1, beta, convertase) /FL=gb:U13699.1
250	202069_s_at	0.012	Consensus includes gb:AI826060 /FEA=EST /DB_XREF=gi:5446731 /DB_XREF=est:wk28a12.x1 /CLONE=IMAGE:2413630 /UG=Hs.250616 isocitrate dehydrogenase 3 (NAD+) alpha /FL=gb:NM_005530.1 gb:U07681.1
251	210768_x_at	0.012	gb:AF274935.1 /DEF=Homo sapiens PNAS-10 mRNA, complete cds. /FEA=mRNA /PROD=PNAS-10 /DB_XREF=gi:12751037 /UG=Hs.93832 putative membrane protein /FL=gb:AF274935.1
252	215623_x_at	0.012	Consensus includes gb:AK002200.1 /DEF=Homo sapiens cDNA FLJ11338 fis, clone PLACE1010720, highly similar to Homo sapiens mRNA for chromosome-associated polypeptide-C.  /FEA=mRNA /DB_XREF=gi:7023928 /UG=Hs.50758 SMC4 (structural maintenance of chromosomes 4, yeast)-like 1
253	218929_at	0.012	gb:NM_017632.1 /DEF=Homo sapiens hypothetical protein FLJ20036 (FLJ20036), mRNA. /FEA=mRNA /GEN=FLJ20036 /PROD=hypothetical protein FLJ20036 /DB_XREF=gi:8923039 /UG=Hs.32922 hypothetical protein FLJ20036 /FL=gb:NM_017632.1
254	201013_s_at	0.012	Consensus includes gb:AA902652 /FEA=EST /DB_XREF=gi:3037775 /DB_XREF=est:ok71a12.s1 /CLONE=IMAGE:1519390 /UG=Hs.117950 multifunctional polypeptide similar to SAICAR synthetase and AIR carboxylase /FL=gb:NM_006452.1
255	202838_at	0.012	gb:NM_000147.1 /DEF=Homo sapiens fucosidase, alpha-L- 1, tissue (FUCA1), mRNA. /FEA=mRNA /GEN=FUCA1 /PROD=fucosidase, alpha-L- 1, tissue /DB_XREF=gi:4503802 /UG=Hs.576 fucosidase, alpha-L- 1, tissue /FL=gb:M29877.1 gb:NM_000147.1
256	221514_at	0.012	gb:BC001149.1 /DEF=Homo sapiens, Similar to KIAA0266 gene product, clone MGC:1291, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to KIAA0266 gene product /DB_XREF=gi:12654624 /UG=Hs.271926 serologically defined colon cancer antigen 16 /FL=gb:BC001149.1
257	215084_s_at	0.012	Consensus includes gb:AL031427 /DEF=Human DNA sequence from clone 167A19 on chromosome 1p32.1-33. Contains three genes for novel proteins, the DIO1 gene for type I iodothyronine deiodinase (EC 3.8.1.4, TXDI1, ITDI1) and an HNRNP A3 (Heterogenous Nuclear Ribonucleoprotein A3, FBRNP) ... /FEA=mRNA_2 /DB_XREF=gi:4835258 /UG=Hs.40094 Human DNA sequence from clone 167A19 on chromosome 1p32.1-33. Contains three genes for novel proteins, the DIO1 gene for type I iodothyronine deiodinase (EC 3.8.1.4, TXDI1, ITDI1) and an HNRNP A3 (Heterogenous Nuclear Ribonucleoprotein A3, FBRNP) pseudoge
258	201980_s_at	0.012	gb:NM_012425.2 /DEF=Homo sapiens Ras suppressor protein 1 (RSU1), mRNA. /FEA=mRNA /GEN=RSU1 /PROD=ras suppressor protein 1 /DB_XREF=gi:10800408 /UG=Hs.75551 Homo sapiens Ras suppressor protein 1 (RSU1), mRNA /FL=gb:NM_012425.2
259	218813_s_at	0.012	gb:NM_020145.1 /DEF=Homo sapiens SH3-containing protein SH3GLB2 (LOC56904), mRNA. /FEA=mRNA /GEN=LOC56904 /PROD=SH3-containing protein SH3GLB2 /DB_XREF=gi:9910351 /UG=Hs.30002 SH3-containing protein SH3GLB2 /FL=gb:AF257319.1 gb:NM_020145.1
260	204663_at	0.012	gb:NM_006680.1 /DEF=Homo sapiens malic enzyme 3, NADP(+)-dependent, mitochondrial (ME3), mRNA.  /FEA=mRNA /GEN=ME3 /PROD=malic enzyme 3, NADP(+)-dependent,mitochondrial /DB_XREF=gi:5729919 /UG=Hs.2838 malic enzyme 3, NADP(+)-dependent, mitochondrial /FL=gb:NM_006680.1
261	218029_at	0.012	gb:NM_024519.1 /DEF=Homo sapiens hypothetical protein FLJ13725 (FLJ13725), mRNA. /FEA=mRNA /GEN=FLJ13725 /PROD=hypothetical protein FLJ13725 /DB_XREF=gi:13375657 /UG=Hs.3074 hypothetical protein FLJ13725 /FL=gb:NM_024519.1
262	200636_s_at	0.013	gb:NM_002840.1 /DEF=Homo sapiens protein tyrosine phosphatase, receptor type, F (PTPRF), mRNA.  /FEA=mRNA /GEN=PTPRF /PROD=protein tyrosine phosphatase, receptor type, fpolypeptide /DB_XREF=gi:4506310 /UG=Hs.75216 protein tyrosine phosphatase, receptor type, F /FL=gb:NM_002840.1
263	201675_at	0.013	gb:NM_003488.1 /DEF=Homo sapiens A kinase (PRKA) anchor protein 1 (AKAP1), mRNA. /FEA=mRNA /GEN=AKAP1 /PROD=A kinase (PRKA) anchor protein 1 /DB_XREF=gi:4502014 /UG=Hs.78921 A kinase (PRKA) anchor protein 1 /FL=gb:BC000729.1 gb:NM_003488.1
264	202085_at	0.013	gb:NM_004817.1 /DEF=Homo sapiens tight junction protein 2 (zona occludens 2) (TJP2), mRNA.  /FEA=mRNA /GEN=TJP2 /PROD=tight junction protein 2 (zona occludens 2) /DB_XREF=gi:4759341 /UG=Hs.75608 tight junction protein 2 (zona occludens 2) /FL=gb:NM_004817.1 gb:L27476.1
265	204743_at	0.013	gb:NM_013259.1 /DEF=Homo sapiens neuronal protein (NP25), mRNA. /FEA=mRNA /GEN=NP25 /PROD=neuronal protein /DB_XREF=gi:10047091 /UG=Hs.169330 neuronal protein /FL=gb:NM_013259.1 gb:AF112201.1
266	208794_s_at	0.013	gb:D26156.1 /DEF=Human mRNA for transcriptional activator hSNF2b, complete cds. /FEA=mRNA /PROD=hSNF2b /DB_XREF=gi:505087 /UG=Hs.78202 SWISNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 /FL=gb:NM_003072.1 gb:D26156.1 gb:U29175.1
267	208836_at	0.013	gb:U51478.1 /DEF=Human sodiumpotassium-transporting ATPase beta-3 subunit mRNA, complete cds.  /FEA=mRNA /PROD=sodiumpotassium-transporting ATPase beta-3subunit /DB_XREF=gi:1522634 /UG=Hs.76941 ATPase, Na+K+ transporting, beta 3 polypeptide /FL=gb:U51478.1 gb:NM_001679.1
268	222270_at	0.013	Consensus includes gb:BG540048 /FEA=EST /DB_XREF=gi:13532281 /DB_XREF=est:602568675F1 /CLONE=IMAGE:4693242 /UG=Hs.293982 ESTs
269	210474_s_at	0.013	gb:U04819.1 /DEF=Human protein kinase PITSLRE beta 1 mRNA, complete cds. /FEA=mRNA /PROD=PITSLRE beta 1 /DB_XREF=gi:507165 /UG=Hs.183418 cell division cycle 2-like 1 (PITSLRE proteins) /FL=gb:M37712.1 gb:U04819.1
270	201911_s_at	0.013	gb:NM_005766.1 /DEF=Homo sapiens FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived) (FARP1), mRNA.  /FEA=mRNA /GEN=FARP1 /PROD=FERM, RhoGEF, and pleckstrin domain protein 1 /DB_XREF=gi:5031632 /UG=Hs.183738 FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived) /FL=gb:AB008430.1 gb:NM_005766.1
271	201189_s_at	0.013	gb:NM_002224.1 /DEF=Homo sapiens inositol 1,4,5-triphosphate receptor, type 3 (ITPR3), mRNA.  /FEA=mRNA /GEN=ITPR3 /PROD=inositol 1,4,5-triphosphate receptor, type 3 /DB_XREF=gi:4504794 /UG=Hs.77515 inositol 1,4,5-triphosphate receptor, type 3 /FL=gb:D26351.1 gb:NM_002224.1 gb:U01062.1
