Probe Set	Gene Symbol	Gene Symbol before 2008	T:N Ratio	T Mean	N Mean	T SD	N SD
218656_s_at	LHFP	LHFP	0.311591871	-0.820941565	1.06258345	0.867362965	0.320952597
218662_s_at	NCAPG	HCAP-G	7.032095106	0.999394056	-1.527391072	1.114453447	0.439414375
218663_at	NCAPG	HCAP-G	6.7273044	0.954432734	-1.381111773	1.19666505	0.192974207
218665_at	FZD4	FZD4	0.355014774	-0.652691467	0.886891327	0.567686595	0.448005964
218711_s_at	SDPR	SDPR	0.140504993	-1.284399541	1.94673229	1.122640555	0.704768042
218717_s_at	LEPREL1	LEPREL1	0.334130125	-1.057074853	1.284349933	1.471529348	0.359529538
218723_s_at	C13orf15	RGC32	0.166849255	-1.217903049	1.709361617	0.971544649	0.297439723
218726_at	HJURP	DKFZp762E1312	7.690792279	1.089979359	-1.490975337	1.152002169	0.239307648
218730_s_at	OGN	OGN	0.13081503	-1.418881479	1.310018957	0.829244232	1.181687403
218736_s_at	PALMD	PALMD	0.17540016	-1.210132616	1.455891318	0.827513863	0.561127887
218755_at	KIF20A	KIF20A	7.995494939	0.937716603	-1.59618678	1.230353474	0.270371227
218764_at	PRKCH	PRKCH	0.45179412	-0.59661384	0.716605158	0.751172234	0.266584044
218775_s_at	WWC2	WWC2	0.272894328	-0.841946264	1.144700515	0.766937776	0.632174736
218782_s_at	ATAD2	ATAD2	8.090400385	1.142131843	-1.313763999	1.328744137	0.430414699
218820_at	C14orf132	C14orf132	0.194478011	-1.141078888	1.480602644	0.97700611	0.500864216
218876_at	TPPP3	CGI-38	0.181749449	-1.197329832	1.525306501	1.044325213	0.636988005
218883_s_at	MLF1IP	MLF1IP	6.667692268	0.861781572	-1.608827668	1.234508266	0.758818024
218901_at	PLSCR4	PLSCR4	0.268383877	-0.987443529	1.086841262	0.874436534	0.45112161
219059_s_at	LYVE1	XLKD1	0.176341345	-1.223128571	1.461692228	0.931458639	0.710958974
219064_at	ITIH5	ITIH5	0.216664657	-1.121772963	1.395503425	0.919755758	0.376661502
219091_s_at	MMRN2	MMRN2	0.222025647	-0.955613987	1.35877168	0.689170563	0.379256213
219134_at	ELTD1	ELTD1	0.350525244	-0.723932183	0.884407155	0.831841048	0.560947588
219148_at	PBK	PBK	20.55912691	1.530393168	-2.13139344	1.636258887	0.321683433
219165_at	PDLIM2	PDLIM2	0.26791862	-0.88845207	1.23272258	0.933777636	0.463260591
219213_at	JAM2	JAM2	0.227191757	-0.985072516	1.253828819	0.702936558	0.449406825
219230_at	TMEM100	TMEM100	0.070750237	-2.106388221	2.841669676	1.636957255	0.937269019
219282_s_at	TRPV2	TRPV2	0.339591229	-0.754517318	0.957817123	0.842501793	0.50164066
219295_s_at	PCOLCE2	PCOLCE2	0.217689605	-1.281094424	1.461827375	1.248990821	0.679730993
219306_at	KIF15	KIF15 /// C7orf9	6.924181985	0.990222823	-1.397860725	1.203397001	0.264105292
219315_s_at	TMEM204	C16orf30	0.279529539	-0.814918734	1.165068718	0.845527289	0.523132067
219371_s_at	KLF2	KLF2	0.24737016	-0.981464533	1.22744804	0.832864406	0.505928801
219407_s_at	LAMC3	LAMC3	0.368552567	-0.465666523	1.009254189	0.702438767	0.578535462
219436_s_at	EMCN	EMCN	0.152162128	-1.310431207	1.735041833	1.097056997	0.690288787
219440_at	RAI2	RAI2	0.271385	-0.954359595	1.292926691	0.971861229	0.338956468
219476_at	C1orf116	C1orf116 /// LOC653098	0.211886967	-1.304610347	1.787695707	1.824644018	0.597090436
219478_at	WFDC1	WFDC1	0.219015447	-1.015154465	1.608935218	1.115648913	0.476995575
219529_at	CLIC3	CLIC3 /// RABEP1	0.216342837	-1.246452905	1.513918039	1.408000874	0.659317089
219555_s_at	CENPN	CENPN	6.214647127	1.024829587	-1.189901411	1.196858776	0.399337338
219563_at	C14orf139	C14orf139	0.281169074	-0.936110377	1.065593754	0.770245675	0.424706864
219588_s_at	NCAPG2	LUZP5	4.09942971	0.74164046	-1.054558783	0.930048338	0.343730529
219597_s_at	DUOX1	DUOX1	0.152722716	-1.291944241	1.738999112	1.076479615	0.595256686
219682_s_at	TBX3	TBX3	0.313762106	-0.677292496	1.228424875	0.96906058	0.717913196
219689_at	SEMA3G	SEMA3G	0.1466438	-1.046467413	1.743696107	0.760750094	0.871136025
219719_at	HIGD1B	HIGD1B	0.247261117	-0.851159262	1.327133811	0.788903134	0.501940886
219737_s_at	PCDH9	PCDH9	0.2809556	-0.871791568	1.335299134	1.113313759	0.795240944
219747_at	C4orf31	C4orf31	0.227402451	-1.287378212	1.846494995	1.859801508	0.376953207
219777_at	GIMAP6	GIMAP6	0.276802128	-0.945208326	1.222743191	1.174087808	0.512369502
219778_at	ZFPM2	ZFPM2	0.343923021	-0.933239414	0.87898779	0.965305907	0.545784191
219787_s_at	ECT2	ECT2	7.469431521	1.14844744	-1.482875303	1.199959284	0.58702246
219836_at	ZBED2	ZBED2	0.236758938	-0.890174392	1.460741238	1.206841974	0.834934853
219866_at	CLIC5 /// LOC100131610	CLIC5	0.115107518	-1.51795793	2.150912187	1.178491055	0.557302762
219869_s_at	SLC39A8	SLC39A8	0.190596102	-1.403174629	1.593433629	1.447502315	0.688348372
219908_at	DKK2	DKK2	0.203472472	-0.924763938	1.226150621	0.642371106	0.974393481
219909_at	MMP28	MMP28	0.232170017	-1.030450728	1.260247212	0.753756262	0.489042513
219918_s_at	ASPM	ASPM	16.04204236	1.386685242	-2.223672503	1.519531481	0.575408394
219978_s_at	NUSAP1	NUSAP1	9.402863256	1.200473081	-1.680933488	1.284219685	0.529705956
219993_at	SOX17	SOX17	0.183845208	-0.916117007	1.261280196	0.519503018	1.039916231
220003_at	LRRC36	LRRC36	0.186463888	-1.024632178	1.378306503	0.463633967	0.618002096
220037_s_at	LYVE1	XLKD1	0.188956022	-1.169355022	1.33988874	0.93031342	0.894298648
220088_at	C5AR1	C5AR1	0.276470289	-1.06206368	1.100170593	1.157932157	0.506302634
220133_at	ODAM	ODAM	0.465449522	-0.608247623	0.511172099	0.453001794	0.486409826
220170_at	FHL5	FHL5	0.161893147	-1.143217156	1.627532489	0.806131175	0.71863365
220180_at	CCDC68	CCDC68	0.254777762	-0.952601748	1.369140515	1.08848334	0.479616431
220244_at	LOH3CR2A	LOH3CR2A	0.117608141	-1.348745165	1.981858284	0.9385223	0.691284399
220266_s_at	KLF4	KLF4	0.253785905	-1.100565214	1.32586154	1.271620993	0.739780253
220287_at	ADAMTS9	ADAMTS9	0.180076636	-0.828028051	1.154087253	0.453094487	1.210754905
220327_at	VGLL3	VGLL3	0.155990946	-1.301922569	1.740421997	0.923079623	0.46890573
220351_at	CCRL1	CCRL1	0.189132146	-1.105141848	1.35108275	0.621838298	0.715040615
220570_at	RETN	RETN	0.21722002	-0.790549826	1.140602883	0.517646159	0.923263712
220651_s_at	MCM10	MCM10	6.21606529	0.995871786	-1.25961823	1.135292188	0.191039694
220677_s_at	ADAMTS8	ADAMTS8	0.11593075	-1.259378757	1.946079433	0.691312882	0.667322887
221019_s_at	COLEC12	COLEC12	0.288887118	-1.136846155	1.063445546	1.200985468	0.401050456
221132_at	CLDN18	CLDN18	0.116201659	-1.381498351	1.845262177	0.851854347	1.109471211
221133_s_at	CLDN18	CLDN18	0.114590116	-1.499751039	2.032316315	1.030618375	1.037079418
221204_s_at	CRTAC1	CRTAC1	0.235647188	-1.051662831	1.265189726	0.903644124	0.46339324
221436_s_at	CDCA3	CDCA3	4.072703474	0.722257441	-1.064657598	0.863093521	0.188911519
221520_s_at	CDCA8	CDCA8	5.066788153	0.871326738	-1.149681541	1.012664322	0.210373242
221521_s_at	GINS2	GINS2	8.440776461	1.139172357	-1.613912617	1.15397715	0.393970995
221539_at	EIF4EBP1	EIF4EBP1	3.665376726	0.677258575	-0.983269643	0.899548926	0.436396598
221591_s_at	FAM64A	FAM64A	4.264870393	0.828792847	-0.981548419	0.941605216	0.25533527
221667_s_at	HSPB8	HSPB8	0.191031531	-1.194320224	1.488185384	1.114775003	0.618008082
221747_at	TNS1	TNS1	0.190123319	-1.053238438	1.526775636	0.792483811	0.377938058
221748_s_at	TNS1	TNS1	0.219951784	-0.981602696	1.507466958	0.973006182	0.330317544
221841_s_at	KLF4	KLF4	0.283450555	-1.139700769	1.324484699	1.452469086	0.446042428
221935_s_at	C3orf64	C3orf64	0.357135014	-0.7044568	0.938934903	0.914042218	0.52907082
222024_s_at	AKAP13	AKAP13	0.371573138	-0.648558738	0.884995723	0.75543304	0.48575429
222036_s_at	MCM4	MCM4	7.382553412	1.063395317	-1.470608477	1.171588791	0.368257125
222037_at	MCM4	MCM4	5.019146697	0.854096784	-1.077956014	1.130086972	0.272850555
222039_at	KIF18B	SLC35E1 /// LOC146909	5.806553113	0.932733394	-1.253618623	1.144607703	0.26097692
222043_at	CLU	CLU	0.228611288	-1.055772856	1.203965755	1.085858523	0.735518379
222067_x_at	HIST1H2BD	HIST1H2BD	4.016065595	0.725264897	-1.184859684	0.795684125	0.540941143
222073_at	COL4A3	COL4A3	0.287437347	-1.266548537	1.854953276	1.935942625	0.599701828
222077_s_at	RACGAP1	RACGAP1	4.85860108	0.83756961	-1.228334444	1.02211282	0.520965786
222162_s_at	ADAMTS1	ADAMTS1	0.2249379	-1.059826041	1.152683648	1.002349535	0.895449119
222453_at	CYBRD1	CYBRD1	0.258508446	-1.079462346	1.214814772	1.137355923	0.370726637
222513_s_at	SORBS1	SORBS1	0.397849991	-0.652349927	0.872519062	0.811240492	0.450063957
222520_s_at	IFT57	IFT57	0.209579255	-1.050419205	1.56460739	0.962355852	0.592623526
222594_s_at	SPATS2	SPATS2	2.513842975	0.497011325	-0.748317457	0.554103917	0.243357397
222608_s_at	ANLN	ANLN	21.60773648	1.549286706	-2.345707822	1.67166067	0.541420838
222680_s_at	DTL	DTL	5.908283993	0.947517238	-1.345353066	1.275824353	0.604051542
222717_at	SDPR	SDPR	0.130384267	-1.439372796	2.20718702	1.361472322	0.507601018
222722_at	OGN	OGN	0.096742558	-1.789069501	1.724443367	1.228925528	1.08857337
222725_s_at	PALMD	PALMD	0.33798898	-0.595726258	0.931269043	0.483179069	0.705456544
222738_at	WWC2	WWC2	0.178033543	-1.123743825	1.521892352	0.731033824	0.505400395
222740_at	ATAD2	ATAD2	7.092772529	1.099779483	-1.272653328	1.242510175	0.471104507
222802_at	EDN1	EDN1	0.248073513	-0.959045301	1.480047077	1.421908336	0.849824006
222885_at	EMCN	EMCN	0.169938711	-1.199866632	1.697222331	1.124498902	0.520253615
222912_at	ARRB1	ARRB1	0.329074138	-0.851737038	1.272534967	1.313422583	0.437828087
222958_s_at	DEPDC1	DEPDC1	9.235520299	1.176717038	-1.532995677	1.372469151	0.259887241
223062_s_at	PSAT1	PSAT1	20.13789301	1.442528423	-2.194637633	1.800658278	0.538089892
223126_s_at	C1orf21	C1orf21	0.359740822	-0.771477394	0.894066543	0.820407295	0.394853039
223229_at	UBE2T	UBE2T	12.17903936	1.313944065	-1.914946576	1.206689469	0.34355272
223307_at	CDCA3	CDCA3	7.761235805	1.030077945	-1.59953869	1.15514553	0.408217239
223315_at	NTN4	NTN4	0.19612722	-1.299654481	1.531171243	1.287841725	0.451492313
223381_at	NUF2	CDCA1	14.92923159	1.42582872	-1.939038307	1.469680777	0.302223634
223395_at	ABI3BP	ABI3BP	0.16330443	-1.327573608	1.762085201	1.273448471	0.303226683
223449_at	SEMA6A	SEMA6A	0.370307323	-0.596105391	1.095431188	0.924533375	0.550356953
223492_s_at	LRRFIP1	LRRFIP1	0.385911605	-0.721279999	1.028256786	0.970844466	0.383623744
223523_at	TMEM108	TMEM108	0.403877035	-0.679390374	1.143742432	1.115141796	0.350966813
223556_at	HELLS	HELLS	5.3374732	0.851088952	-1.217128736	1.111761212	0.31658353
223623_at	C2orf40	C2orf40	0.17476057	-1.527322406	1.793355169	1.488740687	0.742222014
223690_at	LTBP2	LTBP2	0.275972101	-0.883552948	1.099329228	0.860479667	0.53495097
223775_at	HHIP	HHIP	0.221373615	-0.818786928	1.197395837	0.498442459	0.906511711
223816_at	SLC46A2	TSCOT	0.175139097	-1.073067277	1.507048186	0.826235499	0.841401767
224013_s_at	SOX7	SOX7	0.115514779	-1.300042527	1.61900336	0.676645598	1.208647274
224061_at	INMT	INMT	0.119458452	-1.441028751	2.071696871	1.235578018	0.682352626
224261_at	---	---	0.403922028	-0.519762573	0.825608553	0.641791072	0.528846544
224339_s_at	ANGPTL1	ANGPTL1	0.266768657	-0.807078419	0.958259273	0.359411274	0.734233675
224341_x_at	TLR4	TLR4	0.341981535	-0.794368342	0.849677838	0.822837097	0.562571136
224352_s_at	CFL2	CFL2	0.378528869	-0.62327277	1.054788968	0.915380072	0.381387871
224358_s_at	MS4A7	MS4A7	0.286148697	-0.994995898	1.103694706	1.152225251	0.64877113
224414_s_at	CARD6	CARD6	0.41221999	-0.715258759	0.756243614	0.877428753	0.281750933
224428_s_at	CDCA7	CDCA7	10.91795587	1.17198185	-1.907303816	1.524137118	0.765956066
224606_at	KLF6	KLF6	0.332701546	-0.829899321	0.899609597	0.772040764	0.377392361
224753_at	CDCA5	CDCA5	6.544735339	1.089195503	-1.325893406	1.047736979	0.275229136
224822_at	DLC1	DLC1	0.15612628	-1.326259901	1.785954883	1.197626595	0.396705093
224839_s_at	GPT2	GPT2	5.418345588	0.965126119	-1.144449328	1.02143651	0.277181093
224861_at	GNAQ	GNAQ	0.330113363	-0.75834349	0.983363921	0.704135794	0.246779697
224862_at	GNAQ	GNAQ	0.412315152	-0.634568636	0.783913424	0.755014317	0.270504287
224906_at	ANO6	TMEM16F	0.48958206	-0.562304901	0.567268303	0.64328379	0.240276513
224920_x_at	MYADM	MYADM	0.258912706	-0.787638843	1.331575921	1.056548102	0.974596469
225078_at	EMP2	EMP2	0.170948412	-1.197214468	1.782541876	1.256920545	0.308064176
225079_at	EMP2	EMP2	0.198680658	-1.079430781	1.63269035	1.194424043	0.314903598
225093_at	UTRN	UTRN	0.376866407	-0.649396119	0.888247664	0.693286904	0.267063728
225162_at	SH3D19	SH3D19	0.346650512	-0.708136093	0.991062909	0.791375018	0.339181341
225166_at	ARHGAP18	ARHGAP18	0.323588694	-0.929450963	0.993065145	1.079200628	0.418180484
225177_at	RAB11FIP1	RAB11FIP1	0.311396898	-0.849177178	1.294828774	1.169749439	0.288080348
225291_at	PNPT1	PNPT1	2.47396302	0.516403506	-0.710640841	0.607994441	0.366969872
225369_at	ESAM	ESAM	0.229879502	-0.967374634	1.484260526	0.971589286	0.39323639
225557_at	AXUD1	AXUD1	0.221666767	-0.922819191	1.252760135	0.763260829	0.802960662
225575_at	LIFR	LIFR	0.250655662	-1.064559639	1.578176271	1.500582712	0.58147638
225602_at	GLIPR2	C9orf19	0.297588381	-0.927625403	1.126143186	1.10737498	0.470443598
225655_at	UHRF1	UHRF1	10.26163301	1.29812188	-1.805396741	1.153573208	0.549106642
225673_at	MYADM	MYADM	0.250961656	-0.973089996	1.265349438	0.95071656	0.461068148
225681_at	CTHRC1	CTHRC1	10.91721828	1.321695138	-2.358268821	1.473386775	1.394635779
225720_at	SYNPO2	SYNPO2	0.214696428	-0.989928134	1.327154778	0.830991875	0.671322468
225721_at	SYNPO2	SYNPO2	0.342017251	-0.691717934	0.866276453	0.618120608	0.566557581
225765_at	TNPO1	TNPO1	3.963227645	0.788465988	-1.093842538	0.681679691	0.408307161
225776_at	---	FUT1	0.2934464	-0.717330696	1.187257776	0.759867313	0.442012302
225777_at	C9orf140	C9orf140	3.382450916	0.695527232	-0.903614769	0.698316596	0.210009478
225782_at	MSRB3	MSRB3	0.291719926	-0.982653048	1.162050158	1.134804923	0.337420486
225803_at	FBXO32	FBXO32	4.771577619	0.721077031	-1.311463214	0.956219418	0.43874543
225817_at	CGNL1	CGNL1	0.267635065	-0.946170374	1.455955821	1.141971191	0.317495961
225894_at	SYNPO2	SYNPO2	0.377418975	-0.573843523	0.797729786	0.5223159	0.683223149
225895_at	SYNPO2	SYNPO2	0.231205022	-1.021063337	1.39014416	1.144858175	0.556523904
225911_at	NPNT	NPNT	0.267937858	-0.975965587	1.48051259	1.390997162	0.32366607
225915_at	CAB39L	CAB39L	0.290217844	-0.674724468	1.244247454	0.862485557	0.882504006
225968_at	PRICKLE2	PRICKLE2	0.307341466	-0.776074511	1.110997239	0.822623696	0.490852815
226016_at	CD47	CD47	0.356051857	-0.810710643	0.921270757	0.873935762	0.295463453
226022_at	SASH1	SASH1	0.265784787	-0.931930777	1.20348002	0.880337427	0.361429606
226028_at	ROBO4	ROBO4	0.146972565	-1.120456331	1.814554419	0.794507071	0.502502851
226030_at	ACADSB	ACADSB	0.409388438	-0.70727037	0.756170642	0.832057637	0.395776356
226071_at	ADAMTSL4	ADAMTSL4	0.237150688	-0.927093283	1.256828894	0.829761684	0.808491235
226101_at	PRKCE	PRKCE	0.240886088	-0.845835738	1.377457708	0.826854475	0.542977525
226103_at	NEXN	NEXN	0.245181482	-1.014340249	1.286236061	1.068242182	0.547420421
226188_at	HSPC159	HSPC159	0.39892611	-0.560913371	0.949914516	0.856922262	0.445605091
226228_at	AQP4	AQP4	0.153197373	-1.735541269	2.5217882	2.67504294	0.347220956
226244_at	CLEC14A	CLEC14A	0.282628242	-0.765090013	1.134805728	0.731794451	0.58174837
226267_at	JDP2	JDP2	0.38618392	-0.631214947	0.828389404	0.731548221	0.527190421
226280_at	---	---	0.380880523	-0.719055696	0.81398437	0.724898338	0.277714837
226287_at	CCDC34	CCDC34	5.69423656	0.837344276	-1.426956607	0.979720028	0.493415665
226303_at	PGM5	PGM5	0.197159412	-1.1568943	1.542518272	0.960399395	0.498672439
226333_at	IL6R	---	0.36769018	-0.689127861	0.891027962	0.790388354	0.433724051
226380_at	PTPN21	PTPN21	0.157264711	-1.233716233	1.730154036	0.955525457	0.52026825
226456_at	C16orf75	C16orf75	6.159090989	0.87120489	-1.411002802	1.114564461	0.43639876
226490_at	NHSL1	NHSL1	0.329704118	-0.843292902	1.095773942	1.119075906	0.406604003
226553_at	TMPRSS2	TMPRSS2	0.264259897	-1.019038076	1.323771613	1.151416038	0.371177609
226599_at	FHDC1	KIAA1727	0.370787939	-0.627031859	0.956670118	0.762218353	0.413295524
226625_at	TGFBR3	---	0.176073892	-1.078939205	1.701800715	0.975898779	0.432636465
226641_at	---	ANKRD44	0.343530202	-0.855733991	0.966089627	1.052364189	0.404396952
226661_at	CDCA2	CDCA2	5.893332392	0.9643761	-1.250396957	1.104640422	0.327801524
226673_at	SH2D3C	SH2D3C	0.260066166	-0.796996558	1.184268592	0.598786029	0.567385716
226694_at	AKAP2 /// PALM2 /// PALM2-AKAP2	AKAP2 /// PALM2-AKAP2	0.244048251	-0.953282768	1.286444692	0.856188692	0.357549545
226731_at	PELO	PELO	0.252844323	-0.864781626	1.257207841	0.852203129	0.506172629
226766_at	ROBO2	ROBO2	0.228785893	-0.876170066	1.502293191	1.029777425	0.734023815
226769_at	FIBIN	LOC387758	0.217934497	-1.137806541	1.470193373	1.22977598	0.815990551
226770_at	MAGI3	MAGI3	0.334853925	-0.865354193	1.02545861	1.045132357	0.42210433
226856_at	MUSTN1	MUSTN1	0.247158108	-0.856975889	1.19817786	0.612058993	0.653832756
226872_at	RFX2	RFX2	0.163590578	-1.045546078	1.609013187	0.793481066	0.891495274
226875_at	DOCK11	DOCK11	0.383282423	-0.819736978	0.726424206	0.83475475	0.386439731
226950_at	ACVRL1	---	0.191432168	-1.017786678	1.546203319	0.841796833	0.474510385
226974_at	---	---	0.237748296	-1.020345611	1.558564889	1.310001223	0.455127964
226980_at	DEPDC1B	DEPDC1B	4.247153553	0.694722332	-1.072301886	1.021172001	0.221468223
226992_at	NOSTRIN	NOSTRIN	0.167081325	-1.293003805	1.866189058	1.188829509	0.536709387
227006_at	PPP1R14A	PPP1R14A	0.171436225	-1.121424445	1.697507898	0.997370486	0.553190145
227013_at	LATS2	LATS2	0.33703344	-0.808830708	0.973653904	0.882325141	0.257108801
227038_at	SGMS2	MGC26963	0.203728736	-1.405028492	1.515098113	1.538479891	0.710695235
227088_at	PDE5A	PDE5A	0.191958307	-1.146597408	1.423617789	0.817858172	0.467259682
227095_at	---	LEPR	0.413958982	-0.623557915	0.818325546	0.816500314	0.320034831
227099_s_at	LOC387763	LOC387763	0.27019696	-0.993200084	1.167193456	1.182588815	0.653787405
227103_s_at	ECE2	MGC2408	3.42589813	0.714859873	-0.883779681	0.797046515	0.33260359
227133_at	CXorf39	CXorf39	3.41880039	0.627910791	-0.989947352	0.850869104	0.478998466
227148_at	PLEKHH2	PLEKHH2	0.149411524	-1.299638899	1.722424659	0.95465771	0.470961557
227178_at	CUGBP2	CUGBP2	0.213594837	-1.070462987	1.360689096	0.810814	0.293758107
227197_at	SGEF	SGEF	0.305793584	-0.760302691	1.547847501	1.449355421	0.423726485
227198_at	AFF3	AFF3	0.256498297	-1.208850599	1.962982529	1.778581519	0.611028948
227235_at	GUCY1A3	GUCY1A3	0.3574387	-0.798666779	0.834814064	0.845410211	0.402484946
227272_at	C15orf52	FLJ43339	0.403834703	-0.591052918	0.788499765	0.608060948	0.451319688
227408_s_at	SNX25	SNX25	0.273515354	-0.924550978	1.054519044	0.736823618	0.518499836
227417_at	MOSC2	MOSC2	0.207822094	-1.111550765	1.375795434	0.878192123	0.350149551
227419_x_at	PLAC9	PLAC9	0.18133827	-1.067697454	1.532242119	0.834170217	0.66173669
227425_at	REPS2	REPS2	0.382009633	-0.705475139	0.924052461	0.883612172	0.381439283
227448_at	ARGLU1	---	0.255660852	-0.799956562	1.294857019	0.830477836	0.679390621
227452_at	---	LOC146795	6.611246475	0.92250239	-1.445521367	1.350806325	0.557047925
227463_at	ACE	ACE	0.286039998	-0.695161256	1.199247633	0.771347717	0.584056637
227480_at	SUSD2	SUSD2	0.105846958	-1.767992171	2.329864903	1.522685468	0.400077731
227489_at	SMURF2	SMURF2	0.443970602	-0.537512217	0.762527731	0.708284086	0.36025391
227529_s_at	AKAP12	AKAP12	0.175065072	-1.196840942	1.326901033	0.904234245	0.972141254
227530_at	AKAP12	AKAP12	0.252765911	-0.988881884	1.1183851	0.90568662	0.761369809
227554_at	---	LOC402560	0.240692208	-0.991458276	1.18822405	0.713154662	0.410755171
227645_at	PIK3R5	PIK3R5	0.388532327	-0.766905847	0.765337872	0.850089247	0.399976079
227662_at	SYNPO2	SYNPO2	0.22324768	-1.191675001	1.492197689	1.390262062	0.659481355
227708_at	EEF1A1	EEF1A1	0.39768534	-0.689956914	0.741701268	0.744420706	0.426131994
227753_at	TMEM139	TMEM139	0.330023525	-0.839985106	1.215434415	1.081022641	0.433697121
227762_at	---	---	0.16945197	-1.168052472	1.811258148	1.40924646	1.26511483
227826_s_at	---	SORBS2	0.139548104	-1.281558002	1.897412797	1.070738857	0.62315237
227827_at	---	SORBS2	0.151079798	-1.233109763	1.86356957	1.130539798	0.627145516
227848_at	PEBP4	PEBP4	0.127379522	-1.585931448	2.111831321	1.556862137	0.659827787
227874_at	EMCN	---	0.097940757	-1.577737204	2.237122477	1.162009861	0.650919319
227917_at	FAM85A	---	0.357294677	-0.638746893	0.892234863	0.69556997	0.533965742
227929_at	---	---	0.27514376	-0.831313472	1.219143028	0.744315982	0.459743894
227947_at	PHACTR2	PHACTR2	0.33586079	-0.714088398	1.014433919	0.822701449	0.316415856
227995_at	---	---	0.401773297	-0.732112703	0.788886198	0.891084146	0.355996091
228094_at	AMICA1	AMICA1	0.318396335	-0.826503461	1.004890752	0.874062593	0.466702739
228174_at	---	GOLGA1	0.306924259	-0.70044151	1.112762215	0.816022551	0.576637553
228184_at	DISP1	DISP1	0.312613969	-0.723389357	1.106850095	0.902379442	0.778021188
228202_at	PLN	PLN	0.21546718	-0.974529494	1.329205115	1.061561859	0.866937707
228218_at	---	---	0.329088821	-0.831558658	1.006748116	0.912709766	0.387679836
228224_at	PRELP	PRELP	0.246853047	-0.952408202	1.222205064	0.901245083	0.550642263
228256_s_at	EPB41L4A	EPB41L4A	0.396371922	-0.71160484	0.950207083	1.001630643	0.312939552
228268_at	FMO2	FMO2	0.124880999	-1.454250887	2.171681827	1.32577233	0.475616571
228273_at	---	---	7.865058337	1.054752381	-1.572715333	1.43960092	0.623164006
228323_at	CASC5	CASC5	6.450594653	0.910747427	-1.411923277	1.127766733	0.332176334
228325_at	KIAA0146	KIAA0146	0.24995961	-0.950199936	1.466887139	1.300740405	0.76536092
228333_at	---	---	0.346973297	-0.819750366	0.962057638	0.99855624	0.322061578
228372_at	C10orf128	C10orf128	0.339966817	-0.846869701	0.929319877	0.970486832	0.385933493
228396_at	PRKG1	---	0.344215039	-0.829657629	0.928686243	0.858910051	0.35245735
228434_at	BTNL9	BTNL9	0.114908968	-1.330123877	2.285617339	1.228308506	0.729447379
228462_at	IRX2	IRX2	0.296068638	-1.053429837	1.366077489	1.517761071	0.470853973
228480_at	VAPA	VAPA	0.223666303	-0.8752817	1.535232467	0.922467598	0.604454486
228504_at	---	---	0.099899439	-1.765785711	2.446901533	1.529296804	0.442968563
228528_at	---	---	0.24337978	-1.047408028	1.42199078	1.078611663	0.678809328
228568_at	GCOM1 /// GRINL1A	Gcom1	0.154749744	-1.157190122	1.722836063	0.740882887	0.599866965
228665_at	CYYR1	CYYR1	0.258391892	-0.961591535	1.239720128	0.954055977	0.400533335
228692_at	---	---	0.262430335	-0.786504698	1.18937945	0.559653807	0.563800789
228698_at	SOX7	SOX7	0.102232539	-1.646694866	1.92730486	1.209608338	0.983152634
228728_at	C7orf58	FLJ21986	0.279042637	-0.854835536	1.229553395	0.926673275	0.318045205
228729_at	CCNB1	CCNB1	8.18670954	1.013233176	-1.548147306	1.326053669	0.283930284
228731_at	---	---	0.271872554	-0.914612431	1.305962378	1.179274978	0.710741797
228737_at	TOX2	C20orf100	0.321515208	-0.898034366	1.253918381	1.189496013	0.629184967
228739_at	CYS1	CYS1 /// LOC649824	0.321926489	-0.816088398	1.11264881	0.935331955	0.673936902
228748_at	CD59	CD59	0.280530277	-0.866048229	1.01884497	0.581262027	0.490095516
228766_at	CD36	---	0.114305955	-1.775224197	2.205555383	1.456055176	0.724429304
228850_s_at	---	---	0.234622099	-0.947740996	1.511124603	1.035692942	0.365802533
228854_at	---	---	0.149939668	-1.475550597	2.257263101	1.818903444	1.282685921
228868_x_at	CDT1	CDT1	4.341783691	0.900017577	-1.04571381	0.872368995	0.49405667
228875_at	FAM162B	C6orf189	0.246781336	-0.882517328	1.370179899	0.961229455	0.528524509
228885_at	MAMDC2	MAMDC2	0.073724569	-1.903277543	2.722249009	1.383879587	0.604232399
228967_at	EIF1	EIF1	0.267959153	-0.73759662	1.225034844	0.61611239	0.481684665
229004_at	---	---	0.27838384	-0.891972345	0.889959856	0.653609066	0.773417148
229011_at	---	---	0.159556617	-1.186688442	1.536434188	0.932566838	0.808589824
229019_at	ZNF385B	ZNF533	0.143048946	-1.514095403	1.754003787	1.309270118	0.73304852
229070_at	C6orf105	C6orf105	0.258740487	-1.112004048	1.162446935	1.182842342	0.872094182
229114_at	GAB1	---	0.31733167	-0.847163009	0.985492513	0.851538239	0.506725243
229127_at	JAM2	ATP5J	0.155936739	-1.21295787	1.714700775	0.826120385	0.449647371
229144_at		KIAA1026	0.369707243	-0.732636914	0.773715021	0.567107862	0.348590682
229151_at	SLC14A1	SLC14A1	0.251801921	-0.76801011	1.187023592	0.597785053	0.931663275
229172_at	HSPA12B	HSPA12B	0.233731643	-0.797016477	1.277930746	0.524139659	0.596309393
229177_at	C16orf89	MGC45438	0.18973058	-1.434044419	1.732924919	1.746055908	0.61150318
229222_at	ACSS3	FLJ21963	0.309542806	-0.926255162	0.936351395	0.802713625	0.500379693
