Probe Set	FC(C)	P(C)	Gene	Gene ID	Unigene	Chromosome	Description
213390_at	3	0.03	C19orf7	23211	Hs.104661	19q13.33	chromosome 19 open reading frame 7
213405_at	3	0.03	RAB22A	57403	Hs.529044	20q13.32	RAB22A, member RAS oncogene family
213430_at	3	0.03	RIPX	22902	Hs.7972	4q21.1	rap2 interacting protein x
215052_at	3	0.03	PDZK10	9758	Hs.12308	Xp22.31	KIAA0316 gene product
215434_x_at	3	0.03	FLJ20719	55672	Hs.445080	1q21.2	AG1
216246_at	3	0.03	RPS20	6224	Hs.8102	8q12	ribosomal protein S20
217498_at	3	0.03	GDF11	10220	Hs.546333	12q13.13	cytokine induced protein 29 kDa
218046_s_at	3	0.03	MRPS16	51021	Hs.180312	10q22.1	mitochondrial ribosomal protein S16
218232_at	3	0.03	C1QA	712	Hs.9641	1p36.3-p34.1	complement component 1, q subcomponent, alpha polypeptide
218651_s_at	3	0.03	FLJ11196	55323	Hs.416755	15q22.32	acheron
218852_at	3	0.03	C14orf10	55012	Hs.530712	14q13.2	chromosome 14 open reading frame 10
219527_at	3	0.03	FLJ20605	54996	Hs.369042	1q42.11	hypothetical protein FLJ20605
220257_x_at	3	0.03	NXF2	56001	Hs.530358	Xq22.1	nuclear RNA export factor 2
222077_s_at	3	0.03	RACGAP1	29127	Hs.505469	12q13.12	Rac GTPase activating protein 1
201392_s_at	2	0.03	IGF2R	3482	Hs.487062	6q26	insulin-like growth factor 2 receptor
202592_at	2	0.03	BLOC1S1	2647	Hs.94672	12q13-q14	biogenesis of lysosome-related organelles complex-1, subunit 1
202598_at	2	0.03	S100A13	6284	Hs.516505	1q21	S100 calcium binding protein A13
203175_at	2	0.03	RHOG	391	Hs.501728	11p15.5-p15.4	ras homolog gene family, member G (rho G)
203318_s_at	2	0.03	ZNF148	7707	Hs.380334	3q21	zinc finger protein 148 (pHZ-52)
203515_s_at	2	0.03	PMVK	10654	Hs.30954	1p13-q23	phosphomevalonate kinase
203804_s_at	2	0.03	CROP	51747	Hs.130293	17q21.33	acid-inducible phosphoprotein
204034_at	2	0.03	ETHE1	23474	Hs.7486	19q13.32	ethylmalonic encephalopathy 1
204536_s_at	2	0.03	REST	5978	Hs.401145	4q12	RE1-silencing transcription factor
204917_s_at	2	0.03	MLLT3	4300	Hs.493585	9p22	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3
205042_at	2	0.03	GNE	10020	Hs.5920	9p13.1	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
205139_s_at	2	0.03	UST	10090	Hs.131514	6q24.3	uronyl-2-sulfotransferase
206635_at	2	0.03	CHRNB2	1141	Hs.2306	1q21.3	cholinergic receptor, nicotinic, beta polypeptide 2
207217_s_at	2	0.03	NOX1	27035	Hs.546362	Xq22	NADPH oxidase 1
207988_s_at	2	0.03	ARPC2	10109	Hs.529303	2q36.1	actin related protein 2/3 complex, subunit 2, 34kDa
209087_x_at	2	0.03	MCAM	4162	Hs.511397	11q23.3	melanoma cell adhesion molecule
211926_s_at	2	0.03	MYH9	4627	Hs.474751	22q13.1	myosin, heavy polypeptide 9, non-muscle
212240_s_at	2	0.03	PIK3R1	5295	Hs.132225	5q13.1	phosphoinositide-3-kinase, regulatory subunit, polypeptide 1
213245_at	2	0.03	ADCY1	107	Hs.259768	7p13-p12	adenylate cyclase 1 (brain)
214679_x_at	2	0.03	GNA11	2767	Hs.515056	19p13.3	guanine nucleotide binding protein, alpha 11
214888_at	2	0.03	CAPN2	824	Hs.350899	1q41-q42	calpain 2, (m/II) large subunit
216283_s_at	2	0.03	PVR	5817	Hs.171844	19q13.2	poliovirus receptor
217837_s_at	2	0.03	VPS24	51652	Hs.255015	2p24.3-p24.1	vacuolar protein sorting 24 (yeast)
217872_at	2	0.03	FLJ20643	55011	Hs.5245	19q13.33	hypothetical protein FLJ20643
218597_s_at	2	0.03	C10orf70	55847	Hs.370102	10q21.3	chromosome 10 open reading frame 70
219468_s_at	2	0.03	C14orf34	55673	Hs.451100	17q23.2	CUE domain containing 1
219590_x_at	2	0.03	CGI-30	51611	Hs.440776	1p21.2	CGI-30 protein
222138_s_at	2	0.03	WDR13	64743	Hs.521973	Xp11.23	WD repeat domain 13
200705_s_at	1	0.03	EEF1B2	1933	Hs.421608	2q33-q34	eukaryotic translation elongation factor 1 beta 2
208764_s_at	1	0.03	ATP5G2	517	Hs.524464	12q13.13	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c, isoform 2
211720_x_at	1	0.03	RPLP0	6175	Hs.448226	12q24.2	ribosomal protein, large, P0
214620_x_at	1	0.03	PAM	5066	Hs.369430	5q14-q21	peptidylglycine alpha-amidating monooxygenase
215566_x_at	1	0.03	LYPLA2	11313	Hs.533479	1p36.12-p35.1	lysophospholipase II
216264_s_at	1	0.03	LAMB2	3913	Hs.439726	3p21	laminin, beta 2 (laminin S)
218067_s_at	1	0.03	FLJ10154	55082	Hs.508644	13q33.2	hypothetical protein FLJ10154
219111_s_at	1	0.03	DDX54	79039	Hs.506861	12q24.21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
203924_at	34	0.04	GSTA1	2938	Hs.446309	6p12.1	glutathione S-transferase A1
205709_s_at	24	0.04	CDS1	1040	Hs.444924	4q21.23	CDP-diacylglycerol synthase 1
221264_s_at	22	0.04	TARDBP	23435	Hs.300624	1p36.22	TAR DNA binding protein
202978_s_at	19	0.04	ZF	58487	Hs.321022	11q14	HCF-binding transcription factor Zhangfei
219083_at	19	0.04	FLJ10539	55164	Hs.528650	3p14.2	hypothetical protein FLJ10539
201903_at	16	0.04	UQCRC1	7384	Hs.119251	3p21.3	ubiquinol-cytochrome c reductase core protein I
210993_s_at	16	0.04	SMAD1	4086	Hs.519005	4q31.21	SMAD, mothers against DPP homolog 1 (Drosophila)
201769_at	15	0.04	ENTH	9685	Hs.132853	5q23.1-q33.3	enthoprotin
219307_at	13	0.04	C6orf210	57107	Hs.486095	6q21	chromosome 6 open reading frame 210
201970_s_at	12	0.04	NASP	4678	Hs.319334	1p34.1	nuclear autoantigenic sperm protein (histone-binding)
212909_at	12	0.04	LYPDC1	116372	Hs.432395	2q21.2	hypothetical protein MGC29643
203569_s_at	11	0.04	OFD1	8481	Hs.6483	Xp22.2-p22.3	oral-facial-digital syndrome 1
201017_at	10	0.04	EIF1AX	1964	Hs.522897	Xp22.13	eukaryotic translation initiation factor 1A, X-linked
202589_at	10	0.04	TYMS	7298	Hs.369762	18p11.32	thymidylate synthetase
206005_s_at	10	0.04	C6orf84	22832	Hs.485865	6q15	chromosome 6 open reading frame 84
208012_x_at	10	0.04	SP110	3431	Hs.145150	2q37.1	SP110 nuclear body protein
210407_at	10	0.04	PPM1A	5494	Hs.130036	14q23.1	protein phosphatase 1A, magnesium-dependent, alpha isoform
212978_at	10	0.04	TA-LRRP	23507	Hs.546355	1p22.2	T-cell activation leucine repeat-rich protein
202577_s_at	9	0.04	DDX19L	55308	Hs.461196	16q22.1	hypothetical protein FLJ11126
206498_at	9	0.04	OCA2	4948	Hs.130937	15q11.2-q12	oculocutaneous albinism II
219335_at	9	0.04	ARMCX5	64860	Hs.522729	Xq22.1-q22.3	hypothetical protein FLJ12969
221047_s_at	9	0.04	MARK1	4139	Hs.497806	1q42.11	MAP/microtubule affinity-regulating kinase 1
221606_s_at	9	0.04	NSBP1	79366	Hs.282204	Xq13.3	nucleosomal binding protein 1
201351_s_at	8	0.04	YME1L1	10730	Hs.499145	10p14	YME1-like 1 (S. cerevisiae)
212531_at	8	0.04	LCN2	3934	Hs.204238	9q34	lipocalin 2 (oncogene 24p3)
52731_at	7	0.04	FLJ20294	55626	Hs.546404	11p11.2	hypothetical protein FLJ20294
202760_s_at	7	0.04	AKAP2	11217	Hs.259461	9q31-q33	A kinase (PRKA) anchor protein 2
208953_at	7	0.04	KIAA0217	23185	Hs.498455	10p15.3	KIAA0217
211725_s_at	7	0.04	ENO1	2023	Hs.517145	22q11.1	BH3 interacting domain death agonist
217627_at	7	0.04	ZNF573	126231	Hs.290703	19q13.13	zinc finger protein 573
219328_at	7	0.04	DDX31	64794	Hs.495410	9q34.3	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31
220341_s_at	7	0.04	LOC51149	51149	Hs.310781	5q35.3	truncated calcium binding protein
220839_at	7	0.04	HSPC133	29081	Hs.470553	2q31.1	HSPC133 protein
204084_s_at	6	0.04	CLN5	1203	Hs.30213	13q21.1-q32	ceroid-lipofuscinosis, neuronal 5
212183_at	6	0.04	NUDT4	11163	Hs.506325	12	nudix (nucleoside diphosphate linked moiety X)-type motif 4
215402_at	6	0.04	APPBP2	10513	Hs.84084	17q21-q23	amyloid beta precursor protein binding protein 2
219935_at	6	0.04	ADAMTS5	11096	Hs.58324	21q21.3	a disintegrin-like and metalloprotease with thrombospondin type 1 motif, 5
220146_at	6	0.04	TLR7	51284	Hs.179152	Xp22.3	toll-like receptor 7
221698_s_at	6	0.04	CLECSF12	64581	Hs.143929	12p13.2-p12.3	C-type lectin, superfamily member 12
200687_s_at	5	0.04	SF3B3	23450	Hs.514435	16q22.1	splicing factor 3b, subunit 3, 130kDa
203415_at	5	0.04	PDCD6	10016	Hs.379186	5pTER-p15.2	programmed cell death 6
205495_s_at	5	0.04	GNLY	10578	Hs.105806	2p12-q11	granulysin
205580_s_at	5	0.04	HRH1	3269	Hs.1570	3p25	histamine receptor H1
206721_at	5	0.04	LOC57821	57821	Hs.130746	1q24	hypothetical protein LOC57821
213457_at	5	0.04	MFHAS1	9258	Hs.379414	8p23.1	malignant fibrous histiocytoma amplified sequence 1
214299_at	5	0.04	TOP3A	7156	Hs.435124	17p12	topoisomerase (DNA) III alpha
219252_s_at	5	0.04	FAM51A1	54960	Hs.528647	Xp22.31	hypothetical protein FLJ20514
219973_at	5	0.04	FLJ23548	79642	Hs.22895	4q26	hypothetical protein FLJ23548
221713_s_at	5	0.04	FLJ12748	79929	Hs.478465	3q27.3	hypothetical protein FLJ12748
202771_at	4	0.04	FAM38A	9780	Hs.513807	16q24.3	family with sequence similarity 38, member A
204992_s_at	4	0.04	PFN2	5217	Hs.91747	3q25.1-q25.2	profilin 2
205798_at	4	0.04	IL7R	3575	Hs.362807	5p13	interleukin 7 receptor
205986_at	4	0.04	AATK	9625	Hs.514575	17q25.3	apoptosis-associated tyrosine kinase
209076_s_at	4	0.04	WDR45L	56270	Hs.201390	17q25.3	hypothetical protein 628
209440_at	4	0.04	PRPS1	5631	Hs.56	Xq21-q27	phosphoribosyl pyrophosphate synthetase 1
209834_at	4	0.04	CHST3	9469	Hs.158304	10q22.2	carbohydrate (chondroitin 6) sulfotransferase 3
209991_x_at	4	0.04	GPR51	9568	Hs.198612	9q22.1-q22.3	G protein-coupled receptor 51
210073_at	4	0.04	SIAT8A	6489	Hs.408614	12p12.1-p11.2	sialyltransferase 8A
212271_at	4	0.04	MAPK1	5594	Hs.431850	22q11.2	mitogen-activated protein kinase 1
212704_at	4	0.04	ZCCHC11	23318	Hs.476164	1p32.3	zinc finger, CCHC domain containing 11
213913_s_at	4	0.04	KIAA0984	23329	Hs.192492	12q14.1	KIAA0984 protein
214756_x_at	4	0.04	PMS2L8	5386		7q22.1	postmeiotic segregation increased 2-like 6
218371_s_at	4	0.04	PSPC1	55269	Hs.213198	13q12.11	paraspeckle component 1
218544_s_at	4	0.04	RCL1	10171	Hs.194121	9p24.1-p23	RNA terminal phosphate cyclase-like 1
218672_at	4	0.04	SCNM1	79005	Hs.432360	1q21.3	sodium channel modifier 1
219076_s_at	4	0.04	PXMP2	5827	Hs.430299	12q24.33	peroxisomal membrane protein 2, 22kDa
220512_at	4	0.04	DLC1	10395	Hs.134296	8p22	deleted in liver cancer 1
221660_at	4	0.04	MYLC2PL	93408	Hs.247831	7q22.1	myosin light chain 2, precursor lymphocyte-specific
36920_at	3	0.04	MTM1	4534	Hs.434285	Xq28	myotubular myopathy 1
200862_at	3	0.04	DHCR24	1718	Hs.498727	1p33-p31.1	24-dehydrocholesterol reductase
201625_s_at	3	0.04	INSIG1	3638	Hs.520819	7q36	insulin induced gene 1
201671_x_at	3	0.04	USP14	9097	Hs.464416	18p11.32	ubiquitin specific protease 14
202442_at	3	0.04	AP3S1	1176	Hs.406191	5q22	adaptor-related protein complex 3, sigma 1 subunit
203353_s_at	3	0.04	MBD1	4152	Hs.405610	18q21	methyl-CpG binding domain protein 1
204476_s_at	3	0.04	PC	5091	Hs.89890	11q13.4-q13.5	pyruvate carboxylase
206553_at	3	0.04	OAS2	4939	Hs.414332	12q24.2	2-5-oligoadenylate synthetase 2, 69/71kDa
206664_at	3	0.04	SI	6476	Hs.429596	3q25.2-q26.2	sucrase-isomaltase (alpha-glucosidase)
208346_at	3	0.04	PPBPL2	10895	Hs.3134	4q21.21	DNA-binding protein amplifying expression of surfactant protein B
210440_s_at	3	0.04	CDC14A	8556	Hs.533582	1p21	CDC14 cell division cycle 14 homolog A (S. cerevisiae)
211425_x_at	3	0.04	SSX2	6757	Hs.289105	18q11.2	synovial sarcoma, X breakpoint 2
212109_at	3	0.04	C16orf34	90861	Hs.513261	16p13.3	chromosome 16 open reading frame 34
212322_at	3	0.04	SGPL1	8879	Hs.499984	10q21	sphingosine-1-phosphate lyase 1
212838_at	3	0.04	DNMBP	23268	Hs.500771	10q24.31	dynamin binding protein
213764_s_at	3	0.04	MFAP5	8076	Hs.512842	12p13.1-p12.3	microfibrillar associated protein 5
215436_at	3	0.04	HSDL2	84263	Hs.59486	9q33.1	chromosome 9 open reading frame 99
216976_s_at	3	0.04	RYK	6259	Hs.245869	3q22	RYK receptor-like tyrosine kinase
218037_at	3	0.04	C2orf17	79137	Hs.516707	2q36.1	chromosome 2 open reading frame 17
218726_at	3	0.04	DKFZp762E1312	55355	Hs.532968	2q37.2	hypothetical protein DKFZp762E1312
220709_at	3	0.04	ZNF556	80032	Hs.287433	19p13.3	zinc finger protein 556
221175_at	3	0.04	FLJ22173	80111	Hs.287691	3q22.1	hypothetical protein FLJ22173
38710_at	2	0.04	OTUB1	55611	Hs.473788	11q13.1	OTU domain, ubiquitin aldehyde binding 1
201216_at	2	0.04	C12orf8	10961	Hs.75841	12q24.13	chromosome 12 open reading frame 8
201428_at	2	0.04	CLDN4	1364	Hs.520942	7q11.23	claudin 4
202161_at	2	0.04	PKN1	5585	Hs.466044	19p13.1-p12	protein kinase C-like 1
202664_at	2	0.04	WASPIP	7456	Hs.128067	2q31.2	Wiskott-Aldrich syndrome protein interacting protein
204341_at	2	0.04	TRIM16	10626	Hs.462303	17p11.2	tripartite motif-containing 16
204398_s_at	2	0.04	EML2	24139	Hs.24178	19q13.32	echinoderm microtubule associated protein like 2
204453_at	2	0.04	ZNF84	7637	Hs.445019	12q24.33	zinc finger protein 84 (HPF2)
204661_at	2	0.04	CDW52	1043	Hs.276770	1p36	CDW52 antigen (CAMPATH-1 antigen)
206786_at	2	0.04	HTN3	3347	Hs.177888	4q13	histatin 3
208110_x_at	2	0.04	MED25	81857	Hs.467128	19q13.3	ARC/mediator transcriptional coactivator subunit
208828_at	2	0.04	POLE3	54107	Hs.108112	9q33	polymerase (DNA directed), epsilon 3 (p17 subunit)
209077_at	2	0.04	TXN2	25828	Hs.211929	22q13.1	thioredoxin 2
209450_at	2	0.04	OSGEP	55644	Hs.525196	14q11.2	O-sialoglycoprotein endopeptidase
211661_x_at	2	0.04	PTAFR	5724	Hs.46	1p35-p34.3	platelet-activating factor receptor
211668_s_at	2	0.04	PLAU	5328	Hs.77274	10q24	plasminogen activator, urokinase
211685_s_at	2	0.04	NCALD	83988	Hs.492427	8q22-q23	neurocalcin delta
212807_s_at	2	0.04	SORT1	6272	Hs.485195	1p21.3-p13.1	sortilin 1
213612_x_at	2	0.04		25832	Hs.515947	1p36.13	hypothetical protein FLJ20719
213722_at	2	0.04	SOX2	6657	Hs.518438	3q26.3-q27	SRY (sex determining region Y)-box 2
214694_at	2	0.04	M-RIP	23164	Hs.462341	17p11.2	myosin phosphatase-Rho interacting protein
215447_at	2	0.04	TFPI	7035	Hs.516578	2q31-q32.1	tissue factor pathway inhibitor
216046_at	2	0.04	PDE8A	5151	Hs.9333	15q25.2	phosphodiesterase 8A
216843_x_at	2	0.04	PMS2L2	5380	Hs.292996	7q11-q22	postmeiotic segregation increased 2-like 2
217833_at	2	0.04	SYNCRIP	10492	Hs.472056	6q14-q15	synaptotagmin binding, cytoplasmic RNA interacting protein
218372_at	2	0.04	MED9	55090	Hs.244595	17p11.2	mediator subunit 25
218820_at	2	0.04	C14orf132	56967	Hs.6434	14q32.2	chromosome 14 open reading frame 132
219528_s_at	2	0.04	BCL11B	64919	Hs.510396	14q32.31	B-cell CLL/lymphoma 11B (zinc finger protein)
219854_at	2	0.04	ZNF14	7561	Hs.466261	19p13.3-p13.2	zinc finger protein 14 (KOX 6)
221626_at	2	0.04	ZNF506	91115	Hs.193584	19p13.11	zinc finger protein 506
221979_at	2	0.04	TOPORS	10210	Hs.535961	9p21	Hypothetical protein FLJ25547
221990_at	2	0.04	PAX8	7849	Hs.469728	2q12-q14	paired box gene 8
41856_at	1	0.04	UNC5B	219699	Hs.522997	10q22.2	unc-5 homolog B (C. elegans)
205847_at	1	0.04	PRSS22	64063	Hs.459709	16p13.3	protease, serine, 22
208205_at	1	0.04	PCDHA9	9752		5q31	protocadherin alpha 9
208957_at	1	0.04	TXNDC4	23071	Hs.154023	9q31.1	thioredoxin domain containing 4 (endoplasmic reticulum)
211240_x_at	1	0.04	CTNND1	1500	Hs.166011	11q11	catenin (cadherin-associated protein), delta 1
216397_s_at	1	0.04	BOP1	23246	Hs.535901	8q24.3	block of proliferation 1
213508_at	16	0.05	C14orf147	171546	Hs.269909	14q13.1	chromosome 14 open reading frame 147
202040_s_at	14	0.05	JARID1A	5927	Hs.76272	12p11	Jumonji, AT rich interactive domain 1A (RBBP2-like)
206685_at	14	0.05	HCG4	54435	Hs.60856	6p21.3	HLA complex group 4
207090_x_at	14	0.05	KIAA0961	22835	Hs.116622	19q13.13	likely ortholog of mouse zinc finger protein 30
205633_s_at	12	0.05	ALAS1	211	Hs.476308	3p21.1	aminolevulinate, delta-, synthase 1
202514_at	11	0.05	DLG1	1739	Hs.292549	3q29	discs, large homolog 1 (Drosophila)
213256_at	11	0.05	MARCH-III	115123	Hs.132441	5q23.3	hypothetical protein MGC48332
203447_at	10	0.05	PSMD5	5711	Hs.193725	9q34.11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5
218979_at	10	0.05	C9orf76	80010	Hs.284137	9q22.1	chromosome 9 open reading frame 76
219478_at	9	0.05	WFDC1	58189	Hs.36688	16q24.3	WAP four-disulfide core domain 1
202104_s_at	7	0.05	SPG7	6687	Hs.185597	16q24.3	spastic paraplegia 7, paraplegin
213359_at	7	0.05	HNRPD	3184	Hs.480073	4q21.1-q21.2	heterogeneous nuclear ribonucleoprotein D
213725_x_at	7	0.05	LOC283824	283824	Hs.22907	16p13.12	hypothetical protein LOC283824
203300_x_at	6	0.05	AP1S2	8905	Hs.121592	Xp22.31	adaptor-related protein complex 1, sigma 2 subunit
208984_x_at	6	0.05	RBM10	8241	Hs.401509	Xp11.23	RNA binding motif protein 10
209368_at	6	0.05	EPHX2	2053	Hs.212088	8p21-p12	epoxide hydrolase 2, cytoplasmic
214823_at	6	0.05	ZNF204	7754	Hs.8198	6p21.3	zinc finger protein 204
219734_at	6	0.05	SIDT1	54847	Hs.272416	3q13.31	hypothetical protein FLJ20174
200956_s_at	5	0.05	SSRP1	6749	Hs.523680	11q12	structure specific recognition protein 1
210167_s_at	5	0.05	TEF	7008	Hs.181159	22q13.2	thyrotrophic embryonic factor
214164_x_at	5	0.05	AP1G1	164	Hs.461253	15q22	carbonic anhydrase XII
214439_x_at	5	0.05	BIN1	274	Hs.193163	2q14	bridging integrator 1
214987_at	5	0.05	GAB1	2549	Hs.80720	4q31.1	GRB2-associated binding protein 1
215605_at	5	0.05	NCOA2	10499	Hs.446678	8q13.2	nuclear receptor coactivator 2
219386_s_at	5	0.05	SLAMF8	56833	Hs.438683	1q23.1	SLAM family member 8
219602_s_at	5	0.05	FAM38B	63895	Hs.293907	18p11.21	family with sequence similarity 38, member B
201756_at	4	0.05	RPA2	6118	Hs.79411	1p35	replication protein A2, 32kDa
201918_at	4	0.05	FLJ10618	55186	Hs.144130	3q23	hypothetical protein FLJ10618
203315_at	4	0.05	NCK2	8440	Hs.529244	2q12	NCK adaptor protein 2
204177_s_at	4	0.05	KLEIP	27252	Hs.495035	1q24.1-q24.3	Kelch motif containing protein
206412_at	4	0.05	FER	2241	Hs.221472	5q21	fer (fps/fes related) tyrosine kinase
207968_s_at	4	0.05	MEF2C	4208	Hs.444409	5q14	MADS box transcription enhancer factor 2, polypeptide C
209150_s_at	4	0.05	TM9SF1	10548	Hs.91586	14q11.2	transmembrane 9 superfamily member 1
211922_s_at	4	0.05	CAT	847	Hs.502302	11p13	catalase
213103_at	4	0.05	STARD13	90627	Hs.507704	13q12-q13	START domain containing 13
213411_at	4	0.05	ADAM22	53616	Hs.256398	7q21	a disintegrin and metalloproteinase domain 22
213644_at	4	0.05	MGC33887	201134	Hs.408676	17q24.2	hypothetical protein MGC33887
213785_at	4	0.05	IPO9	55705	Hs.497384	1q32.1	importin 9
217056_at	4	0.05		6955	Hs.508880	14q11.2	T cell receptor alpha locus
217556_at	4	0.05	CLCN4	1183	Hs.495674	Xp22.3	chloride channel 4
218219_s_at	4	0.05	LANCL2	55915	Hs.224282	7q31.1-q31.33	LanC lantibiotic synthetase component C-like 2 (bacterial)
218878_s_at	4	0.05	SIRT1	23411	Hs.369779	10q22.1	sirtuin 1
219030_at	4	0.05	CGI-121	51002	Hs.157401	2p24.3-p24.1	CGI-121 protein
202607_at	3	0.05	NDST1	3340	Hs.222055	5q33.1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1
205072_s_at	3	0.05	XRCC4	7518	Hs.171190	5q13-q14	X-ray repair complementing defective repair in Chinese hamster cells 4
205594_at	3	0.05	KIAA0924	22834	Hs.463375	17q21.33	KIAA0924 protein
209159_s_at	3	0.05	NDRG4	65009	Hs.322430	16q21-q22.1	NDRG family member 4
213120_at	3	0.05	KIAA0701	23074	Hs.387336	12q23.2-q23.3	KIAA0701 protein
213507_s_at	3	0.05	KPNB1	3837	Hs.532793	17q21.32	karyopherin (importin) beta 1
215398_at	3	0.05	HRPT2	79577	Hs.378996	1q25	hyperparathyroidism 2 (with jaw tumor)
215521_at	3	0.05	PHC3	80012	Hs.546441	3q26.31	polyhomeotic like 3 (Drosophila)
218690_at	3	0.05	PDLIM4	8572	Hs.424312	5q31.1	PDZ and LIM domain 4
219756_s_at	3	0.05	POF1B	79983	Hs.267038	Xq21.2	premature ovarian failure, 1B
221399_at	3	0.05	EDA2R	60401	Hs.302017	Xq12	ectodysplasin A2 isoform receptor
90265_at	2	0.05	CENTA1	11033	Hs.135183	7p22.3	centaurin, alpha 1
201038_s_at	2	0.05	ANP32A	8125	Hs.458747	15q22.3-q23	acidic nuclear phosphoprotein 32 family, member A
201151_s_at	2	0.05	MBNL1	4154	Hs.478000	3q25	muscleblind-like (Drosophila)
202012_s_at	2	0.05	EXT2	2132	Hs.368404	11p12-p11	exostoses (multiple) 2
202972_s_at	2	0.05	FAM13A1	10144	Hs.97270	4q22.1	family with sequence similarity 13, member A1
203829_at	2	0.05	ELP4	26610	Hs.175534	11p13	elongation protein 4 homolog (S. cerevisiae)
206750_at	2	0.05	MAFK	7975	Hs.520612	7p22.3	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K
207056_s_at	2	0.05	SLC4A8	9498	Hs.370636	12q13	solute carrier family 4, sodium bicarbonate cotransporter, member 8
208700_s_at	2	0.05	TKT	7086	Hs.89643	3p14.3	transketolase (Wernicke-Korsakoff syndrome)
208913_at	2	0.05	GGA2	23062	Hs.460336	16p12	golgi associated, gamma adaptin ear containing, ARF binding protein 2
210763_x_at	2	0.05	NCR3	259197	Hs.509513	6p21.3	natural cytotoxicity triggering receptor 3
212171_x_at	2	0.05	VEGF	7422	Hs.73793	6p12	vascular endothelial growth factor
213128_s_at	2	0.05	UBE3A	7337	Hs.22543	15q11-q13	ubiquitin protein ligase E3A
214672_at	2	0.05	KIAA0998	23093	Hs.200747	14q24.3	KIAA0998
214919_s_at	2	0.05	ANKHD1	54882	Hs.434219	5q31.3	MASK-4E-BP3 alternate reading frame gene
215620_at	2	0.05	RREB1	6239	Hs.298248	6p25	ras responsive element binding protein 1
217816_s_at	2	0.05	PCNP	57092	Hs.275865	3q12.3	PEST-containing nuclear protein
218754_at	2	0.05	FLJ23323	79707	Hs.59425	1p36.23	hypothetical protein FLJ23323
219940_s_at	2	0.05	FLJ11305	55795	Hs.508769	13q34	hypothetical protein FLJ11305
220408_x_at	2	0.05	FAM48A	55578	Hs.435815	13q13.2	transcription factor (p38 interacting protein)
220488_s_at	2	0.05	BCAS3	54828	Hs.463702	17q23	breast carcinoma amplified sequence 3
221285_at	2	0.05	SIAT8B	8128	Hs.302341	15q26	sialyltransferase 8B (alpha-2, 8-sialyltransferase)
222127_s_at	2	0.05	SEC3L1	55763	Hs.269665	4q12	SEC3-like 1 (S. cerevisiae)
203898_at	1	0.05	RCP9	27297	Hs.300684	7q11.21	calcitonin gene-related peptide-receptor component protein
205189_s_at	1	0.05	FANCC	2176	Hs.494529	9q22.3	Fanconi anemia, complementation group C
212270_x_at	1	0.05	RPL17	6139	Hs.293653	18q21	ribosomal protein L17
