Fold change	Acession number	gene symbol	gene
2.549121255	NM_001108357	Mobkl1a	MOB1, Mps One Binder kinase activator-like 1A (yeast)
2.557971163	NM_001107757	Aven	apoptosis, caspase activation inhibitor
2.557971163	---	---	---
2.557971163	ENSRNOT00000039400	LOC692032	hypothetical protein LOC692032
2.557971163	ENSRNOT00000005443	LOC688019	similar to THAP domain containing, apoptosis associated protein 2
2.566851795	ENSRNOT00000025193	Adsl	adenylosuccinate lyase
2.566851795	NM_001007693	Ttc9c	tetratricopeptide repeat domain 9C
2.566851795	NM_001105724	Rasa2	RAS p21 protein activator 2
2.566851795	NM_001109434	Qsox2	quiescin Q6 sulfhydryl oxidase 2
2.566851795	BC093610	LOC502894	hypothetical protein LOC502894
2.566851795	---	---	---
2.566851795	NM_001011933	Mlstd2	male sterility domain containing 2
2.566851795	ENSRNOT00000045851	Tmem161b	transmembrane protein 161B
2.566851795	ENSRNOT00000030302	Cort	cortistatin
2.575763259	NM_012569	Gls	glutaminase
2.575763259	NM_001108982	Cfl2	cofilin 2, muscle
2.575763259	NM_001047843	Rpa1	replication protein A1
2.575763259	NM_001109012	Rp2h	retinitis pigmentosa 2 homolog (human)
2.575763259	ENSRNOT00000024182	Nup133	nucleoporin 133
2.575763259	NM_001110165	RGD1561196_predicted	similar to ubiqutin carboxyl-terminal hydrolase l3 (predicted)
2.575763259	NM_031119	Ssb	Sjogren syndrome antigen B
2.575763259	NM_139186	Mki67ip	Mki67 (FHA domain) interacting nucleolar phosphoprotein
2.575763259	NM_001024324	Fam71f1	family with sequence similarity 71, member F1
2.584705661	NM_053561	Nap1l1	nucleosome assembly protein 1-like 1
2.584705661	NM_001047894	LOC317456	hypothetical LOC317456
2.584705661	ENSRNOT00000036042	RGD1307980	similar to mKIAA0133 protein
2.584705661	XR_006639	LOC366222	similar to transcription factor RAM2
2.584705661	NM_130746	Slc5a6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6
2.584705661	NM_001106672	Prpf38a	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A
2.584705661	NM_001109986	Ddit3	DNA-damage inducible transcript 3
2.584705661	NM_001009268	Actr2	ARP2 actin-related protein 2 homolog (yeast)
2.584705661	NM_001108005	Mast2	microtubule associated serine/threonine kinase 2
2.584705661	ENSRNOT00000058160	Rttn	rotatin
2.584705661	NM_001017932	Wdr55	WD repeat domain 55
2.593679109	NM_139101	Alg10b	asparagine-linked glycosylation 10 homolog B (yeast, alpha-1,2-glucosyltransferase)
2.593679109	NM_181090	Slc38a2	solute carrier family 38, member 2
2.593679109	NM_001014015	Rbm34	RNA binding motif protein 34
2.593679109	NM_001108607	Cse1l	chromosome segregation 1-like (S. cerevisiae)
2.593679109	NM_001108028	L2hgdh	L-2-hydroxyglutarate dehydrogenase
2.593679109	ENSRNOT00000014361	E2f5	E2F transcription factor 5
2.593679109	NM_001007661	Thyn1	thymocyte nuclear protein 1
2.593679109	NM_053715	Slc5a3	solute carrier family 5 (inositol transporters), member 3
2.593679109	NM_001007707	Brp16	brain protein 16
2.593679109	NM_001106480	Prpf40a	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)
2.602683711	ENSRNOT00000009175	Hnrpll	heterogeneous nuclear ribonucleoprotein L-like
2.602683711	NM_019232	Sgk1	serum/glucocorticoid regulated kinase 1
2.602683711	NM_001047900	RGD1305685	similar to hypothetical protein FLJ13089
2.602683711	NM_001012036	Utp3	UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae
2.602683711	ENSRNOT00000036585	Fastkd1	FAST kinase domains 1
2.602683711	---	---	---
2.611719574	ENSRNOT00000044435	Suhw3	suppressor of hairy wing homolog 3 (Drosophila)
2.611719574	---	---	---
2.611719574	NM_013002	Pcp4	Purkinje cell protein 4
2.611719574	NM_175707	Ppil3	peptidylprolyl isomerase (cyclophilin)-like 3
2.611719574	BC161899	LOC682999	hypothetical protein LOC682999
2.620786808	NM_012615	Odc1	ornithine decarboxylase 1
2.620786808	XR_008077	RGD1564984	similar to neuralized homolog
2.620786808	XM_001058401	LOC680262	hypothetical protein LOC680262
2.620786808	BC097391	Mbtps2	membrane-bound transcription factor peptidase, site 2
2.620786808	NM_013052	Ywhah	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide
2.620786808	XR_008991	Dnttip2	deoxynucleotidyltransferase, terminal, interacting protein 2
2.620786808	NM_001004229	Nup35	nucleoporin 35
2.620786808	ENSRNOT00000033733	Rpl31	ribosomal protein L31
2.620786808	NM_001109416	Cd3eap	CD3E antigen, epsilon polypeptide-associated protein
2.62988552	---	---	---
2.62988552	NM_001009391	Enoph1	enolase-phosphatase 1
2.62988552	---	---	---
2.639015822	NM_001007733	Nudt5	nudix (nucleoside diphosphate linked moiety X)-type motif 5
2.639015822	NM_012992	Npm1	nucleophosmin 1
2.639015822	NM_001009621	Nudcd2	NudC domain containing 2
2.639015822	NM_001033963	Prkx	protein kinase, X-linked
2.639015822	NM_001005889	Rdx	radixin
2.639015822	---	---	---
2.639015822	ENSRNOT00000032301	RGD1310185	similar to RIKEN cDNA 9030625A04
2.639015822	NM_001114502	Ccdc101	coiled-coil domain containing 101
2.648177821	NM_001106603	Cct7	chaperonin subunit 7 (eta)
2.648177821	NM_001034953	Cdca7l	cell division cycle associated 7 like
2.648177821	BC166466	Thumpd3	THUMP domain containing 3
2.648177821	NM_001108841	Gabpa	GA repeat binding protein, alpha
2.648177821	NM_053328	Bhlhb2	basic helix-loop-helix domain containing, class B2
2.657371628	NM_017063	Kpnb1	karyopherin (importin) beta 1
2.657371628	NM_139038	Rin1	Ras and Rab interactor 1
2.657371628	NM_001108839	Mettl2	methyltransferase like 2
2.657371628	ENSRNOT00000026680	Ankrd28	ankyrin repeat domain 28
2.657371628	NM_022204	Exoc5	exocyst complex component 5
2.657371628	NM_031583	Smc3	structural maintenace of chromosomes 3
2.657371628	NM_001107213	Uba6	ubiquitin-like modifier activating enzyme 6
2.657371628	NM_001037765	Spryd4	SPRY domain containing 4
2.657371628	ENSRNOT00000038631	RGD1311640	similar to Hypothetical protein KIAA0373
2.666597354	NM_031794	Axl	Axl receptor tyrosine kinase
2.666597354	NM_001012747	Nol12	nucleolar protein 12
2.666597354	BC083846	RGD1305014	similar to RIKEN cDNA 2310057M21
2.666597354	ENSRNOT00000045851	Tmem161b	transmembrane protein 161B
2.666597354	NM_001047869	Arhgap5	Rho GTPase activating protein 5
2.67585511	---	---	---
2.67585511	NM_001108104	Alg12	asparagine-linked glycosylation 12 homolog (yeast, alpha-1,6-mannosyltransferase)
2.67585511	NM_001106795	Aaas	achalasia, adrenocortical insufficiency, alacrimia
2.67585511	NM_001107408	Gins3	GINS complex subunit 3 (Psf3 homolog)
2.67585511	---	---	---
2.67585511	ENSRNOT00000024111	Lpcat1	lysophosphatidylcholine acyltransferase 1
2.67585511	ENSRNOT00000011511	RGD1563365	similar to DNA segment, Chr 10, Wayne State University 102, expressed
2.67585511	ENSRNOT00000009898	Bbs12	Bardet-Biedl syndrome 12 (human)
2.67585511	ENSRNOT00000013044	Samd9l	sterile alpha motif domain containing 9-like
2.67585511	ENSRNOT00000013044	Samd9l	sterile alpha motif domain containing 9-like
2.67585511	XR_008610	RGD1561472	similar to mKIAA2005 protein
2.685145006	NM_001107411	Ogfod1	2-oxoglutarate and iron-dependent oxygenase domain containing 1
2.685145006	ENSRNOT00000021837	Ckap5	cytoskeleton associated protein 5
2.685145006	BC081966	RGD1359144	similar to chromosome 14 open reading frame 130
2.685145006	NM_053295	Cast	calpastatin
2.685145006	NM_001100815	Gtpbp10	GTP-binding protein 10 (putative)
2.685145006	NM_001107548	Usp31	ubiquitin specific peptidase 31
2.694467154	NM_001107850	Rbm28	RNA binding motif protein 28
2.694467154	NM_001107215	Guf1	GUF1 GTPase homolog (S. cerevisiae)
2.694467154	NM_001012464	Terf1	telomeric repeat binding factor 1
2.694467154	NM_017356	Hpcal1	hippocalcin-like 1
2.694467154	XR_007413	LOC366208	similar to EBNA1 binding protein 2
2.694467154	NM_019165	Il18	interleukin 18
2.694467154	---	---	---
2.703821666	NM_001010945	Tmem120a	transmembrane protein 120A
2.713208655	---	---	---
2.713208655	NM_053363	Clcn3	chloride channel 3
2.713208655	NM_001108408	Nol8	nucleolar protein 8
2.713208655	NM_001008326	Rexo2	REX2, RNA exonuclease 2 homolog (S. cerevisiae)
2.722628233	NM_001014135	Wdr1	WD repeat domain 1
2.722628233	XM_001054684	LOC679840	similar to germinal histone H4 gene
2.722628233	BC079138	Hist2h2bb	histone cluster 2, H2bb
2.722628233	---	---	---
2.722628233	NM_001013078	Fsip1	fibrous sheath interacting protein 1
2.722628233	NM_012580	Hmox1	heme oxygenase (decycling) 1
2.722628233	NM_153297	Cops2	COP9 (constitutive photomorphogenic) homolog, subunit 2 (Arabidopsis thaliana)
2.732080514	---	---	---
2.732080514	NM_001108642	LOC362419	similar to CG33331-PA
2.732080514	---	---	---
2.732080514	NM_001007736	Tmem109	transmembrane protein 109
2.732080514	NM_001007004	Tuba4a	tubulin, alpha 4A
2.732080514	NM_145781	Timm13	translocase of inner mitochondrial membrane 13 homolog (yeast)
2.732080514	---	---	---
2.732080514	NM_001025738	Fusip1	FUS interacting protein (serine-arginine rich) 1
2.74156561	BC099168	Wdr43	WD repeat domain 43
2.74156561	ENSRNOT00000043641	Lycat	lysocardiolipin acyltransferase
2.74156561	---	---	---
2.74156561	NM_017005	Fh1	fumarate hydratase 1
2.74156561	NM_001007606	Sars	seryl-aminoacyl-tRNA synthetase
2.74156561	BC158738	RGD1308261	similar to RIKEN cDNA 1190005P17
2.74156561	NM_001109296	Wdr51a	WD repeat domain 51A
2.74156561	ENSRNOT00000051810	Fam132b	family with sequence similarity 132, member B
2.751083636	NM_001009687	Riok2	RIO kinase 2 (yeast)
2.751083636	ENSRNOT00000008737	Fkbp4	FK506 binding protein 4
2.751083636	ENSRNOT00000021477	RGD1565096	similar to TSG118.1
2.751083636	NM_058211	Slc4a7	solute carrier family 4, sodium bicarbonate cotransporter, member 7
2.751083636	BC098829	MGC112883	LOC500651
2.751083636	NM_053631	Banf1	barrier to autointegration factor 1
2.751083636	NM_022508	Mthfd1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase
2.751083636	NM_019349	Slk	STE20-like kinase (yeast)
2.760634707	ENSRNOT00000020793	Heatr3	HEAT repeat containing 3
2.760634707	NM_001108620	Nup205	nucleoporin 205
2.770218936	NM_012992	Npm1	nucleophosmin 1
2.770218936	NM_001025405	Ruvbl2	RuvB-like protein 2
2.770218936	BC161954	Ctps	cytidine 5-triphosphate synthase
2.770218936	NM_001106228	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1
2.77983644	BC166452	Pabpc4	poly A binding protein, cytoplasmic 4
2.77983644	NM_001106616	Csgalnact2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
2.77983644	NM_001106616	Csgalnact2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
2.77983644	NM_001006974	Ccdc86	coiled-coil domain containing 86
2.77983644	ENSRNOT00000048429  //  ENSRNOT00000048429	Cycs  // Cycs	cytochrome c, somatic  // cytochrome c, somatic
2.77983644	ENSRNOT00000042964	Osbpl3	oxysterol binding protein-like 3
2.77983644	NM_001107996	Klhl21	kelch-like 21 (Drosophila)
2.77983644	NM_022693	Sh3bp4	SH3-domain binding protein 4
2.789487333	NM_001108377	Pck2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
2.789487333	NM_053689	Gtpbp4	GTP binding protein 4
2.789487333	BC158738	RGD1308261	similar to RIKEN cDNA 1190005P17
2.789487333	---	---	---
2.789487333	---	---	---
2.789487333	ENSRNOT00000021530	Mtmr10	myotubularin related protein 10
2.789487333	NM_001106687	Clspn	claspin homolog (Xenopus laevis)
2.789487333	NM_017232	Ptgs2	prostaglandin-endoperoxide synthase 2
2.799171731	NM_001106950	LOC302495	hypothetical LOC302495
2.799171731	ENSRNOT00000027139	Tgfb1i1	transforming growth factor beta 1 induced transcript 1
2.799171731	NM_022230	Stc2	stanniocalcin 2
2.799171731	NM_001012003	Orc2l	origin recognition complex, subunit 2-like (S. cerevisiae)
2.799171731	NM_031742	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1
2.808889751	NM_001106482	Pkp4	plakophilin 4
2.808889751	ENSRNOT00000030150	Enox1	ecto-NOX disulfide-thiol exchanger 1
2.808889751	NM_053786	Rfc2	replication factor C (activator 1) 2
2.808889751	ENSRNOT00000046486	Tiam1	T-cell lymphoma invasion and metastasis 1
2.808889751	NM_053347	Nde1	nuclear distribution gene E homolog 1 (A nidulans)
2.808889751	NM_001014153	Prmt7	protein arginine N-methyltransferase 7
2.808889751	NM_001106408	Dimt1	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)
2.808889751	NM_031535	Bcl2l1	Bcl2-like 1
2.808889751	NM_001100472	Ccnc	cyclin C
2.808889751	NM_001105951	Pik3c2b	phosphoinositide-3-kinase, class 2, beta polypeptide
2.808889751	NM_001126096	Lyrm2	LYR motif containing 2
2.81864151	ENSRNOT00000017291	RGD1308872	similar to Retinoblastoma-binding protein 8 (RBBP-8) (CtBP interacting protein) (CtIP) (Retinoblastoma-interacting protein and myosin-like) (RIM)
2.81864151	NM_019147	Jag1	jagged 1
2.81864151	ENSRNOT00000005884	RGD1562607	similar to Serine/threonine/tyrosine interacting protein (Protein tyrosine phosphatase-like protein)
2.81864151	ENSRNOT00000021735	Cetn3	centrin 3
2.81864151	NM_001106063	LOC290595	hypothetical gene supported by AF152002
2.81864151	---	---	---
2.81864151	NM_001107019	Garnl4	GTPase activating RANGAP domain-like 4
2.81864151	ENSRNOT00000002292	RGD1305628	similar to Hypothetical protein 5031404N19
2.81864151	NM_001009627	Yars2	tyrosyl-tRNA synthetase 2 (mitochondrial)
2.81864151	BC088264	RGD1307084	similar to RIKEN cDNA 1110001A07 gene
2.828427125	NM_001011979	Tardbp	TAR DNA binding protein
2.828427125	NM_001107204	Lrrc8b	leucine rich repeat containing 8 family, member B
2.828427125	ENSRNOT00000029209	Tbc1d1	TBC1 domain family, member 1
2.828427125	XM_001061429	Tnfaip8l1	tumor necrosis factor, alpha-induced protein 8-like 1
2.828427125	BC088264	RGD1307084	similar to RIKEN cDNA 1110001A07 gene
2.838246712	NM_001109177	Lmbrd2	LMBR1 domain containing 2
2.838246712	NM_001106363	Pprc1	peroxisome proliferative activated receptor, gamma, coactivator-related 1
2.838246712	NM_017243	Prps1	phosphoribosyl pyrophosphate synthetase 1
2.838246712	NM_001107888	Emg1	EMG1 nucleolar protein homolog (S. cerevisiae)
2.848100391	NM_019356	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha
2.848100391	---	---	---
2.848100391	---	---	---
2.848100391	NM_012947	Eef2k	eukaryotic elongation factor-2 kinase
2.848100391	---	---	---
2.848100391	---	---	---
2.848100391	NM_152937	Fadd	Fas (TNFRSF6)-associated via death domain
2.848100391	NM_001024277	Gcat	glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)
2.848100391	ENSRNOT00000016250	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)
2.848100391	---	---	---
2.857988279	NM_212508	Nrm	nurim (nuclear envelope membrane protein)
2.857988279	ENSRNOT00000022336	Lmnb2	lamin B2
2.857988279	BC092579	LOC499339	hypothetical protein LOC499339
2.857988279	NM_001110493	Pid1	phosphotyrosine interaction domain containing 1
2.857988279	---	---	---
2.857988279	ENSRNOT00000034188	Il20rb	interleukin 20 receptor beta
2.857988279	NM_001108524	Pycs	pyrroline-5-carboxylate synthetase (glutamate gamma-semialdehyde synthetase)
2.857988279	BC087676	RGD1307465	similar to RIKEN cDNA 8430406I07
2.857988279	NM_001047087	Eif3s10	eukaryotic translation initiation factor 3, subunit 10 (theta)
2.857988279	ENSRNOT00000054682	LOC682679	hypothetical protein LOC682679
2.867910496	NM_001113786	Rbmx2	RNA binding motif protein, X-linked 2
2.867910496	NM_017348	Slc6a8	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
2.867910496	NM_001013187	Slc25a30	solute carrier family 25, member 30
2.87786716	BC087715	R3hdm1	R3H domain 1 (binds single-stranded nucleic acids)
2.87786716	NM_001108094	Hrb2	HIV-1 Rev binding protein 2
2.87786716	NM_001079893	Dusp14	dual specificity phosphatase 14
2.87786716	---	---	---
2.887858391	NM_080782	Cdkn1a	cyclin-dependent kinase inhibitor 1A (p21, Cip1)
2.887858391	NM_001104613	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1
2.887858391	NM_001105734	Dusp10	dual specificity phosphatase 10
2.897884309	ENSRNOT00000010899	LOC300303	similar to Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Numatrin) (Nucleolar protein NO38)
2.897884309	NM_212491	Wdr46	WD repeat domain 46
2.897884309	ENSRNOT00000004919	Pnpt1	polyribonucleotide nucleotidyltransferase 1
2.897884309	NM_001014143	Thex1	three prime histone mRNA exonuclease 1
2.897884309	NM_012839	Cycs	cytochrome c, somatic
2.897884309	NM_001107756	RGD1306717	similar to hypothetical protein MGC25461
2.897884309	---	---	---
2.897884309	ENSRNOT00000037862	Hccs	holocytochrome c synthetase
2.897884309	NM_001106839	Lysmd2	LysM, putative peptidoglycan-binding, domain containing 2
2.897884309	NM_053773	Tjp2	tight junction protein 2
2.897884309	---	---	---
2.907945035	NM_001033061	Cenpl	centromere protein L
2.907945035	ENSRNOT00000050238	Whsc1	Wolf-Hirschhorn syndrome candidate 1 (human)
2.907945035	---	---	---
2.907945035	NM_001012173	Trub1	TruB pseudouridine (psi) synthase homolog 1 (E. coli)
2.907945035	NM_001107608	Hectd2	HECT domain containing 2
2.918040688	NM_001100658	Hspa9	heat shock protein 9
2.918040688	BC092579	LOC499339	hypothetical protein LOC499339
2.918040688	NM_001107459	Rgs17	regulator of G-protein signaling 17
2.918040688	ENSRNOT00000012063	Nrk	Nik related kinase
2.918040688	NM_001105975	Adss	adenylosuccinate synthetase, non muscle
2.918040688	NM_138856	Dnajc21	DnaJ (Hsp40) homolog, subfamily C, member 21
2.918040688	ENSRNOT00000017422	Magoh	mago-nashi homolog, proliferation-associated (Drosophila)
2.928171392	NM_001107419	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
2.928171392	NM_001109524	Chml	choroideremia-like
2.928171392	NM_053490	Xpo1	exportin 1, CRM1 homolog (yeast)
2.928171392	ENSRNOT00000019374	Cisd2	CDGSH iron sulfur domain 2
2.928171392	NM_031238	Sh3gl3	SH3-domain GRB2-like 3
2.928171392	---	---	---
2.938337267	NM_001014113	Utp14a	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)
2.938337267	NM_001037348	Jtv1	JTV1 gene
2.938337267	NM_020097	Extl3	exostoses (multiple)-like 3
2.948538435	NM_001108151	Odf3l1	outer dense fiber of sperm tails 3-like 1
2.948538435	ENSRNOT00000052379	LOC681162	similar to Cyclin-dependent kinases regulatory subunit 1 (CKS-1) (Sid 1334)
2.958775018	NM_198760	Slc16a6	solute carrier family 16 (monocarboxylic acid transporters), member 6
2.958775018	NM_001012014	Ftsj3	FtsJ homolog 3 (E. coli)
2.958775018	NM_022508	Mthfd1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase
2.958775018	NM_012945	Hbegf	heparin-binding EGF-like growth factor
2.958775018	NM_001012090	Zc3h8	zinc finger CCCH type containing 8
2.958775018	NM_017204	Mtap6	microtubule-associated protein 6
2.958775018	NM_053713	Klf4	Kruppel-like factor 4 (gut)
2.958775018	NM_001108536	Tube1	epsilon-tubulin 1
2.958775018	NM_053350	Agps	alkylglycerone phosphate synthase
2.969047141	BC158753	LOC687565	similar to density-regulated protein
2.969047141	NM_053655	Dnm1l	dynamin 1-like
2.969047141	ENSRNOT00000047696	Hist2h2aa1	histone cluster 2, H2aa1
2.969047141	NM_001109537	Sssca1	Sjogrens syndrome/scleroderma autoantigen 1 homolog (human)
2.969047141	NM_012910	Arrb1	arrestin, beta 1
2.969047141	NM_198783	Hrpap20	hormone-regulated proliferation associated protein 20
2.969047141	NM_138892	Xtp3tpa	XTP3-transactivated protein A
2.979354926	ENSRNOT00000005975	Exosc7	exosome component 7
2.979354926	NM_001105755	Pkn2	protein kinase N2
2.979354926	ENSRNOT00000015130	RGD1311747	similar to 2700029M09Rik protein
2.989698497	ENSRNOT00000050834	LOC683522	similar to Transcriptional enhancer factor TEF-3 (TEA domain family member 4) (TEAD-4) (ETF-related factor 2) (ETFR-2) (TEF-1-related factor 1) (TEF-1-related factor FR-19) (RTEF-1)
2.989698497	NM_017361	Nup54	nucleoporin 54
2.989698497	NM_001034994	Rwdd4a	RWD domain containing 4A
2.989698497	NM_001025401	Nup85	nucleoporin 85
2.989698497	NM_147177	Ruvbl1	RuvB-like protein 1
2.989698497	NM_001007619	Tmed5	transmembrane emp24 protein transport domain containing 5
2.989698497	---	---	---
2.989698497	NM_017067	Chm	choroidermia
2.989698497	---	---	---
2.989698497	---	---	---
3.000077979	ENSRNOT00000044268	Hist2h2aa1	histone cluster 2, H2aa1
3.000077979	NM_133598	Gcsh	glycine cleavage system protein H (aminomethyl carrier)
3.000077979	NM_001009466	Gemin6	gem (nuclear organelle) associated protein 6
3.000077979	NM_012749	Ncl	nucleolin
3.000077979	NM_198770	Zmynd19	zinc finger, MYND domain containing 19
3.000077979	NM_001106357	Smc5	structural maintenance of chromosomes 5
3.010493495	NM_001105881	Nat13	N-acetyltransferase 13
3.010493495	---	---	---
3.020945171	NM_001099647	LOC685045	similar to Protein C6orf115
3.020945171	BC158836	Lsm11	U7 snRNP-specific Sm-like protein LSM11
3.020945171	NM_001108799	Eef1b2	eukaryotic translation elongation factor 1 beta 2
3.031433133	NM_183332	Myadm	myeloid-associated differentiation marker
3.031433133	NM_001107560	Tubgcp2	tubulin, gamma complex associated protein 2
3.031433133	NM_199085	Serpinb6a	serine (or cysteine) peptidase inhibitor, clade B, member 6a
3.031433133	NM_001011557	Tmem126a	transmembrane protein 126A
3.031433133	ENSRNOT00000005109	Nmral1	NmrA-like family domain containing 1
3.031433133	XR_006516	LOC498127	similar to Ran-specific GTPase-activating protein (Ran-binding protein 1) (RanBP1)
3.041957506	AF279286	Bcl2l1	Bcl2-like 1
3.041957506	NM_001009657	Hat1	histone aminotransferase 1
3.041957506	NM_053906	Gsr	glutathione reductase
3.041957506	NM_001025726	Srpk1	serine/arginine-rich protein specific kinase 1
3.041957506	NM_001008305	Eif1ad	eukaryotic translation initiation factor 1A domain containing
3.041957506	NM_001009673	Fastkd2	FAST kinase domains 2
3.041957506	NM_019259	C1qbp	complement component 1, q subcomponent binding protein
3.041957506	NM_139254	Tubb3	tubulin, beta 3
3.041957506	NM_001034146	Usp10	ubiquitin specific peptidase 10
3.052518418	---	---	---
3.052518418	NM_001025272	Pgam5	phosphoglycerate mutase family member 5
3.063115994	ENSRNOT00000055203	RGD1563970	similar to Tripartite motif protein 30-like
3.063115994	NM_001106608	Chchd6	coiled-coil-helix-coiled-coil-helix domain containing 6
3.063115994	NM_001025725	Hirip3	HIRA interacting protein 3
3.063115994	NM_001012206	Phlda3	pleckstrin homology-like domain, family A, member 3
3.063115994	NM_012839	Cycs	cytochrome c, somatic
3.073750363	ENSRNOT00000045135	Recql4	RecQ protein-like 4
3.073750363	NM_001005883	Pi4k2b	phosphatidylinositol 4-kinase type 2 beta
3.073750363	NM_207615	Clcf1	cardiotrophin-like cytokine factor 1
3.073750363	NM_001013996	Slc25a37	solute carrier family 25, member 37
3.084421651	NM_031773	Rpo1-2	RNA polymerase 1-2
3.084421651	---	---	---
3.084421651	---	---	---
3.084421651	ENSRNOT00000019747	Exod1	exonuclease domain containing 1
3.084421651	BC091268	RGD1311863	similar to RIKEN cDNA 2410127L17
3.084421651	ENSRNOT00000014911	Zik1	zinc finger protein interacting with K protein 1
3.084421651	NM_052981	Ccnh	cyclin H
3.084421651	NM_022217	Amph	amphiphysin
3.095129987	NM_001106013	Nol14	nucleolar protein 14
3.095129987	NM_013155	Vldlr	very low density lipoprotein receptor
3.095129987	NM_001106400	Ankrd32	ankyrin repeat domain 32
3.095129987	NM_001008334	Tmem97	transmembrane protein 97
3.095129987	NM_001109215	Xrcc2	X-ray repair complementing defective repair in Chinese hamster cells 2
3.1058755	NM_013214	Acot7	acyl-CoA thioesterase 7
3.1058755	---	---	---
3.1058755	NM_031093	Rala	v-ral simian leukemia viral oncogene homolog A (ras related)
3.1058755	ENSRNOT00000020145	Mid2	midline 2
3.1058755	NM_001079894	Plekha1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1
3.1058755	NM_080910	Paics	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
3.1058755	NM_001100564	RGD1311361	similar to hypothetical protein
3.1058755	NM_001037310	Taf9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor
3.116658319	NM_022926	Galnt7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7
3.116658319	NM_175761	Hsp90aa1	heat shock protein 90, alpha (cytosolic), class A member 1
3.127478573	---	---	---
3.127478573	NM_001006958	Sdad1	SDA1 domain containing 1
3.127478573	ENSRNOT00000039631	RGD1309696	similar to KIAA2019 protein
3.127478573	XR_006691	LOC689615	similar to karyopherin (importin) alpha 2
3.127478573	NM_001007001	Ift74	intraflagellar transport 74 homolog (Chlamydomonas)
3.127478573	NM_001108204	Polh	polymerase (DNA directed), eta (RAD 30 related)
3.138336392	NM_001106100	Agtpbp1	ATP/GTP binding protein 1
3.138336392	NM_001106114	Hist1h2bn	histone cluster 1, H2bn
3.138336392	ENSRNOT00000047420	Palb2	partner and localizer of BRCA2
3.149231906	NM_001107716	Taf13	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor
3.149231906	NM_199501	Cdk2	cyclin dependent kinase 2
3.149231906	XM_001065751	Gtpbp4	GTP binding protein 4
3.160165247	NM_133571	Cdc25a	cell division cycle 25 homolog A (S. pombe)
3.160165247	NM_001009702	Rrp15	ribosomal RNA processing 15 homolog (S. cerevisiae)
3.160165247	ENSRNOT00000011068	Dus4l	dihydrouridine synthase 4-like (S. cerevisiae)
3.160165247	ENSRNOT00000014023	Fam126a	family with sequence similarity 126, member A
3.160165247	BC158559	LOC691966	similar to Sulfide:quinone oxidoreductase, mitochondrial precursor
3.160165247	NM_001079531	Tpmt	thiopurine methyltransferase
3.171136546	NM_057102	Slc25a5	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5
3.171136546	NM_080579	Gpr19	G protein-coupled receptor 19
3.182145935	ENSRNOT00000010612	Styx	serine/threonine/tyrosine interacting protein
3.182145935	NM_053689	Gtpbp4	GTP binding protein 4
3.182145935	---	---	---
3.182145935	NM_001106150	Spry4	sprouty homolog 4 (Drosophila)
3.193193545	NM_181474	Tfb1m	transcription factor B1, mitochondrial
3.193193545	NM_001007706	RGD1359191	GCD14/PCMT domain containing protein
3.193193545	ENSRNOT00000042973	Tnfaip2	tumor necrosis factor, alpha-induced protein 2
3.193193545	NM_001105809	Dph1	DPH1 homolog (S. cerevisiae)
3.193193545	ENSRNOT00000010596	Mst4	serine/threonine protein kinase MST4
3.193193545	NM_019264	Prkar2a	protein kinase, cAMP dependent regulatory, type II alpha
3.193193545	---	---	---
3.193193545	---	---	---
3.20427951	NM_001047101	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7
3.20427951	NM_001108214	Npas2	neuronal PAS domain protein 2
