Acc	Symbol	name	Unigene	LLID	Function	Chromosome	Cytoband	0438gpr ST vs LT	4578LTSTgpr LT vs ST	4579LTSTgpr ST vs LT	5343gpr LT vs ST	5357gpr ST vs LT	5358gpr LT vs ST	Pass	Fold change	1/fold change	Score(d)	Numerator(r)	Denominator(s+s0)	q-value (%)
BG071965	Ccnb1	cyclin B1	Mm.260114	268697		13	13 D1	0.9472	0.8595	1.4718	0.2383		0.9705	5	1.775889186	0.563098198	1.423587648	0.740725	0.520322722	6.274615923
BG063956		Transcribed sequence with strong similarity to protein pir:S50853 (H.sapiens) S50853 translation releasing factor eRF-1 [validated] - human	Mm.329353					1.0792	0.7529	0.6269	0.3011	1.599	0.0752	6	1.776201231	0.562999272	1.422422999	0.73905	0.519571183	6.274615923
AV111333				NA	Mouse chromosome 6 BAC-284H12 (Research Genetics mouse BAC l	NA		0.3688	0.6308	0.9368	0.4	0.2629	1.092	6	1.567511471	0.637953864	1.421427255	0.615216667	0.432816146	6.274615923
AW545830				NA		NA		1.4053	0.5776	0.5157	0.465	0.6709	0.2608	6	1.623551145	0.615933784	1.420100985	0.649216667	0.457162324	6.274615923
AV084432				NA	2310007D09	NA		0.6401	0.6841	0.4724		0.0959	1.1759	5	1.480103642	0.675628362	1.419088727	0.622673333	0.438783933	6.274615923
AV103195				NA	zinc finger protein 36	NA		0.8512	0.6528	0.7446	0.6071	0.391	0.149	6	1.499170678	0.667035458	1.413717841	0.56595	0.400327409	6.274615923
BI076789				NA		NA		0.1242	2.2109	0.8674	0.6984	0.9845		5	2.024207808	0.494020424	1.412965751	0.85104	0.602307593	6.274615923
NA	NA	NA	NA		NA			1.229	0.3678	0.842	0.2838	0.7201	0.343	6	1.593341069	0.627612016	1.412166039	0.63095	0.446795902	6.274615923
BG064884	Fignl1	fidgetin-like 1	Mm.236114	60530		11	11 A1	1.5406	0.6657	0.8937	0.3269	1.1909	-0.0838	6	1.805710481	0.553798635	1.411251415	0.755666667	0.535458571	6.274615923
BG063028	1110014J05Rik	RIKEN cDNA 1110014J05 gene	Mm.28661	68524		11	11 D	1.3881	-0.0762	0.3768	0.8278	2.3162	0.5937	6	2.188104161	0.457016635	1.411212558	0.9044	0.640867313	6.274615923
AA646518	Ltc4s	leukotriene C4 synthase	Mm.245151	17001		11	11 B1.1-B1.2	0.3547	0.943	0.7122	3.103	0.956	0.1135	6	2.742225206	0.36466735	1.407457782	1.0304	0.732100112	6.274615923
AV042598				NA	AA611571 EST:mammary gland:Mus musculus	NA		0.2371	0.802	0.7608	0.3343	0.5578	0.5788	6	1.473827039	0.678505668	1.405766519	0.545133333	0.387783694	6.274615923
NA	NA	NA	NA		NA			0.1283	1.0065	0.9996	1.0591	-0.0645	1.2776	6	1.760957189	0.567872976	1.403557758	0.734433333	0.523265487	6.274615923
AV083150	Tm4sf13	transmembrane 4 superfamily member 13	Mm.254663	66109		12	12 A3	0.2427	0.7666	0.917	0.7977	0.2708	0.4822	6	1.519053655	0.658304594	1.401437162	0.5795	0.413504091	6.274615923
BG071514	Tcfcp2l1	transcription factor CP2-like 1	Mm.24621	81879		1	1 E2.3	0.1497	0.8273	1.0392	0.286	3.2462	0.8002	6	2.898002829	0.345065226	1.400995771	1.0581	0.755248532	6.274615923
AV134021		Transcribed sequence with weak similarity to protein ref:NP_082216.1 (M.musculus) RIKEN cDNA 1700001F09 [Mus musculus]	Mm.159636					0.2088	0.5241	0.5219	0.6916	0.5131	0.5756	6	1.42701532	0.700763325	1.400036832	0.50585	0.361311923	6.274615923
BG073298		Adult male urinary bladder cDNA, RIKEN full-length enriched library, clone:9530023M19 product:unknown EST, full insert sequence	Mm.162040					0.2784	0.1618	0.5756	0.8615	1.0624	0.7226	6	1.562885108	0.639842299	1.398430323	0.610383333	0.436477473	6.274615923
BG071614		Transcribed sequences	Mm.17767					-0.106	0.2984	0.3638	1.0169	2.7331	1.9103	6	2.646169622	0.377904724	1.398059009	1.036083333	0.741086983	6.274615923
AV133657				NA	AI426416 EST:kidney:Mus musculus	NA		0.3065	0.5694	0.8419	0.5112		0.3717	5	1.372021834	0.728851375	1.397779765	0.520006667	0.372023318	6.274615923
BG071668				NA		NA		1.0205	0.329	0.5895	0.4795	0.7938	0.2577	6	1.518825958	0.658403285	1.397619623	0.578333333	0.413798807	6.274615923
AV112912	Atrx	alpha thalassemia/mental retardation syndrome X-linked homolog (human)	Mm.10141	22589		X		0.4033	0.4467	0.49	0.4738	0.3621	0.687	6	1.395647322	0.716513395	1.394949533	0.47715	0.342055385	6.274615923
AV015471	Lims1	LIM and senescent cell antigen-like domains 1	Mm.57734	110829; 320976		10		0.5374	0.8302	0.6437	1.302	0.1244	0.408	6	1.612370218	0.620204956	1.394282406	0.64095	0.459698837	6.274615923
AW537212	Tada2l	transcriptional adaptor 2 (ADA2 homolog, yeast)-like	Mm.45159	217031		11	11 C	1.5187	0.4332	0.289	1.2146	1.7462	-0.146	6	2.002766742	0.49930927	1.393047627	0.842616667	0.604872834	6.274615923
BG071476	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	Mm.19073	26921		1		1.1257	0.3244	0.6545	0.0301	1.5016	0.6486	6	1.73809711	0.575341846	1.391369951	0.71415	0.513271111	6.274615923
NA	NA	NA	NA		NA			0.6832	0.6117	0.3486	0.4174	0.3522	0.529	6	1.410338904	0.709049433	1.38886838	0.49035	0.353057213	6.274615923
AV095434				NA	AA579511 EST:NCI_CGAP_Pr2:Homo sapiens	NA		0.5409	0.5934	0.5659	0.3189	1.4115		5	1.558583994	0.641608026	1.38768992	0.634948333	0.45755779	6.274615923
AV113475				NA	high mobility group protein 2	NA		0.9952	0.3142	0.2579	0.646	0.4687	0.7161	6	1.503972754	0.664905662	1.386028471	0.56635	0.40861354	7.660444455
BG067463	Apbb2	amyloid beta (A4) precursor protein-binding, family B, member 2	Mm.5159	11787		5	5 C3.1	0.3237	0.4491	0.5599	1.9874	1.3942		5	1.947422776	0.513499181	1.386023256	0.814981667	0.587999995	7.660444455
AV105712				NA		NA		0.4802	0.3315	0.4502	0.4544	1.1575	0.5847	6	1.520022168	0.657885142	1.383191417	0.576416667	0.416729499	7.660444455
AV303523	Hmmr	hyaluronan mediated motility receptor (RHAMM)	Mm.116997	15366		11		0.3367	0.2326	0.8923		0.4162	1.1539	5	1.475583696	0.677697919	1.382108461	0.609356667	0.44088918	7.660444455
BG073838		Transcribed sequences	Mm.182675					0.632	0.247	0.3397	1.4994	1.7238	0.25	6	1.886908829	0.529967312	1.381465174	0.781983333	0.566053599	7.660444455
BG072489		Transcribed sequences	Mm.32778					0.4603	0.3289	0.1118	1.4468	1.5009	0.5822	6	1.794301455	0.557319952	1.374878341	0.738483333	0.537126312	7.660444455
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								0.627	0.7389	0.7177	0.6035	0.1675	0.3445	6	1.461671818	0.684148102	1.37092405	0.533183333	0.388922591	7.660444455
BG068600	Smc4l1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	Mm.206841	70099		3	3 E1	0.4581	0.8302	0.7184	0.7052	1.2744	-0.0663	6	1.633576076	0.612153921	1.370648391	0.653333333	0.476660052	7.660444455
AV129445	Smc2l1	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)	Mm.2999	14211		4		1.0999	0.5229	0.6555	0.3069	0.1239	1.0196	6	1.584913464	0.630949274	1.370360006	0.62145	0.45349397	7.660444455
AV109378				NA	AA289540 EST:Spleen:Mus musculus	NA		0.9955	0.8116	1.348	0.2172	0.7932	-0.0284	6	1.695069075	0.58994646	1.369711721	0.689516667	0.503402764	7.660444455
BG075598	Prkcz	protein kinase C, zeta	Mm.28561	18762		4		0.6877	0.5453	-0.2969	1.517	2.5972	0.69	6	2.401730723	0.416366411	1.367446348	0.956716667	0.699637443	7.660444455
AV061285				NA	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), me	NA		0.7011	0.5431	0.5055	0.0911	1.0848	0.5767	6	1.530026097	0.653583623	1.367034811	0.583716667	0.426994735	7.660444455
BG071054	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit	Mm.132272	108012		X	X F5	0.0962	0.8514	1.2697	0.2104	4.679	0.9892	6	5.673814353	0.176248276	1.366729223	1.349316667	0.987259689	7.660444455
NA	NA	NA	NA		NA			0.2885	0.6514	0.7011	0.5577	0.2148	0.7919	6	1.463603696	0.683245063	1.366460656	0.534233333	0.390961372	7.660444455
AA543508	Mapk14	mitogen activated protein kinase 14	Mm.246203	26416; 381082		12	12 A3	0.9727	0.8965		0.5183	0.2947	0.4642	5	1.477083823	0.677009649	1.366038413	0.570518333	0.417644429	7.660444455
BG064484	Akt1	thymoma viral proto-oncogene 1	Mm.6645	11651		12		0.6848	0.6063	0.4055	0.9218	0	1.1439	6	1.593105034	0.627705003	1.365428366	0.62705	0.459233172	7.660444455
AW547246	2510015F01Rik	RIKEN cDNA 2510015F01 gene	Mm.261681	70021		14	14 A3	0.7691	0.7154	0.6364	0.0333	1.5743	0.4016	6	1.703803701	0.586922073	1.364180107	0.68835	0.504588798	7.660444455
AV123125	Lgals1	lectin, galactose binding, soluble 1	Mm.43831	16852		15		0.2853	0.5551	0.3079	0.6549	0.5216	0.6122	6	1.410746712	0.708844466	1.360443438	0.4895	0.359809152	7.660444455
BG072887		Transcribed sequences	Mm.182613					0.7527	0.6061	0.3968	1.1199	1.1301	-0.0694	6	1.639793164	0.60983301	1.359419018	0.656033333	0.482583607	7.660444455
AV156692	Odc	ornithine decarboxylase, structural	Mm.34102	18263		12		1.3537	0.6291	0.6345	0.4511	-0.0438	0.9578	6	1.655698507	0.603974694	1.359226664	0.663733333	0.488316887	7.660444455
BG072930	E130016E03Rik	RIKEN cDNA E130016E03 gene	Mm.249437	320890		4	4 A1	1.072	0.3827	0.8207	0.0645	2.3842	0.4379	6	2.132214198	0.468996033	1.359140633	0.860333333	0.632998023	7.660444455
AA178155	Ccl4	chemokine (C-C motif) ligand 4	Mm.244263	20303		11		0.8274	0.7055	0.5184	0.6943	0.3034	0.1933	6	1.47218076	0.679264413	1.358927974	0.540383333	0.397654139	7.660444455
BG072669	Eif4g2	eukaryotic translation initiation factor 4, gamma 2	Mm.185453	13690		7		0.9568	0.3445	0.6174	0.5043	1.6247	0.1334	6	1.723984933	0.580051473	1.358404066	0.69685	0.512991692	7.660444455
AW763920	Limk2	LIM motif-containing protein kinase 2	Mm.124176	16886		11	11 D	0.2625	0.2206	0.911	1.2757		1.0521	5	1.623305107	0.616027139	1.355613407	0.662315	0.488572182	7.660444455
AV113692	Mad2l1	MAD2 (mitotic arrest deficient, homolog)-like 1 (yeast)	Mm.290830	56150		6		0.1144	0.931	1.203	0.2976	0.5477	0.6375	6	1.589630572	0.62907698	1.353647562	0.621866667	0.459400721	7.660444455
BG067542	Troap	trophinin associated protein	Mm.124905	78733		15	15 F1	0.8803	0.7532	1.0993	0.2748		0.5292	5	1.553624593	0.643656135	1.351928986	0.607298333	0.449208752	7.660444455
BG067321	Rgs2	regulator of G-protein signaling 2	Mm.28262	19735		1		0.8879	0.5548	0.7271	0.4786	0.6391	0.0539	6	1.493928237	0.669376196	1.351580408	0.5569	0.412036159	7.660444455
NA	NA	NA	NA		NA			-0.374	1.0274	0.9225	0.9063	0.7814	0.8795	6	1.689692108	0.591823798	1.350615652	0.690516667	0.511260673	7.660444455
AV087073				NA	AU019813 EST:Mouse eight-cell stage embryo cDNA:Mus musculus	NA		1.0702	0.2938	0.6135	1.1764	0.0438		5	1.524417026	0.655988475	1.350337191	0.639746667	0.473768086	7.660444455
AA124573	Edg2	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2	Mm.4772	14745		4		-0.0884	0.5698	0.7549	1.6509	1.1036		5	1.733599159	0.576834613	1.347967638	0.729325	0.541055274	7.660444455
NA	NA	NA	NA		NA			0.4191	1.2422	0.4787	0.8333	0.3743		5	1.529022879	0.65401245	1.347667247	0.601618333	0.446414599	7.660444455
BG076116	Prc1	protein regulator of cytokinesis 1	Mm.227274	233406		7		0.6901	-0.0751	1.2452		0.2322	1.3517	5	1.609989565	0.621122038	1.347194603	0.704763333	0.523134024	7.660444455
BG075490		Transcribed sequences	Mm.39181					1.05	0.0551	0.1785	0.6956	1.282	0.7059	6	1.653940985	0.604616494	1.346955277	0.661183333	0.490872522	7.660444455
AV058161				NA	EST	NA		0.4407	0.9507	0.6827	1.2108	-0.0728	0.6329	6	1.618557212	0.6178342	1.346485485	0.640833333	0.475930369	7.660444455
AV087365	Ivns1abp	influenza virus NS1A binding protein	Mm.33764	117198		1	1 G2	0.1072	0.7058	0.3792	0.8821	0.4625	0.8472	6	1.504799104	0.664540534	1.345967124	0.564	0.419029551	7.660444455
BG063506	Melk	maternal embryonic leucine zipper kinase	Mm.268668	17279		4		0.6077	0.4675	0.8415	0.5699	1.7174	0.0354	6	1.749357583	0.571638417	1.345496893	0.706566667	0.525134372	7.660444455
AV105116				NA		NA		0.5169	0.8067	0.3166	0.3455	0.7815	0.3548	6	1.448965308	0.690147648	1.343971806	0.520333333	0.387160899	7.660444455
BG073875		Transcribed sequences	Mm.102971					0.8452	-0.3438	0.9304	0.7599	1.2218		5	1.586004974	0.630515047	1.339761453	0.689963333	0.514989689	7.660444455
AF132744				NA		NA		0.5512	0.3581	0.4603	1.252	0.5693	0.3123	6	1.538345243	0.650049139	1.339484624	0.583866667	0.43588904	7.660444455
AV056452	Cd48	CD48 antigen	Mm.1738	12506		1		1.2548	0.5582	1.1269	-0.0713	0.6412	0.4485	6	1.653114645	0.604918723	1.338876794	0.659716667	0.492738891	7.660444455
AA033406	Mad2l1	MAD2 (mitotic arrest deficient, homolog)-like 1 (yeast)	Mm.290830	56150		6		0.6807	0.9475	1.0813	-0.2448	1.1675	0.462	6	1.685831847	0.593178971	1.338341541	0.682366667	0.509859887	7.660444455
BG068112	AA545217	expressed sequence AA545217	Mm.292470	27214		5	5 A2	0.7228	0.6808	0.7459	0.1506		0.1783	5	1.362001885	0.734213374	1.337894063	0.594945	0.444687675	7.660444455
BG072276	Crip1	cysteine-rich protein 1 (intestinal)	Mm.272368	12925		12		0.5572	0.6156	0.4333	0.6924	2.1829	0.1986	6	1.943021989	0.514662215	1.33283108	0.78	0.585220447	7.660444455
BG066980	Kif22	kinesin family member 22	Mm.286488	110033		7		0.5623	-0.4794	0.4593	1.2567	2.8822	1.3867	6	2.657631957	0.376274825	1.332610392	1.0113	0.758886473	7.660444455
AV094890	Hn1	hematological and neurological expressed sequence 1	Mm.1775	15374		11		0.3036	0.7429	0.5166	0.5566	0.4658	0.3156	6	1.405791278	0.711343153	1.332332765	0.483516667	0.362909837	7.660444455
AV016387				NA	AA432413 EST:heart:Mus musculus	NA		0.9166	0.8341	0.7416	0.1436	0.4951		5	1.476085286	0.67746763	1.33150682	0.565921667	0.425023483	7.660444455
BG063286	Rutbc2	RUN and TBC1 domain containing 2	Mm.200203	52850		5		0.6966	0.6145	0.6749	0.7481	2.0446	-0.1252	6	1.911706544	0.523092837	1.331314769	0.775583333	0.582569466	7.660444455
AV134180	C330027C09Rik	RIKEN cDNA C330027C09 gene	Mm.24491	224171		16	16 A1	1.019	1.1513	1.0776	1.6063	-0.688	0.7692	6	1.95465225	0.511599953	1.331160251	0.822566667	0.617932113	7.660444455
AV072072	Rbmx	RNA binding motif protein, X chromosome	Mm.28275	19655		X	X A5	0.3726	0.6651	0.2778	0.6291	0.3164	0.8173	6	1.441105224	0.693911855	1.329458667	0.51305	0.385908951	8.780002478
AA175957	Hpse	heparanase	Mm.332888	15442		5	5 E3	0.9657	0.2187	0.6333	1.1378	0.383	1.4604	6	1.82069229	0.549241629	1.329400617	0.5862	0.4409506	8.780002478
AA152673	Bcl6	B-cell leukemia/lymphoma 6	Mm.347398	12053		16		0.6138	0.4321	0.5515	1.3017	0.0948	0.6527	6	1.57505106	0.634900052	1.329172389	0.607766667	0.45725195	8.780002478
BG071809		Similar to hypothetical protein DKFZp434E2318 (LOC211255), mRNA	Mm.284526	211255		14	14 D3	0.5815	0.4727	0.5519	0.1114	0.9243	0.5613	6	1.467293511	0.681526902	1.327741774	0.53385	0.402073664	8.780002478
BG068198	AA545217	expressed sequence AA545217	Mm.292470	27214		5	5 A2	1.0795	0.6704	0.8039	0.2185	2.1638	-0.0549	6	2.009625314	0.497605197	1.326367268	0.813533333	0.613354501	8.780002478
AI841359	Ablim1	actin-binding LIM protein 1	Mm.244618	NA		NA		0.659	0.184	0.3889	0.476	0.5356	0.8787	6	1.450592708	0.689373381	1.325503241	0.520366667	0.392580456	8.780002478
BG073772	Ckap4	cytoskeleton-associated protein 4	Mm.334999	NA		NA		0.3377	0.6929	0.5902	0.4094	1.1642	0.2415	6	1.522861506	0.656658531	1.325297862	0.57265	0.432091544	8.780002478
BE633175	Nfatc1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	Mm.329560	18018		18		0.6487	0.4013	0.1197	1.1345	1.6632		5	1.722928056	0.580407288	1.324025556	0.708616667	0.535198632	8.780002478
AA675203	Itgav	integrin alpha V	Mm.227	16410		2		0.5667	-0.0263	-0.2396	1.7975	1.4584	1.7062	6	2.132876187	0.468850469	1.323935523	0.87715	0.662532264	8.780002478
AV156304				NA	HOX-1.11	NA		0.8853	0.5934	1.1095	0.2217	0.4204	0.2672	6	1.536921807	0.650651188	1.323870735	0.582916667	0.440312375	8.780002478
AW552240				NA		NA		0.6515	0.7501	0.3913	0.2841	0.4133	0.43	6	1.410149529	0.709144654	1.323049311	0.486716667	0.367874925	8.780002478
BG074067	Cd164	CD164 antigen	Mm.269815	53599		10		1.0081	0.6318	0.4389	0.206	0.459	0.4738	6	1.472194145	0.679258237	1.322480562	0.536266667	0.405500604	8.780002478
BG067873	Papola	poly (A) polymerase alpha	Mm.255877	18789		12	12 E	0.7607	0.1365	0.2609	1.3587	3.334	0.3946	6	2.992486471	0.334170266	1.319928335	1.0409	0.78860342	8.780002478
AI838782	Fmo1	flavin containing monooxygenase 1	Mm.976	14261		1	1 H2.1	1.2192	0.0752	0.5759		2.6135	0.8497	5	2.299046968	0.434962841	1.318538419	0.901295	0.683556116	8.780002478
AV089298	2610510D13Rik	RIKEN cDNA 2610510D13 gene	Mm.268185	229279		2	2 C3	0.8283	0.4316	0.4267	0.3811	0.3819	0.4449	6	1.405847816	0.711314545	1.318251985	0.482416667	0.365951785	8.780002478
AV223063				NA		NA		1.0946	0.2838	0.5882	0.436	0.1692	0.968	6	1.548285954	0.645875523	1.31744375	0.589966667	0.447811655	8.780002478
AV015017				NA	1110057J05	NA			0.3104	0.9684	0.1417	1.2261	0.8636	5	1.576472619	0.634327541	1.317166478	0.62976	0.478117239	8.780002478
AV041580		Transcribed sequence with strong similarity to protein ref:NP_002120.1 (H.sapiens) high-mobility group	Mm.351401					0.9307	0.3851	0.1265	0.7505	0.2839	1.1892	6	1.580652196	0.632650246	1.316406743	0.610983333	0.464129599	8.780002478
BG062958		16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130026I10 product:unknown EST, full insert sequence	Mm.339763					1.0116	0.4341	0.7221	0.371	1.7667		5	1.785465199	0.560078124	1.315153523	0.719186667	0.54684617	8.780002478
AV109443				NA	AA709600 EST:Thymus:Mus musculus	NA		0.9813	0.2688	0.7188	0.5503	0.1351	0.6766	6	1.497631487	0.667721004	1.313560971	0.55515	0.422629792	8.780002478
BG075356	4930413O22Rik	RIKEN cDNA 4930413O22 gene	Mm.244046	67986		1	1 A2	0.9952	-0.2142	0.4531	0.8983	2.8787	0.6665	6	2.505052744	0.399193192	1.313395243	0.946266667	0.720473652	8.780002478
AI893144	Irx3	Iroquois related homeobox 3 (Drosophila)	Mm.39039	319388		8	8 C5	1.3775	0.0669	0.3976	0.8287	0.8432		5	1.588844154	0.62938835	1.312576895	0.64036	0.487864751	8.780002478
BG075688	Park7	Parkinson disease (autosomal recessive, early onset) 7	Mm.277349	57320		4	4 E2	0.6591	0.7864	0.5987	0.6018	0	0.5582	6	1.468042277	0.681179293	1.310302921	0.534033333	0.407564789	8.780002478
AV087819	Lzic	leucine zipper and CTNNBIP1 domain containing	Mm.332085	69151		4	4 E2	0.54	0	0.4075	0.537	1.681	1.0314	6	1.746969703	0.572419772	1.309968015	0.699483333	0.53396978	8.780002478
BG070550		15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930040F23 product:unknown EST, full insert sequence	Mm.275382					-0.1855	0.3586	0.4585	0.5784	4.5417	2.2585	6	5.517459387	0.181242838	1.308461781	1.335033333	1.020307473	8.780002478
AV016508				NA	AI481226 EST:mammary gland:Mus musculus	NA		0.9288	0.151	0.4521	0.6257	0.2663	1.5742	6	1.684240457	0.593739448	1.308278177	0.66635	0.509333574	8.780002478
AV052029				NA	AA170607 EST:Spleen:Mus musculus	NA		0.64	0.4298	0.5932	0.3622		0.6194	5	1.37259764	0.728545621	1.308215343	0.477255	0.364813792	8.780002478
AV133914				NA	polo-like kinase homolog, (Drosophila)	NA		0.2059	0.74	0.8056	0.4401	0.8285	0.2252	6	1.478821622	0.676214078	1.308159704	0.540883333	0.413468884	8.780002478
BG063523	Incenp	inner centromere protein	Mm.29755	16319		19		0.7481	0.7059	0.6105	-0.0198	0.4332	0.8518	6	1.496479236	0.668235132	1.307087359	0.55495	0.424569939	8.780002478
AI854103	Nudt4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	Mm.24397	71207		10	10 C2	0.489	0.676	0.4888	0.4044	0.4538	0.2502	6	1.381167695	0.724025043	1.306593961	0.460366667	0.352341034	8.780002478
BG073566		Transcribed sequences	Mm.138652					0.4546	0.063	0.5482	0.6351	1.6589	0.6501	6	1.692896288	0.59070364	1.303620772	0.668316667	0.512661873	8.780002478
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								0.4195	0.2719	0.4504	1.2424	0.8922	0.282	6	1.558180216	0.641774289	1.302726462	0.593066667	0.455250341	8.780002478
AA210400	Stat6	signal transducer and activator of transcription 6	Mm.121721	20852		10		0.1215	0.8765	0.3583	0.7061	0.3554	0.9405	6	1.505936219	0.664038747	1.300964744	0.559716667	0.430232002	8.780002478
BG067086	E130314M08Rik	RIKEN cDNA E130314M08 gene	Mm.243962	269582		4	4 D2.2	0.5231	0.4404	0.4188	0.6234	1.9737	0.3199	6	1.807887071	0.553131894	1.300928172	0.71655	0.550799049	8.780002478
AV001976	4933437K13Rik	RIKEN cDNA 4933437K13 gene	Mm.159218	74478		16	16 A1	0.3972	0.2909	0.3741	0.4843	0.5267	0.816	6	1.406073106	0.711200574	1.298058999	0.481533333	0.370964135	8.780002478
AV048950	Plac8	placenta-specific 8	Mm.34609	231507		5		0.9065	0.7842	0.6232	0.7058	0.0572	0.2659	6	1.501799441	0.665867873	1.297320997	0.557133333	0.429449099	8.780002478
BG075564	Racgap1	Rac GTPase-activating protein 1	Mm.273804	26934		15	15 F1	0.4597	0.4528	0.6728	0.1866	1.4015	0.4619	6	1.582551319	0.631891041	1.297163943	0.605883333	0.467083083	8.780002478
BG075601	Stag3	stromal antigen 3	Mm.285609	50878		5		0.1862	0.6244	0.6822	0.566	1.7386	0.2703	6	1.71791682	0.58210036	1.295989945	0.67795	0.523113626	8.780002478
BG095240	Birc5	baculoviral IAP repeat-containing 5	Mm.8552	11799		11	11 E2	0.2537	1.2267	0.9037	1.1476	-0.3458	1.1095	6	1.76057664	0.567995722	1.295223304	0.7159	0.552723224	8.780002478
BG064086	Tubb5	tubulin, beta 5	Mm.273538	22154		17	17 B1	0.3434	0.6119	0.537	0.6921	0.2179	0.4503	6	1.398827204	0.714884581	1.293637754	0.475433333	0.367516588	8.780002478
BG074551	Bub1	budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae)	Mm.2185	NA		NA		0.8213	0.061	0.8682	0.2686	1.0765	0.4448	6	1.551707901	0.644451188	1.293087978	0.590066667	0.456323682	8.780002478
AV042920				NA	AI463404 EST:mammary gland:Mus musculus	NA		0.5216	1.0026	1.1173	0.7629	2.0058	-0.5111	6	2.003876454	0.499032761	1.291593409	0.816516667	0.63217779	8.780002478
NA	NA	NA	NA		NA			1.155	0.233	0.1059	0.7527		1.0935	5	1.549523222	0.645359802	1.290153484	0.618003333	0.479015358	8.780002478
NA	NA	NA	NA		NA			0.7791	0.6364	0.8262	0.099	0.2296	0.6716	6	1.479982297	0.675683758	1.288656239	0.540316667	0.41928689	8.780002478
AV070154	0610007P06Rik	RIKEN cDNA 0610007P06 gene	Mm.28679	67669		7	7 D3	1.2908	0.1007	0.4363	0.5695	0.3759	0.813	6	1.568429832	0.637580324	1.287500511	0.5977	0.464232826	8.780002478
BG074092	Bub1	budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae)	Mm.2185	12235		2		1.0129	0.37	0.9362	0.2133	1.5109	0.0281	6	1.708780138	0.585212795	1.286915639	0.678566667	0.52728139	8.780002478
BG070286	Capza2	capping protein (actin filament) muscle Z-line, alpha 2	Mm.262039	12343		6		0.7277	0.4552	0.5597	0.298	0.7037	0.2075	6	1.418955547	0.704743713	1.286157572	0.491966667	0.38250886	8.780002478
BG076404		Transcribed sequences	Mm.197311					0.1324	0.5929	0.6326	0.4558	2.4456	0.6112	6	2.083556933	0.479948488	1.285467451	0.81175	0.631482345	8.780002478
AV094406				NA	2410001A06	NA		0.7054	0.7314	0.7992	0.381	-0.0173	0.6562	6	1.482872105	0.674366991	1.284422957	0.54265	0.422485442	8.780002478
NA	NA	NA	NA		NA			0.4611	0.4818	0.5592	1.6647	0.0628	0.7467	6	1.689907724	0.591748286	1.283943805	0.662716667	0.516157066	8.780002478
AV065988				NA		NA		0.456	0.8822	0.5692	0.3616	0.1702	0.5968	6	1.436840101	0.695971667	1.283524454	0.506	0.394227004	8.780002478
BG070957		Transcribed sequences	Mm.310293					1.286	-0.1674	0.3812		2.082	1.4204	5	2.090319266	0.47839582	1.283510552	0.843453333	0.657145617	8.780002478
BG073698	2410005K20Rik	RIKEN cDNA 2410005K20 gene	Mm.28291	66409		16	16 A1	0.5293	0.0942	0.2231	0.4834		2.5779	5	2.007779213	0.498062732	1.281392466	0.869771667	0.678770704	8.780002478
AI840874	Arhgap15	Rho GTPase activating protein 15	Mm.239239	76117		2	2 B	0.3143	0.7545	0.4755	0.4482	0.2415	0.6503	6	1.406151285	0.711161033	1.280368186	0.480716667	0.375451899	8.780002478
BG073537	Mgat1	mannoside acetylglucosaminyltransferase 1	Mm.196933	17308		11		0.6334	0.5074	0.557	0.8104	2.1883	-0.0622	6	1.952181747	0.512247388	1.279758368	0.772383333	0.603538412	8.780002478
BE199665	Pkib	protein kinase inhibitor beta, cAMP dependent, testis specific	Mm.262135	18768		10		0.3861	1.1207	1.2111	0.8241	-0.329	0.8468	6	1.693591152	0.59046128	1.279150893	0.676633333	0.528970692	8.780002478
BG071274	Stag1	stromal antigen 1	Mm.42135	20842		9	9 E4	0.2995	0.5396	0.3653	0.847	1.765	0.2501	6	1.726537147	0.579194025	1.277104743	0.67775	0.530692571	8.780002478
BG067161	2310067E08Rik	RIKEN cDNA 2310067E08 gene	Mm.41423	71946		9	9 A1	0.5487	0.4382	0.434	0.6513	3.3452	0.4793	6	2.882653398	0.346902614	1.27702821	0.982783333	0.769586236	8.780002478
AV094498				NA	M38337 milk fat globule membrane protein E8:lactating mammar	NA		0.0938	0.7133	0.5546	0.8669	0.5006	0.3776	6	1.452201568	0.688609641	1.276465821	0.5178	0.405651285	8.780002478
AV020493				NA	AU023618 EST:Mouse unfertilized egg cDNA:Mus musculus	NA		0.4933	0.4312	0.7578	0.187	0.8141	0.3383	6	1.434631139	0.697043284	1.275261412	0.503616667	0.394912496	8.780002478
