DAVIDID	EG	logFC_EG	P.Value_EG	adj.P.Val_EG	ENSID	logFC_ENS	P.Value_ENS	adj.P.Val_ENS	RSID	logFC_RS	P.Value_RS	adj.P.Val_RS	GeneName
160915	298317	0.529337958	7.39E-05	0.000716933	ENSRNOG00000039985	0.551074181	2.48E-05	0.000314381	NM_001013933	0.642887805	4.25E-06	8.80E-05	SIMILAR TO UBIQUITIN-CONJUGATING ENZYME HR6A
204751	361940	0.525191217	2.16E-05	0.000282116	ENSRNOG00000014051	0.524358788	1.78E-05	0.000251619	NM_001008374	0.516069242	2.74E-05	0.000340941	PROGESTERONE RECEPTOR MEMBRANE COMPONENT 2
165373	64367	0.514055301	7.28E-05	0.000707792	ENSRNOG00000016781	0.457612685	5.30E-05	0.000559517	NM_022536	0.528142834	5.57E-05	0.000576952	PEPTIDYLPROLYL ISOMERASE B
204958	293052	0.498900101	7.49E-05	0.000723859	ENSRNOG00000018151	0.525142771	3.25E-05	0.00038954	NM_001008510	0.43217931	0.000115723	0.000986664	INTERFERON-STIMULATED PROTEIN
202260	64564	0.487919055	5.12E-05	0.00053319	ENSRNOG00000004536	0.503761469	3.42E-05	0.000402576	NM_022629	0.466308315	8.22E-05	0.000761691	BUTYROBETAINE (GAMMA), 2-OXOGLUTARATE DIOXYGENASE 1 (GAMMA-BUTYROBETAINE HYDROXYLASE)
204775	308909	0.478907029	3.15E-05	0.000366205	ENSRNOG00000017977	0.470364336	2.89E-05	0.000355421	NM_001006997	0.494406132	2.49E-05	0.000318913	SPHINGOMYELIN PHOSPHODIESTERASE 1, ACID LYSOSOMAL
202657	29197	0.473882225	6.41E-05	0.000636963	ENSRNOG00000009848	0.488310205	4.17E-05	0.000466943	NM_019165	0.520748224	3.60E-05	0.000412103	INTERLEUKIN 18
164297	313648	0.470825895	8.59E-06	0.000140618	ENSRNOG00000015079	0.472019307	5.76E-06	0.000114106	NM_001012104	0.469491317	1.06E-05	0.000159371	DOLICHYL-DI-PHOSPHOOLIGOSACCHARIDE-PROTEIN GLYCOTRANSFERASE (PREDICTED)
165488	29499	0.468547028	1.15E-05	0.000174791	ENSRNOG00000006120	0.492797942	1.50E-05	0.000224793	NM_017221	0.447024037	1.33E-05	0.000192666	SONIC HEDGEHOG HOMOLOG (DROSOPHILA)
151272	84595	0.463262947	8.30E-06	0.000138261	ENSRNOG00000020889	0.471908221	1.10E-05	0.000180092	NM_053463	0.457219137	9.11E-06	0.000144772	NUCLEOBINDIN 1
202528	114095	0.462277212	4.12E-05	0.000446305	ENSRNOG00000020392	0.462798292	5.28E-05	0.000558632	NM_053637	0.45249207	4.52E-05	0.000487281	SYNTAXIN BINDING PROTEIN 3
166977	24786	0.450748893	9.89E-05	0.000883212	ENSRNOG00000002115	0.424928593	7.60E-05	0.000743057	NM_017050	0.456772178	0.000105394	0.000917062	SUPEROXIDE DISMUTASE 1
151625	24420	0.449697756	6.62E-05	0.000655809	ENSRNOG00000002335	0.438977648	5.32E-05	0.000561106	NM_001003978	0.456156388	6.99E-05	0.000682407	G1 TO S PHASE TRANSITION 1
166727	307491	0.44638448	2.45E-05	0.000309074	ENSRNOG00000016087	0.461167625	2.79E-05	0.000346442	NM_001014012	0.428976506	2.43E-05	0.000313093	SIMILAR TO HISTIDYL-TRNA SYNTHETASE-LIKE
166957	116693	0.43364136	3.28E-05	0.000377209	ENSRNOG00000001065	0.437254355	2.45E-05	0.000314102	NM_053912	0.421950815	4.10E-05	0.000450645	PLECKSTRIN HOMOLOGY, SEC7 AND COILED-COIL DOMAINS 3
151085	288091	0.422286216	7.79E-05	0.00074803	ENSRNOG00000003014	0.416214668	6.97E-05	0.000692931	XM_221437	0.426745073	7.45E-05	0.000714122	SIMILAR TO RIKEN CDNA 9630046K23
163649	116641	0.416767094	2.66E-05	0.000325373	ENSRNOG00000018046	0.430156385	1.75E-05	0.000248255	NM_053862	0.367938527	3.03E-05	0.000367067	LECTIN, GALACTOSE BINDING, SOLUBLE 8
190439	24644	0.383994403	5.84E-05	0.000592236	ENSRNOG00000002467	0.372557442	8.57E-05	0.000808923	NM_053291	0.399939919	3.86E-05	0.000431726	PHOSPHOGLYCERATE KINASE 1
205135	298098	0.379252361	1.44E-05	0.000207583	ENSRNOG00000015392	0.377468328	1.57E-05	0.000232906	NM_001007652	0.394649615	1.25E-05	0.000182553	SIMILAR TO DNA POLYMERASE EPSILON P17 SUBUNIT (DNA POLYMERASE EPSILON SUBUNIT 3) (CHROMATIN ACCESSIBILITY COMPLEX 17) (HUCHRAC17) (CHRAC-17)
163902	112400	-0.33159769	7.61E-05	0.000733257	ENSRNOG00000010392	-0.298677133	5.90E-05	0.000607965	NM_031588	-0.355554061	9.01E-05	0.000809546	NEUREGULIN 1
201989	59322	-0.344068035	6.55E-05	0.000649408	ENSRNOG00000007014	-0.407989644	5.46E-05	0.000572721	NM_021686	-0.352360796	4.93E-05	0.000523753	MEMBRANE-ASSOCIATED GUANYLATE KINASE-INTERACTING PROTEIN
164585	24807	-0.345303408	2.99E-05	0.000356007	ENSRNOG00000005853	-0.339651272	4.46E-05	0.000488246	NM_012667	-0.361131361	2.19E-05	0.000288403	TACHYKININ RECEPTOR 1
165371	25106	-0.364956859	1.23E-05	0.000183963	ENSRNOG00000007949	-0.378260569	1.04E-05	0.000173404	NM_031546	-0.364114424	1.09E-05	0.000163048	REGUCALCIN
165356	192211	-0.373248752	2.29E-05	0.000295066	ENSRNOG00000014710	-0.356603444	4.25E-05	0.000472876	NM_138857	-0.389758277	2.01E-05	0.000270218	PROMININ 2
201479	114032	-0.405712112	4.27E-05	0.000460284	ENSRNOG00000018790	-0.396265928	4.24E-05	0.000472098	NM_053630	-0.482190793	9.72E-05	0.000862483	POTASSIUM VOLTAGE-GATED CHANNEL, SUBFAMILY H (EAG-RELATED), MEMBER 4
165416	24250	-0.409751841	5.54E-05	0.000566194	ENSRNOG00000029528	-0.399801648	8.27E-05	0.000786623	NM_012522	-0.430131161	4.73E-05	0.000506446	CYSTATHIONINE BETA SYNTHASE
165773	116699	-0.417409037	1.26E-05	0.000187032	ENSRNOG00000018382	-0.42231647	1.73E-05	0.000247516	NM_053917	-0.387418627	2.15E-05	0.000285521	INOSITOL POLYPHOSPHATE-4-PHOSPHATASE, TYPE II
163630	24600	-0.419015359	2.42E-05	0.000307686	ENSRNOG00000009348	-0.433531124	1.97E-05	0.000268327	NM_021838	-0.424420973	2.18E-05	0.000287889	NITRIC OXIDE SYNTHASE 3, ENDOTHELIAL CELL
161143	114856	-0.42828649	2.71E-05	0.000329068	ENSRNOG00000003977	-0.415251114	3.20E-05	0.000385715	NM_053769	-0.443474443	3.08E-05	0.00036937	DUAL SPECIFICITY PHOSPHATASE 1
200065	171099	-0.430648247	5.55E-05	0.000566892	ENSRNOG00000014761	-0.407398077	8.13E-05	0.000779824	NM_133568	-0.484164236	2.18E-05	0.000287889	RASD FAMILY, MEMBER 2
154211	260321	-0.43176746	6.73E-05	0.000666175	ENSRNOG00000006444	-0.452939031	4.16E-05	0.000466578	XM_342763	-0.425201007	0.000106114	0.000921375	FK506 BINDING PROTEIN 4
161402	84031	-0.435601419	4.09E-05	0.000444278	ENSRNOG00000009411	-0.431985222	3.59E-05	0.000417211	NM_032084	-0.447221834	6.12E-05	0.000614473	CHIMERIN (CHIMAERIN) 2
200406	29402	-0.435929947	8.91E-05	0.000826235	ENSRNOG00000011060	-0.433157717	0.000100153	0.000914042	NM_017188	-0.446984501	5.15E-05	0.000541003	UNC-119 HOMOLOG (C. ELEGANS)
201004	192215	-0.44062417	5.13E-05	0.00053319	ENSRNOG00000028844	-0.429664055	8.19E-05	0.000782141	NM_138858	-0.460099615	3.88E-05	0.0004319	SOLUTE CARRIER FAMILY 9 (SODIUM/HYDROGEN EXCHANGER), ISOFORM 5
165485	282584	-0.44226902	2.89E-05	0.000345617	ENSRNOG00000011560	-0.441267991	3.90E-05	0.000440948	NM_001005761	-0.449387354	2.27E-05	0.000296326	MYOTUBULARIN RELATED PROTEIN 9
203053	290652	-0.444761271	3.12E-05	0.000365074	ENSRNOG00000019944	-0.450721552	2.07E-05	0.000275895	NM_001037180	-0.441107288	2.07E-05	0.000275546	FK506 BINDING PROTEIN 8
202889	289745	-0.445177425	3.46E-05	0.000394318	ENSRNOG00000004640	-0.438773711	3.07E-05	0.00037374	NM_001006960	-0.457758665	2.58E-05	0.000327332	MITOCHONDRIAL PROTEIN, 18 KDA
204499	117265	-0.445918847	5.74E-06	0.000108205	ENSRNOG00000016655	-0.606728305	0.000102018	0.000927432	NM_057125	-0.459498178	8.97E-06	0.000142845	PEROXISOMAL BIOGENESIS FACTOR 6
165971	246311	-0.448819564	2.65E-05	0.000324469	ENSRNOG00000012343	-0.435848435	5.07E-05	0.000541685	NM_145091	-0.471384664	1.36E-05	0.0001962	PYRUVATE DEHYDROGENASE PHOSPHATASE ISOENZYME 2
202201	29410	-0.453724625	3.96E-06	8.19E-05	ENSRNOG00000022405	-0.450781651	5.27E-06	0.00010629	NM_019207	-0.526175548	2.15E-05	0.000285521	NEUROGENIC DIFFERENTIATION 3
163893	246760	-0.462877953	3.85E-05	0.000424201	ENSRNOG00000001277	-0.456076592	7.13E-05	0.000704263	NM_145673	-0.476600925	1.64E-05	0.000225813	V-MAF MUSCULOAPONEUROTIC FIBROSARCOMA ONCOGENE FAMILY, PROTEIN K (AVIAN)
166253	170551	-0.468663907	4.51E-05	0.000481399	ENSRNOG00000006556	-0.481285403	4.30E-05	0.000476357	NM_130746	-0.468513318	3.01E-05	0.000365808	SOLUTE CARRIER FAMILY 5 (SODIUM-DEPENDENT VITAMIN TRANSPORTER), MEMBER 6
201669	25676	-0.48240286	1.12E-05	0.000171469	ENSRNOG00000029185	-0.463207648	9.70E-06	0.000164563	NM_013135	-0.563262834	7.99E-07	2.70E-05	RAS P21 PROTEIN ACTIVATOR 1
200176	50871	-0.485409938	7.18E-05	0.000701122	ENSRNOG00000005492	-0.480826805	5.68E-05	0.000590736	NM_017356	-0.523284748	9.52E-05	0.000846874	NEURAL VISININ-LIKE CA2+-BINDING PROTEIN TYPE 3
202347	24504	-0.487540837	5.18E-05	0.000537073	ENSRNOG00000020097	-0.487444242	8.02E-05	0.000770604	NM_012590	-0.496261661	3.11E-05	0.000372079	INHIBIN ALPHA
163705	50551	-0.488694098	3.66E-05	0.00041109	ENSRNOG00000001890	-0.934004899	1.46E-05	0.000220923	NM_022584	-0.434846983	6.37E-05	0.000634049	THIOREDOXIN REDUCTASE 2
151838	266605	-0.501147594	0.000103219	0.000911945	ENSRNOG00000009993	-0.498792098	6.77E-05	0.000680147	NM_153302	-0.541758973	6.53E-05	0.00064495	MRNA DECAPPING ENZYME
202550	171447	-0.509569511	3.07E-05	0.000362974	ENSRNOG00000032660	-0.5137888	3.34E-05	0.00039605	NM_134408	-0.520179254	2.40E-05	0.000310589	LATROPHILIN 2
199350	24849	-0.51686206	3.62E-05	0.000407126	ENSRNOG00000015290	-0.53241625	3.23E-05	0.000388085	NM_022922	-0.496145293	5.67E-05	0.000583247	TRIOSEPHOSPHATE ISOMERASE 1
161545	29427	-0.517504641	1.55E-06	4.26E-05	ENSRNOG00000000853	-0.457858312	2.89E-06	6.95E-05	NM_017196	-0.56037616	4.35E-07	1.76E-05	ALLOGRAFT INFLAMMATORY FACTOR 1
166582	302557	-0.520827804	2.61E-05	0.000322129	ENSRNOG00000007766	-0.523238999	3.41E-05	0.000402065	NM_001013957	-0.518715741	2.35E-05	0.000305351	SIMILAR TO POLYGLUTAMINE BINDING PROTEIN 1
202959	54305	-0.529555006	4.30E-05	0.000462415	ENSRNOG00000002793	-0.519466126	5.83E-05	0.000601724	NM_019348	-0.549806427	2.44E-05	0.000313653	SOMATOSTATIN RECEPTOR 2
202460	113984	-0.529830003	2.33E-05	0.000298892	ENSRNOG00000010308	-0.538825634	1.69E-05	0.00024302	NM_080778	-0.536036814	3.61E-05	0.000412639	NUCLEAR RECEPTOR SUBFAMILY 2, GROUP F, MEMBER 2
165327	113912	-0.530738669	7.24E-06	0.000126035	ENSRNOG00000030920	-0.523880092	1.06E-05	0.000174618	NM_053613	-0.477970569	9.75E-06	0.000151305	RETICULON 4 RECEPTOR
204361	360647	-0.535198017	7.55E-06	0.000128562	ENSRNOG00000025143	-0.539608083	8.62E-06	0.000152068	NM_001007725	-0.549516937	9.81E-06	0.000151793	INTERCELLULAR ADHESION MOLECULE 2
163468	304285	-0.544382137	1.30E-06	3.75E-05	ENSRNOG00000001010	-0.529676252	2.03E-06	5.36E-05	NM_001037191	-0.566315764	8.99E-07	2.91E-05	SIMILAR TO RIKEN CDNA 2210010N04 GENE
160650	29177	-0.553651743	4.03E-05	0.000440024	ENSRNOG00000006979	-0.559612331	4.72E-05	0.000509302	NM_017122	-0.584314331	2.89E-05	0.000355954	HIPPOCALCIN
200087	361798	-0.555481754	2.16E-06	5.28E-05	ENSRNOG00000030630	-0.527532615	1.90E-05	0.000262893	NM_212463	-0.549468787	7.05E-06	0.000122291	EUCHROMATIC HISTONE LYSINE N-METHYLTRANSFERASE 2
200748	64631	-0.561814642	1.83E-05	0.000250152	ENSRNOG00000010041	-0.566001632	1.04E-05	0.000173404	NM_022690	-0.591501255	4.55E-06	9.09E-05	UBIQUITIN-CONJUGATING ENZYME E2G 1 (UBC7 HOMOLOG, C. ELEGANS)
151205	81757	-0.566888139	1.44E-05	0.000207583	ENSRNOG00000013454	-0.574942722	9.03E-06	0.000157051	NM_031093	-0.519540038	8.35E-05	0.00076997	V-RAL SIMIAN LEUKEMIA VIRAL ONCOGENE HOMOLOG A (RAS RELATED)
203004	300744	-0.576426832	4.77E-05	0.000504512	ENSRNOG00000007442	-0.563325958	7.42E-05	0.000727542	NM_001004247	-0.590557849	3.05E-05	0.000367263	BONE MARROW STROMAL CELL-DERIVED UBIQUITIN-LIKE PROTEIN
151412	313450	-0.577710928	8.83E-06	0.000142619	ENSRNOG00000034040	-0.642886748	6.11E-06	0.000117821	NM_001014791	-0.6180182	4.85E-06	9.41E-05	SIMILAR TO RIKEN CDNA 2810428C21
165967	29517	-0.577855897	3.06E-06	6.84E-05	ENSRNOG00000011815	-0.565406802	4.83E-06	0.000100772	NM_019232	-0.574673577	1.20E-05	0.00017574	SERUM/GLUCOCORTICOID REGULATED KINASE
199259	56817	-0.585567068	1.46E-05	0.000209747	ENSRNOG00000018018	-0.529676763	1.02E-05	0.000171609	NM_020094	-0.54412437	1.02E-05	0.000155246	KV CHANNEL-INTERACTING PROTEIN 2
168564	309376	-0.587971439	9.08E-05	0.000835846	ENSRNOG00000014903	-0.599156111	7.65E-05	0.000746428	NM_199104	-0.600518027	5.84E-05	0.000595256	UNKNOWN (PROTEIN FOR MGC:72597)
201499	366001	-0.593788692	6.98E-07	2.51E-05	ENSRNOG00000007622	-0.591317436	1.33E-06	3.84E-05	XM_345323	-0.611006051	4.28E-07	1.74E-05	ARRESTIN DOMAIN CONTAINING 1
163650	362827	-0.593947124	8.19E-06	0.000136926	ENSRNOG00000020230	-0.570599403	1.26E-05	0.000197932	XM_343155	-0.589027327	2.68E-06	6.38E-05	PROTEIN INHIBITOR OF ACTIVATED STAT, 4
200877	498353	-0.59780455	6.67E-06	0.000119401	ENSRNOG00000026828	-0.58636073	6.83E-06	0.000128656	NM_001017499	-0.634700286	2.37E-06	5.80E-05	SIMILAR TO SEC1 FAMILY DOMAIN CONTAINING PROTEIN 2 (SYNTAXIN BINDING PROTEIN 1-LIKE 1) (NEURONAL SEC1)
166735	365458	-0.603202569	1.86E-05	0.000252703	ENSRNOG00000015235	-0.586852437	2.23E-05	0.000291709	NM_001014246	-0.622513417	1.28E-05	0.000186307	SIMILAR TO CHROMOSOME 10 OPEN READING FRAME 4; SIMILAR TO PUTATIVE ACID PHOSPHATASE F26C11.1
165132	362634	-0.604588391	9.87E-05	0.000883212	ENSRNOG00000012804	-0.599349127	6.90E-05	0.000689471	NM_001008524	-0.618045886	7.99E-05	0.000747683	COMPLEMENT COMPONENT 1, Q SUBCOMPONENT, GAMMA POLYPEPTIDE
161227	140665	-0.606662965	8.37E-05	0.000785217	ENSRNOG00000011582	-0.59045469	0.000107462	0.000960836	NM_080580	-0.643317604	5.93E-05	0.000602936	RAB3D, MEMBER RAS ONCOGENE FAMILY
161166	64030	-0.633675851	3.78E-05	0.000419327	ENSRNOG00000002227	-0.642222321	4.85E-05	0.000522367	NM_022264	-0.589039691	7.55E-05	0.000718972	V-KIT HARDY-ZUCKERMAN 4 FELINE SARCOMA VIRAL ONCOGENE HOMOLOG
168609	315119	-0.646514447	7.52E-06	0.000128562	ENSRNOG00000008133	-0.63001898	8.08E-06	0.000144544	NM_199110	-0.741443691	4.30E-06	8.81E-05	MANIC FRINGE HOMOLOG (DROSOPHILA)
205287	246143	-0.646777968	1.65E-06	4.48E-05	ENSRNOG00000020936	-0.621877243	2.08E-06	5.43E-05	NM_139259	-0.720793653	1.86E-07	1.00E-05	NEUROTROPHIN RECEPTOR ASSOCIATED DEATH DOMAIN
161222	64832	-0.656923698	1.78E-05	0.000245665	ENSRNOG00000000060	-0.658108344	1.82E-05	0.000253741	NM_022864	-0.664990139	1.67E-05	0.000229638	COMPLEXIN 1
203842	294504	-0.657787918	2.54E-05	0.000316297	ENSRNOG00000000558	-0.68227758	2.33E-05	0.00030059	XM_215416	-0.643819167	2.97E-05	0.000361414	PYROPHOSPHATASE (MAPPED)
164278	299738	-0.662701311	2.81E-05	0.000337732	ENSRNOG00000006514	-0.647663227	3.56E-05	0.000416774	NM_001006984	-0.697411474	7.45E-06	0.00012813	TRANSMEMBRANE PROTEIN VEZATIN
166674	654441	-0.667366059	2.21E-05	0.000287178	ENSRNOG00000038616	-0.684559822	1.93E-05	0.000265046	NM_001039085	-0.728064095	5.87E-05	0.000597318	CYTOCHROME C OXIDASE SUBUNIT VIB TESTES-SPECIFIC ISOFORM PRECURSOR
164476	25101	-0.670747832	3.91E-06	8.13E-05	ENSRNOG00000013829	-0.697766292	3.47E-06	7.90E-05	NM_052805	-0.810231061	7.79E-06	0.000131237	CHOLINERGIC RECEPTOR, NICOTINIC, ALPHA POLYPEPTIDE 3
164807	311406	-0.676572495	1.42E-06	4.02E-05	ENSRNOG00000013862	-0.701308446	2.12E-06	5.51E-05	NM_001012089	-0.686358582	5.86E-07	2.18E-05	DUAL SPECIFICITY PHOSPHATASE 2
201030	64458	-0.696967957	1.52E-05	0.000217105	ENSRNOG00000013228	-0.679905811	1.62E-05	0.00023773	NM_033499	-0.667163547	1.15E-05	0.000170155	SCRAPIE RESPONSIVE GENE 1
165833	60338	-0.704555953	6.56E-06	0.000118065	ENSRNOG00000021062	-0.706012926	5.78E-06	0.000114106	NM_021909	-0.615374646	3.27E-05	0.000385396	FXYD DOMAIN-CONTAINING ION TRANSPORT REGULATOR 5
161499	50564	-0.705134769	6.12E-07	2.27E-05	ENSRNOG00000008337	-0.684022214	9.72E-07	3.12E-05	NM_019281	-0.744791975	3.59E-07	1.54E-05	GAP JUNCTION MEMBRANE CHANNEL PROTEIN ALPHA 9
152447	245977	-0.705851407	8.52E-06	0.000140279	ENSRNOG00000011154	-0.706622248	9.31E-06	0.000160482	NM_139110	-0.782897496	1.76E-06	4.75E-05	G PROTEIN-COUPLED RECEPTOR 116
201921	302642	-0.708255465	8.05E-07	2.77E-05	ENSRNOG00000003809	-0.750394328	1.68E-05	0.000242595	NM_001007667	-0.704478326	7.06E-07	2.49E-05	SPERMIDINE/SPERMINE N1-ACETYL TRANSFERASE (MAPPED)
161642	85426	-0.711140516	1.85E-07	9.57E-06	ENSRNOG00000010597	-0.735684482	1.26E-07	7.32E-06	NM_053521	-0.692721212	2.07E-07	1.07E-05	SOLUTE CARRIER FAMILY 5 (CHOLINE TRANSPORTER), MEMBER 7
151249	25033	-0.711288222	1.71E-06	4.57E-05	ENSRNOG00000022714	-0.646347957	4.05E-06	8.85E-05	NM_012719	-0.724543422	5.25E-07	2.02E-05	SOMATOSTATIN RECEPTOR 1
199512	301514	-0.714865209	3.31E-06	7.23E-05	ENSRNOG00000016754	-0.683861289	6.04E-06	0.000117196	NM_001007666	-0.75072627	1.91E-06	5.02E-05	BCS1-LIKE
161176	24779	-0.724497709	5.96E-08	4.21E-06	ENSRNOG00000020951	-0.709781164	8.24E-08	5.49E-06	NM_012651	-0.748069122	4.91E-08	4.17E-06	SOLUTE CARRIER FAMILY 4, MEMBER 1
161702	171112	-0.728082679	2.13E-06	5.27E-05	ENSRNOG00000015904	-0.718699246	2.76E-06	6.73E-05	NM_133581	-0.791331733	1.33E-06	3.90E-05	WAP FOUR-DISULFIDE CORE DOMAIN 1
161582	116669	-0.728159929	5.68E-07	2.14E-05	ENSRNOG00000019689	-0.736241457	3.91E-07	1.63E-05	XM_342759	-0.735171437	8.45E-07	2.79E-05	VON WILLEBRAND FACTOR
160587	24832	-0.746305481	3.15E-05	0.000366205	ENSRNOG00000006604	-0.738488482	3.27E-05	0.000390296	NM_012673	-0.758173907	3.04E-05	0.000367145	THYMUS CELL ANTIGEN 1, THETA
200560	117059	-0.748939207	1.55E-06	4.26E-05	ENSRNOG00000016977	-0.755124713	1.34E-06	3.84E-05	NM_053988	-0.76306836	8.57E-07	2.81E-05	CALBINDIN 2
151613	29221	-0.752082096	1.54E-05	0.000218257	ENSRNOG00000013304	-0.774848723	1.17E-05	0.00018752	NM_017134	-0.638372559	1.92E-06	5.05E-05	ARGINASE 1
200701	64443	-0.752595569	2.66E-07	1.23E-05	ENSRNOG00000026953	-0.757694459	3.14E-07	1.40E-05	NM_031696	-0.757277673	2.33E-07	1.15E-05	G-PROTEIN COUPLED RECEPTOR 88
165315	312083	-0.754039172	1.23E-05	0.000183907	ENSRNOG00000009894	-0.747942645	1.49E-05	0.000224793	XM_231428	-0.767227739	8.35E-06	0.000137197	SIMILAR TO RIKEN CDNA 1700034M03 GENE
202429	25655	-0.77625072	2.67E-06	6.13E-05	ENSRNOG00000014357	-0.753288563	4.04E-06	8.85E-05	NM_021654	-0.881241597	1.93E-06	5.05E-05	GAP JUNCTION MEMBRANE CHANNEL PROTEIN ALPHA 4
160567	54705	-0.784969268	9.47E-05	0.000861061	ENSRNOG00000016180	-0.783107599	0.000104519	0.0009434	NM_019372	-0.80081187	7.36E-05	0.000709666	PROTEIN PHOSPHATASE 2C, MAGNESIUM DEPENDENT, CATALYTIC SUBUNIT
160499	25017	-0.793558432	9.16E-06	0.000146735	ENSRNOG00000022968	-0.771586402	1.20E-05	0.000189791	NM_022178	-0.826240645	7.50E-06	0.0001287	MYOSIN VA
165285	298566	-0.795188175	2.32E-06	5.54E-05	ENSRNOG00000012807	-0.774026701	1.96E-06	5.22E-05	NM_001008515	-0.811758549	1.85E-06	4.92E-05	COMPLEMENT COMPONENT 1, Q SUBCOMPONENT, ALPHA POLYPEPTIDE
164101	361824	-0.797431962	9.54E-06	0.000150968	ENSRNOG00000028356	-0.781496091	1.06E-05	0.000174618	NM_001007008	-0.849109441	5.07E-06	9.76E-05	SIMILAR TO NUR77 DOWNSTREAM PROTEIN 2
165511	81726	-0.803101678	2.07E-06	5.20E-05	ENSRNOG00000013376	-0.787762196	2.79E-06	6.77E-05	NM_031062	-0.86657833	5.67E-06	0.000105688	MEVALONATE (DIPHOSPHO) DECARBOXYLASE
199775	293451	-0.820446786	1.35E-05	0.000197147	ENSRNOG00000017659	-0.805212902	3.41E-05	0.000402065	NM_181370	-0.61325437	9.08E-05	0.000813428	HEPARAN SULFATE (GLUCOSAMINE) 3-O-SULFOTRANSFERASE 2
204286	300519	-0.820790308	3.90E-06	8.13E-05	ENSRNOG00000033217	-0.826017562	3.17E-06	7.44E-05	NM_001004245	-0.735877547	4.20E-05	0.000458384	ENDOTHELIAL CELL ADHESION MOLECULE
199813	361286	-0.827105616	1.89E-05	0.000255609	ENSRNOG00000016873	-0.829353135	1.79E-05	0.000252064	NM_001031660	-0.853232406	1.44E-05	0.000203085	METHIONINE SULFOXIDE REDUCTASE B
164487	24318	-0.827163465	6.94E-07	2.51E-05	ENSRNOG00000008428	-0.811909495	6.59E-07	2.34E-05	NM_012547	-0.795385936	5.01E-07	1.96E-05	DOPAMINE RECEPTOR 2
169314	25117	-0.830940637	8.74E-07	2.94E-05	ENSRNOG00000017084	-0.823351039	5.69E-07	2.14E-05	NM_017081	-0.938373474	5.22E-06	9.93E-05	HYDROXYSTEROID 11-BETA DEHYDROGENASE 2
206807	170899	-0.83908373	3.73E-05	0.000416003	ENSRNOG00000002653	-0.847083818	3.41E-05	0.000402065	NM_172042	-0.868973983	8.13E-06	0.000134249	POTASSIUM CHANNEL, SUBFAMILY K, MEMBER 2
151218	84683	-0.839724482	3.62E-07	1.53E-05	ENSRNOG00000007827	-0.829462392	3.69E-07	1.58E-05	NM_053472	-0.819207092	6.55E-07	2.38E-05	CYTOCHROME C OXIDASE SUBUNIT IV ISOFORM 2
166522	81755	-0.845160344	4.12E-07	1.67E-05	ENSRNOG00000008001	-0.829512605	2.01E-05	0.000271335	NM_031091	-0.96354286	2.58E-07	1.24E-05	RAB3B, MEMBER RAS ONCOGENE FAMILY
166807	25731	-0.855745235	1.12E-05	0.000171247	ENSRNOG00000019318	-0.856541234	1.75E-05	0.000248255	NM_019122	-0.988479331	1.71E-05	0.000234099	SYNAPTOTAGMIN 3
151730	25118	-0.856716933	5.19E-06	0.000100586	ENSRNOG00000012080	-0.838801822	5.80E-06	0.000114106	NM_030994	-0.794589524	9.52E-06	0.000148738	INTEGRIN ALPHA 1
166098	362201	-0.888493366	2.91E-06	6.59E-05	ENSRNOG00000011379	-0.881467379	4.30E-06	9.23E-05	NM_001013204	-0.887570876	2.79E-06	6.58E-05	CYCLIN D-TYPE BINDING-PROTEIN 1
206916	89806	-0.888587774	1.33E-06	3.80E-05	ENSRNOG00000020173	-0.897547311	1.02E-06	3.19E-05	XM_233462	-0.792755225	1.91E-06	5.02E-05	TYROSINE KINASE WITH IMMUNOGLOBULIN-LIKE AND EGF-LIKE DOMAINS 1
159622	81718	-0.896038256	2.27E-06	5.49E-05	ENSRNOG00000000158	-0.906681275	2.69E-06	6.63E-05	NM_052809	-0.896300901	1.80E-06	4.83E-05	CYSTEINE DIOXYGENASE 1, CYTOSOLIC
152103	94340	-0.899137096	4.89E-06	9.58E-05	ENSRNOG00000016265	-0.691123999	2.76E-05	0.000343926	NM_053607	-0.926517453	4.90E-06	9.51E-05	ACYL-COA SYNTHETASE LONG-CHAIN FAMILY MEMBER 5
161832	78956	-0.902394752	7.42E-05	0.000718324	ENSRNOG00000006639	-0.901748444	6.18E-05	0.000632526	NM_133289	-0.916712919	8.29E-05	0.000766517	SODIUM CHANNEL, VOLTAGE-GATED, TYPE 9, ALPHA POLYPEPTIDE
199635	24626	-0.90533599	6.09E-05	0.000614334	ENSRNOG00000005905	-0.897455039	5.56E-05	0.000581601	NM_017031	-0.943536097	5.79E-05	0.000590965	PHOSPHODIESTERASE 4B, CAMP SPECIFIC
201894	25256	-0.916231856	6.00E-07	2.24E-05	ENSRNOG00000034191	-0.905070341	4.24E-07	1.73E-05	NM_012792	-0.930682298	4.83E-07	1.90E-05	FLAVIN CONTAINING MONOOXYGENASE 1
200185	24778	-0.939172665	7.61E-07	2.68E-05	ENSRNOG00000007284	-0.922572213	4.83E-07	1.90E-05	NM_138827	-0.954256005	8.00E-07	2.70E-05	SOLUTE CARRIER FAMILY 2 (FACILITATED GLUCOSE TRANSPORTER), MEMBER 1
159645	170520	-0.947523638	4.44E-07	1.75E-05	ENSRNOG00000011541	-0.918396929	6.77E-07	2.38E-05	NM_130744	-0.985380448	3.56E-07	1.54E-05	CYTOGLOBIN
