Unigene	Gene name	Description	Map	Avg tumor/avg mucosa
Hs.299002	FBL	fibrillarin (FBL), mRNA.	19q13.1	2.549763033
Hs.247186	FBS1	fibrosin 1 (FBS1), mRNA.	16p11.2	1.565591398
Hs.75486	FBXL8	F-box and leucine-rich repeat protein 8 (FBXL8), mRNA.	16q22.1	2.217073171
Hs.531770	FBXO17	F-box protein 17	19q13.2	1.947229551
Hs.403933	FBXO32	F-box protein 32 (FBXO32), transcript variant 2, mRNA.	8q24.13	0.512280702
Hs.128702	FBXO46	PREDICTED: F-box protein 46 (FBXO46), mRNA.	19	1.892361111
Hs.76917	FBXO8	F-box protein 8 (FBXO8), mRNA.	4q34.1	0.636619718
Hs.522507	FBXW5	F-box and WD-40 domain protein 5 (FBXW5), transcript variant 1, mRNA.	9q34.3	2.056027165
Hs.515082	FEM1A	fem-1 homolog a (C.elegans) (FEM1A), mRNA.	19p13.3	1.552028219
Hs.185577	FGF12	fibroblast growth factor 12 (FGF12), transcript variant 1, mRNA.	3q28	1.828220859
Hs.165950	FGFR4	fibroblast growth factor receptor 4 (FGFR4), transcript variant 2, mRNA.	5q35.1-qter	2.659003831
Hs.435369	FHL1	four and a half LIM domains 1 (FHL1), mRNA.	Xq26	0.201527615
Hs.7768	FIBP	fibroblast growth factor (acidic) intracellular binding protein (FIBP), transcript variant 2, mRNA.	11q13.1	1.714285714
Hs.518760	FIP1L1	FIP1 like 1 (S. cerevisiae) (FIP1L1), mRNA.	4q12	1.762910798
Hs.227729	FKBP2	FK506 binding protein 2, 13kDa (FKBP2), transcript variant 2, mRNA.	11q13.1-q13.3	1.983298539
Hs.173464	FKBP8	FK506 binding protein 8, 38kDa (FKBP8), mRNA.	19p12	2.128078818
Hs.446691	FKBP9L	FK506 binding protein 9-like (FKBP9L), mRNA.	7p11.1	2.079691517
Hs.529778	FKSG14	leucine zipper protein FKSG14 (FKSG14), mRNA.	5p15.2-q12.3	2.376811594
	FKSG42	FKSG42		2.042307692
Hs.488478	FLJ10099	Hypothetical protein FLJ10099	7q11.21	1.497050147
	FLJ10120	Hypothetical protein FLJ10120		1.994428969
Hs.351099	FLJ10241	hypothetical protein FLJ10241 (FLJ10241), mRNA.	19q13.2	1.980434783
Hs.415220	FLJ10439	hypothetical protein FLJ10439 (FLJ10439), mRNA.	11q12.3	1.919047619
Hs.144130	FLJ10618	Hypothetical protein FLJ10618	3q23	0.496915311
Hs.61142	FLJ10661	hypothetical protein FLJ10661 (FLJ10661), mRNA.	11q13.4	2.351239669
Hs.533139	FLJ10925	hypothetical protein FLJ10925 (FLJ10925), mRNA.	7q22.1	0.511820821
Hs.444301	FLJ10986	Hypothetical protein FLJ10986	1p32.1	1.641350211
Hs.274448	FLJ11029	hypothetical protein FLJ11029 (FLJ11029), mRNA.	17q23.2	1.976344086
Hs.254642	FLJ11506	hypothetical protein FLJ11506 (FLJ11506), mRNA.	15q22.33-q23	1.823333333
	FLJ11710	Hypothetical protein FLJ11710		1.409810127
Hs.306291	FLJ11712	Hypothetical protein FLJ11712	13q14.3	0.544965787
Hs.325846	FLJ11806	nuclear protein UKp68 (FLJ11806), transcript variant 4, mRNA.	14q31.3	2.394067797
	FLJ11827	Hypothetical protein FLJ11827		1.436573311
Hs.84753	FLJ12442	hypothetical protein FLJ12442 (FLJ12442), mRNA.	3p21.1	2.462068966
Hs.444535	FLJ12476	hypothetical protein FLJ12476 (FLJ12476), mRNA.	15q23	2.042763158
Hs.444552	FLJ12529	pre-mRNA cleavage factor I, 59 kDa subunit (FLJ12529), mRNA.	11q12.2	1.635179153
Hs.157103	FLJ12644	hypothetical protein FLJ12644 (FLJ12644), mRNA.	19q13.41	0.650465357
Hs.211472	FLJ12800	Hypothetical protein FLJ12800	3p21.31	0.653033708
Hs.161429	FLJ13273	hypothetical protein FLJ13273 (FLJ13273), mRNA.	4q24	0.478415665
Hs.102928	FLJ13479	hypothetical protein FLJ13479 (FLJ13479), mRNA.	16p11.2	1.825072886
Hs.75277	FLJ13910	hypothetical protein FLJ13910 (FLJ13910), mRNA.	2p11.2	0.529063509
Hs.390395	FLJ14007	hypothetical protein FLJ14007 (FLJ14007), mRNA.	8q21.13	1.583623693
Hs.288042	FLJ14299	hypothetical protein FLJ14299 (FLJ14299), mRNA.	8p12	3.328903654
Hs.75668	FLJ14490	Hypothetical protein FLJ14490	1p34.2	2.070080863
Hs.516077	FLJ14668	hypothetical protein FLJ14668 (FLJ14668), mRNA.	2p13.3	2.109223301
Hs.13453	FLJ14753	hypothetical protein FLJ14753 (FLJ14753), mRNA.	9q22.32	1.625796178
Hs.343334	FLJ14800	hypothetical protein FLJ14800 (FLJ14800), mRNA.	12q13.13	3.53525641
Hs.521800	FLJ14825	hypothetical protein FLJ14825 (FLJ14825), mRNA.	8q24.13	1.77724359
Hs.528365	FLJ14959	Hypothetical protein FLJ14959	19p13.2	1.660749507
Hs.321689	FLJ14981	hypothetical protein FLJ14981 (FLJ14981), mRNA.	19p13.3	1.507481297
Hs.528655	FLJ20209	Hypothetical protein FLJ20209	3p21.31	1.571428571
Hs.370262	FLJ20255	Hypothetical protein FLJ20255	17q25.1	2.570552147
Hs.516450	FLJ20297	hypothetical protein FLJ20297 (FLJ20297), mRNA.	2q21.1	1.652811736
	FLJ20306	Hypothetical protein FLJ20306		0.543850545
Hs.500398	FLJ20315	hypothetical protein FLJ20315 (FLJ20315), mRNA.	17q23.2	2.614255765
Hs.521328	FLJ20397	hypothetical protein FLJ20397 (FLJ20397), mRNA.	7p22.3	1.997474747
Hs.495553	FLJ20433	hypothetical protein FLJ20433 (FLJ20433), mRNA.	9q34.3	3.211699164
Hs.460857	FLJ20481	hypothetical protein FLJ20481 (FLJ20481), mRNA.	16q12.2	1.610311751
Hs.438867	FLJ20489	Hypothetical protein FLJ20489	12q13.11	1.679794521
Hs.377705	FLJ20531	hypothetical protein FLJ20531 (FLJ20531), mRNA.	1q44	2.092274678
Hs.467587	FLJ20719	Hypothetical protein FLJ20719	1p36.13	2.271255061
Hs.323489	FLJ20758	FLJ20758 protein (FLJ20758), mRNA.	2p11.2	3.01
Hs.169615	FLJ20989	hypothetical protein FLJ20989 (FLJ20989), mRNA.	8q24.3	1.821428571
Hs.24808	FLJ21168	hypothetical protein FLJ21168 (FLJ21168), mRNA.	1p13.1	1.534772182
	FLJ21459	Hypothetical protein FLJ21459		1.90430622
Hs.444664	FLJ21816	hypothetical protein FLJ21816 (FLJ21816), mRNA.	16p12.1	2.288018433
Hs.29288	FLJ21865	endo-beta-N-acetylglucosaminidase (FLJ21865), mRNA.	17q25.3	0.564858491
Hs.475382	FLJ22405	hypothetical protein FLJ22405 (FLJ22405), mRNA.	3p26	0.548552583
Hs.209715	FLJ22624	FLJ22624 protein (FLJ22624), mRNA.	13q22.1	1.96090535
	FLJ23519	Hypothetical protein FLJ23519		1.806837607
Hs.132104	FLJ25369	hypothetical protein FLJ25369 (FLJ25369), mRNA.	2p11.2	4.308641975
Hs.334715	FLJ25555	hypothetical protein FLJ25555 (FLJ25555), mRNA.	17q11.2	2.462882096
Hs.355570	FLJ30656	hypothetical protein FLJ30656 (FLJ30656), mRNA.	17q21.31	2.688421053
Hs.514179	FLJ31153	hypothetical protein FLJ31153 (FLJ31153), mRNA.	16p13.11	2.307926829
	FLJ31846	hypothetical protein FLJ31846 (FLJ31846), mRNA.	13q14.11	0.529158513
Hs.420076	FLJ32370	hypothetical protein FLJ32370 (FLJ32370), mRNA.	8q12.1	0.529144587
Hs.388297	FLJ32440	hypothetical protein FLJ32440 (FLJ32440), mRNA.	8q24.13	1.779735683
Hs.129293	FLJ32796	hypothetical protein FLJ32796 (FLJ32796), mRNA.	1q32.3	1.59778086
Hs.511849	FLJ32833	hypothetical protein FLJ32833 (FLJ32833), mRNA.	1p13.3	1.955390335
Hs.434123	FLJ40244	Hypothetical protein FLJ40244	17p11.2	0.471631206
Hs.479223	FLJ90013	Hypothetical protein FLJ90013	4p15.32	0.666862861
Hs.551763	FLJ90723	Hypothetical protein FLJ90723	5p13.1	0.680592279
	FLJ90834	hypothetical protein FLJ90834 (FLJ90834), mRNA.	11q13.2	1.468172485
Hs.283565	FOSL1	FOS-like antigen 1 (FOSL1), mRNA.	11q13	1.899665552
Hs.155591	FOXF1	forkhead box F1 (FOXF1), mRNA.	16q24	0.486733002
Hs.132161	FOXK2	forkhead box K2 (FOXK2), transcript variant 3, mRNA.	17q25	1.772727273
Hs.335084	FPGS	folylpolyglutamate synthase (FPGS), mRNA.	9cen-q34	1.865116279
Hs.99855	FPRL1	formyl peptide receptor-like 1 (FPRL1), transcript variant 1, mRNA.	19q13.3-q13.4	2.435185185
Hs.338207	FRAP1	FK506 binding protein 12-rapamycin associated protein 1 (FRAP1), mRNA.	1p36.2	1.740740741
Hs.369448	FRAS1	Fraser syndrome 1 (FRAS1), transcript variant 2, mRNA.	4q21.21	1.583617747
Hs.140720	FRAT2	frequently rearranged in advanced T-cell lymphomas 2 (FRAT2), mRNA.	10q24.1	1.529032258
Hs.30561	FSBP	fibrinogen silencer binding protein (FSBP), mRNA.	8q22.1	2.016091954
Hs.348920	FSHPRH1	FSH primary response (LRPR1 homolog, rat) 1 (FSHPRH1), mRNA.	Xq22.1	0.515652952
Hs.333125	FTHL17	ferritin, heavy polypeptide-like 17 (FTHL17), mRNA.	Xp21	0.607108549
Hs.269099	FUBP1	far upstream element (FUSE) binding protein 1 (FUBP1), mRNA.	1p31.1	1.784431138
Hs.54943	FXC1	fracture callus 1 homolog (rat) (FXC1), mRNA.	11p15.5-p15.3	1.935483871
Hs.29978	FXN	frataxin (FXN), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	9q13-q21.1	1.608445298
Hs.52788	FXR2	fragile X mental retardation, autosomal homolog 2 (FXR2), mRNA.	17p13.1	1.519578313
Hs.333418	FXYD5	FXYD domain containing ion transport regulator 5, transcript variant 2	19q12-q13.1	4.923728814
Hs.302634	FZD8	frizzled homolog 8 (Drosophila) (FZD8), mRNA.	10p11.21	2.3117338
Hs.413133	FZR1	fizzy/cell division cycle 20 related 1 (Drosophila) (FZR1), mRNA.	19p13.3	1.360074627
Hs.523847	G1P3	interferon, alpha-inducible protein (clone IFI-6-16), transcript variant 1	1p35	2.853470437
Hs.292493	G22P1	thyroid autoantigen 70kDa (Ku antigen) (G22P1), mRNA.	22q13.2-q13.31	1.859315589
Hs.461047	G6PD	glucose-6-phosphate dehydrogenase (G6PD), nuclear gene encoding mitochondrial protein, mRNA.	Xq28	2.322033898
Hs.1437	GAA	glucosidase, alpha; acid (Pompe disease, glycogen storage disease type II)	17q25.2-q25.3	1.98694517
Hs.287537	GALNAC4S-6ST	B cell RAG associated protein (GALNAC4S-6ST), mRNA.	10q26	0.573849879
Hs.158353	GALR3	galanin receptor 3 (GALR3), mRNA.	22q13.1	1.570162482
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	4.339622642
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.516129032
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.438848921
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.65
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.72826087
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.353846154
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.292517007
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.210884354
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.416058394
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.043209877
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.111111111
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.11409396
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	1.831325301
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	1.879310345
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	1.731578947
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	1.890243902
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	1.715053763
Hs.404321	GARS	glycyl-tRNA synthetase (GARS), mRNA.	7p15	2.510548523
Hs.473648	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase (GART), transcript variant 1, mRNA.	21q22.11	1.781407035
Hs.431792	GAS8	growth arrest-specific 8 (GAS8), mRNA.	16q24.3	2.574938575
Hs.367725	GATA2	GATA binding protein 2	3q21.3	1.926267281
Hs.550567	GATS	opposite strand transcription unit to STAG3 (GATS), mRNA.	7q22.1	2.06281407
Hs.315230	GC20	translation factor sui1 homolog (GC20), mRNA.	3p22.1	0.390032007
Hs.86724	GCH1	GTP cyclohydrolase 1 (dopa-responsive dystonia) (GCH1), mRNA.	14q22.1-q22.2	1.888888889
Hs.546256	GCSH	glycine cleavage system protein H (aminomethyl carrier) (GCSH), mRNA.	16q23.2	1.809210526
Hs.550500	GDF11	growth differentiation factor 11 (GDF11), mRNA.	12q13.2	1.909620991
Hs.299055	GDI2	GDP dissociation inhibitor 2 (GDI2), mRNA.	10p15	1.624535316
Hs.109590	GENX-3414	genethonin 1 (GENX-3414), mRNA.	4q24-q25	0.548488008
Hs.109425	GFRA1	GDNF family receptor alpha 1 (GFRA1), transcript variant 2, mRNA.	10q26	4.684210526
Hs.499158	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1 (GGA1), transcript variant 2, mRNA.	22q13.31	0.710144928
Hs.37023	GHRH	growth hormone releasing hormone (GHRH), mRNA.	20q11.2	0.42796158
Hs.268849	GLO1	glyoxalase I (GLO1), mRNA.	6p21.3-p21.1	1.65483871
Hs.421907	GLTSCR2	glioma tumor suppressor candidate region gene 2 (GLTSCR2), mRNA.	19q13.3	2.417391304
Hs.551552	GM632	KIAA1196 protein (GM632), mRNA.	20q13.33	0.441070137
Hs.532265	Gm83	gene model 83 (Gm83), mRNA.	8q22.3	2.074324324
Hs.185172	GNB2	guanine nucleotide binding protein (G protein), beta polypeptide 2	7q22	1.906666667
Hs.270543	GNB4	guanine nucleotide binding protein (G protein), beta polypeptide 4	3q26.32	0.55222525
Hs.187772	GNG2	Guanine nucleotide binding protein (G protein), gamma 2	14q21	0.300840336
Hs.522664	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like (GNL3L), mRNA.	Xp11.22	2.215311005
Hs.522664	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like (GNL3L), mRNA.	Xp11.22	1.960493827
Hs.278500	GNPDA1	glucosamine-6-phosphate deaminase 1 (GNPDA1), mRNA.	5q21	0.398246255
Hs.7953	GOLGA7	golgi autoantigen, golgin subfamily a, 7, transcript variant 1	8p11.21	1.626548673
Hs.4742	GPAA1	GPAA1P anchor attachment protein 1 homolog (yeast) (GPAA1), mRNA.	8q24.3	1.740298507
Hs.466436	GPATC1	G patch domain containing 1 (GPATC1), mRNA.	19q13.11	1.623616236
Hs.420757	GPATC2	G patch domain containing 2 (GPATC2), mRNA.	1q41	2.129824561
Hs.328232	GPC1	glypican 1 (GPC1), mRNA.	2q35-q37	0.499279885
Hs.503666	GPKOW	G patch domain and KOW motifs (GPKOW), mRNA.	Xp11.23	2.515306122
Hs.512461	GPR107	G protein-coupled receptor 107	9q34.11	2.161290323
Hs.20961	GPR146	G protein-coupled receptor 146 (GPR146), mRNA.	7p22.3	0.533553875
Hs.31181	GPR157	G protein-coupled receptor 157	1p36.22	2.252964427
Hs.188859	GPR20	G protein-coupled receptor 20 (GPR20), mRNA.	8q24.2-q24.3	2.208191126
Hs.513633	GPR56	G protein-coupled receptor 56 (GPR56), transcript variant 3, mRNA.	16q13	1.585526316
Hs.272383	GPR57	Transcribed locus, moderately similar to XP_136990.2 gene model 225, (NCBI) [Mus musculus]	6	0.638975967
Hs.58561	GPR87	G protein-coupled receptor 87 (GPR87), mRNA.	3q24	0.51081944
Hs.446438	GPRC5C	G protein-coupled receptor, family C, group 5, member C (GPRC5C), transcript variant 1, mRNA.	17q25	2.211214953
Hs.268530	GPS1	G protein pathway suppressor 1 (GPS1), transcript variant 2, mRNA.	17q25.3	1.737463127
Hs.515642	GPSN2	glycoprotein, synaptic 2 (GPSN2), mRNA.	19p13.12	2.08778626
Hs.433951	GPX4	glutathione peroxidase 4 (phospholipid hydroperoxidase) (GPX4), mRNA.	19p13.3	2.315508021
Mm.276702	Grb7	Growth factor receptor bound protein 7	11	1.941558442
Hs.155742	GRHPR	glyoxylate reductase/hydroxypyruvate reductase (GRHPR), mRNA.	9q12	1.653731343
Hs.103501	GRK1	G protein-coupled receptor kinase 1 (GRK1), mRNA.	13q34	1.760683761
Hs.248131	GRM6	glutamate receptor, metabotropic 6 (GRM6), mRNA.	5q35	0.597560976
Hs.475336	GRM7	Glutamate receptor, metabotropic 7	3p26.1-p25.1	2.821305842
Hs.514220	GRN	granulin (GRN), transcript variant 1, mRNA.	17q21.32	1.853658537
Hs.445733	GSK3B	Glycogen synthase kinase 3 beta	3q13.3	1.910274964
Hs.522373	GSN	gelsolin (amyloidosis, Finnish type) (GSN), transcript variant 2, mRNA.	9q33	0.519062931
Hs.82327	GSS	glutathione synthetase (GSS), mRNA.	20q11.2	1.833333333
Hs.523836	GSTP1	glutathione S-transferase pi (GSTP1), mRNA.	11q13	2.027667984
Hs.547415	GTF2A1	General transcription factor IIA, 1, 19/37kDa	14q31.1	0.660430839
Hs.485070	GTF2H4	General transcription factor IIH, polypeptide 4, 52kDa	6p21.3	1.98125
Hs.520459	GTF2I	general transcription factor II, i (GTF2I), transcript variant 4, mRNA.	7q11.23	2.371710526
Hs.156302	GTF2IRD1	GTF2I repeat domain containing 1, transcript variant 2	7q11.23	3.791231733
Hs.445977	GTF3A	general transcription factor IIIA (GTF3A), mRNA.	13q12.3-q13.1	2.75562701
Hs.522840	GTPBP6	GTP binding protein 6 (putative) (GTPBP6), mRNA.	Yp11.32	1.956097561
Hs.778	GUCA2A	guanylate cyclase activator 2A (guanylin) (GUCA2A), mRNA.	1p35-p34	0.202536333
Hs.32966	GUCA2B	guanylate cyclase activator 2B (uroguanylin) (GUCA2B), mRNA.	1p34-p33	0.294610264
Hs.376933	GUK1	guanylate kinase 1 (GUK1), mRNA.	1q32-q41	1.525139665
	H2AFKP	H2A histone family, member K, pseudogene		3.347826087
Hs.420272	H2AFY	H2A histone family, member Y (H2AFY), transcript variant 2, mRNA.	5q31.3-q32	1.998171846
Hs.119192	H2AFZ	H2A histone family, member Z (H2AFZ), mRNA.	4q24	3.344537815
	H2BFD	H2B histone family, member D		0.652982681
Hs.518265	H41	hypothetical protein H41 (H41), mRNA.	3q22.1	1.88630491
Hs.463511	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	1p36	1.744645799
Hs.494567	HABP4	Hyaluronan binding protein 4	9q22.3-q31	0.538398018
Hs.124015	HAGHL	hydroxyacylglutathione hydrolase-like (HAGHL), transcript variant 1, mRNA.	16p13.3	1.961165049
Hs.410596	HAN11	WD-repeat protein (HAN11), transcript variant 1, mRNA.	17q23.3	1.813664596
Hs.410596	HAN11	WD-repeat protein	17q23.3	1.78125
Hs.158300	HAP1	huntingtin-associated protein 1 (neuroan 1), transcript variant 2	17q21.2-q21.3	0.486227779
Hs.20205	HBBP1	Hemoglobin, beta pseudogene 1	11p15.5	0.525083612
Hs.370360	HCCA2	HCCA2 protein (HCCA2), mRNA.	11p15.5	0.644575094
Hs.124161	HCN2	hyperpolarization activated cyclic nucleotide-gated potassium channel 2 (HCN2), mRNA.	19p13.3	1.612565445
Hs.88556	HDAC1	histone deacetylase 1 (HDAC1), mRNA.	1p34	1.548148148
Hs.26593	HDAC10	Histone deacetylase 10	22q13.31	1.875656743
Hs.26593	HDAC10	histone deacetylase 10 (HDAC10), mRNA.	22q13.31	1.689189189
Hs.404802	HDAC11	histone deacetylase 11 (HDAC11), mRNA.	3p25.1	1.482598608
Hs.519632	HDAC3	histone deacetylase 3 (HDAC3), mRNA.	5q31	1.464052288
Hs.506748	HDGF	hepatoma-derived growth factor (high-mobility group protein 1-like) (HDGF), mRNA.	1q21-q23	1.70292887
Hs.471851	HDLBP	high density lipoprotein binding protein (vigilin) (HDLBP), mRNA.	2q37	1.710920771
Hs.370140	HELZ	Hypothetical protein LOC284019	17q24.2	0.401702128
Hs.146211	HERC2P7	Hect domain and RLD 2 pseudogene 7	15q11-q13	3.141935484
Hs.51891	HERC4	Hect domain and RLD 4	10q21.3	0.649106734
Hs.514590	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate (HGS), mRNA.	17q25	2.141221374
Hs.72956	HIC1	hypermethylated in cancer 1 (HIC1), mRNA.	17p13.3	0.505102041
Hs.517434	HIC2	hypermethylated in cancer 2 (HIC2), mRNA.	22q11.21	0.564147627
Hs.7917	HIG1	likely ortholog of mouse hypoxia induced gene 1 (HIG1), mRNA.	3p22.1	0.540106952
Hs.532363	HIPK1	homeodomain interacting protein kinase 1, transcript variant 4	1p13.2	1.484984985
Hs.397465	HIPK2	homeodomain interacting protein kinase 2 (HIPK2), mRNA.	7q32-q34	1.562937063
Hs.7644	HIST1H1C	histone 1, H1c (HIST1H1C), mRNA.	6p21.3	2.214285714
Hs.136857	HIST1H1D	histone 1, H1d (HIST1H1D), mRNA.	6p21.3	2.765306122
Hs.248133	HIST1H1E	Histone 1, H1e	6p21.3	2.410526316
Hs.484950	HIST1H2AC	Histone 1, H2ac	6p21.3	0.431232092
Hs.406691	HIST1H2AJ	histone 1, H2aj (HIST1H2AJ), mRNA.	6p22-p21.3	6.234042553
Hs.550491	HIST1H2AK	histone 1, H2ak (HIST1H2AK), mRNA.	6p22-p21.3	2.881818182
Hs.134999	HIST1H2AM	histone 1, H2am (HIST1H2AM), mRNA.	6p22-p21.3	4.465753425
Hs.182432	HIST1H2BM	histone 1, H2bm (HIST1H2BM), mRNA.	6p22-p21.3	5.037735849
Hs.132854	HIST1H3I	histone 1, H3i (HIST1H3I), mRNA.	6p22-p21.3	3.057142857
Hs.248178	HIST1H4A	Histone 1, H4a	6p21.3	2.383458647
Hs.46423	HIST1H4C	histone 1, H4c (HIST1H4C), mRNA.	6p21.3	2.327272727
Hs.530461	HIST2H2AA	histone 2, H2aa (HIST2H2AA), mRNA.	1q21.2	3.621212121
Hs.534370	HIST2H4	histone 2, H4 (HIST2H4), mRNA.	1q21	2.980392157
Hs.325890	HIVEP3	Human immunodeficiency virus type I enhancer binding protein 3	1p34	3.032818533
Hs.446374	HKE2	HLA class II region expressed gene KE2 (HKE2), mRNA.	6p21.3	1.75483871
Hs.1802	HLA-DOB	major histocompatibility complex, class II, DO beta (HLA-DOB), mRNA.	6p21.3	0.436654034
Hs.373741	HM13	histocompatibility (minor) 13 (HM13), transcript variant 1, mRNA.	20q11.21	2.685714286
	HMG4L	High-mobility group (nonhistone chromosomal) protein 4-like		2.142857143
Hs.518805	HMGA1	high mobility group AT-hook 1 (HMGA1), transcript variant 5, mRNA.	6p21	5.349206349
Hs.434102	HMGB1	high-mobility group box 1 (HMGB1), mRNA.	13q12	3.255154639
Hs.434953	HMGB2	high-mobility group box 2 (HMGB2), mRNA.	4q31	2.263803681
Hs.11899	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase (HMGCR), mRNA.	5q13.3-q14	1.799076212
Hs.356285	HMGN1	high-mobility group nucleosome binding domain 1 (HMGN1), mRNA.	21q22.2	2.291666667
Hs.284279	HMOX2	heme oxygenase (decycling) 2 (HMOX2), mRNA.	16p13.3	1.650817236
Hs.546261	HNRPA1	heterogeneous nuclear ribonucleoprotein A1, transcript variant 1	12q13.1	3.748091603
Hs.487774	HNRPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 (HNRPA2B1), transcript variant A2, mRNA.	7p15	2.896226415
	HNRPA3	Heterogeneous nuclear ribonucleoprotein A3		0.532846715
Hs.248746	HNRPAB	heterogeneous nuclear ribonucleoprotein A/B , transcript variant 2	5q35.3	2.490322581
Hs.508848	HNRPC	heterogeneous nuclear ribonucleoprotein C (C1/C2), transcript variant 2	14q11.2	0.445249597
Hs.480073	HNRPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa) (HNRPD), transcript variant 3, mRNA.	4q21.1-q21.2	1.865625
Hs.202166	HNRPH1	heterogeneous nuclear ribonucleoprotein H1 (H) (HNRPH1), mRNA.	5q35.3	2.419354839
Hs.278857	HNRPH2	heterogeneous nuclear ribonucleoprotein H2 (H) (HNRPH2), mRNA.	Xq22	1.96107056
Hs.465808	HNRPM	heterogeneous nuclear ribonucleoprotein M, transcript variant 2	19p13.3-p13.2	2.715277778
Hs.373763	HNRPR	heterogeneous nuclear ribonucleoprotein R (HNRPR), mRNA.	1p36.12	0.411355115
Hs.129051	HOMER1	homer homolog 1 (Drosophila) (HOMER1), mRNA.	5q14.2	2.387755102
Hs.410683	HOMER3	homer homolog 3 (Drosophila) (HOMER3), mRNA.	19p13.11	1.3930131
Hs.30792	HOOK2	hook homolog 2 (Drosophila) (HOOK2), mRNA.	19p13.13	2.141287284
Hs.514292	HOXB8	homeo box B8 (HOXB8), mRNA.	17q21.3	2.181481481
Hs.463350	HOXB9	homeo box B9 (HOXB9), mRNA.	17q21.3	2.395209581
Hs.83465	HOXD1	homeo box D1 (HOXD1), mRNA.	2q31.1	1.476623377
Hs.467696	HPCAL1	hippocalcin-like 1 (HPCAL1), transcript variant 1, mRNA.	2p25.1	1.810810811
Hs.512155	HPR	haptoglobin-related protein (HPR), mRNA.	16q22.1	1.721311475
Hs.474436	HPS4	Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 4, mRNA.	22cen-q12.3	1.669753086
Hs.37003	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog, transcript variant 1	11p15.5	1.366766467
Hs.502775	HRASLS3	HRAS-like suppressor 3 (HRASLS3), mRNA.	11q12.3-q13.1	1.764906303
Hs.443507	HRB	HIV-1 Rev binding protein (HRB), mRNA.	2q36.3	2.759375
Hs.533030	HRIHFB2122	Tara-like protein (HRIHFB2122), transcript variant 1, mRNA.	22q13.1	1.776824034
Hs.20521	HRMT1L2	HMT1 hnRNP methyltransferase-like 2 (S. cerevisiae) (HRMT1L2), transcript variant 3, mRNA.	19q13.3	2.011560694
Hs.288969	HSCARG	HSCARG protein (HSCARG), mRNA.	16p13.3	2.709401709
Hs.500159	HSD17B1	hydroxysteroid (17-beta) dehydrogenase 1 (HSD17B1), mRNA.	17q11-q21	1.766606822
Hs.132513	HSD17B12	hydroxysteroid (17-beta) dehydrogenase 12 (HSD17B12), mRNA.	11p11.2	3.146341463
Hs.162795	HSD17B2	hydroxysteroid (17-beta) dehydrogenase 2 (HSD17B2), mRNA.	16q24.1-q24.2	0.274134119
Hs.406861	HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4 (HSD17B4), mRNA.	5q21	2.18258427
Hs.446373	HSGT1	suppressor of S. cerevisiae gcr2 (HSGT1), mRNA.	10q22.1	2.498550725
