Probe ID	Gene Symbol	Description	CM/ES Fold change	CM/EB Fold change	FH/ES Fold change	FH/EB Fold change	AH/ES Fold change	AH/EB Fold change
460039	DKFZp564J157	proline rich 13	-19.82	-7.52	-340.98	-129.44	-35	-13.29
1820600	KIAA1913	KIAA1913	-19.71	-23.04	-12.76	-14.91	-208.51	-243.74
3290152	PHF17	PHD finger protein 17	-19.56	-5.4	-6	-1.66	-12.65	-3.49
1240754	OAS2	2-5-oligoadenylate synthetase 2, 69/71kDa	-19.48	-6.67	-0.03	-0.01	-0.01	0
4060066	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	-19.4	-8.73	-1.36	-0.61	-15.45	-6.95
1980619	LBP	lipopolysaccharide binding protein	-19.17	-3.17	-14.93	-2.47	-121.57	-20.12
6940725	AMY1B	amylase, alpha 1B; salivary	-19.1	-14.46	-6.91	-5.24	-15.57	-11.79
5390546	PIWIL2	piwi-like 2 (Drosophila)	-18.96	-5.4	-26.47	-7.54	-219.66	-62.61
4010053	HLA-DRB3	major histocompatibility complex, class II, DR beta 3	-18.89	-20.19	-0.22	-0.23	-0.03	-0.03
3800564	FBN3	fibrillin 3	-18.85	-15.81	-17.61	-14.77	-1090.21	-914.18
4590598	GAP43	growth associated protein 43	-18.82	-19.86	-7.19	-7.59	-29.88	-31.53
2680487	UNC5A	unc-5 homolog A (C. elegans)	-18.54	-7.93	-20.26	-8.66	-392.62	-167.9
630470	FLJ35934	FLJ35934 protein	-18.49	-30.24	-2.48	-4.05	-160.9	-263.18
6420286	C15orf42	chromosome 15 open reading frame 42	-18.39	-6.09	-18.52	-6.14	-251.57	-83.35
20279	C1orf172	chromosome 1 open reading frame 172	-18.39	-4.81	-105.27	-27.54	-18.07	-4.73
3930731	DLL3	delta-like 3 (Drosophila)	-18.3	-64.06	-122.89	-430.11	-122.89	-430.11
4540768	SALL4	sal-like 4 (Drosophila)	-18.24	-4.09	-1677.34	-375.89	-1822.35	-408.39
7570674	CHRM3	cholinergic receptor, muscarinic 3	-18.22	-14.83	-3.88	-3.15	-7.51	-6.12
2600184	GJA1	gap junction protein, alpha 1, 43kDa (connexin 43)	-18.14	-8.95	-1.67	-0.82	-2.33	-1.15
6480500	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	-18.05	-5.06	-0.09	-0.03	-0.02	-0.01
2350730	CMTM7	CKLF-like MARVEL transmembrane domain containing 7	-18.05	-16.71	-3.18	-2.94	-305.9	-283.28
7650156	EMP1	epithelial membrane protein 1	-17.99	-5.18	-0.32	-0.09	-0.55	-0.16
6560162	PTGES	prostaglandin E synthase	-17.98	-7.01	-7.58	-2.96	-15.69	-6.12
6020017	C10orf116	chromosome 10 open reading frame 116	-17.97	-3.88	-0.17	-0.04	-0.03	-0.01
5700341	SOX3	SRY (sex determining region Y)-box 3	-17.95	-30.8	-11.52	-19.77	-172.64	-296.24
1990193	PFN3	profilin 3	-17.87	-3.6	-7.16	-1.44	-0.21	-0.04
3840278	TCERG1L	transcription elongation regulator 1-like	-17.82	-14.93	-397.12	-332.65	-397.12	-332.65
3990196	UMPS	uridine monophosphate synthetase (orotate phosphoribosyl transferase and orotidine-5-decarboxylase)	-17.76	-2.3	-242.27	-31.33	-242.27	-31.33
4290382	CRYM	crystallin, mu	-17.75	-8.76	-1.18	-0.58	-0.05	-0.02
7200180	HCLS1	hematopoietic cell-specific Lyn substrate 1	-17.69	-5.16	-0.52	-0.15	-0.47	-0.14
6270164	MARVELD3	MARVEL domain containing 3	-17.6	-7.18	-443.3	-180.89	-199.08	-81.24
520097	HIST1H4K	histone 1, H4k	-17.58	-4.47	-9.28	-2.36	-14.71	-3.74
2570551	KCNAB2	potassium voltage-gated channel, shaker-related subfamily, beta member 2	-17.42	-74.35	-1.06	-4.53	-0.22	-0.96
6040639	AIM2	absent in melanoma 2	-17.35	-151.41	-6.04	-52.68	-59.07	-515.56
5490608	DEPDC1B	DEP domain containing 1B	-17.23	-12.34	-42.33	-30.31	-168.74	-120.85
610070	DUX4C	double homeobox 4c	-17.15	-7.82	-15.51	-7.07	-3.25	-1.48
3140717	HEYL	hairy/enhancer-of-split related with YRPW motif-like	-17.04	-43.81	-0.1	-0.25	-0.12	-0.31
1400193	KIAA1754L	KIAA1754-like	-17.03	-6.21	-5.87	-2.14	-69.51	-25.34
5550609	TNK1	tyrosine kinase, non-receptor, 1	-16.92	-4.9	-58.82	-17.03	-58.82	-17.03
7400450	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	-16.72	-5.39	-512.65	-165.3	-513.91	-165.71
4670017	KRTCAP3	keratinocyte associated protein 3	-16.69	-2.56	-23.68	-3.63	-187.37	-28.75
1980427	IRAK4	interleukin-1 receptor-associated kinase 4	-16.68	-16.09	-0.13	-0.12	-0.38	-0.37
4390332	RCN3	reticulocalbin 3, EF-hand calcium binding domain	-16.59	-8.07	-2.05	-1	-5.61	-2.73
2320086	RNASE6	ribonuclease, RNase A family, k6	-16.58	-2.43	-0.04	-0.01	-0.05	-0.01
7320450	ZNF81	zinc finger protein 81	-16.49	-8.52	-73.03	-37.74	-152.28	-78.7
1660575	NLGN4X	neuroligin 4, X-linked	-16.43	-6.97	-16.16	-6.85	-52.49	-22.26
4850379	GABRR1	gamma-aminobutyric acid (GABA) receptor, rho 1	-16.42	-16.91	-16.42	-16.91	-1.55	-1.6
4180647	ARHGEF5	Rho guanine nucleotide exchange factor (GEF) 5	-16.42	-7.32	-8.9	-3.97	-13.81	-6.15
6760767	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	-16.37	-9.34	-4.15	-2.37	-169.62	-96.8
4540255	S100Z	S100 calcium binding protein Z	-16.25	-46.92	-5.77	-16.66	-4.23	-12.22
6940280	ORC1L	origin recognition complex, subunit 1-like (yeast)	-16.24	-3.58	-28.84	-6.36	-432.61	-95.45
1030561	C9orf71	chromosome 9 open reading frame 71	-16.13	-10.69	-0.57	-0.38	-0.43	-0.29
6510181	OTX2	orthodenticle homolog 2 (Drosophila)	-16.12	-18.26	-87.36	-98.94	-418.85	-474.38
6980541	GRB7	growth factor receptor-bound protein 7	-16.09	-2	-19.28	-2.4	-302.45	-37.61
3890056	NEK11	NIMA (never in mitosis gene a)-related kinase 11	-16.03	-74.72	-0.28	-1.29	-0.19	-0.88
6400661	C20orf160	chromosome 20 open reading frame 160	-16.02	-6	-1.23	-0.46	-0.89	-0.33
730167	SCRL	chromosome 19 open reading frame 41	-16	-3.22	-8.76	-1.76	-4.73	-0.95
2030270	RAB3C	RAB3C, member RAS oncogene family	-15.97	-20.11	-449.27	-565.55	-449.27	-565.55
4210056	TNFAIP2	tumor necrosis factor, alpha-induced protein 2	-15.96	-8.92	-0.76	-0.42	-0.54	-0.3
6520497	ACTG1	actin, gamma 1	-15.78	-12.27	-3.47	-2.7	-12.17	-9.47
2470044	ZNF101	zinc finger protein 101	-15.7	-4.46	-45.38	-12.9	-563.95	-160.3
650021	ELL3	elongation factor RNA polymerase II-like 3	-15.64	-4.49	-5.41	-1.55	-30.06	-8.63
3290324	ACP5	acid phosphatase 5, tartrate resistant	-15.61	-2.92	-11.6	-2.17	-3.9	-0.73
6960717	ZNF537	teashirt family zinc finger 3	-15.57	-15.97	-1.38	-1.42	-3.34	-3.43
1260270	ATP6V1B1	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1 (Renal tubular acidosis with deafness)	-15.54	-409.26	-0.7	-18.39	-1.89	-49.9
7040341	PABPC3	poly(A) binding protein, cytoplasmic 3	-15.53	-9.35	-8.85	-5.33	-549.09	-330.52
2850075	STARD5	START domain containing 5	-15.5	-23.58	-56.71	-86.27	-0.89	-1.36
6590437	CNFN	cornifelin	-15.48	-3.45	-22.88	-5.1	-31.67	-7.06
5550187	IGFBP4	insulin-like growth factor binding protein 4	-15.48	-3.74	-3	-0.72	-3.25	-0.78
60066	LOC388595	hypothetical protein LOC388595	-15.46	-2.67	-71.46	-12.35	-5.33	-0.92
5670711	CDCP1	CUB domain containing protein 1	-15.36	-8.24	-8.42	-4.52	-4.97	-2.66
4280136	C20orf59	chromosome 20 open reading frame 59	-15.3	-4.19	-511.98	-140.11	-511.98	-140.11
990553	FLJ20647	coiled-coil domain containing 109B	-15.26	-5.42	-6.26	-2.22	-7.36	-2.62
4780672	QPCT	glutaminyl-peptide cyclotransferase (glutaminyl cyclase)	-15.25	-4.16	-2.82	-0.77	-7.98	-2.18
4060209	CHGA	chromogranin A (parathyroid secretory protein 1)	-15.24	-7.44	-19.46	-9.49	-212.3	-103.57
4860630	CDCP1	CUB domain containing protein 1	-15.23	-6.69	-15.14	-6.65	-10.03	-4.41
6400717	TMEM108	transmembrane protein 108	-15.02	-10.91	-1.37	-1	-8.01	-5.81
2680465	SLC16A4	solute carrier family 16, member 4 (monocarboxylic acid transporter 5)	-14.98	-109.26	-0.15	-1.12	-0.78	-5.68
3400307	VMD2L1	vitelliform macular dystrophy 2-like 1	-14.89	-2.76	-22.63	-4.19	-6.8	-1.26
6620431	ITPR3	inositol 1,4,5-triphosphate receptor, type 3	-14.82	-7.42	-2.21	-1.11	-3.03	-1.52
4210474	RASAL1	RAS protein activator like 1 (GAP1 like)	-14.77	-6.95	-392.63	-184.88	-12.07	-5.68
1050192	STEAP1	six transmembrane epithelial antigen of the prostate 1	-14.74	-6.41	-13.14	-5.71	-13.11	-5.7
3400386	SOX10	SRY (sex determining region Y)-box 10	-14.72	-61.25	-1.67	-6.95	-2.05	-8.52
3940424	SYNGR3	synaptogyrin 3	-14.72	-4.71	-70.44	-22.52	-119.89	-38.34
7550356	HISPPD2A	Histidine acid phosphatase domain containing 2A	-14.58	-20.42	-2.93	-4.1	-15.57	-21.8
2850156	TUBB3	tubulin, beta 3	-14.57	-17.56	-8.65	-10.43	-216.24	-260.65
3840356	NFIX	nuclear factor I/X (CCAAT-binding transcription factor)	-14.46	-4.12	-0.16	-0.04	-0.09	-0.03
3310053	KIAA1727	KIAA1727 protein	-14.46	-4.08	-4.04	-1.14	-45.71	-12.89
6620634	KCNK5	potassium channel, subfamily K, member 5	-14.36	-2.21	-10.97	-1.69	-12.66	-1.95
7040020	PSMB8	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)	-14.33	-2.54	-2.12	-0.38	-1.56	-0.28
6350669	COL15A1	collagen, type XV, alpha 1	-14.3	-52.87	-0.09	-0.32	-0.12	-0.44
2760121	COL1A2	collagen, type I, alpha 2	-14.3	-23.35	-0.32	-0.53	-2.85	-4.65
3610768	CDON	Cdon homolog (mouse)	-14.21	-20.27	-15.09	-21.53	-3.41	-4.87
3520228	RAB11FIP4	RAB11 family interacting protein 4 (class II)	-14.19	-8.26	-777.41	-452.27	-9.47	-5.51
5910195	ADAM12	ADAM metallopeptidase domain 12 (meltrin alpha)	-14.19	-34.62	-1.68	-4.1	-0.59	-1.44
6550730	RGMA	RGM domain family, member A	-14.14	-13.35	-1.8	-1.7	-1.19	-1.12
2600315	TERF1	telomeric repeat binding factor (NIMA-interacting) 1	-14.07	-2.68	-18.29	-3.48	-29.43	-5.6
580594	UPK2	uroplakin 2	-14.05	-187.55	-14.05	-187.55	-0.15	-2.04
4280300	BCAT1	branched chain aminotransferase 1, cytosolic	-13.97	-15.51	-10.49	-11.65	-38.76	-43.03
2030100	GABRA4	gamma-aminobutyric acid (GABA) A receptor, alpha 4	-13.87	-38.21	-2.95	-8.13	-0.16	-0.44
620010	PCNXL2	pecanex-like 2 (Drosophila)	-13.77	-3.86	-368.93	-103.41	-1223.36	-342.89
5860500	EIF2C3	eukaryotic translation initiation factor 2C, 3	-13.75	-2.34	-4.58	-0.78	-15.25	-2.6
2640722	CD33	CD33 molecule	-13.73	-11.82	-0.09	-0.08	-0.12	-0.1
4250291	AOX1	aldehyde oxidase 1	-13.72	-5.32	-3.67	-1.42	-1.83	-0.71
580273	OR8H1	olfactory receptor, family 8, subfamily H, member 1	-13.71	-48.61	-13.71	-48.61	-0.21	-0.74
4920176	CD24	CD24 molecule	-13.59	-4.39	-87.5	-28.24	-320.03	-103.29
1190278	FKSG30	actin-like protein	-13.53	-5.97	-6.02	-2.66	-12.57	-5.55
5290017	DLX4	distal-less homeobox 4	-13.53	-72.89	-4.24	-22.86	-0.61	-3.27
6420446	S100A10	S100 calcium binding protein A10	-13.42	-11.07	-2.72	-2.24	-2.56	-2.12
580196	MBD2	methyl-CpG binding domain protein 2	-13.41	-5.52	-11.93	-4.91	-173.67	-71.5
4570364	CTHRC1	collagen triple helix repeat containing 1	-13.4	-12.85	-0.53	-0.51	-2.49	-2.38
2370524	TNFAIP6	tumor necrosis factor, alpha-induced protein 6	-13.36	-5.78	-0.38	-0.16	-0.69	-0.3
2260220	ACOT7	acyl-CoA thioesterase 7	-13.33	-11.66	-27.72	-24.24	-7.1	-6.21
3130605	HLA-G	HLA-G histocompatibility antigen, class I, G	-13.24	-5.36	-21.19	-8.57	-2.42	-0.98
2940026	ANKRD19	ankyrin repeat domain 19	-13.16	-5.58	-40.89	-17.35	-40.89	-17.35
4760634	MLPH	melanophilin	-13.07	-8.25	-6.41	-4.04	-0.16	-0.1
540056	SLA2	Src-like-adaptor 2	-13.03	-54.36	-0.5	-2.1	-2.99	-12.49
7100358	TACSTD1	tumor-associated calcium signal transducer 1	-13	-5.89	-71.8	-32.51	-180.27	-81.63
3830072	CBLC	Cas-Br-M (murine) ecotropic retroviral transforming sequence c	-13	-2.54	-16.7	-3.27	-686.88	-134.49
2120711	AGBL2	ATP/GTP binding protein-like 2	-13	-54.52	-12.52	-52.54	-0.71	-2.97
6220088	C19orf19	chromosome 19 open reading frame 19	-12.94	-4.18	-5.06	-1.63	-4.67	-1.51
6250687	C1orf62	chromosome 1 open reading frame 62	-12.93	-31.23	-1.58	-3.82	-0.23	-0.55
510082	ASPHD1	aspartate beta-hydroxylase domain containing 1	-12.91	-12.99	-29.66	-29.84	-14.16	-14.25
2600709	OLFML3	olfactomedin-like 3	-12.63	-11.05	-2.54	-2.22	-4.96	-4.34
3120608	AIF1	allograft inflammatory factor 1	-12.62	-3.5	-0.04	-0.01	-0.05	-0.01
6130451	ASTE1	asteroid homolog 1 (Drosophila)	-12.62	-2.67	-0.19	-0.04	-0.26	-0.05
3890646	MTAC2D1	membrane targeting (tandem) C2 domain containing 1	-12.61	-5.01	-44.3	-17.62	-3.7	-1.47
4060100	MICB	MHC class I polypeptide-related sequence B	-12.54	-3.81	-11.15	-3.39	-12.72	-3.87
6550403	SLC24A6	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6	-12.51	-6.3	-1.46	-0.74	-1.19	-0.6
5960520	HIST1H2BI	histone 1, H2bi	-12.5	-4.43	-12.5	-4.43	-0.27	-0.09
2070332	CD38	CD38 molecule	-12.48	-20.89	-0.31	-0.52	-0.17	-0.28
4230014	TGIF	TGFB-induced factor (TALE family homeobox)	-12.44	-5.79	-15.57	-7.25	-892.66	-415.65
3060670	FOXA3	forkhead box A3	-12.44	-2.12	-99.68	-16.98	-194.52	-33.13
6560494	OAS1	2,5-oligoadenylate synthetase 1, 40/46kDa	-12.42	-2.75	-5.75	-1.27	-0.19	-0.04
2320519	RIMS2	regulating synaptic membrane exocytosis 2	-12.3	-16.63	-4.14	-5.59	-264.3	-357.29
2690452	IFIT3	interferon-induced protein with tetratricopeptide repeats 3	-12.3	-29.06	-0.25	-0.58	-0.05	-0.12
3930593	SEMA4D	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	-12.26	-6.5	-10.98	-5.83	-22.43	-11.9
2450333	HDGFL1	hepatoma derived growth factor-like 1	-12.25	-14.47	-1.41	-1.67	-0.27	-0.32
7650433	GPR64	G protein-coupled receptor 64	-12.21	-2.38	-3.11	-0.61	-10.25	-1.99
4050333	LAMC3	laminin, gamma 3	-12.21	-7.59	-3.52	-2.19	-25.38	-15.78
1090017	PLEKHH2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	-12.14	-15.54	-0.71	-0.91	-1.62	-2.07
1110528	MT3	metallothionein 3 (growth inhibitory factor (neurotrophic))	-12.11	-24.85	-0.02	-0.05	-0.03	-0.07
4150168	ANKRD13D	ankyrin repeat domain 13 family, member D	-12.09	-20.06	-50.01	-82.96	-0.89	-1.48
620674	OR6Q1	olfactory receptor, family 6, subfamily Q, member 1	-12.08	-63.24	-3.71	-19.4	-0.15	-0.77
7200064	RASGEF1A	RasGEF domain family, member 1A	-12.07	-6.78	-27.32	-15.35	-4.77	-2.68
3830504	TBXA2R	thromboxane A2 receptor	-12.05	-17.47	-0.09	-0.13	-0.13	-0.19
5810327	KIAA1893	G protein regulated inducer of neurite outgrowth 1	-12.02	-7.91	-41.1	-27.06	-9.83	-6.47
4150309	ZNF649	zinc finger protein 649	-12	-2.58	-11.25	-2.42	-18.47	-3.96
6100497	CCNF	cyclin F	-11.98	-5.13	-11.31	-4.85	-229.43	-98.33
1470176	TUBB2B	tubulin, beta 2B	-11.96	-9.89	-10.07	-8.32	-109.12	-90.21
7320044	CRYM	crystallin, mu	-11.95	-9.55	-0.76	-0.61	-0.02	-0.02
6280189	CLDN6	claudin 6	-11.95	-2.81	-272.54	-64.11	-57.46	-13.52
670719	KCNA1	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)	-11.92	-10.09	-4.56	-3.86	-0.21	-0.18
3370349	LOC283174		-11.88	-4.53	-0.64	-0.24	-1.62	-0.62
4260632	GDF1	growth differentiation factor 1	-11.83	-61.82	-1.23	-6.42	-1.23	-6.44
5720372	HBZ	hemoglobin, zeta	-11.82	-47.32	-0.02	-0.07	-0.64	-2.58
1980328	SLC6A15	solute carrier family 6, member 15	-11.82	-15.48	-43.16	-56.52	-273.01	-357.52
1580181	TKT	transketolase (Wernicke-Korsakoff syndrome)	-11.78	-4.68	-16.98	-6.74	-22.94	-9.11
3460224	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	-11.77	-5.18	-18.02	-7.94	-35.97	-15.84
6840438	ISLR	immunoglobulin superfamily containing leucine-rich repeat	-11.77	-8.58	-0.24	-0.17	-0.48	-0.35
6040630	CXXC6	CXXC finger 6	-11.75	-7.4	-6.16	-3.88	-118.91	-74.93
940059	C9orf52	chromosome 9 open reading frame 52	-11.75	-4.62	-17.6	-6.92	-843.98	-331.8
2710102	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	-11.68	-3.1	-103.32	-27.4	-459.95	-122
7150008	EPHB1	EPH receptor B1	-11.67	-14.22	-6.4	-7.79	-12.09	-14.72
1010309	NDST4	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4	-11.65	-144.63	-0.77	-9.59	-0.54	-6.7
5270754	PKD1L2	polycystic kidney disease 1-like 2	-11.6	-6.2	-0.16	-0.09	-0.14	-0.07
940520	C20orf151	chromosome 20 open reading frame 151	-11.58	-35.45	-1.27	-3.89	-1.94	-5.92
7330326	MOXD1	monooxygenase, DBH-like 1	-11.58	-5.91	-2.1	-1.07	-4.92	-2.51
3990543	DCX	doublecortex; lissencephaly, X-linked (doublecortin)	-11.58	-132.69	-1.4	-15.99	-14.17	-162.38
1580609	KIAA1622	KIAA1622	-11.5	-9.18	-379.11	-302.58	-130.38	-104.06
4060465	APPBP1	amyloid beta precursor protein binding protein 1	-11.45	-2.67	-124.64	-29.05	-124.64	-29.05
6650520	NEFH	neurofilament, heavy polypeptide 200kDa	-11.44	-3.04	-23.86	-6.34	-268.71	-71.36
5260762	MAMDC2	MAM domain containing 2	-11.41	-9.27	-1.08	-0.87	-0.47	-0.38
1240088	OSBPL10	oxysterol binding protein-like 10	-11.4	-3.81	-15.98	-5.34	-23.06	-7.7
2970646	SLC7A11	solute carrier family 7, (cationic amino acid transporter, y+ system) member 11	-11.39	-7.28	-236.03	-150.94	-236.03	-150.94
6060220	CD72	CD72 molecule	-11.38	-3.68	-5.88	-1.9	-4.88	-1.58
60671	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	-11.36	-3.8	-132.63	-44.41	-59.79	-20.02
4010288	SPANXC	SPANX family, member C	-11.32	-99.8	-1.81	-15.94	-0.81	-7.18
6560450	40059 septin 3	-11.25	-7.65	-8.69	-5.91	-30.41	-20.68
3130059	RHBDL1	rhomboid, veinlet-like 1 (Drosophila)	-11.24	-4.06	-3.03	-1.09	-6.9	-2.49
60356	SEZ6	seizure related 6 homolog (mouse)	-11.24	-3	-2.65	-0.71	-250.01	-66.75
360685	PRPS2	phosphoribosyl pyrophosphate synthetase 2	-11.21	-6.16	-5.67	-3.11	-13.86	-7.62
6510463	MFSD2	major facilitator superfamily domain containing 2	-11.2	-4.17	-4.48	-1.67	-138.83	-51.7
6520259	CCKAR	cholecystokinin A receptor	-11.18	-61.59	-11.18	-61.59	-0.38	-2.11
5860603	SPAG4	sperm associated antigen 4	-11.16	-5.9	-3.54	-1.87	-12.21	-6.46
2320358	C5orf16	chromosome 5 open reading frame 16	-11.11	-3.57	-7.55	-2.43	-356.29	-114.57
2120487	JARID2	Jumonji, AT rich interactive domain 2	-11.08	-3.04	-8.07	-2.21	-17.36	-4.76
2940411	COL6A2	collagen, type VI, alpha 2	-11.03	-9.19	-1.29	-1.07	-2.43	-2.03
5670468	COL6A2	collagen, type VI, alpha 2	-11.03	-6.69	-1.54	-0.94	-2.9	-1.76
7210286	MYB	v-myb myeloblastosis viral oncogene homolog (avian)	-11.02	-2.44	-4.86	-1.07	-653.67	-144.68
6350553	MSC	musculin (activated B-cell factor-1)	-11.02	-3.65	-0.67	-0.22	-0.87	-0.29
630022	ADRA2C	adrenergic, alpha-2C-, receptor	-11.01	-10.56	-3.6	-3.45	-2.42	-2.32
5720240	FGF8	fibroblast growth factor 8 (androgen-induced)	-11.01	-2.69	-60.22	-14.71	-81.46	-19.89
5290259	AZU1	azurocidin 1 (cationic antimicrobial protein 37)	-11	-45.56	-0.08	-0.33	-51.12	-211.73
1580025	CACNG1	calcium channel, voltage-dependent, gamma subunit 1	-11	-133.26	-0.06	-0.76	-0.9	-10.91
3190592	NLN	neurolysin (metallopeptidase M3 family)	-10.98	-3.01	-28.58	-7.82	-13.04	-3.57
2810327	RAB3B	RAB3B, member RAS oncogene family	-10.96	-3.93	-43.6	-15.63	-100.55	-36.05
7320056	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	-10.95	-2.73	-4.26	-1.06	-18.6	-4.63
130358	GLI1	glioma-associated oncogene homolog 1 (zinc finger protein)	-10.94	-4.12	-8.85	-3.33	-181.7	-68.39
150424	C1orf61	chromosome 1 open reading frame 61	-10.93	-2.96	-5.03	-1.37	-248.1	-67.29
5220707	INA	internexin neuronal intermediate filament protein, alpha	-10.91	-9.42	-9.86	-8.51	-137.12	-118.42
940551	PSAT1	phosphoserine aminotransferase 1	-10.9	-5.68	-42.26	-22.03	-337.34	-175.86
6860068	SLC16A11	solute carrier family 16, member 11 (monocarboxylic acid transporter 11)	-10.89	-5.75	-9.69	-5.11	-2.01	-1.06
6380521	SPANXB1	SPANX family, member B1	-10.89	-85.95	-1.12	-8.82	-2.69	-21.25
1710286	MFNG	manic fringe homolog (Drosophila)	-10.88	-12.67	-0.81	-0.94	-0.72	-0.84
5700110	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	-10.86	-4.22	-30.51	-11.86	-46.08	-17.91
2100446	CRLF1	cytokine receptor-like factor 1	-10.83	-4.13	-2.65	-1.01	-1.92	-0.73
3120674	NALP7	NACHT, leucine rich repeat and PYD containing 7	-10.82	-3.37	-7.82	-2.44	-4	-1.25
2470524	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	-10.79	-12.97	-2.51	-3.02	-2.94	-3.53
3060736	AURKB	aurora kinase B	-10.78	-3.93	-8.52	-3.11	-361.72	-131.92
6550634	RARRES2	retinoic acid receptor responder (tazarotene induced) 2	-10.66	-5.03	-3.55	-1.67	-3.29	-1.55
1230253	PLA2G10	phospholipase A2, group X	-10.63	-3.63	-9.27	-3.17	-6.78	-2.31
5670328	SPATA6	spermatogenesis associated 6	-10.63	-11.9	-1.55	-1.73	-3.99	-4.47
7650520	TUSC1	tumor suppressor candidate 1	-10.61	-5.73	-0.01	0	-0.01	0
2450100	ASPHD2	aspartate beta-hydroxylase domain containing 2	-10.6	-6.78	-49.53	-31.67	-399.55	-255.48
1190193	DDIT4	DNA-damage-inducible transcript 4	-10.59	-6.72	-1.91	-1.21	-4.3	-2.73
5550224	TFF3	trefoil factor 3 (intestinal)	-10.59	-2.6	-1.09	-0.27	-1.77	-0.43
540634	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	-10.58	-6.4	-4.07	-2.46	-0.15	-0.09
7320255	HELT	Hey-like transcriptional repressor	-10.57	-46.19	-3.96	-17.31	-0.43	-1.88
4480010	HS3ST2	heparan sulfate (glucosamine) 3-O-sulfotransferase 2	-10.57	-8.73	-17.03	-14.07	-196.03	-161.92
780600	KLK6	kallikrein 6 (neurosin, zyme)	-10.56	-30.34	-304.91	-875.91	-812.35	-2333.6
2510524	ZNF493	zinc finger protein 493	-10.56	-4.48	-19.75	-8.38	-18.44	-7.83
2760379	CACNG7	calcium channel, voltage-dependent, gamma subunit 7	-10.55	-5.63	-24.74	-13.19	-236.52	-126.13
4830414	FLJ43692	ARHGEF5-like	-10.49	-4.73	-97.41	-43.93	-3.54	-1.6
540563	GJB3	gap junction protein, beta 3, 31kDa (connexin 31)	-10.42	-35.85	-10.42	-35.85	-0.5	-1.71
2100240	TMEPAI	transmembrane, prostate androgen induced RNA	-10.39	-3.9	-1.16	-0.43	-1.06	-0.4
7200193	C19orf35	chromosome 19 open reading frame 35	-10.37	-4.41	-37.95	-16.12	-0.63	-0.27
3520148	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	-10.35	-20.39	-3.63	-7.14	-4.95	-9.76
6420278	SEMA6A	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	-10.32	-6.66	-4.67	-3.01	-11.03	-7.12
4480465	TOP1MT	topoisomerase (DNA) I, mitochondrial	-10.3	-5.16	-11.79	-5.9	-18.43	-9.23
520142	URP2	UNC-112 related protein 2	-10.27	-16.2	-0.18	-0.29	-0.18	-0.29
3940521	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif, 2	-10.27	-6.64	-0.32	-0.21	-1.86	-1.2
5290315	EPS8L1	EPS8-like 1	-10.27	-9.88	-8.85	-8.51	-11.94	-11.49
2100711	A2ML1	alpha-2-macroglobulin-like 1	-10.25	-2.29	-7.35	-1.64	-3.92	-0.87
3130064	RNF133	ring finger protein 133	-10.25	-63.5	-2.47	-15.3	-0.31	-1.89
430609	TPST2	tyrosylprotein sulfotransferase 2	-10.2	-2.43	-8.49	-2.03	-7.16	-1.71
4070039	RPIP8	RaP2 interacting protein 8	-10.19	-18.36	-0.41	-0.74	-1.69	-3.05
3460681	3-Sep	septin 3	-10.17	-8.91	-14.16	-12.41	-164.48	-144.17
5270356	TMBIM4	transmembrane BAX inhibitor motif containing 4	-10.16	-2.23	-0.31	-0.07	-0.19	-0.04
3360484	BST2	bone marrow stromal cell antigen 2	-10.12	-16.79	-4.43	-7.36	-1.02	-1.69
4180601	IQGAP1	IQ motif containing GTPase activating protein 1	-10.05	-6.83	-3.68	-2.5	-2.83	-1.92
5310022	COCH	coagulation factor C homolog, cochlin (Limulus polyphemus)	-10.01	-4.09	-23.25	-9.49	-8.2	-3.35
2650653	UGT3A2	UDP glycosyltransferase 3 family, polypeptide A2	-9.98	-2.68	-163.01	-43.71	-98.5	-26.41
