GO ID	Go Term	P-Value	Probe Set ID	Gene Symbol	Fold Change	Gene Title
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	213844_at	HOXA5	0.59	homeo box A5
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	212642_s_at	HIVEP2	0.60	human immunodeficiency virus type I enhancer binding protein 2
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	212914_at	CBX7	0.60	chromobox homolog 7
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	209289_at	NFIB	0.61	nuclear factor I/B
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	210832_x_at	PTGER3	0.62	prostaglandin E receptor 3 (subtype EP3)
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	200800_s_at	HSPA1A	0.62	heat shock 70kDa protein 1A
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	213029_at	NFIB	0.63	nuclear factor I/B
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	217738_at	PBEF1	0.65	pre-B-cell colony enhancing factor 1
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	217739_s_at	PBEF1	0.66	pre-B-cell colony enhancing factor 1
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	203409_at	DDB2	1.75	damage-specific DNA binding protein 2, 48kDa
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	202517_at	CRMP1	1.90	collapsin response mediator protein 1
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	202589_at	TYMS	1.99	thymidylate synthetase
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	213228_at	PDE8B	2.30	phosphodiesterase 8B
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	213435_at	SATB2	2.37	SATB family member 2
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0043138	3 to 5 DNA helicase activity	0.0171	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0042083	5,10-methylenetetrahydrofolate-dependent methyltransferase activity	0.0171	202589_at	TYMS	1.99	thymidylate synthetase
GO:0004684	calmodulin-dependent protein kinase I activity	0.0171	203139_at	DAPK1	0.64	death-associated protein kinase 1
GO:0005586	collagen type III	0.0171	215076_s_at	COL3A1	1.57	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0005586	collagen type III	0.0171	201852_x_at	COL3A1	1.58	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0005594	collagen type IX	0.0171	213622_at	COL9A2	1.66	collagen, type IX, alpha 2
GO:0003815	complement component C1r activity	0.0171	212067_s_at	C1R	0.64	complement component 1, r subcomponent
GO:0003815	complement component C1r activity	0.0171	208747_s_at	C1S	0.60	complement component 1, s subcomponent
GO:0009157	deoxyribonucleoside monophosphate biosynthesis	0.0171	202589_at	TYMS	1.99	thymidylate synthetase
GO:0009162	deoxyribonucleoside monophosphate metabolism	0.0171	202589_at	TYMS	1.99	thymidylate synthetase
GO:0009263	deoxyribonucleotide biosynthesis	0.0171	202589_at	TYMS	1.99	thymidylate synthetase
GO:0006231	dTMP biosynthesis	0.0171	202589_at	TYMS	1.99	thymidylate synthetase
GO:0046073	dTMP metabolism	0.0171	202589_at	TYMS	1.99	thymidylate synthetase
GO:0001599	endothelin-A receptor activity	0.0171	204464_s_at	EDNRA	1.80	endothelin receptor type A
GO:0001599	endothelin-A receptor activity	0.0171	204463_s_at	EDNRA	2.57	endothelin receptor type A
GO:0006858	extracellular transport	0.0171	204682_at	LTBP2	1.89	latent transforming growth factor beta binding protein 2
GO:0008937	ferredoxin reductase activity	0.0171	207813_s_at	FDXR	1.65	ferredoxin reductase
GO:0004324	ferredoxin-NADP+ reductase activity	0.0171	207813_s_at	FDXR	1.65	ferredoxin reductase
GO:0004883	glucocorticoid receptor activity	0.0171	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0048333	mesoderm cell differentiation	0.0171	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0001710	mesoderm cell fate commitment	0.0171	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0007500	mesoderm cell fate determination	0.0171	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0005902	microvillus	0.0171	208623_s_at	VIL2	0.41	villin 2 (ezrin)
GO:0003956	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	0.0171	207220_at	DO	1.98	Dombrock blood group
GO:0004516	nicotinate phosphoribosyltransferase activity	0.0171	217738_at	PBEF1	0.65	pre-B-cell colony enhancing factor 1
GO:0004516	nicotinate phosphoribosyltransferase activity	0.0171	217739_s_at	PBEF1	0.66	pre-B-cell colony enhancing factor 1
GO:0006289	nucleotide-excision repair	0.0171	203409_at	DDB2	1.75	damage-specific DNA binding protein 2, 48kDa
GO:0006289	nucleotide-excision repair	0.0171	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0004586	ornithine decarboxylase activity	0.0171	200790_at	ODC1	0.65	ornithine decarboxylase 1
GO:0016731	oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor	0.0171	207813_s_at	FDXR	1.65	ferredoxin reductase
GO:0019363	pyridine nucleotide biosynthesis	0.0171	217738_at	PBEF1	0.65	pre-B-cell colony enhancing factor 1
GO:0019363	pyridine nucleotide biosynthesis	0.0171	217739_s_at	PBEF1	0.66	pre-B-cell colony enhancing factor 1
GO:0009177	pyrimidine deoxyribonucleoside monophosphate biosynthesis	0.0171	202589_at	TYMS	1.99	thymidylate synthetase
GO:0009176	pyrimidine deoxyribonucleoside monophosphate metabolism	0.0171	202589_at	TYMS	1.99	thymidylate synthetase
GO:0009221	pyrimidine deoxyribonucleotide biosynthesis	0.0171	202589_at	TYMS	1.99	thymidylate synthetase
GO:0001523	retinoid metabolism	0.0171	209496_at	RARRES2	0.61	retinoic acid receptor responder (tazarotene induced) 2
GO:0019841	retinol binding	0.0171	203423_at	RBP1	0.39	retinol binding protein 1, cellular
GO:0004249	stromelysin 3 activity	0.0171	203878_s_at	MMP11	3.00	matrix metalloproteinase 11 (stromelysin 3)
GO:0004799	thymidylate synthase activity	0.0171	202589_at	TYMS	1.99	thymidylate synthetase
GO:0030617	transforming growth factor beta receptor, inhibitory cytoplasmic mediator activity	0.0171	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0043169	cation binding	0.0202	210538_s_at	BIRC3	0.32	baculoviral IAP repeat-containing 3
GO:0043169	cation binding	0.0202	201693_s_at	EGR1	0.39	early growth response 1
GO:0043169	cation binding	0.0202	209613_s_at	ADH1B	0.39	alcohol dehydrogenase IB (class I), beta polypeptide
GO:0043169	cation binding	0.0202	209343_at	EFHD1	0.45	EF hand domain containing 1
GO:0043169	cation binding	0.0202	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0043169	cation binding	0.0202	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0043169	cation binding	0.0202	201694_s_at	EGR1	0.47	early growth response 1
GO:0043169	cation binding	0.0202	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0043169	cation binding	0.0202	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0043169	cation binding	0.0202	208747_s_at	C1S	0.60	complement component 1, s subcomponent
GO:0043169	cation binding	0.0202	212642_s_at	HIVEP2	0.60	human immunodeficiency virus type I enhancer binding protein 2
GO:0043169	cation binding	0.0202	212067_s_at	C1R	0.64	complement component 1, r subcomponent
GO:0043169	cation binding	0.0202	202729_s_at	LTBP1	0.65	latent transforming growth factor beta binding protein 1
GO:0043169	cation binding	0.0202	203903_s_at	HEPH	1.59	hephaestin
GO:0043169	cation binding	0.0202	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0043169	cation binding	0.0202	204682_at	LTBP2	1.89	latent transforming growth factor beta binding protein 2
GO:0043169	cation binding	0.0202	202998_s_at	LOXL2	1.92	lysyl oxidase-like 2
GO:0043169	cation binding	0.0202	209685_s_at	PRKCB1	1.95	protein kinase C, beta 1
GO:0043169	cation binding	0.0202	213228_at	PDE8B	2.30	phosphodiesterase 8B
GO:0043169	cation binding	0.0202	203878_s_at	MMP11	3.00	matrix metalloproteinase 11 (stromelysin 3)
GO:0050896	response to stimulus	0.0204	207574_s_at	GADD45B	0.46	growth arrest and DNA-damage-inducible, beta
GO:0050896	response to stimulus	0.0204	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0050896	response to stimulus	0.0204	203695_s_at	DFNA5	0.53	deafness, autosomal dominant 5
GO:0050896	response to stimulus	0.0204	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0050896	response to stimulus	0.0204	208747_s_at	C1S	0.60	complement component 1, s subcomponent
GO:0050896	response to stimulus	0.0204	200800_s_at	HSPA1A	0.62	heat shock 70kDa protein 1A
GO:0050896	response to stimulus	0.0204	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0050896	response to stimulus	0.0204	221087_s_at	APOL3	0.63	apolipoprotein L, 3
GO:0050896	response to stimulus	0.0204	203837_at	MAP3K5	0.63	mitogen-activated protein kinase kinase kinase 5
GO:0050896	response to stimulus	0.0204	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0050896	response to stimulus	0.0204	212067_s_at	C1R	0.64	complement component 1, r subcomponent
GO:0050896	response to stimulus	0.0204	208690_s_at	PDLIM1	0.65	PDZ and LIM domain 1 (elfin)
GO:0050896	response to stimulus	0.0204	200632_s_at	NDRG1	0.66	N-myc downstream regulated gene 1
GO:0050896	response to stimulus	0.0204	202908_at	WFS1	0.66	Wolfram syndrome 1 (wolframin)
GO:0050896	response to stimulus	0.0204	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0050896	response to stimulus	0.0204	211719_x_at	FN1	1.72	fibronectin 1
GO:0050896	response to stimulus	0.0204	212464_s_at	FN1	1.75	fibronectin 1
GO:0050896	response to stimulus	0.0204	210495_x_at	FN1	1.75	fibronectin 1
GO:0050896	response to stimulus	0.0204	203409_at	DDB2	1.75	damage-specific DNA binding protein 2, 48kDa
GO:0050896	response to stimulus	0.0204	216442_x_at	FN1	1.79	fibronectin 1
GO:0050896	response to stimulus	0.0204	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0009888	histogenesis	0.0213	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0009888	histogenesis	0.0213	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0009888	histogenesis	0.0213	202016_at	MEST	2.58	mesoderm specific transcript homolog (mouse)
GO:0009613	response to pest, pathogen or parasite	0.0215	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0009613	response to pest, pathogen or parasite	0.0215	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0009613	response to pest, pathogen or parasite	0.0215	208747_s_at	C1S	0.60	complement component 1, s subcomponent
GO:0009613	response to pest, pathogen or parasite	0.0215	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0009613	response to pest, pathogen or parasite	0.0215	221087_s_at	APOL3	0.63	apolipoprotein L, 3
GO:0009613	response to pest, pathogen or parasite	0.0215	212067_s_at	C1R	0.64	complement component 1, r subcomponent
GO:0009613	response to pest, pathogen or parasite	0.0215	211719_x_at	FN1	1.72	fibronectin 1
GO:0009613	response to pest, pathogen or parasite	0.0215	212464_s_at	FN1	1.75	fibronectin 1
GO:0009613	response to pest, pathogen or parasite	0.0215	210495_x_at	FN1	1.75	fibronectin 1
GO:0009613	response to pest, pathogen or parasite	0.0215	216442_x_at	FN1	1.79	fibronectin 1
GO:0006956	complement activation	0.023	208747_s_at	C1S	0.60	complement component 1, s subcomponent
GO:0006956	complement activation	0.023	212067_s_at	C1R	0.64	complement component 1, r subcomponent
GO:0006958	complement activation, classical pathway	0.023	208747_s_at	C1S	0.60	complement component 1, s subcomponent
GO:0006958	complement activation, classical pathway	0.023	212067_s_at	C1R	0.64	complement component 1, r subcomponent
GO:0004872	receptor activity	0.0274	209815_at	PTCH	0.28	patched homolog (Drosophila)
GO:0004872	receptor activity	0.0274	219607_s_at	MS4A4A	0.38	membrane-spanning 4-domains, subfamily A, member 4
GO:0004872	receptor activity	0.0274	203917_at	CXADR	0.48	coxsackie virus and adenovirus receptor
GO:0004872	receptor activity	0.0274	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0004872	receptor activity	0.0274	210831_s_at	PTGER3	0.53	prostaglandin E receptor 3 (subtype EP3)
GO:0004872	receptor activity	0.0274	209894_at	LEPR	0.57	leptin receptor
GO:0004872	receptor activity	0.0274	212977_at	CMKOR1	0.60	chemokine orphan receptor 1
GO:0004872	receptor activity	0.0274	210832_x_at	PTGER3	0.62	prostaglandin E receptor 3 (subtype EP3)
GO:0004872	receptor activity	0.0274	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0004872	receptor activity	0.0274	202729_s_at	LTBP1	0.65	latent transforming growth factor beta binding protein 1
GO:0004872	receptor activity	0.0274	204464_s_at	EDNRA	1.80	endothelin receptor type A
GO:0004872	receptor activity	0.0274	206638_at	HTR2B	1.88	5-hydroxytryptamine (serotonin) receptor 2B
GO:0004872	receptor activity	0.0274	202998_s_at	LOXL2	1.92	lysyl oxidase-like 2
GO:0004872	receptor activity	0.0274	209685_s_at	PRKCB1	1.95	protein kinase C, beta 1
GO:0004872	receptor activity	0.0274	204463_s_at	EDNRA	2.57	endothelin receptor type A
GO:0004263	chymotrypsin activity	0.0297	208747_s_at	C1S	0.60	complement component 1, s subcomponent
GO:0004263	chymotrypsin activity	0.0297	212067_s_at	C1R	0.64	complement component 1, r subcomponent
GO:0001501	skeletal development	0.0303	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0001501	skeletal development	0.0303	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0001501	skeletal development	0.0303	213622_at	COL9A2	1.66	collagen, type IX, alpha 2
GO:0001584	rhodopsin-like receptor activity	0.0311	210831_s_at	PTGER3	0.53	prostaglandin E receptor 3 (subtype EP3)
GO:0001584	rhodopsin-like receptor activity	0.0311	212977_at	CMKOR1	0.60	chemokine orphan receptor 1
GO:0001584	rhodopsin-like receptor activity	0.0311	210832_x_at	PTGER3	0.62	prostaglandin E receptor 3 (subtype EP3)
GO:0001584	rhodopsin-like receptor activity	0.0311	204464_s_at	EDNRA	1.80	endothelin receptor type A
GO:0001584	rhodopsin-like receptor activity	0.0311	206638_at	HTR2B	1.88	5-hydroxytryptamine (serotonin) receptor 2B
GO:0001584	rhodopsin-like receptor activity	0.0311	204463_s_at	EDNRA	2.57	endothelin receptor type A
GO:0007275	development	0.0322	209815_at	PTCH	0.28	patched homolog (Drosophila)
GO:0007275	development	0.0322	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0007275	development	0.0322	208623_s_at	VIL2	0.41	villin 2 (ezrin)
GO:0007275	development	0.0322	207574_s_at	GADD45B	0.46	growth arrest and DNA-damage-inducible, beta
GO:0007275	development	0.0322	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0007275	development	0.0322	209894_at	LEPR	0.57	leptin receptor
GO:0007275	development	0.0322	213844_at	HOXA5	0.59	homeo box A5
GO:0007275	development	0.0322	200632_s_at	NDRG1	0.66	N-myc downstream regulated gene 1
GO:0007275	development	0.0322	202908_at	WFS1	0.66	Wolfram syndrome 1 (wolframin)
GO:0007275	development	0.0322	215076_s_at	COL3A1	1.57	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0007275	development	0.0322	201852_x_at	COL3A1	1.58	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0007275	development	0.0322	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0007275	development	0.0322	213622_at	COL9A2	1.66	collagen, type IX, alpha 2
GO:0007275	development	0.0322	202669_s_at	EFNB2	1.70	ephrin-B2
GO:0007275	development	0.0322	202517_at	CRMP1	1.90	collapsin response mediator protein 1
GO:0007275	development	0.0322	202998_s_at	LOXL2	1.92	lysyl oxidase-like 2
GO:0007275	development	0.0322	209170_s_at	GPM6B	2.30	glycoprotein M6B
GO:0007275	development	0.0322	202016_at	MEST	2.58	mesoderm specific transcript homolog (mouse)
GO:0007275	development	0.0322	203878_s_at	MMP11	3.00	matrix metalloproteinase 11 (stromelysin 3)
GO:0008624	induction of apoptosis by extracellular signals	0.0333	203837_at	MAP3K5	0.63	mitogen-activated protein kinase kinase kinase 5
GO:0008624	induction of apoptosis by extracellular signals	0.0333	203139_at	DAPK1	0.64	death-associated protein kinase 1
GO:0000185	activation of MAPKKK	0.0339	207574_s_at	GADD45B	0.46	growth arrest and DNA-damage-inducible, beta
GO:0004065	arylsulfatase activity	0.0339	212353_at	SULF1	1.86	sulfatase 1
GO:0005584	collagen type I	0.0339	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0009262	deoxyribonucleotide metabolism	0.0339	202589_at	TYMS	1.99	thymidylate synthetase
GO:0009307	DNA restriction	0.0339	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0016888	endodeoxyribonuclease activity, producing 5-phosphomonoesters	0.0339	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0004962	endothelin receptor activity	0.0339	204464_s_at	EDNRA	1.80	endothelin receptor type A
GO:0004962	endothelin receptor activity	0.0339	204463_s_at	EDNRA	2.57	endothelin receptor type A
GO:0046875	ephrin receptor binding	0.0339	202669_s_at	EFNB2	1.70	ephrin-B2
GO:0006067	ethanol metabolism	0.0339	209613_s_at	ADH1B	0.39	alcohol dehydrogenase IB (class I), beta polypeptide
GO:0006069	ethanol oxidation	0.0339	209613_s_at	ADH1B	0.39	alcohol dehydrogenase IB (class I), beta polypeptide
GO:0005593	FACIT collagen	0.0339	213622_at	COL9A2	1.66	collagen, type IX, alpha 2
GO:0001704	formation of primary germ layer	0.0339	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0007369	gastrulation	0.0339	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0016526	G-protein coupled receptor activity, unknown ligand	0.0339	212977_at	CMKOR1	0.60	chemokine orphan receptor 1
GO:0008158	hedgehog receptor activity	0.0339	209815_at	PTCH	0.28	patched homolog (Drosophila)
GO:0030201	heparan sulfate proteoglycan metabolism	0.0339	212353_at	SULF1	1.86	sulfatase 1
GO:0001707	mesoderm formation	0.0339	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0048332	mesoderm morphogenesis	0.0339	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0004720	protein-lysine 6-oxidase activity	0.0339	202998_s_at	LOXL2	1.92	lysyl oxidase-like 2
GO:0009219	pyrimidine deoxyribonucleotide metabolism	0.0339	202589_at	TYMS	1.99	thymidylate synthetase
GO:0009130	pyrimidine nucleoside monophosphate biosynthesis	0.0339	202589_at	TYMS	1.99	thymidylate synthetase
GO:0009129	pyrimidine nucleoside monophosphate metabolism	0.0339	202589_at	TYMS	1.99	thymidylate synthetase
GO:0010038	response to metal ion	0.0339	200632_s_at	NDRG1	0.66	N-myc downstream regulated gene 1
GO:0015666	restriction endodeoxyribonuclease activity	0.0339	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0005072	transforming growth factor beta receptor, cytoplasmic mediator activity	0.0339	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0005071	transmembrane receptor protein serine/threonine kinase signaling protein activity	0.0339	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0015668	type III site-specific deoxyribonuclease activity	0.0339	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0042364	water-soluble vitamin biosynthesis	0.0339	217738_at	PBEF1	0.65	pre-B-cell colony enhancing factor 1
GO:0042364	water-soluble vitamin biosynthesis	0.0339	217739_s_at	PBEF1	0.66	pre-B-cell colony enhancing factor 1
GO:0009110	vitamin biosynthesis	0.0339	217738_at	PBEF1	0.65	pre-B-cell colony enhancing factor 1
GO:0009110	vitamin biosynthesis	0.0339	217739_s_at	PBEF1	0.66	pre-B-cell colony enhancing factor 1
GO:0009653	morphogenesis	0.0362	209815_at	PTCH	0.28	patched homolog (Drosophila)
GO:0009653	morphogenesis	0.0362	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0009653	morphogenesis	0.0362	208623_s_at	VIL2	0.41	villin 2 (ezrin)
GO:0009653	morphogenesis	0.0362	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0009653	morphogenesis	0.0362	202908_at	WFS1	0.66	Wolfram syndrome 1 (wolframin)
GO:0009653	morphogenesis	0.0362	215076_s_at	COL3A1	1.57	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0009653	morphogenesis	0.0362	201852_x_at	COL3A1	1.58	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0009653	morphogenesis	0.0362	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0009653	morphogenesis	0.0362	213622_at	COL9A2	1.66	collagen, type IX, alpha 2
GO:0009653	morphogenesis	0.0362	202669_s_at	EFNB2	1.70	ephrin-B2
GO:0009653	morphogenesis	0.0362	202517_at	CRMP1	1.90	collapsin response mediator protein 1
GO:0009653	morphogenesis	0.0362	209170_s_at	GPM6B	2.30	glycoprotein M6B
GO:0009653	morphogenesis	0.0362	202016_at	MEST	2.58	mesoderm specific transcript homolog (mouse)
GO:0009653	morphogenesis	0.0362	203878_s_at	MMP11	3.00	matrix metalloproteinase 11 (stromelysin 3)
GO:0009605	response to external stimulus	0.0369	203695_s_at	DFNA5	0.53	deafness, autosomal dominant 5
GO:0009605	response to external stimulus	0.0369	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0009605	response to external stimulus	0.0369	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0009605	response to external stimulus	0.0369	221087_s_at	APOL3	0.63	apolipoprotein L, 3
GO:0009605	response to external stimulus	0.0369	200632_s_at	NDRG1	0.66	N-myc downstream regulated gene 1
GO:0009605	response to external stimulus	0.0369	202908_at	WFS1	0.66	Wolfram syndrome 1 (wolframin)
GO:0009605	response to external stimulus	0.0369	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0009605	response to external stimulus	0.0369	211719_x_at	FN1	1.72	fibronectin 1
GO:0009605	response to external stimulus	0.0369	212464_s_at	FN1	1.75	fibronectin 1
GO:0009605	response to external stimulus	0.0369	210495_x_at	FN1	1.75	fibronectin 1
GO:0009605	response to external stimulus	0.0369	216442_x_at	FN1	1.79	fibronectin 1
GO:0009605	response to external stimulus	0.0369	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0005507	copper ion binding	0.0371	203903_s_at	HEPH	1.59	hephaestin
GO:0005507	copper ion binding	0.0371	202998_s_at	LOXL2	1.92	lysyl oxidase-like 2
GO:0004295	trypsin activity	0.0371	208747_s_at	C1S	0.60	complement component 1, s subcomponent
GO:0004295	trypsin activity	0.0371	212067_s_at	C1R	0.64	complement component 1, r subcomponent
GO:0006766	vitamin metabolism	0.0371	203423_at	RBP1	0.39	retinol binding protein 1, cellular
GO:0006766	vitamin metabolism	0.0371	217738_at	PBEF1	0.65	pre-B-cell colony enhancing factor 1
GO:0006766	vitamin metabolism	0.0371	217739_s_at	PBEF1	0.66	pre-B-cell colony enhancing factor 1
GO:0016064	humoral defense mechanism (sensu Vertebrata)	0.0387	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0016064	humoral defense mechanism (sensu Vertebrata)	0.0387	208747_s_at	C1S	0.60	complement component 1, s subcomponent
GO:0016064	humoral defense mechanism (sensu Vertebrata)	0.0387	212067_s_at	C1R	0.64	complement component 1, r subcomponent
GO:0016265	death	0.0392	210538_s_at	BIRC3	0.32	baculoviral IAP repeat-containing 3
GO:0016265	death	0.0392	207574_s_at	GADD45B	0.46	growth arrest and DNA-damage-inducible, beta
GO:0016265	death	0.0392	210831_s_at	PTGER3	0.53	prostaglandin E receptor 3 (subtype EP3)
GO:0016265	death	0.0392	210832_x_at	PTGER3	0.62	prostaglandin E receptor 3 (subtype EP3)
GO:0016265	death	0.0392	203837_at	MAP3K5	0.63	mitogen-activated protein kinase kinase kinase 5
GO:0016265	death	0.0392	203139_at	DAPK1	0.64	death-associated protein kinase 1
GO:0016265	death	0.0392	212353_at	SULF1	1.86	sulfatase 1
GO:0016265	death	0.0392	202998_s_at	LOXL2	1.92	lysyl oxidase-like 2
GO:0016265	death	0.0392	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0007179	transforming growth factor beta receptor signaling pathway	0.041	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0007179	transforming growth factor beta receptor signaling pathway	0.041	204682_at	LTBP2	1.89	latent transforming growth factor beta binding protein 2
GO:0003684	damaged DNA binding	0.0492	203409_at	DDB2	1.75	damage-specific DNA binding protein 2, 48kDa
GO:0003684	damaged DNA binding	0.0492	202176_at	ERCC3	3.07	excision repair cross-complementing 3
