Probe Set ID	Gene Symbol	Gene Title	Fold change([GFP+CD133+] vs [GFP-CD133-])	Regulation([GFP+CD133+] vs [GFP-CD133-])	Fold change([GFP-CD133+] vs [GFP-CD133-])	Regulation ([GFP-CD133+] vs [GFP-CD133-])	Fold change([GFP+CD133+] vs [GFP-CD133+])	Regulation([GFP+CD133+] vs [GFP-CD133+])
1427098_at	Wwp1	WW domain containing E3 ubiquitin protein ligase 1	2.2695982	up	1.1306407	up	2.0073557	up
1427384_at	Chd6	chromodomain helicase DNA binding protein 6	2.2679777	up	1.5983001	up	1.4189937	up
1459934_at	Usp42	Ubiquitin specific peptidase 42	2.2679422	up	1.4290267	up	1.5870538	up
1456825_at		Transcribed locus	2.2679267	up	1.8730149	up	1.2108427	up
1439223_at	LOC100048637 /// Tmod2	tropomodulin 2 /// similar to tropomodulin 2	2.2665281	up	1.4137633	up	1.6031879	up
1424886_at	Ptprd	protein tyrosine phosphatase, receptor type, D	2.26537	up	1.3111372	up	1.7277902	up
1433965_at	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	2.2633812	up	1.3936827	up	1.6240292	up
1444717_at		Transcribed locus	2.2600212	up	1.5033804	up	1.5032929	up
1458073_at	9330156P08Rik	RIKEN cDNA 9330156P08 gene	2.2595015	up	1.3547386	up	1.6678505	up
1437244_at	Gas2l3	growth arrest-specific 2 like 3	2.2565734	up	1.423867	down	3.2130604	up
1439376_x_at	Dmtf1	cyclin D binding myb-like transcription factor 1	2.2563808	up	1.7706558	up	1.2743193	up
1434424_at	Flvcr1	feline leukemia virus subgroup C cellular receptor 1	2.2549825	up	1.817855	up	1.2404634	up
1418798_s_at	Srpk3	serine/arginine-rich protein specific kinase 3	2.253541	up	1.1193955	down	2.5226038	up
1423233_at	Cebpd	CCAAT/enhancer binding protein (C/EBP), delta	2.2530277	up	1.4904481	up	1.5116445	up
1450026_a_at	B3gnt2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	2.2529657	up	1.9296504	up	1.1675513	up
1443688_at	BC050092	cDNA sequence BC050092	2.252869	up	1.0708926	up	2.1037302	up
1451918_a_at	Loh12cr1	loss of heterozygosity, 12, chromosomal region 1 homolog (human)	2.251541	up	1.066384	up	2.1113794	up
1445438_at	Ddhd1	DDHD domain containing 1	2.2513673	up	1.4222671	up	1.5829427	up
1457940_at			2.2501845	up	1.1930256	up	1.8861159	up
1423506_a_at	Nnat	neuronatin	2.2493458	up	1.2498801	up	1.7996491	up
1429046_at	LOC100045522 /// Smurf2	SMAD specific E3 ubiquitin protein ligase 2 /// similar to SMAD specific E3 ubiquitin protein ligase 2	2.2491102	up	1.3996642	up	1.6068928	up
1431733_at	Alpk1	alpha-kinase 1	2.2475455	up	1.2432425	up	1.8078095	up
1418591_at	Dnaja4	DnaJ (Hsp40) homolog, subfamily A, member 4	2.2473085	up	1.6607457	up	1.3531923	up
1456186_at	Prdm11	PR domain containing 11	2.2469113	up	1.3314769	up	1.6875331	up
1446598_at		Transcribed locus	2.2465749	up	1.035937	up	2.1686404	up
1457528_at	Slc4a7	solute carrier family 4, sodium bicarbonate cotransporter, member 7	2.2455127	up	1.4276866	up	1.5728332	up
1422583_at	Rab3b	RAB3B, member RAS oncogene family	2.245314	up	1.0499352	down	2.3574338	up
1438248_at	Pcsk5	proprotein convertase subtilisin/kexin type 5	2.2421637	up	1.4507508	up	1.5455195	up
1457374_at	Nedd4l	neural precursor cell expressed, developmentally down-regulated gene 4-like	2.2404637	up	1.0680336	down	2.3928905	up
1428937_at	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	2.2396483	up	1.9992183	up	1.120262	up
1452718_at	Ubr5	ubiquitin protein ligase E3 component n-recognin 5	2.238893	up	1.699501	up	1.3173825	up
1423078_a_at	Sc4mol	sterol-C4-methyl oxidase-like	2.2381048	up	1.3481646	up	1.6601125	up
1446574_at			2.237546	up	1.5611734	up	1.4332463	up
1429861_at	Pcdh9	protocadherin 9	2.2373984	up	1.1156552	up	2.005457	up
1445116_at		Transcribed locus	2.2363503	up	1.686467	up	1.3260562	up
1443364_at		Transcribed locus	2.2354128	up	1.9295069	up	1.1585411	up
1421079_at	Nr4a3	nuclear receptor subfamily 4, group A, member 3	2.2349856	up	1.2321867	up	1.8138369	up
1453512_at	5830407P18Rik	RIKEN cDNA 5830407P18 gene	2.2341347	up	1.5099965	up	1.4795628	up
1427760_s_at	Prl2c2 /// Prl2c3 /// Prl2c4	prolactin family 2, subfamily c, member 2 /// prolactin family 2, subfamily c, member 3 /// prolactin family 2, subfamily c, member 4	2.2336864	up	1.9257908	up	1.1598802	up
1455346_at	Masp1	mannan-binding lectin serine peptidase 1	2.233405	up	1.0721229	up	2.083161	up
1456544_at	Tmem38b	transmembrane protein 38B	2.2333953	up	1.8216295	up	1.2260425	up
1454886_x_at	Trim9	tripartite motif-containing 9	2.2318976	up	1.1006398	up	2.0278184	up
1453004_at	Slc22a23	solute carrier family 22, member 23	2.2303615	up	1.8262386	up	1.2212869	up
1428323_at	Gpd2	glycerol phosphate dehydrogenase 2, mitochondrial	2.2293065	up	1.7268885	up	1.2909383	up
1438864_at			2.2288733	up	1.5997547	up	1.3932594	up
1428205_x_at	Gabrb2	gamma-aminobutyric acid (GABA-A) receptor, subunit beta 2	2.2278864	up	1.2704812	up	1.7535768	up
1434196_at	Dnaja4	DnaJ (Hsp40) homolog, subfamily A, member 4	2.2272716	up	1.6328905	up	1.3640057	up
1458143_at	Adamts3	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3	2.2240555	up	1.3642112	up	1.6302869	up
1442761_at		Transcribed locus	2.2240167	up	1.9958919	up	1.1142972	up
1451558_at	Fbxw7	F-box and WD-40 domain protein 7, archipelago homolog (Drosophila)	2.2195473	up	1.9578342	up	1.1336747	up
1445500_at		Transcribed locus	2.219541	up	1.2382984	down	2.748454	up
1444541_at		Transcribed locus	2.2189112	up	1.7705691	up	1.2532192	up
1442846_at			2.2176034	up	1.2201889	up	1.8174263	up
1435244_at	Vav2	vav 2 oncogene	2.2167556	up	1.9585938	up	1.1318097	up
1425126_at	Ncam1	neural cell adhesion molecule 1	2.2152016	up	1.1896429	up	1.8620727	up
1439785_at	9630013A20Rik	RIKEN cDNA 9630013A20 gene	2.2142718	up	1.35797	up	1.630575	up
1432170_at	Tsfm	Ts translation elongation factor, mitochondrial	2.2138245	up	1.2372785	up	1.7892693	up
1417871_at	Hsd17b7	hydroxysteroid (17-beta) dehydrogenase 7	2.2132232	up	1.6031535	up	1.3805436	up
1457491_at	Plekha1	Pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	2.2129219	up	1.438608	up	1.5382382	up
1439764_s_at	Igf2bp2	insulin-like growth factor 2 mRNA binding protein 2	2.2127833	up	1.2253842	up	1.8057874	up
1453352_at	Atp10b	ATPase, class V, type 10B	2.2124882	up	1.1256264	down	2.4904354	up
1454344_at	Slc44a1	solute carrier family 44, member 1	2.212474	up	1.029125	down	2.2769122	up
1458662_at	Daam1	dishevelled associated activator of morphogenesis 1	2.2122278	up	1.4872695	up	1.4874423	up
1426908_at	Galnt7	UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7	2.211889	up	1.7352763	up	1.274661	up
1420839_at	Plekha3	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3	2.211589	up	1.5110555	up	1.4636055	up
1457683_at	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	2.2091455	up	1.4706898	down	3.248968	up
1438258_at	Vldlr	very low density lipoprotein receptor	2.2083616	up	1.8791646	up	1.1751827	up
1436614_at		Transcribed locus	2.206511	up	1.1146417	up	1.9795699	up
1449547_at	Asb14 /// Dnahc12	dynein, axonemal, heavy chain 12 /// ankyrin repeat and SOCS box-containing protein 14	2.2045898	up	1.4635125	up	1.506369	up
1446092_at		Transcribed locus	2.20415	up	1.1673812	down	2.573083	up
1418469_at	Nrip1	nuclear receptor interacting protein 1	2.203837	up	1.1473684	up	1.9207755	up
1415911_at	Impact	imprinted and ancient	2.2031705	up	1.4138966	up	1.5582261	up
1444954_at		Transcribed locus	2.2011616	up	1.0675443	down	2.3498378	up
1416023_at	Fabp3	fatty acid binding protein 3, muscle and heart	2.2004762	up	1.0482111	up	2.0992682	up
1454894_at		CDNA clone IMAGE:30938117	2.1994388	up	1.6502026	up	1.3328296	up
1423025_a_at	Schip1	schwannomin interacting protein 1	2.1990542	up	1.5450122	up	1.4233248	up
1460700_at	Stat3	signal transducer and activator of transcription 3	2.1989765	up	1.6358496	up	1.3442413	up
1434325_x_at	Prkar1b	protein kinase, cAMP dependent regulatory, type I beta	2.198903	up	1.8004496	up	1.2213079	up
1429146_at	6620401M08Rik	RIKEN cDNA 6620401M08 gene	2.1985395	up	1.1680154	up	1.8822864	up
1433452_at	B630019K06Rik	RIKEN cDNA B630019K06 gene	2.1982756	up	1.8859675	up	1.1655957	up
1428397_at	B3galt5	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5	2.1979592	up	1.3806106	up	1.5920196	up
1421768_a_at	Homer1	homer homolog 1 (Drosophila)	2.1962175	up	1.1051662	up	1.9872283	up
1442169_at	Vldlr	very low density lipoprotein receptor	2.1951818	up	1.6452814	up	1.3342288	up
1416156_at	Vcl	vinculin	2.19238	up	1.4855157	up	1.4758376	up
1453416_at	Gas2l3	growth arrest-specific 2 like 3	2.1921155	up	1.2216166	down	2.6779249	up
1422162_at	Dcc	deleted in colorectal carcinoma	2.1882417	up	1.1053183	down	2.4187038	up
1441792_at	A630033E08Rik	RIKEN cDNA A630033E08 gene	2.1853719	up	1.654699	up	1.3207066	up
1447818_x_at	Rhebl1	Ras homolog enriched in brain like 1	2.183985	up	1.8270553	up	1.1953578	up
1445314_at	Etv1	ets variant gene 1	2.1838052	up	1.2328247	up	1.7713835	up
1419488_at	Tnip2	TNFAIP3 interacting protein 2	2.1837065	up	1.5071896	up	1.4488598	up
1421510_at	Prss7	protease, serine, 7 (enterokinase)	2.1830192	up	1.490436	down	3.2536504	up
1438276_at		Transcribed locus	2.180502	up	1.7341235	up	1.2574086	up
1435292_at	Tbc1d4	TBC1 domain family, member 4	2.1804764	up	1.068968	up	2.0397954	up
1441811_x_at	Tmem176a	transmembrane protein 176A	2.1775026	up	1.27453	up	1.7084749	up
1452840_at	1500009L16Rik	RIKEN cDNA 1500009L16 gene	2.177452	up	1.83078	up	1.1893575	up
1452251_at	Nbea	neurobeachin	2.177001	up	1.9355546	up	1.1247427	up
1421928_at	Epha4	Eph receptor A4	2.1769888	up	1.4215006	up	1.5314723	up
1460336_at	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha	2.1750011	up	1.933973	up	1.1246285	up
1443018_at			2.1740408	up	1.7587175	up	1.2361511	up
1428647_at	LOC676870 /// Pbx1	pre B-cell leukemia transcription factor 1 /// region containing RIKEN cDNA 2310056B04 gene; pre B-cell leukemia transcription factor 1	2.173583	up	1.1309642	up	1.921885	up
1447452_at	Reep3	Receptor accessory protein 3	2.1735246	up	1.9677181	up	1.1045915	up
1455029_at	Kif21a	kinesin family member 21A	2.1729658	up	1.1072085	down	2.405926	up
1437167_at	LOC100048637 /// Tmod2	tropomodulin 2 /// similar to tropomodulin 2	2.171345	up	1.2343602	up	1.7590852	up
1457250_x_at		Transcribed locus	2.1693501	up	1.8536243	up	1.170329	up
1439812_at	4930402H24Rik /// LOC100048706	RIKEN cDNA 4930402H24 gene /// similar to PKC-potentiated PP1 inhibitory protein	2.1692512	up	1.7135724	up	1.2659234	up
1459444_at	Zfp91	zinc finger protein 91	2.1685247	up	1.941308	up	1.117043	up
1434832_at	Foxo3a	forkhead box O3a	2.1659417	up	1.6683469	up	1.2982563	up
1440003_at		Transcribed locus	2.1623733	up	1.5353088	up	1.4084289	up
1451332_at	Zfp521	zinc finger protein 521	2.160489	up	1.84537	up	1.170762	up
1421276_a_at	Dst	dystonin	2.1603765	up	1.3825788	up	1.5625703	up
1434322_at	Micall2	MICAL-like 2	2.1596072	up	1.5102192	up	1.4299958	up
1423259_at	Id4 /// LOC100045546	inhibitor of DNA binding 4 /// similar to Id4	2.1588004	up	1.1811687	up	1.8276817	up
1442164_at	Blzf1	basic leucine zipper nuclear factor 1	2.1585002	up	1.7512666	up	1.2325366	up
1456847_at	Cd160	CD160 antigen	2.156462	up	1.8738693	up	1.150807	up
1434261_at	Sipa1l2	signal-induced proliferation-associated 1 like 2	2.1560123	up	1.9900112	up	1.0834172	up
1433586_at	Rgmb	RGM domain family, member B	2.1556225	up	1.1433351	down	2.464599	up
1451342_at	Spon1	spondin 1, (f-spondin) extracellular matrix protein	2.1541278	up	1.7750436	up	1.2135634	up
1437462_x_at	Mmp15	matrix metallopeptidase 15	2.1536696	up	1.9539135	down	4.208084	up
1443505_at		Transcribed locus	2.1535552	up	1.19832	up	1.7971454	up
1423948_at	Bag2	Bcl2-associated athanogene 2	2.1525457	up	1.2421824	up	1.732874	up
1438654_x_at	Mmd2	monocyte to macrophage differentiation-associated 2	2.1520805	up	1.4281713	up	1.5068785	up
1459760_at	Ndufs4	NADH dehydrogenase (ubiquinone) Fe-S protein 4	2.1516433	up	1.8085382	up	1.1897141	up
1456416_at	Cbfa2t2	core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)	2.151604	up	1.8428341	up	1.1675516	up
1438788_at	D5Wsu152e	DNA segment, Chr 5, Wayne State University 152, expressed	2.1508927	up	1.699335	up	1.2657262	up
1427650_a_at	Runx1	runt related transcription factor 1	2.1506562	up	1.4267327	up	1.5073997	up
1424357_at	Tmem45b	transmembrane protein 45b	2.148153	up	1.0612315	down	2.2796876	up
1456786_at	Ldb2	LIM domain binding 2	2.1477962	up	1.7064657	up	1.2586224	up
1437087_at	2210408K08Rik	RIKEN cDNA 2210408K08 gene	2.1472569	up	1.0126561	down	2.1744328	up
1443988_at	Rbm39	RNA binding motif protein 39	2.1470952	up	1.6707512	up	1.2851076	up
1453024_at	Wdr37	WD repeat domain 37	2.146206	up	1.8255126	up	1.175673	up
1449751_at	Slc6a6	Solute carrier family 6 (neurotransmitter transporter, taurine), member 6	2.1459947	up	1.9744091	up	1.0869048	up
1428204_at	Gabrb2	gamma-aminobutyric acid (GABA-A) receptor, subunit beta 2	2.1439116	up	1.0873163	up	1.9717462	up
1452029_a_at	Purg	purine-rich element binding protein G	2.1437848	up	1.8561776	up	1.154946	up
1434944_at	Dmpk	dystrophia myotonica-protein kinase	2.143783	up	1.3700327	up	1.564768	up
1434445_at	D15Wsu169e	DNA segment, Chr 15, Wayne State University 169, expressed	2.1425912	up	1.5766953	up	1.3589127	up
1444356_at			2.142503	up	1.302074	up	1.6454542	up
1418104_at	Nrip3	nuclear receptor interacting protein 3	2.1423588	up	1.0406563	up	2.0586612	up
1434819_at	St6gal2	beta galactoside alpha 2,6 sialyltransferase 2	2.1420846	up	1.5240328	up	1.405537	up
1429281_at	2610008E11Rik	RIKEN cDNA 2610008E11 gene	2.1403575	up	1.8991703	up	1.126996	up
1437166_at	Tinf2	Terf1 (TRF1)-interacting nuclear factor 2	2.1398535	up	1.6045132	up	1.3336467	up
1440984_at	Baz2b	bromodomain adjacent to zinc finger domain, 2B	2.1396246	up	1.6812589	up	1.2726325	up
1430487_at	Auh	AU RNA binding protein/enoyl-coenzyme A hydratase	2.1380816	up	1.2646621	up	1.6906346	up
1457502_at		Transcribed locus	2.137669	up	1.8147317	up	1.1779534	up
1435991_at	Nr3c2	nuclear receptor subfamily 3, group C, member 2	2.1364574	up	1.0611602	down	2.2671235	up
1429841_at	Megf10	multiple EGF-like-domains 10	2.132849	up	1.5210541	down	3.2441788	up
1417856_at	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B	2.1326663	up	1.6481063	up	1.2940102	up
1438735_at	Rsf1	remodeling and spacing factor 1	2.131545	up	1.9397161	up	1.0988954	up
1440431_at			2.131513	up	1.8555002	up	1.1487539	up
1452969_at	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	2.130329	up	1.8972567	up	1.122847	up
1454951_at	Zfp606	zinc finger protein 606	2.1277606	up	1.9363532	up	1.0988494	up
1435974_at	Arhgef9	Cdc42 guanine nucleotide exchange factor (GEF) 9	2.127751	up	1.7236522	up	1.2344434	up
1429775_a_at	Gpr137b /// Gpr137b-ps /// LOC100044979	G protein-coupled receptor 137B /// G protein-coupled receptor 137B, pseudogene /// similar to Gpr137b protein	2.1276152	up	1.0810696	up	1.968065	up
1447466_at		Transcribed locus	2.1273372	up	1.6754395	up	1.2697189	up
1447521_x_at	D15Wsu169e	DNA segment, Chr 15, Wayne State University 169, expressed	2.125943	up	1.6432718	up	1.2937257	up
1444437_at	Usp34	ubiquitin specific peptidase 34	2.1257951	up	1.8115908	up	1.1734412	up
1434225_at	Swap70	SWA-70 protein	2.1254926	up	1.7469445	up	1.2166915	up
1439787_at	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	2.1250174	up	1.5346497	down	3.2611573	up
1442458_at		Transcribed locus	2.1246877	up	1.3787872	up	1.5409832	up
1455625_at			2.1238587	up	1.2704202	up	1.6717765	up
1417158_at	Zxdc	ZXD family zinc finger C	2.1224787	up	1.6632646	up	1.276092	up
1447344_at		Transcribed locus	2.1181083	up	1.1716835	up	1.8077475	up
1454070_a_at	Ddhd1	DDHD domain containing 1	2.117805	up	1.9626788	up	1.079038	up
1456050_at	C80998	expressed sequence C80998	2.1172338	up	1.2651236	up	1.6735389	up
1437565_a_at	Gnl2 /// LOC633966	guanine nucleotide binding protein-like 2 (nucleolar) /// similar to guanine nucleotide binding protein-like 2 (nucleolar)	2.1165679	up	1.8621604	up	1.1366194	up
1451738_at	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	2.1153827	up	1.681606	up	1.2579536	up
1437916_at		Transcribed locus	2.115289	up	1.3818424	up	1.5307744	up
1448415_a_at	Sema3b	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	2.1146605	up	1.4649804	down	3.0979364	up
1418159_at	Tcfcp2	transcription factor CP2	2.113652	up	1.6257082	up	1.3001422	up
1449439_at	Klf7	Kruppel-like factor 7 (ubiquitous)	2.1116984	up	1.0837686	up	1.9484771	up
1457783_at	Rab12	RAB12, member RAS oncogene family	2.1116085	up	1.4791225	up	1.4276088	up
1431853_at	4933413C19Rik	RIKEN cDNA 4933413C19 gene	2.1106298	up	1.2141838	down	2.5626926	up
1460192_at	Osbpl1a	oxysterol binding protein-like 1A	2.1099367	up	1.856893	up	1.1362727	up
1459484_at		Transcribed locus	2.1092186	up	1.0456797	up	2.017079	up
1423563_at	Prrt1	proline-rich transmembrane protein 1	2.1084695	up	1.1923057	up	1.7683966	up
1442673_at		Transcribed locus	2.10686	up	1.4589669	up	1.4440767	up
1446693_at		Transcribed locus	2.1063395	up	1.5289695	up	1.3776203	up
1426919_at	Itgb1	integrin beta 1 (fibronectin receptor beta)	2.1056266	up	1.2636564	up	1.6662968	up
1451466_at	D16Ertd472e	DNA segment, Chr 16, ERATO Doi 472, expressed	2.1018045	up	1.2451812	up	1.6879506	up
1431307_at	4930589M24Rik	RIKEN cDNA 4930589M24 gene	2.10012	up	1.6403961	up	1.2802517	up
1433596_at	Dnajc6	DnaJ (Hsp40) homolog, subfamily C, member 6	2.0997508	up	1.6301968	up	1.2880352	up
1458376_at	B930025B16Rik	RIKEN cDNA B930025B16 gene	2.096131	up	1.4205745	up	1.4755517	up
1429701_at	2410003J06Rik	RIKEN cDNA 2410003J06 gene	2.0958364	up	1.1033964	up	1.899441	up
1418265_s_at	Irf2	interferon regulatory factor 2	2.0954633	up	1.9290512	up	1.0862663	up
1419761_a_at	Gabpb1	GA repeat binding protein, beta 1	2.0927467	up	1.8046454	up	1.1596442	up
1425671_at	Homer1	homer homolog 1 (Drosophila)	2.0925589	up	1.2964133	up	1.6141142	up
1451430_at	Slit2	slit homolog 2 (Drosophila)	2.0923822	up	1.5487618	up	1.3510033	up
1457462_at	Zfp68	zinc finger protein 68	2.091597	up	1.0987046	up	1.9036938	up
1424198_at	Dlg5	discs, large homolog 5 (Drosophila)	2.090501	up	1.6808726	up	1.2436999	up
1434313_at	Ccdc126	coiled-coil domain containing 126	2.0896976	up	1.7668679	up	1.182713	up
1436228_at	Zranb1	zinc finger, RAN-binding domain containing 1	2.0896163	up	1.8799765	up	1.1115118	up
1456557_at	1700041C02Rik	RIKEN cDNA 1700041C02 gene	2.0894716	up	1.2780875	up	1.6348424	up
1460631_at	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	2.0890949	up	1.4966365	up	1.3958598	up
1449254_at	Spp1	secreted phosphoprotein 1	2.088833	up	1.0405903	up	2.007354	up
1438249_at	Usp7	ubiquitin specific peptidase 7	2.0879025	up	1.612833	up	1.2945558	up
1439175_at		Transcribed locus	2.0877054	up	1.1624817	up	1.7959039	up
1455220_at	Frat2	frequently rearranged in advanced T-cell lymphomas 2	2.0875976	up	1.3413074	up	1.55639	up
1440271_at		Transcribed locus	2.0850592	up	1.7329443	up	1.2031888	up
1435774_at	AV024533	expressed sequence AV024533	2.084665	up	1.5791907	up	1.3200846	up
1435719_at	AI448984	expressed sequence AI448984	2.0843158	up	1.7746768	up	1.1744763	up
1433454_at	Abtb2	ankyrin repeat and BTB (POZ) domain containing 2	2.083435	up	1.7529509	up	1.1885302	up
1445597_s_at	Hrasls3	HRAS like suppressor 3	2.0830278	up	1.7517931	down	3.649034	up
1424486_a_at	Txnrd1	thioredoxin reductase 1	2.0828288	up	1.4825063	up	1.4049376	up
1449335_at	Timp3	tissue inhibitor of metalloproteinase 3	2.0825028	up	1.3596003	up	1.5317022	up
1433006_at	5430430B14Rik	RIKEN cDNA 5430430B14 gene	2.0823655	up	1.0157037	down	2.1150663	up
1445341_at			2.0804942	up	1.5166876	up	1.3717355	up
1444753_at	Nek7	NIMA (never in mitosis gene a)-related expressed kinase 7	2.0787761	up	1.9949453	up	1.0420215	up
1442617_at			2.077771	up	1.4589196	up	1.4241848	up
1426587_a_at	Stat3	signal transducer and activator of transcription 3	2.0770977	up	1.4186451	up	1.4641417	up
1450992_a_at	Meis1	Meis homeobox 1	2.0770323	up	1.6123033	up	1.2882391	up
1431238_at	Pqlc1	PQ loop repeat containing 1	2.0744393	up	1.2460576	up	1.6648022	up
1450869_at	Fgf1	fibroblast growth factor 1	2.0743911	up	1.223609	down	2.5382438	up
1457811_at			2.0743015	up	1.7254642	up	1.2021701	up
1446269_at	Hbp1	high mobility group box transcription factor 1	2.073933	up	1.6541065	up	1.2538086	up
1430381_at	Ftsj1	FtsJ homolog 1 (E. coli)	2.0708025	up	1.4902174	up	1.3895975	up
1438441_at	Id4	Inhibitor of DNA binding 4	2.0700047	up	1.2116207	up	1.7084593	up
1427016_at	4932438A13Rik	RIKEN cDNA 4932438A13 gene	2.068813	up	1.7596201	up	1.1757158	up
1440980_at	Kcnh8	potassium voltage-gated channel, subfamily H (eag-related), member 8	2.0677009	up	1.0244586	down	2.1182742	up
1458855_at	D11Ertd49e	DNA segment, Chr 11, ERATO Doi 49, expressed	2.0664024	up	1.4652008	up	1.4103203	up
1446943_at			2.0659986	up	1.2639949	down	2.6114113	up
1430011_at	2610317O13Rik	RIKEN cDNA 2610317O13 gene	2.064465	up	1.7156287	up	1.2033285	up
1437613_s_at	Ptpdc1	protein tyrosine phosphatase domain containing 1	2.0633779	up	1.8289319	up	1.1281873	up
1437375_at		Transcribed locus	2.0628023	up	1.8249408	up	1.1303393	up
1434782_at	Usp42	ubiquitin specific peptidase 42	2.0597746	up	1.8028709	up	1.1424971	up
1427035_at	Slc39a14	solute carrier family 39 (zinc transporter), member 14	2.0587757	up	1.9266161	up	1.0685967	up
1441694_at		Transcribed locus	2.0549433	up	1.0828558	down	2.2252073	up
1438764_at	Anxa7	annexin A7	2.053217	up	1.7508713	up	1.1726829	up
1454729_at	LOC100045503 /// Tmem108	transmembrane protein 108 /// hypothetical protein LOC100045503	2.0529711	up	1.1583923	up	1.772259	up
1429490_at	Rif1	Rap1 interacting factor 1 homolog (yeast)	2.0516038	up	1.765333	up	1.1621624	up
1434082_at	Pctk2	PCTAIRE-motif protein kinase 2	2.0507734	up	1.7293609	up	1.1858562	up
1448598_at	Mmp17	matrix metallopeptidase 17	2.048127	up	1.4691956	up	1.3940464	up
1424413_at	Ogfrl1	opioid growth factor receptor-like 1	2.0460463	up	1.2235299	up	1.6722486	up
1458440_at	Specc1	sperm antigen with calponin homology and coiled-coil domains 1	2.044493	up	1.0534457	up	1.9407672	up
1456999_at	Wipi2	WD repeat domain, phosphoinositide interacting 2	2.043588	up	1.0562242	down	2.158487	up
1450738_at	Kif21a	kinesin family member 21A	2.0423372	up	1.6777323	down	3.426495	up
1436125_at	D16Ertd472e	DNA segment, Chr 16, ERATO Doi 472, expressed	2.0413923	up	1.5052701	up	1.3561634	up
1417952_at	Cyp2j6	cytochrome P450, family 2, subfamily j, polypeptide 6	2.0410726	up	1.2740432	down	2.6004148	up
1430125_s_at	Pqlc1	PQ loop repeat containing 1	2.0400631	up	1.1422874	up	1.7859457	up
1455476_a_at	Gse1	genetic suppressor element 1	2.039797	up	1.49795	up	1.3617259	up
1438126_at	Exoc5	exocyst complex component 5	2.0397387	up	1.9522086	up	1.0448364	up
1441994_at	Pcdhb16	protocadherin beta 16	2.0396688	up	1.7683109	up	1.153456	up
1445426_at			2.0395525	up	1.2157925	up	1.6775497	up
1423477_at	LOC100044533 /// Zic1	zinc finger protein of the cerebellum 1 /// similar to Zic protein	2.0392513	up	1.8746827	up	1.0877848	up
1421629_at	Gabre /// LOC100044133	gamma-aminobutyric acid (GABA-A) receptor, subunit epsilon /// similar to gamma-aminobutyric acid (GABA-A) receptor, subunit epsilon	2.0390697	up	1.3325261	up	1.5302287	up
1434384_at	Nrip1	nuclear receptor interacting protein 1	2.0360622	up	1.1717194	up	1.7376703	up
1430956_at	Prss23	Protease, serine, 23	2.0353816	up	1.9371935	up	1.0506858	up
1444135_at	6332401O19Rik	RIKEN cDNA 6332401O19 gene	2.0341427	up	1.6189417	down	3.2931585	up
1429110_a_at	Nsun4	NOL1/NOP2/Sun domain family, member 4	2.0330086	up	1.4817368	up	1.3720443	up
1445256_at			2.033003	up	1.4666783	up	1.3861275	up
1427134_at	Sfrs12	splicing factor, arginine/serine-rich 12	2.029541	up	1.5660497	up	1.295962	up
1458239_at			2.0293205	up	1.1541722	up	1.7582475	up
1446150_at		Transcribed locus	2.0287602	up	1.6608306	up	1.2215334	up
1443062_at	Auts2	autism susceptibility candidate 2	2.028663	up	1.3596562	up	1.492041	up
1420838_at	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	2.0284846	up	1.6217929	up	1.2507668	up
1424949_at	Huwe1	HECT, UBA and WWE domain containing 1	2.0282342	up	1.4263299	up	1.4219954	up
1418960_at	Phf20l1	PHD finger protein 20-like 1	2.0280268	up	1.5675429	up	1.2937616	up
1449826_a_at	Fgf2	fibroblast growth factor 2	2.0263236	up	1.5444052	up	1.3120414	up
1444715_at		Transcribed locus	2.0234063	up	1.3367399	up	1.5136874	up
1429106_at	4921509J17Rik	RIKEN cDNA 4921509J17 gene	2.0231714	up	1.4393548	up	1.40561	up
1454375_at	5730458M16Rik	RIKEN cDNA 5730458M16 gene	2.022966	up	1.1730895	up	1.7244769	up
1450739_at	Tbl1xr1	transducin (beta)-like 1X-linked receptor 1	2.0216098	up	1.4435987	up	1.4003959	up
