Affymetrix ID	Fold Induction	Common name	Description
1373215_at	1.577		Similar to active breakpoint cluster region-related  protein isoform a (LOC287537), mRNA
1397389_at	1.577		Transcribed sequences
1369410_at	1.577	Gosr1	cis-Golgi p28 (p28); go_component: kinesin complex [goid 0005871] [evidence IEA]; go_component: Golgi apparatus [goid 0005794] [evidence IEA]; go_component: integral to membrane [goid 0016021] [evidence IEA]; go_function: protein transporter activity [goid 0008565] [evidence IEA]; go_process: protein transport [goid 0015031] [evidence IEA]; go_process: transport [goid 0006810] [evidence IEA]; go_process: intracellular protein transport [goid 0006886] [evidence IEA]; Rattus norvegicus golgi SNAP receptor complex member 1 (Gosr1), mRNA.
1367800_at	1.576	Plat	plasminogen activator, tissue
1392770_at	1.575	Neo1	UI-R-CA1-bkf-c-07-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bkf-c-07-0-UI 3, mRNA sequence.
1392382_at	1.575	Tgfb2	transforming growth factor, beta 2
1367858_at	1.574	Mmp11	matrix metalloproteinase 11
1381215_at	1.574		Similar to Numblike (LOC292732), mRNA
1383894_at	1.574		Transcribed sequences
1392939_at	1.574		UI-R-DZ0-ckn-l-05-0-UI.s1 UI-R-DZ0 Rattus norvegicus cDNA clone UI-R-DZ0-ckn-l-05-0-UI 3, mRNA sequence.
1379367_at	1.573		Similar to RIKEN cDNA 2810405K02 (LOC362676), mRNA
1374976_a_at	1.572	Soat1	acyl-coenzyme A:cholesterol acyltransferase
1385382_at	1.571		UI-R-DK0-cdv-b-09-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cdv-b-09-0-UI 3, mRNA sequence.
1371559_at	1.571		Transcribed sequence with moderate similarity to protein sp:O95544 (H.sapiens) PPNK_HUMAN Putative inorganic polyphosphate/ATP-NAD kinase
1385888_at	1.571		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1391185_at	1.571		Transcribed sequences
1379586_at	1.571		Transcribed sequences
1371300_at	1.57	Rpl3	ribosomal protein L3
1389235_at	1.57		Similar to Intercellular adhesion molecule-2 precursor (ICAM-2) (CD102) (Lymphocyte function-associated AG-1 counter-receptor) (LOC360647), mRNA
1378973_at	1.57		Transcribed sequences
1376734_at	1.57	Nov	NOV protein
1379365_at	1.57	Cxcl11	chemokine (C-X-C motif) ligand 11
1373105_at	1.569		Similar to putative T1/ST2 receptor binding protein precursor (LOC315461), mRNA
1367614_at	1.569	Anxa1	annexin 1
1387028_a_at	1.568	Id1	Inhibitor of DNA binding 1, helix-loop-helix protein (splice variation)
1393632_at	1.568		Similar to C1qtnf7 protein (LOC305423), mRNA
1388244_s_at	1.567	Lamr1	laminin receptor 1 (67kD, ribosomal protein SA)
1372993_at	1.566		Transcribed sequences
1367732_at	1.566	Gnb1	guanine nucleotide binding protein, beta 1
1377887_at	1.565	Acox3	acyl-Coenzyme A oxidase 3, pristanoyl
1383721_at	1.565		Transcribed sequences
1371977_at	1.565		Similar to ARP2/3 complex 21 kDa subunit (P21-ARC) (Actin-related protein 2/3 complex subunit 3) (LOC288669), mRNA
1372579_at	1.564		EST452680 Rat Gene Index, normalized rat, Rattus norvegicus cDNA Rattus norvegicus cDNA clone RGIGP39 3 sequence, mRNA sequence.
1367960_at	1.564	Arl4	ADP-ribosylation-like 4
1370217_at	1.564	Ddr1	Rattus norvegicus tyrosine kinase receptor (Ptk-3) gene, complete cds.
1386995_at	1.564	Btg2	B-cell translocation gene 2, anti-proliferative
1399038_at	1.563		Similar to Ubiquitin carboxyl-terminal hydrolase 19 (Ubiquitin thiolesterase 19) (Ubiquitin-specific processing protease 19) (Deubiquitinating enzyme 19) (Zinc finger MYND domain containing protein 9) (LOC361190), mRNA
1371004_at	1.563	Sort1	sortilin 1
1398212_at	1.563		Similar to Olig2 bHLH protein (LOC304103), mRNA
1389119_at	1.562		Similar to Xin (LOC316071), mRNA
1385360_at	1.562		UI-R-BS1-ayr-a-08-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-ayr-a-08-0-UI 3, mRNA sequence.
1397959_at	1.56		Similar to RIKEN cDNA D130059P03 gene (LOC312248), mRNA
1397676_at	1.56		Transcribed sequences
1373345_at	1.559	Amigo2	transmembrane protein AMIGO2
1392535_at	1.559		Similar to RIKEN cDNA 1110058B13 gene (LOC300035), mRNA
1398874_at	1.559	Sca10	spinocerebellar ataxia 10 homolog (human)
1369217_at	1.559	Nr4a3	nuclear receptor subfamily 4, group A, member 3
1381577_at	1.558		Transcribed sequences
1376779_at	1.558		Transcribed sequence with strong similarity to protein sp:Q12778 (H.sapiens) FXO1_HUMAN Forkhead box protein O1A
1376698_at	1.557		Transcribed sequences
1373681_at	1.557	Mpi	mannose phosphate isomerase
1398706_at	1.557		UI-R-DK0-cem-h-10-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cem-h-10-0-UI 3, mRNA sequence.
1383457_at	1.556		Transcribed sequences
1385495_at	1.555		Similar to hypothetical protein FLJ22626 (LOC298342), mRNA
1375003_at	1.555	Serpinb6	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 6
1374996_at	1.555	Npl4	homolog of yeast nuclear protein localization 4
1395157_at	1.554	Nedd4a	neural precursor cell expressed, developmentally down-regulated gene 4A
1384287_at	1.553		Transcribed sequences
1385270_s_at	1.553		Transcribed sequence with strong similarity to protein ref:NP_112243.1 (H.sapiens)  small GTP-binding protein [Homo sapiens]
1389355_at	1.553	Ier5	RM5 mRNA for ler5, partial sequence
1368052_at	1.551	Tm4sf3	transmembrane 4 superfamily member 3
1387209_at	1.551	Rgpr	regucalcin gene promotor region related protein
1376615_at	1.55		Similar to dJ109F14.1.4 (TEA domain family member 3, variant 4) (LOC294299), mRNA
1368097_a_at	1.549	Rtn1	reticulon 1
1375646_at	1.549		UI-R-CV2-chw-d-03-0-UI.s1 UI-R-CV2 Rattus norvegicus cDNA clone UI-R-CV2-chw-d-03-0-UI 3, mRNA sequence.
1385171_s_at	1.549		UI-R-BJ1-avw-h-10-0-UI.s1 UI-R-BJ1 Rattus norvegicus cDNA clone UI-R-BJ1-avw-h-10-0-UI 3, mRNA sequence.
1380406_at	1.549		Transcribed sequence with weak  similarity to protein ref:NP_570953.1 (M.musculus)  CAMP [Mus musculus]
1373810_at	1.548		Similar to group XII-1 phospholipase A2 (LOC362039), mRNA
1378257_at	1.548		Similar to 3-5 exonuclease TREX1 (LOC367170), mRNA
1386856_a_at	1.548		Similar to PD2 protein (LOC361531), mRNA
1369473_at	1.548	Pgm1	phosphoglucomutase 1
1392466_at	1.547		Transcribed sequences
1371059_at	1.547	Prkar2a	protein kinase, cAMP-dependent, regulatory, type 2, alpha
1395744_at	1.547		Transcribed sequences
1389681_at	1.547		Similar to poliovirus receptor homolog (LOC308417), mRNA
1375871_at	1.547	LOC287642	UI-R-DO1-ckp-a-15-0-UI.s1 UI-R-DO1 Rattus norvegicus cDNA clone UI-R-DO1-ckp-a-15-0-UI 3, mRNA sequence.
1396228_at	1.547		Transcribed sequence with weak  similarity to protein ref:NP_114401.1 (H.sapiens)  chromosome 9 open reading frame 5 [Homo sapiens]
1383944_at	1.546		Transcribed sequences
1387810_at	1.546	Keap1	Kelch-like ECH-associated protein 1
1383119_at	1.546		Similar to opioid growth factor receptor (LOC316290), mRNA
1395409_at	1.546		Similar to protein phosphatase 2A, regulatory subunit B (PR 53) (LOC362102), mRNA
1370682_at	1.545		Paired Ig-like receptor-B (Pirb) mRNA, complete cds
1382924_at	1.545		Similar to pantothenate kinase 1 beta (LOC294088), mRNA
1369934_at	1.544	Ppib	cyclophilin B
1383843_at	1.544		Transcribed sequences
1374960_at	1.544		Similar to 9130011E15Rik protein (LOC361768), mRNA
1370167_at	1.544	Sdc2	syndecan 2
1374058_at	1.543		Similar to D7H11orf15 protein (LOC293415), mRNA
1395377_at	1.542		Similar to RIKEN cDNA 3010001A07 (LOC304709), mRNA
1372324_at	1.542		Transcribed sequence with moderate similarity to protein sp:Q15649 (H.sapiens) TRI3_HUMAN Thyroid receptor interacting protein 3
1393944_at	1.542		UI-R-Y0-abk-g-03-0-UI.s1 UI-R-Y0 Rattus norvegicus cDNA clone UI-R-Y0-abk-g-03-0-UI 3, mRNA sequence.
1372422_at	1.542	Mmp24	matrix metalloproteinase 24 (membrane-inserted)
1383986_at	1.541		Transcribed sequences
1390801_at	1.541		Transcribed sequences
1391827_at	1.541		Similar to actin-binding protein homolog ABP-278 (LOC306204), mRNA
1382031_at	1.541		Transcribed sequences
1374515_at	1.541		Similar to RIKEN cDNA 6330409N04 (LOC290303), mRNA
1381434_s_at	1.541		Transcribed sequence with weak  similarity to protein pir:G00043 (H.sapiens) G00043 osteonidogen - human
1379926_at	1.541		Transcribed sequence with moderate similarity to protein sp:Q03113 (H.sapiens) GB12_HUMAN Guanine nucleotide-binding protein, alpha-12 subunit
1374991_at	1.54		Hypothetical LOC287938 (LOC287938), mRNA
1370073_at	1.539	LOC63880	protein kinase inhibitor p58
1395663_at	1.539		Similar to BENE protein (LOC362211), mRNA
1393449_at	1.538		Transcribed sequence with moderate similarity to protein sp:P57087 (H.sapiens) JAM2_HUMAN Junctional adhesion molecule 2 precursor
1392325_at	1.538		Transcribed sequences
1389815_at	1.538	Ppp1r14b	protein phosphatase 1, regulatory (inhibitor) 5 subunit 14B
1370199_at	1.538	Nucb	nucleobindin
1389610_at	1.538	Kcnk3	potassium channel, subfamily K, member 3
1373880_at	1.538		Transcribed sequences
1367905_at	1.537	LOC54410	alkaline phosphodiesterase
1372254_at	1.536	Serping1	serine (or cysteine) proteinase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)
1388786_at	1.536		Transcribed sequences
1376708_at	1.536		Transcribed sequences
1377823_at	1.536		Transcribed sequences
1387260_at	1.535	Klf4	Kruppel-like factor 4 (gut)
1395376_at	1.535		Transcribed sequences
1396250_at	1.534		Similar to slingshot 1 (LOC304580), mRNA
1384339_s_at	1.534	Csnk2a1	casein kinase II, alpha 1 polypeptide
1371692_at	1.534		Similar to AF1q (LOC295264), mRNA
1379732_at	1.534		Transcribed sequences
1372607_at	1.534		Similar to nucleotide-binding protein short form (LOC287125), mRNA
1375906_at	1.533		UI-R-CN1-cji-n-04-0-UI.s1 UI-R-CN1 Rattus norvegicus cDNA clone UI-R-CN1-cji-n-04-0-UI 3, mRNA sequence.
1392673_at	1.533		Similar to cell division cycle 37 homolog (S. cerevisiae)-like; Hsp90-associating relative of Cdc37 (LOC293886), mRNA
1372147_at	1.531		Transcribed sequence with moderate similarity to protein sp:O43181 (H.sapiens) NUYM_HUMAN NADH-ubiquinone oxidoreductase 18 kDa subunit, mitochondrial precursor
1395185_at	1.531		Transcribed sequences
1386794_at	1.531		Transcribed sequence with strong similarity to protein ref:NP_060785.2 (H.sapiens)  F-box protein FBW7, isoform 2; hypothetical protein FLJ11071; F-box protein FBW7; F-box protein SEL-10; homolog of C elegans sel-10; archipelago, Drosophila, homolog of [Homo sapiens]
1374828_at	1.53		Similar to Protein disulfide isomerase-related (LOC360722), mRNA
1388035_a_at	1.53	Scn5a	sodium channel, voltage-gated, type V, alpha polypeptide
1399110_at	1.529	Znf297	Similar to Bing1 (LOC309630), mRNA
1373970_at	1.528		Similar to RIKEN cDNA 9230117N10 (LOC361749), mRNA
1391822_at	1.528		Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1371988_at	1.528		Transcribed sequences
1367728_at	1.527	Tsn	translin
1372620_at	1.526		Similar to acidic (leucine-rich) nuclear phosphoprotein 32 family, member E; leucine-rich acidic nuclear protein like (LOC361999), mRNA
1390398_at	1.526	Bmpr1a	bone morphogenetic protein receptor, type 1A
1373697_at	1.526		Similar to Myosin binding protein C, fast-type (LOC292879), mRNA
1373997_at	1.526		Transcribed sequences
1380751_at	1.526		Transcribed sequences
1378155_at	1.526		Similar to KIAA1096 protein (LOC360865), mRNA
1373861_at	1.526		Similar to putative MAPK activating protein (LOC361089), mRNA
1387367_at	1.526	Selel	selectin, endothelial cell, ligand
1369625_at	1.526	Aqp1	aquaporin 1
1370993_at	1.525	Lamc1	laminin, gamma 1
1371916_at	1.525		Similar to Selenoprotein X 1 (Selenoprotein R) (LOC287123), mRNA
1370225_at	1.525	Cited4	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4
1388698_at	1.525	Ecm1	extracellular matrix protein 1
1379889_at	1.522		Similar to laminin gamma 2 chain precursor (LOC289096), mRNA
1392131_at	1.522	Rps2	Similar to 40S ribosomal protein S2 (LOC366237), mRNA
1370935_at	1.521	Ctl1	transporter-like protein
1369656_at	1.521	Pcyt1a	phosphate cytidylyltransferase 1, choline, alpha isoform
1390859_at	1.52		Similar to Nedd4 binding protein 1 (LOC291921), mRNA
1391448_at	1.52		Similar to cysteine-rich repeat-containing protein CRIM1 (LOC298744), mRNA
1391658_at	1.52		Similar to archain 1 (LOC300674), mRNA
1374743_at	1.52		Transcribed sequence with moderate similarity to protein ref:NP_031730.1 (M.musculus)  channel-interacting PDZ domain protein [Mus musculus]
1373674_at	1.519		Similar to microfibril-associated glycoprotein-2 (LOC362429), mRNA
1371907_at	1.519		Similar to SRp25 nuclear protein (LOC288656), mRNA
1394891_at	1.518		Transcribed sequences
1377041_at	1.518	Mfng	manic fringe homolog (Drosophila)
1377691_at	1.518		Similar to vesicle trafficking protein sec22b (LOC310710), mRNA
1383920_at	1.518		Similar to aminomethyltransferase (LOC306586), mRNA
1384160_at	1.518		Transcribed sequence with strong similarity to protein ref:NP_536699.1 (M.musculus)  synaptopodin 2 [Mus musculus]
1372071_at	1.518		Similar to 8D6 antigen (LOC362851), mRNA
1383097_at	1.517		Similar to RIKEN cDNA 2010012O05 (LOC294012), mRNA
1395060_at	1.516		Transcribed sequences
1374293_at	1.516	Th2a	Transcribed sequence with strong similarity to protein sp:Q93077 (H.sapiens) H2AL_HUMAN Histone H2A.l
1389675_at	1.515		Transcribed sequence with strong similarity to protein ref:NP_084520.1 (M.musculus)  RIKEN cDNA 2610524G09 [Mus musculus]
1378638_a_at	1.515		Similar to 2700029M09Rik protein (LOC290706), mRNA
1390399_at	1.514		Transcribed sequences
1367668_a_at	1.514	Scd2	stearoyl-Coenzyme A desaturase 2
1383941_at	1.513		UI-R-CN0-bmj-h-07-0-UI.s1 UI-R-CN0 Rattus norvegicus cDNA clone UI-R-CN0-bmj-h-07-0-UI 3, mRNA sequence.
1371521_at	1.513	Pdhal	pyruvate dehydrogenase E1 alpha-like
1369044_a_at	1.513	Pde4b	phosphodiesterase 4B
1379651_at	1.512		UI-R-CA0-axi-e-02-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-axi-e-02-0-UI 3, mRNA sequence.
1388521_at	1.512		Similar to pyrroline-5-carboxylate synthetase (LOC361755), mRNA
1372045_at	1.512		Transcribed sequence with strong similarity to protein ref:NP_115882.1 (H.sapiens)  adaptor-related protein complex 1, mu 1 subunit; clathrin assembly protein complex 1, medium chain; clathrin coat assembly protein AP47; golgi adaptor AP-1 47 kDa protein; HA1 47 kDa subunit; clathrin assembly protein complex AP1, mu subunit; clathrin adaptor protein AP47 [Homo sapiens]
1382064_at	1.512		Similar to 4933407C03Rik protein (LOC292051), mRNA
1371541_at	1.512		Similar to Mylk protein (LOC288057), mRNA
1372642_at	1.512		Transcribed sequences
1372471_at	1.511		Transcribed sequences
1371929_at	1.511		Similar to transcription factor-like protein 4 beta (LOC360631), mRNA
1371735_at	1.511		Transcribed sequences
1367946_at	1.51	Pdlim1	PDZ and LIM domain 1
1372286_at	1.51		Similar to transmembrane 4 superfamily member 6 (LOC302313), mRNA
1393932_at	1.51		Similar to RIKEN cDNA 1700010P07 (LOC305684), mRNA
1367675_at	1.509	Cib1	calcium and integrin binding 1 (calmyrin)
1383071_at	1.509	Mtpn	myotrophin
1384106_at	1.509	Mob	mob protein
1374518_at	1.509		Similar to RIKEN cDNA 2610318G18 (LOC289113), mRNA
1374024_at	1.508		Similar to glycoprotein IIb - rat (LOC303571), mRNA
1386876_at	1.508	Adcy6	adenylyl cyclase 6
1375950_a_at	1.508		UI-R-DK0-cea-c-07-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cea-c-07-0-UI 3, mRNA sequence.
1396771_at	1.508		Transcribed sequences
1370339_at	1.507	LOC286890	tropomyosin isoform 6
1397630_at	1.507		UI-R-CA0-azy-f-09-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-azy-f-09-0-UI 3, mRNA sequence.
1391106_at	1.507		Transcribed sequences
1382393_at	1.507	Spg7	spastic paraplegia 7 homolog (human)
1397682_at	1.507		Transcribed sequences
1373053_at	1.506		EST215506 Normalized rat kidney, Bento Soares Rattus sp. cDNA clone RKIBV33 3 end, mRNA sequence.
1379606_at	1.506		Similar to RAB30 (LOC308821), mRNA
1394855_at	1.506		Transcribed sequences
1392972_at	1.506		Similar to Triple functional domain protein (PTPRF interacting protein) (LOC310192), mRNA
1387720_at	1.505	Cstn2	calsyntenin 2
1389514_at	1.505		Similar to hypothetical protein FLJ31810 (LOC315691), mRNA
1391481_at	1.504		UI-R-BX0-asa-f-10-0-UI.s1 UI-R-BX0 Rattus norvegicus cDNA clone UI-R-BX0-asa-f-10-0-UI 3, mRNA sequence.
1371361_at	1.504		Transcribed sequence with strong similarity to protein pir:T17293 (H.sapiens) T17293 hypothetical protein DKFZp434G162.1 - human
1379795_at	1.504		Similar to RIKEN cDNA 2410002O22 gene (LOC294710), mRNA
1367690_at	1.503	Ssr4	signal sequence receptor 4
1377869_at	1.503		Similar to carbon catabolite repression 4 protein homolog (LOC310395), mRNA
1388470_at	1.503		Similar to F-box only protein 9 isoform 2; F-box protein Fbx9 (LOC300849), mRNA
1379891_at	1.503		Similar to scotin (LOC301013), mRNA
1387897_at	1.502	Cnp1	cyclic nucleotide phosphodiesterase 1
1384328_at	1.502		Similar to TOM1 (LOC361370), mRNA
1383112_at	1.501		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1368449_at	1.501	Centa1	centaurin, alpha 1
1376108_at	1.501		LOC362299 (LOC362299), mRNA
1372270_at	1.501	Dpagt1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
1369973_at	1.501	Xdh	xanthine dehydrogenase
1396684_at	1.501		Transcribed sequences
1389251_at	1.501		Similar to coenzyme A diphosphatase (LOC361413), mRNA
1377159_at	1.5		Similar to TSC-22-like (LOC360780), mRNA
1385761_s_at	1.5		UI-R-CA0-bhd-f-10-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bhd-f-10-0-UI 3, mRNA sequence.
1395362_at	1.5		Transcribed sequences
1370447_at	1.5	Loc192259	phospholipase B
1381513_at	1.498		Transcribed sequences
1388831_at	1.498	Slc9a3r2	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulator 2
1394114_at	1.498		EST188931 Normalized rat heart, Bento Soares Rattus sp. cDNA clone RHEAB01 3 end, mRNA sequence.
1383450_at	1.498		Transcribed sequence with moderate similarity to protein pir:T42705 (H.sapiens) T42705 hypothetical protein DKFZp434K098.1 - human
1367940_at	1.498	Rdc1	chemokine orphan receptor 1
1373113_at	1.497		Transcribed sequences
1383739_at	1.497		Transcribed sequences
1374055_at	1.497		Transcribed sequence with weak  similarity to protein ref:NP_033302.1 (M.musculus)  simple repeat sequence-containing transcript [Mus musculus]
1368655_at	1.496	Pgsg	proteoglycan peptide core protein
1398790_at	1.496	Ppp2ca	protein phosphatase 2a, catalytic subunit, alpha isoform
1381376_at	1.495		Similar to Tnfaip2 protein (LOC299340), mRNA
1396866_s_at	1.495	Pxmp3	Transcribed sequence with moderate similarity to protein sp:P28328 (H.sapiens) PEX2_HUMAN Peroxisome assembly factor-1
1374103_at	1.495	Freq	frequenin homolog (Drosophila)
1390956_at	1.494		Similar to Apolipoprotein L3 (Apolipoprotein L-III) (ApoL-III) (TNF-inducible protein CG12-1) (CG12_1) (LOC300060), mRNA
1372778_at	1.494		Transcribed sequence with strong similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1380785_at	1.494		UI-R-CA1-biq-g-05-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-biq-g-05-0-UI 3, mRNA sequence.
1381757_at	1.494		Similar to homoloc-13 (LOC360984), mRNA
1376588_at	1.493		Transcribed sequences
1371689_at	1.493	Eef1a1	eukaryotic translation elongation factor 1 alpha 1
1399162_a_at	1.493	Ddb1	damage-specific DNA binding protein 1
1387566_at	1.493	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)
1384195_at	1.492		Transcribed sequence with weak  similarity to protein ref:NP_060474.1 (H.sapiens)  hypothetical protein FLJ10134 [Homo sapiens]
1388393_at	1.492	Plp2	proteolipid protein 2
1383096_at	1.492	Aplp2	sperm membrane protein (YWK-II)
1397470_at	1.492		Transcribed sequences
1374945_at	1.492		Transcribed sequences
1378841_at	1.492		Similar to CG16812-PA (LOC292739), mRNA
1371024_at	1.492	Cutl1	cut (Drosophila)-like 1
1369236_at	1.492	Prdm4	PR domain containing 4
1379604_at	1.491		Transcribed sequences
1399034_at	1.491		Similar to pecanex 1 (LOC314288), mRNA
1398369_at	1.491		Transcribed sequence with weak  similarity to protein ref:NP_062289.1 (M.musculus)  nuclear localization signals binding protein 1 [Mus musculus]
1393719_at	1.491		Transcribed sequences
1380639_at	1.491		syntaxin 5a
1395346_at	1.491		Similar to angio-associated migratory cell protein (LOC301512), mRNA
1370348_at	1.491	Ninj1	ninjurin 1
1377139_at	1.491		Transcribed sequence with weak  similarity to protein sp:Q99593 (H.sapiens) TBX5_HUMAN T-box transcription factor TBX5
1389632_at	1.491		Similar to Rho-related BTB domain-containing protein 1 (LOC309722), mRNA
1371189_x_at	1.49	Lamr1	laminin receptor 1 (67kD, ribosomal protein SA)
1378346_at	1.49		Transcribed sequences
1390918_at	1.49		Similar to GH regulated TBC protein 1 (LOC361180), mRNA
1387536_at	1.49	Scn5a	sodium channel, voltage-gated, type V, alpha polypeptide
1389038_at	1.49		Similar to eukaryotic translation termination factor 1; sup45 (yeast omnipotent suppressor 45) homolog-like 1; polypeptide chain release factor 1 (LOC307503), mRNA
1369954_at	1.49	Idh1	isocitrate dehydrogenase 1
1379117_at	1.489		Transcribed sequences
1367802_at	1.489	Sgk	serum/glucocorticoid regulated kinase
1389738_at	1.489		Similar to uracil-DNA gylcosylase (LOC304577), mRNA
1379847_at	1.488		Similar to Dysferlin (Dystrophy associated fer-1 like protein) (Fer-1 like protein 1) (LOC312492), mRNA
1383753_at	1.488		Transcribed sequences
1371375_at	1.488		Transcribed sequences
1387447_at	1.488	Arf3	ADP-ribosylation factor 3
1377167_at	1.488		Similar to Phosphoinositol 4-phosphate Adaptor Protein-1 (LOC295674), mRNA
1381759_at	1.487		Hypothetical LOC291903 (LOC291903), mRNA
1372760_at	1.487		EST220167 Normalized rat ovary, Bento Soares Rattus sp. cDNA clone ROVBU12 3 end, mRNA sequence.
1382864_at	1.487		Similar to palmdelphin (LOC310811), mRNA
1396123_at	1.487		Similar to RIKEN cDNA 0610012D17 (LOC288044), mRNA
1386890_at	1.487	S100a10	S-100 related protein, clone 42C
1384464_at	1.486		Similar to SREBP cleavage activating protein (LOC301024), mRNA
1394082_at	1.486		Similar to 26S proteasome-associated pad1 homolog (LOC295644), mRNA
1372212_at	1.486		Similar to peroxisomal N1-acetyl-spermine/spermidine oxidase (LOC293588), mRNA
1368819_at	1.486	Itgb1	integrin beta 1
1380435_at	1.486		UI-R-Y0-mg-e-04-0-UI.s1 UI-R-Y0 Rattus norvegicus cDNA clone UI-R-Y0-mg-e-04-0-UI 3, mRNA sequence.
1367854_at	1.485	Acly	ATP citrate lyase
1384788_at	1.485		Similar to KCCR13L (LOC304289), mRNA
1372401_at	1.485		Transcribed sequence with moderate similarity to protein ref:NP_061819.2 (H.sapiens)  N-acetylneuraminic acid phosphate synthase; sialic acid synthase; sialic acid phosphate synthase [Homo sapiens]
1370819_at	1.484	Csnk1d	casein kinase 1, delta
1371028_at	1.484	Ttgn1	trans-golgi network protein 1
1390385_at	1.484		Similar to D-glucuronyl C5-epimerase (LOC363073), mRNA
1388813_at	1.484	Arf2	ADP-ribosylation factor 2
1376171_at	1.484		Transcribed sequence with moderate similarity to protein prf:2209322A (H.sapiens) 2209322A UHX1 gene [Homo sapiens]
1375909_at	1.483		Transcribed sequence with moderate similarity to protein pdb:4GTU (H.sapiens) G Chain G, Ligand-Free Homodimeric Human Glutathione S-Transferase M4- 4
1372599_at	1.483		Similar to Microsomal glutathione S-transferase 2 (Microsomal GST-2) (Microsomal GST-II) (LOC295037), mRNA
1377173_at	1.483		Transcribed sequences
1381939_at	1.483		Similar to RIKEN cDNA 1300017J02 (LOC315963), mRNA
1389703_at	1.483		Similar to KIAA0399 protein (LOC360562), mRNA
1384115_at	1.483		Transcribed sequences
1389369_at	1.482		SAC2 (supressor of actin mutations 2, homolog)-like (S. cerevisiae)
1376560_at	1.482		Transcribed sequences
1392675_at	1.482		Transcribed sequences
1380644_at	1.482		Transcribed sequences
1391171_at	1.481		Transcribed sequences
1371091_at	1.481	LOC207125	unknown protein
1371934_at	1.481		Similar to RIKEN cDNA 1110021H02; EST AA062310 (LOC289220), mRNA
1372130_at	1.481		Similar to guanine nucleotide exchange factor (LOC312915), mRNA
1391608_at	1.481		Similar to poly(A)-specific ribonuclease (deadenylation nuclease) (LOC360464), mRNA
1390199_at	1.481		Transcribed sequences
1374254_a_at	1.481		UI-R-CN1-cjf-e-04-0-UI.s1 UI-R-CN1 Rattus norvegicus cDNA clone UI-R-CN1-cjf-e-04-0-UI 3, mRNA sequence.
1372010_at	1.48		Transcribed sequence with strong similarity to protein pir:T34519 (H.sapiens) T34519 MAPK-activated protein kinase
1380470_x_at	1.48		UI-R-BX0-asc-c-04-0-UI.s1 UI-R-BX0 Rattus norvegicus cDNA clone UI-R-BX0-asc-c-04-0-UI 3, mRNA sequence.
1391530_a_at	1.48		Similar to hypothetical protein FLJ20604 (LOC289934), mRNA
1391484_at	1.479		Transcribed sequences
1384182_at	1.479		Similar to mitogen inducible gene mig-2 (LOC289992), mRNA
1383574_at	1.479		Similar to Man9-mannosidase (LOC294567), mRNA
1395130_at	1.479		Transcribed sequence with strong similarity to protein sp:O60315 (H.sapiens) SIP1_HUMAN Zinc finger homeobox protein 1b
1368089_at	1.478	Pde2a	phosphodiesterase 2A, cGMP-stimulated
1368525_at	1.478	Mrs2l	MRS2-like, magnesium homeostasis factor (S. cerevisiae)
1373797_at	1.478	Hyal3	Similar to hyaluronidase 3 (LOC300993), mRNA
1381179_at	1.478		Similar to RIKEN cDNA A930003G21 (LOC316021), mRNA
1395467_at	1.478		Similar to N-copine (LOC290220), mRNA
1384394_at	1.477		Transcribed sequence with weak  similarity to protein pir:T13163 (H.sapiens) T13163 Rab6 GTPase activating protein, GAPCenA - human
1384842_s_at	1.477	Tnfrsf6	Wistar corpus luteum Fas receptor mRNA, partial cds
1382038_at	1.476		UI-R-BJ1-awf-h-12-0-UI.s1 UI-R-BJ1 Rattus norvegicus cDNA clone UI-R-BJ1-awf-h-12-0-UI 3, mRNA sequence.
1379514_at	1.476		Transcribed sequences
1369928_at	1.475	Acta1	actin alpha 1
1378146_at	1.475		Transcribed sequences
