probe set	Entrez Gene	Gene Symbol	Gene Title
219857_at	79949	C10orf81	chromosome 10 open reading frame 81
219858_s_at	54842	FLJ20160	FLJ20160 protein
204469_at	5803	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1
1558787_a_at	NA	NA	MRNA full length insert cDNA clone EUROIMAGE 138904
225387_at	10098	TSPAN5	tetraspanin 5
224728_at	64756	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1
1554305_at	91370	MGC20647	hypothetical protein MGC20647
231941_s_at	200958	MUC20	mucin 20
219610_at	64283	RGNEF	Rho-guanine nucleotide exchange factor
1556764_s_at	5144	PDE4D	Phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)
204513_s_at	9844	ELMO1	engulfment and cell motility 1 (ced-12 homolog, C. elegans)
218298_s_at	80017	C14orf159	chromosome 14 open reading frame 159
209568_s_at	23179	RGL1	ral guanine nucleotide dissociation stimulator-like 1
205019_s_at	7433	VIPR1	vasoactive intestinal peptide receptor 1
236322_at	153830	FLJ31951	Hypothetical protein FLJ31951
228865_at	79098	C1orf116	chromosome 1 open reading frame 116
1557522_x_at	NA	NA	NA
1554190_s_at	79949	C10orf81	chromosome 10 open reading frame 81
1555962_at	93010	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
204072_s_at	10129	13CDNA73	hypothetical protein CG003
228517_at	64769	C1orf149	chromosome 1 open reading frame 149
212880_at	23335	WDR7	WD repeat domain 7
215931_s_at	10564	ARFGEF2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)
217109_at	4585	MUC4	mucin 4, tracheobronchial
226292_at	726	CAPN5	calpain 5
219891_at	54858	PGPEP1	pyroglutamyl-peptidase I
219716_at	80830	APOL6	apolipoprotein L, 6
229132_at	84864	MINA	MYC induced nuclear antigen
213143_at	257407	LOC257407	hypothetical protein LOC257407
227529_s_at	9590	AKAP12	A kinase (PRKA) anchor protein (gravin) 12
233648_at	23235	SNF1LK2	SNF1-like kinase 2
207387_s_at	2710	GK	glycerol kinase
224189_x_at	26298	EHF	ets homologous factor
219115_s_at	53832	IL20RA	interleukin 20 receptor, alpha
1554781_at	153163	MGC32805	hypothetical protein MGC32805
204713_s_at	2153	F5	coagulation factor V (proaccelerin, labile factor)
211685_s_at	83988	NCALD	neurocalcin delta /// neurocalcin delta
233122_at	445815	PALM2-AKAP2	Paralemmin 2
202856_s_at	9123	SLC16A3	solute carrier family 16 (monocarboxylic acid transporters), member 3
222075_s_at	51686	OAZ3	ornithine decarboxylase antizyme 3
208893_s_at	1848	DUSP6	dual specificity phosphatase 6
228954_at	145748	FLJ33008	hypothetical protein FLJ33008
220524_at	54566	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
228835_at	NA	NA	CDNA FLJ33090 fis, clone TRACH2000559
239994_at	NA	NA	Transcribed locus
220988_s_at	114899	C1QTNF3	C1q and tumor necrosis factor related protein 3 /// C1q and tumor necrosis factor related protein 3
223527_s_at	81602	CDADC1	cytidine and dCMP deaminase domain containing 1
236741_at	256764	WDR72	WD repeat domain 72
232927_at	NA	NA	NA
243049_at	NA	NA	NA
236453_at	441422	LOC441422	similar to 60S ribosomal protein L7a (Surfeit locus protein 3) (PLA-X polypeptide)
215874_at	6482	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
216238_s_at	2244	FGB	fibrinogen beta chain
212964_at	23119	HIC2	hypermethylated in cancer 2
205156_s_at	41	ACCN2	amiloride-sensitive cation channel 2, neuronal
243650_at	130271	PLEKHH2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2
202972_s_at	10144	FAM13A1	family with sequence similarity 13, member A1
205166_at	726	CAPN5	calpain 5
233663_s_at	60437	CDH26	cadherin-like 26
205979_at	4246	SCGB2A1	secretoglobin, family 2A, member 1
215444_s_at	11074	TRIM31	tripartite motif-containing 31
1552626_a_at	81615	DKFZP566N034	hypothetical protein DKFZp566N034
225871_at	261729	STEAP2	six transmembrane epithelial antigen of the prostate 2
212310_at	348477 /// 375056 /// 440751	KIAA0268 /// UNQ6077 /// LOC440751	C219-reactive peptide /// AAAP6077 /// similar to C219-reactive peptide
243042_at	374986	FAM73A	family with sequence similarity 73, member A
235331_x_at	84333	PCGF5	polycomb group ring finger 5
241869_at	80830	APOL6	apolipoprotein L, 6
241397_at	26298	EHF	Ets homologous factor
214681_at	2710	GK	glycerol kinase
232136_s_at	83992	CTTNBP2	cortactin binding protein 2
210963_s_at	8908	GYG2	glycogenin 2
228486_at	23446	SLC44A1	solute carrier family 44, member 1
210399_x_at	2528	FUT6	fucosyltransferase 6 (alpha (1,3) fucosyltransferase)
222379_at	23704	KCNE4	Potassium voltage-gated channel, Isk-related family, member 4
220180_at	80323	SE57-1	CTCL tumor antigen se57-1
240861_at	NA	NA	NA
241368_at	NA	NA	Similar to RIKEN cDNA 2310076L09 (LOC440503), mRNA
243141_at	166929	MGC26963	hypothetical protein MGC26963
239367_at	627	BDNF	brain-derived neurotrophic factor
209101_at	1490	CTGF	connective tissue growth factor
238949_at	NA	NA	NA
235050_at	154091	SLC2A12	solute carrier family 2 (facilitated glucose transporter), member 12
210017_at	10892	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1
219476_at	79098	C1orf116	chromosome 1 open reading frame 116
222780_s_at	79870	BAALC	brain and acute leukemia, cytoplasmic
211889_x_at	634	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)
220187_at	79689	STEAP4	STEAP family member 4
218839_at	23462	HEY1	hairy/enhancer-of-split related with YRPW motif 1
236626_at	196483	FAM86A	Family with sequence similarity 86, member A
228707_at	137075	CLDN23	claudin 23
241224_x_at	84677	DSCR8	Down syndrome critical region gene 8
206560_s_at	8190	MIA	melanoma inhibitory activity
209992_at	5208	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
218800_at	79644	SRD5A2L	steroid 5 alpha-reductase 2-like
238049_at	65983	NS3TP2	HCV NS3-transactivated protein 2
219684_at	64108	IFRG28	28kD interferon responsive protein
203240_at	8857	FCGBP	Fc fragment of IgG binding protein
205489_at	1428	CRYM	crystallin, mu
238524_at	NA	NA	NA
229230_at	200931	OSTalpha	organic solute transporter alpha
243020_at	10144	FAM13A1	Family with sequence similarity 13, member A1
214298_x_at	23157	38966	septin 6
230657_at	9575	CLOCK	Clock homolog (mouse)
219882_at	79739	TTLL7	tubulin tyrosine ligase-like family, member 7
213148_at	257407	LOC257407	hypothetical protein LOC257407
228802_at	348093	RBPMS2	RNA binding protein with multiple splicing 2
207992_s_at	272	AMPD3	adenosine monophosphate deaminase (isoform E)
230492_s_at	56261	KIAA1434	hypothetical protein KIAA1434
219511_s_at	9627	SNCAIP	synuclein, alpha interacting protein (synphilin)
1555137_a_at	55785	FGD6	FYVE, RhoGEF and PH domain containing 6
1552897_a_at	170850	KCNG3	potassium voltage-gated channel, subfamily G, member 3
229655_at	25817	FAM19A5	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5
238727_at	440934	LOC440934	Hypothetical gene supported by BC008048
1559360_at	1946	EFNA5	Ephrin-A5
226799_at	55785	FGD6	FYVE, RhoGEF and PH domain containing 6
237183_at	NA	NA	NA
205654_at	722	C4BPA	complement component 4 binding protein, alpha
205357_s_at	185	AGTR1	angiotensin II receptor, type 1
229546_at	151354	FAM84A	family with sequence similarity 84, member A
244661_at	6646	SOAT1	Sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1
207059_at	5083	PAX9	paired box gene 9
1556185_a_at	NA	NA	CDNA clone IMAGE:5260162
221085_at	9966	TNFSF15	tumor necrosis factor (ligand) superfamily, member 15
213385_at	1124	CHN2	Chimerin (chimaerin) 2
206511_s_at	10736	SIX2	sine oculis homeobox homolog 2 (Drosophila)
226682_at	283666	LOC283666	hypothetical protein LOC283666
226438_at	6641	SNTB1	Syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)
37433_at	9063	PIAS2	protein inhibitor of activated STAT, 2
226517_at	586	BCAT1	branched chain aminotransferase 1, cytosolic
233565_s_at	27111	SDCBP2	syndecan binding protein (syntenin) 2
242447_at	285382	LOC285382	hypothetical gene supported by AK091454
219926_at	64208	POPDC3	popeye domain containing 3
239832_at	116224	C9orf42	Chromosome 9 open reading frame 42
228523_at	340719	NANOS1	nanos homolog 1 (Drosophila)
241763_s_at	NA	NA	NA
225388_at	10098	TSPAN5	tetraspanin 5
202436_s_at	1545	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1
231439_at	151354	FAM84A	Family with sequence similarity 84, member A
215966_x_at	2710	GK	glycerol kinase
1552519_at	130399	ACVR1C	activin A receptor, type IC
214070_s_at	23120	ATP10B	ATPase, Class V, type 10B
241384_x_at	256356	MGC40579	hypothetical protein MGC40579
214321_at	4856	NOV	nephroblastoma overexpressed gene
203029_s_at	5799	PTPRN2	protein tyrosine phosphatase, receptor type, N polypeptide 2
228221_at	126969	SLC44A3	solute carrier family 44, member 3
229309_at	153	ADRB1	Adrenergic, beta-1-, receptor
217966_s_at	116496	C1orf24	chromosome 1 open reading frame 24
210262_at	7180	CRISP2	cysteine-rich secretory protein 2
229254_at	148808	DKFZp761N1114	hypothetical protein DKFZp761N1114
244261_at	163702	IL28RA	interleukin 28 receptor, alpha (interferon, lambda receptor)
1556641_at	285264	FLJ37228	hypothetical protein FLJ37228
233180_at	NA	NA	NA
235763_at	204962	SLC44A5	solute carrier family 44, member 5
242037_at	NA	NA	NA
239186_at	221756	MGC39372	hypothetical protein MGC39372
219132_at	57161	PELI2	pellino homolog 2 (Drosophila)
223503_at	81615	DKFZP566N034	hypothetical protein DKFZp566N034
202437_s_at	1545	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1
202435_s_at	1545	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1
1556331_a_at	NA	NA	NA
216010_x_at	2525	FUT3	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included)
205214_at	9262	STK17B	serine/threonine kinase 17b (apoptosis-inducing)
206191_at	956	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3
236266_at	283666	LOC283666	Hypothetical protein LOC283666
231029_at	NA	NA	Transcribed locus
214235_at	1577	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5
205466_s_at	9957	HS3ST1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1
206953_s_at	23266	LPHN2	latrophilin 2
204607_at	3158	HMGCS2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial)
235965_at	NA	NA	MRNA; cDNA DKFZp779C0742 (from clone DKFZp779C0742)
1562458_at	55284	UBE2W	ubiquitin-conjugating enzyme E2W (putative)
241948_at	116224	C9orf42	Chromosome 9 open reading frame 42
233249_at	NA	NA	NA
1567575_at	627	BDNF	Brain-derived neurotrophic factor opposite strand
213492_at	1280	COL2A1	collagen, type II, alpha 1 (primary osteoarthritis, spondyloepiphyseal dysplasia, congenital)
218687_s_at	56667	MUC13	mucin 13, epithelial transmembrane
233811_at	54453	RIN2	Ras and Rab interactor 2
208170_s_at	11074	TRIM31	tripartite motif-containing 31
229695_at	9392	TGFBRAP1	Transforming growth factor, beta receptor associated protein 1
238103_at	NA	NA	CDNA clone IMAGE:4806358
230624_at	9481	SLC25A27	solute carrier family 25, member 27
238689_at	266977	GPR110	G protein-coupled receptor 110
220416_at	79895	ATP8B4	ATPase, Class I, type 8B, member 4
205668_at	4065	LY75	lymphocyte antigen 75
232110_at	NA	NA	CDNA FLJ12136 fis, clone MAMMA1000312
205765_at	1577	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5
236129_at	NA	NA	NA
209738_x_at	5675	PSG6	pregnancy specific beta-1-glycoprotein 6
1554923_at	203286	SAMD6	sterile alpha motif domain containing 6
220622_at	79782	LRRC31	leucine rich repeat containing 31
1563022_at	347475	LOC347475	hypothetical gene supported by BC017958
215717_s_at	2201	FBN2	fibrillin 2 (congenital contractural arachnodactyly)
1569112_at	204962	SLC44A5	solute carrier family 44, member 5
213317_at	53405	CLIC5	Chloride intracellular channel 5
208126_s_at	1562	CYP2C18	cytochrome P450, family 2, subfamily C, polypeptide 18 /// cytochrome P450, family 2, subfamily C, polypeptide 18
229614_at	162967	ZFPL	zinc finger protein like
202901_x_at	1520	CTSS	cathepsin S
