Row	Gene Name	Gene ID	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value (%)	Significance
4205	204677_at	CDH5	-2.271236583	-1.909408495	0.84069115	0.23016	18.63288759	Negatively significant
5863	206336_at	CXCL6	-2.269706006	-2.185513443	0.962905961	0.1331	18.63288759	Negatively significant
13470	214090_at	PAWR	-2.260947945	-1.601563388	0.708359249	0.31758	18.63288759	Negatively significant
18292	218927_s_at	CHST12	-2.257142362	-1.639957689	0.726563693	0.33037	18.63288759	Negatively significant
4410	204882_at	ARHGAP25	-2.255675053	-1.685808571	0.74736322	0.27386	18.63288759	Negatively significant
6698	207172_s_at	CDH11	-2.251721215	-1.910421871	0.848427353	0.22135	18.63288759	Negatively significant
18556	219191_s_at	BIN2	-2.235380407	-1.80606599	0.807945701	0.22766	20.31558905	Negatively significant
7266	207744_at	NA	-2.230440846	-1.640619054	0.7355582	0.28899	20.31558905	Negatively significant
15919	216548_x_at	HMGB3	-2.225884098	-1.706349405	0.766594005	0.23059	20.31558905	Negatively significant
13608	214228_x_at	TNFRSF4	-2.220592497	-2.02606786	0.91239967	0.17439	20.31558905	Negatively significant
8886	209392_at	ENPP2	-2.212652846	-1.463532478	0.661437912	0.32271	20.31558905	Negatively significant
2559	203029_s_at	PTPRN2	-2.21175765	-1.718254326	0.776872785	0.22919	20.31558905	Negatively significant
10245	210784_x_at	LILRB3	-2.210938333	-1.687841003	0.76340483	0.23924	20.31558905	Negatively significant
5336	205808_at	ASPH	-2.206582672	-2.043026483	0.92587806	0.22749	20.31558905	Negatively significant
4735	205207_at	IL6	-2.201072538	-1.44848419	0.658081078	0.297	20.31558905	Negatively significant
9310	209823_x_at	HLA-DQB1	-2.196806947	-1.962651813	0.893411147	0.19299	20.31558905	Negatively significant
4655	205127_at	PTGS1	-2.189338569	-1.752053227	0.800266004	0.2275	20.31558905	Negatively significant
6699	207173_x_at	CDH11	-2.185359931	-1.990710902	0.910930449	0.21826	20.31558905	Negatively significant
5167	205639_at	AOAH	-2.184058314	-1.961641319	0.898163436	0.22072	20.31558905	Negatively significant
19160	219795_at	SLC6A14	-2.184020087	-2.891985172	1.324156856	0.11653	20.31558905	Negatively significant
13596	214216_s_at	KIAA0217	-2.181272559	-1.905986294	0.873795568	0.32007	20.31558905	Negatively significant
2467	202937_x_at	CGI-96	-2.164457049	-1.629844199	0.753003715	0.31848	21.57973216	Negatively significant
15882	216510_x_at	IGHG1	-2.162450071	-3.207182645	1.483124483	0.04665	21.57973216	Negatively significant
16647	217281_x_at	IGHG1	-2.15974197	-2.910660172	1.34768885	0.09142	21.57973216	Negatively significant
13826	214446_at	ELL2	-2.153552405	-1.667530328	0.774316113	0.25521	21.57973216	Negatively significant
12659	213277_at	ZFP36L1	-2.146738648	-1.717853632	0.800215543	0.23184	21.57973216	Negatively significant
11046	211641_x_at	IGHG1	-2.14540553	-1.897861222	0.884616542	0.20447	21.57973216	Negatively significant
22192	76897_s_at	KIAA0674	-2.143749087	-2.283554142	1.065215214	0.18584	21.57973216	Negatively significant
7701	208194_s_at	STAM2	-2.142168892	-1.63559737	0.763524004	0.30412	21.57973216	Negatively significant
2289	202760_s_at	AKAP2	-2.140481981	-1.586762136	0.741310672	0.31804	21.57973216	Negatively significant
8478	208983_s_at	PECAM1	-2.137081671	-2.335893891	1.093029771	0.13709	21.57973216	Negatively significant
8694	209199_s_at	MEF2C	-2.136037212	-1.660526232	0.777386378	0.29062	21.57973216	Negatively significant
3775	204247_s_at	CDK5	-2.131784866	-1.672480566	0.784544723	0.27857	21.57973216	Negatively significant
16257	216886_at	CHRNA4	-2.130908409	-1.885645466	0.884902166	0.22985	21.57973216	Negatively significant
12132	212746_s_at	KAB	-2.126701035	-1.991369769	0.936365637	0.23929	21.57973216	Negatively significant
3404	203876_s_at	MMP11	-2.120634891	-1.709471182	0.806112919	0.23217	21.57973216	Negatively significant
10451	211003_x_at	TGM2	-2.119242804	-2.344525751	1.106303509	0.18504	21.57973216	Negatively significant
1167	201638_s_at	CPSF1	-2.116415273	-1.723346997	0.814276394	0.25536	21.57973216	Negatively significant
5815	206288_at	PGGT1B	-2.110032642	-1.537801066	0.728804396	0.31839	22.61489044	Negatively significant
13511	214131_at	CYorf15B	-2.105926387	-1.666202774	0.791197064	0.28443	22.61489044	Negatively significant
2909	203381_s_at	APOE	-2.099268407	-1.910620203	0.910136215	0.23857	22.61489044	Negatively significant
14292	214916_x_at	IGHM	-2.092065595	-2.418958826	1.156253815	0.11881	22.61489044	Negatively significant
3460	203932_at	HLA-DMB	-2.091796286	-1.438958375	0.687905598	0.31049	22.61489044	Negatively significant
11560	212173_at	AK2	-2.088020929	-1.519992656	0.727958535	0.28657	22.61489044	Negatively significant
19056	219691_at	FLJ20073	-2.086877726	-1.798566022	0.861845426	0.23292	22.61489044	Negatively significant
3984	204456_s_at	GAS1	-2.085333775	-3.123285742	1.497739009	0.04781	22.61489044	Negatively significant
15928	216557_x_at	IGHG1	-2.08531662	-2.164931789	1.038178935	0.13605	22.61489044	Negatively significant
19552	220187_at	FLJ23153	-2.080702603	-3.011367646	1.447284029	0.1855	22.61489044	Negatively significant
8804	209309_at	AZGP1	-2.080565519	-1.808180115	0.869081074	0.28719	22.61489044	Negatively significant
5211	205683_x_at	TPSB2	-2.077086294	-1.779995104	0.856967334	0.22782	22.61489044	Negatively significant
19086	219721_at	CYP19A1	-2.067908345	-1.515903081	0.733061059	0.26134	22.61489044	Negatively significant
19324	219959_at	MOCOS	-2.064159377	-1.835336491	0.889144759	0.2054	22.61489044	Negatively significant
19473	220108_at	GNA14	-2.06378477	-1.628763759	0.789212026	0.26694	22.61489044	Negatively significant
8626	209131_s_at	SNAP23	-2.061970799	-1.959475235	0.950292427	0.28856	22.61489044	Negatively significant
7792	208287_at	HCG9	-2.060334555	-1.638109486	0.795069656	0.25949	22.61489044	Negatively significant
4426	204898_at	SAP30	-2.060148309	-1.696562403	0.823514693	0.24541	22.61489044	Negatively significant
16735	217369_at	NA	-2.057641704	-1.561884384	0.759065284	0.27557	22.61489044	Negatively significant
18986	219621_at	CLSPN	-2.052048875	-2.004496268	0.976826767	0.16478	22.61489044	Negatively significant
3598	204070_at	RARRES3	-2.039758666	-1.420124532	0.69622184	0.29655	23.65172152	Negatively significant
1146	201617_x_at	CALD1	-2.023039606	-1.451321538	0.717396503	0.29043	23.65172152	Negatively significant
4089	204561_x_at	APOC2	-2.021506509	-1.365794743	0.675632127	0.30679	23.65172152	Negatively significant
9384	209897_s_at	SLIT2	-2.019809014	-1.95795668	0.969377137	0.22589	23.65172152	Negatively significant
6236	206709_x_at	GPT	-2.015035203	-1.934700343	0.96013228	0.18123	23.65172152	Negatively significant
21507	222146_s_at	TCF4	-2.010939278	-2.2159456	1.101945556	0.2721	23.65172152	Negatively significant
11045	211640_x_at	IGHG1	-2.007552836	-2.681795124	1.335852823	0.12563	23.77931919	Negatively significant
14046	214669_x_at	NA	-2.00423703	-2.719629906	1.356940254	0.09581	23.77931919	Negatively significant
4795	205267_at	POU2AF1	-2.001314835	-1.934061739	0.966395544	0.18807	23.77931919	Negatively significant
15020	215646_s_at	CSPG2	-2.001169199	-2.121867349	1.060313816	0.17118	23.77931919	Negatively significant
10977	211571_s_at	CSPG2	-2.000614414	-2.178391091	1.08886104	0.15568	23.77931919	Negatively significant
15931	216560_x_at	NA	-2.000427451	-3.532970743	1.766107909	0.03353	23.77931919	Negatively significant
5587	206060_s_at	PTPN22	-1.9983349	-1.88870295	0.94513835	0.23888	23.77931919	Negatively significant
16535	217167_x_at	GK	-1.98941748	-1.694793921	0.851904609	0.22992	23.77931919	Negatively significant
19103	219738_s_at	PCDH9	-1.987049839	-1.761921712	0.886702325	0.21686	23.77931919	Negatively significant
5194	205666_at	FMO1	-1.984125773	-1.922273487	0.968826429	0.17373	23.77931919	Negatively significant
157	200628_s_at	WARS	-1.980894102	-1.384768408	0.699062311	0.31617	23.77931919	Negatively significant
3998	204470_at	CXCL2	-1.980755393	-1.779023102	0.89815386	0.20779	23.77931919	Negatively significant
2618	203088_at	FBLN5	-1.980068963	-2.1886714	1.105351097	0.21098	23.77931919	Negatively significant
9707	210225_x_at	LILRB3	-1.976357059	-1.356798489	0.68651486	0.3269	23.77931919	Negatively significant
6430	206903_at	ENDOGL1	-1.972354729	-1.744974703	0.884716465	0.21368	23.77931919	Negatively significant
12053	212667_at	SPARC	-1.972087098	-1.789939336	0.90763706	0.243	23.77931919	Negatively significant
18644	219279_at	DOCK10	-1.970089541	-1.965091137	0.997462854	0.28693	23.77931919	Negatively significant
4794	205266_at	LIF	-1.963462353	-1.753028878	0.892825307	0.2557	23.77931919	Negatively significant
4458	204930_s_at	BNIP1	-1.963116067	-1.549977068	0.789549377	0.27715	23.77931919	Negatively significant
158	200629_at	WARS	-1.962465721	-1.529222521	0.779235278	0.26604	23.77931919	Negatively significant
15724	216352_x_at	PCDHGA3	-1.960455713	-1.590283683	0.811180621	0.25863	23.77931919	Negatively significant
15846	216474_x_at	TPSB2	-1.960430434	-1.741185722	0.888165013	0.22633	23.77931919	Negatively significant
13780	214400_at	INSL3	-1.960396171	-1.70187749	0.868129369	0.23642	23.77931919	Negatively significant
15564	216191_s_at		-1.960094194	-1.960302043	1.00010604	0.31716	23.77931919	Negatively significant
15609	216236_s_at	SLC2A14	-1.958713867	-1.489821754	0.760612246	0.33044	23.77931919	Negatively significant
21092	221731_x_at	CSPG2	-1.958514339	-1.9033466	0.971831843	0.28744	23.77931919	Negatively significant
2026	202497_x_at	SLC2A3	-1.957933976	-2.163783642	1.105136163	0.12103	23.77931919	Negatively significant
20603	221239_s_at	SPAP1	-1.952949948	-1.405580191	0.719721564	0.31462	23.77931919	Negatively significant
16211	216840_s_at	LAMA2	-1.949093973	-2.092280733	1.073463241	0.22563	23.77931919	Negatively significant
8596	209101_at	CTGF	-1.939549336	-2.259500089	1.164961389	0.12912	23.83055195	Negatively significant
8108	208609_s_at	TNXB	-1.937823541	-1.700353667	0.877455367	0.27791	23.83055195	Negatively significant
16284	216913_s_at	KIAA0690	-1.936340426	-1.740909264	0.899071899	0.22035	23.83055195	Negatively significant
4957	205429_s_at	MPP6	-1.935119005	-1.705461966	0.881321491	0.31662	23.83055195	Negatively significant
20064	220699_s_at	PRO2214	-1.933591179	-1.599751606	0.827347385	0.28095	23.83055195	Negatively significant
15912	216541_x_at	IGHG1	-1.929932505	-2.967179995	1.537452728	0.03237	23.83055195	Negatively significant
7755	208250_s_at	DMBT1	-1.929859547	-1.880727588	0.974541174	0.14905	23.83055195	Negatively significant
16355	216984_x_at	NA	-1.925677677	-3.374632472	1.752438901	0.08093	23.83055195	Negatively significant
9108	209617_s_at	CTNND2	-1.925254312	-1.639378214	0.851512553	0.27985	23.83055195	Negatively significant
9263	209774_x_at	CXCL2	-1.923038615	-1.673404701	0.870187779	0.27219	23.83055195	Negatively significant
21503	222142_at	CYLD	-1.91813539	-1.461929735	0.762161911	0.2863	23.83055195	Negatively significant
21013	221651_x_at	IGKC	-1.911934248	-2.000105694	1.046116359	0.27378	25.14972394	Negatively significant
5296	205768_s_at	SLC27A2	-1.90889997	-1.72140831	0.901780259	0.30729	25.14972394	Negatively significant
5919	206392_s_at	RARRES1	-1.905701574	-3.040465991	1.595457564	0.07332	25.14972394	Negatively significant
14426	215051_x_at	AIF1	-1.901692689	-1.720418668	0.904677542	0.20947	25.14972394	Negatively significant
11739	212353_at	SULF1	-1.900848453	-1.903097316	1.001183084	0.21878	25.14972394	Negatively significant
1145	201616_s_at	CALD1	-1.89980419	-1.42096746	0.747954693	0.27061	25.14972394	Negatively significant
3543	204015_s_at	DUSP4	-1.893451735	-2.332103343	1.2316677	0.10124	25.14972394	Negatively significant
1766	202237_at	NNMT	-1.887880932	-1.920364183	1.017206197	0.25622	25.14972394	Negatively significant
9411	209924_at	CCL18	-1.885983285	-2.065235111	1.095044228	0.16786	25.14972394	Negatively significant
10549	211104_s_at	MYO7A	-1.88557345	-1.68771163	0.89506544	0.24269	25.14972394	Negatively significant
6189	206662_at	GLRX	-1.876657851	-1.374280574	0.732302147	0.30439	25.14972394	Negatively significant
18972	219607_s_at	MS4A4A	-1.867925792	-2.145281527	1.148483273	0.19728	25.14972394	Negatively significant
11258	211868_x_at	IGHG1	-1.865360019	-1.83039924	0.981257892	0.29674	25.14972394	Negatively significant
7640	208131_s_at	PTGIS	-1.859170971	-1.349410774	0.725813169	0.32886	25.14972394	Negatively significant
9858	210379_s_at	TLK1	-1.858600974	-1.731616463	0.931677367	0.23962	25.14972394	Negatively significant
9669	210184_at	ITGAX	-1.856601935	-1.408215512	0.758490813	0.31264	25.14972394	Negatively significant
16686	217320_at	IGHM	-1.856099167	-2.614304747	1.408494111	0.06574	25.14972394	Negatively significant
14819	215444_s_at	TRIM31	-1.849717756	-1.939629425	1.048608318	0.15377	25.60217062	Negatively significant
16765	217399_s_at	FOXO3A	-1.842956284	-1.484779956	0.805651207	0.29224	25.60217062	Negatively significant
11052	211647_x_at	IGHG1	-1.841651336	-1.406145431	0.763524237	0.29189	25.60217062	Negatively significant
13830	214450_at	CTSW	-1.840419416	-1.902358542	1.033654897	0.17457	25.60217062	Negatively significant
638	201109_s_at	THBS1	-1.837767919	-1.888661663	1.027693237	0.20931	25.60217062	Negatively significant
18405	219040_at	FLJ22021	-1.83773298	-1.54967242	0.843252223	0.27342	25.60217062	Negatively significant
9300	209813_x_at	TRGV9	-1.837262515	-2.102219802	1.14421308	0.18527	25.60217062	Negatively significant
6661	207134_x_at	TPSB2	-1.835239554	-1.554137265	0.846830738	0.25722	25.60217062	Negatively significant
16055	216684_s_at	SS18	-1.835239094	-1.501603205	0.818205764	0.28795	25.60217062	Negatively significant
11730	212344_at	SULF1	-1.83138467	-1.630493355	0.890306325	0.22064	25.60217062	Negatively significant
9515	210029_at	INDO	-1.82955918	-2.076593838	1.135024142	0.26772	25.60217062	Negatively significant
7685	208178_x_at	TRIO	-1.824070598	-1.72568589	0.946063103	0.30614	25.60217062	Negatively significant
6575	207048_at	SLC6A11	-1.822736012	-1.501807163	0.823930154	0.30399	25.60217062	Negatively significant
10421	210973_s_at	FGFR1	-1.821305423	-1.397070698	0.767071069	0.27993	25.60217062	Negatively significant
21033	221671_x_at	NA	-1.821166047	-1.90962736	1.048573997	0.26727	25.60217062	Negatively significant
1886	202357_s_at	BF	-1.81860177	-1.437687647	0.790545611	0.27572	25.60217062	Negatively significant
8941	209447_at	SYNE1	-1.808323163	-1.800974576	0.995936242	0.26368	26.54045554	Negatively significant
9935	210456_at	PCYT1B	-1.805917183	-1.564572469	0.866358925	0.2828	26.54045554	Negatively significant
10440	210992_x_at	FCGR2A	-1.805788979	-1.847464088	1.023078615	0.16736	26.54045554	Negatively significant
15797	216425_at	NA	-1.802617449	-1.42260228	0.789187013	0.30361	26.54045554	Negatively significant
8990	209496_at	RARRES2	-1.801220441	-2.0542395	1.140470901	0.31269	26.54045554	Negatively significant
5347	205819_at	MARCO	-1.798893056	-1.511384613	0.840174799	0.2703	26.54045554	Negatively significant
5356	205828_at	MMP3	-1.798767617	-2.114951725	1.175778185	0.20884	26.54045554	Negatively significant
16511	217143_s_at		-1.794032511	-1.473521091	0.821345813	0.33152	26.54045554	Negatively significant
4364	204836_at	GLDC	-1.790850775	-2.335840951	1.304319145	0.09524	27.69429599	Negatively significant
12322	212937_s_at	COL6A1	-1.781773336	-1.708886633	0.959093168	0.33154	27.69429599	Negatively significant
8066	208567_s_at	KCNJ12	-1.781117167	-1.978014031	1.110546834	0.11868	27.69429599	Negatively significant
8772	209277_at	TFPI2	-1.770650639	-2.219061367	1.253246303	0.20944	27.69429599	Negatively significant
17453	218087_s_at	SORBS1	-1.769205804	-1.958140631	1.106790757	0.17119	27.69429599	Negatively significant
8695	209200_at	MEF2C	-1.762588009	-1.624424124	0.921613057	0.21803	28.23101052	Negatively significant
15767	216395_at	NA	-1.760864716	-1.355006369	0.769511909	0.31087	28.23101052	Negatively significant
7950	208451_s_at	C4A	-1.758331792	-1.676431713	0.953421716	0.19622	28.23101052	Negatively significant
9357	209870_s_at	APBA2	-1.756254051	-1.580469899	0.899909611	0.33081	28.23101052	Negatively significant
10072	210606_x_at	KLRD1	-1.753280952	-1.58658955	0.904926018	0.26816	28.23101052	Negatively significant
8866	209372_x_at	TUBB	-1.751024531	-1.401613646	0.800453461	0.28833	28.23101052	Negatively significant
15393	216020_at	NA	-1.749049031	-1.640650022	0.938024031	0.24362	28.23101052	Negatively significant
16002	216631_s_at	HLA-DPA2	-1.747055069	-1.3905975	0.79596661	0.31795	28.23101052	Negatively significant
4088	204560_at	FKBP5	-1.746531685	-1.62670341	0.931390724	0.21112	28.23101052	Negatively significant
10555	211110_s_at	AR	-1.742221321	-1.380572052	0.792420593	0.31103	28.23101052	Negatively significant
19488	220123_at	SLC35F5	-1.737997887	-1.71295777	0.985592551	0.25202	28.23101052	Negatively significant
11271	211881_x_at	IGLJ3	-1.729611448	-1.796853517	1.03887698	0.16872	28.23101052	Negatively significant
5182	205654_at	C4BPA	-1.727580858	-1.390477219	0.804869545	0.28354	28.23101052	Negatively significant
10841	211430_s_at	IGHG1	-1.724223435	-2.148516497	1.246077772	0.22712	28.66694486	Negatively significant
10963	211557_x_at	SLCO2B1	-1.720108396	-1.424090808	0.827907597	0.27367	28.66694486	Negatively significant
3481	203953_s_at	CLDN3	-1.7175236	-3.306264425	1.925018337	0.01762	28.66694486	Negatively significant
6363	206836_at	SLC6A3	-1.715718027	-1.38352088	0.806380104	0.28842	28.66694486	Negatively significant
15151	215777_at	NA	-1.714366816	-1.607209065	0.937494269	0.21165	28.66694486	Negatively significant
11048	211643_x_at	NA	-1.712001126	-1.984802438	1.159346456	0.16719	28.66694486	Negatively significant
11740	212354_at	SULF1	-1.711164621	-1.511717765	0.883443794	0.3171	28.66694486	Negatively significant
9447	209960_at	HGF	-1.70695133	-1.618749044	0.948327592	0.27641	28.66694486	Negatively significant
11186	211789_s_at	MONDOA	-1.704048107	-1.582325234	0.928568406	0.24894	28.66694486	Negatively significant
16516	217148_x_at	IGLJ3	-1.701173208	-2.594659896	1.52521794	0.08654	29.59899467	Negatively significant
16613	217247_at	RBM3	-1.693232609	-1.610293885	0.951017525	0.27733	29.59899467	Negatively significant
12833	213451_x_at	TNXB	-1.69138224	-1.623075652	0.959614931	0.3049	29.59899467	Negatively significant
4151	204623_at	TFF3	-1.690178795	-2.065025292	1.221779198	0.08198	29.59899467	Negatively significant
3443	203915_at	CXCL9	-1.683253603	-1.414642459	0.840421465	0.31141	29.59899467	Negatively significant
10789	211372_s_at	IL1R2	-1.677502876	-1.882420324	1.122156243	0.14933	30.02570858	Negatively significant
15591	216218_s_at	PLCL2	-1.676669446	-1.696560539	1.011863455	0.22857	30.02570858	Negatively significant
4770	205242_at	CXCL13	-1.669990674	-1.570892057	0.940659179	0.32388	30.40971649	Negatively significant
639	201110_s_at	THBS1	-1.66987655	-1.684087482	1.008510169	0.22109	30.40971649	Negatively significant
901	201372_s_at	CUL3	-1.669815243	-1.535304254	0.919445585	0.30373	30.40971649	Negatively significant
14154	214777_at	NA	-1.662427935	-2.72180345	1.637245978	0.0834	30.40971649	Negatively significant
14551	215176_x_at	NA	-1.651951264	-2.350049183	1.422589899	0.11189	30.72457776	Negatively significant
3534	204006_s_at	FCGR3A	-1.637103379	-1.261655147	0.770663089	0.30619	30.72457776	Negatively significant
15947	216576_x_at	NA	-1.636356552	-2.602390355	1.590356546	0.06312	30.72457776	Negatively significant
13561	214181_x_at	LST1	-1.633413116	-1.65030032	1.010338599	0.21627	30.72457776	Negatively significant
14568	215193_x_at	HLA-DRB3	-1.626715533	-1.331890962	0.818760831	0.32732	30.72457776	Negatively significant
11013	211607_x_at	EGFR	-1.625201138	-1.280806069	0.788090803	0.32763	30.72457776	Negatively significant
13212	213831_at	HLA-DQA1	-1.62481531	-2.621122296	1.613181683	0.05442	30.72457776	Negatively significant
5011	205483_s_at	G1P2	-1.624062951	-1.442117305	0.887968846	0.24083	30.72457776	Negatively significant
177	200648_s_at	GLUL	-1.623954138	-1.460326038	0.899240935	0.30427	30.72457776	Negatively significant
9306	209819_at	HABP4	-1.621992233	-1.68713241	1.040160597	0.18309	30.72457776	Negatively significant
3662	204134_at	PDE2A	-1.618164474	-1.646274202	1.017371367	0.24516	30.72457776	Negatively significant
2682	203153_at	IFIT1	-1.608008313	-1.362204015	0.847137421	0.29169	31.38403456	Negatively significant
4910	205382_s_at	DF	-1.606852571	-2.059480342	1.281685937	0.12461	31.38403456	Negatively significant
2314	202785_at	NDUFA7	-1.602593971	-1.879047462	1.172503764	0.18926	31.38403456	Negatively significant
16794	217428_s_at	COL10A1	-1.597369641	-1.892040845	1.184472771	0.13963	31.38403456	Negatively significant
16525	217157_x_at	IGKC	-1.596491913	-1.518026267	0.95085121	0.25493	31.38403456	Negatively significant
14433	215058_at	MGC24039	-1.586221086	-1.424249981	0.897888695	0.28544	31.54931603	Negatively significant
6312	206785_s_at	KLRC1	-1.583551872	-1.670404973	1.05484702	0.26873	31.54931603	Negatively significant
18843	219478_at	WFDC1	-1.579330078	-1.544413107	0.977891277	0.25004	31.54931603	Negatively significant
6513	206986_at	FGF18	-1.57837087	-1.495251198	0.947338313	0.28122	31.54931603	Negatively significant
15580	216207_x_at	IGKC	-1.577588695	-1.760386634	1.115871735	0.19439	31.54931603	Negatively significant
4134	204606_at	CCL21	-1.575142226	-1.731750661	1.099424949	0.22593	32.02812608	Negatively significant
8974	209480_at	HLA-DQB1	-1.573657198	-2.927881926	1.860558913	0.06141	32.02812608	Negatively significant
9308	209821_at	C9orf26	-1.570490616	-2.61136733	1.662771686	0.05419	32.02812608	Negatively significant
13927	214547_at	SAC	-1.569130593	-1.426623508	0.909180864	0.26816	32.02812608	Negatively significant
5918	206391_at	RARRES1	-1.564809932	-2.654059957	1.696090946	0.07364	32.47497217	Negatively significant
260	200731_s_at	PTP4A1	-1.558915866	-1.29919826	0.833398574	0.29599	32.47497217	Negatively significant
11266	211876_x_at	PCDHGA11	-1.554712757	-1.443830315	0.928679789	0.28621	32.47497217	Negatively significant
11054	211649_x_at	NA	-1.543786683	-2.038373388	1.320372439	0.14357	32.75977958	Negatively significant
3913	204385_at	KYNU	-1.54062789	-1.531043229	0.99377873	0.32466	33.06300289	Negatively significant
12510	213126_at	MED8	-1.539882677	-1.498422826	0.973075967	0.29305	33.06300289	Negatively significant
9034	209540_at	IGF1	-1.533951266	-1.746740497	1.138719682	0.18593	33.06300289	Negatively significant
20356	220991_s_at	RNF32	-1.532566747	-1.807856252	1.179626437	0.29302	33.06300289	Negatively significant
8511	209016_s_at	KRT7	-1.528295555	-3.178102252	2.07950762	0.33229	33.06300289	Negatively significant
15784	216412_x_at	NA	-1.522960982	-2.032205985	1.334378233	0.17134	33.62213237	Negatively significant
9859	210380_s_at	CACNA1G	-1.521755456	-1.479629173	0.972317311	0.28071	33.62213237	Negatively significant
12478	213094_at	GPR126	-1.521082156	-1.202665436	0.790664351	0.33165	33.62213237	Negatively significant
21803	34210_at	CDW52	-1.519952896	-1.485415838	0.977277547	0.22589	33.62213237	Negatively significant
1468	201939_at	PLK2	-1.51440424	-1.399436891	0.924084108	0.26365	33.62213237	Negatively significant
2519	202989_at	RGS1	-1.506506971	-1.545954018	1.026184444	0.21616	33.62213237	Negatively significant
16881	217515_s_at	CACNA1S	-1.506411212	-1.333696451	0.88534687	0.29259	33.62213237	Negatively significant
8068	208569_at	HIST1H2AB	-1.497100466	-1.364330909	0.911315532	0.26171	33.62213237	Negatively significant
2457	202927_at	PIN1	-1.49458441	-1.83073458	1.224912135	0.17966	34.20993868	Negatively significant
18222	218857_s_at	ASRGL1	-1.493312332	-1.74609009	1.169273201	0.14403	34.20993868	Negatively significant
1371	201842_s_at	EFEMP1	-1.4911921	-1.693136522	1.13542482	0.17805	34.20993868	Negatively significant
4265	204737_s_at	MYH7	-1.488180626	-1.286582632	0.864533921	0.28685	34.20993868	Negatively significant
1372	201843_s_at	EFEMP1	-1.484283766	-1.668901101	1.124381429	0.17938	34.20993868	Negatively significant
5469	205941_s_at	COL10A1	-1.480712679	-1.605340547	1.084167489	0.21483	34.20993868	Negatively significant
16846	217480_x_at	IGKC	-1.474330526	-1.315912855	0.892549419	0.27658	34.20993868	Negatively significant
5494	205966_at	TAF13	-1.471623049	-1.482747565	1.007559352	0.25105	34.20993868	Negatively significant
6894	207370_at	IBSP	-1.467693227	-1.448471717	0.986903592	0.24283	34.37302607	Negatively significant
3967	204439_at	C1orf29	-1.466504908	-1.825811301	1.245008654	0.32569	34.37302607	Negatively significant
4407	204879_at	T1A-2	-1.46649512	-1.852460671	1.263189114	0.28566	34.37302607	Negatively significant
4741	205213_at	CENTB1	-1.466102672	-1.586084983	1.081837591	0.22062	34.37302607	Negatively significant
4931	205403_at	IL1R2	-1.459329084	-1.472793979	1.009226771	0.21974	34.37302607	Negatively significant
20650	221286_s_at	PACAP	-1.457027501	-1.82280448	1.251043291	0.11648	34.37302607	Negatively significant
9894	210415_s_at	ODF2	-1.448487116	-1.507949437	1.041051329	0.27171	34.37302607	Negatively significant
15386	216013_at	ZXDA	-1.446448829	-1.363278505	0.942500334	0.29072	34.37302607	Negatively significant
19367	220002_at	FLJ10157	-1.430889921	-1.256599643	0.87819449	0.32171	34.70754432	Negatively significant
6404	206877_at	MAD	-1.420412059	-1.592202637	1.120944184	0.27139	34.70754432	Negatively significant
16567	217199_s_at	STAT2	-1.41717738	-1.482673404	1.046215826	0.28693	34.70754432	Negatively significant
5729	206202_at	MEOX2	-1.413427264	-1.191037561	0.842659252	0.302	34.70754432	Negatively significant
13784	214404_x_at	SPDEF	-1.411709364	-1.594167223	1.12924605	0.19733	34.70754432	Negatively significant
12443	213059_at	CREB3L1	-1.411629096	-1.557513721	1.10334487	0.30079	34.70754432	Negatively significant
13329	213949_s_at	MGC4293	-1.410445393	-1.169679492	0.829297964	0.32444	34.70754432	Negatively significant
19230	219865_at	HSPC157	-1.409118158	-1.29279906	0.917452558	0.27267	34.70754432	Negatively significant
17835	218469_at	GREM1	-1.406785956	-1.172457967	0.833430247	0.30666	35.23030978	Negatively significant
3219	203691_at	PI3	-1.405840619	-2.679004401	1.905624553	0.22792	35.23030978	Negatively significant
9396	209909_s_at	TGFB2	-1.403309291	-2.040039276	1.453734604	0.15775	35.23030978	Negatively significant
6299	206772_at	PTHR2	-1.402689496	-1.318454358	0.93994741	0.31697	35.23030978	Negatively significant
2482	202952_s_at	ADAM12	-1.401380605	-1.388749527	0.99098669	0.26623	35.23030978	Negatively significant
12420	213036_x_at	ATP2A3	-1.40135075	-1.463716803	1.044504242	0.31073	35.23030978	Negatively significant
19791	220426_at	MGC5356	-1.396885532	-1.551039544	1.110355508	0.24406	35.23030978	Negatively significant
14350	214974_x_at	CXCL5	-1.392427654	-1.811795569	1.301177526	0.13345	35.23030978	Negatively significant
6354	206827_s_at	TRPV6	-1.392279155	-1.272962433	0.91430115	0.28736	35.23030978	Negatively significant
20971	221608_at	WNT6	-1.389173601	-1.143505188	0.823154994	0.32126	35.23030978	Negatively significant
12814	213432_at	MUC5B	-1.373518464	-3.380342645	2.461082784	0.00488	36.13191016	Negatively significant
21983	41469_at	PI3	-1.371047415	-2.064914349	1.506085294	0.29215	36.13191016	Negatively significant
7145	207623_at	ABCF2	-1.361043573	-1.380782171	1.014502547	0.22711	36.13191016	Negatively significant
4949	205421_at	SLC22A3	-1.351692921	-1.749883071	1.29458625	0.22549	36.13191016	Negatively significant
2821	203293_s_at	LMAN1	-1.35049316	-1.156415105	0.856290975	0.32843	36.13191016	Negatively significant
