Acc	Symbol	name	Unigene	LLID	Function	Chromosome	Cytoband	0439gpr MPP vs LT	0461gpr LT vs MPP	5351gpr MPP vs LT	5352gpr LT vs MPP	5359gpr LT vs MPP	5360gpr MPP vs LT	Pass	Fold change	1/fold change	Score(d)	Numerator(r)	Denominator(s+s0)	q-value (%)
BG064323	Pld1	phospholipase D1	Mm.212039	18805		3		-0.4926	-1.7654	-0.9531	-1.4519	-2.1351	-0.0687	6	0.511349623	1.955609147	-1.492588768	-1.144466667	0.766766233	0.619813202
AV033487				NA	Y13090 caspase-12:fibrosarcoma:Mus musculus		NA	-0.4304	-3.3723	-1.1116	-1.2635	-1.2847	-0.458	6	0.476064733	2.100554673	-1.490247195	-1.320083333	0.885815009	0.619813202
AV016392				NA	AI464544 EST:kidney:Mus musculus		NA	-1.255	-1.4679	-1.0147	-0.9187	-1.0426	-0.0454	6	0.543148554	1.841116932	-1.482593269	-0.957383333	0.645749143	0.619813202
AV029813	Polb	polymerase (DNA directed), beta	Mm.228484	18970		8		-1.0402	-0.9874	-1.0043	-0.9051	-0.1912	-1.0427	6	0.564074783	1.772814579	-1.480760877	-0.861816667	0.582009344	0.619813202
BG073920	Ldh2	lactate dehydrogenase 2, B chain	Mm.9745	16832		6		-0.8155	-0.6607	-0.5836	-0.6333	-1.1658	-0.8679	6	0.584406723	1.711137055	-1.474628752	-0.7878	0.534236159	0.619813202
AV104312				NA	AA407468 EST:ectoplacental cone:Mus musculus		NA	-1.3315	-1.199	-0.4522	-0.3991	-2.9978	-0.9862	6	0.492031168	2.032391576	-1.473300107	-1.227633333	0.833254085	0.619813202
BG071256	5730469M10Rik	RIKEN cDNA 5730469M10 gene	Mm.27227	70564		14	14 B	-0.6072	-0.8277	-1.4936	-1.4148	-0.35	-0.8712	6	0.546893229	1.828510479	-1.473111369	-0.927416667	0.629563172	0.619813202
BG069733	Irf6	interferon regulatory factor 6	Mm.305674	54139; 338517		1	1 H6		-1.1112	-1.267	-1.0355	-1.0886	-0.5249	5	0.58858388	1.698993184	-1.467227168	-0.88614	0.603955556	0.619813202
AV171034	Tubb3	tubulin, beta 3	Mm.40068	22152	tubulin, beta 4	8	8 E1	-0.6866	-0.9811	-1.1745	-1.238	-0.5476	-0.4699	6	0.566846489	1.76414606	-1.464958587	-0.849616667	0.579959512	0.619813202
AI841293	M6prbp1	mannose-6-phosphate receptor binding protein 1	Mm.104975	66905		17	17 C	-0.7573	-1.098	-0.4969	-0.6837	-0.6767	-1.4058	6	0.565493992	1.768365383	-1.462925137	-0.853066667	0.583123938	0.619813202
AV007950	Camk2b	calcium/calmodulin-dependent protein kinase II, beta	Mm.4857	12323	calcium/calmodulin-dependent protein kinase II, beta	11		-0.7653		-1.7202	-1.648	-0.0374	-0.6596	5	0.636397179	1.571345746	-1.46290504	-1.055258333	0.721344383	0.619813202
AV012158	A230020K05Rik	RIKEN cDNA A230020K05 gene	Mm.24652	77574		6	6 B2.1	-1.1754	-1.6695	-1.5761	-2.1073	-0.5309	0.1591	6	0.52221745	1.914911116	-1.462723672	-1.150016667	0.78621594	0.619813202
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.867	-1.4022	-0.6377	-0.2266	-1.0804	-1.2239	6	0.554173753	1.804488203	-1.459967684	-0.9063	0.620767165	0.619813202
AV021908				NA	procollagen, type IV, alpha 2		NA	-1.2249	-1.7379	-1.1474	-1.0345	0.0884	-0.995	6	0.538697055	1.856330922	-1.458633327	-1.00855	0.691434908	0.619813202
AV033111	Cav2	caveolin 2	Mm.31915	12390		6	6 A2	-1.52	-1.3218	-1.8625	-2.029	0.0658	-0.2905	6	0.522171572	1.915079359	-1.457292926	-1.159666667	0.795767718	0.619813202
AI840605	Magee1	melanoma antigen, family E, 1	Mm.24341	107528			X D	-0.9943	-1.0902	-1.122	-0.7399	-0.1853	-1.0461	6	0.565609106	1.768005483	-1.455648442	-0.862966667	0.59284003	0.619813202
AV061254				NA	AI115072 EST:Sugano mouse embryo mewa:Mus musculus		NA	-1.7682	-1.3723	-1.4168	-1.3997	-0.0741	-0.3148	6	0.531216134	1.882472944	-1.454112491	-1.05765	0.72735088	0.619813202
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.5625	-1.0366	-0.7649	-0.7093	-0.7541	-0.6375	6	0.600075963	1.666455685	-1.451775752	-0.74415	0.512579163	0.619813202
BG075701	AW822216	expressed sequence AW822216	Mm.236454	98733		1	1 C4	-0.8782	-1.2564	-0.724	-0.9139	-2.399	-0.2803	6	0.518635603	1.928136045	-1.451089545	-1.0753	0.74102939	0.619813202
AV228335				NA			NA	-1.1286	-0.61	-1.0321	-0.8869	-0.3505	-0.8989	6	0.577156075	1.732633586	-1.450028695	-0.817833333	0.564011827	0.619813202
BG071445		0 day neonate lung cDNA, RIKEN full-length enriched library, clone:E030020H11 product:unknown EST, full insert sequence	Mm.355161						-2.6044	-0.3336	-0.8524	-1.2186	-0.855	5	0.582402911	1.717024385	-1.442120805	-1.106578333	0.767327071	0.619813202
AV024112	Gata1	GATA binding protein 1	Mm.335973	14460					-1.4911	-1.5459	-1.3107	-0.1059	-0.8488	5	0.597636648	1.673257493	-1.441129702	-0.979708333	0.67981968	0.619813202
W45920	Pbx3	pre B-cell leukemia transcription factor 3	Mm.7331	18516		2		-1.246	-1.2881	-1.3826	-1.3046	-1.0163	0.2209	6	0.546551483	1.829653804	-1.440291269	-1.002783333	0.696236487	0.619813202
AW556824		13 days embryo lung cDNA, RIKEN full-length enriched library, clone:D430001H03 product:unclassifiable, full insert sequence	Mm.102945					-1.0487	-2.2962	-1.1605	-0.928		-0.946	5	0.529835963	1.887376602	-1.439129194	-1.06831	0.742330852	0.619813202
BG072238	1600023A02Rik	RIKEN cDNA 1600023A02 gene	Mm.27289	67701		2	2 H3	-0.2395	-1.8047	-1.1317	-1.6656	-2.9973		5	0.5050174	1.980129792	-1.43591469	-1.296993333	0.90325236	0.619813202
BG063514	Dag1	dystroglycan 1	Mm.7524	13138		9		-0.9116		-0.4864	-0.5472	-1.1404	-0.7298	5	0.664394596	1.505129642	-1.435397997	-0.78493	0.546837882	0.619813202
BG076283	Arrdc4	arrestin domain containing 4	Mm.251199	66412; 20652		7	7 C	-0.6137	0.0318	-1.644	-1.8802	-2.9542	-0.5962	6	0.509657568	1.962101738	-1.43242235	-1.276083333	0.890856899	0.619813202
BG075585	5330418N22Rik	RIKEN cDNA 5330418N22 gene	Mm.248334					-1.1993	-0.2665	-0.8622	-0.9453	-1.351	-0.5995	6	0.564709654	1.770821506	-1.432239785	-0.870633333	0.607882383	0.619813202
BG069616	Pde2a	phosphodiesterase 2A, cGMP-stimulated	Mm.247564	207728		7	7 E1	-1.0203	-1.0614	-0.7006	-0.3938	-0.7013	-0.8128	6	0.588818802	1.698315332	-1.430961222	-0.7817	0.546276159	1.063991452
BG064638	Krt2-8	keratin complex 2, basic, gene 8	Mm.29389	16691; 16679; 16012; 223920; 209039		15		-0.675	-0.7684	-1.3395	-1.4613		-0.4475	5	0.617506036	1.61941737	-1.430209606	-0.881825	0.616570464	1.063991452
AV052400				NA	ESTs		NA	-0.3009	-1.2728	-1.4401	-1.6002	-0.7207	-0.4244	6	0.545987691	1.831543123	-1.430076728	-0.95985	0.671187763	1.063991452
AV007417	Rhbdf1	rhomboid family 1 (Drosophila)	Mm.11545	13650		11		-0.7487	-2.5315	-0.9544	-1.0298	-0.9095	-0.2786	6	0.521782125	1.916508736	-1.419549957	-1.075416667	0.757575781	1.063991452
AV083176		Adult male bone cDNA, RIKEN full-length enriched library, clone:9830143P17 product:unknown EST, full insert sequence	Mm.261738					0.1229	-0.7084	-1.2445	-1.1866	-1.8475	-1.2546	6	0.543215737	1.840889231	-1.419434268	-1.019783333	0.718443507	1.063991452
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.6819	-1.6947	-0.675	-0.3037	-1.0516	-1.0379	6	0.556372594	1.797356683	-1.417570966	-0.907466667	0.640156076	1.063991452
BG072182		11 days pregnant adult female ovary and uterus cDNA, RIKEN full-length enriched library, clone:5031436O03 product:unknown EST, full insert sequence	Mm.229761					-0.3124	-0.5261	-1.7789	-1.8661	-2.5592	-0.1801	6	0.519626883	1.924457785	-1.414862104	-1.2038	0.850824965	1.063991452
AA123788	P2rx1	purinergic receptor P2X, ligand-gated ion channel, 1	Mm.25722	18436		11		-1.0253	-0.5769	-1.2171	-1.4287		-0.473	5	0.613964621	1.628758345	-1.414758432	-0.868711667	0.614035334	1.063991452
AA261240	Sox18	SRY-box containing gene 18	Mm.264904	20672		2		-0.5629	-1.5884	-0.6471	-0.8684	-0.543	-0.9394	6	0.567264772	1.762845234	-1.414655472	-0.8582	0.606649475	1.063991452
BG073613	Igf2	insulin-like growth factor 2	Mm.3862	16002		7		-0.4475	-2.8321	-1.6983	-1.8806	-0.3674		5	0.538106372	1.858368627	-1.413951958	-1.241101667	0.877753773	1.063991452
AV094619	Mrps34	mitochondrial ribosomal protein S34	Mm.328851	79044		17	17 A3.3	-0.4256	-1.1326	-1.2257	-0.8151	-1.264	-0.3192	6	0.569080537	1.757220524	-1.404176967	-0.8637	0.615093411	1.063991452
BG071250	AI316885	expressed sequence AI316885	Mm.30506	210297			X F2	-0.3121	-1.1438	-0.7798	-1.0993	-2.2971	-0.5333	6	0.533611493	1.874022604	-1.40379694	-1.027566667	0.731990958	1.063991452
NA	NA	NA	NA		NA			-0.4106	-1.4812	-1.6938	-1.5345	-0.5515	-0.285	6	0.54464396	1.836061856	-1.401705249	-0.992766667	0.708256367	1.063991452
AV009300	Col4a1	procollagen, type IV, alpha 1	Mm.738	12826	procollagen, type IV, alpha 1	8			-0.9892	-1.5148	-1.4772	0.1241	-1.1102	5	0.627657454	1.593225722	-1.398772515	-0.966081667	0.69066389	1.063991452
BG072316	Jam2	junction adhesion molecule 2	Mm.41758	67374		16	16 A1	-1.2838	-0.7406	-0.5708	-0.5298	-0.5971	-1.0868	6	0.584497127	1.710872396	-1.397074968	-0.801483333	0.573686704	1.063991452
AV140184				NA	retinol binding protein 1, cellular		NA	-1.9159	-1.4566	-1.5958	-1.0399	-1.0387		5	0.488887192	2.045461646	-1.39607538	-1.098151667	0.786599121	1.063991452
AV103969	Ltb4dh	leukotriene B4 12-hydroxydehydrogenase	Mm.34497	67103		4	4 B3	-1.8003	-1.7241	-0.6385	-0.7922	-0.1668	-0.8145	6	0.544844567	1.835385834	-1.395878818	-0.9894	0.708800784	1.063991452
M11686	Krt1-18	keratin complex 1, acidic, gene 18	Mm.22479	16668		15		-1.6481	-0.7782	-1.0175	-1.0627	0.1391	-1.5982	6	0.551061254	1.814680296	-1.395048526	-0.994266667	0.71271117	1.063991452
BG073399	Tjp1	tight junction protein 1	Mm.4342	21872		7		-0.0168	-1.826	-2.5258	-2.1338	-0.4417	-0.3821	6	0.529259158	1.889433533	-1.386269193	-1.221033333	0.880805358	1.063991452
AV106768				NA			NA	0.0262	-1.2313	-1.5764	-1.432	-0.8338	-0.6634	6	0.557105369	1.794992573	-1.383352614	-0.951783333	0.688026555	1.063991452
BG065226		Transcribed sequence with moderate similarity to protein pir:S61532 (H.sapiens) S61532 RET oncogene fusion partner RFG - human	Mm.342223					-0.5334	-0.7493	-1.4	-1.0805	-0.769	-0.4029	6	0.580128535	1.723755927	-1.38110555	-0.822516667	0.595549461	1.063991452
AV223320				NA			NA	-0.9304	-0.7052	-0.9487	-0.9754	-0.5905	-0.3662	6	0.600784035	1.664491633	-1.378821517	-0.752733333	0.545925143	1.063991452
AI854107		Transcribed sequences	Mm.254365					-0.8746	-0.3784	-1.1779	-1.1046	-0.5224	-0.7016	6	0.588803953	1.698358164	-1.376864611	-0.79325	0.576127815	1.063991452
AV092810				NA			NA	-0.2252	-1.2009	-1.5834	-1.2955	-1.1111	-0.2152	6	0.5593229	1.787876021	-1.375057391	-0.93855	0.682553329	1.063991452
AV084667	Tuft1	tuftelin 1	Mm.10214	22156		3	3 F2.1	-0.4537	-1.2961	-1.6962	-1.3365	-0.5202	-0.3176	6	0.556941694	1.795520089	-1.374944459	-0.936716667	0.681276004	1.063991452
AV023845		9 days embryo whole body cDNA, RIKEN full-length enriched library, clone:D030029J20 product:unknown EST, full insert sequence	Mm.168541					0.0861	-0.6279	-1.66	-1.5649	-1.2393	-0.8722	6	0.555491001	1.800209181	-1.372775896	-0.9797	0.713663463	1.063991452
BG072452	C530025K05Rik	RIKEN cDNA C530025K05 gene	Mm.169929	208647		6	6 B1	-0.2607	-0.9753	-1.0444	-1.0288	-2.3528	-0.4669	6	0.53959406	1.853245013	-1.372613883	-1.021483333	0.744188403	1.063991452
AI322985	Hbb-y	hemoglobin Y, beta-like embryonic chain	Mm.288567	15135; 15129; 15130		7		-0.106	-0.6569	-1.6711	-1.4704	-1.9337	-0.3733	6	0.545344661	1.833702741	-1.372396867	-1.035233333	0.754325049	1.063991452
AV033809				NA	S72537 zebrin II::Mus sp.		NA	-0.7139	-0.9827	-1.3033	-1.2068	-0.9962		5	0.575907852	1.736388898	-1.370547044	-0.87088	0.635425106	1.063991452
BG076505	6330414G21Rik	RIKEN cDNA 6330414G21 gene	Mm.30653	67525		4	4 D2.2	-1.3654	-1.2948	-0.5684	-0.4806	-2.9121	-0.2973	6	0.522231658	1.914859019	-1.37021331	-1.1531	0.841547802	1.063991452
AV024555	Edg1	endothelial differentiation sphingolipid G-protein-coupled receptor 1	Mm.982	13609		3	3 G1	-1.3118	-1.3435	-1.2667	-1.2219	-0.4904	0.0403	6	0.563560651	1.774431907	-1.369348353	-0.932333333	0.680859134	1.063991452
AV082348				NA	AI561709 EST:whole skin:Mus musculus		NA	-2.0156		-0.2773	-0.9952	-0.8571	-0.817	5	0.615632271	1.624346296	-1.368042274	-0.936415	0.684492736	1.063991452
BG071647	Zfpn1a4	zinc finger protein, subfamily 1A, 4 (Eos)	Mm.347704	22781		10	10 D3	-1.3915	-0.8202	-1.5791	-1.8588	-2.1091	0.6931	6	0.567745534	1.761352474	-1.367229361	-1.1776	0.861303914	1.063991452
AV025033				NA	AI131585 EST:Sugano mouse embryo mewa:Mus musculus		NA	-0.1962	-1.5275	-1.5144	-1.5251	-0.1842	-0.9013	6	0.555460511	1.800307998	-1.366814499	-0.974783333	0.713178953	1.063991452
BG063816	Pcmt1	protein-L-isoaspartate (D-aspartate) O-methyltransferase 1	Mm.258431	NA			NA	-0.7371	-1.8212	0	-0.2802	-1.5638	-3.2198	6	0.525333492	1.903552723	-1.363419151	-1.27035	0.931738416	2.008386966
AA139997	Grb2	growth factor receptor bound protein 2	Mm.6900	14784		11		-0.2297	-0.797	-0.933	-1.3957	-1.6619	-0.4471	6	0.563620627	1.774243085	-1.360685932	-0.910733333	0.669319284	2.008386966
AV011695	Snap23	synaptosomal-associated protein 23	Mm.245715	20619		2		-1.1172	-0.5442	-1.3139	-1.1255	-0.2379	-0.683	6	0.579696979	1.725039177	-1.359993573	-0.83695	0.61540732	2.008386966
BG064108	Pdlim1	PDZ and LIM domain 1 (elfin)	Mm.305671	54132		5	5 B1	-0.5962	-1.3086	-0.8303	-0.9932	-4.7026	-0.5299	6	0.47683129	2.09717781	-1.359651904	-1.493466667	1.098418398	2.008386966
NA	NA	NA	NA		NA			-0.7645	-1.7158	-0.5801	-0.6093	-1.1718	-0.4106	6	0.568950129	1.757623295	-1.357757295	-0.87535	0.644702852	2.008386966
AV084726				NA	cytochrome c oxidase, subunit VIIIb		NA	-1.1084	-2.3979	-0.9017	-0.6869		-0.9843	5	0.552577073	1.809702298	-1.356813626	-1.027671667	0.757415497	2.008386966
AV090635	Bteb1	basic transcription element binding protein 1	Mm.291595	16601		19	19 B	-0.2654	-2.1862	-1.8056	-1.6344	-0.4588	-0.2065	6	0.5423487	1.843832205	-1.356766769	-1.092816667	0.80545654	2.008386966
AV095088	Tg737Rpw	transgene insert site 737, insertional mutation, polycystic kidney disease	Mm.4653	21821		14		-1.4051	-0.1645	-1.0764	-1.0805	-0.5098	-0.881	6	0.577035993	1.732994149	-1.356308579	-0.852883333	0.62882691	2.008386966
AW555571	BC066223	cDNA sequence BC066223	Mm.19440	407786; 331490				-1.9731	-0.5328	-1.0498	-1.2196	-2.0679	0.2749	6	0.551128431	1.814459107	-1.354550334	-1.094716667	0.808177178	2.008386966
AI838965	Aqp1	aquaporin 1	Mm.18625	NA			NA	-1.264	-0.6572	-1.5232	-1.3911	-0.5939		5	0.573705409	1.743054858	-1.354279488	-0.916991667	0.677106664	2.008386966
AV036224	Tex15	testis expressed gene 15	Mm.334482	104271		8	8 A3	-1.5548	-1.3135	-1.2386	-0.9483	-0.0722	-0.3978	6	0.565824506	1.767332433	-1.352288193	-0.920866667	0.680969242	2.008386966
AV105445				NA			NA	-0.324	-0.5102	-1.2197	-1.3824	-0.648	-0.8835	6	0.582357393	1.717158589	-1.346750247	-0.827966667	0.614788576	2.008386966
AI841295	Gstk1	glutathione S-transferase kappa 1	Mm.267014	76263		6	6 B2.1	-0.8017	-0.6256	-0.8091	-0.858	-0.3829	-0.7019	6	0.620989024	1.61033442	-1.345166959	-0.696533333	0.517804373	2.008386966
AV065458	Tgtp	T-cell specific GTPase	Mm.338891	21822	T-cell specific GTPase	11	11 B1.2	-1.078	-0.7675	-1.0569	-0.8227	-0.2029	-0.7152	6	0.59751488	1.673598487	-1.343489282	-0.773866667	0.576012535	2.008386966
AV039917	Fxr1h	fragile X mental retardation gene 1, autosomal homolog	Mm.259021	14359	fragile X mental retardation gene, autosomal homolog	3	3 A3	-1.0133	-1.2937	-0.3612	-0.3167		-2.1731	5	0.617745018	1.618790878	-1.342906027	-0.980163333	0.729882295	2.008386966
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.3747	-1.472	-0.5952	-0.2472	-1.7482	-1.1899	6	0.562039481	1.779234439	-1.341486543	-0.937866667	0.699124916	2.008386966
AV103228				NA	2500002D04		NA	-0.353	-1.0868	-1.5547	-1.1361	-0.5331	-0.4802	6	0.576182068	1.735562517	-1.340779638	-0.857316667	0.639416532	2.008386966
AI256808	Grin2c	glutamate receptor, ionotropic, NMDA2C (epsilon 3)	Mm.39090	14813		11		-1.6301	0.4033	-1.3603	-1.1584	-2.2948	-0.5913	6	0.558441114	1.7906991	-1.33995582	-1.105266667	0.824853066	2.008386966
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.9183	-0.8525	-0.5943	-0.4093	-0.5887	-0.926	6	0.614928023	1.626206584	-1.33953778	-0.71485	0.533654228	2.008386966
AV007786	Rhoj	ras homolog gene family, member J	Mm.27467	80837		12	12 C3	-1.2795	-2.5014	-1.7437	-1.4889	0.7748	-0.9512	6	0.578597566	1.728316982	-1.338801784	-1.198316667	0.89506653	2.008386966
AV023581				NA	pleiotrophin		NA	-1.1591	-1.8349	-1.9063	-1.702	0.4162	-0.4295	6	0.563194256	1.77558629	-1.336277487	-1.1026	0.825128022	2.008386966
AV082431	4930586I02Rik	RIKEN cDNA 4930586I02 gene	Mm.127378	68149		12	12 E	-1.0959	-0.9209	-1.285	-1.4684	-1.3216		5	0.527978041	1.894018166	-1.336056819	-0.95859	0.717476971	2.008386966
NA	NA	NA	NA		NA			-1.3863	-0.6768	-2.2783	-2.0837	-0.3915		5	0.535413599	1.86771498	-1.331756583	-1.116173333	0.838121131	2.008386966
BG073676		Transcribed sequence with moderate similarity to protein pir:S47532 (H.sapiens) S47532 chaperonin groES - human	Mm.351305					-1.1614	-0.828	-0.6852	-0.6474	-0.2905	-0.9015	6	0.603947672	1.655772588	-1.331004795	-0.752333333	0.565237132	2.008386966
AV008830	Gtl2	GTL2, imprinted maternally expressed untranslated mRNA	Mm.289645	17263		12			-0.0249	-1.7172	-1.7498	-0.4919	-1.01	5	0.632000731	1.582276651	-1.329974458	-0.963673333	0.724580331	2.008386966
NA	NA	NA	NA		NA			-0.6333	-0.8648	-1.0319	-0.8632	-0.8518	-0.2312	6	0.60643984	1.648968182	-1.32842985	-0.746033333	0.561590312	2.008386966
AV006084	Sdha	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	Mm.158231	66945		13	13 C1	-1.6362	-0.8593	-0.5899	-0.5482	-0.8006	-0.4992	6	0.583798969	1.712918408	-1.327616138	-0.822233333	0.619330626	2.008386966
AV036752	3110062M04Rik	RIKEN cDNA 3110062M04 gene	Mm.332986	78412; 381755; 68487		6	6 B1	-0.4359	-1.1679	-1.3175	-1.2122	-1.3335	0.0482	6	0.574653202	1.740179985	-1.327035535	-0.903133333	0.680564544	2.008386966
AV126641				NA	zinc finger protein 93		NA	-0.6461	-0.5306	-1.0463	-1.0954	-0.3704	-0.7958	6	0.605513093	1.651491953	-1.326290686	-0.747433333	0.563551672	2.008386966
AV095199	Ifitm1	interferon induced transmembrane protein 1	Mm.175661	68713		7	7 F5	-0.6365	-1.4249	-0.5389	-0.3259	-1.1384	-0.7963	6	0.588650005	1.698802329	-1.323610002	-0.81015	0.612076064	2.008386966
NA	NA	NA	NA		NA			-2.0496		-0.9807	-0.6054	-0.5749	-0.9715	5	0.597813718	1.672761881	-1.322826532	-0.918746667	0.69453299	2.008386966
AI847856	Car2	carbonic anhydrase 2	Mm.1186	NA			NA	-0.0654	-0.9704	-1.3518	-0.7344	-2.132	-0.5865	6	0.558835608	1.789435007	-1.322609999	-0.973416667	0.735981633	2.008386966
AV006986	2810049G06Rik	RIKEN cDNA 2810049G06 gene	Mm.167671	67216		12	12 A1.2		-2.3189	-1.4884	-0.9008	-0.5401	-0.477	5	0.583101801	1.714966407	-1.320245726	-1.004185	0.760604621	2.008386966
AV140260	Bpgm	2,3-bisphosphoglycerate mutase	Mm.282863	12183		6	6 A3.3	-1.1784	-0.8469	-0.6859	-0.7455	-0.3355	-0.6352	6	0.608709896	1.6428187	-1.319908214	-0.7379	0.559054025	2.008386966
AV087164	Gja1	gap junction membrane channel protein alpha 1	Mm.4504	14609		10		-0.5288	-0.7008	-1.0718	-1.1258	-0.6916	-0.375	6	0.605434519	1.651706286	-1.319847108	-0.748966667	0.567464718	2.008386966
BG074773	Dst	dystonin	Mm.25326	13518		1		-0.2606	-0.7431	-1.045	-1.185		-0.4754	5	0.679321944	1.472056084	-1.318820192	-0.780693333	0.591963437	2.008386966
AV061679	Reg2	regenerating islet-derived 2	Mm.46360	19693		6	6 C3	-1.4859	-1.2291	-1.0286	-0.9599	0.0609	-0.6275	6	0.579716796	1.724980209	-1.316015706	-0.87835	0.667431244	2.008386966
BG076357	D14Wsu89e	DNA segment, Chr 14, Wayne State University 89, expressed	Mm.288693	105445; 170942		14		-1.4686	-0.0151	-1.519	-1.4777	-0.8108	-0.334	6	0.570384801	1.753202396	-1.313782461	-0.937533333	0.71361383	2.008386966
AA162273	Col4a1	procollagen, type IV, alpha 1	Mm.738	12826		8		-0.4973	-0.9809	-1.2831	-1.2728	-1.2427	0.0372	6	0.581427294	1.719905498	-1.31145073	-0.873266667	0.665878364	2.008386966
BB014257	Sox6	SRY-box containing gene 6	Mm.240042	20679		7		0.2338	-1.965	-1.3927	-1.2841	-1.1878	-0.4258	6	0.567823876	1.761109461	-1.311275335	-1.0036	0.765361762	2.008386966
AV024354				NA	nuclear factor, erythroid derived 2, 45 kDa		NA	-1.2604	0.0206	-1.0462	-0.5494	-0.8636	-1.7765	6	0.573470968	1.743767436	-1.308634197	-0.912583333	0.69735556	2.008386966
AV052169	A230020K05Rik	RIKEN cDNA A230020K05 gene	Mm.24652	77574		6	6 B2.1	-1.5436	-0.2833	-2.2787	-2.133	0.018	-0.4573	6	0.556617879	1.796564643	-1.303477819	-1.112983333	0.853856749	2.008386966
AV103240	Ppic	peptidylprolyl isomerase C	Mm.4587	19038		18	18 D1		-2.537	-1.5375	-1.2679	0.3538	-0.6143	5	0.643869214	1.553110442	-1.301607383	-1.093603333	0.840194476	2.008386966
AV088418	Gsta4	glutathione S-transferase, alpha 4	Mm.2662	14860		9	9 E1		-1.5888	-0.7421	-0.6577	-0.5542	-0.5474	5	0.65491519	1.526915263	-1.301596741	-0.792	0.608483392	2.008386966
BG073502	Plekhg1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1	Mm.11768	213783		10			-1.1289	-1.8769	-1.7118	-1.0209	0.4806	5	0.653823997	1.529463594	-1.30123458	-1.024803333	0.787562326	2.008386966
AV000905	Selenbp1	selenium binding protein 1	Mm.196558	20341		3		-1.3375	-0.6551	-0.4057	-0.2963	-2.483	-0.8883	6	0.553177967	1.807736497	-1.300113647	-1.010983333	0.777611508	2.008386966
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.7805	-1.436	-0.5156	-0.2397	-0.8707	-0.9225	6	0.595442397	1.679423577	-1.298477268	-0.794166667	0.611613839	2.008386966
AV006246	Sec14l1	SEC14-like 1 (S. cerevisiae)	Mm.272312	74136		11	11 E2	-0.7416	-1.5959	-0.6441	-1.1029	0.0167	-1.1587	6	0.5823203	1.717267971	-1.297604752	-0.871083333	0.671300974	2.008386966
AV017390	5031439A09Rik	RIKEN cDNA 5031439A09 gene	Mm.6766	68151		3	3 H4	-0.6353	-1.038	-0.9784	-1.1255	-0.4319	-0.331	6	0.605494108	1.651543733	-1.296440943	-0.756683333	0.583662015	3.513891436
NA	NA	NA	NA		NA			-1.7133	-0.8198	-0.7719	-0.5681	-0.2671	-0.8592	6	0.585646465	1.707514789	-1.294211388	-0.833233333	0.643815486	3.513891436
BG072321	Timp3	tissue inhibitor of metalloproteinase 3	Mm.4871	21859		10		0.7557	-1.0821	-2.3347	-2.5191	-1.946	-0.3709	6	0.594385862	1.682408791	-1.293755694	-1.249516667	0.965805733	3.513891436
BG074272		Transcribed sequences	Mm.269086						-1.4086	-1.0745	-1.2998	-1.5636	-0.3794	5	0.560793037	1.783189044	-1.292970845	-0.930548333	0.719697847	3.513891436
BG063995	Nppb	natriuretic peptide precursor type B	Mm.2740	18158		4		-2.8329		-0.447	-0.7315	-0.4178	-1.2309	5	0.608468467	1.643470539	-1.292854899	-1.060548333	0.820315052	3.513891436
AV065335		Adult male bone cDNA, RIKEN full-length enriched library, clone:9830143P17 product:unknown EST, full insert sequence	Mm.261738					-0.5483		-1.014	-1.0272	-0.1662	-1.4591	5	0.654094214	1.528831747	-1.287855909	-0.811891667	0.630421199	3.513891436
AV040025		Adult male testis cDNA, RIKEN full-length enriched library, clone:1700010J16 product:unclassifiable, full insert sequence	Mm.84337					-1.5235		-0.289	-1.3917	-0.5694	-0.9155	5	0.625247125	1.599367609	-1.287748423	-0.847848333	0.65839594	3.513891436
BG075796		RIKEN cDNA 8430427H17 gene, mRNA (cDNA clone IMAGE:4952665), with apparent retained intron	Mm.50600	381396; 381395		2	2 H1	-0.8277	-0.4574	-1.3832	-1.2084	-0.9095	-0.1234	6	0.593038554	1.68623101	-1.284165794	-0.818266667	0.637197059	3.513891436
AV023479	Fgd1	FYVE, RhoGEF and PH domain containing 1	Mm.219461	14163	faciogenital dysplasia homolog			-0.854	-0.5442	-1.2154	-1.1069	-0.6776	-0.2095	6	0.604000982	1.655626446	-1.283569974	-0.767933333	0.598279291	3.513891436
AV103910				NA	Mouse mRNA for Rab 11, partial sequence		NA	-0.1694	-0.8025	-1.044	-1.0118	-0.7019	-0.6946	6	0.612686317	1.632156573	-1.281619778	-0.737366667	0.575339644	3.513891436
AV025941				NA	Aqp1 (aquaporin 1)		NA	-0.5702		-1.9812	-2.2092	-0.4765	-0.2609	5	0.616057162	1.623225994	-1.280911965	-1.015103333	0.792484856	3.513891436
