Accession	GENE	TITLE	Median_Cy5	Median_Cy3	case%	Adj_Cy3/Cy5ratio	Log 2 Cy3/Cy5_ratio
AJ010089	MCM3AP	MCM3 minichromosome maintenance deficient 3 (S. cerevisiae) associated protein	78212.5	0	55	0.364255383	-1.456977804
AA704284	NA	NA	52000.5	17264.5	60	0.364295925	-1.456817236
X03438	CSF3	colony stimulating factor 3 (granulocyte)	139731	65666.5	70	0.364494656	-1.456030433
AL353933	FLIPT1	fly-like putative organic ion transporter 1	65204.5	21763.5	65	0.364637717	-1.455464299
S82769	GABRG3	gamma-aminobutyric acid (GABA) A receptor, gamma 3	179239.5	65944	85	0.364872681	-1.454534958
X76930	HNF4A	hepatocyte nuclear factor 4, alpha	154039	48589.5	85	0.365273391	-1.452951432
AW467747	NA	ESTs	23085.5	0	55	0.365381017	-1.452526412
AF131849	CL25084	hypothetical protein CL25084	42871.5	18082.5	60	0.365469011	-1.452179013
AW450374	NA	Homo sapiens, clone IMAGE:4824518, mRNA	76747.5	38296.5	75	0.365768772	-1.450996188
AA974628	NA	ESTs	40706.5	15696.5	55	0.365909164	-1.450442548
U79012	PPARG	peroxisome proliferative activated receptor, gamma	363066	134292	100	0.366033861	-1.449950981
NM_002191	INHA	inhibin, alpha	75065.5	7434.5	50	0.36618051	-1.449373091
AA478951	NA	ESTs	52438.5	22861	60	0.366297734	-1.448911319
AF014398	IMPA2	inositol(myo)-1(or 4)-monophosphatase 2	210895	107307	90	0.366342278	-1.448735891
AA745990	MADH4	MAD, mothers against decapentaplegic homolog 4 (Drosophila)	285404.5	107593	100	0.366621311	-1.447637446
M96684	PURA	purine-rich element binding protein A	17373	0	50	0.366765854	-1.447068765
AA496799	NA	ESTs	93731.5	27370.5	65	0.367041158	-1.445986248
AB014555	HIP1R	huntingtin interacting protein-1-related	158917	51801	90	0.367053442	-1.445937963
BF739971	NA	ESTs	137720.5	21289	65	0.367115145	-1.445695462
AA251016	NA	EST	109079.5	33324	65	0.367363816	-1.444718561
AW138289	ACOX3	acyl-Coenzyme A oxidase 3, pristanoyl	148408	87873	80	0.367398086	-1.444583986
W86728	FLJ23654	hypothetical protein FLJ23654	71685	32393	70	0.367526968	-1.44407798
U59878	RAB32	RAB32, member RAS oncogene family	216198	72840.5	90	0.367560068	-1.443948056
AW130238	DKFZp761N1114	hypothetical protein DKFZp761N1114	267279.5	143897	90	0.367621016	-1.443708849
X79568	PTPN18	protein tyrosine phosphatase, non-receptor type 18 (brain-derived)	315057	114197	100	0.368013115	-1.442170915
AF041245	HCRTR2	hypocretin (orexin) receptor 2	120930.5	42899	65	0.368120797	-1.441748838
D87292	TST	thiosulfate sulfurtransferase (rhodanese)	661180	214580	95	0.368275145	-1.441144062
NM_000073	CD3G	CD3G antigen, gamma polypeptide (TiT3 complex)	19269.5	2642	50	0.368494758	-1.440283997
AK022207	MLPH	melanophilin	486208	197542.5	100	0.368603213	-1.439859449
W60377	FLJ25359	hypothetical protein FLJ25359	218270.5	83820	75	0.368755608	-1.439263105
AI821602	NA	ESTs	496323.5	183330	100	0.369206602	-1.437499742
BF668077	DSCR5	Down syndrome critical region gene 5	326801.5	96102.5	80	0.369393154	-1.436770968
AL118854	CSEN	calsenilin, presenilin binding protein, EF hand transcription factor	114473	38692	60	0.370215325	-1.433563477
AA719352	NA	ESTs	443784.5	191805	95	0.370294618	-1.433254515
H19429	ERO1LB	ERO1-like beta (S. cerevisiae)	52906	5109	60	0.370302496	-1.43322382
BF445113	NA	Homo sapiens, Similar to hypothetical protein, MNCb-3350, clone IMAGE:5216914, mRNA	388106.5	184889.5	80	0.37037223	-1.432952162
AA703115	NFAT5	nuclear factor of activated T-cells 5, tonicity-responsive	263363.5	84744	100	0.370462292	-1.432601392
AB023140	SSX2IP	synovial sarcoma, X breakpoint 2 interacting protein	7763.5	0	50	0.370514546	-1.432397914
Y00711	LDHB	lactate dehydrogenase B	110346.5	0	65	0.370554738	-1.432241423
AF052496	FEM1C	fem-1 homolog c (C.elegans)	89397.5	11794	60	0.370751688	-1.431474834
X56741	MEL	mel transforming oncogene (derived from cell line NK14)- RAB8 homolog	71991.5	21143	60	0.370829069	-1.431173753
AA707324	NA	ESTs	55785	31927	65	0.371160196	-1.429886095
D30756	M17S2	membrane component, chromosome 17, surface marker 2 (ovarian carcinoma antigen CA125)	61662	20527	55	0.37121307	-1.429680586
AF070616	HPCAL1	hippocalcin-like 1	148207	46375.5	95	0.371397165	-1.428965293
M94065	DHODH	dihydroorotate dehydrogenase	226814.5	78585.5	85	0.371785679	-1.427456895
NM_005327	HADHSC	L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain	94754.5	5941	65	0.371866909	-1.427141722
U23946	RBM5	RNA binding motif protein 5	175275.5	47896.5	80	0.372169677	-1.425967581
N35034	NOTCH2	Notch homolog 2 (Drosophila)	29768.5	15072	55	0.372367838	-1.425199625
AI066406	MAP3K12	mitogen-activated protein kinase kinase kinase 12	168531.5	56305	75	0.372396228	-1.425089635
AF069736	TAF5L	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	96800	52642	70	0.372513378	-1.424635858
N63691	NA	NA	40999.5	13387	70	0.372865047	-1.423274531
W69548	NA	ESTs	98403	34678	70	0.373014604	-1.422695982
AK022881	KIAA1272	KIAA1272 protein	354295	146242	95	0.37303227	-1.422627653
AL134368	GDF1	growth differentiation factor 1	10509.5	0	50	0.373051663	-1.422552656
M21772	NA	NA	29378.5	10867.5	50	0.373067308	-1.422492153
D76444	ZFP103	zinc finger protein 103 homolog (mouse)	341657	140801	100	0.373645112	-1.420259447
X04790	ARAF1	v-raf murine sarcoma 3611 viral oncogene homolog 1	46745	1190	60	0.373840065	-1.419506903
S53374	TCF19	transcription factor 19 (SC1)	119847	44214.5	80	0.374064143	-1.418642417
AA932416	CDA11	CDA11 protein	4268.5	0	50	0.374268126	-1.417855907
BE265850	HOXA2	homeo box A2	14760.5	0	50	0.374667688	-1.416316533
AF061741	SDR1	short-chain dehydrogenase/reductase 1	101399.5	40818.5	70	0.375018549	-1.414966138
NM_004387	NKX2-5	NK2 transcription factor related, locus 5 (Drosophila)	465886.5	163543.5	95	0.375116899	-1.414587837
AW294085	NA	ESTs, Weakly similar to UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase T5 [Rattus norvegicus] [R.norvegicus]	206361.5	110584	90	0.375197163	-1.414279177
M95712	BRAF	v-raf murine sarcoma viral oncogene homolog B1	72394	14328.5	60	0.375265828	-1.414015173
AA991855	RANGAP1	Ran GTPase activating protein 1	32486	0	50	0.375678698	-1.41242878
AL110260	DKFZP586B1621	DKFZP586B1621 protein	67936	21460.5	55	0.375806452	-1.411938261
BE748052	NA	Human promyelocytic leukemia cell mRNA, clones pHH58 and pHH81.	3829984	1745891	100	0.375868601	-1.411699692
W44766	FLJ30532	hypothetical protein FLJ30532	108449	37588.5	90	0.375984022	-1.41125674
AI138567	NA	ESTs	79886.5	31724	60	0.375995207	-1.411213824
AI983315	MGC16824	esophageal cancer associated protein	23636.5	4451	50	0.37632809	-1.409937117
AK024828	LOC221749	hypothetical protein LOC221749	104083	41468	90	0.376471006	-1.409389334
K03203	PRH1	proline-rich protein HaeIII subfamily 1	169743	42927.5	65	0.376681487	-1.408582964
R02726	FAM14B	family with sequence similarity 14, member B	265250.5	113524	85	0.376994756	-1.407383638
BF593471	QKI	homolog of mouse quaking QKI (KH domain RNA binding protein)	125979	55648.5	85	0.377828897	-1.404195051
H16672	LOC158293	hypothetical protein LOC158293	33439	8669	60	0.37794045	-1.403769162
AW205055	TBC1D4	TBC1 domain family, member 4	171080	81608.5	95	0.378111664	-1.403115739
AA292706	NA	ESTs, Highly similar to KIAA0251 hypothetical protein [Mus musculus] [M.musculus]	132128	24180	60	0.378354348	-1.40219007
AA872187	NA	ESTs	51105	16282.5	60	0.378612682	-1.401205358
AI075049	AQP2	aquaporin 2 (collecting duct)	144457.5	64937	80	0.378635191	-1.401119591
AB035207	TOB2	transducer of ERBB2, 2	442160	178050.5	90	0.379280246	-1.398663861
AK002053	FLJ11191	hypothetical protein FLJ11191	15072	0	50	0.379406855	-1.398182351
M22491	BMP3	bone morphogenetic protein 3 (osteogenic)	132041	42909.5	75	0.379613753	-1.397395835
L31581	CCR7	chemokine (C-C motif) receptor 7	239390	97565	95	0.379943366	-1.396143706
H00218	NA	ESTs	93535	19455.5	65	0.380046331	-1.395752789
H24317	NA	ESTs	39187	8956	55	0.380255097	-1.394960508
BF057837	ABLIM1	actin binding LIM protein 1	325118.5	156351	90	0.380392943	-1.394437612
AL157482	FAD104	FAD104	189484.5	104853	75	0.380445461	-1.394238446
AB000616	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme A	123628.5	19279.5	65	0.380734106	-1.393144284
AA932783	FLJ30663	hypothetical protein FLJ30663	122847.5	35947	70	0.380800811	-1.392891545
D11086	IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)	351049.5	114880.5	100	0.381648665	-1.38968295
AF051427	ESR2	estrogen receptor 2 (ER beta)	114568.5	35463	70	0.381904192	-1.388717338
NM_005400	PRKCE	protein kinase C, epsilon	97386.5	31981.5	60	0.381962457	-1.38849725
BG149764	NA	Homo sapiens, clone IMAGE:5286091, mRNA, partial cds	42724	13407.5	55	0.382028923	-1.388246229
AA628521	RoXaN	ubiquitous tetratricopeptide containing protein RoXaN	17795	272.5	55	0.382107881	-1.387948082
R19897	NA	NA	234675	63449.5	85	0.382153531	-1.387775735
AI668938	GTF3C4	general transcription factor IIIC, polypeptide 4, 90kDa	37988	0	55	0.382658227	-1.385871677
U70322	KPNB2	karyopherin (importin) beta 2	498263	190344.5	100	0.382716845	-1.385650694
R32420	NA	ESTs	101536.5	52722.5	95	0.382734794	-1.385583034
T84015	PLEC1	plectin 1, intermediate filament binding protein 500kDa	1260484.5	617296.5	100	0.382881996	-1.385028273
AA181179	CAMKK2	calcium/calmodulin-dependent protein kinase kinase 2, beta	89594	26704	70	0.383001457	-1.384578214
AK022349	FLJ12287	hypothetical protein FLJ12287 similar to semaphorins	119745.5	39515.5	70	0.38304256	-1.384423397
R08663	NA	NA	195604	71793	80	0.383106264	-1.384183481
AA534521	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1	80181.5	25949.5	70	0.383416642	-1.383015137
AL044396	NA	ESTs, Weakly similar to TRX2_HUMAN Trithorax homolog 2 (Mixed lineage leukemia gene homolog 2 protein) [H.sapiens]	63628	21385.5	65	0.383439421	-1.382929427
AA488866	NA	ESTs	60031	21849.5	60	0.383453051	-1.382878148
L07033	HMGCL	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)	152657	97073.5	85	0.38416545	-1.380200319
BE865471	NA	ESTs, Weakly similar to hypothetical protein FLJ20378 [Homo sapiens] [H.sapiens]	65558	17130	65	0.384367275	-1.379442585
AA609343	NA	ESTs	878614	383302.5	95	0.384421312	-1.379239776
AA709224	NA	ESTs	527920.5	253839	95	0.384513378	-1.378894301
AL137566	NA	Homo sapiens mRNA; cDNA DKFZp586G0321 (from clone DKFZp586G0321)	33104.5	0	50	0.384601119	-1.378565134
W05632	PINK1	PTEN induced putative kinase 1	61853.5	10013.5	70	0.384739243	-1.378047103
BE748052	NA	Human promyelocytic leukemia cell mRNA, clones pHH58 and pHH81.	4005120.5	2214467	100	0.384778179	-1.37790111
H01052	NA	NA	17045	9519	50	0.385196027	-1.376335272
AB002343	PCDHA9	protocadherin alpha 9	31852.5	14523.5	55	0.385213586	-1.37626951
AW131450	NA	ESTs	43368.5	3815	55	0.385220888	-1.376242162
AW341070	NA	Homo sapiens, clone IMAGE:4838125, mRNA	74173	8437.5	55	0.385269901	-1.376058614
AF036549	RGC32	RGC32 protein	171393	56114	90	0.385809376	-1.374039889
U48707	PPP1R1A	protein phosphatase 1, regulatory (inhibitor) subunit 1A	59246.5	16089	55	0.386114394	-1.372899759
BF105101	ZNF295	zinc finger protein 295	89331.5	16930.5	70	0.386213504	-1.372529487
BF969744	DKFZp434L142	hypothetical protein DKFZp434L142	82366.5	27627.5	80	0.38651698	-1.371396302
AW969144	NA	ESTs	54138.5	12221	70	0.386575557	-1.371177676
R41624	LOC130574	hypothetical protein LOC130574	179571	66494	85	0.386648816	-1.370904299
AF036956	CUGBP2	CUG triplet repeat, RNA binding protein 2	119003.5	40251	80	0.386898356	-1.369973496
BG179571	FLJ31153	hypothetical protein FLJ31153	44254	14880	55	0.387155088	-1.369016494
J04739	BPI	bactericidal/permeability-increasing protein	92144.5	33597	75	0.38719915	-1.368852308
X77922	SIAT8A	sialyltransferase 8A (alpha-N-acetylneuraminate: alpha-2,8-sialyltransferase, GD3 synthase)	48534	12596.5	65	0.387380874	-1.368175368
NM_000845	GRM8	glutamate receptor, metabotropic 8	370352	172316.5	100	0.387544434	-1.367566364
AB018316	KIAA0773	KIAA0773 gene product	18586.5	3345.5	50	0.387610974	-1.36731868
AA521390	NA	ESTs	114951.5	39657.5	70	0.3876804	-1.367060297
AW452860	ASPSCR1	alveolar soft part sarcoma chromosome region, candidate 1	0	3386.5	50	0.387755163	-1.366782105
D20173	FLJ21687	hypothetical protein FLJ21687	52326.5	9995	55	0.387755307	-1.366781566
M16445	CD2	CD2 antigen (p50), sheep red blood cell receptor	21812.5	4691.5	50	0.387782428	-1.366680664
X68280	PAPPA	pregnancy-associated plasma protein A	111896	7555.5	60	0.38781039	-1.366576639
BE220227	DKFZp547O146	hypothetical protein DKFZp547O146	151552.5	33525.5	85	0.388137249	-1.365361202
AF050640	NDUFS2	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)	117104.5	41933.5	75	0.388185083	-1.365183413
NM_005828	HAN11	WD-repeat protein	328867	152291	100	0.388376119	-1.364473601
M11313	A2M	alpha-2-macroglobulin	241278	94515.5	80	0.388382757	-1.364448944
H17530	NA	EST	166391.5	81743	70	0.388652543	-1.36344714
NM_001697	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)	386772	111106	95	0.388732569	-1.363150108
BG030619	NA	Homo sapiens cDNA FLJ32068 fis, clone OCBBF1000114.	122780	99644	85	0.388764073	-1.363033192
X64810	PCSK1	proprotein convertase subtilisin/kexin type 1	244913.5	84566.5	85	0.388775409	-1.362991127
AK001427	FLJ10565	hypothetical protein FLJ10565	135689	57602	80	0.388888656	-1.362570944
AA504777	NA	ESTs	49323	8023	60	0.388903069	-1.362517475
L05148	ZAP70	zeta-chain (TCR) associated protein kinase 70kDa	29950	2099	50	0.389266123	-1.3611713
AW997098	RAP2B	RAP2B, member of RAS oncogene family	453429.5	208206	95	0.389292172	-1.36107476
AI201419	MGC34646	hypothetical protein MGC34646	180500	65446	80	0.38941576	-1.360616822
AA551628	FLJ10260	hypothetical protein FLJ10260	972615.5	331837.5	100	0.389532056	-1.360186038
M29610	GYPE	glycophorin E	1030258.5	280438.5	95	0.389544752	-1.360139015
AF031824	CST7	cystatin F (leukocystatin)	187093.5	57940	80	0.389759319	-1.359344577
AJ132932	DCT	dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)	122849.5	36340.5	80	0.389885366	-1.358878091
AJ005273	KIN	KIN, antigenic determinant of recA protein homolog (mouse)	210069.5	79403	75	0.389944706	-1.358658531
N64614	C11orf15	chromosome 11 open reading frame 15	111886	32444.5	80	0.390364994	-1.357104409
AI992232	FOXD1	forkhead box D1	64736.5	16255.5	65	0.390388791	-1.357016466
U90913	TIP-1	Tax interaction protein 1	440492	136427.5	85	0.390399945	-1.356975247
AU152336	QSCN6	quiescin Q6	1835104.5	723422.5	100	0.390401517	-1.356969437
AI608707	PVRL2	poliovirus receptor-related 2 (herpesvirus entry mediator B)	57591.5	39367.5	65	0.390453513	-1.356777301
L41690	TRADD	TNFRSF1A-associated via death domain	302456	164626	90	0.390575195	-1.356327768
AA775810	FLJ32029	hypothetical protein FLJ32029	137480	53831.5	85	0.390805939	-1.355475702
AF159423	CHIC2	cystein-rich hydrophobic domain 2	98449	44488	55	0.390857352	-1.35528592
AA262548	PAWR	PRKC, apoptosis, WT1, regulator	451305.5	142638.5	85	0.390929942	-1.355018008
T87324	NA	EST	202505.5	61645	80	0.391073895	-1.354486858
AW298394	HNT	neurotrimin	228934.5	66704	75	0.391635533	-1.35241643
D25719	NA	ESTs, Weakly similar to hypothetical protein FLJ20489 [Homo sapiens] [H.sapiens]	75204.5	22464	60	0.3917068	-1.35215392
D81580	SCAND2	SCAN domain containing 2	816686	370939.5	95	0.392269311	-1.350083623
AI433591	KIAA0962	KIAA0962 protein	166338.5	75728.5	85	0.392318556	-1.349902523
S73498	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1	222544	89351.5	90	0.392355354	-1.349767207
AI359140	C6orf37	chromosome 6 open reading frame 37	230318	95733.5	95	0.392557492	-1.349024136
R11532	NA	ESTs	82741	38126.5	65	0.392718466	-1.348432658
AA194384	C20orf164	chromosome 20 open reading frame 164	122479.5	47113	75	0.392805787	-1.348111912
AA778643	FLJ25390	hypothetical protein FLJ25390	114412	79927.5	65	0.393197224	-1.346674959
L26584	RASGRF1	Ras protein-specific guanine nucleotide-releasing factor 1	228402.5	79255	90	0.39331648	-1.346237458
T08732	KCNS1	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1	110518.5	51406	80	0.393385987	-1.345982528
AI346051	MGC11308	hypothetical protein MGC11308	56647	18757	75	0.393524537	-1.345474502
AF001434	EHD1	EH-domain containing 1	84467.5	26013.5	75	0.393559282	-1.345347129
AI791324	NA	ESTs	322110	144719.5	75	0.393622786	-1.345114358
AA232801	LOC284611	hypothetical protein LOC284611	27017.5	0	50	0.393672183	-1.344933321
AI126155	NA	Homo sapiens cDNA FLJ25665 fis, clone TST02955.	48212	23408.5	70	0.393763057	-1.344600333
NM_001957	EDNRA	endothelin receptor type A	233717	111590	80	0.393773463	-1.344562205
AK024347	MKNK2	MAP kinase-interacting serine/threonine kinase 2	194750	50577	90	0.393914514	-1.34404552
AI334080	MGC15429	hypothetical protein MGC15429	43128.5	18728.5	55	0.394123598	-1.343279962
AI830457	VPS33A	vacuolar protein sorting 33A (yeast)	36520	13082	55	0.394500561	-1.341900742
AA169498	NA	ESTs	12213	0	50	0.394686885	-1.341219514
AF061749	DNAJA3	DnaJ (Hsp40) homolog, subfamily A, member 3	306735.5	127318	95	0.394754841	-1.340971135
W58209	NA	ESTs	32941.5	15999.5	55	0.394877743	-1.34052204
BF666961	NA	ESTs, Weakly similar to DNAJ domain-containing [Homo sapiens] [H.sapiens]	70758	31818	70	0.394909404	-1.340406372
AA948609	NA	Homo sapiens mRNA; cDNA DKFZp761P2314 (from clone DKFZp761P2314)	502409	293979	75	0.395076518	-1.339795993
L07540	RFC5	replication factor C (activator 1) 5, 36.5kDa	342607.5	119022.5	95	0.395186975	-1.339392696
NM_006454	MXD4	MAX dimerization protein 4	18902.5	10472	50	0.395228188	-1.339242251
L39068	DHPS	deoxyhypusine synthase	96065.5	16313.5	60	0.395610824	-1.337846196
AK024506	C14orf80	chromosome 14 open reading frame 80	28622.5	2763.5	60	0.39562649	-1.337789069
U83410	CUL2	cullin 2	25885.5	7446	50	0.395662906	-1.337656277
AA489855	NA	ESTs	50473.5	11404.5	50	0.395768777	-1.337270294
U08377	SFRS8	splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)	209198	64057	85	0.395832676	-1.337037383
AI791138	NA	ESTs	19633	6259.5	50	0.396673021	-1.333977815
AA029642	PRex1	KIAA1415 protein	78848	24443.5	65	0.397021067	-1.332712531
L10665	GNAL	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	126933	66072	80	0.397226443	-1.33196643
W15281	HES1	hairy and enhancer of split 1, (Drosophila)	244648.5	92735	95	0.397643359	-1.330453019
N25340	SHFM3	split hand/foot malformation (ectrodactyly) type 3	40749	15208	65	0.397742174	-1.330094549
J00307	F2	coagulation factor II (thrombin)	295836	110535.5	95	0.397758966	-1.330033644
H11737	NA	ESTs	107176	22204.5	55	0.397867025	-1.329641759
AA431733	NA	ESTs	28236.5	4032.5	55	0.398002423	-1.32915088
U17105	CCNF	cyclin F	254574	57417	85	0.398004398	-1.32914372
N64652	NA	ESTs, Weakly similar to hypothetical protein FLJ20489 [Homo sapiens] [H.sapiens]	44993.5	11997	60	0.398084177	-1.328854565
AF056965	RHCE	Rhesus blood group, CcEe antigens	270357	101567.5	100	0.398102404	-1.32878851
D87463	PHYHIP	phytanoyl-CoA hydroxylase interacting protein	84480.5	21700.5	65	0.398150387	-1.328614636
AI200380	PRDM4	PR domain containing 4	258248	107459.5	100	0.398312425	-1.328027613
U30930	UGT8	UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase)	66093	20489.5	60	0.398548029	-1.327174501
R38328	SECP43	tRNA selenocysteine associated protein	49345	22709.5	60	0.398688127	-1.326667453
AA166837	C20orf28	chromosome 20 open reading frame 28	15467	8804.5	50	0.398691636	-1.326654755
D30715	NA	NA	640389	218932	95	0.398776739	-1.326346838
M24899	THRA	thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)	4512.5	2072.5	50	0.399037303	-1.325404476
AI084224	CHAC	chorea acanthocytosis	202450.5	66969	80	0.399073381	-1.325274042
AI190832	NA	ESTs	119658.5	92269.5	70	0.399134375	-1.325053559
AI247566	TR2	thioredoxin reductase 2	570117.5	242083	95	0.399270113	-1.324563009
AA077557	ARS2	arsenate resistance protein ARS2	277609	95863	100	0.399420993	-1.324017934
AA626206	NA	Homo sapiens cDNA FLJ37755 fis, clone BRHIP2023762.	27098.5	22719.5	55	0.399674856	-1.323101281
AI003740	LOC128344	hypothetical protein LOC128344	252047.5	114842.5	80	0.399763427	-1.322781604
AB028978	KIAA1055	KIAA1055 protein	71847	20908.5	75	0.399776057	-1.322736024
U79280	PIPPIN	ortholog of rat pippin	103026	16636.5	90	0.400381358	-1.320553292
AW512498	AD158	hypothetical protein AD158	395045	197041	95	0.400389044	-1.320525597
AF038961	MPDU1	mannose-P-dolichol utilization defect 1	530253	254255.5	100	0.400647631	-1.319594149
AL359592	DKFZp761H039	hypothetical protein DKFZp761H039	103267	21022	60	0.401049702	-1.318147054
AA757630	CRYPTIC	cryptic gene	18191.5	0	50	0.401078172	-1.318044642
L12350	THBS2	thrombospondin 2	176865	76219	75	0.401122985	-1.317883457
U77352	MADD	MAP-kinase activating death domain	300976	131472.5	90	0.401225945	-1.317513196
AI821790	NA	ESTs	7455.5	6552	50	0.401279274	-1.317321452
AA577406	SET7	SET domain-containing protein 7	18584.5	3481.5	50	0.401356157	-1.317045064
AL137383	NA	Homo sapiens mRNA; cDNA DKFZp434L1626 (from clone DKFZp434L1626)	1077694.5	649090	95	0.401410038	-1.316851401
AI127832	TLE2	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)	132571.5	56514.5	70	0.401482916	-1.316589494
AV724830	HT036	hypothetical protein HT036	83706	23575	80	0.401546409	-1.316361355
AJ011895	TNIP1	TNFAIP3 interacting protein 1	196754	65523.5	100	0.401636324	-1.316038344
U42387	PPYR1	pancreatic polypeptide receptor 1	293394.5	140302	85	0.401645198	-1.316006468
NM_002100	GYPB	glycophorin B (includes Ss blood group)	230893	101647	80	0.401735523	-1.31568206
AA447217	FLJ25270	hypothetical protein FLJ25270	154626	45489.5	80	0.40177826	-1.315528592
AA682302	NA	ESTs	904133	463821	100	0.401862737	-1.315225285
AL050105	CD2AP	CD2-associated protein	142941	28161.5	75	0.40192663	-1.314995928
D50916	UBE4A	ubiquitination factor E4A (UFD2 homolog, yeast)	178507	86410	90	0.402385583	-1.313349479
U18920	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a isoform 1	42264.5	7770.5	70	0.402562045	-1.312716939
AI052571	NA	Homo sapiens trem-like transcript-1 (TLT1) mRNA, partial cds	14925	5422.5	50	0.402792999	-1.311889486
AA775211	NA	ESTs	75036.5	32547.5	75	0.402971715	-1.311249517
AK027111	RPL17	ribosomal protein L17	0	0	50	0.402993462	-1.311171663
L34059	CDH4	cadherin 4, type 1, R-cadherin (retinal)	145327	38994.5	70	0.403001082	-1.311144384
D13639	CCND2	cyclin D2	183536.5	41452	75	0.403301862	-1.310068027
BF035347	KIAA1533	KIAA1533 protein	168084.5	88441.5	90	0.403684237	-1.308700842
AW961592	AMID	apoptosis-inducing factor (AIF)-homologous mitochondrion-associated inducer of death	91206.5	34544.5	60	0.403853591	-1.308095728
AA308171	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	214346	78794	95	0.403947715	-1.307759525
AK022060	C14orf92	chromosome 14 open reading frame 92	180960	72658.5	85	0.404204196	-1.306843796
AA863145	DAO	D-amino-acid oxidase	107898	35507.5	70	0.404230712	-1.306749158
AI022236	NA	ESTs	592889.5	207670	70	0.404285626	-1.306553183
AK026881	NA	Homo sapiens cDNA: FLJ23228 fis, clone CAE06654.	271825.5	106460	100	0.404552378	-1.305601592
NM_007020	U1SNRNPBP	U1-snRNP binding protein homolog (70kD)	195101	71147.5	95	0.404584336	-1.305487629
T78421	NA	EST, Weakly similar to p400 SWI2/SNF2-related protein; CAGH32 protein; trinucleotide repeat containing 12 [Homo sapiens] [H.sapiens]	39264.5	20271.5	60	0.404812405	-1.304674595
NM_003216	TEF	thyrotrophic embryonic factor	84895.5	52689.5	65	0.404848378	-1.304546396
N63761	LOC132158	similar to CG9886 gene product	649717	343256	85	0.4050225	-1.30392604
NM_000377	WAS	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)	123954	27259.5	65	0.405065682	-1.303772233
AB037751	MIDORI	likely ortholog of mouse myocytic induction/differentiation originator	616281.5	271245	95	0.405311395	-1.30289736
AY007239	DKFZP564G202	DKFZP564G202 protein	235131	44803	70	0.405357624	-1.302732816
NM_006302	GCS1	glucosidase I	147170	50162	75	0.405384415	-1.302637469
AA845897	FLJ13215	hypothetical protein FLJ13215	670944.5	229998	100	0.40551515	-1.302172281
L39211	CPT1A	carnitine palmitoyltransferase 1A (liver)	126011.5	32758.5	70	0.405727679	-1.301416368
AA888151	CRBPIV	retinoid binding protein 7	75958.5	14425	55	0.405863319	-1.300934138
AF000234	P2RX4	purinergic receptor P2X, ligand-gated ion channel, 4	15971.5	2622.5	50	0.406060703	-1.30023268
AA626313	NA	Homo sapiens cDNA FLJ33535 fis, clone BRAMY2007458.	53527.5	15290.5	65	0.406670307	-1.29806844
AA171793	NA	ESTs	326029	81541	60	0.406704338	-1.297947716
X12949	RET	ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)	83923	22281.5	60	0.406739324	-1.297823615
R13691	PCDH9	protocadherin 9	43189.5	22489	60	0.406937572	-1.297120605
AI554841	NA	Homo sapiens mRNA; cDNA DKFZp586F1123 (from clone DKFZp586F1123)	51201.5	13500.5	55	0.406993027	-1.296924016
AA707336	CT2	carnitine transporter 2	154063.5	63875	80	0.407192234	-1.296218048
K03000	ALDH1A1	aldehyde dehydrogenase 1 family, member A1	961805.5	345775	100	0.407337502	-1.29570345
AI084979	NA	ESTs	178526	44097	70	0.407645851	-1.294611765
U97698	MUC6	mucin 6, gastric	1117564.5	433832.5	100	0.407692464	-1.294446806
AW951611	PRM1	protamine 1	648477.5	294922	95	0.40776319	-1.294196549
AA732224	NA	ESTs	8696.5	1942.5	50	0.407886819	-1.29375921
AV725561	LOC285533	hypothetical protein LOC285533	89672	28177.5	75	0.407912591	-1.293668056
