IMAGE ID	Title	Gene symbol	Cluster	Chr	Cytoband	Entrez Gene
590692	Transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)	TGM2	Hs.517033	20	20q12	7052
592125	Receptor (TNFRSF)-interacting serine-threonine kinase 1	RIPK1	Hs.519842	6	6p25.2	8737
592540	Keratin 5 (epidermolysis bullosa simplex, Dowling-Meara/Kobner/Weber-Cockayne types)	KRT5	Hs.433845	12	12q12-q13	3852
592592	Mucin 5AC, oligomeric mucus/gel-forming	MUC5AC	Hs.534332	11	11p15.5	4586
592630	Multiple inositol polyphosphate histidine phosphatase, 1	MINPP1	Hs.121260	10	10q23	9562
593115	Phosphodiesterase 9A	PDE9A	Hs.473927	21	21q22.3	5152
593690	Tumor necrosis factor (ligand) superfamily, member 13b	TNFSF13B	Hs.525157	13	13q32-34	10673
594743	Pericentriolar material 1	PCM1	Hs.491148	8	8p22-p21.3	5108
609663	Protein kinase, cAMP-dependent, regulatory, type II, beta	PRKAR2B	Hs.433068	7	7q22	5577
610362	Hyaluronan-mediated motility receptor (RHAMM)|Transcribed locus	HMMR|N/A	Hs.72550, Hs.645740	5|N/A	5q33.2-qter|N/A	3161N/A
611255	Myogenic factor 6 (herculin)	MYF6	Hs.35937	12	12q21	4618
611407	Nebulin-related anchoring protein	NRAP	Hs.268788	10	10q24-q26	4892
611443	Myoglobin	MB	Hs.517586	22	22q13.1	4151
611467	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)	NDUFS6	Hs.408257	5	5p15.33	4726
624361	Aryl hydrocarbon receptor	AHR	Hs.171189	7	7p15	196
624429	Ubiquitin specific peptidase 9, Y-linked (fat facets-like, Drosophila)|Transcribed locus	USP9Y|N/A	Hs.165856, Hs.598540	Y|Y	Yq11.2|N/A	8287N/A
626230	Nipped-B homolog (Drosophila)	NIPBL	Hs.481927	5	5p13.2	25836
626822	Triple functional domain (PTPRF interacting)	TRIO	Hs.130031	5	5p15.1-p14	7204
626967	Alkaline phosphatase, intestinal	ALPI	Hs.37009	2	2q37.1	248
627039	ADAM metallopeptidase domain 12 (meltrin alpha)	ADAM12	Hs.593858	10	10q26.3	8038
627114	Killer cell lectin-like receptor subfamily C, member 2	KLRC2	Hs.591157	12	12p13	3822
628602	Myosin, light chain 3, alkali; ventricular, skeletal, slow	MYL3	Hs.517939	3	3p21.3-p21.2	4634
629896	Microtubule-associated protein 1B	MAP1B	Hs.584777	5	5q13	4131
630013	MutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	MSH2	Hs.597656	2	2p22-p21	4436
664968	MAX gene associated	MGA	Hs.187569	15	15q14	23269
665356	Tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	TNFRSF11B	Hs.81791	8	8q24	4982
665658	Msh homeobox 2	MSX2	Hs.89404	5	5q34-q35	4488
665674	Bradykinin receptor B2	BDKRB2	Hs.525572	14	14q32.1-q32.2	624
666829	Sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)	SGCD	Hs.591727	5	5q33-q34	6444
666879	Heterogeneous nuclear ribonucleoprotein A1 pseudogene	LOC728643	Hs.524293	10	10q11.22	728643
667482	Mal, T-cell differentiation protein	MAL	Hs.80395	2	2cen-q13	4118
668007	Full-length cDNA clone CS0DI027YJ05 of Placenta Cot 25-normalized of Homo sapiens (human)	N/A	Hs.432416	1	N/A
668851	Brain-derived neurotrophic factor	BDNF	Hs.502182	11	11p13	627
681917	Interleukin 1 receptor accessory protein	IL1RAP	Hs.478673	3	3q28	3556
681948	Fragile histidine triad gene	FHIT	Hs.196981	3	3p14.2	2272
681997	Distal-less homeobox 4	DLX4	Hs.591167	17	17q21.33	1748
684626	MADS box transcription enhancer factor 2, polypeptide A (myocyte enhancer factor 2A)	MEF2A	Hs.268675	15	15q26	4205
684940	TATA element modulatory factor 1	TMF1	Hs.267632	3	3p21-p12	7110
685626	ATPase, Ca++ transporting, plasma membrane 1	ATP2B1	Hs.506276	12	12q21.3	490
685801	Solute carrier family 12 (sodium/potassium/chloride transporters), member 2	SLC12A2	Hs.162585	5	5q23.3	6558
685912	Eyes absent homolog 3 (Drosophila)	EYA3	Hs.652320	N/A	1p36	2140
686081	Protein tyrosine phosphatase, non-receptor type 7	PTPN7	Hs.402773	1	1q32.1	5778
687054	V-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)	RELB	Hs.307905	19	19q13.32	5971
687270	MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)	MEF2C	Hs.635685	N/A	5q14	4208
687820	ATPase, Cu++ transporting, alpha polypeptide (Menkes syndrome)	ATP7A	Hs.496414	X	Xq13.2-q13.3	538
687990	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	ARHGEF6	Hs.522795	X	Xq26	9459
701112	Xeroderma pigmentosum, complementation group C	XPC	Hs.475538	3	3p25	7508
701481	Myxovirus (influenza virus) resistance 2 (mouse)	MX2	Hs.926	21	21q22.3	4600
701625	Nuclear protein, ataxia-telangiectasia locus	NPAT	Hs.171061	11	11q22-q23	4863
703739	Nuclear cap binding protein subunit 1, 80kDa	NCBP1	Hs.595669	9	9q34.1	4686
704290	Endothelin converting enzyme 1	ECE1	Hs.195080	1	1p36.1	1889
704690	Homeodomain interacting protein kinase 3	HIPK3	Hs.201918	11	11p13	10114
705064	Transforming, acidic coiled-coil containing protein 3	TACC3	Hs.104019	4	4p16.3	10460
705265	Zinc finger, MYM-type 6	ZMYM6	Hs.533986	1	1p34.2	9204
712378	Protein kinase (cAMP-dependent, catalytic) inhibitor alpha	PKIA	Hs.433700	8	8q21.12	5569
712460	Natural killer-tumor recognition sequence|Transcribed locus, strongly similar to XP_361508.1 protein MG03982.4 [Magnaporthe grisea 70-15]	NKTR|N/A	Hs.529509, Hs.651660	3|3	3p23-p21|N/A	4820N/A
712641	Translocated promoter region (to activated MET oncogene)	TPR	Hs.279640	1	1q25	7175
713127	Structural maintenance of chromosomes 4	SMC4	Hs.58992	3	3q26.1	10051
713193	Janus kinase 1 (a protein tyrosine kinase)	JAK1	Hs.207538	1	1p32.3-p31.3	3716
713469	MADS box transcription enhancer factor 2, polypeptide A (myocyte enhancer factor 2A)	MEF2A	Hs.268675	15	15q26	4205
713660	Glycoprotein M6B	GPM6B	Hs.495710	X	Xp22.2	2824
713974	Colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog	CSF1R	Hs.483829	5	5q33-q35	1436
725109	Growth arrest and DNA-damage-inducible, beta	GADD45B	Hs.110571	19	19p13.3	4616
725266	Ligase I, DNA, ATP-dependent	LIG1	Hs.1770	19	19q13.2-q13.3	3978
725284	Phosphorylase kinase, gamma 2 (testis)	PHKG2	Hs.196177	16	16p12.1-p11.2	5261
725285	Promyelocytic leukemia	PML	Hs.526464	15	15q22	5371
725454	CDC28 protein kinase regulatory subunit 2	CKS2	Hs.83758	9	9q22	1164
725501	Zinc finger and BTB domain containing 26	ZBTB26	Hs.5638	9	9q33.2	57684
725677	PCTAIRE protein kinase 3	PCTK3	Hs.445402	1	1q31-q32	5129
726558	Casein kinase 1, gamma 3	CSNK1G3	Hs.129206	5	5q23	1456
726846	Golgi autoantigen, golgin subfamily a, 8A	GOLGA8A	Hs.182982	15	15q11.2	23015
726874	Heat shock transcription factor 2 binding protein	HSF2BP	Hs.406157	21	21q22.3	11077
727292	CD163 molecule	CD163	Hs.504641	12	12p13.3	9332
727526	Centromere protein E, 312kDa	CENPE	Hs.75573	4	4q24-q25	1062
727988	CD52 molecule	CD52	Hs.276770	1	1p36	1043
729942	CDNA clone IMAGE:40115064|Small proline-rich protein 2C	N/A|SPRR2C	Hs.2421, Hs.592363	1|1	N/A|1q21-q22	67026702
730002	Calpastatin	CAST	Hs.440961	5	5q15	831
730633	Cisplatin resistance-associated overexpressed protein	CROP	Hs.130293	17	17q21.33	51747
731029	Phosphatidylinositol 4-kinase, catalytic, alpha polypeptide	PIK4CA	Hs.529438	22	22q11.21	5297
731121	Spindlin	SPIN	Hs.146804	9	9q22.1-q22.3	10927
738899	MutS homolog 3 (E. coli)	MSH3	Hs.280987	5	5q11-q12	4437
740554	Radixin	RDX	Hs.263671	11	11q23	5962
740925	Indoleamine-pyrrole 2,3 dioxygenase	INDO	Hs.840	8	8p12-p11	3620
741139	Eyes absent homolog 2 (Drosophila)	EYA2	Hs.472877	20	20q13.1	2139
741429	Mitogen-activated protein kinase 4	MAPK4	Hs.433728	18	18q12-q21	5596
741880	Pre-B-cell leukemia transcription factor 1	PBX1	Hs.493096	1	1q23	5087
741960	Progestagen-associated endometrial protein (placental protein 14, pregnancy-associated endometrial alpha-2-globulin, alpha uterine protein)	PAEP	Hs.532325	9	9q34	5047
741977	Complement factor B	CFB	Hs.69771	6	6p21.3	629
742082	Phosphoenolpyruvate carboxykinase 1 (soluble)	PCK1	Hs.1872	20	20q13.31	5105
742101	Paired box gene 8	PAX8	Hs.469728	2	2q12-q14	7849
742792	Zona pellucida binding protein	ZPBP	Hs.388841	7	7p14.3	11055
742798	Kinesin family member 2C	KIF2C	Hs.69360	1	1p34.1	11004
743038	Zinc finger protein 597|Variable charge, Y-linked 1B	ZNF597|VCY1B	Hs.88630, Hs.170076	16|Y	16p13.3|Yq11.21	1.46E+11
743230	Trophoblast-derived noncoding RNA	TncRNA	Hs.523789	11	11q13.1	283131
744047	Polo-like kinase 1 (Drosophila)	PLK1	Hs.592049	16	16p12.1	5347
744647	Catenin (cadherin-associated protein), alpha-like 1	CTNNAL1	Hs.58488	9	9q31.2	8727
744917	Ninjurin 1	NINJ1	Hs.494457	9	9q22	4814
745216	DnaJ (Hsp40) homolog, subfamily A, member 2	DNAJA2	Hs.368078	16	16q11.1-q11.2	10294
745333	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)	COPS2	Hs.369614	15	15q21.2	9318
745360	Histone acetyltransferase 1	HAT1	Hs.632532	2	2q31.2-q33.1	8520
753104	Dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)|Early growth response 1	DCT|EGR1	Hs.301865, Hs.326035	13|5	13q32|5q31.1	16381958
753104	Dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)|Early growth response 1	DCT|EGR1	Hs.301865, Hs.326035	13|5	13q32|5q31.1	16381958
753234	Zinc finger protein, X-linked	ZFX	Hs.336681	X	Xp21.3	7543
753301	Carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	CEACAM1	Hs.512682	19	19q13.2	634
753418	Vasodilator-stimulated phosphoprotein	VASP	Hs.515469	19	19q13.2-q13.3	7408
753430	Alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)	ATRX	Hs.533526	X	Xq13.1-q21.1	546
753447	Damage-specific DNA binding protein 2, 48kDa	DDB2	Hs.651197	N/A	11p12-p11	1643
753447	Damage-specific DNA binding protein 2, 48kDa	DDB2	Hs.651197	N/A	11p12-p11	1643
753914	Inositol 1,4,5-triphosphate receptor, type 2	ITPR2	Hs.512235	12	12p11	3709
754018	Supervillin	SVIL	Hs.499209	10	10p11.2	6840
754031	G protein-coupled receptor 162	GPR162	Hs.631654	12	12p13	27239
754436	Phosphodiesterase 4D interacting protein (myomegalin)	PDE4DIP	Hs.584841	1	1q12	9659
754509	Met proto-oncogene (hepatocyte growth factor receptor)	MET	Hs.132966	7	7q31	4233
754582	Neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)|Ecotropic viral integration site 2A	NF1|EVI2A	Hs.113577, Hs.591198	17|17	17q11.2|17q11.2	47632123
754600	Nuclear factor I/X (CCAAT-binding transcription factor)	NFIX	Hs.257970	19	19p13.3	4784
755093	NLR family, apoptosis inhibitory protein	NAIP	Hs.646951	N/A	5q13.1	4671
755416	SMAD family member 5	SMAD5	Hs.167700	5	5q31	4090
755599	Interferon induced transmembrane protein 1 (9-27)	IFITM1	Hs.458414	11	11p15.5	8519
755663	Retinoic acid receptor, beta	RARB	Hs.536687	3	3p24	5915
755750	Non-metastatic cells 1, protein (NM23A) expressed in	NME1	Hs.463456	17	17q21.3	4830
755881	Aquaporin 5	AQP5	Hs.298023	12	12q13	362
756405	Inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	ID3	Hs.76884	1	1p36.13-p36.12	3399
756502	Nudix (nucleoside diphosphate linked moiety X)-type motif 1	NUDT1	Hs.534331	7	7p22	4521
756556	Serpin peptidase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)	SERPING1	Hs.384598	11	11q12-q13.1	710
756709	Ubiquitin specific peptidase 8	USP8	Hs.644563	N/A	15q21.2	9101
758222	Hydroxysteroid (17-beta) dehydrogenase 3	HSD17B3	Hs.477	9	9q22	3293
760224	X-ray repair complementing defective repair in Chinese hamster cells 1	XRCC1	Hs.98493	19	19q13.2	7515
767183	Hematopoietic cell-specific Lyn substrate 1	HCLS1	Hs.14601	3	3q13	3059
767202	Latent transforming growth factor beta binding protein 2	LTBP2	Hs.512776	14	14q24	4053
767345	Small EDRK-rich factor 1A (telomeric)	SERF1A	Hs.202179	5	5q12.2-q13.3	8293
767851	Fibrillin 1	FBN1	Hs.591133	15	15q21.1	2200
768064	Cytochrome P450, family 1, subfamily A, polypeptide 1	CYP1A1	Hs.72912	15	15q22-q24	1543
768168	Bone morphogenetic protein 6	BMP6	Hs.285671	6	6p24-p23	654
768296	Phosphatidylinositol glycan anchor biosynthesis, class A (paroxysmal nocturnal hemoglobinuria)|Chromosome 6 open reading frame 142	PIGA|C6orf142	Hs.137154, Hs.591803	X|6	Xp22.1|6p12.1	527790523
768329	C-myc binding protein|Pannexin 1	MYCBP|PANX1	Hs.591506, Hs.591976	1|11	1p33-p32.2|11q21	2629224145
768344	Tyrosinase-related protein 1	TYRP1	Hs.270279	9	9p23	7306
768357	Cerebellin 1 precursor	CBLN1	Hs.458423	16	16q12.1	869
768552	Clock homolog (mouse)	CLOCK	Hs.436975	4	4q12	9575
769716	Neurofibromin 2 (bilateral acoustic neuroma)	NF2	Hs.187898	22	22q12.2	4771
770012	Potassium voltage-gated channel, subfamily H (eag-related), member 2	KCNH2	Hs.647099	N/A	7q35-q36	3757
770212	Chitinase 3-like 1 (cartilage glycoprotein-39)	CHI3L1	Hs.382202	1	1q32.1	1116
770337	Ubiquitin specific peptidase 32	USP32	Hs.132868	17	17q23.2	84669
770454	Chromosome 19 open reading frame 56	C19orf56	Hs.108969	19	19p13.13	51398
770670	Tumor necrosis factor, alpha-induced protein 3	TNFAIP3	Hs.591338	6	6q23	7128
770670	Tumor necrosis factor, alpha-induced protein 3	TNFAIP3	Hs.591338	6	6q23	7128
770704	Nucleolin|Transcribed locus, moderately similar to NP_072143.1 protein [Rattus norvegicus]	NCL|N/A	Hs.79110, Hs.650457	2|N/A	2q12-qter|N/A	4691N/A
770835	Branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease)	BCKDHB	Hs.436387	6	6q13-q15	594
770858	CD34 molecule	CD34	Hs.374990	1	1q32	947
770957	Dihydropyrimidine dehydrogenase	DPYD	Hs.335034	1	1p22	1806
771258	CD8a molecule	CD8A	Hs.85258	2	2p12	925
771272	Ribosomal protein S6 kinase, 90kDa, polypeptide 4	RPS6KA4	Hs.105584	11	11q11-q13	8986
771308	Aldehyde dehydrogenase 3 family, member B2	ALDH3B2	Hs.87539	11	11q13	222
773188	Nuclear receptor subfamily 1, group D, member 2	NR1D2	Hs.37288	3	3p24.2	9975
773236	Formyl peptide receptor 1	FPR1	Hs.753	19	19q13.4	2357
773301	Cadherin 3, type 1, P-cadherin (placental)	CDH3	Hs.554598	16	16q22.1	1001
773579	Chromosome 2 open reading frame 3|Transcribed locus, moderately similar to XP_001071756.1 similar to CG1965-PA [Rattus norvegicus]	C2orf3|N/A	Hs.303808, Hs.602387	2|2	2p11.2-p11.1|N/A	6936N/A
773771	Phospholamban	PLN	Hs.170839	6	6q22.1	5350
774409	Endoglin (Osler-Rendu-Weber syndrome 1)	ENG	Hs.76753	9	9q33-q34.1	2022
774751	Neural precursor cell expressed, developmentally down-regulated 4	NEDD4	Hs.1565	15	15q	4734
781047	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)	BUB1	Hs.469649	2	2q14	699
782578	MAX dimerization protein 4	MXD4	Hs.102402	4	4p16.3	10608
782617	Transcribed locus	N/A	Hs.599749	10	N/A
782760	Transcribed locus	N/A	Hs.644076	2	N/A
782789	Arginine vasopressin receptor 1A	AVPR1A	Hs.2131	12	12q14-q15	552
782835	Forkhead box O1A (rhabdomyosarcoma)	FOXO1A	Hs.370666	13	13q14.1	2308
782853	Itchy homolog E3 ubiquitin protein ligase (mouse)	ITCH	Hs.632272	20	20q11.22-q11.23	83737
783849	GTP cyclohydrolase 1 (dopa-responsive dystonia)	GCH1	Hs.86724	14	14q22.1-q22.2	2643
783998	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	MLLT3	Hs.591085	9	9p22	4300
784124	Tyrosine kinase with immunoglobulin-like and EGF-like domains 1	TIE1	Hs.78824	1	1p34-p33	7075
784296	Nuclear receptor subfamily 3, group C, member 2	NR3C2	Hs.163924	4	4q31.1	4306
784337	Chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	CXCL12	Hs.522891	10	10q11.1	6387
784360	Transcribed locus	N/A	Hs.593191	14	N/A
785148	Protein tyrosine phosphatase, receptor-type, Z polypeptide 1	PTPRZ1	Hs.489824	7	7q31.3	5803
785793	Capping protein (actin filament) muscle Z-line, alpha 1	CAPZA1	Hs.514934	1	1p13.2	829
786605	Heat shock 70kDa protein 4-like	HSPA4L	Hs.135554	4	4q28	22824
787938	Solute carrier family 4, sodium bicarbonate cotransporter, member 4	SLC4A4	Hs.5462	4	4q21	8671
788109	Ataxia telangiectasia and Rad3 related	ATR	Hs.271791	3	3q22-q24	545
788141	Xeroderma pigmentosum, complementation group A	XPA	Hs.591907	9	9q22.3	7507
788185	Tumor necrosis factor receptor superfamily, member 10b	TNFRSF10B	Hs.521456	8	8p22-p21	8795
788185	Tumor necrosis factor receptor superfamily, member 10b	TNFRSF10B	Hs.521456	8	8p22-p21	8795
788196	Transcribed locus|PPAR binding protein	N/A|PPARBP	Hs.643754, Hs.652278	17|N/A	N/A|17q12-q21.1	54695469
788247	Cullin 2	CUL2	Hs.82919	10	10p11.21	8453
788256	Kinesin family member 23	KIF23	Hs.270845	15	15q23	9493
788285	Endothelin receptor type A	EDNRA	Hs.183713	4	4q31.23	1909
788472	Nucleobindin 1	NUCB1	Hs.631602	19	19q13.2-q13.4	4924
789012	Fibulin 2	FBLN2	Hs.198862	3	3p25.1	2199
795817	Transcribed locus|Transcribed locus	N/A|N/A	Hs.594250, Hs.594534	10|10	N/A|N/A	N/AN/A
795877	Polo-like kinase 2 (Drosophila)	PLK2	Hs.398157	5	5q12.1-q13.2	10769
795936	Translin	TSN	Hs.75066	2	2q21.1	7247
796137	Golgi autoantigen, golgin subfamily a, 4	GOLGA4	Hs.344151	3	3p22-p21.3	2803
796388	Glypican 6	GPC6	Hs.444329	13	13q32	10082
796613	Transcribed locus, strongly similar to NP_112402.1 [Rattus norvegicus]	N/A	Hs.651598	N/A	N/A
796904	Pleiomorphic adenoma gene-like 1	PLAGL1	Hs.444975	6	6q24-q25	5325
796946	Structural maintenance of chromosomes 3|Dimethylarginine dimethylaminohydrolase 1	SMC3|DDAH1	Hs.24485, Hs.379858	10|1	10q25|1p22	912623576
797059	Nucleosome assembly protein 1-like 3	NAP1L3	Hs.21365	X	Xq21.3-q22	4675
809453	Family with sequence similarity 48, member A	FAM48A	Hs.435815	13	13q13.3	55578
809523	Apolipoprotein C-II	APOC2	Hs.75615	19	19q13.2	344
809598	Major histocompatibility complex, class II, DQ beta 1	HLA-DQB1	Hs.409934	6	6p21.3	3119
809603	Family with sequence similarity 82, member B|Prothymosin, alpha (gene sequence 28)	FAM82B|PTMA	Hs.145386, Hs.459927	8|2	8q21.3|2q35-q36	511155757
809835	Heterogeneous nuclear ribonucleoprotein C (C1/C2)	HNRPC	Hs.508848	14	14q11.2	3183
810104	Phospholipase C, beta 2	PLCB2	Hs.355888	15	15q15	5330
810272	Protein phosphatase 1, regulatory (inhibitor) subunit 12B	PPP1R12B	Hs.444403	1	1q32.1	4660
810391	Hyaluronoglucosaminidase 1	HYAL1	Hs.75619	3	3p21.3-p21.2	3373
810444	Full-length cDNA clone CS0DI004YD22 of Placenta Cot 25-normalized of Homo sapiens (human)	N/A	Hs.648849	N/A	N/A
810512	Thrombospondin 1	THBS1	Hs.164226	15	15q15	7057
810625	Ankyrin 1, erythrocytic	ANK1	Hs.651185	N/A	8p11.1	286
810761	Claudin 10	CLDN10	Hs.534377	13	13q31-q34	9071
810948	Thyroid hormone receptor associated protein 1	THRAP1	Hs.282678	17	17q22-q23	9969
810974	Helicase-like transcription factor	HLTF	Hs.3068	3	3q25.1-q26.1	6596
811096	Integrin, beta 4	ITGB4	Hs.632226	17	17q25	3691
811139	Major histocompatibility complex, class II, DR beta 1	HLA-DRB1	Hs.534322	6	6p21.3	3123
811740	Integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	ITGA2	Hs.482077	5	5q23-q31	3673
811843	Sulfite oxidase	SUOX	Hs.558403	12	12q13.2	6821
812083	Adenomatosis polyposis coli	APC	Hs.158932	5	5q21-q22	324
812126	Glycophorin B (MNS blood group)	GYPB	Hs.632594	4	4q28-q31	2994
812965	V-myc myelocytomatosis viral oncogene homolog (avian)	MYC	Hs.202453	8	8q24.12-q24.13	4609
812968	Protein tyrosine phosphatase, receptor type, N polypeptide 2	PTPRN2	Hs.490789	7	7q36	5799
813513	Inositol polyphosphate-4-phosphatase, type II, 105kDa|CDNA FLJ26969 fis, clone SLV01652	INPP4B|N/A	Hs.292075, Hs.586976	4|18	4q31.21|N/A	8821N/A
813611	Transcribed locus	N/A	Hs.386365	2	N/A
813654	Tyrosine hydroxylase	TH	Hs.435609	11	11p15.5	7054
813678	Solute carrier family 1 (glial high affinity glutamate transporter), member 3	SLC1A3	Hs.481918	5	5p13	6507
813707	Regulator of G-protein signalling 16	RGS16	Hs.413297	1	1q25-q31	6004
813757	Folate receptor 2 (fetal)	FOLR2	Hs.433159	11	11q13.3-q13.5	2350
813823	Lumican	LUM	Hs.406475	12	12q21.3-q22	4060
813827	E74-like factor 2 (ets domain transcription factor)	ELF2	Hs.596713	4	4q28	1998
813850	Eukaryotic translation initiation factor 2C, 1	EIF2C1	Hs.22867	1	1p35-p34	26523
814014	Zinc finger protein 184	ZNF184	Hs.158174	6	6p21.3	7738
814101	Transcription factor Dp-2 (E2F dimerization partner 2)	TFDP2	Hs.379018	3	3q23	7029
814117	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	DDX21	Hs.576875	10	10q21	9188
814270	Cyclin A2	CCNA2	Hs.58974	4	4q25-q31	890
814636	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	SMARCA2	Hs.298990	9	9p22.3	6595
814640	Thyroid hormone receptor interactor 11	TRIP11	Hs.632339	14	14q31-q32	9321
814696	Transportin 1	TNPO1	Hs.645306	N/A	5q13.2	3842
814780	Calcium/calmodulin-dependent protein kinase IV	CAMK4	Hs.591269	5	5q21.3	814
815026	Cleavage stimulation factor, 3 pre-RNA, subunit 3, 77kDa	CSTF3	Hs.44402	11	11p13	1479
815245	Intraflagellar transport 88 homolog (Chlamydomonas)	IFT88	Hs.187376	13	13q12.1	8100
815294	Protein tyrosine phosphatase, receptor type, C-associated protein	PTPRCAP	Hs.155975	11	11q13.3	5790
815542	Myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)	MX1	Hs.517307	21	21q22.3	4599
815555	Diacylglycerol kinase, alpha 80kDa	DGKA	Hs.524488	12	12q13.3	1606
815774	Src-like-adaptor	SLA	Hs.75367	8	8q22.3-qter|8q24	6503
815781	Heat shock 105kDa/110kDa protein 1	HSPH1	Hs.36927	13	13q12.3	10808
823562	Cysteine dioxygenase, type I	CDO1	Hs.442378	5	5q22-q23	1036
823664	Ubiquitin specific peptidase 16	USP16	Hs.99819	21	21q22.11	10600
823665	Pre-B-cell colony enhancing factor 1	PBEF1	Hs.489615	7	7q22.2	10135
823718	Carbonic anhydrase VI	CA6	Hs.100322	1	1p36.2	765
823779	Pleckstrin	PLEK	Hs.468840	2	2p14	5341
823794	NIMA (never in mitosis gene a)-related kinase 3	NEK3	Hs.409989	13	13q14.13	4752
823859	Gap junction protein, beta 2, 26kDa (connexin 26)	GJB2	Hs.591234	13	13q11-q12	2706
823886	Myosin, heavy chain 10, non-muscle|NudE nuclear distribution gene E homolog like 1 (A. nidulans)	MYH10|NDEL1	Hs.16355, Hs.372123	17|17	17p13|17p13.1	462881565
824070	Myotubularin 1	MTM1	Hs.434285	X	Xq28	4534
824179	Dynein, axonemal, heavy chain 11|Huntingtin interacting protein 1 related	DNAH11|HIP1R	Hs.432390, Hs.524815	7|12	7p21|12q24	87019026
824393	Zyg-11 homolog B (C. elegans)-like	ZYG11BL	Hs.147950	9	9q34.11	10444
824531	Pleckstrin homology, Sec7 and coiled-coil domains, binding protein	PSCDBP	Hs.270	2	2q11.2	9595
824547	Class II, major histocompatibility complex, transactivator	CIITA	Hs.126714	16	16p13	4261
824602	Interferon, gamma-inducible protein 16	IFI16	Hs.380250	1	1q22	3428
824659	Islet cell autoantigen 1, 69kDa	ICA1	Hs.487561	7	7p22	3382
825080	Polo-like kinase 3 (Drosophila)	PLK3	Hs.632415	1	1p34.1	1263
825085	Suppression of tumorigenicity 14 (colon carcinoma)|Cleavage and polyadenylation specific factor 2, 100kDa	ST14|CPSF2	Hs.504315, Hs.598774	11|14	11q24-q25|14q31.1	676853981
825433	Small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)	SCYE1	Hs.591680	4	4q24	9255
825451	Vesicle docking protein p115	VDP	Hs.292689	4	4q21.1	8615
825478	Zinc finger protein 146	ZNF146	Hs.643436	N/A	19q13.1	7705
825726	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	PMS1	Hs.111749	2	2q31-q33|2q31.1	5378
825740	Tripartite motif-containing 27|DnaJ (Hsp40) homolog, subfamily C, member 10	TRIM27|DNAJC10	Hs.440382, Hs.516632	6|2	6p22|2q32.1	598754431
826217	GTP binding protein 1	GTPBP1	Hs.276925	22	22q13.1	9567
826984	Complement component (3d/Epstein Barr virus) receptor 2	CR2	Hs.445757	1	1q32	1380
827120	3-hydroxyisobutyryl-Coenzyme A hydrolase	HIBCH	Hs.128598	2	2q32.2	26275
827168	ATP-binding cassette, sub-family A (ABC1), member 1	ABCA1	Hs.429294	9	9q31.1	19
838373	DEAH (Asp-Glu-Ala-His) box polypeptide 9	DHX9	Hs.191518	1	1q25	1660
838636	RAB22A, member RAS oncogene family	RAB22A	Hs.529044	20	20q13.32	57403
839094	Crystallin, beta A1	CRYBA1	Hs.46275	17	17q11.2	1411
839101	Gap junction protein, alpha 1, 43kDa (connexin 43)	GJA1	Hs.74471	6	6q21-q23.2	2697
839566	RAN binding protein 6	RANBP6	Hs.167496	9	9p24.1	26953
840524	Golgi autoantigen, golgin subfamily b, macrogolgin (with transmembrane signal), 1	GOLGB1	Hs.213389	3	3q13	2804
840654	Taste receptor, type 2, member 14	TAS2R14	Hs.408153	12	12p13	50840
840708	Superoxide dismutase 2, mitochondrial	SOD2	Hs.487046	6	6q25.3	6648
840940	Poly(A) binding protein, cytoplasmic 1	PABPC1	Hs.387804	8	8q22.2-q23	26986
841008	Guanylate binding protein 1, interferon-inducible, 67kDa	GBP1	Hs.62661	1	1p22.2	2633
